Orthogroup	Dufourea_novaeangliae	Ceratina_calcarata
OG0004857	XP_015431695.1	XP_017878833.1, XP_026668702.1
OG0004858	XP_015430627.1	XP_017877812.1
OG0004859	XP_015430742.1	XP_017877705.1
OG0004861	XP_015431668.1	XP_026670592.1
OG0004862	XP_015429195.1	XP_017889027.1
OG0004863	XP_015440214.1	XP_017879626.2
OG0004864	XP_015440275.1	XP_017883024.1
OG0004865	XP_015439697.1	XP_026670880.1
OG0004866	XP_015432702.1	XP_017880156.1
OG0004867	XP_015439804.1	XP_017890159.1
OG0004868	XP_015433291.1	XP_017883157.1
OG0004869	XP_015433356.1	XP_017890253.1
OG0004870	XP_015433370.1	XP_026674911.1
OG0004871	XP_015428452.1	XP_017880185.1
OG0004872	XP_015439738.1	XP_017879200.1
OG0004873	XP_015439743.1	XP_017883168.1
OG0004874	XP_015435470.1	XP_026669408.1
OG0004875	XP_015435653.1	XP_017890010.1, XP_017890009.1
OG0004876	XP_015439909.1	XP_017877843.1
OG0004877	XP_015439778.1	XP_017890109.1
OG0004879	XP_015439726.1	XP_017885370.1
OG0004880	XP_015440244.1	XP_026674883.1
OG0004881	XP_015439775.1	XP_017877845.1
OG0004882	XP_015439653.1	XP_017890245.1
OG0004883	XP_015440097.1	XP_017890118.1
OG0004884	XP_015440063.1	XP_017879923.1
OG0004885	XP_015439650.1	XP_017877834.1
OG0004887	XP_015433374.1	XP_017891590.1
OG0004888	XP_015439649.1	XP_017890154.1
OG0004889	XP_015439793.1	XP_017891351.1
OG0004891	XP_015429683.1	XP_017883319.1
OG0004892	XP_015431164.1	XP_017883294.2
OG0004893	XP_015433987.1	XP_017889078.1, XP_017889060.1
OG0004894	XP_015437218.1	XP_017892999.1
OG0004895	XP_015438795.1	XP_017892653.1, XP_026675540.1
OG0004896	XP_015437001.1	XP_017882633.1
OG0004897	XP_015432027.1	XP_017892731.1
OG0004898	XP_015438746.1	XP_017890995.1, XP_026674700.1
OG0004899	XP_015432032.1	XP_017891271.1
OG0004901	XP_015440355.1	XP_017875568.1
OG0004902	XP_015431007.1	XP_017875047.1
OG0004903	XP_015431990.1	XP_017875168.1
OG0004904	XP_015430412.1	XP_017889017.1
OG0004905	XP_015429709.1	XP_017890853.1
OG0004906	XP_015437564.1	XP_017886001.1
OG0004907	XP_015438270.1	XP_017892735.1, XP_026675567.1
OG0004908	XP_015440352.1	XP_026670953.1, XP_026670954.1
OG0004910	XP_015436786.1	XP_017889794.1
OG0004911	XP_015430373.1	XP_017876967.1
OG0004912	XP_015436705.1	XP_026674160.1
OG0004913	XP_015436727.1	XP_017880339.1
OG0004914	XP_015429835.1	XP_026673176.1
OG0004915	XP_015431082.1	XP_017875145.1
OG0004916	XP_015431964.1	XP_017880564.1
OG0004917	XP_015440297.1	XP_026669953.1
OG0004918	XP_015435661.1	XP_017889426.1
OG0004919	XP_015434469.1	XP_017883269.1
OG0004920	XP_015434735.1	XP_017886996.1, XP_017887509.1
OG0004921	XP_015435080.1	XP_017893196.1
OG0004922	XP_015434412.1	XP_017887974.1
OG0004923	XP_015429947.1	XP_017881458.1
OG0004924	XP_015435679.1	XP_017886968.1, XP_017879722.1
OG0004925	XP_015434425.1	XP_026670901.1
OG0004926	XP_015434387.1	XP_017879578.1
OG0004927	XP_015436011.1	XP_017876696.1, XP_017876607.1, XP_026669875.1
OG0004928	XP_015438243.1	XP_026672350.1, XP_017885931.1
OG0004929	XP_015434549.1	XP_017879523.1
OG0004930	XP_015434460.1	XP_017875144.1
OG0004931	XP_015430426.1, XP_015428861.1	XP_017877247.1
OG0004932	XP_015428690.1	XP_017888802.1, XP_017888799.1
OG0004933	XP_015430086.1	XP_017875288.1
OG0004934	XP_015435953.1	XP_026675322.1
OG0004935	XP_015437261.1	XP_026674498.1
OG0004936	XP_015438335.1	XP_026667099.1
OG0004937	XP_015433492.1	XP_017883450.1
OG0004938	XP_015433525.1	XP_017881451.1
OG0004939	XP_015429183.1	XP_017877753.1
OG0004941	XP_015429191.1	XP_026672120.1
OG0004942	XP_015437462.1	XP_026673736.1
OG0004943	XP_015437491.1	XP_017888869.1
OG0004944	XP_015429505.1	XP_017888674.1, XP_026666587.1
OG0004945	XP_015438049.1	XP_026674809.1
OG0004946	XP_015433743.1	XP_017893667.1
OG0004947	XP_015440409.1	XP_017888010.1
OG0004948	XP_015430266.1	XP_017876172.1
OG0004949	XP_015435112.1	XP_017891251.1
OG0004950	XP_015429454.1	XP_017876132.2
OG0004951	XP_015431022.1	XP_017892505.1
OG0004952	XP_015429588.1	XP_026672122.1, XP_026672121.1
OG0004953	XP_015429517.1	XP_017879391.1
OG0004954	XP_015430546.1	XP_017888307.2
OG0004955	XP_015435309.1	XP_017885918.1
OG0004956	XP_015437461.1	XP_026673665.1
OG0004957	XP_015435104.1	XP_017891132.1
OG0004958	XP_015429625.1	XP_017879492.1, XP_017888623.2
OG0004959	XP_015428820.1	XP_017886215.1
OG0004960	XP_015430575.1	XP_017876000.1, XP_026667397.1
OG0004961	XP_015435145.1	XP_017891072.1
OG0004962	XP_015430532.1	XP_017885277.2
OG0004963	XP_015433848.1	XP_017881899.1
OG0004964	XP_015433277.1	XP_017887056.2, XP_017881882.2
OG0004965	XP_015429278.1	XP_017893178.1, XP_017893157.1
OG0004966	XP_015439492.1	XP_026667997.1
OG0004967	XP_015436037.1	XP_017887811.1, XP_017892811.1
OG0004968	XP_015436379.1	XP_017883743.2, XP_017892810.1
OG0004969	XP_015429391.1	XP_017892960.1
OG0004970	XP_015429404.1	XP_017892974.2
OG0004971	XP_015431103.1	XP_017876700.1
OG0004972	XP_015436097.1	XP_017881160.2
OG0004974	XP_015433716.1, XP_015430946.1	XP_017888616.1
OG0004975	XP_015439523.1	XP_026669762.1
OG0004976	XP_015436234.1	XP_017881248.1
OG0004978	XP_015439544.1	XP_026667996.1, XP_017890070.1
OG0004979	XP_015436338.1	XP_017881322.1
OG0004980	XP_015434225.1	XP_026672150.1
OG0004981	XP_015432851.1	XP_017886218.2
OG0004982	XP_015431055.1	XP_017882224.1
OG0004983	XP_015440111.1	XP_017891313.1
OG0004984	XP_015436233.1	XP_017875016.1
OG0004985	XP_015430105.1	XP_017889225.1, XP_026672617.1
OG0004986	XP_015436414.1	XP_017886865.1
OG0004987	XP_015431179.1	XP_017881182.1
OG0004988	XP_015431137.1	XP_017892001.1
OG0004989	XP_015431354.1	XP_017881941.1
OG0004990	XP_015438523.1	XP_017891501.1
OG0004991	XP_015438887.1	XP_017876610.1, XP_017876613.1
OG0004992	XP_015431251.1	XP_026669448.1
OG0004993	XP_015428898.1	XP_017876508.1
OG0004994	XP_015438452.1	XP_017883858.1
OG0004995	XP_015438595.1	XP_017891872.1
OG0004996	XP_015431304.1	XP_017880998.1
OG0004997	XP_015438376.1	XP_017882172.1
OG0004998	XP_015431405.1	XP_017877394.1
OG0004999	XP_015431383.1	XP_017875747.1
OG0005000	XP_015431263.1	XP_017877428.1
OG0005001	XP_015435904.1	XP_017880973.1
OG0005003	XP_015438341.1	XP_017883868.1
OG0005005	XP_015439569.1	XP_026671233.1
OG0005006	XP_015430593.1	XP_017876711.1
OG0005007	XP_015438397.1	XP_026672598.1
OG0005008	XP_015438582.1	XP_017883808.1, XP_026671234.1
OG0005009	XP_015437142.1	XP_017879423.1
OG0005010	XP_015438884.1	XP_017878457.1
OG0005011	XP_015428716.1	XP_017887439.1, XP_017888639.1
OG0005012	XP_015429805.1	XP_026675475.1
OG0005013	XP_015437033.1	XP_026668617.1, XP_026668619.1
OG0005014	XP_015436829.1	XP_017889554.1
OG0005015	XP_015428752.1	XP_017887432.1
OG0005016	XP_015437801.1	XP_017879929.1
OG0005017	XP_015437910.1, XP_015437909.1	XP_017893134.1
OG0005018	XP_015437027.1	XP_017881375.1
OG0005019	XP_015437389.1	XP_017881376.1
OG0005020	XP_015440427.1	XP_017887466.1
OG0005021	XP_015435553.1	XP_026668996.1, XP_017877630.1, XP_017879668.1, XP_017881679.1, XP_017888731.1
OG0005022	XP_015435479.1	XP_017890439.1, XP_026674529.1
OG0005023	XP_015428680.1	XP_017879052.2
OG0005024	XP_015433803.1	XP_017879025.1
OG0005025	XP_015428771.1	XP_017887489.1
OG0005026	XP_015440294.1	XP_026669077.1
OG0005027	XP_015437780.1	XP_026668802.1
OG0005028	XP_015437417.1	XP_017892846.1
OG0005029	XP_015435538.1	XP_026673458.1
OG0005030	XP_015428730.1	XP_017880304.1
OG0005031	XP_015432105.1	XP_026669377.1, XP_017880141.1
OG0005032	XP_015430127.1	XP_026675046.1, XP_026669010.1
OG0005033	XP_015431903.1	XP_017891517.1
OG0005034	XP_015432098.1	XP_017877569.1
OG0005035	XP_015432124.1	XP_026669392.1
OG0005036	XP_015432243.1	XP_026666536.1
OG0005037	XP_015428431.1	XP_017888382.1
OG0005038	XP_015438707.1	XP_026669317.1
OG0005040	XP_015434595.1	XP_017889319.1
OG0005041	XP_015432151.1	XP_017886734.1, XP_026672666.1
OG0005042	XP_015432370.1	XP_026674420.1, XP_026674421.1
OG0005043	XP_015436656.1	XP_017878784.1
OG0005044	XP_015432348.1	XP_017893372.1
OG0005045	XP_015433602.1	XP_017888574.1
OG0005046	XP_015433619.1	XP_017888560.1
OG0005047	XP_015436474.1	XP_017888114.1
OG0005048	XP_015432809.1	XP_017890738.1
OG0005049	XP_015430219.1	XP_026674619.1
OG0005050	XP_015434188.1	XP_026671486.1
OG0005051	XP_015434117.1	XP_026671545.1
OG0005052	XP_015434096.1	XP_026671839.1
OG0005053	XP_015438977.1	XP_026671822.1
OG0005054	XP_015439202.1	XP_017875434.1
OG0005055	XP_015439092.1	XP_017884959.1
OG0005056	XP_015437420.1	XP_026668767.1
OG0005057	XP_015439223.1	XP_017888092.1
OG0005058	XP_015435623.1	XP_017889793.1
OG0005059	XP_015430091.1	XP_017881271.1
OG0005060	XP_015435601.1	XP_026672534.1, XP_017886484.1
OG0005061	XP_015434794.1	XP_026668491.1
OG0005062	XP_015428673.1	XP_017878877.2
OG0005063	XP_015439372.1	XP_017889846.1
OG0005064	XP_015439337.1	XP_017889387.1
OG0005065	XP_015439402.1	XP_017889660.1
OG0005066	XP_015434785.1	XP_026673989.1, XP_026673990.1
OG0005067	XP_015435600.1	XP_017889600.1
OG0005068	XP_015439345.1	XP_017889545.1
OG0005069	XP_015435762.1	XP_017889572.1
OG0005070	XP_015434893.1	XP_017889484.1
OG0005071	XP_015437936.1	XP_026670767.1, XP_026670759.1
OG0005072	XP_015437999.1	XP_017882850.1
OG0005073	XP_015432500.1	XP_017889687.1
OG0005074	XP_015428710.1	XP_017882218.2
OG0005075	XP_015435614.1	XP_017891601.2
OG0005076	XP_015437941.1	XP_017889336.1
OG0005077	XP_015434822.1	XP_026670750.1, XP_026670749.1
OG0005078	XP_015434896.1	XP_017886316.1
OG0005079	XP_015434874.1	XP_017878130.1, XP_026668408.1
OG0005080	XP_015428436.1	XP_017886762.1
OG0005081	XP_015428447.1	XP_017890683.1
OG0005082	XP_015432753.1	XP_017877273.1
OG0005083	XP_015428419.1	XP_017886769.1, XP_017886772.1
OG0005084	XP_015434707.1	XP_026673492.1
OG0005085	XP_015430142.1	XP_017878364.2
OG0005086	XP_015438679.1	XP_017882782.1
OG0005087	XP_015432667.1	XP_026667079.1
OG0005088	XP_015430370.1	XP_017882563.1
OG0005089	XP_015430258.1	XP_017893656.1
OG0005090	XP_015438917.1	XP_017882303.1
OG0005091	XP_015434402.1	XP_017892830.1
OG0005092	XP_015431735.1	XP_017878772.1
OG0005094	XP_015434059.1	XP_017885665.1
OG0005095	XP_015434668.1	XP_017885653.1
OG0005096	XP_015429656.1	XP_017876949.1
OG0005097	XP_015432865.1	XP_026669115.1
OG0005098	XP_015432953.1	XP_017879709.1, XP_017879704.1
OG0005099	XP_015435363.1	XP_026669798.1
OG0005100	XP_015430080.1	XP_026673867.1, XP_017889218.1
OG0005101	XP_015435657.1	XP_026667460.1
OG0005102	XP_015434380.1	XP_017875751.1
OG0005104	XP_015436253.1	XP_017887930.1
OG0005105	XP_015429689.1	XP_026667409.1
OG0005106	XP_015429228.1	XP_017892372.1
OG0005107	XP_015429734.1	XP_017889117.1
OG0005108	XP_015433570.1	XP_017878850.2, XP_017877692.2
OG0005109	XP_015433027.1	XP_017890751.1
OG0005110	XP_015434947.1	XP_017879209.1
OG0005111	XP_015431542.1	XP_017892801.1
OG0005112	XP_015429120.1	XP_026675603.1
OG0005113	XP_015431482.1	XP_026675624.1
OG0005114	XP_015431868.1	XP_026671480.1
OG0005115	XP_015435065.1	XP_017883839.1
OG0005116	XP_015438570.1	XP_017893478.1
OG0005117	XP_015437642.1	XP_017875703.1
OG0005118	XP_015438841.1	XP_017876934.1
OG0005119	XP_015437046.1	XP_017878646.2
OG0005120	XP_015429829.1	XP_017880434.1
OG0005121	XP_015439296.1	XP_017889618.1
OG0005122	XP_015435567.1	XP_017887690.1
OG0005123	XP_015433617.1	XP_017891840.1
OG0005124	XP_015434113.1	XP_017884469.1
OG0005125	XP_015437942.1	XP_017889682.1
OG0005126	XP_015429930.1	XP_017880431.1
OG0005127	XP_015432918.1	XP_017888951.1
OG0005128	XP_015430102.1	XP_017879702.1
OG0005129	XP_015434809.1, XP_015434214.1	XP_017885228.1
OG0005130	XP_015434706.1	XP_017884696.1
OG0005131	XP_015430203.1	XP_026674298.1
OG0005132	XP_015435063.1	XP_017883772.1
OG0005134	XP_015429773.1	XP_017893564.1
OG0005135	XP_015434311.1	XP_017880587.1
OG0005137	XP_015430721.1	XP_017877954.1
OG0005138	XP_015431720.1	XP_017878788.1
OG0005139	XP_015439858.1	XP_017891795.1
OG0005140	XP_015439891.1	XP_017879821.1
OG0005141	XP_015439928.1	XP_017883540.1
OG0005142	XP_015431911.1	XP_017885782.1
OG0005143	XP_015432660.1	XP_017880172.1
OG0005144	XP_015439695.1	XP_017876402.1
OG0005145	XP_015437488.1	XP_017885982.1
OG0005146	XP_015438021.1	XP_017885987.1
OG0005147	XP_015435992.1	XP_017892180.1
OG0005148	XP_015430476.1	XP_017876003.1
OG0005149	XP_015436075.1	XP_017887842.1
OG0005150	XP_015433072.1	XP_017876120.1, XP_017876119.1
OG0005151	XP_015439609.1	XP_017881782.1
OG0005152	XP_015436839.1	XP_017877982.1
OG0005153	XP_015434293.1	XP_017884060.1
OG0005154	XP_015432491.1	XP_017879436.1, XP_017889385.1
OG0005155	XP_015432225.1	XP_017888631.1
OG0005156	XP_015436270.1	XP_026670838.1
OG0005157	XP_015430945.1	XP_017877258.1
OG0005158	XP_015430548.1, XP_015430547.1	XP_017890828.1
OG0005159	XP_015435879.1	XP_017887307.1
OG0005160	XP_015431120.1	XP_017879695.1
OG0005161	XP_015431721.1	XP_017893116.1
OG0005162	XP_015431554.1	XP_017880979.1
OG0005163	XP_015430185.1, XP_015434308.1	XP_026674216.1
OG0005164	XP_015430453.1	XP_017875594.1
OG0005165	XP_015437561.1	XP_017879900.1
OG0005166	XP_015434542.1	XP_017893671.1, XP_017882693.1
OG0005167	XP_015437671.1	XP_017881395.1
OG0005168	XP_015430113.1	XP_017889584.1
OG0005169	XP_015428758.1	XP_017891809.1
OG0005170	XP_015433510.1	XP_017877654.1
OG0005171	XP_015436330.1	XP_017884079.1, XP_017892816.1
OG0005172	XP_015437579.1	XP_026669885.1
OG0005173	XP_015431897.1	XP_017885119.1
OG0005174	XP_015432928.1	XP_017888969.1
OG0005175	XP_015437808.1	XP_017893135.1
OG0005176	XP_015434503.1	XP_017885152.1
OG0005177	XP_015440119.1	XP_017890204.1
OG0005178	XP_015433416.1	XP_017881285.1
OG0005179	XP_015439553.1	XP_017889853.1
OG0005180	XP_015435222.1	XP_017879506.1, XP_017879514.1
OG0005181	XP_015435859.1	XP_026672232.1
OG0005182	XP_015431912.1	XP_017882557.1
OG0005183	XP_015434131.1	XP_017888133.1
OG0005184	XP_015430953.1	XP_017881442.1, XP_017881443.1
OG0005185	XP_015435853.1	XP_017887359.1
OG0005186	XP_015431463.1	XP_017885880.1
OG0005187	XP_015433695.1	XP_017880760.1
OG0005188	XP_015440035.1	XP_017883503.1
OG0005189	XP_015438029.1	XP_026666947.1, XP_026666948.1
OG0005190	XP_015431264.1	XP_017877386.1
OG0005191	XP_015440425.1	XP_017876474.1
OG0005192	XP_015437633.1	XP_017876491.1, XP_017876490.1
OG0005193	XP_015428891.1	XP_026675501.1, XP_017887134.1
OG0005194	XP_015431338.1	XP_017876552.1, XP_017876551.1
OG0005195	XP_015440485.1	XP_017878998.1
OG0005196	XP_015440508.1	XP_017878587.1
OG0005197	XP_015437945.1	XP_017882843.1, XP_026670795.1
OG0005198	XP_015438714.1	XP_017888501.1
OG0005199	XP_015434615.1	XP_017884120.1
OG0005200	XP_015432206.1	XP_017889318.1
OG0005201	XP_015428661.1, XP_015428660.1	XP_017893401.1
OG0005202	XP_015428573.1	XP_017891918.1
OG0005203	XP_015428590.1	XP_017888559.1
OG0005204	XP_015436855.1	XP_017883011.1
OG0005205	XP_015437436.1	XP_017886201.2
OG0005206	XP_015434069.1	XP_017884916.1
OG0005207	XP_015439112.1	XP_026667127.1
OG0005208	XP_015439185.1	XP_017875552.1, XP_026667115.1
OG0005209	XP_015438968.1	XP_017884499.1
OG0005210	XP_015439263.1	XP_026671882.1, XP_017884824.1
OG0005211	XP_015434057.1	XP_017884787.1
OG0005212	XP_015432977.1	XP_017892367.1
OG0005213	XP_015433983.1	XP_017878203.1
OG0005214	XP_015435045.1	XP_026671452.1
OG0005215	XP_015439617.1	XP_017878221.1, XP_026668443.1, XP_017878199.1
OG0005216	XP_015434269.1	XP_017887130.1
OG0005217	XP_015431455.1	XP_017882321.1, XP_026670739.1
OG0005218	XP_015432659.1	XP_017880245.1
OG0005219	XP_015440387.1	XP_026675530.1, XP_017892602.1
OG0005220	XP_015432035.1	XP_017875209.1
OG0005221	XP_015429417.1	XP_017879543.1
OG0005222	XP_015437883.1	XP_017893214.1
OG0005223	XP_015429258.1	XP_017885619.1
OG0005224	XP_015428810.1	XP_017884349.1
OG0005225	XP_015433491.1	XP_017883452.1
OG0005226	XP_015433711.1	XP_017880755.1
OG0005227	XP_015432536.1	XP_026674679.1
OG0005228	XP_015434374.1	XP_017884035.2, XP_026671335.1
OG0005229	XP_015430940.1	XP_017881462.1
OG0005230	XP_015432853.1	XP_026667436.1, XP_017882802.1
OG0005231	XP_015431556.1	XP_017885473.1
OG0005232	XP_015438644.1	XP_017886830.1
OG0005233	XP_015440113.1	XP_017890157.1
OG0005234	XP_015440410.1	XP_017887563.1
OG0005235	XP_015433865.1	XP_017878753.1
OG0005236	XP_015429929.1	XP_017885851.1
OG0005237	XP_015430271.1	XP_017883685.1
OG0005238	XP_015429604.1	XP_017893289.1
OG0005239	XP_015430065.1	XP_017884520.1
OG0005240	XP_015436899.1	XP_017881783.1
OG0005241	XP_015434660.1	XP_017880229.1
OG0005242	XP_015430928.1	XP_017880092.1
OG0005243	XP_015433609.1	XP_017881884.1
OG0005244	XP_015439638.1	XP_017890703.1
OG0005245	XP_015437653.1	XP_017875730.1
OG0005246	XP_015438652.1	XP_017886760.1
OG0005247	XP_015436785.1	XP_017875580.1
OG0005248	XP_015429202.1	XP_017892278.1
OG0005249	XP_015433849.1	XP_017892493.1, XP_017892492.1
OG0005250	XP_015431899.1	XP_017876780.1
OG0005251	XP_015431861.1, XP_015431860.1	XP_017884077.1
OG0005252	XP_015429746.1	XP_017885075.1
OG0005253	XP_015432108.1	XP_017892783.1
OG0005254	XP_015430344.1	XP_017883648.1, XP_017883647.1
OG0005255	XP_015430354.1	XP_017883723.1
OG0005256	XP_015436103.1	XP_017885455.1
OG0005257	XP_015435301.1	XP_017888169.2, XP_026673399.1
OG0005258	XP_015428802.1	XP_017889068.1
OG0005259	XP_015439984.1	XP_017883596.1
OG0005260	XP_015431689.1	XP_017881748.1
OG0005261	XP_015435033.1	XP_026668951.1, XP_017879360.1
OG0005262	XP_015433476.1	XP_017888904.1
OG0005263	XP_015428783.1	XP_017880298.1
OG0005264	XP_015431930.1	XP_017876974.1
OG0005265	XP_015437483.1	XP_017883449.1
OG0005266	XP_015433565.1	XP_017885681.1
OG0005267	XP_015433240.1	XP_017878028.1
OG0005268	XP_015433397.1, XP_015433398.1	XP_017890098.1
OG0005269	XP_015431018.1	XP_017892500.1
OG0005270	XP_015438214.1	XP_017892296.1
OG0005271	XP_015437154.1	XP_017891227.1
OG0005272	XP_015435631.1	XP_017887412.1
OG0005273	XP_015428889.1	XP_017891896.2
OG0005274	XP_015433663.1	XP_017887331.1
OG0005275	XP_015431655.1	XP_017878724.1, XP_017878725.1
OG0005276	XP_015431402.1	XP_017882548.1
OG0005277	XP_015436382.1	XP_017886002.1
OG0005278	XP_015433864.1	XP_017892458.1
OG0005279	XP_015436038.1	XP_017887821.1, XP_017892817.1
OG0005280	XP_015429285.1	XP_017893284.1
OG0005281	XP_015438155.1, XP_015436606.1	XP_017880392.1
OG0005282	XP_015435861.1	XP_026669619.1, XP_017880603.1
OG0005283	XP_015438593.1	XP_017881976.1
OG0005284	XP_015436555.1	XP_017890604.1
OG0005285	XP_015437200.1	XP_017891041.1
OG0005286	XP_015430786.1	XP_017882525.1
OG0005287	XP_015436518.1	XP_017880385.1
OG0005288	XP_015431110.1	XP_017888276.1
OG0005289	XP_015433241.1	XP_017875393.1, XP_017875392.1
OG0005290	XP_015437738.1	XP_017879931.1
OG0005291	XP_015429500.1	XP_017883178.1
OG0005292	XP_015437204.1	XP_017893016.1, XP_026666509.1
OG0005293	XP_015436301.1	XP_017876210.1
OG0005294	XP_015429055.1	XP_017884241.1
OG0005295	XP_015431970.1	XP_017883286.1
OG0005296	XP_015438150.1, XP_015438149.1	XP_017892188.1
OG0005297	XP_015435264.1	XP_017889150.1
OG0005298	XP_015433420.1	XP_017879148.1
OG0005299	XP_015440519.1	XP_017877579.1
OG0005300	XP_015439950.1	XP_026670885.1
OG0005302	XP_015433674.1, XP_015433673.1	XP_017887303.1
OG0005303	XP_015439373.1, XP_015439374.1	XP_017886298.1
OG0005304	XP_015433267.1	XP_017882718.2, XP_017891571.1
OG0005305	XP_015430131.1	XP_017893236.1
OG0005306	XP_015435901.1	XP_017880591.1
OG0005307	XP_015432968.1	XP_026667379.1, XP_017875479.1
OG0005308	XP_015430257.1	XP_017876914.1
OG0005309	XP_015438416.1	XP_017891488.1
OG0005310	XP_015430934.1	XP_017885307.1
OG0005311	XP_015438615.1	XP_017888460.1
OG0005312	XP_015439119.1	XP_017884887.1, XP_017884888.1
OG0005313	XP_015434875.1	XP_017884052.1
OG0005314	XP_015429251.1	XP_017885981.1
OG0005315	XP_015438665.1	XP_017886708.1, XP_017886707.1
OG0005316	XP_015428767.1	XP_017887506.1
OG0005317	XP_015436498.1	XP_017886537.1
OG0005318	XP_015433340.1	XP_017881056.1, XP_026669635.1
OG0005319	XP_015438016.1	XP_026667365.1
OG0005320	XP_015437351.1	XP_017890492.1, XP_017890490.1
OG0005321	XP_015436793.1	XP_017893034.1
OG0005322	XP_015439977.1	XP_017879855.1
OG0005323	XP_015432469.1	XP_017889712.1
OG0005324	XP_015438860.1, XP_015438861.1	XP_017876546.1
OG0005325	XP_015439843.1, XP_015439844.1	XP_017883118.1
OG0005326	XP_015430165.1	XP_017891207.1
OG0005327	XP_015438451.1	XP_017886602.1
OG0005328	XP_015438967.1	XP_017884513.1
OG0005330	XP_015428800.1	XP_026673734.1
OG0005331	XP_015435192.1	XP_017876959.1
OG0005332	XP_015438413.1	XP_017882021.1
OG0005333	XP_015429148.1	XP_017891446.1
OG0005334	XP_015435021.1	XP_026668949.1, XP_017879246.1
OG0005335	XP_015431138.1	XP_026668046.1
OG0005336	XP_015431343.1	XP_017885676.1
OG0005337	XP_015438641.1	XP_017879747.1
OG0005338	XP_015429185.1	XP_017886598.1, XP_026669407.1
OG0005339	XP_015432009.1	XP_017892759.1
OG0005340	XP_015437629.1	XP_017885844.1
OG0005341	XP_015435670.1	XP_017881096.1
OG0005342	XP_015433008.1	XP_017883354.1
OG0005343	XP_015439315.1	XP_017886495.1
OG0005344	XP_015432740.1, XP_015432739.1	XP_017882591.1
OG0005345	XP_015434319.1	XP_017879405.1
OG0005346	XP_015432750.1	XP_017886644.1
OG0005347	XP_015430100.1	XP_017889222.1
OG0005348	XP_015429463.1	XP_026666461.1
OG0005349	XP_015431540.1	XP_017880844.1
OG0005350	XP_015439065.1	XP_017884960.1
OG0005351	XP_015438144.1	XP_017878922.1, XP_017892644.1
