Orthogroup	Dufourea_novaeangliae	Nomia_melanderi
OG0004703	XP_015429976.1	XP_031826388.1
OG0004704	XP_015434550.1	XP_031834170.1
OG0004705	XP_015429424.1	XP_031826339.1
OG0004706	XP_015429999.1	XP_031826509.1
OG0004707	XP_015429594.1	XP_031845767.1
OG0004708	XP_015437613.1	XP_031844090.1, XP_031844182.1
OG0004709	XP_015435114.1	XP_031832312.1, XP_031832311.1
OG0004710	XP_015436035.1	XP_031848048.1
OG0004711	XP_015437456.1	XP_031829863.1
OG0004712	XP_015430480.1	XP_031829710.1
OG0004713	XP_015429640.1	XP_031838422.1
OG0004714	XP_015430398.1	XP_031829923.1
OG0004715	XP_015435135.1	XP_031832080.1
OG0004716	XP_015430968.1	XP_031829351.1
OG0004717	XP_015435081.1	XP_031832002.1, XP_031832003.1
OG0004718	XP_015433748.1	XP_031848127.1
OG0004719	XP_015437520.1, XP_015437519.1	XP_031830185.1
OG0004720	XP_015430891.1	XP_031842672.1
OG0004721	XP_015436156.1	XP_031837644.1
OG0004722	XP_015436105.1	XP_031844675.1
OG0004723	XP_015433756.1	XP_031843300.1
OG0004724	XP_015439493.1	XP_031838263.1
OG0004725	XP_015431191.1	XP_031837674.1
OG0004726	XP_015435275.1	XP_031843438.1
OG0004727	XP_015436122.1	XP_031835015.1
OG0004728	XP_015435458.1	XP_031839161.1
OG0004729	XP_015439480.1	XP_031843517.1
OG0004730	XP_015436277.1	XP_031841550.1
OG0004731	XP_015431290.1	XP_031830714.1
OG0004732	XP_015438424.1	XP_031848277.1
OG0004733	XP_015437668.1	XP_031847923.1
OG0004734	XP_015428919.1	XP_031847787.1
OG0004735	XP_015431266.1	XP_031830850.1
OG0004736	XP_015429752.1	XP_031846803.1
OG0004737	XP_015438601.1	XP_031844450.1
OG0004738	XP_015438513.1	XP_031835927.1
OG0004740	XP_015436584.1, XP_015436586.1	XP_031846967.1
OG0004741	XP_015431332.1, XP_015431331.1	XP_031830743.1
OG0004742	XP_015438363.1	XP_031830916.1
OG0004743	XP_015437376.1	XP_031835512.1
OG0004744	XP_015435546.1	XP_031849977.1, XP_031849980.1
OG0004745	XP_015435581.1	XP_031838519.1
OG0004746	XP_015437343.1	XP_031835401.1
OG0004747	XP_015437369.1	XP_031835532.1
OG0004749	XP_015435514.1	XP_031850180.1
OG0004750	XP_015436512.1	XP_031829048.1
OG0004751	XP_015436601.1	XP_031829074.1, XP_031829073.1
OG0004753	XP_015432135.1	XP_031841543.1
OG0004754	XP_015432203.1	XP_031845712.1
OG0004755	XP_015438617.1	XP_031827532.1
OG0004756	XP_015438629.1	XP_031850540.1
OG0004757	XP_015430176.1	XP_031829403.1
OG0004758	XP_015432730.1	XP_031850368.1
OG0004759	XP_015436809.1	XP_031836799.1, XP_031836798.1
OG0004760	XP_015437172.1	XP_031826468.1
OG0004761	XP_015438027.1	XP_031844443.1
OG0004762	XP_015428570.1	XP_031827819.1
OG0004763	XP_015428510.1	XP_031835966.1
OG0004764	XP_015432383.1	XP_031825450.1
OG0004765	XP_015432362.1	XP_031847643.1
OG0004766	XP_015432311.1	XP_031847627.1
OG0004767	XP_015429319.1	XP_031844039.1
OG0004768	XP_015438924.1	XP_031837528.1
OG0004769	XP_015439089.1	XP_031832632.1
OG0004770	XP_015438951.1	XP_031845861.1
OG0004771	XP_015434104.1	XP_031833131.1
OG0004772	XP_015434055.1	XP_031833088.1
OG0004773	XP_015434154.1	XP_031832977.1
OG0004774	XP_015434027.1	XP_031829558.1
OG0004775	XP_015438978.1	XP_031832684.1
OG0004776	XP_015429730.1	XP_031841911.1
OG0004777	XP_015435595.1	XP_031825821.1
OG0004778	XP_015437952.1	XP_031843090.1, XP_031843089.1
OG0004779	XP_015433104.1	XP_031847380.1
OG0004780	XP_015433223.1	XP_031847354.1
OG0004781	XP_015439307.1	XP_031842854.1
OG0004782	XP_015439435.1	XP_031842859.1
OG0004783	XP_015439436.1	XP_031842542.1, XP_031842541.1
OG0004784	XP_015433167.1, XP_015433168.1	XP_031825724.1
OG0004785	XP_015434821.1	XP_031837920.1
OG0004786	XP_015430383.1	XP_031827261.1
OG0004788	XP_015434701.1	XP_031849964.1
OG0004789	XP_015437549.1	XP_031841721.1
OG0004790	XP_015438173.1	XP_031828153.1
OG0004791	XP_015434455.1	XP_031826203.1
OG0004792	XP_015434487.1	XP_031826520.1
OG0004793	XP_015435262.1	XP_031839343.1
OG0004794	XP_015438949.1	XP_031845892.1, XP_031845891.1
OG0004795	XP_015429966.1	XP_031828321.1
OG0004796	XP_015436012.1	XP_031828033.1
OG0004797	XP_015429825.1	XP_031840436.1, XP_031840439.1
OG0004798	XP_015436268.1	XP_031846176.1
OG0004799	XP_015429943.1	XP_031828221.1
OG0004801	XP_015433010.1	XP_031839189.1
OG0004802	XP_015428556.1	XP_031833038.1
OG0004803	XP_015431558.1, XP_015436456.1	XP_031844233.1
OG0004804	XP_015431616.1	XP_031839723.1
OG0004805	XP_015431494.1	XP_031839875.1
OG0004806	XP_015432489.1	XP_031848682.1
OG0004807	XP_015432509.1, XP_015438134.1	XP_031839872.1
OG0004808	XP_015433055.1	XP_031834901.1
OG0004809	XP_015435022.1	XP_031834713.1, XP_031834712.1
OG0004810	XP_015433989.1	XP_031839553.1
OG0004811	XP_015429467.1	XP_031839535.1
OG0004812	XP_015429449.1	XP_031836230.1
OG0004813	XP_015437273.1	XP_031834079.1
OG0004814	XP_015434966.1	XP_031839898.1
OG0004816	XP_015428985.1	XP_031831531.1
OG0004817	XP_015428987.1	XP_031835918.1
OG0004818	XP_015429747.1	XP_031848651.1
OG0004820	XP_015435057.1	XP_031834851.1, XP_031834849.1
OG0004821	XP_015434964.1	XP_031834594.1, XP_031834595.1
OG0004822	XP_015430145.1	XP_031848160.1
OG0004824	XP_015435828.1	XP_031840908.1
OG0004825	XP_015434294.1	XP_031840707.1
OG0004826	XP_015429277.1	XP_031841947.1
OG0004827	XP_015431545.1	XP_031840852.1
OG0004828	XP_015438487.1	XP_031843768.1
OG0004829	XP_015431541.1	XP_031844557.1
OG0004830	XP_015435780.1	XP_031844310.1
OG0004831	XP_015439282.1	XP_031850456.1
OG0004832	XP_015431462.1	XP_031849675.1, XP_031849676.1
OG0004833	XP_015435075.1, XP_015435074.1	XP_031850457.1
OG0004834	XP_015429341.1	XP_031848384.1
OG0004835	XP_015429334.1	XP_031848397.1, XP_031848398.1
OG0004836	XP_015429351.1	XP_031844148.1
OG0004837	XP_015432578.1	XP_031850567.1, XP_031850569.1
OG0004838	XP_015434326.1	XP_031840725.1
OG0004839	XP_015434270.1	XP_031844478.1
OG0004841	XP_015433657.1	XP_031849555.1
OG0004842	XP_015434155.1	XP_031843623.1
OG0004843	XP_015434275.1	XP_031848444.1
OG0004844	XP_015431627.1	XP_031845588.1
OG0004845	XP_015430833.1	XP_031845027.1
OG0004846	XP_015430620.1	XP_031845305.1
OG0004847	XP_015438309.1	XP_031834419.1
OG0004848	XP_015440322.1	XP_031833285.1
OG0004849	XP_015439217.1	XP_031845189.1
OG0004850	XP_015438091.1	XP_031846144.1
OG0004852	XP_015430743.1	XP_031845410.1
OG0004853	XP_015436912.1	XP_031829346.1
OG0004854	XP_015434400.1	XP_031834097.1
OG0004855	XP_015430745.1	XP_031845021.1, XP_031845020.1
OG0004856	XP_015436915.1	XP_031842329.1
OG0004857	XP_015431695.1	XP_031842322.1
OG0004858	XP_015430627.1	XP_031845126.1
OG0004859	XP_015430742.1	XP_031844993.1
OG0004860	XP_015434356.1	XP_031836997.1
OG0004861	XP_015431668.1	XP_031846073.1
OG0004862	XP_015429195.1	XP_031832410.1
OG0004863	XP_015440214.1	XP_031845654.1
OG0004864	XP_015440275.1	XP_031831535.1
OG0004865	XP_015439697.1	XP_031825283.1, XP_031825280.1
OG0004866	XP_015432702.1	XP_031827289.1
OG0004867	XP_015439804.1	XP_031831389.1
OG0004868	XP_015433291.1	XP_031833643.1
OG0004869	XP_015433356.1	XP_031833642.1
OG0004870	XP_015433370.1	XP_031831383.1
OG0004871	XP_015428452.1	XP_031826886.1
OG0004872	XP_015439738.1	XP_031831503.1
OG0004873	XP_015439743.1	XP_031831865.1
OG0004874	XP_015435470.1	XP_031839494.1
OG0004875	XP_015435653.1	XP_031827782.1
OG0004876	XP_015439909.1	XP_031825516.1
OG0004877	XP_015439778.1	XP_031833844.1
OG0004878	XP_015439711.1	XP_031845663.1
OG0004879	XP_015439726.1	XP_031833784.1
OG0004880	XP_015440244.1	XP_031831707.1
OG0004881	XP_015439775.1	XP_031825479.1
OG0004882	XP_015439653.1	XP_031831558.1
OG0004883	XP_015440097.1	XP_031825513.1
OG0004884	XP_015440063.1	XP_031846614.1
OG0004887	XP_015433374.1	XP_031833704.1
OG0004888	XP_015439649.1	XP_031843334.1
OG0004889	XP_015439793.1	XP_031850583.1
OG0004890	XP_015439667.1	XP_031825312.1
OG0004891	XP_015429683.1	XP_031828499.1
OG0004892	XP_015431164.1	XP_031836647.1
OG0004893	XP_015433987.1	XP_031843529.1
OG0004894	XP_015437218.1	XP_031849135.1
OG0004895	XP_015438795.1	XP_031849141.1
OG0004896	XP_015437001.1	XP_031829151.1
OG0004897	XP_015432027.1	XP_031836562.1
OG0004898	XP_015438746.1	XP_031840209.1
OG0004899	XP_015432032.1	XP_031838943.1
OG0004900	XP_015432543.1	XP_031838988.1
OG0004901	XP_015440355.1	XP_031838817.1
OG0004902	XP_015431007.1	XP_031836778.1
OG0004903	XP_015431990.1	XP_031836640.1
OG0004904	XP_015430412.1	XP_031832447.1
OG0004905	XP_015429709.1	XP_031828934.1
OG0004906	XP_015437564.1	XP_031826079.1
OG0004907	XP_015438270.1	XP_031838661.1
OG0004908	XP_015440352.1	XP_031838900.1
OG0004910	XP_015436786.1	XP_031838634.1
OG0004911	XP_015430373.1	XP_031828990.1
OG0004912	XP_015436705.1	XP_031838953.1
OG0004913	XP_015436727.1	XP_031838964.1
OG0004914	XP_015429835.1	XP_031826159.1
OG0004915	XP_015431082.1	XP_031838771.1
OG0004916	XP_015431964.1	XP_031840175.1
OG0004917	XP_015440297.1	XP_031849109.1
OG0004918	XP_015435661.1	XP_031844209.1
OG0004919	XP_015434469.1	XP_031834011.1
OG0004920	XP_015434735.1	XP_031838603.1
OG0004921	XP_015435080.1	XP_031832304.1
OG0004922	XP_015434412.1	XP_031846676.1
OG0004923	XP_015429947.1	XP_031826376.1
OG0004924	XP_015435679.1	XP_031844223.1
OG0004925	XP_015434425.1	XP_031834076.1, XP_031834081.1
OG0004926	XP_015434387.1	XP_031841158.1
OG0004927	XP_015436011.1	XP_031832006.1, XP_031832005.1, XP_031832004.1
OG0004928	XP_015438243.1	XP_031826237.1
OG0004929	XP_015434549.1	XP_031826271.1
OG0004930	XP_015434460.1	XP_031826023.1
OG0004931	XP_015430426.1, XP_015428861.1	XP_031830014.1
OG0004932	XP_015428690.1	XP_031829756.1
OG0004933	XP_015430086.1	XP_031837452.1
OG0004934	XP_015435953.1	XP_031831952.1
OG0004935	XP_015437261.1	XP_031827732.1
OG0004936	XP_015438335.1	XP_031841163.1
OG0004937	XP_015433492.1	XP_031830340.1
OG0004938	XP_015433525.1	XP_031846553.1, XP_031846552.1
OG0004939	XP_015429183.1	XP_031834227.1
OG0004941	XP_015429191.1	XP_031839092.1
OG0004942	XP_015437462.1	XP_031830019.1
OG0004943	XP_015437491.1	XP_031829940.1
OG0004944	XP_015429505.1	XP_031838374.1
OG0004945	XP_015438049.1	XP_031832164.1
OG0004946	XP_015433743.1	XP_031848238.1
OG0004947	XP_015440409.1	XP_031848185.1
OG0004948	XP_015430266.1	XP_031842074.1
OG0004949	XP_015435112.1	XP_031832065.1
OG0004950	XP_015429454.1	XP_031842069.1
OG0004951	XP_015431022.1	XP_031838126.1
OG0004952	XP_015429588.1	XP_031838342.1
OG0004953	XP_015429517.1	XP_031841812.1
OG0004954	XP_015430546.1	XP_031830208.1, XP_031830178.1
OG0004955	XP_015435309.1	XP_031848043.1
OG0004956	XP_015437461.1	XP_031830195.1
OG0004957	XP_015435104.1	XP_031832000.1
OG0004958	XP_015429625.1	XP_031841889.1
OG0004959	XP_015428820.1	XP_031828776.1, XP_031828783.1
OG0004960	XP_015430575.1	XP_031829888.1
OG0004961	XP_015435145.1	XP_031832136.1
OG0004962	XP_015430532.1	XP_031830379.1
OG0004963	XP_015433848.1	XP_031830062.1
OG0004964	XP_015433277.1	XP_031830202.1
OG0004965	XP_015429278.1	XP_031838363.1
OG0004966	XP_015439492.1	XP_031838557.1
OG0004967	XP_015436037.1	XP_031840655.1
OG0004968	XP_015436379.1	XP_031842216.1
OG0004969	XP_015429391.1	XP_031830281.1
OG0004970	XP_015429404.1	XP_031830290.1
OG0004971	XP_015431103.1	XP_031840226.1
OG0004972	XP_015436097.1	XP_031837899.1
OG0004974	XP_015433716.1, XP_015430946.1	XP_031841072.1
OG0004975	XP_015439523.1	XP_031837759.1
OG0004976	XP_015436234.1	XP_031837898.1
OG0004978	XP_015439544.1	XP_031838345.1
OG0004979	XP_015436338.1	XP_031839700.1
OG0004980	XP_015434225.1	XP_031828856.1
OG0004981	XP_015432851.1	XP_031846896.1
OG0004982	XP_015431055.1	XP_031838866.1
OG0004983	XP_015440111.1	XP_031831640.1, XP_031831641.1
OG0004984	XP_015436233.1	XP_031839819.1
OG0004985	XP_015430105.1	XP_031841979.1
OG0004986	XP_015436414.1	XP_031835200.1
OG0004987	XP_015431179.1	XP_031837735.1
OG0004988	XP_015431137.1	XP_031838021.1
OG0004989	XP_015431354.1	XP_031830618.1
OG0004990	XP_015438523.1	XP_031830444.1
OG0004991	XP_015438887.1	XP_031830840.1
OG0004992	XP_015431251.1	XP_031830615.1
OG0004993	XP_015428898.1	XP_031825927.1
OG0004994	XP_015438452.1	XP_031835909.1
OG0004995	XP_015438595.1	XP_031847751.1, XP_031847750.1
OG0004996	XP_015431304.1	XP_031830614.1, XP_031830603.1
OG0004997	XP_015438376.1	XP_031831136.1
OG0004998	XP_015431405.1	XP_031830579.1
OG0004999	XP_015431383.1	XP_031843783.1, XP_031843784.1
OG0005000	XP_015431263.1	XP_031830750.1
OG0005001	XP_015435904.1	XP_031844131.1, XP_031844133.1
OG0005003	XP_015438341.1	XP_031835914.1
OG0005005	XP_015439569.1	XP_031835890.1
OG0005006	XP_015430593.1	XP_031830545.1, XP_031830544.1
OG0005007	XP_015438397.1	XP_031831051.1
OG0005008	XP_015438582.1	XP_031835846.1
OG0005009	XP_015437142.1	XP_031828443.1
OG0005010	XP_015438884.1	XP_031849157.1
OG0005011	XP_015428716.1	XP_031829782.1
OG0005012	XP_015429805.1	XP_031828311.1
OG0005013	XP_015437033.1	XP_031843733.1
OG0005014	XP_015436829.1	XP_031831801.1
OG0005015	XP_015428752.1	XP_031829780.1
OG0005016	XP_015437801.1	XP_031835664.1
OG0005017	XP_015437910.1, XP_015437909.1	XP_031831767.1, XP_031831765.1
OG0005018	XP_015437027.1	XP_031828401.1
OG0005019	XP_015437389.1	XP_031827946.1, XP_031827947.1
OG0005020	XP_015440427.1	XP_031838562.1
OG0005022	XP_015435479.1	XP_031849941.1
OG0005023	XP_015428680.1	XP_031829709.1, XP_031829708.1
OG0005024	XP_015433803.1	XP_031845604.1
OG0005025	XP_015428771.1	XP_031828731.1
OG0005026	XP_015440294.1	XP_031829255.1, XP_031829258.1
OG0005027	XP_015437780.1	XP_031849252.1
OG0005028	XP_015437417.1	XP_031835730.1
OG0005029	XP_015435538.1	XP_031838521.1
OG0005030	XP_015428730.1	XP_031829819.1
OG0005031	XP_015432105.1	XP_031837794.1
OG0005032	XP_015430127.1	XP_031838283.1
OG0005033	XP_015431903.1	XP_031836448.1
OG0005034	XP_015432098.1	XP_031843473.1
OG0005035	XP_015432124.1	XP_031827379.1
OG0005036	XP_015432243.1	XP_031827476.1
OG0005037	XP_015428431.1	XP_031841484.1
OG0005038	XP_015438707.1	XP_031841375.1
OG0005040	XP_015434595.1	XP_031827496.1, XP_031827494.1
OG0005041	XP_015432151.1	XP_031826832.1
OG0005042	XP_015432370.1	XP_031847605.1
OG0005043	XP_015436656.1	XP_031836240.1
OG0005044	XP_015432348.1	XP_031844362.1
OG0005045	XP_015433602.1	XP_031827652.1
OG0005046	XP_015433619.1	XP_031827697.1
OG0005047	XP_015436474.1	XP_031832725.1
OG0005048	XP_015432809.1	XP_031832429.1
OG0005049	XP_015430219.1	XP_031833002.1, XP_031833003.1
OG0005050	XP_015434188.1	XP_031832938.1
OG0005051	XP_015434117.1	XP_031833013.1
OG0005053	XP_015438977.1	XP_031832678.1
OG0005054	XP_015439202.1	XP_031832665.1
OG0005055	XP_015439092.1	XP_031836282.1
OG0005056	XP_015437420.1	XP_031837243.1, XP_031837242.1
OG0005057	XP_015439223.1	XP_031832827.1
OG0005058	XP_015435623.1	XP_031825693.1, XP_031825694.1
OG0005059	XP_015430091.1	XP_031827346.1
OG0005060	XP_015435601.1	XP_031825743.1
OG0005061	XP_015434794.1	XP_031843261.1
OG0005062	XP_015428673.1	XP_031846527.1
OG0005063	XP_015439372.1	XP_031842490.1
OG0005064	XP_015439337.1	XP_031842969.1
OG0005065	XP_015439402.1	XP_031842643.1
OG0005066	XP_015434785.1	XP_031825718.1
OG0005067	XP_015435600.1	XP_031843079.1
OG0005068	XP_015439345.1	XP_031842942.1
OG0005069	XP_015435762.1	XP_031842137.1
OG0005070	XP_015434893.1	XP_031842884.1
OG0005071	XP_015437936.1	XP_031844819.1
OG0005072	XP_015437999.1	XP_031844825.1, XP_031844833.1
OG0005073	XP_015432500.1	XP_031843008.1
OG0005074	XP_015428710.1	XP_031841207.1
OG0005075	XP_015435614.1	XP_031847476.1
OG0005076	XP_015437941.1	XP_031843192.1
OG0005077	XP_015434822.1	XP_031837917.1
OG0005078	XP_015434896.1	XP_031842502.1
OG0005079	XP_015434874.1	XP_031844786.1
OG0005080	XP_015428436.1	XP_031826768.1
OG0005081	XP_015428447.1	XP_031846351.1
OG0005082	XP_015432753.1	XP_031826983.1, XP_031826984.1
OG0005083	XP_015428419.1	XP_031826740.1
OG0005084	XP_015434707.1	XP_031850064.1
OG0005085	XP_015430142.1	XP_031839939.1
OG0005086	XP_015438679.1	XP_031841735.1
OG0005087	XP_015432667.1	XP_031827015.1
OG0005088	XP_015430370.1	XP_031826695.1
OG0005089	XP_015430258.1	XP_031827037.1
OG0005090	XP_015438917.1	XP_031837377.1, XP_031837378.1
OG0005091	XP_015434402.1	XP_031834027.1
OG0005092	XP_015431735.1	XP_031842357.1
OG0005094	XP_015434059.1	XP_031842308.1, XP_031842311.1
OG0005095	XP_015434668.1	XP_031849138.1, XP_031849145.1
OG0005096	XP_015429656.1	XP_031829145.1
OG0005097	XP_015432865.1	XP_031839445.1
OG0005098	XP_015432953.1	XP_031839229.1
OG0005099	XP_015435363.1	XP_031839335.1
OG0005100	XP_015430080.1	XP_031841971.1
OG0005102	XP_015434380.1	XP_031828777.1
OG0005103	XP_015433044.1	XP_031846901.1
OG0005104	XP_015436253.1	XP_031840435.1
OG0005105	XP_015429689.1	XP_031844045.1
OG0005106	XP_015429228.1	XP_031837495.1
OG0005107	XP_015429734.1	XP_031828605.1
OG0005108	XP_015433570.1	XP_031841157.1
OG0005109	XP_015433027.1	XP_031832481.1, XP_031832472.1
OG0005110	XP_015434947.1	XP_031839928.1
OG0005111	XP_015431542.1	XP_031839620.1
OG0005112	XP_015429120.1	XP_031843298.1
OG0005113	XP_015431482.1	XP_031839596.1
OG0005114	XP_015431868.1	XP_031847058.1
OG0005115	XP_015435065.1	XP_031831785.1, XP_031831758.1
OG0005116	XP_015438570.1	XP_031830905.1
OG0005117	XP_015437642.1	XP_031847969.1
OG0005118	XP_015438841.1	XP_031835499.1
OG0005119	XP_015437046.1	XP_031847719.1
OG0005120	XP_015429829.1	XP_031846659.1
OG0005121	XP_015439296.1	XP_031831823.1
OG0005122	XP_015435567.1	XP_031831565.1
OG0005123	XP_015433617.1	XP_031827677.1
OG0005124	XP_015434113.1	XP_031848542.1, XP_031848543.1
OG0005125	XP_015437942.1	XP_031843035.1
OG0005126	XP_015429930.1	XP_031846764.1
OG0005127	XP_015432918.1	XP_031832568.1
OG0005128	XP_015430102.1	XP_031827351.1
OG0005129	XP_015434809.1, XP_015434214.1	XP_031828857.1
OG0005130	XP_015434706.1	XP_031828905.1
OG0005131	XP_015430203.1	XP_031842045.1
OG0005132	XP_015435063.1	XP_031834141.1, XP_031834160.1
OG0005133	XP_015429083.1	XP_031834560.1
OG0005134	XP_015429773.1	XP_031847693.1
OG0005135	XP_015434311.1	XP_031844566.1
OG0005136	XP_015436890.1	XP_031842253.1
OG0005136	XP_015436892.1	XP_031842459.1
OG0005137	XP_015430721.1	XP_031845611.1
OG0005138	XP_015431720.1	XP_031842293.1
OG0005139	XP_015439858.1	XP_031833376.1, XP_031833375.1
OG0005140	XP_015439891.1	XP_031833813.1
OG0005141	XP_015439928.1	XP_031845674.1, XP_031845673.1
OG0005142	XP_015431911.1	XP_031833773.1
OG0005143	XP_015432660.1	XP_031827293.1
OG0005144	XP_015439695.1	XP_031825651.1, XP_031825652.1
OG0005145	XP_015437488.1	XP_031826031.1
OG0005146	XP_015438021.1	XP_031826681.1
OG0005147	XP_015435992.1	XP_031832301.1
OG0005148	XP_015430476.1	XP_031829899.1, XP_031829900.1
OG0005149	XP_015436075.1	XP_031844775.1
OG0005150	XP_015433072.1	XP_031846893.1, XP_031846894.1
OG0005151	XP_015439609.1	XP_031845476.1, XP_031845477.1
OG0005152	XP_015436839.1	XP_031837559.1
OG0005153	XP_015434293.1	XP_031848305.1, XP_031848306.1
OG0005154	XP_015432491.1	XP_031847294.1
OG0005155	XP_015432225.1	XP_031827513.1
OG0005156	XP_015436270.1	XP_031839789.1
OG0005157	XP_015430945.1	XP_031829975.1
OG0005158	XP_015430548.1, XP_015430547.1	XP_031829717.1
OG0005159	XP_015435879.1	XP_031844268.1, XP_031844267.1
OG0005160	XP_015431120.1	XP_031836561.1
OG0005161	XP_015431721.1	XP_031834446.1
OG0005162	XP_015431554.1	XP_031848436.1
OG0005163	XP_015430185.1, XP_015434308.1	XP_031843024.1
OG0005164	XP_015430453.1	XP_031829999.1
OG0005165	XP_015437561.1	XP_031845688.1, XP_031845698.1
OG0005166	XP_015434542.1	XP_031826223.1
OG0005167	XP_015437671.1	XP_031827949.1
OG0005168	XP_015430113.1	XP_031841951.1
OG0005169	XP_015428758.1	XP_031846521.1
OG0005170	XP_015433510.1	XP_031830272.1
OG0005171	XP_015436330.1	XP_031839015.1
OG0005172	XP_015437579.1	XP_031834421.1
OG0005173	XP_015431897.1	XP_031837153.1
OG0005174	XP_015432928.1	XP_031848477.1
OG0005175	XP_015437808.1	XP_031826580.1, XP_031826579.1
OG0005176	XP_015434503.1	XP_031846724.1
OG0005177	XP_015440119.1	XP_031831338.1
OG0005178	XP_015433416.1	XP_031830480.1
OG0005179	XP_015439498.1	XP_031834522.1
OG0005180	XP_015435222.1	XP_031846217.1
OG0005181	XP_015435859.1	XP_031846216.1
OG0005182	XP_015431912.1	XP_031825471.1
OG0005183	XP_015434131.1	XP_031829590.1
OG0005184	XP_015430953.1	XP_031829630.1
OG0005185	XP_015435853.1	XP_031844294.1
OG0005186	XP_015431463.1	XP_031840991.1
OG0005187	XP_015433695.1	XP_031849532.1
OG0005188	XP_015440035.1	XP_031825341.1
OG0005190	XP_015431264.1	XP_031830688.1
OG0005191	XP_015440425.1	XP_031830573.1, XP_031830574.1
OG0005192	XP_015437633.1	XP_031825948.1
OG0005193	XP_015428891.1	XP_031845497.1
OG0005194	XP_015431338.1	XP_031841215.1
OG0005195	XP_015440485.1	XP_031849753.1, XP_031849752.1
OG0005196	XP_015440508.1	XP_031849390.1, XP_031849389.1
OG0005197	XP_015437945.1	XP_031829431.1
OG0005198	XP_015438714.1	XP_031841305.1
OG0005199	XP_015434615.1	XP_031825778.1
OG0005200	XP_015432206.1	XP_031841467.1, XP_031841468.1
OG0005201	XP_015428661.1, XP_015428660.1	XP_031832350.1
OG0005202	XP_015428573.1	XP_031827724.1
OG0005203	XP_015428590.1	XP_031827721.1
OG0005204	XP_015436855.1	XP_031836014.1
OG0005205	XP_015437436.1	XP_031836341.1
OG0005206	XP_015434069.1	XP_031848946.1
OG0005207	XP_015439112.1	XP_031832873.1
OG0005208	XP_015439185.1	XP_031832676.1
OG0005209	XP_015438968.1	XP_031832588.1
OG0005210	XP_015439263.1	XP_031832634.1
OG0005211	XP_015434057.1	XP_031833067.1
