Orthogroup	Dufourea_novaeangliae	Megalopta_genalis
OG0004118	XP_015430660.1	XP_033327118.1
OG0004119	XP_015433208.1	XP_033340275.1
OG0004120	XP_015429821.1	XP_033329276.1, XP_033329285.1
OG0004121	XP_015431621.1	XP_033336792.1
OG0004122	XP_015435735.1	XP_033321654.1
OG0004123	XP_015432252.1	XP_033338411.1
OG0004124	XP_015432482.1	XP_033324850.1
OG0004125	XP_015428890.1	XP_033331446.1
OG0004126	XP_015440474.1	XP_033333547.1
OG0004127	XP_015432163.1	XP_033334146.1, XP_033334145.1
OG0004128	XP_015434377.1	XP_033325841.1
OG0004129	XP_015437535.1	XP_033322468.1
OG0004130	XP_015429400.1	XP_033327620.1
OG0004131	XP_015432615.1	XP_033331242.1
OG0004132	XP_015434329.1	XP_033323212.1, XP_033323211.1
OG0004133	XP_015434332.1	XP_033331271.1, XP_033331185.1
OG0004134	XP_015435549.1	XP_033335034.1
OG0004135	XP_015432113.1	XP_033328194.1, XP_033328195.1
OG0004136	XP_015436730.1	XP_033322689.1
OG0004137	XP_015438215.1	XP_033340218.1, XP_033340219.1
OG0004138	XP_015433193.1	XP_033340432.1
OG0004139	XP_015431863.1	XP_033323568.1
OG0004140	XP_015434333.1	XP_033331268.1, XP_033331184.1
OG0004141	XP_015428560.1	XP_033323565.1
OG0004142	XP_015430944.1	XP_033337991.1, XP_033337987.1
OG0004143	XP_015433557.1	XP_033329725.1
OG0004144	XP_015430908.1	XP_033337341.1, XP_033337544.1
OG0004145	XP_015430395.1	XP_033338553.1
OG0004146	XP_015433520.1	XP_033321680.1, XP_033321669.1
OG0004147	XP_015434808.1	XP_033341025.1
OG0004148	XP_015434732.1	XP_033324537.1
OG0004149	XP_015438371.1	XP_033339615.1, XP_033339616.1
OG0004150	XP_015439934.1	XP_033321198.1, XP_033330901.1
OG0004151	XP_015430253.1	XP_033338638.1
OG0004152	XP_015440124.1	XP_033321180.1
OG0004153	XP_015435719.1	XP_033339706.1
OG0004154	XP_015439390.1	XP_033324626.1, XP_033324625.1
OG0004155	XP_015439521.1	XP_033338244.1, XP_033338257.1
OG0004156	XP_015438853.1	XP_033342871.1
OG0004157	XP_015438395.1	XP_033325422.1
OG0004158	XP_015436222.1	XP_033333015.1
OG0004159	XP_015430989.1	XP_033337360.1
OG0004160	XP_015438562.1	XP_033325745.1, XP_033325738.1
OG0004161	XP_015432325.1	XP_033330176.1
OG0004162	XP_015438275.1	XP_033340611.1
OG0004163	XP_015436672.1	XP_033339769.1
OG0004164	XP_015431739.1	XP_033332161.1
OG0004165	XP_015432147.1	XP_033330000.1
OG0004166	XP_015439170.1	XP_033335798.1
OG0004167	XP_015429462.1	XP_033339466.1
OG0004168	XP_015432319.1	XP_033331252.1
OG0004169	XP_015429518.1	XP_033332807.1
OG0004170	XP_015438766.1	XP_033337856.1
OG0004171	XP_015430498.1	XP_033337915.1
OG0004172	XP_015438340.1	XP_033331696.1
OG0004173	XP_015428950.1	XP_033335405.1, XP_033331481.1
OG0004174	XP_015438576.1	XP_033331693.1, XP_033331692.1
OG0004175	XP_015439184.1	XP_033335940.1
OG0004176	XP_015430653.1	XP_033327034.1, XP_033327033.1
OG0004177	XP_015437319.1	XP_033340885.1
OG0004178	XP_015428830.1	XP_033327769.1
OG0004179	XP_015431182.1	XP_033337697.1
OG0004180	XP_015430411.1	XP_033327406.1
OG0004181	XP_015429548.1	XP_033337225.1, XP_033331638.1
OG0004182	XP_015438146.1, XP_015429917.1	XP_033323772.1
OG0004184	XP_015435892.1	XP_033326757.1, XP_033326728.1
OG0004185	XP_015434885.1	XP_033341979.1
OG0004186	XP_015431025.1	XP_033337536.1
OG0004187	XP_015432349.1	XP_033330126.1
OG0004188	XP_015431629.1	XP_033327193.1
OG0004189	XP_015430710.1	XP_033327195.1
OG0004190	XP_015431614.1, XP_015436019.1	XP_033336759.1
OG0004191	XP_015435725.1	XP_033331598.1, XP_033331599.1
OG0004192	XP_015435949.1	XP_033329529.1
OG0004193	XP_015439314.1	XP_033322429.1
OG0004194	XP_015429271.1	XP_033329562.1
OG0004195	XP_015430520.1	XP_033330328.1, XP_033330327.1
OG0004196	XP_015440090.1	XP_033322467.1
OG0004197	XP_015429526.1	XP_033332944.1
OG0004199	XP_015440088.1	XP_033335583.1
OG0004200	XP_015438910.1	XP_033324008.1
OG0004201	XP_015439002.1	XP_033336617.1, XP_033336244.1
OG0004202	XP_015433622.1	XP_033334640.1
OG0004204	XP_015435980.1	XP_033333267.1
OG0004205	XP_015434597.1	XP_033338935.1
OG0004206	XP_015429536.1	XP_033332915.1
OG0004207	XP_015439536.1	XP_033333375.1
OG0004208	XP_015439528.1	XP_033339168.1
OG0004209	XP_015438516.1, XP_015438515.1	XP_033339617.1
OG0004210	XP_015439784.1	XP_033337119.1
OG0004211	XP_015440125.1	XP_033326714.1
OG0004212	XP_015440135.1	XP_033324347.1
OG0004213	XP_015438735.1	XP_033326926.1
OG0004214	XP_015437244.1	XP_033321078.1, XP_033321077.1
OG0004215	XP_015437226.1	XP_033326841.1
OG0004216	XP_015437150.1	XP_033320816.1
OG0004217	XP_015438609.1	XP_033335170.1
OG0004218	XP_015437580.1	XP_033322934.1
OG0004219	XP_015434664.1	XP_033330066.1
OG0004220	XP_015428842.1	XP_033327850.1
OG0004221	XP_015430160.1	XP_033326572.1
OG0004222	XP_015438018.1	XP_033322991.1
OG0004223	XP_015433497.1	XP_033337753.1
OG0004224	XP_015436572.1	XP_033334431.1
OG0004225	XP_015432056.1	XP_033320761.1, XP_033320762.1
OG0004226	XP_015433337.1	XP_033337229.1
OG0004228	XP_015428871.1, XP_015428870.1	XP_033325842.1
OG0004229	XP_015430924.1	XP_033327281.1
OG0004230	XP_015440007.1	XP_033323854.1
OG0004231	XP_015437889.1	XP_033326727.1
OG0004232	XP_015432224.1	XP_033331327.1
OG0004233	XP_015429840.1	XP_033328370.1
OG0004234	XP_015439999.1	XP_033324360.1
OG0004235	XP_015434053.1	XP_033336124.1
OG0004236	XP_015429161.1	XP_033321511.1
OG0004237	XP_015438794.1	XP_033342867.1
OG0004238	XP_015437778.1	XP_033342512.1
OG0004239	XP_015435488.1	XP_033334595.1
OG0004240	XP_015434132.1	XP_033329853.1
OG0004241	XP_015434349.1	XP_033322056.1, XP_033322057.1
OG0004242	XP_015437563.1	XP_033331361.1
OG0004243	XP_015430621.1	XP_033336925.1
OG0004244	XP_015430641.1	XP_033336895.1
OG0004245	XP_015436057.1	XP_033333774.1
OG0004246	XP_015440268.1	XP_033327942.1
OG0004247	XP_015439715.1	XP_033324160.1
OG0004248	XP_015431519.1	XP_033321738.1
OG0004249	XP_015431529.1	XP_033322178.1
OG0004250	XP_015428872.1	XP_033336681.1
OG0004251	XP_015429170.1	XP_033321546.1, XP_033321547.1
OG0004252	XP_015428971.1	XP_033321468.1, XP_033321469.1
OG0004253	XP_015437202.1	XP_033323737.1
OG0004254	XP_015429436.1	XP_033340913.1
OG0004255	XP_015433730.1	XP_033321385.1
OG0004258	XP_015434746.1	XP_033324538.1
OG0004259	XP_015437120.1	XP_033338380.1
OG0004260	XP_015437825.1	XP_033339788.1
OG0004261	XP_015435753.1	XP_033322482.1
OG0004262	XP_015434618.1	XP_033322541.1
OG0004263	XP_015430066.1	XP_033333569.1
OG0004264	XP_015432832.1	XP_033328806.1
OG0004265	XP_015430918.1	XP_033328652.1
OG0004266	XP_015436848.1	XP_033326147.1
OG0004267	XP_015429354.1	XP_033340209.1, XP_033340792.1
OG0004268	XP_015429914.1	XP_033328721.1
OG0004269	XP_015428677.1	XP_033327611.1
OG0004270	XP_015440117.1	XP_033325990.1
OG0004271	XP_015431839.1	XP_033341905.1
OG0004272	XP_015431166.1	XP_033338005.1
OG0004273	XP_015431109.1	XP_033333002.1
OG0004274	XP_015431501.1	XP_033321809.1
OG0004275	XP_015429301.1	XP_033329367.1
OG0004276	XP_015434529.1	XP_033332946.1
OG0004277	XP_015431653.1	XP_033326715.1
OG0004278	XP_015429834.1	XP_033323825.1
OG0004279	XP_015435167.1	XP_033340234.1
OG0004281	XP_015431115.1	XP_033322814.1
OG0004282	XP_015432028.1	XP_033330984.1
OG0004283	XP_015431956.1	XP_033330959.1
OG0004284	XP_015439083.1	XP_033335949.1
OG0004285	XP_015439113.1	XP_033336160.1
OG0004286	XP_015440286.1	XP_033339410.1
OG0004289	XP_015430298.1	XP_033338574.1
OG0004290	XP_015430316.1	XP_033338587.1, XP_033338576.1
OG0004291	XP_015432360.1	XP_033339331.1
OG0004292	XP_015432314.1	XP_033339423.1
OG0004293	XP_015433651.1	XP_033326288.1
OG0004295	XP_015431234.1	XP_033324929.1
OG0004296	XP_015429275.1, XP_015429276.1	XP_033329660.1
OG0004297	XP_015429355.1	XP_033321984.1
OG0004298	XP_015433692.1	XP_033340628.1
OG0004299	XP_015428624.1	XP_033323431.1
OG0004301	XP_015435846.1	XP_033334337.1
OG0004302	XP_015435202.1, XP_015435203.1	XP_033339675.1
OG0004303	XP_015438046.1	XP_033339094.1
OG0004304	XP_015430687.1	XP_033327174.1
OG0004305	XP_015436698.1	XP_033321543.1
OG0004306	XP_015430516.1	XP_033337909.1
OG0004307	XP_015435137.1	XP_033329362.1
OG0004308	XP_015435119.1	XP_033333145.1
OG0004309	XP_015429978.1	XP_033340471.1
OG0004310	XP_015437211.1	XP_033329899.1
OG0004311	XP_015434786.1	XP_033341608.1
OG0004312	XP_015434802.1	XP_033339643.1
OG0004313	XP_015429459.1	XP_033330619.1, XP_033330618.1
OG0004314	XP_015429468.1	XP_033330656.1
OG0004315	XP_015429481.1	XP_033330570.1
OG0004316	XP_015429486.1	XP_033330573.1
OG0004317	XP_015429705.1	XP_033334279.1
OG0004318	XP_015431838.1	XP_033330712.1
OG0004319	XP_015435981.1	XP_033329601.1
OG0004320	XP_015436004.1	XP_033329468.1
OG0004321	XP_015430199.1	XP_033322403.1
OG0004322	XP_015430190.1	XP_033322427.1
OG0004324	XP_015428543.1	XP_033323400.1
OG0004325	XP_015428595.1	XP_033330288.1
OG0004326	XP_015428535.1	XP_033340001.1
OG0004327	XP_015428465.1	XP_033332473.1
OG0004328	XP_015430286.1	XP_033330766.1, XP_033338464.1
OG0004329	XP_015432715.1	XP_033338429.1, XP_033338430.1
OG0004330	XP_015430442.1	XP_033332661.1
OG0004331	XP_015430452.1, XP_015430451.1	XP_033330359.1
OG0004332	XP_015430523.1	XP_033332605.1
OG0004333	XP_015430466.1	XP_033332642.1
OG0004334	XP_015437468.1	XP_033337490.1
OG0004335	XP_015439417.1	XP_033333988.1
OG0004336	XP_015439380.1	XP_033333986.1
OG0004337	XP_015429296.1	XP_033329424.1
OG0004338	XP_015429571.1	XP_033333975.1
OG0004339	XP_015429264.1	XP_033329540.1, XP_033329621.1
OG0004340	XP_015429197.1	XP_033329623.1, XP_033329624.1
OG0004341	XP_015429572.1, XP_015429573.1	XP_033333977.1
OG0004342	XP_015435808.1	XP_033331159.1
OG0004343	XP_015431515.1	XP_033329832.1, XP_033329830.1
OG0004344	XP_015433649.1	XP_033321802.1
OG0004345	XP_015435124.1	XP_033333227.1
OG0004346	XP_015435144.1	XP_033333231.1
OG0004347	XP_015428563.1	XP_033341831.1
OG0004348	XP_015440535.1	XP_033335566.1
OG0004349	XP_015439319.1	XP_033324969.1
OG0004350	XP_015439768.1	XP_033322568.1
OG0004351	XP_015432068.1	XP_033320832.1
OG0004352	XP_015431016.1	XP_033333682.1
OG0004353	XP_015432374.1	XP_033332245.1
OG0004354	XP_015432299.1	XP_033332250.1
OG0004355	XP_015429250.1	XP_033329582.1
OG0004356	XP_015429635.1	XP_033329224.1, XP_033329226.1
OG0004357	XP_015439242.1, XP_015439240.1	XP_033336251.1
OG0004358	XP_015433599.1	XP_033333835.1
OG0004359	XP_015428620.1	XP_033334832.1
OG0004360	XP_015428601.1	XP_033334857.1
OG0004361	XP_015433608.1	XP_033334727.1
OG0004362	XP_015432292.1	XP_033332033.1
OG0004363	XP_015432389.1	XP_033332005.1
OG0004364	XP_015435870.1	XP_033323094.1
OG0004365	XP_015431611.1, XP_015431610.1	XP_033336752.1
OG0004366	XP_015430784.1	XP_033337079.1
OG0004367	XP_015431617.1	XP_033336869.1
OG0004368	XP_015439377.1	XP_033324578.1
OG0004369	XP_015431852.1	XP_033337294.1
OG0004370	XP_015435129.1, XP_015435131.1	XP_033332746.1
OG0004371	XP_015435878.1	XP_033321755.1
OG0004373	XP_015433125.1	XP_033341558.1
OG0004374	XP_015433127.1	XP_033341521.1
OG0004375	XP_015433216.1	XP_033324931.1
OG0004376	XP_015432423.1	XP_033324640.1
OG0004377	XP_015428674.1, XP_015428666.1	XP_033342176.1
OG0004378	XP_015440366.1	XP_033324118.1
OG0004379	XP_015436768.1	XP_033322690.1
OG0004380	XP_015438758.1	XP_033342098.1
OG0004381	XP_015434552.1	XP_033329760.1
OG0004382	XP_015434656.1	XP_033338936.1
OG0004383	XP_015432755.1	XP_033338505.1
OG0004384	XP_015428457.1	XP_033338695.1
OG0004385	XP_015434382.1	XP_033332822.1
OG0004386	XP_015439531.1	XP_033329783.1
OG0004387	XP_015436349.1	XP_033321360.1
OG0004388	XP_015436107.1	XP_033321351.1
OG0004389	XP_015436294.1	XP_033321355.1
OG0004390	XP_015436358.1	XP_033321352.1
OG0004391	XP_015436419.1	XP_033321296.1
OG0004392	XP_015436204.1	XP_033333393.1
OG0004393	XP_015436364.1, XP_015436366.1	XP_033323818.1
OG0004394	XP_015436243.1	XP_033334311.1
OG0004395	XP_015433930.1	XP_033321244.1
OG0004396	XP_015439545.1	XP_033339280.1
OG0004397	XP_015439474.1	XP_033339308.1
OG0004398	XP_015439472.1	XP_033339148.1, XP_033339146.1
OG0004399	XP_015440398.1	XP_033343093.1
OG0004400	XP_015434677.1	XP_033331614.1
OG0004401	XP_015435233.1	XP_033325863.1
OG0004402	XP_015436745.1	XP_033331571.1
OG0004403	XP_015440074.1	XP_033337127.1, XP_033337126.1
OG0004404	XP_015439874.1	XP_033326713.1
OG0004405	XP_015440115.1	XP_033324169.1
OG0004406	XP_015440144.1	XP_033339714.1
OG0004407	XP_015439732.1	XP_033339699.1
OG0004408	XP_015440040.1	XP_033339695.1
OG0004409	XP_015432262.1	XP_033335355.1
OG0004410	XP_015434604.1	XP_033335470.1
OG0004412	XP_015433840.1	XP_033327167.1
OG0004413	XP_015436580.1	XP_033324426.1
OG0004414	XP_015433092.1	XP_033321454.1
OG0004415	XP_015434581.1	XP_033327937.1
OG0004416	XP_015438778.1	XP_033327778.1
OG0004417	XP_015431285.1	XP_033325650.1
OG0004418	XP_015431372.1	XP_033326060.1
OG0004419	XP_015431284.1	XP_033332601.1, XP_033325987.1
OG0004420	XP_015431322.1	XP_033326046.1
OG0004421	XP_015438583.1	XP_033320971.1, XP_033320972.1
OG0004422	XP_015438434.1	XP_033331741.1
OG0004423	XP_015436458.1	XP_033336479.1, XP_033336477.1
OG0004424	XP_015434142.1	XP_033336393.1
OG0004425	XP_015438631.1	XP_033325062.1, XP_033325063.1
OG0004426	XP_015438658.1	XP_033330068.1
OG0004427	XP_015438756.1	XP_033327786.1, XP_033327785.1
OG0004428	XP_015433462.1	XP_033322586.1
OG0004429	XP_015433458.1	XP_033322585.1
OG0004430	XP_015432071.1	XP_033338946.1
OG0004432	XP_015436522.1	XP_033334487.1
OG0004433	XP_015439302.1	XP_033341320.1
OG0004434	XP_015439382.1	XP_033339973.1
OG0004435	XP_015434908.1	XP_033341679.1
OG0004436	XP_015439432.1, XP_015439433.1	XP_033331025.1
OG0004437	XP_015439381.1	XP_033331035.1
OG0004438	XP_015430188.1	XP_033331044.1
OG0004439	XP_015432487.1	XP_033324786.1, XP_033324787.1
OG0004440	XP_015433109.1	XP_033342690.1, XP_033342698.1
OG0004441	XP_015439336.1	XP_033322274.1
OG0004442	XP_015434823.1	XP_033330589.1
OG0004443	XP_015434845.1	XP_033327663.1
OG0004444	XP_015430979.1	XP_033337972.1
OG0004445	XP_015437490.1	XP_033327367.1
OG0004446	XP_015437517.1	XP_033327420.1
OG0004447	XP_015429623.1	XP_033329408.1
OG0004448	XP_015433676.1	XP_033323185.1
OG0004449	XP_015429360.1	XP_033322135.1, XP_033322136.1
OG0004450	XP_015435773.1	XP_033321702.1
OG0004451	XP_015431998.1	XP_033343078.1
OG0004452	XP_015440079.1, XP_015440080.1	XP_033337249.1
OG0004453	XP_015433369.1	XP_033337135.1
OG0004455	XP_015436559.1	XP_033335039.1
OG0004456	XP_015430888.1	XP_033332303.1, XP_033337354.1
OG0004457	XP_015430926.1	XP_033327284.1
OG0004458	XP_015430951.1	XP_033327486.1, XP_033327489.1
OG0004459	XP_015430927.1	XP_033337635.1
OG0004460	XP_015437516.1	XP_033337614.1, XP_033337615.1
OG0004461	XP_015433521.1	XP_033337447.1, XP_033337448.1
OG0004462	XP_015433523.1	XP_033337442.1
OG0004463	XP_015429123.1	XP_033342199.1
OG0004464	XP_015440116.1	XP_033338332.1
OG0004465	XP_015439682.1	XP_033334038.1
OG0004466	XP_015439199.1	XP_033336145.1
OG0004467	XP_015438976.1	XP_033336259.1, XP_033335794.1
OG0004468	XP_015439017.1	XP_033335795.1
OG0004469	XP_015439102.1	XP_033336670.1, XP_033336671.1
OG0004471	XP_015439229.1	XP_033335777.1
OG0004473	XP_015434038.1	XP_033335696.1
OG0004474	XP_015431188.1	XP_033329038.1
OG0004475	XP_015434784.1	XP_033331301.1, XP_033331297.1
OG0004476	XP_015437698.1	XP_033328351.1
OG0004477	XP_015432788.1	XP_033328604.1, XP_033328722.1
OG0004478	XP_015436970.1	XP_033339251.1
OG0004479	XP_015432877.1	XP_033323460.1, XP_033339917.1
OG0004480	XP_015438904.1	XP_033340073.1
OG0004481	XP_015432132.1	XP_033325019.1
OG0004482	XP_015438620.1	XP_033325105.1
OG0004483	XP_015438618.1	XP_033325088.1
OG0004484	XP_015438621.1	XP_033338618.1
OG0004485	XP_015438651.1	XP_033338840.1
OG0004486	XP_015438650.1	XP_033338839.1
OG0004487	XP_015438624.1	XP_033325136.1
OG0004488	XP_015438649.1	XP_033325102.1
OG0004489	XP_015433087.1	XP_033330693.1
OG0004490	XP_015440382.1	XP_033327715.1
OG0004491	XP_015436728.1	XP_033331088.1
OG0004492	XP_015434411.1	XP_033328712.1, XP_033328709.1
OG0004493	XP_015429934.1	XP_033331941.1
OG0004494	XP_015428863.1	XP_033325412.1
OG0004495	XP_015439660.1	XP_033324365.1, XP_033324364.1
OG0004496	XP_015439898.1	XP_033333964.1
OG0004497	XP_015434052.1	XP_033335929.1, XP_033335928.1
OG0004498	XP_015438953.1	XP_033335747.1
OG0004499	XP_015429082.1	XP_033321533.1
OG0004500	XP_015429105.1	XP_033334142.1
OG0004502	XP_015439154.1	XP_033336077.1, XP_033336078.1
OG0004503	XP_015438986.1	XP_033335884.1
OG0004504	XP_015439568.1	XP_033325801.1
OG0004505	XP_015438355.1	XP_033325935.1
OG0004506	XP_015438415.1	XP_033339891.1
OG0004507	XP_015438591.1, XP_015438590.1	XP_033331510.1
OG0004508	XP_015437073.1	XP_033340930.1
OG0004509	XP_015430600.1	XP_033340618.1
OG0004510	XP_015438938.1	XP_033335658.1, XP_033335657.1
OG0004511	XP_015435484.1	XP_033334852.1
OG0004512	XP_015428387.1	XP_033342801.1
OG0004514	XP_015438799.1	XP_033342876.1
OG0004515	XP_015437734.1	XP_033343053.1
OG0004516	XP_015437777.1	XP_033342291.1
OG0004517	XP_015438793.1	XP_033342712.1
OG0004518	XP_015437760.1	XP_033342262.1
OG0004519	XP_015437366.1	XP_033342846.1
OG0004520	XP_015437292.1	XP_033342787.1
OG0004521	XP_015432221.1, XP_015432220.1	XP_033325129.1
OG0004522	XP_015430682.1	XP_033337022.1, XP_033337023.1
OG0004523	XP_015430633.1	XP_033338087.1, XP_033338088.1
OG0004525	XP_015436427.1	XP_033333752.1
OG0004526	XP_015436423.1	XP_033333747.1
OG0004527	XP_015436055.1	XP_033333766.1
OG0004528	XP_015436318.1	XP_033333773.1
OG0004529	XP_015436296.1	XP_033336292.1, XP_033335540.1
OG0004530	XP_015440140.1	XP_033328052.1, XP_033328051.1
OG0004532	XP_015439666.1	XP_033331142.1
OG0004533	XP_015440256.1	XP_033328133.1
OG0004534	XP_015439834.1	XP_033328108.1
OG0004535	XP_015440137.1	XP_033328110.1
OG0004536	XP_015440038.1	XP_033339203.1
OG0004537	XP_015433264.1	XP_033328151.1
OG0004538	XP_015437822.1	XP_033326437.1
OG0004539	XP_015437591.1	XP_033326381.1
OG0004540	XP_015429711.1	XP_033339539.1
OG0004541	XP_015433088.1	XP_033331794.1
OG0004542	XP_015429129.1	XP_033321577.1
OG0004543	XP_015429015.1	XP_033321537.1
OG0004544	XP_015437197.1	XP_033329084.1, XP_033329098.1
OG0004545	XP_015432727.1	XP_033326310.1
OG0004546	XP_015429385.1	XP_033327612.1
OG0004547	XP_015434474.1	XP_033328899.1
OG0004548	XP_015429425.1	XP_033328411.1
OG0004549	XP_015432592.1	XP_033339055.1
OG0004550	XP_015431544.1	XP_033325812.1
OG0004551	XP_015437902.1	XP_033329451.1
OG0004552	XP_015436076.1	XP_033331127.1
OG0004553	XP_015436994.1	XP_033328867.1
OG0004554	XP_015429802.1	XP_033328410.1
OG0004555	XP_015433981.1	XP_033334251.1
OG0004556	XP_015433978.1	XP_033321583.1, XP_033321582.1
OG0004557	XP_015435038.1	XP_033334186.1
OG0004558	XP_015434015.1	XP_033342020.1
OG0004561	XP_015431348.1	XP_033334118.1, XP_033334117.1
OG0004563	XP_015438428.1	XP_033325475.1
OG0004564	XP_015438391.1	XP_033325672.1
OG0004565	XP_015437829.1	XP_033339246.1
OG0004566	XP_015436451.1	XP_033340809.1
OG0004567	XP_015438248.1	XP_033331850.1
OG0004568	XP_015437648.1	XP_033328469.1
OG0004569	XP_015438240.1	XP_033340543.1
OG0004570	XP_015435752.1	XP_033322445.1
OG0004571	XP_015435749.1	XP_033321643.1
OG0004572	XP_015432661.1	XP_033338609.1
OG0004573	XP_015438141.1, XP_015438148.1	XP_033331860.1
OG0004574	XP_015437735.1	XP_033331818.1, XP_033331817.1
OG0004575	XP_015438183.1	XP_033341054.1
OG0004576	XP_015436600.1	XP_033324467.1
OG0004577	XP_015436587.1	XP_033324423.1
OG0004578	XP_015428688.1	XP_033327477.1
OG0004579	XP_015431559.1	XP_033333476.1
OG0004580	XP_015431504.1	XP_033333529.1
OG0004581	XP_015434659.1	XP_033341717.1
OG0004582	XP_015434657.1	XP_033322508.1
OG0004583	XP_015432760.1	XP_033338432.1
OG0004584	XP_015432733.1	XP_033338440.1
OG0004585	XP_015432749.1	XP_033338684.1
OG0004586	XP_015429911.1	XP_033329118.1
OG0004587	XP_015429927.1	XP_033321447.1
OG0004588	XP_015436596.1	XP_033328412.1
OG0004590	XP_015432726.1	XP_033339908.1
OG0004591	XP_015432747.1	XP_033326367.1
OG0004592	XP_015428412.1	XP_033342704.1
OG0004593	XP_015435530.1	XP_033334755.1
OG0004594	XP_015428403.1	XP_033335053.1
OG0004595	XP_015440452.1	XP_033334955.1, XP_033334956.1
OG0004596	XP_015437719.1	XP_033342814.1, XP_033342816.1
OG0004597	XP_015437758.1	XP_033342827.1
OG0004598	XP_015439109.1	XP_033326887.1
OG0004599	XP_015432852.1	XP_033341109.1
OG0004600	XP_015432958.1	XP_033322929.1
OG0004601	XP_015430093.1	XP_033341159.1
OG0004602	XP_015430117.1	XP_033341538.1
OG0004603	XP_015431442.1	XP_033330518.1
OG0004604	XP_015428832.1	XP_033339780.1
OG0004605	XP_015438719.1	XP_033329692.1, XP_033329693.1
OG0004607	XP_015430110.1	XP_033338903.1
OG0004608	XP_015432931.1	XP_033328946.1
OG0004610	XP_015433082.1	XP_033341370.1, XP_033341371.1
OG0004611	XP_015432854.1	XP_033328759.1, XP_033328760.1
OG0004612	XP_015432858.1	XP_033328530.1
OG0004614	XP_015429133.1	XP_033340020.1
OG0004615	XP_015432883.1	XP_033340123.1
OG0004616	XP_015431011.1	XP_033332598.1
OG0004617	XP_015430062.1	XP_033325275.1
OG0004618	XP_015436845.1	XP_033326159.1
OG0004619	XP_015430098.1	XP_033328598.1
OG0004620	XP_015438324.1	XP_033322960.1
OG0004621	XP_015438315.1	XP_033325274.1
OG0004622	XP_015439558.1	XP_033341391.1
OG0004623	XP_015437817.1	XP_033322672.1
OG0004624	XP_015434561.1	XP_033322620.1
