Orthogroup	Dufourea_novaeangliae	Bombus_terrestris
OG0004588	XP_015436596.1	XP_012165925.1
OG0004590	XP_015432726.1	XP_003399757.1
OG0004591	XP_015432747.1	XP_003399750.1
OG0004592	XP_015428412.1	XP_012169397.1
OG0004593	XP_015435530.1	XP_020720965.1
OG0004594	XP_015428403.1	XP_020721242.1
OG0004595	XP_015440452.1	XP_003399399.1
OG0004596	XP_015437719.1	XP_020720984.1
OG0004597	XP_015437758.1	XP_003399376.1
OG0004598	XP_015439109.1	XP_003395991.1
OG0004599	XP_015432852.1	XP_012163454.1
OG0004600	XP_015432958.1	XP_012173170.1
OG0004601	XP_015430093.1	XP_003393403.1
OG0004602	XP_015430117.1	XP_012168306.1, XP_003393425.1
OG0004603	XP_015431442.1	XP_003402511.2
OG0004604	XP_015428832.1	XP_012163109.1
OG0004605	XP_015438719.1	XP_003395898.2
OG0004606	XP_015438168.1	XP_003395900.1, XP_020719089.1
OG0004607	XP_015430110.1	XP_003393408.1
OG0004608	XP_015432931.1	XP_003393471.1
OG0004609	XP_015432813.1	XP_003393495.1
OG0004610	XP_015433082.1	XP_003393215.2
OG0004611	XP_015432854.1	XP_012164593.1
OG0004612	XP_015432858.1	XP_012164515.1
OG0004613	XP_015432805.1	XP_020721134.1
OG0004614	XP_015429133.1	XP_003392977.1
OG0004615	XP_015432883.1	XP_003393179.1, XP_020720577.1
OG0004616	XP_015431011.1	XP_003402539.1
OG0004617	XP_015430062.1	XP_003392938.1
OG0004618	XP_015436845.1	XP_020724235.1
OG0004619	XP_015430098.1	XP_012166280.1
OG0004620	XP_015438324.1	XP_012166773.1
OG0004621	XP_015438315.1	XP_003393363.1
OG0004622	XP_015439558.1	XP_020718935.1, XP_012167550.1
OG0004623	XP_015437817.1	XP_003402733.1
OG0004624	XP_015434561.1	XP_012174506.2
OG0004625	XP_015440515.1	XP_012170179.1
OG0004626	XP_015438557.1	XP_012168382.1
OG0004627	XP_015435840.1	XP_003394393.1
OG0004628	XP_015433774.1	XP_012176667.1
OG0004629	XP_015428768.1, XP_015428769.1	XP_012169454.1
OG0004630	XP_015429373.1	XP_012175869.2
OG0004631	XP_015439890.1	XP_003395280.1
OG0004632	XP_015431121.1	XP_012173368.1
OG0004633	XP_015431061.1	XP_012173372.1
OG0004634	XP_015437259.1	XP_012168523.1
OG0004635	XP_015439737.1	XP_012164443.1
OG0004636	XP_015439735.1	XP_012164450.1, XP_012164446.1
OG0004637	XP_015432655.1	XP_012170436.1, XP_003401908.1
OG0004638	XP_015438578.1, XP_015438577.1	XP_012167773.1
OG0004639	XP_015438743.1	XP_012176693.1
OG0004640	XP_015434508.1	XP_003396939.1
OG0004641	XP_015440278.1, XP_015440283.1	XP_012168505.2
OG0004642	XP_015434407.1	XP_003396934.1, XP_003396932.1
OG0004643	XP_015434484.1	XP_003396558.2
OG0004644	XP_015428731.1	XP_003398825.3, XP_003402526.2
OG0004645	XP_015438456.1	XP_003403428.1
OG0004646	XP_015436802.1	XP_020722350.1
OG0004647	XP_015428749.1	XP_012169423.1
OG0004648	XP_015428761.1	XP_012169427.1
OG0004649	XP_015439636.1	XP_003395908.1, XP_012164665.1
OG0004650	XP_015435798.1	XP_012175826.1
OG0004651	XP_015435457.1	XP_012168745.1
OG0004652	XP_015428806.1	XP_020720963.1, XP_020720962.1, XP_003398829.1
OG0004653	XP_015433282.1	XP_003395313.1
OG0004655	XP_015440098.1	XP_003395864.1
OG0004656	XP_015436323.1	XP_003397859.1
OG0004657	XP_015431728.1	XP_012173687.1
OG0004658	XP_015429019.1	XP_020724025.1
OG0004659	XP_015431647.1	XP_012175637.1
OG0004660	XP_015431593.1	XP_012174123.1, XP_003394009.1
OG0004661	XP_015431823.1	XP_012169868.2
OG0004662	XP_015431836.1	XP_020721988.1
OG0004664	XP_015433406.1	XP_020723312.1
OG0004665	XP_015437097.1	XP_020723576.1
OG0004666	XP_015434290.1	XP_012176543.1
OG0004667	XP_015434279.1	XP_020723572.1, XP_003402836.1
OG0004668	XP_015434240.1	XP_020723598.1
OG0004669	XP_015434221.1	XP_003394449.1
OG0004670	XP_015437876.1	XP_012174605.2
OG0004671	XP_015431505.1	XP_003394195.1
OG0004672	XP_015433650.1	XP_020724348.1
OG0004673	XP_015431657.1	XP_020718378.1
OG0004674	XP_015431659.1	XP_003395228.3
OG0004675	XP_015432827.1	XP_003392888.1
OG0004676	XP_015436018.1	XP_003395039.1
OG0004677	XP_015430643.1	XP_020723413.1
OG0004679	XP_015430796.1	XP_003395239.1
OG0004680	XP_015436835.1	XP_020721094.1
OG0004681	XP_015430864.1	XP_003395103.1
OG0004682	XP_015437868.1	XP_012163093.1
OG0004683	XP_015430789.1	XP_003395073.1
OG0004684	XP_015432967.1	XP_012165914.2
OG0004685	XP_015439955.1	XP_003395540.2
OG0004686	XP_015434601.1	XP_003399574.1
OG0004687	XP_015440070.1	XP_012163834.1, XP_012163835.1
OG0004688	XP_015439647.1	XP_020723337.1, XP_012164514.2
OG0004689	XP_015435754.1	XP_003394518.1
OG0004690	XP_015433270.1	XP_012164074.1
OG0004691	XP_015440130.1	XP_012164189.1
OG0004692	XP_015428448.1	XP_003399550.1
OG0004693	XP_015440122.1	XP_012173572.1
OG0004694	XP_015437144.1	XP_003402931.1
OG0004695	XP_015431941.1	XP_012164910.1
OG0004696	XP_015436759.1	XP_020719068.1
OG0004697	XP_015432003.1	XP_003396050.1
OG0004698	XP_015433559.1	XP_020720042.1, XP_012167217.1
OG0004699	XP_015434235.1	XP_003397538.1
OG0004700	XP_015438804.1	XP_012164742.2
OG0004701	XP_015436766.1	XP_012174217.1
OG0004702	XP_015438256.1	XP_020719080.1
OG0004703	XP_015429976.1	XP_012165677.1
OG0004704	XP_015434550.1	XP_020719927.1
OG0004705	XP_015429424.1	XP_003396664.2
OG0004706	XP_015429999.1	XP_012165669.2
OG0004707	XP_015429594.1	XP_020719833.1
OG0004708	XP_015437613.1	XP_003403264.1
OG0004710	XP_015436035.1	XP_012173333.1
OG0004711	XP_015437456.1	XP_012173048.1, XP_003402033.1
OG0004712	XP_015430480.1	XP_012175159.2
OG0004713	XP_015429640.1	XP_020719875.1, XP_003397365.1
OG0004714	XP_015430398.1	XP_020722854.1
OG0004715	XP_015435135.1	XP_012166567.1
OG0004716	XP_015430968.1	XP_012173115.1
OG0004717	XP_015435081.1	XP_003397089.1
OG0004718	XP_015433748.1	XP_020723124.1
OG0004719	XP_015437520.1, XP_015437519.1	XP_003403038.1
OG0004720	XP_015430891.1	XP_012173034.1
OG0004721	XP_015436156.1	XP_012167375.1
OG0004722	XP_015436105.1	XP_003397574.1
OG0004723	XP_015433756.1	XP_012167638.1
OG0004724	XP_015439493.1	XP_003397783.1
OG0004725	XP_015431191.1	XP_012167288.1
OG0004726	XP_015435275.1	XP_012174458.1, XP_012174460.1
OG0004727	XP_015436122.1	XP_020720467.1
OG0004728	XP_015435458.1	XP_020720491.1
OG0004729	XP_015439480.1	XP_020720139.1
OG0004730	XP_015436277.1	XP_020720289.1
OG0004731	XP_015431290.1	XP_012167860.1
OG0004732	XP_015438424.1	XP_020720793.1
OG0004733	XP_015437668.1	XP_003398136.2
OG0004734	XP_015428919.1	XP_020720611.1, XP_003398552.1, XP_020720612.1
OG0004735	XP_015431266.1	XP_003398327.1
OG0004736	XP_015429752.1	XP_020724169.1
OG0004737	XP_015438601.1	XP_020720518.1, XP_020720516.1
OG0004738	XP_015438513.1	XP_003398284.1
OG0004740	XP_015436584.1, XP_015436586.1	XP_012173912.1
OG0004741	XP_015431332.1, XP_015431331.1	XP_012175404.2
OG0004742	XP_015438363.1	XP_012168193.1
OG0004743	XP_015437376.1	XP_020721266.1
OG0004744	XP_015435546.1	XP_012169039.1
OG0004745	XP_015435581.1	XP_003398915.1
OG0004746	XP_015437343.1	XP_003399070.1
OG0004747	XP_015437369.1	XP_012169272.1
OG0004749	XP_015435514.1	XP_012168966.1
OG0004750	XP_015436512.1	XP_003398817.1
OG0004751	XP_015436601.1	XP_020721065.1
OG0004753	XP_015432135.1	XP_012170460.1
OG0004754	XP_015432203.1	XP_003399905.1
OG0004755	XP_015438617.1	XP_020721698.1
OG0004756	XP_015438629.1	XP_012170253.2
OG0004757	XP_015430176.1	XP_012172652.1
OG0004758	XP_015432730.1	XP_003399535.1
OG0004759	XP_015436809.1	XP_003400995.1
OG0004760	XP_015437172.1	XP_003396342.3
OG0004761	XP_015438027.1	XP_020721859.1
OG0004762	XP_015428570.1	XP_020721872.1
OG0004763	XP_015428510.1	XP_020721987.1, XP_020721986.1
OG0004764	XP_015432383.1	XP_020721965.1, XP_003400060.1
OG0004765	XP_015432362.1	XP_003400163.1, XP_012170912.1
OG0004766	XP_015432311.1	XP_003400173.1
OG0004767	XP_015429319.1	XP_020719942.1
OG0004768	XP_015438924.1	XP_020722145.1
OG0004769	XP_015439089.1	XP_003400459.1
OG0004770	XP_015438951.1	XP_003400364.1
OG0004771	XP_015434104.1	XP_012171164.1
OG0004772	XP_015434055.1	XP_012171197.1
OG0004773	XP_015434154.1	XP_012171809.1
OG0004774	XP_015434027.1	XP_003400899.1
OG0004775	XP_015438978.1	XP_003400674.2
OG0004776	XP_015429730.1	XP_003392942.1
OG0004777	XP_015435595.1	XP_003401244.1
OG0004778	XP_015437952.1	XP_003401079.1
OG0004779	XP_015433104.1	XP_003401067.1
OG0004780	XP_015433223.1	XP_020722675.1, XP_012172141.1, XP_012172142.1
OG0004781	XP_015439307.1	XP_012172254.1
OG0004782	XP_015439435.1	XP_012172259.1
OG0004783	XP_015439436.1	XP_020722379.1
OG0004784	XP_015433167.1, XP_015433168.1	XP_012172326.1
OG0004785	XP_015434821.1	XP_012172009.1
OG0004786	XP_015430383.1	XP_012170139.1
OG0004788	XP_015434701.1	XP_020721447.1
OG0004789	XP_015437549.1	XP_003399647.1
OG0004790	XP_015438173.1	XP_012165271.1
OG0004791	XP_015434455.1	XP_012166088.1
OG0004792	XP_015434487.1	XP_003396925.1
OG0004793	XP_015435262.1	XP_012164345.1
OG0004794	XP_015438949.1	XP_003400922.1
OG0004795	XP_015429966.1	XP_003396468.1
OG0004796	XP_015436012.1	XP_020719513.1
OG0004797	XP_015429825.1	XP_003396250.1
OG0004798	XP_015436268.1	XP_003402705.1
OG0004799	XP_015429943.1	XP_012165420.1
OG0004800	XP_015436496.1	XP_012165907.1, XP_012165906.1, XP_012165904.1
OG0004801	XP_015433010.1	XP_003392902.2
OG0004802	XP_015428556.1	XP_003394836.1
OG0004803	XP_015431558.1, XP_015436456.1	XP_003394366.1
OG0004804	XP_015431616.1	XP_003393805.1
OG0004805	XP_015431494.1	XP_012175679.1
OG0004806	XP_015432489.1	XP_012175598.1
OG0004807	XP_015432509.1, XP_015438134.1	XP_012174376.1
OG0004808	XP_015433055.1	XP_012173941.1
OG0004809	XP_015435022.1	XP_012172783.1, XP_003393686.1
OG0004810	XP_015433989.1	XP_003393719.1
OG0004811	XP_015429467.1	XP_003393659.1
OG0004812	XP_015429449.1	XP_020723791.1
OG0004813	XP_015437273.1	XP_020723484.1
OG0004814	XP_015434966.1	XP_003402675.1
OG0004816	XP_015428985.1	XP_003394062.1
OG0004817	XP_015428987.1	XP_020723983.1, XP_003394061.1
OG0004818	XP_015429747.1	XP_003393730.1
OG0004819	XP_015434958.1	XP_020723957.1, XP_012173544.1, XP_020723954.1
OG0004820	XP_015435057.1	XP_003393873.1
OG0004821	XP_015434964.1	XP_020723605.1
OG0004822	XP_015430145.1	XP_003393438.1
OG0004823	XP_015429132.1	XP_012175729.1
OG0004824	XP_015435828.1	XP_012176050.1
OG0004825	XP_015434294.1	XP_020723308.1
OG0004826	XP_015429277.1	XP_020724028.1
OG0004827	XP_015431545.1	XP_003394703.1
OG0004828	XP_015438487.1	XP_003398146.1
OG0004829	XP_015431541.1	XP_003394476.1, XP_012176414.1
OG0004830	XP_015435780.1	XP_012176234.1
OG0004831	XP_015439282.1	XP_020723593.1
OG0004832	XP_015431462.1	XP_020724274.1
OG0004833	XP_015435075.1, XP_015435074.1	XP_012174613.1
OG0004834	XP_015429341.1	XP_012175867.1
OG0004835	XP_015429334.1	XP_003394116.1
OG0004836	XP_015429351.1	XP_020724224.1
OG0004837	XP_015432578.1	XP_003394158.1
OG0004838	XP_015434326.1	XP_003402350.1
OG0004839	XP_015434270.1	XP_012175985.1
OG0004840	XP_015438040.1, XP_015428764.1	XP_012175896.1
OG0004841	XP_015433657.1	XP_012176128.1
OG0004842	XP_015434155.1	XP_003402703.1
OG0004843	XP_015434275.1	XP_012176396.1
OG0004844	XP_015431627.1	XP_003402471.1
OG0004845	XP_015430833.1	XP_012163535.1
OG0004846	XP_015430620.1	XP_012163341.1
OG0004847	XP_015438309.1	XP_020718450.1
OG0004848	XP_015440322.1	XP_020718281.1, XP_020718274.1
OG0004849	XP_015439217.1	XP_020718292.1
OG0004850	XP_015438091.1	XP_003395115.1
OG0004851	XP_015431779.1, XP_015431650.1, XP_015431773.1, XP_015431770.1	NP_001267818.1
OG0004852	XP_015430743.1	XP_003394773.2
OG0004853	XP_015436912.1	XP_012174149.2
OG0004854	XP_015434400.1	XP_003400418.1
OG0004855	XP_015430745.1	XP_003395273.1
OG0004856	XP_015436915.1	XP_003394924.1
OG0004857	XP_015431695.1	XP_012163280.1
OG0004858	XP_015430627.1	XP_012176710.1
OG0004859	XP_015430742.1	XP_012163437.1
OG0004861	XP_015431668.1	XP_012163650.1
OG0004862	XP_015429195.1	XP_012169669.1, XP_012174270.1
OG0004863	XP_015440214.1	XP_012163975.1
OG0004864	XP_015440275.1	XP_020718826.1, XP_003395835.1
OG0004865	XP_015439697.1	XP_020718889.1
OG0004866	XP_015432702.1	XP_020721596.1
OG0004867	XP_015439804.1	XP_012164425.1
OG0004868	XP_015433291.1	XP_003395508.1
OG0004869	XP_015433356.1	XP_012163927.1
OG0004870	XP_015433370.1	XP_003395320.1
OG0004871	XP_015428452.1	XP_020721684.1
OG0004873	XP_015439743.1	XP_003395318.1
OG0004874	XP_015435470.1	XP_012163753.2
OG0004875	XP_015435653.1	XP_003394667.1
OG0004876	XP_015439909.1	XP_012164209.1
OG0004877	XP_015439778.1	XP_003395734.1
OG0004878	XP_015439711.1	XP_020718653.1, XP_012164163.1
OG0004879	XP_015439726.1	XP_020718745.1
OG0004880	XP_015440244.1	XP_012164512.1
OG0004881	XP_015439775.1	XP_012164198.1
OG0004882	XP_015439653.1	XP_012164427.1
OG0004883	XP_015440097.1	XP_012164159.1, XP_003395664.1
OG0004884	XP_015440063.1	XP_012174006.1, XP_020718795.1
OG0004887	XP_015433374.1	XP_012164353.1
OG0004888	XP_015439649.1	XP_012164379.2
OG0004889	XP_015439793.1	XP_003395457.1
OG0004890	XP_015439667.1	XP_020718692.1
OG0004891	XP_015429683.1	XP_003394789.1
OG0004892	XP_015431164.1	XP_003395965.1
OG0004893	XP_015433987.1	XP_012167728.1
OG0004894	XP_015437218.1	XP_020723700.1
OG0004895	XP_015438795.1	XP_020719018.1
OG0004896	XP_015437001.1	XP_012166747.1
OG0004897	XP_015432027.1	XP_003395981.1
OG0004898	XP_015438746.1	XP_003402298.1
OG0004899	XP_015432032.1	XP_012164559.1
OG0004901	XP_015440355.1	XP_003402940.2
OG0004902	XP_015431007.1	XP_020723675.1
OG0004903	XP_015431990.1	XP_020719176.1
OG0004904	XP_015430412.1	XP_003393011.1
OG0004905	XP_015429709.1	XP_020720443.1
OG0004906	XP_015437564.1	XP_012165297.1
OG0004907	XP_015438270.1	XP_003395930.2
OG0004908	XP_015440352.1	XP_012174828.1
OG0004910	XP_015436786.1	XP_003396102.1
OG0004911	XP_015430373.1	XP_012163131.1
OG0004912	XP_015436705.1	XP_020719094.1
OG0004913	XP_015436727.1	XP_003396109.1
OG0004914	XP_015429835.1	XP_020719319.1, XP_020719320.1
OG0004915	XP_015431082.1	XP_003396116.1
OG0004916	XP_015431964.1	XP_012164913.1
OG0004917	XP_015440297.1	XP_012175254.1
OG0004918	XP_015435661.1	XP_020723465.1
OG0004919	XP_015434469.1	XP_012166354.1, XP_012166355.1
OG0004920	XP_015434735.1	XP_012168478.1
OG0004921	XP_015435080.1	XP_020719903.1
OG0004922	XP_015434412.1	XP_003396883.1
OG0004923	XP_015429947.1	XP_003396627.1
OG0004924	XP_015435679.1	XP_012168479.1
OG0004925	XP_015434425.1	XP_012166363.1
OG0004926	XP_015434387.1	XP_020719250.1
OG0004927	XP_015436011.1	XP_012166475.1
OG0004928	XP_015438243.1	XP_020719350.1
OG0004929	XP_015434549.1	XP_012166042.1
OG0004930	XP_015434460.1	XP_020719681.1, XP_003402549.2
OG0004931	XP_015430426.1, XP_015428861.1	XP_003401903.1
OG0004932	XP_015428690.1	XP_012173162.2
OG0004933	XP_015430086.1	XP_020719482.1
OG0004934	XP_015435953.1	XP_020719904.1
OG0004935	XP_015437261.1	XP_012172960.1, XP_012172961.1
OG0004936	XP_015438335.1	XP_003393274.1
OG0004937	XP_015433492.1	XP_012175088.2
OG0004938	XP_015433525.1	XP_003403064.2
OG0004939	XP_015429183.1	XP_012166340.2
OG0004941	XP_015429191.1	XP_012166621.1
OG0004942	XP_015437462.1	XP_003401862.1
OG0004943	XP_015437491.1	XP_020723015.1, XP_020723016.1
OG0004944	XP_015429505.1	XP_003397165.1
OG0004945	XP_015438049.1	XP_003397214.1
OG0004946	XP_015433743.1	XP_003403389.2, XP_012173316.1
OG0004947	XP_015440409.1	XP_012173327.1, XP_003401984.1
OG0004949	XP_015435112.1	XP_003397096.1
OG0004950	XP_015429454.1	XP_012164916.1, XP_012175457.1
OG0004951	XP_015431022.1	XP_003402071.1
OG0004952	XP_015429588.1	XP_012166596.2
OG0004953	XP_015429517.1	XP_003397317.1
OG0004954	XP_015430546.1	XP_003403172.1
OG0004955	XP_015435309.1	XP_003402022.1
OG0004956	XP_015437461.1	XP_012173313.1
OG0004957	XP_015435104.1	XP_012166390.1
OG0004958	XP_015429625.1	XP_003397320.1
OG0004959	XP_015428820.1	XP_012173203.1
OG0004960	XP_015430575.1	XP_012173107.1
OG0004961	XP_015435145.1	XP_012166556.1, XP_012166560.1
OG0004962	XP_015430532.1	XP_003403163.1
OG0004963	XP_015433848.1	XP_003403115.1
OG0004964	XP_015433277.1	XP_003403109.2
OG0004965	XP_015429278.1	XP_003397010.1
OG0004966	XP_015439492.1	XP_003397784.2
OG0004967	XP_015436037.1	XP_012167729.1
OG0004968	XP_015436379.1	XP_003398034.1
OG0004969	XP_015429391.1	XP_012172894.1
OG0004970	XP_015429404.1	XP_012172888.1
OG0004971	XP_015431103.1	XP_020720151.1
OG0004972	XP_015436097.1	XP_020720069.1
OG0004974	XP_015433716.1, XP_015430946.1	XP_003401828.1
OG0004975	XP_015439523.1	XP_003397773.1
OG0004976	XP_015436234.1	XP_003397886.1
OG0004977	XP_015436240.1, XP_015436242.1	XP_012174243.1
OG0004978	XP_015439544.1	XP_003397827.1
OG0004979	XP_015436338.1	XP_003397613.1
OG0004980	XP_015434225.1	XP_012167702.1
OG0004981	XP_015432851.1	XP_012163541.1
OG0004982	XP_015431055.1	XP_003397617.1
OG0004983	XP_015440111.1	XP_003395311.1
OG0004984	XP_015436233.1	XP_012167519.1
OG0004985	XP_015430105.1	XP_012166226.1
OG0004986	XP_015436414.1	XP_003397411.1
OG0004987	XP_015431179.1	XP_012167202.1
OG0004988	XP_015431137.1	XP_003401928.1
OG0004989	XP_015431354.1	XP_012168399.1
OG0004990	XP_015438523.1	XP_003398429.1, XP_003398437.1
OG0004991	XP_015438887.1	XP_012175342.1
OG0004992	XP_015431251.1	XP_012175408.1
OG0004993	XP_015428898.1	XP_012167836.1
OG0004994	XP_015438452.1	XP_003398288.1
OG0004995	XP_015438595.1	XP_012168288.1
OG0004996	XP_015431304.1	XP_003403363.1
OG0004997	XP_015438376.1	XP_012175418.1
OG0004998	XP_015431405.1	XP_020723911.1
OG0004999	XP_015431383.1	XP_003398219.1
OG0005000	XP_015431263.1	XP_020723907.1
OG0005001	XP_015435904.1	XP_020724094.1
OG0005003	XP_015438341.1	XP_003398287.1
OG0005005	XP_015439569.1	XP_020720700.1
OG0005006	XP_015430593.1	XP_020720670.1
OG0005007	XP_015438397.1	XP_003398252.1, XP_020720564.1
OG0005008	XP_015438582.1	XP_012167974.1
OG0005009	XP_015437142.1	XP_012166931.1
OG0005010	XP_015438884.1	XP_020721185.1
OG0005011	XP_015428716.1	XP_003399199.1
OG0005012	XP_015429805.1	XP_012165148.1
OG0005013	XP_015437033.1	XP_012169599.2
OG0005014	XP_015436829.1	XP_012165482.1, XP_012165483.1
OG0005015	XP_015428752.1	XP_003399194.1
OG0005016	XP_015437801.1	XP_012169749.1
OG0005017	XP_015437910.1, XP_015437909.1	XP_012165944.2
OG0005018	XP_015437027.1	XP_003396568.1
OG0005019	XP_015437389.1	XP_020719243.1
OG0005020	XP_015440427.1	XP_003398907.2
OG0005021	XP_015435553.1	XP_003398997.1
OG0005022	XP_015435479.1	XP_003398937.1
OG0005023	XP_015428680.1	XP_003399197.1
OG0005024	XP_015433803.1	XP_003398821.1
OG0005025	XP_015428771.1	XP_003398846.1
OG0005026	XP_015440294.1	XP_003397980.1
OG0005027	XP_015437780.1	XP_020721052.1
OG0005028	XP_015437417.1	XP_003398763.1
OG0005029	XP_015435538.1	XP_003399017.1
OG0005030	XP_015428730.1	XP_003402524.2, XP_020721178.1
OG0005031	XP_015432105.1	XP_020721576.1
OG0005032	XP_015430127.1	XP_020722477.1
OG0005033	XP_015431903.1	XP_012172345.2
OG0005034	XP_015432098.1	XP_020721569.1
OG0005035	XP_015432124.1	XP_020721388.1
OG0005037	XP_015428431.1	XP_003399530.1
OG0005038	XP_015438707.1	XP_012169902.1
OG0005040	XP_015434595.1	XP_012170655.1
OG0005041	XP_015432151.1	XP_012169977.1
OG0005042	XP_015432370.1	XP_012170914.1
OG0005043	XP_015436656.1	XP_012170810.1
OG0005044	XP_015432348.1	XP_012170978.1
OG0005045	XP_015433602.1	XP_012170748.1
OG0005046	XP_015433619.1	XP_003400026.1
OG0005047	XP_015436474.1	XP_012171624.1
OG0005048	XP_015432809.1	XP_003393477.1
OG0005049	XP_015430219.1	XP_020722302.1
OG0005050	XP_015434188.1	XP_020722180.1
OG0005051	XP_015434117.1	XP_003402392.2
OG0005052	XP_015434096.1	XP_012171168.1, XP_003400380.1, XP_012171169.1
OG0005053	XP_015438977.1	XP_003400671.1, XP_003400637.1
OG0005054	XP_015439202.1	XP_012171508.1
OG0005055	XP_015439092.1	XP_012171819.1
OG0005056	XP_015437420.1	XP_020723566.1
OG0005057	XP_015439223.1	XP_020722264.1
OG0005058	XP_015435623.1	XP_003401519.1
OG0005059	XP_015430091.1	XP_020724053.1
OG0005060	XP_015435601.1	XP_012172475.1
OG0005061	XP_015434794.1	XP_012172676.1
OG0005062	XP_015428673.1	XP_003399457.3
OG0005063	XP_015439372.1	XP_012172260.1
OG0005064	XP_015439337.1	XP_003401125.1
OG0005065	XP_015439402.1	XP_003401547.1, XP_012172823.1, XP_012172821.1
OG0005066	XP_015434785.1	XP_003401517.1
OG0005067	XP_015435600.1	XP_012172373.1
OG0005068	XP_015439345.1	XP_003401262.1
OG0005069	XP_015435762.1	XP_012172453.1
OG0005070	XP_015434893.1	XP_020722383.1
OG0005071	XP_015437936.1	XP_012172617.1
OG0005072	XP_015437999.1	XP_012172615.2
OG0005073	XP_015432500.1	XP_003401512.1
OG0005074	XP_015428710.1	XP_003402810.1
OG0005075	XP_015435614.1	XP_012172355.1
OG0005076	XP_015437941.1	XP_003401080.3
OG0005077	XP_015434822.1	XP_020722592.1
OG0005078	XP_015434896.1	XP_012172558.1
OG0005079	XP_015434874.1	XP_003401419.2
OG0005080	XP_015428436.1	XP_003402146.1
OG0005081	XP_015428447.1	XP_003402198.1
OG0005082	XP_015432753.1	XP_003402136.1
OG0005083	XP_015428419.1	XP_012173704.1
OG0005084	XP_015434707.1	XP_020724187.1
OG0005085	XP_015430142.1	XP_020724090.1
OG0005087	XP_015432667.1	XP_012169864.1
OG0005088	XP_015430370.1	XP_003399904.1
OG0005089	XP_015430258.1	XP_012170159.1
OG0005090	XP_015438917.1	XP_012166590.1
OG0005091	XP_015434402.1	XP_003402796.1
OG0005092	XP_015431735.1	XP_012163614.1
OG0005094	XP_015434059.1	XP_003396827.2
OG0005095	XP_015434668.1	XP_003396838.1
OG0005096	XP_015429656.1	XP_012163152.2
OG0005097	XP_015432865.1	XP_020719262.1
