Orthogroup	Megachile_rotundata	Drosophila_melanogaster
OG0004524	XP_003699813.2	NP_572945.1
OG0004526	XP_012134614.1	NP_001163323.1
OG0004527	XP_003708080.1	NP_001260639.1
OG0004528	XP_012153246.1	NP_001262168.1
OG0004529	XP_012153484.1	NP_651081.1
OG0004530	XP_012152788.1	NP_001260420.1
OG0004531	XP_003702624.1	NP_001261906.1
OG0004532	XP_012138389.1	NP_523465.2
OG0004533	XP_003705114.1	NP_001262116.1
OG0004534	XP_012145877.1, XP_012145867.1	NP_001286215.1
OG0004535	XP_003706769.1	NP_612103.1
OG0004536	XP_012148778.1, XP_012148776.1	NP_523708.2
OG0004537	XP_012134991.1	NP_610279.3
OG0004538	XP_003701570.1	NP_572638.1
OG0004539	XP_003705811.1	NP_001260821.1
OG0004540	XP_003705406.1	NP_476979.1
OG0004541	XP_003708509.1	NP_524344.1
OG0004542	XP_012143407.1	NP_001260580.1
OG0004544	XP_012139193.1	NP_524673.3
OG0004545	XP_003708051.1	NP_001284713.1
OG0004547	XP_003702683.2	NP_001015473.1
OG0004549	XP_003707412.1	NP_651718.1
OG0004550	XP_012144472.1	NP_573230.1
OG0004551	XP_003702477.1	NP_001245759.1
OG0004552	XP_003706570.2	NP_733044.1
OG0004553	XP_003707631.1	NP_001261278.1
OG0004554	XP_012140432.1, XP_012140433.1	NP_573190.1
OG0004555	XP_012150024.1	NP_725632.1
OG0004556	XP_012150866.1	NP_001163123.1
OG0004557	XP_012136707.1, XP_012136789.1	NP_651691.4
OG0004558	XP_003700075.1	NP_649079.2
OG0004559	XP_003702474.1	NP_649911.1
OG0004560	XP_012135956.1	NP_650253.1
OG0004561	XP_012151205.1	NP_609299.1
OG0004563	XP_012152233.1	NP_732527.1
OG0004564	XP_003703495.1	NP_001262636.1
OG0004565	XP_003706326.1	NP_001260630.1
OG0004566	XP_003707796.1	NP_608995.2
OG0004567	XP_003703721.1	NP_609446.1
OG0004568	XP_003707587.1	NP_001286611.1
OG0004569	XP_012149458.1	NP_723811.1
OG0004570	XP_003700973.1	NP_477431.1, NP_001285857.1
OG0004571	XP_012137027.1, XP_003706695.2	NP_001263057.1
OG0004572	XP_003700784.1	NP_001260556.1
OG0004573	XP_012141152.1	NP_523947.2
OG0004574	XP_003703263.1	NP_649784.1
OG0004575	XP_003703212.2	NP_476656.1
OG0004576	XP_012151343.1	NP_572694.1
OG0004577	XP_012134626.1	NP_001286657.1
OG0004578	XP_003707277.1	NP_001036641.1
OG0004579	XP_003704666.1	NP_572353.1
OG0004580	XP_012138626.1	NP_650835.1
OG0004581	XP_012144339.1	NP_001260163.1
OG0004582	XP_003700777.1	NP_650152.1, NP_727091.1
OG0004583	XP_003705957.1	NP_524429.1
OG0004584	XP_012153358.1	NP_001262802.1
OG0004585	XP_003704641.1	NP_573352.2, NP_001261744.1
OG0004586	XP_003704599.1, XP_012143567.1	NP_477329.1
OG0004587	XP_012153758.1	NP_001260046.1
OG0004588	XP_003700869.1	NP_477395.1
OG0004589	XP_003707458.1, XP_012150296.1	NP_524308.2
OG0004590	XP_003701463.1	NP_476927.1
OG0004591	XP_012135362.1	NP_572160.1
OG0004592	XP_012141212.1, XP_003699624.1	NP_524331.2
OG0004593	XP_003702035.1	NP_729802.1
OG0004594	XP_003700364.1	NP_476995.1
OG0004596	XP_003701409.1	NP_001262598.1
OG0004597	XP_012148566.1	NP_001188830.1
OG0004598	XP_003700735.1	NP_611335.1
OG0004599	XP_012138826.1, XP_003702496.2	NP_001246025.1
OG0004600	XP_012150656.1	NP_610172.1
OG0004601	XP_012149244.1	NP_523528.1
OG0004602	XP_003706937.2	NP_996031.1
OG0004603	XP_012142865.1, XP_012142862.1	NP_001162897.1
OG0004604	XP_003707274.1	NP_733256.2
OG0004605	XP_003700554.1	NP_001286057.1
OG0004606	XP_012148255.1	NP_609535.1
OG0004607	XP_012149200.1, XP_003706888.1	NP_001286102.1
OG0004608	XP_003703026.1	NP_648294.1, NP_650191.1
OG0004609	XP_012147945.1	NP_001259382.1
OG0004610	XP_003700045.1	NP_001259243.1
OG0004611	XP_003702115.1	NP_648486.1
OG0004612	XP_003700379.1	NP_572303.4
OG0004613	XP_003708487.1	NP_611943.1
OG0004614	XP_003704082.1	NP_001261836.1
OG0004615	XP_012140179.1, XP_012140180.1	NP_648669.1
OG0004616	XP_003702344.1	NP_001189103.1
OG0004617	XP_012147507.1	NP_651407.3
OG0004618	XP_012151422.1	NP_001097000.1
OG0004619	XP_003707557.1	NP_001261931.1
OG0004620	XP_003699876.2	NP_523782.1
OG0004621	XP_012147431.1	NP_608544.1
OG0004623	XP_012140642.1, XP_012140643.1	NP_730435.2
OG0004624	XP_003699229.1	NP_511165.1
OG0004625	XP_003701581.1	NP_788494.1
OG0004627	XP_003706856.1	NP_648657.1
OG0004628	XP_012150603.1, XP_012150601.1	NP_524190.2
OG0004629	XP_012142789.1	NP_001259964.1
OG0004630	XP_012148909.1, XP_012148908.1, XP_012148910.1	NP_648838.3
OG0004631	XP_012146266.1	NP_001259553.1
OG0004632	XP_003706586.1	NP_610605.1
OG0004633	XP_012147150.1	NP_477385.1
OG0004634	XP_003700605.1	NP_609085.1, NP_001096868.3
OG0004635	XP_003707694.1	NP_001246458.1
OG0004636	XP_003699436.1	NP_610311.1
OG0004637	XP_012140854.1	NP_001246862.1
OG0004638	XP_003699862.1	NP_001285788.1
OG0004639	XP_003699444.1	NP_610589.2
OG0004640	XP_003706330.1	NP_001097639.2
OG0004641	XP_003701119.1	NP_611248.3
OG0004642	XP_003703442.2, XP_012141061.1	NP_001097280.2
OG0004643	XP_003705008.1	NP_001260109.1
OG0004644	XP_012142575.1, XP_003704166.1	NP_001263138.1
OG0004645	XP_012147986.1	NP_001334718.1
OG0004646	XP_003701317.1	NP_001262454.1
OG0004647	XP_012136301.1	NP_001262819.1
OG0004648	XP_012147035.1	NP_001246859.1
OG0004649	XP_012150209.1	NP_001284963.1
OG0004650	XP_012141801.1, XP_003703766.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_012137341.1	NP_611869.1
OG0004652	XP_003702877.2	NP_649555.1
OG0004653	XP_012143522.1	NP_610683.1
OG0004654	XP_003705910.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_012135444.1	NP_788538.2
OG0004656	XP_012145676.1	NP_609111.1
OG0004657	XP_012144944.1	NP_524994.2
OG0004658	XP_003705670.1, XP_012146207.1	NP_001260879.1
OG0004659	XP_012143255.1	NP_001097336.1
OG0004660	XP_003702031.1	NP_001137912.1
OG0004661	XP_003702032.1	NP_648315.1
OG0004662	XP_003700398.2	NP_001163512.1
OG0004663	XP_003704774.1	NP_524538.2
OG0004664	XP_003700443.2	NP_524129.1, NP_001027281.1
OG0004665	XP_003702808.1	NP_001033805.1
OG0004666	XP_003704715.1	NP_649137.3
OG0004667	XP_003700188.1	NP_612028.4
OG0004668	XP_012143102.1	NP_001287459.1
OG0004669	XP_003700400.1	NP_610850.1
OG0004670	XP_003703090.1	NP_608450.1
OG0004671	XP_003703752.1	NP_001036433.1
OG0004672	XP_012146671.1	NP_001262765.1
OG0004673	XP_012143055.1	NP_001284934.1
OG0004674	XP_012146989.1	NP_001285279.1
OG0004675	XP_012148618.1	NP_001284969.1
OG0004677	XP_012150907.1, XP_012150903.1	NP_001286952.1
OG0004678	XP_012136134.1	NP_650002.1
OG0004679	XP_012153148.1	NP_725520.3
OG0004681	XP_012137987.1	NP_731599.1
OG0004682	XP_003704061.2	NP_608573.1
OG0004683	XP_012145212.1	NP_001262946.1
OG0004684	XP_003706974.1	NP_001027422.1
OG0004685	XP_003701245.1, XP_012135914.1	NP_524302.1
OG0004686	XP_003704562.2	NP_477339.1
OG0004687	XP_012138592.1, XP_003702412.1	NP_611382.1
OG0004688	XP_003706093.1	NP_648505.1, NP_001036344.1
OG0004689	XP_012136351.1	NP_001162848.1
OG0004691	XP_012139871.1	NP_651942.2
OG0004692	XP_012139416.1	NP_726604.1
OG0004693	XP_003703810.2	NP_524435.2, NP_001262805.1
OG0004694	XP_003702492.1	NP_651794.2
OG0004695	XP_003707243.1	NP_001246231.1
OG0004696	XP_003704886.1, XP_012144198.1	NP_001260810.1
OG0004697	XP_012144656.1, XP_012144657.1	NP_001286201.1
OG0004698	XP_003706361.1	NP_647866.2
OG0004699	XP_003707000.2	NP_650451.1
OG0004700	XP_012150068.1	NP_726032.4
OG0004701	XP_012147761.1	NP_648950.1
OG0004702	XP_012146908.1	NP_610854.1
OG0004704	XP_003699729.2	NP_569971.3
OG0004705	XP_003707213.1	NP_001284818.1
OG0004706	XP_003705571.1, XP_012145988.1	NP_572323.1
OG0004707	XP_012149987.1	NP_609174.1
OG0004708	XP_012153983.1	NP_001097440.1
OG0004710	XP_012145148.1	NP_725706.1, NP_725705.2
OG0004711	XP_003704462.1	NP_611009.1
OG0004712	XP_003706242.1	NP_001162991.1
OG0004713	XP_012141312.1	NP_609942.1, NP_001188537.1
OG0004714	XP_012134489.1, XP_012138256.1	NP_001262192.1
OG0004715	XP_003708570.2	NP_524221.1
OG0004716	XP_012139203.1	NP_001286488.1
OG0004717	XP_003705863.1	NP_477507.1, NP_001261024.1
OG0004718	XP_012136319.1	NP_001097489.1
OG0004719	XP_012136922.1	NP_001246662.1
OG0004720	XP_012144572.1	NP_729020.2, NP_651191.1
OG0004721	XP_003699989.1	NP_001368942.1
OG0004722	XP_003706278.1	NP_652046.1
OG0004723	XP_012147216.1, XP_003699858.1	NP_001368982.1
OG0004724	XP_012141564.1	NP_001027444.1
OG0004725	XP_012144079.1	NP_001246790.1
OG0004726	XP_003705048.1	NP_523674.1
OG0004728	XP_003705361.1	NP_001286292.1
OG0004729	XP_012145171.1	NP_650353.1
OG0004730	XP_012152650.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_003705249.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_003704769.1	NP_651539.3
OG0004733	XP_003699533.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_003707825.1	NP_001163403.1
OG0004735	XP_012142776.1	NP_001097240.1
OG0004736	XP_012142029.1	NP_647832.1
OG0004737	XP_012140100.1	NP_650534.2
OG0004739	XP_012144083.1	NP_609917.2
OG0004740	XP_003706314.2	NP_660192.1
OG0004741	XP_012145466.1	NP_001162673.1
OG0004743	XP_003708075.1	NP_001261451.1
OG0004744	XP_012138943.1	NP_727963.1
OG0004745	XP_012134725.1	NP_609922.2
OG0004746	XP_003700235.1	NP_001260464.1
OG0004747	XP_012152545.1	NP_001260155.1
OG0004748	XP_012139855.1	NP_611410.1
OG0004749	XP_012152624.1, XP_012152626.1, XP_012152625.1	NP_651511.1
OG0004750	XP_003706250.1	NP_001097093.1
OG0004751	XP_012143240.1	NP_001097342.1
OG0004752	XP_003701096.1, XP_012135530.1, XP_012135529.1	NP_650299.1
OG0004753	XP_003701154.1	NP_523720.2
OG0004754	XP_003704149.2	NP_001287619.1
OG0004755	XP_012147848.1, XP_012147847.1	NP_001014482.2
OG0004756	XP_003700854.1, XP_012135154.1	NP_648352.2
OG0004757	XP_003704504.1, XP_012143292.1	NP_608648.1
OG0004758	XP_012142506.1	NP_728830.1
OG0004760	XP_003707654.1	NP_001189150.1
OG0004761	XP_003705929.1	NP_573316.1
OG0004762	XP_012149033.1	NP_001284762.1
OG0004763	XP_012148497.1	NP_651709.1
OG0004764	XP_003699486.1	NP_523547.1
OG0004765	XP_003701153.1	NP_001286547.1
OG0004766	XP_003701874.1	NP_610283.1
OG0004767	XP_012136578.1, XP_003701461.1	NP_001245953.1
OG0004768	XP_012135021.1	NP_001137784.1
OG0004769	XP_003699884.1	NP_647830.1
OG0004771	XP_012136659.1	NP_001259563.2
OG0004772	XP_003705616.2	NP_001286324.1
OG0004773	XP_003701034.1	NP_611139.1
OG0004774	XP_003706095.1	NP_524841.1
OG0004775	XP_003703039.1	NP_524310.1
OG0004777	XP_012135002.1	NP_477165.1
OG0004778	XP_003701525.1	NP_573305.2
OG0004779	XP_012148278.1	NP_609318.1
OG0004780	XP_003704974.1	NP_001260600.1
OG0004781	XP_003707549.1	NP_648498.1
OG0004782	XP_012139532.1	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1
OG0004784	XP_003706096.1	NP_609957.2, NP_611428.1
OG0004785	XP_012144305.1	NP_651731.1
OG0004786	XP_012140823.1	NP_001287041.1
OG0004788	XP_012153355.1	NP_001262468.1, NP_001245504.1
OG0004789	XP_012153801.1	NP_648346.1
OG0004791	XP_003708551.1	NP_650898.1
OG0004792	XP_012143270.1	NP_729053.2
OG0004793	XP_012136197.1	NP_001163666.1
OG0004794	XP_012136439.1	NP_611091.2
OG0004795	XP_012141224.1	NP_001163629.2
OG0004796	XP_012134782.1	NP_001262885.1
OG0004797	XP_003703509.1	NP_573034.1
OG0004799	XP_012140576.1	NP_651365.1
OG0004800	XP_003704536.1	NP_001163479.1
OG0004801	XP_012141377.1	NP_524622.1
OG0004802	XP_012134755.1	NP_608878.1, NP_001285607.1
OG0004803	XP_012141815.1, XP_012141816.1	NP_723224.2
OG0004805	XP_003703124.1	NP_001369043.1
OG0004806	XP_012150130.1	NP_523488.2
OG0004807	XP_003700194.1	NP_001260753.1, NP_525012.2
OG0004808	XP_012145282.1	NP_001247109.1
OG0004809	XP_003707809.1	NP_001260292.1, NP_609302.1
OG0004813	XP_003699443.1	NP_001259963.1
OG0004814	XP_012151590.1	NP_477481.1
OG0004815	XP_012135753.1	NP_001245501.1
OG0004816	XP_012143576.1	NP_788296.1
OG0004817	XP_012145077.1	NP_650016.1
OG0004818	XP_012151388.1	NP_001262957.1
OG0004819	XP_012153529.1	NP_524870.1
OG0004820	XP_003701969.1	NP_724223.4
OG0004821	XP_003703904.1	NP_001259375.1, NP_651832.3
OG0004822	XP_003700580.1	NP_649251.2
OG0004823	XP_003702321.1	NP_610999.4
OG0004824	XP_003701619.1	NP_573313.2
OG0004825	XP_012147864.1, XP_003706440.1, XP_012147865.1	NP_611585.1
OG0004826	XP_012147646.1	NP_729680.1
OG0004827	XP_003707391.1	NP_524888.1, NP_611455.1
OG0004828	XP_012153858.1	NP_001261664.1
OG0004829	XP_012149170.1, XP_003707028.1	NP_001286982.1
OG0004830	XP_003706813.1	NP_729045.1, NP_573030.2
OG0004831	XP_012153336.1	NP_477089.3
OG0004832	XP_012147719.1	NP_001286934.1
OG0004833	XP_003704937.2	NP_648573.2
OG0004834	XP_003705312.1	NP_001286810.1
OG0004835	XP_012134783.1	NP_001137761.1
OG0004836	XP_003706926.2	NP_001261140.1
OG0004837	XP_012141500.1	NP_608489.2
OG0004838	XP_012151084.1, XP_012151085.1, XP_012151086.1	NP_609180.3
OG0004839	XP_012138378.1	NP_001356949.1
OG0004841	XP_003701780.1	NP_001261061.1
OG0004842	XP_012142192.1	NP_608562.4
OG0004843	XP_003706615.1	NP_723087.1
OG0004844	XP_003705731.1	NP_650787.1
OG0004845	XP_003704460.1	NP_650203.3
OG0004846	XP_012138603.1	NP_001097259.2
OG0004847	XP_003703680.1	NP_788403.2
OG0004848	XP_003704039.1	NP_572427.1, NP_001356905.1
OG0004851	XP_012146159.1	NP_001261455.1
OG0004852	XP_012137806.1	NP_788073.1
OG0004853	XP_012138173.1	NP_524143.2
OG0004854	XP_012144162.1	NP_996218.1
OG0004857	XP_012149014.1	NP_788423.1
OG0004858	XP_003705238.1	NP_001259102.1
OG0004859	XP_003705501.1	NP_001262715.1
OG0004861	XP_012136691.1	NP_001262624.1
OG0004862	XP_012139106.1	NP_572571.1
OG0004863	XP_012151074.1	NP_572372.1
OG0004864	XP_012150864.1, XP_012150865.1	NP_611336.1
OG0004865	XP_003701768.1	NP_733162.2
OG0004866	XP_012136606.1	NP_722590.2
OG0004867	XP_012142390.1	NP_572445.1
OG0004868	XP_012152209.1	NP_572437.2
OG0004869	XP_012152210.1	NP_647717.1
OG0004870	XP_003701358.2	NP_001189234.1
OG0004871	XP_012146787.1, XP_012146786.1, XP_012146780.1	NP_650924.3
OG0004872	XP_003704547.1	NP_612093.1
OG0004873	XP_012140894.1	NP_609731.1, NP_001096967.1
OG0004874	XP_012134976.1	NP_523483.2
OG0004875	XP_012154518.1, XP_012154519.1, XP_012154520.1	NP_523935.1
OG0004876	XP_012135051.1	NP_732076.1
OG0004877	XP_003706579.1	NP_511080.2
OG0004878	XP_003703283.1	NP_609608.1
OG0004879	XP_012146058.1	NP_001014590.1
OG0004880	XP_012140983.1	NP_001260114.1
OG0004881	XP_012150119.1	NP_001285312.1
OG0004883	XP_003702244.1	NP_610523.2
OG0004884	XP_003708256.1	NP_648282.1, NP_648283.1, NP_648280.1
OG0004885	XP_012149968.1	NP_612015.1
OG0004886	XP_012148714.1, XP_003706777.1, XP_012148712.1	NP_610270.1
OG0004887	XP_012146208.1	NP_572771.1
OG0004888	XP_012138591.1	NP_610872.1, NP_725289.1
OG0004889	XP_003704299.2, XP_012142663.1	NP_001285269.1
OG0004891	XP_012139204.1	NP_649814.1
OG0004893	XP_012148239.1	NP_001097380.1
OG0004894	XP_003703838.1, XP_012141834.1, XP_012141833.1	NP_611833.1
OG0004895	XP_003699732.1	NP_731339.1
OG0004896	XP_012137067.1, XP_012137063.1	NP_611836.2
OG0004897	XP_012137017.1, XP_012137014.1	NP_608633.1
OG0004898	XP_003701485.1, XP_012136652.1	NP_001262184.1
OG0004899	XP_003706487.1, XP_012148000.1, XP_012148001.1	NP_001286031.1
OG0004900	XP_003702368.1	NP_524751.3
OG0004901	XP_012139167.1, XP_012139169.1	NP_731570.2
OG0004902	XP_012151519.1	NP_001286117.1, NP_001036372.2
OG0004903	XP_003699810.1	NP_001261903.1
OG0004904	XP_012136377.1	NP_524601.2
OG0004905	XP_012136686.1	NP_524454.2, NP_477404.1
OG0004906	XP_012140485.1	NP_730432.1
OG0004907	XP_003702375.1	NP_001285434.1, NP_573367.1, NP_001285435.1
OG0004908	XP_012144981.1	NP_001137693.2
OG0004909	XP_012147738.1, XP_003706341.1	NP_572382.1
OG0004910	XP_012149575.1	NP_995623.2, NP_726097.1
OG0004912	XP_012139822.1, XP_012139819.1	NP_524031.2
OG0004913	XP_003706316.1	NP_722687.1
OG0004914	XP_012142030.1	NP_001260318.1
OG0004916	XP_012151541.1	NP_476650.1
OG0004917	XP_003700734.2	NP_001097023.1, NP_001097021.1
OG0004918	XP_012149945.1, XP_012149948.1	NP_001247334.1
OG0004919	XP_003703472.1	NP_726743.1
OG0004920	XP_012149959.1, XP_012149960.1	NP_001096958.1
OG0004921	XP_012147952.1	NP_648828.3
OG0004922	XP_003706693.1	NP_001286802.1
OG0004923	XP_012143283.1, XP_012143282.1	NP_001262301.1
OG0004924	XP_003701265.1	NP_788664.2, NP_731744.1
OG0004925	XP_003699185.2	NP_611822.1, NP_001261330.1
OG0004926	XP_012144689.1	NP_001260818.1
OG0004927	XP_012142817.1	NP_001356973.1
OG0004928	XP_012139113.1, XP_003702665.1	NP_001286365.1
OG0004930	XP_003708316.2	NP_611973.2
OG0004931	XP_012139478.1	NP_001163196.1
OG0004932	XP_012143574.1, XP_012143569.1	NP_001137851.1
OG0004934	XP_003704187.2	NP_001369081.1
OG0004935	XP_003701721.2	NP_611533.2
OG0004937	XP_003703872.1	NP_523450.1
OG0004938	XP_012148914.1	NP_723202.2
OG0004939	XP_012151128.1	NP_609371.2
OG0004940	XP_012140374.1	NP_001245861.1
OG0004943	XP_003704989.1, XP_012144450.1	NP_573360.1
OG0004944	XP_003705675.1	NP_001286319.1
OG0004945	XP_012141398.1	NP_573331.1
OG0004947	XP_012145178.1	NP_649494.1
OG0004948	XP_003703689.2	NP_647808.1
OG0004949	XP_012139536.1, XP_012139876.1	NP_612032.1, NP_609430.1
OG0004951	XP_003699684.2	NP_001262918.1
OG0004952	XP_012139082.1	NP_610720.1
OG0004964	XP_003700296.2	NP_572651.1
OG0004976	XP_003704598.1	NP_001260550.2
OG0004977	XP_012145554.1	NP_611074.1
OG0004978	XP_003701164.1	NP_001285674.1
OG0004979	XP_012140909.1	NP_001034075.1, NP_652041.2
OG0004980	XP_003701695.1	NP_650309.1, NP_001036640.1
OG0004981	XP_003705649.1	NP_001259052.1, NP_651212.1
OG0004982	XP_003700155.1	NP_001284828.1, NP_651987.1
OG0004983	XP_003702798.1	NP_477134.1
OG0004984	XP_012147053.1	NP_651040.3
OG0004985	XP_012139310.1	NP_001163061.1
OG0004986	XP_012145878.1	NP_648300.3
OG0004987	XP_012145299.1	NP_650726.1
OG0004988	XP_003706808.1	NP_651614.1, NP_573110.1
OG0004989	XP_012136726.1	NP_609363.1
OG0004990	XP_012136145.1	NP_001014633.2
OG0004991	XP_003706524.1	NP_001260877.1
OG0004993	XP_003705858.1	NP_650073.1
OG0004994	XP_003699725.1	NP_001285124.1
OG0004995	XP_003703831.1	NP_001261567.1
OG0004996	XP_012145246.1	NP_651843.1, NP_476691.1
OG0004997	XP_012149523.1	NP_001284943.1
OG0004998	XP_003703452.1	NP_732309.1
OG0004999	XP_003702795.1	NP_649858.1
OG0005000	XP_003705082.1	NP_001287236.1
OG0005001	XP_003702938.1	NP_523737.1
OG0005002	XP_012150321.1, XP_003707356.1	NP_001263081.1
OG0005003	XP_003701835.2	NP_652574.3, NP_001285734.1
OG0005004	XP_012152309.1	NP_731983.1
OG0005005	XP_012141996.1, XP_003703907.1	NP_001287386.1
OG0005006	XP_003703512.1	NP_609992.1
OG0005007	XP_012137275.1, XP_003701843.1	NP_001137607.1
OG0005008	XP_003707651.1	NP_523836.2
OG0005009	XP_003708061.1	NP_001284928.1
OG0005010	XP_003700129.1	NP_001284908.1
OG0005011	XP_003706263.1	NP_001286464.1
OG0005012	XP_003699273.1	NP_723362.1
OG0005013	XP_012147225.1	NP_523466.2
OG0005014	XP_003704656.1	NP_523831.1
OG0005015	XP_003701447.1	NP_001104459.2
OG0005016	XP_003700978.1	NP_651968.1
OG0005017	XP_003700572.1	NP_610210.2, NP_649489.1
OG0005018	XP_003702500.1	NP_001284900.1
OG0005019	XP_003699408.1	NP_610818.1
OG0005020	XP_003708270.1	NP_001188794.1
OG0005021	XP_003700609.1	NP_572974.1
OG0005022	XP_003707260.1	NP_525092.1, NP_650910.1
OG0005023	XP_003703165.1	NP_001246409.1
OG0005024	XP_003699413.1	NP_477240.1
OG0005025	XP_003700831.1	NP_610676.2
OG0005026	XP_003708192.1	NP_648456.2, NP_648470.2
OG0005027	XP_003706402.1	NP_609895.2
OG0005028	XP_003706611.1	NP_722835.1
OG0005029	XP_003707918.2	NP_001262519.1
OG0005030	XP_012152835.1	NP_648427.1
OG0005031	XP_003704953.1	NP_651281.1
OG0005032	XP_012138842.1	NP_001285823.1
OG0005034	XP_003699239.1	NP_001260103.1
OG0005035	XP_003703155.1	NP_523683.1, NP_724931.1, NP_610584.2
OG0005037	XP_012140551.1	NP_001261954.1
OG0005038	XP_003700694.1	NP_001285678.1
OG0005041	XP_003708087.1	NP_001260878.1
OG0005042	XP_003702677.1	NP_651200.1
OG0005043	XP_012141055.1	NP_651397.1
OG0005044	XP_003699965.1	NP_572267.1, NP_524076.2
OG0005045	XP_003700196.1	NP_725975.2
OG0005046	XP_003701243.1	NP_608884.1
OG0005047	XP_003705948.1	NP_001097577.1
OG0005048	XP_003707183.1	NP_651887.1
OG0005050	XP_003704441.1	NP_523874.1
OG0005051	XP_012139116.1	NP_001261196.1
OG0005052	XP_003703185.2	NP_001036756.2
OG0005053	XP_012142622.1	NP_001245533.1
OG0005054	XP_003702585.1	NP_001027048.1
OG0005055	XP_003705751.2	NP_001262911.1
OG0005056	XP_003702225.1, XP_012138187.1	NP_001189136.1
OG0005057	XP_003706006.1	NP_476631.1
OG0005058	XP_003708445.1, XP_012152793.1	NP_001137828.1
OG0005059	XP_003702805.1	NP_649529.1
OG0005060	XP_012147645.1, XP_012147644.1	NP_650072.2
OG0005061	XP_003707440.1	NP_001262488.1
OG0005062	XP_012144214.1	NP_001356967.1
OG0005063	XP_003700778.1	NP_648201.1
OG0005064	XP_012144273.1	NP_001027236.1
OG0005065	XP_003707482.1	NP_524421.1
OG0005066	XP_003704634.1	NP_477302.1
OG0005067	XP_003701712.1	NP_651272.1
OG0005068	XP_003704943.1	NP_001286566.1
OG0005069	XP_003699803.1	NP_650608.1
OG0005070	XP_003707865.1	NP_651657.1
OG0005072	XP_003708635.1	NP_001163560.1, NP_001285929.1
OG0005073	XP_012148512.1	NP_477135.2
OG0005075	XP_003705814.1	NP_649611.2
OG0005076	XP_012145398.1	NP_001247017.1
OG0005077	XP_003705831.1	NP_570080.1
OG0005078	XP_012147151.1	NP_001286202.1
OG0005079	XP_012148457.1	NP_647860.1
OG0005080	XP_003705572.1	NP_573288.1
OG0005081	XP_003707762.1	NP_649240.1
OG0005082	XP_003706339.1	NP_524774.1
OG0005083	XP_003699625.1	NP_609671.1
OG0005084	XP_003699839.1	NP_001259199.1
OG0005085	XP_003702160.1	NP_001285295.1
OG0005086	XP_012138080.1	NP_572604.2
OG0005087	XP_003700022.1	NP_001246156.2
OG0005088	XP_003705451.1	NP_610363.1, NP_001260868.1
OG0005090	XP_003700491.1	NP_610985.1
OG0005091	XP_003702748.1	NP_572777.2
OG0005092	XP_003705959.1	NP_651457.1
OG0005093	XP_012152369.1	NP_001261250.1
OG0005095	XP_003702044.1	NP_649528.2
OG0005097	XP_003704267.1	NP_722922.1
