Orthogroup	Megachile_rotundata	Nasonia_vitripennis
OG0003113	XP_003705653.1	XP_001608296.1
OG0003114	XP_012151319.1	XP_031776772.1
OG0003115	XP_003699434.1	XP_003426127.1
OG0003116	XP_003707052.1	XP_001607629.1
OG0003119	XP_012147579.1	XP_031778487.1
OG0003120	XP_012136632.1	XP_008210443.1
OG0003121	XP_012146907.1	XP_008201767.1
OG0003122	XP_012147694.1, XP_012147692.1	XP_008210374.1, XP_008210386.1, XP_003424890.1
OG0003123	XP_003700538.1	XP_003427933.1, XP_001600045.1
OG0003125	XP_003707024.1	XP_001605480.1
OG0003126	XP_012151582.1	XP_008209555.1, XP_008209554.1, XP_008209557.1
OG0003127	XP_003705260.1	XP_001600334.1
OG0003128	XP_012141645.1, XP_012141647.1, XP_012141648.1, XP_012141646.1	XP_031784105.1
OG0003129	XP_012143827.1	XP_003427782.1, XP_008212922.1
OG0003130	XP_003701663.1	XP_001604677.1
OG0003131	XP_012153959.1	XP_031785754.1
OG0003132	XP_012144848.1	XP_003423890.1
OG0003133	XP_012144475.1	XP_001603251.1
OG0003134	XP_003700897.1	XP_008208757.1, XP_016837414.1, XP_032452281.1
OG0003135	XP_003703611.1, XP_003703508.1, XP_012141349.1	XP_001600276.1
OG0003136	XP_003702780.1	XP_001600966.1
OG0003137	XP_003705680.1, XP_012146276.1	XP_001607168.1
OG0003138	XP_012152204.1	XP_016837396.1, XP_016837380.1
OG0003139	XP_012148676.1	XP_001602213.1, XP_016839928.1, XP_016839927.1, XP_008203795.1
OG0003140	XP_003706420.1	XP_003424173.1, XP_001604860.1
OG0003141	XP_012138426.1	XP_031782721.1
OG0003142	XP_012153968.1, XP_012153966.1	XP_008211248.1
OG0003143	XP_012141284.1	XP_031782382.1
OG0003144	XP_003704605.1	XP_003425320.1, XP_016842337.1
OG0003145	XP_012136009.1	XP_001601670.1
OG0003146	XP_012139941.1	XP_031780906.1
OG0003147	XP_012141430.1, XP_003703539.2	XP_016839309.1
OG0003148	XP_012144730.1	XP_031788353.1
OG0003149	XP_012151701.1	XP_003425537.1
OG0003150	XP_003705213.1	XP_032455476.1, XP_032455474.1, XP_032455475.1
OG0003151	XP_003701880.2	XP_031785749.1
OG0003152	XP_003702075.1, XP_012138058.1	XP_032455913.1
OG0003153	XP_003704136.1	XP_003425653.2
OG0003155	XP_003702629.1	XP_008216155.1, XP_001601023.1
OG0003156	XP_012144187.1	XP_016843232.1
OG0003157	XP_012138858.1, XP_012138859.1	XP_016836707.1, XP_008205688.1
OG0003159	XP_012151439.1	XP_001605782.2
OG0003160	XP_012152025.1	XP_031778014.1, XP_031778015.1, XP_031778013.1
OG0003161	XP_003708139.1	XP_008209753.1, XP_008209752.1, XP_001605792.1
OG0003163	XP_012151614.1, XP_012151612.1	XP_008202747.1
OG0003164	XP_012142011.1	XP_001603863.1, XP_016839185.1
OG0003165	XP_012147321.1	XP_001606329.1
OG0003166	XP_003700330.1	XP_001608184.1
OG0003167	XP_003699412.1	XP_003425959.1
OG0003168	XP_003706999.1	XP_001604203.2
OG0003169	XP_003700860.1	XP_001607101.1
OG0003170	XP_012151547.1, XP_012151546.1	XP_008215589.1
OG0003171	XP_003708507.2	NP_001153394.1, XP_031781918.1
OG0003172	XP_012143749.1	XP_031780788.1
OG0003173	XP_012143358.1	XP_032456543.1
OG0003174	XP_012147659.1, XP_012147660.1, XP_012147655.1	XP_031787625.1
OG0003175	XP_003701839.2	XP_016839778.1
OG0003176	XP_012145744.1	XP_016845569.1
OG0003177	XP_003700893.1	XP_001606077.2
OG0003178	XP_003699985.1	XP_001604867.2, XP_008211420.1
OG0003179	XP_012138011.1, XP_012138012.1, XP_012138014.1, XP_012138015.1	XP_016839841.1
OG0003180	XP_012145974.1, XP_003705575.1	XP_032453784.1
OG0003181	XP_003703361.1	XP_008216589.1
OG0003182	XP_003703849.1	XP_031782387.1, XP_031782388.1, XP_031782386.1, XP_016840274.1
OG0003183	XP_012152439.1, XP_003708245.1	XP_031786593.1, XP_003428230.1, XP_008214938.1
OG0003185	XP_012141215.1	XP_031788099.1
OG0003187	XP_003707580.1	XP_016840364.1, XP_032454845.1
OG0003188	XP_012143254.1	XP_001608079.1
OG0003189	XP_012142748.1	XP_016841203.1
OG0003190	XP_012148117.1	XP_008207958.1
OG0003191	XP_012143363.1	XP_032457505.1
OG0003193	XP_012143139.1, XP_012143145.1	XP_016840618.2, XP_031784428.1
OG0003194	XP_003706985.1	XP_008214955.1
OG0003195	XP_003705909.1	XP_008217101.1
OG0003196	XP_012137457.1	XP_016837744.1
OG0003197	XP_012152165.1	XP_032457708.1, XP_031781831.1, XP_031781832.1, XP_032457709.1, XP_032457707.1, XP_031781830.1
OG0003199	XP_012148365.1	XP_031783531.1, XP_031783530.1, XP_016839896.1
OG0003200	XP_012140470.1	XP_031788020.1
OG0003201	XP_003702007.1	XP_001605057.2
OG0003202	XP_012140005.1	XP_031779726.1
OG0003203	XP_003707270.1	XP_031778707.1
OG0003204	XP_012141722.1, XP_012141721.1, XP_003703811.1	XP_008202404.1
OG0003205	XP_003704335.2	XP_031783749.1, XP_031783748.1, XP_031783747.1, XP_031783746.1
OG0003206	XP_012136296.1	XP_031784357.1
OG0003207	XP_012140303.1	NP_001135433.1, XP_031787467.1
OG0003208	XP_012148709.1	XP_001607070.2
OG0003209	XP_012145568.1, XP_012145562.1	XP_031783587.1
OG0003210	XP_012141927.1, XP_003703791.1	XP_003427286.1, XP_016839882.1, XP_008210357.1
OG0003212	XP_012138240.1	XP_008201780.1
OG0003213	XP_012140476.1	XP_031788502.1, XP_031788501.1
OG0003214	XP_003707780.1	XP_032454948.1
OG0003215	XP_003699315.1	XP_001606196.1
OG0003217	XP_012140850.1	XP_008206213.1
OG0003218	XP_003701253.1, XP_012135965.1	XP_008210816.1, NP_001136161.1
OG0003219	XP_003704192.1	XP_001600345.1, XP_032455445.1, XP_016840466.1, XP_016840465.1, XP_032455446.1
OG0003220	XP_003699327.1	XP_016840002.1
OG0003221	XP_012136404.1	XP_008203194.1
OG0003222	XP_003704552.1	XP_016842424.2
OG0003223	XP_012142749.1, XP_012142750.1, XP_003704319.1, XP_012142751.1	XP_008207107.1, XP_032456177.1, XP_008207108.1
OG0003224	XP_003702120.1, XP_012137790.1	XP_001604908.2, XP_016840113.1
OG0003225	XP_003700347.1	XP_032454858.1, XP_032454857.1
OG0003226	XP_012139790.1, XP_012139791.1, XP_012139792.1	XP_031788232.1
OG0003227	XP_012149598.1, XP_012149597.1, XP_003707123.1	XP_001604753.1
OG0003228	XP_012145298.1, XP_012145297.1	XP_008205273.1
OG0003230	XP_012143389.1, XP_012143432.1	XP_003427342.1
OG0003231	XP_012145782.1, XP_012145780.1, XP_012145781.1	XP_008215780.2
OG0003232	XP_012153772.1	XP_008217136.1
OG0003234	XP_012142878.1, XP_003704212.2	XP_031784936.1, XP_032455071.1
OG0003237	XP_012147598.1	XP_008211362.1
OG0003238	XP_012144323.1, XP_012144329.1	XP_008217930.1
OG0003239	XP_012139540.1	XP_016837070.1
OG0003241	XP_003701473.2	XP_016843267.1, XP_001604444.2
OG0003242	XP_012136066.1	XP_031784816.1
OG0003243	XP_012148813.1, XP_012148810.1	XP_031779341.1
OG0003244	XP_003703794.1	XP_016840367.1, XP_031785784.1, XP_031785783.1
OG0003245	XP_003699509.1	XP_008211415.1
OG0003246	XP_012149664.1	XP_032453139.1, XP_032453138.1, XP_032453137.1
OG0003247	XP_003704394.1	XP_001600993.2
OG0003248	XP_012149189.1	XP_008217363.1
OG0003249	XP_003702630.1, XP_012139177.1	XP_032452856.1, XP_008209740.1, XP_016837530.1, XP_016843204.1, XP_008205994.1
OG0003250	XP_003708621.1, XP_012153426.1	XP_008214595.1, XP_032454745.1, XP_008214596.1
OG0003251	XP_003702289.1	XP_016836671.1, XP_032451771.1
OG0003253	XP_003705120.1, XP_012144789.1	XP_016843424.1, XP_001601446.1
OG0003254	XP_003707680.1, XP_012150946.1, XP_012150945.1	XP_001606540.1
OG0003255	XP_003699762.1, XP_003699709.2	XP_008203686.1
OG0003256	XP_012138747.1	XP_001606744.2
OG0003257	XP_003707855.1	XP_001607519.2, XP_016836682.1
OG0003258	XP_003701202.2	XP_003424476.1
OG0003259	XP_012135633.1, XP_012135632.1, XP_012153578.1	XP_016843127.1, XP_016843126.1, XP_008205641.1, XP_008205640.1
OG0003261	XP_003702566.1	XP_032453932.1
OG0003262	XP_003702168.1	XP_001599647.1
OG0003263	XP_012134918.1, XP_003700689.1	XP_001602506.2
OG0003264	XP_003702837.1	NP_001153366.1
OG0003265	XP_003701035.1	XP_032455873.1, XP_008208629.1, XP_032455874.1
OG0003266	XP_003708454.1	XP_016840487.1, XP_003427501.1, XP_008211322.1
OG0003267	XP_003705266.1	NP_001128196.1
OG0003268	XP_003703407.1	XP_016839919.1
OG0003269	XP_003707890.1	XP_008213300.1, NP_001154940.1
OG0003270	XP_003706706.1	NP_001161183.1
OG0003271	XP_012141057.1	XP_031780417.1, XP_031780418.1, XP_031780419.1
OG0003272	XP_003704037.1	XP_001607263.1
OG0003273	XP_003699319.1	XP_008209399.1
OG0003274	XP_003701905.1	XP_001601408.1
OG0003275	XP_003700782.1	XP_001600470.2, XP_001608109.1
OG0003276	XP_003702245.1	XP_031782013.1, XP_032453804.1
OG0003277	XP_003708131.1, XP_012152110.1, XP_012152111.1	XP_008210681.1
OG0003278	XP_003706262.1, XP_012147578.1	XP_001600005.1, XP_032452707.1, XP_031778489.1
OG0003279	XP_003702067.2	XP_008213455.1, XP_008213456.1
OG0003280	XP_012150097.1, XP_012150098.1	XP_032455797.1, XP_016840634.1
OG0003281	XP_003704242.1, XP_012142979.1	XP_001601076.1
OG0003282	XP_012146370.1	XP_031786890.1
OG0003283	XP_003704500.1	XP_003427328.1
OG0003284	XP_003708521.1	XP_031777212.1
OG0003285	XP_012150433.1	XP_008201914.1
OG0003286	XP_003703564.1	XP_008209152.1, XP_001605063.1
OG0003287	XP_012136856.1	XP_032456754.1, XP_032456753.1, XP_001604997.1, XP_031782736.1
OG0003288	XP_003702631.1	XP_001599389.1
OG0003289	XP_003702499.2	NP_001162016.1, XP_008209312.1
OG0003290	XP_003705823.1	XP_001602650.3
OG0003291	XP_003704325.1, XP_012142795.1	XP_001605693.1
OG0003292	XP_003707661.1	XP_031783034.1
OG0003293	XP_003702691.1	XP_032454915.1, XP_032454916.1, XP_032454914.1, XP_016842012.1, XP_016842010.1, XP_016842013.1
OG0003294	XP_012147212.1, XP_003706073.1, XP_012147211.1, XP_012147210.1	XP_001608255.1
OG0003295	XP_003702037.1	XP_001601545.1
OG0003296	XP_012135378.1	NP_001135841.1
OG0003297	XP_003703102.1	XP_016837342.1, XP_001606741.1
OG0003298	XP_003705894.1	XP_001605181.1
OG0003299	XP_003706168.1	XP_001605558.1
OG0003300	XP_003708450.1	XP_001605980.1
OG0003301	XP_003701008.1, XP_012135327.1, XP_012135328.1	XP_001599584.1
OG0003302	XP_003702806.1	XP_016837680.1
OG0003303	XP_012134864.1	XP_008209243.1
OG0003304	XP_003704458.1, XP_012143210.1	XP_008210018.1
OG0003305	XP_012135961.1	XP_008205307.1, XP_001604167.1
OG0003306	XP_003700872.1	XP_016841637.1
OG0003307	XP_003706800.1, XP_012148903.1	XP_001601855.2
OG0003308	XP_003705367.1	XP_016845748.1, XP_032457019.1
OG0003309	XP_012149781.1	XP_001600525.1
OG0003311	XP_003704080.1	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1
OG0003312	XP_003707190.1	XP_003425757.1, XP_008203965.1, XP_001606448.1
OG0003313	XP_003704176.1, XP_012142756.1	XP_003426633.1
OG0003314	XP_003700587.2	XP_003426081.1
OG0003315	XP_003704182.1, XP_012142799.1	XP_001605663.3
OG0003316	XP_003706864.1	XP_032452312.1
OG0003317	XP_012136363.1	XP_016842468.1, XP_001600535.1
OG0003318	XP_003703294.1	XP_031779959.1
OG0003319	XP_012140674.1, XP_012140675.1, XP_012140676.1	NP_001165797.1
OG0003320	XP_003699191.1	XP_001599074.2
OG0003321	XP_012152244.1	XP_008216489.1, XP_003424030.1
OG0003322	XP_003701711.1	XP_001604921.2
OG0003323	XP_003706958.1	XP_001604434.2, XP_008211404.1
OG0003324	XP_003700730.1	XP_001599547.1
OG0003325	XP_003702339.1	XP_032452651.1, XP_003425169.1
OG0003326	XP_012135220.1	XP_032455973.1, NP_001127800.1
OG0003327	XP_003704052.1	XP_001607631.1
OG0003328	XP_003700645.1	XP_001600626.2
OG0003329	XP_003700057.1	XP_003428199.1, XP_031786691.1
OG0003330	XP_012136308.1	XP_016845882.1, XP_008203053.1
OG0003331	XP_003699431.2	XP_031782365.1, XP_031782347.1
OG0003332	XP_003703448.1	XP_001603724.1
OG0003333	XP_003703076.1	XP_008212766.1, XP_008212765.1, XP_016837504.1
OG0003334	XP_003699200.1	XP_008215008.1
OG0003335	XP_003700743.1	XP_001607194.2
OG0003336	XP_012137618.1	XP_016843002.1
OG0003337	XP_003704850.2	NP_001166078.1
OG0003339	XP_003706529.1, XP_003706538.1, XP_012148174.1, XP_012148175.1	XP_001606646.2
OG0003340	XP_012138682.1	XP_001607630.2
OG0003341	XP_012134905.1	XP_031785381.1
OG0003342	XP_012144714.1	XP_001607831.2
OG0003343	XP_003704167.2	XP_001605475.3
OG0003344	XP_003700183.1	NP_001123317.1, XP_032452220.1
OG0003345	XP_003702455.1	XP_001608055.1
OG0003346	XP_012154367.1	XP_031784752.1
OG0003348	XP_012137835.1, XP_012137832.1	XP_016840535.1
OG0003349	XP_012153073.1	XP_008211064.3
OG0003350	XP_012150307.1	XP_001605023.1
OG0003351	XP_012149194.1	XP_008217410.1
OG0003352	XP_003702751.1	XP_031782364.1, XP_001604975.1
OG0003353	XP_012143545.1	XP_031783402.1
OG0003355	XP_003704833.1	XP_031786464.1
OG0003356	XP_003700406.1	XP_031777254.1
OG0003357	XP_003705196.1	XP_016840528.1
OG0003358	XP_003699854.1	XP_001604974.2
OG0003359	XP_003703316.1	XP_031781617.1
OG0003360	XP_012148461.1	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1
OG0003361	XP_003705769.2	NP_001165865.1, XP_008207920.1
OG0003362	XP_012138687.1	XP_031787772.1
OG0003363	XP_003700856.1	XP_016844987.1, XP_016844988.1
OG0003364	XP_003707058.1, XP_012149239.1, XP_012149240.1	XP_001604620.1
OG0003365	XP_003706124.1	XP_008212795.1, XP_001607615.2
OG0003366	XP_012152226.1	XP_008208142.1
OG0003367	XP_003704766.1	XP_016841681.1
OG0003368	XP_012135289.1	XP_001608198.2
OG0003369	XP_003707422.2	XP_016840979.1
OG0003370	XP_003701589.1	NP_001153334.1, XP_031777498.1
OG0003371	XP_003704201.1	NP_001153446.1, NP_001153445.1, XP_008216731.1
OG0003372	XP_003703967.1	XP_031780932.1
OG0003373	XP_012135844.1, XP_012135845.1, XP_012135842.1, XP_012135843.1	XP_031786772.1
OG0003374	XP_003707369.1	XP_032455255.1
OG0003376	XP_003702320.2	XP_001605382.1
OG0003377	XP_012142241.1	XP_031780716.1
OG0003378	XP_003705376.1	XP_032458173.1, XP_031785909.1
OG0003379	XP_012142990.1	XP_031786925.1
OG0003380	XP_012142484.1, XP_003704106.2	XP_031781487.1
OG0003381	XP_003702330.1	XP_001605201.1, XP_008203868.1
OG0003382	XP_003705924.1	XP_016841191.1
OG0003383	XP_003702985.2	XP_001600399.1
OG0003385	XP_003703741.1	XP_032454531.1, XP_001605068.2
OG0003387	XP_012136758.1	XP_001599757.1, XP_032458190.1, XP_003424837.1
OG0003388	XP_003704245.1	XP_003426564.1
OG0003389	XP_012140977.1	XP_008213769.1
OG0003390	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1	XP_003426918.1
OG0003391	XP_012143301.1	XP_008202154.1, XP_008202153.1
OG0003392	XP_003701397.1	XP_016845870.1
OG0003393	XP_012138952.1	XP_001605405.1
OG0003394	XP_003705800.1	XP_001606771.1, XP_031778844.1
OG0003395	XP_012135045.1	XP_001604101.2
OG0003396	XP_012143119.1	XP_001607425.1
OG0003398	XP_012140266.1	XP_001607355.1
OG0003399	XP_003707365.2	XP_001601933.1
OG0003400	XP_012136913.1	XP_003424747.1, XP_032456842.1
OG0003401	XP_012140574.1	XP_001606651.2, XP_016845402.1
OG0003402	XP_003708285.1	XP_001599713.1
OG0003403	XP_003699276.1	XP_001600431.1
OG0003404	XP_012142391.1	XP_031779080.1
OG0003405	XP_003701464.1	XP_008204009.1, XP_008204002.1
OG0003406	XP_012135009.1	XP_031786071.1, XP_031786069.1
OG0003407	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1	XP_003425749.1
OG0003408	XP_003706285.2	XP_003424314.1
OG0003409	XP_003702592.1	XP_016838223.1, XP_031778820.1
OG0003410	XP_012136384.1, XP_003699399.2, XP_012136380.1	XP_031778589.1
OG0003411	XP_003703747.1, XP_012141786.1, XP_012141785.1	XP_031780505.1
OG0003412	XP_012137915.1	XP_001604278.2
OG0003413	XP_012135195.1, XP_003700962.2, XP_012135196.1	XP_001602662.1
OG0003414	XP_003705360.1	XP_031781506.1
OG0003416	XP_003707150.1	XP_001601753.2
OG0003417	XP_003706581.1	XP_016839394.1, XP_016839393.2
OG0003418	XP_012142165.1	XP_016842407.1
OG0003419	XP_003699951.1	XP_008208739.1
OG0003420	XP_003702613.1	XP_001606185.1
OG0003421	XP_003703551.1	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1
OG0003422	XP_003705145.1	XP_001606351.1
OG0003424	XP_003706830.1	XP_001603235.1
OG0003425	XP_012146107.1, XP_003705614.1	XP_016840848.1, XP_031784522.1, XP_031784523.1
OG0003426	XP_012141482.1, XP_012141481.1	XP_008214857.1
OG0003427	XP_003705470.1	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1
OG0003428	XP_003700413.2	XP_032453976.1
OG0003429	XP_012135768.1	XP_016843938.1
OG0003430	XP_012141231.1	XP_032454860.1
OG0003431	XP_012153885.1	XP_016837400.1, XP_031780764.1
OG0003432	XP_012141166.1, XP_003703464.1	XP_003425676.1
OG0003433	XP_003700325.1	XP_003428173.1, XP_031786429.1, XP_031786428.1
OG0003434	XP_003706067.2	XP_008202235.1
OG0003435	XP_003702092.1	XP_001603997.1
OG0003436	XP_012146023.1	XP_008217342.2
OG0003437	XP_003707201.1	XP_032456914.1, XP_031787382.1
OG0003438	XP_003707289.1	XP_003426457.1
OG0003439	XP_012138882.1	XP_008215167.1
OG0003441	XP_012143532.1	XP_031783384.1, XP_031783382.1, XP_031783385.1
OG0003442	XP_012151141.1, XP_003707760.1, XP_012151142.1	XP_031786717.1, XP_008210116.1
OG0003444	XP_003704274.1	XP_031778018.1
OG0003445	XP_003707501.1	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1
OG0003446	XP_003700756.1, XP_003700685.1, XP_012134902.1	XP_016837091.1
OG0003447	XP_003701957.1	XP_003424583.1
OG0003448	XP_012138572.1	XP_008210748.1
OG0003449	XP_003702023.2	XP_031776669.1, XP_008216799.1
OG0003450	XP_012147354.1	XP_001600227.1
OG0003451	XP_012138431.1	XP_008210372.1
OG0003452	XP_003700048.1	XP_001604611.1
OG0003453	XP_012137259.1, XP_003701841.1	XP_001600949.1
OG0003454	XP_003704563.1	NP_001153317.1
OG0003455	XP_012140929.1	XP_001603352.1
OG0003456	XP_003700896.1	XP_001599918.1
OG0003457	XP_003705597.1	XP_031783417.1
OG0003458	XP_003699631.1	XP_001605099.3, XP_016843767.1
OG0003459	XP_003707633.1	XP_001606506.1
OG0003460	XP_003706303.1	NP_001177680.1, NP_001177681.1, NP_001177679.1
OG0003461	XP_012139744.1	XP_016841560.1
OG0003462	XP_012134528.1	XP_031786713.1, XP_031786712.1
OG0003463	XP_003699498.1, XP_012138468.1	XP_008217787.1
OG0003464	XP_003707864.1	XP_001599732.2
OG0003465	XP_003700476.1	XP_016842301.1, XP_008218131.1
OG0003466	XP_003702479.1, XP_012138788.1	XP_003423892.1
OG0003467	XP_012141260.1	XP_032454489.1, XP_008213509.1, XP_008213508.1
OG0003468	XP_003704981.1	XP_003424108.1
OG0003469	XP_003707325.1	XP_001606491.1, XP_008214817.1
OG0003470	XP_012136156.1	XP_031785314.1
OG0003471	XP_003703620.1	XP_001606370.1
OG0003472	XP_003703988.2	XP_008208020.1
OG0003473	XP_003700559.1, XP_012154422.1, XP_012154423.1	XP_001603735.1, XP_032456774.1
OG0003474	XP_003706269.1	XP_001604289.1
OG0003475	XP_003705587.1, XP_012146043.1	XP_016836743.1
OG0003476	XP_012153380.1	XP_031787014.1
OG0003477	XP_003699791.1	XP_001606644.2
OG0003478	XP_012135804.1, XP_012135805.1	NP_001161245.1
OG0003479	XP_012143158.1, XP_003699784.1	XP_016838281.1, XP_001608074.2
OG0003480	XP_003705314.1, XP_012145346.1	XP_008213190.1
OG0003481	XP_003704603.1, XP_012143617.1	XP_001602033.3
OG0003482	XP_003703364.1	XP_008206391.1
OG0003483	XP_012145208.1	XP_001607208.1
OG0003484	XP_003703299.1	XP_031781718.1
OG0003485	XP_003700401.1	XP_001606752.1
OG0003486	XP_003702357.1	XP_031785060.1, XP_001601526.1
OG0003487	XP_003701260.1	XP_001601422.2, XP_008216833.1
OG0003488	XP_003707466.1	XP_032455534.1, XP_031785678.1
OG0003489	XP_003707955.1	XP_008207605.3
OG0003490	XP_003701180.1, XP_012135974.1, XP_012135975.1	XP_008213196.1, XP_008213197.1, XP_016844513.1
OG0003491	XP_012140355.1	XP_016845917.1
OG0003492	XP_003703605.1	XP_001603619.1
OG0003493	XP_012149054.1, XP_003699988.1	XP_008205208.1, XP_001602461.2
OG0003494	XP_012138170.1	XP_016845528.1
OG0003495	XP_003708575.1	XP_008206040.1
OG0003496	XP_012138027.1, XP_003702174.1	XP_001605585.1
OG0003497	XP_012151441.1	XP_016839365.1, XP_016839364.1
OG0003498	XP_003706412.1	XP_031784333.1, XP_032455716.1, XP_001601196.1
OG0003499	XP_003706301.1	XP_008207430.1
OG0003500	XP_012135307.1	XP_016845591.1
OG0003501	XP_003704820.1	XP_001601626.1
OG0003502	XP_003702206.1	XP_031782821.1
OG0003503	XP_012142172.1	XP_031778425.1
OG0003504	XP_003705368.1	XP_016840248.1
OG0003506	XP_012148684.1	XP_008203801.2
OG0003507	XP_003702860.1	NP_001128395.1
OG0003508	XP_003707755.2	XP_001607183.1
OG0003510	XP_012151537.1	XP_003423865.1
OG0003511	XP_003703191.2	NP_001153421.1, XP_031787438.1
OG0003512	XP_012137254.1	XP_001604407.2
OG0003513	XP_012149427.1	XP_031788089.1, XP_031788057.1
OG0003514	XP_003707822.1, XP_012151321.1, XP_012151320.1	XP_016845576.1
OG0003515	XP_003707313.1	XP_031784403.1, XP_031784402.1
OG0003516	XP_003700249.1, XP_012153778.1	XP_001606215.1
OG0003517	XP_012153862.1	XP_031783413.1
OG0003518	XP_003699289.1	XP_031787356.1
OG0003519	XP_012139324.1	XP_031783548.1
OG0003520	XP_012149838.1	XP_016843257.1
OG0003521	XP_003703188.1	XP_008201792.1
OG0003522	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1	XP_001603530.1
OG0003523	XP_003702609.2, XP_012139010.1	XP_008216446.1, XP_008216445.1, XP_032453319.1
OG0003524	XP_012135663.1	XP_031784246.1
OG0003525	XP_012139214.1	XP_031778520.1
OG0003526	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1	XP_008202585.1
OG0003527	XP_003703048.1	XP_031783323.1
OG0003528	XP_003707158.2	XP_001604169.2
OG0003529	XP_003705804.1	XP_001606994.1
OG0003530	XP_012136229.1	XP_016840860.1, XP_032454871.1
OG0003531	XP_012143028.1, XP_003704264.1	NP_001161182.1
OG0003532	XP_003700199.1	XP_008208296.1
OG0003533	XP_012146091.1	XP_008206432.1
OG0003534	XP_012140762.1	XP_032456323.1
OG0003535	XP_003702521.1	XP_001599298.1
OG0003536	XP_012150589.1, XP_003707571.2	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1
