Orthogroup	Megachile_rotundata	Osmia_bicornis
OG0004847	XP_003703680.1	XP_029046314.1
OG0004848	XP_003704039.1	XP_029052069.1
OG0004849	XP_012149091.1	XP_029052115.1
OG0004850	XP_012138112.1	XP_029032566.1
OG0004851	XP_012146159.1	XP_029035371.1
OG0004852	XP_012137806.1	XP_029032215.1
OG0004853	XP_012138173.1	XP_029055654.1
OG0004854	XP_012144162.1	XP_029044842.1
OG0004855	XP_003706186.2	XP_029035869.1
OG0004856	XP_012141011.1	XP_029051789.1
OG0004857	XP_012149014.1	XP_029045594.1
OG0004858	XP_003705238.1	XP_029055755.1
OG0004859	XP_003705501.1	XP_029049292.1
OG0004860	XP_003700126.1, XP_012150869.1	XP_029036435.1
OG0004861	XP_012136691.1	XP_029056567.1
OG0004862	XP_012139106.1	XP_029052506.1
OG0004863	XP_012151074.1	XP_029033836.1
OG0004864	XP_012150864.1, XP_012150865.1	XP_029048000.1, XP_029047999.1
OG0004865	XP_003701768.1	XP_029042339.1, XP_029042294.1
OG0004866	XP_012136606.1	XP_029033466.1, XP_029033677.1
OG0004867	XP_012142390.1	XP_029040701.1
OG0004868	XP_012152209.1	XP_029044750.1
OG0004869	XP_012152210.1	XP_029049911.1, XP_029049910.1, XP_029049912.1
OG0004870	XP_003701358.2	XP_029049315.1
OG0004871	XP_012146787.1, XP_012146786.1, XP_012146780.1	XP_029056448.1
OG0004872	XP_003704547.1	XP_029038472.1
OG0004873	XP_012140894.1	XP_029046293.1, XP_029046292.1
OG0004874	XP_012134976.1	XP_029034110.1
OG0004875	XP_012154518.1, XP_012154519.1, XP_012154520.1	XP_029049720.1
OG0004876	XP_012135051.1	XP_029031897.1, XP_029031898.1
OG0004877	XP_003706579.1	XP_029054349.1
OG0004878	XP_003703283.1	XP_029050457.1
OG0004879	XP_012146058.1	XP_029037254.1
OG0004880	XP_012140983.1	XP_029051044.1
OG0004881	XP_012150119.1	XP_029036138.1
OG0004884	XP_003708256.1	XP_029034384.1
OG0004885	XP_012149968.1	XP_029048667.1
OG0004886	XP_012148714.1, XP_003706777.1, XP_012148712.1	XP_029056651.1, XP_029056653.1, XP_029056652.1
OG0004887	XP_012146208.1	XP_029050215.1
OG0004888	XP_012138591.1	XP_029049043.1, XP_029047679.1
OG0004890	XP_012140109.1	XP_029035260.1, XP_029035261.1
OG0004891	XP_012139204.1	XP_029046722.1
OG0004892	XP_012138213.1	XP_029041532.1
OG0004893	XP_012148239.1	XP_029046985.1
OG0004894	XP_003703838.1, XP_012141834.1, XP_012141833.1	XP_029035742.1
OG0004895	XP_003699732.1	XP_029047516.1
OG0004896	XP_012137067.1, XP_012137063.1	XP_029050584.1
OG0004897	XP_012137017.1	XP_029054517.1
OG0004897	XP_012137014.1	XP_029054508.1
OG0004898	XP_003701485.1, XP_012136652.1	XP_029031945.1
OG0004899	XP_003706487.1, XP_012148000.1, XP_012148001.1	XP_029050317.1
OG0004900	XP_003702368.1	XP_029034288.1
OG0004901	XP_012139167.1, XP_012139169.1	XP_029052518.1
OG0004902	XP_012151519.1	XP_029038005.1
OG0004903	XP_003699810.1	XP_029050707.1
OG0004904	XP_012136377.1	XP_029034185.1, XP_029034186.1
OG0004905	XP_012136686.1	XP_029031971.1
OG0004906	XP_012140485.1	XP_029043290.1, XP_029043197.1
OG0004907	XP_003702375.1	XP_029034134.1
OG0004908	XP_012144981.1	XP_029055849.1
OG0004909	XP_012147738.1, XP_003706341.1	XP_029041072.1
OG0004910	XP_012149575.1	XP_029045428.1
OG0004911	XP_012152430.1	XP_029056139.1, XP_029056144.1
OG0004912	XP_012139822.1, XP_012139819.1	XP_029043561.1
OG0004913	XP_003706316.1	XP_029052244.1
OG0004914	XP_012142030.1	XP_029032443.1
OG0004916	XP_012151541.1	XP_029038107.1
OG0004917	XP_003700734.2	XP_029043038.1
OG0004918	XP_012149945.1, XP_012149948.1	XP_029045731.1
OG0004919	XP_003703472.1	XP_029043768.1
OG0004920	XP_012149959.1, XP_012149960.1	XP_029036383.1
OG0004921	XP_012147952.1	XP_029035731.1
OG0004922	XP_003706693.1	XP_029050561.1
OG0004923	XP_012143283.1, XP_012143282.1	XP_029039216.1
OG0004924	XP_003701265.1	XP_029044257.1
OG0004925	XP_003699185.2	XP_029037724.1
OG0004926	XP_012144689.1	XP_029052621.1
OG0004927	XP_012142817.1	XP_029050357.1
OG0004928	XP_012139113.1, XP_003702665.1	XP_029045740.1
OG0004929	XP_012139825.1	XP_029043478.1, XP_029043481.1
OG0004930	XP_003708316.2	XP_029043399.1
OG0004931	XP_012139478.1	XP_029041922.1, XP_029041921.1
OG0004932	XP_012143574.1, XP_012143569.1	XP_029044560.1
OG0004934	XP_003704187.2	XP_029052822.1, XP_029052823.1
OG0004935	XP_003701721.2	XP_029040733.1
OG0004936	XP_003705842.1	XP_029051525.1
OG0004937	XP_003703872.1	XP_029042499.1
OG0004938	XP_012148914.1	XP_029040487.1
OG0004939	XP_012151128.1	XP_029054006.1
OG0004940	XP_012140374.1	XP_029048583.1, XP_029048580.1, XP_029048582.1
OG0004942	XP_003705780.1	XP_029052627.1, XP_029052629.1
OG0004943	XP_003704989.1, XP_012144450.1	XP_029040331.1
OG0004944	XP_003705675.1	XP_029044443.1
OG0004945	XP_012141398.1	XP_029044406.1
OG0004946	XP_012147459.1, XP_012147461.1, XP_012147460.1	XP_029045868.1
OG0004947	XP_012145178.1	XP_029042163.1
OG0004948	XP_003703689.2	XP_029053474.1
OG0004949	XP_012139876.1	XP_029032674.1, XP_029032677.1
OG0004951	XP_003699684.2	XP_029045986.1
OG0004952	XP_012139082.1	XP_029048245.1
OG0004954	XP_003702098.1	XP_029055389.1, XP_029055388.1
OG0004955	XP_012135093.1, XP_012135094.1	XP_029034425.1
OG0004956	XP_012150015.1	XP_029038923.1
OG0004957	XP_012149614.1, XP_003707124.1, XP_012149611.1	XP_029037598.1, XP_029037597.1, XP_029037596.1
OG0004958	XP_003707983.2	XP_029049459.1, XP_029049460.1
OG0004959	XP_012138158.1	XP_029055659.1
OG0004960	XP_012149110.1, XP_012149112.1, XP_012149111.1	XP_029039905.1
OG0004961	XP_012148685.1, XP_003706764.1	XP_029032143.1
OG0004962	XP_012140573.1, XP_003703344.1	XP_029042517.1, XP_029042852.1, XP_029042844.1, XP_029042500.1, XP_029042510.1, XP_029042527.1, XP_029042826.1, XP_029042836.1
OG0004963	XP_012139261.1	XP_029033295.1
OG0004964	XP_003700296.2	XP_029050133.1
OG0004965	XP_003701438.1, XP_012136276.1	XP_029036957.1
OG0004966	XP_012146936.1, XP_012146937.1	XP_029052773.1
OG0004967	XP_003700762.1	XP_029038874.1, XP_029038875.1, XP_029038876.1, XP_029038877.1
OG0004968	XP_012143518.1	XP_029052649.1
OG0004969	XP_003705701.2	XP_029036774.1, XP_029036773.1
OG0004973	XP_003706500.1	XP_029033392.1, XP_029054446.1, XP_029054445.1
OG0004976	XP_003704598.1	XP_029052290.1
OG0004977	XP_012145554.1	XP_029042284.1
OG0004978	XP_003701164.1	XP_029044215.1
OG0004979	XP_012140909.1	XP_029036955.1
OG0004980	XP_003701695.1	XP_029033798.1
OG0004981	XP_003705649.1	XP_029040160.1
OG0004982	XP_003700155.1	XP_029039243.1
OG0004983	XP_003702798.1	XP_029039076.1
OG0004984	XP_012147053.1	XP_029040268.1
OG0004985	XP_012139310.1	XP_029033360.1
OG0004986	XP_012145878.1	XP_029035099.1
OG0004987	XP_012145299.1	XP_029035127.1
OG0004988	XP_003706808.1	XP_029040436.1
OG0004989	XP_012136726.1	XP_029036234.1
OG0004990	XP_012136145.1	XP_029033242.1
OG0004991	XP_003706524.1	XP_029038603.1
OG0004993	XP_003705858.1	XP_029053471.1, XP_029053518.1
OG0004994	XP_003699725.1	XP_029045562.1
OG0004995	XP_003703831.1	XP_029038061.1
OG0004996	XP_012145246.1	XP_029043814.1
OG0004997	XP_012149523.1	XP_029039387.1
OG0004998	XP_003703452.1	XP_029046374.1
OG0004999	XP_003702795.1	XP_029039043.1
OG0005000	XP_003705082.1	XP_029035032.1
OG0005001	XP_003702938.1	XP_029052742.1, XP_029052741.1
OG0005002	XP_012150321.1, XP_003707356.1	XP_029036499.1
OG0005003	XP_003701835.2	XP_029048464.1
OG0005004	XP_012152309.1	XP_029050237.1
OG0005005	XP_012141996.1, XP_003703907.1	XP_029039274.1
OG0005006	XP_003703512.1	XP_029043719.1
OG0005007	XP_012137275.1, XP_003701843.1	XP_029034276.1
OG0005008	XP_003707651.1	XP_029038753.1
OG0005009	XP_003708061.1	XP_029047445.1
OG0005010	XP_003700129.1	XP_029037333.1
OG0005011	XP_003706263.1	XP_029044673.1
OG0005012	XP_003699273.1	XP_029042708.1
OG0005013	XP_012147225.1	XP_029052707.1
OG0005014	XP_003704656.1	XP_029047530.1
OG0005015	XP_003701447.1	XP_029041570.1
OG0005016	XP_003700978.1	XP_029056570.1
OG0005017	XP_003700572.1	XP_029046589.1
OG0005018	XP_003702500.1	XP_029044284.1
OG0005019	XP_003699408.1	XP_029043262.1
OG0005020	XP_003708270.1	XP_029043475.1
OG0005021	XP_003700609.1	XP_029046485.1
OG0005022	XP_003707260.1	XP_029048727.1
OG0005023	XP_003703165.1	XP_029051294.1
OG0005024	XP_003699413.1	XP_029047543.1
OG0005025	XP_003700831.1	XP_029048593.1
OG0005026	XP_003708192.1	XP_029050240.1
OG0005027	XP_003706402.1	XP_029038036.1
OG0005028	XP_003706611.1	XP_029047408.1
OG0005029	XP_003707918.2	XP_029052008.1
OG0005030	XP_012152835.1	XP_029046458.1
OG0005031	XP_003704953.1	XP_029040211.1
OG0005032	XP_012138842.1	XP_029046827.1
OG0005034	XP_003699239.1	XP_029037618.1
OG0005035	XP_003703155.1	XP_029038595.1
OG0005037	XP_012140551.1	XP_029055349.1, XP_029055348.1
OG0005038	XP_003700694.1	XP_029046640.1
OG0005039	XP_003707455.2	XP_029036445.1
OG0005040	XP_003708166.1	XP_029046185.1
OG0005041	XP_003708087.1	XP_029037399.1
OG0005042	XP_003702677.1	XP_029036579.1
OG0005043	XP_012141055.1	XP_029045801.1, XP_029045800.1
OG0005044	XP_003699965.1	XP_029042719.1
OG0005045	XP_003700196.1	XP_029038871.1
OG0005046	XP_003701243.1	XP_029052340.1
OG0005047	XP_003705948.1	XP_029045808.1
OG0005048	XP_003707183.1	XP_029035197.1
OG0005049	XP_012145680.1	XP_029044091.1, XP_029044092.1
OG0005050	XP_003704441.1	XP_029035851.1
OG0005051	XP_012139116.1	XP_029045742.1
OG0005052	XP_003703185.2	XP_029038596.1
OG0005053	XP_012142622.1	XP_029052389.1
OG0005054	XP_003702585.1	XP_029043688.1
OG0005055	XP_003705751.2	XP_029046542.1
OG0005056	XP_003702225.1, XP_012138187.1	XP_029055869.1
OG0005057	XP_003706006.1	XP_029040883.1
OG0005058	XP_003708445.1, XP_012152793.1	XP_029046401.1
OG0005059	XP_003702805.1	XP_029039154.1
OG0005060	XP_012147645.1, XP_012147644.1	XP_029031940.1
OG0005061	XP_003707440.1	XP_029036436.1
OG0005062	XP_012144214.1	XP_029038743.1
OG0005063	XP_003700778.1	XP_029034606.1
OG0005064	XP_012144273.1	XP_029047950.1
OG0005065	XP_003707482.1	XP_029041223.1
OG0005066	XP_003704634.1	XP_029046941.1
OG0005067	XP_003701712.1	XP_029052259.1
OG0005068	XP_003704943.1	XP_029040265.1
OG0005069	XP_003699803.1	XP_029050708.1
OG0005070	XP_003707865.1	XP_029050907.1
OG0005071	XP_003705319.1	XP_029051580.1
OG0005072	XP_003708635.1	XP_029050022.1
OG0005073	XP_012148512.1	XP_029034752.1
OG0005074	XP_012146563.1	XP_029040628.1
OG0005075	XP_003705814.1	XP_029040623.1
OG0005076	XP_012145398.1	XP_029036691.1
OG0005077	XP_003705831.1	XP_029048124.1
OG0005078	XP_012147151.1	XP_029032522.1
OG0005079	XP_012148457.1	XP_029040768.1
OG0005080	XP_003705572.1	XP_029038547.1
OG0005081	XP_003707762.1	XP_029038333.1
OG0005082	XP_003706339.1	XP_029041058.1
OG0005083	XP_003699625.1	XP_029044413.1
OG0005084	XP_003699839.1	XP_029046211.1
OG0005085	XP_003702160.1	XP_029055650.1
OG0005086	XP_012138080.1	XP_029032791.1
OG0005087	XP_003700022.1	XP_029038458.1
OG0005088	XP_003705451.1	XP_029040124.1
OG0005090	XP_003700491.1	XP_029042338.1
OG0005091	XP_003702748.1	XP_029032802.1
OG0005092	XP_003705959.1	XP_029036731.1
OG0005093	XP_012152369.1	XP_029047562.1
OG0005094	XP_003702145.1	XP_029053103.1
OG0005095	XP_003702044.1	XP_029055408.1
OG0005096	XP_003706238.1	XP_029041155.1
OG0005097	XP_003704267.1	XP_029048588.1
OG0005098	XP_003708317.1	XP_029043339.1
OG0005099	XP_003701868.1	XP_029053040.1
OG0005100	XP_003700898.1	XP_029056540.1
OG0005101	XP_003705696.1	XP_029054246.1
OG0005102	XP_003701069.2	XP_029039746.1
OG0005103	XP_003703499.1, XP_012141307.1	XP_029038223.1
OG0005104	XP_003700780.1	XP_029034648.1
OG0005105	XP_012147413.1	XP_029035965.1
OG0005106	XP_003700453.1	XP_029048632.1
OG0005107	XP_003703797.1	XP_029048760.1
OG0005108	XP_003702730.1	XP_029033317.1
OG0005109	XP_003706237.1	XP_029035048.1
OG0005110	XP_012141794.1	XP_029037905.1, XP_029037904.1
OG0005111	XP_012151968.1	XP_029037397.1
OG0005112	XP_012147796.1	XP_029052797.1
OG0005113	XP_012147428.1, XP_003706221.1	XP_029035940.1
OG0005114	XP_003700769.1	XP_029041659.1
OG0005115	XP_003700519.1	XP_029048609.1
OG0005116	XP_003701090.1	XP_029051148.1
OG0005117	XP_003708106.1	XP_029033780.1
OG0005118	XP_003699871.1	XP_029051745.1
OG0005119	XP_012154372.1	XP_029048630.1
OG0005120	XP_012134814.1	XP_029056163.1
OG0005121	XP_003703928.1	XP_029047613.1
OG0005122	XP_003699614.1	XP_029045909.1
OG0005123	XP_003706722.1	XP_029034843.1
OG0005124	XP_003708145.1, XP_012152212.1	XP_029049921.1
OG0005125	XP_003700697.1	XP_029033194.1
OG0005126	XP_012144941.1	XP_029042880.1
OG0005127	XP_003705427.1	XP_029043851.1, XP_029043852.1
OG0005128	XP_003707225.2	XP_029038369.1
OG0005129	XP_003703939.1	XP_029053315.1
OG0005130	XP_003706689.1	XP_029040066.1
OG0005131	XP_012143904.1	XP_029040897.1
OG0005132	XP_012152683.1	XP_029039395.1
OG0005133	XP_012137385.1, XP_012137382.1	XP_029053032.1
OG0005134	XP_012135745.1	XP_029046757.1
OG0005135	XP_012149233.1, XP_012149232.1	XP_029039594.1
OG0005137	XP_012143264.1	XP_029037546.1
OG0005138	XP_003700027.1	XP_029041418.1
OG0005139	XP_012151848.1	XP_029038695.1
OG0005140	XP_003705735.1	XP_029035404.1
OG0005141	XP_012137170.1	XP_029049402.1
OG0005142	XP_012141098.1	XP_029045911.1
OG0005143	XP_003706404.1	XP_029040387.1
OG0005145	XP_003704135.1	XP_029045150.1
OG0005146	XP_003699221.1	XP_029035290.1
OG0005147	XP_012148378.1	XP_029041041.1
OG0005148	XP_003700711.1	XP_029041751.1
OG0005149	XP_003707514.1	XP_029044317.1
OG0005150	XP_012150545.1	XP_029055722.1
OG0005151	XP_003704975.1	XP_029040239.1
OG0005152	XP_003702414.2	XP_029039503.1, XP_029037232.1
OG0005153	XP_003702559.1	XP_029051899.1
OG0005154	XP_012154505.1	XP_029046590.1
OG0005155	XP_003699797.1	XP_029032748.1
OG0005156	XP_003702073.1	XP_029040218.1
OG0005157	XP_003701651.1	XP_029049554.1
OG0005158	XP_012140997.1	XP_029041243.1
OG0005159	XP_012151821.1	XP_029038067.1
OG0005160	XP_003702713.1	XP_029043591.1, XP_029043680.1
OG0005161	XP_012135893.1	XP_029052323.1
OG0005162	XP_003704308.1	XP_029049949.1, XP_029049948.1, XP_029049947.1
OG0005163	XP_012140784.1	XP_029034753.1
OG0005164	XP_003707528.1	XP_029044321.1
OG0005165	XP_012153886.1	XP_029050192.1
OG0005166	XP_012144376.1	XP_029040296.1
OG0005167	XP_012137298.1	XP_029034108.1
OG0005168	XP_012153632.1	XP_029036660.1
OG0005169	XP_003707240.1	XP_029050172.1
OG0005170	XP_003700639.1	XP_029051683.1
OG0005171	XP_003702501.1	XP_029044278.1
OG0005172	XP_012142814.1	XP_029044487.1
OG0005173	XP_003706810.1	XP_029040432.1
OG0005174	XP_012145156.1	XP_029036680.1
OG0005175	XP_012139691.1	XP_029053375.1, XP_029053374.1
OG0005176	XP_003705882.1	XP_029048004.1
OG0005177	XP_012147371.1	XP_029035827.1
OG0005178	XP_003699667.2	XP_029044412.1
OG0005179	XP_012134629.1	XP_029041653.1
OG0005180	XP_012146608.1	XP_029050484.1
OG0005181	XP_012144893.1	XP_029051509.1
OG0005182	XP_012150950.1	XP_029035475.1
OG0005183	XP_003699639.1, XP_012141973.1	XP_029036998.1
OG0005184	XP_003701477.1	XP_029032059.1
OG0005185	XP_012140667.1, XP_003699648.1	XP_029034784.1
OG0005186	XP_003699715.1	XP_029047692.1
OG0005187	XP_012145177.1, XP_012145176.1, XP_003705244.1	XP_029042049.1
OG0005188	XP_003699417.1	XP_029033264.1
OG0005189	XP_003701147.1	XP_029047154.1
OG0005190	XP_012144912.1	XP_029034996.1, XP_029034995.1
OG0005191	XP_003700675.1	XP_029049420.1
OG0005192	XP_003700644.1	XP_029040221.1
OG0005193	XP_003707442.2	XP_029036432.1
OG0005194	XP_012138053.1	XP_029040256.1
OG0005195	XP_012140759.1	XP_029043301.1
OG0005196	XP_012142443.1	XP_029045220.1
OG0005197	XP_012148921.1, XP_012148919.1	XP_029040480.1
OG0005198	XP_003707527.1	XP_029051561.1
OG0005199	XP_003703368.1	XP_029055610.1
OG0005200	XP_012144826.1	XP_029035061.1
OG0005201	XP_003700967.2	XP_029031966.1
OG0005202	XP_003706925.1	XP_029033696.1, XP_029033616.1
OG0005203	XP_003703486.1	XP_029041306.1, XP_029041307.1
OG0005204	XP_012140016.1	XP_029040100.1
OG0005205	XP_003703927.1	XP_029047624.1
OG0005206	XP_003707949.1	XP_029049515.1
OG0005207	XP_003704529.1	XP_029031889.1
OG0005208	XP_003703035.1	XP_029035571.1
OG0005209	XP_003704464.2	XP_029039100.1
OG0005210	XP_003705960.1	XP_029040892.1
OG0005211	XP_003706223.1	XP_029035857.1
OG0005212	XP_003706858.1	XP_029039984.1
OG0005213	XP_003699912.1	XP_029037111.1
OG0005214	XP_012138748.1	XP_029051900.1
OG0005215	XP_012135810.1	XP_029052947.1
OG0005216	XP_003706786.1	XP_029040565.1
OG0005217	XP_003706105.1	XP_029050120.1
OG0005218	XP_012146401.1	XP_029046549.1
OG0005219	XP_003707112.1	XP_029039091.1
OG0005220	XP_012135011.1	XP_029033464.1
OG0005221	XP_012142068.1	XP_029053308.1
OG0005222	XP_012154279.1	XP_029049600.1
OG0005223	XP_003706763.1	XP_029032119.1
OG0005225	XP_012149177.1	XP_029052427.1
OG0005226	XP_012150859.1	XP_029047997.1
OG0005227	XP_012150308.1	XP_029037030.1
OG0005228	XP_012146553.1	XP_029040584.1, XP_029040585.1
OG0005229	XP_012151596.1	XP_029033977.1
OG0005230	XP_003702864.1	XP_029043335.1
OG0005231	XP_003700494.1	XP_029049834.1
OG0005232	XP_003707470.1	XP_029048725.1
OG0005233	XP_012153869.1	XP_029050193.1
OG0005234	XP_003699948.1	XP_029046608.1
OG0005235	XP_003705364.1	XP_029045149.1
OG0005236	XP_003702765.1	XP_029039408.1
OG0005237	XP_012145203.1	XP_029042176.1
OG0005238	XP_012136624.1	XP_029031918.1
OG0005239	XP_003705410.2	XP_029042489.1
OG0005240	XP_012144217.1	XP_029038802.1
OG0005241	XP_012135571.1, XP_012135562.1	XP_029049680.1
OG0005242	XP_003700428.1	XP_029042264.1
OG0005243	XP_003707902.1	XP_029051943.1
OG0005244	XP_003707247.1	XP_029036201.1
OG0005245	XP_003704639.1	XP_029046938.1
OG0005246	XP_003705172.1	XP_029047597.1
OG0005248	XP_012146012.1	XP_029037033.1
OG0005249	XP_003701937.1	XP_029045446.1
OG0005250	XP_012138669.1	XP_029037367.1
OG0005251	XP_003706131.1	XP_029037037.1
OG0005252	XP_003705074.1	XP_029034892.1
OG0005253	XP_003702845.1	XP_029043352.1
OG0005254	XP_003707880.1	XP_029034076.1
OG0005255	XP_003706208.1	XP_029035884.1
OG0005256	XP_003705328.1	XP_029041161.1
OG0005257	XP_012143767.1	XP_029047717.1
OG0005258	XP_003707238.1	XP_029050181.1
OG0005259	XP_012141501.1	XP_029044603.1
OG0005260	XP_012148888.1	XP_029034450.1
OG0005261	XP_012145283.1	XP_029035119.1
OG0005262	XP_003701650.1	XP_029040666.1
OG0005263	XP_003701535.1	XP_029043061.1
OG0005264	XP_012135264.1	XP_029049180.1
OG0005265	XP_003708005.2	XP_029050283.1
OG0005266	XP_003703767.1	XP_029044925.1
OG0005267	XP_003701967.1	XP_029038497.1
OG0005268	XP_003699396.1	XP_029056590.1
OG0005269	XP_003706514.2	XP_029038608.1
OG0005270	XP_012136241.1	XP_029045968.1
OG0005271	XP_003703724.1	XP_029051725.1
OG0005272	XP_012150056.1	XP_029037738.1
OG0005273	XP_003708547.2	XP_029052485.1
OG0005274	XP_012139417.1, XP_012139418.1	XP_029041792.1
OG0005275	XP_003702498.1	XP_029044282.1
OG0005276	XP_003699373.1	XP_029049677.1
OG0005277	XP_012140936.1	XP_029053168.1
OG0005278	XP_012140879.1	XP_029046309.1
OG0005280	XP_003706795.1	XP_029034497.1
OG0005281	XP_003706315.2, XP_012147690.1	XP_029052239.1
OG0005282	XP_003704146.2	XP_029052578.1
OG0005283	XP_012145622.1	XP_029043847.1
OG0005284	XP_012135927.1, XP_012135926.1	XP_029044292.1
OG0005285	XP_003706640.1	XP_029041056.1
OG0005286	XP_003703507.1	XP_029041097.1
OG0005287	XP_003704607.1	XP_029039726.1
OG0005288	XP_003706543.1	XP_029047494.1
OG0005290	XP_012134776.1	XP_029043041.1
OG0005291	XP_003699973.2, XP_012147991.1	XP_029051332.1
OG0005292	XP_012147715.1	XP_029046534.1
OG0005294	XP_003707792.1	XP_029054012.1
OG0005295	XP_003699711.1	XP_029045561.1
OG0005296	XP_003707676.1	XP_029048921.1
OG0005297	XP_003703591.1	XP_029051164.1
OG0005298	XP_003704101.1, XP_012142478.1	XP_029045215.1
OG0005299	XP_003706013.1	XP_029045775.1
OG0005300	XP_012154360.1	XP_029051000.1
OG0005301	XP_003699781.1	XP_029051403.1
OG0005303	XP_012145486.1	XP_029050729.1
OG0005304	XP_003706812.1	XP_029039922.1
OG0005305	XP_003700450.1	XP_029051028.1
OG0005306	XP_012145055.1	XP_029033765.1
OG0005307	XP_003699287.2	XP_029049776.1
OG0005308	XP_003707797.1	XP_029035409.1
OG0005309	XP_003699350.1	XP_029042752.1
OG0005311	XP_003702009.2	XP_029046957.1
OG0005312	XP_003699958.1	XP_029044881.1
OG0005313	XP_003707817.1	XP_029042696.1
OG0005314	XP_012152799.1	XP_029038925.1
OG0005315	XP_012154386.1	XP_029048916.1
OG0005316	XP_003703707.1	XP_029051060.1
OG0005317	XP_003705805.1	XP_029040586.1
OG0005318	XP_012140203.1, XP_012140202.1	XP_029055508.1
OG0005319	XP_003704420.2	XP_029054182.1
OG0005320	XP_012137448.1	XP_029032755.1
OG0005321	XP_003699260.1	XP_029042454.1
OG0005322	XP_012134980.1	XP_029034567.1
OG0005323	XP_003707460.2, XP_012150306.1	XP_029036509.1
OG0005324	XP_003700496.1	XP_029049829.1
OG0005325	XP_003705017.1	XP_029050334.1, XP_029050342.1
OG0005327	XP_012135102.1, XP_003699282.1, XP_012135099.1	XP_029049662.1
OG0005328	XP_003702057.1	XP_029055383.1
OG0005329	XP_003704848.1	XP_029036215.1
OG0005330	XP_012149883.1	XP_029036202.1
OG0005331	XP_012147839.1	XP_029038019.1
OG0005332	XP_012136989.1	XP_029040762.1
OG0005333	XP_003701538.1	XP_029043083.1
OG0005334	XP_012148187.1	XP_029041004.1
OG0005335	XP_012150990.1	XP_029042376.1
OG0005336	XP_003706882.1	XP_029039918.1
OG0005337	XP_003703483.1	XP_029041298.1
OG0005338	XP_003708296.1	XP_029032817.1
OG0005339	XP_003699323.1	XP_029042340.1
OG0005340	XP_012151131.1	XP_029054002.1
OG0005341	XP_003703769.1	XP_029035735.1
