Orthogroup	Megachile_rotundata	Polistes_dominula
OG0004355	XP_003701968.2	XP_015181563.1
OG0004356	XP_003699541.1	XP_015190935.1
OG0004357	XP_012138906.1	XP_015177611.1, XP_015177610.1
OG0004358	XP_003701001.1	XP_015176841.1
OG0004359	XP_012148529.1	XP_015180976.1
OG0004360	XP_012139125.1, XP_003702667.2	XP_015173321.1
OG0004361	XP_003699588.1	XP_015171734.1
OG0004362	XP_003705516.1	XP_015173240.1
OG0004363	XP_003699968.1	XP_015185674.1, XP_015185675.1, XP_015185673.1
OG0004364	XP_003700820.2	XP_015179808.1
OG0004365	XP_003708311.2	XP_015179807.1
OG0004366	XP_003701451.1	XP_015177156.1
OG0004367	XP_012142604.1	XP_015190626.1
OG0004368	XP_012139109.1	XP_015176445.1
OG0004369	XP_012149902.1, XP_003707250.1	XP_015185827.1
OG0004370	XP_012138197.1	XP_015179509.1
OG0004371	XP_003705705.1	XP_015176249.1
OG0004372	XP_003701466.1	XP_015178816.1
OG0004373	XP_012137002.1, XP_003701722.1	XP_015182235.1
OG0004374	XP_003707509.1	XP_015173591.1
OG0004375	XP_003706461.1	XP_015179923.1
OG0004376	XP_003706071.1	XP_015176018.1
OG0004377	XP_003699931.1	XP_015185853.1
OG0004378	XP_003703436.1	XP_015176204.1
OG0004379	XP_003706094.1	XP_015180193.1
OG0004380	XP_003705004.2	XP_015176657.1
OG0004381	XP_003700993.1	XP_015181754.1
OG0004382	XP_003699251.1	XP_015191186.1, XP_015191185.1, XP_015191187.1
OG0004383	XP_003705532.2	XP_015191334.1
OG0004384	XP_003701891.1	XP_015175765.1
OG0004385	XP_003705905.1	XP_015187542.1
OG0004386	XP_003701184.1	XP_015181333.1
OG0004387	XP_003707102.1	XP_015173659.1
OG0004388	XP_003708020.1	XP_015175820.1
OG0004389	XP_012153971.1	XP_015188111.1
OG0004391	XP_012137865.1	XP_015184061.1
OG0004392	XP_003706597.1	XP_015181202.1
OG0004394	XP_012140394.1	XP_015172794.1
OG0004395	XP_003703260.1	XP_015186716.1
OG0004396	XP_003707080.1	XP_015186608.1
OG0004397	XP_003702807.1	XP_015179775.1, XP_015179774.1
OG0004398	XP_003706042.1	XP_015184973.1
OG0004399	XP_003702732.2	XP_015181915.1
OG0004400	XP_003702221.1	XP_015183985.1
OG0004401	XP_012151474.1	XP_015178319.1
OG0004402	XP_003701796.1	XP_015181637.1
OG0004403	XP_012153637.1, XP_003700212.1	XP_015191772.1
OG0004404	XP_012146700.1	XP_015178049.1, XP_015178048.1
OG0004405	XP_012142250.1	XP_015186241.1
OG0004407	XP_003700343.1	XP_015175014.1
OG0004408	XP_012146682.1	XP_015186497.1
OG0004409	XP_003701355.1	XP_015174662.1
OG0004410	XP_012136771.1	XP_015171699.1
OG0004411	XP_003705076.1	XP_015172022.1
OG0004412	XP_012154379.1	XP_015189375.1
OG0004413	XP_012147319.1	XP_015191328.1
OG0004414	XP_003699717.1	XP_015175097.1
OG0004416	XP_003705833.1	XP_015180836.1
OG0004417	XP_012147831.1, XP_012147834.1	XP_015189232.1
OG0004418	XP_003703070.1	XP_015186766.1
OG0004419	XP_012144629.1	XP_015180543.1
OG0004420	XP_003706207.1	XP_015180627.1, XP_015180616.1
OG0004421	XP_012139538.1	XP_015172144.1
OG0004422	XP_012150622.1, XP_012150621.1	XP_015181247.1
OG0004423	XP_012153838.1	XP_015182397.1
OG0004424	XP_012142579.1	XP_015183491.1
OG0004425	XP_012138593.1, XP_003702415.2	XP_015172546.1
OG0004426	XP_003707339.1	XP_015175272.1
OG0004427	XP_003708159.1	XP_015174992.1, XP_015174993.1, XP_015174991.1
OG0004428	XP_003707089.2	XP_015179007.1
OG0004429	XP_003705879.1	XP_015191849.1
OG0004430	XP_012150034.1	XP_015179057.1
OG0004431	XP_003704738.1	XP_015177325.1
OG0004432	XP_003704525.1	XP_015172374.1
OG0004433	XP_003707469.1	XP_015177506.1
OG0004434	XP_012146914.1	XP_015172026.1
OG0004436	XP_003699927.1	XP_015185865.1
OG0004437	XP_012145845.1	XP_015189049.1
OG0004438	XP_003702863.1	XP_015172112.1
OG0004439	XP_003701855.1	XP_015178463.1
OG0004440	XP_003702862.1, XP_012139854.1, XP_012139853.1	XP_015172077.1
OG0004441	XP_003704853.1	XP_015185151.1
OG0004442	XP_003703944.2	XP_015186190.1, XP_015186188.1
OG0004443	XP_003699433.1	XP_015172258.1, XP_015172256.1, XP_015172257.1
OG0004444	XP_012151465.1	XP_015174014.1
OG0004445	XP_003704053.1	XP_015185966.1
OG0004446	XP_012141308.1	XP_015171305.1
OG0004447	XP_012139003.1, XP_012138998.1	XP_015191444.1
OG0004448	XP_003700438.1, XP_012154087.1	XP_015172171.1
OG0004449	XP_003707245.1	XP_015189524.1
OG0004450	XP_003700449.2	XP_015182837.1
OG0004451	XP_003707011.1	XP_015185672.1
OG0004452	XP_012154368.1	XP_015175169.1
OG0004454	XP_012149314.1	XP_015179236.1
OG0004455	XP_012150316.1	XP_015187950.1
OG0004456	XP_012146514.1, XP_012146513.1	XP_015184471.1
OG0004457	XP_003704491.2	XP_015181559.1
OG0004458	XP_012137037.1	XP_015189484.1
OG0004459	XP_012139978.1	XP_015176322.1
OG0004460	XP_012152928.1, XP_012152929.1	XP_015176125.1
OG0004461	XP_012140462.1	XP_015180609.1
OG0004462	XP_012144354.1	XP_015181735.1, XP_015181734.1, XP_015181732.1
OG0004463	XP_003703736.1	XP_015184390.1
OG0004466	XP_003701935.1	XP_015176360.1
OG0004467	XP_012147227.1	XP_015181372.1
OG0004468	XP_003703980.2	XP_015178375.1
OG0004469	XP_012150929.1	XP_015178090.1
OG0004470	XP_003703527.1	XP_015173200.1
OG0004471	XP_003705185.1	XP_015186731.1
OG0004472	XP_003700819.1	XP_015184247.1
OG0004473	XP_003707004.1	XP_015190646.1
OG0004474	XP_012145762.1	XP_015184659.1, XP_015184660.1
OG0004475	XP_003706568.1	XP_015174742.1
OG0004476	XP_012148809.1	XP_015178459.1
OG0004477	XP_003708567.1	XP_015175815.1, XP_015175814.1
OG0004478	XP_003703828.2	XP_015176805.1
OG0004479	XP_003708190.1	XP_015179030.1
OG0004480	XP_003699475.1	XP_015181548.1
OG0004481	XP_012145027.1	XP_015185455.1
OG0004482	XP_003701892.1	XP_015175663.1, XP_015175662.1
OG0004483	XP_003699258.2	XP_015183761.1
OG0004484	XP_003705160.1, XP_012144937.1	XP_015185566.1
OG0004485	XP_003703258.1	XP_015189665.1, XP_015186640.1
OG0004486	XP_003708008.1	XP_015190492.1
OG0004487	XP_012149812.1	XP_015186641.1
OG0004488	XP_003707730.2	XP_015191403.1
OG0004489	XP_003705233.1	XP_015175181.1, XP_015175180.1
OG0004490	XP_003701820.1	XP_015190957.1
OG0004491	XP_003706083.1	XP_015180010.1
OG0004492	XP_003707189.1	XP_015176439.1
OG0004493	XP_003704443.1	XP_015190505.1
OG0004494	XP_003699733.1	XP_015178567.1
OG0004495	XP_003700146.1	XP_015182759.1
OG0004496	XP_003703226.1	XP_015174042.1
OG0004497	XP_003708675.1	XP_015185774.1
OG0004498	XP_003706945.1	XP_015174438.1
OG0004499	XP_012136168.1	XP_015190699.1
OG0004500	XP_012143916.1	XP_015181790.1
OG0004501	XP_012143109.1	XP_015181130.1
OG0004502	XP_003703479.1	XP_015181780.1
OG0004503	XP_012150000.1	XP_015184786.1
OG0004504	XP_003699235.1	XP_015172578.1
OG0004505	XP_012152188.1	XP_015176438.1
OG0004506	XP_003704493.1	XP_015178998.1
OG0004507	XP_012151666.1	XP_015178376.1
OG0004508	XP_012143722.1	XP_015185776.1
OG0004509	XP_003703114.1	XP_015171763.1
OG0004510	XP_003705980.1	XP_015181264.1
OG0004511	XP_003699442.1	XP_015183256.1
OG0004512	XP_003700429.1	XP_015180831.1
OG0004513	XP_012149103.1	XP_015190365.1
OG0004514	XP_003708517.1	XP_015180731.1, XP_015180730.1
OG0004515	XP_003699860.1	XP_015177303.1
OG0004516	XP_012137778.1	XP_015171431.1, XP_015171432.1
OG0004517	XP_003705768.1	XP_015186440.1
OG0004518	XP_012137145.1	XP_015174238.1
OG0004519	XP_003699375.1	XP_015180453.1
OG0004520	XP_003706923.1	XP_015177085.1
OG0004521	XP_003705876.1	XP_015185929.1, XP_015185928.1
OG0004522	XP_003701811.1	XP_015181664.1
OG0004524	XP_003699813.2	XP_015183119.1
OG0004525	XP_003704967.1	XP_015182803.1
OG0004526	XP_012134614.1	XP_015172992.1
OG0004527	XP_003708080.1	XP_015173792.1
OG0004528	XP_012153246.1	XP_015191699.1
OG0004529	XP_012153484.1	XP_015190722.1
OG0004530	XP_012152788.1	XP_015181076.1
OG0004531	XP_003702624.1	XP_015191338.1
OG0004532	XP_012138389.1	XP_015172393.1
OG0004533	XP_003705114.1	XP_015178069.1
OG0004534	XP_012145877.1, XP_012145867.1	XP_015176475.1
OG0004535	XP_003706769.1	XP_015183013.1
OG0004536	XP_012148778.1, XP_012148776.1	XP_015190989.1
OG0004537	XP_012134991.1	XP_015184246.1
OG0004538	XP_003701570.1	XP_015178803.1
OG0004539	XP_003705811.1	XP_015175094.1
OG0004540	XP_003705406.1	XP_015179940.1
OG0004542	XP_012143407.1	XP_015176041.1
OG0004543	XP_012143727.1	XP_015184681.1
OG0004544	XP_012139193.1	XP_015173734.1
OG0004545	XP_003708051.1	XP_015183378.1
OG0004546	XP_003701009.1	XP_015179991.1
OG0004547	XP_003702683.2	XP_015171964.1
OG0004548	XP_012152218.1	XP_015185700.1
OG0004549	XP_003707412.1	XP_015171866.1
OG0004550	XP_012144472.1	XP_015188829.1
OG0004551	XP_003702477.1	XP_015183654.1
OG0004552	XP_003706570.2	XP_015174741.1
OG0004553	XP_003707631.1	XP_015181308.1, XP_015181306.1, XP_015181307.1
OG0004554	XP_012140432.1, XP_012140433.1	XP_015176252.1
OG0004555	XP_012150024.1	XP_015184559.1
OG0004556	XP_012150866.1	XP_015183892.1
OG0004557	XP_012136707.1	XP_015190779.1
OG0004557	XP_012136789.1	XP_015186957.1
OG0004558	XP_003700075.1	XP_015179056.1
OG0004559	XP_003702474.1	XP_015183197.1
OG0004560	XP_012135956.1	XP_015190197.1
OG0004561	XP_012151205.1	XP_015173963.1
OG0004562	XP_003702450.1, XP_012138642.1, XP_012138641.1, XP_012138640.1	XP_015188738.1
OG0004563	XP_012152233.1	XP_015174282.1
OG0004564	XP_003703495.1	XP_015171030.1
OG0004565	XP_003706326.1	XP_015190875.1
OG0004566	XP_003707796.1	XP_015181991.1
OG0004567	XP_003703721.1	XP_015183874.1
OG0004568	XP_003707587.1	XP_015180233.1
OG0004569	XP_012149458.1	XP_015180904.1
OG0004570	XP_003700973.1	XP_015183907.1
OG0004571	XP_012137027.1, XP_003706695.2	XP_015182531.1
OG0004572	XP_003700784.1	XP_015181613.1, XP_015181612.1
OG0004573	XP_012141152.1	XP_015184626.1
OG0004574	XP_003703263.1	XP_015185012.1
OG0004575	XP_003703212.2	XP_015177764.1
OG0004576	XP_012151343.1	XP_015176006.1
OG0004577	XP_012134626.1	XP_015178920.1
OG0004578	XP_003707277.1	XP_015181699.1
OG0004579	XP_003704666.1	XP_015185813.1
OG0004580	XP_012138626.1	XP_015182278.1
OG0004581	XP_012144339.1	XP_015189132.1
OG0004582	XP_003700777.1	XP_015183663.1
OG0004583	XP_003705957.1	XP_015182593.1
OG0004584	XP_012153358.1	XP_015191789.1
OG0004585	XP_003704641.1	XP_015183466.1
OG0004586	XP_003704599.1, XP_012143567.1	XP_015182434.1, XP_015182433.1
OG0004587	XP_012153758.1	XP_015182272.1
OG0004588	XP_003700869.1	XP_015173718.1
OG0004589	XP_003707458.1, XP_012150296.1	XP_015171115.1
OG0004590	XP_003701463.1	XP_015178808.1
OG0004591	XP_012135362.1	XP_015171682.1
OG0004592	XP_012141212.1, XP_003699624.1	XP_015186562.1
OG0004593	XP_003702035.1	XP_015179164.1
OG0004594	XP_003700364.1	XP_015171278.1, XP_015171279.1
OG0004595	XP_012145972.1	XP_015184438.1
OG0004596	XP_003701409.1	XP_015188838.1
OG0004597	XP_012148566.1	XP_015178576.1, XP_015178575.1
OG0004598	XP_003700735.1	XP_015183105.1
OG0004599	XP_012138826.1, XP_003702496.2	XP_015183154.1
OG0004600	XP_012150656.1	XP_015181195.1
OG0004601	XP_012149244.1	XP_015184358.1
OG0004602	XP_003706937.2	XP_015178882.1
OG0004603	XP_012142865.1, XP_012142862.1	XP_015176428.1
OG0004604	XP_003707274.1	XP_015187611.1
OG0004605	XP_003700554.1	XP_015174086.1
OG0004606	XP_012148255.1	XP_015184851.1
OG0004607	XP_012149200.1, XP_003706888.1	XP_015172149.1
OG0004608	XP_003703026.1	XP_015188759.1
OG0004609	XP_012147945.1	XP_015178195.1
OG0004610	XP_003700045.1	XP_015185179.1
OG0004611	XP_003702115.1	XP_015190220.1
OG0004612	XP_003700379.1	XP_015184503.1, XP_015184504.1
OG0004613	XP_003708487.1	XP_015174637.1
OG0004614	XP_003704082.1	XP_015171429.1
OG0004615	XP_012140179.1, XP_012140180.1	XP_015191144.1
OG0004616	XP_003702344.1	XP_015178664.1
OG0004617	XP_012147507.1	XP_015190101.1
OG0004618	XP_012151422.1	XP_015190711.1
OG0004619	XP_003707557.1	XP_015189392.1
OG0004620	XP_003699876.2	XP_015182706.1
OG0004621	XP_012147431.1	XP_015172114.1
OG0004622	XP_012145289.1	XP_015172926.1
OG0004623	XP_012140642.1, XP_012140643.1	XP_015182157.1
OG0004624	XP_003699229.1	XP_015185578.1
OG0004625	XP_003701581.1	XP_015183381.1
OG0004626	XP_012148238.1	XP_015191704.1
OG0004627	XP_003706856.1	XP_015190403.1
OG0004628	XP_012150603.1, XP_012150601.1	XP_015188026.1, XP_015188025.1
OG0004629	XP_012142789.1	XP_015182048.1
OG0004630	XP_012148909.1, XP_012148908.1, XP_012148910.1	XP_015187928.1
OG0004631	XP_012146266.1	XP_015180332.1
OG0004632	XP_003706586.1	XP_015180873.1, XP_015180872.1
OG0004633	XP_012147150.1	XP_015184757.1
OG0004634	XP_003700605.1	XP_015180508.1
OG0004635	XP_003707694.1	XP_015188547.1
OG0004636	XP_003699436.1	XP_015176577.1
OG0004637	XP_012140854.1	XP_015176336.1
OG0004638	XP_003699862.1	XP_015177301.1
OG0004639	XP_003699444.1	XP_015180813.1
OG0004640	XP_003706330.1	XP_015189276.1
OG0004641	XP_003701119.1	XP_015183015.1
OG0004642	XP_003703442.2, XP_012141061.1	XP_015181360.1
OG0004643	XP_003705008.1	XP_015188007.1
OG0004644	XP_012142575.1, XP_003704166.1	XP_015190800.1
OG0004645	XP_012147986.1	XP_015188296.1
OG0004646	XP_003701317.1	XP_015186390.1
OG0004647	XP_012136301.1	XP_015186359.1
OG0004648	XP_012147035.1	XP_015179429.1
OG0004649	XP_012150209.1	XP_015188366.1
OG0004650	XP_012141801.1, XP_003703766.1	XP_015186998.1
OG0004651	XP_012137341.1	XP_015185056.1
OG0004652	XP_003702877.2	XP_015179810.1
OG0004653	XP_012143522.1	XP_015186156.1
OG0004654	XP_003705910.1	XP_015181246.1
OG0004655	XP_012135444.1	XP_015171344.1
OG0004656	XP_012145676.1	XP_015187971.1
OG0004657	XP_012144944.1	XP_015186101.1
OG0004658	XP_003705670.1, XP_012146207.1	XP_015182091.1
OG0004659	XP_012143255.1	XP_015187471.1
OG0004660	XP_003702031.1	XP_015185875.1
OG0004661	XP_003702032.1	XP_015191478.1, XP_015191481.1
OG0004662	XP_003700398.2	XP_015171287.1
OG0004663	XP_003704774.1	XP_015177261.1
OG0004664	XP_003700443.2	XP_015174885.1, XP_015174887.1
OG0004666	XP_003704715.1	XP_015187083.1
OG0004667	XP_003700188.1	XP_015180808.1
OG0004668	XP_012143102.1	XP_015177226.1
OG0004669	XP_003700400.1	XP_015191847.1
OG0004670	XP_003703090.1	XP_015174106.1
OG0004671	XP_003703752.1	XP_015179031.1
OG0004672	XP_012146671.1	XP_015174100.1, XP_015174099.1
OG0004673	XP_012143055.1	XP_015184569.1
OG0004674	XP_012146989.1	XP_015176639.1
OG0004675	XP_012148618.1	XP_015187633.1, XP_015187634.1, XP_015187631.1, XP_015187632.1
OG0004677	XP_012150907.1, XP_012150903.1	XP_015184051.1
OG0004678	XP_012136134.1	XP_015175553.1
OG0004679	XP_012153148.1	XP_015171153.1, XP_015171154.1
OG0004681	XP_012137987.1	XP_015186134.1
OG0004682	XP_003704061.2	XP_015171361.1
OG0004683	XP_012145212.1	XP_015185750.1
OG0004684	XP_003706974.1	XP_015173218.1
OG0004686	XP_003704562.2	XP_015191254.1, XP_015191253.1
OG0004687	XP_012138592.1, XP_003702412.1	XP_015191643.1
OG0004688	XP_003706093.1	XP_015179998.1
OG0004689	XP_012136351.1	XP_015186284.1
OG0004690	XP_012152948.1	XP_015181045.1, XP_015181044.1
OG0004691	XP_012139871.1	XP_015172334.1
OG0004692	XP_012139416.1	XP_015172484.1
OG0004693	XP_003703810.2	XP_015190568.1
OG0004694	XP_003702492.1	XP_015183686.1
OG0004695	XP_003707243.1	XP_015185306.1
OG0004696	XP_003704886.1, XP_012144198.1	XP_015174146.1
OG0004698	XP_003706361.1	XP_015189533.1
OG0004699	XP_003707000.2	XP_015190839.1
OG0004700	XP_012150068.1	XP_015177418.1, XP_015177465.1, XP_015177463.1
OG0004701	XP_012147761.1	XP_015177831.1
OG0004702	XP_012146908.1	XP_015182596.1
OG0004703	XP_012145444.1	XP_015182355.1
OG0004704	XP_003699729.2	XP_015183724.1, XP_015183723.1, XP_015183722.1
OG0004705	XP_003707213.1	XP_015190253.1
OG0004706	XP_003705571.1, XP_012145988.1	XP_015176747.1
OG0004707	XP_012149987.1	XP_015172861.1
OG0004708	XP_012153983.1	XP_015180264.1
OG0004709	XP_003701036.1	XP_015185891.1
OG0004710	XP_012145148.1	XP_015174320.1
OG0004711	XP_003704462.1	XP_015189404.1
OG0004712	XP_003706242.1	XP_015186738.1
OG0004713	XP_012141312.1	XP_015176500.1
OG0004714	XP_012138256.1	XP_015180951.1
OG0004715	XP_003708570.2	XP_015175810.1
OG0004716	XP_012139203.1	XP_015181085.1, XP_015181084.1
OG0004717	XP_003705863.1	XP_015182177.1
OG0004718	XP_012136319.1	XP_015190870.1
OG0004719	XP_012136922.1	XP_015175001.1
OG0004720	XP_012144572.1	XP_015184959.1
OG0004721	XP_003699989.1	XP_015185583.1
OG0004722	XP_003706278.1	XP_015188725.1
OG0004723	XP_012147216.1, XP_003699858.1	XP_015177388.1
OG0004724	XP_012141564.1	XP_015176933.1
OG0004725	XP_012144079.1	XP_015175128.1
OG0004726	XP_003705048.1	XP_015177488.1
OG0004728	XP_003705361.1	XP_015176128.1, XP_015176129.1
OG0004729	XP_012145171.1	XP_015185900.1
OG0004730	XP_012152650.1	XP_015186680.1
OG0004731	XP_003705249.1	XP_015178145.1
OG0004732	XP_003704769.1	XP_015175702.1
OG0004733	XP_003699533.1	XP_015183784.1
OG0004734	XP_003707825.1	XP_015190823.1
OG0004735	XP_012142776.1	XP_015179785.1
OG0004736	XP_012142029.1	XP_015183213.1
OG0004737	XP_012140100.1	XP_015188685.1
OG0004739	XP_012144083.1	XP_015188303.1
OG0004740	XP_003706314.2	XP_015171072.1
OG0004741	XP_012145466.1	XP_015180482.1
OG0004742	XP_003700956.1	XP_015187696.1
OG0004743	XP_003708075.1	XP_015173787.1
OG0004744	XP_012138943.1	XP_015175290.1
OG0004745	XP_012134725.1	XP_015181586.1
OG0004746	XP_003700235.1	XP_015190638.1
OG0004747	XP_012152545.1	XP_015179678.1
OG0004748	XP_012139855.1	XP_015183183.1
OG0004750	XP_003706250.1	XP_015182459.1
OG0004751	XP_012143240.1	XP_015187020.1
OG0004752	XP_003701096.1, XP_012135530.1, XP_012135529.1	XP_015181675.1
OG0004753	XP_003701154.1	XP_015184591.1
OG0004754	XP_003704149.2	XP_015183481.1
OG0004755	XP_012147848.1, XP_012147847.1	XP_015189224.1
OG0004756	XP_003700854.1, XP_012135154.1	XP_015190399.1
OG0004757	XP_003704504.1, XP_012143292.1	XP_015186501.1
OG0004758	XP_012142506.1	XP_015175096.1
OG0004759	XP_003707819.2	XP_015177713.1
OG0004760	XP_003707654.1	XP_015174617.1
OG0004761	XP_003705929.1	XP_015174584.1
OG0004762	XP_012149033.1	XP_015182914.1
OG0004763	XP_012148497.1	XP_015171778.1
OG0004764	XP_003699486.1	XP_015175421.1, XP_015175423.1
OG0004765	XP_003701153.1	XP_015185786.1
OG0004766	XP_003701874.1	XP_015173817.1
OG0004767	XP_012136578.1, XP_003701461.1	XP_015184110.1
OG0004768	XP_012135021.1	XP_015177053.1
OG0004769	XP_003699884.1	XP_015176479.1
OG0004770	XP_012140339.1	XP_015189798.1
OG0004771	XP_012136659.1	XP_015182375.1
OG0004772	XP_003705616.2	XP_015181382.1, XP_015181381.1
OG0004773	XP_003701034.1	XP_015185885.1
OG0004774	XP_003706095.1	XP_015184756.1
OG0004775	XP_003703039.1	XP_015174398.1
OG0004776	XP_003707594.1	XP_015183732.1
OG0004777	XP_012135002.1	XP_015173678.1, XP_015173677.1
OG0004778	XP_003701525.1	XP_015172720.1
OG0004779	XP_012148278.1	XP_015187162.1
OG0004780	XP_003704974.1	XP_015181844.1
OG0004781	XP_003707549.1	XP_015190460.1
OG0004782	XP_012139532.1	XP_015172446.1
OG0004783	XP_012154012.1	XP_015182071.1
OG0004784	XP_003706096.1	XP_015184758.1
OG0004785	XP_012144305.1	XP_015172138.1
OG0004786	XP_012140823.1	XP_015173365.1
OG0004787	XP_012147002.1	XP_015174558.1
OG0004788	XP_012153355.1	XP_015179460.1
OG0004789	XP_012153801.1	XP_015191434.1
OG0004790	XP_012144103.1	XP_015183519.1
OG0004791	XP_003708551.1	XP_015179525.1
OG0004792	XP_012143270.1	XP_015186527.1
OG0004793	XP_012136197.1	XP_015178639.1
OG0004794	XP_012136439.1	XP_015184826.1
OG0004795	XP_012141224.1	XP_015183598.1
OG0004796	XP_012134782.1	XP_015171061.1
OG0004797	XP_003703509.1	XP_015183816.1
OG0004799	XP_012140576.1	XP_015181055.1
OG0004800	XP_003704536.1	XP_015176167.1
OG0004801	XP_012141377.1	XP_015190432.1
OG0004802	XP_012134755.1	XP_015188878.1
OG0004803	XP_012141815.1, XP_012141816.1	XP_015186958.1, XP_015189496.1
OG0004804	XP_003704703.1	XP_015182029.1
OG0004805	XP_003703124.1	XP_015191532.1
OG0004806	XP_012150130.1	XP_015182353.1
OG0004807	XP_003700194.1	XP_015177793.1
OG0004808	XP_012145282.1	XP_015188952.1
OG0004809	XP_003707809.1	XP_015174462.1
OG0004811	XP_003699879.2	XP_015185614.1
OG0004812	XP_003703978.1	XP_015175673.1
OG0004813	XP_003699443.1	XP_015183259.1
OG0004814	XP_012151590.1	XP_015177693.1
OG0004815	XP_012135753.1	XP_015183638.1, XP_015183636.1, XP_015183637.1, XP_015183635.1
OG0004816	XP_012143576.1	XP_015174075.1
OG0004817	XP_012145077.1	XP_015182167.1
OG0004818	XP_012151388.1	XP_015185564.1
OG0004819	XP_012153529.1	XP_015188169.1, XP_015188173.1
OG0004820	XP_003701969.1	XP_015176919.1, XP_015176921.1, XP_015176920.1
OG0004821	XP_003703904.1	XP_015177891.1
OG0004822	XP_003700580.1	XP_015190351.1
OG0004823	XP_003702321.1	XP_015187884.1
OG0004824	XP_003701619.1	XP_015183300.1, XP_015183302.1
OG0004825	XP_012147864.1, XP_003706440.1, XP_012147865.1	XP_015190954.1
OG0004826	XP_012147646.1	XP_015188278.1
OG0004827	XP_003707391.1	XP_015172700.1
OG0004828	XP_012153858.1	XP_015175396.1, XP_015175395.1
OG0004829	XP_012149170.1, XP_003707028.1	XP_015186542.1
OG0004830	XP_003706813.1	XP_015180224.1
OG0004831	XP_012153336.1	XP_015174846.1
OG0004832	XP_012147719.1	XP_015177487.1
OG0004833	XP_003704937.2	XP_015181983.1, XP_015181982.1, XP_015181981.1, XP_015181980.1
OG0004834	XP_003705312.1	XP_015190001.1
OG0004835	XP_012134783.1	XP_015171112.1
OG0004836	XP_003706926.2	XP_015184749.1
OG0004837	XP_012141500.1	XP_015190345.1
OG0004838	XP_012151084.1, XP_012151085.1, XP_012151086.1	XP_015185760.1
OG0004839	XP_012138378.1	XP_015190066.1
OG0004840	XP_012144542.1	XP_015173888.1
OG0004841	XP_003701780.1	XP_015179977.1, XP_015179970.1
