Orthogroup	Megachile_rotundata	Solenopsis_invicta
OG0003174	XP_012147659.1, XP_012147660.1, XP_012147655.1	XP_011162525.2
OG0003175	XP_003701839.2	XP_039315715.1
OG0003176	XP_012145744.1	XP_039312298.1, XP_039312299.1
OG0003177	XP_003700893.1	XP_011162481.2
OG0003178	XP_003699985.1	XP_011168188.1
OG0003179	XP_012138011.1, XP_012138012.1, XP_012138014.1, XP_012138015.1	XP_025992516.1
OG0003180	XP_012145974.1, XP_003705575.1	XP_039309736.1
OG0003181	XP_003703361.1	XP_039313158.1
OG0003182	XP_003703849.1	XP_011162549.2
OG0003183	XP_012152439.1, XP_003708245.1	XP_039315523.1
OG0003184	XP_012139370.1	XP_025990824.1
OG0003185	XP_012141215.1	XP_011156771.1
OG0003186	XP_012151823.1	XP_039304399.1
OG0003187	XP_003707580.1	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_012143254.1	XP_039304405.1
OG0003189	XP_012142748.1	XP_025993506.2
OG0003190	XP_012148117.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_012143363.1	XP_025994562.1
OG0003192	XP_012137296.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	XP_012143139.1, XP_012143145.1	XP_039304720.1
OG0003194	XP_003706985.1	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	XP_003705909.1	XP_025988560.1
OG0003196	XP_012137457.1	XP_025991436.1
OG0003200	XP_012140470.1	XP_025992862.1
OG0003201	XP_003702007.1	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_012140005.1	XP_039307449.1, XP_039307472.1
OG0003203	XP_003707270.1	XP_011160144.1
OG0003204	XP_012141722.1, XP_012141721.1, XP_003703811.1	XP_011165562.1
OG0003205	XP_003704335.2	XP_025994400.1
OG0003206	XP_012136296.1	XP_025990748.1
OG0003207	XP_012140303.1	XP_039306627.1
OG0003208	XP_012148709.1	XP_011171188.1
OG0003209	XP_012145568.1, XP_012145562.1	XP_025990091.1
OG0003212	XP_012138240.1	XP_011157792.1
OG0003213	XP_012140476.1	XP_039309200.1
OG0003214	XP_003707780.1	XP_025986314.2
OG0003215	XP_003699315.1	XP_011169014.1
OG0003217	XP_012140850.1	XP_039314993.1, XP_039314997.1, XP_011164299.1
OG0003218	XP_003701253.1, XP_012135965.1	XP_011175832.1, XP_039302418.1
OG0003219	XP_003704192.1	XP_011155319.2
OG0003220	XP_003699327.1	XP_011168984.1
OG0003221	XP_012136404.1	XP_039307175.1
OG0003222	XP_003704552.1	XP_025996380.1, XP_039315210.1
OG0003223	XP_012142749.1, XP_012142750.1, XP_003704319.1, XP_012142751.1	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003224	XP_003702120.1, XP_012137790.1	XP_011173211.1
OG0003225	XP_003700347.1	XP_011171210.1
OG0003226	XP_012139790.1, XP_012139791.1, XP_012139792.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_012149598.1, XP_012149597.1, XP_003707123.1	XP_039313451.1, XP_039313456.1
OG0003228	XP_012145298.1, XP_012145297.1	XP_011162242.1
OG0003229	XP_012154119.1	XP_011161673.1
OG0003230	XP_012143389.1, XP_012143432.1	XP_011159232.2
OG0003232	XP_012153772.1	XP_011167418.2
OG0003234	XP_012142878.1, XP_003704212.2	XP_039310790.1
OG0003236	XP_003707881.1	XP_025994487.2, XP_011159185.2, XP_011159183.2
OG0003237	XP_012147598.1	XP_039313095.1
OG0003238	XP_012144323.1, XP_012144329.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	XP_012139540.1	XP_025992125.1
OG0003240	XP_012143279.1	XP_039305806.1
OG0003241	XP_003701473.2	XP_025995024.2
OG0003242	XP_012136066.1	XP_025986165.1
OG0003243	XP_012148813.1, XP_012148810.1	XP_025990033.2
OG0003244	XP_003703794.1	XP_039302184.1
OG0003245	XP_003699509.1	XP_039312788.1
OG0003246	XP_012149664.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_003704394.1	XP_025986583.1
OG0003248	XP_012149189.1	XP_025991288.1
OG0003249	XP_003702630.1, XP_012139177.1	XP_039314530.1, XP_025996638.1
OG0003250	XP_003708621.1, XP_012153426.1	XP_011161724.2
OG0003251	XP_003702289.1	XP_011158864.1
OG0003252	XP_003705760.1	XP_039312693.1
OG0003253	XP_003705120.1, XP_012144789.1	XP_011168346.1, XP_039314819.1, XP_011159610.1, XP_011160224.1, XP_011160228.1, XP_011160226.1, XP_011160926.1
OG0003254	XP_003707680.1, XP_012150946.1, XP_012150945.1	XP_011174028.2
OG0003255	XP_003699762.1, XP_003699709.2	XP_039308739.1
OG0003256	XP_012138747.1	XP_011176342.1
OG0003257	XP_003707855.1	XP_011156933.1
OG0003258	XP_003701202.2	XP_039303586.1
OG0003259	XP_012135633.1, XP_012135632.1, XP_012153578.1	XP_025988938.1
OG0003261	XP_003702566.1	XP_011157006.1
OG0003262	XP_003702168.1	XP_011171067.1
OG0003263	XP_012134918.1, XP_003700689.1	XP_011167836.1
OG0003264	XP_003702837.1	XP_025995982.1
OG0003265	XP_003701035.1	XP_039315589.1
OG0003266	XP_003708454.1	XP_011173431.1
OG0003267	XP_003705266.1	XP_025996392.1
OG0003268	XP_003703407.1	XP_011164301.1
OG0003269	XP_003707890.1	XP_011156398.1
OG0003270	XP_003706706.1	XP_011165014.1
OG0003271	XP_012141057.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_003704037.1	XP_011163847.1
OG0003273	XP_003699319.1	XP_011157132.1
OG0003274	XP_003701905.1	XP_011159704.1
OG0003275	XP_003700782.1	XP_011164867.1
OG0003276	XP_003702245.1	XP_011167156.1
OG0003277	XP_003708131.1, XP_012152110.1, XP_012152111.1	XP_011169832.1, XP_011169831.1
OG0003279	XP_003702067.2	XP_039311013.1
OG0003280	XP_012150097.1, XP_012150098.1	XP_011176183.1, XP_011176184.1
OG0003281	XP_003704242.1, XP_012142979.1	XP_025990437.1, XP_025990438.1
OG0003282	XP_012146370.1	XP_011157544.2
OG0003284	XP_003708521.1	XP_011171593.1
OG0003285	XP_012150433.1	XP_011163555.3
OG0003286	XP_003703564.1	XP_011172787.1
OG0003287	XP_012136856.1	XP_011170207.1
OG0003288	XP_003702631.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	XP_003702499.2	XP_011172029.1
OG0003290	XP_003705823.1	XP_025995658.1
OG0003291	XP_003704325.1, XP_012142795.1	XP_039309531.1
OG0003292	XP_003707661.1	XP_011160448.1
OG0003293	XP_003702691.1	XP_011170009.2
OG0003294	XP_012147212.1, XP_003706073.1, XP_012147211.1, XP_012147210.1	XP_011158205.1
OG0003295	XP_003702037.1	XP_025996047.1
OG0003296	XP_012135378.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_003703102.1	XP_011159799.1
OG0003298	XP_003705894.1	XP_011166722.1
OG0003299	XP_003706168.1	XP_011173483.1
OG0003300	XP_003708450.1	XP_025987586.1
OG0003301	XP_003701008.1, XP_012135327.1, XP_012135328.1	XP_011164776.1
OG0003302	XP_003702806.1	XP_011158512.1
OG0003303	XP_012134864.1	XP_011171925.2
OG0003304	XP_003704458.1, XP_012143210.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_012135961.1	XP_011175834.3
OG0003306	XP_003700872.1	XP_011172126.1
OG0003307	XP_003706800.1, XP_012148903.1	XP_011167011.1
OG0003308	XP_003705367.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_012149781.1	XP_011168906.2
OG0003311	XP_003704080.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_003707190.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_003704176.1, XP_012142756.1	XP_011161540.1
OG0003314	XP_003700587.2	XP_011164791.1
OG0003315	XP_003704182.1, XP_012142799.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_003706864.1	XP_025993577.1, XP_025993576.1
OG0003317	XP_012136363.1	XP_011160844.1
OG0003318	XP_003703294.1	XP_011157698.2
OG0003319	XP_012140674.1, XP_012140675.1, XP_012140676.1	XP_011175694.2
OG0003320	XP_003699191.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_012152244.1	XP_011176131.2
OG0003322	XP_003701711.1	XP_011161126.1
OG0003323	XP_003706958.1	XP_011161263.2
OG0003324	XP_003700730.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_003702339.1	XP_011158710.2
OG0003326	XP_012135220.1	XP_039302623.1, XP_011172122.2
OG0003327	XP_003704052.1	XP_011175417.1
OG0003328	XP_003700645.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_003700057.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_012136308.1	XP_011167875.2
OG0003331	XP_003699431.2	XP_011159846.2
OG0003332	XP_003703448.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_003703076.1	XP_011158520.1
OG0003334	XP_003699200.1	XP_011169583.1
OG0003335	XP_003700743.1	XP_011157678.1
OG0003336	XP_012137618.1	XP_039303355.1, XP_039303356.1
OG0003337	XP_003704850.2	XP_011156887.1
OG0003339	XP_003706529.1, XP_003706538.1, XP_012148174.1, XP_012148175.1	XP_025985974.1
OG0003340	XP_012138682.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_012134905.1	XP_011165296.1
OG0003342	XP_012144714.1	XP_011174123.2
OG0003343	XP_003704167.2	XP_011163557.1
OG0003344	XP_003700183.1	XP_011159547.2
OG0003345	XP_003702455.1	XP_011168568.1
OG0003346	XP_012154367.1	XP_011155405.1, XP_011155404.1
OG0003347	XP_012147591.1	XP_011170910.2
OG0003348	XP_012137835.1, XP_012137832.1	XP_011176150.1
OG0003349	XP_012153073.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_012150307.1	XP_011160433.1
OG0003351	XP_012149194.1	XP_011169159.1
OG0003352	XP_003702751.1	XP_011167129.1
OG0003353	XP_012143545.1	XP_011157096.2
OG0003354	XP_012149161.1, XP_012149162.1	XP_011159300.1
OG0003355	XP_003704833.1	XP_011156616.1
OG0003356	XP_003700406.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_003705196.1	XP_011159385.1
OG0003358	XP_003699854.1	XP_011170985.1
OG0003359	XP_003703316.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_012148461.1	XP_011169214.1
OG0003361	XP_003705769.2	XP_011163184.1
OG0003362	XP_012138687.1	XP_011176208.1
OG0003363	XP_003700856.1	XP_011171184.1
OG0003364	XP_003707058.1, XP_012149239.1, XP_012149240.1	XP_011171477.2
OG0003365	XP_003706124.1	XP_011155996.2
OG0003366	XP_012152226.1	XP_011166272.1
OG0003367	XP_003704766.1	XP_011160030.1
OG0003368	XP_012135289.1	XP_025993586.2
OG0003369	XP_003707422.2	XP_025995082.1
OG0003370	XP_003701589.1	XP_039305562.1
OG0003371	XP_003704201.1	XP_011168317.1
OG0003372	XP_003703967.1	XP_011170932.2
OG0003373	XP_012135844.1, XP_012135845.1, XP_012135842.1, XP_012135843.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_003707369.1	XP_011170848.1
OG0003375	XP_003705131.1, XP_012144872.1	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_003702320.2	XP_011158846.1
OG0003377	XP_012142241.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_003705376.1	XP_011158424.1
OG0003379	XP_012142990.1	XP_011164032.1
OG0003380	XP_012142484.1, XP_003704106.2	XP_011159525.1, XP_011159526.1
OG0003381	XP_003702330.1	XP_011170706.1
OG0003382	XP_003705924.1	XP_011170060.1
OG0003383	XP_003702985.2	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_003704305.2	XP_025993031.2
OG0003385	XP_003703741.1	XP_011167382.1
OG0003387	XP_012136758.1	XP_011158923.1
OG0003388	XP_003704245.1	XP_011164028.1
OG0003389	XP_012140977.1	XP_039308685.1
OG0003390	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_012143301.1	XP_025987860.2
OG0003392	XP_003701397.1	XP_025991945.2
OG0003393	XP_012138952.1	XP_011175706.1
OG0003394	XP_003705800.1	XP_011168554.1
OG0003395	XP_012135045.1	XP_011162479.1
OG0003396	XP_012143119.1	XP_011164775.1
OG0003397	XP_003707176.1	XP_039310081.1
OG0003398	XP_012140266.1	XP_039312685.1
OG0003399	XP_003707365.2	XP_011172373.2
OG0003400	XP_012136913.1	XP_011167556.3
OG0003401	XP_012140574.1	XP_011159605.1
OG0003402	XP_003708285.1	XP_011158523.1
OG0003403	XP_003699276.1	XP_011173152.1
OG0003404	XP_012142391.1	XP_039315476.1
OG0003405	XP_003701464.1	XP_025996980.1
OG0003406	XP_012135009.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1	XP_011162767.2
OG0003408	XP_003706285.2	XP_025988007.1
OG0003409	XP_003702592.1	XP_011168025.1
OG0003410	XP_012136384.1, XP_003699399.2, XP_012136380.1	XP_011169045.1
OG0003411	XP_003703747.1, XP_012141786.1, XP_012141785.1	XP_011169030.1
OG0003412	XP_012137915.1	XP_011166294.1
OG0003413	XP_012135195.1, XP_003700962.2, XP_012135196.1	XP_039302638.1
OG0003414	XP_003705360.1	XP_011161029.1
OG0003415	XP_003707217.2	XP_011175488.1
OG0003416	XP_003707150.1	XP_011166755.1
OG0003417	XP_003706581.1	XP_039304476.1, XP_039304478.1
OG0003418	XP_012142165.1	XP_011167758.1
OG0003419	XP_003699951.1	XP_025996837.1
OG0003420	XP_003702613.1	XP_011169674.1
OG0003421	XP_003703551.1	XP_011175711.1
OG0003422	XP_003705145.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_003699866.1	XP_011159326.2
OG0003424	XP_003706830.1	XP_011159090.1
OG0003425	XP_012146107.1, XP_003705614.1	XP_011163075.1
OG0003426	XP_012141482.1, XP_012141481.1	XP_025988070.1, XP_025988071.1
OG0003427	XP_003705470.1	XP_011163689.1
OG0003428	XP_003700413.2	XP_011167947.1
OG0003429	XP_012135768.1	XP_025995548.1
OG0003431	XP_012153885.1	XP_011172180.1, XP_039303289.1
OG0003432	XP_012141166.1, XP_003703464.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_003700325.1	XP_011159440.1
OG0003434	XP_003706067.2	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_003702092.1	XP_011163900.2
OG0003436	XP_012146023.1	XP_011168469.2
OG0003437	XP_003707201.1	XP_011157667.1
OG0003438	XP_003707289.1	XP_011155524.2
OG0003439	XP_012138882.1	XP_025994536.1
OG0003442	XP_012151141.1, XP_003707760.1, XP_012151142.1	XP_039312379.1
OG0003443	XP_003700791.1	XP_011165646.1
OG0003444	XP_003704274.1	XP_025987672.2
OG0003445	XP_003707501.1	XP_039302293.1
OG0003446	XP_003700756.1, XP_003700685.1, XP_012134902.1	XP_011155390.1
OG0003447	XP_003701957.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_012138572.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_003702023.2	XP_011160159.1
OG0003450	XP_012147354.1	XP_011155610.2
OG0003451	XP_012138431.1	XP_011172134.1
OG0003452	XP_003700048.1	XP_011156026.1
OG0003453	XP_012137259.1, XP_003701841.1	XP_039315183.1
OG0003454	XP_003704563.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_012140929.1	XP_011168917.1
OG0003456	XP_003700896.1	XP_011162716.1
OG0003457	XP_003705597.1	XP_011166944.1
OG0003458	XP_003699631.1	XP_025995460.1
OG0003459	XP_003707633.1	XP_011161898.1
OG0003460	XP_003706303.1	XP_011162632.1
OG0003461	XP_012139744.1	XP_025991213.1
OG0003462	XP_012134528.1	XP_025993799.2
OG0003463	XP_003699498.1, XP_012138468.1	XP_011160595.1
OG0003464	XP_003707864.1	XP_011165321.1
OG0003465	XP_003700476.1	XP_011173159.1
OG0003466	XP_003702479.1, XP_012138788.1	XP_011172223.1
OG0003467	XP_012141260.1	XP_025987392.1
OG0003468	XP_003704981.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_003707325.1	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003470	XP_012136156.1	XP_025990345.2, XP_039308816.1
OG0003471	XP_003703620.1	XP_039308449.1
OG0003472	XP_003703988.2	XP_025995638.1
OG0003473	XP_003700559.1, XP_012154422.1, XP_012154423.1	XP_011162299.1
OG0003474	XP_003706269.1	XP_011167328.1
OG0003475	XP_003705587.1, XP_012146043.1	XP_011166400.1
OG0003476	XP_012153380.1	XP_025991918.2
OG0003477	XP_003699791.1	XP_011161639.1
OG0003478	XP_012135804.1, XP_012135805.1	XP_039301857.1
OG0003479	XP_012143158.1, XP_003699784.1	XP_039304625.1
OG0003480	XP_003705314.1, XP_012145346.1	XP_011163009.2
OG0003481	XP_003704603.1, XP_012143617.1	XP_011168227.1
OG0003482	XP_003703364.1	XP_039308503.1
OG0003483	XP_012145208.1	XP_011167627.1
OG0003484	XP_003703299.1	XP_011175536.1
OG0003485	XP_003700401.1	XP_011160665.1
OG0003486	XP_003702357.1	XP_011176014.1
OG0003487	XP_003701260.1	XP_039312962.1
OG0003488	XP_003707466.1	XP_011172280.1, XP_011172281.1
OG0003489	XP_003707955.1	XP_011171151.1
OG0003490	XP_003701180.1, XP_012135974.1, XP_012135975.1	XP_011157908.1
OG0003491	XP_012140355.1	XP_025988848.1
OG0003492	XP_003703605.1	XP_011162771.1
OG0003493	XP_012149054.1, XP_003699988.1	XP_011168044.1
OG0003494	XP_012138170.1	XP_039309299.1, XP_039309208.1
OG0003495	XP_003708575.1	XP_011174335.1
OG0003496	XP_012138027.1, XP_003702174.1	XP_025993632.2
OG0003497	XP_012151441.1	XP_011156399.1
OG0003498	XP_003706412.1	XP_011165874.1
OG0003499	XP_003706301.1	XP_039310463.1
OG0003500	XP_012135307.1	XP_039305410.1
OG0003501	XP_003704820.1	XP_011160315.1
OG0003502	XP_003702206.1	XP_011173216.1
OG0003503	XP_012142172.1	XP_011158197.1
OG0003504	XP_003705368.1	XP_039305633.1
OG0003506	XP_012148684.1	XP_011161084.2
OG0003507	XP_003702860.1	XP_011161240.1
OG0003508	XP_003707755.2	XP_011161847.2
OG0003509	XP_012138410.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_012151537.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_003703191.2	XP_011159681.1, XP_011159682.1
OG0003512	XP_012137254.1	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_012149427.1	XP_025993404.1
OG0003514	XP_003707822.1, XP_012151321.1, XP_012151320.1	XP_011172359.1
OG0003515	XP_003707313.1	XP_025994886.1
OG0003516	XP_003700249.1, XP_012153778.1	XP_011157782.1
OG0003517	XP_012153862.1	XP_011157243.1
OG0003518	XP_003699289.1	XP_025993845.1
OG0003519	XP_012139324.1	XP_011157485.2
OG0003520	XP_012149838.1	XP_025987458.1
OG0003521	XP_003703188.1	XP_025994590.1
OG0003522	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1	XP_011170188.1
OG0003523	XP_003702609.2, XP_012139010.1	XP_011159133.3
OG0003524	XP_012135663.1	XP_011159594.2
OG0003525	XP_012139214.1	XP_011157508.1
OG0003526	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_003703048.1	XP_011164994.2
OG0003528	XP_003707158.2	XP_025994598.1
OG0003529	XP_003705804.1	XP_011157905.1
OG0003530	XP_012136229.1	XP_011164666.1
OG0003531	XP_012143028.1, XP_003704264.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_003700199.1	XP_011175391.1
OG0003533	XP_012146091.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_012140762.1	XP_025993470.2
OG0003535	XP_003702521.1	XP_025996198.1
OG0003536	XP_012150589.1, XP_003707571.2	XP_011161902.1
OG0003537	XP_003704447.1	XP_039309256.1
OG0003538	XP_003707649.1	XP_011168937.1
OG0003539	XP_012151440.1, XP_003707913.1	XP_039308016.1
OG0003540	XP_012147594.1	XP_011170944.1
OG0003541	XP_012135112.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_003708457.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_012136593.1	XP_011158692.1
OG0003544	XP_003700665.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_003704225.1	XP_025990427.1
OG0003546	XP_003706362.1	XP_025993446.1
OG0003547	XP_012136509.1	XP_011158646.1
OG0003548	XP_003703343.1	XP_025988074.1
OG0003549	XP_012149222.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_003708423.1	XP_011162120.1, XP_011162121.1
OG0003551	XP_012139845.1	XP_039301798.1
OG0003552	XP_012149865.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_012144056.1	XP_011161755.2
OG0003554	XP_012145841.1	XP_039308532.1
OG0003555	XP_012136892.1, XP_003701641.1	XP_025995357.2
OG0003557	XP_003705278.1, XP_012145152.1, XP_012145154.1	XP_011164774.2
OG0003558	XP_012135924.1	XP_039309560.1
OG0003559	XP_012144188.1	XP_025986435.1
OG0003560	XP_012144590.1	XP_025988610.2
OG0003561	XP_003708399.1, XP_012152937.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_012154156.1	XP_011155379.1
OG0003563	XP_003703852.1	XP_039310060.1
OG0003564	XP_003704357.1	XP_011167702.1
OG0003565	XP_012137895.1	XP_011156156.1
OG0003566	XP_003708089.1	XP_039315677.1
OG0003567	XP_003707280.1, XP_012150075.1	XP_011172274.1
OG0003568	XP_012146373.1	XP_039312274.1
OG0003569	XP_012146478.1	XP_039312335.1
OG0003570	XP_003699830.1	XP_025991364.2
OG0003571	XP_003701439.1	XP_011164706.1
OG0003572	XP_003699638.1	XP_011166886.1
OG0003573	XP_012142075.1	XP_025994936.2
OG0003574	XP_012136116.1, XP_012136122.1, XP_003699390.1	XP_011156360.1
OG0003575	XP_003706313.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_003699738.1	XP_011168218.1
OG0003577	XP_012148834.1	XP_011160828.1
OG0003578	XP_012136628.1, XP_012136627.1	XP_011164006.1
OG0003579	XP_003706684.1	XP_011158500.2
OG0003580	XP_012147987.1	XP_025996659.1
OG0003581	XP_003701761.1	XP_025992672.1
OG0003582	XP_012136732.1, XP_012136731.1, XP_012136730.1	XP_025986840.2
OG0003583	XP_003704024.1	XP_011170583.1
OG0003584	XP_012135567.1	XP_011164677.1
OG0003585	XP_003703206.1	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_003703040.2, XP_012139945.1	XP_011158129.1
OG0003587	XP_012143293.1, XP_012143294.1	XP_011169932.2
OG0003588	XP_003700207.2	XP_011159472.1
OG0003589	XP_003706652.1	XP_025989716.1
OG0003591	XP_003705001.1, XP_012144582.1, XP_012144583.1	XP_011161385.1
OG0003592	XP_012139232.1	XP_025996466.1
OG0003593	XP_003703318.2, XP_012140841.1	XP_039301872.1
OG0003595	XP_003705590.1	XP_011169380.1
OG0003596	XP_003703672.1	XP_025992260.1
OG0003597	XP_012136884.1	XP_025991864.1
OG0003598	XP_012150441.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_003707617.1	XP_011161508.1
OG0003600	XP_012148376.1	XP_025993030.2
OG0003601	XP_012150003.1	XP_011172202.1
OG0003602	XP_003704386.1	XP_025994604.1
OG0003603	XP_012154561.1	XP_011169059.2
OG0003604	XP_012136024.1	XP_039315300.1, XP_011161130.2
OG0003605	XP_012143669.1	XP_039306480.1
OG0003606	XP_003701074.1, XP_012135500.1, XP_012135499.1	XP_011155340.1
OG0003607	XP_012151921.1	XP_039314608.1
OG0003608	XP_012147386.1	XP_039305257.1
