Orthogroup	Megachile_rotundata	Tribolium_castaneum
OG0004698	XP_003706361.1	XP_008199055.1
OG0004699	XP_003707000.2	XP_015835523.1
OG0004700	XP_012150068.1	XP_973680.3
OG0004701	XP_012147761.1	XP_971673.1
OG0004702	XP_012146908.1	XP_974709.1
OG0004705	XP_003707213.1	XP_968950.1
OG0004706	XP_003705571.1, XP_012145988.1	XP_972871.1
OG0004707	XP_012149987.1	XP_972710.1
OG0004708	XP_012153983.1	XP_015833601.1, XP_008195994.2
OG0004710	XP_012145148.1	XP_967370.2
OG0004711	XP_003704462.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_003706242.1	XP_008196506.1
OG0004713	XP_012141312.1	XP_968908.2
OG0004715	XP_003708570.2	XP_008199648.1
OG0004716	XP_012139203.1	XP_973437.1
OG0004717	XP_003705863.1	XP_968340.1
OG0004718	XP_012136319.1	XP_008194638.1
OG0004719	XP_012136922.1	XP_008198211.1
OG0004720	XP_012144572.1	XP_008201220.1
OG0004721	XP_003699989.1	XP_008199813.2
OG0004722	XP_003706278.1	XP_974471.1
OG0004723	XP_012147216.1, XP_003699858.1	XP_008201625.1
OG0004724	XP_012141564.1	XP_001811736.2
OG0004725	XP_012144079.1	XP_008190595.1, XP_015832960.1
OG0004726	XP_003705048.1	XP_974492.1
OG0004727	XP_012135714.1	XP_008199606.1
OG0004728	XP_003705361.1	XP_969105.1
OG0004729	XP_012145171.1	XP_971165.2
OG0004730	XP_012152650.1	XP_015838367.1
OG0004731	XP_003705249.1	XP_972904.1
OG0004732	XP_003704769.1	XP_015834292.1
OG0004733	XP_003699533.1	XP_971407.1
OG0004735	XP_012142776.1	XP_973304.1
OG0004736	XP_012142029.1	NP_001161228.1
OG0004737	XP_012140100.1	XP_008194491.1
OG0004739	XP_012144083.1	XP_008195182.1
OG0004740	XP_003706314.2	XP_970262.1
OG0004741	XP_012145466.1	XP_008192139.1
OG0004742	XP_003700956.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_003708075.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_012138943.1	XP_969307.1
OG0004745	XP_012134725.1	XP_001814851.2
OG0004746	XP_003700235.1	XP_008197055.2
OG0004747	XP_012152545.1	XP_015837260.1
OG0004748	XP_012139855.1	XP_015835829.1, XP_015835828.1
OG0004749	XP_012152624.1, XP_012152626.1, XP_012152625.1	XP_015837999.1, XP_008196621.1
OG0004750	XP_003706250.1	XP_972823.3
OG0004751	XP_012143240.1	XP_970398.1
OG0004752	XP_003701096.1, XP_012135530.1, XP_012135529.1	XP_975461.1
OG0004753	XP_003701154.1	XP_973851.1, XP_015835834.1
OG0004754	XP_003704149.2	XP_973319.1
OG0004755	XP_012147848.1, XP_012147847.1	XP_967374.1
OG0004756	XP_003700854.1, XP_012135154.1	XP_969608.1
OG0004757	XP_003704504.1, XP_012143292.1	XP_969240.1
OG0004758	XP_012142506.1	XP_970109.1
OG0004760	XP_003707654.1	XP_972604.2, XP_008199576.1
OG0004761	XP_003705929.1	XP_008194983.1
OG0004762	XP_012149033.1	XP_015834498.1
OG0004763	XP_012148497.1	XP_975243.2
OG0004764	XP_003699486.1	XP_969639.1
OG0004765	XP_003701153.1	XP_008194223.1
OG0004766	XP_003701874.1	XP_008195783.1
OG0004767	XP_012136578.1, XP_003701461.1	XP_968281.1
OG0004768	XP_012135021.1	XP_015838647.1
OG0004769	XP_003699884.1	XP_008201319.1
OG0004770	XP_012140339.1	XP_008190552.1, XP_008190553.1
OG0004771	XP_012136659.1	XP_969760.1
OG0004772	XP_003705616.2	XP_008193694.1
OG0004773	XP_003701034.1	XP_008201029.1
OG0004774	XP_003706095.1	XP_972452.1
OG0004775	XP_003703039.1	NP_001153710.1
OG0004776	XP_003707594.1	XP_008191758.1
OG0004777	XP_012135002.1	XP_008199560.1
OG0004778	XP_003701525.1	XP_015834771.1
OG0004779	XP_012148278.1	XP_970366.3
OG0004780	XP_003704974.1	XP_015837773.1
OG0004781	XP_003707549.1	XP_008191257.1
OG0004782	XP_012139532.1	XP_008194744.1
OG0004783	XP_012154012.1	XP_008190419.1
OG0004784	XP_003706096.1	XP_008199534.1
OG0004785	XP_012144305.1	XP_008193506.1, XP_008193507.1
OG0004786	XP_012140823.1	XP_975202.1, XP_008191921.1
OG0004787	XP_012147002.1	XP_008196774.1
OG0004788	XP_012153355.1	XP_966752.2
OG0004789	XP_012153801.1	XP_015836501.1
OG0004790	XP_012144103.1	XP_008193417.2
OG0004791	XP_003708551.1	XP_973245.1
OG0004792	XP_012143270.1	XP_970648.1
OG0004794	XP_012136439.1	XP_008200245.1
OG0004795	XP_012141224.1	XP_015839842.1
OG0004796	XP_012134782.1	XP_008193397.1
OG0004797	XP_003703509.1	XP_966386.1
OG0004799	XP_012140576.1	XP_966978.1
OG0004800	XP_003704536.1	XP_001811587.1, XP_015838699.1, XP_966343.1
OG0004801	XP_012141377.1	XP_967941.2
OG0004802	XP_012134755.1	XP_008194982.2
OG0004803	XP_012141815.1, XP_012141816.1	XP_015835931.1
OG0004804	XP_003704703.1	XP_008200086.1
OG0004805	XP_003703124.1	XP_015833562.1
OG0004806	XP_012150130.1	XP_008192696.1
OG0004807	XP_003700194.1	XP_008198181.1, XP_967687.1, XP_008190455.1, XP_015839065.1
OG0004808	XP_012145282.1	XP_975183.2
OG0004809	XP_003707809.1	XP_008194409.1
OG0004811	XP_003699879.2	XP_015838240.1
OG0004812	XP_003703978.1	XP_008197008.1, XP_015838325.1
OG0004813	XP_003699443.1	XP_966461.1
OG0004814	XP_012151590.1	XP_015840526.1
OG0004815	XP_012135753.1	XP_008193265.1
OG0004817	XP_012145077.1	XP_015836999.1
OG0004818	XP_012151388.1	XP_015837346.1
OG0004819	XP_012153529.1	NP_001164147.1, XP_008200861.1
OG0004820	XP_003701969.1	XP_967802.1
OG0004822	XP_003700580.1	XP_008197930.1, NP_001164116.1, XP_973679.2
OG0004823	XP_003702321.1	XP_008192546.1
OG0004824	XP_003701619.1	XP_008193421.1, XP_008193423.1
OG0004825	XP_012147864.1, XP_003706440.1, XP_012147865.1	XP_008191884.2
OG0004826	XP_012147646.1	XP_973107.1
OG0004827	XP_003707391.1	XP_008194074.1
OG0004828	XP_012153858.1	XP_015836056.1
OG0004829	XP_012149170.1, XP_003707028.1	XP_972704.1
OG0004830	XP_003706813.1	XP_015836529.1
OG0004831	XP_012153336.1	XP_008201566.1
OG0004832	XP_012147719.1	XP_008195746.1
OG0004833	XP_003704937.2	XP_008198150.1
OG0004835	XP_012134783.1	XP_008193665.1
OG0004836	XP_003706926.2	XP_008191141.1
OG0004837	XP_012141500.1	XP_008192953.1
OG0004838	XP_012151084.1, XP_012151085.1, XP_012151086.1	XP_001814936.2
OG0004839	XP_012138378.1	XP_008198778.1
OG0004840	XP_012144542.1	XP_973094.1, XP_015839245.1
OG0004841	XP_003701780.1	XP_008197286.1
OG0004842	XP_012142192.1	XP_015839035.1, XP_008198101.1, XP_008198103.1
OG0004843	XP_003706615.1	XP_970300.1
OG0004844	XP_003705731.1	XP_008197881.1
OG0004845	XP_003704460.1	XP_969831.1
OG0004846	XP_012138603.1	XP_015840976.1
OG0004847	XP_003703680.1	XP_015833064.1, XP_972006.3
OG0004848	XP_003704039.1	XP_969643.2
OG0004849	XP_012149453.1, XP_012149091.1	XP_015836705.1, XP_015836704.1
OG0004850	XP_012138112.1	XP_008198144.1
OG0004851	XP_012146159.1	XP_015833504.1
OG0004852	XP_012137806.1	XP_969996.1
OG0004853	XP_012138173.1	XP_008191373.1
OG0004854	XP_012144162.1	XP_008190620.1
OG0004855	XP_003706186.2	XP_971794.2
OG0004856	XP_012141011.1	XP_974217.2, XP_015840637.1
OG0004857	XP_012149014.1	XP_008192769.1
OG0004858	XP_003705238.1	XP_973439.1
OG0004859	XP_003705501.1	XP_015839170.1
OG0004860	XP_003700126.1, XP_012150869.1	NP_001138950.1, XP_015834291.1
OG0004861	XP_012136691.1	XP_008199023.1
OG0004862	XP_012139106.1	XP_008197573.1
OG0004863	XP_012151074.1	XP_973486.1
OG0004864	XP_012150864.1, XP_012150865.1	XP_974391.1
OG0004865	XP_003701768.1	XP_008196783.1
OG0004866	XP_012136606.1	XP_008200545.1, NP_001103739.1
OG0004867	XP_012142390.1	XP_008196751.1
OG0004868	XP_012152209.1	XP_015835518.1
OG0004869	XP_012152210.1	XP_971260.2
OG0004870	XP_003701358.2	XP_015839501.1, XP_015839478.1, XP_015839498.1
OG0004871	XP_012146787.1, XP_012146786.1, XP_012146780.1	XP_015840718.1
OG0004872	XP_003704547.1	XP_966431.1
OG0004873	XP_012140894.1	XP_015836321.1
OG0004874	XP_012134976.1	XP_015838654.1
OG0004875	XP_012154518.1, XP_012154519.1, XP_012154520.1	XP_008195803.1
OG0004877	XP_003706579.1	XP_972955.1
OG0004878	XP_003703283.1	XP_968050.1
OG0004879	XP_012146058.1	XP_008200799.1
OG0004880	XP_012140983.1	XP_971198.2
OG0004881	XP_012150119.1	XP_008191700.1, XP_008191699.1
OG0004884	XP_003708256.1	NP_001034280.2, XP_015838629.1
OG0004885	XP_012149968.1	XP_015837026.1
OG0004886	XP_012148714.1, XP_003706777.1, XP_012148712.1	XP_969715.1
OG0004887	XP_012146208.1	XP_008200970.1
OG0004888	XP_012138591.1	XP_008191994.1
OG0004889	XP_003704299.2, XP_012142663.1	XP_015838674.1
OG0004890	XP_012140109.1	XP_967682.1
OG0004891	XP_012139204.1	XP_008193990.1, XP_008193991.1
OG0004892	XP_012138213.1	XP_015833664.1
OG0004893	XP_012148239.1	XP_015837711.1, XP_001808385.1, XP_015837720.1
OG0004894	XP_003703838.1, XP_012141834.1, XP_012141833.1	XP_008191465.1
OG0004897	XP_012137017.1, XP_012137014.1	XP_001811996.1
OG0004898	XP_003701485.1, XP_012136652.1	XP_008191803.1
OG0004899	XP_003706487.1, XP_012148000.1, XP_012148001.1	XP_008193873.1
OG0004900	XP_003702368.1	XP_966944.2, XP_008200412.1, XP_001807669.1
OG0004901	XP_012139167.1, XP_012139169.1	XP_008195345.1, XP_008195344.1
OG0004902	XP_012151519.1	XP_971001.1
OG0004903	XP_003699810.1	XP_008196777.1
OG0004904	XP_012136377.1	XP_015834412.1
OG0004905	XP_012136686.1	XP_966538.2
OG0004906	XP_012140485.1	XP_008201561.1
OG0004907	XP_003702375.1	XP_015834474.1
OG0004908	XP_012144981.1	XP_008196350.1
OG0004909	XP_012147738.1, XP_003706341.1	XP_015837906.1, XP_008196480.1
OG0004910	XP_012149575.1	XP_008201680.1
OG0004911	XP_012152430.1	XP_008194464.1
OG0004912	XP_012139822.1, XP_012139819.1	XP_015835196.1, NP_001034532.1
OG0004913	XP_003706316.1	XP_008191269.1
OG0004914	XP_012142030.1	XP_015834665.1, XP_969323.1
OG0004916	XP_012151541.1	XP_972025.3
OG0004917	XP_003700734.2	XP_015835016.1, XP_972750.1
OG0004918	XP_012149945.1, XP_012149948.1	XP_015837633.1
OG0004919	XP_003703472.1	XP_967715.1
OG0004920	XP_012149959.1, XP_012149960.1	XP_008196321.2
OG0004921	XP_012147952.1	XP_015840710.1, XP_015840709.1
OG0004922	XP_003706693.1	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1
OG0004923	XP_012143283.1, XP_012143282.1	XP_966362.3, XP_008198885.1
OG0004924	XP_003701265.1	XP_015835358.1, XP_971575.1, XP_008193044.1
OG0004925	XP_003699185.2	XP_008191440.1, XP_970860.1
OG0004926	XP_012144689.1	XP_015837005.1
OG0004927	XP_012142817.1	XP_015836930.1
OG0004928	XP_012139113.1, XP_003702665.1	XP_008199898.1
OG0004929	XP_012139826.1, XP_012139825.1	XP_973406.1
OG0004930	XP_003708316.2	XP_972029.1
OG0004931	XP_012139478.1	XP_008190822.1
OG0004932	XP_012143574.1, XP_012143569.1	XP_015833793.1
OG0004934	XP_003704187.2	XP_008195164.2
OG0004936	XP_003705842.1	XP_008197526.1
OG0004937	XP_003703872.1	NP_001164123.1, XP_008197789.1
OG0004938	XP_012148914.1	XP_008200608.1
OG0004939	XP_012151128.1	XP_001816010.2
OG0004940	XP_012140374.1	XP_008196755.1
OG0004942	XP_003705780.1	XP_967087.1
OG0004943	XP_003704989.1, XP_012144450.1	XP_966902.2
OG0004944	XP_003705675.1	XP_008190299.1
OG0004945	XP_012141398.1	XP_008190439.1, XP_971620.2, XP_008190440.1
OG0004946	XP_012147459.1, XP_012147461.1, XP_012147460.1	XP_008201600.1, XP_008201601.1
OG0004947	XP_012145178.1	XP_008200458.1
OG0004949	XP_012139536.1, XP_012139876.1	XP_008194475.1, XP_008194477.1
OG0004951	XP_003699684.2	XP_008193897.1
OG0004952	XP_012139082.1	XP_966478.2
OG0004954	XP_003702098.1	XP_001812566.1
OG0004960	XP_012149110.1, XP_012149112.1, XP_012149111.1	XP_008190976.1
OG0004961	XP_012148685.1, XP_003706764.1	XP_015836212.1, XP_008194505.1
OG0004964	XP_003700296.2	XP_008194787.1
OG0004967	XP_003700762.1	XP_008196782.1
OG0004968	XP_012143518.1	XP_008198518.1
OG0004976	XP_003704598.1	XP_970626.1
OG0004977	XP_012145554.1	XP_015836320.1
OG0004978	XP_003701164.1	XP_970150.1
OG0004979	XP_012140909.1	XP_971117.1, XP_966314.3
OG0004980	XP_003701695.1	XP_971032.1
OG0004981	XP_003705649.1	XP_974357.1
OG0004982	XP_003700155.1	XP_975872.1
OG0004983	XP_003702798.1	XP_008194836.1
OG0004984	XP_012147053.1	XP_973514.1
OG0004985	XP_012139310.1	NP_001107650.1, XP_008197630.1
OG0004986	XP_012145878.1	XP_008195624.1
OG0004987	XP_012145299.1	XP_972100.1
OG0004988	XP_003706808.1	XP_008195878.1
OG0004989	XP_012136726.1	XP_973980.1
OG0004990	XP_012136145.1	XP_015835544.1
OG0004991	XP_003706524.1	XP_969319.1
OG0004993	XP_003705858.1	XP_970250.1
OG0004994	XP_003699725.1	XP_008194348.1
OG0004995	XP_003703831.1	XP_970778.1
OG0004996	XP_012145246.1	XP_968456.1
OG0004997	XP_012149523.1	XP_967059.1
OG0004998	XP_003703452.1	XP_969719.1
OG0004999	XP_003702795.1	XP_015836360.1
OG0005000	XP_003705082.1	XP_973093.1
OG0005001	XP_003702938.1	XP_971865.1
OG0005002	XP_012150321.1, XP_003707356.1	XP_015836834.1
OG0005003	XP_003701835.2	XP_015835317.1
OG0005004	XP_012152309.1	XP_970313.1
OG0005005	XP_012141996.1, XP_003703907.1	XP_967161.1
OG0005006	XP_003703512.1	XP_974268.1
OG0005007	XP_012137275.1, XP_003701843.1	XP_972333.1
OG0005008	XP_003707651.1	XP_008200600.1, XP_972103.1
OG0005009	XP_003708061.1	XP_008192258.1, XP_966680.1
OG0005010	XP_003700129.1	XP_008192241.1
OG0005011	XP_003706263.1	XP_969208.1
OG0005012	XP_003699273.1	XP_971702.2
OG0005013	XP_012147225.1	XP_969405.2
OG0005014	XP_003704656.1	XP_001814545.1
OG0005015	XP_003701447.1	XP_008192278.1
OG0005016	XP_003700978.1	XP_971598.1
OG0005017	XP_003700572.1	XP_975647.3
OG0005018	XP_003702500.1	XP_970855.1
OG0005019	XP_003699408.1	XP_971220.3
OG0005020	XP_003708270.1	XP_008197370.1
OG0005021	XP_003700609.1	XP_975383.3
OG0005022	XP_003707260.1	XP_969117.2
OG0005023	XP_003703165.1	XP_008195816.1
OG0005024	XP_003699413.1	XP_969842.1
OG0005025	XP_003700831.1	XP_008196400.1
OG0005026	XP_003708192.1	XP_008196610.1, XP_967838.1, XP_967998.1
OG0005027	XP_003706402.1	XP_008196354.1, XP_008196352.1
OG0005028	XP_003706611.1	XP_001810642.1
OG0005030	XP_012152835.1	XP_015835739.1, XP_015835998.1
OG0005031	XP_003704953.1	XP_967283.1
OG0005032	XP_012138842.1	XP_008201355.1
OG0005034	XP_003699239.1	XP_974829.1
OG0005035	XP_003703155.1	XP_968419.1
OG0005038	XP_003700694.1	XP_968221.1
OG0005039	XP_003707455.2	XP_969797.1
OG0005040	XP_003708166.1	XP_967390.1
OG0005041	XP_003708087.1	XP_975533.1
OG0005042	XP_003702677.1	XP_967681.1
OG0005043	XP_012141055.1	XP_008201628.1
OG0005044	XP_003699965.1	XP_971003.1
OG0005045	XP_003700196.1	XP_975537.1
OG0005046	XP_003701243.1	XP_969355.1
OG0005047	XP_003705948.1	XP_970277.2
OG0005048	XP_003707183.1	XP_970680.1
OG0005049	XP_012145680.1	XP_015837814.1, XP_008196199.1
OG0005050	XP_003704441.1	XP_971205.1
OG0005051	XP_012139116.1	XP_971209.1
OG0005052	XP_003703185.2	NP_001165051.1, XP_008194855.1
OG0005053	XP_012142622.1	XP_008196372.1
OG0005054	XP_003702585.1	XP_968949.1
OG0005056	XP_003702225.1, XP_012138187.1	XP_967418.1
OG0005057	XP_003706006.1	XP_967375.1, XP_969190.1
OG0005058	XP_003708445.1, XP_012152793.1	XP_008193760.1
OG0005059	XP_003702805.1	XP_974991.1
OG0005061	XP_003707440.1	XP_008200375.1
OG0005062	XP_012144214.1	XP_975597.1
OG0005063	XP_003700778.1	XP_971281.1
OG0005064	XP_012144273.1	XP_008194436.1
OG0005065	XP_003707482.1	XP_008196363.1
OG0005066	XP_003704634.1	XP_968572.1
OG0005068	XP_003704943.1	XP_008194720.1
OG0005069	XP_003699803.1	XP_001807705.1
OG0005070	XP_003707865.1	XP_008193199.1
OG0005071	XP_003705319.1	XP_001813192.1
OG0005072	XP_003708635.1	XP_008200611.1
OG0005073	XP_012148512.1	XP_967879.1
OG0005074	XP_012146563.1	NP_001073568.1
OG0005075	XP_003705814.1	NP_001073569.1
OG0005076	XP_012145398.1	XP_008191234.1
OG0005077	XP_003705831.1	XP_974905.1
OG0005078	XP_012147151.1	XP_969738.1
OG0005079	XP_012148457.1	XP_975100.1
OG0005080	XP_003705572.1	XP_966634.1
OG0005081	XP_003707762.1	XP_974355.1
OG0005082	XP_003706339.1	XP_969739.1
OG0005083	XP_003699625.1	XP_967781.1
OG0005084	XP_003699839.1	XP_008198812.1
OG0005085	XP_003702160.1	XP_008190498.1
OG0005086	XP_012138080.1	XP_008195014.1
OG0005087	XP_003700022.1	XP_970061.1
OG0005088	XP_003705451.1	XP_008201605.1
OG0005090	XP_003700491.1	XP_973135.2
OG0005091	XP_003702748.1	XP_008194817.1
OG0005092	XP_003705959.1	XP_973529.1
OG0005093	XP_012152369.1	NP_001164229.1
OG0005094	XP_003702145.1	XP_008196865.1
OG0005095	XP_003702044.1	XP_015834250.1
OG0005096	XP_003706238.1	XP_015838175.1
OG0005097	XP_003704267.1	XP_008196754.1
OG0005099	XP_003701868.1	XP_008201136.1
OG0005100	XP_003700898.1	XP_975157.1
OG0005102	XP_003701069.2	XP_973456.3
OG0005103	XP_003703499.1, XP_012141307.1	XP_968333.1
OG0005104	XP_003700780.1	XP_973571.1, XP_015839990.1
OG0005105	XP_012147413.1	XP_971546.2
OG0005106	XP_003700453.1	XP_968166.2
OG0005107	XP_003703797.1	XP_972667.1
OG0005108	XP_003702730.1	XP_974552.1
OG0005109	XP_003706237.1	XP_971321.1
OG0005110	XP_012141794.1	XP_966973.1
OG0005111	XP_012151968.1	XP_970069.1
OG0005112	XP_012147796.1	XP_008193341.1
OG0005113	XP_012147428.1, XP_003706221.1	XP_970798.1
OG0005114	XP_003700769.1	XP_015833499.1
OG0005116	XP_003701090.1	XP_974018.1
OG0005117	XP_003708106.1	XP_008198416.2
OG0005118	XP_003699871.1	XP_008197442.1
OG0005119	XP_012154372.1	XP_008199676.1
OG0005120	XP_012134814.1	XP_008192929.1
OG0005121	XP_003703928.1	XP_967971.1
OG0005122	XP_003699614.1	XP_967844.1
OG0005123	XP_003706722.1	XP_967622.1
OG0005124	XP_003708145.1, XP_012152212.1	XP_008198550.1
OG0005125	XP_003700697.1	XP_970542.1
OG0005126	XP_012144941.1	XP_975603.1
OG0005127	XP_003705427.1	XP_969127.1
OG0005128	XP_003707225.2	XP_008201558.1
OG0005129	XP_003703939.1	XP_015840244.1
OG0005130	XP_003706689.1	XP_015840521.1
OG0005131	XP_012143904.1	XP_015839257.1
OG0005132	XP_012152683.1	XP_970564.1
OG0005133	XP_012137385.1, XP_012137382.1	XP_008195511.1
OG0005134	XP_012135745.1	XP_015835812.1
OG0005135	XP_012149233.1, XP_012149232.1	XP_015835765.1
OG0005137	XP_012143264.1	XP_015838457.1
OG0005138	XP_003700027.1	XP_971716.1
OG0005139	XP_012151848.1	XP_966879.1
OG0005140	XP_003705735.1	XP_008193390.1
OG0005141	XP_012137170.1	XP_008201090.1
OG0005142	XP_012141098.1	XP_008197819.1
OG0005143	XP_003706404.1	XP_973121.1
OG0005145	XP_003704135.1	XP_975014.1
OG0005146	XP_003699221.1	XP_008196815.1
OG0005147	XP_012148378.1	XP_001814259.1
OG0005148	XP_003700711.1	XP_975324.1, XP_015834864.1, XP_015834863.1
OG0005149	XP_003707514.1	XP_968628.1
OG0005150	XP_012150545.1	XP_973173.2
OG0005151	XP_003704975.1	XP_015836257.1
OG0005152	XP_003702414.2	XP_008198241.1
OG0005153	XP_003702559.1	XP_974769.2
OG0005154	XP_012154505.1	XP_971959.1
OG0005155	XP_003699797.1	XP_974503.1
OG0005156	XP_003702073.1	XP_968968.1
OG0005157	XP_003701651.1	XP_966352.1
OG0005158	XP_012140997.1	XP_974589.2
OG0005159	XP_012151821.1	XP_008196152.1
OG0005160	XP_003702713.1	XP_973604.1
OG0005161	XP_012135893.1	XP_008193853.1
OG0005162	XP_003704308.1	XP_972190.1
OG0005163	XP_012140784.1	XP_015839856.1
OG0005164	XP_003707528.1	XP_969798.1
OG0005165	XP_012153886.1	XP_967954.1
OG0005166	XP_012144376.1	XP_008200909.1
OG0005167	XP_012137298.1	XP_972768.1
OG0005168	XP_012153632.1	XP_015837110.1, XP_973640.1
OG0005169	XP_003707240.1	XP_973650.1
OG0005170	XP_003700639.1	XP_969152.1
OG0005172	XP_012142814.1	XP_974627.1
OG0005173	XP_003706810.1	XP_008194200.2
OG0005174	XP_012145156.1	XP_008196130.1
OG0005175	XP_012139691.1	XP_968267.1
OG0005176	XP_003705882.1	XP_975064.2
OG0005177	XP_012147371.1	XP_970121.3
OG0005178	XP_003699667.2	XP_008199425.1
OG0005179	XP_012134629.1	XP_973179.2
OG0005180	XP_012146608.1	XP_008198757.1
OG0005181	XP_012144893.1	XP_015840167.1
OG0005182	XP_012150950.1	XP_008195870.1
OG0005183	XP_003699639.1, XP_012141973.1	XP_972861.1
OG0005184	XP_003701477.1	XP_015836511.1
OG0005185	XP_012140667.1, XP_003699648.1	XP_008198776.1
OG0005186	XP_003699715.1	XP_015840459.1
OG0005187	XP_012145177.1, XP_012145176.1, XP_003705244.1	XP_974928.2
OG0005188	XP_003699417.1	XP_008191814.1
OG0005189	XP_003701147.1	XP_967321.2
OG0005190	XP_012144912.1	XP_008195784.1
OG0005191	XP_003700675.1	XP_001811853.1
OG0005192	XP_003700644.1	XP_973641.2
OG0005193	XP_003707442.2	XP_967739.2
OG0005194	XP_012138053.1	XP_970004.1
OG0005195	XP_012140759.1	XP_967034.2
OG0005196	XP_012142443.1	XP_008192228.1
OG0005197	XP_012148921.1, XP_012148919.1	XP_008198588.1
OG0005198	XP_003707527.1	XP_968995.1
OG0005199	XP_003703368.1	XP_974011.2
OG0005200	XP_012144826.1	XP_008199582.1
OG0005201	XP_003700967.2	XP_967900.1
OG0005202	XP_003706925.1	XP_008190819.1
OG0005203	XP_003703486.1	XP_973612.1
OG0005204	XP_012140016.1	XP_968805.1
OG0005205	XP_003703927.1	XP_008191292.1
OG0005206	XP_003707949.1	XP_971442.2
OG0005207	XP_003704529.1	XP_972639.3
OG0005208	XP_003703035.1	XP_015833868.1, XP_008197098.1
OG0005209	XP_003704464.2	XP_969159.1
OG0005210	XP_003705960.1	XP_001809803.1
OG0005211	XP_003706223.1	XP_008196017.1
OG0005212	XP_003706858.1	XP_015836942.1
OG0005213	XP_003699912.1	XP_008199124.1
OG0005214	XP_012138748.1	XP_015838714.1
OG0005215	XP_012135810.1	XP_975187.1
OG0005216	XP_003706786.1	XP_008194066.1
OG0005217	XP_003706105.1	XP_008200150.1
OG0005218	XP_012146401.1	XP_008198149.1
OG0005219	XP_003707112.1	XP_008191577.1
OG0005220	XP_012135011.1	XP_969248.1
OG0005221	XP_012142068.1	XP_008191287.1
OG0005222	XP_012154279.1	NP_001107807.1
OG0005223	XP_003706763.1	XP_001815164.1, XP_008199466.1, XP_008199465.1
OG0005224	XP_003700294.1	XP_015835599.1
OG0005225	XP_012149177.1	XP_015837908.1
OG0005226	XP_012150859.1	XP_008199054.1, XP_969658.2
OG0005227	XP_012150308.1	NP_001127918.1
OG0005228	XP_012146553.1	XP_008198943.1
OG0005229	XP_012151596.1	XP_967914.2
OG0005230	XP_003702864.1	XP_967635.1
OG0005231	XP_003700494.1	XP_008195005.1
OG0005232	XP_003707470.1	XP_967388.1
OG0005233	XP_012153869.1	XP_968771.1
OG0005234	XP_003699948.1	XP_008200757.1
OG0005235	XP_003705364.1	XP_967976.1
OG0005236	XP_003702765.1	XP_008198996.1
