Orthogroup	Megachile_rotundata	Vespa_mandarinia
OG0003438	XP_003707289.1	XP_035742845.1
OG0003439	XP_012138882.1	XP_035743413.1
OG0003441	XP_012143532.1	XP_035735648.1
OG0003442	XP_012151141.1, XP_003707760.1, XP_012151142.1	XP_035739149.1, XP_035739233.1
OG0003443	XP_003700791.1	XP_035741581.1
OG0003444	XP_003704274.1	XP_035735680.1
OG0003445	XP_003707501.1	XP_035724660.1
OG0003446	XP_003700756.1, XP_003700685.1, XP_012134902.1	XP_035725082.1
OG0003447	XP_003701957.1	XP_035744102.1
OG0003448	XP_012138572.1	XP_035720707.1, XP_035720709.1, XP_035720708.1
OG0003449	XP_003702023.2	XP_035719816.1
OG0003450	XP_012147354.1	XP_035735266.1
OG0003451	XP_012138431.1	XP_035728590.1
OG0003452	XP_003700048.1	XP_035721502.1
OG0003453	XP_012137259.1, XP_003701841.1	XP_035734224.1
OG0003454	XP_003704563.1	XP_035735593.1, XP_035735594.1
OG0003455	XP_012140929.1	XP_035722544.1
OG0003456	XP_003700896.1	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1
OG0003457	XP_003705597.1	XP_035738969.1
OG0003458	XP_003699631.1	XP_035733700.1
OG0003459	XP_003707633.1	XP_035739605.1
OG0003460	XP_003706303.1	XP_035732966.1
OG0003461	XP_012139744.1	XP_035735651.1, XP_035735652.1, XP_035735655.1
OG0003463	XP_003699498.1, XP_012138468.1	XP_035719502.1
OG0003464	XP_003707864.1	XP_035717463.1
OG0003465	XP_003700476.1	XP_035730976.1, XP_035730988.1
OG0003466	XP_003702479.1, XP_012138788.1	XP_035722097.1
OG0003467	XP_012141260.1	XP_035739108.1
OG0003468	XP_003704981.1	XP_035731548.1
OG0003469	XP_003707325.1	XP_035732757.1
OG0003470	XP_012136156.1	XP_035718829.1
OG0003471	XP_003703620.1	XP_035724488.1
OG0003472	XP_003703988.2	XP_035718671.1
OG0003473	XP_003700559.1, XP_012154422.1, XP_012154423.1	XP_035740031.1
OG0003474	XP_003706269.1	XP_035722625.1
OG0003475	XP_003705587.1, XP_012146043.1	XP_035737256.1
OG0003476	XP_012153380.1	XP_035735088.1
OG0003477	XP_003699791.1	XP_035738717.1, XP_035738718.1
OG0003478	XP_012135804.1, XP_012135805.1	XP_035723090.1
OG0003479	XP_012143158.1, XP_003699784.1	XP_035727087.1
OG0003480	XP_003705314.1, XP_012145346.1	XP_035730689.1, XP_035730708.1
OG0003481	XP_003704603.1, XP_012143617.1	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1
OG0003482	XP_003703364.1	XP_035723792.1, XP_035723791.1
OG0003483	XP_012145208.1	XP_035724112.1
OG0003484	XP_003703299.1	XP_035720488.1
OG0003485	XP_003700401.1	XP_035719203.1
OG0003486	XP_003702357.1	XP_035729809.1, XP_035729810.1, XP_035729808.1
OG0003487	XP_003701260.1	XP_035717432.1
OG0003488	XP_003707466.1	XP_035719078.1
OG0003489	XP_003707955.1	XP_035725986.1
OG0003490	XP_003701180.1, XP_012135974.1, XP_012135975.1	XP_035723257.1
OG0003491	XP_012140355.1	XP_035734012.1
OG0003492	XP_003703605.1	XP_035722321.1, XP_035722319.1
OG0003493	XP_012149054.1, XP_003699988.1	XP_035725217.1
OG0003494	XP_012138170.1	XP_035728926.1, XP_035728925.1
OG0003495	XP_003708575.1	XP_035739750.1
OG0003496	XP_012138027.1, XP_003702174.1	XP_035727473.1
OG0003497	XP_012151441.1	XP_035717989.1
OG0003498	XP_003706412.1	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1
OG0003499	XP_003706301.1	XP_035737779.1, XP_035737771.1
OG0003500	XP_012135307.1	XP_035737356.1, XP_035737354.1, XP_035737355.1
OG0003501	XP_003704820.1	XP_035740613.1
OG0003502	XP_003702206.1	XP_035738145.1
OG0003503	XP_012142172.1	XP_035731958.1
OG0003504	XP_003705368.1	XP_035742148.1
OG0003506	XP_012148684.1	XP_035720775.1
OG0003507	XP_003702860.1	XP_035726875.1
OG0003508	XP_003707755.2	XP_035738765.1, XP_035738767.1, XP_035738766.1
OG0003509	XP_012138410.1	XP_035722353.1
OG0003510	XP_012151537.1	XP_035718282.1
OG0003511	XP_003703191.2	XP_035741063.1
OG0003512	XP_012137254.1	XP_035720217.1
OG0003513	XP_012149427.1	XP_035718942.1
OG0003514	XP_003707822.1, XP_012151321.1, XP_012151320.1	XP_035729687.1, XP_035729686.1
OG0003515	XP_003707313.1	XP_035732586.1, XP_035732590.1
OG0003516	XP_003700249.1, XP_012153778.1	XP_035732681.1, XP_035732683.1, XP_035732682.1
OG0003517	XP_012153862.1	XP_035738336.1
OG0003518	XP_003699289.1	XP_035718417.1
OG0003519	XP_012139324.1	XP_035734592.1
OG0003520	XP_012149838.1	XP_035743414.1
OG0003521	XP_003703188.1	XP_035734073.1
OG0003522	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1	XP_035732365.1
OG0003523	XP_003702609.2, XP_012139010.1	XP_035742503.1
OG0003524	XP_012135663.1	XP_035722043.1
OG0003525	XP_012139214.1	XP_035720476.1, XP_035720475.1
OG0003526	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1	XP_035743557.1
OG0003527	XP_003703048.1	XP_035718095.1
OG0003528	XP_003707158.2	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1
OG0003529	XP_003705804.1	XP_035743257.1
OG0003530	XP_012136229.1	XP_035729917.1, XP_035729918.1, XP_035729916.1
OG0003532	XP_003700199.1	XP_035742315.1
OG0003533	XP_012146091.1	XP_035723847.1
OG0003534	XP_012140762.1	XP_035736183.1
OG0003535	XP_003702521.1	XP_035737568.1
OG0003536	XP_012150589.1, XP_003707571.2	XP_035739524.1
OG0003537	XP_003704447.1	XP_035735664.1
OG0003538	XP_003707649.1	XP_035732596.1, XP_035732595.1
OG0003539	XP_012151440.1, XP_003707913.1	XP_035718047.1
OG0003541	XP_012135112.1	XP_035717964.1
OG0003542	XP_003708457.1	XP_035723678.1, XP_035723677.1, XP_035723676.1
OG0003543	XP_012136593.1	XP_035742292.1
OG0003544	XP_003700665.1	XP_035728278.1
OG0003545	XP_003704225.1	XP_035719835.1
OG0003546	XP_003706362.1	XP_035736975.1
OG0003547	XP_012136509.1	XP_035730562.1
OG0003548	XP_003703343.1	XP_035732987.1
OG0003549	XP_012149222.1	XP_035738447.1
OG0003550	XP_003708423.1	XP_035732609.1
OG0003551	XP_012139845.1	XP_035727353.1
OG0003552	XP_012149865.1	XP_035729972.1
OG0003553	XP_012144056.1	XP_035738616.1
OG0003554	XP_012145841.1	XP_035721413.1, XP_035721411.1, XP_035721412.1
OG0003555	XP_012136892.1, XP_003701641.1	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1
OG0003557	XP_003705278.1, XP_012145152.1, XP_012145154.1	XP_035742101.1
OG0003558	XP_012135924.1	XP_035732785.1
OG0003559	XP_012144188.1	XP_035717241.1
OG0003560	XP_012144590.1	XP_035724341.1
OG0003561	XP_003708399.1, XP_012152937.1	XP_035734788.1
OG0003562	XP_012154156.1	XP_035730958.1
OG0003563	XP_003703852.1	XP_035737868.1, XP_035737862.1
OG0003564	XP_003704357.1	XP_035736469.1
OG0003565	XP_012137895.1	XP_035741019.1
OG0003566	XP_003708089.1	XP_035733197.1, XP_035733198.1
OG0003567	XP_003707280.1, XP_012150075.1	XP_035719678.1, XP_035719677.1
OG0003568	XP_012146373.1	XP_035718635.1, XP_035718632.1
OG0003569	XP_012146478.1	XP_035718458.1
OG0003570	XP_003699830.1	XP_035735335.1
OG0003571	XP_003701439.1	XP_035742635.1
OG0003572	XP_003699638.1	XP_035736274.1
OG0003573	XP_012142075.1	XP_035717792.1
OG0003574	XP_012136116.1, XP_012136122.1, XP_003699390.1	XP_035734451.1
OG0003575	XP_003706313.1	XP_035729876.1
OG0003576	XP_003699738.1	XP_035734505.1
OG0003577	XP_012148834.1	XP_035740899.1
OG0003578	XP_012136628.1, XP_012136627.1	XP_035741956.1
OG0003579	XP_003706684.1	XP_035736814.1
OG0003580	XP_012147987.1	XP_035721139.1
OG0003581	XP_003701761.1	XP_035724089.1
OG0003582	XP_012136732.1, XP_012136731.1, XP_012136730.1	XP_035722593.1, XP_035722590.1
OG0003583	XP_003704024.1	XP_035737943.1, XP_035737942.1
OG0003584	XP_012135567.1	XP_035719058.1
OG0003585	XP_003703206.1	XP_035724190.1
OG0003586	XP_003703040.2, XP_012139945.1	XP_035731957.1, XP_035731956.1
OG0003587	XP_012143293.1, XP_012143294.1	XP_035740442.1
OG0003588	XP_003700207.2	XP_035726162.1
OG0003589	XP_003706652.1	XP_035735323.1, XP_035735322.1
OG0003591	XP_003705001.1, XP_012144582.1, XP_012144583.1	XP_035729344.1
OG0003592	XP_012139232.1	XP_035718908.1
OG0003593	XP_003703318.2, XP_012140841.1	XP_035726199.1
OG0003595	XP_003705590.1	XP_035742839.1
OG0003596	XP_003703672.1	XP_035723065.1
OG0003597	XP_012136884.1	XP_035734533.1
OG0003598	XP_012150441.1	XP_035729133.1
OG0003599	XP_003707617.1	XP_035742048.1
OG0003600	XP_012148376.1	XP_035735316.1
OG0003601	XP_012150003.1	XP_035740299.1
OG0003602	XP_003704386.1	XP_035736266.1
OG0003603	XP_012154561.1	XP_035723696.1, XP_035726673.1
OG0003604	XP_012136024.1	XP_035719057.1
OG0003605	XP_012143669.1	XP_035740947.1
OG0003606	XP_003701074.1, XP_012135500.1, XP_012135499.1	XP_035717568.1
OG0003607	XP_012151921.1	XP_035721862.1, XP_035721863.1
OG0003608	XP_012147386.1	XP_035731593.1
OG0003609	XP_012146117.1	XP_035737104.1
OG0003610	XP_003704054.1	XP_035723787.1
OG0003611	XP_003699234.1	XP_035723396.1
OG0003612	XP_003705940.1	XP_035731103.1, XP_035731102.1
OG0003613	XP_012146359.1, XP_003699933.1	XP_035742709.1
OG0003614	XP_003708103.1	XP_035725582.1
OG0003615	XP_012150129.1	XP_035724749.1
OG0003616	XP_012148495.1	XP_035738090.1, XP_035738091.1
OG0003618	XP_003701379.1	XP_035728156.1
OG0003619	XP_012148819.1	XP_035725507.1
OG0003620	XP_003700799.1	XP_035727757.1
OG0003621	XP_012135540.1	XP_035729589.1
OG0003622	XP_012154366.1	XP_035727791.1
OG0003623	XP_012140131.1, XP_012140134.1	XP_035726128.1
OG0003624	XP_012152797.1	XP_035730249.1
OG0003625	XP_012149542.1	XP_035741765.1
OG0003626	XP_012146912.1	XP_035734107.1
OG0003627	XP_003706486.1	XP_035735634.1, XP_035735635.1
OG0003628	XP_012134557.1	XP_035742363.1
OG0003629	XP_003708580.1	XP_035736010.1
OG0003630	XP_012145350.1, XP_012145318.1	XP_035743900.1
OG0003631	XP_012147201.1	XP_035721186.1, XP_035721194.1
OG0003632	XP_003700100.1	XP_035728479.1
OG0003633	XP_012134948.1	XP_035730943.1, XP_035730944.1
OG0003634	XP_003705294.1	XP_035743875.1
OG0003635	XP_012140693.1	XP_035717783.1
OG0003636	XP_012142716.1	XP_035736309.1
OG0003637	XP_012138204.1	XP_035737409.1
OG0003638	XP_012148893.1	XP_035744072.1
OG0003639	XP_012151144.1	XP_035740130.1
OG0003640	XP_012148851.1	XP_035718345.1
OG0003641	XP_012135966.1	XP_035741082.1
OG0003642	XP_012139253.1, XP_012139256.1	XP_035742421.1
OG0003644	XP_012139728.1	XP_035735602.1
OG0003645	XP_012144625.1	XP_035727181.1, XP_035727184.1
OG0003646	XP_003705694.1	XP_035734040.1
OG0003647	XP_012146395.1	XP_035730333.1
OG0003648	XP_012149609.1	XP_035731944.1, XP_035731946.1
OG0003649	XP_012144509.1, XP_012144497.1	XP_035731682.1
OG0003650	XP_012152387.1	XP_035739885.1
OG0003651	XP_012150224.1	XP_035732853.1, XP_035732850.1
OG0003652	XP_012136723.1	XP_035737188.1, XP_035737185.1, XP_035737184.1
OG0003653	XP_012152240.1	XP_035718461.1
OG0003654	XP_012138372.1	XP_035737719.1
OG0003656	XP_003701658.2	XP_035730032.1
OG0003657	XP_003707836.1	XP_035731843.1
OG0003658	XP_003705101.1	XP_035723194.1
OG0003660	XP_003699178.2	XP_035740601.1
OG0003661	XP_003704840.1	XP_035731876.1
OG0003662	XP_003703277.1	XP_035719007.1, XP_035719001.1
OG0003663	XP_012144080.1	XP_035718473.1
OG0003664	XP_003705824.1	XP_035727421.1, XP_035727434.1
OG0003665	XP_012140722.1, XP_003703289.1	XP_035727599.1, XP_035727600.1, XP_035727598.1
OG0003666	XP_012146713.1, XP_012146712.1, XP_012146711.1, XP_012146714.1	XP_035726279.1
OG0003667	XP_012143502.1, XP_012143503.1	XP_035736229.1
OG0003668	XP_003705738.2	XP_035739792.1, XP_035739793.1
OG0003669	XP_003704231.1	XP_035739111.1
OG0003671	XP_012152049.1	XP_035741291.1, XP_035741290.1
OG0003672	XP_012145100.1	XP_035726739.1, XP_035726740.1
OG0003673	XP_003705401.1, XP_012145454.1	XP_035741432.1
OG0003674	XP_012149540.1, XP_012149464.1, XP_012149612.1	XP_035743211.1, XP_035743212.1, XP_035743213.1
OG0003675	XP_003702247.1, XP_012138390.1	XP_035725489.1, XP_035722541.1
OG0003676	XP_003706229.1	XP_035719745.1
OG0003677	XP_003707286.1	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1
OG0003678	XP_012139422.1	XP_035732466.1
OG0003679	XP_012153098.1	XP_035735540.1
OG0003680	XP_012135489.1, XP_012135484.1	XP_035742894.1
OG0003681	XP_003703445.1	XP_035717332.1
OG0003682	XP_012143464.1	XP_035742902.1
OG0003683	XP_003701444.1	XP_035743102.1
OG0003684	XP_003708269.1	XP_035730815.1
OG0003685	XP_012152591.1	XP_035743277.1
OG0003686	XP_012140606.1, XP_012140609.1	XP_035734872.1
OG0003687	XP_012151727.1, XP_003708003.1	XP_035720043.1
OG0003688	XP_003704750.1, XP_012143953.1	XP_035737162.1, XP_035737166.1
OG0003689	XP_012135442.1	XP_035734650.1
OG0003690	XP_012144986.1	XP_035734199.1, XP_035734198.1
OG0003691	XP_003704811.1, XP_012144100.1	XP_035740341.1
OG0003692	XP_012147452.1, XP_012147450.1, XP_012147451.1	XP_035721136.1
OG0003693	XP_012149146.1, XP_012149145.1	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1
OG0003694	XP_012142944.1, XP_012142934.1	XP_035719391.1, XP_035719386.1
OG0003695	XP_003701680.2, XP_012136890.1, XP_012136891.1	XP_035734552.1, XP_035734553.1, XP_035734583.1
OG0003696	XP_012146549.1	XP_035742008.1
OG0003697	XP_012154296.1, XP_012154295.1	XP_035727727.1
OG0003698	XP_003704686.1	XP_035739429.1
OG0003699	XP_012136218.1, XP_012136217.1	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1
OG0003700	XP_003699365.1	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1
OG0003701	XP_012151770.1, XP_012151775.1	XP_035717823.1, XP_035717830.1
OG0003702	XP_003706664.1, XP_012148421.1	XP_035737535.1
OG0003703	XP_003705263.2	XP_035736823.1
OG0003704	XP_012138994.1, XP_003702605.2	XP_035725262.1
OG0003705	XP_012135695.1, XP_012135694.1, XP_012135693.1, XP_012135692.1, XP_012135691.1, XP_012135690.1, XP_012135697.1, XP_012135696.1	XP_035722262.1, XP_035722261.1, XP_035722260.1
OG0003706	XP_012139818.1	XP_035717918.1
OG0003709	XP_003706227.1	XP_035721107.1
OG0003710	XP_003706130.1	XP_035721209.1
OG0003711	XP_003704139.1	XP_035731824.1, XP_035731823.1, XP_035731825.1
OG0003712	XP_012149223.1	XP_035717220.1
OG0003713	XP_012146319.1	XP_035742730.1
OG0003714	XP_003703667.1	XP_035728137.1
OG0003715	XP_003707667.1	XP_035723504.1
OG0003716	XP_012143267.1, XP_012143268.1, XP_012143266.1	XP_035740419.1
OG0003717	XP_003700971.1	XP_035723180.1
OG0003718	XP_003704658.1	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1
OG0003719	XP_003707096.2	XP_035718953.1
OG0003720	XP_012140434.1	XP_035732272.1
OG0003721	XP_003705085.1	XP_035722954.1
OG0003722	XP_003706424.1	XP_035738704.1, XP_035738703.1
OG0003723	XP_003701455.1	XP_035717773.1
OG0003724	XP_003701121.1	XP_035727823.1, XP_035727819.1
OG0003725	XP_003700414.1	XP_035719046.1, XP_035719045.1, XP_035719044.1
OG0003726	XP_003705270.1	XP_035728449.1
OG0003727	XP_012147189.1	XP_035735509.1
OG0003728	XP_003702688.1	XP_035732527.1
OG0003729	XP_012149096.1	XP_035733295.1
OG0003730	XP_012143570.1	XP_035738775.1
OG0003731	XP_012142318.1	XP_035743407.1
OG0003732	XP_012136223.1, XP_003699392.1	XP_035734415.1, XP_035734416.1
OG0003733	XP_003699724.2	XP_035730417.1
OG0003734	XP_003702799.1	XP_035735853.1, XP_035735854.1, XP_035735852.1
OG0003735	XP_003699603.1	XP_035736167.1
OG0003736	XP_003708202.1	XP_035735508.1
OG0003737	XP_003702055.1	XP_035741238.1
OG0003738	XP_003701876.1	XP_035730686.1
OG0003739	XP_003699643.1, XP_012142280.1	XP_035725732.1
OG0003740	XP_012136307.1	XP_035721572.1
OG0003741	XP_003708466.1	XP_035735375.1
OG0003742	XP_003700829.1	XP_035725097.1
OG0003743	XP_003699213.1	XP_035720548.1
OG0003744	XP_012136165.1, XP_003701368.1	XP_035735640.1
OG0003745	XP_003699863.1	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1
OG0003746	XP_012145652.1	XP_035740276.1
OG0003747	XP_003703028.1	XP_035738972.1
OG0003748	XP_012154378.1	XP_035719469.1
OG0003749	XP_003704411.1	XP_035732500.1
OG0003750	XP_003706811.1	XP_035719685.1
OG0003751	XP_003699204.1	XP_035742636.1
OG0003752	XP_003701837.1	XP_035719151.1
OG0003753	XP_003701145.1	XP_035721023.1
OG0003754	XP_012139827.1	XP_035726957.1
OG0003755	XP_003699690.1	XP_035732404.1
OG0003756	XP_003707326.1	XP_035720659.1
OG0003757	XP_003699629.2	XP_035733637.1
OG0003758	XP_003706167.1	XP_035739827.1
OG0003759	XP_012153882.1	XP_035719760.1
OG0003760	XP_003704010.1	XP_035722648.1
OG0003761	XP_003704784.1	XP_035741208.1
OG0003762	XP_003706075.1	XP_035721898.1
OG0003763	XP_003705954.1	XP_035736789.1
OG0003764	XP_012144451.1	XP_035743928.1
OG0003765	XP_003700203.1	XP_035720698.1
OG0003766	XP_003702304.1	XP_035741958.1
OG0003767	XP_003700363.1	XP_035729971.1, XP_035730134.1
OG0003768	XP_012147691.1	XP_035724873.1, XP_035724874.1
OG0003769	XP_003699783.1	XP_035734481.1
OG0003770	XP_003704575.1	XP_035732680.1
OG0003771	XP_003707507.1	XP_035727612.1, XP_035727611.1, XP_035727610.1
OG0003772	XP_012139184.1, XP_012139182.1	XP_035717352.1
OG0003773	XP_012145129.1	XP_035732447.1
OG0003774	XP_003704199.1	XP_035736354.1
OG0003775	XP_012136831.1	XP_035735219.1, XP_035735220.1
OG0003776	XP_003704094.1	XP_035718985.1
OG0003777	XP_003704868.2	XP_035731567.1
OG0003778	XP_003707944.1	XP_035726602.1
OG0003779	XP_003701560.1	XP_035717771.1
OG0003780	XP_003708266.1	XP_035739526.1
OG0003781	XP_012141904.1	XP_035721564.1
OG0003782	XP_012148134.1	XP_035723121.1
OG0003783	XP_003708592.1	XP_035743190.1
OG0003784	XP_012142800.1	XP_035732109.1
OG0003785	XP_012152759.1	XP_035725080.1
OG0003786	XP_003701787.2	XP_035721979.1
OG0003787	XP_003700169.1, XP_012149769.1	XP_035731861.1
OG0003788	XP_003705400.1	XP_035734594.1
OG0003789	XP_003706077.1	XP_035728477.1
OG0003790	XP_003707925.1	XP_035717858.1, XP_035717859.1, XP_035717857.1
OG0003791	XP_012151839.1	XP_035734129.1
OG0003792	XP_012146741.1	XP_035738407.1
OG0003793	XP_003703720.2	XP_035737994.1
OG0003794	XP_003707025.1	XP_035718533.1
OG0003795	XP_003704767.1	XP_035718982.1, XP_035718981.1
OG0003796	XP_003705062.1	XP_035733545.1
OG0003797	XP_012150116.1	XP_035719902.1
OG0003798	XP_012137005.1	XP_035731086.1
OG0003799	XP_012142196.1	XP_035737933.1
OG0003800	XP_003708302.1	XP_035741846.1
OG0003801	XP_003700643.1, XP_012134578.1	XP_035735252.1
OG0003802	XP_003705993.1	XP_035728149.1
OG0003803	XP_012147729.1, XP_003706349.2	XP_035724971.1
OG0003804	XP_003707253.2	XP_035719615.1
OG0003805	XP_012146096.1, XP_012146097.1	XP_035724681.1, XP_035724680.1
OG0003806	XP_003701235.1	XP_035723193.1
OG0003807	XP_003708263.2	XP_035735552.1
OG0003808	XP_003704917.1	XP_035744048.1
OG0003809	XP_003701521.1	XP_035720850.1, XP_035720849.1
OG0003810	XP_003700310.1	XP_035742145.1, XP_035742144.1, XP_035742147.1
OG0003811	XP_003700042.1	XP_035728879.1
OG0003812	XP_003704355.1	XP_035728413.1
OG0003813	XP_003708167.1	XP_035742745.1, XP_035742744.1
OG0003814	XP_012139571.1	XP_035720868.1
OG0003815	XP_003707784.1, XP_012151301.1	XP_035735905.1, XP_035735904.1
OG0003816	XP_003699342.1	XP_035731093.1
OG0003817	XP_003700583.1	XP_035738918.1
OG0003818	XP_003700528.1	XP_035719142.1
OG0003819	XP_003699615.1	XP_035735161.1
OG0003820	XP_012154542.1	XP_035743778.1
OG0003821	XP_012142987.1	XP_035718217.1
OG0003822	XP_003703687.1	XP_035743460.1
OG0003823	XP_012145716.1	XP_035729097.1
OG0003824	XP_012151707.1	XP_035721941.1, XP_035721940.1
OG0003825	XP_012141379.1	XP_035737088.1
OG0003826	XP_012151627.1	XP_035725871.1
OG0003827	XP_012147966.1, XP_012147965.1	XP_035726669.1
OG0003828	XP_003704637.1	XP_035740971.1
OG0003829	XP_003706566.1	XP_035728371.1
OG0003830	XP_012139051.1	XP_035726771.1
OG0003831	XP_003702803.1	XP_035735598.1, XP_035735599.1
OG0003832	XP_012149798.1	XP_035730088.1
OG0003833	XP_012144508.1, XP_003704921.1	XP_035731786.1
OG0003834	XP_012142369.1, XP_012142368.1	XP_035731104.1
OG0003835	XP_003705556.1	XP_035727550.1
OG0003836	XP_012148006.1	XP_035742747.1, XP_035742754.1
OG0003837	XP_012142060.1, XP_012142059.1	XP_035734909.1
OG0003838	XP_003699921.1	XP_035739876.1
OG0003839	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1	XP_035717427.1
OG0003840	XP_012145860.1, XP_003705525.1	XP_035728110.1, XP_035728109.1
OG0003841	XP_003702285.1	XP_035718343.1, XP_035718344.1
OG0003842	XP_012134654.1, XP_012134653.1, XP_003700779.1	XP_035729846.1
OG0003843	XP_003703176.1	XP_035717944.1
OG0003844	XP_003701279.1	XP_035735128.1
OG0003845	XP_003699887.1	XP_035739934.1
OG0003846	XP_012142325.1	XP_035743352.1
OG0003847	XP_012145279.1	XP_035722162.1
OG0003848	XP_003707354.1	XP_035727970.1, XP_035727969.1
OG0003849	XP_003704315.1	XP_035734278.1
OG0003850	XP_003706914.1	XP_035736696.1
OG0003851	XP_012143144.1	XP_035734667.1
OG0003852	XP_003701819.1	XP_035724992.1
OG0003853	XP_003704348.1	XP_035721416.1
OG0003854	XP_003700678.1	XP_035731886.1
OG0003855	XP_003700024.1	XP_035738009.1
OG0003856	XP_003699633.1	XP_035733799.1, XP_035733797.1, XP_035733796.1
OG0003857	XP_012141225.1	XP_035730798.1
OG0003858	XP_012136385.1, XP_012136386.1	XP_035726436.1, XP_035726438.1, XP_035726437.1
OG0003859	XP_003703262.1	XP_035723901.1
OG0003860	XP_012138263.1	XP_035717409.1
OG0003861	XP_003700140.1	XP_035740311.1, XP_035740310.1
OG0003862	XP_003707837.1	XP_035731852.1
OG0003863	XP_012143578.1, XP_003704593.1	XP_035728957.1
OG0003864	XP_003703254.1	XP_035742818.1
OG0003865	XP_003708661.1	XP_035735177.1
OG0003866	XP_003705333.1	XP_035729570.1
