Orthogroup	Dufourea_novaeangliae	Aedes_aegypti
OG0003394	XP_015431505.1	XP_021705938.1, XP_021705930.1
OG0003395	XP_015428619.1	XP_021705169.1, XP_001664040.1
OG0003396	XP_015432373.1	XP_011493008.1
OG0003397	XP_015438680.1	XP_001662676.2
OG0003399	XP_015440011.1, XP_015440012.1	XP_021701868.1
OG0003400	XP_015434216.1	XP_021698320.1
OG0003401	XP_015440374.1	XP_021706701.1
OG0003402	XP_015436485.1	XP_001661872.2
OG0003403	XP_015438819.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_015430871.1	XP_021700429.1
OG0003405	XP_015435000.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_015430825.1	XP_021694133.1
OG0003407	XP_015428426.1	XP_001647891.2
OG0003408	XP_015431793.1	XP_021694851.1
OG0003409	XP_015437003.1	XP_021702362.1
OG0003410	XP_015430149.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_015435339.1	XP_021699680.1
OG0003412	XP_015437795.1	XP_001648070.2
OG0003413	XP_015437616.1	XP_021696036.1, XP_021696037.1
OG0003414	XP_015432724.1	XP_021711683.1
OG0003416	XP_015434195.1	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_015429733.1	XP_001658908.2
OG0003418	XP_015434289.1	XP_021703619.1, XP_021703618.1
OG0003419	XP_015437750.1	XP_001660456.1
OG0003420	XP_015438757.1	XP_021708394.1
OG0003421	XP_015429579.1	XP_001648755.2
OG0003422	XP_015433259.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_015435830.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_015428950.1	XP_001650523.1
OG0003425	XP_015438063.1	XP_001653134.2
OG0003426	XP_015439380.1	XP_021705984.1, XP_021712512.1
OG0003427	XP_015430995.1	XP_001648286.1
OG0003428	XP_015430351.1	XP_001647965.1
OG0003430	XP_015429216.1	XP_021710717.1
OG0003431	XP_015433095.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_015429570.1	XP_021710913.1
OG0003433	XP_015436691.1	XP_021700193.1
OG0003435	XP_015437414.1	XP_021697365.1
OG0003436	XP_015438319.1	XP_021694249.1
OG0003437	XP_015432068.1	XP_001649939.1
OG0003438	XP_015439851.1	XP_021697959.1
OG0003439	XP_015428825.1	XP_021704207.1
OG0003441	XP_015435752.1	XP_021708276.1
OG0003442	XP_015435576.1	XP_021704572.1
OG0003443	XP_015431634.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	XP_015432786.1	XP_001657164.2
OG0003445	XP_015440178.1	XP_001653709.2
OG0003446	XP_015434746.1	XP_001658067.2
OG0003447	XP_015435725.1	XP_001648069.1
OG0003449	XP_015434505.1	XP_021695718.1, XP_021695722.1
OG0003450	XP_015431470.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_015431647.1	XP_021713405.1
OG0003452	XP_015436262.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_015433872.1	XP_001654273.2
OG0003454	XP_015431076.1	XP_001662432.1
OG0003455	XP_015435133.1	XP_001657756.2
OG0003456	XP_015431833.1	XP_001648651.1
OG0003457	XP_015437094.1	XP_001661208.1
OG0003458	XP_015434893.1	XP_001652791.2
OG0003459	XP_015436293.1	XP_001650928.1
OG0003460	XP_015429482.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_015439199.1	XP_021702974.1, XP_021702992.1
OG0003462	XP_015435559.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_015438570.1	XP_001649212.2
OG0003464	XP_015435329.1	XP_001659196.2
OG0003465	XP_015430316.1	XP_001650323.1
OG0003466	XP_015430956.1	XP_001650815.2
OG0003467	XP_015435954.1	XP_001656428.1
OG0003468	XP_015438657.1	XP_021706135.1, XP_021712256.1
OG0003470	XP_015429649.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_015438061.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_015434252.1	XP_021709179.1
OG0003473	XP_015440466.1	XP_001663844.1
OG0003474	XP_015438082.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_015431138.1	XP_001664044.1
OG0003476	XP_015434873.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_015431303.1	XP_011493555.1
OG0003478	XP_015430460.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_015433438.1	XP_021698798.1
OG0003480	XP_015428847.1	XP_001653389.1
OG0003481	XP_015428942.1	XP_021698973.1
OG0003482	XP_015437149.1	XP_021707584.1
OG0003483	XP_015433311.1	XP_001650303.1
OG0003484	XP_015431986.1	XP_001656451.2
OG0003485	XP_015440052.1	XP_021693874.1
OG0003486	XP_015429060.1	XP_001660583.2
OG0003487	XP_015437453.1	XP_021694695.1
OG0003488	XP_015439695.1	XP_021705877.1, XP_001652210.1
OG0003489	XP_015435272.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_015437072.1	XP_001656061.1
OG0003493	XP_015437357.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_015429862.1	XP_001657669.2
OG0003495	XP_015437971.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_015438038.1	XP_021697821.1
OG0003497	XP_015432851.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_015430509.1	XP_001651510.2
OG0003499	XP_015429478.1, XP_015429469.1	XP_021711565.1
OG0003500	XP_015436616.1	XP_021698173.1
OG0003501	XP_015429571.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_015433871.1	XP_001661830.1
OG0003503	XP_015434257.1	XP_021704432.1
OG0003504	XP_015432682.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_015429154.1	XP_001660737.2
OG0003507	XP_015439164.1	XP_001652711.2
OG0003508	XP_015440485.1	XP_021694125.1
OG0003509	XP_015432910.1	XP_021700503.1
OG0003510	XP_015435412.1	XP_021705802.1
OG0003511	XP_015434731.1	XP_021704391.1, XP_021704392.1
OG0003512	XP_015439634.1	XP_021710188.1
OG0003513	XP_015428898.1	XP_021696112.1
OG0003514	XP_015435486.1	XP_021712069.1, XP_001654201.1
OG0003515	XP_015439909.1	XP_021705993.1
OG0003516	XP_015429745.1	XP_001655445.1
OG0003517	XP_015437385.1	XP_001658626.2
OG0003518	XP_015437341.1, XP_015437342.1	XP_001663586.1
OG0003519	XP_015428967.1	XP_021706584.1
OG0003520	XP_015437838.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_015431234.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_015437001.1	XP_001661656.2
OG0003524	XP_015437470.1	XP_001664284.1
OG0003525	XP_015432588.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_015431743.1	XP_021713117.1
OG0003529	XP_015437826.1	XP_001652025.1
OG0003530	XP_015439408.1	XP_001664302.1
OG0003532	XP_015428852.1, XP_015438139.1	XP_021693046.1
OG0003533	XP_015434677.1	XP_001653936.2
OG0003534	XP_015437936.1	XP_021708256.1, XP_021708252.1
OG0003535	XP_015433783.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_015436317.1	XP_021697461.1
OG0003537	XP_015436968.1	XP_021711531.1, XP_021712008.1, XP_021712007.1
OG0003538	XP_015436113.1	XP_001651650.2
OG0003539	XP_015432991.1	XP_021699864.1
OG0003541	XP_015437343.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_015431631.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_015434002.1	XP_001653099.1
OG0003544	XP_015438671.1	XP_001659424.1
OG0003546	XP_015430112.1	XP_001654726.1
OG0003547	XP_015431728.1	XP_021697339.1
OG0003548	XP_015438713.1	XP_021704490.1, XP_001658837.1
OG0003549	XP_015438496.1	XP_001660943.1
OG0003550	XP_015431630.1	XP_001659134.1
OG0003551	XP_015439113.1	XP_021697730.1
OG0003552	XP_015436024.1	XP_021710310.1
OG0003553	XP_015431432.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_015428772.1	XP_001648132.1
OG0003555	XP_015432619.1	XP_001661240.1
OG0003556	XP_015429397.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	XP_015433360.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003560	XP_015439289.1	XP_001650296.2
OG0003561	XP_015436466.1	XP_001659704.1
OG0003562	XP_015430369.1	XP_021695151.1
OG0003563	XP_015429184.1	XP_021695568.1
OG0003564	XP_015428544.1	XP_021702976.1
OG0003565	XP_015429430.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_015434101.1	XP_021695732.1
OG0003567	XP_015440069.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_015437024.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_015437033.1	XP_021694582.1
OG0003570	XP_015439110.1	XP_001654322.2
OG0003571	XP_015438377.1	XP_001656530.1
OG0003572	XP_015433180.1	XP_001662725.1
OG0003573	XP_015430833.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_015438724.1	XP_001655116.1
OG0003575	XP_015431847.1	XP_001661904.1
OG0003576	XP_015428925.1, XP_015428924.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_015431325.1	XP_021700382.1
OG0003578	XP_015434992.1	XP_001653802.1
OG0003579	XP_015430088.1	XP_021706674.1
OG0003580	XP_015433500.1	XP_001653905.2
OG0003581	XP_015431976.1	XP_021696709.1
OG0003582	XP_015431922.1	XP_021705002.1
OG0003583	XP_015434358.1	XP_001657963.1
OG0003584	XP_015430919.1	XP_021704287.1
OG0003585	XP_015431183.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_015430790.1	XP_021697526.1
OG0003587	XP_015431144.1	XP_001654456.2
OG0003588	XP_015440149.1	XP_021710488.1
OG0003589	XP_015431951.1	XP_001647586.2
OG0003591	XP_015439486.1	XP_021703285.1
OG0003592	XP_015431063.1, XP_015431071.1	XP_021699727.1
OG0003593	XP_015432057.1	XP_021704858.1
OG0003596	XP_015435996.1	XP_001656772.1
OG0003597	XP_015432646.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_015436156.1	XP_021707950.1
OG0003599	XP_015436286.1	XP_021703495.1
OG0003600	XP_015431952.1	XP_021705975.1, XP_001658839.2
OG0003601	XP_015440005.1	XP_001651353.1
OG0003602	XP_015433616.1	XP_001661151.2
OG0003603	XP_015437380.1	XP_001647944.1
OG0003604	XP_015432258.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_015434549.1	XP_021699308.1
OG0003606	XP_015433714.1	XP_001661673.2
OG0003607	XP_015436229.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_015430674.1	XP_021700872.1
OG0003609	XP_015437140.1	XP_021704042.1
OG0003610	XP_015435879.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_015437417.1	XP_021706718.1
OG0003612	XP_015432415.1	XP_021699398.1
OG0003613	XP_015433711.1	XP_001656754.1
OG0003614	XP_015431485.1	XP_021703595.1
OG0003615	XP_015439772.1	XP_001651747.1
OG0003616	XP_015440530.1	XP_001661828.1
OG0003617	XP_015428500.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_015436809.1	XP_001662645.1
OG0003619	XP_015431321.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_015436877.1	XP_001656012.2
OG0003621	XP_015433312.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_015436425.1	XP_001652305.2
OG0003624	XP_015430859.1	XP_021701314.1
OG0003625	XP_015428734.1	XP_021708630.1
OG0003626	XP_015432431.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_015433598.1	XP_001664274.1, XP_001664270.2
OG0003628	XP_015431235.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_015437983.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_015428683.1	XP_021706155.1
OG0003631	XP_015435913.1	XP_001653593.1
OG0003632	XP_015439464.1	XP_021705228.1
OG0003634	XP_015428680.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_015436767.1	XP_021703979.1
OG0003636	XP_015428571.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_015428970.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_015431287.1, XP_015431288.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_015437010.1	XP_021708574.1
OG0003640	XP_015437293.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_015433496.1	XP_021694113.1
OG0003642	XP_015429408.1	XP_021713299.1
OG0003644	XP_015438976.1	XP_021696985.1
OG0003645	XP_015431589.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_015431123.1	XP_001659237.1
OG0003647	XP_015433692.1	XP_021704955.1
OG0003648	XP_015434050.1	XP_001651932.2
OG0003649	XP_015432694.1, XP_015432653.1	XP_001652236.1
OG0003650	XP_015435789.1	XP_021700494.1
OG0003653	XP_015435840.1	XP_021704545.1
OG0003654	XP_015431267.1	XP_001649177.2
OG0003655	XP_015436832.1	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1
OG0003656	XP_015432564.1	XP_001649466.1
OG0003657	XP_015428450.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_015437486.1	XP_001652190.1
OG0003661	XP_015436102.1	XP_001654782.2
OG0003662	XP_015436778.1	XP_001657522.1
OG0003663	XP_015434395.1, XP_015434394.1, XP_015434392.1, XP_015434393.1	XP_001658864.2
OG0003664	XP_015432053.1	XP_001659278.2
OG0003665	XP_015438664.1	XP_001659999.1
OG0003666	XP_015431962.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_015433744.1	XP_001660103.3
OG0003668	XP_015440514.1	XP_001660889.2
OG0003669	XP_015438029.1	XP_001661303.2
OG0003670	XP_015438803.1	XP_001661689.1, XP_021711709.1
OG0003671	XP_015435475.1	XP_001662377.1
OG0003672	XP_015440134.1	XP_001662476.2
OG0003673	XP_015428479.1	XP_001662575.2
OG0003674	XP_015440528.1	XP_021693472.1
OG0003675	XP_015432031.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_015436748.1, XP_015436749.1	XP_021693797.1
OG0003677	XP_015439959.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_015431908.1	XP_021695396.1
OG0003679	XP_015429891.1	XP_021695616.1
OG0003680	XP_015438587.1, XP_015438584.1	XP_021695658.1
OG0003681	XP_015429232.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_015433441.1	XP_021699193.1
OG0003683	XP_015433979.1	XP_021699577.1
OG0003684	XP_015439232.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_015439229.1	XP_021704367.1
OG0003686	XP_015440383.1	XP_021704593.1, XP_021712640.1
OG0003687	XP_015435391.1	XP_021704767.1
OG0003688	XP_015439431.1	XP_021704949.1
OG0003689	XP_015432533.1	XP_021705115.1
OG0003690	XP_015440136.1	XP_021705279.1
OG0003691	XP_015429581.1	XP_021707933.1, XP_021707928.1
OG0003692	XP_015430673.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_015430685.1	XP_001662942.1
OG0003710	XP_015435884.1	XP_001655409.1
OG0003711	XP_015432731.1	XP_001662142.2
OG0003712	XP_015438413.1	XP_001655016.1
OG0003713	XP_015433642.1	XP_021711618.1
OG0003714	XP_015435978.1	XP_001653367.1
OG0003715	XP_015429927.1	XP_021696923.1, XP_021696928.1
OG0003716	XP_015431170.1	XP_021709703.1
OG0003717	XP_015429078.1	XP_021698198.1
OG0003719	XP_015428883.1	XP_001657591.2
OG0003720	XP_015433604.1	XP_021694868.1
OG0003721	XP_015433493.1	XP_001657556.2
OG0003722	XP_015429819.1	XP_001657463.1
OG0003723	XP_015432972.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_015433266.1, XP_015433811.1	XP_001662683.1
OG0003726	XP_015433319.1	XP_011493702.1
OG0003727	XP_015431541.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_015428880.1, XP_015428879.1	XP_001662452.2
OG0003730	XP_015431404.1	XP_001649526.2
OG0003731	XP_015435927.1	XP_021695482.1
OG0003732	XP_015430165.1	XP_001658246.1
OG0003733	XP_015438341.1	XP_001661398.1
OG0003734	XP_015439035.1	XP_001652571.1
OG0003735	XP_015437965.1	XP_001648745.1
OG0003736	XP_015429347.1	XP_001655313.1
OG0003737	XP_015438242.1	XP_001659486.1
OG0003738	XP_015439950.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_015435633.1	XP_001657837.1
OG0003740	XP_015439407.1	XP_001659760.2
OG0003741	XP_015429978.1	XP_001661366.1
OG0003742	XP_015436901.1	XP_001663179.2
OG0003743	XP_015435174.1	XP_011493496.1
OG0003744	XP_015435765.1	XP_021707104.1
OG0003745	XP_015433674.1, XP_015433673.1	XP_001656296.1
OG0003746	XP_015440163.1	XP_001649793.1
OG0003747	XP_015431731.1	XP_001655229.2
OG0003748	XP_015438796.1	XP_001652909.2
OG0003749	XP_015432788.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_015438527.1, XP_015438528.1	XP_001662199.1
OG0003751	XP_015439571.1	XP_021709914.1
OG0003752	XP_015439627.1	XP_021701509.1
OG0003753	XP_015430903.1, XP_015430904.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_015439129.1	XP_001656704.1
OG0003755	XP_015435051.1	XP_001660910.1
OG0003756	XP_015439951.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_015439399.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_015430782.1	XP_021693543.1
OG0003759	XP_015433100.1	XP_001648518.2
OG0003760	XP_015431529.1	XP_001654039.1
OG0003761	XP_015434542.1	XP_001663268.1
OG0003762	XP_015434324.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_015432441.1	XP_001662322.1
OG0003765	XP_015432208.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_015431593.1	XP_021694739.1
OG0003767	XP_015439798.1	XP_001657049.1
OG0003768	XP_015431559.1	XP_001661488.1
OG0003769	XP_015433437.1	XP_001651748.1
OG0003770	XP_015434650.1	XP_001657686.1
OG0003771	XP_015430946.1, XP_015433716.1	XP_001650454.1
OG0003772	XP_015439999.1	XP_001662743.2
OG0003774	XP_015432348.1	XP_001656083.2
OG0003775	XP_015432635.1	XP_001661593.2
OG0003776	XP_015432726.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_015436297.1	XP_001658298.2
OG0003778	XP_015432984.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	XP_015432961.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_015438992.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_015429240.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_015429227.1	XP_001661446.1
OG0003783	XP_015432498.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_015428634.1	XP_001652781.2
OG0003785	XP_015438667.1	XP_001658792.2
OG0003786	XP_015433631.1	XP_001648956.2
OG0003787	XP_015436338.1	XP_001651583.1
OG0003788	XP_015432753.1	XP_001654840.2
OG0003789	XP_015434266.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_015439023.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_015438719.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_015432974.1	XP_021693375.1
OG0003794	XP_015438530.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_015430174.1	XP_001659519.2
OG0003796	XP_015430574.1	XP_021706928.1
OG0003798	XP_015440132.1	XP_001655156.1
OG0003799	XP_015434357.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_015434122.1	XP_001648396.2
OG0003801	XP_015438677.1	XP_001654530.1
OG0003802	XP_015434878.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_015435236.1	XP_001658911.2
OG0003804	XP_015429414.1	XP_001663601.1
OG0003805	XP_015435328.1	XP_001659004.1, XP_021711740.1
OG0003806	XP_015428955.1, XP_015428947.1, XP_015428939.1	XP_001662176.1
OG0003807	XP_015434137.1	XP_001664324.1
OG0003808	XP_015432199.1	XP_001657976.1
OG0003809	XP_015429083.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_015440241.1	XP_001653335.1
OG0003811	XP_015436051.1	XP_001654770.1
OG0003812	XP_015432342.1	XP_021695117.1
OG0003813	XP_015431495.1	XP_001649114.1
OG0003814	XP_015439267.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_015428412.1	XP_021708060.1
OG0003816	XP_015440534.1	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_015437722.1	XP_001655646.2
OG0003818	XP_015428457.1	XP_001663382.1
OG0003819	XP_015439364.1	XP_001657212.1
OG0003820	XP_015437780.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_015432346.1	XP_001661061.2
OG0003822	XP_015429594.1	XP_021708747.1
OG0003823	XP_015431201.1	XP_021707432.1
OG0003824	XP_015435262.1	XP_021703756.1
OG0003825	XP_015435998.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_015435268.1	XP_021712347.1, XP_021712762.1
OG0003827	XP_015429982.1	XP_001657822.1
OG0003828	XP_015434528.1	XP_001654799.1
OG0003829	XP_015434476.1	XP_001654181.2, XP_021708179.1
OG0003830	XP_015433987.1	XP_021704066.1
OG0003831	XP_015439058.1	XP_021703199.1
OG0003832	XP_015438739.1	XP_021695532.1, XP_021699518.1
OG0003833	XP_015432692.1	XP_001661938.2
OG0003834	XP_015434375.1, XP_015434376.1	XP_001662630.2
OG0003835	XP_015436320.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_015428691.1	XP_021693058.1
OG0003837	XP_015430736.1	XP_001662412.1
OG0003838	XP_015429343.1	XP_001653078.1
OG0003839	XP_015430933.1	XP_021711629.1
OG0003840	XP_015428801.1	XP_001661343.2
OG0003841	XP_015429147.1	XP_001654714.2
OG0003842	XP_015432271.1	XP_021694382.1
OG0003843	XP_015437436.1	XP_001660441.2
OG0003844	XP_015431243.1	XP_021707551.1
OG0003845	XP_015429312.1	XP_001649000.2
OG0003846	XP_015435847.1	XP_021706125.1
OG0003847	XP_015439756.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_015439980.1, XP_015432114.1	XP_021696983.1
OG0003849	XP_015432402.1	XP_001652019.2
OG0003850	XP_015428920.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_015436674.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_015433724.1	XP_001658892.1
OG0003853	XP_015428512.1, XP_015428521.1	XP_021700780.1
OG0003854	XP_015432120.1	XP_021700498.1, XP_001663280.1
OG0003855	XP_015439507.1	XP_001660954.2
OG0003856	XP_015434886.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_015429569.1	XP_021702630.1
OG0003859	XP_015437154.1	XP_021707309.1
OG0003860	XP_015435046.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_015436306.1	XP_001656735.1
OG0003864	XP_015437214.1	XP_001656018.1
OG0003866	XP_015433094.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_015437198.1	XP_001659451.2
OG0003868	XP_015428875.1	XP_001654697.2
OG0003869	XP_015440535.1	XP_001648285.1
OG0003870	XP_015434971.1	XP_001661749.2
OG0003871	XP_015437257.1	XP_021695709.1
OG0003872	XP_015433679.1	XP_001659890.2
OG0003874	XP_015433365.1	XP_021706516.1
OG0003875	XP_015435086.1	XP_001662456.2
OG0003876	XP_015431939.1	XP_021702721.1
OG0003877	XP_015428573.1	XP_001660412.2
OG0003878	XP_015437794.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
