Orthogroup	Dufourea_novaeangliae	Solenopsis_invicta
OG0004682	XP_015434305.1	XP_011163859.2, XP_011163858.2
OG0004683	XP_015433373.1	XP_011167624.1
OG0004684	XP_015431298.1	XP_025985873.1
OG0004685	XP_015430483.1	XP_011175805.1, XP_011175806.1
OG0004686	XP_015431160.1	XP_011165294.1
OG0004687	XP_015438440.1	XP_011175606.1
OG0004688	XP_015434658.1	XP_011173468.1
OG0004689	XP_015430153.1	XP_025986264.2
OG0004690	XP_015430757.1	XP_011163545.1
OG0004691	XP_015434052.1	XP_039306408.1
OG0004692	XP_015434117.1	XP_011172855.1
OG0004693	XP_015433010.1	XP_011161558.1
OG0004694	XP_015430408.1	XP_025990090.1
OG0004695	XP_015428404.1	XP_011155568.1
OG0004696	XP_015436419.1	XP_025992703.1
OG0004697	XP_015432814.1	XP_011165464.1
OG0004698	XP_015430115.1	XP_011158571.2
OG0004699	XP_015428862.1	XP_025995835.1
OG0004700	XP_015440214.1	XP_011171299.3
OG0004701	XP_015434714.1	XP_011171431.1
OG0004702	XP_015432428.1	XP_011156721.1
OG0004704	XP_015438363.1	XP_025990528.1
OG0004705	XP_015438749.1	XP_011175492.2
OG0004706	XP_015438067.1	XP_039306509.1
OG0004707	XP_015440169.1	XP_011169553.1
OG0004708	XP_015440191.1	XP_011159690.1
OG0004709	XP_015435166.1	XP_039302028.1
OG0004711	XP_015428755.1	XP_025996410.1
OG0004712	XP_015437913.1	XP_011167542.1
OG0004713	XP_015435979.1	XP_011158824.2
OG0004714	XP_015439560.1	XP_039312677.1
OG0004715	XP_015439363.1	XP_011165460.2
OG0004716	XP_015433345.1	XP_011172305.1
OG0004717	XP_015438245.1	XP_025985992.1
OG0004718	XP_015439458.1	XP_011167872.1
OG0004719	XP_015434270.1	XP_011176363.1
OG0004720	XP_015439632.1	XP_011176158.1
OG0004721	XP_015437292.1	XP_039307342.1, XP_011168102.2
OG0004722	XP_015431681.1	XP_025995270.1
OG0004723	XP_015433651.1	XP_011159979.1, XP_011159976.1
OG0004724	XP_015435094.1	XP_039312558.1, XP_011176212.1
OG0004725	XP_015431410.1, XP_015438138.1	XP_011161704.2
OG0004726	XP_015429509.1	XP_011166109.1
OG0004727	XP_015433489.1	XP_039305042.1
OG0004728	XP_015432751.1	XP_039304327.1
OG0004729	XP_015439720.1	XP_025987427.1
OG0004730	XP_015436474.1	XP_039301850.1
OG0004731	XP_015433305.1	XP_025992749.1
OG0004732	XP_015439381.1	XP_011160020.1
OG0004733	XP_015431914.1	XP_011163742.1
OG0004734	XP_015428684.1	XP_039302578.1
OG0004735	XP_015428624.1	XP_011160262.1
OG0004736	XP_015430079.1, XP_015436872.1	XP_011173366.1, XP_011173364.1
OG0004737	XP_015437735.1	XP_011172652.3
OG0004739	XP_015434469.1	XP_039307625.1
OG0004740	XP_015431858.1	XP_011159780.1
OG0004741	XP_015428435.1	XP_025992730.2
OG0004742	XP_015429009.1	XP_011172104.1
OG0004743	XP_015434303.1	XP_011168734.1
OG0004744	XP_015428596.1	XP_011175476.2
OG0004745	XP_015430063.1	XP_011173078.2
OG0004746	XP_015440138.1	XP_011159462.1
OG0004747	XP_015434198.1	XP_039315326.1, XP_025994905.1
OG0004748	XP_015439083.1	XP_011161243.1
OG0004749	XP_015439193.1	XP_039314683.1
OG0004750	XP_015434727.1	XP_025991110.1
OG0004751	XP_015432877.1	XP_025990448.2
OG0004752	XP_015440298.1	XP_025986980.2
OG0004753	XP_015430947.1	XP_011167940.1
OG0004754	XP_015439338.1	XP_011159100.1
OG0004755	XP_015433078.1	XP_039308105.1
OG0004756	XP_015429035.1	XP_039302713.1
OG0004757	XP_015431021.1	XP_025987587.2
OG0004758	XP_015432238.1	XP_011163702.1
OG0004759	XP_015439370.1	XP_011163160.2
OG0004760	XP_015436201.1	XP_011156589.1
OG0004761	XP_015434931.1	XP_011160010.1
OG0004762	XP_015438582.1	XP_025991718.1
OG0004763	XP_015438455.1	XP_011158195.1
OG0004764	XP_015439228.1	XP_011173594.1
OG0004765	XP_015430934.1	XP_039313647.1, XP_011173166.1, XP_011173165.1
OG0004766	XP_015433236.1	XP_011170846.1, XP_011170844.1
OG0004767	XP_015433974.1	XP_025989286.1
OG0004768	XP_015436893.1	XP_011173562.2
OG0004769	XP_015429360.1	XP_011168615.1
OG0004770	XP_015436829.1	XP_011171336.2
OG0004771	XP_015434972.1	XP_011172062.2
OG0004772	XP_015429709.1	XP_011163698.1
OG0004773	XP_015435169.1	XP_039305002.1, XP_039305001.1
OG0004774	XP_015434585.1	XP_011173631.1
OG0004775	XP_015430677.1	XP_011158119.1
OG0004776	XP_015436411.1	XP_011175950.1
OG0004777	XP_015430627.1	XP_011173536.1
OG0004778	XP_015435041.1	XP_011170716.2
OG0004779	XP_015436054.1	XP_025989067.1
OG0004780	XP_015432103.1	XP_039314051.1
OG0004781	XP_015436414.1	XP_011160434.1
OG0004782	XP_015430208.1	XP_039306882.1
OG0004783	XP_015440111.1	XP_011161514.1
OG0004784	XP_015434655.1	XP_011173633.1
OG0004785	XP_015436034.1	XP_011166314.1
OG0004786	XP_015437180.1	XP_011160727.1
OG0004787	XP_015434847.1	XP_011159998.2
OG0004788	XP_015439345.1	XP_011155757.1
OG0004789	XP_015433089.1	XP_011164291.2
OG0004790	XP_015434425.1	XP_025989854.1
OG0004791	XP_015434856.1	XP_011166899.1
OG0004792	XP_015433440.1	XP_011160370.1
OG0004793	XP_015430146.1	XP_039303643.1, XP_011167757.1
OG0004794	XP_015435065.1	XP_011162327.2
OG0004795	XP_015429588.1	XP_039303249.1
OG0004796	XP_015438884.1	XP_025995169.1
OG0004797	XP_015435989.1	XP_011162589.1
OG0004799	XP_015440361.1	XP_039313458.1
OG0004800	XP_015437880.1	XP_011168122.2
OG0004801	XP_015435981.1	XP_011169301.1
OG0004802	XP_015430492.1	XP_039303573.1
OG0004803	XP_015430473.1	XP_011171726.1
OG0004804	XP_015430021.1	XP_025992657.1
OG0004805	XP_015438171.1	XP_025993290.1
OG0004806	XP_015439545.1	XP_011166269.1, XP_025995116.1
OG0004807	XP_015432180.1	XP_011171449.2
OG0004808	XP_015434021.1	XP_025989190.1
OG0004809	XP_015435548.1	XP_039313801.1
OG0004810	XP_015434131.1	XP_011156475.1
OG0004811	XP_015431507.1	XP_025990534.2
OG0004812	XP_015432572.1	XP_039306438.1
OG0004813	XP_015430784.1	XP_011169930.1
OG0004814	XP_015435390.1	XP_011156293.1
OG0004815	XP_015433691.1	XP_039302426.1
OG0004816	XP_015433413.1	XP_011165121.1
OG0004817	XP_015440148.1	XP_011170469.1, XP_039314296.1, XP_011170474.1
OG0004818	XP_015432741.1	XP_039308443.1
OG0004819	XP_015437960.1	XP_011164636.1, XP_011164645.1
OG0004820	XP_015431185.1	XP_025989661.1
OG0004821	XP_015437584.1	XP_039311785.1
OG0004822	XP_015437800.1	XP_025991494.1
OG0004823	XP_015431542.1	XP_025986830.1
OG0004824	XP_015433978.1	XP_011158697.1
OG0004825	XP_015432988.1	XP_039310312.1
OG0004826	XP_015437777.1	XP_011171852.1
OG0004827	XP_015440164.1	XP_011169499.1
OG0004828	XP_015437259.1	XP_025996351.2, XP_025996349.2
OG0004829	XP_015438376.1	XP_011166395.1
OG0004830	XP_015438503.1	XP_039308950.1, XP_011160676.1
OG0004831	XP_015435616.1	XP_039311100.1
OG0004832	XP_015435695.1	XP_039314093.1
OG0004833	XP_015432100.1	XP_011163377.2
OG0004834	XP_015428789.1	XP_011161946.1
OG0004835	XP_015438629.1	XP_025995383.2
OG0004836	XP_015438599.1	XP_011171309.1
OG0004837	XP_015429549.1	XP_025989789.1
OG0004838	XP_015434272.1	XP_025994149.1
OG0004839	XP_015439816.1	XP_025987572.1
OG0004840	XP_015440285.1	XP_039302298.1
OG0004841	XP_015436555.1	XP_011161295.2
OG0004842	XP_015434273.1	XP_025996353.1
OG0004843	XP_015437902.1	XP_011168342.2
OG0004844	XP_015437029.1	XP_011173330.1
OG0004845	XP_015428675.1	XP_011167459.1
OG0004846	XP_015432547.1	XP_025993696.1, XP_025993687.1
OG0004847	XP_015429593.1	XP_011162758.2
OG0004848	XP_015431568.1	XP_011163841.1
OG0004849	XP_015428859.1	XP_011165155.3
OG0004851	XP_015429984.1	XP_025994685.1
OG0004852	XP_015433730.1	XP_011173198.3
OG0004853	XP_015430010.1	XP_039309294.1
OG0004854	XP_015439525.1	XP_039303261.1
OG0004855	XP_015430634.1	XP_039305464.1
OG0004856	XP_015435136.1	XP_011169181.2, XP_025994278.2
OG0004857	XP_015438482.1	XP_011168261.2, XP_011168260.2, XP_011168259.2
OG0004858	XP_015440014.1	XP_011170519.1
OG0004859	XP_015433117.1	XP_025992087.2
OG0004860	XP_015436062.1	XP_011176051.2, XP_039308667.1
OG0004861	XP_015432700.1	XP_039303629.1
OG0004862	XP_015439841.1	XP_039311036.1
OG0004863	XP_015434329.1	XP_011168677.1, XP_011168678.1
OG0004864	XP_015436119.1	XP_011167798.1
OG0004865	XP_015432009.1	XP_011156439.1
OG0004866	XP_015439568.1	XP_025986178.1
OG0004867	XP_015430872.1	XP_039308768.1
OG0004868	XP_015436128.1	XP_039307172.1, XP_025991043.1, XP_011171082.1
OG0004869	XP_015429329.1	XP_025988688.2
OG0004870	XP_015430126.1	XP_039304335.1
OG0004871	XP_015433115.1	XP_039311074.1
OG0004872	XP_015436382.1	XP_039304099.1
OG0004873	XP_015435082.1	XP_011159128.1
OG0004874	XP_015431608.1	XP_025987627.1
OG0004875	XP_015437312.1	XP_025996691.1
OG0004876	XP_015428472.1	XP_011162482.2
OG0004877	XP_015436756.1	XP_025988317.2
OG0004878	XP_015436776.1	XP_011172045.1
OG0004879	XP_015429323.1	XP_039307479.1
OG0004880	XP_015438057.1	XP_039312893.1
OG0004881	XP_015439557.1	XP_025995111.1, XP_025995115.1, XP_025995110.1
OG0004883	XP_015431799.1	XP_011167157.1
OG0004884	XP_015429003.1	XP_011155982.2
OG0004886	XP_015429132.1	XP_011172078.1
OG0004887	XP_015433657.1	XP_011168010.1
OG0004888	XP_015436726.1	XP_011164202.1
OG0004889	XP_015432312.1	XP_011161463.1
OG0004890	XP_015437344.1	XP_039307512.1, XP_039307514.1, XP_039307513.1
OG0004891	XP_015439660.1	XP_011159501.1, XP_039304100.1
OG0004892	XP_015428975.1	XP_011158711.2
OG0004893	XP_015433582.1	XP_011164987.2
OG0004894	XP_015436850.1	XP_011166085.1
OG0004895	XP_015438361.1	XP_011159287.1
OG0004896	XP_015432028.1	XP_025991484.1
OG0004897	XP_015428483.1	XP_011173056.1
OG0004898	XP_015435035.1	XP_011161040.1
OG0004899	XP_015428694.1	XP_011167124.1
OG0004900	XP_015429747.1	XP_039310188.1, XP_039310187.1
OG0004901	XP_015433270.1	XP_025995560.1
OG0004902	XP_015435277.1	XP_011170291.1, XP_025986098.1, XP_025986096.1, XP_025986097.1
OG0004903	XP_015434089.1	XP_011157297.2
OG0004904	XP_015434987.1	XP_025986675.1
OG0004905	XP_015432176.1	XP_011155820.1
OG0004906	XP_015437157.1, XP_015437156.1	XP_011166892.1
OG0004908	XP_015433239.1	XP_011155648.2
OG0004909	XP_015428802.1	XP_011173028.1
OG0004910	XP_015436745.1	XP_039308257.1, XP_039308255.1, XP_039308256.1
OG0004911	XP_015432213.1	XP_011165238.1
OG0004912	XP_015439154.1	XP_011155354.2
OG0004913	XP_015429781.1	XP_011159784.2
OG0004914	XP_015431617.1	XP_025988409.2
OG0004915	XP_015430378.1	XP_039310168.1
OG0004916	XP_015435273.1	XP_039307387.1, XP_025994633.2, XP_039307386.1
OG0004917	XP_015434702.1	XP_011155394.1, XP_039308883.1, XP_039308882.1, XP_039308881.1
OG0004919	XP_015429568.1	XP_025990993.1
OG0004920	XP_015439881.1, XP_015439690.1	XP_011169940.2
OG0004921	XP_015430237.1	XP_039303743.1, XP_011157463.1, XP_011157464.1
OG0004922	XP_015438518.1	XP_011165022.1
OG0004923	XP_015431022.1	XP_011173383.1
OG0004924	XP_015437524.1	XP_011155601.2
OG0004925	XP_015439581.1	XP_039312680.1
OG0004926	XP_015432982.1	XP_011165519.1
OG0004927	XP_015428587.1	XP_011168860.1
OG0004928	XP_015440118.1	XP_011172324.1
OG0004929	XP_015438986.1	XP_011173172.2
OG0004930	XP_015434024.1	XP_011156483.1
OG0004931	XP_015434070.1	XP_011156491.1
OG0004932	XP_015431274.1	XP_011161548.2
OG0004933	XP_015436000.1	XP_025993059.1
OG0004934	XP_015428665.1	XP_011172387.1
OG0004935	XP_015431821.1	XP_011172986.1
OG0004936	XP_015436759.1	XP_025986023.1, XP_039301736.1
OG0004937	XP_015432944.1	XP_025992899.2
OG0004938	XP_015438409.1	XP_025994134.1
OG0004939	XP_015440512.1	XP_039303224.1
OG0004940	XP_015434780.1	XP_011168659.1, XP_039301828.1, XP_039301835.1
OG0004941	XP_015433957.1	XP_011155811.1
OG0004942	XP_015432622.1	XP_011164226.2
OG0004943	XP_015432091.1	XP_011164003.1
OG0004944	XP_015433575.1	XP_011158158.1
OG0004945	XP_015434806.1	XP_011163994.1
OG0004946	XP_015437605.1	XP_025992093.1
OG0004947	XP_015433369.1	XP_011173297.2, XP_011173299.2
OG0004948	XP_015438062.1	XP_039310599.1, XP_025987514.1
OG0004950	XP_015435022.1	XP_011158781.1
OG0004951	XP_015434785.1	XP_039303844.1, XP_011164470.2
OG0004952	XP_015440140.1	XP_039314788.1, XP_011170636.3
OG0004954	XP_015437284.1	XP_039310658.1
OG0004955	XP_015431034.1	XP_039304854.1
OG0004956	XP_015439495.1	XP_011161888.1
OG0004956	XP_015439546.1	XP_011161889.1
OG0004957	XP_015434129.1, XP_015434130.1	XP_011166914.1
OG0004960	XP_015428885.1	XP_011163533.2, XP_025992952.2, XP_025992953.2, XP_025992951.2
OG0004961	XP_015429137.1, XP_015429138.1	XP_011161088.1
OG0004962	XP_015440362.1	XP_011159604.1
OG0004963	XP_015429387.1, XP_015429386.1	XP_039313974.1
OG0004964	XP_015428578.1	XP_039313455.1, XP_011175450.1
OG0004965	XP_015434792.1	XP_011156751.2
OG0004966	XP_015433111.1	XP_011175376.2, XP_011175399.2, XP_039314127.1, XP_039314129.1, XP_025989474.2
OG0004967	XP_015433740.1	XP_039313031.1, XP_039313030.1, XP_025993702.1
OG0004968	XP_015433935.1, XP_015433933.1	XP_039305123.1
OG0004969	XP_015434566.1	XP_039305691.1, XP_011166787.1
OG0004976	XP_015431349.1	XP_011160005.1
OG0004977	XP_015434598.1	XP_039314749.1, XP_011156472.1
OG0004978	XP_015430471.1	XP_011175809.1
OG0004979	XP_015434846.1	XP_011156752.1
OG0004980	XP_015432585.1	XP_011163087.1
OG0004981	XP_015429921.1	XP_011160897.1
OG0004982	XP_015436214.1	XP_011161901.1
OG0004983	XP_015439094.1	XP_011175184.1
OG0004984	XP_015429354.1	XP_011172969.1
OG0004985	XP_015428978.1	XP_039307114.1
OG0004986	XP_015428827.1	XP_011169659.1
OG0004987	XP_015434713.1	XP_011162241.1
OG0004988	XP_015438605.1	XP_025990314.1
OG0004989	XP_015431863.1	XP_011158931.1
OG0004990	XP_015428845.1	XP_025986974.1
OG0004991	XP_015431551.1	XP_011170937.1
OG0004992	XP_015436996.1	XP_011166775.1
OG0004993	XP_015432016.1	XP_011166724.1
OG0004994	XP_015428892.1	XP_011163080.1
OG0004995	XP_015432943.1	XP_011171380.1
OG0004996	XP_015439940.1	XP_039302515.1
OG0004997	XP_015431181.1	XP_011162496.1
OG0004998	XP_015435144.1	XP_011162786.1, XP_011162785.1
OG0004999	XP_015439096.1	XP_011175200.1
OG0005000	XP_015433475.1	XP_011160527.1
OG0005001	XP_015439171.1	XP_039314931.1
OG0005002	XP_015439638.1	XP_011166128.1
OG0005003	XP_015439636.1	XP_011164307.1
OG0005004	XP_015435890.1	XP_011163289.1
OG0005005	XP_015440421.1	XP_011173648.1
OG0005006	XP_015435093.1	XP_011170107.1
OG0005007	XP_015429463.1	XP_011155836.1
OG0005008	XP_015436252.1	XP_011166476.1
OG0005009	XP_015437932.1	XP_011160131.2
OG0005010	XP_015436289.1	XP_011175963.1
OG0005011	XP_015437256.1	XP_011164519.1
OG0005012	XP_015438855.1	XP_011170443.1
OG0005013	XP_015434275.1	XP_039312264.1
OG0005014	XP_015438776.1	XP_011158278.2, XP_011164960.1, XP_011163236.1
OG0005015	XP_015432131.1	XP_011157783.1
OG0005016	XP_015429086.1	XP_011161593.1
OG0005017	XP_015437738.1	XP_011165210.1
OG0005018	XP_015430491.1	XP_039308813.1
OG0005019	XP_015435393.1	XP_011156361.1
OG0005020	XP_015439081.1	XP_011164942.1
OG0005021	XP_015437378.1	XP_025991448.1
OG0005022	XP_015439906.1	XP_011170739.1
OG0005023	XP_015428569.1	XP_011175130.1
OG0005024	XP_015436957.1	XP_011169112.1
OG0005025	XP_015436924.1	XP_011163165.1
OG0005026	XP_015429336.1	XP_011168504.1
OG0005027	XP_015430884.1	XP_011165696.2
OG0005028	XP_015429821.1	XP_011160099.1
OG0005029	XP_015435381.1	XP_025994457.1
OG0005030	XP_015430788.1	XP_011173439.1
OG0005031	XP_015432174.1	XP_011156517.1
OG0005032	XP_015430409.1	XP_025986042.1, XP_011166955.1, XP_025986043.1
OG0005033	XP_015429987.1	XP_011168344.1
OG0005034	XP_015440499.1	XP_011168962.1
OG0005035	XP_015435914.1	XP_011157150.1
OG0005036	XP_015432484.1	XP_011165999.1, XP_039310824.1, XP_011165998.1
OG0005037	XP_015438735.1	XP_011175521.1
OG0005038	XP_015433850.1	XP_011164008.1
OG0005039	XP_015439982.1	XP_011159421.1
OG0005040	XP_015431501.1	XP_011159943.2
OG0005041	XP_015434124.1	XP_011157686.1, XP_011157685.1, XP_025992406.1
OG0005042	XP_015440113.1	XP_011166245.1
OG0005043	XP_015439448.1	XP_025994005.1, XP_011155761.1
OG0005044	XP_015440490.1	XP_011168206.1
OG0005045	XP_015435754.1	XP_011168691.1
OG0005046	XP_015430944.1	XP_011171977.1
OG0005047	XP_015432488.1	XP_011159196.1
OG0005048	XP_015434073.1	XP_011164290.2
OG0005049	XP_015431557.1	XP_039304331.1
OG0005050	XP_015432616.1	XP_011171370.1
OG0005051	XP_015439883.1	XP_011162639.1
OG0005052	XP_015440065.1	XP_011157146.2
OG0005053	XP_015428559.1	XP_025988357.1
OG0005054	XP_015436750.1	XP_011168679.1
OG0005055	XP_015437043.1	XP_039302457.1
OG0005056	XP_015429089.1	XP_011162515.1
OG0005057	XP_015432511.1	NP_001291539.1
OG0005058	XP_015430641.1	XP_011158268.1
OG0005059	XP_015439148.1	XP_011157860.2
OG0005060	XP_015429486.1	XP_025987437.1
OG0005061	XP_015439976.1	XP_011158172.1
OG0005062	XP_015436294.1	XP_011160342.3
OG0005063	XP_015432229.1	XP_011171932.1
OG0005064	XP_015436149.1	XP_025990408.1, XP_039309151.1
OG0005065	XP_015429545.1	XP_011175639.1
OG0005066	XP_015434516.1	XP_025991751.1, XP_025991749.1
OG0005067	XP_015429773.1	XP_011159786.1
OG0005068	XP_015432246.1	XP_011171939.1
OG0005069	XP_015436483.1	XP_011162378.1
OG0005070	XP_015435397.1	XP_025986310.1, XP_011171884.1
OG0005071	XP_015438744.1	XP_011175120.2
OG0005072	XP_015432459.1	XP_011157976.1
OG0005073	XP_015430193.1	XP_011159143.2
OG0005074	XP_015430875.1	XP_025995361.1
OG0005075	XP_015430880.1	XP_025995359.1
OG0005077	XP_015438465.1	XP_011167520.1
OG0005078	XP_015435658.1	XP_011176004.1
OG0005079	XP_015432918.1	XP_011169213.1
OG0005080	XP_015438328.1	XP_011171321.1
OG0005081	XP_015440443.1	XP_011162406.1
OG0005082	XP_015434741.1	XP_011171432.1
OG0005083	XP_015439390.1	XP_011163108.1
OG0005084	XP_015433671.1	XP_039302560.1, XP_039302603.1
OG0005085	XP_015429800.1	XP_011163916.1
OG0005086	XP_015430653.1	XP_011173359.1
OG0005087	XP_015436432.1	XP_011156609.1
OG0005088	XP_015431197.1	XP_011163724.1
OG0005089	XP_015428666.1, XP_015428674.1	XP_039310177.1
OG0005090	XP_015430337.1	XP_011167568.2
OG0005091	XP_015430235.1	XP_011162174.1
OG0005092	XP_015433155.1	XP_039304679.1
OG0005093	XP_015435857.1	XP_011159273.1
OG0005094	XP_015429436.1	XP_011156158.1
OG0005095	XP_015438215.1	XP_011161426.1
OG0005096	XP_015428807.1	XP_011175267.2, XP_025994373.2, XP_039306545.1
OG0005097	XP_015435163.1	XP_011168655.1
OG0005098	XP_015438993.1	XP_011176202.1
OG0005099	XP_015440124.1	XP_039306466.1
OG0005100	XP_015429039.1	XP_011172073.1
OG0005101	XP_015431224.1	XP_039306072.1
OG0005102	XP_015438489.1	XP_011163638.1
OG0005103	XP_015435992.1	XP_011175190.1
OG0005104	XP_015432275.1	XP_025995396.1
OG0005105	XP_015430691.1	XP_025992604.1
OG0005106	XP_015430359.1	XP_011175050.1
OG0005107	XP_015432874.1	XP_039302223.1
OG0005108	XP_015429400.1	XP_011161689.1
OG0005109	XP_015434740.1	XP_011164761.2
OG0005110	XP_015429730.1	XP_011172573.1
OG0005111	XP_015434088.1	XP_011157058.1
OG0005112	XP_015438330.1	XP_011155892.1
OG0005113	XP_015430847.1	XP_011165695.1
OG0005114	XP_015432232.1	XP_011171408.1
OG0005115	XP_015430273.1	XP_011174994.1
OG0005116	XP_015432617.1	XP_011166548.1
OG0005117	XP_015431540.1	XP_011166512.1
OG0005118	XP_015431576.1	XP_011167724.1
OG0005119	XP_015430274.1	XP_039314090.1, XP_011175025.3
OG0005120	XP_015438665.1	XP_025993623.1
OG0005121	XP_015431711.1	XP_011158098.1
OG0005122	XP_015439331.1	XP_011170022.1
OG0005123	XP_015437945.1	XP_011159121.1
OG0005124	XP_015429322.1	XP_011167373.1
OG0005125	XP_015432236.1	XP_039314881.1, XP_011161135.1
OG0005126	XP_015439899.1	XP_011159478.1
OG0005127	XP_015439796.1	XP_011160175.2
OG0005128	XP_015431865.1	XP_011169298.1
OG0005129	XP_015430697.1	XP_011173372.1
OG0005130	XP_015438488.1	XP_039306259.1
OG0005131	XP_015437991.1	XP_039314315.1
OG0005132	XP_015436475.1	XP_011158412.1
OG0005133	XP_015440044.1	XP_039307176.1
OG0005134	XP_015433520.1	XP_039313664.1, XP_039313665.1
OG0005135	XP_015437668.1	XP_039312061.1
OG0005136	XP_015433479.1	XP_011171948.1, XP_011171957.1, XP_039302517.1
OG0005137	XP_015431043.1	XP_025994000.1
OG0005138	XP_015433847.1	XP_011166452.1
OG0005139	XP_015438270.1	XP_011158589.2
OG0005140	XP_015440509.1	XP_025993380.1, XP_025993382.1, XP_011168973.1
OG0005141	XP_015435666.1	XP_011162197.1
OG0005142	XP_015439406.1	XP_011170021.1
OG0005143	XP_015432964.1	XP_025989121.1
OG0005145	XP_015432711.1	XP_011162364.1
OG0005146	XP_015428780.1	XP_025995592.1
OG0005147	XP_015438211.1	XP_011155576.1
OG0005148	XP_015432257.1	XP_011171424.3
OG0005149	XP_015430910.1	XP_011162050.1
OG0005150	XP_015439835.1	XP_025992193.1
OG0005151	XP_015432102.1	XP_011156906.1
OG0005152	XP_015436730.1	XP_025988862.2
OG0005153	XP_015430931.1	XP_011156308.1
OG0005154	XP_015437766.1	XP_011157110.1
OG0005155	XP_015439218.1	XP_011176206.1
OG0005156	XP_015437819.1	XP_011164501.1
OG0005157	XP_015435824.1	XP_011167243.1
OG0005158	XP_015429225.1	XP_011166564.1
OG0005159	XP_015435450.1	XP_025986138.2
OG0005160	XP_015431120.1	XP_011175529.1
OG0005161	XP_015430907.1	XP_011167939.1
OG0005162	XP_015432326.1	XP_025986539.1
OG0005163	XP_015437999.1	XP_011161963.1
OG0005164	XP_015430939.1	XP_011162058.1
OG0005165	XP_015437719.1	XP_011168983.2, XP_039312616.1, XP_011168982.2
OG0005166	XP_015432228.1	XP_011163378.1
OG0005167	XP_015429462.1	XP_011155853.1
OG0005168	XP_015439977.1	XP_011159395.1
OG0005169	XP_015438777.1	XP_011175493.1
OG0005170	XP_015431154.1	XP_011166413.2
OG0005171	XP_015430532.1	XP_011164007.1
OG0005172	XP_015428583.1	XP_011157393.1
OG0005173	XP_015438372.1	XP_011163832.1
OG0005174	XP_015433317.1	XP_025992382.1
OG0005175	XP_015439285.1	XP_011159419.1
OG0005176	XP_015432023.1	XP_011157728.1
OG0005177	XP_015430629.1	XP_011173476.1
