Orthogroup	Dufourea_novaeangliae	Anopheles_gambiae
OG0004547	XP_015440108.1	XP_003436710.1, XP_003436709.1
OG0004549	XP_015439946.1	XP_316811.4
OG0004550	XP_015437569.1	XP_001230842.3
OG0004551	XP_015430958.1	XP_559429.3, XP_001688873.1, XP_559379.4
OG0004552	XP_015434495.1	XP_313610.2
OG0004553	XP_015436213.1	XP_309945.3
OG0004554	XP_015433607.1	XP_310544.5
OG0004555	XP_015439963.1	XP_313770.4
OG0004556	XP_015436122.1	XP_564818.3
OG0004558	XP_015439493.1	XP_550843.2
OG0004559	XP_015438157.1, XP_015436618.1	XP_307963.4
OG0004560	XP_015433485.1	XP_562083.2
OG0004561	XP_015440476.1	XP_317731.4
OG0004562	XP_015436598.1, XP_015438156.1	XP_003436702.1
OG0004563	XP_015429318.1	XP_316944.3
OG0004564	XP_015435129.1, XP_015435131.1	XP_314232.5
OG0004565	XP_015429483.1	XP_309189.4
OG0004566	XP_015438145.1	XP_319071.3
OG0004567	XP_015432951.1	XP_001238474.3
OG0004568	XP_015436243.1	XP_314893.4
OG0004569	XP_015428897.1	XP_001237618.1
OG0004570	XP_015429038.1	XP_557691.3
OG0004571	XP_015438579.1	XP_321340.5
OG0004572	XP_015428832.1	XP_320014.4
OG0004573	XP_015429505.1	XP_308537.4
OG0004574	XP_015437204.1	XP_308118.2
OG0004575	XP_015433617.1	XP_319131.4
OG0004576	XP_015436688.1	XP_311261.5
OG0004577	XP_015434602.1	XP_314788.4
OG0004578	XP_015440173.1	XP_321742.4, XP_003435817.1
OG0004579	XP_015434191.1	XP_310685.5
OG0004580	XP_015436605.1	XP_003436733.1, XP_313065.4
OG0004581	XP_015434998.1	XP_001237968.1
OG0004582	XP_015432286.1	XP_320478.4
OG0004583	XP_015432487.1	XP_321745.4
OG0004584	XP_015437953.1	XP_321118.5
OG0004585	XP_015434489.1	XP_001687966.1
OG0004586	XP_015431264.1	XP_317781.4
OG0004587	XP_015428742.1	XP_319371.2
OG0004588	XP_015439612.1	XP_319442.1
OG0004589	XP_015433294.1	XP_313694.2
OG0004590	XP_015434966.1	XP_314012.3
OG0004591	XP_015433865.1	XP_321123.4
OG0004592	XP_015439329.1	XP_320908.2
OG0004593	XP_015437172.1	XP_557186.3
OG0004594	XP_015439972.1	XP_311940.5, XP_003436325.1
OG0004595	XP_015430137.1	XP_003436308.1, XP_003436307.1, XP_311991.3
OG0004596	XP_015439367.1	XP_310885.4
OG0004597	XP_015440523.1	XP_553165.2
OG0004598	XP_015438626.1	XP_308574.4
OG0004599	XP_015430403.1	XP_319650.4
OG0004600	XP_015436215.1, XP_015436110.1	XP_564500.3
OG0004601	XP_015437642.1	XP_308924.2
OG0004602	XP_015438564.1	XP_315959.4
OG0004603	XP_015432389.1	XP_321133.5, XP_003435970.1
OG0004605	XP_015440504.1, XP_015440503.1	XP_317491.2
OG0004606	XP_015428738.1	XP_317789.4
OG0004607	XP_015431371.1	XP_319914.2
OG0004608	XP_015431655.1	XP_316863.5
OG0004609	XP_015438824.1	XP_310512.4, XP_003437032.1
OG0004610	XP_015436323.1	XP_314998.4
OG0004611	XP_015433849.1	XP_316945.3
OG0004612	XP_015440106.1	XP_314130.3
OG0004613	XP_015437263.1	XP_319727.3
OG0004614	XP_015432592.1	XP_317943.2
OG0004615	XP_015438247.1	XP_320644.4
OG0004616	XP_015429033.1, XP_015429034.1	XP_315285.3
OG0004617	XP_015428816.1	XP_550827.4
OG0004618	XP_015432849.1	XP_559924.1, XP_321393.5, XP_310699.5
OG0004619	XP_015436336.1	XP_316314.2
OG0004620	XP_015431512.1	XP_315108.4
OG0004621	XP_015430789.1	XP_306103.4, XP_003436418.1
OG0004623	XP_015437173.1	XP_311499.3, XP_311497.4
OG0004624	XP_015437707.1	XP_315883.4
OG0004625	XP_015434974.1	XP_316123.4
OG0004627	XP_015428867.1	XP_001689246.1
OG0004628	XP_015436233.1	XP_316484.4
OG0004629	XP_015428651.1	XP_316373.4
OG0004630	XP_015438495.1	XP_556128.2
OG0004631	XP_015431026.1	XP_310341.7, XP_307299.3, XP_003436617.1, XP_003436616.1
OG0004632	XP_015437893.1	XP_319742.3
OG0004633	XP_015430100.1	XP_308812.2
OG0004634	XP_015440495.1	XP_003436011.1, XP_321009.5
OG0004635	XP_015438400.1	XP_316671.4
OG0004636	XP_015439241.1	XP_316886.4
OG0004637	XP_015431159.1	XP_557244.3
OG0004638	XP_015433672.1	XP_320928.4
OG0004639	XP_015430800.1	XP_308335.3
OG0004640	XP_015431560.1	XP_312415.5
OG0004641	XP_015433531.1, XP_015433540.1	XP_562226.4
OG0004642	XP_015429194.1	XP_001230745.3
OG0004643	XP_015438080.1	XP_561285.1, XP_318587.4
OG0004644	XP_015439310.1	XP_311294.5
OG0004645	XP_015430091.1	XP_319750.4
OG0004646	XP_015434608.1	XP_319545.5
OG0004647	XP_015437130.1	XP_312591.4, XP_003436101.1
OG0004648	XP_015430353.1	XP_316599.4, XP_001688911.1
OG0004649	XP_015439776.1	XP_311028.4
OG0004650	XP_015430203.1	XP_310169.4
OG0004652	XP_015430213.1	XP_321819.4
OG0004653	XP_015429670.1	XP_314138.4
OG0004654	XP_015433186.1	XP_313344.3
OG0004655	XP_015437393.1	XP_316109.4
OG0004656	XP_015434387.1	XP_317249.2
OG0004657	XP_015439819.1	XP_001230990.3
OG0004658	XP_015437713.1	XP_308727.4
OG0004659	XP_015430140.1	XP_317385.4
OG0004660	XP_015429424.1	XP_315026.4
OG0004661	XP_015433804.1	XP_316155.4, XP_316154.4
OG0004662	XP_015440015.1	XP_312336.5
OG0004663	XP_015439337.1	XP_312665.4
OG0004664	XP_015428444.1	XP_001230465.1, XP_319506.4
OG0004666	XP_015429916.1	XP_316502.4
OG0004667	XP_015438615.1	XP_308366.3
OG0004668	XP_015440337.1	XP_314700.4
OG0004669	XP_015439653.1	XP_319231.4
OG0004670	XP_015429931.1	XP_316831.5
OG0004671	XP_015433002.1	XP_316423.3
OG0004672	XP_015431991.1	XP_321817.5
OG0004673	XP_015435234.1	XP_001688170.2, XP_003437163.1
OG0004674	XP_015434907.1	XP_312818.4
OG0004675	XP_015428572.1	XP_311209.3
OG0004676	XP_015438660.1	XP_317734.4
OG0004677	XP_015429972.1	XP_316633.4
OG0004678	XP_015432096.1	XP_320425.3
OG0004679	XP_015429794.1	XP_001237899.1
OG0004680	XP_015437044.1	XP_317754.2
OG0004681	XP_015439888.1	XP_003435813.1, XP_321767.5, XP_003435812.1
OG0004682	XP_015434305.1	XP_554918.3
OG0004683	XP_015433373.1	XP_321734.4
OG0004684	XP_015431298.1	XP_313777.5
OG0004685	XP_015430483.1	XP_318396.5
OG0004686	XP_015431160.1	XP_317295.4
OG0004687	XP_015438440.1	XP_317601.4
OG0004688	XP_015434658.1	XP_307903.2
OG0004689	XP_015430153.1	XP_319366.4
OG0004691	XP_015434052.1	XP_566038.3
OG0004692	XP_015434117.1	XP_309077.3
OG0004693	XP_015433010.1	XP_001230938.3
OG0004694	XP_015430408.1	XP_560174.3
OG0004695	XP_015428404.1	XP_315923.3
OG0004696	XP_015436419.1	XP_313383.2, XP_003436541.1, XP_003436540.1
OG0004697	XP_015432814.1	XP_317483.2
OG0004699	XP_015428862.1	XP_314265.4
OG0004700	XP_015440214.1	XP_310116.4
OG0004701	XP_015434714.1	XP_315668.4
OG0004702	XP_015432428.1	XP_318858.4
OG0004704	XP_015438363.1	XP_321623.2
OG0004705	XP_015438749.1	XP_563412.4
OG0004706	XP_015438067.1	XP_308141.2
OG0004707	XP_015440169.1	XP_319850.2
OG0004708	XP_015440191.1	XP_315475.4, XP_556113.2
OG0004711	XP_015428755.1	XP_001688167.2
OG0004712	XP_015437913.1	XP_319309.3
OG0004713	XP_015435979.1	XP_308137.4, XP_003436656.1
OG0004714	XP_015439561.1, XP_015439560.1	XP_320202.4
OG0004715	XP_015439363.1	XP_313817.5
OG0004716	XP_015433345.1	XP_315872.3
OG0004717	XP_015438245.1	XP_316666.4, XP_316667.4
OG0004718	XP_015439458.1	XP_308549.3, XP_001687981.1
OG0004719	XP_015434270.1	XP_001688747.1, XP_315931.4, XP_001688748.1
OG0004720	XP_015439632.1	XP_313856.5
OG0004722	XP_015431681.1	XP_557484.2
OG0004723	XP_015433651.1	XP_321199.5
OG0004724	XP_015435094.1	XP_308435.3
OG0004726	XP_015429509.1	XP_315879.4
OG0004728	XP_015432751.1	XP_001688634.1, XP_315337.2
OG0004729	XP_015439720.1	XP_321700.5, XP_003435827.1
OG0004730	XP_015436474.1	XP_315718.3
OG0004731	XP_015433305.1	XP_001238550.1
OG0004732	XP_015439381.1	XP_314335.3
OG0004733	XP_015431914.1	XP_313034.5
OG0004735	XP_015428624.1	XP_319468.3
OG0004736	XP_015430079.1, XP_015436872.1	XP_310348.6
OG0004737	XP_015437735.1	XP_001237163.2
OG0004738	XP_015431555.1	XP_313302.4
OG0004739	XP_015434469.1	XP_319389.3, XP_319392.3
OG0004740	XP_015431858.1	XP_316141.4
OG0004741	XP_015428435.1	XP_311032.5
OG0004743	XP_015434303.1	XP_308648.3
OG0004744	XP_015428596.1	XP_311989.5
OG0004745	XP_015430063.1	XP_317571.4
OG0004746	XP_015440138.1	XP_309599.4, XP_024667079.1
OG0004747	XP_015434198.1	XP_321656.5
OG0004748	XP_015439083.1	XP_311569.4
OG0004751	XP_015432877.1	XP_565317.3
OG0004752	XP_015440298.1	XP_312590.5
OG0004753	XP_015430947.1	XP_321615.4
OG0004754	XP_015439338.1	XP_320978.5, XP_565746.4
OG0004755	XP_015433078.1	XP_319476.4
OG0004756	XP_015429035.1	XP_317927.4
OG0004757	XP_015431021.1	XP_318031.4
OG0004758	XP_015432238.1	XP_003435867.1, XP_003435868.1, XP_321574.1
OG0004760	XP_015436201.1	XP_001688871.1, XP_316486.4, XP_001688872.1
OG0004761	XP_015434931.1	XP_310462.5
OG0004762	XP_015438582.1	XP_321129.5, XP_003435971.1, XP_001238435.3
OG0004763	XP_015438455.1	XP_311720.5
OG0004764	XP_015439228.1	XP_308950.4
OG0004765	XP_015430934.1	XP_309373.3
OG0004766	XP_015433236.1	XP_314001.3
OG0004767	XP_015433974.1	XP_319173.1
OG0004768	XP_015436893.1	XP_319361.4
OG0004769	XP_015429360.1	XP_307772.4
OG0004770	XP_015436829.1	XP_001237134.2
OG0004771	XP_015434972.1	XP_311396.4
OG0004772	XP_015429709.1	XP_312303.4
OG0004773	XP_015435169.1	XP_312241.4
OG0004774	XP_015434585.1	XP_319458.3
OG0004775	XP_015430677.1	XP_314472.4
OG0004776	XP_015436411.1	XP_309795.4, XP_001688250.1
OG0004777	XP_015430627.1	XP_563710.4
OG0004778	XP_015435041.1	XP_307883.5, XP_311269.5, XP_003437081.1
OG0004779	XP_015436054.1	XP_311434.3
OG0004780	XP_015432103.1	XP_320097.4
OG0004781	XP_015436414.1	XP_320404.2
OG0004782	XP_015430208.1	XP_001688117.1
OG0004783	XP_015440111.1	XP_552585.3
OG0004784	XP_015434655.1	XP_312757.5, XP_309337.3
OG0004785	XP_015436034.1	XP_321923.5
OG0004786	XP_015437180.1	XP_317896.4
OG0004788	XP_015439345.1	XP_307926.5
OG0004789	XP_015433089.1	XP_558222.3
OG0004790	XP_015434425.1	XP_321917.5, XP_003435786.1
OG0004791	XP_015434856.1	XP_321122.4
OG0004792	XP_015433440.1	XP_316194.4
OG0004793	XP_015430146.1	XP_562342.4
OG0004794	XP_015435065.1	XP_318747.4
OG0004795	XP_015429588.1	XP_001238158.2, XP_319448.3
OG0004796	XP_015438884.1	XP_312609.5
OG0004797	XP_015435989.1	XP_003435773.1, XP_003435774.1, XP_321948.5
OG0004799	XP_015440361.1	XP_321599.4
OG0004800	XP_015437880.1	XP_001688095.1, XP_308791.4
OG0004801	XP_015435981.1	XP_309099.4
OG0004802	XP_015430492.1	XP_320079.4, XP_320080.3
OG0004803	XP_015430473.1	XP_320946.3
OG0004804	XP_015430021.1	XP_316172.4
OG0004805	XP_015438171.1	XP_314106.3
OG0004807	XP_015432180.1	XP_308576.3, XP_001688007.1, XP_001688005.1, XP_001688004.1, XP_001688006.1
OG0004808	XP_015434021.1	XP_309076.5, XP_003435722.1, XP_001688162.2
OG0004809	XP_015435548.1	XP_555753.3, XP_555752.3
OG0004810	XP_015434131.1	XP_317379.4
OG0004812	XP_015432572.1	XP_001688965.2
OG0004813	XP_015430784.1	XP_318923.2
OG0004814	XP_015435390.1	XP_320711.4
OG0004815	XP_015433691.1	XP_313426.5
OG0004816	XP_015433413.1	XP_309754.4
OG0004817	XP_015440148.1	XP_563794.3
OG0004818	XP_015432741.1	XP_321157.5
OG0004819	XP_015437960.1	XP_320797.3
OG0004820	XP_015431185.1	XP_319937.4
OG0004821	XP_015437584.1	XP_001689070.2, XP_003437210.1, XP_003437211.1, XP_317976.4
OG0004822	XP_015437800.1	XP_308080.4
OG0004823	XP_015431542.1	XP_003435795.1, XP_321881.5
OG0004824	XP_015433978.1	XP_311030.5
OG0004825	XP_015432988.1	XP_321672.3
OG0004826	XP_015437777.1	XP_312525.4
OG0004827	XP_015440164.1	XP_311466.3
OG0004828	XP_015437259.1	XP_307920.5
OG0004829	XP_015438376.1	XP_316573.2
OG0004830	XP_015438503.1	XP_321931.5
OG0004831	XP_015435616.1	XP_003437088.1, XP_003437089.1, XP_311281.5
OG0004832	XP_015435695.1	XP_312462.5
OG0004833	XP_015432100.1	XP_003435879.1
OG0004834	XP_015428789.1	XP_308258.2
OG0004835	XP_015438629.1	XP_316961.4
OG0004836	XP_015438599.1	XP_001688076.1, XP_308766.4
OG0004837	XP_015429549.1	XP_319370.4
OG0004838	XP_015434272.1	XP_317282.4
OG0004839	XP_015439816.1	XP_310807.5, XP_003436966.1
OG0004841	XP_015436555.1	XP_309403.3
OG0004842	XP_015434273.1	XP_317333.3
OG0004843	XP_015437902.1	XP_561137.5, XP_320324.3
OG0004844	XP_015437029.1	XP_310591.5
OG0004845	XP_015428675.1	XP_310812.3
OG0004846	XP_015432547.1	XP_001687885.2
OG0004847	XP_015429593.1	XP_001237046.2
OG0004848	XP_015431568.1	XP_310721.5, XP_003436981.1, XP_003436982.1, XP_003436980.1
OG0004851	XP_015429984.1	XP_316449.4
OG0004852	XP_015433730.1	XP_001238145.2
OG0004853	XP_015430010.1	XP_315680.4, XP_556310.2
OG0004854	XP_015439525.1	XP_313098.5
OG0004855	XP_015430634.1	XP_316956.4
OG0004856	XP_015435136.1	XP_311010.5
OG0004857	XP_015438482.1	XP_316779.4
OG0004858	XP_015440014.1	XP_312249.5
OG0004859	XP_015433117.1, XP_015433118.1	XP_565734.4
OG0004860	XP_015436062.1	XP_312503.4, XP_312502.2
OG0004861	XP_015432700.1	XP_003436684.1, XP_003436683.1, XP_003436682.1, XP_318454.5
OG0004862	XP_015439841.1	XP_309939.3
OG0004863	XP_015434329.1	XP_321630.2
OG0004864	XP_015436119.1	XP_001688003.1
OG0004865	XP_015432009.1	XP_003437195.1
OG0004866	XP_015439568.1	XP_316929.4
OG0004867	XP_015430872.1	XP_308052.4
OG0004868	XP_015436128.1	XP_001237316.2
OG0004869	XP_015429329.1	XP_309361.4
OG0004870	XP_015430126.1	XP_003436732.1, XP_313056.4
OG0004871	XP_015433115.1	XP_310862.5
OG0004872	XP_015436382.1	XP_315556.4
OG0004873	XP_015435082.1	XP_309441.4
OG0004874	XP_015431608.1	XP_314669.4
OG0004875	XP_015437312.1	XP_321618.5
OG0004876	XP_015428472.1	XP_321018.5
OG0004877	XP_015436756.1	XP_311879.5
OG0004878	XP_015436776.1	XP_317328.3
OG0004879	XP_015429323.1	XP_001687955.1, XP_564896.3
OG0004880	XP_015438057.1	XP_319404.4
OG0004883	XP_015431799.1	XP_311229.5, XP_003437067.1, XP_311228.5
OG0004884	XP_015429003.1	XP_315925.4, XP_315924.3
OG0004886	XP_015429132.1	XP_320454.4, XP_320453.4
OG0004887	XP_015433657.1	XP_312361.5, XP_003436160.1
OG0004888	XP_015436726.1	XP_318108.3
OG0004889	XP_015432312.1	XP_001689353.2
OG0004890	XP_015437344.1	XP_309874.4
OG0004893	XP_015433582.1	XP_552165.3
OG0004894	XP_015436850.1	XP_317236.4
OG0004895	XP_015438361.1	XP_308075.2
OG0004896	XP_015432028.1	XP_311463.4
OG0004897	XP_015428483.1	XP_001238090.1
OG0004898	XP_015435035.1	XP_552182.3
OG0004899	XP_015428694.1	XP_001237878.2
OG0004900	XP_015429747.1	XP_553095.3
OG0004901	XP_015433270.1	XP_309078.4
OG0004902	XP_015435277.1	XP_003436936.1, XP_310936.5
OG0004903	XP_015434089.1	XP_309537.3
OG0004904	XP_015434987.1	XP_314561.4
OG0004905	XP_015432176.1	XP_312645.4, XP_320464.4
OG0004907	XP_015429681.1	XP_311256.5
OG0004908	XP_015433239.1	XP_313574.5
OG0004909	XP_015428802.1	XP_316199.4
OG0004910	XP_015436745.1	XP_001688373.2
OG0004912	XP_015439154.1	XP_320606.4
OG0004913	XP_015429781.1	XP_001238156.1
OG0004914	XP_015431617.1	XP_319902.4
OG0004917	XP_015434702.1	XP_309215.4, XP_001237203.1
OG0004918	XP_015439711.1	XP_321421.5
OG0004920	XP_015439881.1, XP_015439690.1	XP_311045.2
OG0004921	XP_015430237.1	XP_308536.4
OG0004922	XP_015438518.1	XP_308184.4
OG0004924	XP_015437524.1	XP_308204.3
OG0004925	XP_015439581.1	XP_315978.4, XP_315979.4, XP_001688760.1
OG0004926	XP_015432982.1	XP_308978.4
OG0004927	XP_015428587.1	XP_315649.4
OG0004928	XP_015440118.1	XP_309015.4
OG0004929	XP_015438986.1	XP_315066.4
OG0004930	XP_015434024.1	XP_001688806.1
OG0004931	XP_015434070.1	XP_309097.4
OG0004932	XP_015431274.1	XP_552951.2
OG0004934	XP_015428665.1	XP_319036.4
OG0004935	XP_015431821.1	XP_314793.4
OG0004938	XP_015438409.1	XP_314826.4
OG0004939	XP_015440512.1	XP_317037.4
OG0004941	XP_015433957.1	XP_001688319.1
OG0004942	XP_015432622.1	XP_317834.4
OG0004943	XP_015432091.1	XP_322017.4
OG0004944	XP_015433575.1	XP_309494.3
OG0004945	XP_015434806.1	XP_309824.4
OG0004947	XP_015433369.1	XP_321853.5
OG0004948	XP_015438062.1	XP_003436756.1
OG0004949	XP_015430221.1	XP_309934.4
OG0004951	XP_015434785.1	XP_001238569.3
OG0004952	XP_015440140.1	XP_001230402.1, XP_001230719.2
OG0004954	XP_015437284.1	XP_308239.4
OG0004955	XP_015431034.1	XP_319776.3
OG0004976	XP_015431349.1	XP_310377.7
OG0004977	XP_015434598.1	XP_317357.3
OG0004978	XP_015430471.1	XP_319948.4
OG0004979	XP_015434846.1	XP_321710.2
OG0004980	XP_015432585.1	XP_307933.4
OG0004981	XP_015429921.1	XP_311268.5
OG0004982	XP_015436214.1	XP_318202.3
OG0004983	XP_015439094.1	XP_558423.2, XP_313917.3
OG0004984	XP_015429354.1	XP_320984.4
OG0004985	XP_015428978.1	XP_320323.4
OG0004986	XP_015428827.1	XP_321892.3, XP_003435790.1
OG0004987	XP_015434713.1	XP_001237358.3
OG0004988	XP_015438605.1	XP_320347.4
OG0004989	XP_015431863.1	XP_314882.4
OG0004990	XP_015428845.1	XP_003435782.1, XP_321930.4
OG0004991	XP_015431551.1	XP_314225.5, XP_306101.3
OG0004992	XP_015436996.1	XP_313027.3
OG0004993	XP_015432016.1	XP_321578.2
OG0004994	XP_015428892.1	XP_320676.4
OG0004995	XP_015432943.1	XP_315947.2
OG0004996	XP_015439940.1	XP_315057.4
OG0004997	XP_015431181.1	XP_318689.1
OG0004998	XP_015435144.1	XP_322009.2
OG0004999	XP_015439096.1	XP_003435908.1, XP_321394.2
OG0005000	XP_015433475.1	XP_312812.4
OG0005001	XP_015439171.1	XP_317991.3
OG0005002	XP_015439638.1	XP_318538.3
OG0005003	XP_015439636.1	XP_317025.4
OG0005004	XP_015435890.1	XP_320916.2
OG0005005	XP_015440421.1	XP_312806.2
OG0005006	XP_015435093.1	XP_310779.4
OG0005007	XP_015429463.1	XP_318964.4
OG0005008	XP_015436252.1	XP_308155.2
OG0005009	XP_015437932.1	XP_003437136.1, XP_309109.2
OG0005010	XP_015436289.1	XP_003436316.1
OG0005011	XP_015437256.1	XP_320662.3
OG0005012	XP_015438855.1	XP_320483.3
OG0005013	XP_015434275.1	XP_314749.4
OG0005014	XP_015438776.1	XP_564390.3
OG0005016	XP_015429086.1	XP_309011.3
OG0005017	XP_015437738.1	XP_311967.3
OG0005018	XP_015430491.1	XP_321725.2
OG0005019	XP_015435393.1	XP_554644.2
OG0005020	XP_015439081.1	XP_318826.3
OG0005021	XP_015437378.1	XP_312440.3
OG0005022	XP_015439906.1	XP_315431.3
OG0005023	XP_015428569.1	XP_001688508.1, XP_314041.4
OG0005024	XP_015436957.1	XP_317574.3
OG0005025	XP_015436924.1	XP_001238360.1
OG0005026	XP_015429336.1	XP_309913.4
OG0005027	XP_015430884.1	XP_001238183.2
OG0005028	XP_015429821.1	XP_001689018.1
OG0005029	XP_015435381.1	XP_564060.2
OG0005030	XP_015430788.1	XP_315366.3
OG0005031	XP_015432174.1	XP_313492.5
OG0005032	XP_015430409.1	XP_321546.3
OG0005033	XP_015429987.1	XP_316586.4
OG0005034	XP_015440499.1	XP_314797.4
OG0005035	XP_015435914.1	XP_320690.3
OG0005036	XP_015432484.1	XP_001230272.1, XP_307508.3, XP_309497.4
OG0005037	XP_015438735.1	XP_318468.4
OG0005038	XP_015433850.1	XP_314835.2
OG0005039	XP_015439982.1	XP_317232.3
OG0005040	XP_015431501.1	XP_316919.2
OG0005041	XP_015434124.1	XP_319221.1
OG0005042	XP_015440113.1	XP_313114.4
OG0005043	XP_015439448.1	XP_310426.4
OG0005044	XP_015440490.1	XP_317882.3
OG0005045	XP_015435754.1	XP_320771.1
OG0005046	XP_015430944.1	XP_314900.3
OG0005047	XP_015432488.1	XP_315627.3
OG0005048	XP_015434073.1	XP_320906.3
OG0005049	XP_015431557.1	XP_312119.2
OG0005050	XP_015432616.1	XP_001238262.1
OG0005051	XP_015439883.1	XP_321202.3
OG0005052	XP_015440065.1	XP_308878.1
OG0005053	XP_015428559.1	XP_317697.4
OG0005054	XP_015436750.1	XP_321035.4
OG0005055	XP_015437043.1	XP_321650.4
OG0005056	XP_015429089.1	XP_311488.2
OG0005057	XP_015432511.1	XP_313705.5
OG0005058	XP_015430641.1	XP_317544.4
OG0005059	XP_015439148.1	XP_306986.3, XP_317860.3
OG0005060	XP_015429486.1	XP_321769.3
OG0005061	XP_015439976.1	XP_309490.3
OG0005062	XP_015436294.1	XP_308388.3
OG0005063	XP_015432229.1	XP_309388.1
OG0005064	XP_015436149.1	XP_318746.3
OG0005065	XP_015429545.1	XP_314556.3
OG0005066	XP_015434516.1	XP_308637.4
OG0005067	XP_015429773.1	XP_309395.3
OG0005068	XP_015432246.1	XP_317362.2
OG0005069	XP_015436483.1	XP_317026.3
OG0005070	XP_015435397.1	XP_001689009.1
OG0005072	XP_015432459.1	XP_312254.5, XP_003436205.1
OG0005073	XP_015430193.1	XP_308859.3, XP_319081.2
OG0005074	XP_015430875.1	XP_563216.2, XP_003436306.1
OG0005075	XP_015430880.1	XP_003436437.1, XP_319536.5
OG0005077	XP_015438465.1	XP_003436855.1, XP_311260.4
OG0005078	XP_015435658.1	XP_314730.4
OG0005079	XP_015432918.1	XP_321834.4
OG0005080	XP_015438328.1	XP_315673.3
OG0005081	XP_015440443.1	XP_320384.4
OG0005082	XP_015434741.1	XP_308555.4
OG0005083	XP_015439390.1	XP_311443.3
OG0005084	XP_015433671.1	XP_318664.3
OG0005085	XP_015429800.1	XP_321487.3
OG0005086	XP_015430653.1	XP_319557.4
OG0005087	XP_015436432.1	XP_316220.4
OG0005088	XP_015431197.1	XP_320341.4
OG0005089	XP_015428666.1, XP_015428674.1	XP_319459.4
OG0005090	XP_015430337.1	XP_320686.4
OG0005091	XP_015430235.1	XP_003436047.1, XP_308021.4
OG0005092	XP_015433155.1	XP_321995.5
OG0005093	XP_015435857.1	XP_311483.3
OG0005094	XP_015429436.1	XP_001231040.2
OG0005095	XP_015438215.1	XP_308543.4
OG0005097	XP_015435163.1	XP_317495.3, XP_555242.1
OG0005098	XP_015438993.1	XP_315062.2, XP_001230563.2, XP_024667082.1
OG0005099	XP_015440124.1	XP_001688106.1
OG0005100	XP_015429039.1	XP_316121.4
OG0005101	XP_015431224.1	XP_319019.4, XP_553785.2
OG0005102	XP_015438489.1	XP_314233.3
OG0005103	XP_015435992.1	XP_313976.2
OG0005104	XP_015432275.1	XP_320065.4
OG0005105	XP_015430691.1	XP_311606.4
OG0005106	XP_015430359.1	XP_308300.3
OG0005107	XP_015432874.1	XP_320154.3
OG0005108	XP_015429400.1	XP_317941.4
OG0005109	XP_015434740.1	XP_003436804.1, XP_306739.3, XP_313689.4
OG0005110	XP_015429730.1	XP_319444.3
OG0005111	XP_015434088.1	XP_320736.3
OG0005112	XP_015438330.1	XP_321458.5
OG0005113	XP_015430847.1	XP_316304.4
OG0005114	XP_015432232.1	XP_321452.4, XP_003435894.1
OG0005115	XP_015430273.1	XP_564957.3
OG0005116	XP_015432617.1	XP_319821.3
OG0005117	XP_015431540.1	XP_319766.3
OG0005119	XP_015430274.1	XP_314910.4
OG0005120	XP_015438665.1	XP_319622.4
OG0005121	XP_015431711.1	XP_314471.2
OG0005122	XP_015439331.1	XP_312029.3
OG0005123	XP_015437945.1	XP_308661.3
OG0005124	XP_015429322.1	XP_319782.3
OG0005125	XP_015432236.1	XP_315375.4
OG0005126	XP_015439899.1	XP_003436443.1, XP_314226.5
OG0005127	XP_015439796.1	XP_312881.4
OG0005128	XP_015431865.1	XP_321671.4
OG0005129	XP_015430697.1	XP_564732.2
OG0005130	XP_015438488.1	XP_316679.4
OG0005131	XP_015437991.1	XP_562251.4
OG0005132	XP_015436475.1	XP_320974.3
OG0005133	XP_015440044.1	XP_321044.5
