Orthogroup	Dufourea_novaeangliae	Vespa_mandarinia
OG0003983	XP_015429873.1	XP_035721291.1
OG0003984	XP_015433090.1	XP_035718571.1
OG0003985	XP_015434859.1	XP_035728130.1
OG0003986	XP_015434942.1	XP_035724336.1
OG0003987	XP_015432803.1	XP_035744210.1
OG0003988	XP_015439838.1	XP_035724570.1, XP_035724562.1
OG0003989	XP_015432158.1	XP_035732054.1
OG0003990	XP_015437870.1	XP_035724405.1
OG0003991	XP_015435665.1	XP_035734801.1
OG0003992	XP_015428803.1	XP_035742085.1
OG0003994	XP_015429683.1	XP_035739544.1
OG0003995	XP_015435779.1	XP_035731443.1
OG0003996	XP_015439663.1	XP_035732664.1
OG0003997	XP_015429827.1	XP_035728931.1
OG0003998	XP_015428584.1	XP_035723077.1
OG0003999	XP_015428926.1	XP_035721916.1
OG0004000	XP_015437275.1	XP_035733367.1
OG0004001	XP_015433587.1	XP_035718133.1
OG0004002	XP_015437677.1	XP_035733605.1
OG0004003	XP_015437109.1	XP_035739471.1
OG0004004	XP_015434962.1	XP_035733374.1
OG0004005	XP_015437081.1	XP_035724095.1
OG0004006	XP_015428617.1	XP_035717929.1, XP_035717928.1
OG0004007	XP_015435252.1	XP_035720625.1
OG0004008	XP_015439539.1	XP_035728446.1
OG0004009	XP_015433122.1	XP_035729440.1
OG0004010	XP_015433183.1	XP_035728881.1
OG0004011	XP_015437074.1	XP_035733862.1
OG0004012	XP_015435280.1	XP_035736804.1
OG0004013	XP_015435189.1	XP_035725465.1, XP_035725462.1
OG0004014	XP_015432230.1	XP_035735369.1
OG0004016	XP_015436564.1	XP_035729441.1
OG0004017	XP_015435210.1	XP_035723806.1
OG0004018	XP_015437311.1	XP_035731393.1
OG0004020	XP_015436221.1	XP_035731783.1
OG0004021	XP_015438095.1	XP_035721210.1
OG0004022	XP_015432574.1	XP_035737401.1
OG0004023	XP_015438729.1	XP_035740389.1
OG0004025	XP_015428829.1	XP_035719371.1, XP_035719373.1, XP_035719370.1
OG0004026	XP_015440257.1	XP_035732181.1
OG0004027	XP_015434716.1	XP_035722201.1, XP_035722199.1
OG0004028	XP_015438352.1	XP_035736761.1, XP_035736764.1
OG0004029	XP_015428490.1	XP_035730803.1
OG0004030	XP_015439038.1	XP_035740912.1
OG0004031	XP_015432335.1	XP_035728618.1
OG0004033	XP_015429332.1, XP_015429330.1, XP_015429333.1	XP_035739824.1
OG0004034	XP_015434076.1	XP_035733213.1
OG0004035	XP_015430479.1	XP_035738641.1
OG0004036	XP_015435004.1	XP_035733409.1
OG0004037	XP_015434668.1	XP_035744271.1
OG0004038	XP_015433497.1	XP_035732499.1
OG0004040	XP_015431108.1	XP_035720761.1
OG0004042	XP_015428758.1	XP_035742856.1
OG0004043	XP_015434529.1	XP_035736668.1
OG0004044	XP_015430769.1	XP_035735054.1, XP_035735057.1
OG0004045	XP_015438261.1	XP_035732093.1
OG0004046	XP_015440382.1	XP_035720290.1, XP_035720281.1, XP_035720301.1
OG0004047	XP_015432000.1	XP_035737864.1, XP_035737856.1
OG0004048	XP_015436580.1	XP_035734390.1
OG0004049	XP_015431562.1	XP_035738694.1
OG0004050	XP_015432758.1	XP_035741161.1
OG0004051	XP_015430666.1	XP_035731634.1
OG0004052	XP_015432443.1	XP_035722510.1
OG0004053	XP_015429097.1	XP_035742586.1
OG0004054	XP_015432703.1	XP_035722839.1
OG0004055	XP_015428854.1	XP_035737011.1, XP_035737067.1
OG0004056	XP_015440247.1	XP_035742556.1, XP_035742555.1
OG0004058	XP_015432469.1	XP_035730639.1
OG0004059	XP_015429668.1, XP_015429661.1	XP_035728869.1
OG0004060	XP_015440267.1	XP_035723583.1
OG0004061	XP_015434781.1	XP_035736892.1, XP_035736893.1
OG0004062	XP_015433914.1, XP_015433916.1	XP_035730239.1
OG0004063	XP_015435915.1	XP_035734463.1
OG0004064	XP_015429518.1	XP_035718783.1
OG0004065	XP_015433419.1	XP_035728980.1, XP_035728982.1
OG0004066	XP_015432384.1	XP_035736379.1
OG0004067	XP_015431660.1	XP_035723608.1
OG0004068	XP_015437399.1	XP_035723988.1
OG0004069	XP_015428447.1	XP_035731934.1
OG0004070	XP_015436020.1	XP_035729983.1
OG0004071	XP_015439097.1	XP_035724626.1
OG0004072	XP_015439101.1	XP_035741311.1
OG0004073	XP_015430743.1	XP_035732673.1
OG0004074	XP_015432955.1	XP_035740733.1
OG0004075	XP_015439207.1	XP_035735660.1
OG0004076	XP_015437345.1	XP_035731134.1
OG0004077	XP_015432422.1	XP_035728076.1, XP_035728078.1
OG0004078	XP_015432734.1	XP_035718984.1
OG0004079	XP_015429296.1	XP_035740056.1
OG0004080	XP_015433966.1	XP_035733503.1
OG0004081	XP_015440501.1	XP_035739709.1, XP_035739717.1
OG0004082	XP_015432145.1	XP_035734984.1
OG0004083	XP_015439169.1	XP_035734731.1
OG0004085	XP_015431294.1	XP_035730173.1
OG0004086	XP_015438001.1	XP_035739570.1
OG0004087	XP_015439775.1	XP_035732052.1
OG0004088	XP_015432610.1	XP_035734587.1
OG0004089	XP_015434779.1	XP_035743579.1
OG0004090	XP_015436530.1	XP_035734598.1, XP_035734599.1, XP_035734600.1
OG0004091	XP_015436737.1	XP_035732055.1
OG0004092	XP_015434142.1	XP_035735811.1
OG0004093	XP_015438854.1	XP_035722822.1
OG0004094	XP_015437845.1	XP_035720188.1
OG0004095	XP_015435384.1	XP_035738075.1
OG0004096	XP_015429082.1	XP_035720249.1
OG0004097	XP_015438275.1	XP_035731266.1
OG0004099	XP_015439609.1	XP_035722522.1
OG0004100	XP_015435525.1	XP_035738349.1
OG0004101	XP_015435275.1	XP_035727444.1
OG0004102	XP_015434370.1	XP_035727231.1
OG0004103	XP_015437459.1	XP_035741524.1
OG0004104	XP_015438858.1	XP_035744037.1
OG0004105	XP_015428423.1	XP_035741443.1
OG0004106	XP_015436805.1	XP_035736722.1
OG0004107	XP_015430159.1	XP_035729761.1, XP_035729760.1
OG0004109	XP_015430081.1	XP_035736981.1
OG0004110	XP_015440042.1	XP_035742862.1
OG0004111	XP_015434571.1	XP_035734205.1, XP_035734206.1
OG0004112	XP_015430938.1	XP_035737666.1
OG0004113	XP_015433992.1	XP_035739124.1, XP_035739123.1
OG0004114	XP_015438576.1	XP_035738465.1, XP_035738464.1
OG0004116	XP_015438917.1	XP_035731895.1
OG0004117	XP_015436718.1, XP_015436721.1	XP_035732283.1, XP_035732284.1, XP_035732287.1
OG0004119	XP_015434416.1	XP_035735994.1, XP_035735818.1, XP_035735911.1
OG0004120	XP_015439853.1	XP_035742838.1
OG0004121	XP_015431350.1	XP_035717536.1
OG0004122	XP_015434232.1	XP_035734137.1
OG0004123	XP_015430117.1	XP_035726648.1
OG0004124	XP_015436241.1	XP_035743002.1
OG0004125	XP_015436681.1	XP_035742806.1
OG0004126	XP_015438945.1	XP_035721947.1
OG0004128	XP_015434512.1	XP_035744133.1
OG0004129	XP_015430926.1	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1
OG0004130	XP_015437906.1	XP_035733718.1
OG0004131	XP_015439542.1	XP_035739715.1
OG0004132	XP_015436813.1	XP_035737227.1
OG0004133	XP_015435484.1	XP_035739242.1
OG0004134	XP_015438980.1	XP_035727169.1, XP_035727178.1
OG0004135	XP_015429940.1	XP_035731909.1, XP_035731907.1, XP_035731908.1
OG0004136	XP_015432253.1	XP_035733960.1
OG0004137	XP_015437984.1	XP_035729638.1, XP_035729636.1, XP_035729637.1
OG0004138	XP_015429988.1	XP_035723449.1
OG0004139	XP_015434161.1	XP_035741841.1
OG0004141	XP_015432706.1	XP_035741127.1
OG0004142	XP_015434014.1	XP_035739033.1
OG0004144	XP_015430652.1	XP_035742935.1
OG0004145	XP_015439834.1	XP_035724100.1
OG0004146	XP_015431363.1	XP_035728347.1
OG0004147	XP_015430098.1	XP_035741514.1
OG0004149	XP_015428870.1, XP_015428871.1	XP_035743892.1
OG0004150	XP_015438018.1	XP_035734499.1, XP_035734497.1, XP_035734498.1
OG0004151	XP_015437634.1	XP_035736769.1
OG0004153	XP_015439647.1	XP_035723985.1
OG0004154	XP_015433956.1	XP_035730364.1
OG0004155	XP_015439626.1	XP_035741937.1
OG0004157	XP_015429379.1	XP_035727222.1
OG0004158	XP_015439603.1	XP_035743063.1
OG0004159	XP_015436258.1	XP_035729994.1
OG0004160	XP_015428857.1	XP_035744269.1
OG0004161	XP_015436048.1	XP_035717907.1, XP_035717915.1
OG0004162	XP_015434260.1	XP_035725411.1
OG0004163	XP_015431256.1	XP_035726235.1
OG0004164	XP_015439296.1	XP_035722211.1, XP_035722212.1, XP_035722213.1
OG0004165	XP_015431520.1, XP_015431469.1	XP_035738420.1
OG0004166	XP_015429770.1	XP_035737609.1, XP_035737610.1
OG0004167	XP_015428546.1	XP_035720534.1
OG0004168	XP_015435903.1	XP_035734484.1
OG0004169	XP_015437190.1	XP_035724798.1
OG0004170	XP_015439298.1	XP_035729232.1
OG0004171	XP_015431548.1	XP_035744276.1
OG0004172	XP_015439929.1	XP_035730777.1, XP_035730775.1
OG0004173	XP_015438904.1	XP_035718583.1
OG0004174	XP_015431061.1	XP_035744171.1, XP_035744117.1
OG0004175	XP_015429705.1	XP_035738839.1
OG0004176	XP_015439745.1	XP_035730765.1, XP_035730771.1
OG0004177	XP_015429772.1	XP_035733606.1, XP_035733617.1
OG0004179	XP_015439186.1	XP_035725627.1
OG0004180	XP_015428974.1	XP_035737312.1
OG0004181	XP_015432601.1	XP_035730027.1, XP_035730028.1
OG0004182	XP_015437031.1	XP_035740117.1
OG0004183	XP_015438237.1	XP_035719791.1, XP_035719792.1
OG0004184	XP_015432444.1	XP_035728549.1
OG0004185	XP_015431179.1	XP_035744067.1
OG0004186	XP_015435456.1	XP_035718296.1
OG0004187	XP_015430771.1	XP_035738826.1
OG0004188	XP_015436793.1	XP_035738124.1
OG0004189	XP_015437002.1	XP_035734845.1
OG0004190	XP_015437468.1	XP_035722618.1
OG0004191	XP_015438437.1	XP_035741700.1
OG0004192	XP_015438023.1	XP_035732056.1
OG0004193	XP_015432489.1	XP_035737284.1
OG0004195	XP_015434320.1	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1
OG0004196	XP_015435580.1	XP_035730379.1, XP_035730377.1
OG0004197	XP_015436116.1	XP_035742036.1
OG0004198	XP_015429465.1	XP_035726708.1
OG0004199	XP_015429606.1	XP_035737594.1, XP_035737601.1
OG0004201	XP_015428889.1	XP_035740723.1, XP_035740721.1
OG0004202	XP_015436645.1	XP_035725976.1
OG0004203	XP_015438375.1	XP_035736300.1
OG0004204	XP_015439512.1	XP_035740250.1
OG0004205	XP_015436434.1	XP_035739604.1
OG0004206	XP_015428667.1	XP_035730713.1
OG0004207	XP_015430795.1	XP_035717802.1
OG0004209	XP_015433119.1	XP_035728915.1
OG0004210	XP_015438480.1	XP_035730546.1, XP_035730537.1
OG0004211	XP_015434900.1	XP_035737251.1, XP_035737252.1
OG0004212	XP_015432629.1	XP_035740886.1
OG0004213	XP_015439941.1	XP_035732614.1
OG0004214	XP_015435703.1	XP_035731116.1
OG0004215	XP_015438484.1	XP_035719584.1
OG0004216	XP_015438049.1	XP_035742724.1
OG0004217	XP_015432034.1	XP_035720784.1
OG0004218	XP_015435251.1	XP_035720626.1
OG0004219	XP_015429954.1, XP_015429953.1	XP_035728938.1, XP_035728939.1
OG0004220	XP_015438654.1	XP_035731785.1
OG0004222	XP_015438682.1	XP_035724454.1, XP_035724456.1, XP_035724455.1
OG0004223	XP_015433378.1	XP_035724226.1, XP_035724227.1
OG0004224	XP_015435808.1	XP_035743280.1
OG0004225	XP_015434058.1	XP_035721143.1
OG0004227	XP_015430879.1	XP_035730606.1, XP_035730605.1
OG0004228	XP_015438856.1	XP_035722092.1, XP_035722093.1
OG0004229	XP_015429264.1	XP_035717345.1
OG0004230	XP_015439024.1, XP_015439022.1	XP_035727206.1, XP_035727195.1
OG0004231	XP_015434912.1	XP_035739737.1
OG0004232	XP_015439385.1	XP_035718508.1
OG0004233	XP_015435302.1	XP_035717175.1
OG0004234	XP_015440041.1	XP_035720682.1
OG0004235	XP_015439803.1	XP_035743645.1, XP_035743640.1
OG0004236	XP_015440286.1	XP_035727943.1
OG0004237	XP_015433727.1	XP_035743204.1
OG0004238	XP_015435518.1	XP_035736031.1, XP_035736021.1
OG0004240	XP_015433596.1	XP_035736401.1, XP_035736382.1, XP_035736392.1
OG0004241	XP_015429331.1	XP_035729264.1, XP_035729265.1
OG0004242	XP_015432855.1	XP_035742066.1
OG0004243	XP_015429017.1	XP_035722921.1, XP_035722922.1
OG0004244	XP_015431454.1	XP_035728426.1
OG0004246	XP_015440319.1	XP_035723859.1
OG0004247	XP_015436063.1	XP_035729992.1
OG0004248	XP_015440388.1	XP_035741996.1
OG0004249	XP_015439983.1	XP_035717140.1
OG0004250	XP_015439645.1	XP_035721102.1, XP_035721101.1, XP_035721103.1
OG0004251	XP_015436513.1	XP_035726876.1
OG0004252	XP_015429155.1	XP_035731440.1
OG0004253	XP_015433082.1	XP_035718481.1
OG0004254	XP_015429100.1	XP_035728872.1
OG0004255	XP_015438942.1	XP_035741077.1
OG0004256	XP_015429466.1	XP_035739147.1
OG0004257	XP_015433244.1	XP_035740383.1
OG0004258	XP_015428681.1	XP_035725116.1
OG0004259	XP_015435274.1	XP_035718281.1, XP_035718280.1
OG0004260	XP_015429056.1	XP_035741730.1
OG0004261	XP_015440165.1	XP_035717515.1, XP_035717526.1, XP_035717535.1
OG0004262	XP_015434229.1	XP_035727233.1
OG0004263	XP_015436963.1, XP_015436964.1	XP_035734406.1
OG0004264	XP_015436934.1	XP_035725740.1, XP_035725739.1, XP_035725734.1
OG0004265	XP_015432473.1	XP_035731052.1
OG0004266	XP_015433450.1	XP_035742175.1, XP_035742174.1, XP_035742177.1, XP_035742176.1, XP_035742171.1, XP_035742173.1, XP_035742172.1
OG0004267	XP_015432122.1	XP_035736283.1, XP_035736284.1, XP_035736279.1, XP_035736282.1, XP_035736281.1
OG0004268	XP_015436409.1	XP_035740275.1
OG0004269	XP_015437266.1	XP_035738338.1
OG0004275	XP_015430166.1	XP_035727960.1
OG0004276	XP_015432928.1	XP_035726615.1
OG0004277	XP_015437141.1	XP_035737110.1
OG0004278	XP_015439898.1	XP_035717356.1
OG0004279	XP_015430341.1	XP_035739348.1
OG0004280	XP_015435151.1	XP_035741808.1
OG0004281	XP_015433079.1, XP_015433080.1	XP_035729783.1
OG0004282	XP_015431697.1	XP_035730957.1
OG0004283	XP_015431518.1	XP_035722999.1
OG0004284	XP_015432126.1	XP_035738067.1
OG0004285	XP_015429944.1	XP_035727761.1
OG0004286	XP_015430135.1	XP_035730538.1
OG0004287	XP_015434480.1	XP_035741042.1
OG0004288	XP_015428594.1	XP_035720808.1, XP_035720826.1
OG0004289	XP_015430367.1, XP_015430366.1, XP_015430365.1	XP_035727551.1
OG0004290	XP_015439156.1	XP_035720101.1
OG0004291	XP_015440090.1	XP_035726119.1
OG0004292	XP_015429338.1	XP_035725596.1
OG0004293	XP_015429278.1	XP_035736655.1
OG0004294	XP_015435635.1	XP_035738185.1
OG0004295	XP_015438998.1	XP_035727192.1
OG0004296	XP_015438958.1	XP_035733883.1
OG0004297	XP_015436333.1	XP_035723241.1
OG0004298	XP_015438536.1	XP_035718206.1, XP_035718208.1
OG0004299	XP_015437123.1	XP_035743342.1
OG0004300	XP_015431664.1	XP_035723863.1, XP_035723864.1
OG0004301	XP_015440047.1	XP_035732070.1
OG0004302	XP_015434514.1	XP_035720276.1
OG0004303	XP_015430787.1	XP_035744082.1
OG0004304	XP_015433840.1	XP_035725524.1, XP_035734512.1
OG0004305	XP_015432813.1	XP_035743709.1
OG0004306	XP_015439040.1	XP_035722333.1
OG0004307	XP_015428445.1	XP_035734525.1
OG0004308	XP_015430340.1	XP_035739345.1
OG0004309	XP_015429031.1	XP_035734934.1
OG0004310	XP_015430484.1	XP_035740428.1
OG0004311	XP_015437350.1	XP_035738344.1
OG0004312	XP_015435128.1	XP_035723092.1
OG0004313	XP_015431192.1	XP_035723192.1
OG0004314	XP_015438838.1	XP_035740078.1
OG0004315	XP_015431132.1	XP_035717558.1
OG0004316	XP_015438989.1	XP_035719056.1
OG0004317	XP_015439934.1	XP_035730712.1, XP_035730359.1
OG0004318	XP_015429339.1	XP_035743742.1
OG0004319	XP_015438670.1	XP_035731619.1
OG0004320	XP_015431369.1	XP_035719797.1
OG0004321	XP_015429274.1	XP_035717572.1, XP_035717573.1
OG0004322	XP_015428878.1	XP_035741521.1
OG0004323	XP_015437767.1	XP_035743440.1
OG0004324	XP_015429722.1	XP_035737538.1, XP_035737529.1
OG0004325	XP_015440281.1	XP_035728019.1
OG0004326	XP_015433299.1	XP_035730703.1, XP_035730701.1, XP_035730702.1
OG0004327	XP_015439719.1	XP_035743997.1
OG0004328	XP_015436257.1	XP_035730001.1
OG0004329	XP_015428840.1	XP_035718212.1
OG0004330	XP_015429304.1	XP_035719235.1
OG0004331	XP_015428937.1	XP_035738981.1, XP_035738973.1
OG0004332	XP_015429051.1	XP_035737341.1
OG0004333	XP_015437351.1	XP_035738992.1
OG0004334	XP_015429055.1	XP_035720278.1
OG0004335	XP_015435510.1	XP_035735736.1
OG0004336	XP_015433291.1	XP_035718626.1, XP_035718627.1
OG0004337	XP_015439202.1	XP_035735630.1
OG0004338	XP_015436799.1	XP_035729419.1
OG0004339	XP_015435762.1	XP_035734501.1
OG0004340	XP_015437638.1	XP_035722582.1, XP_035722583.1
OG0004341	XP_015435902.1	XP_035734660.1
OG0004342	XP_015429977.1	XP_035725064.1, XP_035725063.1, XP_035725065.1, XP_035725061.1, XP_035725062.1
OG0004343	XP_015428540.1	XP_035727573.1
OG0004344	XP_015434269.1	XP_035737638.1
OG0004345	XP_015430570.1	XP_035742721.1
OG0004346	XP_015436132.1	XP_035728115.1
OG0004347	XP_015428590.1	XP_035727554.1
OG0004348	XP_015428481.1	XP_035741454.1
OG0004349	XP_015429554.1	XP_035737735.1
OG0004351	XP_015433008.1	XP_035740789.1
OG0004352	XP_015439610.1	XP_035734849.1
OG0004353	XP_015431346.1	XP_035728821.1, XP_035728822.1
OG0004354	XP_015431970.1	XP_035723908.1
OG0004355	XP_015431204.1	XP_035736519.1
OG0004356	XP_015433862.1	XP_035733235.1
OG0004357	XP_015435428.1	XP_035735529.1
OG0004358	XP_015436558.1, XP_015436557.1	XP_035734762.1
OG0004359	XP_015430190.1	XP_035736150.1, XP_035736149.1
OG0004360	XP_015439885.1	XP_035723047.1
OG0004361	XP_015436330.1	XP_035728805.1
OG0004362	XP_015433133.1	XP_035729464.1
OG0004363	XP_015437314.1	XP_035725378.1
OG0004364	XP_015436871.1	XP_035742523.1
OG0004365	XP_015434111.1, XP_015438129.1	XP_035735989.1
OG0004366	XP_015433006.1	XP_035730413.1, XP_035730414.1
OG0004367	XP_015440291.1	XP_035725831.1
OG0004368	XP_015440222.1, XP_015440221.1	XP_035717229.1
OG0004369	XP_015435084.1	XP_035730363.1
OG0004370	XP_015429052.1	XP_035737342.1
OG0004371	XP_015431001.1	XP_035732309.1
OG0004372	XP_015435018.1	XP_035722400.1, XP_035742347.1
OG0004373	XP_015431930.1	XP_035726767.1
OG0004374	XP_015433798.1	XP_035721645.1, XP_035721643.1, XP_035721644.1
OG0004375	XP_015433462.1	XP_035729799.1
OG0004376	XP_015434374.1	XP_035739273.1
OG0004377	XP_015433695.1	XP_035730346.1
OG0004378	XP_015429281.1	XP_035721318.1
OG0004379	XP_015434618.1	XP_035744060.1
OG0004380	XP_015439621.1	XP_035727476.1
OG0004381	XP_015436609.1	XP_035730908.1
OG0004382	XP_015435521.1	XP_035743149.1
OG0004383	XP_015428792.1	XP_035737713.1
OG0004384	XP_015440093.1	XP_035737157.1
OG0004385	XP_015435631.1	XP_035719500.1
OG0004386	XP_015433704.1	XP_035728610.1
OG0004387	XP_015431195.1	XP_035728475.1
OG0004388	XP_015432940.1	XP_035718412.1
OG0004389	XP_015439858.1	XP_035724824.1, XP_035724818.1
OG0004390	XP_015439358.1	XP_035743668.1
OG0004391	XP_015434487.1	XP_035733585.1
OG0004393	XP_015436542.1	XP_035732776.1, XP_035732775.1
OG0004394	XP_015436037.1	XP_035728866.1
OG0004395	XP_015437228.1	XP_035740486.1, XP_035740485.1
OG0004396	XP_015438501.1, XP_015438500.1	XP_035729293.1
OG0004397	XP_015439102.1	XP_035735802.1
OG0004398	XP_015440341.1	XP_035723869.1
OG0004399	XP_015437268.1	XP_035738328.1, XP_035738327.1
OG0004400	XP_015434980.1	XP_035733355.1
OG0004401	XP_015432995.1	XP_035718275.1
OG0004402	XP_015435674.1	XP_035736680.1
OG0004403	XP_015440067.1, XP_015440101.1	XP_035732186.1
OG0004404	XP_015431996.1	XP_035723780.1
OG0004405	XP_015434887.1	XP_035741747.1, XP_035741748.1
OG0004406	XP_015438321.1	XP_035738543.1, XP_035738534.1
OG0004407	XP_015428831.1	XP_035739319.1
OG0004408	XP_015431993.1	XP_035730627.1
OG0004409	XP_015431903.1	XP_035728419.1
OG0004410	XP_015428987.1	XP_035720846.1
OG0004411	XP_015433473.1	XP_035722405.1
OG0004412	XP_015438843.1	XP_035719195.1
OG0004414	XP_015431366.1	XP_035738576.1
OG0004416	XP_015432005.1	XP_035738970.1
OG0004417	XP_015432938.1	XP_035729764.1
OG0004418	XP_015437139.1	XP_035730683.1
OG0004419	XP_015430125.1	XP_035732549.1
OG0004420	XP_015430778.1	XP_035731618.1, XP_035731617.1, XP_035731616.1
OG0004421	XP_015430206.1	XP_035720456.1
OG0004422	XP_015436184.1, XP_015436185.1	XP_035740657.1
OG0004423	XP_015431839.1	XP_035720991.1
OG0004424	XP_015439461.1	XP_035743112.1
OG0004425	XP_015436705.1	XP_035723415.1
OG0004426	XP_015440050.1	XP_035724104.1
OG0004427	XP_015437098.1	XP_035739301.1
OG0004428	XP_015438561.1	XP_035736768.1
OG0004429	XP_015431111.1	XP_035732065.1
OG0004430	XP_015439494.1	XP_035739616.1
OG0004431	XP_015437955.1	XP_035722511.1
OG0004432	XP_015431072.1, XP_015431073.1	XP_035741162.1
OG0004433	XP_015440103.1	XP_035731987.1
OG0004434	XP_015432480.1	XP_035734164.1
OG0004436	XP_015433661.1	XP_035730356.1
OG0004437	XP_015433723.1	XP_035724802.1
OG0004439	XP_015440442.1	XP_035718572.1
OG0004440	XP_015439067.1	XP_035727370.1
OG0004441	XP_015436143.1	XP_035738273.1
OG0004442	XP_015431615.1	XP_035740372.1
OG0004443	XP_015430740.1	XP_035731329.1
OG0004444	XP_015432911.1	XP_035740096.1
OG0004445	XP_015435772.1	XP_035723788.1
OG0004446	XP_015435099.1	XP_035719324.1
OG0004447	XP_015438006.1	XP_035735179.1, XP_035735188.1
OG0004448	XP_015430271.1	XP_035728727.1
OG0004449	XP_015431832.1	XP_035743694.1
OG0004450	XP_015430308.1	XP_035727401.1
OG0004451	XP_015431281.1	XP_035725506.1
OG0004452	XP_015428451.1	XP_035731645.1
OG0004453	XP_015429016.1	XP_035720216.1
OG0004454	XP_015428899.1	XP_035736689.1
OG0004455	XP_015433262.1	XP_035727968.1
OG0004456	XP_015432538.1	XP_035719560.1
OG0004457	XP_015435181.1	XP_035736630.1
OG0004458	XP_015431152.1	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1
OG0004459	XP_015433876.1, XP_015433797.1	XP_035731942.1
OG0004460	XP_015436899.1	XP_035721446.1
OG0004461	XP_015428554.1	XP_035718765.1
OG0004462	XP_015432105.1	XP_035722733.1
OG0004463	XP_015435461.1	XP_035721800.1
OG0004465	XP_015432963.1	XP_035726580.1
OG0004466	XP_015438909.1	XP_035732099.1
OG0004467	XP_015431539.1	XP_035737645.1
OG0004468	XP_015431552.1	XP_035734723.1
OG0004469	XP_015438861.1, XP_015438860.1	XP_035725041.1
OG0004470	XP_015439339.1	XP_035744270.1
OG0004471	XP_015440061.1	XP_035730247.1
OG0004472	XP_015436942.1	XP_035727785.1
OG0004473	XP_015428860.1	XP_035733284.1
OG0004474	XP_015438923.1	XP_035725461.1
OG0004475	XP_015434515.1	XP_035743318.1
OG0004477	XP_015439400.1	XP_035718420.1, XP_035718418.1
OG0004478	XP_015429719.1	XP_035730715.1
OG0004479	XP_015429320.1	XP_035722946.1
OG0004480	XP_015430733.1	XP_035736483.1
