Orthogroup	Dufourea_novaeangliae	Nasonia_vitripennis
OG0003517	XP_015437385.1	XP_031783413.1
OG0003518	XP_015437341.1, XP_015437342.1	XP_031787356.1
OG0003519	XP_015428967.1	XP_031783548.1
OG0003520	XP_015437838.1	XP_016843257.1
OG0003521	XP_015431234.1	XP_008201792.1
OG0003522	XP_015428770.1	XP_001603530.1
OG0003523	XP_015437001.1	XP_008216446.1, XP_008216445.1, XP_032453319.1
OG0003524	XP_015437470.1	XP_031784246.1
OG0003525	XP_015432588.1	XP_031778520.1
OG0003526	XP_015438990.1	XP_008202585.1
OG0003527	XP_015431743.1	XP_031783323.1
OG0003528	XP_015439180.1	XP_001604169.2
OG0003529	XP_015437826.1	XP_001606994.1
OG0003530	XP_015439408.1	XP_016840860.1, XP_032454871.1
OG0003532	XP_015428852.1, XP_015438139.1	XP_008208296.1
OG0003533	XP_015434677.1	XP_008206432.1
OG0003534	XP_015437936.1	XP_032456323.1
OG0003535	XP_015433783.1	XP_001599298.1
OG0003536	XP_015436317.1	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1
OG0003537	XP_015436968.1	XP_031780057.1
OG0003538	XP_015436113.1	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1
OG0003539	XP_015432991.1	XP_032456302.1, XP_008201811.1, XP_008201810.1
OG0003541	XP_015437343.1	XP_001605928.2
OG0003542	XP_015431631.1	XP_001604514.1
OG0003543	XP_015434002.1	XP_001606527.1
OG0003544	XP_015438671.1	XP_001601780.1, XP_003425099.1
OG0003545	XP_015432397.1	XP_016839924.1
OG0003546	XP_015430112.1	XP_016839621.2
OG0003547	XP_015431728.1	XP_016845143.1
OG0003548	XP_015438713.1	XP_016843603.1
OG0003549	XP_015438496.1	XP_032455347.1, XP_032455348.1, XP_001605383.2
OG0003550	XP_015431630.1	XP_008217705.1
OG0003551	XP_015439113.1	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2
OG0003552	XP_015436024.1	XP_008213958.1
OG0003553	XP_015431432.1	XP_031788513.1
OG0003554	XP_015428772.1	XP_001604509.1
OG0003555	XP_015432619.1	XP_031780576.1, XP_031780577.1
OG0003556	XP_015429397.1	XP_031789464.1
OG0003557	XP_015433360.1	XP_001606774.1
OG0003558	XP_015436540.1, XP_015436541.1	NP_001139382.1
OG0003559	XP_015431227.1	XP_031787804.1
OG0003560	XP_015439289.1	XP_031780747.1
OG0003561	XP_015436466.1	XP_001608240.1
OG0003562	XP_015430369.1	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1
OG0003563	XP_015429184.1	XP_001601655.2, XP_016840163.2
OG0003564	XP_015428544.1	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1
OG0003565	XP_015429430.1	XP_016837936.1
OG0003566	XP_015434101.1	XP_003425578.1
OG0003567	XP_015440069.1	XP_016841642.1
OG0003568	XP_015437024.1	XP_032456719.1
OG0003569	XP_015437033.1	XP_031786908.1, XP_031786914.1
OG0003570	XP_015439110.1	XP_016842394.1
OG0003571	XP_015438377.1	XP_001606689.1
OG0003572	XP_015433180.1	XP_008209070.1, XP_008209071.1
OG0003573	XP_015430833.1	XP_016840689.1, XP_032455636.1
OG0003574	XP_015438724.1	XP_031779724.1
OG0003575	XP_015431847.1	XP_031778981.1, XP_003424038.1
OG0003576	XP_015428925.1, XP_015428924.1	XP_001603566.1
OG0003577	XP_015431325.1	XP_008209435.1
OG0003578	XP_015434992.1	XP_001600721.1
OG0003579	XP_015430088.1	XP_031782634.1
OG0003580	XP_015433500.1	XP_001601313.1
OG0003581	XP_015431976.1	XP_031783353.1
OG0003582	XP_015431922.1	XP_008204887.1
OG0003583	XP_015434358.1	XP_001607092.1
OG0003584	XP_015430919.1	XP_032453115.1
OG0003585	XP_015431183.1	XP_001605871.2
OG0003587	XP_015431144.1	XP_008206062.1
OG0003588	XP_015440149.1	XP_031785536.1
OG0003589	XP_015431951.1	XP_016845558.1
OG0003591	XP_015439486.1	XP_001603446.1
OG0003592	XP_015431063.1, XP_015431071.1	XP_016843466.1, XP_016843464.1
OG0003593	XP_015432057.1	XP_031786731.1
OG0003595	XP_015436029.1	XP_031784277.1
OG0003596	XP_015435996.1	XP_001601721.1, XP_032453867.1, XP_032453863.1
OG0003597	XP_015432646.1	XP_031781204.1, XP_031781209.1
OG0003598	XP_015436156.1	XP_031787334.1
OG0003599	XP_015436286.1	XP_031786415.1
OG0003600	XP_015431952.1	XP_008213320.2
OG0003601	XP_015440005.1	XP_001599843.1
OG0003602	XP_015433616.1	XP_001604641.1, XP_008211414.1
OG0003603	XP_015437380.1	XP_001604062.2
OG0003604	XP_015432258.1	XP_016842123.1
OG0003605	XP_015434549.1	XP_016841953.1
OG0003606	XP_015433714.1	XP_001601675.1
OG0003607	XP_015436229.1	XP_008210721.1
OG0003608	XP_015430674.1	XP_016838050.1, XP_008204324.1
OG0003609	XP_015437140.1	XP_032456540.1
OG0003610	XP_015435879.1	XP_003424119.1
OG0003611	XP_015437417.1	XP_031783754.1
OG0003612	XP_015432415.1	XP_016845369.1
OG0003613	XP_015433711.1	XP_031778710.1
OG0003614	XP_015431485.1	NP_001161704.1, XP_032457098.1
OG0003615	XP_015439772.1	XP_016840844.1, XP_031785639.1
OG0003617	XP_015428500.1	XP_031783760.1
OG0003618	XP_015436809.1	XP_003425529.1
OG0003619	XP_015431321.1	XP_008214801.1, XP_032455207.1
OG0003620	XP_015436877.1	XP_008203192.1
OG0003622	XP_015430261.1	XP_031776921.1
OG0003623	XP_015436425.1	XP_008213341.1
OG0003624	XP_015430859.1	XP_001602789.1
OG0003625	XP_015428734.1	XP_008210437.1
OG0003626	XP_015432431.1	XP_031787526.1
OG0003627	XP_015433598.1	XP_008211772.1
OG0003628	XP_015431235.1	XP_031777623.1
OG0003629	XP_015437983.1	XP_031788231.1
OG0003630	XP_015428683.1	XP_031788005.1, XP_031788013.1
OG0003631	XP_015435913.1	XP_003426793.1, XP_001602782.2
OG0003632	XP_015439464.1	XP_016842903.1
OG0003633	XP_015431644.1	XP_008204988.2
OG0003634	XP_015428680.1	XP_031788053.1
OG0003635	XP_015436767.1	XP_008204408.2
OG0003637	XP_015428970.1	XP_031782351.1, XP_016838743.1
OG0003638	XP_015431287.1, XP_015431288.1	XP_016842838.1
OG0003639	XP_015437010.1	XP_016843917.1
OG0003640	XP_015437293.1	XP_031787767.1
OG0003641	XP_015433496.1	XP_016841041.1
OG0003642	XP_015429408.1	XP_008212870.1
OG0003643	XP_015428516.1	XP_016840304.1, NP_001135424.1
OG0003644	XP_015438976.1	XP_001601110.2, XP_031786979.1
OG0003645	XP_015431589.1	XP_031777257.1
OG0003646	XP_015431123.1	XP_016836730.1, XP_016836726.1, XP_032452107.1
OG0003647	XP_015433692.1	XP_008209641.3
OG0003648	XP_015434050.1	XP_008203431.1
OG0003649	XP_015432653.1	XP_001604943.1
OG0003650	XP_015435789.1	XP_032453400.1
OG0003651	XP_015440024.1	XP_008214830.1
OG0003652	XP_015431449.1	XP_016839387.1, XP_031778113.1, XP_031778114.1
OG0003653	XP_015435840.1	XP_001605902.2
OG0003654	XP_015431267.1	XP_016840172.2
OG0003655	XP_015436832.1	XP_001599554.4
OG0003656	XP_015432564.1	XP_001602711.2, XP_008216883.1, XP_032456016.1
OG0003657	XP_015428450.1	XP_008205248.1
OG0003658	XP_015437486.1	XP_001600147.1
OG0003661	XP_015436102.1	XP_001604239.2
OG0003662	XP_015436778.1	XP_001608011.2
OG0003663	XP_015434395.1, XP_015434394.1, XP_015434392.1, XP_015434393.1	XP_031789477.1
OG0003664	XP_015432053.1	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1
OG0003665	XP_015438664.1	XP_008203602.2
OG0003666	XP_015431962.1	XP_008205795.1
OG0003667	XP_015433744.1	XP_031778837.1
OG0003669	XP_015438029.1	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1
OG0003670	XP_015438803.1	XP_001606597.1
OG0003671	XP_015435475.1	XP_031778505.1, XP_032452920.1, XP_031778506.1
OG0003672	XP_015440134.1	XP_032455606.1
OG0003673	XP_015428479.1	XP_001601371.1, XP_008203420.1
OG0003674	XP_015440528.1	XP_031784852.1
OG0003675	XP_015432031.1	XP_001604405.1
OG0003676	XP_015436748.1, XP_015436749.1	XP_001603136.1, XP_008208967.1
OG0003677	XP_015439959.1	XP_008211629.1, XP_031784461.1
OG0003678	XP_015431908.1	XP_031786381.1, XP_031783458.1
OG0003680	XP_015438587.1, XP_015438584.1	XP_016837989.1
OG0003681	XP_015429232.1	XP_016839265.1, XP_016839264.1
OG0003682	XP_015433441.1	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1
OG0003683	XP_015433979.1	XP_001606052.2
OG0003684	XP_015439232.1	XP_003425585.1
OG0003685	XP_015439229.1	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1
OG0003686	XP_015440383.1	XP_008204829.1
OG0003687	XP_015435391.1	XP_016839408.1, XP_016839409.1
OG0003688	XP_015439431.1	XP_001602253.2, XP_031787393.1
OG0003689	XP_015432532.1	XP_008213355.1
OG0003690	XP_015440136.1	XP_003428224.1
OG0003691	XP_015429581.1	XP_031781795.1, XP_031781797.1
OG0003692	XP_015430673.1	XP_001602329.2
OG0003693	XP_015438607.1, XP_015438606.1	XP_003423944.1
OG0003694	XP_015437687.1, XP_015437685.1	XP_031783708.1
OG0003696	XP_015431810.1	XP_031782205.1
OG0003697	XP_015428422.1	XP_031783522.1
OG0003698	XP_015434627.1	XP_001603871.2, XP_032453161.1
OG0003699	XP_015437939.1	XP_003424820.1
OG0003700	XP_015437712.1	XP_032456747.1, XP_016841261.1
OG0003701	XP_015435462.1	XP_016842227.1, XP_016842226.1
OG0003703	XP_015440006.1	XP_016845443.1, XP_032455191.1, XP_032455192.1
OG0003704	XP_015435651.1	XP_031778984.1, XP_031778986.1
OG0003706	XP_015438940.1, XP_015439127.1	XP_031780243.1, XP_001601519.3
OG0003709	XP_015430685.1	XP_008215767.1
OG0003710	XP_015435884.1	XP_008212787.1, XP_001608006.1
OG0003711	XP_015432731.1	NP_001177967.1, XP_031783900.1
OG0003712	XP_015438413.1	XP_032455349.1, XP_001607606.1
OG0003713	XP_015433642.1	XP_032453328.1
OG0003714	XP_015435978.1	XP_008213292.1, NP_001154933.1
OG0003715	XP_015429927.1	XP_008210922.1
OG0003716	XP_015431170.1	XP_031787570.1, XP_031787573.1
OG0003717	XP_015429078.1	XP_016839650.1
OG0003718	XP_015433461.1	XP_001603068.1
OG0003719	XP_015428883.1	XP_001606749.1
OG0003720	XP_015433604.1	XP_016841764.1, XP_008202288.1
OG0003721	XP_015433493.1	XP_001600543.1
OG0003722	XP_015429819.1	XP_032453526.1, XP_001601099.1
OG0003723	XP_015432972.1	XP_008212951.1
OG0003724	XP_015433266.1, XP_015433811.1	XP_001605817.1
OG0003725	XP_015430368.1	XP_031778163.1
OG0003726	XP_015433319.1	XP_001607950.1
OG0003727	XP_015431541.1	XP_001604648.1
OG0003728	XP_015433368.1	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1
OG0003729	XP_015428880.1, XP_015428879.1	NP_001165817.1
OG0003730	XP_015431404.1	XP_031779611.1
OG0003731	XP_015435927.1	NP_001136338.1, XP_032452207.1
OG0003732	XP_015430165.1	XP_001605620.1
OG0003734	XP_015439035.1	XP_003426810.1
OG0003735	XP_015437965.1	XP_001603196.1
OG0003736	XP_015429347.1	XP_016837945.1, XP_008207768.1
OG0003737	XP_015438242.1	XP_001605527.1
OG0003738	XP_015439950.1	XP_031785779.1
OG0003739	XP_015435633.1	XP_001605411.1
OG0003740	XP_015439407.1	XP_001605472.1
OG0003741	XP_015429978.1	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1
OG0003742	XP_015436901.1	XP_016840917.1
OG0003743	XP_015435174.1	XP_001606968.1
OG0003744	XP_015435765.1	XP_032455966.1, NP_001165784.1
OG0003745	XP_015433674.1, XP_015433673.1	NP_001153403.1
OG0003746	XP_015440163.1	XP_001599582.1
OG0003747	XP_015431731.1	XP_032455406.1, XP_001606518.1, XP_032455407.1
OG0003748	XP_015438796.1	XP_003425664.1
OG0003749	XP_015432788.1	XP_003425452.1
OG0003750	XP_015438527.1, XP_015438528.1	XP_031785797.1
OG0003751	XP_015439571.1	NP_001128392.1
OG0003752	XP_015439627.1	NP_001165811.1
OG0003754	XP_015439129.1	XP_031779547.1
OG0003755	XP_015435051.1	XP_001605487.1
OG0003756	XP_015439951.1	XP_001601418.1
OG0003757	XP_015439399.1	XP_032456308.1
OG0003758	XP_015430782.1	XP_031783741.1
OG0003759	XP_015433100.1	XP_001600819.1
OG0003760	XP_015431529.1	XP_001601236.1
OG0003761	XP_015434542.1	XP_001601009.1, XP_003427438.1, XP_032456977.1
OG0003762	XP_015434324.1	XP_031788281.1
OG0003763	XP_015432441.1	XP_003426274.1, XP_001602965.1, XP_008206041.1
OG0003764	XP_015438663.1	XP_016837609.1, XP_001604540.1
OG0003765	XP_015432208.1	XP_001604071.1
OG0003766	XP_015431593.1	XP_016839508.1, XP_032454577.1
OG0003767	XP_015439798.1	XP_031778143.1
OG0003768	XP_015431559.1	XP_001604061.2
OG0003769	XP_015433437.1	XP_001607961.1
OG0003770	XP_015434650.1	XP_031783415.1
OG0003771	XP_015430946.1, XP_015433716.1	XP_031780016.1, XP_008209166.1
OG0003772	XP_015439999.1	XP_031780634.1
OG0003774	XP_015432348.1	XP_008206451.1
OG0003775	XP_015432635.1	NP_001165855.1
OG0003776	XP_015432726.1	XP_016842149.1, NP_001122572.1
OG0003777	XP_015436297.1	XP_001604266.2
OG0003778	XP_015432984.1	XP_008213457.1
OG0003779	XP_015432961.1	NP_001193394.1
OG0003780	XP_015438992.1	XP_001601189.1
OG0003781	XP_015429240.1	XP_031777711.1
OG0003782	XP_015429227.1	NP_001165798.1, XP_031776863.1
OG0003783	XP_015432498.1	XP_003424590.1
OG0003784	XP_015428634.1	XP_031784916.1, XP_031784915.1
OG0003785	XP_015438667.1	XP_001601340.1
OG0003786	XP_015433631.1	XP_016840948.1
OG0003787	XP_015436338.1	XP_031787275.1, XP_031787276.1, XP_001600639.1
OG0003788	XP_015432753.1	XP_001607821.1
OG0003789	XP_015434266.1	XP_001601517.1
OG0003790	XP_015435466.1	XP_001603914.1
OG0003791	XP_015439023.1	XP_008213933.1
OG0003792	XP_015438719.1	XP_001605413.2
OG0003793	XP_015432974.1	XP_001602925.1
OG0003794	XP_015438530.1	NP_001153353.1
OG0003795	XP_015430174.1	XP_032456539.1
OG0003796	XP_015430574.1	XP_031783809.1
OG0003797	XP_015439669.1	XP_001602197.2
OG0003798	XP_015440132.1	XP_031783017.1
OG0003799	XP_015434357.1	XP_032457711.1, XP_003424698.1
OG0003800	XP_015434122.1	XP_032452282.1, XP_032452283.1
OG0003801	XP_015438677.1	XP_001599319.1
OG0003802	XP_015434878.1	XP_001604230.2
OG0003803	XP_015435236.1	XP_031788140.1
OG0003804	XP_015429414.1	XP_003426743.1
OG0003805	XP_015435328.1	XP_001607288.1
OG0003806	XP_015428955.1, XP_015428947.1, XP_015428939.1	XP_032456718.1, XP_032456720.1
OG0003807	XP_015434137.1	XP_031778623.1, XP_008216419.1
OG0003808	XP_015432199.1	XP_001606160.1
OG0003809	XP_015429083.1	XP_001607792.1, XP_001606291.2
OG0003810	XP_015440241.1	XP_001604861.1
OG0003811	XP_015436051.1	XP_008207078.1
OG0003812	XP_015432342.1	XP_031783154.1
OG0003813	XP_015431495.1	XP_001606928.1
OG0003814	XP_015439267.1	XP_016841804.1
OG0003815	XP_015428412.1	XP_001602322.2
OG0003816	XP_015440534.1	XP_003428128.1
OG0003817	XP_015437722.1	XP_008214103.1, XP_008214102.1, XP_008214101.1
OG0003818	XP_015428457.1	XP_008206442.3
OG0003819	XP_015439364.1	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1
OG0003820	XP_015437780.1	XP_031787655.1
OG0003821	XP_015432346.1	XP_001601553.2
OG0003823	XP_015431201.1	XP_031778983.1
OG0003824	XP_015435262.1	NP_001153434.1
OG0003825	XP_015435998.1	XP_003424194.1
OG0003827	XP_015429982.1	XP_016841753.1
OG0003828	XP_015434528.1	NP_001153329.1, XP_008211060.1
OG0003829	XP_015434476.1	XP_032456794.1, XP_032456795.1, XP_032456793.1
OG0003830	XP_015433987.1	XP_016837820.1
OG0003831	XP_015439058.1	XP_031779324.1
OG0003832	XP_015438739.1	XP_031778420.1
OG0003833	XP_015432692.1	XP_001600494.1
OG0003834	XP_015434375.1, XP_015434376.1	XP_008212721.1
OG0003835	XP_015436320.1	XP_001599351.1, XP_032454859.1
OG0003836	XP_015428691.1	XP_032456101.1, XP_032457055.1
OG0003837	XP_015430736.1	XP_008214220.1
OG0003838	XP_015429343.1	XP_001606444.1
OG0003839	XP_015430933.1	XP_003423935.1
OG0003840	XP_015428801.1	XP_003427139.1
OG0003841	XP_015429147.1	XP_003425269.1
OG0003842	XP_015432271.1	XP_016844354.1
OG0003843	XP_015437436.1	XP_031787780.1, XP_032456469.1
OG0003844	XP_015431243.1	XP_008202890.1
OG0003845	XP_015429312.1	XP_001601725.1
OG0003846	XP_015435847.1	XP_001607390.1, XP_003424105.1
OG0003847	XP_015439756.1	XP_008212895.1
OG0003848	XP_015439980.1, XP_015432114.1	XP_001604309.1
OG0003849	XP_015432402.1	XP_008207753.1, XP_016839440.1
OG0003850	XP_015428920.1	XP_031777197.1
OG0003851	XP_015436674.1	XP_001599033.2
OG0003852	XP_015433724.1	XP_031781569.1
OG0003853	XP_015428512.1, XP_015428521.1	XP_016845278.2
OG0003854	XP_015432120.1	XP_031778526.1
OG0003855	XP_015439507.1	NP_001177677.1, XP_016836656.1
OG0003856	XP_015434886.1	XP_001604291.1
OG0003857	XP_015429569.1	XP_032457012.1, XP_016845745.1
OG0003858	XP_015435027.1	XP_031788464.1
OG0003859	XP_015437154.1	XP_008206455.1, XP_031783403.1
OG0003860	XP_015435046.1	XP_001607032.1
OG0003861	XP_015436306.1	XP_031785665.1, XP_016840333.2
OG0003862	XP_015428446.1	XP_031783263.1
OG0003863	XP_015431351.1	XP_008207066.1
OG0003864	XP_015437214.1	XP_001605947.2
OG0003865	XP_015439386.1	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1
OG0003866	XP_015433094.1	XP_001600555.1
OG0003867	XP_015437198.1	XP_001605238.1
OG0003868	XP_015428875.1	XP_003425216.1, XP_003425540.1
OG0003869	XP_015440535.1	XP_031781068.1
OG0003870	XP_015434971.1	NP_001153419.1
OG0003871	XP_015437257.1	NP_001153375.1, XP_031784172.1
OG0003872	XP_015433679.1	XP_016837907.1
OG0003873	XP_015429490.1	XP_016841745.1
OG0003874	XP_015433365.1	XP_016840546.1
OG0003875	XP_015435086.1	XP_008211218.1
OG0003876	XP_015431939.1	XP_001604896.4
OG0003877	XP_015428573.1	XP_001601710.2
OG0003878	XP_015437794.1	XP_008208477.1
OG0003879	XP_015436189.1	NP_001161325.1
OG0003880	XP_015435464.1	XP_031780717.1
OG0003882	XP_015429782.1	XP_008212464.1
OG0003883	XP_015430923.1	XP_001605850.1
OG0003884	XP_015439739.1	XP_016845791.1
OG0003885	XP_015431636.1, XP_015431635.1	XP_001605890.1
OG0003886	XP_015435385.1	XP_032456603.1, XP_032456602.1, XP_001606725.1
OG0003887	XP_015435889.1	XP_001602715.1, XP_016838598.1
OG0003888	XP_015429457.1	XP_016842445.2
OG0003889	XP_015433683.1	XP_001605301.2
OG0003890	XP_015431172.1	XP_016844583.1, XP_031777735.1
OG0003891	XP_015437933.1	XP_016843213.1
OG0003892	XP_015434168.1	XP_008217952.1
OG0003893	XP_015434615.1	XP_001601138.1
OG0003894	XP_015438573.1	XP_003425380.1
OG0003896	XP_015436603.1, XP_015436604.1	XP_001604737.1
OG0003897	XP_015434212.1	XP_008210220.1, XP_001603720.2
OG0003898	XP_015433839.1	XP_001599188.1
OG0003899	XP_015439268.1	XP_016843711.1
OG0003900	XP_015438054.1	XP_001608210.1
OG0003901	XP_015432838.1	XP_031785207.1
OG0003902	XP_015432773.1	XP_008215722.2
OG0003903	XP_015431121.1	XP_031784198.1
OG0003904	XP_015430882.1	XP_031779362.1
OG0003905	XP_015435542.1	XP_008204558.1
OG0003906	XP_015430752.1	XP_001602761.1
OG0003907	XP_015439598.1	XP_003425125.1, XP_003425126.1, XP_016842128.1
OG0003908	XP_015431997.1	XP_031780857.1
OG0003909	XP_015428762.1	NP_001135810.2
OG0003910	XP_015429171.1	XP_008203776.1
OG0003911	XP_015436490.1	XP_001604067.1
OG0003912	XP_015430899.1	XP_032457402.1, NP_001136343.1
OG0003913	XP_015437630.1	XP_016840536.1
OG0003914	XP_015431837.1	XP_001603457.2
OG0003915	XP_015436824.1	XP_008212677.1, XP_008212678.1, XP_032452641.1
OG0003916	XP_015430110.1	XP_016838984.1
OG0003917	XP_015435070.1	XP_016840883.2, XP_031784364.1
OG0003918	XP_015438316.1	XP_001602680.2, XP_001606357.1
OG0003919	XP_015439585.1	XP_031788772.1, XP_031788774.1
OG0003920	XP_015440153.1	XP_031784392.1
OG0003921	XP_015436939.1	XP_001603787.2
OG0003922	XP_015432754.1	XP_031783835.1
OG0003923	XP_015431696.1	XP_001607684.1
OG0003924	XP_015436096.1	XP_001603527.1, XP_032455503.1
OG0003925	XP_015431166.1	XP_032453859.1, XP_016839114.1
OG0003926	XP_015432101.1	XP_016844808.1
OG0003927	XP_015437697.1	XP_001607778.2
OG0003928	XP_015439655.1	XP_031788167.1
OG0003929	XP_015429992.1	XP_001599684.2
OG0003930	XP_015431336.1	NP_001180379.1, XP_031783895.1
OG0003931	XP_015437203.1	XP_031781591.2
OG0003932	XP_015436058.1	XP_032456563.1
OG0003933	XP_015432002.1	XP_001604026.2
OG0003934	XP_015436997.1	XP_001602366.1
OG0003935	XP_015437636.1	XP_001599933.1
OG0003936	XP_015440086.1	NP_001166022.1
OG0003937	XP_015429739.1	XP_001603810.1
OG0003939	XP_015434190.1	XP_031784091.1
OG0003941	XP_015439430.1, XP_015439429.1	XP_001604659.1
OG0003942	XP_015431616.1	XP_031788299.1, XP_008201939.1
OG0003943	XP_015439708.1	XP_031778150.1, XP_001607178.1
OG0003944	XP_015429899.1	XP_016842708.1
OG0003945	XP_015433721.1	XP_001607235.2
OG0003946	XP_015430131.1	XP_001604515.2
OG0003947	XP_015436587.1	XP_031784475.1, XP_001606959.2
OG0003948	XP_015435173.1	XP_008205358.1, XP_001599525.2
OG0003951	XP_015437491.1	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1
OG0003952	XP_015436592.1	XP_008213699.1
OG0003953	XP_015433828.1, XP_015433829.1	XP_016842398.1
OG0003954	XP_015437084.1	XP_031782232.1
OG0003955	XP_015438666.1	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1
OG0003956	XP_015430618.1	XP_001603275.1
OG0003957	XP_015428562.1	XP_032456178.1, XP_008207103.1
OG0003958	XP_015437949.1	XP_016841676.1, XP_001605089.1, XP_008203492.1
OG0003959	XP_015438278.1, XP_015438277.1	XP_031789102.1
OG0003960	XP_015439804.1	XP_016840614.1
OG0003961	XP_015433553.1	XP_031777021.1, XP_001602871.1
OG0003962	XP_015429129.1	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1
OG0003963	XP_015437676.1	XP_001599604.1, XP_032455082.1, XP_008204468.1
OG0003964	XP_015438432.1	XP_031789582.1
OG0003965	XP_015429966.1	XP_001600405.1
OG0003966	XP_015432748.1	XP_008215949.1, XP_032456976.1
OG0003967	XP_015435247.1	NP_001180248.1, XP_031789176.1
OG0003968	XP_015439825.1, XP_015439826.1, XP_015439827.1	XP_031780651.1
OG0003969	XP_015437831.1	XP_003424109.1
OG0003970	XP_015433323.1	XP_008215765.1
OG0003971	XP_015433622.1	XP_016841853.1
OG0003972	XP_015440028.1	XP_001607161.1, XP_032455796.1
OG0003973	XP_015429209.1	XP_016839124.1
OG0003974	XP_015436572.1	XP_001606425.1
OG0003975	XP_015434809.1, XP_015434214.1	XP_016838144.1, XP_008209983.1
