Orthogroup	Tribolium_castaneum	Nomia_melanderi
OG0003632	NP_001280515.1	XP_031837889.1
OG0003633	XP_008194372.1	XP_031846136.1
OG0003634	XP_968761.1	XP_031829708.1, XP_031829709.1
OG0003635	XP_015835053.1	XP_031847932.1
OG0003636	XP_008194320.1	XP_031827818.1, XP_031827817.1
OG0003637	XP_969960.1	XP_031839719.1
OG0003638	XP_008200898.1	XP_031831111.1, XP_031831109.1
OG0003639	XP_015835594.1, XP_015835593.1, XP_015835596.1, XP_015835595.1, XP_969188.2, XP_015835592.1	XP_031849793.1
OG0003640	XP_015839248.1	XP_031835747.1
OG0003641	XP_015839097.1	XP_031830233.1, XP_031830226.1
OG0003642	XP_008198362.1	XP_031830213.1
OG0003643	XP_974513.1	XP_031832365.1
OG0003644	XP_971690.1	XP_031832715.1
OG0003645	XP_015836973.1	XP_031844536.1
OG0003646	NP_001073624.1, XP_008192741.1	XP_031838186.1
OG0003647	XP_008201144.2	XP_031849522.1
OG0003648	XP_975120.1	XP_031832932.1
OG0003649	XP_008190452.1	XP_031841669.1
OG0003650	XP_015839066.1	XP_031844666.1
OG0003652	XP_015837327.1	XP_031832740.1
OG0003653	XP_008201133.1, XP_008201132.1, XP_008201131.1	XP_031844110.1
OG0003654	XP_008192330.1, XP_015835030.1, XP_015835031.1	XP_031839616.1, XP_031839618.1, XP_031839617.1, XP_031839615.1
OG0003655	XP_008196209.2	XP_031837508.1
OG0003656	XP_972851.1	XP_031834283.1
OG0003657	XP_967783.1	XP_031841443.1
OG0003658	XP_015838852.1	XP_031829714.1, XP_031829733.1, XP_031829724.1, XP_031829742.1
OG0003661	XP_008191219.1	XP_031844603.1, XP_031844613.1, XP_031844594.1
OG0003662	XP_008191788.1	XP_031848284.1
OG0003664	XP_001811274.1	XP_031847069.1
OG0003665	XP_973359.1	XP_031847876.1
OG0003666	XP_001814402.1	XP_031840182.1
OG0003667	XP_008192927.1	XP_031848157.1
OG0003668	XP_971091.2	XP_031850213.1
OG0003670	XP_971706.1	XP_031849884.1
OG0003671	XP_008200590.1	XP_031844513.1, XP_031844512.1, XP_031844511.1
OG0003672	XP_008195407.1	XP_031831285.1, XP_031831284.1, XP_031831283.1
OG0003673	XP_008192092.1, XP_015835049.1	XP_031826995.1
OG0003674	XP_008193661.1	XP_031838553.1
OG0003675	XP_969225.3	XP_031839806.1
OG0003676	XP_968591.1	XP_031835240.1, XP_031835242.1, XP_031835241.1
OG0003677	XP_973912.1	XP_031833537.1
OG0003678	XP_008198169.1	XP_031833771.1
OG0003679	XP_971751.1	XP_031840560.1
OG0003680	XP_015833438.1	XP_031830970.1
OG0003681	XP_970085.1	XP_031849018.1
OG0003682	XP_970044.2	XP_031830801.1
OG0003683	XP_968322.2	XP_031831385.1
OG0003684	XP_001812551.2	XP_031833105.1, XP_031833101.1
OG0003685	NP_001161783.1	XP_031832944.1
OG0003686	XP_008201118.1	XP_031838865.1
OG0003687	XP_967964.1	XP_031839485.1, XP_031839484.1
OG0003688	XP_008200815.1, XP_008200816.1	XP_031842850.1, XP_031842851.1
OG0003689	XP_015838754.1, XP_008191112.1	XP_031846265.1
OG0003690	XP_008196048.2	XP_031831554.1, XP_031831555.1
OG0003691	XP_008191606.1	XP_031841868.1
OG0003692	XP_973458.1, XP_008192597.1	XP_031833219.1
OG0003694	NP_001104734.1	XP_031848671.1
OG0003700	XP_008193466.1	XP_031849214.1
OG0003706	XP_008193015.1	XP_031836111.1
OG0003709	XP_973974.1	XP_031845537.1
OG0003710	XP_967704.1	XP_031844662.1
OG0003711	XP_974658.1	XP_031826813.1
OG0003712	XP_975936.1	XP_031830431.1
OG0003713	XP_966313.1, XP_008190429.1	XP_031849535.1
OG0003714	XP_967826.1	XP_031832219.1
OG0003715	XP_008196247.1, XP_971390.1	XP_031828054.1
OG0003716	XP_015838480.1	XP_031838024.1
OG0003717	XP_972883.1	XP_031834571.1
OG0003718	XP_008195096.1	XP_031843732.1
OG0003719	XP_971079.1	XP_031825956.1
OG0003720	XP_015837881.1, XP_015837882.1	XP_031827675.1
OG0003721	XP_966517.1	XP_031846546.1
OG0003722	XP_008199299.1	XP_031841967.1
OG0003723	XP_015836676.1	XP_031831843.1, XP_031831834.1
OG0003724	NP_001034496.1	XP_031830003.1
OG0003726	XP_971148.1	XP_031831484.1
OG0003727	XP_971046.2	XP_031844557.1
OG0003728	XP_971145.1	XP_031833670.1
OG0003729	XP_008195395.1, XP_008195396.1	XP_031835873.1
OG0003730	XP_015833603.1	XP_031830692.1
OG0003731	XP_971296.1	XP_031844278.1, XP_031844279.1, XP_031844280.1
OG0003732	XP_001814293.1	XP_031835129.1
OG0003733	XP_008192304.1	XP_031835914.1
OG0003734	XP_973073.2	XP_031832845.1
OG0003735	XP_969459.1	XP_031844758.1
OG0003736	XP_008196776.2	XP_031848409.1
OG0003737	XP_008199529.1, XP_966347.1	XP_031840619.1, XP_031840618.1, XP_031840620.1
OG0003738	XP_973035.1	XP_031831602.1
OG0003739	XP_967263.1	XP_031825719.1
OG0003740	XP_971155.1	XP_031842558.1
OG0003741	XP_972645.1	XP_031840542.1, XP_031840541.1
OG0003742	XP_970923.1	XP_031848578.1
OG0003743	XP_971918.2	XP_031848616.1
OG0003744	NP_001164315.1	XP_031842412.1
OG0003745	XP_975087.1	XP_031849470.1
OG0003746	XP_970133.1	XP_031831539.1
OG0003748	NP_001107798.1, XP_015839662.1	XP_031849384.1
OG0003749	XP_970254.1	XP_031836228.1
OG0003750	XP_967824.1	XP_031831145.1
OG0003751	NP_001038093.1, XP_008193594.1	XP_031835889.1
OG0003752	NP_001164085.1, XP_008195258.1	XP_031836605.1
OG0003753	XP_970929.1	XP_031829670.1
OG0003754	XP_015836702.1	XP_031837421.1
OG0003755	XP_967919.1	XP_031845507.1
OG0003756	XP_968405.1	XP_031846613.1
OG0003757	XP_968271.1	XP_031842642.1
OG0003758	XP_971436.1	XP_031845300.1, XP_031845302.1
OG0003759	XP_008194469.1	XP_031836193.1, XP_031836194.1
OG0003760	XP_015839092.1	XP_031848460.1
OG0003761	XP_966886.1, XP_015835099.1	XP_031826223.1
OG0003762	XP_974293.1	XP_031848446.1
OG0003763	XP_971695.1	XP_031842780.1, XP_031842779.1
OG0003764	XP_008197510.1, XP_975144.1	XP_031826974.1
OG0003765	XP_967519.1	XP_031841597.1
OG0003766	XP_001814264.2	XP_031834592.1
OG0003767	XP_967936.1, XP_972909.1	XP_031831361.1
OG0003768	XP_969121.2	XP_031834320.1
OG0003769	XP_015833490.1	XP_031830656.1
OG0003770	XP_974119.1	XP_031838094.1
OG0003771	XP_971558.1	XP_031841072.1
OG0003772	XP_008193987.2	XP_031845660.1
OG0003773	XP_008193663.1	XP_031831472.1
OG0003774	XP_008195033.1	XP_031844362.1
OG0003776	XP_008198197.1	XP_031826709.1
OG0003777	XP_008194045.1	XP_031845529.1
OG0003778	XP_975075.1	XP_031848470.1
OG0003779	NP_001193392.1	XP_031833368.1
OG0003780	XP_970884.1	XP_031833113.1
OG0003781	XP_967272.1	XP_031837519.1
OG0003782	XP_975169.1	XP_031841861.1
OG0003783	XP_008201233.2, NP_001280497.1	XP_031847496.1, XP_031847495.1
OG0003784	XP_001812198.1	XP_031840056.1
OG0003785	XP_966504.1	XP_031826963.1
OG0003786	XP_966803.1	XP_031830013.1
OG0003787	XP_969863.1	XP_031839700.1
OG0003788	XP_008192173.1, XP_001813051.2	XP_031826983.1, XP_031826984.1
OG0003789	XP_972384.1	XP_031848445.1
OG0003790	XP_976168.1	XP_031839413.1
OG0003791	XP_008191487.1	XP_031838820.1
OG0003792	XP_974895.2	XP_031838660.1
OG0003793	XP_974264.1	XP_031846832.1
OG0003794	XP_975256.1	XP_031830507.1
OG0003795	XP_974439.3	XP_031843055.1
OG0003796	XP_008201695.1	XP_031830035.1
OG0003797	XP_015836878.1	XP_031833520.1
OG0003798	XP_974329.2	XP_031828980.1
OG0003799	XP_967465.1	XP_031840881.1
OG0003800	XP_973301.2	XP_031848540.1
OG0003801	XP_001812473.1	XP_031827456.1, XP_031827457.1
OG0003802	XP_967719.1	XP_031829492.1
OG0003803	XP_969337.1	XP_031834671.1, XP_031834660.1
OG0003804	XP_008199506.1	XP_031835162.1, XP_031835161.1
OG0003805	XP_974201.1	XP_031828622.1
OG0003806	XP_975160.1	XP_031830180.1
OG0003807	XP_968297.1	XP_031829589.1, XP_031829588.1
OG0003808	XP_969424.1	XP_031848905.1
OG0003809	XP_975444.1	XP_031834560.1
OG0003810	XP_008192565.1	XP_031847703.1
OG0003811	XP_968343.1	XP_031840547.1
OG0003812	XP_973170.1	XP_031832394.1, XP_031832393.1
OG0003813	XP_969981.1, XP_967800.1	XP_031844249.1, XP_031844248.1, XP_031844250.1
OG0003814	XP_008197466.1	XP_031837191.1
OG0003815	XP_008191566.1	XP_031849385.1
OG0003816	XP_971339.2	XP_031850224.1
OG0003817	XP_971956.1	XP_031849351.1
OG0003818	XP_972419.2	XP_031825658.1
OG0003819	XP_969571.1	XP_031842620.1
OG0003820	NP_001036067.1, XP_008198138.1	XP_031849252.1
OG0003821	XP_971279.1	XP_031827657.1
OG0003822	XP_015836273.1	XP_031845767.1
OG0003823	XP_015840852.1, XP_015840850.1, XP_015840851.1	XP_031836634.1
OG0003824	XP_008191077.1, XP_015833523.1	XP_031839343.1
OG0003825	XP_008198124.1	XP_031832189.1
OG0003826	XP_015836462.1	XP_031844736.1
OG0003828	XP_974879.1	XP_031826176.1
OG0003829	XP_971218.1	XP_031834069.1
OG0003830	XP_008193710.1	XP_031843529.1
OG0003831	XP_008195757.1	XP_031832731.1
OG0003832	XP_008199507.1, XP_008200908.1	XP_031838218.1
OG0003833	XP_968641.2	XP_031841667.1, XP_031841668.1
OG0003834	XP_015837872.1, XP_973241.1	XP_031850570.1
OG0003835	XP_008195804.1	XP_031838153.1
OG0003836	XP_001808136.2	XP_031846357.1, XP_031846358.1, XP_031846359.1
OG0003837	XP_969666.1	XP_031845434.1
OG0003838	XP_008200791.1	XP_031849495.1
OG0003839	XP_008198228.1	XP_031828884.1
OG0003840	XP_008194449.1	XP_031829860.1, XP_031829861.1
OG0003841	XP_008199155.1	XP_031839595.1
OG0003842	XP_969499.1	XP_031827602.1, XP_031827603.1
OG0003843	XP_971825.1	XP_031836341.1
OG0003844	XP_975229.1	XP_031840110.1
OG0003845	XP_973881.1	XP_031849480.1
OG0003846	XP_970539.1	XP_031844269.1
OG0003847	XP_015840700.1, XP_015840701.1	XP_031831304.1
OG0003848	XP_971496.1	XP_031833548.1
OG0003849	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1	XP_031832397.1
OG0003850	XP_971798.1	XP_031847889.1
OG0003851	XP_968440.1	XP_031836203.1
OG0003852	XP_968688.1	XP_031836623.1, XP_031836622.1, XP_031836624.1, XP_031836621.1
OG0003853	XP_971342.1	XP_031827749.1
OG0003854	XP_973443.1	XP_031841503.1
OG0003855	XP_008191837.1	XP_031846452.1
OG0003856	XP_972279.1	XP_031842698.1, XP_031842699.1
OG0003857	XP_008198708.1	XP_031838428.1
OG0003859	XP_015834394.1, XP_015834393.1, XP_974118.3	XP_031846939.1
OG0003860	XP_973280.1, XP_015840621.1	XP_031834810.1, XP_031836487.1
OG0003861	XP_973525.1	XP_031839884.1
OG0003862	XP_008190999.1	XP_031841551.1
OG0003863	XP_015834597.1	XP_031830421.1
OG0003864	XP_015833071.1	XP_031846924.1
OG0003865	XP_001812177.1	XP_031842948.1
OG0003866	XP_967025.1	XP_031837019.1
OG0003867	XP_970705.2	XP_031848786.1
OG0003868	XP_973776.1	XP_031835888.1
OG0003869	XP_015832930.1	XP_031837052.1
OG0003870	XP_970066.1	XP_031839667.1
OG0003871	XP_015838454.1	XP_031838171.1
OG0003872	XP_975022.2	XP_031841114.1
OG0003873	XP_015835685.1	XP_031847666.1
OG0003874	XP_015837379.1, XP_975417.1	XP_031825622.1
OG0003875	XP_975557.1, XP_015837369.1	XP_031832131.1
OG0003876	XP_008197992.1	XP_031838774.1
OG0003877	XP_974842.2	XP_031827724.1
OG0003878	XP_008195459.1	XP_031849258.1
OG0003879	XP_966633.1	XP_031835205.1
OG0003880	XP_970460.1	XP_031840832.1
OG0003881	XP_966933.2	XP_031825384.1, XP_031825386.1
OG0003883	XP_008199828.1	XP_031836057.1
OG0003884	XP_968624.3, XP_968774.1	XP_031843346.1, XP_031843345.1, XP_031843344.1
OG0003885	XP_008197340.1	XP_031845589.1
OG0003886	XP_972673.1	XP_031847144.1
OG0003887	XP_967126.1	XP_031844607.1
OG0003888	XP_972409.1	XP_031836223.1
OG0003889	XP_976189.2	XP_031840688.1
OG0003890	XP_973593.1	XP_031835302.1
OG0003891	XP_969757.1	XP_031844748.1
OG0003892	XP_008199505.1	XP_031833087.1
OG0003893	XP_015835782.1	XP_031825778.1
OG0003894	XP_970377.1	XP_031825863.1
OG0003895	XP_015839580.1	XP_031838891.1
OG0003896	XP_008195445.1	XP_031846999.1
OG0003897	XP_008193928.1	XP_031833798.1
OG0003898	XP_967648.1	XP_031848198.1, XP_031848197.1
OG0003899	XP_974860.1	XP_031837829.1, XP_031837839.1
OG0003900	XP_971106.1	XP_031832238.1
OG0003901	XP_015833779.1	XP_031839241.1
OG0003902	XP_008190947.1	XP_031841625.1
OG0003903	XP_008190604.1	XP_031837876.1
OG0003904	XP_967597.1	XP_031840950.1
OG0003906	XP_970238.1	XP_031829290.1
OG0003907	XP_975330.1	XP_031835836.1
OG0003908	XP_008198904.2	XP_031838668.1
OG0003909	XP_966529.2	XP_031846353.1
OG0003910	XP_008194700.1	XP_031834915.1
OG0003911	XP_008196593.1	XP_031845935.1, XP_031845936.1
OG0003912	XP_008198089.1	XP_031829689.1
OG0003913	XP_015833341.1	XP_031847955.1
OG0003914	XP_973214.1	XP_031840322.1, XP_031840321.1, XP_031840323.1
OG0003915	XP_008190310.1	XP_031826614.1
OG0003916	XP_015836759.1	XP_031837428.1
OG0003918	XP_008199603.1	XP_031849100.1
OG0003919	XP_008192242.1, XP_015834843.1	XP_031835884.1
OG0003920	XP_008193432.1	XP_031829190.1
OG0003921	XP_008192860.1	XP_031845320.1
OG0003922	XP_969270.1	XP_031826631.1, XP_031826622.1, XP_031826612.1
OG0003923	XP_008192619.1	XP_031839810.1
OG0003924	XP_008192100.1	XP_031841751.1
OG0003925	XP_975236.2	XP_031837874.1
OG0003926	XP_966598.1	XP_031827427.1
OG0003927	XP_970461.1	XP_031836022.1
OG0003928	XP_968656.1, XP_967956.1	XP_031831557.1, XP_031831556.1
OG0003929	XP_971431.2	XP_031844081.1
OG0003930	NP_001157646.1, XP_008193597.1	XP_031830962.1
OG0003931	XP_975596.1	XP_031838854.1
OG0003932	XP_008192247.1	XP_031839254.1, XP_031839264.1
OG0003933	XP_971638.1	XP_031840199.1, XP_031840200.1, XP_031840198.1
OG0003934	XP_975180.1	XP_031847479.1
OG0003935	XP_969262.1	XP_031835899.1
OG0003936	NP_001107771.1, NP_001155998.1	XP_031831693.1
OG0003938	XP_008199062.1	XP_031841721.1
OG0003939	XP_008195211.1	XP_031833272.1
OG0003940	XP_970021.1	XP_031842627.1
OG0003941	XP_973213.1	XP_031842486.1, XP_031842485.1, XP_031842487.1
OG0003942	XP_968071.1	XP_031839723.1
OG0003943	XP_971663.1	XP_031825416.1, XP_031825418.1
OG0003944	XP_967107.1	XP_031828255.1
OG0003945	XP_971994.1	XP_031833294.1
OG0003946	NP_001036035.1	XP_031835002.1, XP_031835003.1
OG0003947	XP_971869.2	XP_031846971.1
OG0003948	XP_975386.1	XP_031843948.1
OG0003950	XP_967363.1	XP_031829425.1
OG0003951	XP_001810409.1	XP_031829940.1
OG0003952	XP_970265.1	XP_031828861.1
OG0003953	XP_008200828.1	XP_031834037.1
OG0003954	XP_008196812.1	XP_031831755.1
OG0003955	XP_972946.1	XP_031843492.1
OG0003956	XP_969759.2	XP_031845387.1
OG0003957	XP_969043.1	XP_031835970.1
OG0003958	XP_970031.1	XP_031847532.1
OG0003959	XP_973143.1, XP_015833394.1	XP_031840637.1
OG0003960	XP_967119.1	XP_031831389.1
OG0003961	XP_969916.1	XP_031830352.1
OG0003962	XP_967654.1	XP_031839594.1, XP_031839593.1
OG0003963	XP_015840458.1	XP_031835865.1
OG0003964	XP_967085.1	XP_031835915.1
OG0003965	XP_966589.1	XP_031828321.1
OG0003966	XP_971870.2, XP_008195547.1	XP_031826856.1
OG0003967	XP_969882.2	XP_031828590.1
OG0003968	XP_974311.1	XP_031831420.1, XP_031831419.1
OG0003969	XP_008195058.1, XP_015836574.1	XP_031840909.1
OG0003970	XP_008194286.1	XP_031831835.1
OG0003971	XP_001810967.2, XP_015840150.1	XP_031827693.1
OG0003972	XP_974179.1	XP_031831359.1
OG0003973	XP_008192553.1, XP_015834920.1	XP_031834059.1
OG0003974	XP_975249.1	XP_031829050.1
OG0003975	XP_008191775.1	XP_031828857.1
OG0003976	XP_967156.1	XP_031833374.1
OG0003977	XP_970551.1, XP_015836824.1	XP_031839879.1
OG0003978	XP_972024.2	XP_031845698.1, XP_031845688.1
OG0003979	XP_974935.1	XP_031838006.1, XP_031838004.1
OG0003980	XP_973315.1	XP_031835453.1, XP_031835454.1
OG0003981	XP_008200886.1	XP_031847431.1
OG0003982	XP_967495.1	XP_031838490.1
OG0003983	XP_008199886.1	XP_031825980.1
OG0003984	XP_015838220.1	XP_031847226.1
OG0003985	XP_008191229.1	XP_031829414.1
OG0003986	XP_008196788.1, XP_008196789.1, XP_008196790.1	XP_031845970.1
OG0003987	XP_008199167.1, XP_008191281.2	XP_031837431.1
OG0003988	XP_008195928.1	XP_031825317.1, XP_031825323.1
OG0003989	XP_015834581.1	XP_031836291.1
OG0003990	XP_966698.2	XP_031834385.1
OG0003991	XP_008191408.1	XP_031850030.1
OG0003992	XP_008199002.1	XP_031829795.1
OG0003994	XP_008197496.1	XP_031828499.1
OG0003995	XP_973777.1	XP_031844333.1
OG0003996	XP_967605.1	XP_031833780.1
OG0003997	XP_015833280.1	XP_031846794.1
OG0003998	XP_973175.1	XP_031837050.1
OG0003999	XP_008199328.1	XP_031837728.1
OG0004000	XP_974655.2	XP_031833510.1
OG0004001	XP_973078.1	XP_031830611.1
OG0004002	NP_001139385.1	XP_031825949.1
OG0004003	XP_974994.2	XP_031849632.1
OG0004004	XP_008194878.2, XP_008191520.2, XP_008197170.1	XP_031834857.1
OG0004005	XP_008199060.1	XP_031841729.1
OG0004006	XP_008195822.1	XP_031836005.1
OG0004008	XP_008200823.1, XP_001813540.1	XP_031843500.1, XP_031843499.1
OG0004009	XP_972093.1, XP_972042.1	XP_031847365.1
OG0004010	XP_971563.1	XP_031847481.1
OG0004011	XP_008191730.1, NP_001034498.1, XP_008194789.1	XP_031829008.1, XP_031829007.1
OG0004012	XP_015835401.1, XP_971438.1, XP_008200443.1	XP_031839094.1
OG0004013	XP_008195231.1	XP_031826476.1
OG0004014	XP_971231.2	XP_031843512.1
OG0004015	XP_015838354.1, XP_001807518.1, XP_001812199.1	XP_031844892.1
OG0004016	XP_970625.1	XP_031828955.1
OG0004017	XP_015833203.1	XP_031837289.1
OG0004018	XP_972649.1	XP_031835588.1
OG0004020	XP_008199027.1	XP_031839538.1
OG0004021	XP_015838970.1	XP_031837350.1, XP_031837340.1
OG0004022	XP_973740.1	XP_031840750.1
OG0004023	XP_969218.1	XP_031848115.1
OG0004024	XP_008195015.1	XP_031825975.1, XP_031825969.1
OG0004025	XP_973368.1	XP_031843394.1, XP_031843395.1
OG0004026	XP_008196413.1	XP_031831292.1
OG0004027	XP_008191799.1	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1
OG0004028	XP_008193539.1, XP_008193541.1	XP_031841262.1, XP_031841261.1
OG0004029	XP_008191687.1	XP_031826772.1
OG0004030	XP_015838189.1, XP_001810411.2	XP_031832701.1
OG0004031	XP_971311.1	XP_031835672.1
OG0004032	XP_015833719.1, XP_015833722.1	XP_031839402.1
OG0004033	XP_008199088.1	XP_031849478.1
OG0004034	XP_008198714.2	XP_031829649.1
OG0004035	XP_008193230.1	XP_031829871.1
OG0004036	XP_008201142.1	XP_031844944.1
OG0004037	XP_015840646.1	XP_031849138.1, XP_031849145.1
OG0004038	XP_015836539.1	XP_031846457.1
OG0004040	XP_970388.3, XP_971501.1	XP_031836756.1
OG0004041	XP_008191528.1	XP_031833112.1, XP_031833111.1, XP_031833110.1
OG0004042	XP_008195985.1	XP_031846521.1
OG0004043	XP_973667.2	XP_031834119.1
OG0004044	XP_008198875.1	XP_031845436.1
OG0004045	XP_015839256.1	XP_031825763.1
OG0004046	XP_008192282.1	XP_031838752.1
OG0004048	XP_967372.1	XP_031846986.1
OG0004049	XP_008197802.1, XP_008197801.1, XP_008197800.1	XP_031840936.1
OG0004051	XP_974020.1	XP_031845253.1
OG0004052	XP_008199650.1	XP_031847498.1, XP_031847499.1
OG0004053	XP_974680.2	XP_031834647.1
OG0004054	XP_008192914.1	XP_031826861.1
OG0004055	XP_015833846.1	XP_031825842.1
OG0004056	XP_008195938.1	XP_031825600.1
OG0004058	XP_974520.1	XP_031847304.1
OG0004059	XP_972737.1	XP_031827314.1, XP_031827316.1, XP_031827315.1
OG0004060	XP_008196217.1, NP_001034489.1	XP_031825292.1, XP_031833705.1
OG0004061	XP_008196752.1	XP_031847982.1
OG0004062	XP_015834690.1	XP_031840007.1
OG0004063	XP_001812873.1	XP_031840645.1
OG0004064	XP_973062.1	XP_031841865.1
OG0004065	XP_008192200.1	XP_031831118.1
OG0004066	XP_972292.1	XP_031835983.1
OG0004067	XP_015840433.1	XP_031834342.1
OG0004068	XP_008190826.2	XP_031835544.1
OG0004069	XP_008201245.1, NP_001034523.1	XP_031846351.1
OG0004070	XP_008199140.1	XP_031844908.1
OG0004071	XP_008197437.1	XP_031837245.1
OG0004072	XP_967828.1	XP_031832907.1
OG0004073	XP_008195023.1	XP_031845410.1
OG0004074	XP_971974.1	XP_031837469.1
OG0004075	XP_974480.1	XP_031832804.1
OG0004076	XP_008197602.1	XP_031849280.1
OG0004077	XP_008200432.1	XP_031842873.1
OG0004078	NP_001171929.1	XP_031825371.1
OG0004079	XP_008193389.1	XP_031841803.1
OG0004080	XP_970851.2	XP_031839613.1, XP_031839614.1
OG0004081	XP_015839808.1, XP_008198788.1, XP_971940.1	XP_031850168.1
OG0004082	XP_008195644.1	XP_031841583.1
OG0004083	XP_970814.1	XP_031836805.1
OG0004084	XP_015835436.1	XP_031843205.1, XP_031843204.1
OG0004085	XP_008192975.1	XP_031843792.1
OG0004086	XP_008198047.1	XP_031842579.1
OG0004087	XP_008201212.1	XP_031825479.1
OG0004088	XP_972897.1	XP_031850431.1, XP_031850429.1
OG0004089	XP_015838276.1	XP_031836037.1
OG0004090	XP_974424.1	XP_031846989.1
OG0004091	XP_971395.1	XP_031837038.1
OG0004092	XP_972402.1	XP_031829570.1
OG0004093	XP_967425.2	XP_031835692.1
OG0004094	XP_967732.1	XP_031828084.1
OG0004095	XP_971366.1	XP_031839210.1
OG0004096	XP_015840766.1	XP_031834686.1
OG0004097	XP_015837446.1	XP_031826465.1
OG0004098	XP_967675.1	XP_031842233.1, XP_031842232.1
OG0004099	XP_008201158.1	XP_031845477.1, XP_031845476.1
OG0004100	XP_972331.1, XP_008193577.1, XP_015835869.1	XP_031850080.1
OG0004101	XP_974387.2	XP_031843438.1
OG0004102	XP_008193880.1	XP_031844595.1
OG0004103	XP_015835369.1	XP_031830127.1
OG0004104	XP_008192945.1	XP_031840128.1
OG0004105	XP_973164.1	XP_031850462.1
OG0004106	XP_008193513.1	XP_031836716.1
OG0004107	XP_008190693.1	XP_031832445.1, XP_031832444.1, XP_031832443.1
OG0004109	XP_008199057.1	XP_031837550.1
OG0004110	XP_015836786.1	XP_031831226.1
OG0004111	XP_970719.1	XP_031838651.1
OG0004112	XP_008198820.1	XP_031829037.1
OG0004113	XP_008199444.1	XP_031833524.1
OG0004114	XP_975196.1	XP_031825864.1
OG0004116	XP_008194085.1	XP_031837378.1, XP_031837377.1
OG0004117	XP_008190520.2	XP_031839020.1
OG0004119	XP_015836298.1	XP_031834044.1
OG0004120	XP_971225.1	XP_031833681.1
OG0004122	XP_972254.1	XP_031836894.1
OG0004123	XP_015837500.1	XP_031827341.1
OG0004124	XP_001813052.2	XP_031848972.1, XP_031827871.1, XP_031827870.1, XP_031827869.1, XP_031827868.1
OG0004125	XP_008197369.1, XP_008197368.1	XP_031831838.1
OG0004126	XP_015833114.1	XP_031837070.1
OG0004128	NP_001158279.1, XP_008195076.1	XP_031833993.1
OG0004129	XP_968238.2	XP_031830559.1
OG0004130	XP_015835407.1	XP_031837406.1
OG0004131	XP_015834593.1	XP_031837947.1
OG0004132	XP_008195790.1	XP_031838430.1
OG0004133	XP_008193571.1	XP_031849903.1
OG0004134	XP_966548.1	XP_031840208.1
OG0004135	XP_969395.1	XP_031828269.1, XP_031828263.1
OG0004136	XP_015838557.1, XP_967039.2	XP_031828165.1
