Orthogroup	Tribolium_castaneum	Solenopsis_invicta
OG0003226	XP_008201510.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_008191710.1	XP_039313451.1, XP_039313456.1
OG0003228	XP_008201374.1, XP_971186.1, XP_015837578.1, XP_015840779.1	XP_011162242.1
OG0003229	XP_976341.1	XP_011161673.1
OG0003230	XP_015834670.1, XP_968051.2	XP_011159232.2
OG0003232	NP_001104011.1	XP_011167418.2
OG0003234	XP_015836118.1	XP_039310790.1
OG0003237	XP_008201440.1	XP_039313095.1
OG0003238	XP_969297.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	XP_970663.1, XP_008193938.1	XP_025992141.2, XP_025992125.1
OG0003240	XP_008198889.1	XP_039305806.1
OG0003241	XP_975837.2, XP_015833070.1	XP_025995024.2
OG0003242	XP_008199325.1, XP_970274.2, XP_008199324.1	XP_025986165.1
OG0003243	XP_008200437.1	XP_025990033.2
OG0003244	XP_008197607.2	XP_039302184.1
OG0003245	XP_008194155.1	XP_039312788.1
OG0003246	XP_015835535.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_975142.1	XP_025986583.1
OG0003248	XP_015835083.1, XP_015835086.1	XP_025991288.1
OG0003249	XP_008193783.1	XP_039314530.1, XP_025996638.1
OG0003250	XP_008197205.1, XP_008201356.1	XP_011161724.2
OG0003252	XP_008200606.1	XP_039312693.1
OG0003256	XP_001810875.1	XP_011176342.1
OG0003257	XP_008195048.1	XP_011156933.1
OG0003258	XP_008200973.1	XP_039303586.1
OG0003259	XP_008191018.2, XP_966599.2	XP_025988938.1
OG0003261	XP_015838182.1, XP_015838180.1, XP_015838181.1, XP_008196714.1, XP_008196715.1, XP_008196711.1, XP_008196712.1, XP_015838179.1	XP_011157006.1
OG0003262	XP_970781.1	XP_011171067.1
OG0003263	XP_973546.1	XP_011167836.1
OG0003264	NP_001164361.1	XP_025995982.1
OG0003265	XP_008201651.1	XP_039315589.1
OG0003266	XP_015837390.1	XP_011173431.1
OG0003267	NP_001128195.1, XP_008195704.1	XP_025996392.1
OG0003268	XP_974659.1	XP_011164301.1
OG0003269	XP_969612.1	XP_011156398.1
OG0003270	XP_969846.1, XP_008193934.1	XP_011165014.1
OG0003271	XP_968889.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_968917.1	XP_011163847.1
OG0003273	XP_973278.2	XP_011157132.1
OG0003274	XP_015836483.1, XP_015834685.1	XP_011159704.1
OG0003275	XP_975066.2	XP_011164867.1
OG0003276	XP_008192336.1	XP_011167156.1
OG0003277	XP_973249.1	XP_011169832.1, XP_011169831.1
OG0003279	XP_971430.1, XP_008199556.1	XP_039311013.1
OG0003280	XP_008198200.1	XP_011176183.1, XP_011176184.1
OG0003281	XP_974741.2	XP_025990437.1, XP_025990438.1
OG0003282	XP_015835098.1, XP_971662.1, XP_015835095.1	XP_011157544.2
OG0003284	XP_008190551.1	XP_011171593.1
OG0003285	XP_968042.1	XP_011163555.3
OG0003286	XP_970538.1	XP_011172787.1
OG0003287	XP_008192103.1, XP_008192102.1	XP_011170207.1
OG0003288	XP_975411.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	NP_001164139.1, XP_008200420.1	XP_011172029.1
OG0003290	XP_967987.1	XP_025995658.1
OG0003291	XP_008195736.1	XP_039309531.1
OG0003292	XP_967415.1	XP_011160448.1
OG0003293	XP_008196397.1	XP_011170009.2
OG0003294	XP_975631.1	XP_011158205.1
OG0003295	XP_967504.2	XP_025996047.1
OG0003296	XP_008197505.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_973895.1	XP_011159799.1
OG0003298	XP_008192926.1	XP_011166722.1
OG0003299	XP_971498.1	XP_011173483.1
OG0003300	XP_973654.2	XP_025987586.1
OG0003301	XP_008192687.1, XP_967031.1	XP_011164776.1
OG0003302	XP_968462.1	XP_011158512.1
OG0003303	NP_001106933.1, XP_008194040.1	XP_011171925.2
OG0003304	XP_008191927.1, XP_008191926.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_966576.1	XP_011175834.3
OG0003306	XP_969661.1	XP_011172126.1
OG0003307	XP_008192922.1	XP_011167011.1
OG0003308	XP_972659.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_008199043.1, XP_968923.1	XP_011168906.2
OG0003310	XP_008198915.1	XP_011165498.1
OG0003311	XP_973274.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_008197403.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_974197.1	XP_011161540.1
OG0003314	XP_008195843.1	XP_011164791.1
OG0003315	XP_970389.1, XP_008195730.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_015835823.1	XP_025993577.1, XP_025993576.1
OG0003317	XP_015835675.1	XP_011160844.1
OG0003318	XP_972119.1	XP_011157698.2
OG0003319	XP_970045.1	XP_011175694.2
OG0003320	XP_969230.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_972780.1	XP_011176131.2
OG0003322	XP_008199414.1	XP_011161126.1
OG0003323	XP_974433.1	XP_011161263.2
OG0003324	XP_015840379.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_008196032.1	XP_011158710.2
OG0003326	XP_972459.1	XP_039302623.1, XP_011172122.2
OG0003327	NP_001153782.1, XP_968093.1	XP_011175417.1
OG0003328	XP_973113.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_968639.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_015837793.1	XP_011167875.2
OG0003331	XP_008197836.1	XP_011159846.2
OG0003332	XP_967369.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_008191503.1	XP_011158520.1
OG0003334	XP_971340.1	XP_011169583.1
OG0003335	XP_008198099.1	XP_011157678.1
OG0003336	XP_969755.2	XP_039303355.1, XP_039303356.1
OG0003337	XP_974141.2	XP_011156887.1
OG0003339	XP_015833860.1	XP_025985974.1
OG0003340	XP_015839037.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_008199407.1	XP_011165296.1
OG0003342	XP_008196629.1	XP_011174123.2
OG0003343	NP_001107837.1, XP_015832928.1	XP_011163557.1
OG0003344	XP_969878.1	XP_011159547.2
OG0003345	XP_015839239.1	XP_011168568.1
OG0003346	XP_008201244.1, NP_001034519.1	XP_011155405.1, XP_011155404.1, XP_039308875.1
OG0003347	XP_974775.1	XP_011170910.2
OG0003348	XP_008191111.1	XP_011176150.1
OG0003349	XP_015833913.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_008192723.1	XP_011160433.1
OG0003351	XP_973079.1	XP_011169159.1
OG0003352	XP_015833132.1	XP_011167129.1
OG0003353	XP_973934.2	XP_011157096.2
OG0003354	XP_969841.1	XP_011159300.1
OG0003355	XP_970925.2	XP_011156616.1
OG0003356	XP_008194232.2	XP_025995418.1, XP_039313829.1
OG0003357	XP_008195128.1	XP_011159385.1
OG0003358	XP_008198689.1	XP_011170985.1
OG0003359	XP_008192494.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_970407.1	XP_011169214.1
OG0003361	NP_001139384.1, XP_008192465.1	XP_011163184.1
OG0003362	XP_008198521.1	XP_011176208.1
OG0003363	NP_001106938.1	XP_011171184.1
OG0003364	XP_008198964.1, XP_015833996.1	XP_011171477.2
OG0003365	XP_970914.1, XP_008194272.1	XP_011155996.2
OG0003366	XP_008199508.1, XP_008199509.1, XP_008192806.1	XP_011166272.1
OG0003367	XP_008199394.1	XP_011160030.1
OG0003368	XP_008194972.1, NP_001164129.1	XP_025993586.2
OG0003369	XP_008195982.2	XP_025995082.1
OG0003370	XP_008199447.2	XP_039305562.1
OG0003371	XP_974687.2	XP_011168317.1
OG0003372	XP_969973.1	XP_011170932.2
OG0003373	XP_015835659.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_001807778.1	XP_011170848.1
OG0003375	XP_008197761.1	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_008192548.1	XP_011158846.1
OG0003377	XP_008201154.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_008200229.1, XP_008200223.1	XP_011158424.1
OG0003380	XP_974999.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_008192168.1	XP_011170706.1
OG0003382	XP_008201713.1	XP_011170060.1
OG0003383	XP_974028.1	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_008198245.1, XP_972815.1, XP_008198246.1	XP_025993031.2
OG0003385	XP_015837239.1	XP_011167382.1
OG0003387	XP_970657.1	XP_011158923.1
OG0003388	XP_008193982.1	XP_011164028.1
OG0003389	XP_974088.2, XP_008194193.2	XP_039308685.1
OG0003390	XP_008193784.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_008199553.1, XP_008190888.1	XP_025987860.2
OG0003392	XP_015839127.1	XP_025991945.2
OG0003393	XP_968690.1	XP_011175706.1
OG0003395	XP_015833637.1	XP_011162479.1
OG0003396	XP_968898.1	XP_011164775.1
OG0003397	XP_970604.1	XP_039310081.1
OG0003398	XP_969016.3	XP_039312685.1
OG0003399	XP_008193699.1	XP_011172373.2
OG0003400	XP_008198207.1	XP_011167556.3
OG0003401	XP_974608.1	XP_011159605.1
OG0003402	XP_001807559.1	XP_011158523.1
OG0003403	XP_015839241.1, XP_015839240.1	XP_011173152.1
OG0003404	XP_008196762.1	XP_039315476.1
OG0003405	XP_008192210.1	XP_025996980.1
OG0003406	XP_015840297.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_971021.1	XP_011162767.2
OG0003408	XP_970226.1, XP_008198773.1	XP_025988007.1
OG0003409	XP_008198454.1	XP_011168025.1
OG0003410	XP_008193017.1	XP_011169045.1
OG0003411	XP_970605.2	XP_011169030.1
OG0003412	XP_008200696.2	XP_011166294.1
OG0003413	XP_968721.1	XP_039302638.1
OG0003414	XP_968431.1	XP_011161029.1
OG0003415	XP_974414.1	XP_011175488.1
OG0003416	XP_008192111.1	XP_011166755.1
OG0003417	XP_975392.1	XP_039304476.1, XP_039304478.1
OG0003418	XP_008193264.1	XP_039303490.1, XP_025995566.1
OG0003418	XP_008193262.1	XP_011167758.1
OG0003419	XP_008201106.1	XP_025996837.1
OG0003420	XP_975311.2	XP_011169674.1
OG0003421	XP_015836663.1, XP_008195097.1	XP_011175711.1
OG0003422	XP_969858.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_008191170.2	XP_011159326.2
OG0003424	XP_008193894.1	XP_011159090.1
OG0003425	XP_970165.1	XP_011163075.1
OG0003426	XP_967164.2	XP_025988070.1, XP_025988071.1
OG0003428	XP_969482.1	XP_011167947.1
OG0003429	XP_008194420.1	XP_025995548.1
OG0003431	XP_973216.2	XP_011172180.1, XP_039303289.1
OG0003432	XP_008198745.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_008195123.1	XP_011159440.1
OG0003434	XP_008198501.1	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_969028.1	XP_011163900.2
OG0003436	XP_015833550.1	XP_011168469.2
OG0003437	XP_971616.1	XP_011157667.1
OG0003438	XP_015837111.1	XP_011155524.2
OG0003439	XP_967669.1	XP_025994536.1
OG0003442	XP_001813222.2	XP_039312379.1
OG0003443	XP_008194507.1, XP_001810308.1	XP_011165646.1
OG0003444	XP_972944.2	XP_025987672.2
OG0003445	XP_008191608.1	XP_039302293.1
OG0003446	XP_008191716.1, NP_001034533.1	XP_011155390.1
OG0003447	XP_972185.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_968783.3	XP_011168417.2, XP_039309237.1
OG0003449	XP_008199221.1	XP_011160159.1
OG0003450	XP_975997.1	XP_011155610.2
OG0003451	NP_001164283.1, XP_008198999.1	XP_011172134.1
OG0003452	XP_972065.2	XP_011156026.1
OG0003453	XP_966562.1	XP_039315183.1
OG0003454	XP_969326.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_967436.1	XP_011168917.1
OG0003456	XP_967297.1	XP_011162716.1
OG0003457	XP_971915.1	XP_011166944.1
OG0003458	XP_967192.2	XP_025995460.1
OG0003459	XP_975621.1	XP_011161898.1
OG0003460	XP_971025.2	XP_011162632.1
OG0003461	XP_008196927.2	XP_025991213.1
OG0003462	XP_008196051.1	XP_025993799.2
OG0003463	NP_001153721.1	XP_011160595.1
OG0003464	XP_971685.1	XP_011165321.1
OG0003465	XP_008197705.1	XP_011173159.1
OG0003466	XP_008198199.1	XP_011172223.1
OG0003467	XP_971784.1	XP_025987392.1
OG0003468	XP_974962.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003470	XP_015834687.1	XP_025990345.2, XP_039308816.1
OG0003471	XP_973735.1	XP_039308449.1
OG0003472	XP_968085.1	XP_025995638.1
OG0003473	XP_008201210.1	XP_011162299.1
OG0003474	XP_969684.1	XP_011167328.1
OG0003475	XP_015839694.1	XP_011166400.1
OG0003476	XP_015839296.1, XP_015839299.1, XP_015839297.1	XP_025991918.2
OG0003477	XP_015833317.1, XP_975225.1	XP_011161639.1
OG0003478	XP_971851.1	XP_039301857.1
OG0003479	XP_970344.2	XP_039304625.1
OG0003480	XP_973347.1	XP_011163009.2
OG0003481	XP_015835781.1	XP_011168227.1
OG0003482	XP_974350.1	XP_039308503.1
OG0003483	XP_975150.1	XP_011167627.1
OG0003484	XP_015838763.1	XP_011175536.1
OG0003485	XP_008197724.1	XP_011160665.1
OG0003486	XP_974924.1	XP_011176014.1
OG0003487	XP_973866.2	XP_039312962.1
OG0003488	XP_971607.2	XP_011172280.1, XP_011172281.1
OG0003489	XP_969874.1	XP_011171151.1
OG0003490	XP_015834660.1	XP_011157908.1
OG0003491	XP_015839807.1	XP_025988848.1
OG0003492	XP_008194887.1	XP_011162771.1
OG0003493	XP_008196190.1	XP_011168044.1
OG0003494	XP_970578.1	XP_039309299.1, XP_039309208.1
OG0003495	XP_973445.1	XP_011174335.1
OG0003496	XP_970303.1	XP_025993632.2
OG0003497	XP_967550.1	XP_011156399.1
OG0003498	XP_008191163.1	XP_011165874.1
OG0003499	XP_968497.2	XP_039310463.1
OG0003500	XP_008190862.1, XP_968956.1	XP_039305410.1
OG0003501	XP_008192902.2	XP_011160315.1
OG0003502	XP_970521.1	XP_011173216.1
OG0003503	XP_008191516.2, XP_015840697.1	XP_011158197.1
OG0003504	XP_015835000.1	XP_039305633.1
OG0003506	XP_968980.1	XP_011161084.2
OG0003507	NP_001034538.1, XP_008195064.1	XP_011161240.1
OG0003508	XP_972877.1	XP_011161847.2
OG0003509	XP_008192430.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_015837770.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_008195456.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_973569.2	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_008191010.1	XP_025993404.1
OG0003514	XP_966918.1	XP_011172359.1
OG0003515	XP_008190306.1	XP_025994886.1
OG0003516	XP_001808987.1	XP_011157782.1
OG0003517	XP_970071.1	XP_011157243.1
OG0003518	XP_972118.2	XP_025993845.1
OG0003519	XP_008192483.1	XP_011157485.2
OG0003520	XP_966993.2	XP_025987458.1
OG0003521	XP_973057.1, XP_008201589.1	XP_025994590.1
OG0003522	XP_001812550.1	XP_011170188.1
OG0003523	XP_008195146.1	XP_011159133.3
OG0003524	XP_008194241.1	XP_011159594.2
OG0003525	XP_008199510.2	XP_011157508.1
OG0003526	XP_008197506.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_015833512.1	XP_011164994.2
OG0003528	XP_008200525.1, XP_008200526.1	XP_025994598.1
OG0003529	XP_008196635.1	XP_011157905.1
OG0003530	XP_974944.1	XP_011164666.1
OG0003531	XP_001814498.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_008197690.1, XP_008197691.1	XP_011175391.1
OG0003533	XP_001813387.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_015840564.1	XP_025993470.2
OG0003535	XP_970554.1	XP_025996198.1
OG0003536	XP_008191826.1	XP_011161902.1
OG0003537	XP_008197469.1	XP_039309256.1
OG0003538	XP_971862.1	XP_011168937.1
OG0003539	XP_970892.1	XP_039308016.1
OG0003540	XP_015838085.1, XP_008190384.1	XP_011170944.1
OG0003541	XP_008200928.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_968817.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_974555.1	XP_011158692.1
OG0003544	XP_975490.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_974369.1, NP_001107792.1	XP_025990427.1
OG0003546	XP_015834035.1	XP_025993446.1
OG0003547	XP_008196287.1	XP_011158646.1
OG0003548	XP_015835777.1	XP_025988074.1
OG0003549	XP_972796.1, XP_972842.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_008191653.2	XP_011162120.1, XP_011162121.1
OG0003551	XP_969418.2	XP_039301798.1
OG0003552	XP_001816051.2	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_966414.1, XP_015834040.1, XP_015834041.1	XP_011161755.2
OG0003554	XP_008191338.1	XP_039308532.1
OG0003555	XP_969359.1	XP_025995357.2
OG0003556	XP_008197977.1	XP_025993106.2
OG0003557	XP_008194275.1	XP_011164774.2
OG0003558	XP_008200863.1, NP_001139383.1	XP_039309560.1, XP_025994962.2
OG0003559	XP_015833739.1	XP_025986435.1
OG0003560	XP_008201481.1	XP_025988610.2
OG0003561	XP_966722.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_008197720.1	XP_011155379.1
OG0003563	XP_008199095.1	XP_039310060.1
OG0003564	XP_974591.1	XP_011167702.1
OG0003565	XP_008195579.1	XP_011156156.1
OG0003566	XP_008197508.1	XP_039315677.1
OG0003567	XP_972971.1	XP_011172274.1
OG0003568	XP_008199840.1	XP_039312274.1
OG0003569	XP_008200019.1, XP_008200021.1	XP_039312335.1
OG0003570	XP_970689.1	XP_025991364.2
OG0003571	XP_972466.1	XP_011164706.1
OG0003572	XP_969549.2	XP_011166886.1
OG0003573	XP_015839835.1	XP_025994936.2
OG0003574	XP_001813297.1	XP_011156360.1
OG0003575	XP_970039.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_970591.1	XP_011168218.1
OG0003577	XP_008191870.1	XP_011160828.1
OG0003578	XP_967572.1	XP_011164006.1
OG0003579	XP_008194949.2, XP_015836565.1	XP_011158500.2
OG0003580	XP_008198520.1	XP_025996659.1
OG0003581	XP_008201126.1	XP_025992672.1
OG0003582	XP_008200259.1	XP_025986840.2
OG0003583	XP_015837609.1	XP_011170583.1
OG0003584	XP_008197704.1, XP_008197703.1	XP_011164677.1
OG0003585	XP_001809489.2	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_968904.1	XP_011158129.1
OG0003587	XP_968692.2	XP_011169932.2
OG0003588	XP_008192717.2, XP_966870.1	XP_011159472.1
OG0003589	XP_015835994.1	XP_025989716.1
OG0003590	XP_008191146.1, XP_015840028.1, XP_015834829.1	XP_025997445.2, XP_039302120.1, XP_039312424.1, XP_039305385.1, XP_039305387.1, XP_039305388.1, XP_039311141.1, XP_039312997.1, XP_039313511.1, XP_039312384.1, XP_039305165.1, XP_039311976.1, XP_039313521.1, XP_039311292.1, XP_039315429.1, XP_039303961.1
OG0003591	XP_966852.1	XP_011161385.1
OG0003592	XP_008190560.1	XP_025996466.1
OG0003593	XP_008201260.2	XP_039301872.1
OG0003596	XP_008192521.1	XP_025992260.1
OG0003597	XP_008199159.1	XP_025991864.1
OG0003598	XP_015834381.1, XP_015834358.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_008191160.1, XP_008191161.1, XP_001807381.1, XP_015833638.1	XP_011161508.1
OG0003600	XP_001814012.1	XP_025993030.2
OG0003601	XP_008200160.1	XP_011172202.1
OG0003602	XP_975667.1	XP_025994604.1
OG0003603	XP_973896.2	XP_011169059.2
OG0003604	XP_008190706.2	XP_039315300.1, XP_011161130.2
OG0003605	XP_015833448.1	XP_039306480.1
OG0003606	XP_974252.1	XP_011155340.1
OG0003607	XP_968511.2	XP_039314608.1
OG0003608	NP_001153717.1, XP_008195553.1	XP_039305257.1
OG0003609	XP_974525.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_008191498.2	XP_011175415.1
OG0003611	XP_008197892.1, XP_008197891.1, XP_008197888.1, XP_008197889.1, XP_008197890.1	XP_011174238.1
OG0003613	XP_015838584.1	XP_011168513.1
OG0003614	XP_015839061.1	XP_011165980.2
OG0003615	XP_015837963.1	XP_011155661.1
OG0003616	XP_975040.2	XP_011173105.1, XP_039303022.1
OG0003617	XP_015838318.1	XP_039308360.1
OG0003618	XP_969603.1	XP_011167752.1
OG0003619	XP_008195521.2	XP_025996652.1
OG0003620	XP_015837557.1, XP_015837556.1, XP_015837555.1	XP_011173558.2
OG0003621	XP_008200747.1	XP_011167271.2
OG0003622	XP_015835258.1	XP_025993016.2
OG0003623	XP_008193820.1	XP_011166561.2
OG0003624	XP_008197990.1	XP_011173629.1
OG0003625	XP_015836260.1	XP_039310576.1
OG0003626	XP_001814885.2	XP_039314948.1
OG0003627	XP_975547.1, XP_015837353.1	XP_011163417.2
OG0003628	XP_015833795.1	XP_011166426.1
OG0003629	XP_015839804.1, XP_015839805.1, XP_015839803.1, XP_972357.1	XP_011166897.1, XP_011166898.1
OG0003630	XP_015838483.1	XP_025986522.1
OG0003632	NP_001280515.1	XP_025992165.2
OG0003633	XP_008194372.1	XP_025987589.2
OG0003634	XP_968761.1	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	XP_015835053.1	XP_039314897.1
OG0003636	XP_008194320.1	XP_025986658.2
OG0003637	XP_969960.1	XP_039305221.1
OG0003638	XP_008200898.1	XP_025985884.1
OG0003639	XP_015835594.1, XP_015835593.1, XP_015835596.1, XP_015835595.1, XP_969188.2, XP_015835592.1	XP_011167928.1
OG0003640	XP_015839248.1	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	XP_015839097.1	XP_025988954.1
OG0003642	XP_008198362.1	XP_039313749.1
OG0003643	XP_974513.1	XP_011157048.2
OG0003644	XP_971690.1	XP_011161160.1
OG0003645	XP_015836973.1	XP_039312324.1
OG0003646	NP_001073624.1, XP_008192741.1	XP_039305230.1
OG0003647	XP_008201144.2	XP_025996645.2
OG0003648	XP_975120.1	XP_011166759.1
OG0003649	XP_008190452.1	XP_011170244.1, XP_011170222.1
OG0003650	XP_015839066.1	XP_039312443.1
OG0003652	XP_015837327.1	XP_011158767.1
OG0003653	XP_008201133.1, XP_008201132.1, XP_008201131.1	XP_011167346.2
OG0003654	XP_008192330.1, XP_015835030.1, XP_015835031.1	XP_039302559.1
OG0003655	XP_008196209.2	XP_039308408.1, XP_039308409.1
OG0003656	XP_972851.1	XP_011159123.2
OG0003657	XP_967783.1	XP_039308354.1
OG0003658	XP_015838852.1	XP_011155629.1, XP_011155630.1, XP_039302693.1
OG0003659	XP_008196343.1, XP_015837439.1, XP_008196344.1, XP_015837019.1	XP_039314136.1, XP_039314135.1, XP_039314722.1
OG0003660	XP_974248.2	XP_011176058.1, XP_039312999.1
OG0003661	XP_008191219.1	XP_011170494.3
OG0003662	XP_008191788.1	XP_011175688.1
OG0003664	XP_001811274.1	XP_011164276.1
OG0003665	XP_973359.1	XP_011166929.1, XP_011166930.1
OG0003666	XP_001814402.1	XP_011166717.1
OG0003667	XP_008192927.1	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1
OG0003668	XP_971091.2	XP_039312702.1, XP_011169131.1
OG0003669	XP_967180.2	XP_011168002.1
OG0003670	XP_971706.1	XP_039312486.1
OG0003671	XP_008200590.1	XP_025995824.1
OG0003672	XP_008195407.1	XP_039314297.1
OG0003673	XP_008192092.1, XP_015835049.1	XP_011159485.1, XP_011159484.1
OG0003674	XP_008193661.1	XP_011175340.1
OG0003675	XP_969225.3	XP_011167135.2
OG0003676	XP_968591.1	XP_011163394.2
OG0003677	XP_973912.1	XP_011176185.1
OG0003678	XP_008198169.1	XP_011163744.2
OG0003679	XP_971751.1	XP_011169854.1, XP_011169848.1, XP_011169843.1
OG0003680	XP_015833438.1	XP_025991771.1
OG0003681	XP_970085.1	XP_011158579.1
OG0003682	XP_970044.2	XP_011159235.1
OG0003683	XP_968322.2	XP_011158808.1
OG0003684	XP_001812551.2	XP_011164943.1
OG0003685	NP_001161783.1	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1
OG0003686	XP_008201118.1	XP_025985905.2
OG0003687	XP_967964.1	XP_011165752.1
OG0003688	XP_008200815.1, XP_008200816.1	XP_011160014.1, XP_025989235.1
