Orthogroup	Tribolium_castaneum	Ceratina_calcarata
OG0003983	XP_008199886.1	XP_017877832.1, XP_017879449.1, XP_017882698.1, XP_026669985.1
OG0003984	XP_015838220.1	XP_017892829.2
OG0003985	XP_008191229.1	XP_026668402.1
OG0003986	XP_008196788.1, XP_008196789.1, XP_008196790.1	XP_017876375.1
OG0003987	XP_008199167.1, XP_008191281.2	XP_017892356.1
OG0003988	XP_008195928.1	XP_026674895.1, XP_017891331.1
OG0003989	XP_015834581.1	XP_026666834.1, XP_026668283.1, XP_017892699.1
OG0003990	XP_966698.2	XP_017893497.1
OG0003991	XP_008191408.1	XP_026669815.1
OG0003992	XP_008199002.1	XP_017888891.1
OG0003993	NP_001280539.1, XP_008201193.2	XP_017892896.2
OG0003994	XP_008197496.1	XP_017883319.1
OG0003995	XP_973777.1	XP_026669591.1
OG0003996	XP_967605.1	XP_026672073.1, XP_017885369.1
OG0003997	XP_015833280.1	XP_026669478.1
OG0003998	XP_973175.1	XP_026671865.1
OG0003999	XP_008199328.1	XP_026667993.1, XP_017881065.2
OG0004000	XP_974655.2	XP_017879297.1, XP_026668980.1
OG0004001	XP_973078.1	XP_017877816.1
OG0004002	NP_001139385.1	XP_017876653.1
OG0004003	XP_974994.2	XP_017885324.1
OG0004004	XP_008194878.2, XP_008191520.2, XP_008197170.1	XP_017884313.1
OG0004005	XP_008199060.1	XP_026672680.1
OG0004006	XP_008195822.1	XP_026669742.1
OG0004008	XP_008200823.1, XP_001813540.1	XP_017881272.1
OG0004009	XP_972093.1, XP_972042.1	XP_017891462.1
OG0004010	XP_971563.1	XP_017887409.1
OG0004011	XP_008191730.1, NP_001034498.1, XP_008194789.1	XP_017888050.1
OG0004012	XP_015835401.1, XP_971438.1, XP_008200443.1	XP_017877063.1
OG0004013	XP_008195231.1	XP_026671963.1, XP_017885151.1
OG0004014	XP_971231.2	XP_017877109.1
OG0004015	XP_015838354.1, XP_001807518.1, XP_001812199.1	XP_017876298.1
OG0004016	XP_970625.1	XP_017881076.1, XP_017881069.1
OG0004017	XP_015833203.1	XP_026671934.1, XP_017885128.1
OG0004018	XP_972649.1	XP_026668172.1
OG0004020	XP_008199027.1	XP_017887832.1
OG0004021	XP_015838970.1	XP_026666661.1
OG0004022	XP_973740.1	XP_017882419.1
OG0004023	XP_969218.1	XP_017876357.1
OG0004024	XP_008195015.1	XP_017892357.1, XP_017892358.1
OG0004025	XP_973368.1	XP_017878185.1
OG0004026	XP_008196413.1	XP_026670568.1
OG0004027	XP_008191799.1	XP_017889798.1
OG0004028	XP_008193539.1, XP_008193541.1	XP_017876730.1
OG0004029	XP_008191687.1	XP_017886871.1
OG0004030	XP_015838189.1, XP_001810411.2	XP_017888147.1
OG0004031	XP_971311.1	XP_026667808.1, XP_017876836.1
OG0004032	XP_015833719.1, XP_015833722.1	XP_017888240.1
OG0004033	XP_008199088.1	XP_017877530.1
OG0004034	XP_008198714.2	XP_017885006.1, XP_026671509.1
OG0004035	XP_008193230.1	XP_017877295.1
OG0004036	XP_008201142.1	XP_017876757.1
OG0004037	XP_015840646.1	XP_017885653.1
OG0004038	XP_015836539.1	XP_017881453.1
OG0004040	XP_970388.3, XP_971501.1	XP_017888273.1
OG0004041	XP_008191528.1	XP_017881603.1
OG0004042	XP_008195985.1	XP_017891809.1
OG0004043	XP_973667.2	XP_017879056.2
OG0004045	XP_015839256.1	XP_017889391.1, XP_026673984.1
OG0004046	XP_008192282.1	XP_017892612.2
OG0004047	XP_974227.1	XP_017889123.1
OG0004048	XP_967372.1	XP_017881119.1
OG0004049	XP_008197802.1, XP_008197801.1, XP_008197800.1	XP_017884628.1
OG0004050	XP_008195122.1, XP_970868.2	XP_017886645.2
OG0004051	XP_974020.1	XP_017893582.1
OG0004052	XP_008199650.1	XP_026674207.1
OG0004053	XP_974680.2	XP_017892789.1
OG0004054	XP_008192914.1	XP_017886788.1
OG0004055	XP_015833846.1	XP_017885791.1
OG0004056	XP_008195938.1	XP_017890696.1
OG0004058	XP_974520.1	XP_017889712.1
OG0004059	XP_972737.1	XP_017881330.1
OG0004060	XP_008196217.1, NP_001034489.1	XP_017879853.1
OG0004061	XP_008196752.1	XP_026674505.1
OG0004062	XP_015834690.1	XP_017881438.1
OG0004063	XP_001812873.1	XP_017880652.1
OG0004064	XP_973062.1	XP_017877355.1
OG0004065	XP_008192200.1	XP_017879141.1
OG0004066	XP_972292.1	XP_017891867.1
OG0004067	XP_015840433.1	XP_026666548.1, XP_017893114.1, XP_026666547.1, XP_026666549.1
OG0004068	XP_008190826.2	XP_017886234.1
OG0004069	XP_008201245.1, NP_001034523.1	XP_017890683.1
OG0004070	XP_008199140.1	XP_026675386.1
OG0004071	XP_008197437.1	XP_017882268.1
OG0004072	XP_967828.1	XP_017888128.1
OG0004073	XP_008195023.1	XP_017878264.1
OG0004074	XP_971974.1	XP_017883327.1
OG0004075	XP_974480.1	XP_017875447.1
OG0004076	XP_008197602.1	XP_017878695.1
OG0004077	XP_008200432.1	XP_017889805.1
OG0004078	NP_001171929.1	XP_017877189.1, XP_017877188.1
OG0004079	XP_008193389.1	XP_026675420.1
OG0004080	XP_970851.2	XP_026668914.1
OG0004081	XP_015839808.1, XP_008198788.1, XP_971940.1	XP_017876749.2
OG0004082	XP_008195644.1	XP_017877205.1
OG0004083	XP_970814.1	XP_017884977.1
OG0004084	XP_015835436.1	XP_026675503.1
OG0004085	XP_008192975.1	XP_017876585.1
OG0004086	XP_008198047.1	XP_017892581.1
OG0004087	XP_008201212.1	XP_017877845.1
OG0004088	XP_972897.1	XP_017886011.1, XP_017891844.2
OG0004089	XP_015838276.1	XP_017891006.2, XP_017876437.1
OG0004090	XP_974424.1	XP_026668057.1, XP_026668053.1
OG0004091	XP_971395.1	XP_017875460.1
OG0004092	XP_972402.1	XP_017884969.1
OG0004093	XP_967425.2	XP_017879934.1
OG0004094	XP_967732.1	XP_026666910.1, XP_017893238.1, XP_017893248.1
OG0004095	XP_971366.1	XP_017879915.1, XP_017879906.1
OG0004096	XP_015840766.1	XP_017884242.1
OG0004097	XP_015837446.1	XP_017893142.1
OG0004098	XP_967675.1	XP_017878771.2
OG0004099	XP_008201158.1	XP_017881782.1
OG0004100	XP_972331.1, XP_008193577.1, XP_015835869.1	XP_017878980.1, XP_017878981.1, XP_017878983.1
OG0004101	XP_974387.2	XP_017887968.1
OG0004102	XP_008193880.1	XP_017880869.1
OG0004103	XP_015835369.1	XP_026667401.1, XP_026667400.1, XP_026667403.1
OG0004104	XP_008192945.1	XP_017890860.1
OG0004105	XP_973164.1	XP_017883711.1
OG0004106	XP_008193513.1	XP_017890879.1, XP_017890877.1, XP_017877438.1
OG0004107	XP_008190693.1	XP_017889118.1
OG0004108	XP_008197806.1	XP_017889255.1
OG0004109	XP_008199057.1	XP_017888013.1
OG0004110	XP_015836786.1	XP_026674921.1
OG0004111	XP_970719.1	XP_017892715.1
OG0004112	XP_008198820.1	XP_017892708.1
OG0004113	XP_008199444.1	XP_017879191.1
OG0004114	XP_975196.1	XP_017888685.1, XP_017876691.1
OG0004116	XP_008194085.1	XP_017882303.1
OG0004117	XP_008190520.2	XP_017893044.1, XP_017893046.1
OG0004119	XP_015836298.1	XP_017881491.1
OG0004120	XP_971225.1	XP_017883066.1
OG0004121	XP_974527.1	XP_026667639.1, XP_017876503.1, XP_017876502.1, XP_017876504.1, XP_017876501.1
OG0004122	XP_972254.1	XP_026672956.1, XP_026672957.1
OG0004123	XP_015837500.1	XP_017881210.1
OG0004125	XP_008197369.1, XP_008197368.1	XP_017887625.1
OG0004126	XP_015833114.1	XP_017884547.1
OG0004127	XP_015835835.1, XP_008193893.1	XP_017891921.1
OG0004128	NP_001158279.1, XP_008195076.1	XP_026670906.1, XP_017883270.1, XP_026670907.1
OG0004129	XP_968238.2	XP_017880052.1
OG0004130	XP_015835407.1	XP_026667857.1
OG0004131	XP_015834593.1	XP_017887836.1
OG0004132	XP_008195790.1	XP_017887421.1
OG0004133	XP_008193571.1	XP_017876260.1
OG0004134	XP_966548.1	XP_017890936.1, XP_026674738.1
OG0004135	XP_969395.1	XP_017885971.1
OG0004136	XP_015838557.1, XP_967039.2	XP_017884157.1, XP_017884158.1
OG0004137	XP_972661.2	XP_017889721.1
OG0004138	XP_008199722.1	XP_017882753.1
OG0004139	XP_973779.1, XP_967521.1	XP_026671698.1
OG0004140	XP_971284.1	XP_026673845.1
OG0004141	XP_008195546.1, XP_971815.1	XP_026672712.1
OG0004142	XP_015833163.1, XP_015833173.1	XP_026668921.1
OG0004144	XP_974174.1	XP_017878809.1
OG0004145	XP_966571.1	XP_017890243.1, XP_026674302.1
OG0004146	XP_008193932.1	XP_017877375.1
OG0004147	XP_008199251.1	XP_026673868.1
OG0004148	XP_008191391.1	XP_026668174.1, XP_026671885.1
OG0004149	XP_015833182.1, XP_969301.4	XP_017875738.1
OG0004150	XP_970273.1	XP_017889562.1
OG0004151	XP_008193562.1	XP_026672271.1, XP_017876451.1
OG0004153	XP_008199980.1	XP_026674293.1
OG0004154	XP_975348.1	XP_017879258.2
OG0004155	XP_008199045.1	XP_017892073.1
OG0004157	XP_008200151.1	XP_026672865.1
OG0004158	XP_008194425.1	XP_017883832.1
OG0004160	XP_008199427.1	XP_017876695.1
OG0004161	XP_008195570.1	XP_017880945.1
OG0004162	XP_008196673.1	XP_017889997.1
OG0004163	XP_015835252.1	XP_017880497.1
OG0004164	XP_008201024.2	XP_017889618.1
OG0004165	XP_015838044.1	XP_026672082.1, XP_026672745.1
OG0004166	XP_969892.2	XP_017882476.1
OG0004167	XP_008196156.1	XP_017890945.1
OG0004168	XP_001812912.1	XP_017880675.1
OG0004169	XP_015835091.1, XP_008192376.1	XP_017878622.1
OG0004170	XP_008193690.1	XP_017885601.1
OG0004171	XP_967199.1	XP_017887300.1, XP_017887301.1
OG0004172	XP_015834445.1	XP_017879848.1
OG0004173	XP_968786.2	XP_017877809.2, XP_026673207.1
OG0004174	XP_015837602.1	XP_017892196.1
OG0004175	XP_008193965.1	XP_017892906.1
OG0004176	XP_970249.2	XP_026674368.1, XP_026674316.1
OG0004177	XP_008191243.1	XP_026670522.1
OG0004178	XP_015835999.1	XP_026667211.1, XP_026667216.1
OG0004179	XP_001816025.1	XP_017882310.1
OG0004180	XP_015834995.1	XP_026674956.1
OG0004181	XP_972529.1	XP_017886039.1
OG0004182	XP_001810222.1	XP_026670452.1
OG0004183	XP_970649.1	XP_026666829.1
OG0004184	XP_972898.1	XP_026674137.1
OG0004185	XP_015833808.1	XP_017881182.1
OG0004186	XP_015835671.1	XP_026668377.1
OG0004187	XP_008194310.1	XP_017878252.1
OG0004188	XP_015839343.1	XP_017893034.1
OG0004189	XP_015839172.1, XP_015839173.1	XP_026670641.1
OG0004190	XP_015836315.1	XP_026673732.1
OG0004191	XP_969809.1	XP_017883912.1
OG0004192	XP_972716.1	XP_017879470.1
OG0004194	XP_008192437.1	XP_017880486.1, XP_017880488.1
OG0004195	XP_967373.1	XP_017886088.1
OG0004196	XP_008192634.1	XP_017877005.1
OG0004197	NP_001092318.1, XP_015837050.1	XP_017890303.1
OG0004199	XP_008192661.1	XP_017893319.1
OG0004201	XP_008196254.1, XP_008196255.1	XP_017891896.2
OG0004202	XP_974078.2	XP_017885897.1
OG0004203	XP_008190624.1, XP_973621.2, XP_015832952.1	XP_026670406.1
OG0004204	XP_973451.2	XP_017876743.1
OG0004205	XP_008192300.1, XP_975622.1	XP_017879804.1
OG0004206	XP_008195830.1	XP_017893399.1
OG0004207	XP_973218.1	XP_017893583.1
OG0004209	XP_015839287.1	XP_017891464.1
OG0004211	XP_015833688.1	XP_017886399.1
OG0004212	XP_008193851.1	XP_017875744.1
OG0004213	XP_008201519.1	XP_017877855.1
OG0004214	XP_008195745.1	XP_017890108.1
OG0004218	XP_008198657.1	XP_017889079.1
OG0004219	XP_971270.1	XP_026669467.1
OG0004220	XP_015840558.1	XP_026673519.1
OG0004222	XP_969545.1	XP_026672762.1
OG0004223	XP_966506.1, XP_008195125.1, XP_008195126.1	XP_017876407.1
OG0004224	XP_008194757.1	XP_026672372.1
OG0004225	XP_001812890.2	XP_017884794.1
OG0004229	XP_015833830.1	XP_017893220.1
OG0004230	XP_008195350.1	XP_026671727.1
OG0004231	XP_969823.3	XP_017889629.1
OG0004232	XP_008197867.1, XP_972446.1	XP_026672535.1, XP_026672541.1
OG0004234	XP_971060.1	XP_026674324.1, XP_017890040.1
OG0004235	XP_015840768.1	XP_017887823.1
OG0004236	XP_015839515.1, XP_015839514.1	XP_017882823.1, XP_017882859.1
OG0004237	XP_972411.1	XP_017878288.1
OG0004238	NP_001139341.1	XP_017876306.1
OG0004239	XP_008193832.2	XP_026670665.1, XP_026667032.1, XP_017875246.2
OG0004240	XP_966462.1	XP_017883444.1
OG0004241	XP_015835603.1	XP_017882946.1
OG0004242	XP_008190689.1, NP_001034513.1	XP_026673769.1
OG0004243	XP_001809395.1	XP_026669519.1
OG0004244	XP_008190816.1	XP_026670474.1
OG0004245	XP_015832939.1	XP_017892245.1
OG0004246	XP_975048.1	XP_017889227.1, XP_017885719.1
OG0004247	XP_008192323.1	XP_017884309.1
OG0004248	XP_008191550.1	XP_026672608.1
OG0004249	XP_967213.1	XP_017882373.1, XP_026670505.1
OG0004251	XP_008191695.1	XP_026668835.1
OG0004252	XP_008200798.2, XP_015839628.1	XP_026666972.1, XP_026669811.1
OG0004253	NP_001107838.1, XP_008193910.1	XP_017888944.1
OG0004254	XP_001814021.1	XP_017881903.2, XP_017892806.2
OG0004257	XP_975524.1, XP_015836662.1, XP_970452.2	XP_017875386.1
OG0004258	XP_974160.2	XP_026669308.1
OG0004261	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1	XP_017882457.1
OG0004262	XP_008200054.1, XP_008191569.1	XP_017880863.1
OG0004264	XP_973435.1	XP_017878843.1, XP_026668733.1
OG0004266	XP_008192549.1	XP_026669866.1
OG0004267	XP_968461.1, XP_968542.1, XP_968377.1	XP_017875315.2
OG0004269	XP_008191491.1, XP_001807780.1	XP_017882805.2
OG0004272	XP_008198234.1	XP_026673572.1, XP_026667454.1
OG0004275	XP_008201172.1	XP_017891647.1
OG0004276	XP_972907.1	XP_017888969.1
OG0004277	XP_969696.1	XP_017889206.1
OG0004278	XP_975170.2	XP_017882377.1, XP_017882881.1
OG0004279	XP_975179.2	XP_017876915.1
OG0004280	XP_973533.1	XP_017885504.1
OG0004281	XP_008195224.1	XP_017890810.1
OG0004282	XP_974347.1	XP_017878496.1
OG0004283	XP_008192466.1, NP_001165863.1	XP_017892782.1
OG0004284	XP_968064.1	XP_017888327.1, XP_017877104.1
OG0004285	XP_970899.1	XP_017881532.1
OG0004286	XP_968001.1	XP_017891172.1
OG0004287	XP_966498.1	XP_017885220.1
OG0004288	XP_969265.1	XP_017890899.1
OG0004289	XP_008197558.1, XP_015838760.1	XP_017883735.1
OG0004290	XP_971885.1	XP_017884485.1
OG0004291	XP_968374.1	XP_026669193.1
OG0004292	XP_015837941.1	XP_017887289.1
OG0004293	XP_972261.1	XP_017893157.1, XP_017893178.1
OG0004294	XP_974435.1	XP_017889790.1
OG0004295	XP_971412.1	XP_026674739.1
OG0004296	XP_967959.1	XP_017879751.1
OG0004297	XP_966358.1	XP_017885406.1, XP_017883980.1
OG0004298	XP_015834541.1	XP_026667642.1
OG0004299	XP_973645.1	XP_017893528.1
OG0004300	XP_008197771.1	XP_017878425.1
OG0004301	XP_972630.1	XP_017891382.1, XP_017891383.1, XP_017891379.1
OG0004302	XP_971610.1	XP_017887422.1
OG0004303	XP_974854.1	XP_017885344.1
OG0004304	XP_008190996.1	XP_017890622.2, XP_026673043.1
OG0004305	XP_967790.1	XP_017888977.1
OG0004306	XP_972464.1, XP_972413.1	XP_017884826.1
OG0004307	XP_015834916.1	XP_017886895.1
OG0004308	XP_975195.1	XP_017890666.1
OG0004309	XP_969903.1	XP_017891147.1
OG0004310	XP_969714.1	XP_017882950.1, XP_026670812.1
OG0004311	XP_969723.1	XP_017880002.1
OG0004312	XP_969605.1	XP_017891210.1
OG0004313	XP_969250.1	XP_017881955.1
OG0004314	XP_968017.1	XP_017887516.1
OG0004315	XP_015833545.1	XP_017876702.1
OG0004316	XP_967058.1	XP_017887149.1
OG0004317	XP_970777.1	XP_017891801.1
OG0004318	XP_973769.1	XP_017887283.1
OG0004319	XP_008201675.1	XP_017880134.1
OG0004320	XP_008199303.1	XP_017876569.1
OG0004321	XP_971796.1	XP_017877345.1
OG0004322	XP_008195533.1	XP_017876523.1
OG0004323	XP_971760.1	XP_017890508.1
OG0004324	XP_973351.1	XP_017890996.1
OG0004325	NP_001128383.1	XP_017882817.1
OG0004326	XP_001813029.1	XP_017884281.1
OG0004327	XP_015835634.1	XP_026669043.1
OG0004328	XP_969972.1	XP_017875237.2
OG0004329	XP_972456.1	XP_017876609.1
OG0004330	XP_966880.1	XP_017885500.1
OG0004331	XP_967746.1	XP_017883910.1
OG0004332	XP_008192042.1, XP_970786.1	XP_017891742.1
OG0004333	XP_971805.1	XP_017890490.1, XP_017890492.1
OG0004334	XP_970161.2	XP_017884241.1
OG0004335	XP_008195989.1	XP_017883234.1
OG0004336	XP_971226.2	XP_017883157.1
OG0004337	XP_008194680.2	XP_017875434.1
OG0004338	XP_971269.1	XP_017883366.1
OG0004339	XP_968192.1	XP_017889572.1
OG0004340	XP_972358.1	XP_017875663.1
OG0004342	XP_971983.1	XP_017887609.1
OG0004343	XP_975131.1	XP_017883523.1
OG0004344	XP_967314.1	XP_017887130.1
OG0004345	XP_970655.1	XP_017883415.1
OG0004346	XP_974710.1	XP_017877501.1, XP_017877502.1, XP_017877500.1
OG0004347	XP_972970.1	XP_017888559.1
OG0004348	XP_970769.1	XP_017883713.1
OG0004349	XP_971370.1	XP_017890261.2, XP_017888252.1
OG0004350	XP_970528.1	XP_017880095.1, XP_017880181.1
OG0004351	XP_008196327.1, XP_972027.1	XP_017883354.1
OG0004352	XP_968697.1	XP_017883884.1
OG0004353	XP_972343.1	XP_017891865.1
OG0004354	XP_008201302.1	XP_017883286.1
OG0004355	XP_975028.1	XP_017885726.1
OG0004356	XP_968339.1	XP_017885672.1
OG0004357	XP_971110.1	XP_017883235.1
OG0004358	XP_972440.1	XP_017892641.1
OG0004359	XP_008199086.1	XP_017883310.1
OG0004360	XP_974891.1	XP_017883129.1
OG0004361	XP_970915.2	XP_017892816.1, XP_017884079.1
OG0004362	XP_967452.2	XP_017891455.1
OG0004363	XP_001814270.1	XP_017878370.1, XP_017878434.1
OG0004364	XP_968539.1	XP_017877794.1
OG0004365	XP_008195871.1	XP_017884645.1
OG0004366	XP_974948.1	XP_017878215.1
OG0004367	XP_968873.1	XP_026670784.1
OG0004368	XP_971553.2	XP_017879606.1
OG0004369	XP_975322.1	XP_017877101.1
OG0004370	XP_967583.3	XP_026674912.1
OG0004371	XP_008191479.1	XP_017888274.1
OG0004372	XP_008196107.1	XP_017879251.1
OG0004373	XP_008197488.1	XP_017876974.1
OG0004374	XP_966555.1	XP_017887679.1
OG0004375	XP_975428.1	XP_017890835.1
OG0004377	XP_008190408.2	XP_017880760.1
OG0004378	XP_001815752.1	XP_017891050.1
OG0004379	XP_008197126.1	XP_017880144.1, XP_026669379.1
OG0004381	XP_008198837.1	XP_017883958.1
OG0004382	XP_008198502.1	XP_017888333.1
OG0004383	XP_001811897.1, XP_008193872.1	XP_017880101.1
OG0004384	XP_967198.1	XP_017891779.1
OG0004385	XP_001814757.1	XP_017887412.1
OG0004386	XP_968136.1	XP_017882362.1, XP_017886217.1
OG0004387	XP_973540.1	XP_017879509.1
OG0004388	XP_970062.1	XP_026667435.1
OG0004389	XP_008190586.1, XP_974322.1	XP_017891795.1
OG0004390	XP_008198783.1	XP_017882895.1
OG0004391	XP_972110.1	XP_017885164.1
OG0004392	NP_001076793.1	XP_017887710.1
OG0004393	XP_008198968.1	XP_026666452.1, XP_026666453.1
OG0004394	XP_008193615.1	XP_017887811.1, XP_017892811.1
OG0004395	XP_015836706.1, XP_008200618.1	XP_017888972.1
OG0004396	XP_967054.1	XP_017891881.1
OG0004397	XP_973270.1	XP_017885008.1
OG0004398	XP_973691.3, NP_001071091.1	XP_017893365.1
OG0004399	XP_966636.1	XP_026674495.1, XP_026674497.1
OG0004400	XP_008194873.1	XP_026671449.1
OG0004401	XP_015833917.1, XP_015833918.1	XP_017876057.1
OG0004402	XP_015839832.1	XP_017887349.1
OG0004403	XP_974795.3	XP_017888042.1
OG0004404	XP_973343.1, XP_972623.1	XP_017881629.1
OG0004405	XP_973483.1	XP_017877492.1
OG0004406	XP_015838960.1	XP_017875053.1
OG0004407	XP_008193688.1	XP_026669358.1
OG0004409	XP_971897.2	XP_017891517.1
OG0004410	XP_008195992.1	XP_026668957.1
OG0004411	XP_974546.1	XP_017888759.1, XP_017888760.1
OG0004412	XP_008197181.1	XP_017882167.1
OG0004413	XP_972151.1	XP_026672412.1
OG0004414	XP_974522.1	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1
OG0004415	XP_015840578.1, XP_015839944.1	XP_017882224.1
OG0004416	XP_967938.1	XP_017875201.1
OG0004417	XP_008191367.2	XP_017875779.1
OG0004418	XP_967755.1	XP_017879425.1
OG0004419	XP_015837300.1, XP_008195801.1	XP_017882967.1
OG0004420	XP_974700.2	XP_017893622.1
OG0004421	XP_008201446.1	XP_017884383.2
OG0004422	XP_008192303.1	XP_026669909.1
OG0004423	XP_015835652.1, XP_008199577.1	XP_026667906.1, XP_026667380.1, XP_017876940.2
OG0004424	XP_966793.1	XP_017886465.1
OG0004425	XP_975776.2	XP_026674160.1
OG0004426	XP_971988.1	XP_017890223.1
OG0004427	XP_975024.1	XP_017887327.1
OG0004428	XP_008193101.1	XP_017882248.1
OG0004429	NP_001137201.1, XP_015839494.1	XP_017887408.1
OG0004430	XP_001812942.1	XP_017877321.1
OG0004431	XP_008198316.1	XP_026674202.1
OG0004432	XP_968397.1	XP_017892111.1
OG0004433	XP_969112.1	XP_017876426.1
OG0004434	XP_967394.1	XP_017889923.1
OG0004436	XP_967237.1, XP_008198811.1	XP_017880780.1
OG0004437	XP_971007.1	XP_017888892.1, XP_026673670.1
OG0004438	XP_974054.1, XP_015838263.1, XP_015838262.1	XP_017884471.1
OG0004439	XP_008192095.1	XP_017886250.2
OG0004440	XP_972849.1	XP_017884454.1
OG0004441	XP_015839666.1, XP_970319.1	XP_017875933.1
OG0004443	XP_971224.1	XP_026668357.1
OG0004444	XP_008193636.1	XP_017876088.1
OG0004445	XP_008193656.1	XP_017887309.1
OG0004446	XP_968186.1	XP_026675371.1
OG0004447	XP_008196875.1	XP_017884715.1
OG0004448	XP_968140.1	XP_017883685.1
OG0004449	XP_968648.1, XP_015834343.1	XP_017884300.1
OG0004450	XP_008197685.1	XP_017883705.1
OG0004451	XP_001813375.1, XP_015835910.1	XP_017876685.1
OG0004452	NP_001034518.1, XP_008201243.1	XP_017883646.1
OG0004453	XP_008197856.1	XP_026668986.1
OG0004454	XP_015835986.1	XP_017891943.1
OG0004455	XP_974859.1	XP_017891631.1
OG0004457	XP_008194516.1	XP_017888912.1
OG0004458	XP_973234.1	XP_017892760.1
OG0004459	XP_008201155.1, XP_015840642.1	XP_026667587.1
OG0004460	XP_015839542.1	XP_017881783.1
OG0004461	XP_008198493.1	XP_017886199.1, XP_017886137.1
OG0004462	XP_008201181.1	XP_017880141.1, XP_026669377.1
OG0004463	XP_008193392.1	XP_017875223.1
OG0004464	XP_015833887.1, XP_008194021.1	XP_026670718.1
OG0004465	XP_966481.1	XP_017875310.1
OG0004466	XP_015837577.1	XP_017875012.1
OG0004467	XP_967843.1	XP_026674587.1, XP_017886089.1
OG0004468	XP_969039.1	XP_026669666.1, XP_017880757.1
OG0004469	XP_972171.1	XP_017876546.1
OG0004470	XP_971504.1	XP_017883225.1
OG0004471	XP_973117.1, XP_008196349.1	XP_017883501.1
OG0004472	XP_974024.1	XP_017877793.1
OG0004473	XP_015836862.1, XP_015836861.1	XP_017892120.1
OG0004474	XP_008197064.1	XP_026670238.1, XP_026670311.1
OG0004475	XP_015838870.1, NP_001034508.1	XP_017881804.1
OG0004478	XP_975527.1	XP_017889224.1
OG0004479	XP_971071.1	XP_017887325.1
OG0004480	XP_008201326.1	XP_017877925.1, XP_026668389.1
OG0004481	XP_974320.3	XP_026672791.1
OG0004482	XP_008199962.1	XP_026675154.1
OG0004483	XP_971989.2, XP_008198950.1	XP_017878961.1
OG0004484	XP_966953.1	XP_017883589.1
OG0004485	XP_008193405.1	XP_017875881.1
OG0004486	XP_972731.1	XP_026673399.1, XP_017888169.2
OG0004487	XP_015838841.1	XP_017877043.2
OG0004488	XP_008201364.1	XP_017890618.1, XP_017891864.2, XP_026667499.1
OG0004489	XP_969524.1	XP_017891356.1
OG0004490	XP_008200172.1, XP_971121.1	XP_017884077.1
OG0004491	XP_966917.2	XP_017884054.1
OG0004492	XP_972141.2	XP_026672254.1, XP_026672255.1, XP_017885657.1
OG0004493	XP_970342.1	XP_017887506.1
