Orthogroup	Tribolium_castaneum	Aedes_aegypti
OG0004293	XP_972261.1	XP_001650411.1, XP_021711780.1
OG0004294	XP_974435.1	XP_001656350.2
OG0004296	XP_967959.1	XP_001654757.1
OG0004297	XP_966358.1	XP_001653395.1
OG0004298	XP_015834541.1	XP_001651349.2
OG0004299	XP_973645.1	XP_001656180.2
OG0004300	XP_008197771.1	XP_001660939.2
OG0004301	XP_972630.1	XP_001658935.1
OG0004302	XP_971610.1	XP_001652183.1
OG0004303	XP_974854.1	XP_001652686.1
OG0004304	XP_008190996.1	XP_001656680.1
OG0004305	XP_967790.1	XP_001660489.1
OG0004306	XP_972464.1, XP_972413.1	XP_001653486.1
OG0004307	XP_015834916.1	XP_021705626.1
OG0004308	XP_975195.1	XP_001664205.1
OG0004309	XP_969903.1	XP_001658619.1
OG0004310	XP_969714.1	XP_001658194.1, XP_021712903.1
OG0004311	XP_969723.1	XP_021701716.1, XP_021701717.1, XP_001663270.2
OG0004312	XP_969605.1	XP_021712733.1, XP_001657253.1
OG0004313	XP_969250.1	XP_001655473.2, XP_021697582.1
OG0004314	XP_968017.1	XP_021704009.1, XP_001652825.1
OG0004315	XP_015833545.1	XP_001661080.1
OG0004316	XP_967058.1	XP_021693346.1
OG0004317	XP_970777.1	XP_001656820.1
OG0004318	XP_973769.1	XP_001657499.1
OG0004320	XP_008199303.1	XP_021709548.1
OG0004321	XP_971796.1	XP_001652958.1
OG0004322	XP_008195533.1	XP_001649547.1
OG0004323	XP_971760.1	XP_021711912.1, XP_001652016.1
OG0004324	XP_973351.1	XP_001656190.1
OG0004325	NP_001128383.1	XP_001649513.2
OG0004326	XP_001813029.1	XP_001648995.1
OG0004327	XP_015835634.1	XP_001662462.1
OG0004328	XP_969972.1	XP_001664262.1
OG0004329	XP_972456.1	XP_001656939.1, XP_001650193.1
OG0004330	XP_966880.1	XP_021693781.1
OG0004331	XP_967746.1	XP_021698783.1
OG0004332	XP_008192042.1, XP_970786.1	XP_001655319.2
OG0004333	XP_971805.1	XP_001658903.1
OG0004334	XP_970161.2	XP_001653781.1
OG0004335	XP_008195989.1	XP_001651814.1
OG0004336	XP_971226.2	XP_001656487.1
OG0004337	XP_008194680.2	XP_021697366.1
OG0004338	XP_971269.1	XP_001655524.2
OG0004339	XP_968192.1	XP_021710248.1, XP_001657873.2
OG0004340	XP_972358.1	XP_001656607.2
OG0004342	XP_971983.1	XP_001648836.1
OG0004343	XP_975131.1	XP_021703324.1
OG0004344	XP_967314.1	XP_001648846.1
OG0004345	XP_970655.1	XP_021712993.1, XP_021711958.1
OG0004346	XP_974710.1	XP_021707203.1
OG0004347	XP_972970.1	XP_001656552.1, XP_021702804.1, XP_001656555.1
OG0004348	XP_970769.1	XP_001664201.1
OG0004349	XP_971370.1	XP_001656966.1
OG0004350	XP_970528.1	XP_001658904.1
OG0004351	XP_008196327.1, XP_972027.1	XP_021697651.1
OG0004352	XP_968697.1	XP_001659518.1
OG0004353	XP_972343.1	XP_001656164.1
OG0004354	XP_008201302.1	XP_021704179.1
OG0004355	XP_975028.1	XP_001657692.1
OG0004356	XP_968339.1	XP_001654808.1
OG0004357	XP_971110.1	XP_021700479.1
OG0004358	XP_972440.1	XP_001649850.1, XP_021712765.1
OG0004359	XP_008199086.1	XP_021697723.1
OG0004360	XP_974891.1	XP_001647945.1
OG0004361	XP_970915.2	XP_001656971.1
OG0004362	XP_967452.2	XP_001660960.2
OG0004363	XP_001814270.1	XP_001658335.2
OG0004364	XP_968539.1	XP_001660303.2
OG0004365	XP_008195871.1	XP_001661687.2
OG0004366	XP_974948.1	XP_001655972.2
OG0004367	XP_968873.1	XP_001660555.2, XP_021711993.1
OG0004368	XP_971553.2	XP_001658631.2, XP_021712702.1
OG0004369	XP_975322.1	XP_021700391.1
OG0004370	XP_967583.3	XP_021701744.1
OG0004371	XP_008191479.1	XP_021699003.1
OG0004372	XP_008196107.1	XP_001648499.1
OG0004373	XP_008197488.1	XP_001654807.1
OG0004374	XP_966555.1	XP_001656613.1
OG0004375	XP_975428.1	XP_001657795.1
OG0004376	XP_966588.1	XP_021697979.1
OG0004377	XP_008190408.2	XP_021709505.1
OG0004378	XP_001815752.1	XP_001650427.2
OG0004379	XP_008197126.1	XP_001654135.1
OG0004381	XP_008198837.1	XP_001660886.2
OG0004382	XP_008198502.1	XP_021697182.1
OG0004383	XP_001811897.1, XP_008193872.1	XP_001661326.1
OG0004384	XP_967198.1	XP_001656500.1
OG0004385	XP_001814757.1	XP_001656404.1
OG0004386	XP_968136.1	XP_001649689.1
OG0004387	XP_973540.1	XP_001660686.1
OG0004388	XP_970062.1	XP_001654994.2
OG0004389	XP_008190586.1, XP_974322.1	XP_001650043.1
OG0004390	XP_008198783.1	XP_001662410.1
OG0004391	XP_972110.1	XP_021695450.1, XP_001653418.1
OG0004392	NP_001076793.1	XP_021712826.1, XP_021712831.1
OG0004393	XP_008198968.1	XP_001654364.1
OG0004394	XP_008193615.1	XP_021707550.1, XP_021707549.1, XP_001663474.2
OG0004395	XP_015836706.1, XP_008200618.1	XP_001658961.1
OG0004396	XP_967054.1	XP_001652303.1
OG0004397	XP_973270.1	XP_021712268.1, XP_001653776.1
OG0004398	XP_973691.3, NP_001071091.1	XP_001654210.2
OG0004400	XP_008194873.1	XP_001653670.1
OG0004401	XP_015833917.1, XP_015833918.1	XP_001654439.2
OG0004402	XP_015839832.1	XP_021703758.1
OG0004403	XP_974795.3	XP_021706607.1
OG0004404	XP_973343.1, XP_972623.1	XP_001649769.1
OG0004405	XP_973483.1	XP_021694431.1, XP_001655865.1
OG0004406	XP_015838960.1	XP_021698112.1
OG0004407	XP_008193688.1	XP_021710053.1
OG0004408	XP_008192574.1, XP_972707.2	XP_021710559.1, XP_021710881.1, XP_021710552.1
OG0004409	XP_971897.2	XP_001661876.2, XP_021706471.1, XP_021708764.1
OG0004410	XP_008200035.1, XP_008195992.1	XP_001649268.1
OG0004411	XP_974546.1	XP_021697512.1
OG0004412	XP_008197181.1	XP_001660080.1
OG0004413	XP_972151.1	XP_021697177.1
OG0004414	XP_974522.1	XP_001652058.1
OG0004415	XP_015840578.1, XP_015839944.1	XP_021712615.1, XP_021712611.1
OG0004416	XP_967938.1	XP_021699260.1
OG0004417	XP_008191367.2	XP_001659745.2, XP_021704223.1
OG0004418	XP_967755.1	XP_021699810.1
OG0004419	XP_015837300.1, XP_008195801.1	XP_021704204.1
OG0004420	XP_974700.2	XP_001648213.2
OG0004421	XP_008201446.1	XP_021697307.1
OG0004422	XP_008192303.1	XP_021704944.1
OG0004423	XP_015835652.1, XP_008199577.1	XP_021701836.1
OG0004424	XP_966793.1	XP_001660148.2, XP_001657176.1
OG0004425	XP_975776.2	XP_001657813.1
OG0004426	XP_971988.1	XP_021706589.1, XP_021703869.1
OG0004427	XP_975024.1	XP_001650903.1
OG0004428	XP_008193101.1	XP_001663227.2
OG0004429	NP_001137201.1, XP_015839494.1	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1
OG0004430	XP_001812942.1	XP_021697469.1, XP_021712396.1, XP_001656158.2
OG0004431	XP_008198316.1	XP_021710093.1
OG0004432	XP_968397.1	XP_021696819.1, XP_001660306.2
OG0004433	XP_969112.1	XP_001651605.1
OG0004434	XP_967394.1	XP_021710916.1
OG0004435	XP_966563.2	XP_001655966.1
OG0004436	XP_967237.1, XP_008198811.1	XP_001648693.1
OG0004437	XP_971007.1	XP_021705901.1
OG0004438	XP_974054.1, XP_015838263.1, XP_015838262.1	XP_021713195.1
OG0004439	XP_008192095.1	XP_021695025.1, XP_021696719.1
OG0004440	XP_972849.1	XP_001652847.2
OG0004441	XP_015839666.1, XP_970319.1	XP_021704347.1
OG0004442	XP_968337.1	XP_001664059.2
OG0004443	XP_971224.1	XP_001651505.2
OG0004444	XP_008193636.1	XP_021701422.1
OG0004445	XP_008193656.1	XP_001661987.3
OG0004446	XP_968186.1	XP_001647772.2
OG0004447	XP_008196875.1	XP_021696361.1
OG0004448	XP_968140.1	XP_001650133.1
OG0004449	XP_968648.1, XP_015834343.1	XP_001660945.1
OG0004450	XP_008197685.1	XP_021704097.1, XP_021704096.1
OG0004451	XP_001813375.1, XP_015835910.1	XP_001652165.1
OG0004452	NP_001034518.1, XP_008201243.1	XP_021694188.1
OG0004453	XP_008197856.1	XP_021696464.1
OG0004454	XP_015835986.1	XP_001656400.1
OG0004455	XP_974859.1	XP_001655853.1
OG0004457	XP_008194516.1	XP_021711347.1
OG0004458	XP_973234.1	XP_001663661.1
OG0004459	XP_008201155.1, XP_015840642.1	XP_021707476.1
OG0004460	XP_015839542.1	XP_001652504.2
OG0004461	XP_008198493.1	XP_001651773.1
OG0004462	XP_008201181.1	XP_021703586.1
OG0004463	XP_008193392.1	XP_001661274.3
OG0004465	XP_966481.1	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1
OG0004466	XP_015837577.1	XP_021699403.1
OG0004467	XP_967843.1	XP_001652438.1
OG0004468	XP_969039.1	XP_001660800.1
OG0004469	XP_972171.1	XP_021706199.1
OG0004470	XP_971504.1	XP_001648953.1
OG0004471	XP_973117.1, XP_008196349.1	XP_001648894.1
OG0004472	XP_974024.1	XP_021711273.1
OG0004473	XP_015836862.1, XP_015836861.1	XP_001662453.2
OG0004475	XP_015838870.1, NP_001034508.1	XP_021693123.1
OG0004478	XP_975527.1	XP_001659989.1
OG0004479	XP_971071.1	XP_001654562.1
OG0004480	XP_008201326.1	XP_001661554.1
OG0004481	XP_974320.3	XP_001651524.3
OG0004482	XP_008199962.1	XP_001655913.1, XP_021699452.1
OG0004483	XP_971989.2, XP_008198950.1	XP_001660130.1
OG0004484	XP_966953.1	XP_001651217.2
OG0004485	XP_008193405.1	XP_021693885.1
OG0004486	XP_972731.1	XP_001653919.1, XP_021694172.1
OG0004487	XP_015838841.1	XP_021710539.1
OG0004489	XP_969524.1	XP_001648272.2, XP_021707487.1
OG0004490	XP_008200172.1, XP_971121.1	XP_001651923.1
OG0004491	XP_966917.2	XP_001651093.2
OG0004492	XP_972141.2	XP_021706108.1
OG0004493	XP_970342.1	XP_021711241.1
OG0004494	XP_972668.2	XP_021705783.1
OG0004495	XP_008200596.1, XP_974708.1	XP_021695981.1
OG0004496	XP_008200974.1	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1
OG0004497	XP_970200.1	XP_001650117.2, XP_001663385.2
OG0004498	XP_968062.1	XP_001659942.1
OG0004499	XP_008198302.1	XP_001655579.2
OG0004500	XP_966935.2	XP_021695312.1
OG0004501	XP_008197624.1, NP_001034504.1, XP_008197420.2	XP_021702620.1
OG0004502	XP_008201594.1	XP_001648084.1, XP_021694458.1, XP_021694457.1
OG0004503	XP_008193900.1	XP_021703062.1
OG0004504	XP_971712.2	XP_021707973.1
OG0004505	XP_015839555.1, XP_015839540.1	XP_021707347.1
OG0004506	XP_974651.2	XP_021699449.1
OG0004507	XP_008195560.1	XP_001663721.2
OG0004508	XP_967772.1	XP_021701218.1, XP_001655813.2, XP_001655814.2
OG0004509	XP_967885.1	XP_001659844.2
OG0004510	XP_008195623.1	XP_021704485.1, XP_021704479.1
OG0004511	XP_015834663.1	XP_001654224.2
OG0004512	XP_969306.1	XP_001663924.1
OG0004513	XP_015840997.1	XP_001653182.1
OG0004514	XP_967303.1	XP_021697229.1
OG0004515	XP_971562.1	XP_001652415.2
OG0004516	XP_008199814.1	XP_001656725.1
OG0004517	XP_008192854.1	XP_021701513.1
OG0004518	XP_008200602.2	XP_021713389.1, XP_021713385.1
OG0004519	XP_970192.2	XP_021693348.1
OG0004520	XP_967626.1	XP_001663552.1
OG0004521	XP_966717.1	XP_001657865.1
OG0004523	XP_966596.1	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1
OG0004524	XP_975254.2	XP_021694361.1, XP_001662826.2
OG0004525	XP_001814158.1	XP_001661950.2
OG0004526	XP_015835575.1	XP_021697114.1, XP_001655674.2
OG0004527	XP_008196861.1	XP_001653827.1
OG0004528	XP_008198942.1	XP_001648653.1
OG0004530	XP_008192807.1	XP_001652994.2
OG0004531	XP_008198806.1	XP_001650089.2
OG0004532	XP_008191977.1	XP_021706145.1
OG0004533	XP_975235.1	XP_001660001.1
OG0004534	XP_015837847.1	XP_021709267.1
OG0004535	XP_967479.1	XP_001654431.1
OG0004536	XP_969779.1	XP_021713184.1
OG0004537	XP_008199753.1	XP_021711272.1, XP_001657313.2
OG0004538	XP_008194447.1	XP_001656894.2
OG0004539	XP_008190563.1, XP_015833001.1	XP_001658635.1
OG0004540	XP_974431.1	XP_001659919.1, XP_021711839.1
OG0004541	NP_001161779.1, XP_015837741.1	XP_021694130.1
OG0004542	XP_015833850.1	XP_001656142.2
OG0004543	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1	XP_001653956.2
OG0004544	XP_967831.2	XP_001650063.2
OG0004545	XP_972841.1	XP_001658744.1
OG0004546	XP_008191529.1	XP_001653259.2
OG0004547	XP_973795.3	XP_001664172.2
OG0004548	XP_008194167.1	XP_021697112.1, XP_021697111.1
OG0004549	XP_975544.1	XP_001648190.1
OG0004550	XP_968425.2	XP_001663578.2
OG0004551	XP_008196143.1	XP_021712942.1
OG0004552	XP_966605.1	XP_001650864.1, XP_021712082.1
OG0004553	XP_015835217.1	XP_001659551.2
OG0004556	XP_015834234.1	XP_001659983.2
OG0004557	XP_015835653.1	XP_021710377.1, XP_021710369.1
OG0004558	XP_970509.1	XP_021710148.1, XP_021710149.1
OG0004559	XP_008191113.1	XP_001659707.2
OG0004560	XP_969585.1	XP_001653346.2, XP_021693036.1
OG0004561	XP_973530.1	XP_001654258.2
OG0004562	XP_969491.1	XP_001657567.1
OG0004563	XP_974107.1	XP_021701535.1
OG0004564	XP_967545.1	XP_021705539.1
OG0004565	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1	XP_001651053.1
OG0004566	XP_975011.1	XP_001662958.1
OG0004567	XP_969501.1	XP_001648004.2, XP_021712553.1
OG0004568	XP_966406.1	XP_021701024.1, XP_021701025.1, XP_001649745.1
OG0004569	XP_971024.1	XP_001648171.2
OG0004570	XP_008190477.2	XP_001648965.1
OG0004571	XP_966419.1	XP_001662672.2
OG0004572	XP_008193653.1	XP_021702950.1
OG0004573	XP_015840900.1	XP_011493608.2
OG0004574	XP_008199514.1, XP_015833543.1	XP_001657416.1, XP_021711979.1
OG0004575	XP_015836016.1	XP_001660049.1
OG0004576	XP_968528.1	XP_001661298.1
OG0004577	XP_008196227.1	XP_021695308.1, XP_021701641.1
OG0004578	XP_015837256.1	XP_001649383.1
OG0004579	XP_015838708.1	XP_021695000.1
OG0004580	XP_968154.2	XP_001655238.1
OG0004581	XP_967342.1, XP_973682.1	XP_001654265.1, XP_001654264.1
OG0004582	XP_970124.1	XP_001655738.1, XP_001655739.1
OG0004583	XP_971242.2	XP_021705581.1, XP_021705590.1, XP_021705596.1
OG0004584	NP_001164208.1, XP_008201001.1	XP_021709483.1, XP_021709484.1, XP_021709485.1
OG0004585	XP_008191121.1	XP_001648523.2, XP_021695479.1
OG0004586	XP_008191139.1	XP_001656940.1
OG0004587	XP_967043.1, XP_976065.1	XP_001655089.1
OG0004588	XP_967472.1	XP_001663309.2
OG0004589	XP_015836849.1	XP_001662466.1
OG0004590	XP_015834749.1	XP_001649978.2
OG0004591	XP_974397.2	XP_001653808.2
OG0004592	XP_015839668.1	XP_001656729.1
OG0004593	XP_001811057.1	XP_021696175.1
OG0004594	XP_969067.1	XP_021708806.1
OG0004595	XP_008196620.1	XP_021705151.1
OG0004596	XP_972191.1	XP_021699603.1, XP_021699618.1, XP_021699609.1, XP_021699613.1, XP_001651965.2
OG0004597	XP_974793.1	XP_021702298.1
OG0004598	XP_972549.2	XP_001661731.2
OG0004599	NP_001096055.1	XP_001658435.2
OG0004600	XP_015837407.1	XP_021695671.1, XP_021695668.1
OG0004601	XP_968373.1	XP_011493552.2, XP_001654751.2
OG0004602	XP_972953.1	XP_001653877.1
OG0004603	XP_008199077.1	XP_001653144.1
OG0004604	XP_970329.1	XP_021712700.1, XP_021695292.1
OG0004605	XP_967701.1	XP_001648835.1
OG0004606	XP_015838055.1	XP_021701170.1, XP_021701169.1, XP_021701168.1, XP_021701171.1
OG0004607	XP_001809949.1, XP_008196929.1	XP_001654200.1
OG0004608	XP_967795.1	XP_021698376.1, XP_021698366.1
OG0004609	XP_008200198.1	XP_021694862.1
OG0004611	XP_008201393.1, XP_001816040.2	XP_001660135.1
OG0004612	XP_970932.1	XP_021699911.1, XP_021699912.1
OG0004613	XP_972782.1	XP_021701485.1
OG0004614	NP_001164247.1	XP_021705283.1, XP_021711284.1
OG0004615	XP_970821.2	XP_021709306.1
OG0004616	XP_008191928.1	XP_021708352.1
OG0004617	XP_970927.1, XP_008196487.1	XP_021704785.1
OG0004618	XP_969029.3	XP_021694540.1
OG0004619	XP_969834.1	XP_001648875.1
OG0004620	XP_968306.2	XP_001662113.2
OG0004621	XP_969038.3	XP_001649227.1
OG0004622	XP_976419.1	XP_021697492.1
OG0004623	XP_008201104.1	XP_021704685.1
OG0004624	XP_975041.1	XP_021697733.1, XP_001649905.1
OG0004625	XP_008201004.2	XP_021697606.1, XP_001657654.1
OG0004626	XP_008192253.1	XP_021700481.1
OG0004627	XP_966974.1	XP_021711620.1
OG0004628	XP_970761.1	XP_001661171.1
OG0004629	XP_973669.1	XP_001661688.1
OG0004630	XP_008197176.1	XP_001660997.1
OG0004631	XP_008191971.1	XP_021710660.1
OG0004632	XP_015837611.1	XP_001653470.1
OG0004633	XP_969967.1	XP_001661371.1
OG0004634	XP_008192347.1	XP_021707738.1
OG0004635	XP_968007.2	XP_021698241.1
OG0004636	XP_970426.1	XP_001650614.1
OG0004637	XP_015834061.1	XP_021697912.1
OG0004639	XP_975277.1	XP_001664137.1
OG0004640	XP_008194883.1	XP_001654863.1
OG0004641	XP_970985.1	XP_001661424.1, XP_021712682.1
OG0004643	XP_008201026.1	XP_021700544.1, XP_021711988.1
OG0004644	XP_973387.1	XP_001649427.2, XP_021694844.1
OG0004645	XP_015837105.1	XP_021702095.1, XP_021702090.1
OG0004646	XP_971306.1	XP_021705216.1, XP_001663713.2, XP_021705211.1
OG0004647	XP_974800.1	XP_021711963.1
OG0004648	XP_015834078.1	XP_001655513.1, XP_021697908.1
OG0004649	XP_008190892.1	XP_001655311.1
OG0004650	XP_972526.2	XP_001651759.1
OG0004651	XP_015837293.1	XP_001651171.1
OG0004652	XP_008194274.1	XP_001663462.2
OG0004653	XP_008198265.1	XP_001651860.2
OG0004654	XP_971898.1	XP_011493566.1
OG0004655	XP_015838399.1	XP_021696516.1
OG0004656	XP_015840067.1	XP_001661025.1
OG0004657	XP_008196324.1	XP_021712150.1, XP_021712145.1, XP_021712157.1
OG0004658	XP_015833404.1	XP_021698679.1
OG0004659	XP_008193793.1, XP_008193792.1	XP_001660738.2
OG0004660	XP_967163.1, XP_008196887.1	XP_001660573.2
OG0004661	XP_008190992.1	XP_021696840.1
OG0004662	XP_008195589.2	XP_021707045.1
OG0004663	XP_008194306.1	XP_001660544.1
OG0004664	XP_015833246.1, NP_001280493.1	XP_001660618.2
OG0004667	XP_008198552.1	XP_001659898.2
OG0004668	XP_008201354.1	XP_001651396.1
OG0004669	XP_975792.1	XP_001649113.1
OG0004670	XP_974004.1	XP_021704459.1
OG0004671	XP_008197386.1, XP_975591.1	XP_001663793.1
OG0004673	XP_008194645.1	XP_021701592.1
OG0004674	XP_008201295.1	XP_001651586.1
OG0004675	XP_971518.1, XP_015834496.1	XP_001655180.1
OG0004676	XP_966825.1, XP_008201674.1	XP_001654144.2
OG0004677	XP_967250.1	XP_021697759.1
OG0004678	XP_973511.1	XP_021706267.1
OG0004679	XP_008196689.2, XP_008196688.2	XP_001653826.2
OG0004680	XP_970818.1	XP_001659869.2
OG0004681	XP_975668.1	XP_021705619.1
OG0004682	XP_974000.1	XP_001662635.1
OG0004683	XP_966926.1	XP_001649393.1
OG0004684	XP_015836848.1	XP_001659515.1, XP_021704199.1
OG0004685	XP_969282.1	XP_021713041.1
OG0004686	XP_973628.2	XP_001656685.2
OG0004687	XP_969201.1	XP_001649418.2
OG0004688	XP_008199565.1	XP_001658948.1
OG0004689	NP_001164134.1	XP_021700514.1, XP_021700513.1
OG0004691	XP_008194984.1	XP_021694260.1
OG0004692	XP_966819.1	XP_021693883.1
OG0004694	XP_015840940.1	XP_021694368.1
OG0004695	XP_969902.1	XP_021699686.1, XP_021699685.1, XP_021699684.1, XP_021699682.1
OG0004696	XP_008193858.1	XP_021705038.1
OG0004699	XP_015835523.1	XP_021704553.1
OG0004700	XP_973680.3	XP_001651094.2
OG0004701	XP_971673.1	XP_001654591.1
OG0004702	XP_974709.1	XP_001660592.2
OG0004705	XP_968950.1	XP_001656447.1
OG0004706	XP_972871.1	XP_011493475.2
OG0004707	XP_972710.1	XP_021702768.1, XP_021712510.1, XP_001652440.1
OG0004708	XP_015833601.1	XP_021696069.1
OG0004708	XP_008195994.2	XP_001662006.2
OG0004710	XP_967370.2	XP_001660329.1
OG0004711	XP_015833615.1, XP_008191127.1	XP_001658568.1
OG0004712	XP_008196506.1	XP_021701099.1, XP_021706791.1, XP_021702575.1, XP_021702576.1
OG0004713	XP_968908.2	XP_001661452.2
OG0004715	XP_008199648.1	XP_001664227.2
OG0004716	XP_973437.1	XP_001650491.1
OG0004717	XP_968340.1	XP_021698227.1
OG0004718	XP_008194638.1	XP_021695499.1
OG0004719	XP_008198211.1	XP_021698310.1
OG0004720	XP_008201220.1	XP_021712149.1, XP_001649944.1
OG0004721	XP_008199813.2	XP_001657236.2
OG0004722	XP_974471.1	XP_001662710.2
OG0004723	XP_008201625.1	XP_021707647.1
OG0004724	XP_001811736.2	XP_021696425.1
OG0004725	XP_008190595.1, XP_015832960.1	XP_021698872.1
OG0004726	XP_974492.1	XP_001650496.2
OG0004728	XP_969105.1	XP_001662804.1
OG0004729	XP_971165.2	XP_021693082.1
OG0004730	XP_015838367.1	XP_021695514.1
OG0004731	XP_972904.1	XP_001653054.1
OG0004732	XP_015834292.1	XP_001656662.2
OG0004733	XP_971407.1	XP_001650298.2
OG0004735	XP_973304.1	XP_001652717.1
OG0004736	NP_001161228.1	XP_001647883.2
OG0004737	XP_008194491.1	XP_021697557.1, XP_021697558.1, XP_021697560.1
OG0004738	XP_015838212.1	XP_001655344.2
OG0004739	XP_008195182.1	XP_021700595.1
OG0004740	XP_970262.1	XP_021696029.1, XP_021696028.1, XP_001663566.1
OG0004741	XP_008192139.1	XP_021694763.1
OG0004743	XP_970729.1, XP_008193560.1, XP_008193561.1	XP_001656317.1
OG0004744	XP_969307.1	XP_021704200.1, XP_021704201.1
OG0004745	XP_001814851.2	XP_001650247.2
OG0004746	XP_008197055.2	XP_001659764.2
OG0004747	XP_015837260.1	XP_021700016.1
OG0004748	XP_015835829.1, XP_015835828.1	XP_021705285.1
OG0004749	XP_015837999.1, XP_008196621.1	XP_001657184.1, XP_001657185.1
OG0004751	XP_970398.1	XP_021711516.1, XP_021711532.1, XP_001653147.2
OG0004752	XP_975461.1	XP_001659225.2
OG0004753	XP_973851.1, XP_015835834.1	XP_001653114.1
OG0004754	XP_973319.1	XP_021694886.1, XP_021694884.1, XP_021694885.1
OG0004755	XP_967374.1	XP_021700166.1
OG0004756	XP_969608.1	XP_021707598.1
OG0004757	XP_969240.1	XP_001650699.1
OG0004758	XP_970109.1	XP_001656189.1
OG0004760	XP_972604.2, XP_008199576.1	XP_021696099.1
OG0004761	XP_008194983.1	XP_021694869.1
OG0004762	XP_015834498.1	XP_021704737.1
OG0004763	XP_975243.2	XP_001649509.2
OG0004764	XP_969639.1	XP_021704981.1
OG0004765	XP_008194223.1	XP_001650931.2
OG0004766	XP_008195783.1	XP_021698551.1
OG0004767	XP_968281.1	XP_001663045.1
OG0004768	XP_015838647.1	XP_021700508.1
OG0004769	XP_008201319.1	XP_001647882.2
OG0004770	XP_008190552.1, XP_008190553.1	XP_001649592.2
OG0004771	XP_969760.1	XP_001660842.2
OG0004772	XP_008193694.1	XP_001663953.1
OG0004773	XP_008201029.1	XP_001652565.2
OG0004774	XP_972452.1	XP_021709392.1, XP_021709394.1, XP_021709393.1, XP_001661633.1
OG0004775	NP_001153710.1	XP_021705167.1, XP_021706998.1, XP_021706447.1
OG0004776	XP_008191758.1	XP_021706160.1
OG0004777	XP_008199560.1	XP_021712616.1, XP_021712752.1
OG0004778	XP_015834771.1	XP_021712952.1
OG0004779	XP_970366.3	XP_021712409.1, XP_001663405.1
OG0004780	XP_015837773.1	XP_021703195.1
OG0004781	XP_008191257.1	XP_001660205.1, XP_021710768.1, XP_021710769.1
OG0004782	XP_008194744.1	XP_001660513.1
OG0004783	XP_008190419.1	XP_001652517.1
OG0004784	XP_008199534.1	XP_021693783.1, XP_001650935.1
OG0004785	XP_008193506.1, XP_008193507.1	XP_021706183.1, XP_021706182.1, XP_021712614.1
OG0004786	XP_975202.1, XP_008191921.1	XP_001660002.1
