Orthogroup	Tribolium_castaneum	Dufourea_novaeangliae
OG0004534	XP_015837847.1	XP_015429362.1
OG0004535	XP_967479.1	XP_015429024.1, XP_015429025.1
OG0004536	XP_969779.1	XP_015437666.1
OG0004537	XP_008199753.1	XP_015436875.1
OG0004538	XP_008194447.1	XP_015433961.1
OG0004539	XP_008190563.1, XP_015833001.1	XP_015434322.1
OG0004540	XP_974431.1	XP_015428489.1
OG0004541	NP_001161779.1, XP_015837741.1	XP_015429797.1
OG0004542	XP_015833850.1	XP_015435074.1, XP_015435075.1
OG0004543	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1	XP_015435186.1
OG0004544	XP_967831.2	XP_015433384.1
OG0004545	XP_972841.1	XP_015432735.1
OG0004546	XP_008191529.1	XP_015433832.1, XP_015433830.1, XP_015433831.1
OG0004547	XP_973795.3	XP_015440108.1
OG0004548	XP_008194167.1	XP_015429363.1
OG0004549	XP_975544.1	XP_015439946.1
OG0004550	XP_968425.2	XP_015437569.1
OG0004551	XP_008196143.1	XP_015430958.1
OG0004552	XP_966605.1	XP_015434495.1
OG0004553	XP_015835217.1	XP_015436213.1
OG0004556	XP_015834234.1	XP_015436122.1
OG0004557	XP_015835653.1	XP_015432884.1
OG0004558	XP_970509.1	XP_015439493.1
OG0004559	XP_008191113.1	XP_015438157.1, XP_015436618.1
OG0004560	XP_969585.1	XP_015433485.1
OG0004561	XP_973530.1	XP_015440476.1
OG0004562	XP_969491.1	XP_015436598.1, XP_015438156.1
OG0004563	XP_974107.1	XP_015429318.1
OG0004564	XP_967545.1	XP_015435129.1, XP_015435131.1
OG0004565	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1	XP_015429483.1
OG0004566	XP_975011.1	XP_015438145.1
OG0004567	XP_969501.1	XP_015432951.1
OG0004568	XP_966406.1	XP_015436243.1
OG0004569	XP_971024.1	XP_015428897.1
OG0004570	XP_008190477.2	XP_015429038.1
OG0004571	XP_966419.1	XP_015438579.1
OG0004572	XP_008193653.1	XP_015428832.1
OG0004573	XP_015840900.1	XP_015429505.1
OG0004574	XP_008199514.1, XP_015833543.1	XP_015437204.1
OG0004575	XP_015836016.1	XP_015433617.1
OG0004576	XP_968528.1	XP_015436688.1
OG0004577	XP_008196227.1	XP_015434602.1
OG0004578	XP_015837256.1	XP_015440173.1
OG0004579	XP_015838708.1	XP_015434191.1
OG0004580	XP_968154.2	XP_015436605.1
OG0004581	XP_967342.1, XP_973682.1	XP_015434998.1
OG0004582	XP_008194035.1, XP_970124.1	XP_015432286.1
OG0004583	XP_971242.2	XP_015432487.1
OG0004584	NP_001164208.1, XP_008201001.1	XP_015437953.1
OG0004585	XP_008191121.1	XP_015434489.1
OG0004586	XP_008191139.1	XP_015431264.1
OG0004587	XP_967043.1, XP_976065.1	XP_015428742.1
OG0004588	XP_967472.1	XP_015439612.1
OG0004589	XP_015836849.1	XP_015433294.1
OG0004590	XP_015834749.1	XP_015434966.1
OG0004591	XP_974397.2	XP_015433865.1
OG0004592	XP_015839668.1	XP_015439329.1
OG0004593	XP_001811057.1	XP_015437172.1
OG0004594	XP_969067.1	XP_015439972.1
OG0004595	XP_008196620.1	XP_015430137.1
OG0004596	XP_972191.1	XP_015439367.1
OG0004597	XP_974793.1	XP_015440523.1
OG0004598	XP_972549.2	XP_015438626.1
OG0004599	NP_001096055.1	XP_015430403.1
OG0004600	XP_015837407.1	XP_015436215.1, XP_015436110.1, XP_015436111.1
OG0004601	XP_968373.1	XP_015437642.1
OG0004602	XP_972953.1	XP_015438564.1
OG0004603	XP_008199077.1	XP_015432389.1
OG0004604	XP_970329.1	XP_015440277.1
OG0004605	XP_967701.1	XP_015440504.1, XP_015440503.1
OG0004606	XP_015838055.1	XP_015428738.1
OG0004607	XP_001809949.1, XP_008196929.1	XP_015431371.1
OG0004608	XP_967795.1	XP_015431655.1
OG0004609	XP_008200198.1	XP_015438824.1
OG0004610	XP_008191579.1	XP_015436323.1
OG0004611	XP_008201393.1, XP_001816040.2	XP_015433849.1
OG0004612	XP_970932.1	XP_015440106.1
OG0004613	XP_972782.1	XP_015437263.1
OG0004614	NP_001164247.1	XP_015432592.1
OG0004615	XP_970821.2	XP_015438247.1
OG0004616	XP_008191928.1	XP_015429033.1, XP_015429034.1
OG0004617	XP_970927.1, XP_008196487.1	XP_015428816.1
OG0004618	XP_969029.3	XP_015432849.1
OG0004619	XP_969834.1	XP_015436336.1
OG0004620	XP_968306.2	XP_015431512.1
OG0004621	XP_969038.3	XP_015430789.1
OG0004622	XP_976419.1	XP_015434026.1
OG0004623	XP_008201104.1	XP_015437173.1
OG0004624	XP_975041.1	XP_015437707.1
OG0004625	XP_008201004.2	XP_015434974.1
OG0004626	XP_008192253.1	XP_015435238.1
OG0004627	XP_966974.1	XP_015428867.1
OG0004628	XP_970761.1	XP_015436233.1
OG0004629	XP_973669.1	XP_015428651.1
OG0004630	XP_008197176.1	XP_015438495.1
OG0004631	XP_008191971.1	XP_015431026.1
OG0004632	XP_015837611.1	XP_015437893.1
OG0004633	XP_969967.1	XP_015430100.1
OG0004634	XP_008192347.1	XP_015440495.1
OG0004635	XP_968007.2	XP_015438400.1
OG0004636	XP_970426.1	XP_015439241.1
OG0004637	XP_015834061.1	XP_015431159.1
OG0004639	XP_975277.1	XP_015430800.1
OG0004640	XP_008194883.1	XP_015431560.1
OG0004641	XP_970985.1	XP_015433531.1, XP_015433540.1
OG0004642	XP_008199537.1	XP_015429194.1
OG0004643	XP_008201026.1	XP_015438080.1
OG0004644	XP_973387.1	XP_015439310.1
OG0004645	XP_015837105.1	XP_015430091.1
OG0004646	XP_971306.1	XP_015434608.1
OG0004647	XP_974800.1	XP_015437130.1
OG0004648	XP_015834078.1	XP_015430353.1
OG0004649	XP_008190892.1	XP_015439776.1
OG0004650	XP_972526.2	XP_015430203.1
OG0004651	XP_015837293.1	XP_015440144.1
OG0004652	XP_008194274.1	XP_015430213.1
OG0004653	XP_008198265.1	XP_015429670.1
OG0004654	XP_971898.1	XP_015433186.1
OG0004655	XP_015838399.1	XP_015437393.1
OG0004656	XP_015840067.1	XP_015434387.1
OG0004657	XP_008196324.1	XP_015439819.1
OG0004658	XP_015833404.1	XP_015437713.1
OG0004659	XP_008193793.1, XP_008193792.1	XP_015430140.1
OG0004660	XP_967163.1, XP_008196887.1	XP_015429424.1
OG0004661	XP_008190992.1	XP_015433804.1
OG0004662	XP_008195589.2	XP_015440015.1
OG0004663	XP_008194306.1	XP_015439337.1
OG0004664	XP_015833246.1, NP_001280493.1	XP_015428444.1
OG0004665	XP_008194796.1, XP_971403.3	XP_015439116.1
OG0004666	XP_015833520.1	XP_015429916.1
OG0004667	XP_008198552.1	XP_015438615.1
OG0004668	XP_008201354.1	XP_015440337.1
OG0004669	XP_975792.1	XP_015439653.1
OG0004670	XP_974004.1	XP_015429931.1
OG0004671	XP_008197386.1, XP_975591.1	XP_015433002.1
OG0004673	XP_008194645.1	XP_015435234.1
OG0004674	XP_008201295.1	XP_015434907.1
OG0004675	XP_971518.1, XP_015834496.1	XP_015428572.1
OG0004676	XP_966825.1, XP_008201674.1	XP_015438660.1
OG0004677	XP_967250.1	XP_015429972.1
OG0004678	XP_973511.1	XP_015432096.1
OG0004679	XP_008196689.2, XP_008196688.2	XP_015429794.1
OG0004680	XP_970818.1	XP_015437044.1
OG0004681	XP_975668.1	XP_015439888.1
OG0004682	XP_974000.1	XP_015434305.1
OG0004683	XP_966926.1	XP_015433373.1
OG0004684	XP_015836848.1	XP_015431298.1
OG0004685	XP_969282.1	XP_015430483.1
OG0004686	XP_973628.2	XP_015431160.1
OG0004687	XP_969201.1	XP_015438440.1
OG0004688	XP_008199565.1	XP_015434658.1
OG0004689	NP_001164134.1	XP_015430153.1
OG0004690	XP_008200625.1	XP_015430757.1
OG0004691	XP_008194984.1	XP_015434052.1
OG0004692	XP_966819.1	XP_015434117.1
OG0004693	XP_975006.1	XP_015433010.1
OG0004694	XP_015840940.1	XP_015430408.1
OG0004695	XP_969902.1	XP_015428404.1
OG0004696	XP_008193858.1	XP_015436419.1
OG0004698	XP_008199055.1	XP_015430115.1
OG0004699	XP_015835523.1	XP_015428862.1
OG0004700	XP_973680.3	XP_015440214.1
OG0004701	XP_971673.1	XP_015434714.1
OG0004702	XP_974709.1	XP_015432428.1
OG0004705	XP_968950.1	XP_015438749.1
OG0004706	XP_972871.1	XP_015438067.1
OG0004707	XP_972710.1	XP_015440169.1
OG0004708	XP_015833601.1, XP_008195994.2	XP_015440191.1
OG0004711	XP_015833615.1, XP_008191127.1	XP_015428755.1
OG0004712	XP_008196506.1	XP_015437913.1
OG0004713	XP_968908.2	XP_015435979.1
OG0004715	XP_008199648.1	XP_015439363.1
OG0004716	XP_973437.1	XP_015433345.1
OG0004717	XP_968340.1	XP_015438245.1
OG0004718	XP_008194638.1	XP_015439458.1
OG0004719	XP_008198211.1	XP_015434270.1
OG0004720	XP_008201220.1	XP_015439632.1
OG0004721	XP_008199813.2	XP_015437292.1
OG0004722	XP_974471.1	XP_015431681.1
OG0004723	XP_008201625.1	XP_015433651.1
OG0004724	XP_001811736.2	XP_015435094.1
OG0004725	XP_008190595.1, XP_015832960.1	XP_015431410.1, XP_015438138.1
OG0004726	XP_974492.1	XP_015429509.1
OG0004727	XP_008199606.1	XP_015433489.1
OG0004728	XP_969105.1	XP_015432751.1
OG0004729	XP_971165.2	XP_015439720.1
OG0004730	XP_015838367.1	XP_015436474.1
OG0004731	XP_972904.1	XP_015433305.1
OG0004732	XP_015834292.1	XP_015439381.1
OG0004733	XP_971407.1	XP_015431914.1
OG0004735	XP_973304.1	XP_015428624.1
OG0004736	NP_001161228.1	XP_015430079.1, XP_015436872.1
OG0004737	XP_008194491.1	XP_015437735.1
OG0004738	XP_015838212.1	XP_015431555.1
OG0004739	XP_008195182.1	XP_015434469.1
OG0004740	XP_970262.1	XP_015431858.1
OG0004741	XP_008192139.1	XP_015428435.1
OG0004742	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1	XP_015429009.1
OG0004743	XP_970729.1, XP_008193560.1, XP_008193561.1	XP_015434303.1
OG0004744	XP_969307.1	XP_015428596.1
OG0004745	XP_001814851.2	XP_015430063.1
OG0004746	XP_008197055.2	XP_015440138.1
OG0004747	XP_015837260.1	XP_015434198.1
OG0004748	XP_015835829.1, XP_015835828.1	XP_015439083.1
OG0004749	XP_015837999.1, XP_008196621.1	XP_015439193.1
OG0004750	XP_972823.3	XP_015434727.1, XP_015434729.1
OG0004751	XP_970398.1	XP_015432877.1
OG0004752	XP_975461.1	XP_015440298.1
OG0004753	XP_973851.1, XP_015835834.1	XP_015430947.1
OG0004754	XP_973319.1	XP_015439338.1
OG0004755	XP_967374.1	XP_015433078.1
OG0004756	XP_969608.1	XP_015429035.1
OG0004757	XP_969240.1	XP_015431021.1
OG0004758	XP_970109.1	XP_015432238.1
OG0004760	XP_972604.2, XP_008199576.1	XP_015436201.1
OG0004761	XP_008194983.1	XP_015434931.1
OG0004762	XP_015834498.1	XP_015438582.1
OG0004763	XP_975243.2	XP_015438455.1
OG0004764	XP_969639.1	XP_015439228.1
OG0004765	XP_008194223.1	XP_015430934.1
OG0004766	XP_008195783.1	XP_015433236.1
OG0004767	XP_968281.1	XP_015433974.1
OG0004768	XP_015838647.1	XP_015436893.1
OG0004769	XP_008201319.1	XP_015429360.1
OG0004770	XP_008190552.1, XP_008190553.1	XP_015436829.1
OG0004771	XP_969760.1	XP_015434972.1
OG0004772	XP_008193694.1	XP_015429709.1
OG0004773	XP_008201029.1	XP_015435169.1
OG0004774	XP_972452.1	XP_015434585.1
OG0004775	NP_001153710.1	XP_015430677.1
OG0004776	XP_008191758.1	XP_015436411.1
OG0004777	XP_008199560.1	XP_015430627.1
OG0004778	XP_015834771.1	XP_015435041.1
OG0004779	XP_970366.3	XP_015436054.1
OG0004780	XP_015837773.1	XP_015432103.1
OG0004781	XP_008191257.1	XP_015436414.1
OG0004782	XP_008194744.1	XP_015430208.1
OG0004783	XP_008190419.1	XP_015440111.1
OG0004784	XP_008199534.1	XP_015434655.1
OG0004785	XP_008193506.1, XP_008193507.1	XP_015436034.1
OG0004786	XP_975202.1, XP_008191921.1	XP_015437180.1
OG0004787	XP_008196774.1	XP_015434847.1
OG0004788	XP_966752.2	XP_015439345.1
OG0004789	XP_015836501.1	XP_015433089.1
OG0004790	XP_008193417.2	XP_015434425.1
OG0004791	XP_973245.1	XP_015434856.1
OG0004792	XP_970648.1	XP_015433440.1
OG0004794	XP_008200245.1	XP_015435065.1
OG0004795	XP_015839842.1	XP_015429588.1
OG0004796	XP_008193397.1	XP_015438884.1
OG0004797	XP_966386.1	XP_015435989.1
OG0004799	XP_966978.1	XP_015440361.1
OG0004800	XP_001811587.1, XP_015838699.1, XP_966343.1	XP_015437880.1
OG0004801	XP_967941.2	XP_015435981.1
OG0004802	XP_008194982.2	XP_015430492.1
OG0004803	XP_015835931.1	XP_015430473.1
OG0004804	XP_008200086.1	XP_015430021.1
OG0004805	XP_015833562.1	XP_015438171.1
OG0004806	XP_008192696.1	XP_015439545.1
OG0004807	XP_008198181.1, XP_967687.1, XP_008190455.1, XP_015839065.1	XP_015432180.1
OG0004808	XP_975183.2	XP_015434021.1
OG0004809	XP_008194409.1	XP_015435548.1
OG0004810	XP_015837392.1	XP_015434131.1
OG0004811	XP_015838240.1	XP_015431507.1
OG0004812	XP_008197008.1, XP_015838325.1	XP_015432572.1
OG0004813	XP_966461.1	XP_015430784.1
OG0004814	XP_015840526.1	XP_015435390.1
OG0004815	XP_008193265.1	XP_015433691.1
OG0004817	XP_015836999.1	XP_015440148.1
OG0004818	XP_015837346.1	XP_015432741.1
OG0004819	NP_001164147.1, XP_008200861.1	XP_015437960.1
OG0004820	XP_967802.1	XP_015431185.1
OG0004822	XP_008197930.1, NP_001164116.1, XP_973679.2	XP_015437800.1
OG0004823	XP_008192546.1	XP_015431542.1
OG0004824	XP_008193421.1, XP_008193423.1	XP_015433978.1
OG0004825	XP_008191884.2	XP_015432988.1
OG0004826	XP_973107.1	XP_015437777.1
OG0004827	XP_008194074.1	XP_015440164.1
OG0004828	XP_015836056.1	XP_015437259.1
OG0004829	XP_972704.1	XP_015438376.1
OG0004830	XP_015836529.1	XP_015438503.1
OG0004831	XP_008201566.1	XP_015435616.1
OG0004832	XP_008195746.1	XP_015435695.1
OG0004833	XP_008198150.1	XP_015432100.1
OG0004835	XP_008193665.1	XP_015438629.1
OG0004836	XP_008191141.1	XP_015438599.1
OG0004837	XP_008192953.1	XP_015429549.1
OG0004838	XP_001814936.2	XP_015434272.1
OG0004839	XP_008198778.1	XP_015439816.1
OG0004840	XP_973094.1, XP_015839245.1	XP_015440285.1
OG0004841	XP_008197286.1	XP_015436555.1
OG0004842	XP_015839035.1, XP_008198101.1, XP_008198103.1	XP_015434273.1
OG0004843	XP_970300.1	XP_015437902.1
OG0004844	XP_008197881.1	XP_015437029.1
OG0004845	XP_969831.1	XP_015428675.1
OG0004846	XP_015840976.1	XP_015432547.1
OG0004847	XP_015833064.1, XP_972006.3	XP_015429593.1
OG0004848	XP_969643.2	XP_015431568.1
OG0004849	XP_015836705.1, XP_015836704.1	XP_015428859.1
OG0004851	XP_015833504.1	XP_015429984.1
OG0004852	XP_969996.1	XP_015433730.1
OG0004853	XP_008191373.1	XP_015430010.1
OG0004854	XP_008190620.1	XP_015439525.1
OG0004855	XP_971794.2	XP_015430634.1
OG0004856	XP_974217.2, XP_015840637.1	XP_015435136.1
OG0004857	XP_008192769.1	XP_015438482.1
OG0004858	XP_973439.1	XP_015440014.1
OG0004859	XP_015839170.1	XP_015433117.1, XP_015433118.1
OG0004860	NP_001138950.1, XP_015834291.1	XP_015436062.1
OG0004861	XP_008199023.1	XP_015432700.1
OG0004862	XP_008197573.1	XP_015439841.1
OG0004863	XP_973486.1	XP_015434329.1
OG0004864	XP_974391.1	XP_015436119.1
OG0004865	XP_008196783.1	XP_015432009.1
OG0004866	XP_008200545.1, NP_001103739.1	XP_015439568.1
OG0004867	XP_008196751.1	XP_015430872.1
OG0004868	XP_015835518.1	XP_015436128.1
OG0004869	XP_971260.2	XP_015429329.1
OG0004870	XP_015839501.1, XP_015839478.1, XP_015839498.1	XP_015430126.1
OG0004871	XP_015840718.1	XP_015433115.1
OG0004872	XP_966431.1	XP_015436382.1
OG0004873	XP_015836321.1	XP_015435082.1
OG0004874	XP_015838654.1	XP_015431608.1
OG0004875	XP_008195803.1	XP_015437312.1
OG0004877	XP_972955.1	XP_015436756.1
OG0004878	XP_968050.1	XP_015436776.1
OG0004879	XP_008200799.1	XP_015429323.1
OG0004880	XP_971198.2	XP_015438057.1
OG0004881	XP_008191700.1, XP_008191699.1	XP_015439557.1
OG0004884	NP_001034280.2, XP_015838629.1	XP_015429003.1
OG0004886	XP_969715.1	XP_015429132.1
OG0004887	XP_008200970.1	XP_015433657.1
OG0004888	XP_008191994.1	XP_015436726.1
OG0004889	XP_015838674.1	XP_015432312.1
OG0004890	XP_967682.1	XP_015437344.1
OG0004891	XP_008193990.1, XP_008193991.1	XP_015439660.1
OG0004892	XP_015833664.1	XP_015428975.1
OG0004893	XP_015837711.1, XP_001808385.1, XP_015837720.1	XP_015433582.1
OG0004894	XP_008191465.1	XP_015436850.1
OG0004897	XP_001811996.1	XP_015428483.1
OG0004898	XP_008191803.1	XP_015435035.1
OG0004899	XP_008193873.1	XP_015428694.1
OG0004900	XP_966944.2, XP_008200412.1, XP_001807669.1	XP_015429747.1
OG0004901	XP_008195345.1, XP_008195344.1	XP_015433270.1
OG0004902	XP_971001.1	XP_015435277.1
OG0004903	XP_008196777.1	XP_015434089.1
OG0004904	XP_015834412.1	XP_015434987.1
OG0004905	XP_966538.2	XP_015432176.1
OG0004906	XP_008201561.1	XP_015437157.1, XP_015437156.1
OG0004907	XP_015834474.1	XP_015429681.1
OG0004908	XP_008196350.1	XP_015433239.1
OG0004909	XP_015837906.1, XP_008196480.1	XP_015428802.1
OG0004910	XP_008201680.1	XP_015436745.1
OG0004911	XP_008194464.1	XP_015432213.1
OG0004912	XP_015835196.1, NP_001034532.1	XP_015439154.1
OG0004913	XP_008191269.1	XP_015429781.1
OG0004914	XP_015834665.1, XP_969323.1	XP_015431617.1
OG0004916	XP_972025.3	XP_015435273.1
OG0004917	XP_015835016.1, XP_972750.1	XP_015434702.1
OG0004918	XP_015837633.1	XP_015439711.1
OG0004919	XP_967715.1	XP_015429568.1
OG0004920	XP_008196321.2	XP_015439881.1, XP_015439690.1
OG0004921	XP_015840710.1, XP_015840709.1	XP_015430237.1
OG0004922	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1	XP_015438518.1
OG0004923	XP_966362.3, XP_008198885.1	XP_015431022.1
OG0004924	XP_015835358.1, XP_971575.1, XP_008193044.1	XP_015437524.1
OG0004925	XP_008191440.1, XP_970860.1	XP_015439581.1
OG0004926	XP_015837005.1	XP_015432982.1
OG0004927	XP_015836930.1	XP_015428587.1
OG0004928	XP_008199898.1	XP_015440118.1
OG0004929	XP_973406.1	XP_015438986.1
OG0004930	XP_972029.1	XP_015434024.1
OG0004931	XP_008190822.1	XP_015434070.1
OG0004932	XP_015833793.1	XP_015431274.1
OG0004934	XP_008195164.2	XP_015428665.1
OG0004936	XP_008197526.1	XP_015436759.1
OG0004937	NP_001164123.1, XP_008197789.1	XP_015432944.1
OG0004938	XP_008200608.1	XP_015438409.1
OG0004939	XP_001816010.2	XP_015440512.1
OG0004940	XP_008196755.1	XP_015434780.1
OG0004941	XP_015833263.1	XP_015433957.1
OG0004942	XP_967087.1	XP_015432622.1
OG0004943	XP_966902.2	XP_015432091.1
OG0004944	XP_008190299.1	XP_015433575.1
OG0004945	XP_008190439.1, XP_971620.2, XP_008190440.1	XP_015434806.1
OG0004946	XP_008201600.1, XP_008201601.1	XP_015437605.1
OG0004947	XP_008200458.1	XP_015433369.1
OG0004949	XP_008194475.1, XP_008194477.1	XP_015430221.1
OG0004950	XP_008193677.1, XP_970287.1, XP_008193689.1, XP_008193686.1	XP_015435022.1
OG0004951	XP_008193897.1	XP_015434785.1
OG0004952	XP_966478.2	XP_015440140.1
OG0004954	XP_001812566.1	XP_015437284.1
OG0004960	XP_008190976.1	XP_015428885.1
OG0004961	XP_015836212.1, XP_008194505.1	XP_015429137.1, XP_015429138.1
OG0004964	XP_008194787.1	XP_015428578.1
OG0004967	XP_008196782.1	XP_015433740.1
OG0004968	XP_008198518.1	XP_015433935.1, XP_015433933.1
OG0004976	XP_970626.1	XP_015431349.1
OG0004977	XP_015836320.1	XP_015434598.1
OG0004978	XP_970150.1	XP_015430471.1
OG0004979	XP_971117.1, XP_966314.3	XP_015434846.1
OG0004980	XP_971032.1	XP_015432585.1
OG0004981	XP_974357.1	XP_015429921.1
OG0004982	XP_975872.1	XP_015436214.1
OG0004983	XP_008194836.1	XP_015439094.1
OG0004984	XP_973514.1	XP_015429354.1
OG0004985	NP_001107650.1, XP_008197630.1	XP_015428978.1
OG0004986	XP_008195624.1	XP_015428827.1
OG0004987	XP_972100.1	XP_015434713.1
OG0004988	XP_008195878.1	XP_015438605.1
OG0004989	XP_973980.1	XP_015431863.1
OG0004990	XP_015835544.1	XP_015428845.1
OG0004991	XP_969319.1	XP_015431551.1
OG0004992	XP_971351.1	XP_015436996.1
OG0004993	XP_970250.1	XP_015432016.1
OG0004994	XP_008194348.1	XP_015428892.1
OG0004995	XP_970778.1	XP_015432943.1
OG0004996	XP_968456.1	XP_015439940.1
OG0004997	XP_967059.1	XP_015431181.1
OG0004998	XP_969719.1	XP_015435144.1
OG0004999	XP_015836360.1	XP_015439096.1
OG0005000	XP_973093.1	XP_015433475.1
OG0005001	XP_971865.1	XP_015439171.1
OG0005002	XP_015836834.1	XP_015439638.1
OG0005003	XP_015835317.1	XP_015439636.1
OG0005004	XP_970313.1	XP_015435890.1
OG0005005	XP_967161.1	XP_015440421.1
OG0005006	XP_974268.1	XP_015435093.1
OG0005007	XP_972333.1	XP_015429463.1
OG0005008	XP_008200600.1, XP_972103.1	XP_015436252.1
OG0005009	XP_008192258.1, XP_966680.1	XP_015437932.1
OG0005010	XP_008192241.1	XP_015436289.1
OG0005011	XP_969208.1	XP_015437256.1
OG0005012	XP_971702.2	XP_015438855.1
OG0005013	XP_969405.2	XP_015434275.1
OG0005014	XP_001814545.1	XP_015438776.1
OG0005015	XP_008192278.1	XP_015432131.1
OG0005016	XP_971598.1	XP_015429086.1
OG0005017	XP_975647.3	XP_015437738.1
OG0005018	XP_970855.1	XP_015430491.1
OG0005019	XP_971220.3	XP_015435393.1
OG0005020	XP_008197370.1	XP_015439081.1
OG0005021	XP_975383.3	XP_015437378.1
OG0005022	XP_969117.2	XP_015439906.1
OG0005023	XP_008195816.1	XP_015428569.1
OG0005024	XP_969842.1	XP_015436957.1
OG0005025	XP_008196400.1	XP_015436924.1
OG0005026	XP_008196610.1, XP_967838.1, XP_967998.1	XP_015429336.1
OG0005027	XP_008196354.1, XP_008196352.1	XP_015430884.1
OG0005028	XP_001810642.1	XP_015429821.1
OG0005030	XP_015835739.1, XP_015835998.1	XP_015430788.1
OG0005031	XP_967283.1	XP_015432174.1
OG0005032	XP_008201355.1	XP_015430409.1
OG0005033	XP_008199779.1	XP_015429987.1
OG0005034	XP_974829.1	XP_015440499.1
OG0005035	XP_968419.1	XP_015435914.1
OG0005036	XP_967697.1	XP_015432484.1
OG0005038	XP_968221.1	XP_015433850.1
OG0005039	XP_969797.1	XP_015439982.1
OG0005040	XP_967390.1	XP_015431501.1
OG0005041	XP_975533.1	XP_015434124.1
OG0005042	XP_967681.1	XP_015440113.1
OG0005043	XP_008201628.1	XP_015439448.1
OG0005044	XP_971003.1	XP_015440490.1
OG0005045	XP_975537.1	XP_015435754.1
OG0005046	XP_969355.1	XP_015430944.1
OG0005047	XP_970277.2	XP_015432488.1
OG0005048	XP_970680.1	XP_015434073.1
OG0005049	XP_015837814.1, XP_008196199.1	XP_015431557.1
OG0005050	XP_971205.1	XP_015432616.1
OG0005051	XP_971209.1	XP_015439883.1
OG0005052	NP_001165051.1, XP_008194855.1	XP_015440065.1
OG0005053	XP_008196372.1	XP_015428559.1
OG0005054	XP_968949.1	XP_015436750.1
OG0005056	XP_967418.1	XP_015429089.1
OG0005057	XP_967375.1, XP_969190.1	XP_015432511.1
OG0005058	XP_008193760.1	XP_015430641.1
OG0005059	XP_974991.1	XP_015439148.1
OG0005061	XP_008200375.1	XP_015439976.1
OG0005062	XP_975597.1	XP_015436294.1
OG0005063	XP_971281.1	XP_015432229.1
OG0005064	XP_008194436.1	XP_015436149.1
OG0005065	XP_008196363.1	XP_015429545.1
OG0005066	XP_968572.1	XP_015434516.1
OG0005068	XP_008194720.1	XP_015432246.1
OG0005069	XP_001807705.1	XP_015436483.1
OG0005070	XP_008193199.1	XP_015435397.1
OG0005071	XP_001813192.1	XP_015438744.1
OG0005072	XP_008200611.1	XP_015432459.1
OG0005073	XP_967879.1	XP_015430193.1
OG0005074	NP_001073568.1	XP_015430875.1
OG0005075	NP_001073569.1	XP_015430880.1
OG0005076	XP_008191234.1	XP_015434833.1
OG0005077	XP_974905.1	XP_015438465.1
