Orthogroup	Tribolium_castaneum	Osmia_lignaria
OG0004705	XP_968950.1	XP_034176631.1, XP_034176632.1, XP_034176633.1
OG0004706	XP_972871.1	XP_034175856.1
OG0004707	XP_972710.1	XP_034177313.1
OG0004708	XP_015833601.1, XP_008195994.2	XP_034177400.1
OG0004710	XP_967370.2	XP_034177927.1
OG0004711	XP_015833615.1, XP_008191127.1	XP_034187262.1
OG0004712	XP_008196506.1	XP_034171376.1
OG0004713	XP_968908.2	XP_034181672.1
OG0004715	XP_008199648.1	XP_034179486.1
OG0004716	XP_973437.1	XP_034177545.1
OG0004717	XP_968340.1	XP_034196265.1
OG0004718	XP_008194638.1	XP_034193709.1
OG0004719	XP_008198211.1	XP_034182006.1
OG0004720	XP_008201220.1	XP_034174508.1
OG0004721	XP_008199813.2	XP_034176308.1
OG0004722	XP_974471.1	XP_034173762.1
OG0004723	XP_008201625.1	XP_034182341.1
OG0004725	XP_008190595.1, XP_015832960.1	XP_034186282.1
OG0004726	XP_974492.1	XP_034173644.1
OG0004727	XP_008199606.1	XP_034190651.1
OG0004728	XP_969105.1	XP_034191412.1
OG0004729	XP_971165.2	XP_034176946.1
OG0004730	XP_015838367.1	XP_034180363.1
OG0004731	XP_972904.1	XP_034177221.1
OG0004732	XP_015834292.1	XP_034193669.1
OG0004733	XP_971407.1	XP_034173963.1
OG0004735	XP_973304.1	XP_034178230.1
OG0004736	NP_001161228.1	XP_034174520.1
OG0004737	XP_008194491.1	XP_034172002.1
OG0004739	XP_008195182.1	XP_034181232.1
OG0004740	XP_970262.1	XP_034171459.1
OG0004741	XP_008192139.1	XP_034186336.1
OG0004742	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1	XP_034171671.1
OG0004743	XP_970729.1, XP_008193560.1, XP_008193561.1	XP_034188295.1
OG0004744	XP_969307.1	XP_034175858.1
OG0004745	XP_001814851.2	XP_034187175.1
OG0004746	XP_008197055.2	XP_034177860.1
OG0004747	XP_015837260.1	XP_034191435.1, XP_034191462.1
OG0004748	XP_015835829.1, XP_015835828.1	XP_034180653.1
OG0004749	XP_015837999.1, XP_008196621.1	XP_034180628.1
OG0004750	XP_972823.3	XP_034184826.1
OG0004751	XP_970398.1	XP_034178614.1
OG0004752	XP_975461.1	XP_034184982.1
OG0004753	XP_973851.1, XP_015835834.1	XP_034185416.1
OG0004754	XP_973319.1	XP_034179771.1
OG0004755	XP_967374.1	XP_034173133.1, XP_034173132.1
OG0004756	XP_969608.1	XP_034171663.1
OG0004757	XP_969240.1	XP_034191942.1
OG0004758	XP_970109.1	XP_034191238.1
OG0004760	XP_972604.2, XP_008199576.1	XP_034184555.1
OG0004761	XP_008194983.1	XP_034179352.1
OG0004762	XP_015834498.1	XP_034189778.1
OG0004763	XP_975243.2	XP_034178037.1
OG0004764	XP_969639.1	XP_034174255.1
OG0004765	XP_008194223.1	XP_034185411.1
OG0004766	XP_008195783.1	XP_034176874.1
OG0004767	XP_968281.1	XP_034171730.1, XP_034171729.1
OG0004768	XP_015838647.1	XP_034174355.1
OG0004769	XP_008201319.1	XP_034188176.1
OG0004770	XP_008190552.1, XP_008190553.1	XP_034175277.1
OG0004771	XP_969760.1	XP_034188677.1
OG0004772	XP_008193694.1	XP_034196133.1
OG0004773	XP_008201029.1	XP_034189704.1, XP_034189703.1
OG0004774	XP_972452.1	XP_034186948.1
OG0004775	NP_001153710.1	XP_034174531.1
OG0004776	XP_008191758.1	XP_034183961.1
OG0004778	XP_015834771.1	XP_034189184.1
OG0004779	XP_970366.3	XP_034178950.1
OG0004780	XP_015837773.1	XP_034186414.1
OG0004781	XP_008191257.1	XP_034184412.1
OG0004782	XP_008194744.1	XP_034180158.1
OG0004783	XP_008190419.1	XP_034192967.1
OG0004784	XP_008199534.1	XP_034186974.1
OG0004785	XP_008193506.1, XP_008193507.1	XP_034174092.1
OG0004786	XP_975202.1, XP_008191921.1	XP_034194690.1
OG0004787	XP_008196774.1	XP_034179348.1, XP_034179347.1, XP_034179346.1, XP_034179343.1, XP_034179344.1
OG0004788	XP_966752.2	XP_034193903.1
OG0004789	XP_015836501.1	XP_034175460.1
OG0004790	XP_008193417.2	XP_034181172.1
OG0004791	XP_973245.1	XP_034179653.1
OG0004792	XP_970648.1	XP_034183659.1, XP_034183660.1
OG0004794	XP_008200245.1	XP_034189254.1
OG0004795	XP_015839842.1	XP_034181042.1
OG0004796	XP_008193397.1	XP_034193442.1
OG0004797	XP_966386.1	XP_034192472.1
OG0004799	XP_966978.1	XP_034192191.1
OG0004800	XP_001811587.1, XP_015838699.1, XP_966343.1	XP_034171954.1
OG0004801	XP_967941.2	XP_034181451.1
OG0004802	XP_008194982.2	XP_034194168.1
OG0004803	XP_015835931.1	XP_034173232.1
OG0004804	XP_008200086.1	XP_034189979.1
OG0004805	XP_015833562.1	XP_034174802.1
OG0004806	XP_008192696.1	XP_034195869.1
OG0004808	XP_975183.2	XP_034184989.1
OG0004809	XP_008194409.1	XP_034176531.1
OG0004810	XP_015837392.1	XP_034191505.1, XP_034195259.1, XP_034195281.1
OG0004811	XP_015838240.1	XP_034188382.1
OG0004812	XP_008197008.1, XP_015838325.1	XP_034182689.1
OG0004813	XP_966461.1	XP_034174096.1
OG0004814	XP_015840526.1	XP_034172120.1
OG0004815	XP_008193265.1	XP_034190612.1
OG0004817	XP_015836999.1	XP_034176790.1
OG0004818	XP_015837346.1	XP_034191305.1
OG0004819	NP_001164147.1, XP_008200861.1	XP_034179751.1
OG0004820	XP_967802.1	XP_034191759.1
OG0004822	XP_008197930.1, NP_001164116.1, XP_973679.2	XP_034193405.1
OG0004823	XP_008192546.1	XP_034189309.1, XP_034189307.1
OG0004824	XP_008193421.1, XP_008193423.1	XP_034188907.1
OG0004825	XP_008191884.2	XP_034172473.1, XP_034172474.1, XP_034172472.1
OG0004826	XP_973107.1	XP_034175893.1
OG0004827	XP_008194074.1	XP_034176798.1
OG0004828	XP_015836056.1	XP_034175265.1
OG0004829	XP_972704.1	XP_034183872.1
OG0004830	XP_015836529.1	XP_034190147.1
OG0004831	XP_008201566.1	XP_034179580.1
OG0004832	XP_008195746.1	XP_034196443.1, XP_034196441.1, XP_034196440.1
OG0004833	XP_008198150.1	XP_034186424.1
OG0004835	XP_008193665.1	XP_034186476.1
OG0004836	XP_008191141.1	XP_034189512.1
OG0004837	XP_008192953.1	XP_034181089.1
OG0004838	XP_001814936.2	XP_034194719.1
OG0004839	XP_008198778.1	XP_034174231.1
OG0004840	XP_973094.1, XP_015839245.1	XP_034183308.1
OG0004841	XP_008197286.1	XP_034174941.1
OG0004842	XP_015839035.1, XP_008198101.1, XP_008198103.1	XP_034182626.1
OG0004843	XP_970300.1	XP_034179035.1
OG0004844	XP_008197881.1	XP_034176124.1
OG0004845	XP_969831.1	XP_034187756.1
OG0004846	XP_015840976.1	XP_034196410.1
OG0004847	XP_015833064.1, XP_972006.3	XP_034181853.1
OG0004848	XP_969643.2	XP_034188216.1
OG0004849	XP_015836705.1, XP_015836704.1	XP_034186040.1
OG0004850	XP_008198144.1	XP_034181942.1
OG0004851	XP_015833504.1	XP_034184354.1
OG0004852	XP_969996.1	XP_034174515.1
OG0004853	XP_008191373.1	XP_034172432.1
OG0004854	XP_008190620.1	XP_034187688.1, XP_034187708.1
OG0004855	XP_971794.2	XP_034187681.1
OG0004856	XP_974217.2, XP_015840637.1	XP_034187996.1
OG0004857	XP_008192769.1	XP_034189792.1
OG0004858	XP_973439.1	XP_034176755.1
OG0004859	XP_015839170.1	XP_034179766.1
OG0004860	NP_001138950.1, XP_015834291.1	XP_034183981.1
OG0004861	XP_008199023.1	XP_034171326.1
OG0004862	XP_008197573.1	XP_034177612.1
OG0004863	XP_973486.1	XP_034188363.1
OG0004864	XP_974391.1	XP_034184399.1
OG0004865	XP_008196783.1	XP_034195940.1
OG0004866	XP_008200545.1, NP_001103739.1	XP_034186055.1
OG0004867	XP_008196751.1	XP_034182082.1
OG0004868	XP_015835518.1	XP_034179446.1
OG0004869	XP_971260.2	XP_034182663.1
OG0004870	XP_015839501.1, XP_015839478.1, XP_015839498.1	XP_034179787.1
OG0004871	XP_015840718.1	XP_034179468.1
OG0004872	XP_966431.1	XP_034180197.1
OG0004873	XP_015836321.1	XP_034181272.1, XP_034181273.1
OG0004874	XP_015838654.1	XP_034174471.1
OG0004875	XP_008195803.1	XP_034193112.1
OG0004877	XP_972955.1	XP_034192375.1
OG0004878	XP_968050.1	XP_034195495.1
OG0004879	XP_008200799.1	XP_034182304.1
OG0004880	XP_971198.2	XP_034187914.1
OG0004881	XP_008191700.1, XP_008191699.1	XP_034189080.1
OG0004884	NP_001034280.2, XP_015838629.1	XP_034171022.1
OG0004885	XP_015837026.1	XP_034177473.1
OG0004886	XP_969715.1	XP_034171944.1
OG0004887	XP_008200970.1	XP_034194507.1
OG0004888	XP_008191994.1	XP_034194349.1
OG0004889	XP_015838674.1	XP_034178052.1
OG0004890	XP_967682.1	XP_034178883.1
OG0004891	XP_008193990.1, XP_008193991.1	XP_034176865.1
OG0004892	XP_015833664.1	XP_034170939.1
OG0004893	XP_015837711.1, XP_001808385.1, XP_015837720.1	XP_034181618.1
OG0004894	XP_008191465.1	XP_034172224.1
OG0004897	XP_001811996.1	XP_034184184.1, XP_034184180.1
OG0004898	XP_008191803.1	XP_034171291.1
OG0004899	XP_008193873.1	XP_034190454.1
OG0004900	XP_966944.2, XP_008200412.1, XP_001807669.1	XP_034188827.1
OG0004901	XP_008195345.1, XP_008195344.1	XP_034177607.1
OG0004902	XP_971001.1	XP_034172544.1
OG0004903	XP_008196777.1	XP_034191843.1
OG0004904	XP_015834412.1	XP_034189205.1, XP_034189203.1, XP_034189204.1
OG0004907	XP_015834474.1	XP_034189364.1
OG0004908	XP_008196350.1	XP_034177067.1
OG0004909	XP_015837906.1, XP_008196480.1	XP_034180946.1
OG0004910	XP_008201680.1	XP_034180425.1
OG0004911	XP_008194464.1	XP_034191139.1
OG0004912	XP_015835196.1, NP_001034532.1	XP_034191876.1
OG0004913	XP_008191269.1	XP_034171464.1
OG0004914	XP_015834665.1, XP_969323.1	XP_034173771.1, XP_034173772.1
OG0004916	XP_972025.3	XP_034173046.1
OG0004917	XP_015835016.1, XP_972750.1	XP_034187141.1
OG0004918	XP_015837633.1	XP_034177898.1
OG0004919	XP_967715.1	XP_034181090.1
OG0004920	XP_008196321.2	XP_034192887.1
OG0004921	XP_015840710.1, XP_015840709.1	XP_034172640.1
OG0004922	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1	XP_034185949.1
OG0004923	XP_966362.3, XP_008198885.1	XP_034191967.1
OG0004924	XP_015835358.1, XP_971575.1, XP_008193044.1	XP_034185280.1
OG0004925	XP_008191440.1, XP_970860.1	XP_034185897.1
OG0004926	XP_015837005.1	XP_034172836.1
OG0004927	XP_015836930.1	XP_034178251.1
OG0004928	XP_008199898.1	XP_034177696.1
OG0004929	XP_973406.1	XP_034192060.1
OG0004930	XP_972029.1	XP_034195275.1, XP_034195284.1, XP_034191470.1
OG0004931	XP_008190822.1	XP_034180836.1, XP_034180835.1
OG0004932	XP_015833793.1	XP_034186248.1, XP_034186249.1
OG0004934	XP_008195164.2	XP_034178222.1, XP_034178219.1
OG0004937	NP_001164123.1, XP_008197789.1	XP_034172256.1
OG0004938	XP_008200608.1	XP_034183678.1
OG0004939	XP_001816010.2	XP_034175781.1
OG0004940	XP_008196755.1	XP_034178119.1
OG0004941	XP_015833263.1	XP_034188759.1, XP_034188758.1
OG0004942	XP_967087.1	XP_034183723.1
OG0004943	XP_966902.2	XP_034186449.1, XP_034186448.1
OG0004944	XP_008190299.1	XP_034179688.1
OG0004945	XP_008190439.1, XP_971620.2, XP_008190440.1	XP_034178910.1
OG0004946	XP_008201600.1, XP_008201601.1	XP_034174704.1
OG0004947	XP_008200458.1	XP_034177204.1
OG0004949	XP_008194475.1, XP_008194477.1	XP_034180144.1
OG0004950	XP_008193677.1, XP_970287.1, XP_008193689.1, XP_008193686.1	XP_034189265.1
OG0004951	XP_008193897.1	XP_034193933.1
OG0004952	XP_966478.2	XP_034176889.1
OG0004954	XP_001812566.1	XP_034176067.1, XP_034176060.1
OG0004960	XP_008190976.1	XP_034190000.1
OG0004961	XP_015836212.1, XP_008194505.1	XP_034196622.1
OG0004964	XP_008194787.1	XP_034175975.1
OG0004967	XP_008196782.1	XP_034186833.1
OG0004968	XP_008198518.1	XP_034194128.1, XP_034194125.1
OG0004976	XP_970626.1	XP_034189439.1
OG0004977	XP_015836320.1	XP_034191397.1
OG0004978	XP_970150.1	XP_034185234.1
OG0004979	XP_971117.1, XP_966314.3	XP_034193847.1
OG0004980	XP_971032.1	XP_034194714.1
OG0004981	XP_974357.1	XP_034179836.1
OG0004982	XP_975872.1	XP_034184515.1
OG0004983	XP_008194836.1	XP_034192049.1
OG0004984	XP_973514.1	XP_034191981.1
OG0004985	NP_001107650.1, XP_008197630.1	XP_034185038.1
OG0004986	XP_008195624.1	XP_034185631.1
OG0004987	XP_972100.1	XP_034185006.1
OG0004988	XP_008195878.1	XP_034183863.1
OG0004989	XP_973980.1	XP_034171525.1
OG0004990	XP_015835544.1	XP_034190831.1
OG0004992	XP_971351.1	XP_034189904.1
OG0004993	XP_970250.1	XP_034195419.1
OG0004994	XP_008194348.1	XP_034189763.1
OG0004995	XP_970778.1	XP_034173324.1
OG0004996	XP_968456.1	XP_034176862.1
OG0004997	XP_967059.1	XP_034194116.1
OG0004998	XP_969719.1	XP_034181289.1
OG0004999	XP_015836360.1	XP_034192036.1
OG0005000	XP_973093.1	XP_034185190.1
OG0005001	XP_971865.1	XP_034191976.1
OG0005002	XP_015836834.1	XP_034176945.1
OG0005003	XP_015835317.1	XP_034176330.1
OG0005004	XP_970313.1	XP_034194342.1
OG0005005	XP_967161.1	XP_034187273.1
OG0005006	XP_974268.1	XP_034181701.1
OG0005007	XP_972333.1	XP_034188797.1
OG0005008	XP_008200600.1, XP_972103.1	XP_034183920.1
OG0005009	XP_008192258.1, XP_966680.1	XP_034187393.1
OG0005010	XP_008192241.1	XP_034184250.1
OG0005011	XP_969208.1	XP_034189077.1, XP_034189078.1
OG0005012	XP_971702.2	XP_034175676.1
OG0005013	XP_969405.2	XP_034188599.1
OG0005014	XP_001814545.1	XP_034183548.1
OG0005015	XP_008192278.1	XP_034171972.1
OG0005016	XP_971598.1	XP_034170857.1
OG0005017	XP_975647.3	XP_034175369.1
OG0005018	XP_970855.1	XP_034185564.1, XP_034185565.1, XP_034185566.1
OG0005019	XP_971220.3	XP_034189300.1
OG0005021	XP_975383.3	XP_034175424.1
OG0005022	XP_969117.2	XP_034176802.1
OG0005023	XP_008195816.1	XP_034178109.1
OG0005024	XP_969842.1	XP_034174205.1
OG0005025	XP_008196400.1	XP_034174211.1
OG0005026	XP_008196610.1, XP_967838.1, XP_967998.1	XP_034194526.1
OG0005027	XP_008196354.1, XP_008196352.1	XP_034173205.1
OG0005028	XP_001810642.1	XP_034179387.1
OG0005030	XP_015835739.1, XP_015835998.1	XP_034174276.1
OG0005031	XP_967283.1	XP_034186396.1
OG0005032	XP_008201355.1	XP_034190507.1
OG0005033	XP_008199779.1	XP_034196555.1
OG0005034	XP_974829.1	XP_034176306.1
OG0005035	XP_968419.1	XP_034174923.1
OG0005038	XP_968221.1	XP_034186568.1
OG0005039	XP_969797.1	XP_034192747.1
OG0005040	XP_967390.1	XP_034194331.1
OG0005041	XP_975533.1	XP_034191556.1
OG0005042	XP_967681.1	XP_034192650.1
OG0005043	XP_008201628.1	XP_034193520.1, XP_034193519.1
OG0005044	XP_971003.1	XP_034174989.1
OG0005045	XP_975537.1	XP_034182882.1, XP_034182883.1
OG0005046	XP_969355.1	XP_034185025.1
OG0005047	XP_970277.2	XP_034193524.1
OG0005048	XP_970680.1	XP_034173444.1
OG0005049	XP_015837814.1, XP_008196199.1	XP_034188282.1
OG0005050	XP_971205.1	XP_034187761.1
OG0005051	XP_971209.1	XP_034177700.1
OG0005053	XP_008196372.1	XP_034178564.1
OG0005054	XP_968949.1	XP_034171125.1
OG0005056	XP_967418.1	XP_034171712.1
OG0005057	XP_967375.1, XP_969190.1	XP_034179576.1
OG0005058	XP_008193760.1	XP_034173697.1, XP_034173698.1
OG0005059	XP_974991.1	XP_034192033.1
OG0005061	XP_008200375.1	XP_034192832.1
OG0005062	XP_975597.1	XP_034184504.1
OG0005063	XP_971281.1	XP_034183179.1
OG0005064	XP_008194436.1	XP_034184463.1
OG0005065	XP_008196363.1	XP_034181415.1
OG0005066	XP_968572.1	XP_034189261.1, XP_034189253.1
OG0005068	XP_008194720.1	XP_034187136.1
OG0005069	XP_001807705.1	XP_034191844.1
OG0005070	XP_008193199.1	XP_034172149.1
OG0005071	XP_001813192.1	XP_034183335.1
OG0005072	XP_008200611.1	XP_034179818.1
OG0005073	XP_967879.1	XP_034179082.1
OG0005074	NP_001073568.1	XP_034182777.1
OG0005075	NP_001073569.1	XP_034182775.1
OG0005076	XP_008191234.1	XP_034194006.1
OG0005077	XP_974905.1	XP_034196404.1
OG0005078	XP_969738.1	XP_034194202.1
OG0005079	XP_975100.1	XP_034172624.1, XP_034172625.1
OG0005080	XP_966634.1	XP_034175854.1
OG0005081	XP_974355.1	XP_034176537.1
OG0005082	XP_969739.1	XP_034181075.1
OG0005083	XP_967781.1	XP_034179690.1
OG0005084	XP_008198812.1	XP_034194419.1
OG0005085	XP_008190498.1	XP_034195922.1
OG0005086	XP_008195014.1	XP_034173803.1
OG0005087	XP_970061.1	XP_034183936.1
OG0005088	XP_008201605.1	XP_034193337.1
OG0005089	XP_008191155.1	XP_034189120.1
OG0005090	XP_973135.2	XP_034191192.1
OG0005091	XP_008194817.1	XP_034180641.1
OG0005092	XP_973529.1	XP_034193725.1
OG0005093	NP_001164229.1	XP_034182111.1
OG0005094	XP_008196865.1	XP_034184098.1
OG0005095	XP_015834250.1	XP_034176548.1
OG0005096	XP_015838175.1	XP_034181409.1, XP_034181410.1
OG0005097	XP_008196754.1	XP_034178172.1
OG0005099	XP_008201136.1	XP_034177262.1
OG0005100	XP_975157.1	XP_034171739.1, XP_034171738.1
OG0005102	XP_973456.3	XP_034189609.1
OG0005103	XP_968333.1	XP_034181461.1
OG0005104	XP_973571.1, XP_015839990.1	XP_034183353.1
OG0005105	XP_971546.2	XP_034187519.1
OG0005106	XP_968166.2	XP_034191117.1
OG0005107	XP_972667.1	XP_034172645.1
OG0005108	XP_974552.1	XP_034185403.1
OG0005109	XP_971321.1	XP_034185375.1
OG0005110	XP_966973.1	XP_034172307.1
OG0005111	XP_970069.1	XP_034191553.1
OG0005112	XP_008193341.1	XP_034194026.1
OG0005113	XP_970798.1	XP_034187710.1
OG0005114	XP_015833499.1	XP_034182945.1
OG0005116	XP_974018.1	XP_034186241.1
OG0005117	XP_008198416.2	XP_034188653.1
OG0005118	XP_008197442.1	XP_034188366.1
OG0005119	XP_008199676.1	XP_034191113.1
OG0005120	XP_008192929.1	XP_034186541.1
OG0005121	XP_967971.1	XP_034174002.1
OG0005122	XP_967844.1	XP_034193995.1
OG0005123	XP_967622.1	XP_034179077.1
OG0005124	XP_008198550.1	XP_034182672.1
OG0005125	XP_970542.1	XP_034190860.1
OG0005126	XP_975603.1	XP_034192725.1
OG0005127	XP_969127.1	XP_034176860.1
OG0005128	XP_008201558.1	XP_034175611.1
OG0005129	XP_015840244.1	XP_034173833.1
OG0005130	XP_015840521.1	XP_034189507.1
OG0005131	XP_015839257.1	XP_034179168.1
OG0005133	XP_008195511.1	XP_034177235.1
OG0005134	XP_015835812.1	XP_034190278.1
OG0005135	XP_015835765.1	XP_034186332.1
OG0005137	XP_015838457.1	XP_034191707.1
OG0005138	XP_971716.1	XP_034180671.1
OG0005139	XP_966879.1	XP_034195890.1
OG0005140	XP_008193390.1	XP_034175220.1
OG0005141	XP_008201090.1	XP_034185258.1
OG0005142	XP_008197819.1	XP_034193996.1
OG0005143	XP_973121.1	XP_034172475.1
OG0005145	XP_975014.1	XP_034191233.1
OG0005146	XP_008196815.1	XP_034173800.1
OG0005147	XP_001814259.1	XP_034194141.1
OG0005148	XP_975324.1, XP_015834864.1, XP_015834863.1	XP_034183000.1
OG0005149	XP_968628.1	XP_034185354.1
OG0005150	XP_973173.2	XP_034177878.1
OG0005151	XP_015836257.1	XP_034186453.1
OG0005152	XP_008198241.1	XP_034196166.1
OG0005153	XP_974769.2	XP_034190198.1
OG0005154	XP_971959.1	XP_034175370.1
OG0005155	XP_974503.1	XP_034180335.1
OG0005156	XP_968968.1	XP_034179809.1
OG0005157	XP_966352.1	XP_034182590.1
OG0005158	XP_974589.2	XP_034181061.1
OG0005159	XP_008196152.1	XP_034173002.1
OG0005160	XP_973604.1	XP_034195171.1
OG0005161	XP_008193853.1	XP_034185217.1
OG0005162	XP_972190.1	XP_034178340.1
OG0005163	XP_015839856.1	XP_034179038.1
OG0005164	XP_969798.1	XP_034185356.1
OG0005165	XP_967954.1	XP_034174972.1
OG0005166	XP_008200909.1	XP_034186441.1
OG0005167	XP_972768.1	XP_034188768.1
OG0005168	XP_015837110.1, XP_973640.1	XP_034192850.1
OG0005169	XP_973650.1	XP_034176625.1
OG0005170	XP_969152.1	XP_034184171.1
OG0005172	XP_974627.1	XP_034178031.1
OG0005173	XP_008194200.2	XP_034183851.1
OG0005174	XP_008196130.1	XP_034192867.1
OG0005175	XP_968267.1	XP_034174670.1
OG0005176	XP_975064.2	XP_034195527.1
OG0005177	XP_970121.3	XP_034187635.1
OG0005178	XP_008199425.1	XP_034178913.1
OG0005179	XP_973179.2	XP_034183032.1
OG0005180	XP_008198757.1	XP_034195380.1
OG0005181	XP_015840167.1	XP_034184683.1
OG0005182	XP_008195870.1	XP_034175782.1
OG0005183	XP_972861.1	XP_034193807.1
OG0005184	XP_015836511.1	XP_034171066.1
OG0005185	XP_008198776.1	XP_034179368.1
OG0005186	XP_015840459.1	XP_034186267.1
OG0005187	XP_974928.2	XP_034177872.1
OG0005188	XP_008191814.1	XP_034174448.1, XP_034174447.1
OG0005189	XP_967321.2	XP_034190318.1
OG0005190	XP_008195784.1	XP_034185154.1
OG0005191	XP_001811853.1	XP_034183141.1, XP_034183142.1
OG0005192	XP_973641.2	XP_034186342.1
OG0005193	XP_967739.2	XP_034192808.1
OG0005194	XP_970004.1	XP_034179935.1
OG0005195	XP_967034.2	XP_034196149.1
OG0005196	XP_008192228.1	XP_034190937.1
OG0005197	XP_008198588.1	XP_034183666.1
OG0005198	XP_968995.1	XP_034184756.1
OG0005199	XP_974011.2	XP_034195844.1
OG0005200	XP_008199582.1	XP_034184663.1
OG0005201	XP_967900.1	XP_034189312.1
OG0005202	XP_008190819.1	XP_034189600.1
OG0005203	XP_973612.1	XP_034181221.1, XP_034181222.1
OG0005204	XP_968805.1	XP_034195875.1
OG0005205	XP_008191292.1	XP_034174005.1
OG0005206	XP_971442.2	XP_034173162.1
OG0005207	XP_972639.3	XP_034171192.1
OG0005208	XP_015833868.1, XP_008197098.1	XP_034173921.1
OG0005209	XP_969159.1	XP_034191914.1
OG0005210	XP_001809803.1	XP_034179207.1, XP_034179206.1
OG0005211	XP_008196017.1	XP_034187700.1
OG0005212	XP_015836942.1	XP_034190120.1
OG0005213	XP_008199124.1	XP_034182234.1
OG0005214	XP_015838714.1	XP_034190199.1
OG0005215	XP_975187.1	XP_034184725.1
OG0005216	XP_008194066.1	XP_034183768.1
OG0005217	XP_008200150.1	XP_034194146.1
OG0005218	XP_008198149.1	XP_034176101.1
OG0005219	XP_008191577.1	XP_034191561.1
OG0005220	XP_969248.1	XP_034174451.1
OG0005221	XP_008191287.1	XP_034174141.1
OG0005222	NP_001107807.1	XP_034183085.1
OG0005223	XP_001815164.1, XP_008199466.1, XP_008199465.1	XP_034196588.1
OG0005224	XP_015835599.1	XP_034175978.1
OG0005225	XP_015837908.1	XP_034183450.1
OG0005226	XP_008199054.1, XP_969658.2	XP_034184349.1
OG0005227	NP_001127918.1	XP_034183764.1
OG0005228	XP_008198943.1	XP_034182083.1
OG0005229	XP_967914.2	XP_034172407.1
OG0005230	XP_967635.1	XP_034180664.1
OG0005231	XP_008195005.1	XP_034186992.1
OG0005232	XP_967388.1	XP_034176781.1, XP_034176780.1
OG0005233	XP_968771.1	XP_034176155.1
OG0005234	XP_008200757.1	XP_034175889.1
OG0005235	XP_967976.1	XP_034190994.1
OG0005236	XP_008198996.1	XP_034180095.1
OG0005238	XP_971911.1	XP_034171074.1
OG0005239	XP_967770.1	XP_034190917.1
OG0005240	XP_008195098.1	XP_034184473.1
OG0005241	XP_971128.2	XP_034193236.1
OG0005242	XP_974012.2	XP_034191208.1
OG0005243	XP_972672.1	XP_034173458.1
OG0005244	XP_968046.3, XP_008198125.2	XP_034170880.1
OG0005245	XP_974974.1	XP_034190368.1
OG0005246	NP_001164155.1, XP_008198729.1	XP_034181961.1
OG0005248	XP_008191946.1, XP_008191945.1	XP_034182313.1
OG0005249	XP_972455.2	XP_034180433.1
OG0005250	XP_015835264.1	XP_034175173.1
OG0005251	XP_967093.1	XP_034181990.1
OG0005252	XP_008192479.1	XP_034184968.1
OG0005253	XP_971981.2	XP_034191886.1
OG0005254	XP_974907.2	XP_034172742.1
