Orthogroup	Megalopta_genalis	Solenopsis_invicta
OG0004603	XP_033332005.1	XP_039311056.1
OG0004604	XP_033328273.1	XP_039314758.1
OG0004605	XP_033342301.1	XP_025993009.1
OG0004606	XP_033329625.1	XP_039306841.1
OG0004607	XP_033340633.1	XP_011169157.1
OG0004608	XP_033326428.1	XP_011158110.1
OG0004609	XP_033342568.1	XP_011165529.1, XP_011165532.1
OG0004610	XP_033332378.1	XP_039308829.1, XP_011162918.1
OG0004611	XP_033333333.1	XP_011160141.1
OG0004612	XP_033335594.1	XP_011164586.1
OG0004613	XP_033330033.1	XP_011171597.1
OG0004614	XP_033339055.1	XP_011163849.1
OG0004615	XP_033331842.1	XP_011167723.2
OG0004617	XP_033327494.1	XP_011175266.2
OG0004618	XP_033323065.1	XP_011156393.1
OG0004619	XP_033339624.1	XP_011171735.1
OG0004620	XP_033326055.1	XP_011155698.2, XP_011155699.2
OG0004621	XP_033338082.1	XP_011163610.2, XP_039305473.1
OG0004623	XP_033320792.1	XP_025995543.1
OG0004624	XP_033342935.1	XP_011169395.1
OG0004625	XP_033323628.1	XP_011172065.2
OG0004626	XP_033338204.1	XP_039311003.1
OG0004627	XP_033341073.1	XP_011166633.1
OG0004628	XP_033333769.1	XP_011155481.1
OG0004629	XP_033332066.1	XP_011161466.1, XP_011161465.1
OG0004630	XP_033339606.1	XP_039312554.1, XP_011176242.1
OG0004631	XP_033321029.1	XP_039305299.1
OG0004632	XP_033340617.1	XP_011156201.1
OG0004633	XP_033328601.1	XP_011176002.1
OG0004634	XP_033334894.1	XP_011155721.1
OG0004635	XP_033340609.1	XP_011160555.2
OG0004636	XP_033324268.1	XP_011173596.1
OG0004637	XP_033322663.1	XP_039308041.1
OG0004638	XP_033327619.1	XP_025996461.2
OG0004639	XP_033327048.1	XP_011173368.1
OG0004640	XP_033333882.1	XP_011175551.2
OG0004641	XP_033321693.1	XP_011164158.1
OG0004642	XP_033329263.1, XP_033329553.1	XP_039313659.1, XP_011163989.1
OG0004643	XP_033332340.1	XP_011167329.1
OG0004644	XP_033322320.1	XP_039312263.1
OG0004645	XP_033341510.1	XP_039310284.1
OG0004646	XP_033335300.1	XP_011156607.1
OG0004647	XP_033322346.1	XP_025989546.2
OG0004648	XP_033340788.1	XP_025994715.1
OG0004649	XP_033327957.1	XP_011158175.1
OG0004650	XP_033325269.1	XP_025994305.1
OG0004651	XP_033339714.1	XP_025991672.2
OG0004652	XP_033330855.1, XP_033330854.1	XP_011156487.1
OG0004653	XP_033329117.1	XP_025992711.1, XP_025992710.1, XP_025992712.1, XP_039304024.1
OG0004654	XP_033342994.1, XP_033343006.1, XP_033342967.1	XP_025988543.1
OG0004655	XP_033342256.1	XP_011157241.3
OG0004656	XP_033325285.1	XP_025993294.2
OG0004657	XP_033324014.1	XP_025989417.1
OG0004658	XP_033340536.1	XP_011168430.1, XP_039309246.1
OG0004659	XP_033330474.1	XP_011172836.1
OG0004660	XP_033340905.1, XP_033340898.1	XP_011156159.1
OG0004661	XP_033328630.1	XP_039311007.1
OG0004662	XP_033321417.1	XP_011172038.2
OG0004663	XP_033339876.1, XP_033331018.1	XP_011170055.1
OG0004664	XP_033332500.1	XP_011159811.1
OG0004665	XP_033336675.1	XP_011158506.1
OG0004666	XP_033331874.1, XP_033331873.1	XP_025990473.1, XP_025990472.1
OG0004667	XP_033335243.1	XP_011167320.1
OG0004668	XP_033341788.1, XP_033327052.1, XP_033327051.1	XP_011157937.1
OG0004669	XP_033325623.1, XP_033325622.1	XP_025986877.1
OG0004670	XP_033340696.1	XP_039311257.1
OG0004671	XP_033328790.1	XP_039305471.1
OG0004672	XP_033321043.1	XP_039313617.1
OG0004673	XP_033328407.1	XP_011173544.1
OG0004674	XP_033322398.1	XP_011170072.2
OG0004675	XP_033323947.1	XP_011175568.1
OG0004676	XP_033338620.1	XP_011162713.2
OG0004678	XP_033330011.1, XP_033330012.1, XP_033330013.1	XP_025993570.1
OG0004679	XP_033340341.1	XP_011164550.1
OG0004680	XP_033342463.1	XP_025992786.1
OG0004681	XP_033324150.1	XP_011173602.1
OG0004682	XP_033339014.1	XP_011163859.2, XP_011163858.2
OG0004683	XP_033337125.1	XP_011167624.1
OG0004684	XP_033326032.1	XP_025985873.1
OG0004685	XP_033327275.1	XP_011175805.1, XP_011175806.1
OG0004686	XP_033337686.1	XP_011165294.1
OG0004687	XP_033343117.1	XP_011175606.1
OG0004688	XP_033322469.1	XP_011173468.1
OG0004689	XP_033341011.1	XP_025986264.2
OG0004690	XP_033324277.1	XP_011163545.1
OG0004691	XP_033335929.1, XP_033335928.1	XP_039306408.1
OG0004692	XP_033335930.1	XP_011172855.1
OG0004693	XP_033328776.1	XP_011161558.1
OG0004694	XP_033332659.1	XP_025990090.1
OG0004695	XP_033337903.1	XP_011155568.1
OG0004696	XP_033321296.1	XP_025992703.1
OG0004697	XP_033328953.1	XP_011165464.1
OG0004698	XP_033328739.1	XP_011158571.2
OG0004699	XP_033325456.1	XP_025995835.1
OG0004700	XP_033321260.1	XP_011171299.3
OG0004701	XP_033324408.1	XP_011171431.1
OG0004702	XP_033324844.1, XP_033324845.1	XP_011156721.1
OG0004704	XP_033331745.1	XP_025990528.1
OG0004705	XP_033342017.1	XP_011175492.2
OG0004706	XP_033332082.1, XP_033332083.1	XP_039306509.1
OG0004707	XP_033324173.1	XP_011169553.1
OG0004708	XP_033338377.1	XP_011159690.1
OG0004709	XP_033327758.1	XP_039302028.1
OG0004711	XP_033336731.1	XP_025996410.1
OG0004712	XP_033340813.1	XP_011167542.1
OG0004713	XP_033333252.1	XP_011158824.2
OG0004714	XP_033331631.1	XP_039312677.1
OG0004716	XP_033324096.1	XP_011172305.1
OG0004717	XP_033322639.1	XP_025985992.1
OG0004718	XP_033324962.1	XP_011167872.1
OG0004719	XP_033321694.1	XP_011176363.1
OG0004720	XP_033332371.1	XP_011176158.1
OG0004721	XP_033342787.1	XP_039307342.1, XP_011168102.2
OG0004722	XP_033326812.1	XP_025995270.1
OG0004723	XP_033326288.1	XP_011159979.1, XP_011159976.1
OG0004724	XP_033332960.1	XP_039312558.1, XP_011176212.1
OG0004725	XP_033320916.1	XP_011161704.2
OG0004726	XP_033340087.1	XP_011166109.1
OG0004727	XP_033327519.1, XP_033327520.1, XP_033327521.1	XP_039305042.1
OG0004728	XP_033338683.1	XP_039304327.1
OG0004729	XP_033333077.1	XP_025987427.1
OG0004730	XP_033336501.1, XP_033336495.1	XP_039301850.1
OG0004731	XP_033337264.1, XP_033337134.1	XP_025992749.1
OG0004732	XP_033331035.1	XP_011160020.1
OG0004734	XP_033324796.1	XP_039302578.1
OG0004735	XP_033323431.1	XP_011160262.1
OG0004736	XP_033327163.1	XP_011173366.1, XP_011173364.1
OG0004737	XP_033331817.1, XP_033331818.1	XP_011172652.3
OG0004739	XP_033332694.1	XP_039307625.1
OG0004740	XP_033330709.1	XP_011159780.1
OG0004741	XP_033338730.1	XP_025992730.2
OG0004742	XP_033341971.1	XP_011172104.1
OG0004743	XP_033323104.1	XP_011168734.1
OG0004744	XP_033329901.1	XP_011175476.2
OG0004745	XP_033333562.1	XP_011173078.2
OG0004746	XP_033322475.1	XP_011159462.1
OG0004747	XP_033336350.1	XP_039315326.1, XP_025994905.1
OG0004748	XP_033335949.1	XP_011161243.1
OG0004749	XP_033335926.1	XP_039314683.1
OG0004750	XP_033324502.1	XP_025991110.1
OG0004751	XP_033323460.1, XP_033339917.1	XP_025990448.2
OG0004752	XP_033342541.1	XP_025986980.2
OG0004753	XP_033337409.1	XP_011167940.1
OG0004754	XP_033322313.1	XP_011159100.1
OG0004755	XP_033325237.1	XP_039308105.1
OG0004756	XP_033341833.1	XP_039302713.1
OG0004757	XP_033322290.1	XP_025987587.2
OG0004758	XP_033326303.1	XP_011163702.1
OG0004759	XP_033338275.1, XP_033338274.1, XP_033338271.1, XP_033338270.1, XP_033338272.1, XP_033338276.1, XP_033338273.1	XP_011163160.2
OG0004760	XP_033334300.1	XP_011156589.1
OG0004761	XP_033324689.1	XP_011160010.1
OG0004762	XP_033325361.1	XP_025991718.1
OG0004763	XP_033338481.1	XP_011158195.1
OG0004764	XP_033322314.1	XP_011173594.1
OG0004765	XP_033337405.1, XP_033337406.1	XP_039313647.1, XP_011173166.1, XP_011173165.1
OG0004766	XP_033332174.1	XP_011170846.1, XP_011170844.1
OG0004767	XP_033341797.1	XP_025989286.1
OG0004768	XP_033327043.1, XP_033327045.1	XP_011173562.2
OG0004769	XP_033322135.1, XP_033322136.1	XP_011168615.1
OG0004770	XP_033322480.1	XP_011171336.2
OG0004771	XP_033323573.1, XP_033323575.1	XP_011172062.2
OG0004772	XP_033331698.1	XP_011163698.1
OG0004773	XP_033322583.1	XP_039305002.1, XP_039305001.1
OG0004774	XP_033322525.1	XP_011173631.1
OG0004775	XP_033336756.1	XP_011158119.1
OG0004776	XP_033333718.1, XP_033333706.1	XP_011175950.1
OG0004777	XP_033338054.1	XP_011173536.1
OG0004778	XP_033342044.1	XP_011170716.2
OG0004779	XP_033329431.1	XP_025989067.1
OG0004780	XP_033325011.1	XP_039314051.1
OG0004781	XP_033332709.1	XP_011160434.1
OG0004782	XP_033336543.1	XP_039306882.1
OG0004783	XP_033324073.1	XP_011161514.1
OG0004784	XP_033322546.1	XP_011173633.1
OG0004785	XP_033327898.1	XP_011166314.1
OG0004786	XP_033329087.1	XP_011160727.1
OG0004787	XP_033324707.1	XP_011159998.2
OG0004788	XP_033322203.1	XP_011155757.1
OG0004789	XP_033331653.1	XP_011164291.2
OG0004790	XP_033332842.1	XP_025989854.1
OG0004791	XP_033342441.1	XP_011166899.1
OG0004792	XP_033326086.1	XP_011160370.1
OG0004793	XP_033339442.1	XP_039303643.1, XP_011167757.1
OG0004794	XP_033341858.1	XP_011162327.2
OG0004795	XP_033329286.1	XP_039303249.1
OG0004796	XP_033343033.1	XP_025995169.1
OG0004797	XP_033329470.1	XP_011162589.1
OG0004798	XP_033323794.1, XP_033332581.1	XP_039311306.1, XP_039314183.1
OG0004799	XP_033343096.1	XP_039313458.1
OG0004800	XP_033326454.1	XP_011168122.2
OG0004801	XP_033329601.1	XP_011169301.1
OG0004803	XP_033325284.1	XP_011171726.1
OG0004804	XP_033323814.1	XP_025992657.1
OG0004805	XP_033331752.1	XP_025993290.1
OG0004806	XP_033339280.1	XP_011166269.1, XP_025995116.1
OG0004808	XP_033339975.1, XP_033338945.1	XP_025989190.1
OG0004809	XP_033334828.1	XP_039313801.1
OG0004810	XP_033336471.1	XP_011156475.1
OG0004811	XP_033326127.1	XP_025990534.2
OG0004812	XP_033331227.1	XP_039306438.1
OG0004813	XP_033337079.1	XP_011169930.1
OG0004814	XP_033341458.1	XP_011156293.1
OG0004815	XP_033321756.1	XP_039302426.1
OG0004816	XP_033320956.1	XP_011165121.1
OG0004817	XP_033323855.1	XP_011170469.1, XP_039314296.1, XP_011170474.1
OG0004818	XP_033338869.1, XP_033338870.1	XP_039308443.1
OG0004819	XP_033340881.1	XP_011164636.1, XP_011164645.1
OG0004820	XP_033338013.1	XP_025989661.1
OG0004821	XP_033322985.1	XP_039311785.1
OG0004822	XP_033335150.1	XP_025991494.1
OG0004823	XP_033334193.1	XP_025986830.1
OG0004824	XP_033321583.1, XP_033321582.1	XP_011158697.1
OG0004825	XP_033325282.1	XP_039310312.1
OG0004826	XP_033342291.1	XP_011171852.1
OG0004827	XP_033324261.1	XP_011169499.1
OG0004828	XP_033331563.1	XP_025996351.2, XP_025996349.2
OG0004829	XP_033339561.1	XP_011166395.1
OG0004830	XP_033340877.1	XP_039308950.1, XP_011160676.1
OG0004831	XP_033339971.1	XP_039311100.1
OG0004832	XP_033333532.1	XP_039314093.1
OG0004833	XP_033335290.1	XP_011163377.2
OG0004834	XP_033337560.1	XP_011161946.1
OG0004835	XP_033325070.1	XP_025995383.2
OG0004836	XP_033331428.1	XP_011171309.1
OG0004837	XP_033332869.1, XP_033332867.1, XP_033332866.1	XP_025989789.1
OG0004838	XP_033323225.1	XP_025994149.1
OG0004839	XP_033324052.1	XP_025987572.1
OG0004840	XP_033325089.1	XP_039302298.1
OG0004841	XP_033334762.1	XP_011161295.2
OG0004842	XP_033327168.1	XP_025996353.1
OG0004843	XP_033329451.1	XP_011168342.2
OG0004844	XP_033334799.1	XP_011173330.1
OG0004845	XP_033336818.1, XP_033336774.1, XP_033329910.1	XP_011167459.1
OG0004846	XP_033332342.1	XP_025993696.1, XP_025993687.1
OG0004847	XP_033332725.1	XP_011162758.2
OG0004848	XP_033321630.1	XP_011163841.1
OG0004849	XP_033325503.1	XP_011165155.3
OG0004850	XP_033340351.1	XP_039307914.1
OG0004851	XP_033328324.1	XP_025994685.1
OG0004852	XP_033321385.1	XP_011173198.3
OG0004853	XP_033340406.1	XP_039309294.1
OG0004854	XP_033323503.1	XP_039303261.1
OG0004855	XP_033338079.1	XP_039305464.1
OG0004856	XP_033333087.1	XP_011169181.2, XP_025994278.2
OG0004857	XP_033325396.1	XP_011168261.2, XP_011168260.2, XP_011168259.2
OG0004858	XP_033334027.1	XP_011170519.1
OG0004859	XP_033339870.1	XP_025992087.2
OG0004860	XP_033336396.1	XP_011176051.2, XP_039308667.1
OG0004861	XP_033342128.1	XP_039303629.1
OG0004862	XP_033328142.1, XP_033328143.1	XP_039311036.1
OG0004863	XP_033323212.1, XP_033323211.1	XP_011168677.1, XP_011168678.1
OG0004864	XP_033331641.1, XP_033331575.1	XP_011167798.1
OG0004865	XP_033329074.1	XP_011156439.1
OG0004866	XP_033325801.1	XP_025986178.1
OG0004867	XP_033323172.1	XP_039308768.1
OG0004868	XP_033334369.1	XP_039307172.1, XP_025991043.1, XP_011171082.1
OG0004869	XP_033331195.1	XP_025988688.2
OG0004870	XP_033338158.1	XP_039304335.1
OG0004871	XP_033341070.1	XP_039311074.1
OG0004872	XP_033324005.1, XP_033324006.1	XP_039304099.1
OG0004873	XP_033329444.1	XP_011159128.1
OG0004874	XP_033338036.1, XP_033338038.1	XP_025987627.1
OG0004875	XP_033342266.1	XP_025996691.1
OG0004876	XP_033331967.1	XP_011162482.2
OG0004877	XP_033324624.1	XP_025988317.2
OG0004878	XP_033322860.1, XP_033322854.1	XP_011172045.1
OG0004879	XP_033321594.1	XP_039307479.1
OG0004880	XP_033339293.1, XP_033339296.1, XP_033339294.1, XP_033339295.1	XP_039312893.1
OG0004881	XP_033339117.1	XP_025995111.1, XP_025995115.1, XP_025995110.1
OG0004883	XP_033337803.1	XP_011167157.1
OG0004884	XP_033327813.1	XP_011155982.2
OG0004885	XP_033328216.1, XP_033328217.1	XP_011172277.1
OG0004886	XP_033334116.1	XP_011172078.1
OG0004887	XP_033326468.1, XP_033326651.1	XP_011168010.1
OG0004888	XP_033322667.1, XP_033322668.1	XP_011164202.1
OG0004889	XP_033339402.1, XP_033339408.1	XP_011161463.1
OG0004890	XP_033331848.1, XP_033331849.1	XP_039307512.1, XP_039307514.1, XP_039307513.1
OG0004891	XP_033324364.1, XP_033324365.1	XP_011159501.1, XP_039304100.1
OG0004892	XP_033324214.1, XP_033324212.1, XP_033324213.1, XP_033324111.1	XP_011158711.2
OG0004893	XP_033338207.1	XP_011164987.2
OG0004894	XP_033326222.1	XP_011166085.1
OG0004895	XP_033331724.1	XP_011159287.1
OG0004896	XP_033330984.1	XP_025991484.1
OG0004897	XP_033339657.1	XP_011173056.1
OG0004898	XP_033342004.1	XP_011161040.1
OG0004899	XP_033337541.1	XP_011167124.1
OG0004900	XP_033330644.1	XP_039310188.1, XP_039310187.1
OG0004901	XP_033339107.1	XP_025995560.1
OG0004902	XP_033328815.1	XP_011170291.1, XP_025986098.1, XP_025986096.1, XP_025986097.1
OG0004903	XP_033336463.1	XP_011157297.2
OG0004904	XP_033342079.1	XP_025986675.1
OG0004906	XP_033329122.1, XP_033329124.1, XP_033329123.1, XP_033341759.1, XP_033341760.1	XP_011166892.1
OG0004908	XP_033324164.1, XP_033324172.1	XP_011155648.2
OG0004909	XP_033332938.1	XP_011173028.1
OG0004910	XP_033331571.1	XP_039308257.1, XP_039308255.1, XP_039308256.1
OG0004911	XP_033325043.1	XP_011165238.1
OG0004912	XP_033336078.1, XP_033336077.1	XP_011155354.2
OG0004913	XP_033334396.1	XP_011159784.2
OG0004914	XP_033336869.1	XP_025988409.2
OG0004916	XP_033328775.1	XP_039307387.1, XP_025994633.2, XP_039307386.1
OG0004917	XP_033324549.1	XP_011155394.1, XP_039308883.1, XP_039308882.1, XP_039308881.1
OG0004919	XP_033329341.1	XP_025990993.1
OG0004920	XP_033324297.1	XP_011169940.2
OG0004922	XP_033340691.1	XP_011165022.1
OG0004923	XP_033322319.1	XP_011173383.1
OG0004924	XP_033337610.1	XP_011155601.2
OG0004925	XP_033331634.1	XP_039312680.1
OG0004926	XP_033328635.1	XP_011165519.1
OG0004927	XP_033332025.1, XP_033330256.1	XP_011168860.1
OG0004929	XP_033335884.1	XP_011173172.2
OG0004930	XP_033336407.1	XP_011156483.1
OG0004931	XP_033330942.1	XP_011156491.1
OG0004932	XP_033320880.1	XP_011161548.2
OG0004933	XP_033335537.1, XP_033334819.1, XP_033329654.1	XP_025993059.1
OG0004934	XP_033323428.1	XP_011172387.1
OG0004935	XP_033339853.1, XP_033333654.1	XP_011172986.1
OG0004936	XP_033322686.1	XP_025986023.1, XP_039301736.1
OG0004937	XP_033328617.1, XP_033328618.1, XP_033328619.1	XP_025992899.2
OG0004938	XP_033331777.1	XP_025994134.1
OG0004939	XP_033334775.1	XP_039303224.1
OG0004940	XP_033321305.1	XP_011168659.1, XP_039301828.1, XP_039301835.1
OG0004941	XP_033341839.1	XP_011155811.1
OG0004942	XP_033322885.1	XP_011164226.2
OG0004943	XP_033326357.1	XP_011164003.1
OG0004944	XP_033328858.1	XP_011158158.1
OG0004945	XP_033324894.1	XP_011163994.1
OG0004946	XP_033338062.1	XP_025992093.1
OG0004947	XP_033337135.1	XP_011173297.2, XP_011173299.2
OG0004950	XP_033341966.1	XP_011158781.1
OG0004951	XP_033341609.1	XP_039303844.1, XP_011164470.2
OG0004952	XP_033328051.1, XP_033328052.1	XP_039314788.1, XP_011170636.3
OG0004954	XP_033340223.1, XP_033340224.1	XP_039310658.1
OG0004956	XP_033339257.1	XP_011161888.1
OG0004956	XP_033339258.1	XP_011161889.1
OG0004957	XP_033336445.1	XP_011166914.1
OG0004960	XP_033325845.1	XP_011163533.2, XP_025992952.2, XP_025992953.2, XP_025992951.2
OG0004962	XP_033329157.1, XP_033329156.1	XP_011159604.1
OG0004963	XP_033327589.1, XP_033327463.1	XP_039313974.1
OG0004964	XP_033341825.1	XP_039313455.1, XP_011175450.1
OG0004965	XP_033342115.1, XP_033324639.1	XP_011156751.2
OG0004966	XP_033342788.1	XP_011175376.2, XP_011175399.2, XP_039314127.1, XP_039314129.1, XP_025989474.2
OG0004967	XP_033321320.1	XP_039313031.1, XP_039313030.1, XP_025993702.1
OG0004968	XP_033323967.1, XP_033323969.1	XP_039305123.1
OG0004969	XP_033330974.1	XP_039305691.1, XP_011166787.1
OG0004976	XP_033320879.1	XP_011160005.1
OG0004977	XP_033338940.1	XP_039314749.1, XP_011156472.1
OG0004978	XP_033327386.1	XP_011175809.1
OG0004979	XP_033342093.1	XP_011156752.1
OG0004980	XP_033335110.1	XP_011163087.1
OG0004981	XP_033332380.1	XP_011160897.1
OG0004982	XP_033332387.1	XP_011161901.1
OG0004983	XP_033336298.1	XP_011175184.1
OG0004984	XP_033340792.1, XP_033340209.1	XP_011172969.1
OG0004985	XP_033330346.1	XP_039307114.1
OG0004986	XP_033327632.1	XP_011169659.1
OG0004987	XP_033324456.1	XP_011162241.1
OG0004988	XP_033339581.1	XP_025990314.1
OG0004989	XP_033323568.1	XP_011158931.1
OG0004990	XP_033322484.1	XP_025986974.1
OG0004991	XP_033326811.1	XP_011170937.1
OG0004992	XP_033339393.1	XP_011166775.1
OG0004994	XP_033325656.1	XP_011163080.1
OG0004995	XP_033341136.1	XP_011171380.1
OG0004996	XP_033332752.1	XP_039302515.1
OG0004997	XP_033339363.1	XP_011162496.1
OG0004998	XP_033333231.1	XP_011162786.1, XP_011162785.1
OG0004999	XP_033335889.1	XP_011175200.1
OG0005000	XP_033337751.1	XP_011160527.1
OG0005001	XP_033336423.1	XP_039314931.1
OG0005002	XP_033328150.1	XP_011166128.1
OG0005003	XP_033333844.1	XP_011164307.1
OG0005004	XP_033326213.1	XP_011163289.1
OG0005005	XP_033326496.1	XP_011173648.1
OG0005006	XP_033329387.1	XP_011170107.1
OG0005007	XP_033339476.1	XP_011155836.1
OG0005008	XP_033334318.1	XP_011166476.1
OG0005009	XP_033330623.1	XP_011160131.2
OG0005010	XP_033333753.1	XP_011175963.1
OG0005011	XP_033330413.1	XP_011164519.1
OG0005012	XP_033342693.1	XP_011170443.1
OG0005013	XP_033331232.1, XP_033331212.1	XP_039312264.1
OG0005015	XP_033334267.1	XP_011157783.1
OG0005016	XP_033337916.1	XP_011161593.1
OG0005017	XP_033334888.1	XP_011165210.1
OG0005018	XP_033330367.1	XP_039308813.1
OG0005019	XP_033325671.1	XP_011156361.1
OG0005020	XP_033336065.1	XP_011164942.1
OG0005021	XP_033342402.1, XP_033342403.1	XP_025991448.1
OG0005022	XP_033324218.1	XP_011170739.1
OG0005023	XP_033330291.1	XP_011175130.1
OG0005024	XP_033326614.1	XP_011169112.1
OG0005025	XP_033329751.1	XP_011163165.1
OG0005026	XP_033321912.1	XP_011168504.1
OG0005027	XP_033328735.1	XP_011165696.2
OG0005028	XP_033329276.1, XP_033329285.1	XP_011160099.1
OG0005029	XP_033328574.1	XP_025994457.1
OG0005030	XP_033327132.1	XP_011173439.1
OG0005031	XP_033330043.1	XP_011156517.1
OG0005032	XP_033332607.1	XP_025986042.1, XP_011166955.1, XP_025986043.1
OG0005033	XP_033340414.1	XP_011168344.1
OG0005034	XP_033342482.1	XP_011168962.1
OG0005035	XP_033322040.1	XP_011157150.1
OG0005036	XP_033324915.1	XP_011165999.1, XP_039310824.1, XP_011165998.1
OG0005037	XP_033326926.1	XP_011175521.1
OG0005038	XP_033321369.1	XP_011164008.1
OG0005039	XP_033327973.1	XP_011159421.1
OG0005040	XP_033321809.1	XP_011159943.2
OG0005041	XP_033330817.1	XP_011157686.1, XP_011157685.1, XP_025992406.1
OG0005042	XP_033339271.1	XP_011166245.1
OG0005043	XP_033324831.1	XP_025994005.1, XP_011155761.1
OG0005044	XP_033343014.1	XP_011168206.1
OG0005045	XP_033321598.1	XP_011168691.1
OG0005046	XP_033337987.1, XP_033337991.1	XP_011171977.1
OG0005047	XP_033321156.1, XP_033321166.1	XP_011159196.1
OG0005048	XP_033337840.1	XP_011164290.2
OG0005049	XP_033326148.1	XP_039304331.1
OG0005050	XP_033339621.1	XP_011171370.1
OG0005051	XP_033327988.1	XP_011162639.1
OG0005052	XP_033324038.1	XP_011157146.2
OG0005053	XP_033339535.1	XP_025988357.1
OG0005054	XP_033339713.1	XP_011168679.1
OG0005055	XP_033334747.1	XP_039302457.1
OG0005057	XP_033341569.1	NP_001291539.1
OG0005058	XP_033336895.1	XP_011158268.1
OG0005059	XP_033336568.1	XP_011157860.2
OG0005060	XP_033330572.1, XP_033330573.1	XP_025987437.1
OG0005061	XP_033328132.1	XP_011158172.1
OG0005062	XP_033321355.1	XP_011160342.3
OG0005063	XP_033325125.1	XP_011171932.1
OG0005064	XP_033332846.1	XP_025990408.1, XP_039309151.1
OG0005065	XP_033332832.1	XP_011175639.1
OG0005067	XP_033321446.1, XP_033334419.1	XP_011159786.1
OG0005068	XP_033338459.1, XP_033338457.1	XP_011171939.1
OG0005069	XP_033335744.1	XP_011162378.1
OG0005070	XP_033341363.1	XP_025986310.1, XP_011171884.1
OG0005071	XP_033322257.1	XP_011175120.2
OG0005072	XP_033324978.1	XP_011157976.1
OG0005073	XP_033322401.1	XP_011159143.2
OG0005074	XP_033323126.1	XP_025995361.1
OG0005075	XP_033323114.1	XP_025995359.1
OG0005077	XP_033329681.1	XP_011167520.1
OG0005078	XP_033341536.1, XP_033341535.1	XP_011176004.1
OG0005079	XP_033340150.1	XP_011169213.1
OG0005080	XP_033332081.1	XP_011171321.1
OG0005081	XP_033342975.1	XP_011162406.1
OG0005082	XP_033324434.1	XP_011171432.1
OG0005083	XP_033324625.1, XP_033324626.1	XP_011163108.1
