Orthogroup	Megalopta_genalis	Bombyx_mori
OG0003502	XP_033333338.1, XP_033333339.1	XP_004921959.1
OG0003503	XP_033331295.1	XP_021208616.1
OG0003504	XP_033338415.1	XP_021207708.2
OG0003507	XP_033336242.1, XP_033336243.1, XP_033336240.1	XP_037872748.1
OG0003508	XP_033334774.1	XP_004930904.1
OG0003509	XP_033334119.1, XP_033334123.1	XP_012543864.1
OG0003510	XP_033328828.1	XP_037875352.1, XP_037875351.1
OG0003511	XP_033324509.1	XP_004930466.1
OG0003512	XP_033320847.1	XP_004929710.3
OG0003513	XP_033340583.1, XP_033340591.1	XP_021208073.1, XP_021208074.1
OG0003514	XP_033332109.1	NP_001040342.1
OG0003515	XP_033324371.1	XP_021207919.1
OG0003517	XP_033342947.1, XP_033342948.1	XP_012544329.2, XP_037877383.1
OG0003518	XP_033342268.1	NP_001296511.1, XP_037871506.1
OG0003519	XP_033336610.1	XP_037870775.1
OG0003521	XP_033324929.1	XP_004925657.1
OG0003522	XP_033329985.1, XP_033329987.1, XP_033329986.1	XP_004922885.1
OG0003523	XP_033330457.1	XP_004926031.1
OG0003524	XP_033337417.1	NP_001091835.2
OG0003525	XP_033322797.1	XP_012549064.1
OG0003526	XP_033336262.1	XP_004927044.1
OG0003527	XP_033329709.1	XP_037877233.1, XP_037876955.1, XP_037876956.1
OG0003528	XP_033336629.1	XP_037876854.1, XP_037876853.1
OG0003529	XP_033340058.1	NP_001140193.1
OG0003530	XP_033341584.1	XP_021207110.1
OG0003532	XP_033322895.1	XP_021202687.1, XP_012544614.1
OG0003533	XP_033331614.1	XP_037872430.1
OG0003534	XP_033322226.1	XP_037868931.1
OG0003535	XP_033339943.1	XP_037875647.1
OG0003536	XP_033332383.1	XP_004928256.2
OG0003537	XP_033323418.1	XP_012544105.1
OG0003538	XP_033334365.1	XP_012543915.1
OG0003539	XP_033341162.1	XP_004928604.2
OG0003540	XP_033329755.1	XP_012553269.1, NP_001037307.1
OG0003541	XP_033342902.1	XP_004925449.2
OG0003543	XP_033341950.1	XP_012547293.2, XP_012547289.2
OG0003544	XP_033325094.1	XP_004925555.1
OG0003545	XP_033331506.1	XP_004923221.1
OG0003546	XP_033328645.1	XP_004923328.2
OG0003547	XP_033341868.1	XP_012550249.1, XP_021206392.1
OG0003548	XP_033326854.1	XP_012548856.1, XP_012548857.1, XP_004925066.2
OG0003549	XP_033331580.1	XP_004924159.1
OG0003550	XP_033336954.1	XP_004925430.2
OG0003551	XP_033336160.1	XP_021208344.2
OG0003553	XP_033320892.1	XP_012551586.1
OG0003554	XP_033329925.1	XP_037875891.1
OG0003555	XP_033341710.1	XP_004928596.1
OG0003557	XP_033332892.1	XP_004929733.2
OG0003558	XP_033334831.1	XP_037875118.1
OG0003559	XP_033334001.1, XP_033333992.1	XP_037867544.1
OG0003560	XP_033325327.1	XP_021201878.2
OG0003561	XP_033335745.1	NP_001135963.1
OG0003563	XP_033340184.1, XP_033340183.1	XP_037875812.1
OG0003564	XP_033332015.1	XP_037877761.1
OG0003565	XP_033340675.1	XP_037866447.1, XP_004929264.4
OG0003566	XP_033335693.1	XP_004921932.1
OG0003567	XP_033324128.1	XP_004921862.1
OG0003568	XP_033342981.1	XP_012546407.1
OG0003569	XP_033342990.1	XP_021203981.2
OG0003570	XP_033334103.1	XP_037869896.1
OG0003571	XP_033324959.1, XP_033324958.1, XP_033324957.1	XP_037867390.1
OG0003572	XP_033324980.1	XP_004923039.1, XP_004923040.1
OG0003573	XP_033337065.1	XP_037867617.1, XP_021206523.1
OG0003574	XP_033331708.1	XP_004922723.1
OG0003575	XP_033330653.1	NP_001040264.1
OG0003576	XP_033331412.1	XP_037866564.1
OG0003577	XP_033325750.1	XP_004929485.1
OG0003578	XP_033322497.1	XP_004922669.3
OG0003580	XP_033330322.1, XP_033330302.1	XP_037869342.1
OG0003581	XP_033330977.1	XP_004927037.1
OG0003582	XP_033334265.1	XP_004926064.3
OG0003583	XP_033327264.1, XP_033327274.1, XP_033327289.1, XP_033327282.1	XP_004927525.1
OG0003584	XP_033337627.1	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1
OG0003585	XP_033325558.1	XP_021208943.1
OG0003586	XP_033336868.1	XP_004922918.2
OG0003587	XP_033321491.1, XP_033321484.1	XP_037872657.1
OG0003588	XP_033322549.1	XP_004924493.1
OG0003589	XP_033323724.1, XP_033323725.1, XP_033323726.1	XP_012551318.1, NP_001037414.1
OG0003591	XP_033341714.1, XP_033329739.1	NP_001036831.1
OG0003592	XP_033322743.1, XP_033322749.1	XP_012549032.3
OG0003593	XP_033326866.1, XP_033323127.1	XP_004927919.1
OG0003595	XP_033331118.1	XP_012546094.2
OG0003596	XP_033329605.1	XP_012547345.1, XP_004927774.1
OG0003597	XP_033323076.1	XP_037868232.1
OG0003598	XP_033321227.1	NP_001266347.1, XP_037866738.1
OG0003599	XP_033339612.1	XP_037869568.1, NP_001040495.1
OG0003600	XP_033323717.1	XP_037866549.1
OG0003601	XP_033328240.1	XP_021209180.2
OG0003602	XP_033330198.1	XP_037877049.1
OG0003603	XP_033342741.1, XP_033342742.1	XP_004921806.1
OG0003604	XP_033330019.1	XP_004930828.3
OG0003605	XP_033332795.1, XP_033332656.1	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1
OG0003606	XP_033337661.1	NP_001036953.1
OG0003607	XP_033330741.1	XP_004929826.1
OG0003608	XP_033327084.1, XP_033327085.1	XP_004923045.1
OG0003609	XP_033323868.1	XP_004929445.1
OG0003610	XP_033322147.1	XP_012550905.1
OG0003611	XP_033343019.1	XP_004923702.3
OG0003612	XP_033324629.1, XP_033324630.1, XP_033324631.1	NP_001186936.1, XP_037873378.1
OG0003613	XP_033341124.1	XP_037871989.1
OG0003614	XP_033329826.1	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1
OG0003615	XP_033323342.1	XP_021206296.1
OG0003616	XP_033342619.1	XP_021203436.1
OG0003618	XP_033333819.1	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1
OG0003619	XP_033326043.1, XP_033326040.1	XP_037867102.1
OG0003620	XP_033327015.1	XP_012551016.1
OG0003621	XP_033329989.1, XP_033329988.1, XP_033329991.1	XP_012550805.2
OG0003623	XP_033331870.1, XP_033328465.1	XP_037877118.1
OG0003624	XP_033327223.1, XP_033327226.1, XP_033327227.1	XP_037870327.1
OG0003625	XP_033333573.1	XP_037872531.1
OG0003626	XP_033324635.1	XP_021207115.2
OG0003627	XP_033330317.1	NP_001177140.1
OG0003629	XP_033340985.1	XP_004928121.1
OG0003630	XP_033337705.1	XP_037872734.1
OG0003631	XP_033321623.1, XP_033321612.1	XP_004933562.1
OG0003632	XP_033339243.1	XP_021203507.1, XP_004925965.1, XP_004925963.2
OG0003633	XP_033329711.1	XP_004929380.3
OG0003634	XP_033337528.1	XP_004922388.1, NP_001037313.1
OG0003635	XP_033322844.1	XP_021204070.2
OG0003636	XP_033332031.1, XP_033332030.1, XP_033332027.1	XP_037866579.1
OG0003637	XP_033321466.1	XP_037872386.1
OG0003638	XP_033326028.1	XP_037875164.1
OG0003640	XP_033342764.1	XP_021209237.2
OG0003641	XP_033337434.1	XP_037874781.1, XP_037874775.1
OG0003642	XP_033327393.1	XP_021204234.2, XP_037874944.1
OG0003644	XP_033336259.1, XP_033335794.1	XP_004933307.1, XP_037872876.1
OG0003645	XP_033323308.1	XP_012550903.3, XP_037874000.1
OG0003646	XP_033329030.1	NP_001091840.1, XP_012550228.2
OG0003647	XP_033340628.1	XP_004928679.1
OG0003649	XP_033326259.1	XP_037877803.1
OG0003651	XP_033328130.1, XP_033328129.1	XP_004923872.1
OG0003653	XP_033321965.1	XP_037871683.1
OG0003654	XP_033336928.1	XP_004930203.1
OG0003655	XP_033326138.1	XP_037868595.1
OG0003656	XP_033334078.1	NP_001296541.1
OG0003658	XP_033327370.1	XP_037867054.1
OG0003661	XP_033333296.1	NP_001040210.1
OG0003663	XP_033332314.1	XP_037874623.1, XP_037874741.1
OG0003664	XP_033322765.1	XP_004929480.3, XP_037870517.1
OG0003665	XP_033339340.1	XP_012553038.1, NP_001040503.1
OG0003666	XP_033329093.1	XP_004931818.1, XP_037877515.1
OG0003667	XP_033323891.1	NP_001036836.1, NP_001037560.1
OG0003668	XP_033342761.1, XP_033342758.1	XP_021202571.1, XP_021202570.1
OG0003669	XP_033330266.1	XP_004933551.1
OG0003670	XP_033334519.1, XP_033334520.1, XP_033334521.1	XP_004931747.1
OG0003671	XP_033341605.1	XP_037869179.1
OG0003672	XP_033323844.1, XP_033323846.1, XP_033323845.1	XP_012553095.2
OG0003673	XP_033338895.1	XP_037870945.1
OG0003674	XP_033343005.1, XP_033343007.1	XP_012548325.1
OG0003675	XP_033337465.1	XP_004931915.1
OG0003677	XP_033334058.1	XP_037876307.1
OG0003679	XP_033340304.1, XP_033340302.1, XP_033340303.1	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1
OG0003680	XP_033326065.1	XP_037866795.1
OG0003681	XP_033329613.1	XP_004923151.1, XP_004923152.1
OG0003682	XP_033331600.1	XP_004925946.2
OG0003684	XP_033335939.1, XP_033335937.1	XP_012546211.1
OG0003685	XP_033335777.1	NP_001037430.1
OG0003686	XP_033326907.1, XP_033333315.1	XP_037874439.1, XP_037874438.1
OG0003687	XP_033328571.1, XP_033328570.1, XP_033328572.1, XP_033328573.1	XP_004929484.2
OG0003689	XP_033325700.1	XP_004930231.1
OG0003690	XP_033336189.1, XP_033336210.1, XP_033336218.1, XP_033336200.1	XP_004925755.1
OG0003691	XP_033333937.1	XP_037870767.1
OG0003692	XP_033326721.1	XP_037870266.1
OG0003695	XP_033323120.1	XP_012550989.1
OG0003696	XP_033332265.1, XP_033332268.1	XP_021204756.1
OG0003697	XP_033332491.1	XP_037877834.1
OG0003698	XP_033330060.1, XP_033330061.1, XP_033330062.1	XP_004929241.1
OG0003700	XP_033334759.1, XP_033334760.1	XP_004930255.2
OG0003701	XP_033341137.1	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3
OG0003704	XP_033333678.1	XP_021205562.1
OG0003709	XP_033337029.1	NP_001040287.1
OG0003710	XP_033323119.1	XP_012552769.1, NP_001037630.1
OG0003711	XP_033326335.1	XP_004931878.1
OG0003712	XP_033331780.1	NP_001037123.1
OG0003713	XP_033341731.1	NP_001036989.1, XP_012547744.1
OG0003714	XP_033329476.1	NP_001037512.1
OG0003715	XP_033321447.1	NP_001108476.2
OG0003716	XP_033333005.1	XP_037872653.1
OG0003717	XP_033327777.1	NP_001037277.1
OG0003719	XP_033341072.1, XP_033341071.1	XP_021208079.2
OG0003720	XP_033334259.1	NP_001036933.1
OG0003721	XP_033337741.1	NP_001037351.1
OG0003722	XP_033340174.1	NP_001135961.1
OG0003723	XP_033323661.1	XP_004922372.1
OG0003724	XP_033327630.1	NP_001188508.1
OG0003725	XP_033338722.1, XP_033338719.1, XP_033338462.1, XP_033338460.1, XP_033338461.1, XP_033338720.1	XP_004928719.1
OG0003726	XP_033321421.1	NP_001040238.1
OG0003727	XP_033329857.1	XP_004923665.1
OG0003728	XP_033324099.1	XP_037866984.1, XP_037866993.1
OG0003729	XP_033325675.1, XP_033325676.1	NP_001091814.1
OG0003730	XP_033330528.1	XP_004924672.1
OG0003731	XP_033321609.1	XP_004932193.1
OG0003732	XP_033325852.1	NP_001040335.1, XP_004926899.1
OG0003733	XP_033325532.1, XP_033325531.1	NP_001040115.1, XP_037873022.1
OG0003734	XP_033336299.1	NP_001040244.1
OG0003735	XP_033322250.1, XP_033322249.1, XP_033322251.1	XP_004931147.1
OG0003736	XP_033326399.1	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_033340545.1	NP_001036824.1
OG0003738	XP_033338964.1, XP_033338967.1	XP_037873403.1, NP_001040420.1
OG0003739	XP_033339946.1	XP_012548197.1
OG0003740	XP_033324971.1	XP_004933048.1
OG0003741	XP_033340471.1	XP_004931476.1
OG0003742	XP_033335202.1	XP_012551052.2
OG0003743	XP_033337852.1	XP_012553144.1
OG0003744	XP_033341732.1	NP_001040316.1, XP_004929867.1
OG0003745	XP_033327652.1	XP_004928703.1
OG0003746	XP_033337251.1	XP_004926477.1
OG0003747	XP_033329782.1	NP_001296542.1
OG0003750	XP_033339577.1	XP_012552288.2, NP_001040296.1
OG0003751	XP_033325839.1	XP_004923024.1
OG0003752	XP_033333796.1	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003753	XP_033337575.1	XP_004932147.1
OG0003754	XP_033335875.1	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_033327248.1	NP_001040324.1
OG0003756	XP_033339869.1, XP_033324366.1	NP_001040454.1, XP_037876426.1
OG0003757	XP_033324665.1	XP_012551544.1, NP_001037384.1
OG0003758	XP_033328506.1, XP_033328515.1	XP_037867518.1, XP_037867519.1
OG0003759	XP_033330702.1	XP_037872455.1
OG0003760	XP_033322178.1	XP_004923247.2
OG0003761	XP_033328479.1	XP_004932329.1
OG0003762	XP_033331270.1	XP_004930695.2
OG0003763	XP_033324800.1	NP_001040256.1
OG0003765	XP_033332472.1	XP_004930780.1
OG0003767	XP_033321340.1, XP_033321388.1, XP_033321393.1	NP_001091754.1
OG0003768	XP_033333476.1	NP_001040505.1, XP_021208052.1
OG0003769	XP_033325619.1	XP_004932945.1
OG0003770	XP_033322579.1	XP_004927779.1
OG0003771	XP_033329979.1, XP_033329980.1	XP_004923132.1
OG0003772	XP_033324360.1	XP_004933087.1, NP_001091837.2
OG0003773	XP_033324129.1	NP_001040305.1
OG0003774	XP_033330125.1	NP_001155189.1
OG0003776	XP_033339908.1	XP_037874928.1
OG0003777	XP_033333284.1	XP_037874652.1
OG0003778	XP_033322916.1	XP_004921772.2
OG0003779	XP_033323660.1	XP_012545916.2
OG0003780	XP_033335718.1	NP_001040283.1
OG0003781	XP_033326188.1	NP_001040364.1
OG0003782	XP_033332738.1	XP_004929641.1, XP_004933732.1
OG0003783	XP_033324642.1	NP_001124369.1
OG0003784	XP_033323399.1	XP_012552265.3
OG0003785	XP_033335246.1	XP_004931941.1
OG0003786	XP_033327446.1	XP_004922831.1
OG0003787	XP_033334308.1	NP_001037588.1
OG0003788	XP_033334323.1, XP_033338504.1	NP_001040471.1
OG0003789	XP_033331211.1	XP_004922402.1
OG0003790	XP_033341142.1	XP_004925338.1
OG0003791	XP_033329674.1	NP_001108408.1, XP_037877671.1
OG0003792	XP_033329693.1, XP_033329692.1	NP_001040194.1
OG0003793	XP_033322971.1	XP_037876524.1
OG0003794	XP_033325446.1	XP_037869572.1, NP_001091760.1
OG0003795	XP_033331013.1	XP_004925783.1
OG0003796	XP_033337462.1	XP_021204761.1
OG0003797	XP_033328001.1, XP_033328000.1, XP_033328002.1, XP_033328003.1	XP_004923393.2
OG0003798	XP_033339817.1, XP_033339677.1, XP_033339676.1	NP_001091757.1, XP_012549905.1
OG0003799	XP_033327203.1	XP_004921604.1
OG0003800	XP_033336664.1	XP_012549710.1, NP_001232899.1
OG0003801	XP_033338718.1	XP_004921614.1
OG0003802	XP_033327646.1	XP_021206946.1
OG0003803	XP_033341902.1	XP_004922741.1
OG0003804	XP_033323599.1	XP_037872715.1
OG0003805	XP_033331649.1	XP_037872346.1
OG0003806	XP_033327336.1	XP_004930388.1, XP_037869079.1
OG0003807	XP_033336412.1, XP_033336411.1	XP_004933560.1
OG0003808	XP_033338456.1	XP_004926538.1
OG0003809	XP_033334187.1, XP_033334188.1, XP_033334189.1	XP_021208417.1
OG0003810	XP_033335592.1	XP_004927931.1
OG0003811	XP_033333716.1	XP_037875641.1
OG0003812	XP_033331576.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_033321788.1	XP_004928617.1
OG0003814	XP_033336185.1	XP_004931718.2
OG0003815	XP_033342704.1	XP_037870921.1
OG0003816	XP_033334917.1	XP_004928464.1
OG0003817	XP_033334889.1	XP_021208339.1
OG0003818	XP_033338695.1	NP_001157383.1
OG0003819	XP_033324822.1	XP_004933631.1
OG0003820	XP_033334636.1, XP_033334635.1	NP_001036861.1
OG0003821	XP_033331525.1, XP_033331522.1, XP_033331524.1, XP_033331523.1	XP_037877826.1, XP_037877825.1
OG0003822	XP_033333024.1, XP_033333022.1	XP_037872163.1
OG0003823	XP_033333428.1	XP_012546007.2, XP_037870947.1
OG0003824	XP_033328970.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_033329600.1	XP_037868048.1
OG0003826	XP_033341280.1	XP_037876746.1
OG0003827	XP_033340230.1	NP_001266358.1, XP_012551312.1
OG0003828	XP_033340316.1	NP_001182009.1
OG0003829	XP_033333058.1	XP_004926984.1, XP_012546488.1
OG0003830	XP_033325539.1	XP_037866511.1
OG0003831	XP_033336562.1	XP_021208347.2
OG0003832	XP_033341840.1	XP_004925624.1
OG0003833	XP_033326262.1, XP_033326261.1	XP_004925262.1
OG0003834	XP_033339008.1	XP_037876702.1
OG0003835	XP_033327411.1	XP_004931767.1
OG0003836	XP_033337483.1	XP_037869782.1
OG0003837	XP_033336862.1, XP_033336863.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_033321599.1	XP_004928702.1
OG0003839	XP_033327285.1	XP_012546118.2
OG0003840	XP_033337710.1	XP_021203783.2
OG0003841	XP_033321529.1	XP_004923140.1
OG0003842	XP_033338467.1	XP_037874800.1
OG0003843	XP_033323380.1	NP_001091817.1, XP_021207544.1
OG0003845	XP_033322158.1	XP_004928709.1
OG0003846	XP_033322153.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_033322559.1	XP_012545390.1
OG0003848	XP_033328191.1, XP_033328190.1	XP_004924536.1
OG0003849	XP_033330235.1	XP_004931750.2
OG0003850	XP_033331462.1	XP_004928510.1
OG0003851	XP_033326421.1	XP_004928273.2
OG0003852	XP_033333810.1	XP_037872312.1
OG0003853	XP_033332014.1	XP_004931012.1
OG0003854	XP_033338399.1	XP_037875289.1
OG0003855	XP_033333307.1	XP_037870393.1
OG0003856	XP_033324636.1	XP_004925677.1
OG0003857	XP_033329287.1	XP_004932690.1
OG0003859	XP_033326925.1	XP_004922685.1
OG0003861	XP_033332382.1	NP_001243926.1, XP_012547732.1
OG0003863	XP_033320913.1, XP_033320912.1	XP_037873078.1
OG0003864	XP_033326931.1	XP_037867969.1
OG0003865	XP_033322204.1	XP_004923657.1
OG0003866	XP_033327656.1	NP_001274766.1, XP_004924935.1
OG0003867	XP_033329111.1	XP_012548833.1
OG0003868	XP_033325458.1	XP_037874329.1
OG0003869	XP_033335566.1	XP_021203303.2
OG0003870	XP_033342083.1	XP_004930744.1
OG0003871	XP_033331560.1	XP_037866929.1
OG0003872	XP_033329916.1	XP_004923397.1
OG0003873	XP_033341378.1, XP_033341374.1	XP_012550036.2
OG0003874	XP_033324314.1	XP_004924537.1
OG0003875	XP_033333220.1	XP_004922154.1
OG0003876	XP_033333865.1, XP_033333866.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_033334616.1	XP_037866550.1
OG0003878	XP_033342974.1	XP_037876197.1
OG0003879	XP_033325572.1	XP_004931440.3
OG0003880	XP_033329836.1	XP_012549422.1
OG0003881	XP_033328066.1	XP_004930195.2
OG0003882	XP_033322023.1	XP_012548006.1
OG0003883	XP_033327271.1	XP_004926044.1
OG0003884	XP_033321134.1	XP_021206275.1
OG0003885	XP_033338048.1, XP_033338044.1	XP_004926933.2
OG0003886	XP_033328541.1	NP_001040103.1
OG0003887	XP_033321844.1	NP_001040385.1
OG0003888	XP_033330617.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_033321982.1	XP_037871897.1
OG0003890	XP_033325506.1	XP_021206558.1
OG0003891	XP_033322252.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_033335678.1	XP_012551537.2
OG0003893	XP_033323415.1	XP_012548789.1
OG0003895	XP_033322621.1	XP_021205899.1
OG0003896	XP_033324500.1	NP_001037608.1, XP_012551933.1
OG0003899	XP_033323932.1	XP_004932565.2
OG0003900	XP_033339093.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_033328814.1	XP_004930363.1
OG0003902	XP_033332427.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_033337312.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_033323276.1	XP_037876679.1
OG0003905	XP_033334731.1	XP_004932076.1
OG0003906	XP_033327207.1	XP_037870494.1
OG0003907	XP_033325917.1	XP_004932080.1
OG0003908	XP_033329171.1	NP_001266361.1, XP_021204670.1
OG0003909	XP_033337716.1, XP_033337715.1, XP_033337714.1	NP_001188365.1
OG0003910	XP_033321523.1	XP_012548261.1
OG0003911	XP_033335725.1	XP_037872595.1
OG0003912	XP_033337650.1	XP_004921663.1
OG0003913	XP_033325707.1	XP_004933332.1
OG0003914	XP_033330739.1	XP_004930054.1
OG0003915	XP_033338232.1	XP_004933205.1
OG0003916	XP_033338903.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_033325748.1, XP_033325749.1	NP_001281215.1
OG0003918	XP_033339338.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_033325427.1	XP_037873191.1
OG0003920	XP_033339753.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_033326956.1	XP_004929517.1
OG0003922	XP_033332417.1	XP_037867021.1
OG0003923	XP_033334263.1	XP_037871340.1
OG0003924	XP_033338673.1	XP_004928216.2
OG0003925	XP_033338005.1	XP_037870734.1
OG0003926	XP_033325187.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_033328274.1	XP_012550651.2
OG0003928	XP_033325701.1	XP_004921744.1
OG0003929	XP_033340525.1	XP_004921712.1
OG0003930	XP_033320869.1	XP_012547705.1
OG0003931	XP_033323699.1	XP_004923823.1
OG0003932	XP_033333740.1	XP_004928355.1
OG0003933	XP_033320764.1	XP_004921981.1
OG0003934	XP_033339392.1	XP_004927651.1
OG0003935	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1	NP_001037257.1
OG0003936	XP_033332106.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_033339636.1	NP_001119719.1
OG0003938	XP_033330048.1, XP_033330047.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_033327147.1	XP_021203066.1
OG0003940	XP_033324651.1	XP_037868013.1
OG0003941	XP_033322389.1	XP_004932659.1
OG0003942	XP_033341934.1	XP_004925060.2
OG0003943	XP_033327985.1	XP_004930725.1
OG0003944	XP_033333101.1	XP_037867768.1
OG0003945	XP_033336735.1	XP_004929252.2
OG0003946	XP_033330548.1	XP_037872651.1
OG0003947	XP_033324423.1	XP_004923402.1
OG0003948	XP_033340237.1	NP_001296515.1
OG0003950	XP_033321438.1	XP_004931209.1
OG0003951	XP_033337863.1	XP_004928878.1
OG0003952	XP_033334568.1	XP_021208067.1
OG0003953	XP_033336513.1	XP_004925516.1
OG0003955	XP_033330034.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_033337075.1, XP_033337076.1	XP_037867435.1
OG0003957	XP_033330190.1	NP_001040543.1
OG0003958	XP_033324715.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_033331865.1, XP_033331952.1	XP_004931453.1
OG0003960	XP_033325991.1	XP_021203205.2
OG0003961	XP_033337382.1	XP_037872304.1
OG0003962	XP_033321577.1	XP_004926248.1
OG0003963	XP_033325930.1, XP_033325931.1	XP_004926026.1
OG0003964	XP_033325508.1	XP_037873074.1
OG0003965	XP_033328447.1, XP_033328312.1	XP_004923059.2
OG0003966	XP_033326242.1	XP_004927228.1
OG0003967	XP_033332275.1	XP_004930408.1
OG0003968	XP_033338987.1	XP_004926264.1
OG0003969	XP_033339135.1	XP_004929112.1
OG0003970	XP_033332735.1	XP_004931345.1
OG0003971	XP_033334640.1	XP_004929344.1
OG0003972	XP_033338359.1	XP_004926999.1
OG0003974	XP_033334431.1	XP_037868812.1
OG0003975	XP_033330375.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_033328036.1	XP_004927122.1
OG0003977	XP_033321575.1	XP_037867045.1
OG0003978	XP_033331373.1	NP_001037660.1
OG0003979	XP_033322472.1	XP_004927746.2
