Orthogroup	Megalopta_genalis	Anopheles_gambiae
OG0003992	XP_033329944.1	XP_308140.4
OG0003994	XP_033333503.1	XP_001689408.1
OG0003995	XP_033328141.1	XP_310142.4
OG0003996	XP_033321174.1	XP_317395.4
OG0003997	XP_033340204.1	XP_001689015.1
OG0003998	XP_033335568.1	XP_001688449.2
OG0003999	XP_033325146.1	XP_001238227.1
OG0004000	XP_033341965.1	XP_315213.4
OG0004001	XP_033329934.1	XP_001237062.2
OG0004002	XP_033325413.1	XP_315904.5, XP_003435730.1
OG0004003	XP_033321641.1	XP_553421.2
OG0004005	XP_033330045.1	XP_003436736.1, XP_001230869.2
OG0004006	XP_033339994.1, XP_033330286.1	XP_316519.4
OG0004008	XP_033339181.1, XP_033339180.1	XP_318925.4
OG0004009	XP_033340485.1	XP_001230840.3, XP_001230839.3
OG0004010	XP_033341593.1	XP_316790.4
OG0004011	XP_033339693.1	XP_318681.1
OG0004012	XP_033341110.1	XP_001688421.2
OG0004014	XP_033326339.1	XP_003437004.1, XP_310622.3, XP_320348.3
OG0004015	XP_033330754.1	XP_003437092.1, XP_311292.4
OG0004016	XP_033324486.1	XP_311166.5
OG0004017	XP_033323931.1, XP_033323930.1	XP_001688637.1
OG0004018	XP_033342253.1	XP_315551.1
OG0004019	XP_033321424.1	XP_001689221.1
OG0004020	XP_033333013.1	XP_003437151.1
OG0004021	XP_033327767.1	XP_310900.5
OG0004022	XP_033331233.1	XP_316825.5
OG0004023	XP_033330831.1	XP_001689316.2
OG0004026	XP_033324249.1	XP_003436438.1, XP_001231184.3
OG0004027	XP_033324437.1	XP_316189.4
OG0004029	XP_033338687.1	XP_317150.4
OG0004030	XP_033335801.1	XP_003436242.1, XP_003436243.1
OG0004033	XP_033322157.1	XP_555381.3
OG0004037	XP_033337835.1	XP_311349.5
OG0004038	XP_033337753.1	XP_321810.4
OG0004040	XP_033322755.1, XP_033322756.1	XP_307401.4
OG0004041	XP_033335715.1, XP_033335716.1, XP_033335717.1	XP_565006.2
OG0004042	XP_033337660.1, XP_033337659.1	XP_312101.5
OG0004043	XP_033332946.1	XP_314537.4
OG0004044	XP_033336871.1	XP_308352.4
OG0004045	XP_033324814.1	XP_312996.1
OG0004046	XP_033327715.1	XP_312561.3
OG0004047	XP_033321040.1	XP_321168.5
OG0004048	XP_033324426.1	XP_311026.4
OG0004049	XP_033326432.1	XP_001688807.1
OG0004050	XP_033326245.1	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2
OG0004051	XP_033327131.1	XP_321377.4
OG0004052	XP_033324904.1	XP_313802.5
OG0004053	XP_033327841.1	XP_564094.3
OG0004055	XP_033325854.1	XP_551859.3
OG0004056	XP_033333689.1, XP_033328139.1	XP_316308.4
OG0004058	XP_033341641.1	XP_312771.1
OG0004059	XP_033332597.1	XP_317121.2
OG0004060	XP_033338322.1	XP_308010.5
OG0004061	XP_033328494.1	XP_317494.1
OG0004062	XP_033323338.1	XP_003435760.1, XP_551677.4
OG0004063	XP_033322038.1, XP_033322039.1	XP_318961.4, XP_318960.4
OG0004064	XP_033332807.1	XP_001231048.2
OG0004065	XP_033320927.1	XP_321583.5
OG0004066	XP_033330174.1	XP_310825.3
OG0004067	XP_033329753.1	XP_313977.4
OG0004068	XP_033342699.1	XP_320290.4
OG0004069	XP_033325137.1	XP_311616.1
OG0004071	XP_033335772.1	XP_001688827.1, XP_316281.4
OG0004072	XP_033335919.1	XP_001689139.1
OG0004073	XP_033324274.1	XP_308326.4
OG0004074	XP_033340142.1	XP_314000.3
OG0004075	XP_033336268.1	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4
OG0004076	XP_033334884.1	XP_308369.3
OG0004077	XP_033341566.1	XP_313328.4
OG0004078	XP_033335262.1	XP_312472.2
OG0004079	XP_033329424.1	XP_320805.3
OG0004080	XP_033341960.1	XP_315852.4
OG0004082	XP_033332512.1	XP_318628.4
OG0004083	XP_033335654.1	XP_318065.4
OG0004084	XP_033342397.1, XP_033342388.1	XP_310358.7
OG0004085	XP_033339320.1	XP_316356.3
OG0004086	XP_033321036.1	XP_310930.5
OG0004087	XP_033324112.1	XP_311835.5
OG0004088	XP_033323181.1	XP_318883.4
OG0004089	XP_033320950.1	XP_555244.3
OG0004090	XP_033324499.1	XP_001237595.2
OG0004091	XP_033332255.1	XP_319154.4
OG0004092	XP_033336393.1	XP_317242.4
OG0004093	XP_033342664.1	XP_310688.5
OG0004094	XP_033331815.1	XP_311178.4
OG0004095	XP_033341435.1	XP_316020.4
OG0004096	XP_033321533.1	XP_559248.3
OG0004097	XP_033340611.1	XP_318918.2
OG0004098	XP_033333787.1, XP_033333788.1	XP_309835.2
OG0004099	XP_033324147.1	XP_321090.4
OG0004100	XP_033335103.1	XP_313152.3
OG0004101	XP_033327938.1	XP_314837.3
OG0004102	XP_033322058.1, XP_033322059.1	XP_003436465.1, XP_003436464.1
OG0004103	XP_033327481.1	XP_313432.5, XP_003436553.1, XP_003436554.1
OG0004105	XP_033332502.1	XP_319178.4
OG0004106	XP_033323152.1	XP_311153.3
OG0004107	XP_033328648.1	XP_001688851.1
OG0004109	XP_033328562.1	XP_563317.4
OG0004110	XP_033336066.1	XP_316345.4
OG0004111	XP_033322659.1	XP_314309.4
OG0004112	XP_033330519.1	XP_321635.1, XP_003435850.1
OG0004113	XP_033321509.1	XP_320525.4
OG0004114	XP_033331692.1, XP_033331693.1	XP_319407.2
OG0004116	XP_033336069.1	XP_001237507.3
OG0004117	XP_033331084.1	XP_001237803.2
OG0004119	XP_033332971.1	XP_319556.5
OG0004120	XP_033327992.1	XP_321666.3
OG0004121	XP_033325373.1	XP_321405.4
OG0004122	XP_033323224.1, XP_033323311.1	XP_309209.5
OG0004123	XP_033341538.1	XP_319749.3
OG0004124	XP_033330652.1	XP_316056.4, XP_556692.3
OG0004126	XP_033336424.1	XP_319248.3, XP_001238114.1, XP_553994.2
OG0004127	XP_033331460.1	XP_003436623.1
OG0004128	XP_033332862.1	XP_319393.4
OG0004129	XP_033327284.1	XP_314716.4
OG0004130	XP_033341534.1	XP_312574.4
OG0004131	XP_033339252.1	XP_309504.4
OG0004132	XP_033332977.1	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1
OG0004133	XP_033334852.1	XP_003436965.1
OG0004137	XP_033327692.1	XP_312668.4
OG0004138	XP_033329264.1	XP_307877.2
OG0004139	XP_033336654.1	XP_315254.3
OG0004140	XP_033341252.1, XP_033341254.1, XP_033341253.1	XP_001689102.1
OG0004141	XP_033326239.1	XP_316517.4
OG0004142	XP_033321553.1	XP_024667089.1, XP_001231059.2
OG0004143	XP_033325693.1	XP_001237118.2
OG0004144	XP_033326961.1	XP_319864.4
OG0004145	XP_033328108.1	XP_309941.4
OG0004146	XP_033330379.1	XP_315438.3
OG0004147	XP_033328598.1	XP_308817.4
OG0004148	XP_033342917.1	XP_001687765.2
OG0004149	XP_033325842.1	XP_001689259.1
OG0004150	XP_033322991.1	XP_318430.3
OG0004151	XP_033325564.1, XP_033325563.1	XP_316047.4
OG0004152	XP_033330510.1, XP_033330509.1	XP_555730.2
OG0004153	XP_033339152.1	XP_312247.5
OG0004154	XP_033341975.1	XP_563530.3
OG0004155	XP_033332973.1	XP_003436256.1, XP_312076.2
OG0004158	XP_033325435.1	XP_316619.4
OG0004159	XP_033333750.1	XP_316144.4
OG0004160	XP_033339597.1	XP_316661.5
OG0004162	XP_033338315.1	XP_310156.4
OG0004164	XP_033332171.1	XP_003435882.1
OG0004166	XP_033321585.1	XP_316078.4
OG0004167	XP_033341915.1	XP_310420.5, XP_003436638.1, XP_003436637.1
OG0004168	XP_033321754.1	XP_315532.3
OG0004169	XP_033323733.1, XP_033323732.1	XP_003436961.1, XP_310840.5
OG0004170	XP_033329247.1	XP_309924.4
OG0004171	XP_033326185.1	XP_310964.5
OG0004172	XP_033338968.1	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1
OG0004174	XP_033337674.1, XP_033337539.1	XP_308670.4
OG0004175	XP_033334279.1	XP_315524.4, XP_001688674.1
OG0004176	XP_033338337.1	XP_001237727.1, XP_315864.4
OG0004177	XP_033321658.1	XP_319569.4
OG0004178	XP_033325923.1	XP_001688110.1, XP_001688111.1, XP_308855.4
OG0004181	XP_033334981.1	XP_317116.4, XP_318879.3
OG0004182	XP_033334942.1	XP_001230685.2
OG0004183	XP_033340541.1	XP_001689011.1
OG0004184	XP_033324905.1	XP_320342.4
OG0004186	XP_033328832.1	XP_317615.4
OG0004187	XP_033336933.1, XP_033336932.1	XP_311316.3
OG0004188	XP_033322770.1, XP_033322768.1	XP_319883.4
OG0004189	XP_033330454.1	XP_317522.4
OG0004190	XP_033337490.1	XP_321498.4
OG0004191	XP_033331591.1	XP_308181.4
OG0004192	XP_033330114.1, XP_033330116.1, XP_033330115.1	XP_313788.4
OG0004194	XP_033334126.1	XP_307775.3
OG0004195	XP_033327217.1	XP_315995.1
OG0004196	XP_033323601.1	XP_556213.2, XP_555772.2
OG0004197	XP_033339604.1	XP_315391.4, XP_001688652.1, XP_001688653.1
OG0004198	XP_033340195.1	XP_001238086.1, XP_319104.4
OG0004201	XP_033331445.1	XP_310532.5
OG0004202	XP_033340333.1	XP_320050.4
OG0004203	XP_033339572.1	XP_308842.4
OG0004204	XP_033338282.1	XP_001237405.2, XP_311914.3, XP_001237474.3
OG0004206	XP_033331981.1	XP_308698.4
OG0004207	XP_033337080.1	XP_312766.5
OG0004209	XP_033340320.1	XP_003436488.1, XP_311764.4
OG0004211	XP_033324604.1	XP_003436790.1
OG0004212	XP_033340645.1	XP_001689214.1
OG0004213	XP_033324224.1, XP_033324168.1	XP_312547.4
OG0004214	XP_033333502.1	XP_003436169.1, XP_563560.4, XP_312069.3
OG0004215	XP_033340986.1, XP_033340984.1	XP_319187.4
OG0004216	XP_033339160.1	XP_307795.3
OG0004217	XP_033323709.1	XP_001689380.1
OG0004218	XP_033341230.1, XP_033341232.1	XP_001687842.2
OG0004219	XP_033340411.1	XP_314287.3
OG0004220	XP_033335352.1	XP_318886.3
OG0004223	XP_033337233.1	XP_318483.1, XP_003436691.1
OG0004224	XP_033331159.1	XP_309683.5, XP_003436491.1
OG0004225	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1	XP_001687807.1, XP_001688425.2
OG0004227	XP_033323141.1, XP_033323138.1, XP_033323140.1	XP_308443.4
OG0004229	XP_033329540.1, XP_033329621.1	XP_315442.4
OG0004230	XP_033336093.1, XP_033336098.1	XP_315606.4
OG0004231	XP_033341639.1, XP_033341636.1	XP_310950.5
OG0004232	XP_033341610.1, XP_033341677.1	XP_316514.4
OG0004233	XP_033341556.1	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1
OG0004234	XP_033334032.1, XP_033334033.1, XP_033334031.1	XP_001688546.1
OG0004235	XP_033338263.1	XP_566098.3
OG0004236	XP_033339410.1	XP_315047.4
OG0004237	XP_033322121.1	XP_318914.4
OG0004238	XP_033334902.1	XP_552873.2, XP_319730.4
OG0004239	XP_033323175.1	XP_319835.4
OG0004240	XP_033333722.1	XP_317196.4
OG0004241	XP_033340179.1	XP_001688994.1
OG0004242	XP_033328807.1, XP_033328640.1, XP_033328639.1	XP_310918.5
OG0004245	XP_033332887.1	XP_310404.4
OG0004246	XP_033327068.1, XP_033327067.1, XP_033342591.1	XP_309135.1
OG0004247	XP_033336106.1, XP_033336101.1, XP_033339827.1	XP_312497.5
OG0004248	XP_033332297.1	XP_311402.2
OG0004249	XP_033324359.1	XP_313558.5
OG0004250	XP_033333922.1	XP_003436772.1
OG0004251	XP_033334607.1	XP_311062.5
OG0004252	XP_033325132.1	XP_311836.5
OG0004253	XP_033341371.1, XP_033341370.1	XP_317481.4
OG0004275	XP_033339474.1	XP_321541.4, XP_003435881.1
OG0004276	XP_033333698.1, XP_033333646.1	XP_320252.4
OG0004277	XP_033325536.1	XP_316033.4
OG0004278	XP_033333964.1	XP_313760.4
OG0004279	XP_033338941.1	XP_321619.3
OG0004280	XP_033333228.1	XP_321163.4
OG0004281	XP_033328869.1	XP_315590.3
OG0004282	XP_033329712.1	XP_552798.3
OG0004283	XP_033339802.1	XP_321155.3
OG0004284	XP_033326365.1, XP_033325326.1	XP_313275.3
OG0004285	XP_033328338.1	XP_308285.3
OG0004286	XP_033341008.1	XP_320669.4
OG0004287	XP_033332933.1	XP_310452.5
OG0004288	XP_033341849.1	XP_321802.3
OG0004289	XP_033335283.1	XP_312991.3
OG0004290	XP_033336139.1	XP_308524.4
OG0004291	XP_033322467.1	XP_310934.4
OG0004292	XP_033331203.1	XP_309527.3
OG0004293	XP_033329412.1	XP_309304.3
OG0004294	XP_033341494.1	XP_001689266.1, XP_001689265.1, XP_552180.1
OG0004297	XP_033321441.1	XP_319630.2
OG0004298	XP_033325440.1	XP_563593.1
OG0004299	XP_033332259.1	XP_003437123.1, XP_316835.4
OG0004300	XP_033322577.1	XP_309200.2
OG0004301	XP_033324328.1	XP_307798.4
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_315417.4
OG0004303	XP_033338153.1	XP_319722.3
OG0004304	XP_033327167.1	XP_317299.3
OG0004306	XP_033336559.1	XP_311387.3
OG0004307	XP_033332554.1, XP_033332553.1	XP_320804.4
OG0004308	XP_033338882.1, XP_033338883.1	XP_001689366.2
OG0004309	XP_033321502.1, XP_033321501.1	XP_314243.4
OG0004310	XP_033340181.1, XP_033340180.1	XP_314752.3
OG0004311	XP_033342951.1	XP_317337.3
OG0004312	XP_033333144.1	XP_308769.2
OG0004313	XP_033334336.1	XP_311332.4
OG0004314	XP_033334921.1	XP_310190.3
OG0004315	XP_033323797.1	XP_316499.2
OG0004316	XP_033323977.1	XP_312474.4
OG0004317	XP_033321198.1, XP_033330901.1	XP_317881.2
OG0004318	XP_033331201.1, XP_033331202.1	XP_558148.1, XP_314575.2
OG0004320	XP_033325664.1	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1
OG0004321	XP_033334017.1	XP_320235.4
OG0004322	XP_033331586.1	XP_315390.3
OG0004324	XP_033331702.1	XP_003435869.1
OG0004325	XP_033343107.1, XP_033320760.1	XP_321348.3
OG0004326	XP_033324072.1	XP_322016.4
OG0004327	XP_033328072.1	XP_313697.4
OG0004328	XP_033336349.1	XP_321089.4, XP_003435981.1
OG0004329	XP_033340657.1	XP_317780.4
OG0004330	XP_033329413.1	XP_312755.2
OG0004331	XP_033325613.1, XP_033325614.1	XP_311286.5
OG0004332	XP_033321551.1	XP_311310.1
OG0004333	XP_033342753.1	XP_311779.4
OG0004334	XP_033321536.1	XP_314997.3
OG0004335	XP_033340866.1	XP_001238387.2
OG0004336	XP_033337215.1	XP_311750.4
OG0004337	XP_033336294.1	XP_315508.4, XP_001688671.1, XP_001688670.1
OG0004338	XP_033332711.1	XP_318578.3
OG0004339	XP_033341728.1	XP_318431.5
OG0004340	XP_033325903.1	XP_319922.4
OG0004341	XP_033321766.1	XP_318896.3
OG0004343	XP_033333847.1	XP_317435.3
OG0004344	XP_033321625.1	XP_311859.5
OG0004345	XP_033337449.1	XP_307896.3
OG0004346	XP_033325794.1	XP_320535.3
OG0004347	XP_033333696.1	XP_317030.3
OG0004348	XP_033332506.1	XP_312296.5
OG0004349	XP_033340220.1	XP_321407.3
OG0004350	XP_033329270.1	XP_307264.3
OG0004351	XP_033340144.1	XP_313999.2
OG0004352	XP_033325784.1	XP_562238.4
OG0004353	XP_033340970.1	XP_001688044.1
OG0004354	XP_033327727.1, XP_033327736.1	XP_309347.4
OG0004355	XP_033338010.1, XP_033338011.1	XP_312461.3
OG0004356	XP_033332919.1	XP_311025.2
OG0004357	XP_033340869.1	XP_003437031.1, XP_565769.4
OG0004358	XP_033335005.1	XP_314490.4
OG0004359	XP_033322427.1	XP_308962.3
OG0004360	XP_033327986.1	XP_310387.5
OG0004361	XP_033333459.1	XP_321795.2
OG0004362	XP_033341633.1	XP_313003.4
OG0004363	XP_033342782.1	XP_556483.3
OG0004364	XP_033326968.1, XP_033326966.1	XP_315443.3
OG0004365	XP_033336399.1, XP_033336400.1	XP_001688522.1
OG0004366	XP_033334262.1	XP_317046.2
OG0004367	XP_033321366.1	XP_312972.5
OG0004368	XP_033328073.1	XP_311037.3
OG0004369	XP_033323577.1	XP_314876.4
OG0004370	XP_033321552.1	XP_001688524.1, XP_314102.2
OG0004371	XP_033322761.1, XP_033322758.1, XP_033322759.1	XP_316567.4
OG0004372	XP_033341848.1	XP_321106.4, XP_003435977.1
OG0004373	XP_033333658.1	XP_310479.5
OG0004374	XP_033329922.1	XP_319927.3
OG0004375	XP_033322586.1	XP_317168.1
OG0004376	XP_033331267.1	XP_316497.2
OG0004377	XP_033340909.1	XP_310437.4, XP_003436642.1, XP_003436643.1
OG0004378	XP_033329642.1	XP_559130.1
OG0004379	XP_033322541.1	XP_319397.4
OG0004380	XP_033325338.1	XP_313555.2, XP_003436771.1
OG0004381	XP_033334437.1	XP_313959.3
OG0004382	XP_033334606.1	XP_310797.5
OG0004383	XP_033327476.1	XP_001687889.1, XP_308303.3
OG0004384	XP_033321125.1	XP_560526.4, XP_307660.4, XP_319353.4
OG0004385	XP_033341596.1	XP_562397.3
OG0004386	XP_033332560.1, XP_033332558.1	XP_315624.3
OG0004387	XP_033337641.1	XP_318983.3
OG0004388	XP_033328560.1, XP_033328559.1	XP_316948.4
OG0004389	XP_033323330.1	XP_319206.4
OG0004390	XP_033325323.1	XP_313986.4
OG0004391	XP_033340296.1	XP_315850.3
OG0004392	XP_033329118.1	XP_312031.5, XP_003436278.1
OG0004393	XP_033334833.1, XP_033334679.1, XP_033334678.1	XP_321918.4
OG0004394	XP_033333448.1	XP_321075.3
OG0004395	XP_033326847.1	XP_318420.5
OG0004396	XP_033331513.1	XP_308224.3
OG0004397	XP_033336670.1, XP_033336671.1	XP_308644.4
OG0004398	XP_033326441.1	XP_319908.4
OG0004401	XP_033328952.1	XP_309580.4, XP_001237244.2
OG0004402	XP_033334541.1	XP_307863.1
OG0004403	XP_033324497.1	XP_308013.5
OG0004404	XP_033320775.1	XP_320142.3
OG0004406	XP_033325886.1, XP_033325889.1, XP_033325885.1	XP_316876.5
OG0004407	XP_033321914.1	XP_321320.5
OG0004408	XP_033321072.1	XP_320152.4
OG0004409	XP_033326786.1	XP_311589.4
OG0004410	XP_033334243.1	XP_560403.3
OG0004411	XP_033337393.1	XP_308839.2
OG0004412	XP_033342511.1	XP_314028.3
OG0004413	XP_033331250.1	XP_001688479.1, XP_313945.3
OG0004414	XP_033325661.1	XP_316150.4
OG0004415	XP_033334082.1	XP_313866.5
OG0004416	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1	XP_556948.3
OG0004417	XP_033325241.1	XP_313741.5
OG0004418	XP_033325600.1	XP_024667075.1
OG0004419	XP_033340085.1	XP_001237538.3, XP_001688459.2
OG0004420	XP_033327110.1	XP_320432.3
OG0004421	XP_033336105.1	XP_001688688.1, XP_001230832.1, XP_003436476.1
OG0004422	XP_033339233.1	XP_313187.5
OG0004423	XP_033341905.1	XP_319791.4
OG0004424	XP_033322280.1	XP_314342.3
OG0004425	XP_033322790.1	XP_317243.4
OG0004426	XP_033327972.1	XP_317593.4
OG0004427	XP_033321650.1	XP_318657.4
OG0004428	XP_033325737.1	XP_308965.3
OG0004429	XP_033331101.1	XP_003437020.1
OG0004430	XP_033339275.1	XP_003436927.1, XP_310982.3
OG0004431	XP_033324709.1	XP_313450.5
OG0004432	XP_033333014.1	XP_315449.4
OG0004434	XP_033324643.1	XP_001231086.2, XP_554563.3
OG0004436	XP_033326626.1	XP_001237457.2, XP_312362.3
OG0004437	XP_033336741.1	XP_312149.4
OG0004438	XP_033336225.1	XP_312262.4
OG0004439	XP_033342142.1	XP_308308.4, XP_001687891.1
OG0004440	XP_033336223.1	XP_320387.3
OG0004441	XP_033333292.1	XP_321146.5
OG0004442	XP_033336786.1, XP_033336785.1	XP_316678.1
OG0004443	XP_033336924.1	XP_317854.4
OG0004445	XP_033322148.1	XP_310837.5
OG0004446	XP_033333193.1	XP_001238182.2
OG0004447	XP_033332273.1	XP_566117.4
OG0004448	XP_033338635.1	XP_314928.2
OG0004449	XP_033341987.1	XP_311519.3
OG0004450	XP_033335516.1	XP_310814.5
OG0004451	XP_033326039.1	XP_316391.4, XP_001688854.1, XP_001688853.1
OG0004452	XP_033332415.1	XP_003436887.1, XP_311627.4, XP_003436886.1
OG0004453	XP_033334142.1	XP_308414.4
OG0004454	XP_033331396.1	XP_313307.5
OG0004455	XP_033328184.1	XP_312924.4, XP_312923.4
OG0004457	XP_033330646.1	XP_563061.3
OG0004458	XP_033329068.1	XP_316653.4
OG0004459	XP_033327036.1	XP_322065.3
OG0004460	XP_033335181.1	XP_307583.2, XP_313198.5
OG0004461	XP_033323374.1	XP_310157.4
OG0004462	XP_033330081.1	XP_003436977.1
OG0004463	XP_033328990.1, XP_033328988.1	XP_313387.4
OG0004464	XP_033330332.1	XP_315099.3, XP_003436770.1, XP_001688614.1
OG0004465	XP_033328514.1	XP_003437046.1, XP_310457.5
OG0004466	XP_033323921.1	XP_314849.2
OG0004467	XP_033331223.1	XP_317019.4
OG0004468	XP_033331176.1, XP_033339890.1	XP_317424.4
OG0004469	XP_033342601.1	XP_314026.4
OG0004470	XP_033333260.1	XP_313821.3
OG0004471	XP_033324187.1	XP_314945.1
OG0004472	XP_033326965.1	XP_309363.3
OG0004473	XP_033325674.1	XP_315205.4
OG0004475	XP_033333069.1	XP_313608.5
OG0004476	XP_033342786.1, XP_033342785.1, XP_033342784.1	XP_308218.4
OG0004478	XP_033340090.1	XP_314540.4
OG0004479	XP_033331199.1, XP_033331200.1, XP_033331197.1	XP_317371.3
OG0004480	XP_033337052.1	XP_315531.3
OG0004481	XP_033321624.1	XP_318161.4
OG0004482	XP_033321129.1	XP_314011.4
OG0004483	XP_033342606.1, XP_033342607.1, XP_033342608.1	XP_310873.5
OG0004484	XP_033324084.1, XP_033324076.1	XP_320042.3
OG0004485	XP_033326938.1	XP_309080.4, XP_001237175.2
OG0004486	XP_033341555.1	XP_312626.4
OG0004487	XP_033342098.1	XP_311891.3, XP_003436345.1, XP_003436344.1
OG0004489	XP_033332893.1	XP_320903.3
OG0004490	XP_033330574.1	XP_561433.2, XP_309710.1
OG0004491	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1	XP_310115.3
OG0004492	XP_033337836.1	XP_320194.4
OG0004493	XP_033336764.1	XP_321936.5, XP_003435780.1, XP_003435779.1
OG0004494	XP_033331593.1	XP_320943.5
OG0004495	XP_033338410.1	XP_308217.4
OG0004496	XP_033322515.1	XP_320863.4
OG0004498	XP_033331696.1	XP_316179.4
OG0004499	XP_033326514.1	XP_321476.5
OG0004501	XP_033330150.1	XP_319778.4
OG0004502	XP_033329364.1	XP_318274.4
OG0004503	XP_033324256.1	XP_319693.4
OG0004505	XP_033339026.1, XP_033339027.1	XP_552411.3
OG0004506	XP_033333002.1	XP_314009.4
OG0004507	XP_033341488.1	XP_317460.3
OG0004508	XP_033334596.1	XP_319580.4
OG0004509	XP_033331063.1	XP_308943.4
OG0004510	XP_033322329.1	XP_003436116.1, XP_312542.5, XP_003436115.1
OG0004511	XP_033337077.1	XP_319901.2
OG0004512	XP_033338698.1	XP_318487.4
OG0004513	XP_033341076.1	XP_314020.2
OG0004514	XP_033329899.1	XP_565448.3
OG0004515	XP_033326967.1	XP_320293.4
OG0004516	XP_033337129.1, XP_033337128.1	XP_320917.3
OG0004517	XP_033341850.1, XP_033342108.1	XP_319699.3
OG0004518	XP_033327435.1	XP_313825.5
OG0004519	XP_033334834.1	XP_312476.5, XP_003436137.1
OG0004520	XP_033331409.1	XP_311560.3
OG0004521	XP_033322669.1	XP_312281.3
OG0004524	XP_033340222.1, XP_033333527.1	XP_311196.5
OG0004525	XP_033332457.1	XP_310396.7
OG0004526	XP_033335449.1	XP_316389.4
OG0004527	XP_033322028.1	XP_317231.4
OG0004528	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1	XP_315562.4
OG0004529	XP_033328395.1	XP_307193.3, XP_309656.4, XP_309429.5
OG0004530	XP_033337030.1	XP_001230510.1, XP_001688268.1
OG0004531	XP_033339700.1	XP_311484.3
OG0004532	XP_033337495.1	XP_001237573.2, XP_001237572.1, XP_558110.3
OG0004533	XP_033337914.1, XP_033337913.1	XP_318516.3
OG0004534	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_309957.4
OG0004535	XP_033334112.1	XP_564464.3
OG0004536	XP_033320977.1	XP_312266.1
OG0004537	XP_033326963.1	XP_564217.3
OG0004538	XP_033341948.1	XP_001688307.1
OG0004540	XP_033338742.1	XP_313854.3
OG0004541	XP_033340389.1	XP_313014.4
OG0004542	XP_033326918.1	XP_319665.4
OG0004543	XP_033340245.1	XP_001230957.2
OG0004544	XP_033324305.1	XP_309636.5
OG0004545	XP_033332425.1	XP_319959.4
OG0004546	XP_033337832.1	XP_311348.4
OG0004547	XP_033339224.1	XP_003436710.1, XP_003436709.1
OG0004549	XP_033334060.1	XP_316811.4
OG0004550	XP_033331358.1	XP_001230842.3
OG0004551	XP_033337297.1	XP_559429.3, XP_001688873.1, XP_559379.4
OG0004552	XP_033333070.1	XP_313610.2
OG0004553	XP_033323800.1	XP_309945.3
OG0004554	XP_033334246.1	XP_310544.5
OG0004555	XP_033328254.1, XP_033328255.1, XP_033328256.1	XP_313770.4
OG0004556	XP_033331769.1	XP_564818.3
OG0004558	XP_033339217.1	XP_550843.2
OG0004559	XP_033334486.1	XP_307963.4
