Orthogroup	Megalopta_genalis	Megachile_rotundata
OG0003870	XP_033342083.1	XP_003701492.1, XP_012136406.1, XP_012136405.1
OG0003871	XP_033331560.1	XP_012153854.1
OG0003872	XP_033329916.1	XP_003707534.1
OG0003873	XP_033341378.1, XP_033341374.1	XP_012147981.1, XP_012147979.1
OG0003874	XP_033324314.1	XP_012139180.1, XP_003702633.1
OG0003875	XP_033333220.1	XP_003703451.1
OG0003876	XP_033333865.1, XP_033333866.1	XP_012146738.1, XP_012146737.1
OG0003877	XP_033334616.1	XP_003703154.1
OG0003878	XP_033342974.1	XP_012147897.1
OG0003879	XP_033325572.1	XP_003707550.1
OG0003880	XP_033329836.1	XP_003704002.2
OG0003881	XP_033328066.1	XP_003702646.1
OG0003882	XP_033322023.1	XP_012147066.1, XP_003699901.1
OG0003883	XP_033327271.1	XP_012135856.1
OG0003884	XP_033321134.1	XP_003701870.1
OG0003885	XP_033338048.1, XP_033338044.1	XP_003700813.2
OG0003886	XP_033328541.1	XP_003703823.1
OG0003887	XP_033321844.1	XP_012152382.1
OG0003888	XP_033330617.1	XP_012147633.1, XP_012147632.1
OG0003889	XP_033321982.1	XP_003699897.1
OG0003890	XP_033325506.1	XP_012140295.1
OG0003891	XP_033322252.1	XP_003699602.2
OG0003892	XP_033335678.1	XP_003702992.1
OG0003893	XP_033323415.1	XP_003707161.1
OG0003894	XP_033331681.1	XP_012148763.1
OG0003895	XP_033322621.1	XP_012146620.1
OG0003896	XP_033324500.1	XP_003701991.1
OG0003898	XP_033323926.1	XP_003702523.1
OG0003899	XP_033323932.1	XP_003705474.1
OG0003900	XP_033339093.1	XP_003703602.2
OG0003901	XP_033328814.1	XP_003703760.1
OG0003902	XP_033332427.1	XP_012144518.1
OG0003903	XP_033337312.1	XP_012143312.1
OG0003904	XP_033323276.1	XP_003704049.1
OG0003905	XP_033334731.1	XP_012154567.1, XP_003700584.1, XP_012154570.1, XP_012154568.1
OG0003906	XP_033327207.1	XP_003708449.1
OG0003907	XP_033325917.1	XP_012149065.1
OG0003908	XP_033329171.1	XP_012140839.1
OG0003909	XP_033337716.1, XP_033337715.1, XP_033337714.1	XP_003706451.1
OG0003910	XP_033321523.1	XP_003701944.2
OG0003911	XP_033335725.1	XP_012144692.1
OG0003912	XP_033337650.1	XP_012135851.1
OG0003913	XP_033325707.1	XP_012149247.1, XP_003706901.1
OG0003914	XP_033330739.1	XP_003705440.1
OG0003915	XP_033338232.1	XP_003702109.1
OG0003916	XP_033338903.1	XP_003706442.1
OG0003917	XP_033325748.1, XP_033325749.1	XP_012140042.1
OG0003918	XP_033339338.1	XP_012140726.1
OG0003919	XP_033325427.1	XP_003706845.1
OG0003920	XP_033339753.1	XP_003702387.1
OG0003921	XP_033326956.1	XP_003700822.2
OG0003922	XP_033332417.1	XP_003708055.1
OG0003923	XP_033334263.1	XP_012136728.1, XP_012136729.1
OG0003924	XP_033338673.1	XP_012140102.1
OG0003925	XP_033338005.1	XP_003707136.1
OG0003926	XP_033325187.1	XP_012144395.1
OG0003927	XP_033328274.1	XP_003704409.1
OG0003928	XP_033325701.1	XP_003700368.1
OG0003929	XP_033340525.1	XP_012147067.1
OG0003930	XP_033320869.1	XP_012143602.1
OG0003931	XP_033323699.1	XP_003703308.1
OG0003932	XP_033333740.1	XP_012150746.1
OG0003933	XP_033320764.1	XP_003705822.1, XP_012146724.1
OG0003934	XP_033339392.1	XP_003705699.1
OG0003935	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1	XP_003706904.1
OG0003936	XP_033332106.1	XP_003706508.1
OG0003937	XP_033339636.1	XP_003700254.1
OG0003938	XP_033330048.1, XP_033330047.1	XP_012143785.1
OG0003939	XP_033327147.1	XP_012143171.1, XP_003704446.1
OG0003940	XP_033324651.1	XP_003699619.1
OG0003941	XP_033322389.1	XP_003708651.1
OG0003942	XP_033341934.1	XP_012136698.1
OG0003943	XP_033327985.1	XP_003702648.2, XP_012139115.1
OG0003944	XP_033333101.1	XP_012146125.1, XP_003705658.1
OG0003945	XP_033336735.1	XP_003708375.1, XP_012152722.1
OG0003946	XP_033330548.1	XP_012137534.1
OG0003947	XP_033324423.1	XP_012137635.1
OG0003948	XP_033340237.1	XP_003702705.1
OG0003951	XP_033337863.1	XP_003701134.1
OG0003952	XP_033334568.1	XP_003701778.1
OG0003953	XP_033336513.1	XP_012138981.1, XP_003702580.1
OG0003955	XP_033330034.1	XP_003701330.1
OG0003956	XP_033337075.1, XP_033337076.1	XP_012142100.1
OG0003957	XP_033330190.1	XP_003704175.1
OG0003958	XP_033324715.1	XP_003704735.1
OG0003959	XP_033331865.1, XP_033331952.1	XP_012153105.1
OG0003960	XP_033325991.1	XP_003700369.1
OG0003961	XP_033337382.1	XP_012144868.1
OG0003962	XP_033321577.1	XP_003702346.1
OG0003963	XP_033325930.1, XP_033325931.1	XP_003706902.2
OG0003964	XP_033325508.1	XP_003706837.1
OG0003965	XP_033328447.1, XP_033328312.1	XP_003708476.1
OG0003966	XP_033326242.1	XP_003704104.1
OG0003968	XP_033338987.1	XP_003700354.1
OG0003969	XP_033339135.1	XP_003701672.1
OG0003970	XP_033332735.1	XP_003705231.1, XP_012145141.1
OG0003971	XP_033334640.1	XP_012142732.1, XP_003704425.1
OG0003972	XP_033338359.1	XP_003700352.1
OG0003973	XP_033333951.1	XP_012150411.1
OG0003974	XP_033334431.1	XP_003700992.1
OG0003975	XP_033330375.1	XP_012146078.1
OG0003976	XP_033328036.1	XP_012149913.1
OG0003977	XP_033321575.1	XP_003702282.1
OG0003978	XP_033331373.1	XP_012144420.1
OG0003979	XP_033322472.1	XP_003704573.1
OG0003980	XP_033342446.1	XP_003699230.1
OG0003981	XP_033322359.1, XP_033322360.1	XP_003708590.1
OG0003982	XP_033335070.1, XP_033335071.1	XP_003699510.1
OG0003983	XP_033328374.1	XP_003702407.1
OG0003984	XP_033330727.1	XP_012138440.1
OG0003985	XP_033324776.1, XP_033324777.1	XP_012145396.1, XP_012145394.1
OG0003986	XP_033325651.1	XP_003706246.1
OG0003987	XP_033340170.1	XP_003705045.1
OG0003988	XP_033327814.1	XP_012145626.1
OG0003989	XP_033326381.1	XP_003704283.1
OG0003990	XP_033326400.1	XP_012140561.1
OG0003991	XP_033324566.1	XP_012147790.1, XP_012147789.1, XP_012147788.1, XP_012147791.1
OG0003992	XP_033329944.1	XP_012145858.1, XP_012145857.1, XP_003705524.1
OG0003994	XP_033333503.1	XP_012143550.1, XP_012143548.1
OG0003995	XP_033328141.1	XP_012152332.1, XP_012152331.1
OG0003996	XP_033321174.1	XP_012153956.1, XP_012153957.1
OG0003997	XP_033340204.1	XP_012138172.1
OG0003998	XP_033335568.1	XP_012138947.1
OG0003999	XP_033325146.1	XP_012136065.1
OG0004000	XP_033341965.1	XP_003701457.1
OG0004001	XP_033329934.1	XP_003707525.1, XP_012150468.1, XP_012150467.1, XP_012150469.1
OG0004002	XP_033325413.1	XP_012149462.1
OG0004003	XP_033321641.1	XP_012152284.1
OG0004005	XP_033330045.1	XP_012143798.1
OG0004006	XP_033339994.1, XP_033330286.1	XP_012140438.1
OG0004007	XP_033341324.1, XP_033341318.1, XP_033341321.1, XP_033341322.1, XP_033341326.1, XP_033341325.1, XP_033341323.1, XP_033341319.1	XP_012151780.1
OG0004008	XP_033339181.1, XP_033339180.1	XP_012150176.1
OG0004009	XP_033340485.1	XP_012145820.1
OG0004010	XP_033341593.1	XP_012146777.1, XP_003705908.2
OG0004011	XP_033339693.1	XP_003703198.1
OG0004012	XP_033341110.1	XP_012151554.1
OG0004013	XP_033340241.1	XP_012143720.1
OG0004014	XP_033326339.1	XP_012134778.1, XP_012134777.1
OG0004015	XP_033330754.1	XP_003702354.1, XP_012138465.1
OG0004016	XP_033324486.1	XP_012138614.1
OG0004017	XP_033323931.1, XP_033323930.1	XP_012137429.1
OG0004018	XP_033342253.1	XP_012135436.1, XP_003699291.1
OG0004019	XP_033321424.1	XP_012145125.1
OG0004020	XP_033333013.1	XP_003700166.1
OG0004021	XP_033327767.1	XP_012143437.1
OG0004022	XP_033331233.1	XP_003703979.1
OG0004023	XP_033330831.1	XP_003701947.1
OG0004025	XP_033327766.1, XP_033327768.1	XP_003701062.1
OG0004026	XP_033324249.1	XP_012153638.1
OG0004027	XP_033324437.1	XP_003699403.1
OG0004028	XP_033325730.1, XP_033325731.1	XP_012149461.1
OG0004029	XP_033338687.1	XP_012154257.1
OG0004030	XP_033335801.1	XP_003708276.1
OG0004032	XP_033341547.1	XP_012151762.1
OG0004033	XP_033322157.1	XP_012145927.1
OG0004035	XP_033327249.1	XP_003701212.1
OG0004037	XP_033337835.1	XP_003707191.1
OG0004038	XP_033337753.1	XP_012144781.1
OG0004040	XP_033322755.1, XP_033322756.1	XP_003702698.1
OG0004041	XP_033335715.1, XP_033335716.1, XP_033335717.1	XP_003708267.1
OG0004042	XP_033337660.1, XP_033337659.1	XP_003706454.1
OG0004043	XP_033332946.1	XP_012150375.1, XP_012150384.1
OG0004044	XP_033336871.1	XP_012142064.1, XP_003703920.1
OG0004045	XP_033324814.1	XP_003701424.1
OG0004046	XP_033327715.1	XP_003703384.2
OG0004047	XP_033321040.1	XP_012146673.1
OG0004048	XP_033324426.1	XP_003708126.1
OG0004049	XP_033326432.1	XP_003699875.1
OG0004050	XP_033326245.1	XP_012142470.1
OG0004051	XP_033327131.1	XP_003706173.1
OG0004052	XP_033324904.1	XP_012143914.1, XP_012143912.1
OG0004053	XP_033327841.1	XP_012152460.1, XP_003708253.1
OG0004054	XP_033326246.1	XP_012142491.1, XP_012142489.1
OG0004055	XP_033325854.1	XP_012149106.1
OG0004056	XP_033333689.1, XP_033328139.1	XP_012139122.1
OG0004058	XP_033341641.1	XP_003705991.1
OG0004059	XP_033332597.1	XP_012147920.1
OG0004060	XP_033338322.1	XP_012137318.1
OG0004061	XP_033328494.1	XP_012143030.1
OG0004062	XP_033323338.1	XP_012149275.1
OG0004063	XP_033322038.1	XP_003699873.1
OG0004064	XP_033332807.1	XP_003707486.1, XP_003708673.1
OG0004065	XP_033320927.1	XP_003704592.2
OG0004066	XP_033330174.1	XP_003704280.1
OG0004067	XP_033329753.1	XP_012147593.1
OG0004068	XP_033342699.1	XP_012147059.1, XP_012147144.1
OG0004069	XP_033325137.1	XP_003700436.1
OG0004071	XP_033335772.1	XP_012144555.1
OG0004072	XP_033335919.1	XP_012152617.1, XP_003708280.1, XP_012152618.1
OG0004073	XP_033324274.1	XP_003708397.1, XP_012152943.1
OG0004074	XP_033340142.1	XP_012144715.1
OG0004075	XP_033336268.1	XP_003702797.1
OG0004076	XP_033334884.1	XP_003707746.1
OG0004077	XP_033341566.1	XP_012147016.1
OG0004078	XP_033335262.1	XP_003707854.1
OG0004079	XP_033329424.1	XP_012150402.1, XP_012150408.1
OG0004080	XP_033341960.1	XP_012136558.1
OG0004081	XP_033342953.1	XP_012146387.1, XP_012146386.1
OG0004082	XP_033332512.1	XP_003704090.1
OG0004083	XP_033335654.1	XP_003702971.1
OG0004084	XP_033342397.1, XP_033342388.1	XP_003708553.1
OG0004085	XP_033339320.1	XP_012148866.1
OG0004086	XP_033321036.1	XP_003708646.1
OG0004087	XP_033324112.1	XP_003707317.1
OG0004088	XP_033323181.1	XP_012136893.1
OG0004090	XP_033324499.1	XP_003701978.1
OG0004091	XP_033332255.1	XP_003706497.2, XP_003706580.1
OG0004092	XP_033336393.1	XP_003708359.2
OG0004093	XP_033342664.1	XP_012135672.1
OG0004094	XP_033331815.1	XP_003708512.2
OG0004095	XP_033341435.1	XP_012151812.1
OG0004096	XP_033321533.1	XP_003700960.1
OG0004097	XP_033340611.1	XP_003703085.1
OG0004098	XP_033333787.1, XP_033333788.1	XP_012137303.1
OG0004099	XP_033324147.1	XP_003699437.1
OG0004100	XP_033335103.1	XP_003707813.1
OG0004101	XP_033327938.1	XP_012146504.1
OG0004102	XP_033322058.1, XP_033322059.1	XP_003704044.1
OG0004103	XP_033327481.1	XP_012138759.1
OG0004106	XP_033323152.1	XP_012135316.1, XP_012135315.1
OG0004107	XP_033328648.1	XP_012147851.1
OG0004108	XP_033325537.1	XP_003703199.1
OG0004109	XP_033328562.1	XP_012147913.1
OG0004110	XP_033336066.1	XP_012144948.1
OG0004111	XP_033322659.1	XP_012137034.1
OG0004112	XP_033330519.1	XP_012139998.1
OG0004113	XP_033321509.1	XP_003701621.1
OG0004114	XP_033331692.1, XP_033331693.1	XP_003706829.1
OG0004116	XP_033336069.1	XP_012144529.1
OG0004117	XP_033331084.1	XP_012146647.1
OG0004118	XP_033339383.1	XP_012144553.1
OG0004119	XP_033332971.1	XP_012148178.1
OG0004120	XP_033327992.1	XP_003707290.1
OG0004121	XP_033325373.1	XP_012148731.1, XP_003706898.1
OG0004122	XP_033323224.1	XP_012145054.1
OG0004123	XP_033341538.1	XP_012147916.1
OG0004124	XP_033330652.1	XP_003708058.2
OG0004126	XP_033336424.1	XP_012139443.1
OG0004127	XP_033331460.1	XP_003706827.1
OG0004128	XP_033332862.1	XP_012144082.1
OG0004129	XP_033327284.1	XP_003707510.1, XP_012150481.1
OG0004130	XP_033341534.1	XP_012139226.1
OG0004131	XP_033339252.1	XP_012152260.1
OG0004132	XP_033332977.1	XP_003699536.2
OG0004133	XP_033334852.1	XP_003707785.1
OG0004135	XP_033333126.1	XP_003705665.1
OG0004136	XP_033322746.1	XP_003707159.2
OG0004137	XP_033327692.1	XP_003708614.2, XP_012153371.1
OG0004138	XP_033329264.1	XP_003706610.2
OG0004139	XP_033336654.1	XP_012152498.1
OG0004140	XP_033341252.1, XP_033341254.1, XP_033341253.1	XP_003708028.1
OG0004141	XP_033326239.1	XP_003704132.1
OG0004142	XP_033321553.1	XP_012136473.1, XP_012136467.1
OG0004143	XP_033325693.1	XP_003704616.2
OG0004144	XP_033326961.1	XP_012142098.1
OG0004145	XP_033328108.1	XP_012150348.1
OG0004146	XP_033330379.1	XP_003706890.1
OG0004147	XP_033328598.1	XP_012147148.1
OG0004148	XP_033342917.1	XP_012154006.1, XP_012154022.1, XP_012154014.1
OG0004149	XP_033325842.1	XP_003707008.1
OG0004150	XP_033322991.1	XP_003701382.1
OG0004151	XP_033325564.1, XP_033325563.1	XP_003707091.1
OG0004152	XP_033330509.1	XP_012138941.1
OG0004153	XP_033339152.1	XP_012139129.1
OG0004154	XP_033341975.1	XP_012136679.1
OG0004155	XP_033332973.1	XP_003706496.1
OG0004156	XP_033324608.1, XP_033324609.1	XP_012136267.1
OG0004157	XP_033321879.1	XP_003708194.2, XP_012152228.1, XP_012152227.1
OG0004158	XP_033325435.1	XP_012137744.1
OG0004159	XP_033333750.1	XP_003700016.1
OG0004160	XP_033339597.1	XP_012142763.1
OG0004161	XP_033332337.1, XP_033332338.1	XP_012151705.1, XP_012151711.1, XP_012151721.1, XP_012151698.1, XP_012151726.1
OG0004162	XP_033338315.1	XP_012136010.1
OG0004164	XP_033332171.1	XP_012145280.1
OG0004165	XP_033321830.1	XP_012152264.1, XP_012152265.1
OG0004166	XP_033321585.1	XP_012146957.1, XP_003699848.1
OG0004167	XP_033341915.1	XP_003700298.1
OG0004168	XP_033321754.1	XP_003699874.1
OG0004169	XP_033323733.1, XP_033323732.1	XP_003703314.1
OG0004170	XP_033329247.1	XP_003703600.2
OG0004171	XP_033326185.1	XP_012152312.1
OG0004172	XP_033338968.1	XP_012137359.1
OG0004173	XP_033340073.1	XP_012143663.1
OG0004174	XP_033337674.1, XP_033337539.1	XP_012143310.1
OG0004175	XP_033334279.1	XP_012147661.1
OG0004176	XP_033338337.1	XP_012153988.1
OG0004177	XP_033321658.1	XP_012146817.1
OG0004179	XP_033336144.1	XP_003705479.1
OG0004181	XP_033334981.1	XP_003701685.1
OG0004182	XP_033334942.1	XP_003707799.1
OG0004183	XP_033340541.1	XP_003702169.2
OG0004184	XP_033324905.1	XP_003708650.1
OG0004185	XP_033324161.1	XP_012135999.1
OG0004186	XP_033328832.1	XP_012151528.1
OG0004187	XP_033336933.1, XP_033336932.1	XP_003708395.2
OG0004188	XP_033322770.1, XP_033322768.1	XP_012140679.1
OG0004189	XP_033330454.1	XP_012139079.1
OG0004190	XP_033337490.1	XP_012135813.1
OG0004191	XP_033331591.1	XP_003699777.1
OG0004192	XP_033330114.1, XP_033330116.1, XP_033330115.1	XP_012142835.1
OG0004194	XP_033334126.1	XP_003702315.1
OG0004195	XP_033327217.1	XP_003704025.1
OG0004196	XP_033323601.1	XP_003704662.1
OG0004197	XP_033339604.1	XP_003707555.1
OG0004198	XP_033340195.1	XP_003706423.2
OG0004199	XP_033332864.1	XP_003703542.1, XP_012141451.1
OG0004201	XP_033331445.1	XP_003706992.1
OG0004202	XP_033340333.1	XP_012148284.1
OG0004203	XP_033339572.1	XP_003707030.2
OG0004204	XP_033338282.1	XP_012152628.1
OG0004205	XP_033332872.1, XP_033332891.1	XP_012149950.1
OG0004206	XP_033331981.1	XP_012142764.1
OG0004207	XP_033337080.1	XP_003703923.1, XP_012142074.1, XP_012142073.1
OG0004209	XP_033340320.1	XP_003705500.1
OG0004211	XP_033324604.1	XP_003705990.1
OG0004212	XP_033340645.1	XP_003701057.2, XP_012135433.1
OG0004213	XP_033324224.1, XP_033324168.1	XP_003707315.1
OG0004214	XP_033333502.1	XP_003708057.1
OG0004215	XP_033340986.1, XP_033340984.1	XP_012150981.1
OG0004216	XP_033339160.1	XP_003703583.1, XP_012140982.1
OG0004217	XP_033323709.1	XP_012140777.1, XP_012140779.1, XP_003703301.1, XP_012140778.1
OG0004218	XP_033341230.1, XP_033341232.1	XP_003708014.1, XP_012151788.1, XP_012151789.1
OG0004219	XP_033340411.1	XP_003702201.1
OG0004220	XP_033335352.1	XP_003704950.1
OG0004222	XP_033325066.1	XP_003707162.1, XP_012149663.1
OG0004224	XP_033331159.1	XP_012147300.1
OG0004225	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1	XP_003702750.1
OG0004227	XP_033323141.1, XP_033323138.1, XP_033323140.1	XP_012142384.1, XP_012142388.1
OG0004229	XP_033329540.1, XP_033329621.1	XP_012141077.1
OG0004230	XP_033336093.1, XP_033336098.1	XP_012139645.1, XP_012139651.1
OG0004231	XP_033341639.1, XP_033341636.1	XP_003704724.2
OG0004232	XP_033341610.1	XP_012153495.1
OG0004233	XP_033341556.1	XP_003707923.1, XP_012151760.1, XP_012151761.1
OG0004234	XP_033334032.1	XP_012145076.1
OG0004234	XP_033334033.1, XP_033334031.1	XP_003705218.1
OG0004235	XP_033338263.1	XP_012151348.1
OG0004236	XP_033339410.1	XP_012136207.1
OG0004237	XP_033322121.1	XP_012138878.1
OG0004238	XP_033334902.1	XP_012135260.1
OG0004239	XP_033323175.1	XP_012151095.1
OG0004240	XP_033333722.1	XP_003704391.1
OG0004241	XP_033340179.1	XP_012147817.1
OG0004244	XP_033326904.1	XP_003706521.1
OG0004245	XP_033332887.1	XP_012137614.1, XP_012137615.1, XP_012137617.1, XP_012137616.1
OG0004246	XP_033327068.1, XP_033327067.1, XP_033342591.1	XP_012143182.1, XP_003704435.1, XP_012143183.1
OG0004247	XP_033336106.1, XP_033336101.1, XP_033339827.1	XP_003700127.1
OG0004248	XP_033332297.1	XP_012136910.1, XP_003701686.1, XP_003701644.2, XP_012136912.1
OG0004249	XP_033324359.1	XP_012139185.1, XP_012139187.1, XP_012139186.1, XP_012139188.1
OG0004250	XP_033333922.1	XP_012145068.1
OG0004251	XP_033334607.1	XP_012138712.1
OG0004252	XP_033325132.1	XP_012149472.1
OG0004253	XP_033341371.1, XP_033341370.1	XP_012151820.1
OG0004254	XP_033338268.1	XP_012147930.1, XP_012147929.1, XP_012147928.1, XP_003706372.1, XP_012147933.1, XP_012147932.1, XP_012147931.1
OG0004255	XP_033336323.1	XP_012139404.1, XP_012139403.1, XP_012139402.1, XP_012139401.1, XP_012139400.1, XP_012139405.1, XP_003702887.1
OG0004256	XP_033339409.1	XP_003701844.2, XP_012137282.1, XP_012137285.1, XP_012137283.1, XP_012137281.1
OG0004257	XP_033332086.1	XP_012137400.1
OG0004258	XP_033327362.1	XP_012145882.1
OG0004259	XP_033328824.1, XP_033328825.1	XP_012151538.1, XP_012151539.1
OG0004260	XP_033338222.1, XP_033338219.1, XP_033338220.1	XP_003702329.1
OG0004261	XP_033326790.1	XP_003703992.1
OG0004262	XP_033322063.1, XP_033322064.1	XP_003703999.1
OG0004263	XP_033336328.1, XP_033336337.1	XP_012152907.1
OG0004264	XP_033329748.1	XP_012135018.1
OG0004265	XP_033324761.1	XP_012146826.1, XP_012146820.1
OG0004267	XP_033325202.1	XP_003708243.1
OG0004268	XP_033333458.1, XP_033327936.1, XP_033327933.1	XP_003700064.1
OG0004269	XP_033327478.1	XP_003702734.1
OG0004271	XP_033336421.1	XP_012152077.1
OG0004275	XP_033339474.1	XP_012136199.1
OG0004276	XP_033333698.1, XP_033333646.1	XP_003707868.1
OG0004277	XP_033325536.1	XP_003705605.1
OG0004278	XP_033333964.1	XP_012145243.1
OG0004279	XP_033338941.1	XP_003700483.1
OG0004280	XP_033333228.1	XP_003703449.1
OG0004281	XP_033328869.1	XP_003705035.1
OG0004282	XP_033329712.1	XP_003703043.1
OG0004283	XP_033339802.1	XP_003701515.1
OG0004284	XP_033326365.1, XP_033325326.1	XP_003704988.1
OG0004285	XP_033328338.1	XP_003705661.1
OG0004286	XP_033341008.1	XP_012145917.1, XP_003705552.1, XP_012145918.1
OG0004287	XP_033332933.1	XP_012143666.1
OG0004288	XP_033341849.1	XP_003700240.1
OG0004290	XP_033336139.1	XP_003702932.1
OG0004291	XP_033322467.1	XP_003700210.1
OG0004292	XP_033331203.1	XP_003708146.1
OG0004293	XP_033329412.1	XP_003703708.1
OG0004294	XP_033341494.1	XP_012142268.1
OG0004296	XP_033339350.1	XP_003703287.1
OG0004297	XP_033321441.1	XP_003704894.1
OG0004298	XP_033325440.1	XP_003701066.1
OG0004299	XP_033332259.1	XP_003703083.1
OG0004301	XP_033324328.1	XP_003700360.1
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_012143646.1, XP_012143647.1
OG0004303	XP_033338153.1	XP_003700824.2
OG0004304	XP_033327167.1	XP_012143153.1
OG0004306	XP_033336559.1	XP_012139786.1
OG0004307	XP_033332554.1, XP_033332553.1	XP_003700463.1
OG0004308	XP_033338882.1, XP_033338883.1	XP_003700536.1, XP_012154160.1, XP_012154159.1
OG0004309	XP_033321502.1, XP_033321501.1	XP_003706778.1, XP_012148711.1
OG0004310	XP_033340181.1, XP_033340180.1	XP_003706384.1
OG0004311	XP_033342951.1	XP_003699330.1
OG0004312	XP_033333144.1	XP_003703524.1
OG0004313	XP_033334336.1	XP_003704885.1
OG0004314	XP_033334921.1	XP_003707681.1
OG0004315	XP_033323797.1	XP_012144256.1
OG0004316	XP_033323977.1	XP_003708340.1
OG0004317	XP_033321198.1, XP_033330901.1	XP_003701887.1
OG0004318	XP_033331201.1, XP_033331202.1	XP_003708149.1
OG0004319	XP_033338827.1	XP_012144418.1, XP_012144416.1, XP_012144417.1
OG0004320	XP_033325664.1	XP_003704591.2
OG0004321	XP_033334017.1	XP_003704813.1
OG0004322	XP_033331586.1	XP_003699180.1
OG0004324	XP_033331702.1	XP_003703056.1
OG0004325	XP_033343107.1, XP_033320760.1	XP_012142606.1
OG0004326	XP_033324072.1	XP_003707344.1
OG0004327	XP_033328072.1	XP_012139101.1
OG0004328	XP_033336349.1	XP_003700015.1
OG0004329	XP_033340657.1	XP_003701088.1
OG0004330	XP_033329413.1	XP_003703477.1
OG0004331	XP_033325613.1, XP_033325614.1	XP_003704602.1
OG0004332	XP_033321551.1	XP_012138198.1
OG0004333	XP_033342753.1	XP_012154539.1
OG0004334	XP_033321536.1	XP_003700864.1
OG0004335	XP_033340866.1	XP_003702554.1
OG0004336	XP_033337215.1	XP_003705200.1
OG0004337	XP_033336294.1	XP_012139692.1
OG0004338	XP_033332711.1	XP_012135313.1
OG0004339	XP_033341728.1	XP_003701385.1
OG0004340	XP_033325903.1	XP_012149267.1
OG0004341	XP_033321766.1	XP_003708081.1
OG0004342	XP_033326824.1	XP_003708462.1
OG0004343	XP_033333847.1	XP_003704258.1
