Orthogroup	Megalopta_genalis	Polistes_dominula
OG0003665	XP_033339340.1	XP_015184180.1
OG0003666	XP_033329093.1	XP_015186617.1
OG0003667	XP_033323891.1	XP_015177417.1
OG0003668	XP_033342761.1, XP_033342758.1	XP_015191282.1
OG0003669	XP_033330266.1	XP_015187439.1
OG0003670	XP_033334519.1, XP_033334520.1, XP_033334521.1	XP_015191499.1
OG0003671	XP_033341605.1	XP_015173632.1, XP_015173630.1
OG0003672	XP_033323844.1, XP_033323846.1, XP_033323845.1	XP_015182168.1
OG0003673	XP_033338895.1	XP_015172847.1
OG0003674	XP_033343005.1, XP_033343007.1	XP_015191449.1
OG0003675	XP_033337465.1	XP_015173065.1, XP_015184637.1
OG0003677	XP_033334058.1	XP_015171868.1
OG0003679	XP_033340304.1, XP_033340302.1, XP_033340303.1	XP_015177682.1
OG0003680	XP_033326065.1	XP_015184326.1, XP_015184324.1
OG0003681	XP_033329613.1	XP_015188376.1
OG0003682	XP_033331600.1	XP_015184329.1
OG0003683	XP_033342058.1	XP_015171642.1, XP_015171643.1, XP_015189958.1
OG0003684	XP_033335939.1, XP_033335937.1	XP_015180499.1
OG0003685	XP_033335777.1	XP_015187113.1
OG0003686	XP_033326907.1, XP_033333315.1	XP_015187265.1, XP_015187266.1
OG0003687	XP_033328571.1, XP_033328570.1, XP_033328572.1, XP_033328573.1	XP_015187834.1
OG0003688	XP_033331024.1	XP_015175694.1
OG0003689	XP_033325817.1, XP_033325818.1	XP_015172636.1
OG0003690	XP_033336189.1, XP_033336210.1, XP_033336218.1, XP_033336200.1	XP_015185367.1
OG0003691	XP_033333937.1	XP_015187503.1
OG0003692	XP_033326721.1	XP_015184777.1, XP_015184775.1
OG0003693	XP_033331748.1	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1
OG0003694	XP_033330281.1	XP_015171276.1
OG0003694	XP_033330274.1	XP_015171267.1
OG0003695	XP_033323120.1	XP_015179486.1, XP_015179479.1, XP_015180835.1
OG0003696	XP_033332265.1, XP_033332268.1	XP_015186073.1
OG0003697	XP_033332491.1	XP_015174536.1
OG0003698	XP_033330060.1, XP_033330061.1, XP_033330062.1	XP_015175020.1
OG0003699	XP_033341602.1, XP_033341601.1, XP_033341604.1, XP_033341603.1, XP_033341600.1	XP_015179294.1
OG0003700	XP_033334759.1, XP_033334760.1	XP_015189156.1
OG0003701	XP_033341137.1	XP_015190154.1
OG0003702	XP_033322473.1	XP_015181318.1, XP_015181319.1
OG0003703	XP_033323839.1, XP_033323840.1, XP_033323842.1, XP_033323841.1	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1
OG0003704	XP_033333678.1	XP_015185650.1, XP_015185585.1, XP_015185584.1
OG0003705	XP_033327512.1	XP_015188935.1, XP_015188937.1, XP_015188936.1
OG0003706	XP_033336601.1	XP_015180051.1
OG0003706	XP_033336599.1	XP_015180053.1
OG0003709	XP_033337029.1	XP_015173532.1
OG0003710	XP_033323119.1	XP_015176218.1
OG0003711	XP_033326335.1	XP_015186331.1
OG0003712	XP_033331780.1	XP_015180180.1, XP_015180181.1
OG0003713	XP_033341731.1	XP_015179134.1
OG0003714	XP_033329476.1	XP_015183809.1
OG0003715	XP_033321447.1	XP_015190210.1
OG0003716	XP_033333005.1	XP_015188866.1
OG0003717	XP_033327777.1	XP_015190092.1, XP_015190091.1
OG0003719	XP_033341072.1, XP_033341071.1	XP_015171019.1
OG0003720	XP_033334259.1	XP_015176245.1
OG0003721	XP_033337741.1	XP_015178907.1
OG0003722	XP_033340174.1	XP_015174348.1
OG0003723	XP_033323661.1	XP_015180112.1
OG0003724	XP_033327630.1	XP_015177003.1
OG0003725	XP_033338722.1, XP_033338719.1, XP_033338462.1, XP_033338460.1, XP_033338461.1, XP_033338720.1	XP_015171328.1
OG0003726	XP_033321421.1	XP_015181489.1, XP_015181490.1
OG0003727	XP_033329857.1	XP_015177612.1
OG0003728	XP_033324099.1	XP_015179876.1
OG0003729	XP_033325675.1, XP_033325676.1	XP_015190645.1
OG0003730	XP_033330528.1	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1
OG0003731	XP_033321609.1	XP_015191213.1
OG0003732	XP_033325852.1	XP_015179754.1
OG0003733	XP_033325532.1, XP_033325531.1	XP_015176936.1
OG0003734	XP_033336299.1	XP_015179650.1
OG0003735	XP_033322250.1, XP_033322249.1, XP_033322251.1	XP_015177433.1
OG0003736	XP_033326399.1	XP_015177526.1
OG0003737	XP_033340545.1	XP_015173696.1
OG0003738	XP_033338964.1, XP_033338967.1	XP_015186822.1
OG0003739	XP_033339946.1	XP_015172957.1
OG0003740	XP_033324971.1	XP_015184823.1, XP_015184822.1
OG0003741	XP_033340471.1	XP_015177543.1
OG0003742	XP_033335202.1	XP_015172764.1, XP_015172765.1
OG0003743	XP_033337852.1	XP_015171467.1
OG0003744	XP_033341732.1	XP_015179632.1
OG0003745	XP_033327652.1	XP_015177298.1
OG0003746	XP_033337251.1	XP_015174963.1
OG0003747	XP_033329782.1	XP_015180916.1
OG0003748	XP_033342597.1, XP_033342598.1, XP_033342508.1	XP_015189373.1
OG0003749	XP_033328604.1, XP_033328722.1	XP_015183750.1, XP_015183749.1
OG0003750	XP_033339577.1	XP_015176785.1
OG0003752	XP_033333796.1	XP_015187984.1
OG0003753	XP_033337575.1	XP_015182951.1
OG0003754	XP_033335875.1	XP_015183116.1
OG0003755	XP_033327248.1	XP_015189093.1, XP_015189091.1
OG0003756	XP_033339869.1, XP_033324366.1	XP_015171541.1
OG0003757	XP_033324665.1	XP_015174113.1
OG0003758	XP_033328506.1, XP_033328515.1	XP_015182777.1
OG0003759	XP_033330702.1	XP_015184466.1
OG0003760	XP_033322178.1	XP_015174719.1
OG0003761	XP_033328479.1	XP_015190519.1
OG0003762	XP_033331270.1	XP_015173510.1
OG0003763	XP_033324800.1	XP_015187181.1
OG0003764	XP_033335247.1, XP_033335249.1	XP_015174657.1, XP_015174656.1
OG0003765	XP_033332472.1	XP_015183368.1
OG0003766	XP_033337284.1	XP_015185303.1
OG0003767	XP_033321340.1, XP_033321388.1, XP_033321393.1	XP_015184820.1
OG0003768	XP_033333476.1	XP_015189277.1
OG0003769	XP_033325619.1	XP_015172851.1
OG0003770	XP_033322579.1	XP_015183795.1
OG0003771	XP_033329979.1, XP_033329980.1	XP_015184216.1
OG0003772	XP_033324360.1	XP_015179985.1
OG0003773	XP_033324129.1	XP_015183792.1
OG0003774	XP_033330125.1	XP_015181167.1
OG0003775	XP_033341745.1	XP_015187323.1
OG0003776	XP_033339908.1	XP_015171436.1
OG0003777	XP_033333284.1	XP_015179040.1
OG0003778	XP_033322916.1	XP_015188502.1
OG0003779	XP_033323660.1	XP_015180110.1
OG0003780	XP_033335718.1	XP_015187159.1
OG0003781	XP_033326188.1	XP_015175988.1
OG0003782	XP_033332738.1	XP_015180130.1
OG0003783	XP_033324642.1	XP_015183435.1
OG0003784	XP_033323399.1	XP_015179669.1
OG0003785	XP_033335246.1	XP_015176815.1
OG0003786	XP_033327446.1	XP_015177933.1
OG0003787	XP_033334308.1	XP_015175131.1
OG0003788	XP_033334323.1, XP_033338504.1	XP_015176660.1
OG0003789	XP_033331211.1	XP_015175517.1, XP_015175518.1
OG0003790	XP_033341142.1	XP_015190159.1, XP_015190160.1, XP_015190158.1
OG0003791	XP_033329674.1	XP_015185362.1
OG0003792	XP_033329693.1, XP_033329692.1	XP_015174189.1
OG0003793	XP_033322971.1	XP_015183909.1
OG0003794	XP_033325446.1	XP_015176948.1
OG0003795	XP_033331013.1	XP_015187599.1
OG0003796	XP_033337462.1	XP_015184118.1
OG0003797	XP_033328001.1, XP_033328000.1, XP_033328002.1, XP_033328003.1	XP_015171240.1
OG0003798	XP_033339817.1, XP_033339677.1, XP_033339676.1	XP_015188416.1
OG0003799	XP_033327203.1	XP_015187960.1
OG0003800	XP_033336664.1	XP_015186243.1
OG0003801	XP_033338718.1	XP_015183039.1
OG0003802	XP_033327646.1	XP_015180931.1
OG0003803	XP_033341902.1	XP_015182552.1
OG0003804	XP_033323599.1	XP_015171066.1
OG0003805	XP_033331649.1	XP_015182666.1
OG0003806	XP_033327336.1	XP_015189254.1
OG0003807	XP_033336412.1, XP_033336411.1	XP_015179639.1
OG0003808	XP_033338456.1	XP_015180008.1
OG0003809	XP_033334187.1, XP_033334188.1, XP_033334189.1	XP_015171756.1
OG0003810	XP_033335592.1	XP_015171996.1
OG0003811	XP_033333716.1	XP_015190894.1
OG0003812	XP_033331576.1	XP_015172466.1
OG0003813	XP_033321788.1	XP_015179203.1
OG0003814	XP_033336185.1	XP_015172369.1
OG0003815	XP_033342704.1	XP_015172209.1, XP_015172210.1
OG0003816	XP_033334917.1	XP_015181644.1
OG0003817	XP_033334889.1	XP_015171672.1
OG0003818	XP_033338695.1	XP_015188004.1
OG0003819	XP_033324822.1	XP_015179449.1, XP_015179450.1
OG0003820	XP_033334636.1, XP_033334635.1	XP_015190192.1
OG0003821	XP_033331525.1, XP_033331522.1, XP_033331524.1, XP_033331523.1	XP_015180689.1
OG0003822	XP_033333024.1, XP_033333022.1	XP_015185443.1
OG0003823	XP_033333428.1	XP_015186419.1
OG0003824	XP_033328970.1	XP_015184433.1
OG0003825	XP_033329600.1	XP_015178745.1
OG0003827	XP_033340230.1	XP_015189198.1, XP_015189197.1
OG0003828	XP_033340316.1	XP_015178908.1
OG0003829	XP_033333058.1	XP_015174901.1
OG0003830	XP_033325539.1	XP_015182262.1
OG0003831	XP_033336562.1	XP_015179782.1
OG0003832	XP_033341840.1	XP_015185403.1
OG0003833	XP_033326262.1, XP_033326261.1	XP_015186218.1
OG0003834	XP_033339008.1	XP_015184254.1
OG0003835	XP_033327411.1	XP_015182810.1
OG0003837	XP_033336862.1, XP_033336863.1	XP_015179423.1
OG0003838	XP_033321599.1	XP_015182676.1
OG0003839	XP_033327285.1	XP_015180223.1
OG0003840	XP_033337710.1	XP_015183859.1, XP_015183860.1, XP_015183858.1
OG0003841	XP_033321529.1	XP_015189810.1
OG0003842	XP_033338467.1	XP_015189227.1
OG0003843	XP_033323380.1	XP_015180612.1
OG0003845	XP_033322158.1	XP_015182750.1
OG0003846	XP_033322153.1	XP_015191205.1
OG0003847	XP_033322559.1	XP_015187712.1
OG0003848	XP_033328191.1, XP_033328190.1	XP_015187951.1
OG0003849	XP_033330235.1	XP_015188757.1
OG0003850	XP_033331462.1	XP_015179239.1
OG0003851	XP_033326421.1	XP_015171678.1
OG0003852	XP_033333810.1	XP_015182590.1, XP_015182589.1
OG0003853	XP_033332014.1	XP_015186918.1, XP_015186920.1, XP_015186919.1
OG0003854	XP_033338399.1	XP_015175346.1
OG0003855	XP_033333307.1	XP_015188067.1, XP_015188068.1
OG0003856	XP_033324636.1	XP_015174036.1
OG0003857	XP_033329287.1	XP_015180302.1
OG0003858	XP_033342039.1, XP_033342040.1	XP_015186991.1
OG0003859	XP_033326925.1	XP_015185008.1
OG0003861	XP_033332382.1	XP_015182763.1, XP_015182764.1
OG0003862	XP_033338769.1	XP_015186271.1, XP_015186272.1
OG0003863	XP_033320913.1, XP_033320912.1	XP_015171925.1, XP_015171915.1
OG0003864	XP_033326931.1	XP_015186663.1
OG0003865	XP_033322204.1	XP_015179461.1
OG0003866	XP_033327656.1	XP_015191594.1
OG0003867	XP_033329111.1	XP_015176696.1
OG0003869	XP_033335566.1	XP_015190256.1
OG0003870	XP_033342083.1	XP_015188129.1
OG0003871	XP_033331560.1	XP_015175350.1
OG0003872	XP_033329916.1	XP_015182385.1, XP_015182386.1
OG0003873	XP_033341378.1, XP_033341374.1	XP_015189200.1
OG0003874	XP_033324314.1	XP_015173727.1
OG0003875	XP_033333220.1	XP_015190606.1
OG0003876	XP_033333865.1, XP_033333866.1	XP_015174174.1
OG0003877	XP_033334616.1	XP_015177052.1
OG0003878	XP_033342974.1	XP_015172511.1
OG0003879	XP_033325572.1	XP_015190423.1
OG0003880	XP_033329836.1	XP_015184793.1
OG0003881	XP_033328066.1	XP_015176444.1
OG0003882	XP_033322023.1	XP_015189010.1
OG0003883	XP_033327271.1	XP_015184816.1
OG0003884	XP_033321134.1	XP_015178038.1, XP_015178067.1
OG0003885	XP_033338048.1, XP_033338044.1	XP_015183701.1, XP_015183702.1, XP_015183703.1
OG0003886	XP_033328541.1	XP_015187891.1
OG0003887	XP_033321844.1	XP_015174435.1
OG0003888	XP_033330617.1	XP_015187059.1
OG0003889	XP_033321982.1	XP_015181006.1
OG0003890	XP_033325506.1	XP_015171801.1
OG0003891	XP_033322252.1	XP_015177431.1
OG0003892	XP_033335678.1	XP_015177759.1
OG0003893	XP_033323415.1	XP_015187989.1
OG0003894	XP_033331681.1	XP_015174222.1
OG0003895	XP_033322621.1	XP_015182152.1
OG0003896	XP_033324500.1	XP_015185567.1, XP_015185568.1
OG0003898	XP_033323926.1	XP_015183619.1
OG0003899	XP_033323932.1	XP_015184667.1
OG0003900	XP_033339093.1	XP_015178278.1
OG0003901	XP_033328814.1	XP_015176385.1
OG0003902	XP_033332427.1	XP_015189056.1
OG0003903	XP_033337312.1	XP_015185771.1
OG0003904	XP_033323276.1	XP_015186503.1
OG0003905	XP_033334731.1	XP_015175617.1, XP_015175618.1, XP_015175616.1
OG0003906	XP_033327207.1	XP_015186483.1
OG0003907	XP_033325917.1	XP_015184805.1, XP_015176229.1
OG0003908	XP_033329171.1	XP_015173361.1
OG0003909	XP_033337716.1, XP_033337715.1, XP_033337714.1	XP_015191271.1
OG0003910	XP_033321523.1	XP_015184281.1
OG0003911	XP_033335725.1	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1
OG0003912	XP_033337650.1	XP_015182946.1
OG0003913	XP_033325707.1	XP_015184261.1
OG0003914	XP_033330739.1	XP_015186068.1
OG0003915	XP_033338232.1	XP_015175075.1
OG0003916	XP_033338903.1	XP_015181429.1, XP_015181430.1
OG0003917	XP_033325748.1, XP_033325749.1	XP_015191779.1
OG0003918	XP_033339338.1	XP_015184223.1
OG0003919	XP_033325427.1	XP_015176605.1
OG0003920	XP_033339753.1	XP_015186478.1
OG0003921	XP_033326956.1	XP_015177797.1, XP_015177796.1
OG0003922	XP_033332417.1	XP_015190521.1
OG0003923	XP_033334263.1	XP_015171117.1, XP_015171124.1
OG0003924	XP_033338673.1	XP_015182758.1
OG0003925	XP_033338005.1	XP_015182962.1
OG0003926	XP_033325187.1	XP_015181798.1
OG0003927	XP_033328274.1	XP_015186939.1
OG0003928	XP_033325701.1	XP_015191812.1
OG0003929	XP_033340525.1	XP_015186045.1
OG0003930	XP_033320869.1	XP_015175314.1
OG0003931	XP_033323699.1	XP_015179434.1
OG0003932	XP_033333740.1	XP_015183051.1
OG0003933	XP_033320764.1	XP_015174139.1
OG0003934	XP_033339392.1	XP_015185833.1
OG0003935	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1	XP_015178777.1
OG0003936	XP_033332106.1	XP_015181374.1
OG0003937	XP_033339636.1	XP_015188003.1
OG0003938	XP_033330048.1, XP_033330047.1	XP_015185910.1
OG0003939	XP_033327147.1	XP_015182573.1
OG0003940	XP_033324651.1	XP_015176999.1
OG0003941	XP_033322389.1	XP_015191702.1
OG0003942	XP_033341934.1	XP_015190766.1
OG0003943	XP_033327985.1	XP_015176455.1
OG0003944	XP_033333101.1	XP_015177805.1
OG0003945	XP_033336735.1	XP_015183165.1
OG0003946	XP_033330548.1	XP_015187495.1
OG0003947	XP_033324423.1	XP_015185637.1
OG0003948	XP_033340237.1	XP_015176916.1, XP_015176917.1
OG0003950	XP_033321438.1	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1
OG0003951	XP_033337863.1	XP_015183700.1
OG0003952	XP_033334568.1	XP_015171971.1
OG0003953	XP_033336513.1	XP_015174381.1
OG0003955	XP_033330034.1	XP_015189075.1
OG0003956	XP_033337075.1, XP_033337076.1	XP_015191809.1
OG0003957	XP_033330190.1	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1
OG0003958	XP_033324715.1	XP_015174191.1
OG0003959	XP_033331865.1, XP_033331952.1	XP_015184862.1
OG0003960	XP_033325991.1	XP_015174780.1
OG0003961	XP_033337382.1	XP_015176361.1
OG0003962	XP_033321577.1	XP_015178536.1
OG0003963	XP_033325930.1, XP_033325931.1	XP_015182047.1
OG0003964	XP_033325508.1	XP_015176829.1
OG0003965	XP_033328447.1, XP_033328312.1	XP_015183672.1, XP_015183673.1
OG0003966	XP_033326242.1	XP_015171981.1
OG0003967	XP_033332275.1	XP_015191446.1
OG0003968	XP_033338987.1	XP_015180277.1
OG0003969	XP_033339135.1	XP_015191535.1
OG0003970	XP_033332735.1	XP_015177959.1
OG0003971	XP_033334640.1	XP_015187239.1
OG0003972	XP_033338359.1	XP_015180298.1
OG0003973	XP_033333951.1	XP_015180148.1
OG0003974	XP_033334431.1	XP_015181752.1
OG0003975	XP_033330375.1	XP_015175402.1
OG0003976	XP_033328036.1	XP_015183906.1
OG0003977	XP_033321575.1	XP_015190572.1, XP_015190569.1, XP_015190570.1
OG0003978	XP_033331373.1	XP_015174165.1
OG0003979	XP_033322472.1	XP_015181533.1, XP_015181535.1, XP_015181534.1
OG0003980	XP_033342446.1	XP_015179105.1
OG0003981	XP_033322359.1, XP_033322360.1	XP_015179337.1
OG0003982	XP_033335070.1, XP_033335071.1	XP_015171669.1
OG0003983	XP_033328374.1	XP_015177993.1
OG0003984	XP_033330727.1	XP_015178448.1
OG0003985	XP_033324776.1, XP_033324777.1	XP_015180923.1
OG0003986	XP_033325651.1	XP_015182657.1
OG0003987	XP_033340170.1	XP_015180174.1, XP_015180171.1
OG0003988	XP_033327814.1	XP_015178187.1
OG0003989	XP_033326381.1	XP_015171575.1
OG0003990	XP_033326400.1	XP_015188978.1
OG0003991	XP_033324566.1	XP_015177782.1
OG0003992	XP_033329944.1	XP_015176116.1
OG0003994	XP_033333503.1	XP_015181594.1, XP_015181593.1
OG0003995	XP_033328141.1	XP_015172117.1
OG0003996	XP_033321174.1	XP_015179812.1, XP_015179973.1
OG0003997	XP_033340204.1	XP_015191115.1
OG0003998	XP_033335568.1	XP_015190272.1
OG0003999	XP_033325146.1	XP_015173606.1
OG0004000	XP_033341965.1	XP_015183976.1
OG0004001	XP_033329934.1	XP_015183525.1
OG0004002	XP_033325413.1	XP_015180994.1
OG0004003	XP_033321641.1	XP_015174985.1
OG0004005	XP_033330045.1	XP_015185905.1
OG0004006	XP_033339994.1, XP_033330286.1	XP_015183941.1
OG0004007	XP_033341324.1, XP_033341318.1, XP_033341321.1, XP_033341322.1, XP_033341326.1, XP_033341325.1, XP_033341323.1, XP_033341319.1	XP_015188621.1
OG0004008	XP_033339181.1, XP_033339180.1	XP_015173879.1
OG0004009	XP_033340485.1	XP_015173384.1
OG0004010	XP_033341593.1	XP_015173285.1
OG0004012	XP_033341110.1	XP_015188802.1
OG0004013	XP_033340241.1	XP_015184624.1
OG0004014	XP_033326339.1	XP_015183104.1
OG0004016	XP_033324486.1	XP_015172081.1
OG0004017	XP_033323931.1, XP_033323930.1	XP_015178267.1
OG0004018	XP_033342253.1	XP_015188600.1
OG0004019	XP_033321424.1	XP_015185169.1
OG0004020	XP_033333013.1	XP_015178646.1
OG0004021	XP_033327767.1	XP_015176151.1
OG0004022	XP_033331233.1	XP_015175677.1
OG0004023	XP_033330831.1	XP_015180863.1
OG0004025	XP_033327766.1, XP_033327768.1	XP_015184499.1, XP_015184498.1
OG0004026	XP_033324249.1	XP_015191774.1, XP_015191773.1
OG0004027	XP_033324437.1	XP_015189301.1
OG0004028	XP_033325730.1, XP_033325731.1	XP_015178883.1
OG0004029	XP_033338687.1	XP_015180303.1
OG0004030	XP_033335801.1	XP_015191045.1
OG0004032	XP_033341547.1	XP_015190132.1
OG0004033	XP_033322157.1	XP_015182744.1
OG0004035	XP_033327249.1	XP_015174077.1
OG0004037	XP_033337835.1	XP_015180175.1
OG0004038	XP_033337753.1	XP_015180362.1
OG0004040	XP_033322755.1, XP_033322756.1	XP_015179378.1, XP_015187288.1
OG0004041	XP_033335715.1, XP_033335716.1, XP_033335717.1	XP_015187156.1, XP_015187157.1
OG0004042	XP_033337660.1, XP_033337659.1	XP_015191293.1
OG0004043	XP_033332946.1	XP_015174731.1, XP_015174726.1
OG0004044	XP_033336871.1	XP_015179422.1
OG0004045	XP_033324814.1	XP_015176323.1
OG0004046	XP_033327715.1	XP_015181696.1
OG0004047	XP_033321040.1	XP_015191263.1
OG0004048	XP_033324426.1	XP_015176742.1, XP_015176733.1
OG0004049	XP_033326432.1	XP_015174161.1, XP_015174159.1, XP_015174160.1
OG0004050	XP_033326245.1	XP_015189950.1
OG0004051	XP_033327131.1	XP_015180376.1
OG0004052	XP_033324904.1	XP_015177405.1, XP_015177406.1
OG0004053	XP_033327841.1	XP_015185708.1
OG0004054	XP_033326246.1	XP_015177268.1
OG0004055	XP_033325854.1	XP_015191019.1
OG0004056	XP_033333689.1, XP_033328139.1	XP_015185777.1
OG0004058	XP_033341641.1	XP_015186468.1, XP_015186467.1, XP_015186469.1
OG0004059	XP_033332597.1	XP_015172701.1
OG0004060	XP_033338322.1	XP_015185066.1
OG0004061	XP_033328494.1	XP_015179001.1
OG0004062	XP_033323338.1	XP_015187758.1
OG0004063	XP_033322038.1, XP_033322039.1	XP_015172856.1
OG0004064	XP_033332807.1	XP_015187710.1
OG0004065	XP_033320927.1	XP_015173682.1, XP_015173694.1
OG0004066	XP_033330174.1	XP_015181124.1, XP_015181123.1, XP_015181122.1
OG0004067	XP_033329753.1	XP_015188922.1
OG0004068	XP_033342699.1	XP_015185932.1
OG0004069	XP_033325137.1	XP_015178953.1
OG0004071	XP_033335772.1	XP_015178206.1
OG0004072	XP_033335919.1	XP_015191086.1
OG0004073	XP_033324274.1	XP_015181041.1, XP_015181040.1
OG0004074	XP_033340142.1	XP_015188764.1
OG0004075	XP_033336268.1	XP_015179558.1
OG0004076	XP_033334884.1	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1
OG0004077	XP_033341566.1	XP_015184935.1
OG0004078	XP_033335262.1	XP_015171408.1
OG0004079	XP_033329424.1	XP_015173930.1, XP_015173935.1
OG0004080	XP_033341960.1	XP_015183962.1, XP_015183961.1
OG0004081	XP_033342953.1	XP_015191525.1
OG0004082	XP_033332512.1	XP_015179425.1
OG0004083	XP_033335654.1	XP_015178389.1
OG0004084	XP_033342397.1, XP_033342388.1	XP_015179514.1, XP_015179513.1
OG0004085	XP_033339320.1	XP_015182510.1
OG0004086	XP_033321036.1	XP_015179120.1
OG0004087	XP_033324112.1	XP_015191784.1
OG0004088	XP_033323181.1	XP_015178738.1, XP_015178730.1
OG0004089	XP_033320950.1	XP_015191287.1
OG0004090	XP_033324499.1	XP_015174996.1
OG0004091	XP_033332255.1	XP_015191851.1
OG0004092	XP_033336393.1	XP_015179701.1
OG0004093	XP_033342664.1	XP_015188778.1
OG0004094	XP_033331815.1	XP_015188690.1
OG0004095	XP_033341435.1	XP_015171602.1
OG0004096	XP_033321533.1	XP_015189028.1
OG0004097	XP_033340611.1	XP_015188596.1
OG0004098	XP_033333787.1, XP_033333788.1	XP_015172878.1
OG0004099	XP_033324147.1	XP_015177377.1
OG0004100	XP_033335103.1	XP_015180349.1
OG0004101	XP_033327938.1	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1
OG0004102	XP_033322058.1, XP_033322059.1	XP_015171873.1
OG0004103	XP_033327481.1	XP_015183632.1
OG0004105	XP_033332502.1	XP_015176038.1, XP_015176028.1, XP_015176047.1
OG0004106	XP_033323152.1	XP_015181585.1
OG0004107	XP_033328648.1	XP_015186759.1
OG0004109	XP_033328562.1	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1
OG0004110	XP_033336066.1	XP_015171958.1
OG0004111	XP_033322659.1	XP_015185351.1
OG0004112	XP_033330519.1	XP_015181462.1
OG0004113	XP_033321509.1	XP_015183299.1
OG0004114	XP_033331692.1, XP_033331693.1	XP_015174226.1
OG0004116	XP_033336069.1	XP_015175547.1
