Orthogroup	Megalopta_genalis	Ceratina_calcarata
OG0004842	XP_033327168.1	XP_017886080.1
OG0004843	XP_033329451.1	XP_017875073.1, XP_017882755.1
OG0004844	XP_033334799.1	XP_026669434.1
OG0004845	XP_033336818.1, XP_033336774.1, XP_033329910.1	XP_026668797.1
OG0004846	XP_033332342.1	XP_026667390.1
OG0004847	XP_033332725.1	XP_017883541.1
OG0004848	XP_033321630.1	XP_026669638.1
OG0004849	XP_033325503.1	XP_017891827.1
OG0004850	XP_033340351.1	XP_026673137.1
OG0004851	XP_033328324.1	XP_017885964.1
OG0004852	XP_033321385.1	XP_017892523.1
OG0004853	XP_033340406.1	XP_017880427.2
OG0004854	XP_033323503.1	XP_026672200.1
OG0004855	XP_033338079.1	XP_026670176.1, XP_026670175.1
OG0004856	XP_033333087.1	XP_017891080.1
OG0004857	XP_033325396.1	XP_026671269.1
OG0004858	XP_033334027.1	XP_017877856.1
OG0004859	XP_033339870.1	XP_017891621.1
OG0004861	XP_033342128.1	XP_026667774.1
OG0004862	XP_033328142.1, XP_033328143.1	XP_017879553.1
OG0004863	XP_033323212.1, XP_033323211.1	XP_017875269.1
OG0004864	XP_033331641.1, XP_033331575.1	XP_017886670.1
OG0004865	XP_033329074.1	XP_017892759.1
OG0004866	XP_033325801.1	XP_017883795.1
OG0004867	XP_033323172.1	XP_026666774.1
OG0004868	XP_033334369.1	XP_026670118.1
OG0004869	XP_033331195.1	XP_017887279.1
OG0004870	XP_033338158.1	XP_026675019.1
OG0004871	XP_033341070.1	XP_026674967.1, XP_026671275.1
OG0004872	XP_033324005.1, XP_033324006.1	XP_017886002.1
OG0004873	XP_033329444.1	XP_026674775.1
OG0004874	XP_033338038.1	XP_026668228.1
OG0004875	XP_033342266.1	XP_026674527.1
OG0004876	XP_033331967.1	XP_017876855.1
OG0004877	XP_033324624.1	XP_017875459.1
OG0004878	XP_033322860.1, XP_033322854.1	XP_017875671.1
OG0004879	XP_033321594.1	XP_026671945.1
OG0004880	XP_033339293.1, XP_033339296.1, XP_033339294.1, XP_033339295.1	XP_026674794.1
OG0004881	XP_033339117.1	XP_017887827.1, XP_017887825.1
OG0004883	XP_033337803.1	XP_017884267.1
OG0004884	XP_033327813.1	XP_017892767.2
OG0004885	XP_033328216.1, XP_033328217.1	XP_026667558.1
OG0004886	XP_033334116.1	XP_017879172.1
OG0004887	XP_033326468.1, XP_033326651.1	XP_017880722.1
OG0004888	XP_033322667.1, XP_033322668.1	XP_017889397.1
OG0004889	XP_033339402.1, XP_033339408.1	XP_026674422.1, XP_017890324.1, XP_026674423.1
OG0004890	XP_033331848.1, XP_033331849.1	XP_026672298.1
OG0004891	XP_033324364.1, XP_033324365.1	XP_017882379.1
OG0004892	XP_033324214.1, XP_033324212.1, XP_033324213.1, XP_033324111.1	XP_026675105.1
OG0004893	XP_033338207.1	XP_017890619.1
OG0004894	XP_033326222.1	XP_017877988.1
OG0004895	XP_033331724.1	XP_017883802.1, XP_017877310.2
OG0004896	XP_033330984.1	XP_017891173.1
OG0004897	XP_033339657.1	XP_026672761.1
OG0004898	XP_033342004.1	XP_017879272.1
OG0004899	XP_033337541.1	XP_017889963.1, XP_026674242.1, XP_026674241.1
OG0004900	XP_033330644.1	XP_017892541.1, XP_017892542.1
OG0004901	XP_033339107.1	XP_017883023.1
OG0004902	XP_033328815.1	XP_017877883.1
OG0004903	XP_033336463.1	XP_017884584.1
OG0004904	XP_033342079.1	XP_017879385.1, XP_026668979.1, XP_017879386.1
OG0004906	XP_033329122.1, XP_033329124.1, XP_033329123.1, XP_033341759.1, XP_033341760.1	XP_017891744.1, XP_017882747.1
OG0004908	XP_033324164.1, XP_033324172.1	XP_017883496.1
OG0004909	XP_033332938.1	XP_017889068.1
OG0004910	XP_033331571.1	XP_026670989.1
OG0004911	XP_033325043.1	XP_026668291.1, XP_026673482.1
OG0004912	XP_033336078.1, XP_033336077.1	XP_017884526.1
OG0004913	XP_033334396.1	XP_017893567.1
OG0004916	XP_033328775.1	XP_017883969.1, XP_026671295.1
OG0004917	XP_033324549.1	XP_026673496.1
OG0004919	XP_033329341.1	XP_017885617.1
OG0004920	XP_033324297.1	XP_017883588.1
OG0004922	XP_033340691.1	XP_017891641.1
OG0004923	XP_033322319.1	XP_017892505.1
OG0004924	XP_033337610.1	XP_017877234.1
OG0004925	XP_033331634.1	XP_017883921.1
OG0004926	XP_033328635.1	XP_017890727.1
OG0004927	XP_033330256.1	XP_026666700.1, XP_026666699.1, XP_017893511.1, XP_017893512.1
OG0004929	XP_033335884.1	XP_026671671.1
OG0004930	XP_033336407.1	XP_017888130.1
OG0004931	XP_033330942.1	XP_017884811.1, XP_017884812.1
OG0004932	XP_033320880.1	XP_026670306.1
OG0004933	XP_033335537.1, XP_033334819.1, XP_033329654.1	XP_017891650.1, XP_026669996.1, XP_017881359.2
OG0004934	XP_033323428.1	XP_017893487.1
OG0004935	XP_033339853.1, XP_033333654.1	XP_017876970.1, XP_017876971.1
OG0004936	XP_033322686.1	XP_026674704.1
OG0004937	XP_033328617.1, XP_033328618.1, XP_033328619.1	XP_017875385.1
OG0004938	XP_033331777.1	XP_017882007.1, XP_017882005.1
OG0004939	XP_033334775.1	XP_017879008.1
OG0004940	XP_033321305.1	XP_017890462.1
OG0004941	XP_033341839.1	XP_017879268.1
OG0004942	XP_033322885.1	XP_026674675.1, XP_017890926.1
OG0004943	XP_033326357.1	XP_017888926.1
OG0004944	XP_033328858.1	XP_026668525.1, XP_026668524.1
OG0004945	XP_033324894.1	XP_026673954.1, XP_017889775.1, XP_017889774.1
OG0004946	XP_033338062.1	XP_017891691.1
OG0004947	XP_033337135.1	XP_017891761.1, XP_026675150.1
OG0004949	XP_033336535.1	XP_017884478.1
OG0004950	XP_033341966.1	XP_017883918.1
OG0004951	XP_033341609.1	XP_026673989.1, XP_026673990.1
OG0004952	XP_033328051.1, XP_033328052.1	XP_017890103.1
OG0004954	XP_033340223.1, XP_033340224.1	XP_026673254.1, XP_026673252.1
OG0004956	XP_033339257.1	XP_026672988.1
OG0004957	XP_033336445.1	XP_026667149.1
OG0004958	XP_033341502.1	XP_026667350.1, XP_026667351.1, XP_026667352.1, XP_017875946.1, XP_017875945.1
OG0004959	XP_033340199.1, XP_033340202.1	XP_017880445.1, XP_026669472.1, XP_017880447.1, XP_026666658.1
OG0004960	XP_033325845.1	XP_017882253.1, XP_017882252.1, XP_026670348.1
OG0004962	XP_033329157.1, XP_033329156.1	XP_017877625.1
OG0004963	XP_033327463.1	XP_017875753.2
OG0004964	XP_033341825.1	XP_017890884.1
OG0004965	XP_033342115.1, XP_033324639.1	XP_017878281.1
OG0004966	XP_033342788.1	XP_017889863.1
OG0004967	XP_033321320.1	XP_026673521.1
OG0004976	XP_033320879.1	XP_017885694.1
OG0004977	XP_033338940.1	XP_017892655.1
OG0004978	XP_033327386.1	XP_017876026.1
OG0004979	XP_033342093.1	XP_026668470.1
OG0004980	XP_033335110.1	XP_017886037.1
OG0004981	XP_033332380.1	XP_017885268.1
OG0004982	XP_033332387.1	XP_017889248.1
OG0004983	XP_033336298.1	XP_017875441.1
OG0004984	XP_033340792.1, XP_033340209.1	XP_017875987.1, XP_017875790.1
OG0004985	XP_033330346.1	XP_017878271.1, XP_017884283.1
OG0004986	XP_033327632.1	XP_017888848.1
OG0004987	XP_033324456.1	XP_017887139.1
OG0004988	XP_033339581.1	XP_017882239.1
OG0004989	XP_033323568.1	XP_017883990.1
OG0004990	XP_033322484.1	XP_017882552.1
OG0004991	XP_033326811.1	XP_017892336.1
OG0004992	XP_033339393.1	XP_017875974.1, XP_017891003.1
OG0004994	XP_033325656.1	XP_017876732.1, XP_017879334.2, XP_017883900.1
OG0004995	XP_033341136.1	XP_017881619.1
OG0004996	XP_033332752.1	XP_017891373.1
OG0004997	XP_033339363.1	XP_017885651.1
OG0004998	XP_033333231.1	XP_017885570.1
OG0004999	XP_033335889.1	XP_017875472.1
OG0005000	XP_033337751.1	XP_026673727.1
OG0005001	XP_033336423.1	XP_017884992.1
OG0005002	XP_033328150.1	XP_017890703.1
OG0005003	XP_033333844.1	XP_026673795.1
OG0005004	XP_033326213.1	XP_017887305.1
OG0005005	XP_033326496.1	XP_017883982.1
OG0005006	XP_033329387.1	XP_017891038.1
OG0005007	XP_033339476.1	XP_026666461.1
OG0005008	XP_033334318.1	XP_017881181.1
OG0005009	XP_033330623.1	XP_017887875.1
OG0005010	XP_033333753.1	XP_017881669.1
OG0005011	XP_033330413.1	XP_017885420.1
OG0005012	XP_033342693.1	XP_026669278.1
OG0005013	XP_033331232.1, XP_033331212.1	XP_017886095.1
OG0005015	XP_033334267.1	XP_017878206.1
OG0005016	XP_033337916.1	XP_017891330.2
OG0005017	XP_033334888.1	XP_017879931.1
OG0005018	XP_033330367.1	XP_017877125.1
OG0005019	XP_033325671.1	XP_017891249.1
OG0005020	XP_033336065.1	XP_017881609.1
OG0005021	XP_033342402.1, XP_033342403.1	XP_017878418.1
OG0005022	XP_033324218.1	XP_017879598.1
OG0005023	XP_033330291.1	XP_017875248.1
OG0005024	XP_033326614.1	XP_017875601.1
OG0005025	XP_033329751.1	XP_017878844.1
OG0005026	XP_033321912.1	XP_017880701.1
OG0005027	XP_033328735.1	XP_026670051.1
OG0005028	XP_033329276.1, XP_033329285.1	XP_017882754.1
OG0005029	XP_033328574.1	XP_017888229.1
OG0005030	XP_033327132.1	XP_017877970.1
OG0005031	XP_033330043.1	XP_017880255.1
OG0005032	XP_033332607.1	XP_017890821.1
OG0005033	XP_033340414.1	XP_017880425.1
OG0005034	XP_033342482.1	XP_026670521.1
OG0005035	XP_033322040.1	XP_026673880.1
OG0005036	XP_033324915.1	XP_017889678.1
OG0005037	XP_033326926.1	XP_017888982.2
OG0005038	XP_033321369.1	XP_017888443.1
OG0005039	XP_033327973.1	XP_017890224.1
OG0005040	XP_033321809.1	XP_017886683.1
OG0005041	XP_033330817.1	XP_017884583.1
OG0005042	XP_033339271.1	XP_017890157.1
OG0005043	XP_033324831.1	XP_017886446.1
OG0005044	XP_033343014.1	XP_017887519.1
OG0005045	XP_033321598.1	XP_017880243.1
OG0005046	XP_033337987.1, XP_033337991.1	XP_017888746.1
OG0005047	XP_033321156.1, XP_033321166.1	XP_017889509.1
OG0005048	XP_033337840.1	XP_017892059.1
OG0005049	XP_033326148.1	XP_017885461.1
OG0005050	XP_033339621.1	XP_026675079.1
OG0005051	XP_033327988.1	XP_017879573.1
OG0005052	XP_033324038.1	XP_017889272.1
OG0005053	XP_033339535.1	XP_026666799.1
OG0005054	XP_033339713.1	XP_017888653.1, XP_017884286.2
OG0005055	XP_033334747.1	XP_017892876.1
OG0005057	XP_033341569.1	XP_017889646.1
OG0005058	XP_033336895.1	XP_017877956.1
OG0005059	XP_033336568.1	XP_017888144.1
OG0005061	XP_033328132.1	XP_017890124.1
OG0005062	XP_033321355.1	XP_017887887.1, XP_017886212.1
OG0005063	XP_033325125.1	XP_017875362.1
OG0005064	XP_033332846.1	XP_017889587.1
OG0005065	XP_033332832.1	XP_017877346.1
OG0005067	XP_033321446.1, XP_033334419.1	XP_017893564.1
OG0005068	XP_033338459.1, XP_033338457.1	XP_017888300.1
OG0005069	XP_033335744.1	XP_026671605.1
OG0005071	XP_033322257.1	XP_026667332.1
OG0005072	XP_033324978.1	XP_017889887.1
OG0005073	XP_033322401.1	XP_017883301.1
OG0005074	XP_033323126.1	XP_017893359.1
OG0005075	XP_033323114.1	XP_017893364.1
OG0005076	XP_033324855.1	XP_026668429.1
OG0005077	XP_033329681.1	XP_026667845.1
OG0005078	XP_033341536.1, XP_033341535.1	XP_026673197.1
OG0005079	XP_033340150.1	XP_017888951.1
OG0005080	XP_033332081.1	XP_017889710.1
OG0005081	XP_033342975.1	XP_017878677.1
OG0005082	XP_033324434.1	XP_017884123.1
OG0005083	XP_033324625.1, XP_033324626.1	XP_017891553.1
OG0005084	XP_033327960.1	XP_017880767.1
OG0005085	XP_033328365.1	XP_017885204.2
OG0005087	XP_033332871.1	XP_017885139.1
OG0005088	XP_033326892.1	XP_017875052.1
OG0005089	XP_033342176.1	XP_017876838.1
OG0005090	XP_033338886.1	XP_026672262.1
OG0005091	XP_033336248.1	XP_017892152.1
OG0005092	XP_033327655.1	XP_017889380.1
OG0005093	XP_033321913.1	XP_017882347.1
OG0005094	XP_033340913.1	XP_017892364.1
OG0005095	XP_033340218.1, XP_033340219.1	XP_017892388.1
OG0005096	XP_033327508.1	XP_026668847.1, XP_017878959.1, XP_017878960.1
OG0005097	XP_033328419.1	XP_017877170.1
OG0005099	XP_033321180.1	XP_017883057.1, XP_017892068.2
OG0005100	XP_033321504.1	XP_026675118.1
OG0005101	XP_033325628.1	XP_026672201.1, XP_017876312.1
OG0005102	XP_033326069.1	XP_017876486.1
OG0005103	XP_033333197.1	XP_017892180.1
OG0005104	XP_033325165.1	XP_017879894.1, XP_017879903.1
OG0005105	XP_033327113.1	XP_026666841.1
OG0005106	XP_033335535.1	XP_017883652.1
OG0005107	XP_033328798.1	XP_017875125.2
OG0005108	XP_033327620.1	XP_017876259.2, XP_017876271.1
OG0005109	XP_033324530.1	XP_017889803.1
OG0005110	XP_033340092.1	XP_017889239.1
OG0005111	XP_033330945.1	XP_017885039.1
OG0005112	XP_033322923.1	XP_026668761.1
OG0005114	XP_033325035.1	XP_017892293.2
OG0005115	XP_033335448.1	XP_017883627.1
OG0005116	XP_033340651.1	XP_017875746.1
OG0005117	XP_033326927.1	XP_017880844.1
OG0005118	XP_033325995.1	XP_017885865.1, XP_017885840.1
OG0005119	XP_033335533.1	XP_017883721.1
OG0005120	XP_033325134.1	XP_017886708.1, XP_017886707.1
OG0005121	XP_033326542.1	XP_026668750.1, XP_017878830.1
OG0005122	XP_033322341.1	XP_017886472.1
OG0005123	XP_033324941.1	XP_026670795.1, XP_017882843.1
OG0005124	XP_033331204.1	XP_017887326.1
OG0005125	XP_033330899.1, XP_033340887.1	XP_017882545.1
OG0005126	XP_033324349.1	XP_026669081.1
OG0005127	XP_033337170.1	XP_017891372.1
OG0005128	XP_033341896.1	XP_017884302.1
OG0005130	XP_033340950.1	XP_017876680.1
OG0005132	XP_033336487.1	XP_026675308.1
OG0005133	XP_033321178.1, XP_033321175.1	XP_017891797.2
OG0005134	XP_033321669.1, XP_033321680.1	XP_026670217.1
OG0005135	XP_033325712.1	XP_017875707.1
OG0005136	XP_033337498.1	XP_026670024.1
OG0005137	XP_033333006.1	XP_017876318.1
OG0005138	XP_033323364.1	XP_017876196.1
OG0005139	XP_033329694.1	XP_026675567.1, XP_017892735.1
OG0005140	XP_033342527.1	XP_017878618.1
OG0005141	XP_033342329.1	XP_017881261.1
OG0005142	XP_033324825.1	XP_017886450.1
OG0005143	XP_033325283.1	XP_017877117.1
OG0005145	XP_033326263.1	XP_017886651.1
OG0005146	XP_033329429.1	XP_017881942.1, XP_026670434.1, XP_026670433.1
OG0005148	XP_033325093.1	XP_017881848.2
OG0005149	XP_033327278.1	XP_017880043.1
OG0005150	XP_033332112.1	XP_017879866.1
OG0005151	XP_033325195.1	XP_017888400.1
OG0005152	XP_033322689.1	XP_017889437.1
OG0005153	XP_033337479.1	XP_017880061.1, XP_017880062.1
OG0005154	XP_033334890.1	XP_017878416.1
OG0005155	XP_033336587.1	XP_017881940.1
OG0005156	XP_033340349.1	XP_017892314.1
OG0005157	XP_033321683.1	XP_017887348.1
OG0005158	XP_033334051.1	XP_017892280.1
OG0005159	XP_033328882.1	XP_017883362.1
OG0005160	XP_033322819.1	XP_017879695.1
OG0005161	XP_033337395.1	XP_026672589.1
OG0005162	XP_033330186.1	XP_017891832.1
OG0005163	XP_033322239.1	XP_017882850.1
OG0005164	XP_033337584.1, XP_033337376.1	XP_017880044.1
OG0005165	XP_033342816.1, XP_033342814.1	XP_017880010.1
OG0005166	XP_033335335.1	XP_017882578.1
OG0005167	XP_033339466.1	XP_017886626.1, XP_026672620.1
OG0005168	XP_033322560.1	XP_017879855.1
OG0005169	XP_033342015.1	XP_017877028.1
OG0005171	XP_033330354.1, XP_033330355.1	XP_017885277.2
OG0005172	XP_033330225.1	XP_026666683.1, XP_026666684.1, XP_017893470.1
OG0005173	XP_033339579.1	XP_026670246.1
OG0005174	XP_033332720.1	XP_017883484.1
OG0005175	XP_033332917.1	XP_017885663.1
OG0005176	XP_033321070.1	XP_017891097.1
OG0005177	XP_033327098.1	XP_026668339.1, XP_026668336.1
OG0005178	XP_033324903.1	XP_017889868.1
OG0005179	XP_033325142.1	XP_017881843.1
OG0005180	XP_033322607.1	XP_017889911.1
OG0005181	XP_033332640.1	XP_017875985.1
OG0005182	XP_033334513.1	XP_017878674.1
OG0005183	XP_033324868.1	XP_026673961.1
OG0005184	XP_033342000.1	XP_017879207.1
OG0005185	XP_033322255.1	XP_017882907.1
OG0005186	XP_033320899.1	XP_017882447.1
OG0005187	XP_033337145.1	XP_017891800.1
OG0005189	XP_033337567.1	XP_017888899.1, XP_026673690.1
OG0005190	XP_033337742.1	XP_017888904.1
OG0005191	XP_033338409.1	XP_017880180.1
OG0005193	XP_033328133.1	XP_017890145.1
OG0005194	XP_033340322.1	XP_017892321.1
OG0005195	XP_033323712.1	XP_017875168.1
OG0005196	XP_033326367.1	XP_017886835.1
OG0005197	XP_033339596.1	XP_017881976.1
OG0005198	XP_033329976.1	XP_017888615.1, XP_017892985.1
OG0005199	XP_033320809.1	XP_017885278.2, XP_017875919.1
OG0005200	XP_033337738.1, XP_033337739.1	XP_026669989.1
OG0005201	XP_033331973.1	XP_026667814.1, XP_026667815.1
OG0005202	XP_033331411.1, XP_033339883.1	XP_017891868.1
OG0005203	XP_033329495.1	XP_017892288.1
OG0005204	XP_033330438.1	XP_017892746.1
OG0005206	XP_033341402.1	XP_026667436.1, XP_017882802.1
OG0005207	XP_033326207.1	XP_017878876.1
OG0005208	XP_033336752.1	XP_017880351.2
OG0005209	XP_033337656.1	XP_017892500.1
OG0005210	XP_033324849.1	XP_017889578.1
OG0005211	XP_033338088.1, XP_033338087.1	XP_017893619.1
OG0005212	XP_033325850.1	XP_017885779.1
OG0005213	XP_033321933.1	XP_017886056.1
OG0005214	XP_033337972.1	XP_017880063.1
OG0005216	XP_033340596.1	XP_017876465.1
OG0005217	XP_033330018.1	XP_026672639.1
OG0005218	XP_033335161.1	XP_017880379.1
OG0005219	XP_033333621.1	XP_017877293.1
OG0005220	XP_033326950.1	XP_017878816.1
OG0005221	XP_033336794.1	XP_017877711.1
OG0005222	XP_033325181.1, XP_033325032.1	XP_017890688.1
OG0005224	XP_033327465.1	XP_017881074.1
OG0005226	XP_033331770.1	XP_017884753.1
OG0005227	XP_033334366.1	XP_017893515.1
OG0005228	XP_033323110.1	XP_017893348.1
OG0005230	XP_033336239.1	XP_017884878.1, XP_017884881.1
OG0005231	XP_033338723.1	XP_026672747.1
OG0005232	XP_033324260.1	XP_017883503.1
OG0005233	XP_033342991.1, XP_033342817.1	XP_017879929.1
OG0005234	XP_033342506.1	XP_017878651.1
OG0005235	XP_033338489.1	XP_017880138.1
OG0005236	XP_033335757.1, XP_033335758.1	XP_017885017.1
OG0005237	XP_033337261.1, XP_033337262.1	XP_017876401.1
OG0005238	XP_033341762.1	XP_017879166.1
OG0005239	XP_033338702.1	XP_017886774.1
OG0005240	XP_033321432.1	XP_017883170.1, XP_017885405.1
OG0005241	XP_033342396.1	XP_017879956.1
OG0005242	XP_033338693.1	XP_017886924.1
OG0005243	XP_033328530.1	XP_017882951.1
OG0005244	XP_033330716.1	XP_017876761.2
OG0005245	XP_033332920.1	XP_017879537.1
OG0005246	XP_033323220.1	XP_017887115.1
OG0005248	XP_033322159.1	XP_017885955.1
OG0005249	XP_033323863.1	XP_017878875.1
OG0005250	XP_033334481.1	XP_017881075.1
OG0005251	XP_033323161.1	XP_017880603.1, XP_026669619.1
OG0005252	XP_033337909.1	XP_017888758.1
OG0005253	XP_033335655.1	XP_017884462.1
OG0005254	XP_033341425.1	XP_017888263.1
OG0005255	XP_033327141.1	XP_017893643.1
OG0005256	XP_033322468.1	XP_017875868.1
OG0005257	XP_033320949.1	XP_017879148.1
OG0005258	XP_033342097.1	XP_026667893.1
OG0005259	XP_033332666.1	XP_026666615.1
OG0005260	XP_033326060.1	XP_017876562.2, XP_026667658.1
OG0005261	XP_033334794.1	XP_017879722.1, XP_017886968.1
OG0005262	XP_033333638.1	XP_017875641.1
OG0005263	XP_033334251.1	XP_017878211.1
OG0005264	XP_033335073.1	XP_017876265.1
OG0005265	XP_033328747.1	XP_017888187.1
OG0005266	XP_033325267.1	XP_017889459.1
OG0005267	XP_033323876.1	XP_017885119.1
OG0005268	XP_033340561.1	XP_017891142.1
OG0005269	XP_033323130.1	XP_017882350.1, XP_026670473.1
OG0005270	XP_033341582.1	XP_017889388.1
OG0005271	XP_033328856.1	XP_017881055.1
OG0005272	XP_033339170.1	XP_017877324.1
OG0005273	XP_033322378.1	XP_017886417.1
OG0005274	XP_033335774.1	XP_017886545.1, XP_026667193.1
OG0005275	XP_033330362.1	XP_017877127.1
OG0005276	XP_033342394.1	XP_017879924.1
OG0005277	XP_033333137.1	XP_017891111.1
OG0005278	XP_033329349.1, XP_033329350.1	XP_017891251.1
OG0005279	XP_033341106.1	XP_017876121.1
OG0005280	XP_033325560.1	XP_017876551.1, XP_017876552.1
OG0005281	XP_033334416.1, XP_033334414.1	XP_017884021.2
OG0005282	XP_033341622.1	XP_017879454.1
OG0005283	XP_033337164.1	XP_017891351.1
OG0005284	XP_033337861.1, XP_033337860.1, XP_033337859.1	XP_017877657.1
OG0005286	XP_033335223.1, XP_033329246.1	XP_017883178.1
OG0005287	XP_033330521.1	XP_017877424.1, XP_017877426.1
OG0005288	XP_033332921.1	XP_017885981.1
OG0005289	XP_033324942.1	XP_017882845.1
OG0005290	XP_033324574.1	XP_017888452.1
OG0005291	XP_033342712.1	XP_017878503.1
OG0005292	XP_033342650.1	XP_017878537.1
OG0005293	XP_033329153.1	XP_017884095.1, XP_017884096.1
OG0005294	XP_033334788.1	XP_017879053.1
OG0005295	XP_033325514.1	XP_017883896.1
OG0005296	XP_033342576.1	XP_017876795.1
OG0005297	XP_033329641.1	XP_017892291.1
OG0005298	XP_033326091.1, XP_033326092.1	XP_017886921.1
OG0005299	XP_033320831.1	XP_017889916.1
OG0005300	XP_033338572.1	XP_017882564.1
OG0005301	XP_033331568.1, XP_033339924.1, XP_033331578.1	XP_017883885.1
OG0005302	XP_033342869.1	XP_017878504.1
OG0005303	XP_033338418.1	XP_017883684.1
OG0005304	XP_033340579.1	XP_017882064.1
OG0005305	XP_033326533.1, XP_033326532.1, XP_033326531.1	XP_017890008.1
OG0005306	XP_033323090.1	XP_017875267.2
OG0005307	XP_033342610.1	XP_017880398.1
OG0005308	XP_033334858.1	XP_017892644.1, XP_017878922.1
OG0005309	XP_033342445.1	XP_017879975.1
OG0005310	XP_033322262.1	XP_017878111.1
OG0005311	XP_033328864.1	XP_017887941.1
OG0005312	XP_033342535.1	XP_017878693.1
OG0005313	XP_033342809.1	XP_017878534.1
OG0005314	XP_033332538.1	XP_017877180.1
OG0005315	XP_033342260.1	XP_017881970.1
OG0005317	XP_033323112.1	XP_017893540.1
OG0005318	XP_033328867.1	XP_017892390.1
OG0005319	XP_033326437.1	XP_017884293.1
OG0005320	XP_033335702.1	XP_017893267.1
OG0005321	XP_033342545.1, XP_033342548.1, XP_033342547.1, XP_033342546.1	XP_017877598.1
OG0005323	XP_033328151.1	XP_017891579.1
OG0005324	XP_033338447.1, XP_033338449.1, XP_033338448.1	XP_026672760.1
OG0005325	XP_033329880.1	XP_017882482.1
OG0005326	XP_033338033.1	XP_017877804.1
OG0005327	XP_033335111.1	XP_017890609.1
OG0005328	XP_033340543.1	XP_017885250.1, XP_017885252.1
OG0005329	XP_033334084.1	XP_017882306.1
OG0005330	XP_033330715.1	XP_026667816.1
OG0005331	XP_033341285.1	XP_017889027.1
OG0005332	XP_033339495.1	XP_017890848.1
OG0005333	XP_033342210.1	XP_017884222.1
OG0005334	XP_033335002.1	XP_017880326.1
OG0005335	XP_033338498.1	XP_017877316.1
OG0005336	XP_033340975.1	XP_017885676.1
OG0005337	XP_033329582.1	XP_017892222.1
OG0005338	XP_033330834.1	XP_017887175.1
OG0005339	XP_033342924.1	XP_017877575.1
OG0005340	XP_033334771.1	XP_017879150.1
