Orthogroup	Megalopta_genalis	Tribolium_castaneum
OG0004664	XP_033332500.1	XP_015833246.1, NP_001280493.1
OG0004665	XP_033336675.1	XP_008194796.1, XP_971403.3
OG0004666	XP_033331874.1, XP_033331873.1	XP_015833520.1
OG0004667	XP_033335243.1	XP_008198552.1
OG0004668	XP_033341788.1, XP_033327052.1, XP_033327051.1	XP_008201354.1
OG0004669	XP_033325623.1, XP_033325622.1	XP_975792.1
OG0004670	XP_033340696.1	XP_974004.1
OG0004671	XP_033328790.1	XP_008197386.1, XP_975591.1
OG0004673	XP_033328407.1	XP_008194645.1
OG0004674	XP_033322398.1	XP_008201295.1
OG0004675	XP_033323947.1	XP_971518.1, XP_015834496.1
OG0004676	XP_033338620.1	XP_966825.1, XP_008201674.1
OG0004678	XP_033330011.1, XP_033330012.1, XP_033330013.1	XP_973511.1
OG0004679	XP_033340341.1	XP_008196689.2, XP_008196688.2
OG0004680	XP_033342463.1	XP_970818.1
OG0004681	XP_033324150.1	XP_975668.1
OG0004682	XP_033339014.1	XP_974000.1
OG0004683	XP_033337125.1	XP_966926.1
OG0004684	XP_033326032.1	XP_015836848.1
OG0004685	XP_033327275.1	XP_969282.1
OG0004686	XP_033337686.1	XP_973628.2
OG0004687	XP_033343117.1	XP_969201.1
OG0004688	XP_033322469.1	XP_008199565.1
OG0004689	XP_033341011.1	NP_001164134.1
OG0004690	XP_033324277.1	XP_008200625.1
OG0004691	XP_033335929.1, XP_033335928.1	XP_008194984.1
OG0004692	XP_033335930.1	XP_966819.1
OG0004693	XP_033328776.1	XP_975006.1
OG0004694	XP_033332659.1	XP_015840940.1
OG0004695	XP_033337903.1	XP_969902.1
OG0004696	XP_033321296.1	XP_008193858.1
OG0004698	XP_033328739.1	XP_008199055.1
OG0004699	XP_033325456.1	XP_015835523.1
OG0004700	XP_033321260.1	XP_973680.3
OG0004701	XP_033324408.1	XP_971673.1
OG0004702	XP_033324844.1, XP_033324845.1	XP_974709.1
OG0004705	XP_033342017.1	XP_968950.1
OG0004706	XP_033332082.1, XP_033332083.1	XP_972871.1
OG0004707	XP_033324173.1	XP_972710.1
OG0004708	XP_033338377.1	XP_015833601.1, XP_008195994.2
OG0004711	XP_033336731.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_033340813.1	XP_008196506.1
OG0004713	XP_033333252.1	XP_968908.2
OG0004716	XP_033324096.1	XP_973437.1
OG0004717	XP_033322639.1	XP_968340.1
OG0004718	XP_033324962.1	XP_008194638.1
OG0004719	XP_033321694.1	XP_008198211.1
OG0004720	XP_033332371.1	XP_008201220.1
OG0004721	XP_033342787.1	XP_008199813.2
OG0004722	XP_033326812.1	XP_974471.1
OG0004723	XP_033326288.1	XP_008201625.1
OG0004724	XP_033332960.1	XP_001811736.2
OG0004725	XP_033320916.1	XP_008190595.1, XP_015832960.1
OG0004726	XP_033340087.1	XP_974492.1
OG0004727	XP_033327519.1, XP_033327520.1, XP_033327521.1	XP_008199606.1
OG0004728	XP_033338683.1	XP_969105.1
OG0004729	XP_033333077.1	XP_971165.2
OG0004730	XP_033336501.1, XP_033336495.1	XP_015838367.1
OG0004731	XP_033337264.1, XP_033337134.1	XP_972904.1
OG0004732	XP_033331035.1	XP_015834292.1
OG0004735	XP_033323431.1	XP_973304.1
OG0004736	XP_033327163.1	NP_001161228.1
OG0004737	XP_033331817.1, XP_033331818.1	XP_008194491.1
OG0004738	XP_033329855.1, XP_033329856.1, XP_033329854.1	XP_015838212.1
OG0004739	XP_033332694.1	XP_008195182.1
OG0004740	XP_033330709.1	XP_970262.1
OG0004741	XP_033338730.1	XP_008192139.1
OG0004742	XP_033341971.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_033323104.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_033329901.1	XP_969307.1
OG0004745	XP_033333562.1	XP_001814851.2
OG0004746	XP_033322475.1	XP_008197055.2
OG0004747	XP_033336350.1	XP_015837260.1
OG0004748	XP_033335949.1	XP_015835829.1, XP_015835828.1
OG0004749	XP_033335926.1	XP_015837999.1, XP_008196621.1
OG0004750	XP_033324502.1, XP_033324507.1	XP_972823.3
OG0004751	XP_033323460.1, XP_033339917.1	XP_970398.1
OG0004752	XP_033342541.1	XP_975461.1
OG0004753	XP_033337409.1	XP_973851.1, XP_015835834.1
OG0004754	XP_033322313.1	XP_973319.1
OG0004755	XP_033325237.1	XP_967374.1
OG0004756	XP_033341833.1	XP_969608.1
OG0004757	XP_033322290.1	XP_969240.1
OG0004758	XP_033326303.1	XP_970109.1
OG0004760	XP_033334300.1	XP_972604.2, XP_008199576.1
OG0004761	XP_033324689.1	XP_008194983.1
OG0004762	XP_033325361.1	XP_015834498.1
OG0004763	XP_033338481.1	XP_975243.2
OG0004764	XP_033322314.1	XP_969639.1
OG0004765	XP_033337405.1, XP_033337406.1	XP_008194223.1
OG0004766	XP_033332174.1	XP_008195783.1
OG0004767	XP_033341797.1	XP_968281.1
OG0004768	XP_033327043.1, XP_033327045.1	XP_015838647.1
OG0004769	XP_033322135.1, XP_033322136.1	XP_008201319.1
OG0004770	XP_033322480.1	XP_008190552.1, XP_008190553.1
OG0004771	XP_033323573.1, XP_033323575.1	XP_969760.1
OG0004772	XP_033331698.1	XP_008193694.1
OG0004773	XP_033322583.1	XP_008201029.1
OG0004774	XP_033322525.1	XP_972452.1
OG0004775	XP_033336756.1	NP_001153710.1
OG0004776	XP_033333718.1, XP_033333706.1	XP_008191758.1
OG0004777	XP_033338054.1	XP_008199560.1
OG0004778	XP_033342044.1	XP_015834771.1
OG0004779	XP_033329431.1	XP_970366.3
OG0004780	XP_033325011.1	XP_015837773.1
OG0004781	XP_033332709.1	XP_008191257.1
OG0004782	XP_033336543.1	XP_008194744.1
OG0004783	XP_033324073.1	XP_008190419.1
OG0004784	XP_033322546.1	XP_008199534.1
OG0004785	XP_033327898.1	XP_008193506.1, XP_008193507.1
OG0004786	XP_033329087.1	XP_975202.1, XP_008191921.1
OG0004787	XP_033324707.1	XP_008196774.1
OG0004788	XP_033322203.1	XP_966752.2
OG0004789	XP_033331653.1	XP_015836501.1
OG0004790	XP_033332842.1	XP_008193417.2
OG0004791	XP_033342441.1	XP_973245.1
OG0004792	XP_033326086.1	XP_970648.1
OG0004794	XP_033341858.1	XP_008200245.1
OG0004795	XP_033329286.1	XP_015839842.1
OG0004796	XP_033343033.1	XP_008193397.1
OG0004797	XP_033329470.1	XP_966386.1
OG0004799	XP_033343096.1	XP_966978.1
OG0004800	XP_033326454.1	XP_001811587.1, XP_015838699.1, XP_966343.1
OG0004801	XP_033329601.1	XP_967941.2
OG0004803	XP_033325284.1	XP_015835931.1
OG0004804	XP_033323871.1, XP_033323814.1	XP_008200086.1
OG0004805	XP_033331752.1	XP_015833562.1
OG0004806	XP_033339280.1	XP_008192696.1
OG0004808	XP_033339975.1, XP_033338945.1	XP_975183.2
OG0004809	XP_033334828.1	XP_008194409.1
OG0004810	XP_033336471.1	XP_015837392.1
OG0004811	XP_033326127.1	XP_015838240.1
OG0004812	XP_033331227.1	XP_008197008.1, XP_015838325.1
OG0004813	XP_033337079.1	XP_966461.1
OG0004814	XP_033341458.1	XP_015840526.1
OG0004815	XP_033321756.1	XP_008193265.1
OG0004817	XP_033323855.1	XP_015836999.1
OG0004818	XP_033338869.1, XP_033338870.1	XP_015837346.1
OG0004819	XP_033340881.1	NP_001164147.1, XP_008200861.1
OG0004820	XP_033338013.1	XP_967802.1
OG0004822	XP_033335150.1	XP_008197930.1, NP_001164116.1, XP_973679.2
OG0004823	XP_033334193.1	XP_008192546.1
OG0004824	XP_033321583.1, XP_033321582.1	XP_008193421.1, XP_008193423.1
OG0004825	XP_033325282.1	XP_008191884.2
OG0004826	XP_033342291.1	XP_973107.1
OG0004827	XP_033324261.1	XP_008194074.1
OG0004828	XP_033331563.1	XP_015836056.1
OG0004829	XP_033339561.1	XP_972704.1
OG0004830	XP_033340877.1	XP_015836529.1
OG0004830	XP_033340627.1	XP_008199260.1
OG0004831	XP_033339971.1	XP_008201566.1
OG0004832	XP_033333532.1	XP_008195746.1
OG0004833	XP_033335290.1	XP_008198150.1
OG0004835	XP_033325070.1	XP_008193665.1
OG0004836	XP_033331428.1	XP_008191141.1
OG0004837	XP_033332869.1, XP_033332867.1, XP_033332866.1	XP_008192953.1
OG0004838	XP_033323225.1	XP_001814936.2
OG0004839	XP_033324052.1	XP_008198778.1
OG0004840	XP_033325089.1	XP_973094.1, XP_015839245.1
OG0004841	XP_033334762.1	XP_008197286.1
OG0004842	XP_033327168.1	XP_015839035.1, XP_008198101.1, XP_008198103.1
OG0004843	XP_033329451.1	XP_970300.1
OG0004844	XP_033334799.1	XP_008197881.1
OG0004845	XP_033336818.1, XP_033336774.1, XP_033329910.1	XP_969831.1
OG0004846	XP_033332342.1	XP_015840976.1
OG0004847	XP_033332725.1	XP_015833064.1, XP_972006.3
OG0004848	XP_033321630.1	XP_969643.2
OG0004849	XP_033325503.1	XP_015836705.1, XP_015836704.1
OG0004850	XP_033340351.1	XP_008198144.1
OG0004851	XP_033328324.1	XP_015833504.1
OG0004852	XP_033321385.1	XP_969996.1
OG0004853	XP_033340406.1	XP_008191373.1
OG0004854	XP_033323503.1	XP_008190620.1
OG0004855	XP_033338079.1	XP_971794.2
OG0004856	XP_033333087.1	XP_974217.2, XP_015840637.1
OG0004857	XP_033325396.1	XP_008192769.1
OG0004858	XP_033334027.1	XP_973439.1
OG0004859	XP_033339870.1	XP_015839170.1
OG0004860	XP_033336396.1	NP_001138950.1, XP_015834291.1
OG0004861	XP_033342128.1	XP_008199023.1
OG0004862	XP_033328142.1, XP_033328143.1	XP_008197573.1
OG0004863	XP_033323212.1, XP_033323211.1	XP_973486.1
OG0004864	XP_033331641.1, XP_033331575.1	XP_974391.1
OG0004865	XP_033329074.1	XP_008196783.1
OG0004866	XP_033325801.1	XP_008200545.1, NP_001103739.1
OG0004867	XP_033323172.1	XP_008196751.1
OG0004868	XP_033334369.1	XP_015835518.1
OG0004869	XP_033331195.1	XP_971260.2
OG0004870	XP_033338158.1	XP_015839501.1, XP_015839478.1, XP_015839498.1
OG0004871	XP_033341070.1	XP_015840718.1
OG0004872	XP_033324005.1, XP_033324006.1	XP_966431.1
OG0004873	XP_033329444.1	XP_015836321.1
OG0004874	XP_033338036.1, XP_033338038.1	XP_015838654.1
OG0004875	XP_033342266.1	XP_008195803.1
OG0004877	XP_033324624.1	XP_972955.1
OG0004878	XP_033322860.1, XP_033322854.1	XP_968050.1
OG0004879	XP_033321594.1	XP_008200799.1
OG0004880	XP_033339293.1, XP_033339296.1, XP_033339294.1, XP_033339295.1	XP_971198.2
OG0004881	XP_033339117.1	XP_008191700.1, XP_008191699.1
OG0004884	XP_033327813.1	NP_001034280.2, XP_015838629.1
OG0004885	XP_033328216.1, XP_033328217.1	XP_015837026.1
OG0004886	XP_033334116.1	XP_969715.1
OG0004887	XP_033326468.1, XP_033326651.1	XP_008200970.1
OG0004888	XP_033322667.1, XP_033322668.1	XP_008191994.1
OG0004889	XP_033339402.1, XP_033339408.1	XP_015838674.1
OG0004890	XP_033331848.1, XP_033331849.1	XP_967682.1
OG0004891	XP_033324364.1, XP_033324365.1	XP_008193990.1, XP_008193991.1
OG0004892	XP_033324214.1, XP_033324212.1, XP_033324213.1, XP_033324111.1, XP_033335310.1	XP_015833664.1
OG0004893	XP_033338207.1	XP_015837711.1, XP_001808385.1, XP_015837720.1
OG0004894	XP_033326222.1	XP_008191465.1
OG0004897	XP_033339657.1	XP_001811996.1
OG0004898	XP_033342004.1	XP_008191803.1
OG0004899	XP_033337541.1	XP_008193873.1
OG0004900	XP_033330644.1	XP_966944.2, XP_008200412.1, XP_001807669.1
OG0004901	XP_033339107.1	XP_008195345.1, XP_008195344.1
OG0004902	XP_033328815.1	XP_971001.1
OG0004903	XP_033336463.1	XP_008196777.1
OG0004904	XP_033342079.1	XP_015834412.1
OG0004906	XP_033329122.1, XP_033329124.1, XP_033329123.1, XP_033341759.1, XP_033341760.1	XP_008201561.1
OG0004907	XP_033330745.1, XP_033330744.1, XP_033330747.1, XP_033330746.1, XP_033330743.1	XP_015834474.1
OG0004908	XP_033324164.1, XP_033324172.1	XP_008196350.1
OG0004909	XP_033332938.1	XP_015837906.1, XP_008196480.1
OG0004910	XP_033331571.1	XP_008201680.1
OG0004911	XP_033325043.1	XP_008194464.1
OG0004912	XP_033336078.1, XP_033336077.1	XP_015835196.1, NP_001034532.1
OG0004913	XP_033334396.1	XP_008191269.1
OG0004914	XP_033336869.1	XP_015834665.1, XP_969323.1
OG0004916	XP_033328775.1	XP_972025.3
OG0004917	XP_033324549.1	XP_015835016.1, XP_972750.1
OG0004918	XP_033324225.1	XP_015837633.1
OG0004919	XP_033329341.1	XP_967715.1
OG0004920	XP_033324297.1	XP_008196321.2
OG0004922	XP_033340691.1	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1
OG0004923	XP_033322319.1	XP_966362.3, XP_008198885.1
OG0004924	XP_033337610.1	XP_015835358.1, XP_971575.1, XP_008193044.1
OG0004925	XP_033331634.1	XP_008191440.1, XP_970860.1
OG0004926	XP_033328635.1	XP_015837005.1
OG0004927	XP_033332025.1, XP_033330256.1	XP_015836930.1
OG0004929	XP_033335884.1	XP_973406.1
OG0004930	XP_033336407.1	XP_972029.1
OG0004931	XP_033330942.1	XP_008190822.1
OG0004932	XP_033320880.1	XP_015833793.1
OG0004934	XP_033323428.1	XP_008195164.2
OG0004936	XP_033322686.1	XP_008197526.1
OG0004937	XP_033328617.1, XP_033328618.1, XP_033328619.1	NP_001164123.1, XP_008197789.1
OG0004938	XP_033331773.1, XP_033331777.1	XP_008200608.1
OG0004939	XP_033334775.1	XP_001816010.2
OG0004940	XP_033321305.1	XP_008196755.1
OG0004941	XP_033341839.1	XP_015833263.1
OG0004942	XP_033322885.1	XP_967087.1
OG0004943	XP_033326357.1	XP_966902.2
OG0004944	XP_033328858.1	XP_008190299.1
OG0004945	XP_033324894.1	XP_008190439.1, XP_971620.2, XP_008190440.1
OG0004946	XP_033338062.1	XP_008201600.1, XP_008201601.1
OG0004947	XP_033337135.1	XP_008200458.1
OG0004949	XP_033336535.1	XP_008194475.1, XP_008194477.1
OG0004950	XP_033341966.1	XP_008193677.1, XP_970287.1, XP_008193689.1, XP_008193686.1
OG0004951	XP_033341609.1	XP_008193897.1
OG0004952	XP_033328051.1, XP_033328052.1	XP_966478.2
OG0004954	XP_033340223.1, XP_033340224.1	XP_001812566.1
OG0004960	XP_033325845.1	XP_008190976.1
OG0004964	XP_033341825.1	XP_008194787.1
OG0004967	XP_033321320.1	XP_008196782.1
OG0004968	XP_033323967.1, XP_033323969.1	XP_008198518.1
OG0004976	XP_033320879.1	XP_970626.1
OG0004977	XP_033338940.1	XP_015836320.1
OG0004978	XP_033327386.1	XP_970150.1
OG0004979	XP_033342093.1	XP_971117.1, XP_966314.3
OG0004980	XP_033335110.1	XP_971032.1
OG0004981	XP_033332380.1	XP_974357.1
OG0004982	XP_033332387.1	XP_975872.1
OG0004983	XP_033336298.1	XP_008194836.1
OG0004984	XP_033340792.1, XP_033340209.1	XP_973514.1
OG0004985	XP_033330346.1	NP_001107650.1, XP_008197630.1
OG0004986	XP_033327632.1	XP_008195624.1
OG0004987	XP_033324456.1	XP_972100.1
OG0004988	XP_033339581.1	XP_008195878.1
OG0004989	XP_033323568.1	XP_973980.1
OG0004990	XP_033322484.1	XP_015835544.1
OG0004991	XP_033326811.1	XP_969319.1
OG0004992	XP_033339393.1	XP_971351.1
OG0004994	XP_033325656.1	XP_008194348.1
OG0004995	XP_033341136.1	XP_970778.1
OG0004996	XP_033332752.1	XP_968456.1
OG0004997	XP_033339363.1	XP_967059.1
OG0004998	XP_033333231.1	XP_969719.1
OG0004999	XP_033335889.1	XP_015836360.1
OG0005000	XP_033337751.1	XP_973093.1
OG0005001	XP_033336423.1	XP_971865.1
OG0005002	XP_033328150.1	XP_015836834.1
OG0005003	XP_033333844.1	XP_015835317.1
OG0005004	XP_033326213.1	XP_970313.1
OG0005005	XP_033326496.1	XP_967161.1
OG0005006	XP_033329387.1	XP_974268.1
OG0005007	XP_033339476.1	XP_972333.1
OG0005008	XP_033334318.1	XP_008200600.1, XP_972103.1
OG0005009	XP_033330623.1	XP_008192258.1, XP_966680.1
OG0005010	XP_033333753.1	XP_008192241.1
OG0005011	XP_033330413.1	XP_969208.1
OG0005012	XP_033342693.1	XP_971702.2
OG0005013	XP_033331232.1, XP_033331212.1	XP_969405.2
OG0005015	XP_033334267.1	XP_008192278.1
OG0005016	XP_033337916.1	XP_971598.1
OG0005017	XP_033334888.1	XP_975647.3
OG0005018	XP_033330367.1	XP_970855.1
OG0005019	XP_033325671.1	XP_971220.3
OG0005020	XP_033336065.1	XP_008197370.1
OG0005021	XP_033342402.1, XP_033342403.1	XP_975383.3
OG0005022	XP_033324218.1	XP_969117.2
OG0005023	XP_033330291.1	XP_008195816.1
OG0005024	XP_033326614.1	XP_969842.1
OG0005025	XP_033329751.1	XP_008196400.1
OG0005026	XP_033321912.1	XP_008196610.1, XP_967838.1, XP_967998.1
OG0005027	XP_033328735.1	XP_008196354.1, XP_008196352.1
OG0005028	XP_033329276.1, XP_033329285.1	XP_001810642.1
OG0005030	XP_033327132.1	XP_015835739.1, XP_015835998.1
OG0005031	XP_033330043.1	XP_967283.1
OG0005032	XP_033332607.1	XP_008201355.1
OG0005033	XP_033340414.1	XP_008199779.1
OG0005034	XP_033342482.1	XP_974829.1
OG0005035	XP_033322040.1	XP_968419.1
OG0005036	XP_033324915.1	XP_967697.1
OG0005038	XP_033321369.1	XP_968221.1
OG0005039	XP_033327973.1	XP_969797.1
OG0005040	XP_033321809.1	XP_967390.1
OG0005041	XP_033330817.1	XP_975533.1
OG0005042	XP_033339271.1	XP_967681.1
OG0005043	XP_033324831.1	XP_008201628.1
OG0005044	XP_033343014.1	XP_971003.1
OG0005045	XP_033321598.1	XP_975537.1
OG0005046	XP_033337987.1, XP_033337991.1	XP_969355.1
OG0005047	XP_033321156.1, XP_033321166.1	XP_970277.2
OG0005048	XP_033337840.1	XP_970680.1
OG0005049	XP_033326148.1	XP_015837814.1, XP_008196199.1
OG0005050	XP_033339621.1	XP_971205.1
OG0005051	XP_033327988.1	XP_971209.1
OG0005052	XP_033324038.1	NP_001165051.1, XP_008194855.1
OG0005053	XP_033339535.1	XP_008196372.1
OG0005054	XP_033339713.1	XP_968949.1
OG0005057	XP_033341569.1	XP_967375.1, XP_969190.1
OG0005058	XP_033336895.1	XP_008193760.1
OG0005059	XP_033336568.1	XP_974991.1
OG0005061	XP_033328132.1	XP_008200375.1
OG0005062	XP_033321355.1	XP_975597.1
OG0005063	XP_033325125.1	XP_971281.1
OG0005064	XP_033332846.1	XP_008194436.1
OG0005065	XP_033332832.1	XP_008196363.1
OG0005068	XP_033338459.1, XP_033338457.1	XP_008194720.1
OG0005069	XP_033335744.1	XP_001807705.1
OG0005070	XP_033341363.1	XP_008193199.1
OG0005071	XP_033322257.1	XP_001813192.1
OG0005072	XP_033324978.1	XP_008200611.1
OG0005073	XP_033322401.1	XP_967879.1
OG0005074	XP_033323126.1	NP_001073568.1
OG0005075	XP_033323114.1	NP_001073569.1
OG0005076	XP_033324855.1	XP_008191234.1
OG0005077	XP_033329681.1	XP_974905.1
OG0005078	XP_033341536.1, XP_033341535.1	XP_969738.1
OG0005079	XP_033340150.1	XP_975100.1
OG0005080	XP_033332081.1	XP_966634.1
OG0005081	XP_033342975.1	XP_974355.1
OG0005082	XP_033324434.1	XP_969739.1
OG0005083	XP_033324625.1, XP_033324626.1	XP_967781.1
OG0005084	XP_033327960.1	XP_008198812.1
OG0005085	XP_033328365.1	XP_008190498.1
OG0005086	XP_033327034.1, XP_033327033.1	XP_008195014.1
OG0005087	XP_033332871.1	XP_970061.1
OG0005088	XP_033326892.1	XP_008201605.1
OG0005089	XP_033342176.1	XP_008191155.1
OG0005090	XP_033338886.1	XP_973135.2
OG0005091	XP_033336248.1	XP_008194817.1
OG0005092	XP_033327655.1	XP_973529.1
OG0005093	XP_033321913.1	NP_001164229.1
OG0005094	XP_033340913.1	XP_008196865.1
OG0005095	XP_033340218.1, XP_033340219.1	XP_015834250.1
OG0005096	XP_033327508.1	XP_015838175.1
OG0005097	XP_033328419.1	XP_008196754.1
OG0005099	XP_033321180.1	XP_008201136.1
OG0005100	XP_033321504.1	XP_975157.1
OG0005102	XP_033326069.1	XP_973456.3
OG0005103	XP_033333197.1	XP_968333.1
OG0005104	XP_033325165.1	XP_973571.1, XP_015839990.1
OG0005105	XP_033327113.1	XP_971546.2
OG0005106	XP_033335535.1	XP_968166.2
OG0005107	XP_033328798.1	XP_972667.1
OG0005108	XP_033327620.1	XP_974552.1
OG0005109	XP_033324530.1	XP_971321.1
OG0005110	XP_033340092.1	XP_966973.1
OG0005111	XP_033330945.1	XP_970069.1
OG0005112	XP_033322923.1	XP_008193341.1
OG0005113	XP_033338109.1, XP_033338105.1	XP_970798.1
OG0005114	XP_033325035.1	XP_015833499.1
OG0005116	XP_033340651.1	XP_974018.1
OG0005117	XP_033326927.1	XP_008198416.2
OG0005118	XP_033325995.1	XP_008197442.1
OG0005119	XP_033335533.1	XP_008199676.1
OG0005120	XP_033325134.1	XP_008192929.1
OG0005121	XP_033326542.1	XP_967971.1
OG0005122	XP_033322341.1	XP_967844.1
OG0005123	XP_033324941.1	XP_967622.1
OG0005124	XP_033331204.1	XP_008198550.1
OG0005125	XP_033330899.1, XP_033340887.1	XP_970542.1
OG0005126	XP_033324349.1	XP_975603.1
OG0005127	XP_033337170.1	XP_969127.1
OG0005128	XP_033341896.1	XP_008201558.1
OG0005129	XP_033336845.1	XP_015840244.1
OG0005130	XP_033340950.1	XP_015840521.1
OG0005132	XP_033336487.1	XP_970564.1
OG0005133	XP_033321178.1, XP_033321175.1	XP_008195511.1
OG0005134	XP_033321669.1, XP_033321680.1	XP_015835812.1
OG0005135	XP_033325712.1	XP_015835765.1
OG0005136	XP_033337498.1	XP_001812052.1
OG0005137	XP_033333006.1	XP_015838457.1
OG0005138	XP_033323364.1	XP_971716.1
OG0005139	XP_033329694.1	XP_966879.1
OG0005140	XP_033342527.1	XP_008193390.1
OG0005141	XP_033342329.1	XP_008201090.1
OG0005142	XP_033324825.1	XP_008197819.1
OG0005143	XP_033325283.1	XP_973121.1
OG0005145	XP_033326263.1	XP_975014.1
OG0005146	XP_033329429.1	XP_008196815.1
OG0005148	XP_033325093.1	XP_975324.1, XP_015834864.1, XP_015834863.1
OG0005149	XP_033327278.1	XP_968628.1
OG0005150	XP_033332112.1	XP_973173.2
OG0005151	XP_033325195.1	XP_015836257.1
OG0005152	XP_033322689.1	XP_008198241.1
OG0005153	XP_033337479.1	XP_974769.2
OG0005154	XP_033334890.1	XP_971959.1
OG0005155	XP_033336587.1	XP_974503.1
OG0005156	XP_033340349.1	XP_968968.1
OG0005157	XP_033321683.1	XP_966352.1
OG0005158	XP_033334051.1	XP_974589.2
OG0005159	XP_033328882.1	XP_008196152.1
OG0005160	XP_033322819.1	XP_973604.1
OG0005161	XP_033337395.1	XP_008193853.1
OG0005162	XP_033330186.1	XP_972190.1
OG0005163	XP_033322239.1	XP_015839856.1
OG0005164	XP_033337584.1, XP_033337376.1	XP_969798.1
OG0005165	XP_033342816.1, XP_033342814.1	XP_967954.1
OG0005166	XP_033335335.1	XP_008200909.1
OG0005167	XP_033339466.1	XP_972768.1
OG0005168	XP_033322560.1	XP_015837110.1, XP_973640.1
OG0005169	XP_033342015.1	XP_973650.1
OG0005172	XP_033330225.1	XP_974627.1
OG0005173	XP_033339579.1	XP_008194200.2
OG0005174	XP_033332720.1	XP_008196130.1
OG0005175	XP_033332917.1	XP_968267.1
OG0005176	XP_033321070.1	XP_975064.2
OG0005177	XP_033327098.1	XP_970121.3
OG0005178	XP_033324903.1	XP_008199425.1
OG0005179	XP_033325142.1	XP_973179.2
OG0005180	XP_033322607.1	XP_008198757.1
OG0005181	XP_033332640.1	XP_015840167.1
OG0005182	XP_033334513.1	XP_008195870.1
OG0005183	XP_033324868.1	XP_972861.1
OG0005184	XP_033342000.1	XP_015836511.1
OG0005185	XP_033322255.1	XP_008198776.1
OG0005186	XP_033320899.1	XP_015840459.1
OG0005187	XP_033337145.1	XP_974928.2
OG0005188	XP_033326580.1	XP_008191814.1
OG0005189	XP_033337567.1	XP_967321.2
OG0005190	XP_033337742.1	XP_008195784.1
OG0005191	XP_033338409.1	XP_001811853.1
OG0005192	XP_033335374.1	XP_973641.2
OG0005193	XP_033328133.1	XP_967739.2
OG0005194	XP_033340322.1	XP_970004.1
OG0005195	XP_033323712.1	XP_967034.2
OG0005196	XP_033326367.1	XP_008192228.1
OG0005197	XP_033339596.1	XP_008198588.1
OG0005198	XP_033329976.1	XP_968995.1
OG0005199	XP_033320809.1	XP_974011.2
OG0005200	XP_033337738.1, XP_033337739.1	XP_008199582.1
OG0005201	XP_033331973.1	XP_967900.1
OG0005202	XP_033331411.1, XP_033339883.1	XP_008190819.1
