Orthogroup	Megalopta_genalis	Nasonia_vitripennis
OG0004664	XP_033332500.1	XP_008206323.1
OG0004665	XP_033336675.1	XP_031788691.1
OG0004666	XP_033331874.1, XP_033331873.1	XP_032455007.1
OG0004667	XP_033335243.1	XP_001600622.1
OG0004668	XP_033341788.1, XP_033327052.1, XP_033327051.1	NP_001123270.1, XP_001604385.2
OG0004669	XP_033325623.1, XP_033325622.1	XP_001600502.1, XP_008208273.1
OG0004670	XP_033340696.1	XP_003425730.1
OG0004671	XP_033328790.1	XP_001604912.1
OG0004672	XP_033321043.1	XP_001605295.1
OG0004674	XP_033322398.1	XP_001605330.1
OG0004675	XP_033323947.1	XP_001599972.1
OG0004676	XP_033338620.1	XP_031779679.1
OG0004678	XP_033330011.1, XP_033330012.1, XP_033330013.1	XP_001607691.1
OG0004679	XP_033340341.1	XP_008214331.2
OG0004680	XP_033342463.1	XP_008207611.1
OG0004681	XP_033324150.1	XP_016838815.1
OG0004682	XP_033339014.1	XP_001607372.1, XP_031778529.1
OG0004683	XP_033337125.1	XP_001599156.1
OG0004684	XP_033326032.1	XP_001604038.1
OG0004686	XP_033337686.1	XP_031778972.1, XP_008216549.1
OG0004687	XP_033343117.1	XP_003425875.1
OG0004688	XP_033322469.1	XP_003425983.1, XP_032453270.1, XP_001605905.1
OG0004689	XP_033341011.1	XP_008202145.1
OG0004690	XP_033324277.1	XP_008202499.1, XP_031784718.1
OG0004691	XP_033335929.1, XP_033335928.1	XP_031780733.1
OG0004692	XP_033335930.1	XP_031780736.1
OG0004693	XP_033328776.1	XP_008213222.1
OG0004694	XP_033332659.1	XP_016838800.1
OG0004695	XP_033337903.1	XP_001603617.1
OG0004696	XP_033321296.1	XP_003426154.1
OG0004697	XP_033328953.1	XP_008207386.1
OG0004698	XP_033328739.1	XP_031782378.1, XP_031782379.1, XP_032453903.1
OG0004699	XP_033325456.1	NP_001127782.1
OG0004700	XP_033321260.1	XP_031788086.2
OG0004701	XP_033324408.1	XP_008203224.1
OG0004702	XP_033324844.1, XP_033324845.1	XP_001605541.1
OG0004704	XP_033331745.1	XP_001606666.2
OG0004705	XP_033342017.1	XP_031781073.1, XP_032457451.1
OG0004706	XP_033332082.1, XP_033332083.1	XP_001602537.1
OG0004707	XP_033324173.1	XP_031778772.1
OG0004708	XP_033338377.1	XP_031784408.1
OG0004709	XP_033327758.1	XP_032455867.1
OG0004711	XP_033336731.1	XP_031788036.1, XP_031788035.1
OG0004712	XP_033340813.1	XP_031778794.1
OG0004713	XP_033333252.1	XP_008207189.1, XP_001606413.1
OG0004714	XP_033331631.1	XP_016836630.1
OG0004716	XP_033324096.1	XP_008208687.1
OG0004717	XP_033322639.1	XP_001599891.3
OG0004718	XP_033324962.1	XP_016839627.1
OG0004719	XP_033321694.1	XP_031779912.1
OG0004720	XP_033332371.1	NP_001123269.1, XP_008205118.1
OG0004721	XP_033342787.1	XP_008205348.3
OG0004722	XP_033326812.1	XP_001600620.1
OG0004723	XP_033326288.1	XP_001604642.2
OG0004724	XP_033332960.1	XP_032451802.1
OG0004726	XP_033340087.1	NP_001154938.1
OG0004727	XP_033327519.1, XP_033327520.1, XP_033327521.1	XP_001600758.3
OG0004728	XP_033338683.1	XP_031781507.1
OG0004729	XP_033333077.1	XP_031780983.1, XP_031780982.1
OG0004730	XP_033336501.1, XP_033336495.1	XP_003425573.1
OG0004731	XP_033337264.1, XP_033337134.1	XP_016838413.1
OG0004732	XP_033331035.1	XP_016841678.1, XP_031788672.1
OG0004734	XP_033324796.1	XP_008201909.1
OG0004735	XP_033323431.1	XP_003427543.1
OG0004736	XP_033327163.1	XP_001600895.2
OG0004737	XP_033331817.1, XP_033331818.1	XP_008215970.1
OG0004738	XP_033329855.1, XP_033329856.1, XP_033329854.1	XP_031781273.1
OG0004739	XP_033332694.1	XP_008213444.1, XP_003424996.1
OG0004740	XP_033330709.1	XP_001603303.2
OG0004741	XP_033338730.1	XP_031783462.1, XP_032453892.1, XP_031783460.1
OG0004742	XP_033341971.1	XP_031782268.1, XP_031782267.1, XP_031782269.1
OG0004743	XP_033323104.1	XP_001605649.1
OG0004744	XP_033329901.1	XP_031779681.1
OG0004745	XP_033333562.1	XP_016837366.2
OG0004746	XP_033322475.1	XP_003425555.1
OG0004747	XP_033336350.1	XP_008207328.1
OG0004748	XP_033335949.1	XP_031786599.1, XP_031786600.1
OG0004749	XP_033335926.1	XP_031778017.1, XP_003425609.1
OG0004751	XP_033323460.1, XP_033339917.1	XP_016837569.1
OG0004752	XP_033342541.1	NP_001123289.2, XP_031786123.1
OG0004753	XP_033337409.1	XP_001601751.1
OG0004754	XP_033322313.1	XP_032457868.1
OG0004755	XP_033325237.1	NP_001154964.1
OG0004756	XP_033341833.1	XP_001602468.2
OG0004757	XP_033322290.1	XP_031779872.1
OG0004758	XP_033326303.1	XP_001606906.1
OG0004759	XP_033338275.1, XP_033338274.1, XP_033338271.1, XP_033338270.1, XP_033338272.1, XP_033338276.1, XP_033338273.1	XP_016839895.1
OG0004760	XP_033334300.1	XP_031788131.1
OG0004761	XP_033324689.1	XP_031787303.1
OG0004762	XP_033325361.1	XP_031776945.1
OG0004763	XP_033338481.1	XP_031786960.1, XP_031782071.1
OG0004764	XP_033322314.1	XP_001603902.2
OG0004765	XP_033337405.1, XP_033337406.1	XP_016842153.1
OG0004766	XP_033332174.1	NP_001122410.2
OG0004767	XP_033341797.1	XP_031780714.1
OG0004768	XP_033327043.1, XP_033327045.1	XP_031781731.1
OG0004769	XP_033322135.1, XP_033322136.1	XP_001601457.2
OG0004770	XP_033322480.1	XP_008215761.1
OG0004771	XP_033323573.1, XP_033323575.1	XP_032453855.1
OG0004772	XP_033331698.1	XP_001605844.1
OG0004773	XP_033322583.1	XP_001599962.1
OG0004774	XP_033322525.1	XP_001607476.1
OG0004775	XP_033336756.1	XP_008208992.1
OG0004776	XP_033333718.1, XP_033333706.1	XP_016840985.1, NP_001123523.1
OG0004777	XP_033338054.1	XP_031780098.1
OG0004778	XP_033342044.1	XP_031782335.1
OG0004779	XP_033329431.1	XP_001604051.2
OG0004780	XP_033325011.1	XP_031789564.1
OG0004781	XP_033332709.1	XP_001600578.1
OG0004782	XP_033336543.1	XP_001600918.1
OG0004783	XP_033324073.1	XP_003426939.1
OG0004784	XP_033322546.1	XP_008203091.1
OG0004785	XP_033327898.1	XP_031787249.1
OG0004786	XP_033329087.1	XP_003424663.1
OG0004787	XP_033324707.1	XP_003426597.1
OG0004788	XP_033322203.1	XP_008218034.1
OG0004789	XP_033331653.1	XP_008216899.1, XP_031787676.1
OG0004790	XP_033332842.1	XP_031780545.1, XP_008204830.2
OG0004791	XP_033342441.1	XP_001606461.2
OG0004792	XP_033326086.1	XP_001604325.1
OG0004793	XP_033339442.1	NP_001154934.1
OG0004794	XP_033341858.1	XP_001602155.3
OG0004795	XP_033329286.1	XP_031777849.1
OG0004796	XP_033343033.1	XP_031783925.1
OG0004797	XP_033329470.1	XP_001602498.2
OG0004798	XP_033323794.1, XP_033332581.1	XP_016845104.2
OG0004799	XP_033343096.1	XP_001599979.2
OG0004800	XP_033326454.1	XP_001607115.2
OG0004801	XP_033329601.1	XP_008213066.1
OG0004803	XP_033325284.1	XP_003426703.2
OG0004804	XP_033323814.1	XP_031786897.1
OG0004805	XP_033331752.1	XP_016841900.1
OG0004806	XP_033339280.1	XP_016839092.1
OG0004808	XP_033339975.1, XP_033338945.1	XP_031777999.1
OG0004809	XP_033334828.1	XP_008214127.1
OG0004810	XP_033336471.1	XP_016839519.1
OG0004811	XP_033326127.1	XP_001602686.2
OG0004812	XP_033331227.1	XP_008209732.1
OG0004813	XP_033337079.1	XP_016837236.1
OG0004814	XP_033341458.1	XP_008209558.1, XP_016837298.1, XP_032453123.1
OG0004816	XP_033320956.1	XP_031789628.1, XP_032451912.1
OG0004817	XP_033323855.1	XP_008211697.3
OG0004818	XP_033338869.1, XP_033338870.1	XP_001599857.1
OG0004819	XP_033340881.1	XP_001604541.2
OG0004820	XP_033338013.1	XP_032455327.1, XP_016840418.1
OG0004821	XP_033322985.1	XP_016840154.1, XP_008216695.1
OG0004822	XP_033335150.1	XP_003424512.1
OG0004823	XP_033334193.1	XP_016845566.1, XP_031785933.1
OG0004824	XP_033321583.1, XP_033321582.1	XP_001607416.1
OG0004826	XP_033342291.1	XP_008208747.1, XP_008208749.1, XP_008208748.1
OG0004827	XP_033324261.1	XP_001602099.1
OG0004829	XP_033339561.1	XP_001602472.1
OG0004830	XP_033340877.1	XP_016843596.1
OG0004831	XP_033339971.1	XP_016842430.1
OG0004832	XP_033333532.1	XP_008208513.1
OG0004833	XP_033335290.1	XP_008215551.1
OG0004834	XP_033337560.1	XP_001601160.1, XP_032456080.1, XP_032456079.1, XP_032456081.1
OG0004835	XP_033325070.1	XP_008202098.2
OG0004836	XP_033331428.1	XP_031785788.1
OG0004837	XP_033332869.1, XP_033332867.1, XP_033332866.1	XP_031783229.1
OG0004838	XP_033323225.1	XP_016838290.1
OG0004839	XP_033324052.1	XP_032453263.1
OG0004841	XP_033334762.1	XP_001606601.2
OG0004842	XP_033327168.1	XP_016837186.1
OG0004843	XP_033329451.1	XP_001608141.2
OG0004844	XP_033334799.1	XP_016844881.1, XP_001605827.2, XP_008217064.1
OG0004845	XP_033336818.1, XP_033336774.1, XP_033329910.1	XP_001607883.2, XP_008215732.1
OG0004846	XP_033332342.1	XP_016844673.1
OG0004847	XP_033332725.1	XP_008209698.1
OG0004848	XP_033321630.1	XP_032456670.1
OG0004849	XP_033325503.1	XP_031787729.1
OG0004850	XP_033340351.1	XP_032452266.1
OG0004851	XP_033328324.1	XP_003425085.1
OG0004852	XP_033321385.1	XP_001606787.1
OG0004853	XP_033340406.1	XP_016844112.2
OG0004854	XP_033323503.1	XP_008209069.1, XP_008209068.1
OG0004855	XP_033338079.1	XP_031785375.1, XP_008211379.1
OG0004856	XP_033333087.1	XP_031778588.1
OG0004857	XP_033325396.1	XP_031776955.1
OG0004858	XP_033334027.1	XP_001600041.2
OG0004859	XP_033339870.1	XP_001602556.1
OG0004861	XP_033342128.1	XP_016842305.1
OG0004862	XP_033328142.1, XP_033328143.1	XP_031781167.1, XP_031781171.1
OG0004866	XP_033325801.1	XP_008216281.1
OG0004867	XP_033323172.1	XP_008212645.1, XP_031779361.1
OG0004868	XP_033334369.1	XP_003424819.2, XP_032456882.1
OG0004869	XP_033331195.1	XP_032455421.1
OG0004870	XP_033338158.1	XP_031786496.1
OG0004871	XP_033341070.1	XP_031786807.1
OG0004872	XP_033324005.1, XP_033324006.1	XP_031779675.1
OG0004873	XP_033329444.1	XP_031776598.1
OG0004874	XP_033338036.1, XP_033338038.1	XP_031780323.1, XP_031780324.1
OG0004875	XP_033342266.1	XP_016845341.1
OG0004876	XP_033331967.1	XP_001599507.2
OG0004878	XP_033322860.1, XP_033322854.1	XP_001604731.1
OG0004880	XP_033339293.1, XP_033339296.1, XP_033339294.1, XP_033339295.1	XP_001600307.1
OG0004881	XP_033339117.1	XP_016836736.1
OG0004883	XP_033337803.1	XP_001605008.2
OG0004884	XP_033327813.1	XP_001607228.2
OG0004885	XP_033328216.1, XP_033328217.1	XP_001600001.1
OG0004887	XP_033326468.1, XP_033326651.1	XP_031778630.1
OG0004888	XP_033322667.1, XP_033322668.1	NP_001153351.1
OG0004889	XP_033339402.1, XP_033339408.1	XP_008206585.1, XP_008206586.1
OG0004890	XP_033331848.1, XP_033331849.1	XP_031787998.1
OG0004891	XP_033324364.1, XP_033324365.1	XP_031780646.1
OG0004892	XP_033324214.1, XP_033324212.1, XP_033324213.1, XP_033324111.1	XP_031783744.1
OG0004893	XP_033338207.1	XP_003426764.1
OG0004894	XP_033326222.1	XP_032451976.1
OG0004895	XP_033331724.1	XP_008215389.1
OG0004896	XP_033330984.1	XP_008203538.1
OG0004897	XP_033339657.1	XP_001606628.2
OG0004898	XP_033342004.1	XP_008210350.1, XP_001602301.1, XP_008210349.1, XP_032454026.1, XP_032454027.1
OG0004899	XP_033337541.1	XP_008207179.1
OG0004900	XP_033330644.1	XP_008207965.1
OG0004901	XP_033339107.1	XP_008212072.2
OG0004903	XP_033336463.1	XP_031779168.1
OG0004904	XP_033342079.1	XP_001603241.1
OG0004906	XP_033329122.1, XP_033329124.1, XP_033329123.1, XP_033341759.1, XP_033341760.1	XP_032452827.1, XP_008217763.1
OG0004908	XP_033324164.1, XP_033324172.1	XP_031786582.1
OG0004909	XP_033332938.1	XP_031787964.1, XP_001608073.2, XP_031787963.1
OG0004910	XP_033331571.1	XP_031780189.1
OG0004911	XP_033325043.1	XP_016844422.1, XP_032454603.1
OG0004912	XP_033336078.1, XP_033336077.1	XP_008204809.1
OG0004913	XP_033334396.1	XP_001604986.1
OG0004914	XP_033336869.1	XP_031780432.1, XP_031780433.1
OG0004916	XP_033328775.1	XP_001607515.2
OG0004918	XP_033324225.1	XP_031784750.1, XP_031784749.1, XP_031784751.1
OG0004919	XP_033329341.1	XP_031788275.1
OG0004920	XP_033324297.1	XP_008204117.1
OG0004922	XP_033340691.1	XP_031786799.1
OG0004924	XP_033337610.1	XP_031780195.1
OG0004925	XP_033331634.1	XP_031789552.2
OG0004926	XP_033328635.1	XP_008206935.1
OG0004927	XP_033332025.1, XP_033330256.1	XP_031786255.1
OG0004929	XP_033335884.1	XP_008216434.1
OG0004930	XP_033336407.1	XP_001603176.1
OG0004931	XP_033330942.1	XP_001606922.2
OG0004932	XP_033320880.1	XP_031777342.1
OG0004934	XP_033323428.1	XP_031784905.1
OG0004935	XP_033339853.1, XP_033333654.1	XP_003426910.1
OG0004936	XP_033322686.1	XP_008212063.1
OG0004937	XP_033328617.1, XP_033328618.1, XP_033328619.1	NP_001234901.1, XP_008206779.1
OG0004938	XP_033331773.1, XP_033331777.1	XP_016845288.1, XP_031786157.1
OG0004939	XP_033334775.1	XP_031777073.1
OG0004940	XP_033321305.1	XP_031788434.1
OG0004941	XP_033341839.1	XP_003427381.1
OG0004942	XP_033322885.1	XP_001606500.1
OG0004943	XP_033326357.1	XP_001602060.1
OG0004944	XP_033328858.1	XP_003423990.1
OG0004945	XP_033324894.1	XP_008213038.1
OG0004946	XP_033338062.1	XP_031781801.1, XP_031781800.1
OG0004947	XP_033337135.1	XP_001603990.3
OG0004949	XP_033336535.1	XP_016837941.1, XP_003427169.1
OG0004950	XP_033341966.1	XP_001599953.1
OG0004951	XP_033341609.1	XP_031786631.1, XP_031786632.1
OG0004952	XP_033328051.1, XP_033328052.1	XP_003425408.2
OG0004954	XP_033340223.1, XP_033340224.1	XP_016840939.2
OG0004957	XP_033336445.1	XP_031783231.1, XP_031783232.1
OG0004959	XP_033340199.1, XP_033340202.1	XP_016845759.1, XP_031787529.1, XP_016845758.1, XP_008210824.1
OG0004963	XP_033327589.1, XP_033327463.1	XP_001600367.1
OG0004965	XP_033342115.1, XP_033324639.1	XP_031786475.1
OG0004966	XP_033342788.1	XP_031787913.1, XP_031786888.1, XP_031787255.1
OG0004967	XP_033321320.1	XP_001603348.1, XP_008213520.1, XP_008203014.1
OG0004968	XP_033323967.1, XP_033323969.1	XP_031778835.1, XP_031778834.1
OG0004969	XP_033330974.1	XP_008204907.1, XP_016837411.1, XP_008208586.1
OG0004976	XP_033320879.1	XP_001599538.1
OG0004977	XP_033338940.1	NP_001153342.1, XP_032453927.1
OG0004978	XP_033327386.1	XP_001599253.1, XP_031778271.1
OG0004979	XP_033342093.1	XP_001602648.2
OG0004980	XP_033335110.1	XP_001607385.1
OG0004981	XP_033332380.1	XP_003424606.1
OG0004982	XP_033332387.1	XP_001600508.1
OG0004983	XP_033336298.1	XP_001600269.1
OG0004984	XP_033340792.1, XP_033340209.1	XP_016844200.1
OG0004985	XP_033330346.1	XP_031778330.1
OG0004986	XP_033327632.1	XP_003427555.1
OG0004988	XP_033339581.1	NP_001165807.1, XP_032454657.1
OG0004989	XP_033323568.1	XP_032457395.1
OG0004990	XP_033322484.1	XP_008214078.1
OG0004991	XP_033326811.1	NP_001164372.1, XP_008207906.1
OG0004992	XP_033339393.1	XP_001600258.1
OG0004994	XP_033325656.1	XP_031784820.1
OG0004995	XP_033341136.1	XP_031784168.1
OG0004996	XP_033332752.1	XP_032454906.1
OG0004997	XP_033339363.1	NP_001165799.1
OG0004998	XP_033333231.1	XP_008214297.1
OG0004999	XP_033335889.1	XP_001599218.1
OG0005000	XP_033337751.1	XP_001607014.1
OG0005001	XP_033336423.1	XP_031782860.1
OG0005003	XP_033333844.1	XP_008204832.1
OG0005004	XP_033326213.1	NP_001137380.1
OG0005005	XP_033326496.1	XP_001606993.1
OG0005006	XP_033329387.1	XP_001604440.1
OG0005007	XP_033339476.1	XP_032456998.1
OG0005008	XP_033334318.1	XP_001607764.1
OG0005009	XP_033330623.1	XP_001608274.2
OG0005010	XP_033333753.1	XP_032455064.1, XP_003427333.1, XP_031786578.1
OG0005011	XP_033330413.1	XP_001607664.1
OG0005012	XP_033342693.1	XP_016844884.1, XP_031788469.1
OG0005013	XP_033331232.1, XP_033331212.1	XP_008212564.1
OG0005015	XP_033334267.1	XP_008203781.1, XP_031782603.1
OG0005016	XP_033337916.1	NP_001123294.1, XP_008213375.1, XP_032452123.1
OG0005017	XP_033334888.1	NP_001177676.1
OG0005018	XP_033330367.1	XP_001603001.1
OG0005019	XP_033325671.1	XP_031778414.1
OG0005020	XP_033336065.1	XP_031778054.1
OG0005021	XP_033342402.1, XP_033342403.1	XP_001605234.1
OG0005022	XP_033324218.1	XP_001601425.1
OG0005023	XP_033330291.1	XP_001604510.2
OG0005024	XP_033326614.1	XP_031780288.1, XP_001604019.1
OG0005025	XP_033329751.1	XP_001606045.1
OG0005027	XP_033328735.1	XP_032453256.1
OG0005028	XP_033329276.1, XP_033329285.1	XP_032457930.1
OG0005029	XP_033328574.1	XP_003427377.2
OG0005030	XP_033327132.1	XP_003427502.1
OG0005031	XP_033330043.1	XP_008211532.1
OG0005032	XP_033332607.1	XP_031783410.1
OG0005033	XP_033340414.1	XP_001599216.1
OG0005034	XP_033342482.1	XP_001605139.1
OG0005035	XP_033322040.1	XP_001607910.1
OG0005036	XP_033324915.1	XP_001608280.1
OG0005037	XP_033326926.1	XP_001599489.1, XP_032455881.1
OG0005038	XP_033321369.1	NP_001165813.1
OG0005039	XP_033327973.1	XP_016838466.1
OG0005041	XP_033330817.1	XP_001604962.1
OG0005042	XP_033339271.1	XP_001605914.1
OG0005043	XP_033324831.1	XP_003425770.1
OG0005044	XP_033343014.1	XP_001607442.1
OG0005045	XP_033321598.1	XP_031776713.1
OG0005046	XP_033337987.1, XP_033337991.1	XP_001605752.1
OG0005047	XP_033321156.1, XP_033321166.1	XP_001606050.2
OG0005048	XP_033337840.1	XP_008215844.1, XP_001608071.1, XP_032456945.1
OG0005049	XP_033326148.1	XP_008212584.1
OG0005050	XP_033339621.1	NP_001162018.1
OG0005051	XP_033327988.1	NP_001177940.1, XP_031784329.1
OG0005052	XP_033324038.1	XP_016840273.1
OG0005053	XP_033339535.1	XP_016842967.1
OG0005054	XP_033339713.1	NP_001161450.1
OG0005055	XP_033334747.1	XP_001601243.2
OG0005057	XP_033341569.1	XP_001602817.1, XP_032454814.1
OG0005058	XP_033336895.1	XP_003425433.1
OG0005059	XP_033336568.1	XP_001601321.1
OG0005061	XP_033328132.1	NP_001165812.1, XP_031786087.1
OG0005062	XP_033321355.1	XP_001599414.1
OG0005063	XP_033325125.1	XP_031785077.1
OG0005064	XP_033332846.1	XP_003425963.1
OG0005065	XP_033332832.1	XP_003426797.1, XP_001605674.1
OG0005067	XP_033321446.1, XP_033334419.1	XP_031779649.1
OG0005068	XP_033338459.1, XP_033338457.1	XP_001600921.1
OG0005069	XP_033335744.1	XP_001607840.1
OG0005070	XP_033341363.1	XP_001603169.1
OG0005071	XP_033322257.1	XP_031785992.1
OG0005072	XP_033324978.1	XP_001606088.1
OG0005073	XP_033322401.1	XP_001607942.3
OG0005074	XP_033323126.1	XP_031787486.1, NP_001165853.1
OG0005075	XP_033323114.1	XP_031787966.1
OG0005076	XP_033324855.1	XP_008209109.1
OG0005077	XP_033329681.1	XP_001605391.1
OG0005078	XP_033341536.1, XP_033341535.1	XP_001607756.1
OG0005079	XP_033340150.1	XP_001607864.1
OG0005080	XP_033332081.1	XP_016843984.1, XP_031781945.1
OG0005081	XP_033342975.1	XP_008204449.1
OG0005082	XP_033324434.1	XP_008207353.1
OG0005083	XP_033324625.1, XP_033324626.1	XP_008202848.1, XP_031777726.1
OG0005084	XP_033327960.1	XP_032455308.1
OG0005085	XP_033328365.1	XP_031776682.1
OG0005086	XP_033327034.1, XP_033327033.1	XP_001603812.2
OG0005087	XP_033332871.1	XP_031777163.1
OG0005088	XP_033326892.1	XP_001603484.1, XP_016840407.1
OG0005089	XP_033342176.1	XP_001604005.2
OG0005090	XP_033338886.1	XP_032451649.1, NP_001165826.1
OG0005091	XP_033336248.1	XP_001607591.1
OG0005092	XP_033327655.1	XP_001606084.1
OG0005093	XP_033321913.1	NP_001161321.1
OG0005094	XP_033340913.1	XP_001606809.2
OG0005095	XP_033340218.1, XP_033340219.1	XP_008211040.1
OG0005096	XP_033327508.1	XP_001606178.1
OG0005097	XP_033328419.1	XP_001603660.1
OG0005099	XP_033321180.1	XP_032455799.1, XP_031784478.1
OG0005100	XP_033321504.1	XP_001600260.1
OG0005101	XP_033325628.1	XP_001603760.3
OG0005102	XP_033326069.1	XP_001604129.1
OG0005103	XP_033333197.1	XP_032458171.1, XP_008202899.1
OG0005104	XP_033325165.1	XP_001601920.1
OG0005105	XP_033327113.1	XP_001602872.2
OG0005106	XP_033335535.1	NP_001165791.1
OG0005107	XP_033328798.1	XP_001600402.1
OG0005108	XP_033327620.1	XP_001600835.1
OG0005109	XP_033324530.1	XP_001600438.1
OG0005110	XP_033340092.1	XP_001607375.1
OG0005111	XP_033330945.1	XP_008203004.1
OG0005112	XP_033322923.1	XP_003427651.1
OG0005113	XP_033338109.1, XP_033338105.1	XP_001603547.2
OG0005114	XP_033325035.1	XP_001599849.2
OG0005115	XP_033335448.1	XP_001599867.1
OG0005116	XP_033340651.1	NP_001165781.1
OG0005117	XP_033326927.1	XP_008217663.1
OG0005118	XP_033325995.1	XP_031778903.1
OG0005119	XP_033335533.1	XP_003428006.1
OG0005120	XP_033325134.1	XP_003424082.1, XP_016837459.1
OG0005121	XP_033326542.1	XP_001604756.1
OG0005122	XP_033322341.1	XP_031786273.1
OG0005123	XP_033324941.1	XP_001600995.1
OG0005124	XP_033331204.1	XP_003424029.1
OG0005125	XP_033330899.1, XP_033340887.1	XP_001604206.2
OG0005126	XP_033324349.1	XP_031780197.1
OG0005127	XP_033337170.1	XP_001599879.1
OG0005128	XP_033341896.1	NP_001123254.1
OG0005129	XP_033336845.1	XP_016838159.1
OG0005130	XP_033340950.1	XP_016845037.2
OG0005132	XP_033336487.1	XP_003425595.1
OG0005133	XP_033321178.1, XP_033321175.1	XP_008205582.2
OG0005134	XP_033321669.1, XP_033321680.1	XP_001605859.2
OG0005135	XP_033325712.1	XP_003426545.1
OG0005136	XP_033337498.1	NP_001161250.1, XP_032455984.1
OG0005137	XP_033333006.1	XP_008215817.1
OG0005138	XP_033323364.1	XP_008215388.1, XP_032451929.1, XP_032451928.1
OG0005139	XP_033329694.1	XP_001602891.2
OG0005140	XP_033342527.1	XP_001601716.1
OG0005141	XP_033342329.1	XP_032457855.1
OG0005142	XP_033324825.1	XP_032454740.1, XP_008214609.1
OG0005143	XP_033325283.1	NP_001127797.1
OG0005145	XP_033326263.1	XP_001603806.1
OG0005146	XP_033329429.1	XP_001601796.1
OG0005149	XP_033327278.1	XP_001606142.2
OG0005150	XP_033332112.1	XP_016837793.1
OG0005151	XP_033325195.1	XP_016845004.1, XP_016845003.1, XP_031776688.1
OG0005152	XP_033322689.1	XP_031780350.1
OG0005153	XP_033337479.1	XP_016844885.1
OG0005154	XP_033334890.1	XP_008214205.1, XP_001606389.2
OG0005155	XP_033336587.1	XP_001608075.1, XP_032452918.1
OG0005156	XP_033340349.1	XP_008212660.1
OG0005157	XP_033321683.1	XP_031781458.1, XP_031781457.1, XP_031781456.1
OG0005158	XP_033334051.1	XP_031789588.1
OG0005159	XP_033328882.1	XP_032451700.1
OG0005160	XP_033322819.1	NP_001177859.1
