Orthogroup	Megalopta_genalis	Acyrthosiphon_pisum
OG0004544	XP_033324305.1	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1
OG0004545	XP_033332425.1	XP_001948743.1
OG0004546	XP_033337832.1	XP_001948769.2
OG0004547	XP_033339224.1	XP_001948777.2
OG0004548	XP_033321884.1	XP_001948786.2
OG0004549	XP_033334060.1	XP_001948791.1
OG0004550	XP_033331358.1	XP_001948824.1
OG0004551	XP_033337297.1	XP_001948875.2, XP_003240608.1
OG0004552	XP_033333070.1	XP_001948876.1, XP_008185358.1
OG0004553	XP_033323800.1	XP_001948891.2
OG0004554	XP_033334246.1	XP_001949019.4
OG0004555	XP_033328254.1, XP_033328255.1, XP_033328256.1	XP_001949034.1, XP_008184617.1
OG0004556	XP_033331769.1	XP_001949045.2, XP_001951002.2, XP_003244772.1
OG0004558	XP_033339217.1	XP_001949206.2
OG0004559	XP_033334486.1	XP_001949239.1
OG0004560	XP_033337800.1	XP_001949250.2
OG0004561	XP_033342468.1	XP_001949325.2
OG0004562	XP_033334478.1	XP_001949378.1
OG0004563	XP_033327981.1	XP_001949379.1
OG0004564	XP_033332746.1	XP_001949430.1
OG0004565	XP_033334208.1	XP_001949511.1, XP_001949478.2
OG0004566	XP_033334554.1	XP_001949561.1
OG0004567	XP_033322912.1	XP_001949610.2
OG0004568	XP_033334311.1	XP_001949624.2
OG0004569	XP_033331404.1	XP_001949688.1, XP_008185919.1, XP_029342435.1
OG0004570	XP_033321499.1	XP_001949768.1
OG0004571	XP_033340629.1	XP_001949774.2, XP_003245678.1, XP_029342335.1
OG0004572	XP_033339780.1	XP_001949796.2
OG0004573	XP_033322344.1	XP_001949959.4
OG0004574	XP_033320814.1	XP_001949981.1
OG0004575	XP_033334801.1, XP_033334810.1	XP_001950004.1, XP_029343882.1
OG0004576	XP_033321924.1, XP_033321950.1	XP_001950008.1
OG0004577	XP_033335376.1	XP_008179387.1, XP_001950034.2, XP_029342961.1
OG0004578	XP_033328265.1	XP_001950075.1
OG0004579	XP_033323669.1	XP_001950096.1
OG0004580	XP_033334473.1	XP_001950144.2
OG0004581	XP_033341699.1	XP_001950178.1
OG0004582	XP_033325120.1	XP_001950182.1
OG0004583	XP_033324787.1, XP_033324786.1	XP_001950266.1
OG0004584	XP_033327675.1	XP_001950283.2
OG0004585	XP_033322911.1	XP_001950301.1
OG0004586	XP_033325663.1	XP_001950365.1, XP_008181397.1
OG0004587	XP_033327290.1	XP_001950366.1
OG0004589	XP_033328176.1, XP_033328177.1	XP_001950445.2
OG0004590	XP_033334255.1	XP_001950474.2
OG0004591	XP_033337727.1	XP_008185610.1, XP_001950505.2
OG0004592	XP_033324579.1	XP_001950512.1
OG0004593	XP_033340274.1	XP_029341175.1, XP_008179099.1, XP_001950571.2
OG0004594	XP_033321420.1	XP_001950593.1
OG0004596	XP_033324975.1	XP_001950774.1
OG0004597	XP_033342433.1	XP_001950802.1
OG0004598	XP_033325164.1	XP_001950821.2, XP_003247849.1
OG0004599	XP_033330347.1	XP_001950847.1
OG0004600	XP_033334376.1	XP_001950873.2
OG0004601	XP_033325711.1	XP_001950874.1
OG0004602	XP_033325746.1	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1
OG0004603	XP_033332005.1	XP_001951157.2
OG0004604	XP_033328273.1	XP_001951723.1, XP_016662217.1, XP_001951289.2
OG0004605	XP_033342301.1	XP_001951340.1, XP_003242868.1
OG0004606	XP_033329625.1	XP_001951451.1
OG0004607	XP_033340633.1	XP_001951458.1
OG0004608	XP_033326428.1	XP_001951460.2
OG0004609	XP_033342568.1	XP_001951489.1
OG0004610	XP_033332378.1	XP_003246418.1, XP_001951616.2, XP_029344190.1
OG0004611	XP_033333333.1	XP_003244497.1, XP_001951619.1
OG0004612	XP_033335594.1	XP_001951641.1
OG0004613	XP_033330033.1	XP_001951648.1
OG0004614	XP_033339055.1	XP_001951740.2
OG0004615	XP_033331842.1	XP_001951775.1
OG0004617	XP_033327494.1	XP_001951828.1
OG0004618	XP_033323065.1	XP_001951831.1
OG0004619	XP_033339624.1	XP_001951882.1
OG0004620	XP_033326055.1	XP_001951883.1
OG0004621	XP_033338082.1	XP_001951890.1
OG0004622	XP_033338296.1	XP_001951900.2, XP_008178641.1
OG0004623	XP_033320792.1	XP_001952026.2
OG0004624	XP_033342935.1	XP_001952066.1
OG0004625	XP_033323628.1	XP_001952088.2, XP_008185740.1
OG0004626	XP_033338204.1	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1
OG0004627	XP_033341073.1	XP_001952139.1
OG0004628	XP_033333769.1	XP_001952228.2
OG0004629	XP_033332066.1	XP_001952234.2, XP_003247769.2
OG0004630	XP_033339606.1	XP_001952248.2
OG0004631	XP_033321029.1	XP_001952277.2
OG0004632	XP_033340617.1	XP_001952335.1, XP_029342792.1
OG0004633	XP_033328601.1	XP_016659626.1, XP_001952525.1, XP_008187098.1
OG0004634	XP_033334894.1	XP_001952576.1, XP_029343772.1
OG0004635	XP_033340609.1	XP_001952692.2
OG0004636	XP_033324268.1	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1
OG0004637	XP_033322663.1	XP_001952732.2
OG0004638	XP_033327619.1	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1
OG0004639	XP_033327048.1	XP_001952843.1
OG0004640	XP_033333882.1	XP_001952851.1
OG0004641	XP_033321693.1	XP_001952869.2
OG0004642	XP_033329263.1, XP_033329553.1	XP_003240032.1
OG0004643	XP_033332340.1	XP_003240033.1
OG0004644	XP_033322320.1	XP_003240848.1
OG0004645	XP_033341510.1	XP_003240875.1
OG0004646	XP_033335300.1	XP_003240907.1
OG0004647	XP_033322346.1	XP_008181676.1, XP_003240956.1
OG0004648	XP_033340788.1	XP_003241209.1, XP_008187244.1
OG0004649	XP_033327957.1	XP_003241249.1
OG0004650	XP_033325269.1	XP_016656098.1, XP_003241299.1
OG0004651	XP_033339714.1	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1
OG0004652	XP_033330855.1, XP_033330854.1	XP_003241607.1
OG0004653	XP_033329117.1	XP_003241879.1
OG0004654	XP_033342994.1, XP_033343006.1, XP_033342967.1	XP_003242132.1
OG0004655	XP_033342256.1	XP_003242207.1
OG0004656	XP_033325285.1	XP_016657738.1, XP_003242500.1, XP_029345858.1
OG0004657	XP_033324014.1	XP_003242590.1
OG0004658	XP_033340536.1	XP_003242773.1
OG0004659	XP_033330474.1	XP_003242881.1
OG0004660	XP_033340905.1, XP_033340898.1	XP_003243299.1
OG0004661	XP_033328630.1	XP_003243353.1
OG0004662	XP_033321417.1	XP_003243360.1
OG0004663	XP_033339876.1, XP_033331018.1	XP_003243482.1, XP_008189408.2
OG0004664	XP_033332500.1	XP_003243540.1
OG0004665	XP_033336675.1	XP_003243678.1
OG0004666	XP_033331874.1, XP_033331873.1	XP_003243688.1, XP_016658937.1
OG0004667	XP_033335243.1	XP_003243704.1, XP_016658951.2
OG0004668	XP_033341788.1, XP_033327052.1, XP_033327051.1	XP_003243867.1
OG0004669	XP_033325623.1, XP_033325622.1	XP_008190254.2, XP_003243945.1
OG0004670	XP_033340696.1	XP_016659348.1, XP_003244101.1
OG0004671	XP_033328790.1	XP_003244169.1
OG0004672	XP_033321043.1	XP_003244232.2, XP_008185139.2, XP_016659627.1
OG0004673	XP_033328407.1	XP_003244281.1
OG0004674	XP_033322398.1	XP_003244420.1, XP_016659749.1
OG0004675	XP_033323947.1	XP_003244857.1, XP_008183561.1
OG0004676	XP_033338620.1	XP_003245146.1
OG0004678	XP_033330011.1, XP_033330012.1, XP_033330013.1	XP_003245232.1
OG0004679	XP_033340341.1	XP_003245325.1
OG0004680	XP_033342463.1	XP_003245368.1
OG0004681	XP_033324150.1	XP_003245677.1
OG0004682	XP_033339014.1	XP_003245829.1
OG0004683	XP_033337125.1	XP_003246237.1, XP_003245977.1
OG0004684	XP_033326032.1	XP_003246152.1, XP_008186984.1, XP_029345876.1
OG0004685	XP_033327275.1	XP_003246310.1
OG0004686	XP_033337686.1	XP_003246326.1
OG0004687	XP_033343117.1	XP_003246352.1
OG0004688	XP_033322469.1	XP_003246486.1
OG0004689	XP_033341011.1	XP_003246656.1
OG0004690	XP_033324277.1	XP_003246768.1
OG0004691	XP_033335929.1, XP_033335928.1	XP_003246926.1
OG0004692	XP_033335930.1	XP_003246927.1, XP_008186600.1
OG0004693	XP_033328776.1	XP_003247023.1
OG0004694	XP_033332659.1	XP_003247044.2
OG0004695	XP_033337903.1	XP_003247087.1
OG0004696	XP_033321296.1	XP_003247245.1
OG0004697	XP_033328953.1	XP_003247362.1
OG0004698	XP_033328739.1	XP_003247894.1, XP_029347018.1
OG0004699	XP_033325456.1	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1
OG0004700	XP_033321260.1	XP_003248569.1
OG0004701	XP_033324408.1	XP_003248621.2, XP_029343275.1
OG0004702	XP_033324844.1, XP_033324845.1	XP_003248651.1, XP_029342864.1
OG0004704	XP_033331745.1	XP_029347428.1, XP_008178143.1
OG0004705	XP_033342017.1	XP_008178228.1
OG0004706	XP_033332082.1, XP_033332083.1	XP_008178266.1
OG0004707	XP_033324173.1	XP_008178489.1
OG0004708	XP_033338377.1	XP_008179000.3
OG0004709	XP_033327758.1	XP_016659693.1, XP_008182875.2, XP_008182874.1, XP_008179015.1, XP_008182876.1, XP_029346723.1, XP_016664521.1
OG0004711	XP_033336731.1	XP_008179200.1
OG0004712	XP_033340813.1	XP_008179207.1
OG0004713	XP_033333252.1	XP_008179246.1
OG0004714	XP_033331631.1	XP_008179251.1
OG0004716	XP_033324096.1	XP_008179645.1
OG0004717	XP_033322639.1	XP_008179717.1
OG0004718	XP_033324962.1	XP_008179806.1, XP_029344347.1, XP_008179803.1
OG0004719	XP_033321694.1	XP_008179898.1, XP_016657385.1
OG0004720	XP_033332371.1	XP_008179932.1
OG0004721	XP_033342787.1	XP_008179981.2
OG0004722	XP_033326812.1	XP_008180137.1
OG0004723	XP_033326288.1	XP_008180171.1
OG0004724	XP_033332960.1	XP_016657638.1, XP_016657637.1, XP_008180220.1
OG0004725	XP_033320916.1	XP_008180338.1
OG0004726	XP_033340087.1	XP_008180500.1
OG0004727	XP_033327519.1, XP_033327520.1, XP_033327521.1	XP_008180723.1
OG0004728	XP_033338683.1	XP_008180798.1
OG0004729	XP_033333077.1	XP_008181242.1
OG0004730	XP_033336501.1, XP_033336495.1	XP_008181295.1, XP_008181296.1
OG0004731	XP_033337264.1, XP_033337134.1	XP_008181299.1
OG0004732	XP_033331035.1	XP_008181380.2
OG0004734	XP_033324796.1	XP_008181680.1
OG0004735	XP_033323431.1	XP_008181755.1, XP_008181754.1, XP_008181756.1
OG0004736	XP_033327163.1	XP_029343402.1, XP_008181831.1
OG0004737	XP_033331817.1, XP_033331818.1	XP_029344374.1, XP_008182145.1
OG0004738	XP_033329855.1, XP_033329856.1, XP_033329854.1	XP_008182158.1, XP_008182157.1, XP_008182159.1
OG0004739	XP_033332694.1	XP_008182333.1
OG0004740	XP_033330709.1	XP_008182637.1, XP_029347286.1
OG0004741	XP_033338730.1	XP_008182658.1
OG0004742	XP_033341971.1	XP_008182783.1
OG0004743	XP_033323104.1	XP_008183041.1, XP_008183042.1
OG0004744	XP_033329901.1	XP_008183106.1
OG0004745	XP_033333562.1	XP_008183123.1
OG0004746	XP_033322475.1	XP_008183269.1, XP_029344607.1
OG0004747	XP_033336350.1	XP_008183402.1
OG0004748	XP_033335949.1	XP_016660164.1, XP_008183457.1
OG0004749	XP_033335926.1	XP_029344425.1, XP_008183487.1
OG0004750	XP_033324502.1, XP_033324507.1	XP_008183505.1
OG0004751	XP_033323460.1, XP_033339917.1	XP_008183740.1
OG0004752	XP_033342541.1	XP_008183753.1
OG0004753	XP_033337409.1	XP_008183776.1
OG0004754	XP_033322313.1	XP_008183822.1
OG0004755	XP_033325237.1	XP_008183903.1
OG0004756	XP_033341833.1	XP_008184114.1
OG0004757	XP_033322290.1	XP_008184182.1
OG0004758	XP_033326303.1	XP_008184964.1
OG0004759	XP_033338275.1, XP_033338274.1, XP_033338271.1, XP_033338270.1, XP_033338272.1, XP_033338276.1, XP_033338273.1	XP_029341519.1, XP_008185217.2, XP_016662806.1
OG0004760	XP_033334300.1	XP_008185225.1
OG0004761	XP_033324689.1	XP_029341759.1, XP_029346488.1, XP_008185232.2
OG0004762	XP_033325361.1	XP_008185239.2
OG0004763	XP_033338481.1	XP_008185324.2
OG0004764	XP_033322314.1	XP_008185560.1
OG0004765	XP_033337405.1, XP_033337406.1	XP_008185695.1
OG0004766	XP_033332174.1	XP_008185810.1
OG0004767	XP_033341797.1	XP_008185928.1
OG0004768	XP_033327043.1, XP_033327045.1	XP_008186206.3
OG0004769	XP_033322135.1, XP_033322136.1	XP_008186357.1
OG0004770	XP_033322480.1	XP_008186509.2
OG0004771	XP_033323573.1, XP_033323575.1	XP_008186725.1
OG0004772	XP_033331698.1	XP_029345899.1, XP_008186785.1
OG0004773	XP_033322583.1	XP_008186791.1
OG0004774	XP_033322525.1	XP_008186908.1
OG0004775	XP_033336756.1	XP_008186917.1
OG0004776	XP_033333718.1, XP_033333706.1	XP_008187113.1
OG0004777	XP_033338054.1	XP_008187196.1, XP_029344989.1
OG0004778	XP_033342044.1	XP_008187528.1
OG0004779	XP_033329431.1	XP_008187553.3
OG0004780	XP_033325011.1	XP_008187554.2
OG0004781	XP_033332709.1	XP_008187578.1
OG0004782	XP_033336543.1	XP_008187653.1
OG0004783	XP_033324073.1	XP_029343082.1, XP_016663755.1, XP_008187659.1, XP_029343083.1
OG0004784	XP_033322546.1	XP_008187683.1
OG0004785	XP_033327898.1	XP_008187746.1
OG0004786	XP_033329087.1	XP_029346180.1, XP_008187779.1
OG0004787	XP_033324707.1	XP_029343841.1, XP_008187829.1
OG0004788	XP_033322203.1	XP_008187879.1
OG0004789	XP_033331653.1	XP_008187934.2
OG0004790	XP_033332842.1	XP_008187936.1
OG0004791	XP_033342441.1	XP_008189370.2, XP_008187968.1
OG0004792	XP_033326086.1	XP_008188044.1
OG0004793	XP_033339442.1	XP_008188165.1
OG0004794	XP_033341858.1	XP_008188563.1
OG0004795	XP_033329286.1	XP_008188610.2
OG0004796	XP_033343033.1	XP_008188663.1
OG0004797	XP_033329470.1	XP_008189232.1
OG0004798	XP_033323794.1, XP_033332581.1	XP_008189655.1, XP_008190135.1, XP_016658419.1, XP_029347950.1
OG0004799	XP_033343096.1	XP_008189923.1
OG0004800	XP_033326454.1	XP_008190023.1
OG0004801	XP_033329601.1	XP_016656501.2
OG0004803	XP_033325284.1	XP_016657289.1
OG0004804	XP_033323871.1, XP_033323814.1	XP_016657501.1
OG0004805	XP_033331752.1	XP_016657558.2, XP_029344281.1, XP_029344280.1
OG0004806	XP_033339280.1	XP_016657646.1, XP_016657645.1
OG0004808	XP_033339975.1, XP_033338945.1	XP_016657993.1
OG0004809	XP_033334828.1	XP_016658333.1
OG0004810	XP_033336471.1	XP_016658481.1, XP_029346341.1, XP_016664235.1
OG0004811	XP_033326127.1	XP_016658915.1
OG0004812	XP_033331227.1	XP_016659066.1
OG0004813	XP_033337079.1	XP_016659281.1
OG0004814	XP_033341458.1	XP_016659442.1, XP_016659443.1
OG0004815	XP_033321756.1	XP_016659786.1
OG0004816	XP_033320956.1	XP_016659797.1
OG0004817	XP_033323855.1	XP_016659805.1
OG0004818	XP_033338869.1, XP_033338870.1	XP_016660009.1
OG0004819	XP_033340881.1	XP_016660016.1
OG0004820	XP_033338013.1	XP_016660030.1, XP_016664277.1
OG0004821	XP_033322985.1	XP_016660128.1
OG0004822	XP_033335150.1	XP_016661331.1
OG0004823	XP_033334193.1	XP_016661810.1
OG0004824	XP_033321583.1, XP_033321582.1	XP_016661985.1
OG0004825	XP_033325282.1	XP_016662148.1
OG0004826	XP_033342291.1	XP_016662233.1
OG0004827	XP_033324261.1	XP_016662307.2
OG0004828	XP_033331563.1	XP_016662371.1
OG0004829	XP_033339561.1	XP_016662435.1
OG0004830	XP_033340877.1, XP_033340627.1	XP_016662502.1
OG0004831	XP_033339971.1	XP_016662593.1
OG0004832	XP_033333532.1	XP_016662844.1
OG0004833	XP_033335290.1	XP_016662918.1
OG0004834	XP_033337560.1	XP_016663525.1
OG0004835	XP_033325070.1	XP_016664211.1
OG0004836	XP_033331428.1	XP_016664949.1
OG0004837	XP_033332869.1, XP_033332867.1, XP_033332866.1	XP_029341118.1
OG0004838	XP_033323225.1	XP_029341800.1
OG0004839	XP_033324052.1	XP_029342155.1
OG0004840	XP_033325089.1	XP_029343855.1, XP_029342173.1
OG0004841	XP_033334762.1	XP_029342244.1
OG0004842	XP_033327168.1	XP_029342536.1
OG0004843	XP_033329451.1	XP_029342704.1
OG0004844	XP_033334799.1	XP_029342799.1
OG0004845	XP_033336818.1, XP_033336774.1, XP_033329910.1	XP_029342976.1
OG0004846	XP_033332342.1	XP_029343026.1
OG0004847	XP_033332725.1	XP_029343089.1
OG0004848	XP_033321630.1	XP_029343200.1
OG0004849	XP_033325503.1	XP_029343425.1
OG0004850	XP_033340351.1	XP_029343467.1
OG0004851	XP_033328324.1	XP_029343558.1, XP_029343556.1, XP_029343555.1
OG0004852	XP_033321385.1	XP_029343565.1
OG0004853	XP_033340406.1	XP_029344120.1
OG0004854	XP_033323503.1	XP_029344132.1, XP_029344131.1
OG0004855	XP_033338079.1	XP_029344205.1, XP_029344204.1
OG0004856	XP_033333087.1	XP_029344260.1, XP_029344261.1
OG0004857	XP_033325396.1	XP_029344451.1
OG0004858	XP_033334027.1	XP_029344524.1
OG0004859	XP_033339870.1	XP_029344661.1
OG0004860	XP_033336396.1	XP_029345430.1
OG0004861	XP_033342128.1	XP_029345450.1
OG0004862	XP_033328142.1, XP_033328143.1	XP_029345517.1
OG0004863	XP_033323212.1, XP_033323211.1	XP_029345591.1
OG0004864	XP_033331641.1, XP_033331575.1	XP_029345868.1
OG0004865	XP_033329074.1	XP_029345900.1
OG0004866	XP_033325801.1	XP_029346020.1
OG0004867	XP_033323172.1	XP_029346049.1
OG0004868	XP_033334369.1	XP_029346590.1
OG0004869	XP_033331195.1	XP_029346687.1
OG0004870	XP_033338158.1	XP_029346693.1
OG0004871	XP_033341070.1	XP_029346904.1
OG0004872	XP_033324005.1, XP_033324006.1	XP_029347011.1
OG0004873	XP_033329444.1	XP_029347047.1
OG0004874	XP_033338036.1, XP_033338038.1	XP_029347073.1
OG0004875	XP_033342266.1	XP_029347076.1
OG0004876	XP_033331967.1	XP_029347239.1
OG0004877	XP_033324624.1	XP_029347356.1
OG0004878	XP_033322860.1, XP_033322854.1	XP_029347376.1
OG0004879	XP_033321594.1	XP_029347438.1
OG0004880	XP_033339293.1, XP_033339296.1, XP_033339294.1, XP_033339295.1	XP_029347587.1
OG0004881	XP_033339117.1	XP_029347593.1
OG0004976	XP_033320879.1	NP_001119630.1
OG0004977	XP_033338940.1	NP_001119638.1
OG0004978	XP_033327386.1	NP_001119639.1
OG0004979	XP_033342093.1	NP_001119676.1
OG0004980	XP_033335110.1	NP_001119677.1, XP_008185920.1
OG0004981	XP_033332380.1	NP_001119685.1
OG0004982	XP_033332387.1	NP_001129660.1, NP_001119691.1
OG0004983	XP_033336298.1	NP_001129374.1
OG0004984	XP_033340792.1, XP_033340209.1	NP_001135966.1
OG0004985	XP_033330346.1	NP_001152831.1
OG0004986	XP_033327632.1	XP_003247126.1, NP_001153815.1
OG0004987	XP_033324456.1	NP_001153819.1
OG0004988	XP_033339581.1	NP_001155372.1
OG0004989	XP_033323568.1	XP_029341652.1, NP_001155395.1
OG0004990	XP_033322484.1	NP_001155406.1, XP_003241435.1
OG0004991	XP_033326811.1	NP_001155434.1
OG0004992	XP_033339393.1	NP_001155442.1
OG0004994	XP_033325656.1	NP_001155458.1
OG0004995	XP_033341136.1	NP_001155460.1
OG0004996	XP_033332752.1	NP_001155462.1, NP_001280418.1
OG0004997	XP_033339363.1	XP_008185146.1, NP_001155466.1
OG0004998	XP_033333231.1	NP_001155476.1
OG0004999	XP_033335889.1	NP_001280264.1, NP_001155482.1
OG0005000	XP_033337751.1	NP_001155495.1, XP_003240997.1
OG0005001	XP_033336423.1	NP_001155501.1
OG0005002	XP_033328150.1	NP_001155520.1
OG0005003	XP_033333844.1	NP_001155523.1
OG0005004	XP_033326213.1	NP_001155524.1
OG0005005	XP_033326496.1	NP_001155534.1, NP_001155546.1
OG0005006	XP_033329387.1	XP_003241875.1, NP_001155574.1
OG0005007	XP_033339476.1	XP_008178539.1, NP_001155580.1
OG0005008	XP_033334318.1	NP_001155593.1
OG0005009	XP_033330623.1	NP_001155596.1
OG0005010	XP_033333753.1	NP_001155599.1
OG0005011	XP_033330413.1	NP_001155601.1
OG0005012	XP_033342693.1	NP_001155612.1
OG0005013	XP_033331232.1, XP_033331212.1	NP_001155625.1
OG0005015	XP_033334267.1	NP_001280285.1, NP_001155630.1
OG0005016	XP_033337916.1	NP_001155655.1
OG0005017	XP_033334888.1	NP_001155656.1
OG0005018	XP_033330367.1	NP_001155663.1
OG0005019	XP_033325671.1	XP_029341954.1, XP_003248776.1, NP_001155682.1
OG0005020	XP_033336065.1	NP_001155685.1
OG0005021	XP_033342402.1, XP_033342403.1	NP_001155691.1
OG0005022	XP_033324218.1	XP_029345114.1, NP_001155695.1
OG0005023	XP_033330291.1	XP_029344790.1, NP_001155705.1
OG0005024	XP_033326614.1	NP_001155707.1, XP_008184881.1
OG0005025	XP_033329751.1	XP_008190190.1, NP_001155717.1
OG0005026	XP_033321912.1	NP_001155726.1
OG0005027	XP_033328735.1	NP_001155740.1
OG0005028	XP_033329276.1, XP_033329285.1	XP_008185511.1, NP_001155745.1
OG0005029	XP_033328574.1	NP_001155748.1
OG0005030	XP_033327132.1	NP_001155758.1
OG0005031	XP_033330043.1	XP_003247014.2, NP_001155775.1
OG0005032	XP_033332607.1	NP_001155806.1
OG0005033	XP_033340414.1	XP_016663027.1, NP_001155811.1
OG0005034	XP_033342482.1	NP_001155815.1
OG0005035	XP_033322040.1	XP_008189263.1, NP_001155826.1
OG0005036	XP_033324915.1	NP_001155829.1
OG0005037	XP_033326926.1	NP_001155832.1
OG0005038	XP_033321369.1	XP_001950954.1, NP_001155834.1
OG0005039	XP_033327973.1	NP_001155911.1
OG0005040	XP_033321809.1	NP_001155918.1
OG0005041	XP_033330817.1	NP_001156054.1
OG0005042	XP_033339271.1	NP_001156058.1, XP_029348254.1
OG0005043	XP_033324831.1	NP_001156065.1
OG0005044	XP_033343014.1	NP_001191916.1, NP_001156078.1
OG0005045	XP_033321598.1	XP_008188126.1, NP_001156091.1
OG0005046	XP_033337987.1, XP_033337991.1	NP_001156100.1, XP_008183272.1
OG0005047	XP_033321156.1, XP_033321166.1	XP_016661935.1, NP_001156109.1
OG0005048	XP_033337840.1	NP_001156117.1
OG0005049	XP_033326148.1	NP_001156123.1
OG0005050	XP_033339621.1	NP_001156139.1, XP_008182379.1
OG0005051	XP_033327988.1	NP_001156156.1
OG0005052	XP_033324038.1	NP_001192041.1, NP_001156158.1, XP_008179327.1
OG0005053	XP_033339535.1	NP_001156161.1, XP_029341918.1, NP_001233037.1
OG0005054	XP_033339713.1	NP_001156170.1
OG0005055	XP_033334747.1	NP_001156174.1
OG0005057	XP_033341569.1	NP_001156205.1
OG0005058	XP_033336895.1	XP_003246645.1, NP_001156213.1
OG0005059	XP_033336568.1	NP_001156219.1, XP_029343274.1
OG0005060	XP_033330572.1, XP_033330573.1	NP_001156226.1, XP_016655739.1
OG0005061	XP_033328132.1	NP_001156232.1
OG0005062	XP_033321355.1	NP_001156239.1, XP_008185147.1
OG0005063	XP_033325125.1	XP_016660061.1, NP_001156246.1
OG0005064	XP_033332846.1	NP_001156694.1, NP_001156271.1
OG0005065	XP_033332832.1	NP_001156291.1
OG0005067	XP_033321446.1, XP_033334419.1	NP_001156459.1, XP_008187061.1, XP_003244245.1
OG0005068	XP_033338459.1, XP_033338457.1	NP_001156464.1
OG0005069	XP_033335744.1	NP_001156583.1, XP_003246599.3
OG0005070	XP_033341363.1	NP_001156727.1
OG0005071	XP_033322257.1	XP_016656768.1, NP_001156819.1, XP_016656487.1, XP_016656499.1
