Orthogroup	Osmia_bicornis	Eufriesea_mexicana
OG0004286	XP_029056415.1	XP_017767120.1
OG0004287	XP_029052043.1	XP_017758003.1
OG0004288	XP_029034381.1	XP_017763113.1
OG0004289	XP_029050949.1	XP_017764412.1
OG0004290	XP_029050962.1	XP_017764416.1
OG0004291	XP_029052395.1	XP_017764637.1
OG0004293	XP_029037140.1	XP_017755733.1
OG0004294	XP_029032641.1	XP_017763389.1, XP_017763398.1
OG0004295	XP_029044152.1	XP_017759204.1
OG0004296	XP_029038234.1	XP_017752969.1
OG0004297	XP_029046257.1	XP_017764769.1
OG0004298	XP_029039438.1	XP_017764966.1
OG0004299	XP_029052836.1	XP_017766767.1, XP_017766766.1
OG0004300	XP_029050373.1	XP_017766759.1
OG0004301	XP_029035335.1	XP_017761850.1
OG0004302	XP_029037331.1	XP_017762857.1
OG0004304	XP_029034804.1	XP_017765826.1, XP_017765933.1
OG0004305	XP_029037505.1	XP_017755455.1
OG0004306	XP_029034892.1	XP_017763635.1
OG0004307	XP_029046294.1	XP_017763479.1
OG0004308	XP_029053174.1	XP_017763504.1, XP_017763489.1
OG0004309	XP_029032380.1	XP_017756997.1
OG0004310	XP_029044032.1, XP_029044024.1	XP_017752638.1
OG0004311	XP_029047649.1	XP_017753893.1
OG0004312	XP_029047658.1	XP_017753895.1, XP_017753894.1
OG0004313	XP_029056551.1	XP_017761283.1
OG0004314	XP_029031921.1	XP_017761288.1, XP_017761289.1
OG0004315	XP_029043055.1	XP_017761284.1
OG0004316	XP_029031940.1	XP_017761287.1
OG0004317	XP_029034322.1, XP_029034324.1	XP_017761285.1
OG0004318	XP_029052247.1	XP_017755975.1, XP_017755969.1
OG0004319	XP_029041060.1	XP_017754258.1
OG0004320	XP_029051643.1	XP_017754289.1
OG0004321	XP_029034742.1	XP_017762022.1
OG0004322	XP_029034747.1	XP_017762008.1
OG0004323	XP_029034740.1	XP_017762014.1
OG0004324	XP_029044506.1	XP_017766773.1
OG0004325	XP_029044491.1, XP_029044493.1	XP_017766674.1
OG0004326	XP_029036150.1	XP_017766588.1
OG0004327	XP_029049613.1	XP_017753600.1
OG0004328	XP_029049865.1	XP_017754606.1
OG0004329	XP_029050739.1	XP_017754680.1
OG0004330	XP_029046753.1	XP_017759012.1
OG0004331	XP_029051545.1	XP_017758988.1
OG0004332	XP_029051542.1	XP_017764159.1
OG0004333	XP_029051510.1	XP_017764178.1, XP_017764179.1
OG0004334	XP_029052956.1	XP_017756021.1
OG0004335	XP_029045308.1	XP_017753109.1
OG0004336	XP_029045305.1	XP_017753118.1
OG0004337	XP_029053668.1	XP_017761749.1
OG0004338	XP_029044584.1	XP_017752679.1
OG0004339	XP_029051805.1	XP_017763516.1
OG0004340	XP_029051812.1	XP_017763440.1
OG0004341	XP_029044587.1	XP_017752668.1
OG0004342	XP_029037126.1	XP_017752321.1
OG0004343	XP_029053224.1	XP_017752338.1
OG0004344	XP_029037113.1	XP_017767100.1
OG0004345	XP_029051632.1	XP_017755942.1
OG0004346	XP_029046374.1	XP_017755925.1, XP_017755924.1
OG0004347	XP_029037421.1	XP_017764232.1
OG0004348	XP_029049103.1	XP_017755561.1, XP_017755562.1
OG0004349	XP_029036730.1	XP_017753731.1
OG0004350	XP_029055804.1	XP_017755506.1
OG0004351	XP_029038276.1	XP_017761969.1, XP_017758607.1
OG0004352	XP_029040176.1	XP_017754861.1
OG0004353	XP_029036099.1	XP_017766644.1
OG0004354	XP_029036115.1	XP_017766653.1
OG0004355	XP_029041298.1	XP_017762613.1, XP_017762612.1
OG0004356	XP_029041028.1	XP_017752268.1
OG0004357	XP_029039169.1	XP_017760580.1
OG0004358	XP_029043797.1	XP_017766534.1
OG0004359	XP_029043780.1, XP_029043772.1	XP_017766782.1
OG0004360	XP_029043809.1, XP_029043811.1	XP_017766659.1
OG0004361	XP_029053825.1	XP_017766738.1
OG0004362	XP_029036120.1	XP_017766526.1
OG0004363	XP_029036126.1	XP_017766750.1
OG0004364	XP_029032873.1	XP_017752427.1
OG0004365	XP_029035571.1	XP_017765868.1
OG0004366	XP_029035601.1	XP_017765871.1
OG0004367	XP_029032443.1	XP_017765857.1
OG0004368	XP_029044387.1	XP_017752807.1
OG0004369	XP_029034137.1	XP_017762689.1, XP_017762690.1
OG0004370	XP_029038164.1	XP_017752276.1
OG0004371	XP_029033900.1	XP_017766684.1
OG0004372	XP_029050001.1	XP_017752265.1
OG0004373	XP_029050014.1	XP_017752158.1
OG0004374	XP_029050015.1	XP_017752143.1
OG0004375	XP_029056436.1	XP_017764947.1
OG0004376	XP_029050046.1	XP_017764981.1
OG0004377	XP_029053526.1	XP_017765481.1
OG0004378	XP_029056671.1	XP_017761059.1
OG0004379	XP_029050470.1	XP_017761676.1
OG0004380	XP_029050183.1	XP_017761329.1, XP_017761328.1
OG0004381	XP_029038908.1	XP_017762499.1
OG0004382	XP_029042282.1	XP_017760005.1
OG0004383	XP_029042385.1	XP_017760038.1, XP_017760044.1
OG0004384	XP_029052994.1	XP_017753586.1
OG0004385	XP_029044599.1	XP_017765631.1, XP_017760280.1
OG0004386	XP_029047918.1	XP_017755717.1
OG0004387	XP_029038805.1	XP_017755726.1
OG0004388	XP_029038741.1	XP_017755709.1
OG0004389	XP_029038743.1	XP_017755738.1
OG0004390	XP_029038748.1	XP_017755743.1
OG0004391	XP_029054057.1	XP_017755848.1
OG0004392	XP_029053296.1	XP_017755805.1
OG0004393	XP_029044828.1	XP_017758873.1
OG0004394	XP_029038769.1	XP_017758888.1
OG0004395	XP_029038797.1	XP_017755069.1
OG0004396	XP_029036203.1	XP_017762649.1
OG0004397	XP_029038712.1	XP_017756829.1
OG0004398	XP_029038296.1	XP_017756915.1
OG0004399	XP_029038572.1	XP_017760855.1
OG0004400	XP_029044696.1	XP_017764265.1
OG0004401	XP_029043136.1, XP_029043137.1	XP_017763328.1
OG0004402	XP_029045428.1	XP_017756657.1
OG0004403	XP_029043893.1	XP_017753676.1
OG0004404	XP_029045499.1	XP_017758715.1
OG0004405	XP_029045481.1	XP_017758730.1
OG0004406	XP_029041324.1	XP_017766964.1
OG0004407	XP_029041331.1	XP_017766960.1
OG0004408	XP_029041329.1	XP_017766962.1
OG0004409	XP_029052190.1	XP_017753411.1
OG0004410	XP_029041683.1	XP_017756095.1
OG0004411	XP_029040069.1	XP_017757334.1
OG0004412	XP_029054411.1	XP_017760027.1
OG0004413	XP_029053762.1	XP_017760041.1
OG0004414	XP_029053416.1	XP_017764509.1
OG0004415	XP_029052622.1	XP_017766284.1
OG0004416	XP_029053984.1	XP_017763697.1
OG0004417	XP_029034498.1	XP_017757845.1
OG0004418	XP_029034450.1	XP_017766233.1
OG0004419	XP_029039821.1	XP_017766229.1
OG0004421	XP_029039992.1	XP_017761825.1
OG0004422	XP_029051442.1	XP_017758481.1, XP_017758289.1
OG0004423	XP_029039356.1	XP_017759334.1
OG0004424	XP_029054687.1	XP_017759295.1
OG0004425	XP_029034625.1	XP_017767122.1
OG0004426	XP_029043294.1, XP_029043295.1	XP_017766878.1
OG0004427	XP_029032445.1	XP_017760244.1
OG0004428	XP_029032454.1	XP_017760249.1
OG0004429	XP_029051601.1	XP_017760241.1
OG0004430	XP_029047532.1	XP_017763821.1
OG0004431	XP_029053353.1	XP_017766301.1, XP_017766300.1
OG0004432	XP_029038568.1	XP_017763916.1
OG0004433	XP_029047754.1, XP_029047755.1	XP_017763005.1
OG0004434	XP_029045935.1	XP_017762990.1
OG0004435	XP_029039512.1	XP_017758050.1
OG0004436	XP_029039461.1	XP_017758091.1
OG0004437	XP_029036720.1	XP_017758048.1
OG0004438	XP_029040845.1	XP_017758102.1
OG0004439	XP_029036786.1	XP_017765099.1
OG0004440	XP_029052780.1	XP_017765227.1
OG0004441	XP_029039470.1	XP_017765220.1
OG0004442	XP_029056438.1	XP_017760505.1
OG0004443	XP_029045997.1	XP_017760968.1
OG0004444	XP_029051900.1	XP_017764566.1, XP_017764565.1
OG0004445	XP_029051917.1	XP_017760494.1
OG0004446	XP_029035014.1	XP_017764520.1
OG0004447	XP_029051186.1	XP_017763508.1
OG0004448	XP_029044075.1	XP_017767027.1
OG0004449	XP_029047189.1	XP_017767099.1
OG0004450	XP_029052672.1	XP_017755358.1
OG0004451	XP_029042108.1	XP_017765290.1
OG0004452	XP_029043853.1	XP_017767652.1
OG0004453	XP_029042163.1	XP_017767701.1
OG0004454	XP_029055894.1	XP_017760670.1
OG0004455	XP_029035464.1	XP_017758818.1
OG0004456	XP_029044202.1	XP_017764329.1
OG0004457	XP_029044185.1	XP_017764308.1
OG0004458	XP_029047102.1	XP_017764321.1
OG0004459	XP_029047104.1	XP_017764325.1
OG0004460	XP_029046755.1	XP_017756248.1
OG0004461	XP_029052314.1	XP_017752535.1
OG0004462	XP_029052308.1	XP_017752560.1
OG0004463	XP_029032130.1	XP_017762968.1
OG0004464	XP_029041317.1	XP_017766963.1
OG0004465	XP_029045532.1	XP_017757540.1
OG0004466	XP_029039230.1	XP_017759900.1
OG0004467	XP_029039222.1	XP_017759865.1
OG0004468	XP_029039265.1	XP_017759864.1
OG0004469	XP_029039147.1	XP_017759894.1
OG0004470	XP_029043339.1	XP_017762863.1
OG0004471	XP_029043400.1	XP_017762888.1
OG0004472	XP_029037441.1	XP_017760611.1
OG0004473	XP_029037642.1	XP_017760609.1
OG0004474	XP_029037694.1	XP_017764624.1
OG0004475	XP_029048591.1	XP_017757783.1
OG0004476	XP_029049967.1	XP_017757805.1
OG0004477	XP_029042601.1	XP_017757777.1
OG0004478	XP_029042586.1	XP_017752219.1
OG0004479	XP_029042559.1	XP_017752237.1
OG0004480	XP_029044649.1	XP_017755019.1
OG0004481	XP_029040293.1	XP_017756105.1
OG0004482	XP_029056325.1, XP_029056339.1	XP_017755587.1
OG0004483	XP_029056340.1, XP_029056326.1	XP_017756819.1
OG0004484	XP_029033245.1	XP_017761404.1
OG0004485	XP_029056059.1	XP_017752903.1
OG0004486	XP_029056056.1	XP_017752866.1
OG0004487	XP_029056050.1, XP_029056149.1	XP_017752943.1
OG0004488	XP_029056148.1, XP_029056197.1	XP_017752905.1
OG0004489	XP_029050486.1	XP_017764613.1
OG0004490	XP_029037278.1, XP_029037279.1	XP_017766116.1
OG0004491	XP_029055037.1, XP_029055399.1	XP_017752444.1
OG0004492	XP_029039421.1	XP_017755023.1
OG0004493	XP_029052459.1	XP_017759658.1
OG0004494	XP_029052116.1	XP_017767511.1
OG0004495	XP_029046722.1	XP_017757497.1
OG0004496	XP_029045536.1	XP_017757496.1
OG0004497	XP_029041857.1	XP_017767174.1
OG0004498	XP_029041806.1	XP_017767176.1
OG0004499	XP_029055973.1	XP_017759741.1
OG0004500	XP_029056611.1	XP_017758656.1
OG0004501	XP_029056656.1	XP_017759789.1
OG0004502	XP_029043561.1	XP_017763204.1
OG0004503	XP_029043478.1, XP_029043481.1	XP_017763235.1
OG0004504	XP_029033677.1, XP_029033466.1	XP_017767479.1
OG0004505	XP_029045637.1, XP_029045638.1	XP_017765395.1
OG0004506	XP_029033702.1, XP_029033601.1	XP_017765373.1
OG0004507	XP_029039708.1	XP_017764728.1
OG0004508	XP_029051101.1	XP_017758545.1
OG0004509	XP_029051093.1, XP_029051094.1	XP_017758439.1
OG0004510	XP_029043345.1	XP_017763174.1
OG0004511	XP_029035411.1	XP_017754824.1
OG0004512	XP_029042631.1	XP_017761907.1
OG0004514	XP_029048969.1	XP_017761465.1
OG0004515	XP_029046524.1	XP_017760952.1
OG0004516	XP_029046487.1, XP_029046486.1	XP_017760857.1
OG0004517	XP_029051332.1	XP_017760673.1
OG0004518	XP_029049800.1	XP_017760792.1
OG0004519	XP_029037383.1	XP_017760946.1
OG0004520	XP_029049128.1	XP_017760677.1
OG0004521	XP_029034609.1	XP_017764214.1
OG0004522	XP_029035949.1	XP_017760071.1
OG0004523	XP_029035857.1	XP_017757208.1
OG0004524	XP_029035884.1	XP_017757192.1
OG0004525	XP_029036655.1	XP_017765633.1
OG0004526	XP_029038063.1, XP_029038055.1	XP_017765502.1
OG0004527	XP_029041466.1	XP_017764081.1
OG0004528	XP_029041444.1	XP_017764061.1, XP_017764060.1
OG0004529	XP_029041394.1	XP_017753184.1
OG0004530	XP_029048245.1	XP_017761356.1
OG0004532	XP_029036591.1	XP_017757428.1
OG0004533	XP_029036432.1	XP_017757503.1
OG0004534	XP_029036594.1	XP_017757438.1
OG0004535	XP_029036448.1	XP_017757520.1
OG0004536	XP_029036434.1	XP_017757508.1
OG0004537	XP_029036509.1	XP_017757594.1
OG0004538	XP_029054182.1	XP_017757772.1
OG0004539	XP_029052348.1	XP_017757800.1
OG0004540	XP_029050487.1	XP_017765553.1
OG0004542	XP_029041589.1	XP_017765720.1
OG0004543	XP_029055966.1	XP_017758676.1
OG0004544	XP_029040651.1	XP_017759564.1
OG0004545	XP_029052226.1	XP_017762131.1
OG0004546	XP_029033296.1	XP_017756649.1
OG0004547	XP_029044627.1	XP_017757101.1
OG0004549	XP_029040641.1	XP_017764829.1
OG0004550	XP_029050256.1	XP_017757281.1
OG0004551	XP_029047412.1	XP_017753355.1
OG0004553	XP_029055508.1	XP_017753345.1
OG0004554	XP_029055537.1	XP_017764359.1
OG0004555	XP_029043061.1	XP_017755130.1
OG0004556	XP_029034360.1	XP_017762722.1
OG0004557	XP_029034271.1	XP_017756418.1
OG0004558	XP_029043070.1	XP_017756378.1
OG0004559	XP_029041572.1, XP_029041573.1	XP_017754750.1
OG0004561	XP_029054945.1	XP_017766451.1
OG0004562	XP_029043627.1	XP_017762547.1, XP_017762520.1
OG0004563	XP_029040031.1	XP_017756472.1
OG0004564	XP_029034499.1	XP_017758348.1
OG0004565	XP_029037251.1	XP_017765008.1, XP_017765007.1
OG0004566	XP_029052068.1	XP_017759796.1
OG0004567	XP_029032166.1	XP_017764383.1
OG0004568	XP_029032661.1	XP_017753277.1
OG0004569	XP_029055383.1	XP_017762793.1
OG0004570	XP_029038842.1	XP_017753529.1
OG0004571	XP_029038870.1	XP_017753547.1
OG0004572	XP_029042364.1	XP_017761795.1, XP_017759665.1
OG0004573	XP_029032338.1	XP_017753220.1
OG0004574	XP_029035223.1	XP_017753210.1
OG0004575	XP_029055400.1	XP_017753218.1
OG0004576	XP_029041195.1	XP_017756550.1
OG0004577	XP_029041221.1, XP_029041222.1	XP_017756541.1
OG0004579	XP_029032924.1	XP_017762353.1
OG0004580	XP_029032921.1	XP_017762348.1
OG0004581	XP_029032941.1	XP_017762335.1
OG0004582	XP_029038974.1	XP_017758694.1
OG0004583	XP_029045164.1, XP_029045163.1	XP_017762149.1
OG0004584	XP_029045175.1	XP_017762116.1
OG0004585	XP_029045151.1	XP_017762146.1
OG0004586	XP_029055577.1	XP_017764895.1
OG0004587	XP_029035250.1	XP_017764914.1
OG0004588	XP_029035224.1	XP_017753492.1
OG0004589	XP_029035248.1	XP_017753455.1
OG0004590	XP_029045264.1	XP_017762083.1
OG0004591	XP_029045220.1	XP_017762163.1
OG0004592	XP_029046579.1	XP_017754434.1
OG0004593	XP_029051344.1	XP_017763392.1, XP_017763393.1
OG0004594	XP_029048425.1	XP_017763407.1
OG0004595	XP_029048365.1	XP_017763385.1
OG0004596	XP_029050192.1	XP_017764801.1
OG0004597	XP_029050157.1	XP_017764775.1
OG0004598	XP_029055514.1	XP_017756579.1
OG0004599	XP_029049509.1	XP_017754211.1
OG0004600	XP_029042541.1	XP_017759223.1
OG0004601	XP_029035745.1	XP_017762056.1
OG0004602	XP_029035760.1	XP_017762038.1
OG0004603	XP_029051610.1	XP_017758275.1
OG0004604	XP_029053332.1	XP_017758247.1
OG0004605	XP_029048011.1	XP_017761725.1
OG0004606	XP_029048122.1, XP_029048123.1	XP_017753577.1
OG0004607	XP_029040369.1	XP_017764292.1
OG0004608	XP_029035765.1	XP_017760980.1
OG0004609	XP_029034101.1	XP_017761146.1
OG0004610	XP_029033926.1	XP_017766051.1
OG0004611	XP_029033905.1	XP_017754021.1
OG0004612	XP_029051943.1	XP_017754074.1
OG0004613	XP_029040392.1	XP_017753728.1
OG0004614	XP_029040755.1	XP_017753067.1
OG0004615	XP_029040744.1	XP_017753070.1
OG0004616	XP_029035793.1	XP_017753215.1
OG0004617	XP_029037947.1	XP_017765425.1
OG0004618	XP_029035816.1	XP_017753522.1
OG0004619	XP_029039634.1, XP_029039267.1	XP_017761861.1
OG0004620	XP_029052791.1	XP_017755893.1
OG0004621	XP_029047669.1	XP_017755903.1
OG0004622	XP_029051002.1	XP_017761865.1
OG0004623	XP_029038259.1	XP_017766260.1
OG0004624	XP_029053510.1	XP_017766274.1
OG0004625	XP_029036297.1, XP_029036296.1	XP_017761061.1
OG0004626	XP_029039993.1	XP_017764724.1
OG0004627	XP_029050212.1	XP_017757380.1
OG0004628	XP_029039742.1	XP_017757694.1
OG0004629	XP_029041080.1	XP_017755098.1
OG0004630	XP_029049899.1	XP_017757373.1
OG0004631	XP_029042782.1	XP_017755604.1
OG0004632	XP_029043387.1	XP_017757879.1
OG0004633	XP_029043381.1	XP_017757976.1
OG0004634	XP_029038283.1	XP_017763539.1
OG0004635	XP_029042816.1	XP_017755618.1
OG0004636	XP_029042817.1	XP_017755642.1
OG0004637	XP_029040223.1	XP_017761002.1
OG0004638	XP_029040462.1	XP_017759610.1
OG0004639	XP_029039784.1	XP_017754369.1
OG0004640	XP_029032664.1	XP_017763770.1
OG0004641	XP_029048320.1	XP_017753394.1
OG0004642	XP_029032210.1	XP_017763776.1, XP_017763737.1
OG0004643	XP_029032413.1	XP_017763804.1, XP_017763798.1
OG0004644	XP_029054023.1	XP_017759985.1
OG0004645	XP_029052426.1	XP_017758539.1
OG0004646	XP_029039751.1	XP_017757684.1
OG0004647	XP_029035840.1	XP_017765749.1
OG0004648	XP_029035849.1	XP_017765757.1, XP_017765758.1
OG0004649	XP_029048464.1	XP_017763720.1
OG0004650	XP_029046235.1	XP_017757273.1
OG0004651	XP_029038114.1	XP_017764849.1
OG0004653	XP_029043817.1, XP_029043816.1	XP_017755598.1
OG0004654	XP_029043825.1	XP_017755586.1
OG0004655	XP_029055715.1	XP_017755579.1
OG0004656	XP_029041443.1	XP_017764089.1
OG0004657	XP_029041583.1	XP_017754639.1
OG0004658	XP_029043664.1, XP_029043671.1	XP_017762543.1
OG0004659	XP_029056659.1, XP_029056658.1	XP_017759767.1
OG0004660	XP_029036295.1	XP_017766488.1
OG0004661	XP_029034292.1	XP_017763961.1
OG0004662	XP_029052251.1	XP_017755987.1
OG0004663	XP_029056541.1	XP_017754733.1
OG0004664	XP_029040684.1	XP_017753094.1
OG0004665	XP_029046283.1	XP_017757331.1
OG0004666	XP_029032917.1	XP_017755393.1
OG0004667	XP_029040699.1	XP_017759551.1
OG0004668	XP_029040597.1	XP_017764810.1
OG0004669	XP_029052702.1	XP_017752375.1
OG0004670	XP_029031884.1	XP_017754524.1
OG0004671	XP_029037115.1	XP_017762371.1
OG0004672	XP_029037114.1	XP_017766993.1
OG0004673	XP_029032702.1	XP_017755215.1
OG0004674	XP_029034964.1	XP_017755213.1
OG0004675	XP_029038060.1	XP_017766018.1
OG0004676	XP_029034504.1, XP_029034502.1	XP_017752664.1
OG0004677	XP_029046218.1	XP_017755890.1
OG0004679	XP_029032213.1, XP_029032221.1	XP_017767146.1
OG0004680	XP_029033915.1	XP_017762586.1
OG0004681	XP_029047371.1	XP_017758593.1
OG0004682	XP_029044361.1	XP_017762664.1
OG0004683	XP_029035867.1	XP_017757184.1
OG0004684	XP_029033977.1	XP_017766012.1
OG0004685	XP_029046450.1	XP_017757580.1
OG0004686	XP_029042277.1	XP_017759882.1
OG0004687	XP_029048251.1	XP_017752694.1
OG0004688	XP_029036560.1	XP_017757421.1
OG0004689	XP_029038871.1	XP_017765605.1
OG0004690	XP_029052518.1	XP_017757462.1
OG0004691	XP_029036527.1	XP_017758735.1
OG0004692	XP_029045221.1	XP_017762161.1
OG0004693	XP_029055820.1	XP_017765750.1
OG0004695	XP_029051074.1	XP_017761710.1
OG0004696	XP_029051525.1	XP_017758277.1
OG0004697	XP_029048096.1	XP_017757067.1
OG0004698	XP_029044682.1	XP_017760441.1
OG0004699	XP_029043143.1	XP_017760440.1
OG0004700	XP_029055460.1	XP_017760180.1
OG0004701	XP_029050436.1	XP_017766088.1
OG0004702	XP_029050743.1	XP_017758276.1
OG0004703	XP_029055330.1	XP_017759670.1
OG0004704	XP_029045069.1	XP_017763163.1
OG0004705	XP_029053101.1	XP_017762695.1
OG0004706	XP_029055639.1, XP_029055640.1	XP_017759674.1
OG0004707	XP_029038199.1	XP_017763050.1, XP_017763049.1
OG0004708	XP_029032985.1	XP_017761308.1
OG0004709	XP_029038221.1, XP_029038222.1	XP_017752258.1
OG0004710	XP_029039209.1	XP_017757974.1, XP_017757971.1
OG0004711	XP_029047156.1	XP_017756253.1
OG0004712	XP_029046822.1	XP_017764180.1
OG0004713	XP_029046405.1	XP_017753950.1
OG0004715	XP_029053178.1	XP_017763519.1
OG0004716	XP_029052332.1	XP_017754982.1
OG0004717	XP_029046349.1	XP_017763524.1
OG0004718	XP_029037786.1	XP_017759416.1
OG0004719	XP_029051259.1	XP_017764576.1
OG0004720	XP_029047148.1	XP_017756246.1
OG0004721	XP_029038696.1	XP_017755058.1
OG0004722	XP_029038729.1	XP_017755711.1
OG0004723	XP_029041491.1	XP_017759256.1
OG0004724	XP_029037132.1	XP_017763249.1
OG0004725	XP_029038575.1	XP_017759153.1
OG0004726	XP_029052623.1	XP_017766287.1
OG0004727	XP_029047992.1	XP_017756804.1
OG0004728	XP_029051707.1	XP_017764551.1
OG0004729	XP_029037901.1	XP_017756913.1
OG0004730	XP_029041477.1	XP_017764052.1
OG0004731	XP_029034486.1	XP_017757854.1
OG0004732	XP_029033697.1, XP_029033503.1	XP_017765377.1
OG0004733	XP_029039594.1	XP_017767416.1
OG0004734	XP_029039683.1	XP_017764770.1
OG0004735	XP_029047699.1	XP_017763555.1
OG0004736	XP_029040728.1	XP_017764258.1, XP_017765632.1
OG0004737	XP_029039604.1	XP_017764726.1
OG0004738	XP_029045550.1	XP_017767411.1
OG0004739	XP_029047686.1	XP_017766167.1
OG0004740	XP_029041211.1	XP_017756539.1
OG0004741	XP_029039915.1	XP_017756457.1
OG0004742	XP_029047512.1	XP_017757576.1, XP_017758362.1
OG0004743	XP_029044175.1	XP_017762263.1
OG0004744	XP_029035380.1	XP_017754833.1
OG0004745	XP_029042635.1	XP_017761900.1
OG0004746	XP_029049663.1	XP_017760834.1
OG0004747	XP_029049671.1	XP_017760827.1
OG0004749	XP_029038351.1	XP_017761943.1
OG0004750	XP_029044911.1	XP_017764497.1
OG0004752	XP_029035498.1	XP_017761483.1
OG0004753	XP_029049420.1	XP_017752911.1
OG0004754	XP_029040300.1	XP_017756126.1
OG0004755	XP_029056147.1, XP_029056193.1	XP_017757778.1
OG0004756	XP_029056256.1, XP_029056297.1	XP_017752936.1
OG0004757	XP_029034853.1	XP_017762013.1
OG0004758	XP_029040344.1, XP_029040345.1	XP_017760998.1
OG0004759	XP_029049323.1	XP_017753965.1
OG0004760	XP_029032236.1, XP_029032234.1	XP_017761070.1
OG0004761	XP_029044972.1	XP_017766820.1
OG0004762	XP_029049269.1	XP_017766763.1
OG0004763	XP_029044496.1	XP_017766651.1
OG0004764	XP_029036113.1	XP_017766667.1
OG0004765	XP_029052386.1, XP_029050115.1	XP_017764638.1
OG0004766	XP_029052393.1	XP_017764640.1
OG0004767	XP_029037906.1	XP_017753390.1
OG0004768	XP_029046869.1	XP_017763179.1
OG0004769	XP_029050653.1	XP_017761567.1
OG0004770	XP_029039414.1	XP_017767150.1
OG0004771	XP_029041930.1	XP_017767281.1, XP_017765626.1
OG0004772	XP_029041795.1	XP_017767159.1
OG0004773	XP_029037566.1	XP_017760630.1
OG0004774	XP_029043304.1, XP_029043305.1	XP_017759294.1
OG0004775	XP_029039141.1	XP_017759852.1
OG0004776	XP_029037904.1, XP_029037905.1	XP_017765428.1
OG0004777	XP_029047721.1	XP_017761190.1
OG0004778	XP_029040896.1	XP_017758146.1
OG0004779	XP_029036702.1	XP_017758098.1
OG0004780	XP_029052777.1	XP_017765245.1
OG0004781	XP_029036714.1	XP_017758047.1
OG0004782	XP_029036722.1	XP_017758170.1
OG0004783	XP_029036803.1	XP_017753864.1
OG0004784	XP_029034685.1	XP_017752850.1
OG0004785	XP_029056378.1, XP_029056377.1	XP_017760507.1
OG0004786	XP_029050950.1	XP_017764429.1, XP_017764430.1
