Orthogroup	Osmia_bicornis	Megalopta_genalis
OG0005116	XP_029051132.1	XP_033326000.1
OG0005117	XP_029033673.1, XP_029033659.1	XP_033325711.1
OG0005118	XP_029048975.1	XP_033342600.1
OG0005119	XP_029035493.1	XP_033342519.1
OG0005120	XP_029055617.1	XP_033340041.1, XP_033340040.1
OG0005121	XP_029035139.1, XP_029035140.1	XP_033332171.1
OG0005123	XP_029051288.1	XP_033334810.1, XP_033334801.1
OG0005124	XP_029037392.1	XP_033330943.1
OG0005125	XP_029040938.1, XP_029040937.1	XP_033341606.1
OG0005126	XP_029055655.1	XP_033340409.1
OG0005127	XP_029040768.1	XP_033340150.1
OG0005128	XP_029035824.1, XP_029035823.1	XP_033341204.1
OG0005129	XP_029050116.1	XP_033330375.1
OG0005130	XP_029044785.1, XP_029045171.1	XP_033331620.1
OG0005131	XP_029044939.1	XP_033325269.1
OG0005132	XP_029043202.1	XP_033334183.1
OG0005133	XP_029037768.1	XP_033334189.1, XP_033334187.1, XP_033334188.1
OG0005134	XP_029052259.1	XP_033321446.1, XP_033334419.1
OG0005135	XP_029049542.1	XP_033322089.1, XP_033326749.1
OG0005136	XP_029032235.1	XP_033326685.1
OG0005137	XP_029046324.1	XP_033336886.1, XP_033337039.1
OG0005138	XP_029044377.1	XP_033333827.1
OG0005139	XP_029043831.1	XP_033323330.1
OG0005140	XP_029041322.1	XP_033339831.1, XP_033338370.1
OG0005141	XP_029045520.1	XP_033333968.1
OG0005143	XP_029042316.1	XP_033338613.1
OG0005144	XP_029048676.1	XP_033328230.1
OG0005145	XP_029032260.1	XP_033331839.1, XP_033331838.1
OG0005146	XP_029032663.1	XP_033328470.1
OG0005147	XP_029038223.1	XP_033333197.1
OG0005148	XP_029044267.1	XP_033327279.1
OG0005149	XP_029039117.1	XP_033324252.1, XP_033324251.1
OG0005150	XP_029049526.1	XP_033341418.1
OG0005151	XP_029035537.1	XP_033324147.1
OG0005152	XP_029035735.1	XP_033326216.1
OG0005153	XP_029052677.1	XP_033331263.1
OG0005154	XP_029050027.1	XP_033324605.1
OG0005155	XP_029040298.1	XP_033325002.1
OG0005156	XP_029038239.1	XP_033333735.1, XP_033333734.1
OG0005157	XP_029047054.1	XP_033337634.1
OG0005158	XP_029046828.1	XP_033332610.1
OG0005159	XP_029052676.1	XP_033322147.1
OG0005160	XP_029043591.1, XP_029043680.1	XP_033322819.1
OG0005161	XP_029035590.1	XP_033332406.1
OG0005162	XP_029052087.1	XP_033322142.1
OG0005163	XP_029040856.1	XP_033331003.1
OG0005164	XP_029044283.1	XP_033330363.1
OG0005165	XP_029041727.1	XP_033331373.1
OG0005166	XP_029047267.1	XP_033328479.1
OG0005167	XP_029032345.1	XP_033330228.1
OG0005168	XP_029037941.1	XP_033325216.1
OG0005169	XP_029050302.1	XP_033337660.1, XP_033337659.1
OG0005170	XP_029049617.1	XP_033337864.1
OG0005171	XP_029044822.1	XP_033333459.1
OG0005172	XP_029039315.1	XP_033323491.1
OG0005173	XP_029038497.1	XP_033323876.1
OG0005174	XP_029050945.1	XP_033333646.1, XP_033333698.1
OG0005175	XP_029032582.1	XP_033340565.1
OG0005176	XP_029048505.1	XP_033323046.1
OG0005177	XP_029036569.1	XP_033339227.1
OG0005178	XP_029051450.1	XP_033331612.1
OG0005179	XP_029051772.1	XP_033325319.1
OG0005180	XP_029035243.1	XP_033321379.1
OG0005181	XP_029035341.1, XP_029035340.1	XP_033334342.1
OG0005182	XP_029041967.1, XP_029041966.1	XP_033338309.1
OG0005183	XP_029043406.1	XP_033336471.1
OG0005184	XP_029050758.1	XP_033337296.1
OG0005185	XP_029052689.1	XP_033321622.1
OG0005186	XP_029051748.1	XP_033325919.1
OG0005187	XP_029046141.1	XP_033340909.1
OG0005188	XP_029048725.1	XP_033324260.1
OG0005189	XP_029050363.1	XP_033330266.1
OG0005190	XP_029039729.1	XP_033325663.1
OG0005191	XP_029051139.1	XP_033340537.1
OG0005192	XP_029039633.1	XP_033325569.1
OG0005193	XP_029045560.1	XP_033325655.1
OG0005194	XP_029034497.1	XP_033325560.1
OG0005195	XP_029042677.1	XP_033334774.1
OG0005196	XP_029044854.1	XP_033342322.1
OG0005197	XP_029034843.1	XP_033324941.1
OG0005198	XP_029056078.1, XP_029056080.1	XP_033340015.1
OG0005199	XP_029056249.1, XP_029056255.1	XP_033323415.1
OG0005200	XP_029034622.1	XP_033335444.1
OG0005201	XP_029050349.1	XP_033331987.1
OG0005202	XP_029049231.1	XP_033334616.1
OG0005203	XP_029043810.1, XP_029043808.1	XP_033333696.1
OG0005204	XP_029035700.1	XP_033339220.1, XP_033339207.1
OG0005205	XP_029035704.1	XP_033323380.1
OG0005206	XP_029037396.1	XP_033330946.1
OG0005207	XP_029039046.1	XP_033335778.1
OG0005208	XP_029039221.1	XP_033335789.1
OG0005209	XP_029038463.1	XP_033336493.1
OG0005210	XP_029050706.1	XP_033336217.1
OG0005211	XP_029041800.1	XP_033340124.1
OG0005212	XP_029047354.1	XP_033340104.1
OG0005213	XP_029043082.1	XP_033334180.1
OG0005216	XP_029033873.1	XP_033321625.1
OG0005217	XP_029038605.1	XP_033323164.1
OG0005218	XP_029042357.1	XP_033338607.1
OG0005219	XP_029037276.1	XP_033327720.1
OG0005220	XP_029037290.1	XP_033326868.1
OG0005221	XP_029044623.1	XP_033331875.1
OG0005222	XP_029053584.1	XP_033326331.1
OG0005223	XP_029043756.1	XP_033329597.1
OG0005224	XP_029056669.1	XP_033324783.1
OG0005225	XP_029035017.1	XP_033339941.1, XP_033337562.1
OG0005226	XP_029046130.1, XP_029046129.1	XP_033341124.1
OG0005227	XP_029053026.1	XP_033322886.1
OG0005228	XP_029053220.1	XP_033331267.1
OG0005229	XP_029051231.1	XP_033337343.1
OG0005230	XP_029049515.1	XP_033341402.1
OG0005231	XP_029044093.1	XP_033326170.1, XP_033326160.1
OG0005232	XP_029056073.1, XP_029056063.1	XP_033338844.1
OG0005233	XP_029036579.1	XP_033339271.1
OG0005234	XP_029035256.1	XP_033337128.1, XP_033337129.1
OG0005235	XP_029039642.1, XP_029039643.1	XP_033337727.1
OG0005236	XP_029053091.1	XP_033332339.1, XP_033332347.1
OG0005237	XP_029051021.1	XP_033338635.1
OG0005238	XP_029038171.1	XP_033332756.1
OG0005239	XP_029053343.1	XP_033333565.1
OG0005240	XP_029044360.1	XP_033335181.1
OG0005241	XP_029038843.1	XP_033322472.1
OG0005242	XP_029044211.1	XP_033337374.1, XP_033337373.1
OG0005243	XP_029050823.1	XP_033327527.1
OG0005244	XP_029036499.1	XP_033328150.1
OG0005245	XP_029033543.1, XP_029033589.1	XP_033325906.1
OG0005246	XP_029056272.1	XP_033325077.1
OG0005247	XP_029050433.1	XP_033322835.1
OG0005248	XP_029041240.1	XP_033334049.1
OG0005249	XP_029032231.1	XP_033333333.1
OG0005251	XP_029036242.1	XP_033330574.1
OG0005252	XP_029050102.1	XP_033323483.1, XP_033323482.1
OG0005253	XP_029048294.1	XP_033334147.1
OG0005254	XP_029048631.1	XP_033335278.1
OG0005255	XP_029049179.1	XP_033338539.1
OG0005256	XP_029047820.1	XP_033333303.1
OG0005257	XP_029037975.1	XP_033341555.1
OG0005258	XP_029041072.1	XP_033332938.1
OG0005259	XP_029045732.1	XP_033324389.1, XP_033329366.1
OG0005260	XP_029035546.1	XP_033339920.1, XP_033332397.1
OG0005261	XP_029056662.1	XP_033341764.1
OG0005262	XP_029034995.1, XP_029034996.1	XP_033337742.1
OG0005263	XP_029040992.1	XP_033335141.1
OG0005264	XP_029040850.1	XP_033333658.1
OG0005265	XP_029034980.1	XP_033327419.1
OG0005266	XP_029036018.1	XP_033327069.1
OG0005267	XP_029055853.1	XP_033336178.1
OG0005268	XP_029046057.1	XP_033324315.1
OG0005269	XP_029039100.1	XP_033337656.1
OG0005270	XP_029055401.1	XP_033340215.1, XP_033340029.1
OG0005271	XP_029039637.1	XP_033326925.1
OG0005272	XP_029056458.1	XP_033341596.1
OG0005273	XP_029052122.1	XP_033331445.1
OG0005274	XP_029046222.1	XP_033321805.1
OG0005275	XP_029046512.1	XP_033326428.1
OG0005276	XP_029053564.1	XP_033326048.1, XP_033326049.1
OG0005277	XP_029038472.1	XP_033324005.1, XP_033324006.1
OG0005278	XP_029032511.1	XP_033333328.1
OG0005279	XP_029044747.1	XP_033333435.1
OG0005280	XP_029051059.1	XP_033329409.1
OG0005281	XP_029044087.1	XP_033334470.1
OG0005282	XP_029037037.1	XP_033323161.1
OG0005283	XP_029040480.1	XP_033339596.1
OG0005284	XP_029044863.1	XP_033334762.1
OG0005285	XP_029043774.1, XP_029043657.1	XP_033326901.1
OG0005286	XP_029035951.1	XP_033337026.1
OG0005287	XP_029044058.1	XP_033334472.1
OG0005288	XP_029037289.1	XP_033322753.1
OG0005289	XP_029046073.1	XP_033332111.1
OG0005290	XP_029046589.1	XP_033334888.1
OG0005291	XP_029041097.1	XP_033335223.1, XP_033329246.1
OG0005292	XP_029039601.1	XP_033320814.1
OG0005293	XP_029053282.1	XP_033333408.1, XP_033333407.1
OG0005294	XP_029055980.1	XP_033321536.1
OG0005295	XP_029049751.1	XP_033327736.1, XP_033327727.1
OG0005296	XP_029056521.1	XP_033325893.1
OG0005297	XP_029041873.1, XP_029041593.1	XP_033333511.1
OG0005298	XP_029047717.1	XP_033320949.1
OG0005299	XP_029046585.1	XP_033342711.1
OG0005300	XP_029045525.1	XP_033338967.1, XP_033338964.1
OG0005301	XP_029051770.1	XP_033325299.1
OG0005302	XP_029052039.1	XP_033327652.1
OG0005303	XP_029053740.1	XP_033322322.1
OG0005304	XP_029036596.1	XP_033328172.1
OG0005305	XP_029041819.1	XP_033330548.1
OG0005306	XP_029052846.1	XP_033326919.1
OG0005307	XP_029034051.1	XP_033328926.1
OG0005308	XP_029051037.1	XP_033338924.1
OG0005309	XP_029040024.1	XP_033325878.1
OG0005310	XP_029052337.1	XP_033337405.1, XP_033337406.1
OG0005311	XP_029055987.1, XP_029055985.1	XP_033335243.1
OG0005312	XP_029043499.1	XP_033336227.1
OG0005313	XP_029051565.1	XP_033323092.1
OG0005314	XP_029047494.1	XP_033332921.1
OG0005315	XP_029056163.1	XP_033325134.1
OG0005316	XP_029035864.1, XP_029035865.1	XP_033336764.1
OG0005317	XP_029046008.1	XP_033342163.1
OG0005318	XP_029036667.1	XP_033332909.1
OG0005319	XP_029037723.1	XP_033330902.1
OG0005320	XP_029049716.1	XP_033342753.1
OG0005321	XP_029050440.1	XP_033322768.1, XP_033322770.1
OG0005322	XP_029036660.1	XP_033322560.1
OG0005323	XP_029036860.1	XP_033341641.1
OG0005324	XP_029048946.1	XP_033342601.1
OG0005325	XP_029042054.1	XP_033328004.1
OG0005326	XP_029043129.1	XP_033325852.1
OG0005327	XP_029049023.1	XP_033325417.1, XP_033325414.1
OG0005328	XP_029038417.1	XP_033336494.1
OG0005329	XP_029032532.1	XP_033323477.1, XP_033323478.1
OG0005330	XP_029050318.1	XP_033337711.1
OG0005331	XP_029054423.1	XP_033333514.1
OG0005332	XP_029040523.1	XP_033331780.1
OG0005333	XP_029031906.1	XP_033337924.1
OG0005334	XP_029032074.1	XP_033341843.1
OG0005336	XP_029039918.1	XP_033340975.1
OG0005337	XP_029050405.1	XP_033339353.1
OG0005338	XP_029054492.1	XP_033332797.1
OG0005339	XP_029042339.1, XP_029042294.1	XP_033329074.1
OG0005340	XP_029032174.1	XP_033331863.1
OG0005341	XP_029040974.1	XP_033324405.1, XP_033324407.1
OG0005342	XP_029047374.1	XP_033340144.1
OG0005343	XP_029034684.1	XP_033322432.1
OG0005344	XP_029033193.1	XP_033332442.1
OG0005345	XP_029052054.1	XP_033321373.1
OG0005346	XP_029033190.1	XP_033332439.1
OG0005347	XP_029039382.1, XP_029039759.1	XP_033328601.1
OG0005348	XP_029034276.1	XP_033339476.1
OG0005349	XP_029033780.1	XP_033326927.1
OG0005350	XP_029043482.1	XP_033336600.1
OG0005351	XP_029035409.1	XP_033334858.1
OG0005352	XP_029048292.1	XP_033339802.1
OG0005353	XP_029040681.1	XP_033321824.1
OG0005354	XP_029038930.1	XP_033332426.1
OG0005355	XP_029049798.1	XP_033342663.1, XP_033342662.1
OG0005356	XP_029052467.1	XP_033325446.1
OG0005357	XP_029035264.1, XP_029035265.1	XP_033340688.1
OG0005358	XP_029047804.1	XP_033332706.1
OG0005359	XP_029046253.1	XP_033326237.1
OG0005360	XP_029047329.1	XP_033329270.1
OG0005361	XP_029056537.1	XP_033321499.1
OG0005362	XP_029036940.1	XP_033324981.1
OG0005363	XP_029041216.1	XP_033324500.1
OG0005364	XP_029044444.1	XP_033324579.1
OG0005365	XP_029038819.1	XP_033322450.1
OG0005366	XP_029036433.1	XP_033325701.1
OG0005367	XP_029040695.1	XP_033323109.1
OG0005368	XP_029031885.1	XP_033326087.1
OG0005369	XP_029053118.1	XP_033333194.1
OG0005370	XP_029037547.1	XP_033333014.1
OG0005371	XP_029040736.1	XP_033340151.1
OG0005372	XP_029042513.1	XP_033341525.1, XP_033341524.1
OG0005373	XP_029045955.1	XP_033338197.1
OG0005374	XP_029052255.1	XP_033330748.1
OG0005375	XP_029038714.1	XP_033334365.1
OG0005376	XP_029033943.1	XP_033341280.1
OG0005377	XP_029051271.1	XP_033337575.1
OG0005378	XP_029040265.1	XP_033338459.1, XP_033338457.1
OG0005379	XP_029042266.1, XP_029042265.1	XP_033338698.1
OG0005380	XP_029050659.1	XP_033322919.1
OG0005381	XP_029044490.1	XP_033330204.1
OG0005382	XP_029037039.1, XP_029037040.1	XP_033322062.1
OG0005383	XP_029050241.1	XP_033321883.1
OG0005384	XP_029047070.1	XP_033337564.1
OG0005385	XP_029039860.1	XP_033340633.1
OG0005386	XP_029032311.1	XP_033340279.1, XP_033340278.1
OG0005387	XP_029051424.1	XP_033331610.1
OG0005388	XP_029045563.1, XP_029042449.1	XP_033325830.1
OG0005390	XP_029045808.1	XP_033321156.1, XP_033321166.1
OG0005391	XP_029040553.1	XP_033331440.1
OG0005392	XP_029050031.1	XP_033324646.1
OG0005393	XP_029035784.1	XP_033332596.1
OG0005394	XP_029047224.1	XP_033323106.1, XP_033323105.1
OG0005395	XP_029033881.1	XP_033334981.1
OG0005396	XP_029056467.1	XP_033330624.1, XP_033324927.1
OG0005397	XP_029038822.1	XP_033322402.1
OG0005398	XP_029037976.1	XP_033341142.1
OG0005399	XP_029039730.1	XP_033330528.1
OG0005400	XP_029033582.1, XP_029033536.1	XP_033325903.1
OG0005401	XP_029034584.1	XP_033322000.1
OG0005402	XP_029039202.1	XP_033322232.1, XP_033322244.1
OG0005403	XP_029051720.1	XP_033340117.1
OG0005404	XP_029033540.1, XP_029033586.1	XP_033325905.1
OG0005405	XP_029032447.1	XP_033327851.1
OG0005406	XP_029037427.1	XP_033339489.1
OG0005407	XP_029036992.1	XP_033323577.1
OG0005408	XP_029032895.1	XP_033327808.1
OG0005409	XP_029054012.1	XP_033334788.1
OG0005410	XP_029055705.1	XP_033340773.1
OG0005411	XP_029051899.1	XP_033337479.1
OG0005412	XP_029045891.1	XP_033324636.1
OG0005413	XP_029052572.1	XP_033324080.1
OG0005414	XP_029054743.1	XP_033337465.1
OG0005415	XP_029036682.1	XP_033325999.1
OG0005416	XP_029044073.1	XP_033325506.1
OG0005417	XP_029049921.1	XP_033331204.1
OG0005418	XP_029044619.1	XP_033340316.1
OG0005419	XP_029043352.1	XP_033335655.1
OG0005420	XP_029040125.1	XP_033331702.1
OG0005421	XP_029046633.1	XP_033323167.1
OG0005422	XP_029046516.1	XP_033334754.1
OG0005423	XP_029044150.1	XP_033325408.1, XP_033325397.1
OG0005424	XP_029033134.1	XP_033331304.1, XP_033340603.1
OG0005425	XP_029033918.1	XP_033341488.1
OG0005426	XP_029043799.1, XP_029043807.1	XP_033333847.1
OG0005427	XP_029052945.1	XP_033339624.1
OG0005428	XP_029056647.1	XP_033331970.1
OG0005429	XP_029040136.1	XP_033326445.1
OG0005430	XP_029041776.1	XP_033331680.1, XP_033331679.1
OG0005431	XP_029035452.1	XP_033334796.1, XP_033339821.1
OG0005432	XP_029053334.1	XP_033339783.1
OG0005433	XP_029039671.1	XP_033325823.1
OG0005434	XP_029047951.1	XP_033334092.1
OG0005435	XP_029041347.1	XP_033333715.1
OG0005436	XP_029044321.1	XP_033337376.1, XP_033337584.1
OG0005437	XP_029049838.1	XP_033338871.1
OG0005438	XP_029045557.1	XP_033325519.1
OG0005439	XP_029050089.1, XP_029050090.1	XP_033322153.1
OG0005440	XP_029045283.1	XP_033326242.1
OG0005441	XP_029036687.1	XP_033331126.1
OG0005442	XP_029044367.1	XP_033326404.1
OG0005443	XP_029037854.1	XP_033340026.1
OG0005444	XP_029045131.1	XP_033338683.1
OG0005445	XP_029041409.1	XP_033321214.1
OG0005446	XP_029045129.1	XP_033338679.1
OG0005447	XP_029034535.1	XP_033338143.1
OG0005448	XP_029052120.1	XP_033325499.1, XP_033325504.1
OG0005449	XP_029053061.1, XP_029053062.1	XP_033321129.1
OG0005450	XP_029048371.1	XP_033334957.1
OG0005451	XP_029043255.1	XP_033341965.1
OG0005452	XP_029044819.1	XP_033333422.1
OG0005453	XP_029048726.1	XP_033324261.1
OG0005454	XP_029052545.1	XP_033327986.1
OG0005455	XP_029045820.1	XP_033327692.1
OG0005456	XP_029052710.1	XP_033323246.1
OG0005457	XP_029034327.1	XP_033334284.1
OG0005458	XP_029036529.1	XP_033324232.1
OG0005459	XP_029037850.1, XP_029037849.1	XP_033340003.1
OG0005461	XP_029041577.1, XP_029041578.1	XP_033321580.1
OG0005464	XP_029047517.1	XP_033331642.1
OG0005465	XP_029050498.1	XP_033339647.1, XP_033339648.1
OG0005466	XP_029042693.1	XP_033342691.1
OG0005468	XP_029056143.1, XP_029056141.1	XP_033325199.1
OG0005469	XP_029042335.1	XP_033338816.1
OG0005470	XP_029034117.1, XP_029034119.1	XP_033341889.1
OG0005471	XP_029036773.1, XP_029036774.1	XP_033330974.1
OG0005472	XP_029055786.1	XP_033322506.1
OG0005473	XP_029054995.1	XP_033323541.1
OG0005474	XP_029044602.1, XP_029044445.1	XP_033323714.1, XP_033323713.1
OG0005475	XP_029051070.1	XP_033329436.1
OG0005478	XP_029039691.1	XP_033331449.1
OG0005479	XP_029049123.1, XP_029049124.1	XP_033334833.1, XP_033334678.1, XP_033334679.1
OG0005480	XP_029043576.1, XP_029043435.1	XP_033322756.1, XP_033322755.1
OG0005482	XP_029043113.1	XP_033329153.1
OG0005484	XP_029046195.1, XP_029046198.1	XP_033327895.1
OG0005485	XP_029055826.1	XP_033324403.1, XP_033324443.1
OG0005486	XP_029050936.1	XP_033341544.1
OG0005487	XP_029051073.1, XP_029051072.1	XP_033333526.1, XP_033340103.1
OG0005488	XP_029040542.1, XP_029040544.1	XP_033325940.1
OG0005489	XP_029039807.1	XP_033340623.1
OG0005490	XP_029052199.1, XP_029052197.1	XP_033332516.1
OG0005492	XP_029047729.1	XP_033320818.1
OG0005493	XP_029055193.1, XP_029055098.1, XP_029053796.1, XP_029053724.1, XP_029054837.1	XP_033329027.1
OG0005495	XP_029037984.1	XP_033341288.1
OG0005496	XP_029035991.1, XP_029035992.1	XP_033326604.1, XP_033326606.1, XP_033326605.1
OG0005499	XP_029032574.1	XP_033326834.1
OG0005503	XP_029055634.1	XP_033331949.1
OG0005504	XP_029034691.1	XP_033324580.1
OG0005505	XP_029050425.1	XP_033339350.1
OG0005506	XP_029052771.1	XP_033342744.1
OG0005507	XP_029048597.1	XP_033328658.1
OG0005508	XP_029038158.1	XP_033327932.1
OG0005511	XP_029033243.1	XP_033324997.1
OG0005512	XP_029053722.1	XP_033340868.1
OG0005513	XP_029038213.1	XP_033333032.1
OG0005515	XP_029041769.1	XP_033335457.1
OG0005516	XP_029048829.1	XP_033342599.1
OG0005517	XP_029046832.1	XP_033332658.1
OG0005518	XP_029040127.1	XP_033340805.1
OG0005519	XP_029037377.1	XP_033335067.1
OG0005521	XP_029047150.1	XP_033327390.1
OG0005523	XP_029034239.1	XP_033342034.1
OG0005524	XP_029034319.1	XP_033334149.1
OG0005526	XP_029050976.1	XP_033338877.1
OG0005527	XP_029043040.1	XP_033324551.1
OG0005529	XP_029041406.1	XP_033326895.1
OG0005530	XP_029043213.1	XP_033341852.1
OG0005531	XP_029052578.1	XP_033341622.1
OG0005532	XP_029038083.1	XP_033341234.1
OG0005533	XP_029034069.1	XP_033328527.1
OG0005534	XP_029046944.1	XP_033328512.1
OG0005535	XP_029049211.1	XP_033334056.1
OG0005536	XP_029051564.1	XP_033329962.1
OG0005537	XP_029034379.1	XP_033330615.1
OG0005538	XP_029050646.1	XP_033340237.1
OG0005539	XP_029046126.1	XP_033341697.1
OG0005541	XP_029048966.1	XP_033332506.1
OG0005542	XP_029037333.1	XP_033333753.1
OG0005543	XP_029039288.1	XP_033322760.1
OG0005544	XP_029045774.1	XP_033324665.1
OG0005545	XP_029042754.1	XP_033342853.1
OG0005546	XP_029038595.1	XP_033322040.1
OG0005547	XP_029040629.1	XP_033323128.1
OG0005548	XP_029037179.1	XP_033339166.1
OG0005549	XP_029038923.1	XP_033339257.1
OG0005550	XP_029051149.1	XP_033340657.1
OG0005552	XP_029054820.1	XP_033323663.1
OG0005553	XP_029034567.1	XP_033338047.1
OG0005554	XP_029050791.1	XP_033341279.1
OG0005555	XP_029033449.1	XP_033336924.1
OG0005556	XP_029046723.1	XP_033328093.1
OG0005557	XP_029033798.1	XP_033335110.1
OG0005558	XP_029041096.1	XP_033329607.1
OG0005559	XP_029038445.1	XP_033332810.1
OG0005560	XP_029047080.1	XP_033337717.1
OG0005562	XP_029055662.1	XP_033340393.1
OG0005565	XP_029037400.1	XP_033339222.1
OG0005566	XP_029037412.1	XP_033339275.1
OG0005567	XP_029053383.1	XP_033342333.1
OG0005568	XP_029036470.1	XP_033321309.1
OG0005569	XP_029034302.1	XP_033339432.1
OG0005570	XP_029034284.1	XP_033339433.1
OG0005572	XP_029034855.1	XP_033324774.1
OG0005573	XP_029034285.1	XP_033339434.1
OG0005574	XP_029050144.1	XP_033321308.1
OG0005575	XP_029047269.1	XP_033329535.1
OG0005576	XP_029054336.1	XP_033334657.1
OG0005577	XP_029037616.1	XP_033342482.1
OG0005579	XP_029041771.1	XP_033335455.1
OG0005581	XP_029048476.1	XP_033328562.1
OG0005582	XP_029046841.1	XP_033336742.1
OG0005583	XP_029049177.1	XP_033342789.1
OG0005584	XP_029039937.1	XP_033327758.1
OG0005585	XP_029037137.1	XP_033321964.1
OG0005586	XP_029040126.1	XP_033340807.1
OG0005587	XP_029040156.1	XP_033340806.1
OG0005588	XP_029040551.1	XP_033325956.1
OG0005589	XP_029045000.1	XP_033331506.1
OG0005590	XP_029033041.1	XP_033336962.1
OG0005591	XP_029037030.1	XP_033334366.1
OG0005592	XP_029039343.1, XP_029039345.1	XP_033335861.1
OG0005593	XP_029037417.1	XP_033341829.1
OG0005594	XP_029048858.1	XP_033343023.1
OG0005595	XP_029048973.1	XP_033342752.1
OG0005596	XP_029034825.1	XP_033324932.1
OG0005597	XP_029039164.1	XP_033336618.1
OG0005598	XP_029049270.1	XP_033325170.1
OG0005599	XP_029053660.1	XP_033332738.1
OG0005600	XP_029039082.1	XP_033336299.1
OG0005601	XP_029036493.1	XP_033331149.1
OG0005602	XP_029032251.1	XP_033329959.1
OG0005603	XP_029053500.1	XP_033340862.1
OG0005604	XP_029037699.1	XP_033339074.1
OG0005605	XP_029055590.1	XP_033340777.1
OG0005606	XP_029050388.1	XP_033321094.1
OG0005607	XP_029039596.1	XP_033330497.1
OG0005608	XP_029036766.1	XP_033330988.1
OG0005609	XP_029036110.1	XP_033332246.1
OG0005610	XP_029043830.1	XP_033337163.1
OG0005611	XP_029053560.1	XP_033322695.1
OG0005612	XP_029037783.1	XP_033323986.1
OG0005613	XP_029037291.1	XP_033343111.1
OG0005614	XP_029035041.1	XP_033324435.1
OG0005615	XP_029042045.1	XP_033321346.1
OG0005616	XP_029042516.1	XP_033328740.1
OG0005617	XP_029038979.1	XP_033323331.1
OG0005618	XP_029050531.1	XP_033325472.1
OG0005619	XP_029038495.1	XP_033323875.1
OG0005620	XP_029047639.1	XP_033342454.1
OG0005621	XP_029035830.1	XP_033327131.1
OG0005622	XP_029051505.1	XP_033329952.1
OG0005623	XP_029051618.1	XP_033329475.1
OG0005625	XP_029042605.1	XP_033339230.1
