Orthogroup	Osmia_bicornis	Dufourea_novaeangliae
OG0004575	XP_029055400.1	XP_015438183.1
OG0004576	XP_029041195.1	XP_015436600.1
OG0004577	XP_029041221.1, XP_029041222.1	XP_015436587.1
OG0004578	XP_029051842.1, XP_029051841.1	XP_015428688.1
OG0004579	XP_029032924.1	XP_015431559.1
OG0004580	XP_029032921.1	XP_015431504.1
OG0004581	XP_029032941.1	XP_015434659.1
OG0004582	XP_029038974.1	XP_015434657.1
OG0004583	XP_029045164.1, XP_029045163.1	XP_015432760.1
OG0004584	XP_029045175.1	XP_015432733.1
OG0004585	XP_029045151.1	XP_015432749.1
OG0004586	XP_029055577.1	XP_015429911.1
OG0004587	XP_029035250.1	XP_015429927.1
OG0004588	XP_029035224.1	XP_015436596.1
OG0004590	XP_029045264.1	XP_015432726.1
OG0004591	XP_029045220.1	XP_015432747.1
OG0004592	XP_029046579.1	XP_015428412.1
OG0004593	XP_029051344.1	XP_015435530.1
OG0004594	XP_029048425.1	XP_015428403.1
OG0004595	XP_029048365.1	XP_015440452.1
OG0004596	XP_029050192.1	XP_015437719.1
OG0004597	XP_029050157.1	XP_015437758.1
OG0004598	XP_029055514.1	XP_015439109.1
OG0004599	XP_029049509.1	XP_015432852.1
OG0004600	XP_029042541.1	XP_015432958.1
OG0004601	XP_029035745.1	XP_015430093.1
OG0004602	XP_029035760.1	XP_015430117.1
OG0004603	XP_029051610.1	XP_015431442.1
OG0004604	XP_029053332.1	XP_015428832.1
OG0004605	XP_029048011.1	XP_015438719.1
OG0004606	XP_029048122.1, XP_029048123.1	XP_015438168.1
OG0004607	XP_029040369.1	XP_015430110.1
OG0004608	XP_029035765.1	XP_015432931.1
OG0004609	XP_029034101.1	XP_015432813.1
OG0004610	XP_029033926.1	XP_015433082.1
OG0004611	XP_029033905.1	XP_015432854.1
OG0004612	XP_029051943.1	XP_015432858.1
OG0004613	XP_029040392.1	XP_015432805.1
OG0004614	XP_029040755.1	XP_015429133.1
OG0004615	XP_029040744.1	XP_015432883.1
OG0004616	XP_029035793.1	XP_015431011.1
OG0004617	XP_029037947.1	XP_015430062.1
OG0004618	XP_029035816.1	XP_015436845.1
OG0004619	XP_029039634.1, XP_029039267.1	XP_015430098.1
OG0004620	XP_029052791.1	XP_015438324.1
OG0004621	XP_029047669.1	XP_015438315.1
OG0004622	XP_029051002.1	XP_015439558.1
OG0004623	XP_029038259.1	XP_015437817.1
OG0004624	XP_029053510.1	XP_015434561.1
OG0004625	XP_029036297.1, XP_029036296.1	XP_015440515.1
OG0004626	XP_029039993.1	XP_015438557.1
OG0004627	XP_029050212.1	XP_015435840.1
OG0004628	XP_029039742.1	XP_015433774.1
OG0004629	XP_029041080.1	XP_015428768.1, XP_015428769.1
OG0004630	XP_029049899.1	XP_015429373.1
OG0004631	XP_029042782.1	XP_015439890.1
OG0004632	XP_029043387.1	XP_015431121.1
OG0004633	XP_029043381.1	XP_015431061.1
OG0004634	XP_029038283.1	XP_015437259.1
OG0004635	XP_029042816.1	XP_015439737.1
OG0004636	XP_029042817.1	XP_015439735.1
OG0004637	XP_029040223.1	XP_015432655.1
OG0004638	XP_029040462.1	XP_015438578.1, XP_015438577.1
OG0004639	XP_029039784.1	XP_015438743.1
OG0004640	XP_029032664.1	XP_015434508.1
OG0004641	XP_029048320.1	XP_015440278.1, XP_015440283.1
OG0004642	XP_029032210.1	XP_015434407.1
OG0004643	XP_029032413.1	XP_015434484.1
OG0004644	XP_029054023.1	XP_015428731.1
OG0004645	XP_029052426.1	XP_015438456.1
OG0004646	XP_029039751.1	XP_015436802.1
OG0004647	XP_029035840.1	XP_015428749.1
OG0004648	XP_029035849.1	XP_015428761.1
OG0004649	XP_029048464.1	XP_015439636.1
OG0004650	XP_029046235.1	XP_015435798.1
OG0004651	XP_029038114.1	XP_015435457.1
OG0004653	XP_029043817.1, XP_029043816.1	XP_015433282.1
OG0004655	XP_029055715.1	XP_015440098.1
OG0004656	XP_029041443.1	XP_015436323.1
OG0004657	XP_029041583.1	XP_015431728.1
OG0004658	XP_029043664.1, XP_029043671.1	XP_015429019.1
OG0004659	XP_029056659.1, XP_029056658.1	XP_015431647.1
OG0004660	XP_029036295.1	XP_015431593.1
OG0004661	XP_029034292.1	XP_015431823.1
OG0004662	XP_029052251.1	XP_015431836.1
OG0004663	XP_029056541.1	XP_015429078.1
OG0004664	XP_029040684.1	XP_015433406.1
OG0004665	XP_029046283.1	XP_015437097.1
OG0004666	XP_029032917.1	XP_015434290.1
OG0004667	XP_029040699.1	XP_015434279.1
OG0004668	XP_029040597.1	XP_015434240.1
OG0004669	XP_029052702.1	XP_015434221.1
OG0004670	XP_029031884.1	XP_015437876.1
OG0004671	XP_029037115.1	XP_015431505.1
OG0004672	XP_029037114.1	XP_015433650.1
OG0004673	XP_029032702.1	XP_015431657.1
OG0004674	XP_029034964.1	XP_015431659.1
OG0004675	XP_029038060.1	XP_015432827.1
OG0004676	XP_029034504.1, XP_029034502.1	XP_015436018.1
OG0004677	XP_029046218.1	XP_015430643.1
OG0004679	XP_029032213.1, XP_029032221.1	XP_015430796.1
OG0004680	XP_029033915.1	XP_015436835.1
OG0004681	XP_029047371.1	XP_015430864.1
OG0004682	XP_029044361.1	XP_015437868.1
OG0004683	XP_029035867.1	XP_015430789.1
OG0004684	XP_029033977.1	XP_015432967.1
OG0004685	XP_029046450.1	XP_015439955.1
OG0004686	XP_029042277.1	XP_015434601.1
OG0004687	XP_029048251.1	XP_015440070.1
OG0004688	XP_029036560.1	XP_015439647.1
OG0004689	XP_029038871.1	XP_015435754.1
OG0004690	XP_029052518.1	XP_015433270.1
OG0004691	XP_029036527.1	XP_015440130.1
OG0004692	XP_029045221.1	XP_015428448.1
OG0004693	XP_029055820.1	XP_015440122.1
OG0004694	XP_029043144.1, XP_029043243.1	XP_015437144.1
OG0004695	XP_029051074.1	XP_015431941.1
OG0004696	XP_029051525.1	XP_015436759.1
OG0004697	XP_029048096.1	XP_015432003.1
OG0004698	XP_029044682.1	XP_015433559.1
OG0004699	XP_029043143.1	XP_015434235.1
OG0004700	XP_029055460.1	XP_015438804.1
OG0004701	XP_029050436.1	XP_015436766.1
OG0004702	XP_029050743.1	XP_015438256.1
OG0004703	XP_029055330.1	XP_015429976.1
OG0004704	XP_029045069.1	XP_015434550.1
OG0004705	XP_029053101.1	XP_015429424.1
OG0004706	XP_029055639.1, XP_029055640.1	XP_015429999.1
OG0004707	XP_029038199.1	XP_015429594.1
OG0004708	XP_029032985.1	XP_015437613.1
OG0004709	XP_029038221.1, XP_029038222.1	XP_015435114.1
OG0004710	XP_029039209.1	XP_015436035.1
OG0004711	XP_029047156.1	XP_015437456.1
OG0004712	XP_029046822.1	XP_015430480.1
OG0004713	XP_029046405.1	XP_015429640.1
OG0004714	XP_029044239.1	XP_015430398.1
OG0004715	XP_029053178.1	XP_015435135.1
OG0004716	XP_029052332.1	XP_015430968.1
OG0004717	XP_029046349.1	XP_015435081.1
OG0004718	XP_029037786.1	XP_015433748.1
OG0004719	XP_029051259.1	XP_015437520.1, XP_015437519.1
OG0004720	XP_029047148.1	XP_015430891.1
OG0004721	XP_029038696.1	XP_015436156.1
OG0004722	XP_029038729.1	XP_015436105.1
OG0004723	XP_029041491.1	XP_015433756.1
OG0004724	XP_029037132.1	XP_015439493.1
OG0004725	XP_029038575.1	XP_015431191.1
OG0004726	XP_029052623.1	XP_015435275.1
OG0004727	XP_029047992.1	XP_015436122.1
OG0004728	XP_029051707.1	XP_015435458.1
OG0004729	XP_029037901.1	XP_015439480.1
OG0004730	XP_029041477.1	XP_015436277.1
OG0004731	XP_029034486.1	XP_015431290.1
OG0004732	XP_029033697.1, XP_029033503.1	XP_015438424.1
OG0004733	XP_029039594.1	XP_015437668.1
OG0004734	XP_029039683.1	XP_015428919.1
OG0004735	XP_029047699.1	XP_015431266.1
OG0004736	XP_029040728.1	XP_015429752.1
OG0004737	XP_029039604.1	XP_015438601.1
OG0004738	XP_029045550.1	XP_015438513.1
OG0004740	XP_029041211.1	XP_015436584.1, XP_015436586.1
OG0004741	XP_029039915.1	XP_015431332.1, XP_015431331.1
OG0004742	XP_029047512.1	XP_015438363.1
OG0004743	XP_029044175.1	XP_015437376.1
OG0004744	XP_029035380.1	XP_015435546.1
OG0004745	XP_029042635.1	XP_015435581.1
OG0004746	XP_029049663.1	XP_015437343.1
OG0004747	XP_029049671.1	XP_015437369.1
OG0004749	XP_029038351.1	XP_015435514.1
OG0004750	XP_029044911.1	XP_015436512.1
OG0004751	XP_029044895.1, XP_029044894.1	XP_015436601.1
OG0004753	XP_029049420.1	XP_015432135.1
OG0004754	XP_029040300.1	XP_015432203.1
OG0004755	XP_029056147.1, XP_029056193.1	XP_015438617.1
OG0004756	XP_029056256.1, XP_029056297.1	XP_015438629.1
OG0004757	XP_029034853.1	XP_015430176.1
OG0004758	XP_029040344.1, XP_029040345.1	XP_015432730.1
OG0004759	XP_029049323.1	XP_015436809.1
OG0004760	XP_029032236.1, XP_029032234.1	XP_015437172.1
OG0004761	XP_029044972.1	XP_015438027.1
OG0004762	XP_029049269.1	XP_015428570.1
OG0004763	XP_029044496.1	XP_015428510.1
OG0004764	XP_029036113.1	XP_015432383.1
OG0004765	XP_029052386.1, XP_029050115.1	XP_015432362.1
OG0004766	XP_029052393.1	XP_015432311.1
OG0004767	XP_029037906.1	XP_015429319.1
OG0004768	XP_029046869.1	XP_015438924.1
OG0004769	XP_029050653.1	XP_015439089.1
OG0004770	XP_029039414.1	XP_015438951.1
OG0004771	XP_029041930.1	XP_015434104.1
OG0004772	XP_029041795.1	XP_015434055.1
OG0004773	XP_029037566.1	XP_015434154.1
OG0004774	XP_029043304.1, XP_029043305.1	XP_015434027.1
OG0004775	XP_029039141.1	XP_015438978.1
OG0004776	XP_029037904.1, XP_029037905.1	XP_015429730.1
OG0004777	XP_029047721.1	XP_015435595.1
OG0004778	XP_029040896.1	XP_015437952.1
OG0004779	XP_029036702.1	XP_015433104.1
OG0004780	XP_029052777.1	XP_015433223.1
OG0004781	XP_029036714.1	XP_015439307.1
OG0004782	XP_029036722.1	XP_015439435.1
OG0004783	XP_029036803.1	XP_015439436.1
OG0004784	XP_029034685.1	XP_015433167.1, XP_015433168.1
OG0004785	XP_029056378.1, XP_029056377.1	XP_015434821.1
OG0004786	XP_029050950.1	XP_015430383.1
OG0004788	XP_029043046.1	XP_015434701.1
OG0004789	XP_029043278.1	XP_015437549.1
OG0004790	XP_029035296.1	XP_015438173.1
OG0004791	XP_029051595.1	XP_015434455.1
OG0004792	XP_029051602.1	XP_015434487.1
OG0004793	XP_029050262.1, XP_029050263.1	XP_015435262.1
OG0004794	XP_029037493.1	XP_015438949.1
OG0004795	XP_029054031.1	XP_015429966.1
OG0004796	XP_029040675.1	XP_015436012.1
OG0004797	XP_029047454.1	XP_015429825.1
OG0004798	XP_029046044.1	XP_015436268.1
OG0004799	XP_029055591.1	XP_015429943.1
OG0004800	XP_029052345.1	XP_015436496.1
OG0004801	XP_029042518.1	XP_015433010.1
OG0004802	XP_029037307.1	XP_015428556.1
OG0004803	XP_029046172.1	XP_015431558.1, XP_015436456.1
OG0004804	XP_029056560.1	XP_015431616.1
OG0004805	XP_029036208.1	XP_015431494.1
OG0004806	XP_029034386.1, XP_029034385.1	XP_015432489.1
OG0004807	XP_029054832.1	XP_015432509.1, XP_015438134.1
OG0004808	XP_029041526.1	XP_015433055.1
OG0004809	XP_029043228.1	XP_015435022.1
OG0004810	XP_029034211.1	XP_015433989.1
OG0004811	XP_029034273.1	XP_015429467.1
OG0004813	XP_029043236.1, XP_029043238.1	XP_015437273.1
OG0004814	XP_029056618.1	XP_015434966.1
OG0004815	XP_029055970.1	XP_015429014.1
OG0004816	XP_029037794.1	XP_015428985.1
OG0004817	XP_029037797.1	XP_015428987.1
OG0004818	XP_029034288.1	XP_015429747.1
OG0004819	XP_029034295.1	XP_015434958.1
OG0004820	XP_029043609.1	XP_015435057.1
OG0004821	XP_029043612.1	XP_015434964.1
OG0004822	XP_029053817.1	XP_015430145.1
OG0004823	XP_029056652.1, XP_029056651.1, XP_029056653.1	XP_015429132.1
OG0004824	XP_029047602.1	XP_015435828.1
OG0004825	XP_029033749.1	XP_015434294.1
OG0004826	XP_029037940.1	XP_015429277.1
OG0004827	XP_029037252.1	XP_015431545.1
OG0004828	XP_029039619.1	XP_015438487.1
OG0004829	XP_029053216.1	XP_015431541.1
OG0004830	XP_029032893.1	XP_015435780.1
OG0004831	XP_029040663.1	XP_015439282.1
OG0004832	XP_029037117.1	XP_015431462.1
OG0004833	XP_029032000.1	XP_015435075.1, XP_015435074.1
OG0004834	XP_029049880.1	XP_015429341.1
OG0004835	XP_029049886.1	XP_015429334.1
OG0004836	XP_029049866.1	XP_015429351.1
OG0004837	XP_029032916.1	XP_015432578.1
OG0004838	XP_029040678.1	XP_015434326.1
OG0004839	XP_029049556.1	XP_015434270.1
OG0004840	XP_029040585.1, XP_029040584.1	XP_015438040.1, XP_015428764.1
OG0004841	XP_029050215.1	XP_015433657.1
OG0004842	XP_029037023.1	XP_015434155.1
OG0004843	XP_029052707.1	XP_015434275.1
OG0004844	XP_029034471.1	XP_015431627.1
OG0004845	XP_029045591.1	XP_015430833.1
OG0004846	XP_029032158.1	XP_015430620.1
OG0004847	XP_029039341.1	XP_015438309.1
OG0004849	XP_029035520.1	XP_015439217.1
OG0004850	XP_029045980.1	XP_015438091.1
OG0004852	XP_029042907.1	XP_015430743.1
OG0004853	XP_029042888.1	XP_015436912.1
OG0004854	XP_029053275.1	XP_015434400.1
OG0004855	XP_029035883.1	XP_015430745.1
OG0004856	XP_029033767.1	XP_015436915.1
OG0004857	XP_029033678.1	XP_015431695.1
OG0004858	XP_029042939.1, XP_029042942.1	XP_015430627.1
OG0004859	XP_029053312.1	XP_015430742.1
OG0004860	XP_029035575.1	XP_015434356.1
OG0004861	XP_029046684.1, XP_029046681.1	XP_015431668.1
OG0004862	XP_029038019.1	XP_015429195.1
OG0004863	XP_029036485.1	XP_015440214.1
OG0004864	XP_029036539.1	XP_015440275.1
OG0004865	XP_029048742.1	XP_015439697.1
OG0004866	XP_029042315.1	XP_015432702.1
OG0004867	XP_029036645.1	XP_015439804.1
OG0004868	XP_029042132.1, XP_029042128.1	XP_015433291.1
OG0004869	XP_029042127.1	XP_015433356.1
OG0004870	XP_029043823.1	XP_015433370.1
OG0004871	XP_029045223.1, XP_029045222.1	XP_015428452.1
OG0004872	XP_029043813.1	XP_015439738.1
OG0004873	XP_029045505.1	XP_015439743.1
OG0004874	XP_029050879.1, XP_029050877.1	XP_015435470.1
OG0004875	XP_029052014.1	XP_015435653.1
OG0004876	XP_029045469.1	XP_015439909.1
OG0004877	XP_029036459.1	XP_015439778.1
OG0004878	XP_029045731.1	XP_015439711.1
OG0004879	XP_029053144.1	XP_015439726.1
OG0004880	XP_029055834.1	XP_015440244.1
OG0004881	XP_029036515.1, XP_029036514.1	XP_015439775.1
OG0004882	XP_029036491.1	XP_015439653.1
OG0004883	XP_029048204.1	XP_015440097.1
OG0004884	XP_029048662.1	XP_015440063.1
OG0004885	XP_029055783.1	XP_015439650.1
OG0004887	XP_029036588.1	XP_015433374.1
OG0004888	XP_029036572.1, XP_029036573.1	XP_015439649.1
OG0004889	XP_029043847.1	XP_015439793.1
OG0004890	XP_029036593.1	XP_015439667.1
OG0004891	XP_029053341.1	XP_015429683.1
OG0004892	XP_029049618.1, XP_029051961.1	XP_015431164.1
OG0004893	XP_029043159.1	XP_015433987.1
OG0004894	XP_029045438.1, XP_029045387.1	XP_015437218.1
OG0004895	XP_029055520.1	XP_015438795.1
OG0004896	XP_029043140.1	XP_015437001.1
OG0004897	XP_029043834.1, XP_029043860.1	XP_015432027.1
OG0004898	XP_029048135.1	XP_015438746.1
OG0004899	XP_029052500.1, XP_029050166.1	XP_015432032.1
OG0004900	XP_029050239.1	XP_015432543.1
OG0004901	XP_029055672.1, XP_029056547.1	XP_015440355.1
OG0004902	XP_029040169.1	XP_015431007.1
OG0004903	XP_029043301.1	XP_015431990.1
OG0004904	XP_029038040.1	XP_015430412.1
OG0004905	XP_029042390.1	XP_015429709.1
OG0004906	XP_029032494.1	XP_015437564.1
OG0004907	XP_029038695.1	XP_015438270.1
OG0004908	XP_029056319.1, XP_029056334.1	XP_015440352.1
OG0004910	XP_029053835.1, XP_029053346.1	XP_015436786.1
OG0004911	XP_029040692.1	XP_015430373.1
OG0004912	XP_029055554.1	XP_015436705.1
OG0004913	XP_029056382.1, XP_029056275.1	XP_015436727.1
OG0004914	XP_029052473.1	XP_015429835.1
OG0004915	XP_029043527.1, XP_029044243.1	XP_015431082.1
OG0004916	XP_029053233.1, XP_029053288.1	XP_015431964.1
OG0004917	XP_029049399.1	XP_015440297.1
OG0004918	XP_029035076.1	XP_015435661.1
OG0004919	XP_029047331.1	XP_015434469.1
OG0004920	XP_029035142.1	XP_015434735.1
OG0004921	XP_029038176.1	XP_015435080.1
OG0004922	XP_029039930.1, XP_029039939.1	XP_015434412.1
OG0004923	XP_029055319.1	XP_015429947.1
OG0004924	XP_029035119.1	XP_015435679.1
OG0004925	XP_029040975.1	XP_015434425.1
OG0004926	XP_029038268.1	XP_015434387.1
OG0004929	XP_029046902.1	XP_015434549.1
OG0004930	XP_029047248.1	XP_015434460.1
OG0004931	XP_029047098.1	XP_015430426.1, XP_015428861.1
OG0004932	XP_029051831.1	XP_015428690.1
OG0004933	XP_029040391.1	XP_015430086.1
OG0004934	XP_029040968.1	XP_015435953.1
OG0004935	XP_029033285.1	XP_015437261.1
OG0004936	XP_029052109.1	XP_015438335.1
OG0004937	XP_029034937.1	XP_015433492.1
OG0004938	XP_029034977.1	XP_015433525.1
OG0004939	XP_029045299.1	XP_015429183.1
OG0004941	XP_029043754.1	XP_015429191.1
OG0004942	XP_029050762.1	XP_015437462.1
OG0004943	XP_029051234.1	XP_015437491.1
OG0004944	XP_029047023.1	XP_015429505.1
OG0004945	XP_029051047.1	XP_015438049.1
OG0004946	XP_029038502.1	XP_015433743.1
OG0004947	XP_029038475.1	XP_015440409.1
OG0004948	XP_029053195.1	XP_015430266.1
OG0004949	XP_029046309.1	XP_015435112.1
OG0004950	XP_029053190.1	XP_015429454.1
OG0004951	XP_029039216.1	XP_015431022.1
OG0004952	XP_029043709.1	XP_015429588.1
OG0004953	XP_029047025.1	XP_015429517.1
OG0004954	XP_029044217.1	XP_015430546.1
OG0004955	XP_029039201.1	XP_015435309.1
OG0004956	XP_029052967.1	XP_015437461.1
OG0004957	XP_029046351.1	XP_015435104.1
OG0004958	XP_029053147.1	XP_015429625.1
OG0004959	XP_029050307.1	XP_015428820.1
OG0004960	XP_029044258.1	XP_015430575.1
OG0004961	XP_029051776.1	XP_015435145.1
OG0004962	XP_029044278.1	XP_015430532.1
OG0004963	XP_029046798.1, XP_029046799.1	XP_015433848.1
OG0004964	XP_029046763.1	XP_015433277.1
OG0004965	XP_029051062.1	XP_015429278.1
OG0004966	XP_029037795.1, XP_029037807.1	XP_015439492.1
OG0004967	XP_029044780.1	XP_015436037.1
OG0004968	XP_029044821.1	XP_015436379.1
OG0004969	XP_029033375.1, XP_029033372.1	XP_015429391.1
OG0004970	XP_029033376.1	XP_015429404.1
OG0004971	XP_029047929.1	XP_015431103.1
OG0004972	XP_029047771.1, XP_029047770.1, XP_029047769.1	XP_015436097.1
OG0004974	XP_029051563.1	XP_015433716.1, XP_015430946.1
OG0004975	XP_029037144.1	XP_015439523.1
OG0004976	XP_029041498.1	XP_015436234.1
OG0004977	XP_029047916.1	XP_015436240.1, XP_015436242.1
OG0004978	XP_029038911.1	XP_015439544.1
OG0004979	XP_029044826.1	XP_015436338.1
OG0004980	XP_029050160.1	XP_015434225.1
OG0004981	XP_029050947.1	XP_015432851.1
OG0004982	XP_029050582.1	XP_015431055.1
OG0004983	XP_029042798.1	XP_015440111.1
OG0004984	XP_029041493.1	XP_015436233.1
OG0004985	XP_029056498.1	XP_015430105.1
OG0004986	XP_029047805.1	XP_015436414.1
OG0004987	XP_029054107.1, XP_029054192.1	XP_015431179.1
OG0004988	XP_029037508.1	XP_015431137.1
OG0004989	XP_029044558.1, XP_029044556.1	XP_015431354.1
OG0004990	XP_029050541.1	XP_015438523.1
OG0004991	XP_029051077.1	XP_015438887.1
OG0004992	XP_029040442.1, XP_029040441.1	XP_015431251.1
OG0004993	XP_029050542.1	XP_015428898.1
OG0004994	XP_029045555.1	XP_015438452.1
OG0004995	XP_029039686.1	XP_015438595.1
OG0004996	XP_029040439.1	XP_015431304.1
OG0004997	XP_029052422.1	XP_015438376.1
OG0004998	XP_029039735.1, XP_029039736.1	XP_015431405.1
OG0004999	XP_029053557.1	XP_015431383.1
OG0005000	XP_029039867.1	XP_015431263.1
OG0005001	XP_029046114.1	XP_015435904.1
OG0005003	XP_029045558.1	XP_015438341.1
OG0005005	XP_029033695.1, XP_029033692.1	XP_015439569.1
OG0005006	XP_029051123.1	XP_015430593.1
OG0005007	XP_029048989.1	XP_015438397.1
OG0005008	XP_029045577.1	XP_015438582.1
OG0005009	XP_029041531.1, XP_029041811.1	XP_015437142.1
OG0005010	XP_029054102.1, XP_029049799.1	XP_015438884.1
OG0005011	XP_029054205.1	XP_015428716.1
OG0005012	XP_029054030.1, XP_029054029.1, XP_029054028.1	XP_015429805.1
OG0005013	XP_029035484.1	XP_015437033.1
OG0005014	XP_029038563.1	XP_015436829.1
OG0005015	XP_029042222.1	XP_015428752.1
OG0005016	XP_029050193.1	XP_015437801.1
OG0005017	XP_029042311.1	XP_015437910.1, XP_015437909.1
OG0005018	XP_029032402.1	XP_015437027.1
OG0005019	XP_029032180.1	XP_015437389.1
OG0005020	XP_029048870.1	XP_015440427.1
OG0005021	XP_029035421.1	XP_015435553.1
OG0005022	XP_029052861.1	XP_015435479.1
OG0005023	XP_029054210.1	XP_015428680.1
OG0005024	XP_029053746.1	XP_015433803.1
OG0005025	XP_029050129.1	XP_015428771.1
OG0005026	XP_029041163.1	XP_015440294.1
OG0005027	XP_029037459.1	XP_015437780.1
OG0005028	XP_029048850.1	XP_015437417.1
OG0005029	XP_029037467.1	XP_015435538.1
OG0005030	XP_029040956.1	XP_015428730.1
OG0005031	XP_029040222.1	XP_015432105.1
OG0005032	XP_029056353.1	XP_015430127.1
OG0005033	XP_029050032.1	XP_015431903.1
OG0005034	XP_029056114.1, XP_029056112.1	XP_015432098.1
OG0005035	XP_029056095.1, XP_029056099.1	XP_015432124.1
OG0005036	XP_029056316.1	XP_015432243.1
OG0005037	XP_029048865.1	XP_015428431.1
OG0005038	XP_029040347.1	XP_015438707.1
OG0005040	XP_029049259.1	XP_015434595.1
OG0005041	XP_029052985.1	XP_015432151.1
OG0005042	XP_029052353.1	XP_015432370.1
OG0005043	XP_029053482.1	XP_015436656.1
OG0005044	XP_029044953.1, XP_029044954.1	XP_015432348.1
OG0005045	XP_029049208.1, XP_029049209.1	XP_015433602.1
OG0005046	XP_029049204.1	XP_015433619.1
OG0005047	XP_029045336.1	XP_015436474.1
OG0005048	XP_029048781.1	XP_015432809.1
OG0005049	XP_029045431.1	XP_015430219.1
OG0005050	XP_029050626.1	XP_015434188.1
OG0005051	XP_029041858.1	XP_015434117.1
OG0005052	XP_029041869.1, XP_029041871.1	XP_015434096.1
OG0005053	XP_029039146.1	XP_015438977.1
OG0005054	XP_029039072.1	XP_015439202.1
OG0005055	XP_029043343.1, XP_029043344.1	XP_015439092.1
OG0005056	XP_029032757.1	XP_015437420.1
OG0005057	XP_029045406.1	XP_015439223.1
OG0005058	XP_029045871.1	XP_015435623.1
OG0005059	XP_029053301.1	XP_015430091.1
OG0005060	XP_029044385.1	XP_015435601.1
OG0005061	XP_029036825.1	XP_015434794.1
OG0005062	XP_029041052.1	XP_015428673.1
OG0005063	XP_029039515.1	XP_015439372.1
OG0005064	XP_029039524.1	XP_015439337.1
OG0005065	XP_029036734.1	XP_015439402.1
OG0005066	XP_029045986.1	XP_015434785.1
OG0005067	XP_029056470.1	XP_015435600.1
OG0005068	XP_029045970.1, XP_029045971.1	XP_015439345.1
OG0005069	XP_029036746.1	XP_015435762.1
OG0005070	XP_029045887.1	XP_015434893.1
OG0005071	XP_029034796.1	XP_015437936.1
OG0005072	XP_029034753.1	XP_015437999.1
OG0005073	XP_029045913.1	XP_015432500.1
OG0005074	XP_029035352.1, XP_029035342.1, XP_029035333.1	XP_015428710.1
OG0005075	XP_029056443.1	XP_015435614.1
OG0005076	XP_029040911.1, XP_029040913.1	XP_015437941.1
