Orthogroup	Habropoda_laboriosa	Drosophila_melanogaster
OG0004287	XP_017787844.1	NP_001188682.1, NP_570087.1
OG0004288	XP_017797904.1	NP_572478.1
OG0004289	XP_017792813.1, XP_017792814.1	NP_650780.1
OG0004290	XP_017798522.1	NP_001261742.1
OG0004291	XP_017796797.1	NP_650301.1
OG0004292	XP_017789409.1	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	XP_017798888.1	NP_730662.2
OG0004294	XP_017794769.1	NP_001262039.1
OG0004295	XP_017797527.1	NP_001287206.1
OG0004296	XP_017789024.1	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	XP_017790964.1	NP_524938.1
OG0004298	XP_017795485.1	NP_524779.1
OG0004299	XP_017794256.1	NP_001137795.2
OG0004300	XP_017795264.1	NP_001287572.1
OG0004301	XP_017795001.1	NP_001285193.1
OG0004302	XP_017791049.1	NP_648377.1
OG0004303	XP_017798214.1	NP_001260495.1
OG0004304	XP_017789649.1	NP_001260293.1
OG0004305	XP_017799018.1	NP_001259881.1
OG0004306	XP_017798810.1	NP_001262472.1
OG0004307	XP_017798371.1	NP_001188689.2
OG0004308	XP_017798391.1	NP_524051.1
OG0004309	XP_017792563.1	NP_001245541.1
OG0004310	XP_017797442.1	NP_001137770.1
OG0004311	XP_017792975.1	NP_001246045.1
OG0004312	XP_017798880.1	NP_001261435.1
OG0004313	XP_017797673.1	NP_001285137.1
OG0004314	XP_017789277.1	NP_001285543.1
OG0004315	XP_017795094.1	NP_647792.1
OG0004316	XP_017794634.1, XP_017794635.1, XP_017794637.1	NP_001263104.1
OG0004317	XP_017796035.1	NP_001286731.1
OG0004318	XP_017789416.1, XP_017789415.1	NP_001286506.1
OG0004320	XP_017791544.1	NP_731523.1
OG0004321	XP_017790499.1	NP_611092.2
OG0004322	XP_017791783.1	NP_001163347.1
OG0004323	XP_017793330.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	XP_017790074.1	NP_001286410.1
OG0004325	XP_017789752.1	NP_524275.1
OG0004326	XP_017790791.1	NP_610463.2
OG0004327	XP_017792144.1	NP_524452.4
OG0004328	XP_017795130.1	NP_724834.1
OG0004329	XP_017792112.1	NP_001259822.1
OG0004330	XP_017794044.1	NP_649676.1
OG0004331	XP_017790125.1	NP_647991.1
OG0004332	XP_017790451.1	NP_650987.1
OG0004333	XP_017793426.1	NP_524260.1, NP_477414.1
OG0004334	XP_017794450.1	NP_001163571.1, NP_649912.1
OG0004335	XP_017790967.1	NP_610220.1
OG0004336	XP_017796012.1	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1
OG0004337	XP_017798562.1	NP_001261269.1
OG0004338	XP_017790368.1	NP_609845.1
OG0004339	XP_017789633.1	NP_649908.1
OG0004340	XP_017789388.1	NP_001286348.1
OG0004341	XP_017788904.1	NP_609351.1
OG0004342	XP_017795180.1	NP_001097058.1
OG0004343	XP_017789858.1	NP_001097094.1
OG0004344	XP_017795309.1	NP_001259272.1
OG0004345	XP_017791125.1	NP_649252.1
OG0004346	XP_017791092.1	NP_609805.1
OG0004347	XP_017789870.1	NP_524207.1
OG0004348	XP_017792784.1	NP_001163845.1, NP_001015476.1
OG0004349	XP_017797523.1	NP_611559.1
OG0004350	XP_017790181.1	NP_001285449.1
OG0004351	XP_017788289.1	NP_525119.1
OG0004352	XP_017790045.1	NP_649028.3
OG0004353	XP_017791559.1	NP_001285310.1
OG0004354	XP_017793722.1	NP_001287035.1
OG0004355	XP_017788526.1	NP_536744.2
OG0004356	XP_017788519.1	NP_611425.1
OG0004357	XP_017790963.1	NP_572562.1
OG0004358	XP_017795566.1	NP_001286503.1
OG0004359	XP_017796316.1	NP_001189211.1
OG0004360	XP_017792156.1	NP_650056.1
OG0004361	XP_017797323.1	NP_650673.1
OG0004362	XP_017787760.1, XP_017799083.1	NP_001262304.1
OG0004363	XP_017793462.1	NP_001261322.1
OG0004365	XP_017798609.1	NP_648494.2
OG0004366	XP_017788429.1, XP_017788430.1	NP_523476.1
OG0004367	XP_017789751.1	NP_732020.2
OG0004368	XP_017792217.1	NP_524318.1
OG0004369	XP_017798291.1	NP_523582.4
OG0004370	XP_017790452.1	NP_001138143.2
OG0004371	XP_017787725.1	NP_648188.2
OG0004372	XP_017796505.1	NP_001262726.1
OG0004373	XP_017789925.1	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_017798035.1	NP_001303568.1
OG0004375	XP_017798103.1	NP_608830.3
OG0004376	XP_017788126.1	NP_647775.1
OG0004377	XP_017789406.1	NP_001138105.1
OG0004378	XP_017798897.1	NP_001137873.1
OG0004379	XP_017796739.1	NP_001285662.1
OG0004381	XP_017797543.1	NP_001260780.1
OG0004382	XP_017795584.1	NP_996490.1
OG0004383	XP_017797959.1	NP_610545.1
OG0004384	XP_017796043.1	NP_609443.1
OG0004385	XP_017792914.1	NP_788616.1, NP_001189205.1
OG0004386	XP_017797966.1	NP_611691.1
OG0004387	XP_017788512.1	NP_001285889.1
OG0004388	XP_017799240.1	NP_723505.2
OG0004389	XP_017790715.1	NP_523561.1
OG0004390	XP_017796233.1	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1
OG0004391	XP_017787832.1	NP_001260317.1
OG0004392	XP_017788226.1	NP_001287439.1
OG0004393	XP_017790264.1	NP_610677.1
OG0004394	XP_017797319.1	NP_650976.1
OG0004395	XP_017789084.1	NP_651456.1
OG0004396	XP_017790032.1	NP_610554.1
OG0004397	XP_017798638.1	NP_726779.1
OG0004398	XP_017796927.1	NP_476730.1, NP_476834.1
OG0004399	XP_017799513.1	NP_001246624.1
OG0004400	XP_017790461.1	NP_729935.1
OG0004401	XP_017799263.1	NP_649256.1
OG0004402	XP_017798870.1	NP_524923.1
OG0004403	XP_017796792.1	NP_651498.1
OG0004404	XP_017789007.1	NP_524030.2
OG0004405	XP_017791678.1	NP_649570.1
OG0004406	XP_017790903.1	NP_733063.1
OG0004407	XP_017791332.1	NP_001162940.3, NP_995925.2
OG0004408	XP_017789011.1	NP_001287062.1
OG0004409	XP_017789568.1, XP_017789567.1	NP_524182.3
OG0004410	XP_017787756.1	NP_651927.1
OG0004411	XP_017791204.1	NP_001163296.1
OG0004412	XP_017793327.1	NP_609399.1
OG0004413	XP_017788113.1	NP_001137696.1
OG0004414	XP_017793914.1	NP_001261930.1
OG0004415	XP_017791618.1	NP_001036718.1, NP_650551.1
OG0004416	XP_017789168.1	NP_001261410.1
OG0004417	XP_017799171.1, XP_017799172.1	NP_001260142.1
OG0004418	XP_017791953.1	NP_610327.1, NP_724615.1
OG0004419	XP_017797574.1	NP_001097352.1
OG0004420	XP_017798193.1	NP_477283.1
OG0004421	XP_017798514.1	NP_650270.1
OG0004422	XP_017794133.1	NP_651243.1
OG0004423	XP_017795985.1	NP_001285908.1
OG0004424	XP_017796346.1	NP_001262473.1
OG0004425	XP_017797659.1	NP_608827.1
OG0004426	XP_017790651.1	NP_609783.1
OG0004427	XP_017789401.1	NP_001285801.1, NP_609721.1
OG0004428	XP_017789916.1	NP_648239.1
OG0004429	XP_017797646.1	NP_001259068.1
OG0004430	XP_017799424.1	NP_001259372.1
OG0004431	XP_017796708.1	NP_996303.1
OG0004432	XP_017788556.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_017792165.1	NP_001287204.1, NP_524846.1
OG0004434	XP_017796649.1	NP_001285891.1
OG0004436	XP_017789487.1	NP_001259475.1
OG0004437	XP_017798008.1	NP_001287385.1
OG0004438	XP_017797774.1	NP_650751.3
OG0004439	XP_017789651.1	NP_995932.1
OG0004440	XP_017797743.1	NP_611228.1
OG0004441	XP_017797339.1	NP_523951.1
OG0004442	XP_017797269.1	NP_650942.1
OG0004443	XP_017796370.1	NP_611162.2
OG0004444	XP_017798947.1	NP_001260777.1
OG0004445	XP_017788078.1	NP_650123.1
OG0004446	XP_017793463.1, XP_017796221.1, XP_017791628.1	NP_001260104.1, NP_573142.1
OG0004447	XP_017788695.1	NP_001284739.1
OG0004448	XP_017798462.1	NP_608704.2, NP_001259956.1
OG0004449	XP_017792703.1	NP_788342.1
OG0004450	XP_017792811.1	NP_001285397.1
OG0004451	XP_017792411.1	NP_728642.2
OG0004452	XP_017792795.1	NP_732176.1
OG0004453	XP_017794451.1	NP_610921.1
OG0004454	XP_017790611.1	NP_524151.2
OG0004455	XP_017790682.1	NP_001287493.1
OG0004457	XP_017795468.1	NP_573232.1
OG0004458	XP_017797495.1	NP_608825.2
OG0004459	XP_017796903.1	NP_001162710.2
OG0004460	XP_017791981.1	NP_477121.1
OG0004461	XP_017789840.1	NP_608740.2
OG0004462	XP_017795037.1	NP_651528.2
OG0004463	XP_017799357.1	NP_001027435.2
OG0004464	XP_017794238.1	NP_001097493.1
OG0004465	XP_017799224.1	NP_649466.1
OG0004466	XP_017794611.1	NP_608999.2
OG0004467	XP_017788133.1	NP_608883.1
OG0004469	XP_017789289.1	NP_572952.1
OG0004470	XP_017790112.1	NP_001259370.1
OG0004471	XP_017793629.1	NP_477202.2
OG0004472	XP_017796952.1	NP_001137613.1
OG0004473	XP_017790966.1	NP_524462.2
OG0004475	XP_017790521.1	NP_001262708.1
OG0004478	XP_017797337.1	NP_524183.2
OG0004479	XP_017789442.1	NP_610333.1
OG0004480	XP_017796977.1	NP_651582.1
OG0004481	XP_017795310.1	NP_001259161.1
OG0004482	XP_017796038.1	NP_733068.2, NP_001261049.1
OG0004483	XP_017793085.1	NP_651314.1
OG0004484	XP_017788562.1	NP_608777.1
OG0004485	XP_017789206.1	NP_001247347.1
OG0004486	XP_017799185.1	NP_608781.2
OG0004487	XP_017797415.1	NP_726358.2
OG0004489	XP_017794956.1	NP_651251.3
OG0004490	XP_017787918.1	NP_648780.1
OG0004491	XP_017796168.1	NP_650248.1
OG0004492	XP_017791009.1	NP_611300.2
OG0004493	XP_017792730.1	NP_651664.2
OG0004494	XP_017795440.1	NP_476901.1
OG0004495	XP_017794404.1	NP_724769.2
OG0004496	XP_017792520.1	NP_651349.1
OG0004498	XP_017793868.1, XP_017793917.1	NP_001246734.1
OG0004499	XP_017789570.1	NP_733352.3
OG0004500	XP_017796654.1	NP_651635.2
OG0004501	XP_017788758.1	NP_523615.2, NP_001260679.1
OG0004502	XP_017793654.1	NP_001247091.1
OG0004503	XP_017792129.1	NP_001027230.1
OG0004504	XP_017792982.1	NP_001286484.1
OG0004505	XP_017789305.1	NP_608388.2
OG0004506	XP_017788573.1	NP_001286174.1
OG0004507	XP_017799115.1	NP_001263099.1, NP_001303460.1
OG0004508	XP_017795588.1	NP_569873.1
OG0004509	XP_017794265.1	NP_001286999.1
OG0004510	XP_017796711.1	NP_732773.1
OG0004511	XP_017797159.1	NP_650686.1
OG0004512	XP_017792770.1	NP_476975.1
OG0004513	XP_017789540.1	NP_648570.1
OG0004514	XP_017794189.1	NP_001260173.1
OG0004515	XP_017789426.1	NP_001285130.1
OG0004516	XP_017795684.1	NP_650432.1
OG0004517	XP_017793206.1	NP_787963.2
OG0004518	XP_017791075.1	NP_650939.2
OG0004519	XP_017790296.1	NP_001262894.1
OG0004520	XP_017795417.1	NP_001245456.1
OG0004521	XP_017797644.1	NP_511044.1
OG0004523	XP_017793040.1	NP_001259649.1
OG0004524	XP_017788024.1	NP_572945.1
OG0004526	XP_017791406.1	NP_001163323.1
OG0004527	XP_017788044.1	NP_001260639.1
OG0004528	XP_017796558.1	NP_001262168.1
OG0004529	XP_017799166.1	NP_651081.1
OG0004530	XP_017798156.1	NP_001260420.1
OG0004531	XP_017790214.1	NP_001261906.1
OG0004532	XP_017788235.1	NP_523465.2
OG0004533	XP_017791144.1	NP_001262116.1
OG0004534	XP_017789347.1	NP_001286215.1
OG0004535	XP_017794461.1	NP_612103.1
OG0004536	XP_017793930.1	NP_523708.2
OG0004537	XP_017796944.1	NP_610279.3
OG0004538	XP_017796411.1	NP_572638.1
OG0004539	XP_017789085.1	NP_001260821.1
OG0004540	XP_017798392.1	NP_476979.1
OG0004541	XP_017795141.1	NP_524344.1
OG0004542	XP_017797949.1	NP_001260580.1
OG0004544	XP_017790845.1	NP_524673.3
OG0004545	XP_017794965.1	NP_001284713.1
OG0004547	XP_017790808.1	NP_001015473.1
OG0004549	XP_017793684.1	NP_651718.1
OG0004550	XP_017791401.1	NP_573230.1
OG0004551	XP_017794061.1	NP_001245759.1
OG0004552	XP_017790505.1	NP_733044.1
OG0004553	XP_017794368.1	NP_001261278.1
OG0004554	XP_017788792.1	NP_573190.1
OG0004555	XP_017792162.1, XP_017792161.1	NP_725632.1
OG0004556	XP_017791090.1	NP_001163123.1
OG0004557	XP_017790607.1	NP_651691.4
OG0004558	XP_017799425.1	NP_649079.2
OG0004559	XP_017793292.1	NP_649911.1
OG0004560	XP_017794035.1	NP_650253.1
OG0004561	XP_017792818.1	NP_609299.1
OG0004563	XP_017789456.1	NP_732527.1
OG0004564	XP_017794006.1	NP_001262636.1
OG0004565	XP_017787880.1	NP_001260630.1
OG0004566	XP_017792896.1	NP_608995.2
OG0004567	XP_017799251.1	NP_609446.1
OG0004568	XP_017794357.1	NP_001286611.1
OG0004569	XP_017789875.1	NP_723811.1
OG0004570	XP_017792585.1	NP_477431.1, NP_001285857.1
OG0004571	XP_017790223.1	NP_001263057.1
OG0004572	XP_017788689.1, XP_017788690.1	NP_001260556.1
OG0004573	XP_017798842.1	NP_523947.2
OG0004574	XP_017789169.1	NP_649784.1
OG0004575	XP_017788934.1	NP_476656.1
OG0004576	XP_017791602.1	NP_572694.1
OG0004577	XP_017791394.1	NP_001286657.1
OG0004578	XP_017788673.1	NP_001036641.1
OG0004579	XP_017798463.1	NP_572353.1
OG0004580	XP_017793313.1	NP_650835.1
OG0004581	XP_017795244.1	NP_001260163.1
OG0004582	XP_017791333.1	NP_650152.1, NP_727091.1
OG0004583	XP_017796659.1	NP_524429.1
OG0004584	XP_017791841.1	NP_001262802.1
OG0004585	XP_017787808.1	NP_573352.2, NP_001261744.1
OG0004586	XP_017791601.1	NP_477329.1
OG0004587	XP_017789628.1, XP_017789630.1	NP_001260046.1
OG0004588	XP_017794452.1	NP_477395.1
OG0004589	XP_017790782.1	NP_524308.2
OG0004590	XP_017796473.1	NP_476927.1
OG0004591	XP_017795353.1	NP_572160.1
OG0004592	XP_017799405.1	NP_524331.2
OG0004593	XP_017792337.1	NP_729802.1
OG0004594	XP_017795293.1	NP_476995.1
OG0004596	XP_017787540.1	NP_001262598.1
OG0004597	XP_017792854.1	NP_001188830.1
OG0004598	XP_017787527.1	NP_611335.1
OG0004599	XP_017799466.1	NP_001246025.1
OG0004600	XP_017794352.1	NP_610172.1
OG0004601	XP_017789436.1	NP_523528.1
OG0004602	XP_017789458.1	NP_996031.1
OG0004603	XP_017788935.1	NP_001162897.1
OG0004604	XP_017788635.1	NP_733256.2
OG0004605	XP_017789275.1	NP_001286057.1
OG0004606	XP_017793043.1	NP_609535.1
OG0004607	XP_017791554.1	NP_001286102.1
OG0004608	XP_017795965.1	NP_648294.1, NP_650191.1
OG0004609	XP_017789240.1	NP_001259382.1
OG0004610	XP_017795747.1	NP_001259243.1
OG0004611	XP_017795670.1	NP_648486.1
OG0004612	XP_017795625.1	NP_572303.4
OG0004613	XP_017794209.1	NP_611943.1
OG0004614	XP_017796153.1	NP_001261836.1
OG0004615	XP_017792404.1	NP_648669.1
OG0004616	XP_017796869.1, XP_017796871.1	NP_001189103.1
OG0004617	XP_017792744.1	NP_651407.3
OG0004618	XP_017799093.1	NP_001097000.1
OG0004619	XP_017791231.1	NP_001261931.1
OG0004620	XP_017788595.1	NP_523782.1
OG0004621	XP_017798213.1	NP_608544.1
OG0004623	XP_017789094.1	NP_730435.2
OG0004624	XP_017793095.1	NP_511165.1
OG0004625	XP_017796477.1	NP_788494.1
OG0004627	XP_017789541.1	NP_648657.1
OG0004628	XP_017795735.1	NP_524190.2
OG0004629	XP_017788856.1	NP_001259964.1
OG0004630	XP_017790174.1	NP_648838.3
OG0004631	XP_017798499.1	NP_001259553.1
OG0004632	XP_017792358.1	NP_610605.1
OG0004633	XP_017797935.1	NP_477385.1
OG0004634	XP_017793077.1	NP_609085.1, NP_001096868.3
OG0004635	XP_017789812.1	NP_001246458.1
OG0004636	XP_017797165.1	NP_610311.1
OG0004637	XP_017793732.1, XP_017787721.1	NP_001246862.1
OG0004638	XP_017789427.1	NP_001285788.1
OG0004639	XP_017796390.1	NP_610589.2
OG0004640	XP_017795259.1	NP_001097639.2
OG0004641	XP_017791212.1	NP_611248.3
OG0004642	XP_017798902.1, XP_017794419.1	NP_001097280.2
OG0004643	XP_017796267.1	NP_001260109.1
OG0004644	XP_017796291.1	NP_001263138.1
OG0004645	XP_017794540.1	NP_001334718.1
OG0004646	XP_017791374.1	NP_001262454.1
OG0004647	XP_017794770.1	NP_001262819.1
OG0004648	XP_017797326.1	NP_001246859.1
OG0004649	XP_017790737.1	NP_001284963.1
OG0004650	XP_017797305.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_017791939.1	NP_611869.1
OG0004652	XP_017788027.1	NP_649555.1
OG0004653	XP_017798024.1	NP_610683.1
OG0004654	XP_017796639.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_017793376.1	NP_788538.2
OG0004656	XP_017791050.1	NP_609111.1
OG0004657	XP_017793605.1, XP_017793606.1	NP_524994.2
OG0004658	XP_017788256.1	NP_001260879.1
OG0004659	XP_017794538.1	NP_001097336.1
OG0004660	XP_017787801.1	NP_001137912.1
OG0004661	XP_017795649.1	NP_648315.1
OG0004662	XP_017795034.1	NP_001163512.1
OG0004663	XP_017791812.1	NP_524538.2
OG0004664	XP_017792797.1	NP_524129.1, NP_001027281.1
OG0004665	XP_017798709.1	NP_001033805.1
OG0004666	XP_017791656.1	NP_649137.3
OG0004667	XP_017791505.1	NP_612028.4
OG0004668	XP_017796888.1	NP_001287459.1
OG0004669	XP_017795415.1	NP_610850.1
OG0004670	XP_017795169.1	NP_608450.1
OG0004671	XP_017798994.1	NP_001036433.1
OG0004672	XP_017789093.1	NP_001262765.1
OG0004673	XP_017795768.1	NP_001284934.1
OG0004674	XP_017795122.1	NP_001285279.1
OG0004676	XP_017787546.1	NP_001260366.1
OG0004677	XP_017788219.1	NP_001286952.1
OG0004678	XP_017795055.1	NP_650002.1
OG0004679	XP_017795144.1	NP_725520.3
OG0004680	XP_017793319.1	NP_001097824.1
OG0004681	XP_017796887.1	NP_731599.1
OG0004682	XP_017796187.1	NP_608573.1
OG0004683	XP_017796066.1	NP_001262946.1
OG0004684	XP_017789543.1	NP_001027422.1
OG0004685	XP_017787483.1	NP_524302.1
OG0004686	XP_017788591.1	NP_477339.1
OG0004687	XP_017797626.1	NP_611382.1
OG0004688	XP_017796743.1	NP_648505.1, NP_001036344.1
OG0004689	XP_017790931.1	NP_001162848.1
OG0004691	XP_017798540.1	NP_651942.2
OG0004692	XP_017798705.1, XP_017798946.1	NP_726604.1
OG0004693	XP_017799265.1	NP_524435.2, NP_001262805.1
OG0004694	XP_017799550.1	NP_651794.2
OG0004695	XP_017792651.1	NP_001246231.1
OG0004696	XP_017797375.1	NP_001260810.1
OG0004697	XP_017799089.1	NP_001286201.1
OG0004698	XP_017794576.1	NP_647866.2
OG0004699	XP_017791826.1	NP_650451.1
OG0004700	XP_017788650.1	NP_726032.4
OG0004701	XP_017789990.1	NP_648950.1
OG0004702	XP_017796576.1	NP_610854.1
OG0004704	XP_017795432.1	NP_569971.3
OG0004705	XP_017797432.1	NP_001284818.1
OG0004706	XP_017792547.1	NP_572323.1
OG0004707	XP_017792163.1	NP_609174.1
OG0004708	XP_017790828.1	NP_001097440.1
OG0004711	XP_017792715.1	NP_611009.1
OG0004712	XP_017790974.1	NP_001162991.1
OG0004713	XP_017793451.1	NP_609942.1, NP_001188537.1
OG0004714	XP_017791083.1, XP_017791073.1	NP_001262192.1
OG0004715	XP_017799247.1	NP_524221.1
OG0004716	XP_017790771.1	NP_001286488.1
OG0004717	XP_017796772.1	NP_477507.1, NP_001261024.1
OG0004718	XP_017794802.1	NP_001097489.1
OG0004719	XP_017789252.1	NP_001246662.1
OG0004720	XP_017796268.1	NP_729020.2, NP_651191.1
OG0004721	XP_017793418.1, XP_017793417.1	NP_001368942.1
OG0004722	XP_017795954.1	NP_652046.1
OG0004723	XP_017789390.1	NP_001368982.1
OG0004724	XP_017798829.1	NP_001027444.1
OG0004725	XP_017793963.1, XP_017793962.1, XP_017793856.1	NP_001246790.1
OG0004726	XP_017797608.1	NP_523674.1
OG0004728	XP_017794946.1	NP_001286292.1
OG0004729	XP_017795513.1	NP_650353.1
OG0004730	XP_017797718.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_017796051.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_017791858.1	NP_651539.3
OG0004733	XP_017793617.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_017794735.1, XP_017794726.1	NP_001163403.1
OG0004735	XP_017788803.1	NP_001097240.1
OG0004736	XP_017796155.1	NP_647832.1
OG0004737	XP_017792349.1	NP_650534.2
OG0004738	XP_017788063.1	NP_511055.1
OG0004739	XP_017790382.1	NP_609917.2
OG0004740	XP_017787916.1	NP_660192.1
OG0004741	XP_017798365.1	NP_001162673.1
OG0004743	XP_017788132.1	NP_001261451.1
OG0004744	XP_017793824.1	NP_727963.1
OG0004745	XP_017796125.1	NP_609922.2
OG0004746	XP_017793575.1	NP_001260464.1
OG0004747	XP_017798504.1	NP_001260155.1
OG0004748	XP_017797751.1	NP_611410.1
OG0004749	XP_017797818.1	NP_651511.1
OG0004750	XP_017794488.1	NP_001097093.1
OG0004751	XP_017788494.1	NP_001097342.1
OG0004752	XP_017798938.1	NP_650299.1
OG0004753	XP_017787473.1	NP_523720.2
OG0004754	XP_017796308.1	NP_001287619.1
OG0004755	XP_017799020.1	NP_001014482.2
OG0004756	XP_017794458.1	NP_648352.2
OG0004757	XP_017788569.1	NP_608648.1
OG0004758	XP_017794940.1	NP_728830.1
OG0004760	XP_017794347.1	NP_001189150.1
OG0004761	XP_017795110.1	NP_573316.1
OG0004762	XP_017791234.1	NP_001284762.1
OG0004763	XP_017789954.1	NP_651709.1
OG0004764	XP_017796134.1	NP_523547.1
OG0004765	XP_017787487.1	NP_001286547.1
OG0004766	XP_017789774.1	NP_610283.1
OG0004767	XP_017788372.1	NP_001245953.1
OG0004768	XP_017796301.1	NP_001137784.1
OG0004769	XP_017789443.1	NP_647830.1
OG0004771	XP_017796520.1	NP_001259563.2
OG0004772	XP_017790162.1	NP_001286324.1
OG0004773	XP_017798427.1	NP_611139.1
OG0004774	XP_017796747.1	NP_524841.1
OG0004775	XP_017797155.1	NP_524310.1
OG0004777	XP_017798055.1	NP_477165.1
OG0004778	XP_017796530.1	NP_573305.2
OG0004779	XP_017794153.1	NP_609318.1
OG0004780	XP_017792439.1	NP_001260600.1
OG0004781	XP_017799576.1	NP_648498.1
OG0004782	XP_017798734.1	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1
OG0004784	XP_017796754.1	NP_609957.2, NP_611428.1
OG0004785	XP_017797350.1	NP_651731.1
OG0004786	XP_017789137.1	NP_001287041.1
OG0004788	XP_017791800.1	NP_001262468.1, NP_001245504.1
OG0004789	XP_017797892.1	NP_648346.1
OG0004791	XP_017795891.1	NP_650898.1
OG0004792	XP_017795475.1	NP_729053.2
OG0004793	XP_017789664.1	NP_001163666.1
OG0004794	XP_017796548.1	NP_611091.2
OG0004795	XP_017794101.1	NP_001163629.2
OG0004796	XP_017793152.1	NP_001262885.1
OG0004797	XP_017790064.1	NP_573034.1
OG0004799	XP_017795801.1	NP_651365.1
OG0004800	XP_017790918.1	NP_001163479.1
OG0004801	XP_017790050.1	NP_524622.1
OG0004802	XP_017796010.1, XP_017792609.1	NP_608878.1, NP_001285607.1
OG0004803	XP_017787638.1	NP_723224.2
OG0004805	XP_017794218.1	NP_001369043.1
OG0004806	XP_017787361.1	NP_523488.2
OG0004807	XP_017791369.1	NP_001260753.1, NP_525012.2
OG0004808	XP_017792554.1	NP_001247109.1
OG0004809	XP_017792887.1	NP_001260292.1, NP_609302.1
OG0004810	XP_017798743.1	NP_001137822.1
OG0004813	XP_017797182.1	NP_001259963.1
OG0004814	XP_017799156.1	NP_477481.1
OG0004815	XP_017791096.1	NP_001245501.1
OG0004816	XP_017793925.1	NP_788296.1
OG0004817	XP_017793711.1	NP_650016.1
OG0004818	XP_017794903.1	NP_001262957.1
OG0004819	XP_017791792.1	NP_524870.1
OG0004820	XP_017788528.1	NP_724223.4
OG0004821	XP_017796761.1	NP_001259375.1, NP_651832.3
OG0004822	XP_017793051.1	NP_649251.2
OG0004823	XP_017788262.1	NP_610999.4
OG0004824	XP_017796429.1	NP_573313.2
OG0004825	XP_017799285.1	NP_611585.1
OG0004826	XP_017793468.1	NP_729680.1
OG0004827	XP_017792210.1, XP_017792211.1	NP_524888.1, NP_611455.1
OG0004828	XP_017791950.1	NP_001261664.1
OG0004829	XP_017795412.1	NP_001286982.1
OG0004830	XP_017789966.1	NP_729045.1, NP_573030.2
OG0004831	XP_017791879.1	NP_477089.3
OG0004832	XP_017791435.1	NP_001286934.1
OG0004833	XP_017792430.1	NP_648573.2
OG0004834	XP_017792717.1	NP_001286810.1
OG0004835	XP_017787530.1	NP_001137761.1
OG0004836	XP_017790729.1	NP_001261140.1
OG0004837	XP_017798851.1	NP_608489.2
OG0004838	XP_017791695.1	NP_609180.3
