Orthogroup	Habropoda_laboriosa	Vespa_mandarinia
OG0004716	XP_017790771.1	XP_035736267.1, XP_035736265.1, XP_035736264.1
OG0004717	XP_017796772.1	XP_035726360.1
OG0004718	XP_017794802.1	XP_035718010.1
OG0004719	XP_017789252.1	XP_035739450.1
OG0004720	XP_017796268.1	XP_035728127.1
OG0004721	XP_017793418.1, XP_017793417.1	XP_035725206.1
OG0004722	XP_017795954.1	XP_035734329.1
OG0004723	XP_017789390.1	XP_035723010.1
OG0004724	XP_017798829.1	XP_035718838.1
OG0004725	XP_017793963.1, XP_017793962.1, XP_017793856.1	XP_035738655.1
OG0004726	XP_017797608.1	XP_035731120.1
OG0004728	XP_017794946.1	XP_035721825.1
OG0004729	XP_017795513.1	XP_035729411.1, XP_035729412.1
OG0004730	XP_017797718.1	XP_035729333.1
OG0004731	XP_017796051.1	XP_035724235.1
OG0004732	XP_017791858.1	XP_035737221.1
OG0004733	XP_017793617.1	XP_035732448.1
OG0004734	XP_017794735.1, XP_017794726.1	XP_035741180.1
OG0004735	XP_017788803.1	XP_035732117.1
OG0004736	XP_017796155.1	XP_035727103.1
OG0004737	XP_017792349.1	XP_035720641.1
OG0004738	XP_017788063.1	XP_035735224.1
OG0004739	XP_017790382.1	XP_035717805.1
OG0004740	XP_017787916.1	XP_035718892.1
OG0004741	XP_017798365.1	XP_035741417.1
OG0004742	XP_017794430.1	XP_035743985.1
OG0004743	XP_017788132.1	XP_035741362.1
OG0004744	XP_017793824.1	XP_035724432.1
OG0004745	XP_017796125.1	XP_035739531.1
OG0004746	XP_017793575.1	XP_035725887.1
OG0004747	XP_017798504.1	XP_035735939.1
OG0004748	XP_017797751.1	XP_035726782.1
OG0004751	XP_017788494.1	XP_035734863.1
OG0004752	XP_017798938.1	XP_035736623.1
OG0004753	XP_017787473.1	XP_035719097.1, XP_035719098.1, XP_035719099.1
OG0004754	XP_017796308.1	XP_035743178.1
OG0004755	XP_017799020.1	XP_035729742.1
OG0004756	XP_017794458.1	XP_035743970.1
OG0004757	XP_017788569.1	XP_035730271.1
OG0004758	XP_017794940.1	XP_035731827.1
OG0004759	XP_017796263.1	XP_035743652.1
OG0004760	XP_017794347.1	XP_035724128.1
OG0004761	XP_017795110.1	XP_035726808.1
OG0004762	XP_017791234.1	XP_035729832.1
OG0004763	XP_017789954.1	XP_035722862.1
OG0004764	XP_017796134.1	XP_035735923.1
OG0004765	XP_017787487.1	XP_035742605.1
OG0004766	XP_017789774.1	XP_035741326.1
OG0004767	XP_017788372.1	XP_035733582.1
OG0004768	XP_017796301.1	XP_035727555.1
OG0004769	XP_017789443.1	XP_035744214.1, XP_035744213.1, XP_035744212.1
OG0004770	XP_017792523.1	XP_035730913.1, XP_035730915.1
OG0004771	XP_017796520.1	XP_035720459.1
OG0004772	XP_017790162.1	XP_035737657.1
OG0004773	XP_017798427.1	XP_035724009.1
OG0004774	XP_017796747.1	XP_035721842.1
OG0004775	XP_017797155.1	XP_035739883.1
OG0004776	XP_017795751.1	XP_035741656.1
OG0004777	XP_017798055.1	XP_035741365.1
OG0004778	XP_017796530.1	XP_035741796.1, XP_035741792.1
OG0004779	XP_017794153.1	XP_035743273.1
OG0004780	XP_017792439.1	XP_035738081.1
OG0004781	XP_017799576.1	XP_035723202.1
OG0004782	XP_017798734.1	XP_035720329.1
OG0004783	XP_017795185.1	XP_035728452.1
OG0004784	XP_017796754.1	XP_035721844.1
OG0004785	XP_017797350.1	XP_035740770.1
OG0004786	XP_017789137.1	XP_035724907.1
OG0004787	XP_017795107.1	XP_035726795.1
OG0004788	XP_017791800.1	XP_035735175.1
OG0004789	XP_017797892.1	XP_035734208.1
OG0004790	XP_017790475.1	XP_035718155.1
OG0004791	XP_017795891.1	XP_035735129.1, XP_035735134.1
OG0004792	XP_017795475.1	XP_035733771.1
OG0004793	XP_017789664.1	XP_035727959.1
OG0004794	XP_017796548.1	XP_035721590.1
OG0004795	XP_017794101.1	XP_035732617.1
OG0004796	XP_017793152.1	XP_035719105.1
OG0004797	XP_017790064.1	XP_035728198.1
OG0004799	XP_017795801.1	XP_035738204.1, XP_035738203.1
OG0004800	XP_017790918.1	XP_035721503.1
OG0004801	XP_017790050.1	XP_035723152.1
OG0004802	XP_017796010.1, XP_017792609.1	XP_035740422.1
OG0004803	XP_017787638.1	XP_035726672.1, XP_035726674.1
OG0004804	XP_017791667.1	XP_035719466.1
OG0004805	XP_017794218.1	XP_035732665.1
OG0004806	XP_017787361.1	XP_035739724.1
OG0004807	XP_017791369.1	XP_035741368.1
OG0004809	XP_017792887.1	XP_035733898.1
OG0004810	XP_017798743.1	XP_035735627.1
OG0004811	XP_017788836.1	XP_035725141.1
OG0004812	XP_017791745.1	XP_035737372.1, XP_035737375.1
OG0004813	XP_017797182.1	XP_035727107.1, XP_035726967.1
OG0004814	XP_017799156.1	XP_035725943.1
OG0004815	XP_017791096.1	XP_035741591.1
OG0004816	XP_017793925.1	XP_035738503.1, XP_035738502.1, XP_035738501.1
OG0004817	XP_017793711.1	XP_035726738.1
OG0004818	XP_017794903.1	XP_035727121.1
OG0004819	XP_017791792.1	XP_035736217.1
OG0004820	XP_017788528.1	XP_035729334.1
OG0004821	XP_017796761.1	XP_035742070.1
OG0004822	XP_017793051.1	XP_035743781.1
OG0004823	XP_017788262.1	XP_035722984.1
OG0004824	XP_017796429.1	XP_035739075.1
OG0004826	XP_017793468.1	XP_035719730.1
OG0004827	XP_017792210.1, XP_017792211.1	XP_035734654.1
OG0004828	XP_017791950.1	XP_035723878.1, XP_035723883.1
OG0004829	XP_017795412.1	XP_035736293.1, XP_035736292.1
OG0004830	XP_017789966.1	XP_035741869.1
OG0004831	XP_017791879.1	XP_035728379.1
OG0004832	XP_017791435.1	XP_035731115.1
OG0004833	XP_017792430.1	XP_035738087.1
OG0004834	XP_017792717.1	XP_035743884.1
OG0004835	XP_017787530.1	XP_035719241.1
OG0004836	XP_017790729.1	XP_035721831.1
OG0004837	XP_017798851.1	XP_035744262.1
OG0004838	XP_017791695.1	XP_035742531.1
OG0004839	XP_017797277.1	XP_035723524.1
OG0004840	XP_017791315.1	XP_035740041.1, XP_035740045.1
OG0004841	XP_017793303.1	XP_035725625.1
OG0004842	XP_017796152.1	XP_035734496.1, XP_035734492.1
OG0004843	XP_017794226.1	XP_035743276.1
OG0004844	XP_017793321.1	XP_035743852.1
OG0004845	XP_017792723.1	XP_035728631.1
OG0004846	XP_017793515.1	XP_035720788.1
OG0004847	XP_017790221.1, XP_017790217.1	XP_035741894.1
OG0004849	XP_017797063.1	XP_035723637.1, XP_035723632.1
OG0004851	XP_017792052.1	XP_035743218.1
OG0004852	XP_017795665.1	XP_035743018.1
OG0004853	XP_017792091.1	XP_035738442.1, XP_035738441.1
OG0004854	XP_017790877.1	XP_035717222.1
OG0004855	XP_017798112.1	XP_035731271.1
OG0004856	XP_017798827.1	XP_035740917.1, XP_035740916.1
OG0004857	XP_017791313.1	XP_035729849.1
OG0004858	XP_017793699.1	XP_035720490.1
OG0004859	XP_017787827.1	XP_035728630.1
OG0004860	XP_017795129.1	XP_035729998.1
OG0004861	XP_017790407.1	XP_035718544.1
OG0004862	XP_017792151.1	XP_035740855.1
OG0004863	XP_017791712.1	XP_035730706.1
OG0004864	XP_017791246.1	XP_035729815.1
OG0004865	XP_017797505.1	XP_035730899.1
OG0004866	XP_017789654.1	XP_035743471.1, XP_035743474.1
OG0004867	XP_017788469.1	XP_035730596.1, XP_035730597.1, XP_035730595.1
OG0004868	XP_017794388.1	XP_035737935.1
OG0004869	XP_017789407.1	XP_035725586.1
OG0004870	XP_017789618.1	XP_035727892.1
OG0004871	XP_017792932.1	XP_035728827.1
OG0004872	XP_017788581.1	XP_035737523.1
OG0004873	XP_017798935.1	XP_035723681.1
OG0004874	XP_017791970.1	XP_035727614.1
OG0004875	XP_017793481.1	XP_035738781.1
OG0004876	XP_017794483.1	XP_035720046.1, XP_035720048.1
OG0004877	XP_017797834.1	XP_035733770.1
OG0004878	XP_017789065.1	XP_035724041.1
OG0004879	XP_017789376.1	XP_035739867.1
OG0004880	XP_017798867.1	XP_035742691.1, XP_035742685.1
OG0004883	XP_017798325.1	XP_035737480.1
OG0004884	XP_017792571.1	XP_035735533.1
OG0004887	XP_017789485.1	XP_035730307.1
OG0004888	XP_017797562.1	XP_035732002.1
OG0004889	XP_017788761.1	XP_035736405.1
OG0004890	XP_017792339.1	XP_035734695.1, XP_035734705.1
OG0004891	XP_017790801.1	XP_035717354.1, XP_035717353.1
OG0004892	XP_017790355.1	XP_035718681.1
OG0004894	XP_017788356.1	XP_035738365.1
OG0004896	XP_017796108.1	XP_035724694.1
OG0004897	XP_017791446.1	XP_035731069.1
OG0004899	XP_017798021.1	XP_035739722.1
OG0004900	XP_017792629.1	XP_035742919.1
OG0004901	XP_017790731.1	XP_035723790.1
OG0004902	XP_017799129.1	XP_035726002.1
OG0004903	XP_017798716.1	XP_035720364.1
OG0004904	XP_017796440.1	XP_035726681.1
OG0004905	XP_017788265.1	XP_035726230.1
OG0004908	XP_017793635.1	XP_035730637.1, XP_035730638.1
OG0004909	XP_017793151.1	XP_035728541.1
OG0004910	XP_017794683.1	XP_035734684.1
OG0004911	XP_017787588.1	XP_035736251.1
OG0004912	XP_017797767.1	XP_035717919.1
OG0004913	XP_017787924.1	XP_035729032.1
OG0004914	XP_017797272.1	XP_035727109.1
OG0004915	XP_017787620.1	XP_035726675.1
OG0004916	XP_017799113.1	XP_035718331.1
OG0004918	XP_017788652.1	XP_035720651.1
OG0004919	XP_017794125.1	XP_035719139.1
OG0004920	XP_017792168.1	XP_035743724.1
OG0004921	XP_017787969.1	XP_035717341.1
OG0004922	XP_017790122.1	XP_035729007.1
OG0004923	XP_017788542.1	XP_035743696.1
OG0004924	XP_017794082.1	XP_035740402.1, XP_035740404.1
OG0004925	XP_017791363.1	XP_035737837.1
OG0004926	XP_017799200.1	XP_035743987.1
OG0004927	XP_017788718.1	XP_035730578.1
OG0004928	XP_017792184.1	XP_035717198.1
OG0004929	XP_017797781.1	XP_035726956.1, XP_035726951.1
OG0004930	XP_017798511.1	XP_035735626.1
OG0004931	XP_017798586.1	XP_035721345.1
OG0004932	XP_017793857.1	XP_035738564.1, XP_035738563.1
OG0004933	XP_017794168.1	XP_035742202.1, XP_035742195.1, XP_035718070.1
OG0004934	XP_017788999.1	XP_035732311.1
OG0004935	XP_017789923.1	XP_035730514.1
OG0004936	XP_017797557.1	XP_035726722.1
OG0004937	XP_017799257.1	XP_035726583.1
OG0004938	XP_017790047.1	XP_035727857.1
OG0004939	XP_017789265.1	XP_035738769.1
OG0004940	XP_017795761.1	XP_035743584.1
OG0004941	XP_017796426.1	XP_035722977.1
OG0004942	XP_017793253.1	XP_035719551.1, XP_035719550.1
OG0004943	XP_017792470.1	XP_035738066.1
OG0004944	XP_017792494.1	XP_035722798.1
OG0004945	XP_017787613.1	XP_035736136.1
OG0004946	XP_017798160.1	XP_035721072.1
OG0004947	XP_017796064.1	XP_035723892.1, XP_035723894.1
OG0004948	XP_017790193.1	XP_035720430.1, XP_035720434.1, XP_035720433.1, XP_035720431.1, XP_035720437.1, XP_035720435.1, XP_035720432.1
OG0004949	XP_017798653.1	XP_035720318.1
OG0004950	XP_017796491.1	XP_035744202.1, XP_035744201.1
OG0004951	XP_017793552.1	XP_035735087.1
OG0004952	XP_017788649.1	XP_035728309.1
OG0004954	XP_017792089.1	XP_035736451.1, XP_035736458.1
OG0004955	XP_017795925.1	XP_035737295.1
OG0004956	XP_017799609.1	XP_035739613.1
OG0004957	XP_017788026.1	XP_035732678.1
OG0004958	XP_017798970.1	XP_035737740.1, XP_035737741.1
OG0004959	XP_017792032.1	XP_035728929.1
OG0004960	XP_017789535.1	XP_035740518.1
OG0004961	XP_017794465.1	XP_035720773.1
OG0004962	XP_017795802.1	XP_035738187.1
OG0004964	XP_017797845.1	XP_035726660.1
OG0004965	XP_017795885.1	XP_035737264.1
OG0004966	XP_017796565.1	XP_035740746.1
OG0004968	XP_017792895.1	XP_035736079.1
OG0004969	XP_017793193.1	XP_035733463.1, XP_035733399.1, XP_035733397.1, XP_035733396.1, XP_035733398.1, XP_035733400.1
OG0004976	XP_017793844.1	XP_035738512.1
OG0004977	XP_017794958.1	XP_035738415.1
OG0004978	XP_017787447.1	XP_035740371.1
OG0004979	XP_017795884.1	XP_035737274.1
OG0004980	XP_017795233.1	XP_035730423.1
OG0004981	XP_017792057.1	XP_035723465.1, XP_035723464.1
OG0004982	XP_017794516.1	XP_035740312.1
OG0004983	XP_017798661.1	XP_035735850.1
OG0004984	XP_017796228.1	XP_035737467.1
OG0004985	XP_017787381.1	XP_035726349.1
OG0004986	XP_017798043.1	XP_035725176.1
OG0004987	XP_017794501.1	XP_035731209.1
OG0004988	XP_017790132.1	XP_035734662.1
OG0004989	XP_017797918.1	XP_035722874.1
OG0004990	XP_017791404.1	XP_035741314.1
OG0004991	XP_017788847.1	XP_035734249.1
OG0004992	XP_017793250.1	XP_035730354.1
OG0004993	XP_017795210.1	XP_035726490.1
OG0004994	XP_017791884.1	XP_035734582.1
OG0004995	XP_017799227.1	XP_035736305.1
OG0004996	XP_017794990.1	XP_035724356.1
OG0004997	XP_017795414.1	XP_035734302.1
OG0004998	XP_017790232.1	XP_035741803.1
OG0004999	XP_017798721.1	XP_035735691.1
OG0005000	XP_017791109.1	XP_035727575.1
OG0005001	XP_017787982.1	XP_035741067.1, XP_035741066.1
OG0005002	XP_017790750.1	XP_035742280.1
OG0005003	XP_017797433.1	XP_035734338.1
OG0005004	XP_017789513.1	XP_035744277.1
OG0005005	XP_017793807.1	XP_035728740.1
OG0005006	XP_017793715.1	XP_035734147.1
OG0005007	XP_017792729.1	XP_035739148.1
OG0005008	XP_017794361.1	XP_035740846.1
OG0005009	XP_017794244.1	XP_035730987.1
OG0005010	XP_017795403.1	XP_035730006.1
OG0005011	XP_017790965.1	XP_035724322.1
OG0005012	XP_017793078.1	XP_035722091.1
OG0005013	XP_017788056.1	XP_035717195.1
OG0005014	XP_017793272.1	XP_035719006.1
OG0005015	XP_017788422.1	XP_035718407.1
OG0005016	XP_017787757.1	XP_035728054.1
OG0005017	XP_017793352.1, XP_017793351.1	XP_035732723.1
OG0005018	XP_017799562.1	XP_035743547.1
OG0005019	XP_017790962.1	XP_035734452.1
OG0005020	XP_017797759.1	XP_035730860.1
OG0005021	XP_017793341.1	XP_035731146.1
OG0005022	XP_017792146.1	XP_035721619.1
OG0005023	XP_017788821.1	XP_035718653.1
OG0005024	XP_017796272.1	XP_035731989.1
OG0005025	XP_017798177.1	XP_035725744.1
OG0005027	XP_017799027.1	XP_035729784.1
OG0005028	XP_017794155.1	XP_035723450.1
OG0005029	XP_017799030.1	XP_035720044.1
OG0005030	XP_017798208.1	XP_035731453.1
OG0005031	XP_017795048.1	XP_035730244.1, XP_035730253.1
OG0005032	XP_017799563.1	XP_035743103.1
OG0005033	XP_017792077.1	XP_035738466.1, XP_035738467.1
OG0005034	XP_017792830.1	XP_035740158.1
OG0005035	XP_017795336.1	XP_035734077.1
OG0005036	XP_017792933.1	XP_035729622.1
OG0005037	XP_017789167.1	XP_035733260.1, XP_035733259.1
OG0005038	XP_017791536.1	XP_035740439.1
OG0005039	XP_017790813.1	XP_035724393.1
OG0005040	XP_017789402.1	XP_035738701.1
OG0005041	XP_017797775.1	XP_035733214.1
OG0005042	XP_017790742.1	XP_035723801.1
OG0005043	XP_017787480.1	XP_035729493.1
OG0005044	XP_017792842.1	XP_035718406.1
OG0005046	XP_017787411.1	XP_035722274.1
OG0005047	XP_017793559.1	XP_035728195.1
OG0005048	XP_017791047.1	XP_035744110.1
OG0005049	XP_017788016.1	XP_035736514.1, XP_035736513.1
OG0005050	XP_017790503.1	XP_035727991.1
OG0005051	XP_017792193.1	XP_035744240.1
OG0005053	XP_017788951.1	XP_035744075.1
OG0005054	XP_017790164.1	XP_035743401.1
OG0005055	XP_017793476.1	XP_035724642.1
OG0005056	XP_017796873.1	XP_035728218.1
OG0005057	XP_017793543.1	XP_035728170.1
OG0005058	XP_017798226.1	XP_035732909.1
OG0005059	XP_017798559.1	XP_035735583.1
OG0005060	XP_017787927.1	XP_035737821.1
OG0005061	XP_017790836.1	XP_035732707.1
OG0005062	XP_017790959.1	XP_035742626.1
OG0005063	XP_017791407.1	XP_035741641.1
OG0005064	XP_017797321.1	XP_035744193.1
OG0005065	XP_017790485.1	XP_035730235.1
OG0005066	XP_017791061.1	XP_035724269.1
OG0005067	XP_017787902.1	XP_035719257.1
OG0005068	XP_017792459.1	XP_035719009.1, XP_035719011.1
OG0005069	XP_017798737.1	XP_035743011.1
OG0005070	XP_017799286.1	XP_035725911.1
OG0005071	XP_017795137.1	XP_035731351.1
OG0005072	XP_017792948.1	XP_035742205.1
OG0005073	XP_017796321.1	XP_035736166.1
OG0005074	XP_017795327.1	XP_035735217.1
OG0005076	XP_017791591.1	XP_035727837.1
OG0005077	XP_017797489.1	XP_035738409.1
OG0005078	XP_017797937.1	XP_035741669.1
OG0005079	XP_017788310.1	XP_035728948.1
OG0005080	XP_017792541.1	XP_035729452.1
OG0005081	XP_017792885.1	XP_035733967.1
OG0005082	XP_017789993.1	XP_035738227.1
OG0005083	XP_017787578.1	XP_035724253.1
OG0005084	XP_017789481.1	XP_035739866.1
OG0005085	XP_017792223.1	XP_035738207.1
OG0005086	XP_017796167.1	XP_035738965.1
OG0005087	XP_017799598.1	XP_035733230.1
OG0005088	XP_017797638.1	XP_035743757.1
OG0005089	XP_017794493.1	XP_035720388.1
OG0005090	XP_017798440.1	XP_035722737.1
OG0005091	XP_017798684.1	XP_035727051.1
OG0005092	XP_017796705.1	XP_035735189.1, XP_035735187.1
OG0005093	XP_017788694.1	XP_035740339.1
OG0005094	XP_017787837.1	XP_035741043.1
OG0005095	XP_017792073.1	XP_035736378.1
OG0005096	XP_017792741.1	XP_035743879.1
OG0005097	XP_017795760.1	XP_035736875.1
OG0005098	XP_017797681.1	XP_035735942.1
OG0005099	XP_017796007.1	XP_035723841.1
OG0005100	XP_017792581.1	XP_035720227.1
OG0005101	XP_017798558.1	XP_035724005.1
OG0005102	XP_017795427.1	XP_035740854.1
OG0005103	XP_017793898.1	XP_035719327.1
OG0005104	XP_017791398.1	XP_035729868.1
OG0005105	XP_017798245.1	XP_035734243.1
OG0005106	XP_017798404.1	XP_035727981.1
OG0005107	XP_017798996.1	XP_035720783.1
OG0005108	XP_017793646.1, XP_017793723.1	XP_035719031.1
OG0005109	XP_017794500.1	XP_035730889.1
OG0005110	XP_017795481.1	XP_035730729.1
OG0005111	XP_017797740.1	XP_035733228.1
OG0005112	XP_017792485.1	XP_035722609.1
OG0005114	XP_017791409.1	XP_035736964.1
OG0005116	XP_017792111.1	XP_035718210.1, XP_035718211.1
OG0005117	XP_017796140.1	XP_035743612.1
OG0005118	XP_017788424.1	XP_035725604.1
OG0005119	XP_017798363.1	XP_035726760.1
OG0005120	XP_017787535.1	XP_035738709.1
OG0005121	XP_017797205.1	XP_035734159.1
OG0005122	XP_017799511.1	XP_035735159.1
OG0005123	XP_017796282.1	XP_035733834.1
OG0005124	XP_017789389.1	XP_035742156.1
OG0005125	XP_017792454.1	XP_035719291.1
OG0005126	XP_017793622.1	XP_035732692.1
OG0005127	XP_017796045.1	XP_035719497.1
OG0005128	XP_017792654.1	XP_035743695.1
OG0005129	XP_017796875.1	XP_035735040.1
OG0005130	XP_017790120.1	XP_035722865.1
OG0005131	XP_017796690.1	XP_035739640.1
OG0005132	XP_017798681.1	XP_035729193.1
OG0005133	XP_017796057.1	XP_035724065.1
OG0005134	XP_017791207.1	XP_035738892.1
OG0005135	XP_017789447.1	XP_035725519.1
OG0005136	XP_017791229.1	XP_035732798.1, XP_035732797.1
OG0005137	XP_017788530.1	XP_035740421.1
OG0005138	XP_017791774.1	XP_035736342.1
OG0005139	XP_017793518.1	XP_035734106.1
OG0005140	XP_017793466.1	XP_035717309.1
OG0005141	XP_017798690.1	XP_035736670.1
OG0005142	XP_017799303.1	XP_035735162.1
OG0005143	XP_017799028.1	XP_035726015.1
OG0005145	XP_017794952.1	XP_035731822.1
OG0005146	XP_017792682.1	XP_035721536.1
OG0005147	XP_017797508.1	XP_035727342.1
OG0005148	XP_017791417.1	XP_035740034.1
OG0005149	XP_017793971.1	XP_035717192.1
OG0005150	XP_017793579.1	XP_035737998.1
OG0005151	XP_017792431.1	XP_035738079.1
OG0005152	XP_017797655.1	XP_035732006.1
OG0005153	XP_017793988.1	XP_035740468.1, XP_035740467.1
OG0005154	XP_017793443.1	XP_035732724.1
OG0005155	XP_017794667.1	XP_035723830.1
OG0005156	XP_017792244.1	XP_035741203.1, XP_035741204.1
OG0005157	XP_017789020.1	XP_035726886.1
OG0005158	XP_017798885.1	XP_035744170.1, XP_035744172.1, XP_035744173.1
OG0005159	XP_017799102.1	XP_035726053.1
OG0005160	XP_017789114.1	XP_035719713.1
OG0005161	XP_017787446.1	XP_035718907.1
OG0005162	XP_017788767.1	XP_035736372.1
OG0005163	XP_017796302.1	XP_035736082.1
OG0005164	XP_017794090.1	XP_035717608.1
OG0005165	XP_017793009.1	XP_035726251.1
OG0005166	XP_017792428.1	XP_035738042.1
OG0005167	XP_017792626.1	XP_035725893.1
OG0005168	XP_017796793.1	XP_035726095.1
OG0005169	XP_017797430.1	XP_035723296.1, XP_035723295.1
OG0005170	XP_017793771.1	XP_035742350.1
OG0005171	XP_017799577.1	XP_035720691.1, XP_035720690.1
OG0005172	XP_017788726.1	XP_035732074.1
OG0005173	XP_017789968.1	XP_035734710.1
OG0005174	XP_017795426.1	XP_035743188.1
OG0005175	XP_017788517.1	XP_035733222.1
OG0005176	XP_017789162.1	XP_035730343.1
OG0005177	XP_017798061.1	XP_035731608.1
OG0005178	XP_017799343.1	XP_035724060.1, XP_035724059.1
OG0005179	XP_017791341.1	XP_035736890.1
OG0005180	XP_017797631.1	XP_035726506.1
OG0005181	XP_017787384.1	XP_035727068.1
OG0005182	XP_017789268.1	XP_035718845.1
OG0005183	XP_017794786.1	XP_035738180.1
OG0005184	XP_017796454.1	XP_035732508.1
OG0005185	XP_017796277.1	XP_035736777.1
OG0005186	XP_017793886.1	XP_035738713.1
OG0005187	XP_017796062.1	XP_035723906.1
OG0005188	XP_017797156.1	XP_035731420.1
OG0005189	XP_017787482.1	XP_035723907.1
OG0005190	XP_017791155.1	XP_035727571.1
OG0005191	XP_017787585.1	XP_035731916.1
OG0005192	XP_017795044.1	XP_035735415.1
OG0005193	XP_017790759.1	XP_035732854.1
OG0005194	XP_017792377.1	XP_035741212.1
OG0005195	XP_017797619.1	XP_035720494.1
OG0005197	XP_017790042.1	XP_035728311.1
OG0005198	XP_017791084.1	XP_035721989.1, XP_035721987.1, XP_035721988.1
OG0005199	XP_017789041.1	XP_035734323.1
OG0005200	XP_017791107.1	XP_035724130.1
OG0005201	XP_017794647.1	XP_035720049.1
OG0005202	XP_017789493.1	XP_035736648.1
OG0005203	XP_017793390.1	XP_035735105.1
OG0005204	XP_017790043.1	XP_035737676.1
OG0005205	XP_017797222.1	XP_035734160.1, XP_035734161.1
OG0005206	XP_017798948.1	XP_035740099.1
OG0005207	XP_017797947.1	XP_035738035.1
OG0005208	XP_017797146.1	XP_035721613.1
OG0005209	XP_017788582.1	XP_035721375.1
OG0005210	XP_017796695.1	XP_035724900.1
OG0005211	XP_017798066.1	XP_035735979.1
OG0005212	XP_017789674.1	XP_035743606.1
OG0005213	XP_017789451.1	XP_035717594.1, XP_035717593.1
OG0005214	XP_017793989.1	XP_035721299.1
OG0005215	XP_017787486.1	XP_035722767.1, XP_035722768.1, XP_035722764.1
OG0005216	XP_017793873.1	XP_035729967.1
OG0005217	XP_017792614.1	XP_035724310.1
OG0005218	XP_017793514.1	XP_035730064.1
OG0005219	XP_017794669.1	XP_035726422.1
OG0005220	XP_017797082.1	XP_035740775.1
OG0005221	XP_017797265.1	XP_035731152.1
OG0005222	XP_017792799.1	XP_035731678.1
OG0005223	XP_017794426.1	XP_035720755.1
OG0005224	XP_017789678.1	XP_035726848.1
OG0005225	XP_017791565.1	XP_035721175.1, XP_035721178.1
OG0005226	XP_017791169.1	XP_035729734.1
OG0005227	XP_017799543.1	XP_035728574.1
OG0005228	XP_017796356.1	XP_035743246.1
OG0005230	XP_017797722.1	XP_035726872.1
OG0005231	XP_017798474.1	XP_035719984.1
OG0005232	XP_017792209.1	XP_035739218.1
