Orthogroup	Habropoda_laboriosa	Nomia_melanderi
OG0003722	XP_017797372.1	XP_031841967.1
OG0003723	XP_017788390.1	XP_031831843.1, XP_031831834.1
OG0003724	XP_017791220.1	XP_031830003.1
OG0003725	XP_017798412.1	XP_031827158.1
OG0003726	XP_017795437.1	XP_031831484.1
OG0003727	XP_017788150.1	XP_031844557.1
OG0003728	XP_017790638.1	XP_031833670.1
OG0003729	XP_017791547.1	XP_031835873.1
OG0003730	XP_017791621.1, XP_017791545.1	XP_031830692.1
OG0003731	XP_017788138.1	XP_031844278.1, XP_031844279.1, XP_031844280.1
OG0003732	XP_017790896.1	XP_031835129.1
OG0003733	XP_017790910.1	XP_031835914.1
OG0003734	XP_017798635.1	XP_031832845.1
OG0003735	XP_017796324.1	XP_031844758.1
OG0003736	XP_017789309.1	XP_031848409.1
OG0003737	XP_017792357.1	XP_031840619.1, XP_031840618.1, XP_031840620.1
OG0003738	XP_017790793.1	XP_031831602.1
OG0003739	XP_017793547.1	XP_031825719.1
OG0003740	XP_017794791.1	XP_031842558.1
OG0003741	XP_017795148.1	XP_031840542.1, XP_031840541.1
OG0003742	XP_017798133.1	XP_031848578.1
OG0003743	XP_017791042.1	XP_031848616.1
OG0003744	XP_017789655.1	XP_031842412.1
OG0003745	XP_017789330.1	XP_031849470.1
OG0003746	XP_017796090.1	XP_031831539.1
OG0003747	XP_017795273.1	XP_031846036.1
OG0003749	XP_017795769.1	XP_031836228.1
OG0003750	XP_017790158.1, XP_017790160.1	XP_031831145.1
OG0003751	XP_017789338.1	XP_031835889.1
OG0003752	XP_017797382.1	XP_031836605.1
OG0003753	XP_017787469.1	XP_031829670.1
OG0003754	XP_017797776.1	XP_031837421.1
OG0003755	XP_017789730.1	XP_031845507.1
OG0003756	XP_017788662.1	XP_031846613.1
OG0003757	XP_017794789.1	XP_031842642.1
OG0003758	XP_017798060.1	XP_031845300.1, XP_031845302.1
OG0003759	XP_017787698.1	XP_031836193.1, XP_031836194.1
OG0003760	XP_017791717.1	XP_031848460.1
OG0003761	XP_017787818.1	XP_031826223.1
OG0003762	XP_017788152.1	XP_031848446.1
OG0003763	XP_017796577.1	XP_031842780.1, XP_031842779.1
OG0003764	XP_017791510.1	XP_031826974.1
OG0003765	XP_017794994.1	XP_031841597.1
OG0003766	XP_017788400.1	XP_031834592.1
OG0003767	XP_017795243.1	XP_031831361.1
OG0003768	XP_017795219.1	XP_031834320.1
OG0003769	XP_017795480.1	XP_031830656.1
OG0003770	XP_017791253.1	XP_031838094.1
OG0003771	XP_017791074.1	XP_031841072.1
OG0003772	XP_017790627.1	XP_031845660.1
OG0003773	XP_017794920.1	XP_031831472.1
OG0003774	XP_017788979.1	XP_031844362.1
OG0003776	XP_017794826.1	XP_031826709.1
OG0003777	XP_017797311.1	XP_031845529.1
OG0003778	XP_017799243.1	XP_031848470.1
OG0003779	XP_017788375.1	XP_031833368.1
OG0003780	XP_017797748.1	XP_031833113.1
OG0003781	XP_017788291.1	XP_031837519.1
OG0003782	XP_017790588.1	XP_031841861.1
OG0003783	XP_017792942.1	XP_031847496.1, XP_031847495.1
OG0003784	XP_017788996.1	XP_031840056.1
OG0003785	XP_017791504.1	XP_031826963.1
OG0003786	XP_017791238.1	XP_031830013.1
OG0003787	XP_017794393.1	XP_031839700.1
OG0003788	XP_017794912.1	XP_031826983.1, XP_031826984.1
OG0003789	XP_017788137.1	XP_031848445.1
OG0003790	XP_017798963.1	XP_031839413.1
OG0003791	XP_017793520.1	XP_031838820.1
OG0003792	XP_017797502.1	XP_031838660.1
OG0003793	XP_017799239.1	XP_031846832.1
OG0003794	XP_017795442.1	XP_031830507.1
OG0003795	XP_017791782.1	XP_031843055.1
OG0003796	XP_017791127.1	XP_031830035.1
OG0003797	XP_017793713.1	XP_031833520.1
OG0003798	XP_017788679.1	XP_031828980.1
OG0003799	XP_017796146.1	XP_031840881.1
OG0003800	XP_017797763.1	XP_031848540.1
OG0003801	XP_017787603.1	XP_031827456.1, XP_031827457.1
OG0003802	XP_017789714.1	XP_031829492.1
OG0003803	XP_017797906.1	XP_031834671.1, XP_031834660.1
OG0003804	XP_017798658.1, XP_017798666.1	XP_031835162.1, XP_031835161.1
OG0003805	XP_017789733.1	XP_031828622.1
OG0003806	XP_017787475.1	XP_031830180.1
OG0003807	XP_017798729.1	XP_031829589.1, XP_031829588.1
OG0003808	XP_017792447.1	XP_031848905.1
OG0003809	XP_017787759.1	XP_031834560.1
OG0003810	XP_017797890.1	XP_031847703.1
OG0003811	XP_017795712.1	XP_031840547.1
OG0003812	XP_017788997.1	XP_031832394.1, XP_031832393.1
OG0003813	XP_017789455.1	XP_031844249.1, XP_031844248.1, XP_031844250.1
OG0003814	XP_017798569.1	XP_031837191.1
OG0003815	XP_017793029.1	XP_031849385.1
OG0003816	XP_017793111.1	XP_031850224.1
OG0003817	XP_017793113.1	XP_031849351.1
OG0003818	XP_017792786.1	XP_031825658.1
OG0003819	XP_017787367.1	XP_031842620.1
OG0003820	XP_017792962.1	XP_031849252.1
OG0003821	XP_017788919.1	XP_031827657.1
OG0003822	XP_017790027.1	XP_031845767.1
OG0003823	XP_017797657.1, XP_017797587.1	XP_031836634.1
OG0003824	XP_017799079.1	XP_031839343.1
OG0003826	XP_017798975.1	XP_031844736.1
OG0003827	XP_017787645.1	XP_031844006.1
OG0003828	XP_017787798.1	XP_031826176.1
OG0003829	XP_017790443.1	XP_031834069.1
OG0003830	XP_017790898.1	XP_031843529.1
OG0003831	XP_017798688.1	XP_031832731.1
OG0003832	XP_017797404.1	XP_031838218.1
OG0003833	XP_017794943.1	XP_031841667.1, XP_031841668.1
OG0003834	XP_017796156.1	XP_031850570.1
OG0003835	XP_017788605.1	XP_031838153.1
OG0003836	XP_017798004.1	XP_031846357.1, XP_031846358.1, XP_031846359.1
OG0003837	XP_017797170.1	XP_031845434.1
OG0003838	XP_017789343.1	XP_031849495.1
OG0003839	XP_017794072.1, XP_017794071.1	XP_031828884.1
OG0003840	XP_017798020.1	XP_031829860.1, XP_031829861.1
OG0003841	XP_017790530.1	XP_031839595.1
OG0003842	XP_017791393.1	XP_031827602.1, XP_031827603.1
OG0003843	XP_017789874.1	XP_031836341.1
OG0003844	XP_017789301.1	XP_031840110.1
OG0003845	XP_017789344.1	XP_031849480.1
OG0003846	XP_017788075.1	XP_031844269.1
OG0003847	XP_017792529.1	XP_031831304.1
OG0003848	XP_017790684.1	XP_031833548.1
OG0003849	XP_017788820.1	XP_031832397.1
OG0003850	XP_017790625.1	XP_031847889.1
OG0003851	XP_017791310.1	XP_031836203.1
OG0003852	XP_017797386.1	XP_031836623.1, XP_031836622.1, XP_031836624.1, XP_031836621.1
OG0003853	XP_017788867.1	XP_031827749.1
OG0003854	XP_017787567.1	XP_031841503.1
OG0003855	XP_017799560.1	XP_031846452.1
OG0003856	XP_017794796.1	XP_031842698.1, XP_031842699.1
OG0003857	XP_017793820.1	XP_031838428.1
OG0003858	XP_017796436.1	XP_031839732.1
OG0003859	XP_017789165.1	XP_031846939.1
OG0003860	XP_017790578.1	XP_031834810.1, XP_031836487.1
OG0003861	XP_017794531.1	XP_031839884.1
OG0003862	XP_017794864.1	XP_031841551.1
OG0003863	XP_017793871.1	XP_031830421.1
OG0003864	XP_017789127.1	XP_031846924.1
OG0003865	XP_017791840.1	XP_031842948.1
OG0003866	XP_017795927.1	XP_031837019.1
OG0003867	XP_017795800.1, XP_017795799.1	XP_031848786.1
OG0003868	XP_017791861.1	XP_031835888.1
OG0003869	XP_017797856.1	XP_031837052.1
OG0003870	XP_017796443.1	XP_031839667.1
OG0003871	XP_017791945.1	XP_031838171.1
OG0003872	XP_017791218.1	XP_031841114.1
OG0003873	XP_017787673.1, XP_017787670.1	XP_031847666.1
OG0003874	XP_017790630.1	XP_031825622.1
OG0003875	XP_017790123.1	XP_031832131.1
OG0003876	XP_017797490.1	XP_031838774.1
OG0003877	XP_017788845.1	XP_031827724.1
OG0003878	XP_017793362.1	XP_031849258.1
OG0003879	XP_017799521.1	XP_031835205.1
OG0003880	XP_017791677.1	XP_031840832.1
OG0003881	XP_017792215.1	XP_031825384.1, XP_031825386.1
OG0003882	XP_017789334.1	XP_031840706.1
OG0003883	XP_017787474.1	XP_031836057.1
OG0003884	XP_017796006.1	XP_031843346.1, XP_031843345.1, XP_031843344.1
OG0003885	XP_017791986.1	XP_031845589.1
OG0003886	XP_017798980.1	XP_031847144.1
OG0003887	XP_017788107.1	XP_031844607.1
OG0003888	XP_017787887.1	XP_031836223.1
OG0003889	XP_017789336.1	XP_031840688.1
OG0003890	XP_017791758.1	XP_031835302.1
OG0003891	XP_017796313.1	XP_031844748.1
OG0003892	XP_017798650.1	XP_031833087.1
OG0003893	XP_017787583.1	XP_031825778.1
OG0003894	XP_017793883.1	XP_031825863.1
OG0003895	XP_017797558.1	XP_031838891.1
OG0003896	XP_017790075.1	XP_031846999.1
OG0003897	XP_017793611.1, XP_017793607.1	XP_031833798.1
OG0003898	XP_017795508.1	XP_031848198.1, XP_031848197.1
OG0003899	XP_017794740.1, XP_017794739.1, XP_017794741.1	XP_031837829.1, XP_031837839.1
OG0003900	XP_017789981.1	XP_031832238.1
OG0003901	XP_017799214.1	XP_031839241.1
OG0003902	XP_017795007.1	XP_031841625.1
OG0003903	XP_017788536.1	XP_031837876.1
OG0003904	XP_017788484.1, XP_017795075.1	XP_031840950.1
OG0003905	XP_017795535.1	XP_031829127.1
OG0003906	XP_017798192.1	XP_031829290.1
OG0003908	XP_017789107.1	XP_031838668.1
OG0003909	XP_017798003.1	XP_031846353.1
OG0003910	XP_017792577.1	XP_031834915.1
OG0003911	XP_017798545.1	XP_031845935.1, XP_031845936.1
OG0003912	XP_017787459.1	XP_031829689.1
OG0003913	XP_017790669.1	XP_031847955.1
OG0003914	XP_017787920.1	XP_031840322.1, XP_031840321.1, XP_031840323.1
OG0003915	XP_017795657.1	XP_031826614.1
OG0003916	XP_017794563.1	XP_031837428.1
OG0003917	XP_017790152.1	XP_031828774.1
OG0003918	XP_017789051.1	XP_031849100.1
OG0003919	XP_017791666.1	XP_031835884.1
OG0003920	XP_017791443.1	XP_031829190.1
OG0003921	XP_017797196.1	XP_031845320.1
OG0003922	XP_017794815.1	XP_031826631.1, XP_031826622.1, XP_031826612.1
OG0003923	XP_017797915.1	XP_031839810.1
OG0003924	XP_017795517.1	XP_031841751.1
OG0003925	XP_017788524.1	XP_031837874.1
OG0003926	XP_017792436.1	XP_031827427.1
OG0003927	XP_017795773.1	XP_031836022.1
OG0003928	XP_017795385.1	XP_031831557.1, XP_031831556.1
OG0003929	XP_017797396.1	XP_031844081.1
OG0003930	XP_017793881.1	XP_031830962.1
OG0003931	XP_017789129.1	XP_031838854.1
OG0003932	XP_017795132.1	XP_031839254.1, XP_031839264.1
OG0003933	XP_017797499.1	XP_031840199.1, XP_031840200.1, XP_031840198.1
OG0003934	XP_017793251.1	XP_031847479.1
OG0003935	XP_017790351.1	XP_031835899.1
OG0003936	XP_017789793.1	XP_031831693.1
OG0003938	XP_017792608.1	XP_031841721.1
OG0003939	XP_017796942.1	XP_031833272.1
OG0003940	XP_017787591.1	XP_031842627.1
OG0003941	XP_017796607.1	XP_031842486.1, XP_031842485.1, XP_031842487.1
OG0003942	XP_017796398.1	XP_031839723.1
OG0003943	XP_017792141.1	XP_031825416.1, XP_031825418.1
OG0003944	XP_017792080.1	XP_031828255.1
OG0003945	XP_017789622.1	XP_031833294.1
OG0003946	XP_017794638.1	XP_031835002.1, XP_031835003.1
OG0003947	XP_017789937.1	XP_031846971.1
OG0003948	XP_017793234.1	XP_031843948.1
OG0003950	XP_017789551.1	XP_031829425.1
OG0003951	XP_017787442.1	XP_031829940.1
OG0003952	XP_017793307.1	XP_031828861.1
OG0003953	XP_017797983.1	XP_031834037.1
OG0003954	XP_017790320.1	XP_031831755.1
OG0003955	XP_017795053.1	XP_031843492.1
OG0003956	XP_017797179.1	XP_031845387.1
OG0003957	XP_017788777.1	XP_031835970.1
OG0003958	XP_017796650.1	XP_031847532.1
OG0003959	XP_017792028.1	XP_031840637.1
OG0003960	XP_017795057.1	XP_031831389.1
OG0003961	XP_017791138.1	XP_031830352.1
OG0003962	XP_017790501.1	XP_031839594.1, XP_031839593.1
OG0003963	XP_017790658.1	XP_031835865.1
OG0003964	XP_017791467.1	XP_031835915.1
OG0003965	XP_017794243.1	XP_031828321.1
OG0003966	XP_017794854.1	XP_031826856.1
OG0003967	XP_017788683.1	XP_031828590.1
OG0003968	XP_017790794.1	XP_031831420.1, XP_031831419.1
OG0003969	XP_017796360.1	XP_031840909.1
OG0003970	XP_017795207.1	XP_031831835.1
OG0003971	XP_017788859.1	XP_031827693.1
OG0003972	XP_017790701.1	XP_031831359.1
OG0003973	XP_017790383.1	XP_031834059.1
OG0003974	XP_017797548.1	XP_031829050.1
OG0003975	XP_017789658.1	XP_031828857.1
OG0003976	XP_017788647.1	XP_031833374.1
OG0003977	XP_017790532.1	XP_031839879.1
OG0003978	XP_017791389.1	XP_031845698.1, XP_031845688.1
OG0003979	XP_017790635.1	XP_031838006.1, XP_031838004.1
OG0003980	XP_017793013.1	XP_031835453.1, XP_031835454.1
OG0003981	XP_017796628.1	XP_031847431.1
OG0003982	XP_017790273.1	XP_031838490.1
OG0003983	XP_017791651.1	XP_031825980.1
OG0003984	XP_017792742.1	XP_031847226.1
OG0003985	XP_017791619.1	XP_031829414.1
OG0003986	XP_017790934.1	XP_031845970.1
OG0003987	XP_017788315.1	XP_031837431.1
OG0003988	XP_017795998.1	XP_031825317.1, XP_031825323.1
OG0003989	XP_017791304.1	XP_031836291.1
OG0003990	XP_017796842.1	XP_031834385.1
OG0003991	XP_017789766.1	XP_031850030.1
OG0003992	XP_017798023.1	XP_031829795.1
OG0003994	XP_017796126.1	XP_031828499.1
OG0003995	XP_017789448.1	XP_031844333.1
OG0003996	XP_017790659.1	XP_031833780.1
OG0003997	XP_017792008.1	XP_031846794.1
OG0003998	XP_017797908.1	XP_031837050.1
OG0003999	XP_017791327.1	XP_031837728.1
OG0004000	XP_017788398.1	XP_031833510.1
OG0004001	XP_017791173.1	XP_031830611.1
OG0004002	XP_017789711.1	XP_031825949.1
OG0004003	XP_017789312.1	XP_031849632.1
OG0004004	XP_017790549.1	XP_031834857.1
OG0004005	XP_017792594.1, XP_017792593.1	XP_031841729.1
OG0004006	XP_017788949.1, XP_017788734.1	XP_031836005.1
OG0004008	XP_017787360.1	XP_031843500.1, XP_031843499.1
OG0004009	XP_017787838.1	XP_031847365.1
OG0004010	XP_017792931.1	XP_031847481.1
OG0004011	XP_017791895.1	XP_031829008.1, XP_031829007.1
OG0004012	XP_017798937.1	XP_031839094.1
OG0004013	XP_017787781.1	XP_031826476.1
OG0004014	XP_017787526.1	XP_031843512.1
OG0004015	XP_017792666.1	XP_031844892.1
OG0004016	XP_017793296.1	XP_031828955.1
OG0004017	XP_017794723.1	XP_031837289.1
OG0004018	XP_017793375.1	XP_031835588.1
OG0004019	XP_017795567.1	XP_031831485.1
OG0004020	XP_017794385.1	XP_031839538.1
OG0004021	XP_017790907.1	XP_031837350.1, XP_031837340.1
OG0004022	XP_017791746.1	XP_031840750.1
OG0004023	XP_017794621.1	XP_031848115.1
OG0004024	XP_017787870.1	XP_031825975.1, XP_031825969.1
OG0004025	XP_017798450.1	XP_031843394.1, XP_031843395.1
OG0004026	XP_017793780.1	XP_031831292.1
OG0004027	XP_017796859.1	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1
OG0004028	XP_017789939.1	XP_031841262.1, XP_031841261.1
OG0004029	XP_017792769.1	XP_031826772.1
OG0004030	XP_017797728.1	XP_031832701.1
OG0004031	XP_017795977.1	XP_031835672.1
OG0004032	XP_017799055.1	XP_031839402.1
OG0004033	XP_017789365.1	XP_031849478.1
OG0004034	XP_017797790.1	XP_031829649.1
OG0004035	XP_017794009.1, XP_017794008.1, XP_017794005.1, XP_017794007.1, XP_017794010.1	XP_031829871.1
OG0004036	XP_017790559.1	XP_031844944.1
OG0004037	XP_017791010.1	XP_031849138.1, XP_031849145.1
OG0004038	XP_017791257.1, XP_017791256.1	XP_031846457.1
OG0004040	XP_017787723.1	XP_031836756.1
OG0004041	XP_017797680.1	XP_031833112.1, XP_031833111.1, XP_031833110.1
OG0004042	XP_017797986.1	XP_031846521.1
OG0004043	XP_017790582.1	XP_031834119.1
OG0004044	XP_017797215.1	XP_031845436.1
OG0004045	XP_017787357.1	XP_031825763.1
OG0004046	XP_017789021.1	XP_031838752.1
OG0004048	XP_017789695.1	XP_031846986.1
OG0004049	XP_017788051.1	XP_031840936.1
OG0004051	XP_017798241.1	XP_031845253.1
OG0004052	XP_017796666.1	XP_031847498.1, XP_031847499.1
OG0004053	XP_017792574.1	XP_031834647.1
OG0004054	XP_017794880.1	XP_031826861.1
OG0004055	XP_017789537.1	XP_031825842.1
OG0004056	XP_017790728.1	XP_031825600.1
OG0004058	XP_017796653.1	XP_031847304.1
OG0004059	XP_017794559.1	XP_031827314.1, XP_031827316.1, XP_031827315.1
OG0004060	XP_017791932.1	XP_031833705.1
OG0004061	XP_017795766.1	XP_031847982.1
OG0004062	XP_017794127.1	XP_031840007.1
OG0004063	XP_017788374.1	XP_031840645.1
OG0004064	XP_017790498.1	XP_031841865.1
OG0004065	XP_017793919.1	XP_031831118.1
OG0004066	XP_017788888.1	XP_031835983.1
OG0004067	XP_017796967.1	XP_031834342.1
OG0004068	XP_017793000.1	XP_031835544.1
OG0004069	XP_017792780.1	XP_031846351.1
OG0004070	XP_017792645.1	XP_031844908.1
OG0004071	XP_017797701.1	XP_031837245.1
OG0004072	XP_017797816.1	XP_031832907.1
OG0004073	XP_017798270.1	XP_031845410.1
OG0004074	XP_017788336.1	XP_031837469.1
OG0004075	XP_017798784.1	XP_031832804.1
OG0004076	XP_017793456.1	XP_031849280.1
OG0004077	XP_017793525.1	XP_031842873.1
OG0004078	XP_017794813.1	XP_031825371.1
OG0004079	XP_017790442.1	XP_031841803.1
OG0004080	XP_017788410.1	XP_031839613.1, XP_031839614.1
OG0004081	XP_017793387.1	XP_031850168.1
OG0004082	XP_017794986.1	XP_031841583.1
OG0004083	XP_017797784.1	XP_031836805.1
OG0004084	XP_017795893.1	XP_031843205.1, XP_031843204.1
OG0004085	XP_017793958.1	XP_031843792.1
OG0004086	XP_017796600.1	XP_031842579.1
OG0004087	XP_017790703.1	XP_031825479.1
OG0004088	XP_017796853.1	XP_031850431.1, XP_031850429.1
OG0004090	XP_017789932.1	XP_031846989.1
OG0004091	XP_017797831.1, XP_017797832.1	XP_031837038.1
OG0004092	XP_017798710.1	XP_031829570.1
OG0004093	XP_017792992.1	XP_031835692.1
OG0004094	XP_017794240.1	XP_031828084.1
OG0004095	XP_017799180.1	XP_031839210.1
OG0004096	XP_017794472.1	XP_031834686.1
OG0004097	XP_017792361.1	XP_031826465.1
OG0004098	XP_017798143.1	XP_031842233.1, XP_031842232.1
OG0004099	XP_017797181.1	XP_031845477.1, XP_031845476.1
OG0004100	XP_017792843.1	XP_031850080.1
OG0004101	XP_017793188.1	XP_031843438.1
OG0004102	XP_017791743.1	XP_031844595.1
OG0004103	XP_017794097.1	XP_031830127.1
OG0004104	XP_017797516.1	XP_031840128.1
OG0004105	XP_017792783.1	XP_031850462.1
OG0004106	XP_017790367.1	XP_031836716.1
OG0004107	XP_017799242.1	XP_031832445.1, XP_031832444.1, XP_031832443.1
OG0004108	XP_017791761.1	XP_031835067.1
OG0004110	XP_017793593.1	XP_031831226.1
OG0004111	XP_017797512.1, XP_017797513.1, XP_017797514.1	XP_031838651.1
OG0004112	XP_017790242.1	XP_031829037.1
OG0004113	XP_017796552.1	XP_031833524.1
OG0004114	XP_017793906.1	XP_031825864.1
OG0004116	XP_017797700.1	XP_031837378.1, XP_031837377.1
OG0004117	XP_017797604.1	XP_031839020.1
OG0004119	XP_017790395.1	XP_031834044.1
OG0004120	XP_017793682.1	XP_031833681.1
OG0004123	XP_017794539.1	XP_031827341.1
OG0004124	XP_017794308.1	XP_031848972.1
OG0004125	XP_017790326.1	XP_031831838.1
OG0004126	XP_017797151.1, XP_017798536.1	XP_031837070.1
OG0004128	XP_017790508.1	XP_031833993.1
OG0004129	XP_017794034.1	XP_031830559.1
OG0004131	XP_017787362.1	XP_031837947.1
OG0004132	XP_017793645.1	XP_031838430.1
OG0004133	XP_017795580.1	XP_031849903.1
OG0004134	XP_017797526.1	XP_031840208.1
OG0004135	XP_017792053.1	XP_031828269.1, XP_031828263.1
OG0004136	XP_017787605.1	XP_031828165.1
OG0004137	XP_017791865.1	XP_031842540.1
OG0004138	XP_017794202.1	XP_031840347.1
OG0004139	XP_017797800.1	XP_031845959.1
OG0004140	XP_017799280.1	XP_031847146.1, XP_031847147.1
OG0004141	XP_017794885.1	XP_031826851.1
OG0004142	XP_017796537.1	XP_031833453.1
OG0004143	XP_017789290.1	XP_031845492.1, XP_031845491.1
OG0004144	XP_017797172.1	XP_031845326.1
OG0004145	XP_017790707.1	XP_031833754.1
OG0004146	XP_017791610.1	XP_031830763.1
OG0004147	XP_017797933.1	XP_031841972.1
OG0004148	XP_017792970.1	XP_031835642.1
OG0004149	XP_017789538.1	XP_031825844.1
OG0004150	XP_017789576.1	XP_031843386.1
OG0004151	XP_017790228.1	XP_031825951.1
OG0004153	XP_017790645.1	XP_031831695.1
OG0004154	XP_017796423.1	XP_031839758.1, XP_031839762.1, XP_031839759.1
OG0004155	XP_017788557.1	XP_031838404.1
OG0004156	XP_017795889.1, XP_017795888.1	XP_031843244.1
OG0004157	XP_017789302.1	XP_031844204.1, XP_031844206.1, XP_031844207.1
OG0004158	XP_017789961.1	XP_031845479.1
OG0004159	XP_017795400.1	XP_031839324.1, XP_031839276.1
OG0004160	XP_017789542.1	XP_031843796.1
OG0004162	XP_017790237.1	XP_031828335.1
OG0004163	XP_017796392.1	XP_031839821.1
OG0004164	XP_017792518.1	XP_031831823.1
OG0004165	XP_017789317.1, XP_017789316.1	XP_031849563.1
OG0004166	XP_017789510.1	XP_031840661.1, XP_031840664.1
OG0004167	XP_017797865.1	XP_031833836.1
OG0004168	XP_017788879.1	XP_031840904.1
OG0004169	XP_017789121.1	XP_031838644.1
OG0004170	XP_017790014.1	XP_031848998.1
OG0004171	XP_017789346.1	XP_031844331.1, XP_031844332.1
OG0004172	XP_017796025.1	XP_031831783.1
OG0004173	XP_017787792.1	XP_031826653.1
OG0004174	XP_017788547.1	XP_031837888.1
OG0004175	XP_017787882.1	XP_031836284.1
OG0004176	XP_017790830.1	XP_031831339.1
OG0004177	XP_017789450.1	XP_031840812.1
OG0004178	XP_017790306.1	XP_031835809.1
OG0004179	XP_017794720.1	XP_031837904.1, XP_031837919.1, XP_031837912.1
OG0004180	XP_017795978.1	XP_031846319.1
OG0004181	XP_017795258.1	XP_031850390.1
OG0004182	XP_017792882.1	XP_031849791.1
OG0004183	XP_017792318.1	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1
OG0004184	XP_017792928.1	XP_031847500.1
OG0004185	XP_017791438.1	XP_031837735.1
OG0004186	XP_017799032.1	XP_031839140.1
OG0004187	XP_017798280.1	XP_031845406.1
OG0004188	XP_017789174.1	XP_031848204.1
OG0004190	XP_017787494.1	XP_031830267.1, XP_031830265.1
OG0004191	XP_017795439.1	XP_031830399.1
OG0004192	XP_017788714.1	XP_031844438.1, XP_031844440.1, XP_031844441.1
OG0004193	XP_017795960.1	XP_031848682.1
OG0004194	XP_017788119.1	XP_031839609.1, XP_031839608.1
OG0004195	XP_017796147.1	XP_031840883.1
OG0004196	XP_017793260.1	XP_031843587.1
OG0004197	XP_017791261.1	XP_031835278.1
OG0004198	XP_017787648.1, XP_017787647.1	XP_031844019.1, XP_031844018.1
OG0004199	XP_017790060.1	XP_031845759.1, XP_031845760.1
OG0004201	XP_017791626.1	XP_031847818.1
OG0004202	XP_017792350.1	XP_031828289.1
OG0004203	XP_017795413.1	XP_031831146.1
OG0004204	XP_017787372.1	XP_031844024.1
OG0004205	XP_017799600.1	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1
OG0004206	XP_017788954.1	XP_031832334.1
OG0004207	XP_017796098.1	XP_031845093.1
OG0004209	XP_017798977.1	XP_031847366.1
OG0004211	XP_017795120.1	XP_031843229.1
OG0004212	XP_017792104.1	XP_031830793.1
OG0004213	XP_017790817.1	XP_031825489.1
