Orthogroup	Habropoda_laboriosa	Tribolium_castaneum
OG0004586	XP_017791601.1	XP_008191139.1
OG0004587	XP_017789628.1, XP_017789630.1	XP_967043.1, XP_976065.1
OG0004588	XP_017794452.1	XP_967472.1
OG0004589	XP_017790782.1	XP_015836849.1
OG0004590	XP_017796473.1	XP_015834749.1
OG0004591	XP_017795353.1	XP_974397.2
OG0004592	XP_017799405.1	XP_015839668.1
OG0004593	XP_017792337.1	XP_001811057.1
OG0004594	XP_017795293.1	XP_969067.1
OG0004595	XP_017790335.1	XP_008196620.1
OG0004596	XP_017787540.1	XP_972191.1
OG0004597	XP_017792854.1	XP_974793.1
OG0004598	XP_017787527.1	XP_972549.2
OG0004599	XP_017799466.1	NP_001096055.1
OG0004600	XP_017794352.1	XP_015837407.1
OG0004601	XP_017789436.1	XP_968373.1
OG0004602	XP_017789458.1	XP_972953.1
OG0004603	XP_017788935.1	XP_008199077.1
OG0004604	XP_017788635.1	XP_970329.1
OG0004605	XP_017789275.1	XP_967701.1
OG0004606	XP_017793043.1	XP_015838055.1
OG0004607	XP_017791554.1	XP_001809949.1, XP_008196929.1
OG0004608	XP_017795965.1	XP_967795.1
OG0004609	XP_017789240.1	XP_008200198.1
OG0004610	XP_017795747.1	XP_008191579.1
OG0004611	XP_017795670.1	XP_008201393.1, XP_001816040.2
OG0004612	XP_017795625.1	XP_970932.1
OG0004613	XP_017794209.1	XP_972782.1
OG0004614	XP_017796153.1	NP_001164247.1
OG0004615	XP_017792404.1	XP_970821.2
OG0004616	XP_017796869.1, XP_017796871.1	XP_008191928.1
OG0004617	XP_017792744.1	XP_970927.1, XP_008196487.1
OG0004618	XP_017799093.1	XP_969029.3
OG0004619	XP_017791231.1	XP_969834.1
OG0004620	XP_017788595.1	XP_968306.2
OG0004621	XP_017798213.1	XP_969038.3
OG0004622	XP_017792519.1	XP_976419.1
OG0004623	XP_017789094.1	XP_008201104.1
OG0004624	XP_017793095.1	XP_975041.1
OG0004625	XP_017796477.1	XP_008201004.2
OG0004626	XP_017797912.1	XP_008192253.1
OG0004627	XP_017789541.1	XP_966974.1
OG0004628	XP_017795735.1	XP_970761.1
OG0004629	XP_017788856.1	XP_973669.1
OG0004630	XP_017790174.1	XP_008197176.1
OG0004631	XP_017798499.1	XP_008191971.1
OG0004632	XP_017792358.1	XP_015837611.1
OG0004633	XP_017797935.1	XP_969967.1
OG0004634	XP_017793077.1	XP_008192347.1
OG0004635	XP_017789812.1	XP_968007.2
OG0004636	XP_017797165.1	XP_970426.1
OG0004637	XP_017793732.1, XP_017787721.1	XP_015834061.1
OG0004639	XP_017796390.1	XP_975277.1
OG0004640	XP_017795259.1	XP_008194883.1
OG0004641	XP_017791212.1	XP_970985.1
OG0004642	XP_017798902.1, XP_017794419.1	XP_008199537.1
OG0004643	XP_017796267.1	XP_008201026.1
OG0004644	XP_017796291.1	XP_973387.1
OG0004645	XP_017794540.1	XP_015837105.1
OG0004646	XP_017791374.1	XP_971306.1
OG0004647	XP_017794770.1	XP_974800.1
OG0004648	XP_017797326.1	XP_015834078.1
OG0004649	XP_017790737.1	XP_008190892.1
OG0004650	XP_017797305.1	XP_972526.2
OG0004651	XP_017791939.1	XP_015837293.1
OG0004652	XP_017788027.1	XP_008194274.1
OG0004653	XP_017798024.1	XP_008198265.1
OG0004654	XP_017796639.1	XP_971898.1
OG0004655	XP_017793376.1	XP_015838399.1
OG0004656	XP_017791050.1	XP_015840067.1
OG0004657	XP_017793605.1, XP_017793606.1	XP_008196324.1
OG0004658	XP_017788256.1	XP_015833404.1
OG0004659	XP_017794538.1	XP_008193793.1, XP_008193792.1
OG0004660	XP_017787801.1	XP_967163.1, XP_008196887.1
OG0004661	XP_017795649.1	XP_008190992.1
OG0004662	XP_017795034.1	XP_008195589.2
OG0004663	XP_017791812.1	XP_008194306.1
OG0004664	XP_017792797.1	XP_015833246.1, NP_001280493.1
OG0004665	XP_017798709.1	XP_008194796.1, XP_971403.3
OG0004666	XP_017791656.1	XP_015833520.1
OG0004667	XP_017791505.1	XP_008198552.1
OG0004668	XP_017796888.1	XP_008201354.1
OG0004669	XP_017795415.1	XP_975792.1
OG0004670	XP_017795169.1	XP_974004.1
OG0004671	XP_017798994.1	XP_008197386.1, XP_975591.1
OG0004673	XP_017795768.1	XP_008194645.1
OG0004674	XP_017795122.1	XP_008201295.1
OG0004676	XP_017787546.1	XP_966825.1, XP_008201674.1
OG0004677	XP_017788219.1	XP_967250.1
OG0004678	XP_017795055.1	XP_973511.1
OG0004679	XP_017795144.1	XP_008196689.2, XP_008196688.2
OG0004680	XP_017793319.1	XP_970818.1
OG0004681	XP_017796887.1	XP_975668.1
OG0004682	XP_017796187.1	XP_974000.1
OG0004683	XP_017796066.1	XP_966926.1
OG0004684	XP_017789543.1	XP_015836848.1
OG0004685	XP_017787483.1	XP_969282.1
OG0004686	XP_017788591.1	XP_973628.2
OG0004687	XP_017797626.1	XP_969201.1
OG0004688	XP_017796743.1	XP_008199565.1
OG0004689	XP_017790931.1	NP_001164134.1
OG0004690	XP_017798282.1	XP_008200625.1
OG0004691	XP_017798540.1	XP_008194984.1
OG0004692	XP_017798705.1, XP_017798946.1	XP_966819.1
OG0004693	XP_017799265.1	XP_975006.1
OG0004694	XP_017799550.1	XP_015840940.1
OG0004695	XP_017792651.1	XP_969902.1
OG0004696	XP_017797375.1	XP_008193858.1
OG0004698	XP_017794576.1	XP_008199055.1
OG0004699	XP_017791826.1	XP_015835523.1
OG0004700	XP_017788650.1	XP_973680.3
OG0004701	XP_017789990.1	XP_971673.1
OG0004702	XP_017796576.1	XP_974709.1
OG0004705	XP_017797432.1	XP_968950.1
OG0004706	XP_017792547.1	XP_972871.1
OG0004707	XP_017792163.1	XP_972710.1
OG0004708	XP_017790828.1	XP_015833601.1, XP_008195994.2
OG0004711	XP_017792715.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_017790974.1	XP_008196506.1
OG0004713	XP_017793451.1	XP_968908.2
OG0004715	XP_017799247.1	XP_008199648.1
OG0004716	XP_017790771.1	XP_973437.1
OG0004717	XP_017796772.1	XP_968340.1
OG0004718	XP_017794802.1	XP_008194638.1
OG0004719	XP_017789252.1	XP_008198211.1
OG0004720	XP_017796268.1	XP_008201220.1
OG0004721	XP_017793418.1, XP_017793417.1	XP_008199813.2
OG0004722	XP_017795954.1	XP_974471.1
OG0004723	XP_017789390.1	XP_008201625.1
OG0004724	XP_017798829.1	XP_001811736.2
OG0004725	XP_017793963.1, XP_017793962.1, XP_017793856.1	XP_008190595.1, XP_015832960.1
OG0004726	XP_017797608.1	XP_974492.1
OG0004727	XP_017791137.1	XP_008199606.1
OG0004728	XP_017794946.1	XP_969105.1
OG0004729	XP_017795513.1	XP_971165.2
OG0004730	XP_017797718.1	XP_015838367.1
OG0004731	XP_017796051.1	XP_972904.1
OG0004732	XP_017791858.1	XP_015834292.1
OG0004733	XP_017793617.1	XP_971407.1
OG0004735	XP_017788803.1	XP_973304.1
OG0004736	XP_017796155.1	NP_001161228.1
OG0004737	XP_017792349.1	XP_008194491.1
OG0004738	XP_017788063.1	XP_015838212.1
OG0004739	XP_017790382.1	XP_008195182.1
OG0004740	XP_017787916.1	XP_970262.1
OG0004741	XP_017798365.1	XP_008192139.1
OG0004742	XP_017794430.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_017788132.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_017793824.1	XP_969307.1
OG0004745	XP_017796125.1	XP_001814851.2
OG0004746	XP_017793575.1	XP_008197055.2
OG0004747	XP_017798504.1	XP_015837260.1
OG0004748	XP_017797751.1	XP_015835829.1, XP_015835828.1
OG0004749	XP_017797818.1	XP_015837999.1, XP_008196621.1
OG0004750	XP_017794488.1	XP_972823.3
OG0004751	XP_017788494.1	XP_970398.1
OG0004752	XP_017798938.1	XP_975461.1
OG0004753	XP_017787473.1	XP_973851.1, XP_015835834.1
OG0004754	XP_017796308.1	XP_973319.1
OG0004755	XP_017799020.1	XP_967374.1
OG0004756	XP_017794458.1	XP_969608.1
OG0004757	XP_017788569.1	XP_969240.1
OG0004758	XP_017794940.1	XP_970109.1
OG0004760	XP_017794347.1	XP_972604.2, XP_008199576.1
OG0004761	XP_017795110.1	XP_008194983.1
OG0004762	XP_017791234.1	XP_015834498.1
OG0004763	XP_017789954.1	XP_975243.2
OG0004764	XP_017796134.1	XP_969639.1
OG0004765	XP_017787487.1	XP_008194223.1
OG0004766	XP_017789774.1	XP_008195783.1
OG0004767	XP_017788372.1	XP_968281.1
OG0004768	XP_017796301.1	XP_015838647.1
OG0004769	XP_017789443.1	XP_008201319.1
OG0004770	XP_017792523.1	XP_008190552.1, XP_008190553.1
OG0004771	XP_017796520.1	XP_969760.1
OG0004772	XP_017790162.1	XP_008193694.1
OG0004773	XP_017798427.1	XP_008201029.1
OG0004774	XP_017796747.1	XP_972452.1
OG0004775	XP_017797155.1	NP_001153710.1
OG0004776	XP_017795751.1	XP_008191758.1
OG0004777	XP_017798055.1	XP_008199560.1
OG0004778	XP_017796530.1	XP_015834771.1
OG0004779	XP_017794153.1	XP_970366.3
OG0004780	XP_017792439.1	XP_015837773.1
OG0004781	XP_017799576.1	XP_008191257.1
OG0004782	XP_017798734.1	XP_008194744.1
OG0004783	XP_017795185.1	XP_008190419.1
OG0004784	XP_017796754.1	XP_008199534.1
OG0004785	XP_017797350.1	XP_008193506.1, XP_008193507.1
OG0004786	XP_017789137.1	XP_975202.1, XP_008191921.1
OG0004787	XP_017795107.1	XP_008196774.1
OG0004788	XP_017791800.1	XP_966752.2
OG0004789	XP_017797892.1	XP_015836501.1
OG0004790	XP_017790475.1	XP_008193417.2
OG0004791	XP_017795891.1	XP_973245.1
OG0004792	XP_017795475.1	XP_970648.1
OG0004794	XP_017796548.1	XP_008200245.1
OG0004795	XP_017794101.1	XP_015839842.1
OG0004796	XP_017793152.1	XP_008193397.1
OG0004797	XP_017790064.1	XP_966386.1
OG0004799	XP_017795801.1	XP_966978.1
OG0004800	XP_017790918.1	XP_001811587.1, XP_015838699.1, XP_966343.1
OG0004801	XP_017790050.1	XP_967941.2
OG0004802	XP_017796010.1, XP_017792609.1	XP_008194982.2
OG0004803	XP_017787638.1	XP_015835931.1
OG0004804	XP_017791667.1	XP_008200086.1
OG0004805	XP_017794218.1	XP_015833562.1
OG0004806	XP_017787361.1	XP_008192696.1
OG0004807	XP_017791369.1	XP_008198181.1, XP_967687.1, XP_008190455.1, XP_015839065.1
OG0004808	XP_017792554.1	XP_975183.2
OG0004809	XP_017792887.1	XP_008194409.1
OG0004810	XP_017798743.1	XP_015837392.1
OG0004811	XP_017788836.1	XP_015838240.1
OG0004812	XP_017791745.1	XP_008197008.1, XP_015838325.1
OG0004813	XP_017797182.1	XP_966461.1
OG0004814	XP_017799156.1	XP_015840526.1
OG0004815	XP_017791096.1	XP_008193265.1
OG0004817	XP_017793711.1	XP_015836999.1
OG0004818	XP_017794903.1	XP_015837346.1
OG0004819	XP_017791792.1	NP_001164147.1, XP_008200861.1
OG0004820	XP_017788528.1	XP_967802.1
OG0004822	XP_017793051.1	XP_008197930.1, NP_001164116.1, XP_973679.2
OG0004823	XP_017788262.1	XP_008192546.1
OG0004824	XP_017796429.1	XP_008193421.1, XP_008193423.1
OG0004825	XP_017799285.1	XP_008191884.2
OG0004826	XP_017793468.1	XP_973107.1
OG0004827	XP_017792210.1, XP_017792211.1	XP_008194074.1
OG0004828	XP_017791950.1	XP_015836056.1
OG0004829	XP_017795412.1	XP_972704.1
OG0004830	XP_017789966.1	XP_015836529.1
OG0004831	XP_017791879.1	XP_008201566.1
OG0004832	XP_017791435.1	XP_008195746.1
OG0004833	XP_017792430.1	XP_008198150.1
OG0004835	XP_017787530.1	XP_008193665.1
OG0004836	XP_017790729.1	XP_008191141.1
OG0004837	XP_017798851.1	XP_008192953.1
OG0004838	XP_017791695.1	XP_001814936.2
OG0004839	XP_017797277.1	XP_008198778.1
OG0004840	XP_017791315.1	XP_973094.1, XP_015839245.1
OG0004841	XP_017793303.1	XP_008197286.1
OG0004842	XP_017796152.1	XP_015839035.1, XP_008198101.1, XP_008198103.1
OG0004843	XP_017794226.1	XP_970300.1
OG0004844	XP_017793321.1	XP_008197881.1
OG0004845	XP_017792723.1	XP_969831.1
OG0004846	XP_017793515.1	XP_015840976.1
OG0004847	XP_017790221.1, XP_017790217.1	XP_015833064.1, XP_972006.3
OG0004849	XP_017797063.1	XP_015836705.1, XP_015836704.1
OG0004851	XP_017792052.1	XP_015833504.1
OG0004852	XP_017795665.1	XP_969996.1
OG0004853	XP_017792091.1	XP_008191373.1
OG0004854	XP_017790877.1	XP_008190620.1
OG0004855	XP_017798112.1	XP_971794.2
OG0004856	XP_017798827.1	XP_974217.2, XP_015840637.1
OG0004857	XP_017791313.1	XP_008192769.1
OG0004858	XP_017793699.1	XP_973439.1
OG0004859	XP_017787827.1, XP_017798966.1	XP_015839170.1
OG0004860	XP_017795129.1	NP_001138950.1, XP_015834291.1
OG0004861	XP_017790407.1	XP_008199023.1
OG0004862	XP_017792151.1	XP_008197573.1
OG0004863	XP_017791712.1	XP_973486.1
OG0004864	XP_017791246.1	XP_974391.1
OG0004865	XP_017797505.1	XP_008196783.1
OG0004866	XP_017789654.1	XP_008200545.1, NP_001103739.1
OG0004867	XP_017788469.1	XP_008196751.1
OG0004868	XP_017794388.1	XP_015835518.1
OG0004869	XP_017789407.1	XP_971260.2
OG0004870	XP_017789618.1	XP_015839501.1, XP_015839478.1, XP_015839498.1
OG0004871	XP_017792932.1	XP_015840718.1
OG0004872	XP_017788581.1	XP_966431.1
OG0004873	XP_017798935.1	XP_015836321.1
OG0004874	XP_017791970.1	XP_015838654.1
OG0004875	XP_017793481.1	XP_008195803.1
OG0004877	XP_017797834.1	XP_972955.1
OG0004878	XP_017789065.1	XP_968050.1
OG0004879	XP_017789376.1	XP_008200799.1
OG0004880	XP_017798867.1	XP_971198.2
OG0004881	XP_017787405.1	XP_008191700.1, XP_008191699.1
OG0004884	XP_017792571.1	NP_001034280.2, XP_015838629.1
OG0004887	XP_017789485.1	XP_008200970.1
OG0004888	XP_017797562.1	XP_008191994.1
OG0004889	XP_017788761.1	XP_015838674.1
OG0004890	XP_017792339.1	XP_967682.1
OG0004891	XP_017790801.1	XP_008193990.1, XP_008193991.1
OG0004892	XP_017790355.1	XP_015833664.1
OG0004894	XP_017788356.1	XP_008191465.1
OG0004897	XP_017791446.1	XP_001811996.1
OG0004899	XP_017798021.1	XP_008193873.1
OG0004900	XP_017792629.1	XP_966944.2, XP_008200412.1, XP_001807669.1
OG0004901	XP_017790731.1	XP_008195345.1, XP_008195344.1
OG0004902	XP_017799129.1	XP_971001.1
OG0004903	XP_017798716.1	XP_008196777.1
OG0004904	XP_017796440.1	XP_015834412.1
OG0004905	XP_017788265.1	XP_966538.2
OG0004906	XP_017795796.1	XP_008201561.1
OG0004907	XP_017792640.1	XP_015834474.1
OG0004908	XP_017793635.1	XP_008196350.1
OG0004909	XP_017793151.1	XP_015837906.1, XP_008196480.1
OG0004910	XP_017794683.1	XP_008201680.1
OG0004911	XP_017787588.1	XP_008194464.1
OG0004912	XP_017797767.1	XP_015835196.1, NP_001034532.1
OG0004913	XP_017787924.1	XP_008191269.1
OG0004914	XP_017797272.1	XP_015834665.1, XP_969323.1
OG0004916	XP_017799113.1	XP_972025.3
OG0004917	XP_017791530.1	XP_015835016.1, XP_972750.1
OG0004918	XP_017788652.1	XP_015837633.1
OG0004919	XP_017794125.1	XP_967715.1
OG0004920	XP_017792168.1	XP_008196321.2
OG0004921	XP_017787969.1	XP_015840710.1, XP_015840709.1
OG0004922	XP_017790122.1	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1
OG0004923	XP_017788542.1	XP_966362.3, XP_008198885.1
OG0004924	XP_017794082.1	XP_015835358.1, XP_971575.1, XP_008193044.1
OG0004925	XP_017791363.1	XP_008191440.1, XP_970860.1
OG0004926	XP_017799200.1	XP_015837005.1
OG0004927	XP_017788718.1	XP_015836930.1
OG0004928	XP_017792184.1	XP_008199898.1
OG0004929	XP_017797781.1	XP_973406.1
OG0004930	XP_017798511.1	XP_972029.1
OG0004931	XP_017798586.1	XP_008190822.1
OG0004932	XP_017793857.1	XP_015833793.1
OG0004934	XP_017788999.1	XP_008195164.2
OG0004936	XP_017797557.1	XP_008197526.1
OG0004937	XP_017799257.1	NP_001164123.1, XP_008197789.1
OG0004938	XP_017790047.1	XP_008200608.1
OG0004939	XP_017789265.1	XP_001816010.2
OG0004940	XP_017795761.1	XP_008196755.1
OG0004941	XP_017796426.1	XP_015833263.1
OG0004942	XP_017793253.1	XP_967087.1
OG0004943	XP_017792470.1	XP_966902.2
OG0004944	XP_017792494.1	XP_008190299.1
OG0004945	XP_017787613.1	XP_008190439.1, XP_971620.2, XP_008190440.1
OG0004946	XP_017798160.1	XP_008201600.1, XP_008201601.1
OG0004947	XP_017796064.1	XP_008200458.1
OG0004949	XP_017798653.1	XP_008194475.1, XP_008194477.1
OG0004950	XP_017796491.1	XP_008193677.1, XP_970287.1, XP_008193689.1, XP_008193686.1
OG0004951	XP_017793552.1	XP_008193897.1
OG0004952	XP_017788649.1	XP_966478.2
OG0004954	XP_017792089.1	XP_001812566.1
OG0004960	XP_017789535.1	XP_008190976.1
OG0004961	XP_017794465.1	XP_015836212.1, XP_008194505.1
OG0004964	XP_017797845.1	XP_008194787.1
OG0004967	XP_017791210.1	XP_008196782.1
OG0004968	XP_017792895.1	XP_008198518.1
OG0004976	XP_017793844.1	XP_970626.1
OG0004977	XP_017794958.1	XP_015836320.1
OG0004978	XP_017787447.1	XP_970150.1
OG0004979	XP_017795884.1	XP_971117.1, XP_966314.3
OG0004980	XP_017795233.1	XP_971032.1
OG0004981	XP_017792057.1	XP_974357.1
OG0004982	XP_017794516.1	XP_975872.1
OG0004983	XP_017798661.1	XP_008194836.1
OG0004984	XP_017796228.1	XP_973514.1
OG0004985	XP_017787381.1	NP_001107650.1, XP_008197630.1
OG0004986	XP_017798043.1	XP_008195624.1
OG0004987	XP_017794501.1	XP_972100.1
OG0004988	XP_017790132.1	XP_008195878.1
OG0004989	XP_017797918.1	XP_973980.1
OG0004990	XP_017791404.1	XP_015835544.1
OG0004991	XP_017788847.1	XP_969319.1
OG0004992	XP_017793250.1	XP_971351.1
OG0004993	XP_017795210.1	XP_970250.1
OG0004994	XP_017791884.1	XP_008194348.1
OG0004995	XP_017799227.1	XP_970778.1
OG0004996	XP_017794990.1	XP_968456.1
OG0004997	XP_017795414.1	XP_967059.1
OG0004998	XP_017790232.1	XP_969719.1
OG0004999	XP_017798721.1	XP_015836360.1
OG0005000	XP_017791109.1	XP_973093.1
OG0005001	XP_017787982.1	XP_971865.1
OG0005002	XP_017790750.1	XP_015836834.1
OG0005003	XP_017797433.1	XP_015835317.1
OG0005004	XP_017789513.1	XP_970313.1
OG0005005	XP_017793807.1	XP_967161.1
OG0005006	XP_017793715.1	XP_974268.1
OG0005007	XP_017792729.1	XP_972333.1
OG0005008	XP_017794361.1	XP_008200600.1, XP_972103.1
OG0005009	XP_017794244.1	XP_008192258.1, XP_966680.1
OG0005010	XP_017795403.1	XP_008192241.1
OG0005011	XP_017790965.1	XP_969208.1
OG0005012	XP_017793078.1	XP_971702.2
OG0005013	XP_017788056.1	XP_969405.2
OG0005014	XP_017793272.1	XP_001814545.1
OG0005015	XP_017788422.1	XP_008192278.1
OG0005016	XP_017787757.1	XP_971598.1
OG0005017	XP_017793352.1, XP_017793351.1	XP_975647.3
OG0005018	XP_017799562.1	XP_970855.1
OG0005019	XP_017790962.1	XP_971220.3
OG0005020	XP_017797759.1	XP_008197370.1
OG0005021	XP_017793341.1	XP_975383.3
OG0005022	XP_017792146.1	XP_969117.2
OG0005023	XP_017788821.1	XP_008195816.1
OG0005024	XP_017796272.1	XP_969842.1
OG0005025	XP_017798177.1	XP_008196400.1
OG0005026	XP_017789421.1	XP_008196610.1, XP_967838.1, XP_967998.1
OG0005027	XP_017799027.1	XP_008196354.1, XP_008196352.1
OG0005028	XP_017794155.1	XP_001810642.1
OG0005030	XP_017798208.1	XP_015835739.1, XP_015835998.1
OG0005031	XP_017795048.1	XP_967283.1
OG0005032	XP_017799563.1	XP_008201355.1
OG0005033	XP_017792077.1	XP_008199779.1
OG0005034	XP_017792830.1	XP_974829.1
OG0005035	XP_017795336.1	XP_968419.1
OG0005036	XP_017792933.1	XP_967697.1
OG0005038	XP_017791536.1	XP_968221.1
OG0005039	XP_017790813.1	XP_969797.1
OG0005040	XP_017789402.1	XP_967390.1
OG0005041	XP_017797775.1	XP_975533.1
OG0005042	XP_017790742.1	XP_967681.1
OG0005043	XP_017787480.1	XP_008201628.1
OG0005044	XP_017792842.1	XP_971003.1
OG0005046	XP_017787411.1	XP_969355.1
OG0005047	XP_017793559.1	XP_970277.2
OG0005048	XP_017791047.1	XP_970680.1
OG0005049	XP_017788016.1	XP_015837814.1, XP_008196199.1
OG0005050	XP_017790503.1	XP_971205.1
OG0005051	XP_017792193.1	XP_971209.1
OG0005053	XP_017788951.1	XP_008196372.1
OG0005054	XP_017790164.1	XP_968949.1
OG0005056	XP_017796873.1	XP_967418.1
OG0005057	XP_017793543.1	XP_967375.1, XP_969190.1
OG0005058	XP_017798226.1	XP_008193760.1
OG0005059	XP_017798559.1	XP_974991.1
OG0005061	XP_017790836.1	XP_008200375.1
OG0005062	XP_017790959.1	XP_975597.1
OG0005063	XP_017791407.1	XP_971281.1
OG0005064	XP_017797321.1	XP_008194436.1
OG0005065	XP_017790485.1	XP_008196363.1
OG0005066	XP_017791061.1	XP_968572.1
OG0005068	XP_017792459.1	XP_008194720.1
OG0005069	XP_017798737.1	XP_001807705.1
OG0005070	XP_017799286.1	XP_008193199.1
OG0005071	XP_017795137.1	XP_001813192.1
OG0005072	XP_017792948.1	XP_008200611.1
OG0005073	XP_017796321.1	XP_967879.1
OG0005074	XP_017795327.1	NP_001073568.1
OG0005075	XP_017795335.1	NP_001073569.1
OG0005076	XP_017791591.1	XP_008191234.1
OG0005077	XP_017797489.1	XP_974905.1
OG0005078	XP_017797937.1	XP_969738.1
OG0005079	XP_017788310.1	XP_975100.1
OG0005080	XP_017792541.1	XP_966634.1
OG0005081	XP_017792885.1	XP_974355.1
OG0005082	XP_017789993.1	XP_969739.1
OG0005083	XP_017787578.1	XP_967781.1
OG0005084	XP_017789481.1	XP_008198812.1
OG0005085	XP_017792223.1	XP_008190498.1
OG0005086	XP_017796167.1	XP_008195014.1
OG0005087	XP_017799598.1	XP_970061.1
OG0005088	XP_017797638.1	XP_008201605.1
OG0005089	XP_017794493.1	XP_008191155.1
OG0005090	XP_017798440.1	XP_973135.2
OG0005091	XP_017798684.1	XP_008194817.1
OG0005092	XP_017796705.1	XP_973529.1
OG0005093	XP_017788694.1	NP_001164229.1
OG0005094	XP_017787837.1	XP_008196865.1
OG0005095	XP_017792073.1	XP_015834250.1
OG0005096	XP_017792741.1	XP_015838175.1
OG0005097	XP_017795760.1	XP_008196754.1
OG0005099	XP_017796007.1	XP_008201136.1
OG0005100	XP_017792581.1	XP_975157.1
OG0005102	XP_017795427.1	XP_973456.3
OG0005103	XP_017793898.1	XP_968333.1
OG0005104	XP_017791398.1	XP_973571.1, XP_015839990.1
OG0005105	XP_017798245.1	XP_971546.2
OG0005106	XP_017798404.1	XP_968166.2
OG0005107	XP_017798996.1	XP_972667.1
OG0005108	XP_017793646.1, XP_017793723.1	XP_974552.1
OG0005109	XP_017794500.1	XP_971321.1
OG0005110	XP_017795481.1	XP_966973.1
OG0005111	XP_017797740.1	XP_970069.1
OG0005112	XP_017792485.1	XP_008193341.1
OG0005114	XP_017791409.1	XP_015833499.1
OG0005116	XP_017792111.1	XP_974018.1
OG0005117	XP_017796140.1	XP_008198416.2
OG0005118	XP_017788424.1	XP_008197442.1
OG0005119	XP_017798363.1	XP_008199676.1
OG0005120	XP_017787535.1	XP_008192929.1
OG0005121	XP_017797205.1	XP_967971.1
OG0005122	XP_017799511.1	XP_967844.1
OG0005123	XP_017796282.1	XP_967622.1
OG0005124	XP_017789389.1	XP_008198550.1
OG0005125	XP_017792454.1	XP_970542.1
OG0005126	XP_017793622.1	XP_975603.1
OG0005127	XP_017796045.1	XP_969127.1
OG0005128	XP_017792654.1	XP_008201558.1
OG0005129	XP_017796875.1	XP_015840244.1
OG0005130	XP_017790120.1	XP_015840521.1
OG0005131	XP_017796690.1	XP_015839257.1
OG0005132	XP_017798681.1	XP_970564.1
OG0005133	XP_017796057.1	XP_008195511.1
OG0005134	XP_017791207.1	XP_015835812.1
OG0005135	XP_017789447.1	XP_015835765.1
OG0005136	XP_017791229.1	XP_001812052.1
OG0005137	XP_017788530.1	XP_015838457.1
OG0005138	XP_017791774.1	XP_971716.1
OG0005139	XP_017793518.1	XP_966879.1
OG0005140	XP_017793466.1	XP_008193390.1
OG0005141	XP_017798690.1	XP_008201090.1
OG0005142	XP_017799303.1	XP_008197819.1
OG0005143	XP_017799028.1	XP_973121.1
OG0005145	XP_017794952.1	XP_975014.1
OG0005146	XP_017792682.1	XP_008196815.1
