Orthogroup	Habropoda_laboriosa	Aedes_aegypti
OG0003270	XP_017790235.1	XP_021704939.1
OG0003271	XP_017798873.1	XP_021710265.1
OG0003272	XP_017791709.1	XP_001653696.1
OG0003273	XP_017795582.1	XP_001653924.1
OG0003274	XP_017791938.1	XP_001658021.2
OG0003275	XP_017788686.1	XP_001657521.1
OG0003276	XP_017788352.1	XP_021697118.1
OG0003277	XP_017795421.1	XP_001661207.1
OG0003279	XP_017792374.1	XP_001661998.1
OG0003280	XP_017793706.1	XP_001658236.2
OG0003281	XP_017788863.1	XP_001658991.1
OG0003282	XP_017793413.1	XP_001649622.2
OG0003284	XP_017794225.1	XP_021696322.1, XP_021696321.1
OG0003285	XP_017794591.1	XP_001659268.1
OG0003286	XP_017789625.1	XP_001660163.1
OG0003288	XP_017790789.1	XP_001649677.1
OG0003289	XP_017799541.1	XP_021700858.1
OG0003290	XP_017797472.1	XP_001654878.1
OG0003291	XP_017788812.1	XP_021701696.1
OG0003292	XP_017788228.1	XP_001656392.1
OG0003293	XP_017790816.1	XP_001658168.2
OG0003294	XP_017788105.1, XP_017788104.1	XP_001648357.1
OG0003295	XP_017792237.1	XP_001650362.2
OG0003296	XP_017789820.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	XP_017792382.1	XP_001653843.1
OG0003298	XP_017795212.1	XP_001655165.1
OG0003299	XP_017798238.1	XP_001654378.1
OG0003300	XP_017798221.1	XP_001653954.1
OG0003301	XP_017793170.1	XP_001657126.1
OG0003302	XP_017798524.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	XP_017791381.1	XP_021710526.1
OG0003305	XP_017787437.1, XP_017787436.1	XP_001649157.2
OG0003306	XP_017795946.1	XP_001652612.1, XP_001652611.1
OG0003307	XP_017789750.1	XP_001663581.2
OG0003308	XP_017794953.1	XP_001653915.2
OG0003309	XP_017794384.1	XP_021712709.1
OG0003310	XP_017799310.1	XP_021707371.1
OG0003311	XP_017796170.1	XP_001653925.1
OG0003313	XP_017788778.1	XP_001653334.1
OG0003314	XP_017795554.1	XP_001654754.1
OG0003316	XP_017793865.1	XP_001654809.1
OG0003317	XP_017796890.1	XP_001654973.1
OG0003318	XP_017797615.1	XP_001657877.2
OG0003319	XP_017789181.1	XP_001651717.1
OG0003320	XP_017789794.1	XP_001660206.1
OG0003321	XP_017789517.1	XP_001660444.2
OG0003322	XP_017787899.1	XP_001652563.1
OG0003323	XP_017793861.1	XP_001663683.2
OG0003324	XP_017791930.1	XP_001660631.2
OG0003325	XP_017790354.1	XP_001658956.1
OG0003327	XP_017788127.1	XP_001661986.1
OG0003328	XP_017791382.1	XP_021704754.1, XP_021704755.1
OG0003329	XP_017791773.1	XP_021705032.1
OG0003330	XP_017794797.1	XP_021706500.1
OG0003331	XP_017797278.1, XP_017797281.1	XP_021701904.1
OG0003332	XP_017790173.1	XP_001660857.1
OG0003333	XP_017794262.1	XP_001653626.2
OG0003334	XP_017789375.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_017787607.1	XP_001650006.1
OG0003336	XP_017790435.1	XP_021712014.1, XP_001655672.2
OG0003337	XP_017791572.1	XP_001649042.2, XP_021712585.1
OG0003339	XP_017790463.1	XP_001652367.1
OG0003340	XP_017793305.1	XP_001650002.2
OG0003341	XP_017789926.1	XP_001657799.1
OG0003342	XP_017798776.1	XP_021710632.1
OG0003343	XP_017796322.1	XP_021712124.1, XP_001657979.2
OG0003345	XP_017790267.1	XP_001649429.1
OG0003346	XP_017792778.1	XP_021694184.1
OG0003347	XP_017797187.1	XP_001656544.2, XP_021711205.1
OG0003348	XP_017795623.1	XP_001650004.2
OG0003349	XP_017794166.1	XP_001657302.2
OG0003350	XP_017790719.1	XP_001655940.2, XP_011493660.2
OG0003351	XP_017791557.1	XP_001659444.2
OG0003352	XP_017798565.1	XP_021697528.1
OG0003353	XP_017790752.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_017795430.1	XP_021709575.1, XP_021709574.1
OG0003355	XP_017797315.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_017798378.1	XP_001648071.1
OG0003357	XP_017796093.1	XP_021693013.1
OG0003358	XP_017789454.1	XP_001652642.1
OG0003360	XP_017788358.1	XP_001648287.1
OG0003361	XP_017793201.1	XP_001650262.2
OG0003362	XP_017790269.1	XP_021693650.1
OG0003363	XP_017794467.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_017790647.1	XP_021694038.1
OG0003365	XP_017788175.1	XP_021701035.1
OG0003366	XP_017799426.1	XP_001659575.2
OG0003367	XP_017791807.1	XP_021710318.1
OG0003368	XP_017797554.1	XP_021704844.1
OG0003369	XP_017790666.1	XP_021700575.1
OG0003370	XP_017796445.1	XP_021705076.1
OG0003371	XP_017788826.1	XP_011493668.1
OG0003372	XP_017791722.1	XP_001656211.1
OG0003373	XP_017787496.1	XP_021713250.1
OG0003374	XP_017788664.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	XP_017791237.1	XP_001655655.1
OG0003376	XP_017788267.1	XP_001661824.1
OG0003377	XP_017791729.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_017794901.1	XP_001659363.2
OG0003379	XP_017788923.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_017794894.1	XP_021696042.1
OG0003381	XP_017790470.1, XP_017790469.1, XP_017790468.1, XP_017790466.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_017795123.1	XP_021706883.1
OG0003383	XP_017797764.1	XP_021697536.1
OG0003384	XP_017788779.1	XP_001650813.1
OG0003385	XP_017798995.1	XP_021700187.1
OG0003386	XP_017798693.1	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_017788270.1	XP_021700800.1
OG0003388	XP_017788920.1	XP_021701053.1, XP_021701054.1
OG0003389	XP_017798907.1	XP_021700040.1, XP_001651259.2
OG0003390	XP_017787539.1	XP_001658447.1
OG0003391	XP_017788533.1	XP_001654317.2, XP_021705665.1
OG0003392	XP_017787419.1	XP_021693393.1
OG0003393	XP_017790319.1	XP_001656145.1
OG0003394	XP_017788364.1	XP_021705938.1, XP_021705930.1
OG0003395	XP_017794780.1	XP_021705169.1, XP_001664040.1
OG0003396	XP_017788846.1	XP_011493008.1
OG0003397	XP_017787659.1	XP_001662676.2
OG0003399	XP_017788667.1	XP_021701868.1
OG0003400	XP_017788236.1	XP_021698320.1
OG0003401	XP_017795827.1, XP_017795825.1, XP_017795826.1	XP_021706701.1
OG0003402	XP_017796766.1	XP_001661872.2
OG0003403	XP_017793033.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_017788489.1	XP_021700429.1
OG0003405	XP_017796485.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_017798057.1	XP_021694133.1
OG0003407	XP_017794674.1	XP_001647891.2
OG0003408	XP_017795262.1	XP_021694851.1
OG0003409	XP_017796899.1	XP_021702362.1
OG0003410	XP_017790895.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_017799169.1	XP_021699680.1
OG0003412	XP_017792326.1	XP_001648070.2
OG0003413	XP_017794464.1	XP_021696036.1, XP_021696037.1
OG0003414	XP_017794924.1	XP_021711683.1
OG0003416	XP_017787999.1	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_017797884.1	XP_001658908.2
OG0003418	XP_017791716.1	XP_021703619.1, XP_021703618.1
OG0003419	XP_017793420.1	XP_001660456.1
OG0003420	XP_017796900.1	XP_021708394.1
OG0003421	XP_017798871.1	XP_001648755.2
OG0003422	XP_017793639.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_017788940.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_017792060.1	XP_001650523.1
OG0003425	XP_017789578.1	XP_001653134.2
OG0003426	XP_017790516.1	XP_021705984.1, XP_021712512.1
OG0003427	XP_017797634.1	XP_001648286.1
OG0003428	XP_017798376.1	XP_001647965.1
OG0003430	XP_017793741.1	XP_021710717.1
OG0003431	XP_017787704.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_017798872.1	XP_021710913.1
OG0003433	XP_017790305.1	XP_021700193.1
OG0003435	XP_017792263.1	XP_021697365.1
OG0003436	XP_017790315.1	XP_021694249.1
OG0003437	XP_017797398.1	XP_001649939.1
OG0003438	XP_017793681.1	XP_021697959.1
OG0003439	XP_017799540.1	XP_021704207.1
OG0003441	XP_017791927.1	XP_021708276.1
OG0003442	XP_017795564.1	XP_021704572.1
OG0003443	XP_017791983.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	XP_017795763.1	XP_001657164.2
OG0003445	XP_017794816.1	XP_001653709.2
OG0003446	XP_017790194.1	XP_001658067.2
OG0003447	XP_017794715.1	XP_001648069.1
OG0003449	XP_017787805.1	XP_021695718.1, XP_021695722.1
OG0003450	XP_017788064.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_017795951.1	XP_021713405.1
OG0003452	XP_017795731.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_017797435.1	XP_001654273.2
OG0003454	XP_017788570.1	XP_001662432.1
OG0003455	XP_017798830.1	XP_001657756.2
OG0003456	XP_017794613.1	XP_001648651.1
OG0003457	XP_017789662.1	XP_001661208.1
OG0003458	XP_017794751.1	XP_001652791.2
OG0003459	XP_017794519.1	XP_001650928.1
OG0003460	XP_017787896.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_017798754.1	XP_021702974.1, XP_021702992.1
OG0003462	XP_017795538.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_017791580.1	XP_001649212.2
OG0003464	XP_017799077.1	XP_001659196.2
OG0003465	XP_017798401.1	XP_001650323.1
OG0003466	XP_017794045.1	XP_001650815.2
OG0003467	XP_017790107.1	XP_001656428.1
OG0003468	XP_017787597.1	XP_021706135.1, XP_021712256.1
OG0003470	XP_017789699.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_017790104.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_017788054.1	XP_021709179.1
OG0003473	XP_017793049.1	XP_001663844.1
OG0003474	XP_017796960.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_017795085.1	XP_001664044.1
OG0003476	XP_017795895.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_017793953.1, XP_017793951.1	XP_011493555.1
OG0003478	XP_017799569.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_017795491.1	XP_021698798.1
OG0003480	XP_017798393.1	XP_001653389.1
OG0003481	XP_017790114.1	XP_021698973.1
OG0003482	XP_017789130.1	XP_021707584.1
OG0003483	XP_017796022.1, XP_017796021.1	XP_001650303.1
OG0003484	XP_017797622.1	XP_001656451.2
OG0003485	XP_017795377.1	XP_021693874.1
OG0003486	XP_017792686.1	XP_001660583.2
OG0003487	XP_017794076.1	XP_021694695.1
OG0003488	XP_017792124.1	XP_021705877.1, XP_001652210.1
OG0003489	XP_017798944.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_017792048.1	XP_001656061.1
OG0003493	XP_017793401.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_017792036.1	XP_001657669.2
OG0003495	XP_017796624.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_017792069.1	XP_021697821.1
OG0003497	XP_017799151.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_017796017.1	XP_001651510.2
OG0003499	XP_017787932.1	XP_021711565.1
OG0003500	XP_017797555.1	XP_021698173.1
OG0003501	XP_017790410.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_017795678.1	XP_001661830.1
OG0003503	XP_017788163.1	XP_021704432.1
OG0003504	XP_017794861.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_017794477.1	XP_001660737.2
OG0003507	XP_017797779.1	XP_001652711.2
OG0003508	XP_017789276.1	XP_021694125.1
OG0003509	XP_017787815.1	XP_021700503.1
OG0003510	XP_017799249.1	XP_021705802.1
OG0003511	XP_017795697.1	XP_021704391.1, XP_021704392.1
OG0003512	XP_017797422.1	XP_021710188.1
OG0003513	XP_017789621.1	XP_021696112.1
OG0003514	XP_017791058.1	XP_021712069.1, XP_001654201.1
OG0003515	XP_017790849.1	XP_021705993.1
OG0003517	XP_017792974.1	XP_001658626.2
OG0003518	XP_017793465.1	XP_001663586.1
OG0003519	XP_017799607.1	XP_021706584.1
OG0003520	XP_017792648.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_017791759.1, XP_017791756.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_017796940.1	XP_001661656.2
OG0003524	XP_017793984.1	XP_001664284.1
OG0003525	XP_017797416.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_017797073.1	XP_021713117.1
OG0003529	XP_017796368.1, XP_017796369.1	XP_001652025.1
OG0003530	XP_017791870.1	XP_001664302.1
OG0003531	XP_017788875.1	XP_001654051.1
OG0003532	XP_017791378.1	XP_021693046.1
OG0003533	XP_017789697.1	XP_001653936.2
OG0003534	XP_017796338.1	XP_021708256.1, XP_021708252.1
OG0003535	XP_017795507.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_017794520.1	XP_021697461.1
OG0003537	XP_017788502.1	XP_021711531.1, XP_021712008.1, XP_021712007.1
OG0003538	XP_017794337.1	XP_001651650.2
OG0003539	XP_017799287.1	XP_021699864.1
OG0003540	XP_017796972.1	XP_001652203.1, XP_001661508.2, XP_001647653.1
OG0003541	XP_017793446.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_017791988.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_017796516.1	XP_001653099.1
OG0003544	XP_017787531.1	XP_001659424.1
OG0003546	XP_017794575.1	XP_001654726.1
OG0003547	XP_017788418.1	XP_021697339.1
OG0003548	XP_017789170.1	XP_021704490.1, XP_001658837.1
OG0003549	XP_017790138.1	XP_001660943.1
OG0003550	XP_017791984.1	XP_001659134.1
OG0003551	XP_017797765.1	XP_021697730.1
OG0003552	XP_017792681.1, XP_017792679.1, XP_017792680.1	XP_021710310.1
OG0003553	XP_017793904.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_017797957.1	XP_001648132.1
OG0003556	XP_017791171.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	XP_017795196.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003560	XP_017796231.1	XP_001650296.2
OG0003561	XP_017798605.1	XP_001659704.1
OG0003562	XP_017798420.1	XP_021695151.1
OG0003563	XP_017788284.1	XP_021695568.1
OG0003564	XP_017788793.1	XP_021702976.1
OG0003565	XP_017787823.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_017797738.1	XP_021695732.1
OG0003567	XP_017788638.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_017793492.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_017793411.1	XP_021694582.1
OG0003570	XP_017798646.1	XP_001654322.2
OG0003571	XP_017799439.1, XP_017799445.1	XP_001656530.1
OG0003572	XP_017794779.1, XP_017794778.1	XP_001662725.1
OG0003573	XP_017797262.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_017790861.1	XP_001655116.1
OG0003575	XP_017787923.1	XP_001661904.1
OG0003576	XP_017792082.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_017792328.1, XP_017792336.1	XP_021700382.1
OG0003578	XP_017796417.1	XP_001653802.1
OG0003579	XP_017794545.1	XP_021706674.1
OG0003580	XP_017799553.1, XP_017799557.1, XP_017799556.1, XP_017799554.1	XP_001653905.2
OG0003581	XP_017796111.1	XP_021696709.1
OG0003582	XP_017797916.1	XP_021705002.1
OG0003583	XP_017796172.1	XP_001657963.1
OG0003584	XP_017794121.1	XP_021704287.1
OG0003585	XP_017791762.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_017797223.1	XP_021697526.1
OG0003587	XP_017788539.1	XP_001654456.2
OG0003588	XP_017796800.1	XP_021710488.1
OG0003589	XP_017797456.1	XP_001647586.2
OG0003591	XP_017796230.1	XP_021703285.1
OG0003592	XP_017787728.1, XP_017787732.1	XP_021699727.1
OG0003593	XP_017789016.1, XP_017789095.1	XP_021704858.1
OG0003596	XP_017790106.1	XP_001656772.1
OG0003597	XP_017796371.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_017795291.1	XP_021707950.1
OG0003599	XP_017791085.1	XP_021703495.1
OG0003600	XP_017797496.1	XP_021705975.1, XP_001658839.2
OG0003601	XP_017792131.1	XP_001651353.1
OG0003602	XP_017789860.1	XP_001661151.2
OG0003603	XP_017793431.1	XP_001647944.1
OG0003604	XP_017792460.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_017787843.1	XP_021699308.1
OG0003606	XP_017795062.1	XP_001661673.2
OG0003607	XP_017794180.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_017798106.1	XP_021700872.1
OG0003609	XP_017789920.1	XP_021704042.1
OG0003610	XP_017788145.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_017793037.1	XP_021706718.1
OG0003612	XP_017796585.1	XP_021699398.1
OG0003613	XP_017789449.1	XP_001656754.1
OG0003614	XP_017788473.1	XP_021703595.1
OG0003615	XP_017790716.1	XP_001651747.1
OG0003616	XP_017789288.1	XP_001661828.1
OG0003617	XP_017792785.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_017789709.1	XP_001662645.1
OG0003619	XP_017792190.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_017796323.1	XP_001656012.2
OG0003621	XP_017797968.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_017792227.1	XP_001652305.2
OG0003624	XP_017798102.1	XP_021701314.1
OG0003625	XP_017795418.1, XP_017794632.1	XP_021708630.1
OG0003626	XP_017796698.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_017799490.1	XP_001664274.1, XP_001664270.2
OG0003628	XP_017793753.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_017791869.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_017787433.1	XP_021706155.1
OG0003631	XP_017796143.1	XP_001653593.1
OG0003632	XP_017799583.1	XP_021705228.1
OG0003634	XP_017792660.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_017789096.1	XP_021703979.1
OG0003636	XP_017788830.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_017790528.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_017789631.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_017792888.1	XP_021708574.1
OG0003640	XP_017793504.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_017793964.1	XP_021694113.1
OG0003642	XP_017793415.1	XP_021713299.1
OG0003644	XP_017798492.1	XP_021696985.1
OG0003645	XP_017788081.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_017798476.1	XP_001659237.1
OG0003647	XP_017789342.1	XP_021704955.1
OG0003648	XP_017788007.1	XP_001651932.2
OG0003649	XP_017794821.1	XP_001652236.1
OG0003650	XP_017788086.1	XP_021700494.1
OG0003653	XP_017789523.1	XP_021704545.1
OG0003654	XP_017798557.1	XP_001649177.2
OG0003655	XP_017788293.1	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1
OG0003656	XP_017795254.1	XP_001649466.1
OG0003657	XP_017794931.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_017791226.1	XP_001652190.1
OG0003660	XP_017791040.1	XP_001654283.2
OG0003661	XP_017797331.1	XP_001654782.2
OG0003662	XP_017789101.1	XP_001657522.1
OG0003663	XP_017787812.1	XP_001658864.2
OG0003664	XP_017797485.1	XP_001659278.2
OG0003665	XP_017789157.1	XP_001659999.1
OG0003666	XP_017797476.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_017795337.1	XP_001660103.3
OG0003668	XP_017793445.1	XP_001660889.2
OG0003669	XP_017788837.1	XP_001661303.2
OG0003670	XP_017789219.1	XP_001661689.1, XP_021711709.1
OG0003671	XP_017788151.1	XP_001662377.1
OG0003672	XP_017793659.1	XP_001662476.2
OG0003673	XP_017798385.1	XP_001662575.2
OG0003674	XP_017792855.1	XP_021693472.1
OG0003675	XP_017789526.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_017793239.1	XP_021693797.1
OG0003677	XP_017793671.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_017793600.1	XP_021695396.1
OG0003679	XP_017795176.1	XP_021695616.1
OG0003680	XP_017795438.1	XP_021695658.1
OG0003681	XP_017798921.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_017795467.1	XP_021699193.1
OG0003683	XP_017796489.1	XP_021699577.1
OG0003684	XP_017797752.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_017797812.1	XP_021704367.1
OG0003686	XP_017789152.1	XP_021704593.1, XP_021712640.1
OG0003687	XP_017799255.1	XP_021704767.1
OG0003688	XP_017791809.1, XP_017791811.1	XP_021704949.1
OG0003690	XP_017793640.1	XP_021705279.1
OG0003691	XP_017790448.1	XP_021707933.1, XP_021707928.1
OG0003692	XP_017798100.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_017798152.1	XP_001662942.1
OG0003710	XP_017788146.1	XP_001655409.1
OG0003711	XP_017794961.1	XP_001662142.2
OG0003712	XP_017789970.1	XP_001655016.1
OG0003713	XP_017789367.1	XP_021711618.1
OG0003714	XP_017790124.1	XP_001653367.1
OG0003715	XP_017788227.1	XP_021696923.1, XP_021696928.1
OG0003716	XP_017788585.1	XP_021709703.1
OG0003717	XP_017792568.1	XP_021698198.1
OG0003719	XP_017789534.1	XP_001657591.2
OG0003720	XP_017788938.1	XP_021694868.1
OG0003721	XP_017791255.1	XP_001657556.2
OG0003722	XP_017797372.1	XP_001657463.1
OG0003723	XP_017788390.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_017791220.1	XP_001662683.1
OG0003726	XP_017795437.1	XP_011493702.1
OG0003727	XP_017788150.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_017791547.1	XP_001662452.2
OG0003730	XP_017791621.1, XP_017791545.1	XP_001649526.2
OG0003731	XP_017788138.1	XP_021695482.1
OG0003732	XP_017790896.1	XP_001658246.1
OG0003733	XP_017790910.1	XP_001661398.1
OG0003734	XP_017798635.1	XP_001652571.1
OG0003735	XP_017796324.1	XP_001648745.1
OG0003736	XP_017789309.1	XP_001655313.1
OG0003737	XP_017792357.1	XP_001659486.1
OG0003738	XP_017790793.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_017793547.1	XP_001657837.1
OG0003740	XP_017794791.1	XP_001659760.2
OG0003741	XP_017795148.1	XP_001661366.1
OG0003742	XP_017798133.1	XP_001663179.2
OG0003743	XP_017791042.1	XP_011493496.1
OG0003744	XP_017789655.1	XP_021707104.1
OG0003745	XP_017789330.1	XP_001656296.1
OG0003746	XP_017796090.1	XP_001649793.1
OG0003747	XP_017795273.1	XP_001655229.2
OG0003748	XP_017793326.1	XP_001652909.2
OG0003749	XP_017795769.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_017790158.1, XP_017790160.1	XP_001662199.1
OG0003751	XP_017789338.1	XP_021709914.1
OG0003752	XP_017797382.1	XP_021701509.1
OG0003753	XP_017787469.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_017797776.1	XP_001656704.1
OG0003755	XP_017789730.1	XP_001660910.1
