Orthogroup	Habropoda_laboriosa	Megalopta_genalis
OG0004803	XP_017787638.1	XP_033325284.1
OG0004804	XP_017791667.1	XP_033323814.1
OG0004805	XP_017794218.1	XP_033331752.1
OG0004806	XP_017787361.1	XP_033339280.1
OG0004808	XP_017792554.1	XP_033338945.1
OG0004809	XP_017792887.1	XP_033334828.1
OG0004810	XP_017798743.1	XP_033336471.1
OG0004811	XP_017788836.1	XP_033326127.1
OG0004812	XP_017791745.1	XP_033331227.1
OG0004813	XP_017797182.1	XP_033337079.1
OG0004814	XP_017799156.1	XP_033341458.1
OG0004815	XP_017791096.1	XP_033321756.1
OG0004816	XP_017793925.1	XP_033320956.1
OG0004817	XP_017793711.1	XP_033323855.1
OG0004818	XP_017794903.1	XP_033338869.1, XP_033338870.1
OG0004819	XP_017791792.1	XP_033340881.1
OG0004820	XP_017788528.1	XP_033338013.1
OG0004821	XP_017796761.1	XP_033322985.1
OG0004822	XP_017793051.1	XP_033335150.1
OG0004823	XP_017788262.1	XP_033334193.1
OG0004824	XP_017796429.1	XP_033321583.1, XP_033321582.1
OG0004825	XP_017799285.1	XP_033325282.1
OG0004826	XP_017793468.1	XP_033342291.1
OG0004827	XP_017792210.1, XP_017792211.1	XP_033324261.1
OG0004828	XP_017791950.1	XP_033331563.1
OG0004829	XP_017795412.1	XP_033339561.1
OG0004830	XP_017789966.1	XP_033340877.1
OG0004831	XP_017791879.1	XP_033339971.1
OG0004832	XP_017791435.1	XP_033333532.1
OG0004833	XP_017792430.1	XP_033335290.1
OG0004834	XP_017792717.1	XP_033337560.1
OG0004835	XP_017787530.1	XP_033325070.1
OG0004836	XP_017790729.1	XP_033331428.1
OG0004837	XP_017798851.1	XP_033332869.1, XP_033332867.1, XP_033332866.1
OG0004838	XP_017791695.1	XP_033323225.1
OG0004839	XP_017797277.1	XP_033324052.1
OG0004840	XP_017791315.1	XP_033325089.1
OG0004841	XP_017793303.1	XP_033334762.1
OG0004842	XP_017796152.1	XP_033327168.1
OG0004843	XP_017794226.1	XP_033329451.1
OG0004844	XP_017793321.1	XP_033334799.1
OG0004845	XP_017792723.1	XP_033336818.1, XP_033336774.1, XP_033329910.1
OG0004846	XP_017793515.1	XP_033332342.1
OG0004847	XP_017790221.1, XP_017790217.1	XP_033332725.1
OG0004849	XP_017797063.1	XP_033325503.1
OG0004851	XP_017792052.1	XP_033328324.1
OG0004852	XP_017795665.1	XP_033321385.1
OG0004853	XP_017792091.1	XP_033340406.1
OG0004854	XP_017790877.1	XP_033323503.1
OG0004855	XP_017798112.1	XP_033338079.1
OG0004856	XP_017798827.1	XP_033333087.1
OG0004857	XP_017791313.1	XP_033325396.1
OG0004858	XP_017793699.1	XP_033334027.1
OG0004859	XP_017787827.1	XP_033339870.1
OG0004860	XP_017795129.1	XP_033336396.1
OG0004861	XP_017790407.1	XP_033342128.1
OG0004862	XP_017792151.1	XP_033328142.1, XP_033328143.1
OG0004863	XP_017791712.1	XP_033323212.1, XP_033323211.1
OG0004864	XP_017791246.1	XP_033331641.1, XP_033331575.1
OG0004865	XP_017797505.1	XP_033329074.1
OG0004866	XP_017789654.1	XP_033325801.1
OG0004867	XP_017788469.1	XP_033323172.1
OG0004868	XP_017794388.1	XP_033334369.1
OG0004869	XP_017789407.1	XP_033331195.1
OG0004870	XP_017789618.1	XP_033338158.1
OG0004871	XP_017792932.1	XP_033341070.1
OG0004872	XP_017788581.1	XP_033324005.1, XP_033324006.1
OG0004873	XP_017798935.1	XP_033329444.1
OG0004874	XP_017791970.1	XP_033338036.1, XP_033338038.1
OG0004875	XP_017793481.1	XP_033342266.1
OG0004876	XP_017794483.1	XP_033331967.1
OG0004877	XP_017797834.1	XP_033324624.1
OG0004878	XP_017789065.1	XP_033322860.1, XP_033322854.1
OG0004879	XP_017789376.1	XP_033321594.1
OG0004880	XP_017798867.1	XP_033339293.1, XP_033339296.1, XP_033339294.1, XP_033339295.1
OG0004881	XP_017787405.1	XP_033339117.1
OG0004883	XP_017798325.1	XP_033337803.1
OG0004884	XP_017792571.1	XP_033327813.1
OG0004887	XP_017789485.1	XP_033326468.1, XP_033326651.1
OG0004888	XP_017797562.1	XP_033322667.1, XP_033322668.1
OG0004889	XP_017788761.1	XP_033339402.1, XP_033339408.1
OG0004890	XP_017792339.1	XP_033331848.1, XP_033331849.1
OG0004891	XP_017790801.1	XP_033324364.1, XP_033324365.1
OG0004892	XP_017790355.1	XP_033324214.1, XP_033324212.1, XP_033324213.1, XP_033324111.1
OG0004894	XP_017788356.1	XP_033326222.1
OG0004896	XP_017796108.1	XP_033330984.1
OG0004897	XP_017791446.1	XP_033339657.1
OG0004899	XP_017798021.1	XP_033337541.1
OG0004900	XP_017792629.1	XP_033330644.1
OG0004901	XP_017790731.1	XP_033339107.1
OG0004902	XP_017799129.1	XP_033328815.1
OG0004903	XP_017798716.1	XP_033336463.1
OG0004904	XP_017796440.1	XP_033342079.1
OG0004906	XP_017795796.1	XP_033329122.1, XP_033329124.1, XP_033329123.1, XP_033341759.1, XP_033341760.1
OG0004907	XP_017792640.1	XP_033330745.1, XP_033330744.1, XP_033330747.1, XP_033330746.1, XP_033330743.1
OG0004908	XP_017793635.1	XP_033324164.1, XP_033324172.1
OG0004909	XP_017793151.1	XP_033332938.1
OG0004910	XP_017794683.1	XP_033331571.1
OG0004911	XP_017787588.1	XP_033325043.1
OG0004912	XP_017797767.1	XP_033336078.1, XP_033336077.1
OG0004913	XP_017787924.1	XP_033334396.1
OG0004914	XP_017797272.1	XP_033336869.1
OG0004916	XP_017799113.1	XP_033328775.1
OG0004917	XP_017791530.1	XP_033324549.1
OG0004918	XP_017788652.1	XP_033324225.1
OG0004919	XP_017794125.1	XP_033329341.1
OG0004920	XP_017792168.1	XP_033324297.1
OG0004922	XP_017790122.1	XP_033340691.1
OG0004923	XP_017788542.1	XP_033322319.1
OG0004924	XP_017794082.1	XP_033337610.1
OG0004925	XP_017791363.1	XP_033331634.1
OG0004926	XP_017799200.1	XP_033328635.1
OG0004927	XP_017788718.1	XP_033330256.1
OG0004929	XP_017797781.1	XP_033335884.1
OG0004930	XP_017798511.1	XP_033336407.1
OG0004931	XP_017798586.1	XP_033330942.1
OG0004932	XP_017793857.1	XP_033320880.1
OG0004933	XP_017794168.1	XP_033335537.1, XP_033334819.1, XP_033329654.1
OG0004934	XP_017788999.1	XP_033323428.1
OG0004935	XP_017789923.1	XP_033339853.1, XP_033333654.1
OG0004936	XP_017797557.1	XP_033322686.1
OG0004937	XP_017799257.1	XP_033328617.1, XP_033328618.1, XP_033328619.1
OG0004938	XP_017790047.1	XP_033331777.1
OG0004939	XP_017789265.1	XP_033334775.1
OG0004940	XP_017795761.1	XP_033321305.1
OG0004941	XP_017796426.1	XP_033341839.1
OG0004942	XP_017793253.1	XP_033322885.1
OG0004943	XP_017792470.1	XP_033326357.1
OG0004944	XP_017792494.1	XP_033328858.1
OG0004945	XP_017787613.1	XP_033324894.1
OG0004946	XP_017798160.1	XP_033338062.1
OG0004947	XP_017796064.1	XP_033337135.1
OG0004949	XP_017798653.1	XP_033336535.1
OG0004950	XP_017796491.1	XP_033341966.1
OG0004951	XP_017793552.1	XP_033341609.1
OG0004952	XP_017788649.1	XP_033328051.1, XP_033328052.1
OG0004954	XP_017792089.1	XP_033340223.1, XP_033340224.1
OG0004956	XP_017799423.1	XP_033339257.1
OG0004956	XP_017799609.1	XP_033339258.1
OG0004957	XP_017788026.1	XP_033336445.1
OG0004958	XP_017798970.1	XP_033341502.1
OG0004959	XP_017792032.1	XP_033340199.1, XP_033340202.1
OG0004960	XP_017789535.1	XP_033325845.1
OG0004962	XP_017795802.1	XP_033329157.1, XP_033329156.1
OG0004963	XP_017793952.1	XP_033327463.1
OG0004964	XP_017797845.1	XP_033341825.1
OG0004965	XP_017795885.1	XP_033342115.1, XP_033324639.1
OG0004966	XP_017796565.1	XP_033342788.1
OG0004967	XP_017791210.1	XP_033321320.1
OG0004969	XP_017793193.1	XP_033330974.1
OG0004976	XP_017793844.1	XP_033320879.1
OG0004977	XP_017794958.1	XP_033338940.1
OG0004978	XP_017787447.1	XP_033327386.1
OG0004979	XP_017795884.1	XP_033342093.1
OG0004980	XP_017795233.1	XP_033335110.1
OG0004981	XP_017792057.1	XP_033332380.1
OG0004982	XP_017794516.1	XP_033332387.1
OG0004983	XP_017798661.1	XP_033336298.1
OG0004984	XP_017796228.1	XP_033340792.1, XP_033340209.1
OG0004985	XP_017787381.1	XP_033330346.1
OG0004986	XP_017798043.1	XP_033327632.1
OG0004987	XP_017794501.1	XP_033324456.1
OG0004988	XP_017790132.1	XP_033339581.1
OG0004989	XP_017797918.1	XP_033323568.1
OG0004990	XP_017791404.1	XP_033322484.1
OG0004991	XP_017788847.1	XP_033326811.1
OG0004992	XP_017793250.1	XP_033339393.1
OG0004994	XP_017791884.1	XP_033325656.1
OG0004995	XP_017799227.1	XP_033341136.1
OG0004996	XP_017794990.1	XP_033332752.1
OG0004997	XP_017795414.1	XP_033339363.1
OG0004998	XP_017790232.1	XP_033333231.1
OG0004999	XP_017798721.1	XP_033335889.1
OG0005000	XP_017791109.1	XP_033337751.1
OG0005001	XP_017787982.1	XP_033336423.1
OG0005002	XP_017790750.1	XP_033328150.1
OG0005003	XP_017797433.1	XP_033333844.1
OG0005004	XP_017789513.1	XP_033326213.1
OG0005005	XP_017793807.1	XP_033326496.1
OG0005006	XP_017793715.1	XP_033329387.1
OG0005007	XP_017792729.1	XP_033339476.1
OG0005008	XP_017794361.1	XP_033334318.1
OG0005009	XP_017794244.1	XP_033330623.1
OG0005010	XP_017795403.1	XP_033333753.1
OG0005011	XP_017790965.1	XP_033330413.1
OG0005012	XP_017793078.1	XP_033342693.1
OG0005013	XP_017788056.1	XP_033331232.1, XP_033331212.1
OG0005015	XP_017788422.1	XP_033334267.1
OG0005016	XP_017787757.1	XP_033337916.1
OG0005017	XP_017793352.1, XP_017793351.1	XP_033334888.1
OG0005018	XP_017799562.1	XP_033330367.1
OG0005019	XP_017790962.1	XP_033325671.1
OG0005020	XP_017797759.1	XP_033336065.1
OG0005021	XP_017793341.1	XP_033342402.1, XP_033342403.1
OG0005022	XP_017792146.1	XP_033324218.1
OG0005023	XP_017788821.1	XP_033330291.1
OG0005024	XP_017796272.1	XP_033326614.1
OG0005025	XP_017798177.1	XP_033329751.1
OG0005026	XP_017789421.1	XP_033321912.1
OG0005027	XP_017799027.1	XP_033328735.1
OG0005028	XP_017794155.1	XP_033329276.1, XP_033329285.1
OG0005029	XP_017799030.1	XP_033328574.1
OG0005030	XP_017798208.1	XP_033327132.1
OG0005031	XP_017795048.1	XP_033330043.1
OG0005032	XP_017799563.1	XP_033332607.1
OG0005033	XP_017792077.1	XP_033340414.1
OG0005034	XP_017792830.1	XP_033342482.1
OG0005035	XP_017795336.1	XP_033322040.1
OG0005036	XP_017792933.1	XP_033324915.1
OG0005037	XP_017789167.1	XP_033326926.1
OG0005038	XP_017791536.1	XP_033321369.1
OG0005039	XP_017790813.1	XP_033327973.1
OG0005040	XP_017789402.1	XP_033321809.1
OG0005041	XP_017797775.1	XP_033330817.1
OG0005042	XP_017790742.1	XP_033339271.1
OG0005043	XP_017787480.1	XP_033324831.1
OG0005044	XP_017792842.1	XP_033343014.1
OG0005046	XP_017787411.1	XP_033337987.1, XP_033337991.1
OG0005047	XP_017793559.1	XP_033321156.1, XP_033321166.1
OG0005048	XP_017791047.1	XP_033337840.1
OG0005049	XP_017788016.1	XP_033326148.1
OG0005050	XP_017790503.1	XP_033339621.1
OG0005051	XP_017792193.1	XP_033327988.1
OG0005053	XP_017788951.1	XP_033339535.1
OG0005054	XP_017790164.1	XP_033339713.1
OG0005055	XP_017793476.1	XP_033334747.1
OG0005057	XP_017793543.1	XP_033341569.1
OG0005058	XP_017798226.1	XP_033336895.1
OG0005059	XP_017798559.1	XP_033336568.1
OG0005060	XP_017787927.1	XP_033330572.1
OG0005061	XP_017790836.1	XP_033328132.1
OG0005062	XP_017790959.1	XP_033321355.1
OG0005063	XP_017791407.1	XP_033325125.1
OG0005064	XP_017797321.1	XP_033332846.1
OG0005065	XP_017790485.1	XP_033332832.1
OG0005067	XP_017787902.1	XP_033321446.1, XP_033334419.1
OG0005068	XP_017792459.1	XP_033338459.1, XP_033338457.1
OG0005069	XP_017798737.1	XP_033335744.1
OG0005070	XP_017799286.1	XP_033341363.1
OG0005071	XP_017795137.1	XP_033322257.1
OG0005072	XP_017792948.1	XP_033324978.1
OG0005073	XP_017796321.1	XP_033322401.1
OG0005074	XP_017795327.1	XP_033323126.1
OG0005075	XP_017795335.1	XP_033323114.1
OG0005076	XP_017791591.1	XP_033324855.1
OG0005077	XP_017797489.1	XP_033329681.1
OG0005078	XP_017797937.1	XP_033341536.1, XP_033341535.1
OG0005079	XP_017788310.1	XP_033340150.1
OG0005080	XP_017792541.1	XP_033332081.1
OG0005081	XP_017792885.1	XP_033342975.1
OG0005082	XP_017789993.1	XP_033324434.1
OG0005083	XP_017787578.1	XP_033324625.1, XP_033324626.1
OG0005084	XP_017789481.1	XP_033327960.1
OG0005085	XP_017792223.1	XP_033328365.1
OG0005086	XP_017796167.1	XP_033327034.1, XP_033327033.1
OG0005087	XP_017799598.1	XP_033332871.1
OG0005088	XP_017797638.1	XP_033326892.1
OG0005089	XP_017794493.1	XP_033342176.1
OG0005090	XP_017798440.1	XP_033338886.1
OG0005091	XP_017798684.1	XP_033336248.1
OG0005092	XP_017796705.1	XP_033327655.1
OG0005093	XP_017788694.1	XP_033321913.1
OG0005094	XP_017787837.1	XP_033340913.1
OG0005095	XP_017792073.1	XP_033340218.1, XP_033340219.1
OG0005096	XP_017792741.1	XP_033327508.1
OG0005097	XP_017795760.1	XP_033328419.1
OG0005099	XP_017796007.1	XP_033321180.1
OG0005100	XP_017792581.1	XP_033321504.1
OG0005101	XP_017798558.1	XP_033325628.1
OG0005102	XP_017795427.1	XP_033326069.1
OG0005103	XP_017793898.1	XP_033333197.1
OG0005104	XP_017791398.1	XP_033325165.1
OG0005105	XP_017798245.1	XP_033327113.1
OG0005106	XP_017798404.1	XP_033335535.1
OG0005107	XP_017798996.1	XP_033328798.1
OG0005108	XP_017793646.1, XP_017793723.1	XP_033327620.1
OG0005109	XP_017794500.1	XP_033324530.1
OG0005110	XP_017795481.1	XP_033340092.1
OG0005111	XP_017797740.1	XP_033330945.1
OG0005112	XP_017792485.1	XP_033322923.1
OG0005114	XP_017791409.1	XP_033325035.1
OG0005115	XP_017798362.1	XP_033335448.1
OG0005116	XP_017792111.1	XP_033340651.1
OG0005117	XP_017796140.1	XP_033326927.1
OG0005118	XP_017788424.1	XP_033325995.1
OG0005119	XP_017798363.1	XP_033335533.1
OG0005120	XP_017787535.1	XP_033325134.1
OG0005121	XP_017797205.1	XP_033326542.1
OG0005122	XP_017799511.1	XP_033322341.1
OG0005123	XP_017796282.1	XP_033324941.1
OG0005124	XP_017789389.1	XP_033331204.1
OG0005125	XP_017792454.1	XP_033330899.1, XP_033340887.1
OG0005126	XP_017793622.1	XP_033324349.1
OG0005127	XP_017796045.1	XP_033337170.1
OG0005128	XP_017792654.1	XP_033341896.1
OG0005129	XP_017796875.1	XP_033336845.1
OG0005130	XP_017790120.1	XP_033340950.1
OG0005132	XP_017798681.1	XP_033336487.1
OG0005133	XP_017796057.1	XP_033321178.1, XP_033321175.1
OG0005134	XP_017791207.1	XP_033321669.1, XP_033321680.1
OG0005135	XP_017789447.1	XP_033325712.1
OG0005136	XP_017791229.1	XP_033337498.1
OG0005137	XP_017788530.1	XP_033333006.1
OG0005138	XP_017791774.1	XP_033323364.1
OG0005139	XP_017793518.1	XP_033329694.1
OG0005140	XP_017793466.1	XP_033342527.1
OG0005141	XP_017798690.1	XP_033342329.1
OG0005142	XP_017799303.1	XP_033324825.1
OG0005143	XP_017799028.1	XP_033325283.1
OG0005145	XP_017794952.1	XP_033326263.1
OG0005146	XP_017792682.1	XP_033329429.1
OG0005148	XP_017791417.1	XP_033325093.1
OG0005149	XP_017793971.1	XP_033327278.1
OG0005150	XP_017793579.1	XP_033332112.1
OG0005151	XP_017792431.1	XP_033325195.1
OG0005152	XP_017797655.1	XP_033322689.1
OG0005153	XP_017793988.1	XP_033337479.1
OG0005154	XP_017793443.1	XP_033334890.1
OG0005155	XP_017794667.1	XP_033336587.1
OG0005156	XP_017792244.1	XP_033340349.1
OG0005157	XP_017789020.1	XP_033321683.1
OG0005158	XP_017798885.1	XP_033334051.1
OG0005159	XP_017799102.1	XP_033328882.1
OG0005160	XP_017789114.1	XP_033322819.1
OG0005161	XP_017787446.1	XP_033337395.1
OG0005162	XP_017788767.1	XP_033330186.1
OG0005163	XP_017796302.1	XP_033322239.1
OG0005164	XP_017794090.1	XP_033337584.1, XP_033337376.1
OG0005165	XP_017793009.1	XP_033342816.1, XP_033342814.1
OG0005166	XP_017792428.1	XP_033335335.1
OG0005167	XP_017792626.1	XP_033339466.1
OG0005168	XP_017796793.1	XP_033322560.1
OG0005169	XP_017797430.1	XP_033342015.1
OG0005171	XP_017799577.1	XP_033330354.1, XP_033330355.1
OG0005172	XP_017788726.1	XP_033330225.1
OG0005173	XP_017789968.1	XP_033339579.1
OG0005174	XP_017795426.1	XP_033332720.1
OG0005175	XP_017788517.1	XP_033332917.1
OG0005176	XP_017789162.1	XP_033321070.1
OG0005177	XP_017798061.1	XP_033327098.1
OG0005178	XP_017799343.1	XP_033324903.1
OG0005179	XP_017791341.1	XP_033325142.1
OG0005180	XP_017797631.1	XP_033322607.1
OG0005181	XP_017787384.1	XP_033332640.1
OG0005182	XP_017789268.1	XP_033334513.1
OG0005183	XP_017794786.1	XP_033324868.1
OG0005184	XP_017796454.1	XP_033342000.1
OG0005185	XP_017796277.1	XP_033322255.1
OG0005186	XP_017793886.1	XP_033320899.1
OG0005187	XP_017796062.1	XP_033337145.1
OG0005188	XP_017797156.1	XP_033326580.1
OG0005189	XP_017787482.1	XP_033337567.1
OG0005190	XP_017791155.1	XP_033337742.1
OG0005191	XP_017787585.1	XP_033338409.1
OG0005192	XP_017795044.1	XP_033335374.1
OG0005193	XP_017790759.1	XP_033328133.1
OG0005194	XP_017792377.1	XP_033340322.1
OG0005195	XP_017797619.1	XP_033323712.1
OG0005196	XP_017794928.1	XP_033326367.1
OG0005197	XP_017790042.1	XP_033339596.1
OG0005198	XP_017791084.1	XP_033329976.1
OG0005199	XP_017789041.1	XP_033320809.1
OG0005200	XP_017791107.1	XP_033337738.1, XP_033337739.1
OG0005201	XP_017794647.1	XP_033331973.1
OG0005202	XP_017789493.1	XP_033331411.1, XP_033339883.1
OG0005203	XP_017793390.1	XP_033329495.1
OG0005204	XP_017790043.1	XP_033330438.1
OG0005206	XP_017798948.1	XP_033341402.1
OG0005207	XP_017797947.1	XP_033326207.1
OG0005208	XP_017797146.1	XP_033336752.1
OG0005209	XP_017788582.1	XP_033337656.1
OG0005210	XP_017796695.1	XP_033324849.1
OG0005211	XP_017798066.1	XP_033338088.1, XP_033338087.1
OG0005212	XP_017789674.1	XP_033325850.1
OG0005213	XP_017789451.1	XP_033321933.1
OG0005214	XP_017793989.1	XP_033337972.1
OG0005216	XP_017793873.1	XP_033340596.1
OG0005217	XP_017792614.1	XP_033330018.1
OG0005218	XP_017793514.1	XP_033335161.1
OG0005219	XP_017794669.1	XP_033333621.1
OG0005220	XP_017797082.1	XP_033326950.1
OG0005221	XP_017797265.1	XP_033336794.1
OG0005222	XP_017792799.1	XP_033325181.1, XP_033325032.1
OG0005224	XP_017789678.1	XP_033327465.1
OG0005225	XP_017791565.1	XP_033340577.1
OG0005226	XP_017791169.1	XP_033331770.1
OG0005227	XP_017799543.1	XP_033334366.1
OG0005228	XP_017796356.1	XP_033323110.1
OG0005230	XP_017797722.1	XP_033336239.1
OG0005231	XP_017798474.1	XP_033338723.1
OG0005232	XP_017792209.1	XP_033324260.1
OG0005233	XP_017792973.1	XP_033342991.1, XP_033342817.1
OG0005234	XP_017793432.1	XP_033342506.1
OG0005235	XP_017794830.1	XP_033338489.1
OG0005236	XP_017798707.1	XP_033335757.1, XP_033335758.1
OG0005237	XP_017795991.1	XP_033337261.1, XP_033337262.1
OG0005238	XP_017796504.1	XP_033341762.1
OG0005239	XP_017794844.1	XP_033338702.1
OG0005240	XP_017790899.1	XP_033321432.1
OG0005241	XP_017793473.1	XP_033342396.1
OG0005242	XP_017792791.1	XP_033338693.1
OG0005243	XP_017799205.1	XP_033328530.1
OG0005244	XP_017787871.1	XP_033330716.1
OG0005245	XP_017787833.1	XP_033332920.1
OG0005246	XP_017795302.1	XP_033323220.1
OG0005248	XP_017789366.1	XP_033322159.1
OG0005249	XP_017794699.1	XP_033323863.1
OG0005250	XP_017793308.1	XP_033334481.1
OG0005251	XP_017788136.1	XP_033323161.1
OG0005252	XP_017791197.1	XP_033337909.1
OG0005253	XP_017797710.1	XP_033335655.1
OG0005254	XP_017798976.1	XP_033341425.1
OG0005255	XP_017798215.1	XP_033327141.1
OG0005256	XP_017795869.1	XP_033322468.1
OG0005257	XP_017793897.1	XP_033320949.1
OG0005258	XP_017797447.1	XP_033342097.1
OG0005259	XP_017790624.1	XP_033332666.1
OG0005260	XP_017792587.1	XP_033326060.1
OG0005261	XP_017795347.1	XP_033334794.1
OG0005262	XP_017795257.1	XP_033333638.1
OG0005263	XP_017796540.1	XP_033334251.1
OG0005264	XP_017790255.1	XP_033335073.1
OG0005265	XP_017799147.1	XP_033328747.1
OG0005266	XP_017797349.1	XP_033325267.1
OG0005267	XP_017794643.1	XP_033323876.1
OG0005268	XP_017790929.1	XP_033340561.1
OG0005269	XP_017788928.1	XP_033323130.1
OG0005270	XP_017791816.1	XP_033341582.1
OG0005271	XP_017799363.1	XP_033328856.1
OG0005272	XP_017799530.1	XP_033339170.1
OG0005273	XP_017796682.1	XP_033322378.1
OG0005274	XP_017798736.1	XP_033335774.1
OG0005275	XP_017799594.1	XP_033330362.1
OG0005276	XP_017793406.1	XP_033342394.1
OG0005277	XP_017798874.1	XP_033333137.1
OG0005278	XP_017798868.1	XP_033329349.1, XP_033329350.1
OG0005280	XP_017789545.1	XP_033325560.1
OG0005281	XP_017787931.1	XP_033334416.1, XP_033334414.1
OG0005282	XP_017796303.1	XP_033341622.1
OG0005283	XP_017796023.1	XP_033337164.1
OG0005284	XP_017787410.1	XP_033337861.1, XP_033337860.1, XP_033337859.1
OG0005286	XP_017793853.1	XP_033335223.1, XP_033329246.1
OG0005287	XP_017791586.1	XP_033330521.1
OG0005288	XP_017790445.1	XP_033332921.1
OG0005289	XP_017796310.1	XP_033324942.1
OG0005290	XP_017791539.1	XP_033324574.1
OG0005291	XP_017793325.1	XP_033342712.1
OG0005292	XP_017793508.1	XP_033342650.1
OG0005293	XP_017795835.1	XP_033329153.1
OG0005294	XP_017789272.1	XP_033334788.1
OG0005295	XP_017791685.1	XP_033325514.1
OG0005296	XP_017789258.1	XP_033342576.1
OG0005297	XP_017798919.1	XP_033329641.1
OG0005298	XP_017794945.1	XP_033326091.1, XP_033326092.1
OG0005299	XP_017793538.1	XP_033320831.1
OG0005300	XP_017798472.1	XP_033338572.1
OG0005301	XP_017795408.1	XP_033331568.1, XP_033339924.1, XP_033331578.1
OG0005302	XP_017793454.1	XP_033342869.1
OG0005303	XP_017798351.1	XP_033338418.1
OG0005304	XP_017790111.1	XP_033340579.1
OG0005305	XP_017798341.1	XP_033326533.1, XP_033326532.1, XP_033326531.1
OG0005306	XP_017791671.1	XP_033323090.1
OG0005307	XP_017793424.1	XP_033342610.1
OG0005308	XP_017792864.1	XP_033334858.1
OG0005309	XP_017793064.1	XP_033342445.1
OG0005310	XP_017794784.1	XP_033322262.1
OG0005311	XP_017791034.1	XP_033328864.1
OG0005312	XP_017789281.1	XP_033342535.1
OG0005313	XP_017792832.1	XP_033342809.1
OG0005314	XP_017794989.1	XP_033332538.1
OG0005315	XP_017793439.1	XP_033342260.1
OG0005317	XP_017796375.1	XP_033323112.1
OG0005318	XP_017794177.1	XP_033328867.1
OG0005319	XP_017791311.1	XP_033326437.1
OG0005320	XP_017794704.1	XP_033335702.1
OG0005321	XP_017793109.1	XP_033342545.1, XP_033342548.1, XP_033342547.1, XP_033342546.1
OG0005322	XP_017791985.1	XP_033338047.1
OG0005323	XP_017790780.1	XP_033328151.1
OG0005324	XP_017798380.1	XP_033338447.1, XP_033338449.1, XP_033338448.1
OG0005325	XP_017788670.1	XP_033329880.1
OG0005326	XP_017796704.1, XP_017796712.1	XP_033338033.1
