Orthogroup	Eufriesea_mexicana	Megalopta_genalis
OG0004576	XP_017756550.1	XP_033324467.1
OG0004577	XP_017756541.1	XP_033324423.1
OG0004579	XP_017762353.1	XP_033333476.1
OG0004580	XP_017762348.1	XP_033333529.1
OG0004581	XP_017762335.1	XP_033341717.1
OG0004582	XP_017758694.1	XP_033322508.1
OG0004583	XP_017762149.1	XP_033338432.1
OG0004584	XP_017762116.1	XP_033338440.1
OG0004585	XP_017762146.1	XP_033338684.1
OG0004586	XP_017764895.1	XP_033329118.1
OG0004587	XP_017764914.1	XP_033321447.1
OG0004588	XP_017753492.1	XP_033328412.1
OG0004589	XP_017753455.1	XP_033328386.1
OG0004590	XP_017762083.1	XP_033339908.1
OG0004591	XP_017762163.1	XP_033326367.1
OG0004592	XP_017754434.1	XP_033342704.1
OG0004593	XP_017763392.1, XP_017763393.1	XP_033334755.1
OG0004594	XP_017763407.1	XP_033335053.1
OG0004595	XP_017763385.1	XP_033334955.1, XP_033334956.1
OG0004596	XP_017764801.1	XP_033342814.1, XP_033342816.1
OG0004597	XP_017764775.1	XP_033342827.1
OG0004598	XP_017756579.1	XP_033326887.1
OG0004599	XP_017754211.1	XP_033341109.1
OG0004600	XP_017759223.1	XP_033322929.1
OG0004601	XP_017762056.1	XP_033341159.1
OG0004602	XP_017762038.1	XP_033341538.1
OG0004603	XP_017758275.1	XP_033330518.1
OG0004604	XP_017758247.1	XP_033339780.1
OG0004605	XP_017761725.1	XP_033329692.1, XP_033329693.1
OG0004607	XP_017764292.1	XP_033338903.1
OG0004608	XP_017760980.1	XP_033328946.1
OG0004610	XP_017766051.1	XP_033341370.1, XP_033341371.1
OG0004611	XP_017754021.1	XP_033328759.1, XP_033328760.1
OG0004612	XP_017754074.1	XP_033328530.1
OG0004614	XP_017753067.1	XP_033340020.1
OG0004615	XP_017753070.1	XP_033340123.1
OG0004616	XP_017753215.1	XP_033332598.1
OG0004617	XP_017765425.1	XP_033325275.1
OG0004618	XP_017753522.1	XP_033326159.1
OG0004619	XP_017761861.1	XP_033328598.1
OG0004620	XP_017755893.1	XP_033322960.1
OG0004621	XP_017755903.1	XP_033325274.1
OG0004622	XP_017761865.1	XP_033341391.1
OG0004623	XP_017766260.1	XP_033322672.1
OG0004624	XP_017766274.1	XP_033322620.1
OG0004625	XP_017761061.1	XP_033323913.1
OG0004626	XP_017764724.1	XP_033330476.1
OG0004627	XP_017757380.1	XP_033321965.1
OG0004628	XP_017757694.1	XP_033337662.1
OG0004629	XP_017755098.1	XP_033329983.1
OG0004630	XP_017757373.1	XP_033338999.1
OG0004631	XP_017755604.1	XP_033339536.1, XP_033339534.1
OG0004632	XP_017757879.1	XP_033337312.1
OG0004633	XP_017757976.1	XP_033337539.1, XP_033337674.1
OG0004634	XP_017763539.1	XP_033331563.1
OG0004635	XP_017755618.1	XP_033324321.1
OG0004636	XP_017755642.1	XP_033324329.1
OG0004637	XP_017761002.1	XP_033332420.1
OG0004638	XP_017759610.1	XP_033331694.1
OG0004639	XP_017754369.1	XP_033337851.1
OG0004640	XP_017763770.1	XP_033322989.1
OG0004641	XP_017753394.1	XP_033342141.1
OG0004642	XP_017763776.1, XP_017763737.1	XP_033322990.1
OG0004643	XP_017763804.1, XP_017763798.1	XP_033340472.1
OG0004644	XP_017759985.1	XP_033337917.1
OG0004645	XP_017758539.1	XP_033325534.1
OG0004646	XP_017757684.1	XP_033322813.1, XP_033323056.1
OG0004647	XP_017765749.1	XP_033336705.1
OG0004648	XP_017765757.1, XP_017765758.1	XP_033336864.1
OG0004649	XP_017763720.1	XP_033333844.1
OG0004650	XP_017757273.1	XP_033321934.1
OG0004651	XP_017764849.1	XP_033328853.1, XP_033328854.1
OG0004652	XP_017759986.1	XP_033327465.1
OG0004653	XP_017755598.1	XP_033332893.1
OG0004655	XP_017755579.1	XP_033324151.1
OG0004656	XP_017764089.1	XP_033332378.1
OG0004657	XP_017754639.1	XP_033341868.1
OG0004660	XP_017766488.1	XP_033337284.1
OG0004661	XP_017763961.1	XP_033334400.1
OG0004662	XP_017755987.1	XP_033330694.1
OG0004663	XP_017754733.1	XP_033327777.1
OG0004664	XP_017753094.1	XP_033321922.1
OG0004665	XP_017757331.1	XP_033321652.1
OG0004666	XP_017755393.1	XP_033327229.1
OG0004667	XP_017759551.1	XP_033323179.1
OG0004668	XP_017764810.1	XP_033339018.1
OG0004669	XP_017752375.1	XP_033339351.1
OG0004670	XP_017754524.1	XP_033332485.1, XP_033332555.1
OG0004671	XP_017762371.1	XP_033331229.1
OG0004672	XP_017766993.1	XP_033321803.1
OG0004673	XP_017755215.1	XP_033333830.1
OG0004675	XP_017766018.1	XP_033341133.1
OG0004676	XP_017752664.1	XP_033326427.1
OG0004677	XP_017755890.1	XP_033336887.1
OG0004679	XP_017767146.1	XP_033326962.1
OG0004680	XP_017762586.1	XP_033326224.1
OG0004681	XP_017758593.1	XP_033337074.1, XP_033337067.1
OG0004682	XP_017762664.1	XP_033326396.1
OG0004683	XP_017757184.1	XP_033338082.1
OG0004684	XP_017766012.1	XP_033341118.1
OG0004685	XP_017757580.1	XP_033334066.1
OG0004686	XP_017759882.1	XP_033338830.1
OG0004687	XP_017752694.1	XP_033338992.1
OG0004688	XP_017757421.1	XP_033339152.1
OG0004689	XP_017765605.1	XP_033321598.1
OG0004690	XP_017757462.1	XP_033339107.1
OG0004691	XP_017758735.1	XP_033324344.1
OG0004692	XP_017762161.1	XP_033338765.1
OG0004693	XP_017765750.1	XP_033324550.1
OG0004695	XP_017761710.1	XP_033343123.1
OG0004696	XP_017758277.1	XP_033322686.1
OG0004697	XP_017757067.1	XP_033329081.1
OG0004698	XP_017760441.1	XP_033329722.1
OG0004699	XP_017760440.1	XP_033333509.1
OG0004700	XP_017760180.1	XP_033326928.1
OG0004701	XP_017766088.1	XP_033322840.1
OG0004702	XP_017758276.1	XP_033322673.1
OG0004703	XP_017759670.1	XP_033331869.1
OG0004705	XP_017762695.1	XP_033340898.1, XP_033340905.1
OG0004706	XP_017759674.1	XP_033331951.1
OG0004707	XP_017763050.1, XP_017763049.1	XP_033333024.1, XP_033333022.1
OG0004708	XP_017761308.1	XP_033342794.1
OG0004709	XP_017752258.1	XP_033333049.1
OG0004710	XP_017757974.1, XP_017757971.1	XP_033324007.1
OG0004711	XP_017756253.1	XP_033337596.1
OG0004712	XP_017764180.1	XP_033332606.1
OG0004713	XP_017753950.1	XP_033329667.1
OG0004714	XP_017761256.1	XP_033325418.1
OG0004715	XP_017763519.1	XP_033332848.1
OG0004716	XP_017754982.1	XP_033337403.1
OG0004717	XP_017763524.1	XP_033329471.1
OG0004718	XP_017759416.1	XP_033323893.1
OG0004719	XP_017764576.1	XP_033327413.1
OG0004720	XP_017756246.1	XP_033327466.1
OG0004721	XP_017755058.1	XP_033321227.1
OG0004722	XP_017755711.1	XP_033321315.1
OG0004723	XP_017759256.1	XP_033323350.1
OG0004724	XP_017763249.1	XP_033339217.1
OG0004725	XP_017759153.1	XP_033337829.1
OG0004726	XP_017766287.1	XP_033327938.1
OG0004727	XP_017756804.1	XP_033331769.1
OG0004728	XP_017764551.1	XP_033328973.1
OG0004729	XP_017756913.1	XP_033339260.1, XP_033339259.1
OG0004730	XP_017764052.1	XP_033333770.1
OG0004731	XP_017757854.1	XP_033326031.1
OG0004732	XP_017765377.1	XP_033325948.1
OG0004733	XP_017767416.1	XP_033325712.1
OG0004735	XP_017763555.1	XP_033320938.1, XP_033320933.1
OG0004736	XP_017764258.1, XP_017765632.1	XP_033340049.1
OG0004737	XP_017764726.1	XP_033330550.1
OG0004738	XP_017767411.1	XP_033325517.1
OG0004739	XP_017766167.1	XP_033325658.1, XP_033325660.1, XP_033325659.1
OG0004740	XP_017756539.1	XP_033324417.1
OG0004741	XP_017756457.1	XP_033340972.1
OG0004742	XP_017757576.1, XP_017758362.1	XP_033331745.1
OG0004743	XP_017762263.1	XP_033342286.1
OG0004744	XP_017754833.1	XP_033334932.1
OG0004745	XP_017761900.1	XP_033342405.1
OG0004746	XP_017760834.1	XP_033342902.1
OG0004747	XP_017760827.1	XP_033342914.1, XP_033342915.1
OG0004749	XP_017761943.1	XP_033334683.1
OG0004750	XP_017764497.1	XP_033342896.1
OG0004752	XP_017761483.1	XP_033334926.1
OG0004753	XP_017752911.1	XP_033338409.1
OG0004754	XP_017756126.1	XP_033338650.1
OG0004755	XP_017757778.1	XP_033325198.1
OG0004756	XP_017752936.1	XP_033325070.1
OG0004757	XP_017762013.1	XP_033322399.1
OG0004758	XP_017760998.1	XP_033335264.1
OG0004759	XP_017753965.1	XP_033333819.1
OG0004760	XP_017761070.1	XP_033340274.1
OG0004761	XP_017766820.1	XP_033330120.1
OG0004762	XP_017766763.1	XP_033332040.1
OG0004763	XP_017766651.1	XP_033330191.1
OG0004764	XP_017766667.1	XP_033332032.1
OG0004765	XP_017764638.1	XP_033339078.1
OG0004766	XP_017764640.1	XP_033339379.1
OG0004767	XP_017753390.1	XP_033340197.1, XP_033340145.1
OG0004768	XP_017763179.1	XP_033324024.1
OG0004769	XP_017761567.1	XP_033336211.1, XP_033336212.1
OG0004770	XP_017767150.1	XP_033335763.1, XP_033335760.1
OG0004771	XP_017767281.1, XP_017765626.1	XP_033330818.1
OG0004772	XP_017767159.1	XP_033335681.1
OG0004773	XP_017760630.1	XP_033336730.1
OG0004774	XP_017759294.1	XP_033336368.1
OG0004775	XP_017759852.1	XP_033336560.1
OG0004776	XP_017765428.1	XP_033340092.1
OG0004777	XP_017761190.1	XP_033340298.1
OG0004778	XP_017758146.1	XP_033341598.1
OG0004779	XP_017758098.1	XP_033327698.1, XP_033327700.1
OG0004780	XP_017765245.1	XP_033342796.1
OG0004781	XP_017758047.1	XP_033331032.1
OG0004782	XP_017758170.1	XP_033331038.1, XP_033331037.1
OG0004783	XP_017753864.1	XP_033324918.1
OG0004784	XP_017752850.1	XP_033324973.1
OG0004785	XP_017760507.1	XP_033330752.1
OG0004786	XP_017764429.1, XP_017764430.1	XP_033338624.1
OG0004787	XP_017760143.1	XP_033338697.1
OG0004788	XP_017752766.1	XP_033324462.1
OG0004789	XP_017766904.1	XP_033330047.1, XP_033330048.1
OG0004790	XP_017753194.1, XP_017753193.1	XP_033340680.1
OG0004791	XP_017763752.1, XP_017763751.1	XP_033340292.1
OG0004792	XP_017763773.1, XP_017763771.1	XP_033340296.1
OG0004793	XP_017754030.1	XP_033328970.1
OG0004794	XP_017767251.1	XP_033336510.1
OG0004795	XP_017753217.1	XP_033328312.1, XP_033328447.1
OG0004796	XP_017756973.1	XP_033331816.1, XP_033339837.1
OG0004797	XP_017753229.1	XP_033330184.1
OG0004798	XP_017763709.1	XP_033341850.1, XP_033342108.1
OG0004799	XP_017764908.1	XP_033329192.1
OG0004800	XP_017753491.1	XP_033340779.1
OG0004801	XP_017754075.1	XP_033328776.1
OG0004802	XP_017764230.1	XP_033342005.1
OG0004803	XP_017757327.1	XP_033321776.1
OG0004804	XP_017766382.1	XP_033341934.1
OG0004805	XP_017766344.1, XP_017765635.1, XP_017765597.1	XP_033323604.1
OG0004807	XP_017766348.1	XP_033334213.1
OG0004809	XP_017755187.1	XP_033341966.1
OG0004810	XP_017756305.1	XP_033341860.1
OG0004811	XP_017759817.1	XP_033339405.1, XP_033339404.1
OG0004813	XP_017756383.1	XP_033341959.1
OG0004814	XP_017756287.1	XP_033334255.1
OG0004815	XP_017765199.1	XP_033321531.1, XP_033321530.1
OG0004816	XP_017754697.1, XP_017754685.1	XP_033334240.1
OG0004817	XP_017754736.1	XP_033334243.1
OG0004818	XP_017758949.1	XP_033330644.1
OG0004819	XP_017756298.1	XP_033334184.1
OG0004822	XP_017759100.1	XP_033330832.1
OG0004824	XP_017767038.1	XP_033321897.1, XP_033321895.1
OG0004825	XP_017753097.1, XP_017765636.1	XP_033321624.1
OG0004826	XP_017765422.1	XP_033325276.1
OG0004827	XP_017759527.1	XP_033322036.1
OG0004828	XP_017764704.1	XP_033330433.1, XP_033330432.1
OG0004829	XP_017752317.1	XP_033329857.1
OG0004830	XP_017767106.1	XP_033327722.1, XP_033327666.1
OG0004831	XP_017756780.1	XP_033321804.1, XP_033321823.1
OG0004832	XP_017762369.1	XP_033329837.1
OG0004833	XP_017754472.1	XP_033326918.1
OG0004834	XP_017757301.1	XP_033338996.1, XP_033339019.1
OG0004835	XP_017757390.1	XP_033326340.1
OG0004836	XP_017757338.1	XP_033339026.1, XP_033339027.1
OG0004838	XP_017753081.1	XP_033321813.1
OG0004839	XP_017762388.1, XP_017760972.1	XP_033321694.1
OG0004840	XP_017764342.1	XP_033323110.1
OG0004841	XP_017765244.1	XP_033326468.1, XP_033326651.1
OG0004842	XP_017763823.1	XP_033342194.1
OG0004843	XP_017752312.1	XP_033331232.1, XP_033331212.1
OG0004844	XP_017756606.1	XP_033338043.1
OG0004845	XP_017758624.1	XP_033337065.1
OG0004846	XP_017767655.1	XP_033326942.1, XP_033326949.1
OG0004847	XP_017753098.1	XP_033323731.1, XP_033339859.1
OG0004848	XP_017767619.1	XP_033327142.1
OG0004849	XP_017765837.1	XP_033336979.1
OG0004850	XP_017758557.1	XP_033332084.1
OG0004851	XP_017758606.1	XP_033329812.1
OG0004852	XP_017757163.1	XP_033324274.1
OG0004853	XP_017760096.1	XP_033337090.1, XP_033336906.1
OG0004855	XP_017757185.1	XP_033327122.1
OG0004856	XP_017766338.1	XP_033333798.1, XP_033320774.1
OG0004857	XP_017755218.1	XP_033333793.1
OG0004858	XP_017757226.1	XP_033338054.1
OG0004859	XP_017765856.1	XP_033336779.1
OG0004860	XP_017755515.1	XP_033325618.1
OG0004862	XP_017761128.1	XP_033341285.1
OG0004863	XP_017761363.1	XP_033321260.1
OG0004864	XP_017757626.1	XP_033339209.1
OG0004865	XP_017755303.1	XP_033328227.1
OG0004866	XP_017761785.1, XP_017759859.1	XP_033338604.1
OG0004867	XP_017755682.1	XP_033325991.1
OG0004868	XP_017767671.1	XP_033337215.1
OG0004869	XP_017767696.1	XP_033337222.1, XP_033337221.1
OG0004870	XP_017755631.1	XP_033332914.1, XP_033322575.1
OG0004871	XP_017762199.1	XP_033338762.1
OG0004872	XP_017755589.1	XP_033324325.1, XP_033324324.1, XP_033324322.1, XP_033324323.1, XP_033324326.1
OG0004873	XP_017752585.1	XP_033338976.1
OG0004874	XP_017753996.1	XP_033341386.1
OG0004876	XP_017758760.1, XP_017758761.1	XP_033324371.1
OG0004877	XP_017757583.1, XP_017757586.1	XP_033327952.1
OG0004878	XP_017761374.1	XP_033324225.1
OG0004879	XP_017758742.1	XP_033322504.1, XP_033326457.1
OG0004880	XP_017758222.1	XP_033336054.1
OG0004881	XP_017758714.1	XP_033324112.1
OG0004882	XP_017755594.1	XP_033325623.1, XP_033325622.1
OG0004883	XP_017755301.1	XP_033324130.1
OG0004884	XP_017755270.1	XP_033324229.1
OG0004885	XP_017757405.1	XP_033323843.1
OG0004886	XP_017758021.1, XP_017765604.1	XP_033322456.1
OG0004887	XP_017757548.1	XP_033328192.1, XP_033328193.1
OG0004888	XP_017757423.1	XP_033339269.1
OG0004889	XP_017767654.1	XP_033337164.1
OG0004891	XP_017758251.1	XP_033333503.1
OG0004892	XP_017763984.1	XP_033322809.1
OG0004893	XP_017762234.1	XP_033325539.1
OG0004894	XP_017752140.1	XP_033326908.1
OG0004895	XP_017756585.1	XP_033326896.1
OG0004896	XP_017760461.1	XP_033330457.1
OG0004897	XP_017758291.1	XP_033323723.1
OG0004899	XP_017764036.1	XP_033327729.1
OG0004900	XP_017762238.1	XP_033322693.1
OG0004901	XP_017767768.1	XP_033321076.1
OG0004902	XP_017754945.1	XP_033333685.1
OG0004903	XP_017761777.1	XP_033323712.1
OG0004904	XP_017763573.1	XP_033328650.1
OG0004905	XP_017767564.1	XP_033331698.1
OG0004906	XP_017753182.1	XP_033331859.1
OG0004907	XP_017762247.1	XP_033329694.1
OG0004908	XP_017767754.1	XP_033333317.1
OG0004909	XP_017761963.1	XP_033342104.1, XP_033325143.1
OG0004910	XP_017761681.1	XP_033322669.1
OG0004911	XP_017758262.1	XP_033333659.1, XP_033333651.1
OG0004912	XP_017752465.1	XP_033322790.1
OG0004913	XP_017752463.1	XP_033322793.1
OG0004914	XP_017759651.1	XP_033323793.1
OG0004915	XP_017752461.1	XP_033331048.1
OG0004916	XP_017761721.1	XP_033329091.1
OG0004917	XP_017764337.1	XP_033342215.1
OG0004918	XP_017760660.1	XP_033335062.1
OG0004919	XP_017765346.1	XP_033332694.1
OG0004920	XP_017759142.1	XP_033324490.1
OG0004921	XP_017752284.1	XP_033332957.1
OG0004922	XP_017754993.1	XP_033328729.1
OG0004923	XP_017759667.1	XP_033331918.1, XP_033331919.1
OG0004924	XP_017759136.1	XP_033334794.1
OG0004925	XP_017765392.1	XP_033332842.1
OG0004926	XP_017764632.1	XP_033325285.1
OG0004927	XP_017754302.1	XP_033333959.1
OG0004928	XP_017764380.1	XP_033331833.1
OG0004929	XP_017755014.1	XP_033332795.1, XP_033332656.1
OG0004930	XP_017763742.1	XP_033333021.1
OG0004931	XP_017764304.1	XP_033337754.1
OG0004932	XP_017759487.1	XP_033327469.1
OG0004933	XP_017764287.1	XP_033338878.1, XP_033327709.1
OG0004934	XP_017763044.1	XP_033329537.1, XP_033329313.1
OG0004935	XP_017756637.1	XP_033327479.1
OG0004936	XP_017759695.1	XP_033322959.1
OG0004937	XP_017754479.1	XP_033339940.1, XP_033337561.1
OG0004938	XP_017763659.1	XP_033337740.1
OG0004939	XP_017753110.1	XP_033332796.1
OG0004940	XP_017753652.1	XP_033331703.1
OG0004941	XP_017753941.1	XP_033329592.1, XP_033329593.1
OG0004942	XP_017756009.1	XP_033337468.1, XP_033337466.1
OG0004943	XP_017756015.1	XP_033337863.1
OG0004944	XP_017756746.1	XP_033322344.1
OG0004945	XP_017763499.1	XP_033339160.1
OG0004946	XP_017757985.1	XP_033323872.1
OG0004947	XP_017757902.1	XP_033323946.1
OG0004949	XP_017763439.1	XP_033329350.1, XP_033329349.1
OG0004950	XP_017761864.1	XP_033328614.1, XP_033339819.1
OG0004951	XP_017757882.1	XP_033322319.1
OG0004952	XP_017753935.1	XP_033329286.1
OG0004953	XP_017760285.1	XP_033329578.1
OG0004954	XP_017755866.1	XP_033332562.1
OG0004955	XP_017757885.1, XP_017757884.1	XP_033323998.1
OG0004956	XP_017756000.1	XP_033337795.1
OG0004957	XP_017763525.1, XP_017763527.1	XP_033329474.1
OG0004958	XP_017760300.1	XP_033329599.1
OG0004959	XP_017765790.1	XP_033336576.1
OG0004960	XP_017754952.1	XP_033327262.1
OG0004961	XP_017763523.1	XP_033339311.1
OG0004962	XP_017764162.1	XP_033330355.1, XP_033330354.1
OG0004963	XP_017758992.1	XP_033321825.1
OG0004964	XP_017758965.1	XP_033321706.1
OG0004965	XP_017756761.1	XP_033329412.1
OG0004966	XP_017762642.1	XP_033339176.1
OG0004967	XP_017755778.1	XP_033333448.1
OG0004968	XP_017755832.1	XP_033333427.1
OG0004971	XP_017755762.1	XP_033323795.1
OG0004972	XP_017755838.1	XP_033339113.1
OG0004975	XP_017756946.1	XP_033339161.1
OG0004976	XP_017758833.1	XP_033320856.1
OG0004977	XP_017755816.1	XP_033332801.1, XP_033332802.1, XP_033332800.1
OG0004978	XP_017762652.1	XP_033339206.1
OG0004979	XP_017761823.1	XP_033334308.1
OG0004980	XP_017763359.1, XP_017763361.1	XP_033330503.1
OG0004981	XP_017753999.1	XP_033341103.1
OG0004982	XP_017759436.1	XP_033334082.1
OG0004983	XP_017755590.1	XP_033324073.1
OG0004984	XP_017764076.1	XP_033333769.1
OG0004985	XP_017761885.1	XP_033323062.1
OG0004986	XP_017756927.1	XP_033332709.1
OG0004987	XP_017759605.1	XP_033324161.1
OG0004988	XP_017757951.1	XP_033332699.1
OG0004989	XP_017759973.1	XP_033321001.1
OG0004990	XP_017762936.1	XP_033340758.1
OG0004991	XP_017758487.1	XP_033340915.1
OG0004992	XP_017756458.1	XP_033340875.1
OG0004993	XP_017767528.1	XP_033340583.1, XP_033340591.1
OG0004994	XP_017767522.1	XP_033325521.1
OG0004995	XP_017764763.1	XP_033331500.1
OG0004996	XP_017756459.1	XP_033340874.1
OG0004997	XP_017756422.1	XP_033339561.1
OG0004998	XP_017756460.1	XP_033325788.1
OG0004999	XP_017766217.1	XP_033326045.1
OG0005000	XP_017756455.1	XP_033330524.1
OG0005001	XP_017757316.1	XP_033321944.1
OG0005002	XP_017767337.1	XP_033340594.1, XP_033340593.1
OG0005003	XP_017767434.1	XP_033325532.1, XP_033325531.1
OG0005004	XP_017767321.1	XP_033325693.1
OG0005005	XP_017767320.1	XP_033325434.1
OG0005006	XP_017758503.1	XP_033325594.1
OG0005007	XP_017758516.1	XP_033340931.1
OG0005008	XP_017767492.1	XP_033325361.1
OG0005009	XP_017755564.1	XP_033325599.1
OG0005010	XP_017760406.1	XP_033343033.1
OG0005011	XP_017755147.1	XP_033337529.1
OG0005013	XP_017760949.1	XP_033342990.1
OG0005014	XP_017762393.1	XP_033322480.1
OG0005015	XP_017755100.1	XP_033337551.1
OG0005016	XP_017762317.1	XP_033342991.1, XP_033342817.1
OG0005018	XP_017755205.1	XP_033330919.1
OG0005019	XP_017755181.1	XP_033330010.1
OG0005020	XP_017761901.1	XP_033343011.1
OG0005022	XP_017754779.1	XP_033334596.1
OG0005023	XP_017755109.1	XP_033337528.1
OG0005024	XP_017759999.1	XP_033327235.1, XP_033327236.1
OG0005025	XP_017765746.1	XP_033329951.1
OG0005026	XP_017763372.1	XP_033334097.1
OG0005027	XP_017754371.1	XP_033334635.1, XP_033334636.1
OG0005028	XP_017762327.1	XP_033343019.1
OG0005029	XP_017754787.1	XP_033334909.1, XP_033334910.1
OG0005030	XP_017755075.1	XP_033335228.1
OG0005031	XP_017756492.1	XP_033330081.1
OG0005032	XP_017765773.1	XP_033339447.1
OG0005033	XP_017766941.1	XP_033326786.1
OG0005034	XP_017752874.1	XP_033326336.1
OG0005035	XP_017755823.1	XP_033325078.1
OG0005037	XP_017761011.1	XP_033335461.1, XP_033335460.1
OG0005038	XP_017753403.1	XP_033330082.1, XP_033330084.1
OG0005040	XP_017761406.1	XP_033335410.1
OG0005041	XP_017753414.1	XP_033335346.1
OG0005042	XP_017764641.1	XP_033339323.1
OG0005043	XP_017754360.1	XP_033325206.1, XP_033325205.1
OG0005044	XP_017766819.1	XP_033330125.1
OG0005045	XP_017766575.1	XP_033334014.1
OG0005046	XP_017766633.1	XP_033333710.1
OG0005047	XP_017759374.1	XP_033336501.1, XP_033336495.1
OG0005048	XP_017766496.1	XP_033328608.1
OG0005049	XP_017759307.1	XP_033330811.1
OG0005050	XP_017767137.1	XP_033335802.1
OG0005051	XP_017767175.1	XP_033335930.1
OG0005053	XP_017759853.1	XP_033336669.1
OG0005054	XP_017759933.1	XP_033336294.1
OG0005055	XP_017763182.1	XP_033336597.1
OG0005056	XP_017763402.1	XP_033323953.1, XP_033323952.1
OG0005057	XP_017762885.1	XP_033335903.1
OG0005058	XP_017753899.1	XP_033341678.1
OG0005059	XP_017762010.1, XP_017762017.1	XP_033341510.1
OG0005060	XP_017752806.1	XP_033324802.1
OG0005061	XP_017753882.1	XP_033324612.1, XP_033324613.1
OG0005062	XP_017759468.1	XP_033329947.1
OG0005063	XP_017758163.1	XP_033331022.1
OG0005064	XP_017758063.1	XP_033339876.1, XP_033331018.1
OG0005066	XP_017753736.1	XP_033341609.1
OG0005067	XP_017764950.1	XP_033324930.1
OG0005068	XP_017763032.1	XP_033322203.1
OG0005069	XP_017756236.1	XP_033341728.1
OG0005070	XP_017753806.1	XP_033324684.1
OG0005071	XP_017765784.1	XP_033322226.1
OG0005072	XP_017765785.1	XP_033322239.1
OG0005073	XP_017753848.1	XP_033320957.1, XP_033320973.1
OG0005074	XP_017759512.1	XP_033329191.1
OG0005075	XP_017764983.1	XP_033341588.1
OG0005076	XP_017758051.1	XP_033341334.1
OG0005077	XP_017760502.1	XP_033330720.1
OG0005078	XP_017753821.1	XP_033324888.1, XP_033324649.1
OG0005079	XP_017762061.1	XP_033322295.1
OG0005080	XP_017760115.1, XP_017760105.1	XP_033338390.1
OG0005081	XP_017753575.1	XP_033325137.1
OG0005082	XP_017760024.1	XP_033338504.1
OG0005083	XP_017760127.1	XP_033338598.1
OG0005084	XP_017762475.1	XP_033324543.1
OG0005085	XP_017753528.1	XP_033321532.1
OG0005086	XP_017766887.1	XP_033331332.1, XP_033331329.1
