Orthogroup	Eufriesea_mexicana	Osmia_lignaria
OG0004597	XP_017764775.1	XP_034175233.1
OG0004598	XP_017756579.1	XP_034196209.1
OG0004599	XP_017754211.1	XP_034173147.1
OG0004600	XP_017759223.1	XP_034172876.1
OG0004601	XP_017762056.1	XP_034173295.1
OG0004602	XP_017762038.1	XP_034173274.1
OG0004603	XP_017758275.1	XP_034188155.1
OG0004604	XP_017758247.1	XP_034184594.1
OG0004605	XP_017761725.1	XP_034196405.1
OG0004606	XP_017753577.1	XP_034194728.1
OG0004607	XP_017764292.1	XP_034172611.1
OG0004608	XP_017760980.1	XP_034172519.1, XP_034172518.1
OG0004609	XP_017761146.1	XP_034172471.1
OG0004610	XP_017766051.1	XP_034172998.1
OG0004611	XP_017754021.1	XP_034173082.1
OG0004612	XP_017754074.1	XP_034173458.1
OG0004613	XP_017753728.1	XP_034173609.1
OG0004614	XP_017753067.1	XP_034172362.1
OG0004615	XP_017753070.1	XP_034172310.1
OG0004616	XP_017753215.1	XP_034172985.1
OG0004617	XP_017765425.1	XP_034172384.1
OG0004618	XP_017753522.1	XP_034173603.1, XP_034173604.1
OG0004619	XP_017761861.1	XP_034196262.1
OG0004620	XP_017755893.1	XP_034194019.1
OG0004621	XP_017755903.1	XP_034179405.1
OG0004622	XP_017761865.1	XP_034196370.1
OG0004623	XP_017766260.1	XP_034175247.1
OG0004624	XP_017766274.1	XP_034193229.1
OG0004625	XP_017761061.1	XP_034171777.1
OG0004626	XP_017764724.1	XP_034190135.1
OG0004627	XP_017757380.1	XP_034194504.1, XP_034194503.1
OG0004628	XP_017757694.1	XP_034189594.1
OG0004629	XP_017755098.1	XP_034181842.1
OG0004630	XP_017757373.1	XP_034194392.1
OG0004631	XP_017755604.1	XP_034192966.1
OG0004632	XP_017757879.1	XP_034180911.1
OG0004633	XP_017757976.1	XP_034180445.1
OG0004634	XP_017763539.1	XP_034175265.1
OG0004635	XP_017755618.1	XP_034192975.1
OG0004636	XP_017755642.1	XP_034193004.1
OG0004637	XP_017761002.1	XP_034187179.1
OG0004638	XP_017759610.1	XP_034183479.1
OG0004639	XP_017754369.1	XP_034189529.1
OG0004640	XP_017763770.1	XP_034178262.1
OG0004641	XP_017753394.1	XP_034176334.1
OG0004643	XP_017763804.1, XP_017763798.1	XP_034171319.1
OG0004644	XP_017759985.1	XP_034192168.1
OG0004645	XP_017758539.1	XP_034183890.1
OG0004646	XP_017757684.1	XP_034189591.1
OG0004647	XP_017765749.1	XP_034187750.1
OG0004648	XP_017765757.1, XP_017765758.1	XP_034187760.1
OG0004649	XP_017763720.1	XP_034176330.1
OG0004650	XP_017757273.1	XP_034194218.1
OG0004651	XP_017764849.1	XP_034173055.1
OG0004652	XP_017759986.1	XP_034175978.1
OG0004653	XP_017755598.1	XP_034177914.1
OG0004654	XP_017755586.1	XP_034177927.1
OG0004655	XP_017755579.1	XP_034176952.1, XP_034176951.1
OG0004656	XP_017764089.1	XP_034186958.1, XP_034187043.1
OG0004657	XP_017754639.1	XP_034196673.1, XP_034196671.1
OG0004658	XP_017762543.1	XP_034171676.1
OG0004659	XP_017759767.1	XP_034170994.1, XP_034170993.1
OG0004660	XP_017766488.1	XP_034171235.1
OG0004661	XP_017763961.1	XP_034188678.1
OG0004662	XP_017755987.1	XP_034196520.1
OG0004663	XP_017754733.1	XP_034189141.1
OG0004664	XP_017753094.1	XP_034182150.1
OG0004665	XP_017757331.1	XP_034194472.1
OG0004666	XP_017755393.1	XP_034182188.1
OG0004667	XP_017759551.1	XP_034182080.1
OG0004668	XP_017764810.1	XP_034188430.1, XP_034188431.1
OG0004669	XP_017752375.1	XP_034188595.1
OG0004670	XP_017754524.1	XP_034171182.1
OG0004671	XP_017762371.1	XP_034182713.1, XP_034182714.1
OG0004672	XP_017766993.1	XP_034182238.1
OG0004673	XP_017755215.1	XP_034174743.1
OG0004674	XP_017755213.1	XP_034173773.1, XP_034173774.1
OG0004675	XP_017766018.1	XP_034173322.1
OG0004676	XP_017752664.1	XP_034174607.1
OG0004677	XP_017755890.1	XP_034173691.1
OG0004679	XP_017767146.1	XP_034174367.1
OG0004680	XP_017762586.1	XP_034173589.1
OG0004681	XP_017758593.1	XP_034173867.1
OG0004682	XP_017762664.1	XP_034174851.1
OG0004683	XP_017757184.1	XP_034187706.1
OG0004684	XP_017766012.1	XP_034172407.1
OG0004685	XP_017757580.1	XP_034177309.1
OG0004686	XP_017759882.1	XP_034191273.1, XP_034191272.1
OG0004687	XP_017752694.1	XP_034177448.1
OG0004688	XP_017757421.1	XP_034192626.1
OG0004689	XP_017765605.1	XP_034182882.1, XP_034182883.1
OG0004690	XP_017757462.1	XP_034177607.1
OG0004691	XP_017758735.1	XP_034192955.1
OG0004692	XP_017762161.1	XP_034191304.1
OG0004693	XP_017765750.1	XP_034177587.1
OG0004695	XP_017761710.1	XP_034194436.1
OG0004697	XP_017757067.1	XP_034195058.1
OG0004698	XP_017760441.1	XP_034171110.1
OG0004699	XP_017760440.1	XP_034189033.1
OG0004700	XP_017760180.1	XP_034195416.1
OG0004701	XP_017766088.1	XP_034195471.1
OG0004702	XP_017758276.1	XP_034195534.1
OG0004703	XP_017759670.1	XP_034177144.1
OG0004704	XP_017763163.1	XP_034187951.1, XP_034187943.1
OG0004705	XP_017762695.1	XP_034183994.1
OG0004706	XP_017759674.1	XP_034177283.1
OG0004707	XP_017763050.1, XP_017763049.1	XP_034181114.1
OG0004708	XP_017761308.1	XP_034182524.1
OG0004709	XP_017752258.1	XP_034181460.1
OG0004710	XP_017757974.1, XP_017757971.1	XP_034191966.1
OG0004711	XP_017756253.1	XP_034190633.1
OG0004712	XP_017764180.1	XP_034190502.1
OG0004713	XP_017753950.1	XP_034181820.1
OG0004715	XP_017763519.1	XP_034192462.1
OG0004716	XP_017754982.1	XP_034185408.1
OG0004717	XP_017763524.1	XP_034181895.1
OG0004718	XP_017759416.1	XP_034171292.1
OG0004719	XP_017764576.1	XP_034185311.1
OG0004720	XP_017756246.1	XP_034190336.1
OG0004721	XP_017755058.1	XP_034183990.1
OG0004722	XP_017755711.1	XP_034184474.1
OG0004723	XP_017759256.1	XP_034180497.1, XP_034180489.1
OG0004724	XP_017763249.1	XP_034173545.1
OG0004725	XP_017759153.1	XP_034176465.1, XP_034176466.1
OG0004726	XP_017766287.1	XP_034183719.1
OG0004727	XP_017756804.1	XP_034184325.1
OG0004728	XP_017764551.1	XP_034173468.1
OG0004729	XP_017756913.1	XP_034186212.1
OG0004730	XP_017764052.1	XP_034178700.1
OG0004731	XP_017757854.1	XP_034183576.1
OG0004732	XP_017765377.1	XP_034190044.1
OG0004733	XP_017767416.1	XP_034186332.1
OG0004735	XP_017763555.1	XP_034186010.1
OG0004736	XP_017764258.1, XP_017765632.1	XP_034172662.1
OG0004737	XP_017764726.1	XP_034186122.1
OG0004738	XP_017767411.1	XP_034189753.1
OG0004739	XP_017766167.1	XP_034186294.1
OG0004740	XP_017756539.1	XP_034181397.1
OG0004741	XP_017756457.1	XP_034189956.1
OG0004742	XP_017757576.1, XP_017758362.1	XP_034183593.1
OG0004743	XP_017762263.1	XP_034176709.1, XP_034176707.1
OG0004744	XP_017754833.1	XP_034176052.1
OG0004745	XP_017761900.1	XP_034175427.1
OG0004746	XP_017760834.1	XP_034193314.1
OG0004747	XP_017760827.1	XP_034193372.1
OG0004749	XP_017761943.1	XP_034176516.1
OG0004750	XP_017764497.1	XP_034174889.1
OG0004752	XP_017761483.1	XP_034175838.1
OG0004753	XP_017752911.1	XP_034183141.1, XP_034183142.1
OG0004754	XP_017756126.1	XP_034186467.1
OG0004755	XP_017757778.1	XP_034191145.1
OG0004756	XP_017752936.1	XP_034186476.1
OG0004757	XP_017762013.1	XP_034179078.1, XP_034179079.1
OG0004758	XP_017760998.1	XP_034187161.1
OG0004759	XP_017753965.1	XP_034179132.1
OG0004760	XP_017761070.1	XP_034177606.1
OG0004761	XP_017766820.1	XP_034177964.1
OG0004762	XP_017766763.1	XP_034178481.1
OG0004763	XP_017766651.1	XP_034178641.1
OG0004764	XP_017766667.1	XP_034178787.1
OG0004765	XP_017764638.1	XP_034178560.1
OG0004766	XP_017764640.1	XP_034178050.1
OG0004767	XP_017753390.1	XP_034172162.1
OG0004768	XP_017763179.1	XP_034180679.1, XP_034180680.1
OG0004769	XP_017761567.1	XP_034191828.1
OG0004770	XP_017767150.1	XP_034180097.1
OG0004771	XP_017767281.1, XP_017765626.1	XP_034180847.1
OG0004772	XP_017767159.1	XP_034180040.1
OG0004773	XP_017760630.1	XP_034191772.1
OG0004774	XP_017759294.1	XP_034191466.1
OG0004775	XP_017759852.1	XP_034191994.1, XP_034191993.1
OG0004776	XP_017765428.1	XP_034172307.1
OG0004777	XP_017761190.1	XP_034179932.1
OG0004778	XP_017758146.1	XP_034179166.1
OG0004779	XP_017758098.1	XP_034193651.1
OG0004780	XP_017765245.1	XP_034179303.1
OG0004781	XP_017758047.1	XP_034193661.1
OG0004782	XP_017758170.1	XP_034193673.1
OG0004783	XP_017753864.1	XP_034193683.1
OG0004784	XP_017752850.1	XP_034179424.1
OG0004785	XP_017760507.1	XP_034179229.1
OG0004786	XP_017764429.1, XP_017764430.1	XP_034186744.1
OG0004787	XP_017760143.1	XP_034191209.1
OG0004788	XP_017752766.1	XP_034187145.1, XP_034187146.1
OG0004789	XP_017766904.1	XP_034190745.1
OG0004790	XP_017753194.1, XP_017753193.1	XP_034179178.1
OG0004791	XP_017763752.1, XP_017763751.1	XP_034183394.1
OG0004792	XP_017763773.1, XP_017763771.1	XP_034183550.1
OG0004793	XP_017754030.1	XP_034173391.1
OG0004794	XP_017767251.1	XP_034191573.1
OG0004795	XP_017753217.1	XP_034190828.1
OG0004796	XP_017756973.1	XP_034179554.1
OG0004797	XP_017753229.1	XP_034187004.1
OG0004798	XP_017763709.1	XP_034183631.1
OG0004799	XP_017764908.1	XP_034189847.1
OG0004800	XP_017753491.1	XP_034173678.1
OG0004801	XP_017754075.1	XP_034172249.1, XP_034172248.1
OG0004802	XP_017764230.1	XP_034175621.1
OG0004803	XP_017757327.1	XP_034194316.1
OG0004804	XP_017766382.1	XP_034171311.1
OG0004805	XP_017766344.1, XP_017765635.1, XP_017765597.1	XP_034171025.1
OG0004806	XP_017759724.1, XP_017759722.1	XP_034171926.1, XP_034171922.1
OG0004807	XP_017766348.1	XP_034196527.1
OG0004808	XP_017766366.1, XP_017755484.1	XP_034171655.1
OG0004809	XP_017755187.1	XP_034189265.1
OG0004810	XP_017756305.1	XP_034189083.1
OG0004811	XP_017759817.1	XP_034188796.1
OG0004813	XP_017756383.1	XP_034188992.1
OG0004814	XP_017756287.1	XP_034171328.1
OG0004815	XP_017765199.1, XP_017765204.1	XP_034171758.1
OG0004816	XP_017754697.1, XP_017754685.1	XP_034171146.1
OG0004817	XP_017754736.1	XP_034171148.1
OG0004818	XP_017758949.1	XP_034188827.1
OG0004819	XP_017756298.1	XP_034189413.1
OG0004820	XP_017762544.1	XP_034171595.1
OG0004821	XP_017762518.1	XP_034196452.1
OG0004822	XP_017759100.1	XP_034192245.1
OG0004824	XP_017767038.1	XP_034182526.1
OG0004825	XP_017753097.1, XP_017765636.1	XP_034188301.1
OG0004826	XP_017765422.1	XP_034172394.1
OG0004827	XP_017759527.1	XP_034182236.1
OG0004828	XP_017764704.1	XP_034186169.1
OG0004830	XP_017767106.1	XP_034181912.1
OG0004831	XP_017756780.1	XP_034188452.1
OG0004832	XP_017762369.1	XP_034182712.1
OG0004833	XP_017754472.1	XP_034171791.1
OG0004834	XP_017757301.1	XP_034194358.1
OG0004835	XP_017757390.1	XP_034194370.1
OG0004836	XP_017757338.1	XP_034194345.1
OG0004837	XP_017766031.1	XP_034182550.1
OG0004838	XP_017753081.1	XP_034182145.1
OG0004839	XP_017762388.1, XP_017760972.1	XP_034182006.1
OG0004840	XP_017764342.1	XP_034182083.1
OG0004841	XP_017765244.1	XP_034194507.1
OG0004842	XP_017763823.1	XP_034189708.1
OG0004843	XP_017752312.1	XP_034188599.1
OG0004844	XP_017756606.1	XP_034174479.1
OG0004845	XP_017758624.1	XP_034173845.1
OG0004846	XP_017767655.1	XP_034174348.1
OG0004847	XP_017753098.1	XP_034187807.1
OG0004848	XP_017767619.1	XP_034174775.1
OG0004849	XP_017765837.1	XP_034173931.1
OG0004850	XP_017758557.1	XP_034187832.1
OG0004852	XP_017757163.1	XP_034187425.1
OG0004853	XP_017760096.1	XP_034187377.1
OG0004855	XP_017757185.1	XP_034187643.1
OG0004856	XP_017766338.1	XP_034174616.1
OG0004857	XP_017755218.1	XP_034174748.1
OG0004859	XP_017765856.1	XP_034174138.1
OG0004860	XP_017755515.1	XP_034174555.1
OG0004862	XP_017761128.1	XP_034173183.1
OG0004863	XP_017761363.1	XP_034192706.1
OG0004864	XP_017757626.1	XP_034192624.1
OG0004865	XP_017755303.1	XP_034177479.1
OG0004866	XP_017761785.1, XP_017759859.1	XP_034191312.1
OG0004867	XP_017755682.1	XP_034192833.1, XP_034192834.1
OG0004868	XP_017767671.1	XP_034177390.1
OG0004869	XP_017767696.1	XP_034177379.1
OG0004870	XP_017755631.1	XP_034177925.1
OG0004871	XP_017762199.1	XP_034191242.1
OG0004872	XP_017755589.1	XP_034177028.1
OG0004873	XP_017752585.1	XP_034176941.1
OG0004874	XP_017753996.1	XP_034172100.1
OG0004875	XP_017759260.1	XP_034194186.1
OG0004876	XP_017758760.1, XP_017758761.1	XP_034177092.1
OG0004877	XP_017757583.1, XP_017757586.1	XP_034192800.1
OG0004878	XP_017761374.1	XP_034177898.1
OG0004879	XP_017758742.1	XP_034177760.1
OG0004880	XP_017758222.1	XP_034177050.1
OG0004881	XP_017758714.1	XP_034192939.1
OG0004882	XP_017755594.1	XP_034192652.1
OG0004883	XP_017755301.1	XP_034177457.1
OG0004884	XP_017755270.1	XP_034177004.1
OG0004885	XP_017757405.1	XP_034176794.1
OG0004887	XP_017757548.1	XP_034177815.1
OG0004888	XP_017757423.1	XP_034192638.1
OG0004889	XP_017767654.1	XP_034177183.1
OG0004891	XP_017758251.1	XP_034184032.1
OG0004892	XP_017763984.1	XP_034196238.1
OG0004893	XP_017762234.1	XP_034188708.1
OG0004894	XP_017752140.1	XP_034196111.1
OG0004895	XP_017756585.1	XP_034193643.1
OG0004896	XP_017760461.1	XP_034189028.1
OG0004897	XP_017758291.1	XP_034195428.1
OG0004898	XP_017753536.1	XP_034195666.1, XP_034195667.1
OG0004899	XP_017764036.1	XP_034194362.1
OG0004900	XP_017762238.1	XP_034191713.1
OG0004901	XP_017767768.1	XP_034196364.1
OG0004902	XP_017754945.1	XP_034195538.1
OG0004903	XP_017761777.1	XP_034196149.1
OG0004904	XP_017763573.1	XP_034173208.1
OG0004905	XP_017767564.1	XP_034196133.1
OG0004906	XP_017753182.1	XP_034190483.1
OG0004907	XP_017762247.1	XP_034195890.1
OG0004909	XP_017761963.1	XP_034176611.1
OG0004910	XP_017761681.1	XP_034196185.1
OG0004911	XP_017758262.1	XP_034179672.1
OG0004912	XP_017752465.1	XP_034196155.1
OG0004913	XP_017752463.1	XP_034196157.1
OG0004914	XP_017759651.1	XP_034184805.1
OG0004915	XP_017752461.1	XP_034194872.1
OG0004916	XP_017761721.1	XP_034195410.1
OG0004917	XP_017764337.1	XP_034185222.1
OG0004918	XP_017760660.1	XP_034185572.1, XP_034185573.1
OG0004919	XP_017765346.1	XP_034181232.1
OG0004920	XP_017759142.1	XP_034185016.1
OG0004921	XP_017752284.1	XP_034181530.1
OG0004922	XP_017754993.1	XP_034187978.1
OG0004923	XP_017759667.1	XP_034176977.1
OG0004924	XP_017759136.1	XP_034185000.1
OG0004925	XP_017765392.1	XP_034181172.1
OG0004926	XP_017764632.1	XP_034175252.1
OG0004929	XP_017755014.1	XP_034190228.1
OG0004930	XP_017763742.1	XP_034194187.1
OG0004931	XP_017764304.1	XP_034190317.1
OG0004932	XP_017759487.1	XP_034190698.1
OG0004933	XP_017764287.1	XP_034172613.1
OG0004934	XP_017763044.1	XP_034187891.1
OG0004935	XP_017756637.1	XP_034184942.1
OG0004936	XP_017759695.1	XP_034194769.1, XP_034194018.1
OG0004937	XP_017754479.1	XP_034185080.1
OG0004938	XP_017763659.1	XP_034185123.1
OG0004939	XP_017753110.1	XP_034181790.1, XP_034181791.1
OG0004940	XP_017753652.1	XP_034171029.1
OG0004941	XP_017753941.1	XP_034181267.1
OG0004942	XP_017756009.1	XP_034190364.1
OG0004943	XP_017756015.1	XP_034184652.1
OG0004944	XP_017756746.1	XP_034181143.1
OG0004945	XP_017763499.1	XP_034187917.1
OG0004946	XP_017757985.1	XP_034180113.1
OG0004947	XP_017757902.1	XP_034180923.1
OG0004948	XP_017761878.1	XP_034196202.1
OG0004949	XP_017763439.1	XP_034181477.1
OG0004950	XP_017761864.1	XP_034196190.1
OG0004951	XP_017757882.1	XP_034191967.1
OG0004952	XP_017753935.1	XP_034181042.1
OG0004953	XP_017760285.1	XP_034181148.1
OG0004954	XP_017755866.1	XP_034185312.1
OG0004955	XP_017757885.1, XP_017757884.1	XP_034191949.1
OG0004956	XP_017756000.1	XP_034184732.1, XP_034184731.1
OG0004957	XP_017763525.1, XP_017763527.1	XP_034181897.1
OG0004958	XP_017760300.1	XP_034187967.1
OG0004959	XP_017765790.1	XP_034190386.1
OG0004960	XP_017754952.1	XP_034185228.1
OG0004961	XP_017763523.1	XP_034187903.1
OG0004962	XP_017764162.1	XP_034185555.1
OG0004963	XP_017758992.1	XP_034190622.1
OG0004964	XP_017758965.1	XP_034190691.1
OG0004965	XP_017756761.1	XP_034188111.1
OG0004966	XP_017762642.1	XP_034171220.1
OG0004967	XP_017755778.1	XP_034186404.1
OG0004968	XP_017755832.1	XP_034186420.1
OG0004971	XP_017755762.1	XP_034184342.1
OG0004972	XP_017755838.1	XP_034184316.1
OG0004975	XP_017756946.1	XP_034182125.1
OG0004976	XP_017758833.1	XP_034174021.1
OG0004977	XP_017755816.1	XP_034184455.1
OG0004978	XP_017762652.1	XP_034171254.1
OG0004979	XP_017761823.1	XP_034186518.1
OG0004980	XP_017763359.1, XP_017763361.1	XP_034193243.1
OG0004981	XP_017753999.1	XP_034172945.1, XP_034172947.1
OG0004982	XP_017759436.1	XP_034194780.1
OG0004983	XP_017755590.1	XP_034192967.1
OG0004984	XP_017764076.1	XP_034178686.1
OG0004985	XP_017761885.1	XP_034195235.1
OG0004986	XP_017756927.1	XP_034184412.1
OG0004987	XP_017759605.1	XP_034184074.1
OG0004988	XP_017757951.1	XP_034191696.1
OG0004989	XP_017759973.1	XP_034183404.1
OG0004990	XP_017762936.1	XP_034185958.1
OG0004991	XP_017758487.1	XP_034186313.1
OG0004992	XP_017756458.1	XP_034183484.1
OG0004993	XP_017767528.1	XP_034185903.1
OG0004994	XP_017767522.1	XP_034189757.1
OG0004995	XP_017764763.1	XP_034185719.1
OG0004996	XP_017756459.1	XP_034183482.1
OG0004997	XP_017756422.1	XP_034183872.1
OG0004998	XP_017756460.1	XP_034189991.1
OG0004999	XP_017766217.1	XP_034185863.1
OG0005000	XP_017756455.1	XP_034189684.1, XP_034189685.1
OG0005002	XP_017767337.1	XP_034185922.1
OG0005003	XP_017767434.1	XP_034189761.1
OG0005004	XP_017767321.1	XP_034185998.1
OG0005005	XP_017767320.1	XP_034186047.1
OG0005006	XP_017758503.1	XP_034186209.1
OG0005007	XP_017758516.1	XP_034186297.1
OG0005008	XP_017767492.1	XP_034189778.1
OG0005009	XP_017755564.1	XP_034195770.1
OG0005010	XP_017760406.1	XP_034193442.1
OG0005011	XP_017755147.1	XP_034192427.1
OG0005012	XP_017753133.1	XP_034190816.1
OG0005013	XP_017760949.1	XP_034175816.1
OG0005014	XP_017762393.1	XP_034175277.1
OG0005015	XP_017755100.1	XP_034187865.1
OG0005016	XP_017762317.1	XP_034176155.1
OG0005017	XP_017763036.1	XP_034175193.1
OG0005018	XP_017755205.1	XP_034177748.1
OG0005019	XP_017755181.1	XP_034177944.1
OG0005020	XP_017761901.1	XP_034174914.1, XP_034174913.1
OG0005022	XP_017754779.1	XP_034176005.1
OG0005023	XP_017755109.1	XP_034192431.1
OG0005024	XP_017759999.1	XP_034192163.1
OG0005025	XP_017765746.1	XP_034188115.1
OG0005026	XP_017763372.1	XP_034181850.1
OG0005027	XP_017754371.1	XP_034193395.1
OG0005028	XP_017762327.1	XP_034176261.1, XP_034176260.1
OG0005029	XP_017754787.1	XP_034175963.1
OG0005030	XP_017755075.1	XP_034187884.1
OG0005031	XP_017756492.1	XP_034186397.1
OG0005032	XP_017765773.1	XP_034179244.1
OG0005033	XP_017766941.1	XP_034179094.1
OG0005034	XP_017752874.1	XP_034186486.1
OG0005035	XP_017755823.1	XP_034191121.1
OG0005037	XP_017761011.1	XP_034183039.1
OG0005038	XP_017753403.1	XP_034186582.1
OG0005039	XP_017762000.1	XP_034179770.1
OG0005040	XP_017761406.1	XP_034183287.1
OG0005041	XP_017753414.1	XP_034186875.1
OG0005042	XP_017764641.1	XP_034177999.1
OG0005043	XP_017754360.1	XP_034192373.1
OG0005044	XP_017766819.1	XP_034177959.1
OG0005045	XP_017766575.1	XP_034178829.1
OG0005046	XP_017766633.1	XP_034178833.1
OG0005047	XP_017759374.1	XP_034180363.1
OG0005048	XP_017766496.1	XP_034172206.1
OG0005049	XP_017759307.1	XP_034180184.1
OG0005050	XP_017767137.1	XP_034191790.1, XP_034191782.1
OG0005051	XP_017767175.1	XP_034180041.1
OG0005052	XP_017767142.1	XP_034180786.1
OG0005053	XP_017759853.1	XP_034192124.1
OG0005054	XP_017759933.1	XP_034192039.1
OG0005055	XP_017763182.1	XP_034192058.1
OG0005057	XP_017762885.1	XP_034180525.1
OG0005058	XP_017753899.1	XP_034193921.1
OG0005059	XP_017762010.1, XP_017762017.1	XP_034173279.1
OG0005060	XP_017752806.1	XP_034178904.1
OG0005061	XP_017753882.1	XP_034193856.1
OG0005062	XP_017759468.1	XP_034181068.1
OG0005063	XP_017758163.1	XP_034179518.1, XP_034179517.1
OG0005064	XP_017758063.1	XP_034179530.1
OG0005066	XP_017753736.1	XP_034193933.1
OG0005067	XP_017764950.1	XP_034179283.1
OG0005068	XP_017763032.1	XP_034193903.1
OG0005069	XP_017756236.1	XP_034193489.1
OG0005070	XP_017753806.1	XP_034193478.1, XP_034193477.1
OG0005071	XP_017765784.1	XP_034179025.1
OG0005072	XP_017765785.1	XP_034179038.1
OG0005073	XP_017753848.1	XP_034194002.1
OG0005074	XP_017759512.1	XP_034173799.1
OG0005075	XP_017764983.1	XP_034179457.1, XP_034179455.1
OG0005076	XP_017758051.1	XP_034179194.1
OG0005077	XP_017760502.1	XP_034179232.1, XP_034179231.1
OG0005078	XP_017753821.1	XP_034193981.1
OG0005079	XP_017762061.1	XP_034179627.1
OG0005080	XP_017760115.1, XP_017760105.1	XP_034191287.1
OG0005081	XP_017753575.1	XP_034182849.1
OG0005082	XP_017760024.1	XP_034191393.1
OG0005083	XP_017760127.1	XP_034191327.1
OG0005084	XP_017762475.1	XP_034186806.1, XP_034186807.1
OG0005085	XP_017753528.1	XP_034183007.1
OG0005086	XP_017766887.1	XP_034190748.1
OG0005087	XP_017754644.1	XP_034186851.1
OG0005088	XP_017764443.1	XP_034186772.1
OG0005089	XP_017754597.1, XP_017754596.1	XP_034186912.1
OG0005090	XP_017767747.1	XP_034180194.1
OG0005091	XP_017762745.1	XP_034192264.1, XP_034192262.1
OG0005092	XP_017763687.1	XP_034173980.1
OG0005093	XP_017754403.1, XP_017754375.1	XP_034178424.1
OG0005094	XP_017755511.1	XP_034178562.1
OG0005095	XP_017755534.1	XP_034173219.1
OG0005096	XP_017763353.1	XP_034181631.1, XP_034181629.1
OG0005098	XP_017765992.1	XP_034172933.1
OG0005099	XP_017759093.1	XP_034173482.1
OG0005100	XP_017761897.1	XP_034196256.1
OG0005102	XP_017755274.1	XP_034187498.1
OG0005103	XP_017754214.1	XP_034173172.1
OG0005105	XP_017759052.1	XP_034196339.1
OG0005106	XP_017762561.1	XP_034173558.1
OG0005107	XP_017762839.1	XP_034176567.1
OG0005108	XP_017761120.1	XP_034179022.1
OG0005109	XP_017761149.1	XP_034172501.1
OG0005109	XP_017761155.1	XP_034172506.1
OG0005110	XP_017756330.1	XP_034189326.1
OG0005111	XP_017766467.1	XP_034189309.1, XP_034189307.1
OG0005112	XP_017756558.1, XP_017760681.1	XP_034171858.1
OG0005113	XP_017766405.1	XP_034170891.1
OG0005114	XP_017765474.1	XP_034171943.1
