Orthogroup	Eufriesea_mexicana	Bombus_terrestris
OG0003799	XP_017766514.1	XP_003400259.1
OG0003800	XP_017766652.1	XP_003400083.2
OG0003801	XP_017762873.1	XP_003400785.1
OG0003802	XP_017763862.1	XP_012165630.1
OG0003803	XP_017760982.1	XP_003393472.1
OG0003804	XP_017756366.1	XP_003402656.1
OG0003805	XP_017767012.1	XP_003394234.1
OG0003806	XP_017760099.1	XP_003402420.1
OG0003807	XP_017757144.1	XP_003395170.1
OG0003808	XP_017755869.1	XP_012174111.1
OG0003809	XP_017758738.1	XP_003395483.1
OG0003810	XP_017758926.1	XP_003402983.1, XP_012174747.1
OG0003811	XP_017764364.1	XP_003396570.1
OG0003812	XP_017760281.1	XP_003397378.2
OG0003813	XP_017762374.1	XP_012175975.1, XP_012175974.1, XP_003394193.1
OG0003814	XP_017754228.1	XP_003393048.1
OG0003815	XP_017757182.1	XP_003394907.1
OG0003816	XP_017767361.1	XP_012167833.1, XP_003398186.1
OG0003817	XP_017763484.1	XP_003397082.1
OG0003818	XP_017764181.1	XP_003403161.1
OG0003819	XP_017760322.1	XP_003397307.1
OG0003820	XP_017754634.1	XP_003399616.1
OG0003821	XP_017755991.1	XP_003393617.1
OG0003822	XP_017754703.1	XP_003393638.1
OG0003823	XP_017755567.1	XP_003397443.3
OG0003824	XP_017758585.1	XP_003395101.1
OG0003825	XP_017764783.1	XP_003399380.1
OG0003826	XP_017758005.1	XP_003402232.1
OG0003827	XP_017763756.1	XP_012166083.1, XP_012166081.1, XP_012166082.1
OG0003828	XP_017758578.1	XP_003395111.1
OG0003829	XP_017767114.1	XP_003394355.1, XP_012176238.1, XP_012176237.1
OG0003830	XP_017765431.1	XP_003392861.1, XP_012165612.1
OG0003831	XP_017755822.1, XP_017755824.1	XP_003398025.1
OG0003832	XP_017758258.1	XP_020718374.1, XP_020718373.1
OG0003833	XP_017752130.1	XP_003402894.2
OG0003834	XP_017760595.1	XP_003400894.1, XP_012171759.1
OG0003835	XP_017760835.1	XP_003399096.1
OG0003836	XP_017758985.1	XP_003403106.1
OG0003837	XP_017760988.1	XP_003393610.1
OG0003838	XP_017754044.1	XP_020718434.1, XP_020718439.1, XP_003393059.1
OG0003839	XP_017763386.1	XP_003399145.1
OG0003840	XP_017758168.1	XP_003401093.1
OG0003841	XP_017759407.1	XP_003400763.1
OG0003842	XP_017754802.1	XP_003398932.1
OG0003843	XP_017752456.1	XP_020718979.1
OG0003844	XP_017758229.1	XP_012163102.1
OG0003845	XP_017766671.1	XP_003400216.1
OG0003846	XP_017765927.1	XP_003395871.1
OG0003847	XP_017760739.1	XP_003398737.1
OG0003848	XP_017755383.1, XP_017755384.1, XP_017755385.1	XP_003394614.1
OG0003849	XP_017765411.1	XP_012166356.1
OG0003850	XP_017753677.1	XP_012163843.1
OG0003851	XP_017760591.1	XP_012171798.1
OG0003852	XP_017758716.1	XP_003395691.1, XP_020724234.1
OG0003853	XP_017757900.1	XP_003402092.1, XP_012173374.1
OG0003854	XP_017767351.1	XP_003398489.1
OG0003855	XP_017762274.1	XP_012169748.1, XP_003399366.1
OG0003856	XP_017755744.1, XP_017755516.1, XP_017755539.1	XP_003394344.1
OG0003857	XP_017766126.1	XP_003396020.1
OG0003858	XP_017762801.1	XP_003396800.1
OG0003859	XP_017754025.1	XP_003393068.1, XP_012163643.1
OG0003860	XP_017764503.1	XP_012163159.1, XP_003394872.1
OG0003861	XP_017759427.1, XP_017759396.1	XP_003396034.1
OG0003862	XP_017756233.1	XP_003400991.1
OG0003863	XP_017757821.1	XP_003400933.1
OG0003864	XP_017754445.1	XP_003396233.1
OG0003865	XP_017757429.1	XP_003395562.1
OG0003866	XP_017763667.1	XP_003395163.1
OG0003867	XP_017765783.1	XP_003401422.1
OG0003868	XP_017764272.1	XP_003397540.1
OG0003869	XP_017761689.1	XP_012165346.1
OG0003870	XP_017754244.1	XP_003398361.1
OG0003871	XP_017767459.1	XP_012165039.1
OG0003872	XP_017760778.1	XP_012169202.1
OG0003873	XP_017764814.1	XP_012175893.1
OG0003874	XP_017753113.1	XP_003397068.1, XP_012166353.1
OG0003875	XP_017757599.1	XP_012164039.1, XP_012164036.1, XP_012164040.1
OG0003876	XP_017756153.1	XP_012169964.1, XP_003399518.1
OG0003877	XP_017752935.1, XP_017752934.1	XP_003399716.1
OG0003878	XP_017752123.1	XP_003402984.1
OG0003879	XP_017760469.1	XP_003397638.1
OG0003880	XP_017760140.1	XP_020723855.1
OG0003881	XP_017752251.1	XP_012166668.1
OG0003882	XP_017753576.1	XP_012173712.1, XP_020723231.1, XP_012173713.1
OG0003883	XP_017764925.1	XP_003396391.1, XP_020719657.1, XP_020719656.1
OG0003884	XP_017767422.1	XP_012167807.1
OG0003885	XP_017764490.1	XP_003394881.1, XP_012163166.1, XP_020718579.1
OG0003886	XP_017757086.1	XP_012164875.2
OG0003887	XP_017763446.1	XP_012166398.1
OG0003888	XP_017755636.1	XP_003395306.1
OG0003889	XP_017758666.1, XP_017758665.1	XP_003394035.1
OG0003890	XP_017759513.1	XP_003401777.1
OG0003891	XP_017761220.1	XP_012173493.1, XP_012173494.1
OG0003892	XP_017757417.1	XP_003395810.2
OG0003893	XP_017753308.1	XP_003397455.1
OG0003894	XP_017760179.1	XP_012164756.1, XP_003396041.1
OG0003895	XP_017759213.1	XP_003397704.1
OG0003896	XP_017762047.1	XP_012172671.1
OG0003897	XP_017753803.1	XP_003401538.1
OG0003898	XP_017764665.1	XP_012163125.1, XP_003393038.1
OG0003899	XP_017756359.1	XP_012174367.1
OG0003900	XP_017759338.1	XP_003400725.1
OG0003901	XP_017758737.1	XP_020718841.1
OG0003902	XP_017759578.1	XP_003399441.1
OG0003903	XP_017759997.1, XP_017759998.1	XP_003398832.1
OG0003904	XP_017754481.1	XP_003403317.1, XP_020723924.1
OG0003905	XP_017761648.1	XP_020723823.1
OG0003906	XP_017760475.1	XP_012166749.1
OG0003907	XP_017763836.1	XP_012174429.1
OG0003908	XP_017761353.1	XP_003395686.1
OG0003909	XP_017766086.1	XP_003396168.1
OG0003910	XP_017765257.1	XP_003401206.1
OG0003911	XP_017764910.1	XP_003396389.1
OG0003912	XP_017762329.1, XP_017762330.1	XP_020721218.1
OG0003913	XP_017755450.1	XP_003400503.1
OG0003914	XP_017763677.1	XP_003395173.1
OG0003915	XP_017755386.1	XP_003394616.1
OG0003916	XP_017764062.1	XP_003397855.1
OG0003917	XP_017764410.1	XP_003399630.1
OG0003918	XP_017757278.1, XP_017757279.1, XP_017757280.1	XP_003394365.1
OG0003919	XP_017754948.1	XP_003401634.2
OG0003920	XP_017767543.1	XP_003398051.1
OG0003921	XP_017757356.1	XP_003394099.1
OG0003922	XP_017757191.1	XP_012163361.1
OG0003923	XP_017763068.1	XP_003402687.1
OG0003924	XP_017759326.1	XP_012171630.1
OG0003925	XP_017757587.1	XP_003395735.1
OG0003926	XP_017757826.1	XP_003400931.1
OG0003927	XP_017762573.1	XP_012166843.1, XP_003393282.1
OG0003928	XP_017765483.1	XP_003393519.1
OG0003929	XP_017757052.1, XP_017757054.1	XP_003393808.1, XP_012174877.1
OG0003930	XP_017760223.1	XP_020719884.1, XP_012166368.1, XP_012166369.1, XP_012166366.1, XP_012166367.1, XP_003397076.1
OG0003931	XP_017759257.1	XP_012167630.1, XP_003398023.1
OG0003932	XP_017754820.1	XP_003398995.1
OG0003933	XP_017752568.1	XP_003400836.1, XP_020722043.1
OG0003934	XP_017765619.1	XP_012173486.1
OG0003935	XP_017754470.1	XP_003403079.1
OG0003936	XP_017757651.1, XP_017757652.1	XP_020721035.1, XP_012165024.1
OG0003938	XP_017762293.1	XP_012168646.1
OG0003939	XP_017756243.1	XP_012172020.1, XP_012172021.1, XP_020722711.1, XP_012172017.1, XP_012172019.1, XP_012172018.1
OG0003941	XP_017756300.1	XP_020723408.1
OG0003950	XP_017754765.1	XP_020722552.1
OG0003951	XP_017760627.1	XP_012163744.1
OG0003952	XP_017765923.1	XP_012163499.1
OG0003953	XP_017765598.1	XP_003397885.1, XP_003397865.1
OG0003954	XP_017756389.1, XP_017754774.1	XP_003393962.3
OG0003955	XP_017758089.1	XP_020722752.1
OG0003956	XP_017763818.1	XP_012170608.1
OG0003957	XP_017752232.1	XP_003400146.1
OG0003958	XP_017758468.1	XP_003402562.1
OG0003959	XP_017767215.1	XP_003400385.1
OG0003961	XP_017759922.1	XP_012171522.1
OG0003962	XP_017765275.1	XP_012176119.1
OG0003963	XP_017766158.1	XP_003396023.1
OG0003964	XP_017755015.1	XP_003396906.1
OG0003965	XP_017752609.1	XP_003396425.2
OG0003966	XP_017766101.1	XP_003396026.1
OG0003967	XP_017766749.1	XP_012170957.1
OG0003968	XP_017759648.1	XP_003396228.1
OG0003969	XP_017756078.1	XP_003394584.1
OG0003970	XP_017761280.1	XP_003393605.1
OG0003971	XP_017760687.1	XP_012169552.1
OG0003972	XP_017756894.1	XP_020720474.1
OG0003973	XP_017765429.1	XP_003397947.1
OG0003974	XP_017761848.1	XP_020722798.1, XP_003401135.1
OG0003976	XP_017754354.1	XP_012169356.1
OG0003977	XP_017755251.1	XP_012164310.1
OG0003978	XP_017765301.1	XP_020724199.1
OG0003979	XP_017767173.1	XP_003400952.1
OG0003980	XP_017766990.1	XP_003398726.1
OG0003981	XP_017760488.1	XP_012173547.1
OG0003982	XP_017759902.1	XP_003400646.2
OG0003983	XP_017758817.1	XP_012168433.2
OG0003984	XP_017765446.1	XP_003392868.1
OG0003985	XP_017757872.1	XP_003401942.1
OG0003986	XP_017755374.1	XP_012176573.1
OG0003987	XP_017758056.1	XP_012172199.1
OG0003988	XP_017762075.1	XP_003393394.1
OG0003989	XP_017752508.1	XP_003401667.1
OG0003990	XP_017759603.1	XP_012168001.1
OG0003991	XP_017760661.1	XP_012168555.1
OG0003992	XP_017758780.1	XP_003397879.2
OG0003994	XP_017756319.1	XP_012174357.1
OG0003995	XP_017754466.1	XP_020723074.1
OG0003996	XP_017766816.1	XP_003400030.1
OG0003997	XP_017766281.1	XP_012174446.1
OG0003998	XP_017762303.1	XP_012168628.1
OG0003999	XP_017765949.1	XP_020718478.1
OG0004000	XP_017763705.1	XP_003402702.1
OG0004001	XP_017766744.1	XP_003400098.1
OG0004002	XP_017755013.1	XP_003396897.1
OG0004003	XP_017757339.1	XP_012174654.1
OG0004004	XP_017763546.1	XP_003397124.2
OG0004005	XP_017755669.1	XP_012176195.1
OG0004006	XP_017755817.1	XP_020720206.1
OG0004007	XP_017756762.1	XP_003397004.1
OG0004008	XP_017761448.1	XP_003399321.1
OG0004009	XP_017753582.1	XP_020723221.1
OG0004010	XP_017764344.1	XP_003394139.1
OG0004012	XP_017752716.1	XP_003401202.1
OG0004014	XP_017762603.1	XP_012166948.1
OG0004015	XP_017754816.1	XP_012169070.1
OG0004016	XP_017761017.1	XP_003399539.1
OG0004017	XP_017766842.1	XP_012170928.1
OG0004018	XP_017767766.1	XP_012174769.1, XP_020723705.1
OG0004019	XP_017757116.1, XP_017757115.1	XP_003396861.1
OG0004020	XP_017754072.1	XP_012164476.1
OG0004021	XP_017756596.1	XP_012174081.1
OG0004022	XP_017762850.1	XP_012169545.1
OG0004024	XP_017756648.1	XP_003401635.1
OG0004025	XP_017755331.1	XP_003395644.1
OG0004026	XP_017762939.1	XP_012168154.2
OG0004027	XP_017755505.1	XP_003393673.1
OG0004028	XP_017758669.1	XP_003394087.2
OG0004029	XP_017762069.1	XP_003401400.1
OG0004030	XP_017765754.1	XP_003399158.1
OG0004031	XP_017764845.1	XP_003393452.1
OG0004032	XP_017754232.1	XP_012164702.1
OG0004033	XP_017762137.1	XP_003402122.1
OG0004034	XP_017759612.1	XP_003399212.1
OG0004035	XP_017761551.1	XP_003400441.2
OG0004036	XP_017765981.1	XP_012165575.1
OG0004037	XP_017761824.1	XP_012167417.2
OG0004038	XP_017759809.1	XP_012172264.1
OG0004039	XP_017765237.1	XP_003401182.1
OG0004040	XP_017763790.1	XP_020719339.1
OG0004041	XP_017763738.1	XP_003396921.1
OG0004042	XP_017761473.1	XP_003398735.1
OG0004043	XP_017764856.1	XP_020720555.1
OG0004044	XP_017757677.1	XP_012171994.2
OG0004045	XP_017766643.1	XP_003400219.1
OG0004046	XP_017757644.1	XP_003393512.2
OG0004047	XP_017758366.1	XP_012168116.1
OG0004048	XP_017765834.1	XP_003395235.1
OG0004049	XP_017755888.1, XP_017759019.1	XP_020723971.1
OG0004050	XP_017753443.1	XP_003399909.1
OG0004051	XP_017764951.1	XP_003401568.1
OG0004052	XP_017762040.1	XP_003401998.3
OG0004053	XP_017752183.1	XP_003402109.1
OG0004054	XP_017753929.1	XP_003397349.1
OG0004055	XP_017759347.1	XP_012171703.1, XP_003400780.2
OG0004056	XP_017754658.1	XP_012173669.1, XP_003402105.1
OG0004057	XP_017753126.1	XP_003396433.2
OG0004058	XP_017756165.1	XP_003399509.1
OG0004059	XP_017766615.1	XP_012171070.1
OG0004060	XP_017758126.1, XP_017758442.1	XP_003398444.1
OG0004061	XP_017756718.1	XP_003395029.1
OG0004062	XP_017753993.1	XP_020724326.1
OG0004063	XP_017766621.1, XP_017766622.1	XP_003403424.2
OG0004064	XP_017762397.1	XP_003396474.1
OG0004065	XP_017761364.1	XP_003395667.1
OG0004066	XP_017766141.1	XP_003396009.1
OG0004067	XP_017752290.1	XP_012175279.1, XP_003403281.1
OG0004068	XP_017759252.1	XP_003397983.1
OG0004069	XP_017753839.1	XP_003401546.1
OG0004070	XP_017759173.1	XP_003392904.1
OG0004071	XP_017761359.1	XP_003395515.1
OG0004072	XP_017753423.1	XP_003399464.1
OG0004074	XP_017759478.1, XP_017759552.1	XP_012168709.1
OG0004075	XP_017764552.1	XP_003393165.1
OG0004076	XP_017762039.1	XP_003395758.1
OG0004077	XP_017755557.1	XP_012169627.1
OG0004078	XP_017753078.1, XP_017753079.1	XP_003402351.1
OG0004079	XP_017765704.1	XP_020722861.1, XP_020722857.1
OG0004080	XP_017759132.1	XP_003392947.1
OG0004081	XP_017759521.1	XP_003399436.1
OG0004082	XP_017764672.1	XP_003393040.1
OG0004083	XP_017756286.1	XP_003402493.1
OG0004084	XP_017763503.1	XP_003397144.1
OG0004085	XP_017759887.1	XP_003400883.1, XP_012171660.1
OG0004086	XP_017754131.1	XP_003393042.1
OG0004087	XP_017757453.1	XP_020720661.1
OG0004088	XP_017765782.1	XP_020722769.1
OG0004089	XP_017760759.1	XP_003399029.1
OG0004090	XP_017753001.1	XP_003400019.1, XP_012170663.1
OG0004091	XP_017758987.1	XP_003403121.1
OG0004092	XP_017757259.1	XP_012176250.1
OG0004093	XP_017759031.1	XP_003398955.1
OG0004094	XP_017763584.1	XP_003400521.1
OG0004095	XP_017756181.1	XP_003399483.1
OG0004096	XP_017758019.1	XP_003393020.1, XP_012176581.1
OG0004097	XP_017760076.1	XP_012174142.1
OG0004098	XP_017767771.1	XP_012174727.1
OG0004099	XP_017764363.1	XP_003396525.1, XP_020719356.1
OG0004100	XP_017756607.1	XP_012168034.1
OG0004101	XP_017755507.1	XP_003395767.1
OG0004102	XP_017761737.1	XP_003396066.1
OG0004103	XP_017754789.1	XP_012169169.1
OG0004104	XP_017765509.1	XP_003400815.1
OG0004105	XP_017764228.1	XP_003397745.1, XP_012167085.1
OG0004106	XP_017756066.1	XP_003394581.1
OG0004107	XP_017752167.1	XP_012174717.1
OG0004108	XP_017756332.1	XP_020723372.1, XP_003393709.1
OG0004109	XP_017759488.1	XP_003394711.1
OG0004110	XP_017753243.1	XP_003396314.1
OG0004111	XP_017761887.1	XP_003393315.1
OG0004112	XP_017759940.1	XP_003400570.1
OG0004113	XP_017754506.1	XP_020723813.1
OG0004114	XP_017765089.1	XP_020722509.1
OG0004115	XP_017752459.1	XP_003396117.1
OG0004116	XP_017763010.1	XP_012172408.1
OG0004117	XP_017766378.1	XP_012174801.1
OG0004118	XP_017757218.1	XP_003394893.1
OG0004119	XP_017752434.1, XP_017752399.1	XP_003401369.1
OG0004120	XP_017753191.1	XP_020719648.1
OG0004121	XP_017765855.1	XP_012163072.1
OG0004122	XP_017753560.1	XP_003394516.1
OG0004123	XP_017761415.1	XP_003399845.1
OG0004124	XP_017765085.1	XP_003401028.1
OG0004125	XP_017767424.1	XP_020720669.1
OG0004126	XP_017756671.1	XP_012171232.1
OG0004127	XP_017766379.1	XP_003393795.1
OG0004128	XP_017766210.1	XP_003394564.1
OG0004129	XP_017763365.1	XP_003397981.1
OG0004130	XP_017756627.1	XP_003401626.1
OG0004131	XP_017766187.1	XP_003394685.1
OG0004132	XP_017762680.1	XP_003399207.1
OG0004133	XP_017752390.1	XP_003394461.1
OG0004134	XP_017754838.1	XP_003398931.1
OG0004135	XP_017757514.1	XP_003395821.1
OG0004136	XP_017752464.1	XP_003396107.1
OG0004137	XP_017762804.1	XP_012165517.1
OG0004138	XP_017752408.1	XP_003401376.1
OG0004139	XP_017766361.1, XP_017766362.1	XP_020721333.1
OG0004140	XP_017752367.1	XP_003394467.1
OG0004141	XP_017754540.1	XP_003393532.1
OG0004142	XP_017754920.1	XP_003401754.1
OG0004143	XP_017760443.1	XP_020720043.1
OG0004144	XP_017764598.1	XP_003403057.1
OG0004145	XP_017764484.1	XP_012170127.1
OG0004146	XP_017758982.1	XP_003403110.1
OG0004147	XP_017764945.1	XP_003401381.1
OG0004148	XP_017752764.1	XP_003402166.1
OG0004149	XP_017757870.1	XP_003398383.1
OG0004150	XP_017753674.1	XP_003395379.1
OG0004151	XP_017764434.1	XP_003399636.2
OG0004152	XP_017753682.1	XP_003395404.1
OG0004153	XP_017760466.1	XP_020720218.1
OG0004154	XP_017752810.1	XP_003401316.1
OG0004155	XP_017758798.1	XP_003397702.1
OG0004156	XP_017760831.1	XP_020721199.1
OG0004157	XP_017758349.1	XP_003398055.1
OG0004158	XP_017761819.1	XP_020720112.1
OG0004159	XP_017764316.1	XP_020722967.1
OG0004160	XP_017765400.1	XP_003398527.1
OG0004161	XP_017766645.1	XP_003400182.1
OG0004162	XP_017761300.1	XP_003396351.1
OG0004163	XP_017762655.1	XP_003398993.1
OG0004164	XP_017758575.1	XP_003395120.1
OG0004165	XP_017756498.1	XP_003399929.1
OG0004166	XP_017762877.1	XP_003400848.1
OG0004167	XP_017760768.1	XP_003393653.2
OG0004168	XP_017766497.1	XP_003400320.1
OG0004169	XP_017761744.1	XP_012166325.1
OG0004170	XP_017754367.1	XP_003400349.1
OG0004171	XP_017763623.1	XP_012174998.1
OG0004172	XP_017760442.1	XP_003398574.1
OG0004173	XP_017767462.1	XP_003398125.1
OG0004174	XP_017760676.1	XP_003398524.1
OG0004175	XP_017767193.1	XP_020722010.1, XP_003400392.1
OG0004176	XP_017765843.1, XP_017765842.1	XP_012163201.1
OG0004177	XP_017753466.1	XP_020719676.1, XP_012165909.1
OG0004178	XP_017754431.1	XP_003396229.1
OG0004179	XP_017757960.1	XP_012173373.1
OG0004180	XP_017761623.1	XP_012175202.2
OG0004181	XP_017760314.1	XP_003397304.1
OG0004182	XP_017753457.1	XP_003396615.1
OG0004183	XP_017761723.1, XP_017761722.1	XP_003396083.1
OG0004184	XP_017767111.1	XP_003394356.1
OG0004185	XP_017753811.1, XP_017753813.1	XP_003401602.1
OG0004186	XP_017759152.1	XP_003397740.1
OG0004187	XP_017766822.1	XP_020721860.1
OG0004188	XP_017765848.1	XP_020718511.1, XP_020718510.1
OG0004189	XP_017765876.1	XP_003394920.1
OG0004190	XP_017765858.1	XP_003395087.1
OG0004191	XP_017755473.1	XP_003400493.1
OG0004192	XP_017754286.1	XP_012166472.1
OG0004193	XP_017762006.1, XP_017762007.1	XP_003401445.1
OG0004194	XP_017763506.1	XP_012166261.1
OG0004195	XP_017764199.1	XP_020723759.1
OG0004196	XP_017765829.1	XP_003395875.1, XP_003395873.1
OG0004197	XP_017763052.1	XP_003397295.1
OG0004198	XP_017755577.1	XP_003399308.1
OG0004199	XP_017764934.1	XP_003394851.1
OG0004200	XP_017753732.1	XP_020722259.1
OG0004201	XP_017760613.1	XP_003400732.1
OG0004202	XP_017766639.1	XP_012170719.1
OG0004203	XP_017761181.1	XP_003397607.1
OG0004204	XP_017752283.1	XP_003397014.1
OG0004205	XP_017759748.1	XP_003402127.1
OG0004206	XP_017765808.1	XP_020719813.1, XP_012166731.2
OG0004207	XP_017759228.1	XP_003402522.2
OG0004208	XP_017762651.1	XP_003397828.1
OG0004209	XP_017758150.1	XP_003398388.1
OG0004210	XP_017753665.1	XP_003395440.1
OG0004211	XP_017758746.1	XP_003395708.1
OG0004212	XP_017758740.1	XP_003395690.1
OG0004213	XP_017760182.1	XP_003396112.1
OG0004214	XP_017760178.1	XP_003396071.1
OG0004215	XP_017766096.1	XP_003396155.1
OG0004216	XP_017766117.1	XP_003396127.1
OG0004217	XP_017759971.1	XP_012163404.1
OG0004218	XP_017753099.1	XP_003395246.1
OG0004219	XP_017766889.1	XP_003399651.1
OG0004220	XP_017754433.1	XP_003396226.1
OG0004221	XP_017756231.1	XP_012172028.1
OG0004222	XP_017756227.1	XP_012172462.1, XP_012172461.1
OG0004223	XP_017763661.1	XP_003403073.1
OG0004224	XP_017764371.1	XP_003398826.1
OG0004225	XP_017761736.1	XP_012164907.1
OG0004226	XP_017767660.1	XP_012163821.1, XP_003395841.1
OG0004227	XP_017767457.1	XP_003398102.1, XP_012167798.1
OG0004228	XP_017767340.1	XP_003398179.1
OG0004229	XP_017762396.1	XP_003401854.1
OG0004230	XP_017757511.1	XP_003395574.1
OG0004231	XP_017762671.1	XP_012163076.1
OG0004232	XP_017756146.1	XP_003399503.1
OG0004233	XP_017759683.1	XP_003396646.1
OG0004234	XP_017757491.1	XP_003395590.1
OG0004235	XP_017767200.1	XP_003400403.1, XP_020722013.1
OG0004236	XP_017765205.1	XP_012175675.1
OG0004237	XP_017760826.1	XP_020721196.1
OG0004238	XP_017760862.1	XP_012169222.1
OG0004239	XP_017754869.1	XP_003399227.2
OG0004240	XP_017754319.1	XP_003394672.1
OG0004241	XP_017754346.1	XP_003394692.1
OG0004242	XP_017764289.1	XP_003399751.2
OG0004243	XP_017767134.1	XP_012163346.1, XP_012163347.1
OG0004244	XP_017756069.1	XP_003402495.1
OG0004245	XP_017764054.1	XP_012167508.1
OG0004246	XP_017757478.1	XP_003395725.1
OG0004247	XP_017761344.1	XP_020718879.1, XP_020718878.1
OG0004248	XP_017759498.1	XP_003394721.1
OG0004249	XP_017759502.1	XP_003394717.1
OG0004250	XP_017752504.1	XP_003401665.1
OG0004251	XP_017757061.1	XP_003393811.1
OG0004252	XP_017757060.1	XP_003393819.1
OG0004253	XP_017766107.1	XP_012164828.2
OG0004254	XP_017762702.1	XP_003396665.1
OG0004255	XP_017765134.1	XP_020719317.1, XP_020719316.1
OG0004256	XP_017766491.1	XP_012174041.1
OG0004257	XP_017766371.1	XP_003393779.1
OG0004258	XP_017755348.1	XP_003394673.1
OG0004259	XP_017766173.1	XP_020724079.1, XP_003394151.1
OG0004260	XP_017764349.1	XP_003394138.2
OG0004261	XP_017753527.1	XP_012176459.1
OG0004262	XP_017758697.1	XP_003394482.1
OG0004263	XP_017758242.1	XP_003394788.1
OG0004264	XP_017753989.1	XP_020720856.1
OG0004265	XP_017762574.1	XP_003393287.1
OG0004266	XP_017753516.1	XP_003393301.1
OG0004267	XP_017759066.1	XP_003393259.1
OG0004268	XP_017759059.1	XP_003393250.1
OG0004269	XP_017755111.1	XP_012169462.1, XP_003399270.1
OG0004270	XP_017755661.1	XP_003395285.1
OG0004271	XP_017763550.1	XP_003398652.1
OG0004272	XP_017757958.1	XP_003401946.1
OG0004273	XP_017757917.1	XP_003401933.1
OG0004274	XP_017757396.1	XP_012174633.1, XP_012174634.1
OG0004275	XP_017753932.1	XP_003397353.1
OG0004276	XP_017763152.1	XP_012166231.2
OG0004277	XP_017763696.1	XP_012163618.1
OG0004278	XP_017759673.1	XP_012166189.1
OG0004279	XP_017763760.1, XP_017763759.1	XP_003396950.1
OG0004280	XP_017763135.1, XP_017763127.1	XP_012165948.1
OG0004281	XP_017761711.1	XP_020718983.1
OG0004282	XP_017763989.1	XP_003395922.1
OG0004283	XP_017763996.1	XP_012164537.1
OG0004284	XP_017763194.1	XP_020722132.1
OG0004285	XP_017752579.1	XP_003400833.1, XP_012171880.1
OG0004286	XP_017767120.1	XP_012172049.1
OG0004287	XP_017758003.1	XP_012173753.1
OG0004288	XP_017763113.1	XP_003393642.1
