Orthogroup	Anopheles_gambiae	Eufriesea_mexicana
OG0004416	XP_556948.3	XP_017757086.1
OG0004417	XP_313741.5	XP_017761129.1
OG0004418	XP_024667075.1	XP_017755567.1
OG0004419	XP_001237538.3, XP_001688459.2	XP_017765424.1
OG0004420	XP_320432.3	XP_017757176.1
OG0004421	XP_001688688.1, XP_001230832.1, XP_003436476.1	XP_017761514.1
OG0004422	XP_313187.5	XP_017758805.1
OG0004423	XP_319791.4	XP_017763550.1
OG0004424	XP_314342.3	XP_017762066.1
OG0004425	XP_317243.4	XP_017752465.1
OG0004426	XP_317593.4	XP_017757608.1
OG0004427	XP_318657.4	XP_017757285.1
OG0004428	XP_308965.3	XP_017765383.1
OG0004429	XP_003437020.1	XP_017759125.1
OG0004430	XP_003436927.1, XP_310982.3	XP_017763244.1
OG0004431	XP_313450.5	XP_017758130.1
OG0004432	XP_315449.4	XP_017757892.1
OG0004434	XP_001231086.2, XP_554563.3	XP_017765030.1
OG0004436	XP_001237457.2, XP_312362.3	XP_017765324.1
OG0004437	XP_312149.4	XP_017759482.1, XP_017759483.1
OG0004438	XP_312262.4	XP_017763181.1
OG0004439	XP_308308.4, XP_001687891.1	XP_017753384.1
OG0004440	XP_320387.3	XP_017763180.1
OG0004441	XP_321146.5	XP_017755797.1
OG0004442	XP_316678.1	XP_017765851.1
OG0004443	XP_317854.4	XP_017767316.1
OG0004445	XP_310837.5	XP_017755420.1
OG0004446	XP_001238182.2	XP_017752278.1
OG0004447	XP_566117.4	XP_017762900.1
OG0004448	XP_314928.2	XP_017764399.1
OG0004449	XP_311519.3	XP_017753399.1
OG0004450	XP_310814.5	XP_017752187.1
OG0004451	XP_316391.4, XP_001688854.1, XP_001688853.1	XP_017766218.1
OG0004452	XP_003436887.1, XP_311627.4, XP_003436886.1	XP_017753584.1
OG0004453	XP_308414.4	XP_017758656.1
OG0004454	XP_313307.5	XP_017764740.1
OG0004455	XP_312924.4, XP_312923.4	XP_017757445.1
OG0004457	XP_563061.3	XP_017756670.1
OG0004458	XP_316653.4	XP_017764143.1
OG0004459	XP_322065.3	XP_017767641.1, XP_017767637.1
OG0004460	XP_307583.2, XP_313198.5	XP_017767292.1
OG0004461	XP_310157.4	XP_017752231.1
OG0004462	XP_003436977.1	XP_017756492.1
OG0004463	XP_313387.4	XP_017764552.1
OG0004464	XP_315099.3, XP_003436770.1, XP_001688614.1	XP_017753370.1
OG0004465	XP_003437046.1, XP_310457.5	XP_017754066.1
OG0004466	XP_314849.2	XP_017761239.1
OG0004467	XP_317019.4	XP_017752379.1, XP_017752311.1
OG0004468	XP_317424.4	XP_017752407.1
OG0004469	XP_314026.4	XP_017761486.1
OG0004470	XP_313821.3	XP_017754278.1
OG0004471	XP_314945.1	XP_017755645.1
OG0004472	XP_309363.3	XP_017756381.1
OG0004473	XP_315205.4	XP_017767372.1
OG0004475	XP_313608.5	XP_017763151.1
OG0004476	XP_308218.4	XP_017760880.1
OG0004478	XP_314540.4	XP_017765458.1
OG0004479	XP_317371.3	XP_017757275.1
OG0004480	XP_315531.3	XP_017758578.1
OG0004481	XP_318161.4	XP_017753097.1, XP_017765636.1
OG0004482	XP_314011.4	XP_017753658.1
OG0004483	XP_310873.5	XP_017764783.1
OG0004484	XP_320042.3	XP_017761113.1
OG0004485	XP_309080.4, XP_001237175.2	XP_017766144.1
OG0004486	XP_312626.4	XP_017754174.1
OG0004487	XP_311891.3, XP_003436345.1, XP_003436344.1	XP_017761328.1, XP_017761329.1
OG0004489	XP_320903.3	XP_017755598.1
OG0004490	XP_561433.2, XP_309710.1	XP_017755990.1
OG0004491	XP_310115.3	XP_017755354.1
OG0004492	XP_320194.4	XP_017755519.1
OG0004493	XP_321936.5, XP_003435780.1, XP_003435779.1	XP_017765756.1
OG0004494	XP_320943.5	XP_017758448.1
OG0004495	XP_308217.4	XP_017758907.1
OG0004496	XP_320863.4	XP_017759114.1
OG0004498	XP_316179.4	XP_017760442.1
OG0004499	XP_321476.5	XP_017766911.1
OG0004500	XP_310935.5, XP_319360.4	XP_017758085.1
OG0004501	XP_319778.4	XP_017764488.1
OG0004502	XP_318274.4	XP_017753921.1
OG0004503	XP_319693.4	XP_017755258.1, XP_017755257.1
OG0004504	XP_320337.3	XP_017762253.1
OG0004505	XP_552411.3	XP_017757338.1
OG0004506	XP_314009.4	XP_017757917.1
OG0004507	XP_317460.3	XP_017766041.1
OG0004508	XP_319580.4	XP_017754779.1
OG0004509	XP_308943.4	XP_017753126.1
OG0004510	XP_003436116.1, XP_312542.5, XP_003436115.1	XP_017765258.1
OG0004511	XP_319901.2	XP_017765853.1
OG0004512	XP_318487.4	XP_017753578.1
OG0004513	XP_314020.2	XP_017767435.1
OG0004514	XP_565448.3	XP_017752638.1
OG0004515	XP_320293.4	XP_017755516.1, XP_017755539.1, XP_017755744.1
OG0004516	XP_320917.3	XP_017758199.1
OG0004517	XP_319699.3	XP_017763709.1
OG0004519	XP_312476.5, XP_003436137.1	XP_017759027.1
OG0004520	XP_311560.3	XP_017764712.1
OG0004521	XP_312281.3	XP_017761681.1
OG0004524	XP_311196.5	XP_017760607.1
OG0004525	XP_310396.7	XP_017762090.1, XP_017762091.1
OG0004526	XP_316389.4	XP_017756142.1
OG0004527	XP_317231.4	XP_017752422.1, XP_017752423.1
OG0004528	XP_315562.4	XP_017765265.1
OG0004529	XP_307193.3, XP_309656.4, XP_309429.5	XP_017752469.1
OG0004530	XP_001230510.1, XP_001688268.1	XP_017756557.1
OG0004531	XP_311484.3	XP_017760464.1
OG0004532	XP_001237573.2, XP_001237572.1, XP_558110.3	XP_017766407.1
OG0004533	XP_318516.3	XP_017763618.1
OG0004534	XP_309957.4	XP_017767013.1
OG0004535	XP_564464.3	XP_017758665.1, XP_017758666.1
OG0004536	XP_312266.1	XP_017761720.1
OG0004537	XP_564217.3	XP_017756367.1
OG0004538	XP_001688307.1	XP_017756285.1
OG0004539	XP_314167.4	XP_017762377.1, XP_017765492.1
OG0004540	XP_313854.3	XP_017754634.1
OG0004541	XP_313014.4	XP_017755161.1, XP_017755149.1
OG0004542	XP_319665.4	XP_017754472.1
OG0004543	XP_001230957.2	XP_017763782.1
OG0004544	XP_309636.5	XP_017757617.1
OG0004545	XP_319959.4	XP_017761005.1
OG0004546	XP_311348.4	XP_017760658.1
OG0004547	XP_003436710.1, XP_003436709.1	XP_017757466.1
OG0004549	XP_316811.4	XP_017757400.1
OG0004550	XP_001230842.3	XP_017764339.1
OG0004551	XP_559429.3, XP_001688873.1, XP_559379.4	XP_017764568.1
OG0004552	XP_313610.2	XP_017763144.1
OG0004553	XP_309945.3	XP_017758844.1
OG0004554	XP_310544.5	XP_017766579.1
OG0004555	XP_313770.4	XP_017763888.1
OG0004556	XP_564818.3	XP_017756804.1
OG0004558	XP_550843.2	XP_017763249.1
OG0004559	XP_307963.4	XP_017763939.1
OG0004560	XP_562083.2	XP_017752527.1
OG0004561	XP_317731.4	XP_017761913.1
OG0004562	XP_003436702.1	XP_017763937.1
OG0004563	XP_316944.3	XP_017757324.1
OG0004564	XP_314232.5	XP_017752276.1
OG0004565	XP_309189.4	XP_017761266.1
OG0004566	XP_319071.3	XP_017766984.1
OG0004567	XP_001238474.3	XP_017759122.1
OG0004568	XP_314893.4	XP_017758888.1
OG0004569	XP_001237618.1	XP_017764716.1
OG0004570	XP_557691.3	XP_017754722.1, XP_017754729.1
OG0004571	XP_321340.5	XP_017762939.1
OG0004572	XP_320014.4	XP_017758247.1
OG0004573	XP_308537.4	XP_017756746.1
OG0004574	XP_308118.2	XP_017766115.1
OG0004575	XP_319131.4	XP_017766542.1
OG0004576	XP_311261.5	XP_017753534.1
OG0004577	XP_314788.4	XP_017756098.1
OG0004578	XP_321742.4, XP_003435817.1	XP_017761377.1
OG0004579	XP_310685.5	XP_017759650.1
OG0004580	XP_003436733.1, XP_313065.4	XP_017763930.1
OG0004581	XP_001237968.1	XP_017762356.1
OG0004582	XP_320478.4	XP_017764350.1
OG0004583	XP_321745.4	XP_017765099.1
OG0004584	XP_321118.5	XP_017763004.1
OG0004585	XP_001687966.1	XP_017763757.1
OG0004586	XP_317781.4	XP_017756433.1
OG0004587	XP_319371.2	XP_017759997.1, XP_017759998.1
OG0004588	XP_319442.1	XP_017759732.1
OG0004589	XP_313694.2	XP_017757417.1
OG0004590	XP_314012.3	XP_017756287.1
OG0004591	XP_321123.4	XP_017756510.1
OG0004592	XP_320908.2	XP_017752786.1, XP_017752787.1
OG0004593	XP_557186.3	XP_017761070.1
OG0004594	XP_311940.5, XP_003436325.1	XP_017755639.1
OG0004595	XP_003436308.1, XP_003436307.1, XP_311991.3	XP_017763145.1
OG0004596	XP_310885.4	XP_017752812.1
OG0004597	XP_553165.2	XP_017761933.1
OG0004598	XP_308574.4	XP_017752871.1
OG0004599	XP_319650.4	XP_017764181.1
OG0004600	XP_564500.3	XP_017758812.1
OG0004601	XP_308924.2	XP_017767364.1
OG0004602	XP_315959.4	XP_017765409.1
OG0004603	XP_321133.5, XP_003435970.1	XP_017766750.1
OG0004605	XP_317491.2	XP_017761460.1
OG0004606	XP_317789.4	XP_017759484.1
OG0004607	XP_319914.2	XP_017756474.1
OG0004608	XP_316863.5	XP_017763675.1
OG0004609	XP_310512.4, XP_003437032.1	XP_017761433.1
OG0004610	XP_314998.4	XP_017764089.1
OG0004611	XP_316945.3	XP_017765177.1
OG0004612	XP_314130.3	XP_017755611.1
OG0004613	XP_319727.3	XP_017755157.1
OG0004614	XP_317943.2	XP_017764829.1
OG0004615	XP_320644.4	XP_017764360.1
OG0004616	XP_315285.3	XP_017754761.1
OG0004617	XP_550827.4	XP_017755113.1
OG0004618	XP_559924.1, XP_321393.5, XP_310699.5	XP_017766045.1
OG0004619	XP_316314.2	XP_017756911.1
OG0004620	XP_315108.4	XP_017767020.1
OG0004621	XP_306103.4, XP_003436418.1	XP_017757184.1
OG0004623	XP_311499.3, XP_311497.4	XP_017760170.1
OG0004624	XP_315883.4	XP_017762278.1
OG0004625	XP_316123.4	XP_017756293.1
OG0004627	XP_001689246.1	XP_017767382.1
OG0004628	XP_316484.4	XP_017764076.1
OG0004629	XP_316373.4	XP_017766572.1
OG0004630	XP_556128.2	XP_017757398.1
OG0004631	XP_310341.7, XP_307299.3, XP_003436617.1, XP_003436616.1	XP_017762452.1
OG0004632	XP_319742.3	XP_017753311.1
OG0004633	XP_308812.2	XP_017761895.1
OG0004634	XP_003436011.1, XP_321009.5	XP_017760763.1
OG0004635	XP_316671.4	XP_017758402.1
OG0004636	XP_316886.4	XP_017765822.1
OG0004637	XP_557244.3	XP_017758290.1, XP_017758283.1
OG0004638	XP_320928.4	XP_017755554.1
OG0004639	XP_308335.3	XP_017765875.1
OG0004640	XP_312415.5	XP_017762352.1
OG0004641	XP_562226.4	XP_017758991.1
OG0004642	XP_001230745.3	XP_017763441.1
OG0004643	XP_561285.1, XP_318587.4	XP_017765760.1
OG0004644	XP_311294.5	XP_017762047.1
OG0004645	XP_319750.4	XP_017762010.1, XP_017762017.1
OG0004646	XP_319545.5	XP_017756112.1
OG0004647	XP_312591.4, XP_003436101.1	XP_017761954.1, XP_017761909.1
OG0004648	XP_316599.4, XP_001688911.1	XP_017759061.1
OG0004649	XP_311028.4	XP_017757587.1
OG0004650	XP_310169.4	XP_017765448.1
OG0004652	XP_321819.4	XP_017759351.1
OG0004653	XP_314138.4	XP_017757068.1
OG0004654	XP_313344.3	XP_017765257.1
OG0004655	XP_316109.4	XP_017760684.1
OG0004656	XP_317249.2	XP_017764632.1
OG0004657	XP_001230990.3	XP_017762040.1
OG0004658	XP_308727.4	XP_017762402.1
OG0004659	XP_317385.4	XP_017753106.1
OG0004660	XP_315026.4	XP_017762695.1
OG0004661	XP_316155.4, XP_316154.4	XP_017765133.1
OG0004662	XP_312336.5	XP_017755593.1
OG0004663	XP_312665.4	XP_017758063.1
OG0004664	XP_001230465.1, XP_319506.4	XP_017753610.1
OG0004666	XP_316502.4	XP_017759666.1
OG0004667	XP_308366.3	XP_017753416.1
OG0004668	XP_314700.4	XP_017767598.1
OG0004669	XP_319231.4	XP_017755594.1
OG0004670	XP_316831.5	XP_017755166.1
OG0004671	XP_316423.3	XP_017766025.1, XP_017766024.1, XP_017766023.1
OG0004672	XP_321817.5	XP_017756793.1
OG0004673	XP_001688170.2, XP_003437163.1	XP_017757775.1
OG0004674	XP_312818.4	XP_017762050.1
OG0004675	XP_311209.3	XP_017761052.1
OG0004676	XP_317734.4	XP_017761424.1
OG0004677	XP_316633.4	XP_017764901.1
OG0004678	XP_320425.3	XP_017752919.1
OG0004679	XP_001237899.1	XP_017756969.1
OG0004680	XP_317754.2	XP_017760860.1
OG0004681	XP_003435813.1, XP_321767.5, XP_003435812.1	XP_017765941.1
OG0004682	XP_554918.3	XP_017764818.1
OG0004683	XP_321734.4	XP_017767706.1
OG0004684	XP_313777.5	XP_017757851.1
OG0004685	XP_318396.5	XP_017754930.1
OG0004686	XP_317295.4	XP_017757935.1
OG0004687	XP_317601.4	XP_017752456.1
OG0004688	XP_307903.2	XP_017758698.1
OG0004689	XP_319366.4	XP_017753308.1
OG0004691	XP_566038.3	XP_017767174.1
OG0004692	XP_309077.3	XP_017767175.1
OG0004693	XP_001230938.3	XP_017754075.1
OG0004694	XP_560174.3	XP_017764203.1
OG0004695	XP_315923.3	XP_017753032.1
OG0004696	XP_313383.2, XP_003436541.1, XP_003436540.1	XP_017755848.1
OG0004697	XP_317483.2	XP_017760982.1
OG0004699	XP_314265.4	XP_017767366.1
OG0004700	XP_310116.4	XP_017761363.1
OG0004701	XP_315668.4	XP_017752756.1
OG0004702	XP_318858.4	XP_017765025.1
OG0004704	XP_321623.2	XP_017757576.1, XP_017758362.1
OG0004705	XP_563412.4	XP_017761961.1
OG0004706	XP_308141.2	XP_017762399.1, XP_017762398.1
OG0004707	XP_319850.2	XP_017755331.1
OG0004708	XP_315475.4, XP_556113.2	XP_017752823.1
OG0004710	XP_318438.3	XP_017755586.1
OG0004711	XP_001688167.2	XP_017765754.1
OG0004712	XP_319309.3	XP_017753630.1
OG0004713	XP_308137.4, XP_003436656.1	XP_017752261.1
OG0004714	XP_320202.4	XP_017767333.1
OG0004715	XP_313817.5	XP_017752777.1
OG0004716	XP_315872.3	XP_017757487.1
OG0004717	XP_316666.4, XP_316667.4	XP_017755905.1
OG0004718	XP_308549.3, XP_001687981.1	XP_017753751.1
OG0004719	XP_001688747.1, XP_315931.4, XP_001688748.1	XP_017762388.1
OG0004720	XP_313856.5	XP_017765767.1
OG0004722	XP_557484.2	XP_017763672.1
OG0004723	XP_321199.5	XP_017755733.1
OG0004724	XP_308435.3	XP_017763487.1
OG0004726	XP_315879.4	XP_017765444.1, XP_017765445.1
OG0004728	XP_001688634.1, XP_315337.2	XP_017762094.1
OG0004729	XP_321700.5, XP_003435827.1	XP_017755580.1
OG0004730	XP_315718.3	XP_017759374.1
OG0004731	XP_001238550.1	XP_017767700.1
OG0004732	XP_314335.3	XP_017758048.1
OG0004733	XP_313034.5	XP_017761232.1, XP_017761233.1
OG0004735	XP_319468.3	XP_017766766.1, XP_017766767.1
OG0004736	XP_310348.6	XP_017765926.1
OG0004737	XP_001237163.2	XP_017753210.1
OG0004738	XP_313302.4	XP_017752355.1
OG0004739	XP_319389.3, XP_319392.3	XP_017765346.1
OG0004740	XP_316141.4	XP_017755976.1
OG0004741	XP_311032.5	XP_017763332.1
OG0004743	XP_308648.3	XP_017752424.1
OG0004744	XP_311989.5	XP_017755540.1
OG0004745	XP_317571.4	XP_017758255.1
OG0004746	XP_309599.4, XP_024667079.1	XP_017755507.1
OG0004747	XP_321656.5	XP_017759365.1
OG0004748	XP_311569.4	XP_017763194.1
OG0004751	XP_565317.3	XP_017752237.1
OG0004752	XP_312590.5	XP_017760140.1
OG0004753	XP_321615.4	XP_017754940.1
OG0004754	XP_320978.5, XP_565746.4	XP_017762067.1
OG0004755	XP_319476.4	XP_017761174.1
OG0004756	XP_317927.4	XP_017758662.1
OG0004757	XP_318031.4	XP_017757915.1
OG0004758	XP_003435867.1, XP_003435868.1, XP_321574.1	XP_017762143.1
OG0004760	XP_001688871.1, XP_316486.4, XP_001688872.1	XP_017758877.1
OG0004761	XP_310462.5	XP_017762069.1
OG0004762	XP_321129.5, XP_003435971.1, XP_001238435.3	XP_017767492.1
OG0004763	XP_311720.5	XP_017757299.1
OG0004764	XP_308950.4	XP_017765821.1
OG0004765	XP_309373.3	XP_017754947.1
OG0004766	XP_314001.3	XP_017762960.1
OG0004767	XP_319173.1	XP_017756420.1
OG0004768	XP_319361.4	XP_017756012.1
OG0004769	XP_307772.4	XP_017767099.1
OG0004770	XP_001237134.2	XP_017762393.1
OG0004771	XP_311396.4	XP_017756292.1
OG0004772	XP_312303.4	XP_017767564.1
OG0004773	XP_312241.4	XP_017754438.1
OG0004774	XP_319458.3	XP_017758692.1
OG0004775	XP_314472.4	XP_017758559.1
OG0004776	XP_309795.4, XP_001688250.1	XP_017764096.1
OG0004777	XP_563710.4	XP_017757226.1
OG0004778	XP_307883.5, XP_311269.5, XP_003437081.1	XP_017758114.1
OG0004779	XP_311434.3	XP_017753129.1
OG0004780	XP_320097.4	XP_017756195.1
OG0004781	XP_320404.2	XP_017756927.1
OG0004782	XP_001688117.1	XP_017761518.1
OG0004783	XP_552585.3	XP_017755590.1
OG0004784	XP_312757.5, XP_309337.3	XP_017758695.1
OG0004785	XP_321923.5	XP_017755796.1
OG0004786	XP_317896.4	XP_017759474.1
OG0004788	XP_307926.5	XP_017763032.1
OG0004789	XP_558222.3	XP_017755575.1
OG0004790	XP_321917.5, XP_003435786.1	XP_017765392.1
OG0004791	XP_321122.4	XP_017753802.1
OG0004792	XP_316194.4	XP_017758420.1
OG0004793	XP_562342.4	XP_017753964.1
OG0004794	XP_318747.4	XP_017755424.1
OG0004795	XP_001238158.2, XP_319448.3	XP_017753935.1
OG0004796	XP_312609.5	XP_017760406.1
OG0004797	XP_003435773.1, XP_003435774.1, XP_321948.5	XP_017754270.1
OG0004799	XP_321599.4	XP_017752124.1, XP_017752125.1
OG0004800	XP_001688095.1, XP_308791.4	XP_017753616.1
OG0004801	XP_309099.4	XP_017754258.1
OG0004802	XP_320079.4, XP_320080.3	XP_017756691.1
OG0004803	XP_320946.3	XP_017760200.1
OG0004804	XP_316172.4	XP_017753413.1
OG0004805	XP_314106.3	XP_017753145.1
OG0004807	XP_308576.3, XP_001688007.1, XP_001688005.1, XP_001688004.1, XP_001688006.1	XP_017756123.1
OG0004808	XP_309076.5, XP_003435722.1, XP_001688162.2	XP_017759116.1
OG0004809	XP_555753.3, XP_555752.3	XP_017754893.1
OG0004810	XP_317379.4	XP_017759350.1
OG0004812	XP_001688965.2	XP_017766199.1
OG0004813	XP_318923.2	XP_017765871.1
OG0004814	XP_320711.4	XP_017766011.1
OG0004815	XP_313426.5	XP_017758986.1
OG0004816	XP_309754.4	XP_017756605.1
OG0004817	XP_563794.3	XP_017757406.1
OG0004818	XP_321157.5	XP_017759686.1
OG0004819	XP_320797.3	XP_017761832.1
OG0004820	XP_319937.4	XP_017757940.1
OG0004821	XP_001689070.2, XP_003437210.1, XP_003437211.1, XP_317976.4	XP_017753102.1
OG0004822	XP_308080.4	XP_017754070.1
OG0004823	XP_003435795.1, XP_321881.5	XP_017766467.1
OG0004824	XP_311030.5	XP_017762722.1
OG0004825	XP_321672.3	XP_017763570.1
OG0004826	XP_312525.4	XP_017760857.1
OG0004827	XP_311466.3	XP_017755244.1, XP_017755243.1
OG0004828	XP_307920.5	XP_017763539.1
OG0004829	XP_316573.2	XP_017756422.1
OG0004830	XP_321931.5	XP_017758139.1
OG0004831	XP_003437088.1, XP_003437089.1, XP_311281.5	XP_017763014.1
OG0004832	XP_312462.5	XP_017758191.1, XP_017767560.1
OG0004833	XP_003435879.1	XP_017756139.1
OG0004834	XP_308258.2	XP_017755148.1
OG0004835	XP_316961.4	XP_017752936.1
OG0004836	XP_001688076.1, XP_308766.4	XP_017765388.1
OG0004837	XP_319370.4	XP_017765807.1
OG0004838	XP_317282.4	XP_017755964.1
OG0004839	XP_310807.5, XP_003436966.1	XP_017765819.1
OG0004841	XP_309403.3	XP_017763926.1
OG0004842	XP_317333.3	XP_017755360.1
OG0004843	XP_561137.5, XP_320324.3	XP_017753355.1
OG0004844	XP_310591.5	XP_017760727.1
OG0004845	XP_310812.3	XP_017765752.1
OG0004846	XP_001687885.2	XP_017760529.1
OG0004847	XP_001237046.2	XP_017754290.1
OG0004848	XP_310721.5, XP_003436981.1, XP_003436982.1, XP_003436980.1	XP_017759566.1
OG0004851	XP_316449.4	XP_017754410.1
OG0004852	XP_001238145.2	XP_017765134.1
OG0004853	XP_315680.4, XP_556310.2	XP_017763865.1
OG0004854	XP_313098.5	XP_017755723.1
OG0004855	XP_316956.4	XP_017757128.1
OG0004856	XP_311010.5	XP_017763492.1
OG0004857	XP_316779.4	XP_017767470.1
OG0004858	XP_312249.5	XP_017757599.1
OG0004859	XP_565734.4	XP_017760432.1
OG0004860	XP_312503.4, XP_312502.2	XP_017765429.1
OG0004861	XP_003436684.1, XP_003436683.1, XP_003436682.1, XP_318454.5	XP_017766454.1
OG0004862	XP_309939.3	XP_017763893.1
OG0004863	XP_321630.2	XP_017762680.1
OG0004864	XP_001688003.1	XP_017756805.1
OG0004865	XP_003437195.1	XP_017764154.1
OG0004866	XP_316929.4	XP_017767479.1
OG0004867	XP_308052.4	XP_017764815.1
OG0004868	XP_001237316.2	XP_017761801.1
OG0004869	XP_309361.4	XP_017757352.1
OG0004870	XP_003436732.1, XP_313056.4	XP_017753977.1
OG0004871	XP_310862.5	XP_017764959.1
OG0004872	XP_315556.4	XP_017757948.1
OG0004873	XP_309441.4	XP_017763551.1
OG0004874	XP_314669.4	XP_017755968.1
OG0004875	XP_321618.5	XP_017760679.1
OG0004876	XP_321018.5	XP_017765465.1
OG0004877	XP_311879.5	XP_017764490.1
OG0004878	XP_317328.3	XP_017766086.1
OG0004879	XP_001687955.1, XP_564896.3	XP_017765275.1
OG0004880	XP_319404.4	XP_017763475.1
OG0004883	XP_311229.5, XP_003437067.1, XP_311228.5	XP_017766461.1
OG0004884	XP_315925.4, XP_315924.3	XP_017754696.1
OG0004885	XP_311043.5	XP_017755232.1
OG0004887	XP_312361.5, XP_003436160.1	XP_017765244.1
OG0004888	XP_318108.3	XP_017752451.1
OG0004889	XP_001689353.2	XP_017764629.1
OG0004890	XP_309874.4	XP_017753207.1
OG0004893	XP_552165.3	XP_017763354.1
OG0004894	XP_317236.4	XP_017753518.1
OG0004895	XP_308075.2	XP_017758391.1, XP_017758390.1
OG0004896	XP_311463.4	XP_017763989.1
OG0004897	XP_001238090.1	XP_017758228.1
OG0004898	XP_552182.3	XP_017756357.1
OG0004899	XP_001237878.2	XP_017759517.1
OG0004900	XP_553095.3	XP_017758949.1
OG0004901	XP_309078.4	XP_017757462.1
OG0004902	XP_003436936.1, XP_310936.5	XP_017764842.1
OG0004903	XP_309537.3	XP_017767211.1
OG0004904	XP_314561.4	XP_017758148.1
OG0004905	XP_312645.4, XP_320464.4	XP_017766376.1
OG0004907	XP_311256.5	XP_017765310.1
OG0004908	XP_313574.5	XP_017755663.1
OG0004909	XP_316199.4	XP_017759535.1
OG0004910	XP_001688373.2	XP_017756657.1
OG0004912	XP_320606.4	XP_017763204.1
OG0004913	XP_001238156.1	XP_017761975.1
OG0004914	XP_319902.4	XP_017765857.1
OG0004917	XP_309215.4, XP_001237203.1	XP_017752765.1
OG0004918	XP_321421.5	XP_017761374.1
OG0004920	XP_311045.2	XP_017755259.1
OG0004921	XP_308536.4	XP_017753504.1
OG0004922	XP_308184.4	XP_017762935.1
OG0004924	XP_308204.3	XP_017752543.1
OG0004925	XP_315978.4, XP_315979.4, XP_001688760.1	XP_017767483.1
OG0004926	XP_308978.4	XP_017761145.1
OG0004927	XP_315649.4	XP_017766597.1
OG0004928	XP_309015.4	XP_017755289.1
OG0004929	XP_315066.4	XP_017763235.1
OG0004930	XP_001688806.1	XP_017759345.1
OG0004931	XP_309097.4	XP_017767284.1, XP_017767285.1
OG0004932	XP_552951.2	XP_017766179.1
OG0004934	XP_319036.4	XP_017766764.1
OG0004935	XP_314793.4	XP_017762746.1, XP_017762755.1, XP_017762743.1
OG0004938	XP_314826.4	XP_017757723.1
OG0004939	XP_317037.4	XP_017761503.1
OG0004941	XP_001688319.1	XP_017756361.1
OG0004942	XP_317834.4	XP_017766295.1
OG0004943	XP_322017.4	XP_017756203.1
OG0004944	XP_309494.3	XP_017759823.1, XP_017762593.1, XP_017755892.1
OG0004945	XP_309824.4	XP_017752784.1
OG0004947	XP_321853.5	XP_017767701.1
OG0004948	XP_003436756.1	XP_017763040.1
OG0004949	XP_309934.4	XP_017761614.1
OG0004951	XP_001238569.3	XP_017753736.1
OG0004952	XP_001230402.1, XP_001230719.2	XP_017761356.1
OG0004954	XP_308239.4	XP_017762832.1
OG0004955	XP_319776.3	XP_017759792.1
OG0004976	XP_310377.7	XP_017754240.1
OG0004977	XP_317357.3	XP_017759758.1
OG0004978	XP_319948.4	XP_017754927.1
OG0004979	XP_321710.2	XP_017753767.1
OG0004980	XP_307933.4	XP_017762919.1
OG0004981	XP_311268.5	XP_017754384.1
OG0004982	XP_318202.3	XP_017765538.1
OG0004983	XP_558423.2, XP_313917.3	XP_017759878.1
OG0004984	XP_320984.4	XP_017759066.1
OG0004985	XP_320323.4	XP_017752508.1
OG0004986	XP_321892.3, XP_003435790.1	XP_017759591.1
OG0004987	XP_001237358.3	XP_017759145.1
OG0004988	XP_320347.4	XP_017758025.1
OG0004989	XP_314882.4	XP_017766361.1, XP_017766362.1
OG0004990	XP_003435782.1, XP_321930.4	XP_017759265.1
OG0004991	XP_314225.5, XP_306101.3	XP_017767039.1
