Orthogroup	Anopheles_gambiae	Megachile_rotundata
OG0003510	XP_308385.3	XP_012151537.1
OG0003511	XP_307786.5	XP_003703191.2
OG0003512	XP_321806.4	XP_012137254.1
OG0003513	XP_315976.4, XP_001688759.1	XP_012149427.1
OG0003514	XP_319913.2	XP_003707822.1, XP_012151321.1, XP_012151320.1
OG0003515	XP_312912.4, XP_003436419.1	XP_003707313.1
OG0003517	XP_003437144.1, XP_309129.3	XP_012153862.1
OG0003518	XP_313155.3	XP_003699289.1
OG0003519	XP_320238.3	XP_012139324.1
OG0003520	XP_309330.4	XP_012149838.1
OG0003521	XP_563719.3	XP_003703188.1
OG0003523	XP_001238576.3	XP_003702609.2, XP_012139010.1
OG0003524	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1	XP_012135663.1
OG0003525	XP_308856.3	XP_012139214.1
OG0003526	XP_311682.5	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1
OG0003527	XP_315176.5	XP_003703048.1
OG0003529	XP_001689044.1	XP_003705804.1
OG0003530	XP_312550.4	XP_012136229.1
OG0003531	XP_308708.3	XP_012143028.1, XP_003704264.1
OG0003532	XP_310402.4	XP_003700199.1
OG0003533	XP_318087.2	XP_012146091.1
OG0003534	XP_309452.4	XP_012140762.1
OG0003535	XP_321605.3	XP_003702521.1
OG0003536	XP_310984.4	XP_012150589.1, XP_003707571.2
OG0003537	XP_320284.4	XP_003704447.1
OG0003538	XP_309785.4	XP_003707649.1
OG0003539	XP_317509.1	XP_012151440.1, XP_003707913.1
OG0003540	XP_001230805.1	XP_012147594.1
OG0003541	XP_001231185.2, XP_322031.4	XP_012135112.1
OG0003542	XP_319866.3	XP_003708457.1
OG0003543	XP_310644.5	XP_012136593.1
OG0003544	XP_314872.1	XP_003700665.1
OG0003545	XP_311200.5	XP_003704225.1
OG0003546	XP_312093.1	XP_003706362.1
OG0003547	XP_001688509.1	XP_012136509.1
OG0003548	XP_001688356.2	XP_003703343.1
OG0003549	XP_311520.4	XP_012149222.1
OG0003550	XP_319614.4	XP_003708423.1
OG0003551	XP_316718.4, XP_001688953.1	XP_012139845.1
OG0003552	XP_313737.5, XP_313738.5	XP_012149865.1
OG0003553	XP_316537.2	XP_012144056.1
OG0003554	XP_311415.4	XP_012145841.1
OG0003555	XP_309758.4	XP_012136892.1, XP_003701641.1
OG0003557	XP_311985.4	XP_003705278.1, XP_012145152.1, XP_012145154.1
OG0003558	XP_314485.3	XP_012135924.1
OG0003559	XP_003435902.1	XP_012144188.1
OG0003560	XP_313036.4	XP_012144590.1
OG0003561	XP_307342.3, XP_308525.2	XP_003708399.1, XP_012152937.1
OG0003563	XP_319213.4, XP_311311.5	XP_003703852.1
OG0003564	XP_319845.3	XP_003704357.1
OG0003565	XP_319973.4	XP_012137895.1
OG0003566	XP_308378.4	XP_003708089.1
OG0003567	XP_312637.2	XP_003707280.1, XP_012150075.1
OG0003568	XP_309374.4	XP_012146373.1
OG0003569	XP_001237363.3, XP_003436903.1	XP_012146478.1
OG0003570	XP_309978.4, XP_307032.4	XP_003699830.1
OG0003571	XP_311699.2	XP_003701439.1
OG0003572	XP_313023.4	XP_003699638.1
OG0003573	XP_311104.5	XP_012142075.1
OG0003574	XP_322008.3	XP_012136116.1, XP_012136122.1, XP_003699390.1
OG0003575	XP_312432.3	XP_003706313.1
OG0003576	XP_319369.4	XP_003699738.1
OG0003577	XP_557912.3	XP_012148834.1
OG0003578	XP_315000.4	XP_012136628.1, XP_012136627.1
OG0003579	XP_321252.4, XP_003435950.1	XP_003706684.1
OG0003580	XP_309104.5, XP_315349.3	XP_012147987.1
OG0003581	XP_308306.4	XP_003701761.1
OG0003583	XP_320622.4	XP_003704024.1
OG0003584	XP_311553.4	XP_012135567.1
OG0003585	XP_313499.5	XP_003703206.1
OG0003586	XP_317995.1, XP_306327.2	XP_003703040.2, XP_012139945.1
OG0003587	XP_318827.4	XP_012143293.1, XP_012143294.1
OG0003588	XP_312083.5	XP_003700207.2
OG0003589	XP_310394.5, XP_001230761.2	XP_003706652.1
OG0003591	XP_003437209.1, XP_317975.4	XP_003705001.1, XP_012144582.1, XP_012144583.1
OG0003592	XP_313912.4	XP_012139232.1
OG0003593	XP_311537.4	XP_003703318.2, XP_012140841.1
OG0003595	XP_315665.3	XP_003705590.1
OG0003596	XP_320759.4	XP_003703672.1
OG0003597	XP_552630.3	XP_012136965.1, XP_012136884.1
OG0003598	XP_317960.1	XP_012150441.1
OG0003599	XP_311172.4	XP_003707617.1
OG0003600	XP_313714.5	XP_012148376.1
OG0003601	XP_312365.4	XP_012150003.1
OG0003602	XP_320881.2	XP_003704386.1
OG0003603	XP_310386.6	XP_012154561.1
OG0003604	XP_315742.4	XP_012136024.1
OG0003605	XP_308485.4, XP_308486.4	XP_012143669.1
OG0003606	XP_316034.4	XP_003701074.1, XP_012135500.1, XP_012135499.1
OG0003607	XP_315620.4	XP_012151921.1
OG0003608	XP_317283.4	XP_012147386.1
OG0003609	XP_559710.2	XP_012146117.1
OG0003610	XP_321483.5	XP_003704054.1
OG0003611	XP_001689268.1	XP_003699234.1
OG0003612	XP_315055.2	XP_003705940.1
OG0003613	XP_003435961.1, XP_321193.4	XP_012146359.1, XP_003699933.1
OG0003614	XP_317213.1	XP_003708103.1
OG0003615	XP_317361.4	XP_012150129.1
OG0003616	XP_321876.5	XP_012148495.1
OG0003617	XP_314940.4	XP_012154301.1
OG0003618	XP_319406.3	XP_003701379.1
OG0003619	XP_312335.5	XP_012148819.1
OG0003620	XP_317920.4	XP_003700799.1
OG0003621	XP_314366.4	XP_012135540.1
OG0003623	XP_564580.2	XP_012140131.1, XP_012140134.1
OG0003624	XP_318735.4	XP_012152797.1
OG0003625	XP_564385.3	XP_012149542.1
OG0003626	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2	XP_012146912.1
OG0003627	XP_314244.5, XP_306267.4, XP_314239.5	XP_003706486.1
OG0003628	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1	XP_012134557.1
OG0003629	XP_313294.4, XP_003436523.1	XP_003708580.1
OG0003630	XP_312434.5	XP_012145350.1, XP_012145318.1
OG0003631	XP_564645.3	XP_012147201.1
OG0003632	XP_313744.4, XP_003436820.1, XP_003436821.1	XP_003700100.1
OG0003634	XP_321890.5	XP_003705294.1
OG0003635	XP_001689043.1	XP_012140693.1
OG0003636	XP_317123.4	XP_012142716.1
OG0003637	XP_307928.5	XP_012138204.1
OG0003638	XP_320852.4	XP_012148893.1
OG0003639	XP_320598.4	XP_012151144.1
OG0003640	XP_553651.3, XP_318890.3	XP_012148851.1
OG0003641	XP_318401.5	XP_012135966.1
OG0003642	XP_318405.4	XP_012139253.1, XP_012139256.1
OG0003644	XP_556667.3, XP_316031.4	XP_012139728.1
OG0003645	XP_309180.5	XP_012144625.1
OG0003647	XP_558004.3, XP_001688580.1	XP_012146395.1
OG0003648	XP_320564.3	XP_012149609.1
OG0003649	XP_318373.5	XP_012144509.1, XP_012144497.1
OG0003650	XP_319172.4	XP_012148113.1
OG0003650	XP_001689174.1	XP_012152387.1
OG0003654	XP_559330.3	XP_012138372.1
OG0003655	XP_310507.4, XP_001687772.2, XP_310506.4	XP_012141891.1
OG0003656	XP_318882.4	XP_003701658.2
OG0003657	XP_320823.3	XP_003707836.1
OG0003658	XP_556056.3, XP_001688660.1	XP_003705101.1
OG0003660	XP_001230753.3, XP_003436601.1	XP_003699178.2
OG0003661	XP_306307.3, XP_320390.3	XP_003704840.1
OG0003662	XP_001688380.1	XP_003703277.1
OG0003664	XP_553055.2	XP_003705824.1
OG0003665	XP_320788.4	XP_012140722.1, XP_003703289.1
OG0003666	XP_320648.4	XP_012146713.1, XP_012146712.1, XP_012146711.1, XP_012146714.1
OG0003667	XP_310547.4	XP_012143502.1, XP_012143503.1
OG0003668	XP_554420.4	XP_003705738.2
OG0003669	XP_001238012.1	XP_003704231.1
OG0003670	XP_317334.3	XP_012150954.1
OG0003671	XP_316312.3	XP_012152049.1
OG0003673	XP_563488.3	XP_003705401.1, XP_012145454.1
OG0003674	XP_312671.5	XP_012149540.1, XP_012149464.1, XP_012149612.1
OG0003675	XP_003436492.1, XP_560016.3	XP_003702247.1, XP_012138390.1
OG0003676	XP_001688341.2	XP_003706229.1
OG0003677	XP_310669.5	XP_003707286.1
OG0003679	XP_308358.4	XP_012153098.1
OG0003680	XP_308150.3, XP_001687844.1	XP_012135489.1, XP_012135484.1
OG0003681	XP_316151.4	XP_003703445.1
OG0003682	XP_309044.4, XP_001688156.1	XP_012143464.1
OG0003683	XP_320854.3, XP_310757.4	XP_003701444.1
OG0003684	XP_001238181.1	XP_003708269.1
OG0003685	XP_314511.4	XP_012152591.1
OG0003686	XP_322050.5	XP_012140606.1, XP_012140609.1
OG0003687	XP_320808.3	XP_012151727.1, XP_003708003.1
OG0003688	XP_309435.4, XP_309436.3	XP_003704750.1, XP_012143953.1
OG0003690	XP_003435818.1	XP_012144986.1
OG0003691	XP_564133.3	XP_003704811.1, XP_012144100.1
OG0003692	XP_321211.4	XP_012147452.1, XP_012147450.1, XP_012147451.1
OG0003693	XP_316336.4	XP_012149146.1, XP_012149145.1
OG0003694	XP_565666.4	XP_012142944.1, XP_012142934.1
OG0003709	XP_321230.2	XP_003706227.1
OG0003710	XP_318556.2	XP_003706130.1
OG0003711	XP_307724.4	XP_003704139.1
OG0003712	XP_313349.1, XP_003436533.1	XP_012149223.1
OG0003713	XP_554781.3	XP_012146319.1
OG0003714	XP_307878.4	XP_003703667.1
OG0003715	XP_315691.3	XP_003707667.1
OG0003716	XP_320365.2	XP_012143267.1, XP_012143268.1, XP_012143266.1
OG0003717	XP_308611.1	XP_003700971.1
OG0003719	XP_316101.4	XP_003707096.2
OG0003720	XP_310460.5	XP_012140434.1
OG0003721	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1	XP_003705085.1
OG0003722	XP_309926.3	XP_003706424.1
OG0003723	XP_314780.3	XP_003701455.1
OG0003724	XP_552242.3	XP_003701121.1
OG0003726	XP_316550.3	XP_003705270.1
OG0003727	XP_001230831.2	XP_012147189.1
OG0003728	XP_313192.3, XP_001230317.2	XP_003702688.1
OG0003729	XP_315204.2	XP_012149096.1
OG0003730	XP_313569.5	XP_012143570.1
OG0003731	XP_316185.3	XP_012142318.1
OG0003732	XP_320086.3	XP_012136223.1, XP_003699392.1
OG0003733	XP_307339.3, XP_319298.3	XP_003699724.2
OG0003734	XP_312238.3	XP_003702799.1
OG0003735	XP_313782.3	XP_003699603.1
OG0003736	XP_559757.1	XP_003708202.1
OG0003737	XP_315094.1	XP_003702055.1
OG0003738	XP_314068.2	XP_003701876.1
OG0003739	XP_314469.4	XP_003699643.1, XP_012142280.1
OG0003740	XP_317396.3	XP_012136307.1
OG0003741	XP_308810.3	XP_003708466.1
OG0003742	XP_320195.4	XP_003700829.1
OG0003743	XP_001689074.1, XP_317989.3, XP_001689073.1	XP_003699213.1
OG0003744	XP_321378.5	XP_012136165.1, XP_003701368.1
OG0003745	XP_307637.2	XP_003699863.1
OG0003746	XP_320161.2	XP_012145652.1
OG0003747	XP_312468.5	XP_003703028.1
OG0003749	XP_321468.5	XP_003704411.1
OG0003750	XP_321339.5	XP_003706811.1
OG0003751	XP_318530.4	XP_003699204.1
OG0003752	XP_314839.4	XP_003701837.1
OG0003753	XP_308054.4	XP_003701145.1
OG0003754	XP_317313.4	XP_012139827.1
OG0003755	XP_308572.1	XP_003699690.1
OG0003756	XP_003436266.1, XP_312060.3	XP_003707326.1
OG0003757	XP_320869.2	XP_003699629.2
OG0003758	XP_313585.4	XP_003706167.1
OG0003759	XP_003436070.1, XP_307924.5	XP_012153882.1
OG0003760	XP_003437010.1, XP_310595.2, XP_308748.2	XP_003704010.1
OG0003761	XP_320415.2	XP_003704784.1
OG0003762	XP_311723.4	XP_003706075.1
OG0003763	XP_003436301.1	XP_003705954.1
OG0003765	XP_003436025.1, XP_003436024.1, XP_320958.3	XP_003700203.1
OG0003766	XP_310502.5	XP_003702304.1
OG0003767	XP_315982.2	XP_003700363.1
OG0003768	XP_312630.2	XP_012147691.1
OG0003769	XP_317359.4	XP_003699783.1
OG0003770	XP_321441.4	XP_003704575.1
OG0003771	XP_312639.4	XP_003707507.1
OG0003772	XP_312862.4, XP_001237501.2	XP_012139184.1, XP_012139182.1
OG0003773	XP_316963.4	XP_012145129.1
OG0003774	XP_321418.4, XP_003435898.1	XP_003704199.1
OG0003775	XP_309183.2, XP_309182.5	XP_012136831.1
OG0003776	XP_551809.3	XP_003704094.1
OG0003777	XP_317655.3	XP_003704868.2
OG0003778	XP_001688618.1	XP_003707944.1
OG0003779	XP_001237594.2	XP_003701560.1
OG0003780	XP_308583.2	XP_003708266.1
OG0003781	XP_320164.3, XP_320163.3	XP_012141904.1
OG0003782	XP_308132.2, XP_307312.2	XP_012148134.1
OG0003783	XP_318812.3	XP_003708592.1
OG0003784	XP_003436317.1	XP_012142800.1
OG0003785	XP_003435742.1	XP_012152759.1
OG0003786	XP_312629.4	XP_003701787.2
OG0003787	XP_312143.4	XP_003700169.1, XP_012149769.1
OG0003788	XP_312787.5	XP_003705400.1
OG0003789	XP_307016.3, XP_313929.4	XP_003706077.1
OG0003791	XP_314956.4	XP_012151839.1
OG0003792	XP_320758.4	XP_012146741.1
OG0003793	XP_311766.3	XP_003703720.2
OG0003794	XP_321364.3	XP_003707025.1
OG0003795	XP_001688460.2	XP_003704767.1
OG0003796	XP_001237280.3, XP_003437003.1	XP_003705062.1
OG0003797	XP_003436776.1	XP_012150116.1
OG0003798	XP_315523.4	XP_012137005.1
OG0003799	XP_314122.3	XP_012142196.1
OG0003800	XP_311236.5	XP_003708302.1
OG0003801	XP_003436856.1, XP_315241.1	XP_003700643.1, XP_012134578.1
OG0003802	XP_312750.4	XP_003705993.1
OG0003803	XP_320799.3	XP_012147729.1, XP_003706349.2
OG0003804	XP_314994.4	XP_003707253.2
OG0003805	XP_321167.4	XP_012146096.1, XP_012146097.1
OG0003806	XP_001237070.2	XP_003701235.1
OG0003807	XP_315739.4	XP_003708263.2
OG0003808	XP_311943.3	XP_003704917.1
OG0003809	XP_313997.4	XP_003701521.1
OG0003810	XP_317077.4	XP_003700310.1
OG0003811	XP_311588.3	XP_003700042.1
OG0003812	XP_311247.5	XP_003704355.1
OG0003813	XP_314555.3	XP_003708167.1
OG0003814	XP_311364.4, XP_307324.3	XP_012139571.1
OG0003815	XP_321606.5	XP_003707784.1, XP_012151301.1
OG0003816	XP_321794.3, XP_001689358.1	XP_003699342.1
OG0003817	XP_315953.3	XP_003700583.1
OG0003818	XP_321247.5	XP_003700528.1
OG0003819	XP_313680.3	XP_003699615.1
OG0003820	XP_001238192.2	XP_012154542.1
OG0003821	XP_319843.4	XP_012142987.1
OG0003822	XP_003436068.1, XP_307935.5	XP_003703687.1
OG0003824	XP_316832.4	XP_012151707.1
OG0003825	XP_321926.5, XP_003435784.1	XP_012141379.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_012151627.1
OG0003827	XP_319073.4	XP_012147966.1, XP_012147965.1
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	XP_003704637.1
OG0003829	XP_320975.4	XP_003706566.1
OG0003830	XP_310148.4	XP_012139051.1
OG0003831	XP_555438.3	XP_003702803.1
OG0003832	XP_315724.3, XP_315726.4	XP_012149798.1
OG0003833	XP_322026.2	XP_012144508.1, XP_003704921.1
OG0003834	XP_316920.3	XP_012142369.1, XP_012142368.1
OG0003835	XP_319229.4	XP_003705556.1
OG0003836	XP_321703.5	XP_012148006.1
OG0003837	XP_313978.1	XP_012142060.1, XP_012142059.1
OG0003838	XP_001687956.1, XP_308499.3	XP_003699921.1
OG0003839	XP_320303.4	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1
OG0003841	XP_312835.4, XP_003436406.1	XP_003702285.1
OG0003842	XP_309233.5	XP_012134654.1, XP_012134653.1, XP_003700779.1
OG0003843	XP_316726.2	XP_003703176.1
OG0003844	XP_311543.2	XP_003701279.1
OG0003845	XP_320970.3	XP_003699887.1
OG0003846	XP_309350.4	XP_012142325.1
OG0003847	XP_321528.4	XP_012145279.1
OG0003848	XP_320558.3	XP_003707354.1
OG0003849	XP_310210.4	XP_003704315.1
OG0003850	XP_313188.3	XP_003706914.1
OG0003851	XP_309752.3	XP_012143144.1
OG0003852	XP_312907.4	XP_003701819.1
OG0003853	XP_319601.4	XP_003704348.1
OG0003854	XP_319344.4	XP_003700678.1
OG0003855	XP_001688251.1	XP_003700024.1
OG0003856	XP_320680.1	XP_003699633.1
OG0003859	XP_320575.3	XP_003703262.1
OG0003860	XP_321828.3	XP_012138263.1
OG0003861	XP_320922.2	XP_003700140.1
OG0003863	XP_003436354.1	XP_012143578.1, XP_003704593.1
OG0003864	XP_317926.4	XP_003703254.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_003705333.1
OG0003867	XP_312224.5	XP_003703273.1
OG0003868	XP_310411.7	XP_003706851.1
OG0003869	XP_311926.5	XP_003700262.1
OG0003870	XP_307911.3	XP_003701492.1, XP_012136406.1, XP_012136405.1
OG0003871	XP_315111.4	XP_012153854.1
OG0003872	XP_308174.2	XP_003707534.1
OG0003873	XP_320953.4	XP_012147981.1, XP_012147979.1
OG0003874	XP_319180.3	XP_012139180.1, XP_003702633.1
OG0003875	XP_562161.4	XP_003703451.1
OG0003876	XP_319884.4	XP_012146738.1, XP_012146737.1
OG0003877	XP_314810.4	XP_003703154.1
OG0003878	XP_003436746.1, XP_313144.3	XP_012147897.1
OG0003879	XP_316539.2	XP_003707550.1
OG0003880	XP_309242.4	XP_003704002.2
OG0003881	XP_001237692.2	XP_003702646.1
OG0003882	XP_311868.5	XP_012147066.1, XP_003699901.1
OG0003883	XP_311386.4	XP_012135856.1
OG0003884	XP_310455.4	XP_003701870.1
OG0003885	XP_318734.3	XP_003700813.2
OG0003886	XP_314842.3	XP_003703823.1
OG0003887	XP_317201.4	XP_012152382.1
OG0003888	XP_320221.4	XP_012147633.1, XP_012147632.1
OG0003889	XP_315664.4	XP_003699897.1
OG0003890	XP_311717.4	XP_012140295.1
OG0003891	XP_309150.5	XP_003699602.2
OG0003892	XP_314996.4	XP_012139873.1, XP_003702992.1
OG0003893	XP_551305.4, XP_003435860.1	XP_003707161.1
OG0003894	XP_557626.3	XP_012148763.1
OG0003895	XP_309808.4	XP_012146620.1
OG0003897	XP_312367.5	XP_012139131.1, XP_003699530.1
OG0003898	XP_315835.4	XP_003702523.1
OG0003899	XP_317642.4	XP_003705474.1
OG0003900	XP_307645.4, XP_307644.2	XP_003703602.2
OG0003901	XP_310209.4	XP_003703760.1
OG0003902	XP_319789.4	XP_012144518.1
OG0003903	XP_315792.4, XP_001688728.1	XP_012143312.1
OG0003904	XP_313786.5	XP_003704049.1
OG0003905	XP_320268.3	XP_012154567.1, XP_003700584.1, XP_012154570.1, XP_012154568.1
OG0003906	XP_562427.1	XP_003708449.1
OG0003907	XP_553285.4	XP_012149065.1
OG0003908	XP_311405.3	XP_012140839.1
OG0003909	XP_307779.5	XP_003706451.1
OG0003910	XP_312278.5	XP_003701944.2
OG0003912	XP_314171.4	XP_012135851.1
OG0003913	XP_315962.4	XP_012149247.1, XP_003706901.1
OG0003914	XP_003436135.1, XP_311548.3	XP_003705440.1
OG0003915	XP_308092.4	XP_003702109.1
OG0003916	XP_307453.3, XP_319009.4	XP_003706442.1
OG0003917	XP_003436440.1	XP_012140042.1
OG0003918	XP_001689289.1	XP_012140726.1
OG0003919	XP_312450.4	XP_003706845.1
OG0003920	XP_001689084.1, XP_318039.3	XP_003702387.1
OG0003921	XP_319681.2	XP_003700822.2
OG0003922	XP_317383.4	XP_003708055.1
OG0003924	XP_321093.4, XP_003435980.1	XP_012140102.1
OG0003925	XP_003437095.1, XP_311307.4	XP_003707136.1
OG0003926	XP_320129.3	XP_012144395.1
OG0003927	XP_320900.3	XP_003704409.1
OG0003928	XP_313769.4	XP_003700368.1
OG0003929	XP_003435903.1, XP_321406.5	XP_012147067.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_012143602.1
OG0003931	XP_309977.3	XP_003703308.1
OG0003932	XP_003436142.1	XP_012150746.1
OG0003933	XP_311862.3	XP_003705822.1, XP_012146724.1
OG0003934	XP_316307.1	XP_003705699.1
OG0003935	XP_308886.4	XP_003706904.1
OG0003936	XP_003436329.1, XP_311925.3	XP_003706508.1
OG0003937	XP_315625.4	XP_003700254.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_012143785.1
OG0003939	XP_311333.5	XP_012143171.1, XP_003704446.1
OG0003940	XP_307793.5, XP_306070.4	XP_003699619.1
OG0003941	XP_310602.3	XP_003708651.1
OG0003943	XP_312823.5	XP_003702648.2, XP_012139115.1
OG0003944	XP_317195.1	XP_012146125.1, XP_003705658.1
OG0003945	XP_313382.3	XP_003708375.1, XP_012152722.1
OG0003946	XP_308858.4	XP_012137534.1
OG0003947	XP_310464.4, XP_003437045.1	XP_012137635.1
OG0003948	XP_309825.4	XP_003702705.1
OG0003951	XP_313109.5	XP_003701134.1
OG0003952	XP_309625.4	XP_003701778.1
OG0003953	XP_310948.4, XP_003436935.1	XP_012138981.1, XP_003702580.1
OG0003954	XP_311994.4	XP_003702568.1
OG0003956	XP_315195.5	XP_012142100.1
OG0003957	XP_320392.4	XP_003704175.1
OG0003958	XP_321015.5	XP_003704735.1
OG0003959	XP_321653.5	XP_012153105.1
OG0003960	XP_003436461.1, XP_314272.5	XP_003700369.1
OG0003961	XP_318614.3	XP_012144868.1
OG0003962	XP_316867.5	XP_003702346.1
OG0003963	XP_317237.3	XP_003706902.2
OG0003964	XP_321179.4	XP_003706837.1
OG0003965	XP_315113.4	XP_003708476.1
OG0003966	XP_311323.4	XP_003704104.1
OG0003968	XP_317805.2	XP_003700354.1
OG0003969	XP_320573.1	XP_003701672.1
OG0003970	XP_554210.2	XP_003705231.1, XP_012145141.1
OG0003971	XP_318755.4	XP_012142732.1, XP_003704425.1
OG0003972	XP_001688794.1, XP_316203.2	XP_003700352.1
OG0003973	XP_320234.3	XP_012150411.1
OG0003974	XP_313497.2	XP_003700992.1
OG0003975	XP_554108.3	XP_012146078.1
OG0003976	XP_320294.3	XP_012149913.1
OG0003977	XP_001687837.2	XP_003702282.1
OG0003978	XP_312928.5, XP_003436420.1	XP_012144420.1
OG0003979	XP_320626.2	XP_003704573.1
OG0003980	XP_319759.4	XP_003699230.1
OG0003981	XP_318692.4	XP_003708590.1
OG0003982	XP_319753.4	XP_003699510.1
OG0003983	XP_315737.4	XP_003702407.1
OG0003985	XP_311326.5	XP_012145396.1, XP_012145394.1
OG0003986	XP_316882.5	XP_003706246.1
OG0003987	XP_309555.4, XP_001688197.1	XP_003705045.1
OG0003988	XP_313024.5	XP_012145626.1
OG0003989	XP_001689096.1, XP_318078.2	XP_003704283.1
OG0003990	XP_315228.5	XP_012140561.1
OG0003991	XP_001687756.2	XP_012147790.1, XP_012147789.1, XP_012147788.1, XP_012147791.1
OG0003992	XP_308140.4	XP_012145858.1, XP_012145857.1, XP_003705524.1
OG0003993	XP_310762.5, XP_311031.1	XP_012138649.1
OG0003994	XP_001689408.1	XP_012143550.1, XP_012143548.1
OG0003995	XP_310142.4	XP_012152332.1, XP_012152331.1
OG0003996	XP_317395.4	XP_012153956.1, XP_012153957.1
OG0003997	XP_001689015.1	XP_012138172.1
OG0003998	XP_001688449.2	XP_012138947.1
OG0003999	XP_001238227.1	XP_012136065.1
OG0004000	XP_315213.4	XP_003701457.1
OG0004001	XP_001237062.2	XP_003707525.1, XP_012150468.1, XP_012150467.1, XP_012150469.1
OG0004002	XP_315904.5, XP_003435730.1	XP_012149462.1
OG0004003	XP_553421.2	XP_012152284.1
OG0004004	XP_311855.4	XP_003702294.2
OG0004005	XP_003436736.1, XP_001230869.2	XP_012143798.1
OG0004006	XP_316519.4	XP_012140438.1
OG0004008	XP_318925.4	XP_012150176.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_012145820.1
OG0004010	XP_316790.4	XP_012146777.1, XP_003705908.2
OG0004011	XP_318681.1	XP_003703198.1
OG0004012	XP_001688421.2	XP_012151554.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_012134778.1, XP_012134777.1
OG0004015	XP_003437092.1, XP_311292.4	XP_003702354.1, XP_012138465.1
OG0004016	XP_311166.5	XP_012138614.1
OG0004017	XP_001688637.1	XP_012137429.1
OG0004018	XP_315551.1	XP_012135436.1, XP_003699291.1
OG0004019	XP_001689221.1	XP_012145125.1
OG0004020	XP_003437151.1	XP_003700166.1
OG0004021	XP_310900.5	XP_012143437.1
OG0004022	XP_316825.5	XP_003703979.1
OG0004023	XP_001689316.2	XP_003701947.1
OG0004024	XP_001688399.2	XP_003703077.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_012153638.1
OG0004027	XP_316189.4	XP_003699403.1
OG0004029	XP_317150.4	XP_012154257.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_003708276.1
OG0004031	XP_554294.3	XP_012138421.1, XP_012138422.1, XP_003702259.2
OG0004033	XP_555381.3	XP_012145927.1
OG0004034	XP_314073.4	XP_012152011.1
OG0004036	XP_307136.4	XP_003702230.1
OG0004037	XP_311349.5	XP_003707191.1
OG0004038	XP_321810.4	XP_012144781.1
OG0004040	XP_307401.4	XP_003702698.1
OG0004041	XP_565006.2	XP_003708267.1
OG0004042	XP_312101.5	XP_003706454.1
OG0004043	XP_314537.4	XP_012150375.1, XP_012150384.1
