Orthogroup	Anopheles_gambiae	Acyrthosiphon_pisum
OG0003881	XP_001237692.2	XP_001946547.1, XP_008189573.1
OG0003882	XP_311868.5	XP_001946627.2
OG0003883	XP_311386.4	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1
OG0003884	XP_310455.4	XP_001946729.2
OG0003885	XP_318734.3	XP_001946730.1
OG0003886	XP_314842.3	XP_001946793.1
OG0003887	XP_317201.4	XP_001946898.1
OG0003888	XP_320221.4	XP_001946943.2
OG0003889	XP_315664.4	XP_001947064.1, XP_001950350.1
OG0003890	XP_311717.4	XP_001947073.1
OG0003891	XP_309150.5	XP_001947218.2
OG0003892	XP_314996.4	XP_003246046.1, XP_003240667.1, XP_001947246.1
OG0003893	XP_551305.4, XP_003435860.1	XP_001947253.1
OG0003894	XP_557626.3	XP_003242316.1, XP_029348614.1, XP_001947347.2
OG0003895	XP_309808.4	XP_001947487.1
OG0003897	XP_312367.5	XP_001947564.2
OG0003898	XP_315835.4	XP_001947588.2
OG0003899	XP_317642.4	XP_001947595.2
OG0003900	XP_307645.4, XP_307644.2	XP_016657440.1, XP_001947713.3
OG0003901	XP_310209.4	XP_001947756.1
OG0003902	XP_319789.4	XP_001947769.2
OG0003903	XP_315792.4, XP_001688728.1	XP_001947783.3
OG0003904	XP_313786.5	XP_001947910.1
OG0003905	XP_320268.3	XP_001947991.1
OG0003906	XP_562427.1	XP_001948005.1
OG0003907	XP_553285.4	XP_001948184.2
OG0003908	XP_311405.3	XP_001948190.2
OG0003909	XP_307779.5	XP_008188131.1, XP_001948205.2, XP_029346791.1
OG0003910	XP_312278.5	XP_001948398.2
OG0003912	XP_314171.4	XP_001948509.2
OG0003913	XP_315962.4	XP_008189865.1, XP_001948669.2
OG0003914	XP_003436135.1, XP_311548.3	XP_001948813.1
OG0003915	XP_308092.4	XP_016664457.1
OG0003916	XP_307453.3, XP_319009.4	XP_001948870.2
OG0003917	XP_003436440.1	XP_001948879.2
OG0003918	XP_001689289.1	XP_001948892.2, XP_029342874.1, XP_029342875.1
OG0003919	XP_312450.4	XP_001948898.1
OG0003920	XP_001689084.1, XP_318039.3	XP_001948976.1
OG0003921	XP_319681.2	XP_001948985.1
OG0003922	XP_317383.4	XP_001949071.2
OG0003924	XP_321093.4, XP_003435980.1	XP_001949258.2
OG0003925	XP_003437095.1, XP_311307.4	XP_001949278.1
OG0003926	XP_320129.3	XP_008178997.1, XP_001949288.2
OG0003927	XP_320900.3	XP_001949298.1
OG0003928	XP_313769.4	XP_003246652.1, XP_001949388.2, XP_008186215.1
OG0003929	XP_003435903.1, XP_321406.5	XP_001949455.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_003248224.1, XP_001949484.2
OG0003931	XP_309977.3	XP_001949495.1
OG0003932	XP_003436142.1	XP_001949508.2
OG0003933	XP_311862.3	XP_001949541.1
OG0003934	XP_316307.1	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1
OG0003935	XP_308886.4	XP_001949785.1
OG0003936	XP_003436329.1, XP_311925.3	XP_001950018.1
OG0003937	XP_315625.4	XP_001950019.2
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_001950061.2
OG0003939	XP_311333.5	XP_001950067.2
OG0003940	XP_307793.5, XP_306070.4	XP_001950086.2
OG0003941	XP_310602.3	XP_001950247.1
OG0003942	XP_554389.4	XP_001950298.2
OG0003943	XP_312823.5	XP_001950368.3
OG0003944	XP_317195.1	XP_029342219.1, XP_001950375.1, XP_029344247.1
OG0003945	XP_313382.3	XP_016656392.1, XP_001950376.1, XP_016656393.1
OG0003946	XP_308858.4	XP_001950380.1
OG0003947	XP_310464.4, XP_003437045.1	XP_001950488.2
OG0003948	XP_309825.4	XP_001950499.3
OG0003950	XP_310421.4	XP_001950597.1
OG0003951	XP_313109.5	XP_001950703.1
OG0003952	XP_309625.4	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1
OG0003953	XP_310948.4, XP_003436935.1	XP_001950785.1
OG0003954	XP_311994.4	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1
OG0003956	XP_315195.5	XP_001950982.1
OG0003957	XP_320392.4	XP_001950987.1
OG0003958	XP_321015.5	XP_008187611.1, XP_001951009.2
OG0003959	XP_321653.5	XP_001951019.2
OG0003960	XP_003436461.1, XP_314272.5	XP_001951100.1, XP_008182492.1
OG0003961	XP_318614.3	XP_001951227.2
OG0003962	XP_316867.5	XP_001951372.2
OG0003963	XP_317237.3	XP_001951429.1
OG0003964	XP_321179.4	XP_001951601.1
OG0003965	XP_315113.4	XP_001951710.1, XP_016662434.1, XP_008186106.1
OG0003966	XP_311323.4	XP_001951807.1
OG0003967	XP_316857.3	XP_001951859.1
OG0003968	XP_317805.2	XP_001952043.1
OG0003969	XP_320573.1	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2
OG0003970	XP_554210.2	XP_001952292.1
OG0003971	XP_318755.4	XP_001952327.2
OG0003972	XP_001688794.1, XP_316203.2	XP_029348232.1, XP_001952345.1
OG0003973	XP_320234.3	XP_001952355.1
OG0003974	XP_313497.2	XP_001952405.1
OG0003975	XP_554108.3	XP_029342158.1, XP_001952469.1
OG0003976	XP_320294.3	XP_001952484.1, XP_029345704.1, XP_029344829.1
OG0003977	XP_001687837.2	XP_001952504.1
OG0003978	XP_312928.5, XP_003436420.1	XP_001952564.1
OG0003979	XP_320626.2	XP_001952579.3
OG0003980	XP_319759.4	XP_001952581.1
OG0003981	XP_318692.4	XP_001952625.2
OG0003982	XP_319753.4	XP_003245839.1, XP_001952627.2
OG0003983	XP_315737.4	XP_001952666.2
OG0003985	XP_311326.5	XP_001952858.2
OG0003986	XP_316882.5	XP_001952875.2, XP_008182754.1, XP_008182755.1
OG0003987	XP_309555.4, XP_001688197.1	XP_003240357.1
OG0003988	XP_313024.5	XP_003240647.1
OG0003989	XP_001689096.1, XP_318078.2	XP_003240969.1
OG0003990	XP_315228.5	XP_003242527.1
OG0003991	XP_001687756.2	XP_003241415.1
OG0003992	XP_308140.4	XP_003241580.1
OG0003993	XP_310762.5, XP_311031.1	XP_008178727.1, XP_003241610.1
OG0003994	XP_001689408.1	XP_003241685.1, XP_008178832.1
OG0003995	XP_310142.4	XP_003241698.3, XP_029347519.1, XP_016656548.1
OG0003996	XP_317395.4	XP_003242191.1
OG0003997	XP_001689015.1	XP_003242276.1, XP_003247927.1
OG0003998	XP_001688449.2	XP_003242376.1
OG0003999	XP_001238227.1	XP_003242605.1
OG0004000	XP_315213.4	XP_008183189.1, XP_029342808.1, XP_003242619.1
OG0004001	XP_001237062.2	XP_003242784.1
OG0004002	XP_315904.5, XP_003435730.1	XP_003242837.1
OG0004003	XP_553421.2	XP_003242877.1
OG0004004	XP_311855.4	XP_003242949.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_003243356.1
OG0004006	XP_316519.4	XP_003243499.1
OG0004008	XP_318925.4	XP_003243801.2
OG0004009	XP_001230840.3, XP_001230839.3	XP_003244002.1, XP_003244010.1
OG0004010	XP_316790.4	XP_003244233.1
OG0004011	XP_318681.1	XP_003244402.1
OG0004012	XP_001688421.2	XP_003245275.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_029344034.1, XP_003245369.1
OG0004015	XP_003437092.1, XP_311292.4	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1
OG0004016	XP_311166.5	XP_029342325.1
OG0004017	XP_001688637.1	XP_003246135.1
OG0004018	XP_315551.1	XP_003246201.1
OG0004019	XP_003435731.1, XP_001689221.1	XP_003246415.1, XP_029342049.1
OG0004020	XP_003437151.1	XP_003246485.2
OG0004021	XP_310900.5	XP_003246496.1
OG0004022	XP_316825.5	XP_003246762.1
OG0004023	XP_001689316.2	XP_003246871.2, XP_008186541.1
OG0004024	XP_001688399.2	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_003247003.1
OG0004027	XP_316189.4	XP_003247146.1
OG0004028	XP_308455.4	XP_003247231.1
OG0004029	XP_317149.4, XP_317150.4	XP_003247295.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_003247407.1
OG0004031	XP_554294.3	XP_003247630.1
OG0004033	XP_555381.3	XP_003247913.1
OG0004034	XP_314073.4	XP_003248165.1
OG0004036	XP_307136.4	XP_003248254.1
OG0004037	XP_311349.5	XP_003248335.1
OG0004038	XP_321810.4	XP_003248689.1, XP_029343673.1
OG0004040	XP_307401.4	XP_008178620.1
OG0004041	XP_565006.2	XP_008178679.1
OG0004042	XP_312101.5	XP_008178680.1, XP_008178681.1, XP_016656432.1
OG0004043	XP_314537.4	XP_008178865.1, XP_029346647.1
OG0004044	XP_308352.4	XP_029341758.1, XP_008178965.1
OG0004045	XP_312996.1	XP_008178980.2
OG0004046	XP_312561.3	XP_008179028.1
OG0004047	XP_321168.5	XP_008179453.1, XP_008179452.1, XP_016656998.1
OG0004048	XP_311026.4	XP_008188917.1, XP_008179528.1
OG0004049	XP_001688807.1	XP_008179642.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_008179692.1
OG0004051	XP_321377.4	XP_008180014.1
OG0004052	XP_313802.5	XP_008180268.1
OG0004053	XP_564094.3	XP_008180418.1
OG0004055	XP_551859.3	XP_008180435.1
OG0004056	XP_316308.4	XP_008180588.1
OG0004058	XP_312771.1	XP_008180684.1
OG0004059	XP_317121.2	XP_008181328.1
OG0004060	XP_308010.5	XP_008181545.1
OG0004061	XP_317494.1	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1
OG0004062	XP_003435760.1, XP_551677.4	XP_008181730.1
OG0004063	XP_318961.4, XP_318960.4	XP_008181930.1
OG0004064	XP_001231048.2	XP_008188948.2
OG0004065	XP_321583.5	XP_008181995.1
OG0004066	XP_310825.3	XP_008182047.1
OG0004067	XP_313977.4	XP_008182186.2
OG0004068	XP_320290.4	XP_008182193.1, XP_008182195.1
OG0004069	XP_311616.1	XP_008182528.1
OG0004070	XP_310908.5, XP_310904.5	XP_008183001.1
OG0004071	XP_001688827.1, XP_316281.4	XP_008183264.1
OG0004072	XP_001689139.1	XP_029345811.1, XP_008183519.1
OG0004073	XP_308326.4	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1
OG0004074	XP_314000.3	XP_008183932.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_008184012.1
OG0004076	XP_308369.3	XP_008184022.1, XP_016660688.1
OG0004077	XP_313328.4	XP_008184230.1
OG0004078	XP_312472.2	XP_029341311.1, XP_008184314.1
OG0004079	XP_320805.3	XP_008184399.1, XP_008184398.1
OG0004080	XP_315852.4	XP_008184464.1
OG0004082	XP_318628.4	XP_008184682.1
OG0004083	XP_318065.4	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1
OG0004084	XP_310358.7	XP_008184763.1, XP_008184762.1
OG0004085	XP_316356.3	XP_008185211.1
OG0004086	XP_310930.5	XP_008185337.1
OG0004087	XP_311835.5	XP_008185477.1
OG0004088	XP_318883.4	XP_008185509.1, XP_008185510.1
OG0004089	XP_555244.3	XP_008185580.2
OG0004090	XP_001237595.2	XP_008185774.1
OG0004091	XP_319154.4	XP_008185869.1
OG0004092	XP_317242.4	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1
OG0004093	XP_310688.5	XP_008185942.1
OG0004094	XP_311178.4	XP_008186104.1
OG0004095	XP_316020.4	XP_008186144.1
OG0004096	XP_559248.3	XP_008186216.1, XP_016662530.1
OG0004097	XP_318918.2	XP_008186301.1
OG0004098	XP_309835.2	XP_008186356.1
OG0004099	XP_321090.4	XP_008186674.2, XP_029342134.1
OG0004100	XP_313152.3	XP_008186784.1
OG0004101	XP_314837.3	XP_008186841.3
OG0004102	XP_003436465.1, XP_003436464.1	XP_008186987.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_008187264.1
OG0004104	XP_312438.5	XP_008187276.1
OG0004105	XP_319178.4	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1
OG0004106	XP_311153.3	XP_008187471.2
OG0004107	XP_001688851.1	XP_008187818.1
OG0004108	XP_562582.3, XP_003436576.1	XP_008188019.1
OG0004109	XP_563317.4	XP_008188046.1
OG0004110	XP_316345.4	XP_008188174.1
OG0004111	XP_314309.4	XP_008188458.1
OG0004112	XP_321635.1, XP_003435850.1	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1
OG0004113	XP_320525.4	XP_008189347.1
OG0004114	XP_319407.2	XP_008189922.1
OG0004116	XP_001237507.3	XP_008190066.1, XP_008190060.1
OG0004117	XP_001237803.2	XP_008190109.1
OG0004119	XP_319556.5	XP_016656390.1
OG0004120	XP_321666.3	XP_016656621.1
OG0004121	XP_321405.4	XP_016657144.1
OG0004122	XP_309209.5	XP_016657495.1
OG0004123	XP_319749.3	XP_016657568.1
OG0004124	XP_316056.4, XP_556692.3	XP_016657918.1
OG0004125	XP_310876.4	XP_016658011.1
OG0004126	XP_319248.3	XP_016658066.2
OG0004126	XP_001238114.1, XP_553994.2	XP_029346841.1
OG0004127	XP_003436623.1	XP_016658291.2
OG0004128	XP_319393.4	XP_016658616.1
OG0004129	XP_314716.4	XP_016658659.1
OG0004130	XP_312574.4	XP_016658715.1, XP_016664816.2
OG0004131	XP_309504.4	XP_016658986.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_016659474.1
OG0004133	XP_003436965.1	XP_016659528.1, XP_029346876.1, XP_029346875.1
OG0004137	XP_312668.4	XP_016661121.1
OG0004138	XP_307877.2	XP_029346179.1, XP_016661925.1, XP_029346175.1
OG0004139	XP_315254.3	XP_029341281.1, XP_016662172.1
OG0004140	XP_001689102.1	XP_016662222.1
OG0004141	XP_316517.4	XP_016662254.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_016662508.1
OG0004143	XP_001237118.2	XP_016662795.1
OG0004144	XP_319864.4	XP_016662974.1, XP_029347110.1
OG0004145	XP_309941.4	XP_016662981.1
OG0004146	XP_315438.3	XP_016663028.1
OG0004147	XP_308817.4	XP_016663111.1
OG0004148	XP_001687765.2	XP_016663378.1, XP_029343202.1
OG0004149	XP_001689259.1	XP_016663551.1
OG0004150	XP_318430.3	XP_016663581.1
OG0004151	XP_316047.4	XP_016664428.2
OG0004152	XP_555730.2	XP_029341078.1
OG0004153	XP_312247.5	XP_029342218.1, XP_029342690.1, XP_029341112.1
OG0004154	XP_563530.3	XP_029342092.1, XP_029341636.1, XP_029341319.1
OG0004155	XP_003436256.1, XP_312076.2	XP_029341322.1, XP_029346747.1
OG0004158	XP_316619.4	XP_029342204.1
OG0004159	XP_316144.4	XP_029342205.1
OG0004160	XP_316661.5	XP_029342691.1, XP_029342301.1
OG0004162	XP_559711.2	XP_029342836.1
OG0004162	XP_310156.4	XP_029342837.1
OG0004163	XP_553259.2	XP_029342878.1
OG0004164	XP_003435882.1	XP_029343021.1
OG0004166	XP_316078.4	XP_029343121.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_029343235.1
OG0004168	XP_315532.3	XP_029343310.1
OG0004169	XP_003436961.1, XP_310840.5	XP_029343407.1
OG0004170	XP_309924.4	XP_029343522.1
OG0004171	XP_310964.5	XP_029343676.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_029343776.1
OG0004173	XP_316066.4, XP_001237746.2	XP_029343802.1
OG0004174	XP_308670.4	XP_029343807.1
OG0004175	XP_315524.4, XP_001688674.1	XP_029348508.1, XP_029343944.1
OG0004176	XP_001237727.1, XP_315864.4	XP_029344143.1
OG0004177	XP_319569.4	XP_029344209.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_029344308.1
OG0004180	XP_311082.5	XP_029344585.1
OG0004181	XP_317116.4, XP_318879.3	XP_029345230.1
OG0004182	XP_001230685.2	XP_029345607.1
OG0004183	XP_001689011.1	XP_029345661.1
OG0004184	XP_320342.4	XP_029345863.1
OG0004186	XP_317615.4	XP_029346787.1
OG0004187	XP_311316.3	XP_029346864.1
OG0004188	XP_319883.4	XP_029346923.1
OG0004189	XP_317522.4	XP_029347172.1
OG0004190	XP_321498.4	XP_029347231.1
OG0004191	XP_308181.4	XP_029347281.1
OG0004192	XP_313788.4	XP_029347357.1
OG0004193	XP_308604.4, XP_001688029.1	XP_029347372.1
OG0004194	XP_307775.3	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1
OG0004195	XP_315995.1	XP_029348100.1
OG0004275	XP_321541.4, XP_003435881.1	NP_001119626.1, NP_001129462.1
OG0004276	XP_320252.4	NP_001119646.1
OG0004277	XP_316033.4	NP_001119657.1
OG0004278	XP_313760.4	NP_001119663.1, NP_001119662.1
OG0004279	XP_321619.3	NP_001119666.1, XP_003245465.1
OG0004280	XP_321163.4	NP_001119675.1
OG0004281	XP_315590.3	NP_001123921.1, XP_008188986.1
OG0004282	XP_552798.3	NP_001129370.1
OG0004283	XP_321155.3	NP_001129413.1
OG0004284	XP_313275.3	NP_001129593.1
OG0004285	XP_308285.3	NP_001153870.1, XP_008186968.1
OG0004286	XP_320669.4	NP_001155369.1
OG0004287	XP_310452.5	NP_001155370.1
OG0004288	XP_321802.3	XP_008185319.1, NP_001155384.1
OG0004289	XP_312991.3	NP_001155415.1
OG0004290	XP_308524.4	NP_001155423.1, XP_016660884.1
OG0004291	XP_310934.4	NP_001155441.1, XP_008179388.1
OG0004292	XP_309527.3	NP_001155465.1
OG0004293	XP_309304.3	NP_001155480.1, XP_029341890.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_003241876.1, NP_001155483.1
OG0004297	XP_319630.2	NP_001155558.1
OG0004298	XP_563593.1	NP_001155571.1
OG0004299	XP_003437123.1, XP_316835.4	NP_001155591.1
OG0004300	XP_309200.2	NP_001155595.1
OG0004301	XP_307798.4	NP_001155605.1
OG0004302	XP_315417.4	NP_001155613.1
OG0004303	XP_319722.3	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1
OG0004304	XP_317299.3	XP_008181535.1, NP_001155617.1
OG0004305	XP_317138.4	NP_001155670.1, XP_008183760.1
OG0004306	XP_311387.3	NP_001155673.1
OG0004307	XP_320804.4	NP_001155698.1
OG0004308	XP_001689366.2	NP_001155704.1
OG0004309	XP_314243.4	NP_001155716.1
OG0004310	XP_314752.3	NP_001155728.1
OG0004311	XP_317337.3	NP_001155739.1
OG0004312	XP_308769.2	NP_001155750.1
OG0004313	XP_311332.4	NP_001155761.1
OG0004314	XP_310190.3	XP_016664301.1, NP_001155778.1
OG0004315	XP_316499.2	XP_001948896.1, NP_001155788.1
OG0004316	XP_312474.4	NP_001155797.1
OG0004317	XP_317881.2	NP_001155817.1
OG0004318	XP_558148.1, XP_314575.2	NP_001155818.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	NP_001155919.1
OG0004321	XP_320235.4	NP_001155926.1, NP_001155925.1, XP_016662234.1
OG0004322	XP_315390.3	XP_008178254.1, NP_001156062.1
OG0004323	XP_310208.3	NP_001156066.1, XP_008185270.1
OG0004324	XP_003435869.1	NP_001156067.1
OG0004325	XP_321348.3	NP_001156081.1
OG0004326	XP_322016.4	NP_001156083.1, XP_008179689.1
OG0004327	XP_313697.4	NP_001156085.1
OG0004328	XP_321089.4, XP_003435981.1	XP_001950162.1, XP_001945150.1, NP_001156106.1
OG0004329	XP_317780.4	XP_001949539.1, NP_001156127.1, XP_001948464.1
OG0004330	XP_312755.2	XP_001943288.1, NP_001156150.1, XP_016664124.1
OG0004331	XP_311286.5	NP_001156159.1
OG0004332	XP_311310.1	NP_001156166.1
OG0004333	XP_311779.4	NP_001156179.1
OG0004334	XP_314997.3	NP_001156180.1
OG0004335	XP_001238387.2	NP_001156214.1
OG0004336	XP_311750.4	NP_001156225.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	NP_001156248.1
OG0004338	XP_318578.3	NP_001156273.1, XP_008182807.1
OG0004339	XP_318431.5	XP_016660093.1, NP_001156282.1
OG0004340	XP_319922.4	NP_001156293.1, XP_008182896.1
OG0004341	XP_318896.3	NP_001156295.1
OG0004343	XP_317435.3	NP_001156302.1
OG0004344	XP_311859.5	NP_001156317.1
OG0004345	XP_307896.3	XP_029346854.1, NP_001156581.1
OG0004346	XP_320535.3	NP_001156584.1
OG0004347	XP_317030.3	NP_001156680.1
OG0004348	XP_312296.5	NP_001156824.1, XP_029344173.1
OG0004349	XP_321407.3	NP_001156840.1
OG0004350	XP_307264.3	XP_001952462.1, NP_001162110.1
OG0004351	XP_313999.2	XP_016659609.1, NP_001162111.1
OG0004352	XP_562238.4	NP_001162146.1
OG0004353	XP_001688044.1	XP_001946329.1, NP_001165433.1
OG0004354	XP_309347.4	NP_001191881.1, NP_001191880.1, XP_008181799.1
OG0004355	XP_312461.3	NP_001232933.1
OG0004356	XP_311025.2	NP_001232946.1, XP_008181957.1
OG0004357	XP_003437031.1, XP_565769.4	NP_001232948.1
OG0004358	XP_314490.4	NP_001232977.1
OG0004359	XP_308962.3	XP_008179668.1, NP_001232981.1
OG0004360	XP_310387.5	NP_001233002.1
OG0004361	XP_321795.2	NP_001233005.1, XP_008182399.1
OG0004362	XP_313003.4	XP_008182477.1, NP_001233009.1
OG0004363	XP_556483.3	NP_001233011.1
OG0004364	XP_315443.3	XP_003245528.1
OG0004365	XP_001688522.1	NP_001233068.1
OG0004366	XP_317046.2	NP_001233069.1
OG0004367	XP_312972.5	XP_008184711.2, NP_001233074.1
OG0004368	XP_311037.3	NP_001233080.1
OG0004369	XP_314876.4	XP_008180360.1, NP_001233086.1
OG0004370	XP_001688524.1, XP_314102.2	XP_008186743.1, NP_001233108.1, XP_003244935.1
OG0004371	XP_316567.4	XP_016656763.1, NP_001233118.1
OG0004372	XP_321106.4, XP_003435977.1	XP_008189554.1, NP_001233119.1
OG0004373	XP_310479.5	NP_001280257.1
OG0004374	XP_319927.3	XP_008189941.1, NP_001280267.1
OG0004375	XP_317168.1	NP_001280276.1
OG0004376	XP_316497.2	NP_001280280.2
OG0004377	XP_310437.4, XP_003436642.1, XP_003436643.1	NP_001280292.1
OG0004378	XP_559130.1	NP_001280293.1
OG0004379	XP_319397.4	XP_008184941.1, NP_001280303.1
OG0004380	XP_313555.2, XP_003436771.1	XP_001951121.2, NP_001280305.1
OG0004381	XP_313959.3	XP_008186861.1, NP_001280306.1
OG0004382	XP_310797.5	NP_001280307.1, XP_016658111.1
OG0004383	XP_001687889.1, XP_308303.3	NP_001280311.1
OG0004384	XP_560526.4, XP_307660.4, XP_319353.4	NP_001280313.1
OG0004385	XP_562397.3	NP_001280324.1
OG0004386	XP_315624.3	NP_001280359.1, XP_016659217.1
OG0004387	XP_318983.3	NP_001280371.1, XP_001945195.1
OG0004388	XP_316948.4	XP_029341939.1, NP_001280385.1
OG0004389	XP_319206.4	NP_001280387.1
OG0004390	XP_313986.4	NP_001280416.1
OG0004391	XP_315850.3	NP_001280457.1
OG0004392	XP_312031.5, XP_003436278.1	XP_016661080.1, NP_001306891.1
OG0004393	XP_321918.4	NP_001313566.1
OG0004394	XP_321075.3	NP_001313573.1
OG0004395	XP_318420.5	XP_001942582.1, NP_001313581.1
OG0004396	XP_308224.3	NP_001313594.1
OG0004397	XP_308644.4	XP_001942562.1
OG0004398	XP_319908.4	XP_001942631.1
OG0004400	XP_321839.4	XP_001942719.1
OG0004401	XP_309580.4, XP_001237244.2	XP_001942738.2
OG0004402	XP_307863.1	XP_001942800.2, XP_016662605.1, XP_001946709.1
OG0004403	XP_308013.5	XP_001942801.2
OG0004404	XP_320142.3	XP_001942828.2
OG0004406	XP_316876.5	XP_001942859.2
OG0004407	XP_321320.5	XP_001942878.2
OG0004408	XP_320152.4	XP_001942883.2, XP_029342951.1, XP_029341050.1
OG0004409	XP_311589.4	XP_001942888.2
OG0004410	XP_560403.3	XP_001942892.2
OG0004411	XP_308839.2	XP_001942986.1
OG0004412	XP_314028.3	XP_001942989.1
OG0004413	XP_001688479.1, XP_313945.3	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1
OG0004414	XP_316150.4	XP_001943160.2
OG0004415	XP_313866.5	XP_001943213.1
OG0004416	XP_556948.3	XP_001943233.4
OG0004417	XP_313741.5	XP_001943396.2
OG0004418	XP_024667075.1	XP_001943475.2
OG0004419	XP_001237538.3, XP_001688459.2	XP_001943478.2
OG0004420	XP_320432.3	XP_001943508.1
OG0004421	XP_001688688.1, XP_001230832.1, XP_003436476.1	XP_001943509.2
OG0004422	XP_313187.5	XP_001943554.1, XP_008186319.1
OG0004423	XP_319791.4	XP_001943587.5
OG0004424	XP_314342.3	XP_029340954.1, XP_001943599.2
OG0004425	XP_317243.4	XP_001945523.1, XP_001944221.1, XP_001943616.1
OG0004426	XP_317593.4	XP_003245197.1, XP_008184049.1, XP_001943642.1
OG0004427	XP_318657.4	XP_001943645.1
OG0004428	XP_308965.3	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1
OG0004429	XP_003437020.1	XP_001943718.2
OG0004430	XP_003436927.1, XP_310982.3	XP_001943735.2
