Orthogroup	Anopheles_gambiae	Bombus_terrestris
OG0003769	XP_317359.4	XP_020720595.1, XP_003398359.1, XP_020720594.1
OG0003770	XP_321441.4	XP_003402581.1
OG0003771	XP_312639.4	XP_003401828.1
OG0003772	XP_312862.4, XP_001237501.2	XP_003395590.1
OG0003773	XP_316963.4	XP_003395332.2
OG0003774	XP_321418.4, XP_003435898.1	XP_012170978.1
OG0003775	XP_309183.2, XP_309182.5	XP_003394171.1
OG0003776	XP_551809.3	XP_003399757.1
OG0003777	XP_317655.3	XP_012167149.1
OG0003778	XP_001688618.1	XP_020718480.1
OG0003779	XP_001237594.2	XP_003402657.1
OG0003780	XP_308583.2	XP_012171654.1
OG0003781	XP_320164.3, XP_320163.3	XP_012166948.1
OG0003782	XP_308132.2, XP_307312.2	XP_003397313.1
OG0003783	XP_318812.3	XP_003401568.1
OG0003784	XP_003436317.1	XP_003400255.1
OG0003785	XP_003435742.1	XP_003399519.1
OG0003786	XP_312629.4	XP_003401629.1
OG0003787	XP_312143.4	XP_003397613.1
OG0003788	XP_312787.5	XP_003402136.1
OG0003789	XP_307016.3, XP_313929.4	XP_003394456.1
OG0003791	XP_314956.4	XP_012164696.1
OG0003792	XP_320758.4	XP_003395898.2
OG0003793	XP_311766.3	XP_003392951.1
OG0003794	XP_321364.3	XP_020720539.1
OG0003795	XP_001688460.2	XP_012172248.1, XP_003401119.1
OG0003796	XP_001237280.3, XP_003437003.1	XP_003402558.1, XP_020723441.1
OG0003797	XP_003436776.1	XP_020718925.1, XP_003395568.1
OG0003798	XP_315523.4	XP_003394776.1
OG0003799	XP_314122.3	XP_012176545.1
OG0003800	XP_311236.5	XP_003400744.3
OG0003801	XP_003436856.1, XP_315241.1	XP_003399830.1
OG0003802	XP_312750.4	XP_012172080.1
OG0003803	XP_320799.3	XP_012174194.2
OG0003804	XP_314994.4	XP_003396198.1
OG0003805	XP_321167.4	XP_003397540.1
OG0003806	XP_001237070.2	XP_003401853.1
OG0003807	XP_315739.4	XP_003400763.1
OG0003808	XP_311943.3	XP_012170572.1
OG0003809	XP_313997.4	XP_003394060.1
OG0003810	XP_317077.4	XP_003394847.1
OG0003811	XP_311588.3	XP_003397856.1
OG0003812	XP_311247.5	XP_003400199.1, XP_012170948.1
OG0003813	XP_314555.3	XP_003402879.1
OG0003814	XP_311364.4, XP_307324.3	XP_003400441.2
OG0003815	XP_321606.5	XP_012169397.1
OG0003816	XP_321794.3, XP_001689358.1	XP_003399393.1
OG0003817	XP_315953.3	XP_012169368.1
OG0003818	XP_321247.5	XP_003402156.1, XP_012173716.1
OG0003819	XP_313680.3	XP_003401328.1
OG0003820	XP_001238192.2	XP_020721052.1
OG0003821	XP_319843.4	XP_012171068.1
OG0003822	XP_003436068.1, XP_307935.5	XP_020719833.1
OG0003824	XP_316832.4	XP_012164345.1
OG0003825	XP_321926.5, XP_003435784.1	XP_012166466.1, XP_012166465.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_020720011.1
OG0003827	XP_319073.4	XP_012174352.1
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	XP_003396889.2
OG0003829	XP_320975.4	XP_012166227.1
OG0003830	XP_310148.4	XP_012175454.2, XP_012167728.1
OG0003831	XP_555438.3	XP_003400677.1
OG0003832	XP_315724.3, XP_315726.4	XP_012173887.1
OG0003833	XP_322026.2	XP_003399790.1
OG0003834	XP_316920.3	XP_012174670.1
OG0003835	XP_319229.4	XP_012168709.1
OG0003836	XP_321703.5	XP_012173196.2
OG0003837	XP_313978.1	XP_003394757.1
OG0003838	XP_001687956.1, XP_308499.3	XP_003394285.1
OG0003839	XP_320303.4	XP_012173008.1
OG0003841	XP_312835.4, XP_003436406.1	XP_003393847.1
OG0003842	XP_309233.5	XP_012170605.1
OG0003843	XP_316726.2	XP_003403087.1, XP_012174907.1
OG0003844	XP_311543.2	XP_003397607.1
OG0003845	XP_320970.3	XP_012176114.1
OG0003846	XP_309350.4	XP_003394615.1
OG0003847	XP_321528.4	XP_012174241.1
OG0003848	XP_320558.3	XP_003395820.1, XP_012164354.1
OG0003849	XP_310210.4	XP_003400188.1
OG0003850	XP_313188.3	XP_003398559.1
OG0003852	XP_312907.4	XP_003402305.2
OG0003853	XP_319601.4	XP_003400083.2
OG0003854	XP_319344.4	XP_012170484.1
OG0003855	XP_001688251.1	XP_003397557.1
OG0003856	XP_320680.1	XP_003401541.1
OG0003859	XP_320575.3	XP_003396156.1
OG0003860	XP_321828.3	NP_001267862.1
OG0003861	XP_320922.2	XP_003397931.1
OG0003863	XP_003436354.1	XP_012168019.1
OG0003864	XP_317926.4	XP_003402983.1, XP_012174747.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_003397986.1
OG0003867	XP_312224.5	XP_020723653.1
OG0003868	XP_310411.7	XP_012167944.1, XP_003398260.1
OG0003869	XP_311926.5	XP_003399054.1
OG0003870	XP_307911.3	XP_003393674.1
OG0003871	XP_315111.4	XP_020720764.1, XP_012168535.1, XP_012168534.1
OG0003872	XP_308174.2	XP_012173307.1
OG0003873	XP_320953.4	XP_012165920.1
OG0003874	XP_319180.3	XP_012164064.1
OG0003875	XP_562161.4	XP_003397230.1
OG0003876	XP_319884.4	XP_012164640.1
OG0003877	XP_314810.4	XP_003400115.1
OG0003878	XP_003436746.1, XP_313144.3	XP_012168580.1
OG0003879	XP_316539.2	XP_012166836.1
OG0003880	XP_309242.4	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1
OG0003881	XP_001237692.2	XP_020718897.1, XP_003395781.1
OG0003882	XP_311868.5	XP_020724190.1
OG0003883	XP_311386.4	XP_003401855.1
OG0003884	XP_310455.4	XP_012163849.1
OG0003885	XP_318734.3	XP_003402476.1
OG0003886	XP_314842.3	XP_012176406.1
OG0003887	XP_317201.4	XP_020724324.1, XP_012176067.1, XP_020724323.1
OG0003888	XP_320221.4	XP_003393605.1
OG0003889	XP_315664.4	XP_012176166.2
OG0003890	XP_311717.4	XP_020720074.1
OG0003891	XP_309150.5	XP_020722769.1
OG0003892	XP_314996.4	XP_003400402.1
OG0003893	XP_551305.4, XP_003435860.1	XP_003399859.1
OG0003894	XP_557626.3	XP_003398517.1
OG0003895	XP_309808.4	XP_003396092.1
OG0003897	XP_312367.5	XP_012173494.1, XP_012173493.1
OG0003898	XP_315835.4	XP_003393443.1
OG0003899	XP_317642.4	XP_003400851.1
OG0003900	XP_307645.4, XP_307644.2	XP_003397205.1
OG0003901	XP_310209.4	XP_003393189.1
OG0003902	XP_319789.4	XP_012170394.1, XP_020721669.1
OG0003903	XP_315792.4, XP_001688728.1	XP_012173368.1
OG0003904	XP_313786.5	XP_012175893.1
OG0003905	XP_320268.3	XP_012169149.1
OG0003906	XP_562427.1	XP_003402506.1, XP_012174117.1
OG0003907	XP_553285.4	XP_003398274.1
OG0003908	XP_311405.3	XP_003396034.1
OG0003909	XP_307779.5	XP_003401804.1
OG0003910	XP_312278.5	XP_003393750.2
OG0003912	XP_314171.4	XP_012172905.1
OG0003913	XP_315962.4	XP_003398502.1
OG0003914	XP_003436135.1, XP_311548.3	XP_003393610.1
OG0003915	XP_308092.4	XP_012166130.1
OG0003916	XP_307453.3, XP_319009.4	XP_003393408.1
OG0003917	XP_003436440.1	XP_020720461.1, XP_003397446.1
OG0003918	XP_001689289.1	XP_012164806.1
OG0003919	XP_312450.4	XP_003398268.1
OG0003920	XP_001689084.1, XP_318039.3	XP_003397663.1
OG0003921	XP_319681.2	XP_020723363.1
OG0003922	XP_317383.4	XP_003399540.1
OG0003924	XP_321093.4, XP_003435980.1	XP_003397839.1
OG0003925	XP_003437095.1, XP_311307.4	XP_003401946.1
OG0003926	XP_320129.3	XP_003399888.1
OG0003927	XP_320900.3	XP_012170826.1
OG0003928	XP_313769.4	XP_012164426.1
OG0003929	XP_003435903.1, XP_321406.5	XP_012165285.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_003398362.1
OG0003931	XP_309977.3	XP_003396019.2
OG0003932	XP_003436142.1	XP_003397951.1
OG0003933	XP_311862.3	XP_012164908.1
OG0003934	XP_316307.1	XP_012174485.1
OG0003935	XP_308886.4	XP_003398498.1
OG0003936	XP_003436329.1, XP_311925.3	XP_012163744.1
OG0003937	XP_315625.4	XP_020721302.1, XP_012169626.1, XP_012169625.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_003399647.1
OG0003939	XP_311333.5	XP_003394834.1
OG0003940	XP_307793.5, XP_306070.4	XP_003401320.1
OG0003941	XP_310602.3	XP_020722719.1
OG0003943	XP_312823.5	XP_003395400.3
OG0003944	XP_317195.1	XP_003396729.1, XP_012165834.1
OG0003945	XP_313382.3	XP_012168882.1, XP_003398816.1
OG0003946	XP_308858.4	XP_003400489.1
OG0003947	XP_310464.4, XP_003437045.1	XP_020723296.1
OG0003948	XP_309825.4	XP_003393349.1
OG0003950	XP_310421.4	XP_012171996.1
OG0003951	XP_313109.5	XP_020723016.1, XP_020723015.1
OG0003952	XP_309625.4	XP_020721095.1
OG0003953	XP_310948.4, XP_003436935.1	XP_003402612.1
OG0003954	XP_311994.4	XP_003396412.1
OG0003956	XP_315195.5	XP_003395102.1
OG0003957	XP_320392.4	XP_003400268.1
OG0003958	XP_321015.5	XP_003401106.1
OG0003959	XP_321653.5	XP_003396727.2
OG0003960	XP_003436461.1, XP_314272.5	XP_012164425.1
OG0003961	XP_318614.3	XP_003403088.1, XP_012175084.1, XP_020723834.1, XP_020723833.1
OG0003962	XP_316867.5	XP_003393846.1
OG0003963	XP_317237.3	XP_003400656.1
OG0003964	XP_321179.4	XP_012167985.1
OG0003965	XP_315113.4	XP_003396468.1
OG0003966	XP_311323.4	XP_012170337.1
OG0003967	XP_316857.3	XP_012167226.1
OG0003968	XP_317805.2	XP_003395516.1
OG0003969	XP_320573.1	XP_003394133.1
OG0003970	XP_554210.2	XP_003395316.1
OG0003971	XP_318755.4	XP_020721947.1, XP_012170719.1
OG0003972	XP_001688794.1, XP_316203.2	XP_003395507.1
OG0003973	XP_320234.3	XP_012166308.1
OG0003974	XP_313497.2	XP_003398826.1
OG0003975	XP_554108.3	XP_003397479.1
OG0003976	XP_320294.3	XP_003395686.1
OG0003977	XP_001687837.2	XP_012175257.1
OG0003978	XP_312928.5, XP_003436420.1	XP_012170299.1
OG0003979	XP_320626.2	XP_012176448.1
OG0003980	XP_319759.4	XP_012168607.1, XP_003398795.1
OG0003981	XP_318692.4	XP_012172090.1
OG0003982	XP_319753.4	XP_003398920.1
OG0003983	XP_315737.4	XP_003396643.1
OG0003985	XP_311326.5	XP_020722528.1, XP_020722527.1, XP_003401037.1
OG0003986	XP_316882.5	XP_003397473.1
OG0003987	XP_309555.4, XP_001688197.1	XP_003393172.1
OG0003988	XP_313024.5	XP_020718818.1
OG0003989	XP_001689096.1, XP_318078.2	XP_003400137.1
OG0003990	XP_315228.5	XP_012176719.1
OG0003991	XP_001687756.2	XP_003398876.1
OG0003992	XP_308140.4	XP_003401777.1
OG0003994	XP_001689408.1	XP_003394789.1
OG0003995	XP_310142.4	XP_012176250.1
OG0003996	XP_317395.4	XP_003395712.1
OG0003997	XP_001689015.1	XP_012165049.1
OG0003998	XP_001688449.2	XP_020721051.1
OG0003999	XP_001238227.1	XP_003399684.1
OG0004000	XP_315213.4	XP_003402661.1
OG0004001	XP_001237062.2	XP_003401758.2, XP_012173142.1
OG0004002	XP_315904.5, XP_003435730.1	XP_012168251.1, XP_003398516.2
OG0004003	XP_553421.2	XP_012174654.1
OG0004004	XP_311855.4	XP_020724001.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_003399646.1
OG0004006	XP_316519.4	XP_012171056.1
OG0004008	XP_318925.4	XP_012167408.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_020722462.1
OG0004010	XP_316790.4	XP_012172555.1
OG0004011	XP_318681.1	XP_003399212.1
OG0004012	XP_001688421.2	XP_003393499.2
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_003399713.1
OG0004015	XP_003437092.1, XP_311292.4	XP_003393633.1
OG0004016	XP_311166.5	XP_003398873.1
OG0004017	XP_001688637.1	XP_003400935.2
OG0004018	XP_315551.1	XP_012169300.1
OG0004019	XP_001689221.1	XP_020718661.1
OG0004020	XP_003437151.1	XP_012167054.1
OG0004021	XP_310900.5	XP_012167005.1
OG0004022	XP_316825.5	XP_012176512.1, XP_003394684.1
OG0004023	XP_001689316.2	XP_003400506.1
OG0004024	XP_001688399.2	XP_003396654.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_020723057.1
OG0004027	XP_316189.4	XP_020720688.1
OG0004029	XP_317149.4	XP_012173730.1
OG0004029	XP_317150.4	XP_020723197.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_012171639.1
OG0004031	XP_554294.3	XP_003393928.1
OG0004033	XP_555381.3	XP_003394274.1, XP_020724065.1
OG0004034	XP_314073.4	XP_003400742.1, XP_020722281.1
OG0004036	XP_307136.4	XP_003393876.2
OG0004037	XP_311349.5	XP_003396838.1
OG0004038	XP_321810.4	XP_003403073.1
OG0004040	XP_307401.4	XP_012170900.1
OG0004041	XP_565006.2	XP_012171653.1
OG0004042	XP_312101.5	XP_003401807.1
OG0004043	XP_314537.4	XP_012166231.2
OG0004044	XP_308352.4	XP_020718486.1
OG0004045	XP_312996.1	XP_003401353.1
OG0004046	XP_312561.3	XP_003396012.1
OG0004047	XP_321168.5	XP_012164903.1
OG0004048	XP_311026.4	XP_003398806.1
OG0004049	XP_001688807.1	XP_012176084.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_020721615.1, XP_020721614.1
OG0004051	XP_321377.4	XP_003394896.1
OG0004052	XP_313802.5	XP_003401084.1
OG0004053	XP_564094.3	XP_003393744.1
OG0004055	XP_551859.3	XP_003398182.1
OG0004056	XP_316308.4	XP_020718827.1
OG0004058	XP_312771.1	XP_003401058.1
OG0004059	XP_317121.2	XP_020718261.1, XP_003393428.1
OG0004060	XP_308010.5	XP_020718960.1
OG0004061	XP_317494.1	XP_020721814.1
OG0004062	XP_003435760.1, XP_551677.4	XP_012167630.1, XP_003398023.1
OG0004063	XP_318961.4, XP_318960.4	XP_012176036.1
OG0004064	XP_001231048.2	XP_012166325.1
OG0004065	XP_321583.5	XP_020720826.1
OG0004066	XP_310825.3	XP_020721985.1
OG0004067	XP_313977.4	XP_003395266.2
OG0004068	XP_320290.4	XP_012168628.1
OG0004069	XP_311616.1	XP_003402198.1
OG0004070	XP_310908.5, XP_310904.5	XP_012173752.1
OG0004071	XP_001688827.1, XP_316281.4	XP_012171968.1, XP_003400961.1
OG0004072	XP_001689139.1	XP_003400785.1
OG0004073	XP_308326.4	XP_003394773.2
OG0004074	XP_314000.3	XP_003393173.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_003400562.1
OG0004076	XP_308369.3	XP_003399094.1
OG0004077	XP_313328.4	XP_012172747.1
OG0004078	XP_312472.2	XP_003399539.1
OG0004079	XP_320805.3	XP_012166312.1
OG0004080	XP_315852.4	XP_003402662.1
OG0004082	XP_318628.4	XP_003399802.1
OG0004083	XP_318065.4	XP_003400805.1
OG0004084	XP_310358.7	XP_003401482.1
OG0004085	XP_316356.3	XP_012167921.1
OG0004086	XP_310930.5	XP_020722495.1, XP_020722491.1
OG0004087	XP_311835.5	XP_012164199.1, XP_012164198.1
OG0004088	XP_318883.4	XP_012175923.2
OG0004089	XP_555244.3	XP_012170846.1
OG0004090	XP_001237595.2	XP_020723299.1
OG0004091	XP_319154.4	XP_003394884.1
OG0004092	XP_317242.4	XP_003400758.1
OG0004093	XP_310688.5	XP_020720880.1, XP_020720873.1
OG0004094	XP_311178.4	XP_020719489.1
OG0004095	XP_316020.4	XP_003393076.1
OG0004096	XP_559248.3	XP_012175672.1, XP_012175673.1
OG0004097	XP_318918.2	XP_003396351.1
OG0004098	XP_309835.2	XP_012163287.1
OG0004099	XP_321090.4	XP_003395065.1
OG0004100	XP_313152.3	XP_003399219.1
OG0004101	XP_314837.3	XP_012174460.1, XP_012174458.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_003394728.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_012174910.1
OG0004104	XP_312438.5	XP_020723275.1
OG0004105	XP_319178.4	XP_003402172.1
OG0004106	XP_311153.3	XP_012171343.1, XP_012171346.1
OG0004107	XP_001688851.1	XP_012176353.2
OG0004109	XP_563317.4	XP_003393417.1
OG0004110	XP_316345.4	XP_012164278.1, XP_012164279.1, XP_003395753.1
OG0004111	XP_314309.4	XP_012164684.1
OG0004112	XP_321635.1, XP_003435850.1	XP_020718499.1
OG0004113	XP_320525.4	XP_003393702.1
OG0004114	XP_319407.2	XP_003398524.1
OG0004116	XP_001237507.3	XP_012166590.1
OG0004117	XP_001237803.2	XP_020719123.1
OG0004119	XP_319556.5	XP_012166433.2
OG0004120	XP_321666.3	XP_003395561.1
OG0004121	XP_321405.4	XP_012167853.1
OG0004122	XP_309209.5	XP_012174223.1
OG0004123	XP_319749.3	XP_003393425.1, XP_012168306.1
OG0004124	XP_316056.4, XP_556692.3	XP_012165163.1
OG0004125	XP_310876.4	XP_012174848.1, XP_003402996.2
OG0004126	XP_319248.3, XP_001238114.1, XP_553994.2	XP_020722289.1
OG0004127	XP_003436623.1	XP_003398102.1, XP_012167798.1
OG0004128	XP_319393.4	XP_003397134.1
OG0004129	XP_314716.4	XP_012173007.1
OG0004130	XP_312574.4	XP_012166413.1
OG0004131	XP_309504.4	XP_020720084.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_003401966.1
OG0004133	XP_003436965.1	XP_012169042.1
OG0004137	XP_312668.4	XP_012172424.1
OG0004138	XP_307877.2	XP_012165176.1
OG0004139	XP_315254.3	XP_012171711.1
OG0004140	XP_001689102.1	XP_003393034.1
OG0004141	XP_316517.4	XP_003399771.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_020721603.1
OG0004143	XP_001237118.2	XP_012167999.1, XP_003398299.2
OG0004144	XP_319864.4	XP_012174031.1
OG0004145	XP_309941.4	XP_020718811.1
OG0004146	XP_315438.3	XP_003403348.1
OG0004147	XP_308817.4	XP_012166280.1
OG0004148	XP_001687765.2	XP_020720981.1, XP_020720982.1
OG0004149	XP_001689259.1	XP_003398179.1
OG0004150	XP_318430.3	XP_012172461.1, XP_012172462.1
OG0004151	XP_316047.4	XP_003398139.2
OG0004152	XP_555730.2	XP_020720137.1
OG0004153	XP_312247.5	XP_020723337.1, XP_012164514.2
OG0004154	XP_563530.3	XP_020723408.1
OG0004155	XP_003436256.1, XP_312076.2	XP_020723074.1
OG0004158	XP_316619.4	XP_012168013.1
OG0004159	XP_316144.4	XP_003397943.1
OG0004160	XP_316661.5	XP_020720715.1
OG0004162	XP_559711.2	XP_020724210.1, XP_012176616.1
OG0004162	XP_310156.4	XP_012174391.1
OG0004163	XP_553259.2	XP_003393802.1
OG0004164	XP_003435882.1	XP_003400670.1
OG0004166	XP_316078.4	XP_003394331.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_012176756.1, XP_003394835.1
OG0004168	XP_315532.3	XP_012176035.1
OG0004169	XP_003436961.1, XP_310840.5	XP_003396026.1
OG0004170	XP_309924.4	XP_012166586.1
OG0004171	XP_310964.5	XP_003394367.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_012163841.1
OG0004174	XP_308670.4	XP_012173372.1
OG0004175	XP_315524.4, XP_001688674.1	XP_012172346.1
OG0004176	XP_001237727.1, XP_315864.4	XP_012163938.1, XP_012163936.1
OG0004177	XP_319569.4	XP_003394323.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_012168226.1
OG0004180	XP_311082.5	XP_020723822.1
OG0004181	XP_317116.4, XP_318879.3	XP_003394184.1
OG0004182	XP_001230685.2	XP_003398726.1
OG0004183	XP_001689011.1	XP_012165528.2
OG0004184	XP_320342.4	XP_020722790.1
OG0004186	XP_317615.4	XP_020720479.1
OG0004187	XP_311316.3	XP_003394769.1
OG0004188	XP_319883.4	XP_020723709.1
OG0004189	XP_317522.4	XP_012167045.2
OG0004190	XP_321498.4	XP_020722912.1
OG0004191	XP_308181.4	XP_003398465.1
OG0004192	XP_313788.4	XP_003400220.1
OG0004193	XP_308604.4, XP_001688029.1	XP_012175598.1
OG0004194	XP_307775.3	XP_003393779.1
OG0004195	XP_315995.1	XP_003394594.1
OG0004196	XP_556213.2, XP_555772.2	XP_020723514.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_003397401.1
OG0004198	XP_001238086.1, XP_319104.4	XP_020721038.1
OG0004201	XP_310532.5	XP_003398075.1
OG0004202	XP_320050.4	XP_012165266.1
OG0004203	XP_308842.4	XP_003403369.1
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_003397565.2
OG0004206	XP_308698.4	XP_012170998.1
OG0004207	XP_312766.5	XP_003395104.1
OG0004209	XP_003436488.1, XP_311764.4	XP_012172545.1
OG0004210	XP_316202.4	XP_003398285.1
OG0004211	XP_003436790.1	XP_003402694.1
OG0004212	XP_001689214.1	XP_003403337.1
OG0004213	XP_312547.4	XP_020718841.1
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_003397651.1
OG0004215	XP_319187.4	XP_003398239.1, XP_012167744.1
OG0004216	XP_307795.3	XP_003397214.1
OG0004217	XP_001689380.1	XP_020719140.1, XP_020719141.1
OG0004218	XP_001687842.2	XP_020719122.1
OG0004219	XP_314287.3	XP_012165630.1
OG0004220	XP_318886.3	XP_003399525.1, XP_012169968.1
OG0004223	XP_318483.1, XP_003436691.1	XP_003395787.1
OG0004224	XP_309683.5, XP_003436491.1	XP_020724296.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_003400393.1
OG0004227	XP_308443.4	XP_020724078.1, XP_012175886.1
OG0004228	XP_003437021.1	XP_020720887.1, XP_012168660.1, XP_012168659.1, XP_003398680.1
OG0004229	XP_315442.4	XP_003397158.1
OG0004230	XP_315606.4	XP_012171422.1, XP_012171418.1
OG0004231	XP_310950.5	XP_020722794.1
OG0004232	XP_316514.4	XP_020722782.1, XP_012175218.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_003393098.1
OG0004234	XP_001688546.1	XP_003395581.1
OG0004235	XP_566098.3	XP_020718576.1
OG0004236	XP_315047.4	XP_020722593.1, XP_012172049.1
OG0004237	XP_318914.4	XP_012172937.1
OG0004238	XP_552873.2, XP_319730.4	XP_012169031.2
OG0004239	XP_319835.4	XP_020723613.1
OG0004240	XP_317196.4	XP_003400065.1
OG0004241	XP_001688994.1	XP_012167939.1
OG0004242	XP_310918.5	XP_020724330.1
OG0004243	XP_552043.1	XP_012175562.1
OG0004245	XP_310404.4	XP_012173984.2
OG0004246	XP_309135.1	XP_012169538.1
OG0004248	XP_311402.2	XP_012170064.1
OG0004249	XP_313558.5	XP_020718920.1
OG0004250	XP_003436772.1	XP_012164501.1
OG0004251	XP_311062.5	XP_012169111.1, XP_003398966.1
OG0004253	XP_317481.4	XP_003393215.2
OG0004275	XP_321541.4, XP_003435881.1	XP_012172045.1
OG0004276	XP_320252.4	XP_003393070.1
OG0004277	XP_316033.4	XP_003397448.1
OG0004278	XP_313760.4	XP_012164051.1
OG0004279	XP_321619.3	XP_012170152.1
OG0004280	XP_321163.4	XP_003397228.1
OG0004281	XP_315590.3	XP_003393484.1
OG0004282	XP_552798.3	XP_003395129.1
OG0004283	XP_321155.3	XP_003393793.1, XP_003393797.1
OG0004284	XP_313275.3	XP_003399883.1
OG0004285	XP_308285.3	XP_003396764.1
OG0004286	XP_320669.4	XP_003397453.3
OG0004287	XP_310452.5	XP_003396892.1
OG0004288	XP_321802.3	XP_003394841.1
OG0004289	XP_312991.3	XP_020723186.1
OG0004290	XP_308524.4	XP_012171286.1, XP_003400472.1, XP_003400473.1
OG0004291	XP_310934.4	XP_003395873.1, XP_003395875.1
OG0004292	XP_309527.3	XP_003394100.1
OG0004293	XP_309304.3	XP_003397010.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_003401525.1
OG0004297	XP_319630.2	XP_003397583.2
OG0004298	XP_563593.1	XP_003398444.1
OG0004299	XP_003437123.1, XP_316835.4	XP_003396600.1
OG0004300	XP_309200.2	XP_012163642.1
OG0004301	XP_307798.4	XP_012164439.1
OG0004302	XP_315417.4	XP_012166007.2
OG0004303	XP_319722.3	XP_020718336.1
OG0004304	XP_317299.3	XP_012168872.1
OG0004305	XP_317138.4	XP_003393495.1
OG0004306	XP_311387.3	XP_003400622.1
OG0004307	XP_320804.4	XP_012169846.1
OG0004308	XP_001689366.2	XP_003399637.1
OG0004309	XP_314243.4	XP_003393639.1
OG0004310	XP_314752.3	XP_003392875.1
OG0004311	XP_317337.3	XP_003399367.1
OG0004312	XP_308769.2	XP_003397109.1
OG0004313	XP_311332.4	XP_003397622.1, XP_012167190.1
OG0004314	XP_310190.3	XP_003399310.1
OG0004315	XP_316499.2	XP_012167152.1
OG0004316	XP_312474.4	XP_012167824.1
OG0004317	XP_317881.2	XP_003395379.1
OG0004318	XP_558148.1, XP_314575.2	XP_003394099.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_003398073.1
OG0004321	XP_320235.4	XP_003397035.1
OG0004322	XP_315390.3	XP_012167807.1
OG0004323	XP_310208.3	XP_003399037.1
OG0004324	XP_003435869.1	XP_003397675.1, XP_003401361.1
OG0004325	XP_321348.3	XP_003400985.1
