Orthogroup	Anopheles_gambiae	Osmia_bicornis
OG0004445	XP_310837.5	XP_029052690.1
OG0004446	XP_001238182.2	XP_029038146.1
OG0004447	XP_566117.4	XP_029043256.1
OG0004448	XP_314928.2	XP_029051021.1
OG0004449	XP_311519.3	XP_029038363.1
OG0004450	XP_310814.5	XP_029045226.1
OG0004451	XP_316391.4, XP_001688854.1, XP_001688853.1	XP_029039998.1
OG0004452	XP_003436887.1, XP_311627.4, XP_003436886.1	XP_029049990.1
OG0004453	XP_308414.4	XP_029056611.1
OG0004454	XP_313307.5	XP_029039597.1
OG0004455	XP_312924.4, XP_312923.4	XP_029036586.1
OG0004457	XP_563061.3	XP_029038409.1, XP_029038410.1, XP_029038407.1
OG0004458	XP_316653.4	XP_029053016.1
OG0004459	XP_322065.3	XP_029040177.1
OG0004460	XP_307583.2, XP_313198.5	XP_029044360.1
OG0004461	XP_310157.4	XP_029035701.1, XP_029035703.1
OG0004462	XP_003436977.1	XP_029040222.1
OG0004463	XP_313387.4	XP_029051714.1
OG0004465	XP_003437046.1, XP_310457.5	XP_029042498.1
OG0004466	XP_314849.2	XP_029032695.1
OG0004467	XP_317019.4	XP_029052712.1
OG0004468	XP_317424.4	XP_029052704.1
OG0004469	XP_314026.4	XP_029048946.1
OG0004470	XP_313821.3	XP_029046428.1
OG0004471	XP_314945.1	XP_029055831.1
OG0004472	XP_309363.3	XP_029036093.1
OG0004473	XP_315205.4	XP_029052112.1
OG0004475	XP_313608.5	XP_029045038.1
OG0004476	XP_308218.4	XP_029049173.1
OG0004478	XP_314540.4	XP_029037903.1
OG0004479	XP_317371.3	XP_029049917.1, XP_029049916.1
OG0004480	XP_315531.3	XP_029047406.1
OG0004481	XP_318161.4	XP_029033749.1
OG0004482	XP_314011.4	XP_029053061.1, XP_029053062.1
OG0004483	XP_310873.5	XP_029042450.1
OG0004484	XP_320042.3	XP_029036629.1
OG0004485	XP_309080.4, XP_001237175.2	XP_029041348.1
OG0004486	XP_312626.4	XP_029037975.1
OG0004487	XP_311891.3, XP_003436345.1, XP_003436344.1	XP_029050183.1
OG0004489	XP_320903.3	XP_029043817.1, XP_029043816.1
OG0004490	XP_561433.2, XP_309710.1	XP_029036242.1
OG0004491	XP_310115.3	XP_029033005.1
OG0004492	XP_320194.4	XP_029035201.1
OG0004493	XP_321936.5, XP_003435780.1, XP_003435779.1	XP_029035864.1, XP_029035865.1
OG0004494	XP_320943.5	XP_029047508.1
OG0004495	XP_308217.4	XP_029039335.1
OG0004496	XP_320863.4	XP_029048381.1
OG0004498	XP_316179.4	XP_029040467.1
OG0004499	XP_321476.5	XP_029049991.1
OG0004500	XP_310935.5, XP_319360.4	XP_029040836.1
OG0004501	XP_319778.4	XP_029049932.1
OG0004502	XP_318274.4	XP_029043749.1
OG0004503	XP_319693.4	XP_029048721.1
OG0004504	XP_320337.3	XP_029048876.1
OG0004505	XP_552411.3	XP_029049866.1
OG0004506	XP_314009.4	XP_029037509.1
OG0004507	XP_317460.3	XP_029033918.1
OG0004508	XP_319580.4	XP_029052861.1
OG0004509	XP_308943.4	XP_029055463.1
OG0004510	XP_003436116.1, XP_312542.5, XP_003436115.1	XP_029053236.1
OG0004511	XP_319901.2	XP_029035597.1
OG0004512	XP_318487.4	XP_029042266.1, XP_029042265.1
OG0004513	XP_314020.2	XP_029039995.1
OG0004514	XP_565448.3	XP_029044024.1, XP_029044032.1
OG0004515	XP_320293.4	XP_029037124.1
OG0004516	XP_320917.3	XP_029035256.1
OG0004517	XP_319699.3	XP_029046044.1
OG0004518	XP_313825.5	XP_029033375.1, XP_029033372.1
OG0004519	XP_312476.5, XP_003436137.1	XP_029049111.1
OG0004520	XP_311560.3	XP_029039695.1
OG0004521	XP_312281.3	XP_029053835.1, XP_029053346.1
OG0004524	XP_311196.5	XP_029037568.1
OG0004525	XP_310396.7	XP_029033192.1
OG0004526	XP_316389.4	XP_029041766.1
OG0004527	XP_317231.4	XP_029047215.1
OG0004528	XP_315562.4	XP_029045844.1
OG0004529	XP_307193.3, XP_309656.4, XP_309429.5	XP_029039457.1
OG0004530	XP_001230510.1, XP_001688268.1	XP_029046163.1
OG0004531	XP_311484.3	XP_029043678.1
OG0004532	XP_001237573.2, XP_001237572.1, XP_558110.3	XP_029054702.1
OG0004533	XP_318516.3	XP_029034876.1, XP_029034877.1
OG0004534	XP_309957.4	XP_029047181.1
OG0004535	XP_564464.3	XP_029056608.1
OG0004536	XP_312266.1	XP_029051431.1
OG0004537	XP_564217.3	XP_029036079.1
OG0004538	XP_001688307.1	XP_029053893.1
OG0004539	XP_314167.4	XP_029037141.1
OG0004540	XP_313854.3	XP_029050746.1
OG0004541	XP_313014.4	XP_029032240.1
OG0004542	XP_319665.4	XP_029032000.1
OG0004543	XP_001230957.2	XP_029048567.1
OG0004544	XP_309636.5	XP_029046094.1
OG0004545	XP_319959.4	XP_029040255.1, XP_029040252.1
OG0004546	XP_311348.4	XP_029044738.1, XP_029044739.1, XP_029044737.1
OG0004547	XP_003436710.1, XP_003436709.1	XP_029036553.1
OG0004549	XP_316811.4	XP_029046472.1
OG0004550	XP_001230842.3	XP_029041723.1, XP_029041722.1, XP_029041721.1
OG0004551	XP_559429.3, XP_001688873.1, XP_559379.4	XP_029050794.1
OG0004552	XP_313610.2	XP_029045121.1
OG0004553	XP_309945.3	XP_029041483.1
OG0004554	XP_310544.5	XP_029051278.1, XP_029051277.1
OG0004555	XP_313770.4	XP_029048696.1
OG0004556	XP_564818.3	XP_029047992.1
OG0004558	XP_550843.2	XP_029037132.1
OG0004559	XP_307963.4	XP_029044046.1
OG0004560	XP_562083.2	XP_029052317.1
OG0004561	XP_317731.4	XP_029042608.1
OG0004562	XP_003436702.1	XP_029044157.1
OG0004563	XP_316944.3	XP_029049903.1
OG0004564	XP_314232.5	XP_029038164.1
OG0004565	XP_309189.4	XP_029043068.1
OG0004566	XP_319071.3	XP_029054009.1
OG0004567	XP_001238474.3	XP_029042532.1
OG0004568	XP_314893.4	XP_029038769.1
OG0004569	XP_001237618.1	XP_029039579.1
OG0004570	XP_557691.3	XP_029056537.1
OG0004571	XP_321340.5	XP_029050532.1
OG0004572	XP_320014.4	XP_029053332.1
OG0004573	XP_308537.4	XP_029047023.1
OG0004574	XP_308118.2	XP_029039601.1
OG0004575	XP_319131.4	XP_029051288.1
OG0004576	XP_311261.5	XP_029033180.1
OG0004577	XP_314788.4	XP_029041672.1
OG0004578	XP_321742.4, XP_003435817.1	XP_029036364.1
OG0004579	XP_310685.5	XP_029036907.1, XP_029036905.1
OG0004580	XP_003436733.1, XP_313065.4	XP_029044062.1
OG0004581	XP_001237968.1	XP_029033080.1
OG0004582	XP_320478.4	XP_029034599.1
OG0004583	XP_321745.4	XP_029036786.1
OG0004584	XP_321118.5	XP_029045811.1
OG0004585	XP_001687966.1	XP_029048502.1
OG0004586	XP_317781.4	XP_029039729.1
OG0004587	XP_319371.2	XP_029050153.1
OG0004588	XP_319442.1	XP_029031920.1
OG0004589	XP_313694.2	XP_029036602.1
OG0004590	XP_314012.3	XP_029056618.1
OG0004591	XP_321123.4	XP_029039642.1, XP_029039643.1
OG0004592	XP_320908.2	XP_029044446.1, XP_029044444.1
OG0004593	XP_557186.3	XP_029032236.1, XP_029032234.1
OG0004594	XP_311940.5, XP_003436325.1	XP_029036545.1
OG0004595	XP_003436308.1, XP_003436307.1, XP_311991.3	XP_029032151.1
OG0004596	XP_310885.4	XP_029034696.1
OG0004597	XP_553165.2	XP_029042720.1
OG0004598	XP_308574.4	XP_029056271.1, XP_029056302.1
OG0004599	XP_319650.4	XP_029044271.1
OG0004600	XP_564500.3	XP_029038763.1
OG0004601	XP_308924.2	XP_029033659.1, XP_029033673.1
OG0004602	XP_315959.4	XP_029045685.1
OG0004603	XP_321133.5, XP_003435970.1	XP_029036126.1
OG0004605	XP_317491.2	XP_029048970.1
OG0004606	XP_317789.4	XP_029040997.1
OG0004607	XP_319914.2	XP_029039860.1
OG0004608	XP_316863.5	XP_029046512.1
OG0004609	XP_310512.4, XP_003437032.1	XP_029048958.1
OG0004610	XP_314998.4	XP_029041443.1
OG0004611	XP_316945.3	XP_029032231.1
OG0004612	XP_314130.3	XP_029042792.1
OG0004613	XP_319727.3	XP_029032189.1
OG0004614	XP_317943.2	XP_029040641.1
OG0004615	XP_320644.4	XP_029055702.1, XP_029055701.1
OG0004616	XP_315285.3	XP_029055859.1
OG0004617	XP_550827.4	XP_029041107.1
OG0004619	XP_316314.2	XP_029052945.1
OG0004620	XP_315108.4	XP_029032857.1
OG0004621	XP_306103.4, XP_003436418.1	XP_029035867.1
OG0004623	XP_311499.3, XP_311497.4	XP_029055597.1, XP_029055598.1
OG0004624	XP_315883.4	XP_029044165.1
OG0004625	XP_316123.4	XP_029034116.1
OG0004627	XP_001689246.1	XP_029039981.1, XP_029039982.1
OG0004628	XP_316484.4	XP_029041493.1
OG0004629	XP_316373.4	XP_029052827.1
OG0004630	XP_556128.2	XP_029040498.1
OG0004631	XP_310341.7, XP_307299.3, XP_003436617.1, XP_003436616.1	XP_029037759.1
OG0004632	XP_319742.3	XP_029035298.1
OG0004633	XP_308812.2	XP_029039382.1, XP_029039759.1
OG0004634	XP_003436011.1, XP_321009.5	XP_029037369.1
OG0004635	XP_316671.4	XP_029048985.1
OG0004636	XP_316886.4	XP_029048200.1
OG0004637	XP_557244.3	XP_029045649.1
OG0004638	XP_320928.4	XP_029049918.1
OG0004639	XP_308335.3	XP_029034948.1
OG0004640	XP_312415.5	XP_029032920.1, XP_029032919.1
OG0004641	XP_562226.4	XP_029046804.1
OG0004642	XP_001230745.3	XP_029038192.1
OG0004643	XP_561285.1, XP_318587.4	XP_029035253.1
OG0004644	XP_311294.5	XP_029053737.1
OG0004645	XP_319750.4	XP_029053301.1
OG0004646	XP_319545.5	XP_029041752.1
OG0004647	XP_312591.4, XP_003436101.1	XP_029034667.1
OG0004648	XP_316599.4, XP_001688911.1	XP_029040088.1
OG0004649	XP_311028.4	XP_029036468.1
OG0004650	XP_310169.4	XP_029044939.1
OG0004652	XP_321819.4	XP_029051224.1, XP_029051225.1
OG0004653	XP_314138.4	XP_029031865.1
OG0004654	XP_313344.3	XP_029053274.1
OG0004655	XP_316109.4	XP_029049743.1, XP_029049742.1, XP_029049741.1, XP_029049744.1
OG0004656	XP_317249.2	XP_029038268.1
OG0004657	XP_001230990.3	XP_029042881.1
OG0004658	XP_308727.4	XP_029051566.1, XP_029051574.1
OG0004659	XP_317385.4	XP_029041817.1
OG0004660	XP_315026.4	XP_029053101.1
OG0004661	XP_316155.4, XP_316154.4	XP_029032341.1
OG0004662	XP_312336.5	XP_029036544.1, XP_029036543.1
OG0004663	XP_312665.4	XP_029039524.1
OG0004664	XP_001230465.1, XP_319506.4	XP_029049634.1
OG0004666	XP_316502.4	XP_029055320.1
OG0004667	XP_308366.3	XP_029055985.1, XP_029055987.1
OG0004668	XP_314700.4	XP_029034748.1
OG0004669	XP_319231.4	XP_029036491.1
OG0004670	XP_316831.5	XP_029032176.1
OG0004671	XP_316423.3	XP_029054433.1
OG0004672	XP_321817.5	XP_029040162.1
OG0004673	XP_001688170.2, XP_003437163.1	XP_029035693.1
OG0004674	XP_312818.4	XP_029034725.1, XP_029034726.1
OG0004675	XP_311209.3	XP_029036304.1
OG0004677	XP_316633.4	XP_029035323.1
OG0004678	XP_320425.3	XP_029056138.1, XP_029056131.1
OG0004679	XP_001237899.1	XP_029032238.1
OG0004680	XP_317754.2	XP_029035492.1
OG0004681	XP_003435813.1, XP_321767.5, XP_003435812.1	XP_029035599.1
OG0004682	XP_554918.3	XP_029040594.1
OG0004683	XP_321734.4	XP_029042135.1
OG0004684	XP_313777.5	XP_029034464.1
OG0004685	XP_318396.5	XP_029044263.1, XP_029044264.1, XP_029044265.1
OG0004686	XP_317295.4	XP_029043502.1
OG0004687	XP_317601.4	XP_029053804.1, XP_029053111.1
OG0004688	XP_307903.2	XP_029038986.1
OG0004689	XP_319366.4	XP_029056638.1, XP_029056636.1
OG0004691	XP_566038.3	XP_029041857.1
OG0004692	XP_309077.3	XP_029041858.1
OG0004693	XP_001230938.3	XP_029042518.1
OG0004694	XP_560174.3	XP_029046835.1, XP_029046833.1, XP_029046834.1
OG0004695	XP_315923.3	XP_029038383.1
OG0004696	XP_313383.2, XP_003436541.1, XP_003436540.1	XP_029054057.1
OG0004697	XP_317483.2	XP_029048758.1
OG0004699	XP_314265.4	XP_029045664.1
OG0004700	XP_310116.4	XP_029036485.1
OG0004701	XP_315668.4	XP_029041170.1, XP_029041169.1, XP_029041168.1
OG0004702	XP_318858.4	XP_029040908.1
OG0004704	XP_321623.2	XP_029047512.1
OG0004705	XP_563412.4	XP_029050179.1
OG0004706	XP_308141.2	XP_029038548.1
OG0004707	XP_319850.2	XP_029048718.1
OG0004708	XP_315475.4, XP_556113.2	XP_029048160.1
OG0004710	XP_318438.3	XP_029043825.1
OG0004711	XP_001688167.2	XP_029035902.1
OG0004712	XP_319309.3	XP_029044709.1
OG0004713	XP_308137.4, XP_003436656.1	XP_029041249.1
OG0004714	XP_320202.4	XP_029037735.1
OG0004715	XP_313817.5	XP_029044470.1
OG0004716	XP_315872.3	XP_029052539.1
OG0004717	XP_316666.4, XP_316667.4	XP_029050623.1
OG0004718	XP_308549.3, XP_001687981.1	XP_029036705.1
OG0004719	XP_001688747.1, XP_315931.4, XP_001688748.1	XP_029049556.1
OG0004720	XP_313856.5	XP_029032503.1
OG0004722	XP_557484.2	XP_029034560.1, XP_029034559.1, XP_029034551.1, XP_029034550.1
OG0004723	XP_321199.5	XP_029037140.1
OG0004724	XP_308435.3	XP_029053177.1
OG0004726	XP_315879.4	XP_029038119.1, XP_029038120.1
OG0004728	XP_001688634.1, XP_315337.2	XP_029045131.1
OG0004729	XP_321700.5, XP_003435827.1	XP_029055746.1
OG0004730	XP_315718.3	XP_029045336.1
OG0004731	XP_001238550.1	XP_029042183.1
OG0004732	XP_314335.3	XP_029036720.1
OG0004733	XP_313034.5	XP_029054040.1
OG0004735	XP_319468.3	XP_029052836.1
OG0004736	XP_310348.6	XP_029033627.1
OG0004737	XP_001237163.2	XP_029035223.1
OG0004739	XP_319389.3, XP_319392.3	XP_029047331.1
OG0004740	XP_316141.4	XP_029052243.1
OG0004741	XP_311032.5	XP_029050731.1
OG0004743	XP_308648.3	XP_029047222.1
OG0004744	XP_311989.5	XP_029038570.1
OG0004745	XP_317571.4	XP_029052818.1
OG0004746	XP_309599.4, XP_024667079.1	XP_029055802.1, XP_029055803.1
OG0004747	XP_321656.5	XP_029043412.1
OG0004748	XP_311569.4	XP_029043322.1
OG0004751	XP_565317.3	XP_029042559.1
OG0004752	XP_312590.5	XP_029049362.1
OG0004753	XP_321615.4	XP_029052339.1
OG0004754	XP_320978.5, XP_565746.4	XP_029053739.1
OG0004755	XP_319476.4	XP_029037944.1, XP_029037945.1
OG0004756	XP_317927.4	XP_029055926.1
OG0004757	XP_318031.4	XP_029039211.1
OG0004758	XP_003435867.1, XP_003435868.1, XP_321574.1	XP_029045191.1
OG0004760	XP_001688871.1, XP_316486.4, XP_001688872.1	XP_029038815.1
OG0004761	XP_310462.5	XP_029034769.1
OG0004762	XP_321129.5, XP_003435971.1, XP_001238435.3	XP_029045577.1
OG0004763	XP_311720.5	XP_029054329.1, XP_029054482.1, XP_029054483.1
OG0004764	XP_308950.4	XP_029048177.1, XP_029048184.1
OG0004765	XP_309373.3	XP_029052337.1
OG0004766	XP_314001.3	XP_029048157.1, XP_029048156.1
OG0004767	XP_319173.1	XP_029053534.1, XP_029053533.1
OG0004768	XP_319361.4	XP_029034131.1
OG0004769	XP_307772.4	XP_029047189.1
OG0004770	XP_001237134.2	XP_029038563.1
OG0004771	XP_311396.4	XP_029034111.1
OG0004772	XP_312303.4	XP_029042390.1
OG0004773	XP_312241.4	XP_029052292.1
OG0004774	XP_319458.3	XP_029038972.1
OG0004775	XP_314472.4	XP_029035643.1
OG0004776	XP_309795.4, XP_001688250.1	XP_029036298.1
OG0004777	XP_563710.4	XP_029042939.1, XP_029042942.1
OG0004778	XP_307883.5, XP_311269.5, XP_003437081.1	XP_029034173.1
OG0004779	XP_311434.3	XP_029047410.1
OG0004780	XP_320097.4	XP_029040282.1
OG0004781	XP_320404.2	XP_029047805.1
OG0004782	XP_001688117.1	XP_029032684.1
OG0004783	XP_552585.3	XP_029042798.1
OG0004784	XP_312757.5, XP_309337.3	XP_029038984.1
OG0004785	XP_321923.5	XP_029041499.1
OG0004786	XP_317896.4	XP_029045511.1
OG0004788	XP_307926.5	XP_029045970.1, XP_029045971.1
OG0004789	XP_558222.3	XP_029037354.1
OG0004790	XP_321917.5, XP_003435786.1	XP_029052145.1, XP_029040975.1
OG0004791	XP_321122.4	XP_029047630.1
OG0004792	XP_316194.4	XP_029051419.1, XP_029051420.1
OG0004793	XP_562342.4	XP_029056346.1
OG0004794	XP_318747.4	XP_029043203.1
OG0004795	XP_001238158.2, XP_319448.3	XP_029043709.1
OG0004796	XP_312609.5	XP_029054102.1, XP_029049799.1
OG0004797	XP_003435773.1, XP_003435774.1, XP_321948.5	XP_029051644.1
OG0004799	XP_321599.4	XP_029042988.1, XP_029042676.1
OG0004800	XP_001688095.1, XP_308791.4	XP_029053580.1
OG0004801	XP_309099.4	XP_029041060.1
OG0004802	XP_320079.4, XP_320080.3	XP_029050127.1
OG0004803	XP_320946.3	XP_029044926.1
OG0004804	XP_316172.4	XP_029051862.1
OG0004805	XP_314106.3	XP_029055550.1
OG0004808	XP_309076.5, XP_003435722.1, XP_001688162.2	XP_029035111.1
OG0004809	XP_555753.3, XP_555752.3	XP_029038327.1
OG0004810	XP_317379.4	XP_029043406.1
OG0004812	XP_001688965.2	XP_029049639.1
OG0004813	XP_318923.2	XP_029035601.1
OG0004814	XP_320711.4	XP_029050859.1
OG0004815	XP_313426.5	XP_029046792.1
OG0004816	XP_309754.4	XP_029048269.1
OG0004817	XP_563794.3	XP_029055776.1
OG0004818	XP_321157.5	XP_029042352.1
OG0004819	XP_320797.3	XP_029039535.1
OG0004820	XP_319937.4	XP_029037537.1
OG0004821	XP_001689070.2, XP_003437210.1, XP_003437211.1, XP_317976.4	XP_029039311.1
OG0004822	XP_308080.4	XP_029037476.1
OG0004823	XP_003435795.1, XP_321881.5	XP_029056597.1
OG0004824	XP_311030.5	XP_029034360.1
OG0004825	XP_321672.3	XP_029040386.1, XP_029040385.1
OG0004826	XP_312525.4	XP_029046486.1, XP_029046487.1
OG0004827	XP_311466.3	XP_029048726.1
OG0004828	XP_307920.5	XP_029038283.1
OG0004829	XP_316573.2	XP_029052422.1
OG0004830	XP_321931.5	XP_029039910.1
OG0004831	XP_003437088.1, XP_003437089.1, XP_311281.5	XP_029047736.1
OG0004832	XP_312462.5	XP_029043660.1
OG0004833	XP_003435879.1	XP_029040292.1
OG0004834	XP_308258.2	XP_029041016.1
OG0004835	XP_316961.4	XP_029056256.1, XP_029056297.1
OG0004836	XP_001688076.1, XP_308766.4	XP_029033592.1
OG0004837	XP_319370.4	XP_029044594.1
OG0004838	XP_317282.4	XP_029033837.1
OG0004839	XP_310807.5, XP_003436966.1	XP_029048139.1
OG0004841	XP_309403.3	XP_029044863.1
OG0004842	XP_317333.3	XP_029033050.1
OG0004843	XP_561137.5, XP_320324.3	XP_029047412.1
OG0004844	XP_310591.5	XP_029046572.1
OG0004845	XP_310812.3	XP_029035845.1
OG0004846	XP_001687885.2	XP_029051414.1
OG0004847	XP_001237046.2	XP_029046314.1
OG0004848	XP_310721.5, XP_003436981.1, XP_003436982.1, XP_003436980.1	XP_029052069.1
OG0004851	XP_316449.4	XP_029035371.1
OG0004852	XP_001238145.2	XP_029032215.1
OG0004853	XP_315680.4, XP_556310.2	XP_029055654.1
OG0004854	XP_313098.5	XP_029044842.1
OG0004855	XP_316956.4	XP_029035869.1
OG0004856	XP_311010.5	XP_029051789.1
OG0004857	XP_316779.4	XP_029045594.1
OG0004858	XP_312249.5	XP_029055755.1
OG0004859	XP_565734.4	XP_029049292.1
OG0004860	XP_312503.4, XP_312502.2	XP_029036435.1
OG0004861	XP_003436684.1, XP_003436683.1, XP_003436682.1, XP_318454.5	XP_029056567.1
OG0004862	XP_309939.3	XP_029052506.1
OG0004863	XP_321630.2	XP_029033836.1
OG0004864	XP_001688003.1	XP_029048000.1, XP_029047999.1
OG0004865	XP_003437195.1	XP_029042339.1, XP_029042294.1
OG0004866	XP_316929.4	XP_029033466.1, XP_029033677.1
OG0004867	XP_308052.4	XP_029040701.1
OG0004868	XP_001237316.2	XP_029044750.1
OG0004869	XP_309361.4	XP_029049911.1, XP_029049910.1, XP_029049912.1
OG0004870	XP_003436732.1, XP_313056.4	XP_029049315.1
OG0004871	XP_310862.5	XP_029056448.1
OG0004872	XP_315556.4	XP_029038472.1
OG0004873	XP_309441.4	XP_029046293.1, XP_029046292.1
OG0004874	XP_314669.4	XP_029034110.1
OG0004875	XP_321618.5	XP_029049720.1
OG0004876	XP_321018.5	XP_029031897.1, XP_029031898.1
OG0004877	XP_311879.5	XP_029054349.1
OG0004878	XP_317328.3	XP_029050457.1
OG0004879	XP_001687955.1, XP_564896.3	XP_029037254.1
OG0004880	XP_319404.4	XP_029051044.1
OG0004884	XP_315925.4, XP_315924.3	XP_029034384.1
OG0004885	XP_311043.5	XP_029048667.1
OG0004886	XP_320454.4, XP_320453.4	XP_029056651.1, XP_029056653.1, XP_029056652.1
OG0004887	XP_312361.5, XP_003436160.1	XP_029050215.1
OG0004888	XP_318108.3	XP_029049043.1, XP_029047679.1
OG0004890	XP_309874.4	XP_029035260.1, XP_029035261.1
OG0004893	XP_552165.3	XP_029046985.1
OG0004894	XP_317236.4	XP_029035742.1
OG0004895	XP_308075.2	XP_029047516.1
OG0004896	XP_311463.4	XP_029050584.1
OG0004897	XP_001238090.1	XP_029054517.1, XP_029054508.1
OG0004898	XP_552182.3	XP_029031945.1
OG0004899	XP_001237878.2	XP_029050317.1
OG0004900	XP_553095.3	XP_029034288.1
OG0004901	XP_309078.4	XP_029052518.1
OG0004902	XP_003436936.1, XP_310936.5	XP_029038005.1
OG0004903	XP_309537.3	XP_029050707.1
OG0004904	XP_314561.4	XP_029034185.1, XP_029034186.1
OG0004905	XP_312645.4, XP_320464.4	XP_029031971.1
OG0004907	XP_311256.5	XP_029034134.1
OG0004908	XP_313574.5	XP_029055849.1
OG0004909	XP_316199.4	XP_029041072.1
OG0004910	XP_001688373.2	XP_029045428.1
OG0004912	XP_320606.4	XP_029043561.1
OG0004913	XP_001238156.1	XP_029052244.1
OG0004914	XP_319902.4	XP_029032443.1
OG0004917	XP_309215.4, XP_001237203.1	XP_029043038.1
OG0004918	XP_321421.5	XP_029045731.1
OG0004920	XP_311045.2	XP_029036383.1
OG0004921	XP_308536.4	XP_029035731.1
OG0004922	XP_308184.4	XP_029050561.1
OG0004924	XP_308204.3	XP_029044257.1
OG0004925	XP_315978.4, XP_315979.4, XP_001688760.1	XP_029037724.1
OG0004926	XP_308978.4	XP_029052621.1
OG0004927	XP_315649.4	XP_029050357.1
OG0004928	XP_309015.4	XP_029045740.1
OG0004929	XP_315066.4	XP_029043478.1, XP_029043481.1
OG0004930	XP_001688806.1	XP_029043399.1
OG0004931	XP_309097.4	XP_029041922.1, XP_029041921.1
OG0004932	XP_552951.2	XP_029044560.1
OG0004934	XP_319036.4	XP_029052822.1, XP_029052823.1
OG0004935	XP_314793.4	XP_029040733.1
OG0004938	XP_314826.4	XP_029040487.1
OG0004939	XP_317037.4	XP_029054006.1
OG0004941	XP_001688319.1	XP_029034230.1, XP_029034231.1
OG0004942	XP_317834.4	XP_029052627.1, XP_029052629.1
OG0004943	XP_322017.4	XP_029040331.1
OG0004944	XP_309494.3	XP_029044443.1
OG0004945	XP_309824.4	XP_029044406.1
OG0004947	XP_321853.5	XP_029042163.1
OG0004948	XP_003436756.1	XP_029053474.1
OG0004949	XP_309934.4	XP_029032674.1, XP_029032677.1
OG0004951	XP_001238569.3	XP_029045986.1
OG0004952	XP_001230402.1, XP_001230719.2	XP_029048245.1
OG0004954	XP_308239.4	XP_029055389.1, XP_029055388.1
OG0004955	XP_319776.3	XP_029034425.1
OG0004976	XP_310377.7	XP_029052290.1
OG0004977	XP_317357.3	XP_029042284.1
OG0004978	XP_319948.4	XP_029044215.1
OG0004979	XP_321710.2	XP_029036955.1
OG0004980	XP_307933.4	XP_029033798.1
OG0004981	XP_311268.5	XP_029040160.1
OG0004982	XP_318202.3	XP_029039243.1
OG0004983	XP_558423.2, XP_313917.3	XP_029039076.1
OG0004984	XP_320984.4	XP_029040268.1
OG0004985	XP_320323.4	XP_029033360.1
OG0004986	XP_321892.3, XP_003435790.1	XP_029035099.1
OG0004987	XP_001237358.3	XP_029035127.1
OG0004988	XP_320347.4	XP_029040436.1
OG0004989	XP_314882.4	XP_029036234.1
OG0004990	XP_003435782.1, XP_321930.4	XP_029033242.1
OG0004991	XP_314225.5, XP_306101.3	XP_029038603.1
OG0004993	XP_321578.2	XP_029053471.1, XP_029053518.1
OG0004994	XP_320676.4	XP_029045562.1
OG0004995	XP_315947.2	XP_029038061.1
OG0004996	XP_315057.4	XP_029043814.1
OG0004997	XP_318689.1	XP_029039387.1
OG0004998	XP_322009.2	XP_029046374.1
OG0004999	XP_003435908.1, XP_321394.2	XP_029039043.1
OG0005000	XP_312812.4	XP_029035032.1
OG0005001	XP_317991.3	XP_029052742.1, XP_029052741.1
OG0005002	XP_318538.3	XP_029036499.1
OG0005003	XP_317025.4	XP_029048464.1
OG0005004	XP_320916.2	XP_029050237.1
OG0005005	XP_312806.2	XP_029039274.1
OG0005006	XP_310779.4	XP_029043719.1
OG0005007	XP_318964.4	XP_029034276.1
