Orthogroup	Anopheles_gambiae	Nasonia_vitripennis
OG0003932	XP_003436142.1	XP_032456563.1
OG0003933	XP_311862.3	XP_001604026.2
OG0003934	XP_316307.1	XP_001602366.1
OG0003935	XP_308886.4	XP_001599933.1
OG0003936	XP_003436329.1, XP_311925.3	NP_001166022.1
OG0003937	XP_315625.4	XP_001603810.1
OG0003939	XP_311333.5	XP_031784091.1
OG0003941	XP_310602.3	XP_001604659.1
OG0003942	XP_554389.4	XP_031788299.1, XP_008201939.1
OG0003943	XP_312823.5	XP_031778150.1, XP_001607178.1
OG0003944	XP_317195.1	XP_016842708.1
OG0003945	XP_313382.3	XP_001607235.2
OG0003946	XP_308858.4	XP_001604515.2
OG0003947	XP_310464.4, XP_003437045.1	XP_031784475.1, XP_001606959.2
OG0003948	XP_309825.4	XP_008205358.1, XP_001599525.2
OG0003951	XP_313109.5	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1
OG0003952	XP_309625.4	XP_008213699.1
OG0003953	XP_310948.4, XP_003436935.1	XP_016842398.1
OG0003954	XP_311994.4	XP_031782232.1
OG0003956	XP_315195.5	XP_001603275.1
OG0003957	XP_320392.4	XP_032456178.1, XP_008207103.1
OG0003958	XP_321015.5	XP_016841676.1, XP_001605089.1, XP_008203492.1
OG0003959	XP_321653.5	XP_031789102.1
OG0003960	XP_003436461.1, XP_314272.5	XP_016840614.1
OG0003961	XP_318614.3	XP_031777021.1, XP_001602871.1
OG0003962	XP_316867.5	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1
OG0003963	XP_317237.3	XP_001599604.1, XP_032455082.1, XP_008204468.1
OG0003964	XP_321179.4	XP_031789582.1
OG0003965	XP_315113.4	XP_001600405.1
OG0003966	XP_311323.4	XP_008215949.1, XP_032456976.1
OG0003967	XP_316857.3	NP_001180248.1, XP_031789176.1
OG0003968	XP_317805.2	XP_031780651.1
OG0003969	XP_320573.1	XP_003424109.1
OG0003970	XP_554210.2	XP_008215765.1
OG0003971	XP_318755.4	XP_016841853.1
OG0003972	XP_001688794.1, XP_316203.2	XP_001607161.1, XP_032455796.1
OG0003973	XP_320234.3	XP_016839124.1
OG0003974	XP_313497.2	XP_001606425.1
OG0003975	XP_554108.3	XP_016838144.1, XP_008209983.1
OG0003976	XP_320294.3	XP_008209822.1
OG0003977	XP_001687837.2	XP_003424644.1
OG0003978	XP_312928.5, XP_003436420.1	XP_008217446.1, XP_008217449.1
OG0003979	XP_320626.2	XP_016839158.1
OG0003980	XP_319759.4	XP_016841684.1
OG0003981	XP_318692.4	XP_001605378.1
OG0003982	XP_319753.4	XP_001604665.2
OG0003983	XP_315737.4	XP_016840341.1
OG0003985	XP_311326.5	XP_016843789.1
OG0003986	XP_316882.5	XP_008212807.1
OG0003988	XP_313024.5	XP_016840638.1
OG0003989	XP_001689096.1, XP_318078.2	XP_001600219.1
OG0003990	XP_315228.5	XP_001600651.4
OG0003991	XP_001687756.2	XP_031781825.1
OG0003992	XP_308140.4	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1
OG0003993	XP_310762.5, XP_311031.1	XP_003427563.1
OG0003994	XP_001689408.1	XP_001606587.2
OG0003995	XP_310142.4	XP_008202579.1, XP_031782684.1
OG0003996	XP_317395.4	XP_001599706.1
OG0003997	XP_001689015.1	XP_031787536.1
OG0003998	XP_001688449.2	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1
OG0003999	XP_001238227.1	XP_031784818.1
OG0004000	XP_315213.4	XP_008208849.1, XP_008208852.1
OG0004002	XP_315904.5, XP_003435730.1	XP_031780754.1
OG0004003	XP_553421.2	XP_031778320.1, NP_001128398.1
OG0004004	XP_311855.4	XP_001605965.2
OG0004006	XP_316519.4	XP_016841690.1
OG0004008	XP_318925.4	XP_001599343.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_008214625.2
OG0004010	XP_316790.4	XP_001604761.1, XP_031787377.1
OG0004011	XP_318681.1	NP_001128397.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_001604608.1
OG0004016	XP_311166.5	XP_016840201.1
OG0004018	XP_315551.1	NP_001153352.1
OG0004019	XP_001689221.1	XP_003428211.1
OG0004020	XP_003437151.1	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1
OG0004021	XP_310900.5	XP_031788201.1
OG0004022	XP_316825.5	XP_001602536.2
OG0004023	XP_001689316.2	XP_016840458.1, XP_008211879.1
OG0004024	XP_001688399.2	XP_008215963.3
OG0004026	XP_003436438.1, XP_001231184.3	XP_031785462.1
OG0004027	XP_316189.4	XP_031788090.1
OG0004029	XP_317149.4, XP_317150.4	XP_008203443.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_001605416.2
OG0004031	XP_554294.3	NP_001127865.1, XP_008215058.1
OG0004033	XP_555381.3	XP_031778770.1
OG0004034	XP_314073.4	XP_008202984.2
OG0004036	XP_307136.4	NP_001154941.1
OG0004037	XP_311349.5	XP_031782562.1, XP_003425729.1, XP_032453962.1
OG0004038	XP_321810.4	NP_001177683.1
OG0004040	XP_307401.4	XP_001603862.2
OG0004041	XP_565006.2	XP_016845251.2
OG0004042	XP_312101.5	XP_001604213.2
OG0004043	XP_314537.4	XP_008206874.1
OG0004044	XP_308352.4	XP_016838165.1
OG0004045	XP_312996.1	XP_016836951.1, XP_001606356.3
OG0004046	XP_312561.3	XP_001603173.2
OG0004047	XP_321168.5	XP_001600592.2
OG0004048	XP_311026.4	XP_031777304.1, NP_001177864.1
OG0004049	XP_001688807.1	XP_032452297.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_001603020.2
OG0004051	XP_321377.4	XP_001608249.1
OG0004052	XP_313802.5	XP_016845489.1
OG0004053	XP_564094.3	XP_031778546.1, XP_031778544.1
OG0004055	XP_551859.3	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1
OG0004056	XP_316308.4	XP_001603552.2, XP_008204855.1
OG0004058	XP_312771.1	XP_001606271.1
OG0004059	XP_317121.2	XP_031785059.1
OG0004060	XP_308010.5	XP_031785744.1
OG0004061	XP_317494.1	XP_031787694.1
OG0004062	XP_003435760.1, XP_551677.4	XP_016841399.2
OG0004064	XP_001231048.2	XP_008216636.1, XP_031783348.1
OG0004065	XP_321583.5	XP_001606507.1
OG0004066	XP_310825.3	XP_016844841.1, XP_001606694.2, XP_016843304.1
OG0004067	XP_313977.4	XP_008211366.1, XP_008211367.1
OG0004068	XP_320290.4	XP_008203406.1
OG0004069	XP_311616.1	NP_001128396.1
OG0004070	XP_310908.5, XP_310904.5	XP_001601722.2
OG0004071	XP_001688827.1, XP_316281.4	XP_008217957.1
OG0004072	XP_001689139.1	XP_008203027.1
OG0004074	XP_314000.3	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_001604692.2
OG0004076	XP_308369.3	XP_001604296.2
OG0004077	XP_313328.4	XP_001601474.2
OG0004078	XP_312472.2	XP_032451739.1, XP_031780405.1
OG0004079	XP_320805.3	XP_008206303.2
OG0004080	XP_315852.4	XP_016838810.1, NP_001135927.1
OG0004082	XP_318628.4	XP_016842419.1, XP_016842427.1
OG0004083	XP_318065.4	XP_031781602.1
OG0004084	XP_310358.7	XP_001606474.1
OG0004085	XP_316356.3	XP_031780572.1
OG0004086	XP_310930.5	XP_003424817.2
OG0004087	XP_311835.5	XP_008208483.1
OG0004088	XP_318883.4	XP_003424439.1
OG0004089	XP_555244.3	XP_031788431.1
OG0004090	XP_001237595.2	XP_001600099.2
OG0004091	XP_319154.4	XP_001605789.2
OG0004092	XP_317242.4	XP_001605784.1
OG0004093	XP_310688.5	XP_031788454.1
OG0004094	XP_311178.4	XP_016845931.1
OG0004095	XP_316020.4	XP_031788697.1
OG0004096	XP_559248.3	XP_031787923.1
OG0004097	XP_318918.2	XP_016843925.1
OG0004098	XP_309835.2	XP_008204870.1
OG0004099	XP_321090.4	XP_008205252.1, XP_032453918.1, XP_008205254.1
OG0004101	XP_314837.3	XP_008208094.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_031778512.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_031778279.1
OG0004104	XP_312438.5	NP_001177975.1, NP_001161331.1
OG0004106	XP_311153.3	XP_031782439.1
OG0004107	XP_001688851.1	XP_032457457.1, XP_016837563.1
OG0004108	XP_562582.3, XP_003436576.1	XP_001605857.2
OG0004109	XP_563317.4	XP_003425769.1
OG0004110	XP_316345.4	XP_008211643.1
OG0004111	XP_314309.4	XP_008213931.1
OG0004112	XP_321635.1, XP_003435850.1	XP_031778438.1
OG0004113	XP_320525.4	XP_001607422.1
OG0004114	XP_319407.2	XP_001605199.1
OG0004116	XP_001237507.3	XP_003427220.1
OG0004119	XP_319556.5	XP_008206880.1
OG0004120	XP_321666.3	XP_008206649.1, XP_016840794.1
OG0004121	XP_321405.4	XP_008210584.1
OG0004122	XP_309209.5	XP_032452805.1
OG0004123	XP_319749.3	XP_016841709.1
OG0004124	XP_316056.4, XP_556692.3	XP_031787946.1
OG0004125	XP_310876.4	XP_008213676.1, XP_032453675.1, XP_008213675.1
OG0004126	XP_319248.3, XP_001238114.1, XP_553994.2	XP_016840014.1
OG0004127	XP_003436623.1	XP_016844205.1
OG0004128	XP_319393.4	XP_032452038.1
OG0004129	XP_314716.4	XP_008215324.1
OG0004130	XP_312574.4	XP_008214637.1
OG0004131	XP_309504.4	XP_016836927.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_008211679.1
OG0004133	XP_003436965.1	XP_008210128.1
OG0004137	XP_312668.4	XP_003426654.1
OG0004138	XP_307877.2	XP_032452114.1, XP_031776739.2, XP_031776738.1
OG0004139	XP_315254.3	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1
OG0004140	XP_001689102.1	XP_032453602.1, NP_001161451.1
OG0004141	XP_316517.4	XP_003426328.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_031778046.1
OG0004143	XP_001237118.2	XP_031784809.1
OG0004144	XP_319864.4	XP_001602781.1
OG0004145	XP_309941.4	XP_016837587.3
OG0004146	XP_315438.3	XP_008206898.1
OG0004147	XP_308817.4	XP_001605981.2
OG0004148	XP_001687765.2	XP_016840267.1
OG0004149	XP_001689259.1	XP_016843556.1
OG0004150	XP_318430.3	NP_001153358.1, XP_031779936.1
OG0004151	XP_316047.4	XP_001604522.2
OG0004152	XP_555730.2	XP_008202124.1
OG0004153	XP_312247.5	XP_032455777.1
OG0004155	XP_003436256.1, XP_312076.2	XP_001605287.1
OG0004158	XP_316619.4	XP_016845282.1, XP_008214878.1, XP_031786531.1
OG0004160	XP_316661.5	XP_031784923.1
OG0004162	XP_559711.2, XP_310156.4	XP_031779238.1
OG0004163	XP_553259.2	XP_001607004.3
OG0004164	XP_003435882.1	XP_031777702.1
OG0004166	XP_316078.4	XP_003424069.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_031788104.1
OG0004168	XP_315532.3	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2
OG0004169	XP_003436961.1, XP_310840.5	XP_001602491.2
OG0004170	XP_309924.4	XP_008202160.1
OG0004171	XP_310964.5	XP_001602244.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_016840931.1
OG0004174	XP_308670.4	XP_031785454.1
OG0004175	XP_315524.4, XP_001688674.1	XP_032454099.1, XP_001605514.1
OG0004177	XP_319569.4	NP_001123296.1, XP_008212386.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_031779309.1
OG0004180	XP_311082.5	XP_031778197.1
OG0004181	XP_317116.4, XP_318879.3	XP_001601897.1
OG0004182	XP_001230685.2	XP_016843920.1
OG0004183	XP_001689011.1	XP_008210993.1
OG0004184	XP_320342.4	NP_001154957.1, XP_031784199.1, XP_031784200.1
OG0004186	XP_317615.4	XP_031777165.1
OG0004187	XP_311316.3	XP_031783322.1
OG0004188	XP_319883.4	XP_001608003.2
OG0004189	XP_317522.4	XP_031778818.1
OG0004190	XP_321498.4	XP_001600658.1
OG0004191	XP_308181.4	XP_001606740.2
OG0004192	XP_313788.4	XP_003425426.1
OG0004193	XP_308604.4, XP_001688029.1	XP_031777646.1, XP_031781952.1
OG0004195	XP_315995.1	XP_001599294.1
OG0004196	XP_556213.2, XP_555772.2	XP_001602923.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_008213962.2
OG0004198	XP_001238086.1, XP_319104.4	XP_008202155.1
OG0004201	XP_310532.5	XP_008214961.1
OG0004202	XP_320050.4	XP_016839855.1
OG0004203	XP_308842.4	XP_001602445.1
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_001607098.1
OG0004206	XP_308698.4	XP_031785002.1
OG0004207	XP_312766.5	XP_008205463.2
OG0004209	XP_003436488.1, XP_311764.4	XP_016845478.1
OG0004210	XP_316202.4	XP_016837841.1
OG0004211	XP_003436790.1	XP_031787943.1, XP_031787941.1
OG0004212	XP_001689214.1	XP_016836989.1, NP_001162020.1
OG0004213	XP_312547.4	XP_001608222.3
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_001601026.2
OG0004215	XP_319187.4	XP_001606189.2, XP_008217818.1
OG0004216	XP_307795.3	XP_032451799.1
OG0004217	XP_001689380.1	XP_031781741.1
OG0004218	XP_001687842.2	XP_016841537.1
OG0004219	XP_314287.3	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1
OG0004220	XP_318886.3	XP_016837607.1, XP_008204292.1
OG0004224	XP_309683.5, XP_003436491.1	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_016839287.1, XP_001605576.2
OG0004227	XP_308443.4	XP_003424088.1, XP_008212644.1
OG0004228	XP_003437021.1	XP_001607781.1
OG0004229	XP_315442.4	XP_032454486.1, XP_016839267.1, XP_001605909.1
OG0004230	XP_315606.4	XP_008212759.1
OG0004231	XP_310950.5	XP_031777323.1
OG0004232	XP_316514.4	XP_008214659.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_001600020.1, XP_032453791.1
OG0004235	XP_566098.3	XP_001606745.4
OG0004236	XP_315047.4	XP_032452052.1
OG0004237	XP_318914.4	XP_031777130.1
OG0004238	XP_552873.2, XP_319730.4	XP_016842762.1
OG0004239	XP_319835.4	XP_031778514.1
OG0004240	XP_317196.4	XP_003424798.1
OG0004241	XP_001688994.1	XP_031786546.1
OG0004242	XP_310918.5	XP_001602639.2, XP_008210336.1
OG0004243	XP_552043.1	XP_001605015.1
OG0004245	XP_310404.4	XP_001601787.1
OG0004247	XP_312497.5	XP_031786686.1, XP_031786683.1
OG0004248	XP_311402.2	XP_031782605.1
OG0004250	XP_003436772.1	XP_008216140.1
OG0004251	XP_311062.5	XP_001603329.2
OG0004252	XP_311836.5	XP_008204076.1
OG0004253	XP_317481.4	XP_008207398.1, XP_008207406.1, XP_032456145.1
OG0004275	XP_321541.4, XP_003435881.1	XP_008212869.1, XP_016836745.1
OG0004276	XP_320252.4	XP_001607320.1
OG0004277	XP_316033.4	XP_016840872.2
OG0004278	XP_313760.4	XP_001599263.1
OG0004279	XP_321619.3	XP_001599992.1
OG0004280	XP_321163.4	XP_031782297.1, XP_032454591.1
OG0004281	XP_315590.3	XP_031786924.1
OG0004282	XP_552798.3	XP_032453267.1
OG0004283	XP_321155.3	XP_001599651.1
OG0004284	XP_313275.3	XP_001601315.1
OG0004285	XP_308285.3	XP_001599436.1
OG0004286	XP_320669.4	XP_001604624.2
OG0004287	XP_310452.5	XP_001599521.1
OG0004288	XP_321802.3	XP_001601679.2
OG0004290	XP_308524.4	NP_001165796.1
OG0004291	XP_310934.4	XP_031785552.1
OG0004292	XP_309527.3	XP_031786281.1
OG0004293	XP_309304.3	XP_001604605.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_032457630.1
OG0004297	XP_319630.2	XP_001604116.2
OG0004298	XP_563593.1	XP_003424726.1
OG0004299	XP_003437123.1, XP_316835.4	XP_001600672.1
OG0004300	XP_309200.2	NP_001177991.1
OG0004301	XP_307798.4	XP_001608106.1
OG0004302	XP_315417.4	XP_003425853.1
OG0004303	XP_319722.3	XP_031780147.1
OG0004304	XP_317299.3	XP_008214316.1
OG0004305	XP_317138.4	XP_001600591.1
OG0004306	XP_311387.3	NP_001164371.1, XP_031789334.1
OG0004307	XP_320804.4	XP_001607671.1, XP_003426362.1
OG0004308	XP_001689366.2	XP_001599029.1
OG0004309	XP_314243.4	XP_001607296.1
OG0004310	XP_314752.3	NP_001165800.1
OG0004311	XP_317337.3	XP_001608041.1
OG0004312	XP_308769.2	XP_032458141.1, XP_001606354.1
OG0004313	XP_311332.4	XP_001602517.1
OG0004314	XP_310190.3	XP_031788134.1, XP_031788135.1
OG0004315	XP_316499.2	XP_008210868.1, XP_031784270.1, XP_032457040.1
OG0004316	XP_312474.4	XP_032455884.1, NP_001166224.1
OG0004317	XP_317881.2	XP_003427491.1
OG0004318	XP_558148.1, XP_314575.2	XP_001599931.4
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_016845182.1
OG0004321	XP_320235.4	XP_001605340.1
OG0004322	XP_315390.3	XP_001601986.1
OG0004323	XP_310208.3	XP_016839905.1
OG0004324	XP_003435869.1	XP_001600581.1
OG0004325	XP_321348.3	XP_001605669.5
OG0004326	XP_322016.4	XP_001606816.2
OG0004327	XP_313697.4	XP_016840702.1
OG0004328	XP_321089.4, XP_003435981.1	XP_031781845.1
OG0004329	XP_317780.4	XP_001602423.1
OG0004330	XP_312755.2	XP_032458022.1, NP_001153396.1
OG0004331	XP_311286.5	XP_001599142.1
OG0004332	XP_311310.1	XP_032456228.1, XP_032456229.1
OG0004333	XP_311779.4	XP_008217199.1, XP_031787639.1
OG0004334	XP_314997.3	XP_001604232.1
OG0004335	XP_001238387.2	XP_001603320.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	XP_008211109.1
OG0004338	XP_318578.3	XP_032458143.1, XP_008202847.1
OG0004339	XP_318431.5	XP_001601774.2
OG0004340	XP_319922.4	XP_008209366.1
OG0004341	XP_318896.3	XP_031779467.1, XP_016838187.1, XP_001604027.1
OG0004343	XP_317435.3	XP_016841865.1, XP_032456479.1, XP_032456478.1
OG0004344	XP_311859.5	XP_031780228.1, XP_008204225.1
OG0004345	XP_307896.3	XP_008213201.1, XP_016844510.1
OG0004346	XP_320535.3	XP_016841493.1
OG0004347	XP_317030.3	XP_008202058.1
OG0004348	XP_312296.5	XP_016840502.1
OG0004349	XP_321407.3	XP_001600131.1
OG0004350	XP_307264.3	NP_001135928.1
OG0004351	XP_313999.2	XP_001604248.1
OG0004352	XP_562238.4	XP_031780106.1
OG0004353	XP_001688044.1	XP_001599995.1
OG0004354	XP_309347.4	XP_001601440.1
OG0004355	XP_312461.3	XP_001607466.1
OG0004356	XP_311025.2	XP_001608286.1
OG0004357	XP_003437031.1, XP_565769.4	XP_032453536.1, XP_008202134.1
OG0004358	XP_314490.4	XP_001607380.1
OG0004359	XP_308962.3	XP_016838278.1
OG0004360	XP_310387.5	XP_001599974.1, XP_008212160.1
OG0004361	XP_321795.2	XP_001607765.1
OG0004362	XP_313003.4	XP_001601931.1
OG0004363	XP_556483.3	XP_003426032.1
OG0004364	XP_315443.3	XP_001606194.1
OG0004365	XP_001688522.1	XP_031788850.1
OG0004366	XP_317046.2	XP_016838999.1
OG0004367	XP_312972.5	XP_016842356.1, XP_031787826.1
OG0004368	XP_311037.3	XP_001604544.1
OG0004369	XP_314876.4	XP_001602477.1
OG0004370	XP_001688524.1, XP_314102.2	XP_031778743.1
OG0004371	XP_316567.4	XP_031778755.1
OG0004372	XP_321106.4, XP_003435977.1	XP_001607806.1
OG0004373	XP_310479.5	XP_003425407.1
OG0004374	XP_319927.3	XP_031784742.1
OG0004375	XP_317168.1	XP_001606810.1, XP_001605455.1
OG0004376	XP_316497.2	NP_001165786.1
OG0004377	XP_310437.4, XP_003436642.1, XP_003436643.1	XP_003427142.1
OG0004378	XP_559130.1	XP_001605744.1
OG0004379	XP_319397.4	NP_001129999.1, NP_001123319.1
OG0004380	XP_003436771.1	XP_001607148.2
OG0004381	XP_313959.3	XP_032456652.1, XP_016844793.1
OG0004382	XP_310797.5	XP_031787843.1
OG0004383	XP_001687889.1, XP_308303.3	XP_001601565.2, XP_032453042.1
OG0004384	XP_560526.4, XP_307660.4, XP_319353.4	XP_032455793.1, XP_031784472.1
OG0004385	XP_562397.3	XP_001604751.2, XP_031779295.1
OG0004386	XP_315624.3	XP_001603645.1
OG0004387	XP_318983.3	NP_001165792.1, XP_032453596.1
OG0004388	XP_316948.4	XP_001607019.1
OG0004390	XP_313986.4	XP_032453917.1
OG0004391	XP_315850.3	XP_031789592.1
OG0004392	XP_312031.5, XP_003436278.1	XP_001606566.1
OG0004393	XP_321918.4	XP_001601927.1
OG0004394	XP_321075.3	XP_008214868.1
OG0004395	XP_318420.5	XP_016839781.1
OG0004396	XP_308224.3	XP_001599473.1, XP_031777062.1
OG0004397	XP_308644.4	XP_008209419.1
OG0004398	XP_319908.4	XP_001602513.2
OG0004400	XP_321839.4	XP_008217081.1, XP_008217080.1, XP_001605933.1
OG0004401	XP_309580.4, XP_001237244.2	XP_016840231.1, XP_008213570.1
OG0004402	XP_307863.1	XP_032455284.1
OG0004403	XP_308013.5	XP_001600425.2
OG0004404	XP_320142.3	XP_001600970.1
OG0004406	XP_316876.5	XP_008209811.2
OG0004407	XP_321320.5	XP_001603923.2
OG0004408	XP_320152.4	XP_031783216.1
OG0004409	XP_311589.4	XP_001603463.2
OG0004410	XP_560403.3	XP_001603490.1
OG0004411	XP_308839.2	NP_001165825.1
OG0004412	XP_314028.3	XP_031784838.1
OG0004413	XP_001688479.1, XP_313945.3	XP_031779715.1
OG0004414	XP_316150.4	XP_001603614.1
OG0004415	XP_313866.5	XP_032456579.1
OG0004416	XP_556948.3	XP_001599252.1
OG0004417	XP_313741.5	XP_031782817.1
OG0004418	XP_024667075.1	XP_008213189.1
OG0004419	XP_001237538.3, XP_001688459.2	XP_008208460.1
OG0004420	XP_320432.3	XP_001605577.1
OG0004421	XP_001688688.1, XP_001230832.1, XP_003436476.1	XP_008211139.1
OG0004422	XP_313187.5	XP_016840410.1
OG0004423	XP_319791.4	XP_001600174.3
OG0004424	XP_314342.3	XP_001601586.1
OG0004425	XP_317243.4	XP_016837588.1
OG0004426	XP_317593.4	XP_016838465.1
OG0004427	XP_318657.4	NP_001239116.1
OG0004428	XP_308965.3	XP_001607123.1
OG0004429	XP_003437020.1	XP_008210683.1
OG0004430	XP_003436927.1, XP_310982.3	XP_003426842.1
OG0004431	XP_313450.5	XP_003426485.1
OG0004432	XP_315449.4	XP_031787922.1
OG0004434	XP_001231086.2, XP_554563.3	XP_008209044.1
OG0004435	XP_320022.4	XP_031785553.1, XP_001604044.1, NP_001165991.1
OG0004436	XP_001237457.2, XP_312362.3	XP_031778643.1
OG0004437	XP_312149.4	XP_031777399.1
OG0004438	XP_312262.4	XP_001605516.1
OG0004439	XP_308308.4, XP_001687891.1	XP_001605490.2
OG0004440	XP_320387.3	XP_003423811.1
OG0004441	XP_321146.5	XP_001601672.2
OG0004442	XP_316678.1	XP_016838806.1
OG0004443	XP_317854.4	XP_031784985.1
OG0004445	XP_310837.5	XP_001607634.2, XP_008212805.1
OG0004446	XP_001238182.2	XP_001604041.1
OG0004448	XP_314928.2	XP_001606843.2
OG0004449	XP_311519.3	XP_008202566.1
OG0004450	XP_310814.5	XP_001599427.2
OG0004451	XP_316391.4, XP_001688854.1, XP_001688853.1	XP_001605664.2
OG0004452	XP_003436887.1, XP_311627.4, XP_003436886.1	XP_031784554.1
OG0004453	XP_308414.4	XP_008217215.1
OG0004454	XP_313307.5	XP_016841360.1
OG0004455	XP_312924.4, XP_312923.4	XP_001604655.2, XP_032455617.1
OG0004457	XP_563061.3	XP_003424936.1
OG0004458	XP_316653.4	XP_001600124.2
OG0004459	XP_322065.3	XP_032452494.1
OG0004460	XP_307583.2, XP_313198.5	XP_008204892.1
OG0004461	XP_310157.4	XP_031787778.1
OG0004462	XP_003436977.1	XP_003427474.2
OG0004463	XP_313387.4	XP_031788923.1
OG0004464	XP_315099.3, XP_003436770.1, XP_001688614.1	XP_031779051.1
OG0004465	XP_003437046.1, XP_310457.5	XP_001607418.1
OG0004466	XP_314849.2	XP_001603166.1
OG0004467	XP_317019.4	XP_031779097.1, XP_031779096.1
OG0004468	XP_317424.4	XP_003427163.1
OG0004469	XP_314026.4	XP_001602117.1, XP_008209466.1, XP_008209537.1
OG0004470	XP_313821.3	NP_001135956.1
OG0004471	XP_314945.1	XP_016845356.1, XP_031786585.1
OG0004472	XP_309363.3	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1
OG0004473	XP_315205.4	XP_031784892.1
OG0004475	XP_313608.5	XP_008206889.1
OG0004476	XP_308218.4	XP_001606653.1, XP_031787771.1
OG0004478	XP_314540.4	XP_001605463.2
OG0004479	XP_317371.3	NP_001164373.1
OG0004480	XP_315531.3	XP_031784019.1
OG0004481	XP_318161.4	XP_031780219.1, XP_031780218.1
OG0004482	XP_314011.4	XP_016840476.1
OG0004483	XP_310873.5	XP_001602222.2
