Orthogroup	Anopheles_gambiae	Drosophila_melanogaster
OG0005046	XP_314900.3	NP_608884.1
OG0005047	XP_315627.3	NP_001097577.1
OG0005048	XP_320906.3	NP_651887.1
OG0005050	XP_001238262.1	NP_523874.1
OG0005051	XP_321202.3	NP_001261196.1
OG0005052	XP_308878.1	NP_001036756.2
OG0005053	XP_317697.4	NP_001245533.1
OG0005054	XP_321035.4	NP_001027048.1
OG0005055	XP_321650.4	NP_001262911.1
OG0005056	XP_311488.2	NP_001189136.1
OG0005057	XP_313705.5	NP_476631.1
OG0005058	XP_317544.4	NP_001137828.1
OG0005059	XP_306986.3, XP_317860.3	NP_649529.1
OG0005060	XP_321769.3	NP_650072.2
OG0005061	XP_309490.3	NP_001262488.1
OG0005062	XP_308388.3	NP_001356967.1
OG0005063	XP_309388.1	NP_648201.1
OG0005064	XP_318746.3	NP_001027236.1
OG0005065	XP_314556.3	NP_524421.1
OG0005066	XP_308637.4	NP_477302.1
OG0005067	XP_309395.3	NP_651272.1
OG0005068	XP_317362.2	NP_001286566.1
OG0005069	XP_317026.3	NP_650608.1
OG0005070	XP_001689009.1	NP_651657.1
OG0005072	XP_312254.5, XP_003436205.1	NP_001163560.1, NP_001285929.1
OG0005073	XP_308859.3, XP_319081.2	NP_477135.2
OG0005075	XP_003436437.1, XP_319536.5	NP_649611.2
OG0005077	XP_003436855.1, XP_311260.4	NP_570080.1
OG0005078	XP_314730.4	NP_001286202.1
OG0005079	XP_321834.4	NP_647860.1
OG0005080	XP_315673.3	NP_573288.1
OG0005081	XP_320384.4	NP_649240.1
OG0005082	XP_308555.4	NP_524774.1
OG0005083	XP_311443.3	NP_609671.1
OG0005084	XP_318664.3	NP_001259199.1
OG0005085	XP_321487.3	NP_001285295.1
OG0005086	XP_319557.4	NP_572604.2
OG0005087	XP_316220.4	NP_001246156.2
OG0005088	XP_320341.4	NP_610363.1, NP_001260868.1
OG0005089	XP_319459.4	NP_524270.2
OG0005090	XP_320686.4	NP_610985.1
OG0005091	XP_003436047.1, XP_308021.4	NP_572777.2
OG0005092	XP_321995.5	NP_651457.1
OG0005093	XP_311483.3	NP_001261250.1
OG0005095	XP_308543.4	NP_649528.2
OG0005097	XP_555242.1	NP_722922.1
OG0005098	XP_315062.2, XP_001230563.2, XP_024667082.1	NP_001286189.1
OG0005099	XP_001688106.1	NP_611541.1
OG0005100	XP_316121.4	NP_001261696.1
OG0005101	XP_319019.4, XP_553785.2	NP_001261694.1
OG0005102	XP_314233.3	NP_725047.2
OG0005103	XP_313976.2	NP_001261994.1
OG0005104	XP_320065.4	NP_652031.2
OG0005105	XP_311606.4	NP_001259846.1
OG0005106	XP_308300.3	NP_001285259.1
OG0005108	XP_317941.4	NP_651850.1
OG0005109	XP_003436804.1, XP_306739.3, XP_313689.4	NP_524476.1
OG0005110	XP_319444.3	NP_609623.1, NP_001285798.1
OG0005111	XP_320736.3	NP_001284785.1
OG0005112	XP_321458.5	NP_651295.1
OG0005113	XP_316304.4	NP_001261766.1
OG0005114	XP_321452.4, XP_003435894.1	NP_001285198.1
OG0005116	XP_319821.3	NP_001285613.1
OG0005117	XP_319766.3	NP_001015174.1
OG0005119	XP_314910.4	NP_651062.3
OG0005120	XP_319622.4	NP_001260668.1
OG0005121	XP_314471.2	NP_572919.1
OG0005122	XP_312029.3	NP_001163597.1
OG0005123	XP_308661.3	NP_570020.1
OG0005124	XP_319782.3	NP_001036387.1
OG0005125	XP_315375.4	NP_001033989.1
OG0005126	XP_003436443.1, XP_314226.5	NP_649523.1
OG0005127	XP_312881.4	NP_001287480.1
OG0005128	XP_321671.4	NP_570063.1
OG0005130	XP_316679.4	NP_611844.3
OG0005131	XP_562251.4	NP_001097865.1
OG0005132	XP_320974.3	NP_477509.1
OG0005133	XP_321044.5	NP_001261433.1
OG0005134	XP_319357.4	NP_609449.1
OG0005135	XP_003436585.1	NP_476740.1
OG0005136	XP_003437094.1, XP_003437093.1, XP_311296.3	NP_648511.2
OG0005137	XP_320940.5	NP_731905.1
OG0005138	XP_321440.3	NP_649222.1
OG0005139	XP_308944.2	NP_648302.2
OG0005140	XP_308783.2	NP_477255.1
OG0005141	XP_003437028.1, XP_310518.5, XP_003437029.1	NP_727290.1
OG0005143	XP_322056.5	NP_612023.1, NP_001303557.1, NP_610130.1
OG0005145	XP_003436831.1, XP_313808.4	NP_649440.3
OG0005146	XP_318645.4	NP_610526.1
OG0005147	XP_311462.4	NP_610362.1
OG0005148	XP_003436174.1, XP_312325.4	NP_572384.1
OG0005149	XP_316153.4	NP_647683.1
OG0005150	XP_556459.3	NP_523965.2
OG0005151	XP_320094.4	NP_477350.2
OG0005152	XP_321511.3	NP_001137762.2
OG0005153	XP_310857.5	NP_001285427.1
OG0005154	XP_312329.4	NP_648904.1, NP_996086.1
OG0005155	XP_315465.2	NP_523938.2
OG0005156	XP_308450.4	NP_649160.1
OG0005157	XP_552371.3	NP_477310.2
OG0005158	XP_556439.3	NP_610296.2
OG0005159	XP_318677.3	NP_001246113.1
OG0005160	XP_312164.4	NP_001189236.1
OG0005161	XP_320568.4	NP_648688.2
OG0005162	XP_310823.5	NP_001285343.1
OG0005163	XP_003437096.1, XP_311312.5	NP_001163691.2
OG0005164	XP_319364.4	NP_001097911.1
OG0005166	XP_321921.4, XP_003435785.1	NP_651208.1
OG0005167	XP_319773.4	NP_788084.1
OG0005168	XP_312036.2	NP_001097155.2
OG0005169	XP_320954.4	NP_569993.1
OG0005170	XP_321518.1	NP_001263144.1
OG0005171	XP_001237049.1	NP_611933.1
OG0005172	XP_317078.3	NP_608889.1
OG0005174	XP_315832.4	NP_001260525.1, NP_001286009.1, NP_001097564.1
OG0005175	XP_315646.3	NP_572778.1
OG0005176	XP_001689028.1	NP_647790.1
OG0005177	XP_321698.4	NP_650825.2
OG0005178	XP_314824.4	NP_001285696.1
OG0005179	XP_313162.5	NP_649758.1
OG0005180	XP_555531.3	NP_001285369.1
OG0005181	XP_310784.4	NP_001096924.2
OG0005183	XP_316787.2	NP_001262976.1
OG0005184	XP_003436589.1	NP_732033.1
OG0005185	XP_318485.4	NP_477468.1
OG0005186	XP_001237787.2	NP_609391.1
OG0005187	XP_309139.5	NP_524363.3
OG0005188	XP_319863.4	NP_995615.2, NP_608558.1
OG0005189	XP_557365.2	NP_647835.1
OG0005190	XP_307851.4	NP_001261161.1
OG0005191	XP_317884.3	NP_001261912.1
OG0005192	XP_320359.4	NP_725413.1
OG0005193	XP_320444.4, XP_320450.4	NP_609617.1
OG0005194	XP_001687945.1	NP_650774.1
OG0005195	XP_003436148.1, XP_312400.5	NP_001036437.1
OG0005196	XP_313169.5	NP_651453.3
OG0005197	XP_316935.4	NP_609368.3
OG0005198	XP_311148.3	NP_611967.1
OG0005199	XP_312617.5	NP_001162805.1
OG0005200	XP_307265.4, XP_001687806.1	NP_727386.1
OG0005201	XP_321016.5	NP_649689.1
OG0005202	XP_564803.3	NP_523657.1
OG0005204	XP_001238517.2, XP_003435851.1	NP_001162684.1
OG0005206	XP_552786.2	NP_647756.1
OG0005207	XP_001230967.2	NP_572965.1
OG0005209	XP_308053.4	NP_651655.1
OG0005210	XP_309746.4	NP_001033941.1
OG0005211	XP_317864.4	NP_610276.1
OG0005212	XP_315029.3	NP_523671.1
OG0005213	XP_001688571.1	NP_523386.1, NP_523387.1
OG0005214	XP_310927.3, XP_003436938.1	NP_001285302.1
OG0005216	XP_316177.2	NP_001246805.1
OG0005217	XP_321933.5	NP_650738.1
OG0005219	XP_003437113.1, XP_001231066.3	NP_476738.3
OG0005220	XP_320013.2	NP_609548.1
OG0005221	XP_309298.2	NP_001015157.2, NP_651617.1
OG0005222	XP_001688961.2	NP_476669.3
OG0005223	XP_317581.4	NP_647806.2
OG0005224	XP_309988.4	NP_001260273.1
OG0005225	XP_317737.3	NP_001259858.1
OG0005226	XP_315245.4	NP_610351.1
OG0005227	XP_003436007.1	NP_001259269.1
OG0005228	XP_315423.4	NP_477413.1
OG0005229	XP_312015.5	NP_651204.1
OG0005230	XP_313936.2	NP_001287008.1
OG0005231	XP_552490.3	NP_001259466.1
OG0005232	XP_319687.1	NP_001188779.1
OG0005233	XP_317325.4	NP_651291.1
OG0005234	XP_318375.4	NP_001262445.1
OG0005235	XP_311871.4, XP_003436353.1	NP_001285108.1, NP_649938.2
OG0005236	XP_308615.4	NP_649127.1
OG0005237	XP_312038.5	NP_650609.1
OG0005238	XP_321799.4	NP_001285019.1
OG0005239	XP_317608.3	NP_609444.1
OG0005240	XP_316563.4	NP_001163455.2
OG0005241	XP_321811.4	NP_651396.1
OG0005242	XP_318679.4	NP_477454.1
OG0005243	XP_312145.4	NP_001285518.1
OG0005244	XP_312264.5	NP_608375.1
OG0005245	XP_312260.3	NP_649569.1
OG0005246	XP_311854.4	NP_001261404.1
OG0005247	XP_320825.3, XP_311262.5	NP_001368980.1
OG0005248	XP_318959.3	NP_609966.1
OG0005249	XP_555972.2	NP_647701.1
OG0005250	XP_318416.5	NP_733137.3
OG0005251	XP_319118.4	NP_609320.2
OG0005252	XP_320122.5	NP_649589.1
OG0005253	XP_310162.3	NP_001286079.1
OG0005254	XP_316648.3	NP_611306.1
OG0005255	XP_001230875.2	NP_477059.2
OG0005256	XP_317102.3	NP_524905.1
OG0005257	XP_312113.5	NP_726910.1
OG0005258	XP_317045.4	NP_525100.2
OG0005259	XP_003436413.1, XP_312855.5	NP_651329.4
OG0005260	XP_311442.3	NP_573181.1
OG0005261	XP_312144.5	NP_524246.1
OG0005262	XP_318250.2	NP_650398.3
OG0005263	XP_313399.5	NP_476756.2
OG0005264	XP_315429.4	NP_648417.1
OG0005265	XP_321486.4	NP_001027403.2
OG0005266	XP_556838.3	NP_001334733.1
OG0005267	XP_320210.4	NP_524504.2, NP_524505.2, NP_524509.2
OG0005268	XP_314879.4	NP_608705.1
OG0005269	XP_307871.1	NP_001285340.1
OG0005270	XP_319289.2	NP_001246073.1
OG0005271	XP_003436436.1, XP_319522.5	NP_611922.1
OG0005272	XP_307797.5	NP_001188522.1
OG0005273	XP_318878.3	NP_649069.2
OG0005274	XP_319798.2	NP_611121.1
OG0005275	XP_308468.3	NP_001286642.1
OG0005276	XP_314650.3, XP_310830.4	NP_650786.2
OG0005277	XP_308875.3	NP_651290.1
OG0005278	XP_308079.4	NP_001287131.2
OG0005279	XP_309320.4	NP_001284987.1
OG0005280	XP_320172.2	NP_001246765.1
OG0005282	XP_314231.4	NP_001163674.1
OG0005283	XP_312175.5	NP_001287577.1
OG0005284	XP_557517.4	NP_001285832.1
OG0005285	XP_321638.4	NP_001259302.1
OG0005286	XP_315107.4	NP_524044.1
OG0005287	XP_314118.4	NP_611269.1
OG0005289	XP_312091.5	NP_001033842.2
OG0005290	XP_003436753.1, XP_313165.5	NP_001162669.1, NP_996413.2
OG0005291	XP_551780.3	NP_001303389.1
OG0005292	XP_001230651.1	NP_001262698.1
OG0005293	XP_312940.5	NP_001262285.1
OG0005294	XP_317039.3	NP_001015167.2
OG0005295	XP_321608.5	NP_649476.1
OG0005296	XP_321451.5	NP_523365.2
OG0005297	XP_307916.4	NP_647765.1
OG0005299	XP_319106.4	NP_001260333.1
OG0005300	XP_001688563.1, XP_314347.2	NP_001286874.1
OG0005301	XP_308754.3	NP_001163454.1
OG0005302	XP_309087.4	NP_649602.2
OG0005303	XP_321158.5	NP_650115.1
OG0005304	XP_321144.3	NP_001285979.1
OG0005305	XP_317058.4	NP_001034002.1
OG0005306	XP_309208.5	NP_001245510.1
OG0005307	XP_314891.4, XP_314890.4	NP_001260313.1
OG0005308	XP_320596.4	NP_001163469.1
OG0005309	XP_308774.4	NP_001163144.1
OG0005310	XP_321481.5, XP_321480.4	NP_524825.1, NP_731868.1
OG0005311	XP_308819.4	NP_611753.4
OG0005312	XP_310806.3	NP_477066.2, NP_001261271.1
OG0005313	XP_320381.3	NP_649242.1
OG0005314	XP_003436026.1	NP_995838.1
OG0005315	XP_320836.4	NP_524827.1, NP_476957.1
OG0005316	XP_317248.3	NP_001188708.1
OG0005317	XP_315426.4	NP_477150.1
OG0005318	XP_309967.4	NP_729844.1
OG0005319	XP_320550.3	NP_649090.1
OG0005320	XP_560309.3	NP_001286703.1
OG0005321	XP_317689.4	NP_609619.1
OG0005323	XP_001688358.2	NP_731932.1
OG0005324	XP_318830.2	NP_001262040.1
OG0005325	XP_319167.2	NP_001286056.1
OG0005326	XP_319363.4, XP_319362.3	NP_001260013.1, NP_608812.3
OG0005328	XP_308963.3	NP_608888.2
OG0005330	XP_316234.3	NP_611552.1, NP_611453.2
OG0005331	XP_317715.4	NP_001036374.1
OG0005332	XP_310211.4	NP_723992.1
OG0005333	XP_314651.3	NP_572475.1
OG0005334	XP_001689178.1	NP_001284924.1
OG0005335	XP_003435770.1	NP_524881.2
OG0005336	XP_320685.3	NP_477405.1
OG0005337	XP_551739.3, XP_003435749.1	NP_727023.1
OG0005338	XP_320682.4	NP_001286396.1
OG0005339	XP_314164.4	NP_648337.1
OG0005340	XP_317129.4	NP_609485.4
OG0005341	XP_315093.4, XP_001688613.1	NP_001261962.1
OG0005342	XP_310783.5	NP_524900.1
OG0005343	XP_314541.3	NP_001286300.1
OG0005344	XP_001687763.2	NP_651923.2
OG0005345	XP_312566.5	NP_610078.2
OG0005346	XP_308353.2	NP_001262124.1
OG0005347	XP_307559.3, XP_311758.4	NP_649640.1
OG0005348	XP_316445.3, XP_001237811.1	NP_001188969.1
OG0005349	XP_316475.4	NP_524191.1
OG0005350	XP_308712.4	NP_001163295.1
OG0005351	XP_318526.4	NP_524025.2
OG0005352	XP_317421.3	NP_573247.2
OG0005353	XP_321365.4	NP_649971.1
OG0005354	XP_320089.2	NP_001263145.1
OG0005355	XP_551287.4	NP_609544.2
OG0005357	XP_312573.4	NP_001262564.1
OG0005358	XP_314313.4	NP_001163387.2
OG0005360	XP_310381.3	NP_648211.1
OG0005361	XP_315053.3, XP_001688607.1	NP_001261254.1
OG0005362	XP_309220.5	NP_649084.1
OG0005363	XP_003435991.1, XP_321060.4	NP_476652.1
OG0005364	XP_312962.4	NP_001036652.1
OG0005365	XP_316116.4	NP_523972.2
OG0005366	XP_003436379.1, XP_312746.4	NP_001287498.1
OG0005367	XP_001688852.1	NP_649033.1
OG0005368	XP_311120.3	NP_001284810.1
OG0005369	XP_312631.3	NP_731675.1, NP_524463.2
OG0005370	XP_001237480.3	NP_609185.1
OG0005372	XP_321720.3	NP_001247189.1
OG0005373	XP_001688468.1, XP_313892.4	NP_610513.2, NP_001097436.1
OG0005374	XP_319809.2	NP_611351.1
OG0005375	XP_315587.4	NP_647837.2
OG0005376	XP_001688997.1	NP_001097134.1
OG0005377	XP_311555.3	NP_477392.1
OG0005378	XP_319175.3	NP_523602.2
OG0005379	XP_319088.4	NP_001261069.1
OG0005380	XP_320364.4	NP_001137931.1
OG0005381	XP_314066.4	NP_001286472.1
OG0005382	XP_311866.5	NP_001259088.1
OG0005383	XP_321445.2	NP_651177.1
OG0005384	XP_316032.4	NP_001286672.1
OG0005385	XP_319641.4	NP_001259945.1
OG0005386	XP_315648.4, XP_561563.5	NP_477469.1, NP_649980.1
OG0005388	XP_307101.2, XP_319412.2	NP_477296.1
OG0005389	XP_320451.4	NP_001285452.1
OG0005390	XP_308616.4	NP_730427.1
OG0005391	XP_003436538.1	NP_724625.1
OG0005392	XP_003436147.1, XP_312404.2	NP_001014579.1
OG0005393	XP_316632.4	NP_001261461.1
OG0005394	XP_311451.4	NP_572273.2
OG0005395	XP_320694.3	NP_652380.2
OG0005396	XP_309532.4	NP_001246776.1
OG0005398	XP_318219.2	NP_648767.1
OG0005399	XP_310368.7	NP_569919.2
OG0005400	XP_551422.3, XP_003435820.1	NP_649239.1
OG0005401	XP_316887.5	NP_649716.1, NP_573111.1
OG0005402	XP_308877.3	NP_001189221.1
OG0005403	XP_315212.2	NP_523931.1
OG0005404	XP_559252.3, XP_307095.4	NP_523411.1, NP_649376.3
OG0005405	XP_319006.3	NP_001027248.1
OG0005406	XP_319684.4	NP_001286172.1
OG0005407	XP_308044.2	NP_001285655.1
OG0005408	XP_310476.5	NP_649868.1
OG0005409	XP_316955.3	NP_001260250.1
OG0005410	XP_310674.4	NP_001260026.1
OG0005411	XP_318082.4	NP_001014547.1
OG0005412	XP_309291.4	NP_001137769.2
OG0005413	XP_001237182.3	NP_573324.1, NP_573325.1
OG0005414	XP_318913.4	NP_610090.1
OG0005415	XP_310395.6	NP_729454.1
OG0005416	XP_309492.4	NP_001247010.1
OG0005417	XP_024667084.1	NP_001262394.1
OG0005419	XP_311848.5	NP_001188678.1
OG0005420	XP_305994.1, XP_307546.1	NP_001014460.1
OG0005421	XP_315188.4	NP_650917.1
OG0005423	XP_318117.4	NP_524220.1
OG0005424	XP_308309.3	NP_001262009.1
OG0005425	XP_001231096.2	NP_001259491.1
OG0005426	XP_318948.3	NP_001163080.1
OG0005427	XP_565552.4	NP_649484.3
OG0005428	XP_315815.2	NP_523984.1
OG0005429	XP_321151.4	NP_477006.1
OG0005430	XP_314003.4	NP_610284.1, NP_523847.2
OG0005431	XP_316327.2	NP_523976.1
OG0005432	XP_319559.2	NP_001262235.1
OG0005433	XP_563409.3	NP_001033975.2
OG0005434	XP_556395.3	NP_648231.1
OG0005435	XP_314699.4	NP_727796.1
OG0005436	XP_317114.4	NP_001286089.1
OG0005437	XP_319582.4	NP_523444.1
OG0005439	XP_001230962.2	NP_001356959.1
OG0005440	XP_321370.3	NP_001263014.1
OG0005441	XP_317605.4	NP_609451.1
OG0005442	XP_001230769.3	NP_001259259.1
OG0005443	XP_320318.4	NP_649341.1
OG0005444	XP_313116.1	NP_001262430.1
OG0005445	XP_313643.4	NP_651507.1
OG0005446	XP_311289.5	NP_608836.1
OG0005447	XP_321109.5	NP_650858.1
OG0005448	XP_319561.4	NP_001303492.1
OG0005449	XP_316160.4	NP_001097474.1
OG0005450	XP_317375.3	NP_001014608.1
OG0005451	XP_317358.4	NP_001286471.1
OG0005452	XP_564589.3	NP_001246234.1
OG0005453	XP_317119.2	NP_648278.1
OG0005454	XP_003435897.1, XP_001238478.3	NP_651560.2
OG0005455	XP_563079.4, XP_003436355.1	NP_001259588.1
OG0005456	XP_316249.4	NP_001286415.1
OG0005458	XP_309093.4	NP_001036747.1
OG0005459	XP_320821.3	NP_001162702.1
OG0005460	XP_309572.4	NP_648625.1
OG0005461	XP_317925.4	NP_523661.2
OG0005463	XP_003436349.1	NP_730169.1
OG0005465	XP_559695.3	NP_001097107.1, NP_523499.2
OG0005466	XP_001688532.1, XP_314134.4	NP_001188915.1
OG0005467	XP_312421.4	NP_001246877.1
OG0005469	XP_001237187.1	NP_609596.1
OG0005471	XP_001688293.2	NP_523467.1
OG0005472	XP_552886.2	NP_001260628.1, NP_001260626.1
OG0005473	XP_310921.1	NP_733416.2
OG0005474	XP_318439.3	NP_001097800.1
OG0005475	XP_310541.3	NP_001014533.1
OG0005477	XP_313268.4	NP_649557.2
OG0005478	XP_001237644.1	NP_001036564.1
OG0005479	XP_312490.2	NP_650316.1
OG0005481	XP_308706.3	NP_001137759.1
OG0005482	XP_001238147.1	NP_609609.1
OG0005483	XP_310478.3	NP_001259606.1
OG0005484	XP_309872.4	NP_648210.1
OG0005485	XP_310213.4	NP_723994.2
OG0005486	XP_312559.4	NP_524494.1
OG0005487	XP_321425.4	NP_001263038.1
OG0005489	XP_558472.3	NP_001260781.1
OG0005490	XP_315849.4	NP_996018.2
OG0005491	XP_001688643.1, XP_315353.3	NP_726322.1
OG0005492	XP_555970.1	NP_647700.2
OG0005493	XP_557464.4	NP_524461.2
OG0005495	XP_321715.4	NP_732553.2
OG0005496	XP_001688151.2	NP_647819.3
OG0005497	XP_316139.4, XP_001688782.1	NP_523716.2
OG0005498	XP_308480.4, XP_001238803.2	NP_723186.2
OG0005499	XP_312283.5	NP_731669.2
OG0005500	XP_316300.3	NP_649253.1
OG0005501	XP_309392.4	NP_611016.2
OG0005502	XP_317427.4	NP_524931.1
OG0005503	XP_310608.5	NP_001262808.1
OG0005506	XP_309394.3	NP_477060.1
OG0005507	XP_001688749.1, XP_315934.4	NP_523950.2
OG0005508	XP_313616.5	NP_001263000.1
OG0005509	XP_316872.5	NP_651321.1
OG0005511	XP_314089.3	NP_001262910.1
OG0005512	XP_319815.4	NP_001259829.1
OG0005514	XP_317154.4	NP_001036448.1
OG0005515	XP_316319.4	NP_523620.1
OG0005517	XP_317685.4	NP_001162935.1
OG0005518	XP_315758.3, XP_001237707.2, XP_315757.3	NP_001261582.1
OG0005519	XP_308383.2	NP_648163.1
OG0005520	XP_001687825.2	NP_001356916.1
OG0005521	XP_564680.3	NP_995827.2
OG0005523	XP_314836.3	NP_609045.2
OG0005524	XP_320537.3	NP_001286691.1
OG0005525	XP_316083.3	NP_001356972.1
OG0005526	XP_318758.4	NP_609218.1
OG0005527	XP_321849.5	NP_733041.2
OG0005528	XP_001688849.1, XP_001688848.1, XP_316366.4	NP_524823.1
OG0005529	XP_317420.3	NP_001260619.1
OG0005530	XP_317499.4	NP_001260667.1
OG0005530	XP_315940.3, XP_001688752.1	NP_001261565.1
OG0005531	XP_313161.5	NP_729778.1
OG0005533	XP_317818.4	NP_001137651.1
OG0005534	XP_319372.4	NP_608857.2
OG0005535	XP_309340.4	NP_611232.1
OG0005537	XP_311385.3	NP_788922.1
OG0005538	XP_310378.7	NP_001262943.1
OG0005539	XP_003437079.1, XP_311259.5	NP_001245581.1
OG0005540	XP_316705.4	NP_001261581.1
OG0005541	XP_311215.4	NP_995608.1
OG0005542	XP_001238439.1	NP_001262399.1
OG0005544	XP_312585.5	NP_732373.1
OG0005545	XP_306081.1, XP_312973.4	NP_649889.1
OG0005546	XP_311131.5	NP_001162777.1
OG0005547	XP_314468.4	NP_573238.1
OG0005548	XP_310001.4, XP_001688259.1	NP_001260212.1
OG0005549	XP_001687914.1, XP_001687913.1	NP_610680.2
OG0005550	XP_317622.4	NP_001162967.1
OG0005551	XP_311407.4	NP_001286296.1
OG0005552	XP_312636.4	NP_650367.1
OG0005553	XP_313620.5	NP_001262293.1
OG0005554	XP_313938.4	NP_001303342.1
OG0005555	XP_001237407.3	NP_001096883.3
OG0005556	XP_307565.4, XP_309576.4	NP_730511.1
OG0005557	XP_312324.5	NP_001356899.1
OG0005558	XP_318041.4	NP_651659.2
OG0005559	XP_309028.4	NP_001303449.2
OG0005560	XP_320084.4	NP_001259891.2
OG0005561	XP_314761.4	NP_001286847.1
OG0005562	XP_321825.4	NP_001262163.1
OG0005563	XP_001237659.2	NP_611247.3
OG0005564	XP_003435987.1	NP_001246918.1
OG0005565	XP_316061.3, XP_001688774.1	NP_001286955.1
OG0005566	XP_001688081.1, XP_308780.4	NP_610216.1
OG0005567	XP_319502.1	NP_001262105.1
OG0005568	XP_316626.4	NP_476641.1
OG0005569	XP_310792.5, XP_003436972.1, XP_317634.3	NP_001188571.1
OG0005570	XP_001688933.1	NP_648559.1
OG0005571	XP_315888.4	NP_611891.1
OG0005572	XP_317541.3	NP_001027219.1
OG0005573	XP_308458.4	NP_611256.1
OG0005574	XP_311419.4	NP_611467.1
OG0005575	XP_317076.1	NP_001285615.1
OG0005576	XP_321226.5	NP_001259085.1
OG0005577	XP_311397.4	NP_611895.1
OG0005578	XP_321708.4	NP_733184.2
OG0005579	XP_309653.5	NP_001263013.1
OG0005580	XP_307915.5, XP_003436075.1	NP_477347.1
OG0005581	XP_309536.4	NP_730546.1
OG0005582	XP_321116.5	NP_001262963.1
OG0005583	XP_314898.4	NP_650821.2
OG0005584	XP_562821.2, XP_312747.5	NP_651226.1
OG0005585	XP_322007.4	NP_730934.1
OG0005586	XP_310720.4, XP_310723.5	NP_001259317.1
OG0005587	XP_318036.4	NP_001262167.1
OG0005588	XP_312268.5	NP_609648.1
OG0005589	XP_309312.4	NP_001286406.1
OG0005590	XP_312240.5, XP_003436209.1	NP_651976.1
OG0005591	XP_315813.4, XP_003435729.1	NP_001246685.1
OG0005593	XP_316337.4	NP_572810.1
OG0005594	XP_311710.4	NP_524219.1
OG0005595	XP_316868.5	NP_001189016.1
OG0005596	XP_315965.2	NP_001246807.1
OG0005597	XP_320696.4	NP_610705.1
OG0005598	XP_321141.5	NP_611578.1
OG0005599	XP_311947.5	NP_001356947.1
OG0005600	XP_314337.4	NP_001245908.1
OG0005601	XP_003437019.1, XP_310554.5	NP_001259569.1
OG0005602	XP_313785.3	NP_001245939.1
OG0005603	XP_003436921.1, XP_311036.5, XP_003436920.1	NP_001285225.1
OG0005604	XP_308977.4	NP_001286362.1
OG0005605	XP_317705.4	NP_001137792.1
OG0005606	XP_001688722.1, XP_315753.4	NP_001246678.1
OG0005607	XP_312633.5	NP_001262897.1
OG0005608	XP_317275.4	NP_610575.1
OG0005609	XP_315489.2	NP_648092.1
OG0005610	XP_316472.4	NP_730591.2
OG0005611	XP_320820.3	NP_524690.1
OG0005612	XP_308526.4	NP_648550.1
OG0005613	XP_311833.1, XP_003436363.1	NP_730894.2
OG0005614	XP_309637.5	NP_001369000.1
OG0005615	XP_313470.4	NP_001247343.2
OG0005616	XP_308017.5	NP_477412.1
OG0005617	XP_561487.4, XP_312848.5	NP_001163606.1
OG0005619	XP_317033.2	NP_001260638.1
OG0005620	XP_308182.4	NP_001261502.1
OG0005621	XP_318017.4	NP_001163477.1
OG0005623	XP_309119.5	NP_650402.1
OG0005625	XP_319779.4	NP_001260132.1
OG0005626	XP_311117.5	NP_001138153.1
OG0005627	XP_316655.4	NP_609037.1
OG0005628	XP_316676.3	NP_477209.2
OG0005629	XP_311825.5	NP_650694.2
OG0005630	XP_001688450.2, XP_313591.5	NP_001247267.1
OG0005631	XP_562525.3, XP_003436557.1	NP_733291.1
OG0005632	XP_316549.4	NP_647785.3
OG0005633	XP_309487.4	NP_001247129.1
OG0005634	XP_312950.5	NP_650866.1, NP_524240.1
OG0005637	XP_317367.4	NP_728308.1
OG0005638	XP_001688695.1	NP_648286.1
OG0005639	XP_320591.3	NP_001246491.1
OG0005640	XP_315334.4	NP_001014529.1
OG0005641	XP_312433.5	NP_511099.2
OG0005642	XP_321625.2, XP_003435852.1, XP_003435853.1	NP_001259165.1
OG0005643	XP_314952.3	NP_995914.1
OG0005644	XP_561359.1, XP_321213.4	NP_572499.2
OG0005645	XP_001689350.1	NP_572307.1
OG0005646	XP_315526.4	NP_729748.3, NP_727348.2
OG0005647	XP_317983.3	NP_648906.1
OG0005649	XP_313787.4	NP_608729.1
OG0005650	XP_314266.5	NP_001163551.1
OG0005651	XP_319339.4	NP_001260291.1
OG0005652	XP_003437043.1, XP_310477.4	NP_001259135.1
OG0005653	XP_310433.5	NP_001247284.1
OG0005654	XP_001688367.2	NP_001245484.1
OG0005655	XP_319682.4	NP_001285868.1
OG0005656	XP_311394.2	NP_611396.1
OG0005657	XP_561168.5, XP_024667072.1	NP_649831.1
OG0005658	XP_565673.4	NP_001188757.1
OG0005659	XP_003436738.1, XP_313086.5	NP_649124.1, NP_524061.1
OG0005660	XP_001688457.1	NP_524273.1
