Orthogroup	Anopheles_gambiae	Bombyx_mori
OG0003575	XP_312432.3	NP_001040264.1
OG0003576	XP_319369.4	XP_037866564.1
OG0003577	XP_557912.3	XP_004929485.1
OG0003578	XP_315000.4	XP_004922669.3
OG0003580	XP_309104.5, XP_315349.3	XP_037869342.1
OG0003581	XP_308306.4	XP_004927037.1
OG0003583	XP_320622.4	XP_004927525.1
OG0003584	XP_311553.4	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1
OG0003585	XP_313499.5	XP_021208943.1
OG0003586	XP_317995.1, XP_306327.2	XP_004922918.2
OG0003587	XP_318827.4	XP_037872657.1
OG0003588	XP_312083.5	XP_004924493.1
OG0003589	XP_310394.5, XP_001230761.2	XP_012551318.1, NP_001037414.1
OG0003591	XP_003437209.1, XP_317975.4	NP_001036831.1
OG0003592	XP_313912.4	XP_012549032.3
OG0003593	XP_311537.4	XP_004927919.1
OG0003594	XP_001688057.1, XP_001688058.1, XP_001688060.1, XP_001688059.1, XP_001237126.2, XP_308694.4, XP_558539.2, XP_314030.4, XP_308678.4	XP_004923472.2
OG0003595	XP_315665.3	XP_012546094.2
OG0003596	XP_320759.4	XP_012547345.1, XP_004927774.1
OG0003597	XP_552630.3	XP_037868232.1
OG0003598	XP_317960.1	NP_001266347.1, XP_037866738.1
OG0003599	XP_311172.4	XP_037869568.1, NP_001040495.1
OG0003600	XP_313714.5	XP_037866549.1
OG0003601	XP_312365.4	XP_021209180.2
OG0003602	XP_320881.2	XP_037877049.1
OG0003603	XP_310386.6	XP_004921806.1
OG0003604	XP_315742.4	XP_004930828.3
OG0003605	XP_308485.4, XP_308486.4	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1
OG0003606	XP_316034.4	NP_001036953.1
OG0003607	XP_315620.4	XP_004929826.1
OG0003608	XP_317283.4	XP_004923045.1
OG0003609	XP_559710.2	XP_004929445.1
OG0003610	XP_321483.5	XP_012550905.1
OG0003611	XP_001689268.1	XP_004923702.3
OG0003612	XP_315055.2	NP_001186936.1, XP_037873378.1
OG0003613	XP_003435961.1, XP_321193.4	XP_037871989.1
OG0003614	XP_317213.1	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1
OG0003615	XP_317361.4	XP_021206296.1
OG0003616	XP_321876.5	XP_021203436.1
OG0003617	XP_314940.4	XP_021207089.1
OG0003618	XP_319406.3	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1
OG0003619	XP_312335.5	XP_037867102.1
OG0003620	XP_317920.4	XP_012551016.1
OG0003621	XP_314366.4	XP_012550805.2
OG0003623	XP_564580.2	XP_037877118.1
OG0003624	XP_318735.4	XP_037870327.1
OG0003625	XP_564385.3	XP_037872531.1
OG0003626	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2	XP_021207115.2
OG0003627	XP_314244.5, XP_306267.4, XP_314239.5	NP_001177140.1
OG0003628	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1	XP_037868941.1
OG0003629	XP_313294.4, XP_003436523.1	XP_004928121.1
OG0003630	XP_312434.5	XP_037872734.1
OG0003631	XP_564645.3	XP_004933562.1
OG0003632	XP_313744.4, XP_003436820.1, XP_003436821.1	XP_021203507.1, XP_004925965.1, XP_004925963.2
OG0003634	XP_321890.5	XP_004922388.1, NP_001037313.1
OG0003635	XP_001689043.1	XP_021204070.2
OG0003636	XP_317123.4	XP_037866579.1
OG0003637	XP_307928.5	XP_037872386.1
OG0003638	XP_320852.4	XP_037875164.1
OG0003640	XP_553651.3, XP_318890.3	XP_021209237.2
OG0003641	XP_318401.5	XP_037874781.1, XP_037874775.1
OG0003642	XP_318405.4	XP_021204234.2, XP_037874944.1
OG0003643	XP_308696.4	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1
OG0003644	XP_556667.3, XP_316031.4	XP_004933307.1, XP_037872876.1
OG0003645	XP_309180.5	XP_012550903.3, XP_037874000.1
OG0003647	XP_558004.3, XP_001688580.1	XP_004928679.1
OG0003649	XP_318373.5	XP_037877803.1
OG0003650	XP_319172.4	XP_037869051.1, NP_001040203.1
OG0003654	XP_559330.3	XP_004930203.1
OG0003655	XP_310507.4, XP_001687772.2, XP_310506.4	XP_037868595.1
OG0003656	XP_318882.4	NP_001296541.1
OG0003658	XP_556056.3, XP_001688660.1	XP_037867054.1
OG0003661	XP_306307.3, XP_320390.3	NP_001040210.1
OG0003664	XP_553055.2	XP_004929480.3, XP_037870517.1
OG0003665	XP_320788.4	XP_012553038.1, NP_001040503.1
OG0003666	XP_320648.4	XP_004931818.1, XP_037877515.1
OG0003667	XP_310547.4	NP_001036836.1, NP_001037560.1
OG0003668	XP_554420.4	XP_021202571.1, XP_021202570.1
OG0003669	XP_001238012.1	XP_004933551.1
OG0003670	XP_317334.3	XP_004931747.1
OG0003671	XP_316312.3	XP_037869179.1
OG0003673	XP_563488.3	XP_037870945.1
OG0003674	XP_312671.5	XP_012548325.1
OG0003675	XP_003436492.1, XP_560016.3	XP_004931915.1
OG0003676	XP_001688341.2	XP_004923558.1
OG0003677	XP_310669.5	XP_037876307.1
OG0003679	XP_308358.4	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1
OG0003680	XP_308150.3, XP_001687844.1	XP_037866795.1
OG0003681	XP_316151.4	XP_004923151.1, XP_004923152.1
OG0003682	XP_309044.4, XP_001688156.1	XP_004925946.2
OG0003684	XP_001238181.1	XP_012546211.1
OG0003685	XP_314511.4	NP_001037430.1
OG0003686	XP_322050.5	XP_037874439.1, XP_037874438.1
OG0003687	XP_320808.3	XP_004929484.2
OG0003690	XP_003435818.1	XP_004925755.1
OG0003691	XP_564133.3	XP_037870767.1
OG0003692	XP_321211.4	XP_037870266.1
OG0003709	XP_314319.3, XP_321230.2	NP_001040287.1
OG0003710	XP_318556.2	XP_012552769.1, NP_001037630.1
OG0003711	XP_307724.4	XP_004931878.1
OG0003712	XP_313349.1, XP_003436533.1	NP_001037123.1
OG0003713	XP_554781.3	NP_001036989.1, XP_012547744.1
OG0003714	XP_307878.4	NP_001037512.1
OG0003715	XP_315691.3	NP_001108476.2
OG0003716	XP_320365.2	XP_037872653.1
OG0003717	XP_308611.1	NP_001037277.1
OG0003719	XP_316101.4	XP_021208079.2
OG0003720	XP_310460.5	NP_001036933.1
OG0003721	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1	NP_001037351.1
OG0003722	XP_309926.3	NP_001135961.1
OG0003723	XP_314780.3	XP_004922372.1
OG0003724	XP_552242.3	NP_001188508.1
OG0003726	XP_316550.3	NP_001040238.1
OG0003727	XP_001230831.2	XP_004923665.1
OG0003728	XP_313192.3, XP_001230317.2	XP_037866984.1, XP_037866993.1
OG0003729	XP_315204.2	NP_001091814.1
OG0003730	XP_313569.5	XP_004924672.1
OG0003731	XP_316185.3	XP_004932193.1
OG0003732	XP_320086.3	NP_001040335.1, XP_004926899.1
OG0003733	XP_307339.3, XP_319298.3	NP_001040115.1, XP_037873022.1
OG0003734	XP_312238.3	NP_001040244.1
OG0003735	XP_313782.3	XP_004931147.1
OG0003736	XP_559757.1	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_315094.1	NP_001036824.1
OG0003738	XP_314068.2	XP_037873403.1, NP_001040420.1
OG0003739	XP_314469.4	XP_012548197.1
OG0003740	XP_317396.3	XP_004933048.1
OG0003741	XP_308810.3	XP_004931476.1
OG0003742	XP_320195.4	XP_012551052.2
OG0003743	XP_001689074.1, XP_317989.3, XP_001689073.1	XP_012553144.1
OG0003744	XP_321378.5	NP_001040316.1, XP_004929867.1
OG0003745	XP_307637.2	XP_004928703.1
OG0003746	XP_320161.2	XP_004926477.1
OG0003747	XP_312468.5	NP_001296542.1
OG0003750	XP_321339.5	XP_012552288.2, NP_001040296.1
OG0003751	XP_318530.4	XP_004923024.1
OG0003752	XP_314839.4	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003753	XP_308054.4	XP_004932147.1
OG0003754	XP_317313.4	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_308572.1	NP_001040324.1
OG0003756	XP_003436266.1, XP_312060.3	NP_001040454.1, XP_037876426.1
OG0003757	XP_320869.2	XP_012551544.1, NP_001037384.1
OG0003758	XP_313585.4	XP_037867518.1, XP_037867519.1
OG0003759	XP_003436070.1, XP_307924.5	XP_037872455.1
OG0003760	XP_003437010.1, XP_310595.2, XP_308748.2	XP_004923247.2
OG0003761	XP_320415.2	XP_004932329.1
OG0003762	XP_311723.4	XP_004930695.2
OG0003763	XP_003436301.1	NP_001040256.1
OG0003765	XP_003436025.1, XP_003436024.1, XP_320958.3	XP_004930780.1
OG0003767	XP_315982.2	NP_001091754.1
OG0003768	XP_312630.2	NP_001040505.1, XP_021208052.1
OG0003769	XP_317359.4	XP_004932945.1
OG0003770	XP_321441.4	XP_004927779.1
OG0003771	XP_312639.4	XP_004923132.1
OG0003772	XP_312862.4, XP_001237501.2	NP_001091837.2
OG0003773	XP_316963.4	NP_001040305.1
OG0003774	XP_321418.4, XP_003435898.1	NP_001155189.1
OG0003775	XP_309184.5	XP_004928622.1
OG0003776	XP_551809.3	XP_037874928.1
OG0003777	XP_317655.3	XP_037874652.1
OG0003778	XP_001688618.1	XP_004921772.2
OG0003779	XP_001237594.2	XP_012545916.2
OG0003780	XP_308583.2	NP_001040283.1
OG0003781	XP_320164.3, XP_320163.3	NP_001040364.1
OG0003782	XP_308132.2, XP_307312.2	XP_004929641.1, XP_004933732.1
OG0003783	XP_318812.3	NP_001124369.1
OG0003784	XP_003436317.1	XP_012552265.3
OG0003785	XP_003435742.1	XP_004931941.1
OG0003786	XP_312629.4	XP_004922831.1
OG0003787	XP_312143.4	NP_001037588.1
OG0003788	XP_312787.5	NP_001040471.1
OG0003789	XP_307016.3, XP_313929.4	XP_004922402.1
OG0003791	XP_314956.4	NP_001108408.1, XP_037877671.1
OG0003792	XP_320758.4	NP_001040194.1
OG0003793	XP_311766.3	XP_037876524.1
OG0003794	XP_321364.3	XP_037869572.1, NP_001091760.1
OG0003795	XP_001688460.2	XP_004925783.1
OG0003796	XP_001237280.3, XP_003437003.1	XP_021204761.1
OG0003797	XP_003436776.1	XP_004923393.2
OG0003798	XP_315523.4	NP_001091757.1, XP_012549905.1
OG0003799	XP_314122.3	XP_004921604.1
OG0003800	XP_311236.5	XP_012549710.1, NP_001232899.1
OG0003801	XP_003436856.1, XP_315241.1	XP_004921614.1
OG0003802	XP_312750.4	XP_021206946.1
OG0003803	XP_320799.3	XP_004922741.1
OG0003804	XP_314994.4	XP_037872715.1
OG0003805	XP_321167.4	XP_037872346.1
OG0003806	XP_001237070.2	XP_004930388.1, XP_037869079.1
OG0003807	XP_315739.4	XP_004933560.1
OG0003808	XP_311943.3	XP_004926538.1
OG0003809	XP_313997.4	XP_021208417.1
OG0003810	XP_317077.4	XP_004927931.1
OG0003811	XP_311588.3	XP_037875641.1
OG0003812	XP_311247.5	NP_001189466.1, XP_012549368.2
OG0003813	XP_314555.3	XP_004928617.1
OG0003814	XP_311364.4, XP_307324.3	XP_004931718.2
OG0003815	XP_321606.5	XP_037870921.1
OG0003816	XP_321794.3, XP_001689358.1	XP_004928464.1
OG0003817	XP_315953.3	XP_021208339.1
OG0003818	XP_321247.5	NP_001157383.1
OG0003819	XP_313680.3	XP_004933631.1
OG0003820	XP_001238192.2	NP_001036861.1
OG0003821	XP_319843.4	XP_037877826.1, XP_037877825.1
OG0003822	XP_003436068.1, XP_307935.5	XP_037872163.1
OG0003824	XP_316832.4	XP_012552876.1, NP_001268822.1
OG0003825	XP_321926.5, XP_003435784.1	XP_037868048.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_037876746.1
OG0003827	XP_319073.4	NP_001266358.1, XP_012551312.1
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	NP_001182009.1
OG0003829	XP_320975.4	XP_004926984.1, XP_012546488.1
OG0003830	XP_310148.4	XP_037866511.1
OG0003831	XP_555438.3	XP_021208347.2
OG0003832	XP_315724.3, XP_315726.4	XP_004925624.1
OG0003833	XP_322026.2	XP_004925262.1
OG0003834	XP_316920.3	XP_037876702.1
OG0003835	XP_319229.4	XP_004931767.1
OG0003836	XP_321703.5	XP_037869782.1
OG0003837	XP_313978.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_001687956.1, XP_308499.3	XP_004928702.1
OG0003839	XP_320303.4	XP_012546118.2
OG0003841	XP_312835.4, XP_003436406.1	XP_004923140.1
OG0003842	XP_309233.5	XP_037874800.1
OG0003843	XP_316726.2	NP_001091817.1, XP_021207544.1
OG0003844	XP_311543.2	XP_004931889.1
OG0003845	XP_320970.3	XP_004928709.1
OG0003846	XP_309350.4	XP_004932196.1, NP_001296475.1
OG0003847	XP_321528.4	XP_012545390.1
OG0003848	XP_320558.3	XP_004924536.1
OG0003849	XP_310210.4	XP_004931750.2
OG0003850	XP_313188.3	XP_004928510.1
OG0003851	XP_309752.3	XP_004928273.2
OG0003852	XP_312907.4	XP_037872312.1
OG0003853	XP_319601.4	XP_004931012.1
OG0003854	XP_319344.4	XP_037875289.1
OG0003855	XP_001688251.1	XP_037870393.1
OG0003856	XP_320680.1	XP_004925677.1
OG0003859	XP_320575.3	XP_004922685.1
OG0003861	XP_320922.2	NP_001243926.1, XP_012547732.1
OG0003863	XP_003436354.1	XP_037873078.1
OG0003864	XP_317926.4	XP_037867969.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	NP_001274766.1, XP_004924935.1
OG0003867	XP_312224.5	XP_012548833.1
OG0003868	XP_310411.7	XP_037874329.1
OG0003869	XP_311926.5	XP_021203303.2
OG0003870	XP_307911.3	XP_004930744.1
OG0003871	XP_315111.4	XP_037866929.1
OG0003872	XP_308174.2	XP_004923397.1
OG0003873	XP_320953.4	XP_012550036.2
OG0003874	XP_319180.3	XP_004924537.1
OG0003875	XP_562161.4	XP_004922154.1
OG0003876	XP_319884.4	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_314810.4	XP_037866550.1
OG0003878	XP_003436746.1, XP_313144.3	XP_037876197.1
OG0003879	XP_316539.2	XP_004931440.3
OG0003880	XP_309242.4	XP_012549422.1
OG0003881	XP_001237692.2	XP_004930195.2
OG0003882	XP_311868.5	XP_012548006.1
OG0003883	XP_311386.4	XP_004926044.1
OG0003884	XP_310455.4	XP_021206275.1
OG0003885	XP_318734.3	XP_004926933.2
OG0003886	XP_314842.3	NP_001040103.1
OG0003887	XP_317201.4	NP_001040385.1
OG0003888	XP_320221.4	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_315664.4	XP_037871897.1
OG0003890	XP_311717.4	XP_021206558.1
OG0003891	XP_309150.5	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_314996.4	XP_012551537.2
OG0003893	XP_551305.4, XP_003435860.1	XP_012548789.1
OG0003895	XP_309808.4	XP_021205899.1
OG0003897	XP_312367.5	XP_037871555.1, NP_001037624.1
OG0003898	XP_315835.4	XP_012550453.2
OG0003899	XP_317642.4	XP_004932565.2
OG0003900	XP_307645.4, XP_307644.2	XP_012551203.1, NP_001040436.1
OG0003901	XP_310209.4	XP_004930363.1
OG0003902	XP_319789.4	XP_021204865.2, XP_037869773.1
OG0003903	XP_315792.4, XP_001688728.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_313786.5	XP_037876679.1
OG0003905	XP_320268.3	XP_004932076.1
OG0003906	XP_562427.1	XP_037870494.1
OG0003907	XP_553285.4	XP_004932080.1
OG0003908	XP_311405.3	NP_001266361.1, XP_021204670.1
OG0003909	XP_307779.5	NP_001188365.1
OG0003910	XP_312278.5	XP_012548261.1
OG0003912	XP_314171.4	XP_004921663.1
OG0003913	XP_315962.4	XP_004933332.1
OG0003914	XP_003436135.1, XP_311548.3	XP_004930054.1
OG0003915	XP_308092.4	XP_004933205.1
OG0003916	XP_307453.3, XP_319009.4	XP_037877157.1, XP_037877156.1
OG0003917	XP_003436440.1	NP_001281215.1
OG0003918	XP_001689289.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_312450.4	XP_037873191.1
OG0003920	XP_001689084.1, XP_318039.3	XP_021205115.1, XP_037873069.1
OG0003921	XP_319681.2	XP_004929517.1
OG0003922	XP_317383.4	XP_037867021.1
OG0003924	XP_321093.4, XP_003435980.1	XP_004928216.2
OG0003925	XP_003437095.1, XP_311307.4	XP_037870734.1
OG0003926	XP_320129.3	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_320900.3	XP_012550651.2
OG0003928	XP_313769.4	XP_004921744.1
OG0003929	XP_003435903.1, XP_321406.5	XP_004921712.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_012547705.1
OG0003931	XP_309977.3	XP_004923823.1
OG0003932	XP_003436142.1	XP_004928355.1
OG0003933	XP_311862.3	XP_004921981.1
OG0003934	XP_316307.1	XP_004927651.1
OG0003935	XP_308886.4	NP_001037257.1
OG0003936	XP_003436329.1, XP_311925.3	XP_037874244.1, NP_001103390.1
OG0003937	XP_315625.4	NP_001119719.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_311333.5	XP_021203066.1
OG0003940	XP_307793.5, XP_306070.4	XP_037868013.1
OG0003941	XP_310602.3	XP_004932659.1
OG0003942	XP_554389.4	XP_004925060.2
OG0003943	XP_312823.5	XP_004930725.1
OG0003944	XP_317195.1	XP_037867768.1
OG0003945	XP_313382.3	XP_004929252.2
OG0003946	XP_308858.4	XP_037872651.1
OG0003947	XP_310464.4, XP_003437045.1	XP_004923402.1
OG0003948	XP_309825.4	NP_001296515.1
OG0003950	XP_310421.4	XP_004931209.1
OG0003951	XP_313109.5	XP_004928878.1
OG0003952	XP_309625.4	XP_021208067.1
OG0003953	XP_310948.4, XP_003436935.1	XP_004925516.1
OG0003954	XP_311994.4	NP_001040494.1
OG0003956	XP_315195.5	XP_037867435.1
OG0003957	XP_320392.4	NP_001040543.1
OG0003958	XP_321015.5	XP_004924203.1, XP_021202374.1
OG0003959	XP_321653.5	XP_004931453.1
OG0003960	XP_003436461.1, XP_314272.5	XP_021203205.2
OG0003961	XP_318614.3	XP_037872304.1
OG0003962	XP_316867.5	XP_004926248.1
OG0003963	XP_317237.3	XP_004926026.1
OG0003964	XP_321179.4	XP_037873074.1
OG0003965	XP_315113.4	XP_004923059.2
OG0003966	XP_311323.4	XP_004927228.1
OG0003967	XP_316857.3	XP_004930408.1
OG0003968	XP_317805.2	XP_004926264.1
OG0003969	XP_320573.1	XP_004929112.1
OG0003970	XP_554210.2	XP_004931345.1
OG0003971	XP_318755.4	XP_004929344.1
OG0003972	XP_001688794.1, XP_316203.2	XP_004926999.1
OG0003974	XP_313497.2	XP_037868812.1
OG0003975	XP_554108.3	XP_037870480.1, XP_037870481.1
OG0003976	XP_320294.3	XP_004927122.1
OG0003977	XP_001687837.2	XP_037867045.1
OG0003978	XP_312928.5, XP_003436420.1	NP_001037660.1
OG0003979	XP_320626.2	XP_004927746.2
OG0003980	XP_319759.4	NP_001138805.1, XP_037866730.1
OG0003981	XP_318692.4	NP_001233148.1, XP_012545487.1
OG0003982	XP_319753.4	XP_037866437.1
OG0003983	XP_315737.4	XP_021202823.1
OG0003985	XP_311326.5	XP_004923535.1
OG0003986	XP_316882.5	XP_037868586.1
OG0003987	XP_309555.4, XP_001688197.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_313024.5	XP_021202849.2
OG0003989	XP_001689096.1, XP_318078.2	XP_012547596.2
OG0003990	XP_315228.5	NP_001355172.1
OG0003991	XP_001687756.2	XP_004932958.2
OG0003993	XP_310762.5, XP_311031.1	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_001689408.1	XP_004933641.2
OG0003995	XP_310142.4	XP_004928599.1
OG0003996	XP_317395.4	XP_004927389.1
OG0003997	XP_001689015.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_001688449.2	XP_021203310.2, XP_021203309.2
OG0003999	XP_001238227.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_315213.4	NP_001296497.1
OG0004001	XP_001237062.2	XP_004927390.2
OG0004002	XP_315904.5, XP_003435730.1	NP_001037456.2
OG0004003	XP_553421.2	XP_037876448.1
OG0004004	XP_311855.4	XP_004922729.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_037867825.1, XP_037867823.1, XP_037867824.1
OG0004006	XP_316519.4	XP_037871169.1
OG0004008	XP_318925.4	XP_037871650.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_004926137.1, XP_004926138.2
OG0004010	XP_316790.4	XP_004921711.1
OG0004011	XP_318681.1	NP_001037514.1, XP_012547123.1
OG0004012	XP_001688421.2	XP_012548993.2
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_004924136.1
OG0004015	XP_003437092.1, XP_311292.4	XP_037874668.1
OG0004016	XP_311166.5	XP_037869870.1
OG0004017	XP_001688637.1	XP_021207252.1
OG0004018	XP_315551.1	XP_004933635.2
OG0004019	XP_003435731.1	NP_001166629.1
OG0004019	XP_001689221.1	XP_004926459.1
OG0004020	XP_003437151.1	XP_037866796.1
OG0004021	XP_310900.5	XP_037869295.1
OG0004022	XP_316825.5	XP_021207600.1
OG0004023	XP_001689316.2	XP_037873199.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_037876311.1
OG0004027	XP_316189.4	XP_004923893.1
OG0004028	XP_308455.4	XP_012544241.1
OG0004029	XP_317149.4, XP_317150.4	XP_037870693.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_554294.3	XP_004923757.1
OG0004033	XP_555381.3	XP_012547603.2
OG0004034	XP_314073.4	XP_004923392.2
OG0004036	XP_307136.4	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_311349.5	XP_037875629.1
OG0004038	XP_321810.4	XP_004929014.1
OG0004040	XP_307401.4	XP_004928222.1
OG0004041	XP_565006.2	NP_001136226.1
OG0004042	XP_312101.5	XP_037867811.1, NP_001036993.1
OG0004043	XP_314537.4	XP_012553204.1, XP_021201806.1
OG0004044	XP_308352.4	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_312996.1	XP_004933047.1
OG0004046	XP_312561.3	XP_004925413.1
OG0004047	XP_321168.5	XP_004933797.2
OG0004048	XP_311026.4	XP_004925882.2
OG0004049	XP_001688807.1	XP_004921635.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_004933431.1
OG0004051	XP_321377.4	NP_001041679.1
OG0004052	XP_313802.5	XP_037876514.1
OG0004053	XP_564094.3	XP_012550083.2
OG0004055	XP_551859.3	XP_037869808.1
OG0004056	XP_316308.4	XP_004923357.2
OG0004058	XP_312771.1	XP_004930619.1
OG0004059	XP_317121.2	XP_037868054.1
OG0004060	XP_308010.5	NP_001296493.1
OG0004061	XP_317494.1	XP_021207327.1
OG0004062	XP_003435760.1, XP_551677.4	XP_004928244.1
OG0004063	XP_318961.4, XP_318960.4	XP_037869504.1
OG0004064	XP_001231048.2	XP_037870738.1
OG0004065	XP_321583.5	XP_004928297.1
OG0004066	XP_310825.3	XP_004924862.1
OG0004067	XP_313977.4	XP_012544048.3
OG0004068	XP_320290.4	XP_012545011.2, NP_001036978.1
OG0004069	XP_311616.1	NP_001037339.1
OG0004070	XP_310908.5, XP_310904.5	XP_012544142.1, XP_012544143.1
OG0004072	XP_001689139.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_308326.4	XP_004921583.1
OG0004074	XP_314000.3	XP_004922411.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_021204167.1
OG0004076	XP_308369.3	XP_004923876.1
OG0004077	XP_313328.4	XP_004928512.1, XP_004928484.2
OG0004078	XP_312472.2	XP_004927166.1
OG0004079	XP_320805.3	XP_037868019.1
OG0004080	XP_315852.4	XP_012549094.1
OG0004082	XP_318628.4	XP_012549767.2
OG0004083	XP_318065.4	NP_001040444.1
OG0004084	XP_310358.7	XP_012546600.1
OG0004085	XP_316356.3	XP_004931989.1
OG0004086	XP_310930.5	XP_012545779.1
OG0004087	XP_311835.5	NP_001189457.1, XP_012553185.1
OG0004088	XP_318883.4	XP_037868298.1
OG0004089	XP_555244.3	XP_037874462.1
OG0004090	XP_001237595.2	XP_004933421.1
OG0004091	XP_319154.4	XP_037870891.1
OG0004092	XP_317242.4	XP_004932361.1, XP_021207711.1
OG0004093	XP_310688.5	XP_037868377.1
OG0004094	XP_311178.4	XP_037870639.1
OG0004095	XP_316020.4	XP_004930179.1
OG0004096	XP_559248.3	NP_001186937.1, XP_012553167.2
OG0004097	XP_318918.2	XP_037873438.1, XP_037873439.1
OG0004098	XP_309835.2	XP_037874111.1
OG0004099	XP_321090.4	XP_004930594.1
OG0004100	XP_313152.3	XP_021205578.2
OG0004101	XP_314837.3	XP_037873940.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_004924707.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_037874307.1
OG0004104	XP_312438.5	XP_037877656.1
OG0004105	XP_319178.4	XP_012552106.1, NP_001036873.1
OG0004106	XP_311153.3	XP_004931162.2
OG0004107	XP_001688851.1	XP_004926250.2
OG0004108	XP_562582.3, XP_003436576.1	XP_037868744.1
OG0004109	XP_563317.4	XP_012553048.1
