Orthogroup	Anopheles_gambiae	Solenopsis_invicta
OG0003932	XP_003436142.1	XP_011175956.1
OG0003933	XP_311862.3	XP_011164334.1
OG0003934	XP_316307.1	XP_039315643.1, XP_039315644.1
OG0003935	XP_308886.4	XP_011169572.1
OG0003936	XP_003436329.1, XP_311925.3	XP_025990001.1
OG0003937	XP_315625.4	XP_039305588.1, XP_039305589.1, XP_039305590.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_011161817.1
OG0003939	XP_311333.5	XP_011168128.1
OG0003940	XP_307793.5, XP_306070.4	XP_039314809.1
OG0003941	XP_310602.3	XP_011166197.1
OG0003943	XP_312823.5	XP_011162640.2
OG0003944	XP_317195.1	XP_011172391.2
OG0003945	XP_313382.3	XP_025986377.1
OG0003946	XP_308858.4	XP_025986400.1
OG0003947	XP_310464.4, XP_003437045.1	XP_011159662.1, XP_025991662.1
OG0003948	XP_309825.4	XP_011158015.1
OG0003950	XP_310421.4	XP_011170040.1
OG0003951	XP_313109.5	XP_011172015.2
OG0003952	XP_309625.4	XP_025990828.1
OG0003953	XP_310948.4, XP_003436935.1	XP_011162228.1
OG0003954	XP_311994.4	XP_011162943.1
OG0003956	XP_315195.5	XP_011175137.1
OG0003957	XP_320392.4	XP_011161541.1
OG0003958	XP_321015.5	XP_011155905.1
OG0003959	XP_321653.5	XP_011169772.1
OG0003960	XP_003436461.1, XP_314272.5	XP_025989645.1
OG0003961	XP_318614.3	XP_011173964.2
OG0003962	XP_316867.5	XP_011158728.2
OG0003963	XP_317237.3	XP_011171315.2
OG0003964	XP_321179.4	XP_039311722.1
OG0003965	XP_315113.4	XP_039314142.1
OG0003966	XP_311323.4	XP_039311890.1, XP_039311891.1
OG0003967	XP_316857.3	XP_025993554.1, XP_039311771.1, XP_039303565.1
OG0003968	XP_317805.2	XP_011172321.1
OG0003969	XP_320573.1	XP_011167354.1
OG0003970	XP_554210.2	XP_011169892.1
OG0003971	XP_318755.4	XP_011157998.1
OG0003972	XP_001688794.1, XP_316203.2	XP_011159684.1
OG0003973	XP_320234.3	XP_011160299.1
OG0003974	XP_313497.2	XP_011156214.1
OG0003975	XP_554108.3	XP_025997197.1
OG0003976	XP_320294.3	XP_011170682.1
OG0003977	XP_001687837.2	XP_011158706.1, XP_039305263.1
OG0003978	XP_312928.5, XP_003436420.1	XP_011162080.1
OG0003979	XP_320626.2	XP_011155702.2, XP_011155701.2
OG0003980	XP_319759.4	XP_011169396.1
OG0003981	XP_318692.4	XP_011173719.1
OG0003982	XP_319753.4	XP_039312784.1
OG0003983	XP_315737.4	XP_025991685.1, XP_025991684.1
OG0003985	XP_311326.5	XP_011173006.1
OG0003986	XP_316882.5	XP_039313515.1
OG0003988	XP_313024.5	XP_025988648.1, XP_025988653.1
OG0003989	XP_001689096.1, XP_318078.2	XP_011155316.2
OG0003990	XP_315228.5	XP_039310594.1
OG0003991	XP_001687756.2	XP_025990820.2
OG0003992	XP_308140.4	XP_011157073.1
OG0003994	XP_001689408.1	XP_011173065.2
OG0003995	XP_310142.4	XP_011163297.1
OG0003996	XP_317395.4	XP_011167121.1
OG0003997	XP_001689015.1	XP_039309289.1
OG0003998	XP_001688449.2	XP_011175483.2
OG0003999	XP_001238227.1	XP_011161469.1
OG0004000	XP_315213.4	XP_011158775.2
OG0004001	XP_001237062.2	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1
OG0004002	XP_315904.5, XP_003435730.1	XP_011169532.1
OG0004003	XP_553421.2	XP_011159911.1
OG0004004	XP_311855.4	XP_039305247.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_025988994.2
OG0004006	XP_316519.4	XP_025992759.2
OG0004008	XP_318925.4	XP_011158353.1, XP_011158354.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_011163925.1
OG0004010	XP_316790.4	XP_011166009.1
OG0004011	XP_318681.1	XP_011164190.1
OG0004012	XP_001688421.2	XP_025996424.2, XP_039307838.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_025995379.2
OG0004015	XP_003437092.1, XP_311292.4	XP_025989603.1
OG0004016	XP_311166.5	XP_011160976.2
OG0004017	XP_001688637.1	XP_025986525.1
OG0004018	XP_315551.1	XP_011157242.1, XP_025995061.1
OG0004019	XP_001689221.1	XP_011161528.1
OG0004020	XP_003437151.1	XP_011166363.1
OG0004021	XP_310900.5	XP_039313089.1, XP_039313090.1, XP_025995783.1
OG0004022	XP_316825.5	XP_011171815.1
OG0004023	XP_001689316.2	XP_011162975.1, XP_011162974.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_025990012.1
OG0004027	XP_316189.4	XP_011164751.3
OG0004028	XP_308455.4	XP_011159188.1
OG0004029	XP_317150.4	XP_011160784.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_011170043.1
OG0004031	XP_554294.3	XP_011158780.1
OG0004033	XP_555381.3	XP_039307474.1
OG0004034	XP_314073.4	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1
OG0004036	XP_307136.4	XP_011158733.3
OG0004037	XP_311349.5	XP_011170260.1, XP_039314275.1
OG0004038	XP_321810.4	XP_011176152.1
OG0004040	XP_307401.4	XP_011174172.2
OG0004041	XP_565006.2	XP_011176199.1
OG0004042	XP_312101.5	XP_025989619.2
OG0004043	XP_314537.4	XP_011163010.1
OG0004044	XP_308352.4	XP_039305638.1, XP_039305637.1
OG0004045	XP_312996.1	XP_011164711.1
OG0004046	XP_312561.3	XP_039302056.1
OG0004047	XP_321168.5	XP_039313211.1, XP_025995715.1
OG0004048	XP_311026.4	XP_011160967.1
OG0004049	XP_001688807.1	XP_011164527.2
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_011167831.1
OG0004051	XP_321377.4	XP_011165647.1
OG0004052	XP_313802.5	XP_039315146.1
OG0004053	XP_564094.3	XP_011159339.2
OG0004055	XP_551859.3	XP_011163549.1
OG0004056	XP_316308.4	XP_011166280.2
OG0004058	XP_312771.1	XP_011169619.1
OG0004059	XP_317121.2	XP_011157452.1
OG0004060	XP_308010.5	XP_025991675.1
OG0004061	XP_317494.1	XP_011168657.1
OG0004062	XP_003435760.1, XP_551677.4	XP_025990409.1
OG0004063	XP_318961.4, XP_318960.4	XP_011159313.1, XP_039304238.1
OG0004064	XP_001231048.2	XP_011164224.2
OG0004065	XP_321583.5	XP_011165116.3
OG0004066	XP_310825.3	XP_011161434.1, XP_039310940.1
OG0004067	XP_313977.4	XP_025987207.2
OG0004068	XP_320290.4	XP_039308564.1
OG0004069	XP_311616.1	XP_011155411.1
OG0004070	XP_310908.5, XP_310904.5	XP_025993491.2
OG0004071	XP_001688827.1, XP_316281.4	XP_025988101.1
OG0004072	XP_001689139.1	XP_011165270.1
OG0004073	XP_308326.4	XP_011168263.1
OG0004074	XP_314000.3	XP_011169219.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_011175194.1
OG0004076	XP_308369.3	XP_011170411.1
OG0004077	XP_313328.4	XP_011159212.1
OG0004078	XP_312472.2	XP_011155720.1
OG0004079	XP_320805.3	XP_025996144.1, XP_039302042.1
OG0004080	XP_315852.4	XP_011159852.1
OG0004082	XP_318628.4	XP_011162090.2
OG0004083	XP_318065.4	XP_039309612.1
OG0004084	XP_310358.7	XP_039314572.1
OG0004085	XP_316356.3	XP_011161228.1
OG0004086	XP_310930.5	XP_011174364.1
OG0004087	XP_311835.5	XP_025995637.1
OG0004088	XP_318883.4	XP_011169452.1
OG0004089	XP_555244.3	XP_011168660.2
OG0004090	XP_001237595.2	XP_011162348.1
OG0004091	XP_319154.4	XP_039309999.1
OG0004093	XP_310688.5	XP_025995055.1, XP_025995058.1
OG0004094	XP_311178.4	XP_011169405.1
OG0004095	XP_316020.4	XP_011169035.1
OG0004096	XP_559248.3	XP_025993161.1, XP_011155807.2
OG0004097	XP_318918.2	XP_011166008.1
OG0004098	XP_309835.2	XP_011155347.1
OG0004099	XP_321090.4	XP_011165675.1
OG0004100	XP_313152.3	XP_011156672.1
OG0004101	XP_314837.3	XP_011166845.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_011170924.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_039313925.1
OG0004104	XP_312438.5	XP_039302709.1
OG0004105	XP_319178.4	XP_025990046.2
OG0004106	XP_311153.3	XP_011163995.1
OG0004107	XP_001688851.1	XP_011165569.2
OG0004108	XP_562582.3, XP_003436576.1	XP_011167636.1
OG0004109	XP_563317.4	XP_011158607.1
OG0004110	XP_316345.4	XP_025996654.1
OG0004111	XP_314309.4	XP_011156109.1
OG0004112	XP_321635.1, XP_003435850.1	XP_039303941.1, XP_011168726.1
OG0004113	XP_320525.4	XP_011158698.1
OG0004114	XP_319407.2	XP_011160769.1
OG0004116	XP_001237507.3	XP_025990961.2
OG0004117	XP_001237803.2	XP_011175564.1, XP_011175562.1
OG0004119	XP_319556.5	XP_039310397.1
OG0004120	XP_321666.3	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1
OG0004121	XP_321405.4	XP_011167012.1
OG0004122	XP_309209.5	XP_039309149.1
OG0004123	XP_319749.3	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1
OG0004124	XP_316056.4, XP_556692.3	XP_025987768.1
OG0004125	XP_310876.4	XP_011156216.1
OG0004126	XP_319248.3, XP_001238114.1, XP_553994.2	XP_025991158.1
OG0004127	XP_003436623.1	XP_011159087.1
OG0004128	XP_319393.4	XP_039307630.1
OG0004129	XP_314716.4	XP_039313342.1
OG0004130	XP_312574.4	XP_039314762.1
OG0004131	XP_309504.4	XP_039304436.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_039309364.1
OG0004133	XP_003436965.1	XP_011167669.2, XP_011167668.2, XP_039312294.1
OG0004137	XP_312668.4	XP_025990944.2
OG0004138	XP_307877.2	XP_011160097.1
OG0004139	XP_315254.3	XP_011157272.1
OG0004140	XP_001689102.1	XP_011171059.1
OG0004141	XP_316517.4	XP_011164745.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_039305779.1
OG0004143	XP_001237118.2	XP_011168220.1
OG0004144	XP_319864.4	XP_011163595.1
OG0004145	XP_309941.4	XP_011155467.2
OG0004146	XP_315438.3	XP_011166259.1
OG0004147	XP_308817.4	XP_025985975.1
OG0004148	XP_001687765.2	XP_039305262.1
OG0004149	XP_001689259.1	XP_039308369.1
OG0004150	XP_318430.3	XP_011162070.1
OG0004151	XP_316047.4	XP_039311368.1
OG0004152	XP_555730.2	XP_039308924.1, XP_039308921.1, XP_039308869.1, XP_025988257.2
OG0004153	XP_312247.5	XP_025988502.2, XP_039304668.1
OG0004154	XP_563530.3	XP_039303630.1
OG0004155	XP_003436256.1, XP_312076.2	XP_025991666.2
OG0004158	XP_316619.4	XP_025993420.1
OG0004159	XP_316144.4	XP_011175964.1, XP_011175965.1, XP_011175966.1
OG0004160	XP_316661.5	XP_025985805.1, XP_039308353.1
OG0004162	XP_310156.4	XP_025993897.1
OG0004163	XP_553259.2	XP_025993169.1
OG0004164	XP_003435882.1	XP_039312197.1, XP_025989186.1
OG0004166	XP_316078.4	XP_011168788.1, XP_039310560.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_011176278.2
OG0004168	XP_315532.3	XP_011159318.1
OG0004169	XP_003436961.1, XP_310840.5	XP_011160718.1
OG0004170	XP_309924.4	XP_039303138.1, XP_039315205.1, XP_039303123.1
OG0004171	XP_310964.5	XP_039311461.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_039303357.1
OG0004174	XP_308670.4	XP_039302753.1
OG0004175	XP_315524.4, XP_001688674.1	XP_011169285.2
OG0004176	XP_001237727.1, XP_315864.4	XP_011170037.2
OG0004177	XP_319569.4	XP_011168778.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_025992042.2
OG0004180	XP_311082.5	XP_011158747.1
OG0004181	XP_317116.4, XP_318879.3	XP_039312215.1, XP_039312049.1
OG0004182	XP_001230685.2	XP_039313964.1
OG0004183	XP_001689011.1	XP_011157967.1
OG0004184	XP_320342.4	XP_039310820.1
OG0004186	XP_317615.4	XP_039308206.1
OG0004187	XP_311316.3	XP_011164732.1
OG0004188	XP_319883.4	XP_011175685.1
OG0004189	XP_317522.4	XP_039308036.1, XP_039308034.1
OG0004190	XP_321498.4	XP_011164892.1, XP_039303349.1
OG0004191	XP_308181.4	XP_011159286.1
OG0004192	XP_313788.4	XP_011168000.1
OG0004193	XP_308604.4, XP_001688029.1	XP_025989345.1
OG0004194	XP_307775.3	XP_011158897.1
OG0004195	XP_315995.1	XP_011170586.1
OG0004196	XP_556213.2, XP_555772.2	XP_011166763.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_011171734.2
OG0004198	XP_001238086.1, XP_319104.4	XP_011160987.1
OG0004201	XP_310532.5	XP_039312011.1, XP_039312010.1
OG0004202	XP_320050.4	XP_011156210.1
OG0004203	XP_308842.4	XP_011166503.2
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_011166358.2
OG0004206	XP_308698.4	XP_039309415.1, XP_011157038.1
OG0004207	XP_312766.5	XP_011175161.1
OG0004209	XP_003436488.1, XP_311764.4	XP_025992085.1, XP_025992086.1
OG0004210	XP_316202.4	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2
OG0004211	XP_003436790.1	XP_011173627.2
OG0004212	XP_001689214.1	XP_025994561.1
OG0004213	XP_312547.4	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_011158629.1
OG0004215	XP_319187.4	XP_011160562.1
OG0004216	XP_307795.3	XP_039312904.1
OG0004217	XP_001689380.1	XP_011175532.1
OG0004218	XP_001687842.2	XP_039303362.1, XP_039303359.1
OG0004219	XP_314287.3	XP_011168347.1
OG0004220	XP_318886.3	XP_011158592.3
OG0004223	XP_318483.1, XP_003436691.1	XP_011159387.2
OG0004224	XP_309683.5, XP_003436491.1	XP_025988714.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_011167154.1
OG0004227	XP_308443.4	XP_011163093.1
OG0004228	XP_003437021.1	XP_011170441.1
OG0004229	XP_315442.4	XP_011158581.1
OG0004230	XP_315606.4	XP_039306510.1
OG0004231	XP_310950.5	XP_039313773.1
OG0004232	XP_316514.4	XP_011165091.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_025993542.1
OG0004234	XP_001688546.1	XP_011170895.1
OG0004235	XP_566098.3	XP_011163158.2
OG0004236	XP_315047.4	XP_039303983.1
OG0004237	XP_318914.4	XP_025994831.1
OG0004238	XP_552873.2, XP_319730.4	XP_011173284.1
OG0004239	XP_319835.4	XP_039305479.1
OG0004240	XP_317196.4	XP_011167991.1
OG0004241	XP_001688994.1	XP_039311612.1
OG0004242	XP_310918.5	XP_011163221.1
OG0004243	XP_552043.1	XP_025986763.1
OG0004245	XP_310404.4	XP_025995987.1, XP_039302544.1
OG0004246	XP_309135.1	XP_025990220.1
OG0004247	XP_312497.5	XP_039308659.1, XP_039308658.1, XP_039308657.1
OG0004248	XP_311402.2	XP_011168571.2
OG0004249	XP_313558.5	XP_011159482.1
OG0004250	XP_003436772.1	XP_039304009.1
OG0004251	XP_311062.5	XP_011163731.1, XP_039310626.1
OG0004252	XP_311836.5	XP_011171189.1
OG0004253	XP_317481.4	XP_011172606.1
OG0004275	XP_321541.4, XP_003435881.1	XP_011167760.1
OG0004276	XP_320252.4	XP_011156394.1
OG0004277	XP_316033.4	XP_011167596.1
OG0004278	XP_313760.4	XP_011159414.1
OG0004279	XP_321619.3	XP_025992877.1
OG0004280	XP_321163.4	XP_011162790.1
OG0004281	XP_315590.3	XP_011165507.3
OG0004282	XP_552798.3	NP_001291536.1
OG0004283	XP_321155.3	XP_011158925.1, XP_011170687.2
OG0004284	XP_313275.3	XP_011159168.2
OG0004285	XP_308285.3	XP_011170431.1
OG0004286	XP_320669.4	XP_025991997.1
OG0004287	XP_310452.5	XP_011171348.1
OG0004288	XP_321802.3	XP_011160311.1
OG0004289	XP_312991.3	XP_011174990.1
OG0004290	XP_308524.4	XP_011160834.1
OG0004291	XP_310934.4	XP_011159623.1
OG0004292	XP_309527.3	XP_025988686.1
OG0004293	XP_309304.3	XP_011161761.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_011164701.1
OG0004297	XP_319630.2	XP_011159308.2
OG0004298	XP_563593.1	XP_025991766.1
OG0004299	XP_003437123.1, XP_316835.4	XP_011162811.1
OG0004300	XP_309200.2	XP_011173646.1
OG0004301	XP_307798.4	XP_011175923.1
OG0004302	XP_315417.4	XP_011164490.1
OG0004303	XP_319722.3	XP_011173353.1
OG0004304	XP_317299.3	XP_011172794.1
OG0004305	XP_317138.4	XP_011165525.1, XP_011165526.1
OG0004306	XP_311387.3	XP_011161319.1
OG0004307	XP_320804.4	XP_025990223.1
OG0004308	XP_001689366.2	XP_011155369.1
OG0004309	XP_314243.4	XP_011172070.1, XP_039302724.1
OG0004310	XP_314752.3	XP_011169536.1
OG0004311	XP_317337.3	XP_011167419.1
OG0004312	XP_308769.2	XP_011176213.1
OG0004313	XP_311332.4	XP_011156843.1
OG0004314	XP_310190.3	XP_011175481.1
OG0004315	XP_316499.2	XP_039313436.1
OG0004316	XP_312474.4	XP_011160667.1
OG0004317	XP_317881.2	XP_011169758.1
OG0004318	XP_558148.1, XP_314575.2	XP_011167420.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_011158298.1
OG0004321	XP_320235.4	XP_011160296.1
OG0004322	XP_315390.3	XP_025996169.1
OG0004323	XP_310208.3	XP_011156367.1
OG0004324	XP_003435869.1	XP_011168737.1
OG0004325	XP_321348.3	XP_011167787.2
OG0004326	XP_322016.4	XP_011155658.1
OG0004327	XP_313697.4	XP_011162645.1
OG0004328	XP_321089.4, XP_003435981.1	XP_011175958.1
OG0004329	XP_317780.4	XP_011164160.1
OG0004330	XP_312755.2	XP_011166161.1
OG0004331	XP_311286.5	XP_039312186.1
OG0004332	XP_311310.1	XP_011158918.1
OG0004333	XP_311779.4	XP_011164566.1
OG0004334	XP_314997.3	XP_011155808.1
OG0004335	XP_001238387.2	XP_011168535.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	XP_011175185.2
OG0004338	XP_318578.3	XP_011175918.1
OG0004339	XP_318431.5	XP_025986876.1
OG0004340	XP_319922.4	XP_011169576.1
OG0004341	XP_318896.3	XP_011159269.1
OG0004343	XP_317435.3	XP_011158059.1
OG0004344	XP_311859.5	XP_011157561.1
OG0004345	XP_307896.3	XP_011165075.2
OG0004346	XP_320535.3	XP_011160509.1
OG0004347	XP_317030.3	XP_011158052.1
OG0004348	XP_312296.5	XP_011155402.1, XP_011155403.1
OG0004349	XP_321407.3	XP_011172971.1
OG0004350	XP_307264.3	XP_011162606.2
OG0004351	XP_313999.2	XP_011169220.1
OG0004352	XP_562238.4	XP_025993434.1
OG0004354	XP_309347.4	XP_011166851.1
OG0004355	XP_312461.3	XP_011159672.1
OG0004356	XP_311025.2	XP_011163720.1
OG0004357	XP_003437031.1, XP_565769.4	XP_011168541.1
OG0004358	XP_314490.4	XP_011155962.1
OG0004359	XP_308962.3	XP_011159163.1
OG0004360	XP_310387.5	XP_039310609.1, XP_011162634.1
OG0004361	XP_321795.2	XP_039306298.1, XP_039306297.1
OG0004362	XP_313003.4	XP_011163937.1
OG0004363	XP_556483.3	XP_011168050.1
OG0004364	XP_315443.3	XP_011173448.1
OG0004365	XP_001688522.1	XP_011160867.3
OG0004366	XP_317046.2	XP_011158666.2
OG0004367	XP_312972.5	XP_011166171.1
OG0004368	XP_311037.3	XP_011162649.1
OG0004369	XP_314876.4	XP_011166769.1
OG0004370	XP_001688524.1, XP_314102.2	XP_011158745.1
OG0004371	XP_316567.4	XP_011168028.1
OG0004372	XP_321106.4, XP_003435977.1	XP_011157803.1
OG0004373	XP_310479.5	XP_025987089.2
OG0004374	XP_319927.3	XP_011167279.1
OG0004375	XP_317168.1	XP_011175577.1
OG0004376	XP_316497.2	XP_011158201.1, XP_039307158.1
OG0004377	XP_310437.4, XP_003436642.1, XP_003436643.1	XP_011168524.1
OG0004378	XP_559130.1	XP_039312560.1, XP_025994146.1, XP_025994144.1
OG0004379	XP_319397.4	XP_011173472.1
OG0004380	XP_003436771.1	XP_011170800.1
OG0004381	XP_313959.3	XP_011170090.1, XP_011170088.1
OG0004382	XP_310797.5	XP_011165974.1
OG0004383	XP_001687889.1, XP_308303.3	XP_039308163.1
OG0004384	XP_560526.4, XP_307660.4, XP_319353.4	XP_011171821.1
OG0004385	XP_562397.3	XP_011175281.1
OG0004386	XP_315624.3	XP_039302032.1
OG0004387	XP_318983.3	XP_011159528.1
OG0004388	XP_316948.4	XP_039307715.1, XP_039310233.1
OG0004389	XP_319206.4	XP_025991586.1
OG0004390	XP_313986.4	XP_011163163.1
OG0004391	XP_315850.3	XP_011162978.1, XP_039309542.1
OG0004392	XP_312031.5, XP_003436278.1	XP_011165811.1
OG0004393	XP_321918.4	XP_025994963.1, XP_025994964.1
OG0004394	XP_321075.3	XP_039306930.1
OG0004395	XP_318420.5	XP_011155442.1
OG0004396	XP_308224.3	XP_011171282.1
OG0004397	XP_308644.4	XP_039315694.1
OG0004398	XP_319908.4	XP_011163824.1
OG0004400	XP_321839.4	XP_025986767.1
OG0004401	XP_309580.4, XP_001237244.2	XP_011164976.1
OG0004402	XP_307863.1	XP_025986957.2
OG0004403	XP_308013.5	XP_011155452.1, XP_039308802.1
OG0004404	XP_320142.3	XP_011175503.1
OG0004406	XP_316876.5	XP_025988639.1
OG0004407	XP_321320.5	XP_025989611.2
OG0004408	XP_320152.4	XP_025988093.1
OG0004409	XP_311589.4	XP_039310539.1
OG0004410	XP_560403.3	XP_025990670.1, XP_011161046.1
OG0004411	XP_308839.2	XP_011161010.1
OG0004412	XP_314028.3	XP_025986105.1
OG0004413	XP_001688479.1, XP_313945.3	XP_039308509.1
OG0004414	XP_316150.4	XP_011161695.2
OG0004415	XP_313866.5	XP_039307262.1
OG0004416	XP_556948.3	XP_011163051.1
OG0004417	XP_313741.5	XP_025988619.2
OG0004418	XP_024667075.1	XP_011172442.1
OG0004419	XP_001237538.3, XP_001688459.2	XP_039304889.1
OG0004420	XP_320432.3	XP_011165627.2
OG0004421	XP_001688688.1, XP_001230832.1, XP_003436476.1	XP_011157351.1
OG0004422	XP_313187.5	XP_011166474.2
OG0004423	XP_319791.4	XP_039310197.1
OG0004424	XP_314342.3	XP_025992955.1
OG0004425	XP_317243.4	XP_039302251.1
OG0004426	XP_317593.4	XP_011159423.1
OG0004427	XP_318657.4	XP_011159910.1
OG0004428	XP_308965.3	XP_039311638.1
OG0004429	XP_003437020.1	XP_011157697.1
OG0004430	XP_003436927.1, XP_310982.3	XP_039310268.1
OG0004431	XP_313450.5	XP_025997187.1, XP_011160792.1
OG0004432	XP_315449.4	XP_025993998.1
OG0004434	XP_001231086.2, XP_554563.3	XP_011156787.1
OG0004435	XP_320022.4	XP_025989496.1, XP_025990783.2, XP_039314988.1, XP_011165193.2, XP_039307664.1, XP_039307658.1, XP_039314245.1, XP_039314244.1, XP_039314243.1, XP_039314247.1, XP_025990771.2, XP_025990768.2, XP_025990773.2, XP_011169811.1, XP_011169812.1
OG0004436	XP_001237457.2, XP_312362.3	XP_011168013.1
OG0004437	XP_312149.4	XP_011168642.1
OG0004438	XP_312262.4	XP_025994124.1, XP_039312555.1
OG0004439	XP_308308.4, XP_001687891.1	XP_011169286.1
OG0004440	XP_320387.3	XP_011176217.1
OG0004441	XP_321146.5	XP_011159753.2
OG0004442	XP_316678.1	XP_025987729.1
OG0004443	XP_317854.4	XP_025991714.1
OG0004445	XP_310837.5	XP_039313251.1, XP_039313250.1
OG0004447	XP_566117.4	XP_039311770.1, XP_011159130.1
OG0004448	XP_314928.2	XP_039313730.1, XP_011163392.2
OG0004449	XP_311519.3	XP_011169297.1, XP_025992247.1
OG0004450	XP_310814.5	XP_011174938.1
OG0004451	XP_316391.4, XP_001688854.1, XP_001688853.1	XP_011160755.1
OG0004452	XP_003436887.1, XP_311627.4, XP_003436886.1	XP_011155407.1
OG0004453	XP_308414.4	XP_025994892.1, XP_011171190.1
OG0004454	XP_313307.5	XP_011171833.1
OG0004455	XP_312924.4, XP_312923.4	XP_011167793.1
OG0004457	XP_563061.3	XP_011176070.1
OG0004458	XP_316653.4	XP_025991195.2
OG0004459	XP_322065.3	XP_011165110.1
OG0004460	XP_307583.2, XP_313198.5	XP_011169587.1, XP_025989829.1
OG0004461	XP_310157.4	XP_011156661.1
OG0004462	XP_003436977.1	XP_011161260.2
OG0004463	XP_313387.4	XP_025991456.1, XP_011156259.1
OG0004464	XP_315099.3, XP_003436770.1, XP_001688614.1	XP_011172392.1, XP_025993072.1
OG0004465	XP_003437046.1, XP_310457.5	XP_011161574.1
OG0004466	XP_314849.2	XP_039301978.1
OG0004467	XP_317019.4	XP_039312250.1
OG0004468	XP_317424.4	XP_025988602.1, XP_025988603.1, XP_025988604.1
OG0004469	XP_314026.4	XP_011164113.1
OG0004470	XP_313821.3	XP_011159822.1
OG0004471	XP_314945.1	XP_011155652.1
OG0004472	XP_309363.3	XP_011173560.1
OG0004473	XP_315205.4	XP_025990394.2
OG0004475	XP_313608.5	XP_025995792.1
OG0004476	XP_308218.4	XP_025992347.1
OG0004478	XP_314540.4	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1
