Orthogroup	Polistes_dominula	Aedes_aegypti
OG0003054	XP_015172944.1	XP_021699458.1, XP_021699459.1, XP_021699460.1, XP_021699461.1, XP_021699462.1, XP_001653179.2
OG0003055	XP_015177299.1	XP_001652904.2
OG0003056	XP_015175916.1	XP_021710918.1
OG0003057	XP_015191645.1	XP_001657135.1
OG0003058	XP_015186476.1, XP_015186475.1	XP_021706925.1, XP_021712243.1
OG0003059	XP_015188116.1	XP_001653775.1
OG0003060	XP_015191432.1	XP_001660862.1
OG0003061	XP_015177671.1	XP_001654080.1, XP_001654079.1
OG0003062	XP_015187426.1	XP_021697867.1, XP_021697866.1, XP_021697865.1, XP_021697864.1, XP_021697863.1
OG0003063	XP_015191626.1	XP_001653721.2
OG0003064	XP_015180874.1	XP_001650360.2
OG0003065	XP_015175201.1	XP_021702009.1, XP_021702013.1
OG0003066	XP_015174225.1	XP_001648811.1
OG0003067	XP_015182205.1	XP_021699835.1
OG0003068	XP_015191543.1	XP_001662911.1, XP_021713094.1
OG0003069	XP_015191200.1, XP_015191201.1	XP_021697067.1, XP_001652201.1
OG0003070	XP_015178068.1	XP_021705785.1
OG0003071	XP_015184840.1	XP_021705142.1
OG0003072	XP_015190305.1	XP_021693629.1, XP_001648534.2, XP_021693628.1, XP_021693627.1, XP_021693630.1
OG0003073	XP_015174672.1	XP_001663577.1
OG0003074	XP_015173780.1	XP_021700801.1
OG0003075	XP_015190121.1	XP_021696817.1
OG0003076	XP_015189293.1	XP_001661902.2
OG0003077	XP_015174945.1	XP_001649414.2
OG0003078	XP_015180442.1	XP_021693122.1
OG0003079	XP_015184802.1	XP_021709596.1
OG0003080	XP_015179767.1	XP_001658918.2
OG0003081	XP_015186601.1, XP_015186609.1	XP_011492962.1
OG0003083	XP_015191579.1	XP_021704911.1, XP_021704899.1
OG0003084	XP_015181451.1	XP_001661437.2
OG0003085	XP_015176207.1	XP_021703848.1, XP_021703847.1
OG0003086	XP_015189475.1, XP_015183360.1, XP_015183358.1, XP_015183359.1, XP_015183357.1	XP_001661772.2
OG0003087	XP_015176254.1	XP_021708844.1
OG0003088	XP_015178130.1	XP_001656471.2
OG0003089	XP_015181889.1	XP_001654180.1
OG0003090	XP_015182283.1	XP_021699042.1, XP_021699045.1, XP_021699044.1, XP_021699047.1, XP_021699043.1, XP_021699046.1
OG0003091	XP_015176690.1	XP_021708950.1, XP_021708951.1, XP_021708952.1, XP_001664208.1
OG0003092	XP_015179859.1	XP_001653748.2
OG0003094	XP_015179109.1, XP_015179110.1, XP_015179111.1	XP_021709182.1, XP_001660056.1
OG0003095	XP_015174390.1	XP_021712379.1, XP_001664217.2
OG0003097	XP_015184835.1	XP_001648219.1
OG0003098	XP_015179966.1	XP_001663730.1
OG0003099	XP_015182621.1	XP_021710115.1
OG0003100	XP_015187097.1, XP_015186857.1	XP_001650674.2
OG0003101	XP_015175941.1	XP_001657869.2
OG0003102	XP_015182475.1	XP_021697770.1
OG0003103	XP_015174492.1	XP_001655135.2, XP_021699621.1, XP_021699622.1, XP_021699623.1, XP_021699624.1, XP_021699625.1
OG0003104	XP_015184584.1	XP_021697514.1
OG0003105	XP_015179291.1	XP_021713325.1
OG0003106	XP_015186342.1, XP_015186341.1	XP_021709502.1, XP_021709501.1, XP_021709500.1, XP_021709499.1, XP_021709498.1, XP_021709497.1
OG0003107	XP_015189167.1, XP_015189166.1	XP_001653245.1
OG0003108	XP_015174853.1	XP_021703474.1, XP_021703475.1, XP_021703473.1
OG0003109	XP_015189009.1	XP_021705763.1, XP_021701162.1, XP_021701163.1
OG0003110	XP_015180213.1, XP_015180214.1	XP_021705270.1
OG0003111	XP_015182062.1, XP_015182061.1, XP_015182060.1	XP_021705886.1, XP_001656836.1, XP_021705885.1, XP_021705884.1
OG0003112	XP_015182512.1	XP_001651861.1
OG0003113	XP_015172624.1	XP_001649950.2
OG0003114	XP_015187843.1	XP_021699654.1
OG0003115	XP_015172262.1	XP_021712430.1, XP_021708814.1
OG0003116	XP_015174905.1	XP_011493309.1, XP_021707230.1
OG0003118	XP_015189189.1	XP_021709995.1
OG0003119	XP_015182637.1	XP_001654472.1
OG0003120	XP_015184293.1	XP_021704197.1, XP_021704189.1, XP_021704194.1
OG0003121	XP_015182598.1	XP_021711937.1, XP_021710334.1
OG0003122	XP_015189161.1	XP_021702962.1
OG0003123	XP_015174949.1	XP_001661764.1
OG0003124	XP_015182712.1	XP_001652156.1
OG0003125	XP_015176609.1	XP_001653815.1
OG0003126	XP_015173208.1, XP_015173199.1	XP_021700881.1
OG0003127	XP_015178275.1	XP_021701923.1, XP_021701924.1, XP_021701928.1, XP_021710811.1
OG0003128	XP_015186539.1	XP_021695478.1
OG0003129	XP_015182000.1	XP_021701462.1, XP_021701461.1
OG0003130	XP_015171422.1	XP_021704243.1
OG0003131	XP_015179931.1	XP_021702884.1
OG0003132	XP_015176261.1, XP_015176260.1, XP_015176259.1	XP_021710481.1
OG0003133	XP_015173779.1	XP_021702613.1
OG0003134	XP_015187630.1	XP_001661906.1
OG0003135	XP_015183810.1	XP_021709994.1
OG0003136	XP_015172205.1	XP_021695249.1
OG0003137	XP_015185845.1	XP_001655068.1, XP_011493570.1
OG0003138	XP_015176465.1	XP_021709304.1, XP_001651515.2, XP_021712754.1
OG0003139	XP_015187808.1	XP_021693199.1, XP_021693219.1, XP_021693208.1, XP_021693213.1, XP_021693207.1
OG0003140	XP_015190332.1	XP_021709430.1
OG0003142	XP_015188107.1	XP_021699177.1
OG0003143	XP_015187685.1	XP_021698784.1
OG0003144	XP_015182431.1	XP_021704577.1
OG0003146	XP_015174245.1	XP_001656515.2
OG0003147	XP_015185446.1	XP_021711895.1, XP_021703191.1
OG0003148	XP_015177845.1	XP_021700145.1
OG0003149	XP_015184441.1, XP_015184440.1	XP_001654230.1
OG0003150	XP_015187854.1, XP_015187853.1, XP_015187855.1	XP_001652881.1
OG0003151	XP_015180985.1	XP_021698374.1, XP_021698373.1
OG0003152	XP_015178886.1	XP_021694662.1
OG0003153	XP_015177948.1	XP_011493480.1, XP_021701209.1
OG0003154	XP_015188206.1	XP_021711955.1, XP_021700332.1, XP_021694752.1, XP_021694754.1
OG0003155	XP_015178197.1	XP_021693763.1
OG0003156	XP_015172614.1	XP_021693658.1, XP_021693085.1, XP_021693084.1
OG0003157	XP_015177197.1	XP_021704525.1
OG0003158	XP_015184207.1	XP_001651370.2
OG0003159	XP_015171686.1	XP_001660477.2
OG0003160	XP_015175964.1, XP_015175963.1	XP_001651369.1
OG0003162	XP_015174414.1, XP_015174412.1, XP_015174413.1	XP_001661213.2
OG0003163	XP_015190625.1, XP_015190622.1	XP_001651051.1
OG0003164	XP_015176415.1	XP_021692950.1, XP_021692954.1, XP_021692944.1
OG0003165	XP_015191074.1	XP_001659733.2
OG0003166	XP_015174570.1, XP_015174569.1, XP_015174568.1	XP_021701100.1
OG0003167	XP_015191470.1	XP_001654672.2, XP_021693954.1, XP_021700118.1
OG0003168	XP_015189246.1	XP_021705431.1, XP_021712048.1
OG0003169	XP_015182981.1	XP_001647884.1
OG0003171	XP_015174123.1	XP_021696762.1
OG0003172	XP_015186769.1	XP_001658550.2
OG0003173	XP_015177553.1	XP_001650495.1
OG0003174	XP_015171628.1, XP_015171627.1	XP_001659882.2
OG0003175	XP_015191303.1	XP_021709481.1
OG0003176	XP_015178251.1	XP_001661658.2, XP_021699842.1, XP_021699843.1
OG0003177	XP_015187693.1	XP_021713352.1, XP_001653897.2
OG0003178	XP_015191248.1	XP_021710084.1
OG0003179	XP_015185155.1	XP_021713408.1
OG0003180	XP_015184412.1, XP_015184411.1, XP_015184413.1	XP_001648485.2
OG0003181	XP_015180822.1	XP_021712515.1
OG0003182	XP_015172626.1	XP_021707793.1, XP_001661094.2
OG0003183	XP_015179209.1	XP_021709444.1
OG0003184	XP_015179537.1, XP_015179794.1	XP_021707166.1
OG0003185	XP_015173354.1	XP_021694887.1
OG0003186	XP_015172668.1	XP_021712397.1
OG0003186	XP_015172670.1	XP_021693585.1
OG0003187	XP_015180688.1, XP_015180687.1	XP_001650263.1
OG0003188	XP_015186528.1	XP_021696110.1, XP_021696108.1
OG0003189	XP_015187605.1, XP_015187604.1	XP_001656813.2
OG0003190	XP_015172075.1	XP_021704722.1
OG0003191	XP_015189422.1	XP_021709646.1, XP_021709645.1, XP_021709647.1, XP_021709642.1, XP_021709644.1, XP_021709643.1
OG0003193	XP_015176753.1	XP_021698787.1, XP_021698792.1
OG0003194	XP_015180475.1	XP_001649120.1
OG0003195	XP_015174876.1	XP_021707680.1
OG0003197	XP_015172936.1	XP_021698462.1, XP_021698463.1
OG0003199	XP_015190385.1	XP_021696884.1, XP_001650013.1, XP_001660590.2
OG0003200	XP_015185822.1	XP_021701228.1
OG0003201	XP_015184633.1	XP_001648853.2, XP_021700846.1, XP_021711840.1, XP_021711841.1
OG0003202	XP_015175559.1, XP_015175556.1	XP_021701420.1
OG0003203	XP_015172467.1	XP_001660508.1
OG0003206	XP_015182035.1	XP_021695040.1
OG0003207	XP_015189835.1	XP_021693144.1
OG0003208	XP_015182954.1	XP_021707547.1, XP_001656425.2, XP_001651933.1, XP_021710627.1, XP_001651935.1
OG0003209	XP_015176641.1, XP_015176589.1	XP_021697678.1
OG0003210	XP_015189990.1	XP_021697024.1, XP_021697022.1
OG0003211	XP_015185161.1	XP_021705914.1
OG0003212	XP_015186954.1	XP_021703710.1, XP_021703689.1
OG0003213	XP_015180557.1	XP_021704041.1, XP_021695181.1
OG0003214	XP_015182199.1	XP_021694526.1, XP_001660127.1
OG0003215	XP_015180795.1	XP_001657974.1
OG0003217	XP_015181224.1	XP_001649918.2
OG0003218	XP_015175243.1	XP_001651793.1
OG0003219	XP_015182015.1	XP_001653279.1, XP_011492951.1, XP_021709200.1
OG0003220	XP_015188336.1	XP_001654632.1
OG0003221	XP_015175039.1	XP_001655338.2
OG0003222	XP_015177460.1	XP_001656130.2, XP_021701742.1, XP_001656134.1, XP_001656132.1, XP_011493673.1
OG0003223	XP_015187699.1	XP_001656812.2
OG0003224	XP_015182489.1, XP_015182490.1, XP_015182491.1	XP_021701655.1, XP_021699448.1, XP_021699446.1, XP_001657700.2
OG0003225	XP_015179841.1	XP_001658286.1
OG0003226	XP_015189474.1	XP_001659469.1
OG0003227	XP_015180493.1, XP_015180490.1, XP_015180491.1	XP_001659857.1
OG0003228	XP_015186380.1	XP_001659934.2, XP_021709524.1
OG0003229	XP_015175410.1	XP_001660384.1
OG0003230	XP_015184361.1	XP_021704533.1, XP_021704536.1, XP_021704535.1, XP_021704534.1, XP_001661442.2
OG0003231	XP_015180115.1, XP_015180119.1	XP_001662901.1
OG0003232	XP_015181923.1	XP_001663269.2
OG0003234	XP_015187354.1	XP_021694489.1
OG0003236	XP_015186081.1	XP_021695288.1
OG0003237	XP_015188897.1	XP_021695492.1
OG0003238	XP_015187070.1, XP_015187068.1	XP_021695716.1
OG0003239	XP_015172153.1, XP_015172154.1, XP_015172155.1	XP_021696264.1
OG0003240	XP_015189432.1	XP_021698445.1, XP_021698443.1, XP_021698444.1, XP_021698440.1, XP_021698441.1, XP_021698442.1
OG0003241	XP_015188124.1	XP_021698481.1
OG0003242	XP_015173551.1, XP_015173550.1, XP_015173552.1	XP_021699228.1
OG0003243	XP_015188134.1, XP_015188136.1	XP_021700220.1, XP_021712523.1
OG0003244	XP_015180244.1	XP_021700639.1
OG0003245	XP_015191221.1	XP_021701692.1
OG0003246	XP_015179093.1	XP_021702005.1
OG0003247	XP_015177111.1	XP_021703034.1, XP_021703033.1, XP_021703032.1
OG0003248	XP_015187754.1	XP_021705381.1, XP_021708886.1
OG0003249	XP_015178192.1	XP_021710976.1
OG0003262	XP_015174605.1	XP_001650445.1
OG0003263	XP_015174256.1	XP_021700500.1, XP_021700499.1, XP_001663281.1
OG0003264	XP_015176975.1	XP_001656737.2, XP_001655991.1
OG0003265	XP_015185890.1	XP_021694723.1
OG0003266	XP_015171934.1	XP_001649556.1, XP_021705653.1
OG0003267	XP_015171790.1	XP_021699636.1
OG0003268	XP_015171926.1, XP_015181220.1	XP_021698485.1
OG0003269	XP_015188503.1	XP_021703649.1
OG0003270	XP_015174370.1	XP_021704939.1
OG0003271	XP_015175802.1	XP_021710265.1
OG0003272	XP_015175460.1	XP_001653696.1
OG0003273	XP_015186611.1	XP_001653924.1
OG0003274	XP_015175687.1	XP_001658021.2
OG0003275	XP_015174709.1	XP_001657521.1
OG0003276	XP_015181499.1	XP_021697118.1
OG0003277	XP_015190768.1, XP_015190770.1	XP_001661207.1
OG0003279	XP_015188857.1	XP_001661998.1
OG0003280	XP_015171870.1	XP_001658236.2
OG0003281	XP_015180726.1, XP_015180727.1	XP_001658991.1
OG0003282	XP_015188811.1	XP_001649622.2
OG0003284	XP_015180745.1	XP_021696322.1, XP_021696321.1
OG0003285	XP_015172337.1, XP_015172325.1	XP_001659268.1
OG0003286	XP_015185800.1	XP_001660163.1
OG0003288	XP_015191656.1	XP_001649677.1
OG0003289	XP_015185298.1	XP_021700858.1
OG0003290	XP_015182865.1	XP_001654878.1
OG0003291	XP_015179786.1	XP_021701696.1
OG0003292	XP_015184103.1	XP_001656392.1
OG0003293	XP_015183532.1	XP_001658168.2
OG0003294	XP_015176029.1	XP_001648357.1
OG0003295	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1	XP_001650362.2
OG0003296	XP_015178530.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	XP_015177865.1	XP_001653843.1
OG0003298	XP_015186616.1	XP_001655165.1
OG0003299	XP_015182677.1	XP_001654378.1
OG0003300	XP_015172834.1	XP_001653954.1
OG0003301	XP_015174163.1	XP_001657126.1
OG0003302	XP_015179769.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	XP_015189235.1	XP_021710526.1
OG0003305	XP_015190255.1	XP_001649157.2
OG0003306	XP_015173675.1	XP_001652612.1, XP_001652611.1
OG0003307	XP_015173144.1, XP_015173145.1	XP_001663581.2
OG0003308	XP_015177208.1	XP_001653915.2
OG0003309	XP_015180107.1	XP_021712709.1
OG0003310	XP_015182521.1	XP_021707384.1
OG0003311	XP_015178143.1	XP_001653925.1
OG0003312	XP_015180203.1	XP_001651727.2
OG0003313	XP_015176312.1	XP_001653334.1
OG0003314	XP_015175786.1	XP_001654754.1
OG0003316	XP_015171729.1	XP_001654809.1
OG0003317	XP_015183265.1	XP_001654973.1
OG0003318	XP_015191776.1	XP_001657877.2
OG0003319	XP_015181953.1, XP_015181952.1	XP_001651717.1
OG0003320	XP_015191527.1	XP_001660206.1
OG0003321	XP_015173693.1	XP_001660444.2
OG0003322	XP_015171323.1, XP_015171332.1	XP_001652563.1
OG0003323	XP_015190930.1	XP_001663683.2
OG0003324	XP_015171336.1, XP_015171337.1	XP_001660631.2
OG0003325	XP_015190563.1	XP_001658956.1
OG0003327	XP_015185982.1	XP_001661986.1
OG0003328	XP_015177229.1	XP_021704754.1, XP_021704755.1
OG0003329	XP_015186292.1	XP_021705032.1
OG0003330	XP_015190577.1	XP_021706500.1
OG0003331	XP_015172251.1, XP_015172246.1	XP_021701904.1
OG0003332	XP_015185305.1	XP_001660857.1
OG0003333	XP_015171492.1	XP_001653626.2
OG0003334	XP_015191505.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_015182204.1	XP_001650006.1
OG0003336	XP_015191570.1	XP_021712014.1, XP_001655672.2
OG0003337	XP_015172521.1	XP_001649042.2, XP_021712585.1
OG0003339	XP_015184708.1	XP_001652367.1
OG0003340	XP_015174248.1	XP_001650002.2
OG0003341	XP_015185260.1	XP_001657799.1
OG0003342	XP_015185634.1	XP_021710632.1
OG0003343	XP_015176685.1	XP_021712124.1, XP_001657979.2
OG0003345	XP_015189133.1	XP_001649429.1
OG0003346	XP_015174791.1	XP_021694184.1
OG0003347	XP_015188927.1	XP_001656544.2, XP_021711205.1
OG0003348	XP_015188423.1	XP_001650004.2
OG0003349	XP_015180546.1	XP_001657302.2
OG0003350	XP_015187959.1	XP_001655940.2, XP_011493660.2
OG0003351	XP_015185215.1	XP_001659444.2
OG0003352	XP_015173570.1	XP_021697528.1
OG0003353	XP_015175425.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_015176997.1	XP_021709575.1, XP_021709574.1
OG0003355	XP_015176857.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_015190488.1	XP_001648071.1
OG0003357	XP_015178153.1	XP_021693013.1
OG0003358	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1	XP_001652642.1
OG0003360	XP_015173198.1	XP_001648287.1
OG0003361	XP_015182881.1	XP_001650262.2
OG0003362	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1	XP_021693650.1
OG0003363	XP_015182988.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_015184267.1	XP_021694038.1
OG0003365	XP_015188555.1	XP_021701035.1
OG0003366	XP_015179176.1	XP_001659575.2
OG0003367	XP_015187582.1	XP_021710318.1
OG0003368	XP_015175064.1	XP_021704844.1
OG0003369	XP_015188097.1	XP_021700575.1
OG0003370	XP_015173212.1	XP_021705076.1
OG0003371	XP_015181102.1	XP_011493668.1
OG0003372	XP_015172014.1	XP_001656211.1
OG0003373	XP_015177231.1	XP_021713250.1
OG0003374	XP_015171689.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	XP_015189034.1	XP_001655655.1
OG0003376	XP_015187912.1	XP_001661824.1
OG0003377	XP_015175119.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_015184218.1	XP_001659363.2
OG0003379	XP_015180558.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_015172013.1	XP_021696042.1
OG0003381	XP_015172653.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_015176634.1	XP_021706883.1
OG0003383	XP_015172040.1	XP_021697536.1
OG0003384	XP_015188758.1	XP_001650813.1
OG0003385	XP_015179032.1	XP_021700187.1
OG0003386	XP_015179539.1	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_015190698.1	XP_021700800.1
OG0003388	XP_015180752.1	XP_021701053.1, XP_021701054.1
OG0003389	XP_015187416.1	XP_021700040.1, XP_001651259.2
OG0003390	XP_015184298.1	XP_001658447.1
OG0003391	XP_015181603.1	XP_001654317.2, XP_021705665.1
OG0003392	XP_015176349.1	XP_021693393.1
OG0003393	XP_015190186.1, XP_015190187.1	XP_001656145.1
OG0003394	XP_015174395.1	XP_021705938.1, XP_021705930.1
OG0003395	XP_015187652.1	XP_021705169.1, XP_001664040.1
OG0003396	XP_015176610.1	XP_011493008.1
OG0003397	XP_015171189.1	XP_001662676.2
OG0003399	XP_015179993.1	XP_021701868.1
OG0003400	XP_015175012.1	XP_021698320.1
OG0003401	XP_015180348.1	XP_021706701.1
OG0003402	XP_015187324.1, XP_015187331.1	XP_001661872.2
OG0003403	XP_015181948.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_015186459.1	XP_021700429.1
OG0003405	XP_015178809.1, XP_015178810.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_015191703.1	XP_021694133.1
OG0003407	XP_015189000.1	XP_001647891.2
OG0003408	XP_015175908.1	XP_021694851.1
OG0003409	XP_015179204.1	XP_021702362.1
OG0003410	XP_015186287.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_015190416.1, XP_015190419.1, XP_015190418.1	XP_021699680.1
OG0003412	XP_015171375.1	XP_001648070.2
OG0003413	XP_015182958.1, XP_015182959.1	XP_021696036.1, XP_021696037.1
OG0003414	XP_015176127.1	XP_021711683.1
OG0003416	XP_015180668.1, XP_015180667.1	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_015177477.1	XP_001658908.2
OG0003418	XP_015184817.1	XP_021703619.1, XP_021703618.1
OG0003419	XP_015177958.1	XP_001660456.1
OG0003420	XP_015180202.1	XP_021708394.1
OG0003421	XP_015187248.1, XP_015187247.1	XP_001648755.2
OG0003422	XP_015186465.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_015177165.1, XP_015177166.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_015184782.1	XP_001650523.1
OG0003425	XP_015179943.1	XP_001653134.2
OG0003426	XP_015174788.1, XP_015174786.1	XP_021705984.1, XP_021712512.1
OG0003427	XP_015186898.1	XP_001648286.1
OG0003428	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1	XP_001647965.1
OG0003429	XP_015172555.1, XP_015172539.1	XP_021696706.1, XP_021696705.1
OG0003430	XP_015182570.1	XP_021710717.1
OG0003431	XP_015175843.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_015184654.1	XP_021710913.1
OG0003433	XP_015171455.1	XP_021700193.1
OG0003435	XP_015186325.1	XP_021697365.1
OG0003436	XP_015174551.1	XP_021694249.1
OG0003437	XP_015174878.1	XP_001649939.1
OG0003438	XP_015172083.1, XP_015172082.1	XP_021697959.1
OG0003439	XP_015174539.1	XP_021704207.1
OG0003441	XP_015175554.1, XP_015175555.1	XP_021708276.1
OG0003442	XP_015191398.1	XP_021704572.1
OG0003443	XP_015183662.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	XP_015183391.1	XP_001657164.2
OG0003445	XP_015178172.1	XP_001653709.2
OG0003446	XP_015183595.1	XP_001658067.2
OG0003447	XP_015176458.1	XP_001648069.1
OG0003449	XP_015184578.1	XP_021695718.1, XP_021695722.1
OG0003450	XP_015183101.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_015173807.1	XP_021713405.1
OG0003452	XP_015185229.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_015191305.1	XP_001654273.2
OG0003454	XP_015185401.1	XP_001662432.1
OG0003455	XP_015173242.1, XP_015173243.1	XP_001657756.2
OG0003456	XP_015187627.1	XP_001648651.1
OG0003457	XP_015180857.1	XP_001661208.1
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_001652791.2
OG0003459	XP_015179116.1	XP_001650928.1
OG0003460	XP_015190874.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_015191859.1, XP_015191861.1	XP_021702974.1, XP_021702992.1
OG0003462	XP_015189922.1, XP_015171443.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_015186383.1, XP_015171012.1	XP_001649212.2
OG0003464	XP_015189991.1	XP_001659196.2
OG0003465	XP_015186514.1, XP_015186563.1	XP_001650323.1
OG0003466	XP_015189016.1, XP_015189015.1	XP_001650815.2
OG0003467	XP_015180807.1	XP_001656428.1
OG0003468	XP_015180528.1	XP_021706135.1, XP_021712256.1
OG0003470	XP_015176941.1, XP_015176942.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_015178289.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_015180759.1	XP_021709179.1
OG0003473	XP_015174007.1	XP_001663844.1
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_015187335.1, XP_015187334.1	XP_001664044.1
OG0003476	XP_015179493.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_015175105.1	XP_011493555.1
OG0003478	XP_015189473.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_015176771.1	XP_021698798.1
OG0003480	XP_015176804.1	XP_001653389.1
OG0003481	XP_015191112.1	XP_021698973.1
OG0003482	XP_015185984.1, XP_015175980.1	XP_021707584.1
OG0003483	XP_015178273.1	XP_001650303.1
OG0003484	XP_015182992.1	XP_001656451.2
OG0003485	XP_015184543.1	XP_021693874.1
OG0003486	XP_015183580.1	XP_001660583.2
OG0003487	XP_015180045.1	XP_021694695.1
OG0003488	XP_015171174.1, XP_015171175.1	XP_021705877.1, XP_001652210.1
