Orthogroup	Polistes_dominula	Solenopsis_invicta
OG0003811	XP_015190894.1	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1
OG0003812	XP_015172466.1	XP_025992553.1
OG0003813	XP_015179203.1	XP_011159958.2
OG0003814	XP_015172369.1	XP_011157373.2, XP_039306706.1
OG0003815	XP_015172209.1, XP_015172210.1	XP_039307396.1, XP_025992666.1
OG0003816	XP_015181644.1	XP_039312757.1
OG0003817	XP_015171672.1	XP_011172618.1
OG0003818	XP_015188004.1	XP_011175934.1
OG0003819	XP_015179449.1, XP_015179450.1	XP_011170017.1
OG0003820	XP_015190192.1	XP_011156382.3, XP_039307591.1
OG0003821	XP_015180689.1	XP_011164448.1
OG0003822	XP_015185443.1	XP_011162673.2
OG0003823	XP_015186419.1	XP_011166802.1
OG0003824	XP_015184433.1	XP_011163209.2
OG0003825	XP_015178745.1	XP_039310079.1
OG0003826	XP_015190792.1, XP_015190791.1	XP_039310283.1
OG0003827	XP_015189198.1, XP_015189197.1	XP_011160989.2
OG0003828	XP_015178908.1	XP_011171352.1
OG0003829	XP_015174901.1	XP_039310615.1
OG0003830	XP_015182262.1	XP_025989979.2, XP_025989980.2
OG0003831	XP_015179782.1	XP_025994355.1
OG0003832	XP_015185403.1	XP_011164209.2
OG0003833	XP_015186218.1	XP_011170251.1
OG0003834	XP_015184254.1	XP_011163864.1
OG0003835	XP_015182810.1	XP_011159619.1
OG0003837	XP_015179423.1	XP_011173345.1
OG0003838	XP_015182676.1	XP_011166072.1
OG0003839	XP_015180223.1	XP_011162047.1
OG0003841	XP_015189810.1	XP_011157791.1, XP_011157790.1
OG0003842	XP_015189227.1	XP_039303012.1
OG0003843	XP_015180612.1	XP_011166255.1, XP_039311219.1
OG0003844	XP_015175735.1	XP_011166427.2
OG0003845	XP_015182750.1	XP_039307489.1, XP_011166904.1
OG0003846	XP_015191205.1	XP_011175418.1
OG0003847	XP_015187712.1	XP_011160048.1
OG0003848	XP_015187951.1	XP_011163364.1
OG0003849	XP_015188757.1	XP_011167690.1
OG0003850	XP_015179239.1	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1
OG0003851	XP_015171678.1	XP_011155312.1
OG0003852	XP_015182590.1, XP_015182589.1	XP_011164192.1
OG0003853	XP_015186918.1, XP_015186920.1, XP_015186919.1	XP_011167699.1
OG0003854	XP_015175346.1	XP_011170457.1, XP_011170455.2
OG0003855	XP_015188067.1, XP_015188068.1	XP_025990166.1
OG0003856	XP_015174036.1	XP_039315036.1
OG0003857	XP_015180302.1	XP_025989275.1
OG0003858	XP_015186991.1	XP_011176128.2, XP_039305046.1, XP_011176134.1
OG0003859	XP_015185008.1	XP_011175511.1
OG0003860	XP_015173030.1	XP_011158866.1
OG0003861	XP_015182763.1, XP_015182764.1	XP_011161907.1
OG0003862	XP_015186271.1, XP_015186272.1	XP_039308821.1
OG0003863	XP_015171925.1, XP_015171915.1	XP_039308430.1
OG0003864	XP_015186663.1	XP_011164251.2
OG0003865	XP_015179461.1	XP_011155759.1, XP_011155758.1
OG0003866	XP_015191594.1	XP_011176060.1
OG0003867	XP_015176696.1	XP_011164324.1
OG0003869	XP_015190256.1	XP_025988131.1
OG0003870	XP_015188129.1	XP_025995031.1
OG0003871	XP_015175350.1	XP_039311707.1
OG0003872	XP_015182385.1, XP_015182386.1	XP_039309105.1, XP_011162350.1
OG0003873	XP_015189200.1	XP_025987503.2
OG0003874	XP_015173727.1	XP_011170285.1
OG0003875	XP_015190606.1	XP_025994624.1
OG0003876	XP_015174174.1	XP_011164283.1
OG0003877	XP_015177052.1	XP_011158035.1
OG0003878	XP_015172511.1	XP_011169851.1
OG0003879	XP_015190423.1	XP_025988582.1, XP_011158304.1
OG0003880	XP_015184793.1	XP_011157017.1
OG0003881	XP_015176444.1	XP_011170189.2
OG0003882	XP_015189010.1	XP_011170992.1
OG0003883	XP_015184816.1	XP_011171998.1
OG0003884	XP_015178038.1, XP_015178067.1	XP_039307182.1
OG0003885	XP_015183701.1, XP_015183702.1, XP_015183703.1	XP_011173400.1
OG0003886	XP_015187891.1	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1
OG0003887	XP_015174435.1	XP_011158236.2
OG0003888	XP_015187059.1	XP_011162753.2
OG0003889	XP_015181006.1	XP_011168777.1
OG0003890	XP_015171801.1	XP_039312581.1, XP_039312579.1
OG0003891	XP_015177431.1	XP_011161971.1
OG0003892	XP_015177759.1	XP_011160869.1
OG0003893	XP_015187989.1	XP_025986847.1, NP_001291512.1
OG0003894	XP_015174222.1	XP_011160767.2, XP_011160760.1
OG0003895	XP_015182152.1	XP_025986022.2
OG0003896	XP_015185567.1, XP_015185568.1	XP_011162347.1
OG0003897	XP_015182364.1	XP_025992844.1
OG0003898	XP_015183619.1	XP_011176008.1
OG0003899	XP_015184667.1	XP_011170319.1
OG0003900	XP_015178278.1	XP_011172738.1
OG0003901	XP_015176385.1	XP_039304811.1, XP_025996432.1
OG0003902	XP_015189056.1	XP_025989407.2
OG0003903	XP_015185771.1	XP_039308250.1
OG0003904	XP_015186503.1	XP_011163090.3
OG0003905	XP_015175617.1, XP_015175618.1, XP_015175616.1	XP_011159771.1
OG0003906	XP_015186483.1	XP_025987578.1
OG0003907	XP_015184805.1, XP_015176229.1	XP_011168229.1, XP_039311815.1, XP_039311814.1
OG0003908	XP_015173361.1	XP_039313976.1, XP_011166693.1
OG0003909	XP_015191271.1	XP_011168602.2
OG0003910	XP_015184281.1	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1
OG0003911	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1	XP_011167267.1
OG0003912	XP_015182946.1	XP_011163003.1
OG0003913	XP_015184261.1	XP_011171472.1
OG0003914	XP_015186068.1	XP_011170975.2
OG0003915	XP_015175075.1	XP_025993626.2
OG0003916	XP_015181429.1, XP_015181430.1	XP_025996319.1
OG0003917	XP_015191779.1	XP_011159616.2
OG0003918	XP_015184223.1	XP_011163143.2
OG0003919	XP_015176605.1	XP_011168236.1, XP_011168238.1
OG0003920	XP_015186478.1	XP_011173008.2
OG0003921	XP_015177797.1, XP_015177796.1	XP_011173457.1
OG0003922	XP_015190521.1	XP_011163814.1
OG0003923	XP_015171117.1, XP_015171124.1	XP_011158933.2, XP_039305216.1
OG0003924	XP_015182758.1	XP_011155904.1, XP_011155896.1, XP_025991279.1
OG0003925	XP_015182962.1	XP_011170768.1
OG0003926	XP_015181798.1	XP_039313898.1
OG0003927	XP_015186939.1	XP_011173519.1, XP_011173521.1
OG0003928	XP_015191812.1	XP_011175799.1
OG0003929	XP_015186045.1	XP_039310561.1, XP_011172972.2
OG0003930	XP_015175314.1	XP_011163266.2
OG0003931	XP_015179434.1	XP_011160703.1
OG0003932	XP_015183051.1	XP_011175956.1
OG0003933	XP_015174139.1	XP_011164334.1
OG0003934	XP_015185833.1	XP_039315643.1, XP_039315644.1
OG0003935	XP_015178777.1	XP_011169572.1
OG0003936	XP_015181374.1	XP_025990001.1
OG0003937	XP_015188003.1	XP_039305588.1, XP_039305589.1, XP_039305590.1
OG0003938	XP_015185910.1	XP_011161817.1
OG0003939	XP_015182573.1	XP_011168128.1
OG0003940	XP_015176999.1	XP_039314809.1
OG0003941	XP_015191702.1	XP_011166197.1
OG0003942	XP_015190766.1	XP_011157768.2, XP_039302384.1, XP_039302385.1
OG0003943	XP_015176455.1	XP_011162640.2
OG0003944	XP_015177805.1	XP_011172391.2
OG0003945	XP_015183165.1	XP_025986377.1
OG0003946	XP_015187495.1	XP_025986400.1
OG0003947	XP_015185637.1	XP_011159662.1, XP_025991662.1
OG0003948	XP_015176916.1, XP_015176917.1	XP_011158015.1
OG0003950	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1	XP_011170040.1
OG0003951	XP_015183700.1	XP_011172015.2
OG0003952	XP_015171971.1	XP_025990828.1
OG0003953	XP_015174381.1	XP_011162228.1
OG0003954	XP_015179401.1	XP_011162943.1
OG0003955	XP_015189075.1	XP_011159642.2
OG0003956	XP_015191809.1	XP_011175137.1
OG0003957	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1	XP_011161541.1
OG0003958	XP_015174191.1	XP_011155905.1
OG0003959	XP_015184862.1	XP_011169772.1
OG0003960	XP_015174780.1	XP_025989645.1
OG0003961	XP_015176361.1	XP_011173964.2
OG0003962	XP_015178536.1	XP_011158728.2
OG0003963	XP_015182047.1	XP_011171315.2
OG0003964	XP_015176829.1	XP_039311722.1
OG0003965	XP_015183672.1, XP_015183673.1	XP_039314142.1
OG0003966	XP_015171981.1	XP_039311890.1, XP_039311891.1
OG0003967	XP_015191446.1	XP_025993554.1, XP_039311771.1, XP_039303565.1
OG0003968	XP_015180277.1	XP_011172321.1
OG0003969	XP_015191535.1	XP_011167354.1
OG0003970	XP_015177959.1	XP_011169892.1
OG0003971	XP_015187239.1	XP_011157998.1
OG0003972	XP_015180298.1	XP_011159684.1
OG0003973	XP_015180148.1	XP_011160299.1
OG0003974	XP_015181752.1	XP_011156214.1
OG0003975	XP_015175402.1	XP_025997197.1
OG0003976	XP_015183906.1	XP_011170682.1
OG0003977	XP_015190572.1, XP_015190569.1, XP_015190570.1	XP_011158706.1, XP_039305263.1
OG0003978	XP_015174165.1	XP_011162080.1
OG0003979	XP_015181533.1, XP_015181535.1, XP_015181534.1	XP_011155702.2, XP_011155701.2
OG0003980	XP_015179105.1	XP_011169396.1
OG0003981	XP_015179337.1	XP_011173719.1
OG0003982	XP_015171669.1	XP_039312784.1
OG0003983	XP_015177993.1	XP_025991685.1, XP_025991684.1
OG0003984	XP_015178448.1	XP_011155858.2
OG0003985	XP_015180923.1	XP_011173006.1
OG0003986	XP_015182657.1	XP_039313515.1
OG0003988	XP_015178187.1	XP_025988648.1, XP_025988653.1
OG0003989	XP_015171575.1	XP_011155316.2
OG0003990	XP_015188978.1	XP_039310594.1
OG0003991	XP_015177782.1	XP_025990820.2
OG0003992	XP_015176116.1	XP_011157073.1
OG0003994	XP_015181594.1, XP_015181593.1	XP_011173065.2
OG0003995	XP_015172117.1	XP_011163297.1
OG0003996	XP_015179812.1, XP_015179973.1	XP_011167121.1
OG0003997	XP_015191115.1	XP_039309289.1
OG0003998	XP_015190272.1	XP_011175483.2
OG0003999	XP_015173606.1	XP_011161469.1
OG0004000	XP_015183976.1	XP_011158775.2
OG0004001	XP_015183525.1	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1
OG0004002	XP_015180994.1	XP_011169532.1
OG0004003	XP_015174985.1	XP_011159911.1
OG0004004	XP_015183989.1, XP_015183988.1	XP_039305247.1
OG0004005	XP_015185905.1	XP_025988994.2
OG0004006	XP_015183941.1	XP_025992759.2
OG0004007	XP_015188621.1	XP_025995163.1
OG0004008	XP_015173879.1	XP_011158353.1, XP_011158354.1
OG0004009	XP_015173384.1	XP_011163925.1
OG0004010	XP_015173285.1	XP_011166009.1
OG0004012	XP_015188802.1	XP_025996424.2, XP_039307838.1
OG0004013	XP_015184624.1	XP_025997264.2
OG0004014	XP_015183104.1	XP_025995379.2
OG0004016	XP_015172081.1	XP_011160976.2
OG0004017	XP_015178267.1	XP_025986525.1
OG0004018	XP_015188600.1	XP_011157242.1, XP_025995061.1
OG0004019	XP_015185169.1	XP_011161528.1
OG0004020	XP_015178646.1	XP_011166363.1
OG0004021	XP_015176151.1	XP_039313089.1, XP_039313090.1, XP_025995783.1
OG0004022	XP_015175677.1	XP_011171815.1
OG0004023	XP_015180863.1	XP_011162975.1, XP_011162974.1
OG0004025	XP_015184499.1, XP_015184498.1	XP_011164271.1
OG0004026	XP_015191774.1, XP_015191773.1	XP_025990012.1
OG0004027	XP_015189301.1	XP_011164751.3
OG0004028	XP_015178883.1	XP_025991781.2
OG0004029	XP_015180303.1	XP_011160784.1
OG0004030	XP_015191045.1	XP_011170043.1
OG0004031	XP_015173705.1	XP_011158780.1
OG0004032	XP_015190132.1	XP_011165363.2
OG0004033	XP_015182744.1	XP_039307474.1
OG0004034	XP_015175821.1	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1
OG0004035	XP_015174077.1	XP_011155615.1
OG0004036	XP_015184002.1	XP_011158733.3
OG0004037	XP_015180175.1	XP_011170260.1, XP_039314275.1
OG0004038	XP_015180362.1	XP_011176152.1
OG0004040	XP_015179378.1, XP_015187288.1	XP_011174172.2
OG0004041	XP_015187156.1, XP_015187157.1	XP_011176199.1
OG0004042	XP_015191293.1	XP_025989619.2
OG0004043	XP_015174731.1, XP_015174726.1	XP_011163010.1
OG0004044	XP_015179422.1	XP_039305638.1, XP_039305637.1
OG0004045	XP_015176323.1	XP_011164711.1
OG0004046	XP_015181696.1	XP_039302056.1
OG0004047	XP_015191263.1	XP_039313211.1, XP_025995715.1
OG0004048	XP_015176742.1, XP_015176733.1	XP_011160967.1
OG0004049	XP_015174161.1, XP_015174159.1, XP_015174160.1	XP_011164527.2
OG0004050	XP_015189950.1	XP_011167831.1
OG0004051	XP_015180376.1	XP_011165647.1
OG0004052	XP_015177405.1, XP_015177406.1	XP_039315146.1
OG0004053	XP_015185708.1	XP_011159339.2
OG0004054	XP_015177268.1	XP_025988227.1, XP_025988226.1
OG0004055	XP_015191019.1	XP_011163549.1
OG0004056	XP_015185777.1	XP_011166280.2
OG0004058	XP_015186468.1, XP_015186467.1, XP_015186469.1	XP_011169619.1
OG0004059	XP_015172701.1	XP_011157452.1
OG0004060	XP_015185066.1	XP_025991675.1
OG0004061	XP_015179001.1	XP_011168657.1
OG0004062	XP_015187758.1	XP_025990409.1
OG0004063	XP_015172856.1	XP_011159313.1, XP_039304238.1
OG0004064	XP_015187710.1	XP_011164224.2
OG0004065	XP_015173682.1, XP_015173694.1	XP_011165116.3
OG0004066	XP_015181124.1, XP_015181123.1, XP_015181122.1	XP_011161434.1, XP_039310940.1
OG0004067	XP_015188922.1	XP_025987207.2
OG0004068	XP_015185932.1	XP_039308564.1
OG0004069	XP_015178953.1	XP_011155411.1
OG0004070	XP_015183528.1	XP_025993491.2
OG0004071	XP_015178206.1	XP_025988101.1
OG0004072	XP_015191086.1	XP_011165270.1
OG0004073	XP_015181041.1, XP_015181040.1	XP_011168263.1
OG0004074	XP_015188764.1	XP_011169219.1
OG0004075	XP_015179558.1	XP_011175194.1
OG0004076	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1	XP_011170411.1
OG0004077	XP_015184935.1	XP_011159212.1
OG0004078	XP_015171408.1	XP_011155720.1
OG0004079	XP_015173930.1, XP_015173935.1	XP_025996144.1, XP_039302042.1
OG0004080	XP_015183962.1, XP_015183961.1	XP_011159852.1
OG0004081	XP_015191525.1	XP_011169144.2, XP_011169139.2
OG0004082	XP_015179425.1	XP_011162090.2
OG0004083	XP_015178389.1	XP_039309612.1
OG0004084	XP_015179514.1, XP_015179513.1	XP_039314572.1
OG0004085	XP_015182510.1	XP_011161228.1
OG0004086	XP_015179120.1	XP_011174364.1
OG0004087	XP_015191784.1	XP_025995637.1
OG0004088	XP_015178738.1, XP_015178730.1	XP_011169452.1
OG0004089	XP_015191287.1	XP_011168660.2
OG0004090	XP_015174996.1	XP_011162348.1
OG0004091	XP_015191851.1	XP_039309999.1
OG0004093	XP_015188778.1	XP_025995055.1, XP_025995058.1
OG0004094	XP_015188690.1	XP_011169405.1
OG0004095	XP_015171602.1	XP_011169035.1
OG0004096	XP_015189028.1	XP_025993161.1, XP_011155807.2
OG0004097	XP_015188596.1	XP_011166008.1
OG0004098	XP_015172878.1	XP_011155347.1
OG0004099	XP_015177377.1	XP_011165675.1
OG0004100	XP_015180349.1	XP_011156672.1
OG0004101	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1	XP_011166845.1
OG0004102	XP_015171873.1	XP_011170924.1
OG0004103	XP_015183632.1	XP_039313925.1
OG0004104	XP_015180090.1	XP_039302709.1
OG0004105	XP_015176038.1, XP_015176028.1, XP_015176047.1	XP_025990046.2
OG0004106	XP_015181585.1	XP_011163995.1
OG0004107	XP_015186759.1	XP_011165569.2
OG0004108	XP_015182634.1	XP_011167636.1
OG0004109	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1	XP_011158607.1
OG0004110	XP_015171958.1	XP_025996654.1
OG0004111	XP_015185351.1	XP_011156109.1
OG0004112	XP_015181462.1	XP_039303941.1, XP_011168726.1
OG0004113	XP_015183299.1	XP_011158698.1
OG0004114	XP_015174226.1	XP_011160769.1
OG0004116	XP_015175547.1	XP_025990961.2
OG0004117	XP_015191708.1	XP_011175564.1, XP_011175562.1
OG0004119	XP_015174723.1, XP_015174724.1	XP_039310397.1
OG0004120	XP_015171783.1	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1
OG0004121	XP_015173141.1, XP_015173142.1	XP_011167012.1
OG0004123	XP_015188295.1	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1
OG0004124	XP_015174349.1	XP_025987768.1
OG0004125	XP_015186721.1	XP_011156216.1
OG0004126	XP_015173412.1	XP_025991158.1
OG0004127	XP_015183415.1	XP_011159087.1
OG0004128	XP_015190426.1	XP_039307630.1
OG0004129	XP_015180238.1	XP_039313342.1
OG0004130	XP_015173906.1, XP_015173907.1	XP_039314762.1
OG0004131	XP_015182422.1	XP_039304436.1
OG0004132	XP_015175633.1	XP_039309364.1
OG0004133	XP_015191395.1	XP_011167669.2, XP_011167668.2, XP_039312294.1
OG0004134	XP_015173305.1, XP_015173304.1, XP_015173307.1, XP_015173306.1	XP_039302704.1
OG0004135	XP_015177817.1	XP_025993061.1, XP_025993060.1
OG0004136	XP_015189170.1, XP_015189172.1, XP_015189171.1	XP_011156695.1, XP_025991198.1
OG0004137	XP_015191737.1, XP_015191736.1	XP_025990944.2
OG0004138	XP_015187075.1	XP_011160097.1
OG0004139	XP_015186306.1	XP_011157272.1
OG0004140	XP_015190927.1	XP_011171059.1
OG0004141	XP_015172017.1, XP_015172004.1	XP_011164745.1
OG0004142	XP_015183316.1	XP_039305779.1
OG0004143	XP_015176247.1	XP_011168220.1
OG0004144	XP_015176391.1, XP_015176390.1	XP_011163595.1
OG0004145	XP_015175270.1	XP_011155467.2
OG0004146	XP_015178715.1	XP_011166259.1
OG0004147	XP_015184734.1, XP_015184744.1	XP_025985975.1
OG0004148	XP_015191454.1	XP_039305262.1
OG0004149	XP_015190364.1	XP_039308369.1
OG0004150	XP_015177212.1	XP_011162070.1
OG0004151	XP_015178739.1	XP_039311368.1
OG0004152	XP_015177517.1	XP_039308921.1, XP_039308869.1, XP_025988257.2
OG0004153	XP_015182610.1	XP_025988502.2, XP_039304668.1
OG0004154	XP_015177125.1	XP_039303630.1
OG0004155	XP_015185292.1, XP_015185293.1	XP_025991666.2
OG0004156	XP_015179468.1	XP_039315116.1, XP_011164617.2
OG0004158	XP_015191195.1	XP_025993420.1
OG0004159	XP_015186772.1	XP_011175964.1, XP_011175965.1, XP_011175966.1
OG0004160	XP_015173210.1	XP_025985805.1, XP_039308353.1
OG0004161	XP_015185242.1	XP_011171747.1
OG0004162	XP_015172799.1	XP_025993897.1
OG0004163	XP_015185340.1, XP_015185339.1	XP_025993169.1
OG0004164	XP_015188949.1	XP_039312197.1, XP_025989186.1
OG0004165	XP_015174133.1	XP_039311362.1
OG0004166	XP_015186046.1	XP_011168788.1, XP_039310560.1
OG0004167	XP_015176929.1	XP_011176278.2
OG0004168	XP_015172852.1	XP_011159318.1
OG0004169	XP_015173250.1	XP_011160718.1
OG0004170	XP_015185212.1	XP_039303123.1
OG0004171	XP_015176601.1	XP_039311461.1
OG0004172	XP_015181004.1	XP_039303357.1
OG0004173	XP_015183938.1	XP_039309853.1
OG0004174	XP_015174798.1	XP_039302753.1
OG0004175	XP_015171529.1	XP_011169285.2
OG0004177	XP_015181007.1	XP_011168778.1
OG0004179	XP_015180766.1	XP_011170336.1, XP_025992578.1, XP_025992577.1
OG0004180	XP_015179437.1	XP_011158747.1
OG0004181	XP_015179853.1	XP_039312215.1, XP_039312049.1
OG0004182	XP_015174087.1	XP_039313964.1
OG0004183	XP_015188317.1	XP_011157967.1
OG0004184	XP_015174685.1	XP_039310820.1
OG0004185	XP_015184614.1	XP_011156842.1
OG0004186	XP_015178531.1	XP_039308206.1
OG0004187	XP_015180907.1	XP_011164732.1
OG0004188	XP_015181907.1	XP_011175685.1
OG0004189	XP_015174946.1	XP_039308036.1, XP_039308034.1
OG0004190	XP_015177220.1	XP_011164892.1, XP_039303349.1
OG0004191	XP_015183716.1	XP_011159286.1
OG0004192	XP_015176251.1	XP_011168000.1
OG0004193	XP_015179438.1	XP_025989345.1
OG0004194	XP_015189097.1	XP_011158897.1
OG0004195	XP_015179685.1	XP_011170586.1
OG0004196	XP_015186774.1	XP_011166763.1
OG0004197	XP_015189390.1	XP_011171734.2
OG0004198	XP_015189182.1	XP_011160987.1
OG0004199	XP_015185473.1	XP_039310623.1, XP_039310624.1, XP_025987405.1
OG0004201	XP_015189575.1	XP_039312011.1, XP_039312010.1
OG0004202	XP_015185997.1	XP_011156210.1
OG0004203	XP_015186546.1	XP_011166503.2
OG0004204	XP_015182784.1	XP_011166358.2
OG0004205	XP_015179114.1	XP_011161896.1
OG0004206	XP_015185182.1	XP_039309415.1, XP_011157038.1
OG0004207	XP_015176403.1	XP_011175161.1
OG0004209	XP_015173281.1	XP_025992085.1, XP_025992086.1
OG0004210	XP_015176832.1, XP_015176833.1	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2
OG0004211	XP_015187178.1, XP_015187177.1	XP_011173627.2
OG0004212	XP_015184253.1	XP_025994561.1
OG0004213	XP_015179817.1	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1
OG0004214	XP_015177415.1	XP_011158629.1
OG0004215	XP_015188562.1	XP_011160562.1
OG0004216	XP_015179144.1	XP_039312904.1
OG0004217	XP_015182917.1	XP_011175532.1
OG0004218	XP_015188615.1	XP_039303362.1, XP_039303359.1
OG0004219	XP_015173044.1	XP_011168347.1
OG0004220	XP_015191390.1, XP_015191391.1	XP_011158592.3
OG0004222	XP_015185904.1	XP_011161833.1
OG0004223	XP_015178157.1	XP_011159387.2
OG0004224	XP_015191264.1	XP_025988714.1
OG0004225	XP_015184795.1	XP_011167154.1
OG0004226	XP_015177518.1	XP_039310740.1
OG0004227	XP_015186487.1	XP_011163093.1
OG0004228	XP_015185509.1	XP_011170441.1
OG0004229	XP_015188447.1	XP_011158581.1
OG0004230	XP_015183072.1	XP_039306510.1
OG0004231	XP_015187341.1, XP_015179089.1	XP_039313773.1
OG0004232	XP_015175867.1	XP_011165091.1
OG0004233	XP_015190506.1	XP_025993542.1
OG0004234	XP_015171658.1	XP_011170895.1
OG0004235	XP_015177714.1, XP_015177717.1	XP_011163158.2
OG0004236	XP_015178698.1	XP_039303983.1
OG0004237	XP_015174804.1	XP_025994831.1
OG0004238	XP_015191487.1	XP_011173284.1
OG0004240	XP_015177896.1	XP_011167991.1
OG0004242	XP_015176234.1, XP_015176232.1	XP_011163221.1
OG0004243	XP_015187907.1	XP_025986763.1
OG0004244	XP_015173804.1, XP_015173805.1, XP_015173806.1	XP_039313045.1, XP_025987112.2, XP_039313040.1
OG0004245	XP_015174920.1	XP_025995987.1, XP_039302544.1
OG0004246	XP_015182554.1	XP_025990220.1
OG0004247	XP_015181293.1	XP_039308659.1, XP_039308658.1, XP_039308657.1
OG0004248	XP_015187024.1	XP_011168571.2
OG0004249	XP_015176571.1, XP_015176570.1, XP_015176573.1	XP_011159482.1
OG0004250	XP_015187844.1, XP_015187845.1	XP_039304009.1
OG0004251	XP_015182207.1	XP_011163731.1, XP_039310626.1
OG0004252	XP_015172047.1, XP_015172048.1	XP_011171189.1
OG0004253	XP_015190556.1	XP_011172606.1
OG0004254	XP_015174868.1	XP_025988003.2
OG0004255	XP_015173643.1	XP_039314928.1
OG0004256	XP_015180885.1	XP_011155839.1
OG0004258	XP_015185642.1	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1
OG0004259	XP_015178561.1	XP_025994643.1
OG0004260	XP_015172651.1	XP_025986732.1
OG0004261	XP_015174911.1	XP_011167464.1
