Orthogroup	Polistes_dominula	Habropoda_laboriosa
OG0003803	XP_015182552.1	XP_017797906.1
OG0003804	XP_015171066.1	XP_017798658.1, XP_017798666.1
OG0003805	XP_015182666.1	XP_017789733.1
OG0003806	XP_015189254.1	XP_017787475.1
OG0003807	XP_015179639.1	XP_017798729.1
OG0003808	XP_015180008.1	XP_017792447.1
OG0003809	XP_015171756.1	XP_017787759.1
OG0003810	XP_015171996.1	XP_017797890.1
OG0003811	XP_015190894.1	XP_017795712.1
OG0003812	XP_015172466.1	XP_017788997.1
OG0003813	XP_015179203.1	XP_017789455.1
OG0003814	XP_015172369.1	XP_017798569.1
OG0003815	XP_015172209.1, XP_015172210.1	XP_017793029.1
OG0003816	XP_015181644.1	XP_017793111.1
OG0003817	XP_015171672.1	XP_017793113.1
OG0003818	XP_015188004.1	XP_017792786.1
OG0003819	XP_015179449.1, XP_015179450.1	XP_017787367.1
OG0003820	XP_015190192.1	XP_017792962.1
OG0003821	XP_015180689.1	XP_017788919.1
OG0003822	XP_015185443.1	XP_017790027.1
OG0003823	XP_015186419.1	XP_017797587.1
OG0003824	XP_015184433.1	XP_017799079.1
OG0003826	XP_015190791.1	XP_017798975.1
OG0003827	XP_015189198.1, XP_015189197.1	XP_017787645.1
OG0003828	XP_015178908.1	XP_017787798.1
OG0003829	XP_015174901.1	XP_017790443.1
OG0003830	XP_015182262.1	XP_017790898.1
OG0003831	XP_015179782.1	XP_017798688.1
OG0003832	XP_015185403.1	XP_017797404.1
OG0003833	XP_015186218.1	XP_017794943.1
OG0003834	XP_015184254.1	XP_017796156.1
OG0003835	XP_015182810.1	XP_017788605.1
OG0003837	XP_015179423.1	XP_017797170.1
OG0003838	XP_015182676.1	XP_017789343.1
OG0003839	XP_015180223.1	XP_017794072.1, XP_017794071.1
OG0003840	XP_015183859.1, XP_015183860.1, XP_015183858.1	XP_017798020.1
OG0003841	XP_015189810.1	XP_017790530.1
OG0003842	XP_015189227.1	XP_017791393.1
OG0003843	XP_015180612.1	XP_017789874.1
OG0003844	XP_015175735.1	XP_017789301.1
OG0003845	XP_015182750.1	XP_017789344.1
OG0003846	XP_015191205.1	XP_017788075.1
OG0003847	XP_015187712.1	XP_017792529.1
OG0003848	XP_015187951.1	XP_017790684.1
OG0003849	XP_015188757.1	XP_017788820.1
OG0003850	XP_015179239.1	XP_017790625.1
OG0003851	XP_015171678.1	XP_017791310.1
OG0003852	XP_015182590.1, XP_015182589.1	XP_017797386.1
OG0003853	XP_015186918.1, XP_015186920.1, XP_015186919.1	XP_017788867.1
OG0003854	XP_015175346.1	XP_017787567.1
OG0003855	XP_015188067.1, XP_015188068.1	XP_017799560.1
OG0003856	XP_015174036.1	XP_017794796.1
OG0003857	XP_015180302.1	XP_017793820.1
OG0003858	XP_015186991.1	XP_017796436.1
OG0003859	XP_015185008.1	XP_017789165.1
OG0003860	XP_015173030.1	XP_017790578.1
OG0003861	XP_015182763.1, XP_015182764.1	XP_017794531.1
OG0003862	XP_015186271.1, XP_015186272.1	XP_017794864.1
OG0003863	XP_015171925.1, XP_015171915.1	XP_017793871.1
OG0003864	XP_015186663.1	XP_017789127.1
OG0003865	XP_015179461.1	XP_017791840.1
OG0003866	XP_015191594.1	XP_017795927.1
OG0003867	XP_015176696.1	XP_017795800.1, XP_017795799.1
OG0003869	XP_015190256.1	XP_017797856.1
OG0003870	XP_015188129.1	XP_017796443.1
OG0003871	XP_015175350.1	XP_017791945.1
OG0003872	XP_015182385.1, XP_015182386.1	XP_017791218.1
OG0003873	XP_015189200.1	XP_017787673.1, XP_017787670.1
OG0003874	XP_015173727.1	XP_017790630.1
OG0003875	XP_015190606.1	XP_017790123.1
OG0003876	XP_015174174.1	XP_017797490.1
OG0003877	XP_015177052.1	XP_017788845.1
OG0003878	XP_015172511.1	XP_017793362.1
OG0003879	XP_015190423.1	XP_017799521.1
OG0003880	XP_015184793.1	XP_017791677.1
OG0003881	XP_015176444.1	XP_017792215.1
OG0003882	XP_015189010.1	XP_017789334.1
OG0003883	XP_015184816.1	XP_017787474.1
OG0003884	XP_015178038.1, XP_015178067.1	XP_017796006.1
OG0003885	XP_015183701.1, XP_015183702.1, XP_015183703.1	XP_017791986.1
OG0003886	XP_015187891.1	XP_017798980.1
OG0003887	XP_015174435.1	XP_017788107.1
OG0003888	XP_015187059.1	XP_017787887.1
OG0003889	XP_015181006.1	XP_017789336.1
OG0003890	XP_015171801.1	XP_017791758.1
OG0003891	XP_015177431.1	XP_017796313.1
OG0003892	XP_015177759.1	XP_017798650.1
OG0003893	XP_015187989.1	XP_017787583.1
OG0003894	XP_015174222.1	XP_017793883.1
OG0003895	XP_015182152.1	XP_017797558.1
OG0003896	XP_015185567.1, XP_015185568.1	XP_017790075.1
OG0003897	XP_015182364.1	XP_017793611.1, XP_017793607.1
OG0003898	XP_015183619.1	XP_017795508.1
OG0003899	XP_015184667.1	XP_017794740.1, XP_017794739.1, XP_017794741.1
OG0003900	XP_015178278.1	XP_017789981.1
OG0003901	XP_015176385.1	XP_017799214.1
OG0003902	XP_015189056.1	XP_017795007.1
OG0003903	XP_015185771.1	XP_017788536.1
OG0003904	XP_015186503.1	XP_017788484.1, XP_017795075.1
OG0003905	XP_015175617.1, XP_015175618.1, XP_015175616.1	XP_017795535.1
OG0003906	XP_015186483.1	XP_017798192.1
OG0003908	XP_015173361.1	XP_017789107.1
OG0003909	XP_015191271.1	XP_017798003.1
OG0003910	XP_015184281.1	XP_017792577.1
OG0003911	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1	XP_017798545.1
OG0003912	XP_015182946.1	XP_017787459.1
OG0003913	XP_015184261.1	XP_017790669.1
OG0003914	XP_015186068.1	XP_017787920.1
OG0003915	XP_015175075.1	XP_017795657.1
OG0003916	XP_015181429.1, XP_015181430.1	XP_017794563.1
OG0003917	XP_015191779.1	XP_017790152.1
OG0003918	XP_015184223.1	XP_017789051.1
OG0003919	XP_015176605.1	XP_017791666.1
OG0003920	XP_015186478.1	XP_017791443.1
OG0003921	XP_015177797.1, XP_015177796.1	XP_017797196.1
OG0003922	XP_015190521.1	XP_017794815.1
OG0003923	XP_015171117.1, XP_015171124.1	XP_017797915.1
OG0003924	XP_015182758.1	XP_017795517.1
OG0003925	XP_015182962.1	XP_017788524.1
OG0003926	XP_015181798.1	XP_017792436.1
OG0003927	XP_015186939.1	XP_017795773.1
OG0003928	XP_015191812.1	XP_017795385.1
OG0003929	XP_015186045.1	XP_017797396.1
OG0003930	XP_015175314.1	XP_017793881.1
OG0003931	XP_015179434.1	XP_017789129.1
OG0003932	XP_015183051.1	XP_017795132.1
OG0003933	XP_015174139.1	XP_017797499.1
OG0003934	XP_015185833.1	XP_017793251.1
OG0003935	XP_015178777.1	XP_017790351.1
OG0003936	XP_015181374.1	XP_017789793.1
OG0003937	XP_015188003.1	XP_017797898.1
OG0003938	XP_015185910.1	XP_017792608.1
OG0003939	XP_015182573.1	XP_017796942.1
OG0003940	XP_015176999.1	XP_017787591.1
OG0003941	XP_015191702.1	XP_017796607.1
OG0003942	XP_015190766.1	XP_017796398.1
OG0003943	XP_015176455.1	XP_017792141.1
OG0003944	XP_015177805.1	XP_017792080.1
OG0003945	XP_015183165.1	XP_017789622.1
OG0003946	XP_015187495.1	XP_017794638.1
OG0003947	XP_015185637.1	XP_017789937.1
OG0003948	XP_015176916.1, XP_015176917.1	XP_017793234.1
OG0003950	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1	XP_017789551.1
OG0003951	XP_015183700.1	XP_017787442.1
OG0003952	XP_015171971.1	XP_017793307.1
OG0003953	XP_015174381.1	XP_017797983.1
OG0003954	XP_015179401.1	XP_017790320.1
OG0003955	XP_015189075.1	XP_017795053.1
OG0003956	XP_015191809.1	XP_017797179.1
OG0003957	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1	XP_017788777.1
OG0003958	XP_015174191.1	XP_017796650.1
OG0003959	XP_015184862.1	XP_017792028.1
OG0003960	XP_015174780.1	XP_017795057.1
OG0003961	XP_015176361.1	XP_017791138.1
OG0003962	XP_015178536.1	XP_017790501.1
OG0003963	XP_015182047.1	XP_017790658.1
OG0003964	XP_015176829.1	XP_017791467.1
OG0003965	XP_015183672.1, XP_015183673.1	XP_017794243.1
OG0003966	XP_015171981.1	XP_017794854.1
OG0003967	XP_015191446.1	XP_017788683.1
OG0003968	XP_015180277.1	XP_017790794.1
OG0003969	XP_015191535.1	XP_017796360.1
OG0003970	XP_015177959.1	XP_017795207.1
OG0003971	XP_015187239.1	XP_017788859.1
OG0003972	XP_015180298.1	XP_017790701.1
OG0003973	XP_015180148.1	XP_017790383.1
OG0003974	XP_015181752.1	XP_017797548.1
OG0003975	XP_015175402.1	XP_017789658.1
OG0003976	XP_015183906.1	XP_017788647.1
OG0003977	XP_015190572.1, XP_015190569.1, XP_015190570.1	XP_017790532.1
OG0003978	XP_015174165.1	XP_017791389.1
OG0003979	XP_015181533.1, XP_015181535.1, XP_015181534.1	XP_017790635.1
OG0003980	XP_015179105.1	XP_017793013.1
OG0003981	XP_015179337.1	XP_017796628.1
OG0003982	XP_015171669.1	XP_017790273.1
OG0003983	XP_015177993.1	XP_017791651.1
OG0003984	XP_015178448.1	XP_017792742.1
OG0003985	XP_015180923.1	XP_017791619.1
OG0003986	XP_015182657.1	XP_017790934.1
OG0003987	XP_015180174.1, XP_015180171.1	XP_017788315.1
OG0003988	XP_015178187.1	XP_017795998.1
OG0003989	XP_015171575.1	XP_017791304.1
OG0003990	XP_015188978.1	XP_017796842.1
OG0003991	XP_015177782.1	XP_017789766.1
OG0003992	XP_015176116.1	XP_017798023.1
OG0003993	XP_015181677.1	XP_017793286.1
OG0003994	XP_015181594.1, XP_015181593.1	XP_017796126.1
OG0003995	XP_015172117.1	XP_017789448.1
OG0003996	XP_015179812.1, XP_015179973.1	XP_017790659.1
OG0003997	XP_015191115.1	XP_017792008.1
OG0003998	XP_015190272.1	XP_017797908.1
OG0003999	XP_015173606.1	XP_017791327.1
OG0004000	XP_015183976.1	XP_017788398.1
OG0004001	XP_015183525.1	XP_017791173.1
OG0004002	XP_015180994.1	XP_017789711.1
OG0004003	XP_015174985.1	XP_017797147.1, XP_017789312.1
OG0004004	XP_015183989.1, XP_015183988.1	XP_017790549.1
OG0004005	XP_015185905.1	XP_017792594.1, XP_017792593.1
OG0004006	XP_015183941.1	XP_017788949.1, XP_017788734.1
OG0004007	XP_015188621.1	XP_017798965.1
OG0004008	XP_015173879.1	XP_017787360.1
OG0004009	XP_015173384.1	XP_017787838.1
OG0004010	XP_015173285.1	XP_017792931.1
OG0004012	XP_015188802.1	XP_017798937.1
OG0004013	XP_015184624.1	XP_017787781.1
OG0004014	XP_015183104.1	XP_017787526.1
OG0004016	XP_015172081.1	XP_017793296.1
OG0004017	XP_015178267.1	XP_017794723.1
OG0004018	XP_015188600.1	XP_017793375.1
OG0004019	XP_015185169.1	XP_017795567.1
OG0004020	XP_015178646.1	XP_017794385.1
OG0004021	XP_015176151.1	XP_017790907.1
OG0004022	XP_015175677.1	XP_017791746.1
OG0004023	XP_015180863.1	XP_017794621.1
OG0004024	XP_015174925.1	XP_017787870.1
OG0004025	XP_015184499.1, XP_015184498.1	XP_017798450.1
OG0004026	XP_015191774.1, XP_015191773.1	XP_017793780.1
OG0004027	XP_015189301.1	XP_017796859.1
OG0004028	XP_015178883.1	XP_017789939.1
OG0004029	XP_015180303.1	XP_017794896.1, XP_017792769.1
OG0004030	XP_015191045.1	XP_017797728.1
OG0004031	XP_015173705.1	XP_017795977.1
OG0004032	XP_015190132.1	XP_017799055.1
OG0004033	XP_015182744.1	XP_017789365.1
OG0004034	XP_015175821.1	XP_017797790.1
OG0004035	XP_015174077.1	XP_017794009.1, XP_017794008.1, XP_017794005.1, XP_017794007.1, XP_017794010.1
OG0004036	XP_015184002.1	XP_017790559.1
OG0004037	XP_015180175.1	XP_017791010.1
OG0004038	XP_015180362.1	XP_017791257.1, XP_017791256.1
OG0004040	XP_015179378.1, XP_015187288.1	XP_017787723.1
OG0004041	XP_015187156.1, XP_015187157.1	XP_017797680.1
OG0004042	XP_015191293.1	XP_017797986.1
OG0004043	XP_015174731.1, XP_015174726.1	XP_017790582.1
OG0004044	XP_015179422.1	XP_017797215.1
OG0004045	XP_015176323.1	XP_017787357.1
OG0004046	XP_015181696.1	XP_017789021.1
OG0004047	XP_015191263.1	XP_017789163.1
OG0004048	XP_015176742.1, XP_015176733.1	XP_017789695.1
OG0004049	XP_015174161.1, XP_015174159.1, XP_015174160.1	XP_017788051.1
OG0004050	XP_015189950.1	XP_017794825.1
OG0004051	XP_015180376.1	XP_017798241.1
OG0004052	XP_015177405.1, XP_015177406.1	XP_017796666.1
OG0004053	XP_015185708.1	XP_017792574.1
OG0004054	XP_015177268.1	XP_017794880.1
OG0004055	XP_015191019.1	XP_017789537.1
OG0004056	XP_015185777.1	XP_017790728.1
OG0004058	XP_015186468.1, XP_015186467.1, XP_015186469.1	XP_017796653.1
OG0004059	XP_015172701.1	XP_017794559.1
OG0004060	XP_015185066.1	XP_017791932.1
OG0004061	XP_015179001.1	XP_017795766.1
OG0004062	XP_015187758.1	XP_017794127.1
OG0004063	XP_015172856.1	XP_017788374.1
OG0004064	XP_015187710.1	XP_017790498.1
OG0004065	XP_015173682.1, XP_015173694.1	XP_017793919.1
OG0004066	XP_015181124.1, XP_015181123.1, XP_015181122.1	XP_017788888.1
OG0004067	XP_015188922.1	XP_017796967.1
OG0004068	XP_015185932.1	XP_017793000.1
OG0004069	XP_015178953.1	XP_017792780.1
OG0004070	XP_015183528.1	XP_017792645.1
OG0004071	XP_015178206.1	XP_017797701.1
OG0004072	XP_015191086.1	XP_017797816.1
OG0004073	XP_015181041.1, XP_015181040.1	XP_017798270.1
OG0004074	XP_015188764.1	XP_017788336.1
OG0004075	XP_015179558.1	XP_017798784.1
OG0004076	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1	XP_017793456.1
OG0004077	XP_015184935.1	XP_017793525.1
OG0004078	XP_015171408.1	XP_017794813.1
OG0004079	XP_015173930.1, XP_015173935.1	XP_017790442.1
OG0004080	XP_015183962.1, XP_015183961.1	XP_017788410.1
OG0004081	XP_015191525.1	XP_017793387.1
OG0004082	XP_015179425.1	XP_017794986.1
OG0004083	XP_015178389.1	XP_017797784.1
OG0004084	XP_015179514.1, XP_015179513.1	XP_017795893.1
OG0004085	XP_015182510.1	XP_017793958.1
OG0004086	XP_015179120.1	XP_017796600.1
OG0004087	XP_015191784.1	XP_017790703.1
OG0004088	XP_015178738.1, XP_015178730.1	XP_017796853.1
OG0004089	XP_015191287.1	XP_017795757.1, XP_017796106.1
OG0004090	XP_015174996.1	XP_017789932.1
OG0004091	XP_015191851.1	XP_017797831.1, XP_017797832.1
OG0004092	XP_015179701.1	XP_017798710.1
OG0004093	XP_015188778.1	XP_017792992.1
OG0004094	XP_015188690.1	XP_017794240.1
OG0004095	XP_015171602.1	XP_017799180.1
OG0004096	XP_015189028.1	XP_017794472.1
OG0004097	XP_015188596.1	XP_017792361.1
OG0004098	XP_015172878.1	XP_017798143.1
OG0004099	XP_015177377.1	XP_017797181.1
OG0004100	XP_015180349.1	XP_017792843.1
OG0004101	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1	XP_017793188.1
OG0004102	XP_015171873.1	XP_017791743.1
OG0004103	XP_015183632.1	XP_017794097.1
OG0004104	XP_015180090.1	XP_017797516.1
OG0004105	XP_015176038.1, XP_015176028.1, XP_015176047.1	XP_017792783.1
OG0004106	XP_015181585.1	XP_017790367.1
OG0004107	XP_015186759.1	XP_017799242.1
OG0004110	XP_015171958.1	XP_017793593.1
OG0004111	XP_015185351.1	XP_017797512.1, XP_017797513.1, XP_017797514.1
OG0004112	XP_015181462.1	XP_017790242.1
OG0004113	XP_015183299.1	XP_017796552.1
OG0004114	XP_015174226.1	XP_017793906.1
OG0004116	XP_015175547.1	XP_017797700.1
OG0004117	XP_015191708.1	XP_017797604.1
OG0004119	XP_015174723.1, XP_015174724.1	XP_017790395.1
OG0004120	XP_015171783.1	XP_017793682.1
OG0004123	XP_015188295.1	XP_017794539.1
OG0004124	XP_015174349.1	XP_017794308.1
OG0004125	XP_015186721.1	XP_017790326.1
OG0004126	XP_015173412.1	XP_017797151.1, XP_017798536.1
OG0004127	XP_015183415.1	XP_017792023.1
OG0004128	XP_015190426.1	XP_017790508.1
OG0004129	XP_015180238.1	XP_017794034.1
OG0004131	XP_015182422.1	XP_017787362.1
OG0004132	XP_015175633.1	XP_017793645.1
OG0004133	XP_015191395.1	XP_017795580.1
OG0004134	XP_015173305.1, XP_015173304.1, XP_015173307.1, XP_015173306.1	XP_017797526.1
OG0004135	XP_015177817.1	XP_017792053.1
OG0004136	XP_015189170.1, XP_015189172.1, XP_015189171.1	XP_017787605.1
OG0004137	XP_015191737.1, XP_015191736.1	XP_017791865.1
OG0004138	XP_015187075.1	XP_017794202.1
OG0004139	XP_015186306.1	XP_017797800.1
OG0004140	XP_015190927.1	XP_017799280.1
OG0004141	XP_015172017.1, XP_015172004.1	XP_017794885.1
OG0004142	XP_015183316.1	XP_017796537.1
OG0004143	XP_015176247.1	XP_017789290.1, XP_017790248.1, XP_017790240.1
OG0004144	XP_015176391.1, XP_015176390.1	XP_017797172.1
OG0004145	XP_015175270.1	XP_017790707.1
OG0004146	XP_015178715.1	XP_017791610.1
OG0004147	XP_015184734.1, XP_015184744.1	XP_017797933.1
OG0004148	XP_015191454.1	XP_017792970.1
OG0004149	XP_015190364.1	XP_017789538.1
OG0004150	XP_015177212.1	XP_017789576.1
OG0004151	XP_015178739.1	XP_017790228.1
OG0004153	XP_015182610.1	XP_017790645.1
OG0004154	XP_015177125.1	XP_017796423.1
OG0004155	XP_015185292.1, XP_015185293.1	XP_017788557.1
OG0004156	XP_015179468.1	XP_017795889.1, XP_017795888.1
OG0004157	XP_015184857.1	XP_017789302.1
OG0004158	XP_015191195.1	XP_017789961.1
OG0004159	XP_015186772.1	XP_017795400.1
OG0004160	XP_015173210.1	XP_017789542.1
OG0004161	XP_015185242.1	XP_017795723.1
OG0004162	XP_015172799.1	XP_017790237.1
OG0004163	XP_015185340.1, XP_015185339.1	XP_017796392.1
OG0004164	XP_015188949.1	XP_017792518.1
OG0004165	XP_015174133.1	XP_017789317.1, XP_017789316.1
OG0004166	XP_015186046.1	XP_017789510.1
OG0004167	XP_015176929.1	XP_017797865.1
OG0004168	XP_015172852.1	XP_017788879.1
OG0004169	XP_015173250.1	XP_017789121.1
OG0004170	XP_015185212.1	XP_017790014.1
OG0004171	XP_015176601.1	XP_017789346.1
OG0004172	XP_015181004.1	XP_017796025.1
OG0004173	XP_015183938.1	XP_017787792.1
OG0004174	XP_015174798.1	XP_017788547.1
OG0004175	XP_015171529.1	XP_017787882.1
OG0004177	XP_015181007.1	XP_017789450.1
OG0004178	XP_015178742.1	XP_017790306.1
OG0004179	XP_015180766.1	XP_017794720.1
OG0004180	XP_015179437.1	XP_017795978.1
OG0004181	XP_015179853.1	XP_017795258.1
OG0004182	XP_015174087.1	XP_017792882.1
OG0004183	XP_015188317.1	XP_017792318.1
OG0004184	XP_015174685.1	XP_017792928.1
OG0004185	XP_015184614.1	XP_017791438.1
OG0004186	XP_015178531.1	XP_017799032.1
OG0004187	XP_015180907.1	XP_017798280.1
OG0004188	XP_015181907.1	XP_017789174.1
OG0004190	XP_015177220.1	XP_017787494.1
OG0004191	XP_015183716.1	XP_017795439.1
OG0004192	XP_015176251.1	XP_017788714.1
OG0004193	XP_015179438.1	XP_017795960.1
OG0004194	XP_015189097.1	XP_017788119.1
OG0004195	XP_015179685.1	XP_017796147.1
OG0004196	XP_015186774.1	XP_017793260.1
OG0004197	XP_015189390.1	XP_017791261.1
OG0004198	XP_015189182.1	XP_017787648.1, XP_017787647.1
OG0004199	XP_015185473.1	XP_017790060.1
OG0004201	XP_015189575.1	XP_017791626.1
OG0004202	XP_015185997.1	XP_017792350.1
OG0004203	XP_015186546.1	XP_017795413.1
OG0004204	XP_015182784.1	XP_017787372.1
OG0004205	XP_015179114.1	XP_017799600.1
OG0004206	XP_015185182.1	XP_017788954.1
OG0004207	XP_015176403.1	XP_017796098.1
OG0004209	XP_015173281.1	XP_017798977.1
OG0004210	XP_015176832.1, XP_015176833.1	XP_017791918.1
OG0004211	XP_015187178.1, XP_015187177.1	XP_017795120.1
OG0004212	XP_015184253.1	XP_017792104.1
OG0004213	XP_015179817.1	XP_017790817.1
OG0004214	XP_015177415.1	XP_017791457.1
OG0004215	XP_015188562.1	XP_017789804.1, XP_017789813.1
OG0004216	XP_015179144.1	XP_017798824.1
OG0004217	XP_015182917.1	XP_017797639.1
OG0004218	XP_015188615.1	XP_017798967.1
OG0004219	XP_015173044.1	XP_017792072.1
OG0004220	XP_015191390.1, XP_015191391.1	XP_017791500.1
OG0004222	XP_015185904.1	XP_017787661.1
OG0004223	XP_015178157.1	XP_017796095.1
OG0004224	XP_015191264.1	XP_017788082.1
OG0004225	XP_015184795.1	XP_017798538.1
OG0004226	XP_015177518.1	XP_017790058.1, XP_017797029.1, XP_017795873.1, XP_017795853.1, XP_017796556.1, XP_017795396.1, XP_017792768.1, XP_017792767.1, XP_017792766.1, XP_017795924.1
OG0004227	XP_015186487.1	XP_017788471.1
OG0004228	XP_015185509.1	XP_017792991.1
OG0004229	XP_015188447.1	XP_017798900.1
OG0004230	XP_015183072.1	XP_017798581.1
OG0004231	XP_015179089.1	XP_017791813.1
OG0004232	XP_015175867.1	XP_017799555.1, XP_017799547.1
OG0004233	XP_015190506.1	XP_017799063.1
OG0004234	XP_015171658.1	XP_017793674.1
OG0004235	XP_015177714.1, XP_015177717.1	XP_017796276.1, XP_017796234.1
OG0004236	XP_015178698.1	XP_017789599.1
OG0004237	XP_015174804.1	XP_017799586.1
OG0004238	XP_015191487.1	XP_017797448.1
OG0004240	XP_015177896.1	XP_017789877.1
OG0004242	XP_015176234.1, XP_015176232.1	XP_017798958.1
OG0004243	XP_015187907.1	XP_017790560.1
OG0004244	XP_015173804.1, XP_015173805.1, XP_015173806.1	XP_017788964.1
OG0004245	XP_015174920.1	XP_017790387.1
OG0004246	XP_015182554.1	XP_017796905.1, XP_017796904.1, XP_017796906.1
OG0004247	XP_015181293.1	XP_017795397.1
OG0004248	XP_015187024.1	XP_017794602.1
OG0004249	XP_015176571.1, XP_015176570.1, XP_015176573.1	XP_017790764.1
OG0004250	XP_015187844.1, XP_015187845.1	XP_017790792.1
OG0004251	XP_015182207.1	XP_017790270.1
OG0004253	XP_015190556.1	XP_017799136.1
OG0004254	XP_015174868.1	XP_017795369.1
OG0004255	XP_015173643.1	XP_017787983.1
OG0004256	XP_015180885.1	XP_017792728.1
OG0004258	XP_015185642.1	XP_017797960.1
OG0004259	XP_015178561.1	XP_017798942.1
OG0004260	XP_015172651.1	XP_017790453.1
OG0004261	XP_015174911.1	XP_017788061.1
OG0004262	XP_015171874.1	XP_017791723.1
OG0004263	XP_015191018.1, XP_015191016.1, XP_015191017.1	XP_017791976.1, XP_017791974.1, XP_017791975.1, XP_017791977.1
OG0004264	XP_015173005.1	XP_017798212.1
OG0004265	XP_015184203.1, XP_015184210.1, XP_015184217.1	XP_017796671.1
OG0004266	XP_015171963.1	XP_017797829.1
OG0004267	XP_015181089.1	XP_017787555.1, XP_017787556.1
OG0004268	XP_015182717.1	XP_017795528.1, XP_017795530.1
OG0004269	XP_015181893.1, XP_015181892.1	XP_017799491.1
OG0004275	XP_015178640.1	XP_017789638.1
OG0004276	XP_015188500.1	XP_017799144.1
OG0004277	XP_015189111.1	XP_017790230.1
OG0004278	XP_015180166.1, XP_015180165.1	XP_017790757.1
OG0004279	XP_015174956.1	XP_017798389.1
OG0004280	XP_015172726.1	XP_017789894.1
OG0004281	XP_015186404.1	XP_017799016.1
OG0004282	XP_015180529.1	XP_017796448.1
OG0004283	XP_015190724.1	XP_017788264.1
OG0004284	XP_015184075.1	XP_017792477.1
OG0004285	XP_015189334.1, XP_015189335.1, XP_015189336.1	XP_017791478.1
OG0004286	XP_015177162.1	XP_017790865.1
OG0004287	XP_015178914.1	XP_017787844.1
OG0004288	XP_015176821.1	XP_017797904.1
OG0004289	XP_015182833.1	XP_017792813.1, XP_017792814.1
OG0004290	XP_015172148.1	XP_017798522.1
