Orthogroup	Polistes_dominula	Bombyx_mori
OG0004358	XP_015176841.1	NP_001037299.1, XP_037874153.1
OG0004359	XP_015180976.1	XP_004925255.1
OG0004360	XP_015173321.1	NP_001269152.1
OG0004361	XP_015171734.1	XP_004924614.1
OG0004362	XP_015173240.1	XP_012545769.1
OG0004363	XP_015185674.1, XP_015185675.1, XP_015185673.1	XP_004928927.1
OG0004364	XP_015179808.1	NP_001037102.1
OG0004365	XP_015179807.1	XP_004922522.1
OG0004366	XP_015177156.1	XP_004933534.1
OG0004367	XP_015190626.1	XP_037868832.1, XP_012550222.1
OG0004368	XP_015176445.1	XP_012553136.1
OG0004369	XP_015185827.1	XP_021203230.1, NP_001040390.1
OG0004370	XP_015179509.1	NP_001040275.1
OG0004371	XP_015176249.1	NP_001129357.1
OG0004372	XP_015178816.1	XP_004928871.1
OG0004373	XP_015182235.1	XP_004931816.1
OG0004374	XP_015173591.1	XP_004931896.1
OG0004375	XP_015179923.1	XP_004923828.1, XP_021202090.1
OG0004376	XP_015176018.1	XP_004930241.3
OG0004377	XP_015185853.1	XP_012547760.1
OG0004378	XP_015176204.1	NP_001296469.1
OG0004379	XP_015180193.1	XP_004925730.1
OG0004380	XP_015176657.1	XP_037867326.1, NP_001040229.1
OG0004381	XP_015181754.1	XP_004931120.1
OG0004382	XP_015191186.1, XP_015191185.1, XP_015191187.1	XP_037869285.1
OG0004383	XP_015191334.1	XP_037877691.1
OG0004384	XP_015175765.1	XP_004926239.1
OG0004385	XP_015187542.1	NP_001040538.1
OG0004386	XP_015181333.1	XP_004928867.1
OG0004387	XP_015173659.1	XP_004922580.1, XP_004922589.1
OG0004388	XP_015175820.1	XP_012549974.1
OG0004389	XP_015188111.1	NP_001040186.1
OG0004390	XP_015183451.1	XP_037868814.1
OG0004391	XP_015184061.1	XP_037871984.1
OG0004392	XP_015181202.1	NP_001127741.1
OG0004393	XP_015180364.1	NP_001037105.1
OG0004394	XP_015172794.1	XP_012552792.1
OG0004395	XP_015186716.1	NP_001040356.1
OG0004396	XP_015186608.1	XP_037867106.1
OG0004397	XP_015179775.1, XP_015179774.1	XP_012551911.1
OG0004398	XP_015184973.1	XP_004929393.1, NP_001170880.1
OG0004400	XP_015183985.1	XP_037872499.1
OG0004401	XP_015178319.1	XP_012552909.2
OG0004402	XP_015181637.1	NP_001040509.1, XP_012543996.1
OG0004403	XP_015191772.1	XP_012545483.1
OG0004404	XP_015178049.1, XP_015178048.1	NP_001153659.1
OG0004405	XP_015186241.1	XP_037869481.1
OG0004407	XP_015175014.1	NP_001127727.1, XP_037877636.1, XP_004929240.1
OG0004408	XP_015186497.1	XP_021204847.1, XP_012547412.1
OG0004409	XP_015174662.1	XP_004926345.2
OG0004410	XP_015171699.1	XP_004933293.1
OG0004411	XP_015172022.1	XP_004933256.1, XP_037876327.1
OG0004412	XP_015189375.1	NP_001040148.1
OG0004413	XP_015191328.1	NP_001128236.1
OG0004414	XP_015175097.1	XP_037869727.1
OG0004416	XP_015180836.1	XP_004931870.1
OG0004417	XP_015189232.1	XP_004922278.1
OG0004418	XP_015186766.1	XP_004933565.1
OG0004419	XP_015180543.1	XP_012550117.2, XP_021206649.1
OG0004420	XP_015180627.1, XP_015180616.1	XP_004925324.1
OG0004421	XP_015172144.1	XP_004925566.1
OG0004422	XP_015181247.1	XP_004928435.1
OG0004423	XP_015182397.1	XP_012549290.1
OG0004424	XP_015183491.1	NP_001157386.1, XP_012545026.1
OG0004425	XP_015172546.1	XP_004926812.1
OG0004426	XP_015175272.1	XP_004930472.2
OG0004427	XP_015174992.1, XP_015174993.1, XP_015174991.1	XP_004924406.1
OG0004428	XP_015179007.1	NP_001129356.1
OG0004429	XP_015191849.1	XP_004925622.1
OG0004430	XP_015179057.1	XP_004928252.2
OG0004431	XP_015177325.1	XP_004922106.1
OG0004432	XP_015172374.1	XP_004932553.1
OG0004433	XP_015177506.1	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1
OG0004434	XP_015172026.1	XP_021204518.1
OG0004436	XP_015185865.1	NP_001138799.1, XP_012547715.1
OG0004437	XP_015189049.1	XP_037875079.1
OG0004438	XP_015172112.1	XP_021207788.2
OG0004439	XP_015178463.1	NP_001266353.1, XP_021207445.2
OG0004440	XP_015172077.1	NP_001037602.1
OG0004441	XP_015185151.1	NP_001093308.1, XP_012550230.1
OG0004442	XP_015186190.1, XP_015186188.1	XP_004932564.1
OG0004443	XP_015172258.1, XP_015172256.1, XP_015172257.1	XP_037871924.1, XP_037871925.1
OG0004444	XP_015174014.1	XP_004929444.1
OG0004445	XP_015185966.1	NP_001106224.1, XP_021207530.1
OG0004446	XP_015171305.1	XP_004922901.1
OG0004447	XP_015191444.1	XP_037868292.1
OG0004448	XP_015172171.1	XP_004928620.1
OG0004449	XP_015189524.1	XP_012545915.2
OG0004450	XP_015182837.1	XP_012546120.1, XP_012546119.1, XP_021203885.1
OG0004451	XP_015185672.1	XP_004925914.2
OG0004452	XP_015175169.1	NP_001166808.1
OG0004453	XP_015182957.1	NP_001136085.1
OG0004454	XP_015179236.1	XP_037871803.1
OG0004455	XP_015187950.1	XP_021202583.2
OG0004457	XP_015181559.1	XP_004929281.1
OG0004458	XP_015189484.1	XP_004926768.1
OG0004459	XP_015176322.1	XP_004929750.1
OG0004460	XP_015176125.1	XP_037868050.1
OG0004461	XP_015180609.1	XP_004932074.2
OG0004462	XP_015181735.1, XP_015181734.1, XP_015181732.1	XP_037868896.1
OG0004463	XP_015184390.1	XP_037867166.1
OG0004466	XP_015176360.1	XP_021206330.1, XP_004922393.1
OG0004467	XP_015181372.1	XP_004924429.2
OG0004468	XP_015178375.1	XP_004930943.1
OG0004469	XP_015178090.1	XP_021205574.2
OG0004470	XP_015173200.1	XP_004923758.2
OG0004471	XP_015186731.1	XP_021208505.1, NP_001040146.1
OG0004472	XP_015184247.1	XP_004927286.1
OG0004473	XP_015190646.1	XP_004923352.2
OG0004474	XP_015184659.1, XP_015184660.1	XP_012551241.2
OG0004475	XP_015174742.1	XP_021204191.1
OG0004476	XP_015178459.1	XP_012552109.1
OG0004478	XP_015176805.1	XP_004927741.2
OG0004479	XP_015179030.1	XP_004928540.2
OG0004480	XP_015181548.1	XP_004926613.2, XP_037877374.1
OG0004481	XP_015185455.1	XP_037871521.1, NP_001037015.1
OG0004482	XP_015175663.1, XP_015175662.1	NP_001040514.1
OG0004483	XP_015183761.1	XP_004931686.2
OG0004484	XP_015185566.1	XP_012550143.1
OG0004485	XP_015189665.1, XP_015186640.1	XP_037869915.1
OG0004486	XP_015190492.1	NP_001296544.1
OG0004487	XP_015186641.1	XP_021205891.1
OG0004490	XP_015190957.1	XP_021203669.1
OG0004491	XP_015180010.1	XP_004931937.1
OG0004492	XP_015176439.1	XP_004927204.2
OG0004493	XP_015190505.1	XP_004922061.3
OG0004494	XP_015178567.1	NP_001040545.1, XP_037872570.1
OG0004495	XP_015182759.1	XP_004932393.1
OG0004496	XP_015174042.1	XP_037868699.1
OG0004497	XP_015185774.1	XP_037870498.1
OG0004498	XP_015174438.1	XP_004931902.2
OG0004499	XP_015190699.1	XP_012547044.2
OG0004500	XP_015181790.1	XP_004923356.1, XP_037876238.1
OG0004501	XP_015181130.1	XP_012549502.2
OG0004502	XP_015181780.1	XP_004924030.1
OG0004503	XP_015184786.1	XP_004930888.2
OG0004504	XP_015172578.1	XP_037869269.1, XP_012549535.1
OG0004505	XP_015176438.1	XP_037871579.1
OG0004506	XP_015178998.1	XP_021206434.2
OG0004507	XP_015178376.1	XP_012551824.2, NP_001040548.1
OG0004508	XP_015185776.1	XP_004921717.1
OG0004509	XP_015171763.1	XP_012544620.2
OG0004510	XP_015181264.1	XP_037868142.1
OG0004511	XP_015183256.1	XP_004926798.1
OG0004512	XP_015180831.1	XP_037867183.1
OG0004513	XP_015190365.1	XP_004925974.1
OG0004514	XP_015180731.1, XP_015180730.1	XP_004924190.1
OG0004515	XP_015177303.1	XP_004928585.1
OG0004516	XP_015171431.1, XP_015171432.1	XP_037877318.1, XP_037871723.1
OG0004517	XP_015186440.1	XP_021204138.1
OG0004518	XP_015174238.1	XP_037874751.1
OG0004519	XP_015180453.1	XP_037876118.1, NP_001036900.1
OG0004520	XP_015177085.1	XP_004930185.1, XP_004930184.1, XP_004930183.1
OG0004521	XP_015185929.1, XP_015185928.1	NP_001166283.1, XP_037874249.1
OG0004522	XP_015181664.1	XP_012550146.1
OG0004524	XP_015183119.1	XP_037868919.1
OG0004525	XP_015182803.1	XP_012549849.2
OG0004527	XP_015173792.1	XP_037877355.1
OG0004528	XP_015191699.1	NP_001091810.1
OG0004529	XP_015190722.1	XP_037867115.1
OG0004530	XP_015181076.1	XP_004929406.1
OG0004531	XP_015191338.1	XP_037871728.1
OG0004532	XP_015172393.1	XP_004925125.1
OG0004533	XP_015178069.1	XP_004927924.1
OG0004534	XP_015176475.1	XP_037877609.1
OG0004535	XP_015183013.1	XP_004923114.2
OG0004536	XP_015190989.1	NP_001093276.1
OG0004537	XP_015184246.1	XP_037867597.1
OG0004538	XP_015178803.1	XP_004927885.1, XP_037870948.1
OG0004539	XP_015175094.1	XP_004921572.1
OG0004540	XP_015179940.1	XP_004925261.1
OG0004542	XP_015176041.1	XP_037869561.1, NP_001037009.1
OG0004543	XP_015184681.1	XP_012548030.1
OG0004544	XP_015173734.1	XP_004924603.1
OG0004545	XP_015183378.1	XP_004925979.1
OG0004546	XP_015179991.1	XP_037872933.1
OG0004547	XP_015171964.1	XP_012545466.1, XP_021203391.1, XP_021203392.1
OG0004548	XP_015185700.1	NP_001041678.1, XP_037874643.1
OG0004549	XP_015171866.1	XP_004921859.1
OG0004550	XP_015188829.1	XP_037875309.1
OG0004551	XP_015183654.1	XP_004930352.1
OG0004552	XP_015174741.1	XP_004922110.2
OG0004553	XP_015181308.1, XP_015181306.1, XP_015181307.1	XP_037877807.1
OG0004554	XP_015176252.1	XP_021202751.1
OG0004555	XP_015184559.1	XP_004926997.1
OG0004556	XP_015183892.1	XP_004925803.1
OG0004557	XP_015190779.1, XP_015186957.1	XP_037876725.1
OG0004558	XP_015179056.1	XP_004928427.1
OG0004559	XP_015183197.1	XP_004931495.1
OG0004560	XP_015190197.1	XP_021207502.1, XP_012550797.1, XP_012550795.1
OG0004561	XP_015173963.1	NP_001040132.1
OG0004563	XP_015174282.1	XP_004926318.1
OG0004564	XP_015171030.1	XP_004927446.1
OG0004565	XP_015190875.1	XP_004926267.1
OG0004566	XP_015181991.1	NP_001040367.1
OG0004567	XP_015183874.1	XP_004925491.1
OG0004568	XP_015180233.1	XP_037867040.1
OG0004569	XP_015180904.1	XP_004926257.1
OG0004570	XP_015183907.1	NP_001188366.1
OG0004571	XP_015182531.1	XP_004928163.3
OG0004572	XP_015181613.1, XP_015181612.1	NP_001138798.1, XP_037877641.1
OG0004573	XP_015184626.1	XP_012547105.2, NP_001037168.1
OG0004574	XP_015185012.1	XP_004933022.1
OG0004575	XP_015177764.1	XP_037866637.1
OG0004576	XP_015176006.1	XP_037877751.1
OG0004577	XP_015178920.1	XP_012551976.2
OG0004578	XP_015181699.1	XP_004921881.1
OG0004579	XP_015185813.1	XP_004925321.1
OG0004580	XP_015182278.1	XP_004932500.1, XP_004932501.1
OG0004581	XP_015189132.1	XP_004929151.1
OG0004582	XP_015183663.1	XP_004929851.1
OG0004583	XP_015182593.1	XP_037872882.1
OG0004584	XP_015191789.1	XP_004925134.1
OG0004585	XP_015183466.1	XP_037866826.1
OG0004586	XP_015182434.1, XP_015182433.1	XP_004924673.1
OG0004587	XP_015182272.1	NP_001040251.1
OG0004588	XP_015173718.1	NP_001166192.1, XP_037876455.1
OG0004589	XP_015171115.1	XP_021202871.1
OG0004590	XP_015178808.1	XP_004922675.1
OG0004591	XP_015171682.1	XP_037875340.1
OG0004592	XP_015186562.1	NP_001040336.1
OG0004593	XP_015179164.1	XP_021207989.1
OG0004594	XP_015171278.1, XP_015171279.1	XP_012550505.1
OG0004595	XP_015184438.1	XP_012546295.1
OG0004597	XP_015178576.1, XP_015178575.1	XP_004930913.2
OG0004598	XP_015183105.1	XP_004930112.1
OG0004599	XP_015183154.1	NP_001296491.1
OG0004600	XP_015181195.1	XP_012551106.1
OG0004601	XP_015184358.1	XP_012546519.1, NP_001182381.1
OG0004602	XP_015178882.1	NP_001037440.1
OG0004603	XP_015176428.1	NP_001104824.1, XP_021203290.2
OG0004604	XP_015187611.1	XP_004924511.1
OG0004605	XP_015174086.1	XP_004931787.1
OG0004606	XP_015184851.1	XP_012545772.2
OG0004607	XP_015172149.1	XP_004931702.1
OG0004608	XP_015188759.1	XP_012550134.2
OG0004609	XP_015178195.1	XP_037868321.1, XP_037868322.1
OG0004610	XP_015185179.1	XP_004928400.1
OG0004611	XP_015190220.1	XP_004933693.1
OG0004612	XP_015184503.1, XP_015184504.1	XP_004921597.1
OG0004613	XP_015174637.1	XP_004931325.1
OG0004614	XP_015171429.1	XP_004929280.1
OG0004615	XP_015191144.1	XP_004933640.1
OG0004616	XP_015178664.1	XP_012547208.1
OG0004617	XP_015190101.1	XP_037872778.1
OG0004618	XP_015190711.1	XP_037875815.1, XP_004926355.1
OG0004619	XP_015189392.1	XP_004932921.2
OG0004620	XP_015182706.1	XP_004930415.2
OG0004621	XP_015172114.1	XP_004929426.1
OG0004622	XP_015172926.1	XP_037868818.1
OG0004623	XP_015182157.1	XP_012544915.1
OG0004624	XP_015185578.1	NP_001040469.1
OG0004625	XP_015183381.1	XP_037875325.1
OG0004626	XP_015191704.1	XP_004927305.2
OG0004627	XP_015190403.1	XP_004932992.1, XP_037869738.1
OG0004628	XP_015188026.1, XP_015188025.1	XP_004927872.1
OG0004629	XP_015182048.1	NP_001037526.1, XP_012551823.1
OG0004630	XP_015187928.1	XP_021204623.2
OG0004631	XP_015180332.1	XP_021205533.2
OG0004632	XP_015180873.1, XP_015180872.1	XP_004923452.1
OG0004633	XP_015184757.1	NP_001037404.1
OG0004634	XP_015180508.1	XP_037873115.1
OG0004635	XP_015188547.1	XP_037866953.1
OG0004636	XP_015176577.1	XP_004931203.1
OG0004637	XP_015176336.1	XP_037868401.1
OG0004638	XP_015177301.1	XP_004928530.2
OG0004639	XP_015180813.1	XP_004929402.1
OG0004640	XP_015189276.1	XP_004926904.1
OG0004641	XP_015183015.1	XP_004932144.1
OG0004642	XP_015181360.1	XP_012548091.1
OG0004643	XP_015188007.1	XP_037870577.1
OG0004644	XP_015190800.1	XP_004925206.2
OG0004645	XP_015188296.1	XP_037870819.1, NP_001037012.1
OG0004646	XP_015186390.1	XP_037874669.1
OG0004647	XP_015186359.1	XP_037876591.1
OG0004648	XP_015179429.1	XP_037870169.1
OG0004649	XP_015188366.1	XP_037866751.1, NP_001040227.1
OG0004650	XP_015186998.1	XP_004930999.2
OG0004651	XP_015185056.1	XP_037876247.1
OG0004653	XP_015186156.1	XP_021205684.1
OG0004654	XP_015181246.1	XP_037875758.1
OG0004655	XP_015171344.1	XP_004924216.1
OG0004656	XP_015187971.1	XP_012549467.2
OG0004657	XP_015186101.1	XP_004924488.1
OG0004658	XP_015182091.1	XP_004932855.1
OG0004659	XP_015187471.1	XP_021202444.2
OG0004660	XP_015185875.1	XP_004929810.1
OG0004661	XP_015191478.1, XP_015191481.1	XP_021207147.1
OG0004662	XP_015171287.1	XP_037876229.1
OG0004663	XP_015177261.1	XP_012547303.1, NP_001037129.1
OG0004664	XP_015174885.1, XP_015174887.1	XP_004926209.1
OG0004665	XP_015179771.1	XP_037874308.1, XP_037874310.1
OG0004666	XP_015187083.1	XP_037869579.1
OG0004667	XP_015180808.1	NP_001243975.1, XP_037868624.1
OG0004668	XP_015177226.1	XP_004930620.1
OG0004669	XP_015191847.1	XP_021207398.1
OG0004670	XP_015174106.1	XP_021203994.1
OG0004671	XP_015179031.1	NP_001040347.1
OG0004672	XP_015174100.1, XP_015174099.1	XP_037871152.1
OG0004673	XP_015184569.1	XP_037877226.1, XP_037876753.1
OG0004674	XP_015176639.1	XP_012549762.2
OG0004675	XP_015187633.1, XP_015187634.1, XP_015187631.1, XP_015187632.1	NP_001040230.1
OG0004676	XP_015179499.1	XP_004931827.1
OG0004677	XP_015184051.1	XP_012549073.1
OG0004678	XP_015175553.1	XP_004923948.1
OG0004679	XP_015171153.1, XP_015171154.1	XP_004925897.2, XP_012548045.2
OG0004680	XP_015186824.1	XP_037868635.1
OG0004681	XP_015186134.1	XP_021207044.1, XP_021207046.1
OG0004682	XP_015171361.1	XP_004926296.1
OG0004683	XP_015185750.1	XP_004924553.1
OG0004684	XP_015173218.1	XP_004924202.2
OG0004686	XP_015191254.1, XP_015191253.1	XP_037877739.1
OG0004687	XP_015191643.1	NP_001296503.1, XP_012544872.2
OG0004688	XP_015179998.1	XP_004930876.1
OG0004689	XP_015186284.1	XP_004930900.1
OG0004690	XP_015181045.1, XP_015181044.1	XP_021207002.1
OG0004691	XP_015172334.1	XP_037873314.1
OG0004692	XP_015172484.1	XP_021204075.1
OG0004693	XP_015190568.1	XP_004933121.2
OG0004694	XP_015183686.1	XP_037868643.1
OG0004695	XP_015185306.1	XP_004925425.1
OG0004696	XP_015174146.1	XP_021203454.2
OG0004697	XP_015186222.1	XP_037872985.1
OG0004699	XP_015190839.1	XP_004928467.1
OG0004700	XP_015177418.1, XP_015177465.1, XP_015177463.1	XP_004921618.1
OG0004701	XP_015177831.1	XP_037867019.1
OG0004702	XP_015182596.1	XP_004927801.1
OG0004703	XP_015182355.1	XP_037871940.1
OG0004704	XP_015183724.1, XP_015183723.1, XP_015183722.1	XP_004928434.1
OG0004705	XP_015190253.1	XP_004929708.2
OG0004706	XP_015176747.1	XP_004925316.1
OG0004707	XP_015172861.1	XP_004930964.2
OG0004708	XP_015180264.1	XP_037866810.1
OG0004710	XP_015174320.1	XP_004932084.1
OG0004711	XP_015189404.1	XP_012551229.1
OG0004712	XP_015186738.1	XP_037868255.1
OG0004713	XP_015176500.1	XP_004926894.3
OG0004714	XP_015180951.1	XP_004926571.1
OG0004715	XP_015175810.1	XP_004922137.1
OG0004716	XP_015181085.1, XP_015181084.1	NP_001093297.1
OG0004717	XP_015182177.1	XP_004928295.1, XP_004927863.1
OG0004718	XP_015190870.1	XP_004925713.1
OG0004719	XP_015175001.1	XP_037869403.1
OG0004720	XP_015184959.1	XP_037867410.1
OG0004721	XP_015185583.1	XP_004924414.3, XP_021202487.1, XP_021202488.1
OG0004722	XP_015188725.1	NP_001040269.1
OG0004723	XP_015177388.1	XP_037871498.1, NP_001243912.1
OG0004724	XP_015176933.1	NP_001040163.1, XP_012548073.1
OG0004725	XP_015175128.1	XP_037869726.1
OG0004726	XP_015177488.1	NP_001037345.1
OG0004728	XP_015176128.1, XP_015176129.1	XP_037867449.1
OG0004729	XP_015185900.1	XP_004924552.1
OG0004730	XP_015186680.1	XP_037872588.1
OG0004731	XP_015178145.1	XP_004924624.1
OG0004732	XP_015175702.1	XP_037869105.1
OG0004733	XP_015183784.1	XP_012553114.1
OG0004734	XP_015190823.1	XP_004931592.1
OG0004735	XP_015179785.1	NP_001108115.1
OG0004736	XP_015183213.1	XP_004923797.2, XP_037871451.1
OG0004738	XP_015183024.1	XP_004930437.2, XP_037869286.1
OG0004739	XP_015188303.1	XP_021202435.2
OG0004740	XP_015171072.1	XP_004932179.1
OG0004741	XP_015180482.1	NP_001166866.1, XP_021204666.2
OG0004742	XP_015187696.1	XP_004924330.3, XP_021202411.1
OG0004743	XP_015173787.1	XP_004924798.1
OG0004744	XP_015175290.1	XP_004926756.2, XP_004926747.1, XP_021204031.1
OG0004745	XP_015181586.1	XP_037866647.1
OG0004746	XP_015190638.1	XP_004921789.1
OG0004747	XP_015179678.1	XP_037875369.1
OG0004750	XP_015182458.1, XP_015182459.1	XP_004930557.1
OG0004751	XP_015187020.1	XP_012544089.1
OG0004752	XP_015181675.1	XP_021203966.1
OG0004753	XP_015184591.1	XP_037867534.1
OG0004754	XP_015183481.1	XP_037868778.1
OG0004755	XP_015189224.1	XP_004932637.2
OG0004756	XP_015190399.1	XP_012549843.2
OG0004757	XP_015186501.1	XP_037868893.1
OG0004758	XP_015175096.1	NP_001037360.1, XP_012550459.1
OG0004760	XP_015174617.1	NP_001093295.1
OG0004761	XP_015174584.1	XP_004931798.1
OG0004762	XP_015182914.1	XP_037873206.1
OG0004763	XP_015171778.1	XP_012550994.3
OG0004764	XP_015175421.1, XP_015175423.1	NP_001036845.1
OG0004765	XP_015185786.1	XP_004927750.2
OG0004766	XP_015173817.1	XP_012553176.2
OG0004767	XP_015184110.1	XP_004927762.1
OG0004768	XP_015177053.1	XP_021203910.2, XP_004926541.2
OG0004769	XP_015176479.1	XP_037866460.1
OG0004770	XP_015189798.1	XP_037875235.1
OG0004771	XP_015182375.1	XP_037875057.1
OG0004772	XP_015181382.1, XP_015181381.1	XP_012547994.1
OG0004773	XP_015185885.1	XP_004929716.1
OG0004774	XP_015184756.1	XP_037870799.1
OG0004775	XP_015174398.1	NP_001040507.1, XP_037869570.1
OG0004778	XP_015172720.1	XP_037870922.1
OG0004779	XP_015187162.1	XP_004924616.1
OG0004780	XP_015181844.1	XP_037875096.1
OG0004781	XP_015190460.1	XP_004927181.1
OG0004782	XP_015172446.1	XP_004931158.1
OG0004783	XP_015182071.1	NP_001266291.1
OG0004784	XP_015184758.1	XP_004924716.1
OG0004785	XP_015172138.1	XP_004933043.1
OG0004786	XP_015173365.1	XP_012547398.1, XP_004927882.1
OG0004787	XP_015174558.1	XP_004930689.1, XP_004930690.1
OG0004788	XP_015179460.1	XP_004933037.1
OG0004789	XP_015191434.1	XP_012548141.3
OG0004790	XP_015183519.1	XP_021202923.1
OG0004791	XP_015179525.1	XP_037874713.1
OG0004792	XP_015186527.1	XP_021207160.2
OG0004793	XP_015178639.1	NP_001266420.1
OG0004794	XP_015184826.1	XP_004923208.2
OG0004795	XP_015183598.1	XP_037867954.1
OG0004796	XP_015171061.1	XP_037869821.1, XP_037869823.1, XP_037869822.1
OG0004797	XP_015183816.1	XP_012548145.1, XP_012548142.1
OG0004799	XP_015181055.1	XP_004925444.1
OG0004800	XP_015176167.1	XP_004924846.1
OG0004801	XP_015190432.1	XP_004929500.1
OG0004802	XP_015188878.1	XP_012549806.2, XP_037875433.1
OG0004803	XP_015186958.1, XP_015189496.1	XP_012548414.1
OG0004804	XP_015182029.1	XP_004929817.1
OG0004805	XP_015191532.1	XP_037869677.1
OG0004806	XP_015182353.1	XP_004928405.1
OG0004807	XP_015177793.1	NP_001040157.1
OG0004808	XP_015188952.1	XP_012544032.1, XP_037868885.1
OG0004809	XP_015174462.1	XP_004929375.2
OG0004810	XP_015179652.1	XP_012550082.2
OG0004811	XP_015185614.1	XP_021203989.2, XP_021203986.2
OG0004812	XP_015175673.1	XP_012551041.1
OG0004813	XP_015183259.1	XP_004929405.1
OG0004814	XP_015177693.1	XP_004923825.1
OG0004815	XP_015183638.1, XP_015183636.1, XP_015183637.1, XP_015183635.1	NP_001127733.1, XP_037866913.1
OG0004816	XP_015174075.1	XP_004922736.2, XP_004922735.2
OG0004817	XP_015182167.1	XP_037876135.1
OG0004818	XP_015185564.1	XP_004921835.2
OG0004819	XP_015188169.1, XP_015188173.1	XP_037875649.1
OG0004820	XP_015176919.1, XP_015176921.1, XP_015176920.1	NP_001040381.1
OG0004821	XP_015177891.1	XP_037870464.1
OG0004822	XP_015190351.1	XP_012544661.1, NP_001245293.1
OG0004823	XP_015187884.1	XP_037871149.1
OG0004824	XP_015183300.1, XP_015183302.1	XP_037866845.1
OG0004825	XP_015190954.1	XP_004927545.1
OG0004826	XP_015188278.1	XP_004926344.1
OG0004827	XP_015172700.1	XP_004933709.1
OG0004828	XP_015175396.1, XP_015175395.1	XP_021202614.1
OG0004829	XP_015186542.1	XP_037868338.1, XP_037868339.1
OG0004831	XP_015174846.1	NP_001188511.1, XP_012548538.1
OG0004833	XP_015181983.1, XP_015181982.1, XP_015181981.1, XP_015181980.1	XP_037872196.1
OG0004834	XP_015190001.1	XP_004926995.1
OG0004835	XP_015171112.1	XP_004929303.2, XP_037866601.1, XP_012548378.2
OG0004836	XP_015184749.1	XP_037872058.1
OG0004837	XP_015190345.1	XP_037877672.1
OG0004838	XP_015185760.1	XP_037866636.1
OG0004839	XP_015190066.1	XP_021203027.2
OG0004840	XP_015173888.1	XP_012551340.1, NP_001036856.2
