Orthogroup	Polistes_dominula	Bombus_terrestris
OG0003429	XP_015172555.1, XP_015172539.1	XP_020723827.1
OG0003430	XP_015182570.1	XP_020719803.1
OG0003431	XP_015175843.1	XP_003398714.1
OG0003432	XP_015184654.1	XP_012166277.1
OG0003433	XP_015171455.1	XP_020719223.1, XP_012165947.1
OG0003434	XP_015177650.1, XP_015177649.1	XP_020724167.1, XP_003394477.1
OG0003435	XP_015186325.1	XP_003396357.1
OG0003436	XP_015174551.1	XP_003396482.1
OG0003437	XP_015174878.1	XP_020723885.1
OG0003438	XP_015172083.1, XP_015172082.1	XP_020718677.1
OG0003439	XP_015174539.1	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1
OG0003441	XP_015175554.1, XP_015175555.1	XP_003394510.1
OG0003442	XP_015191398.1	XP_003398932.1
OG0003443	XP_015183662.1	XP_012174081.1
OG0003444	XP_015183391.1	XP_012170821.2
OG0003445	XP_015178172.1	XP_003393575.1
OG0003446	XP_015183595.1	XP_003394673.1
OG0003447	XP_015176458.1	XP_003400493.1
OG0003448	XP_015188682.1	XP_020719521.1
OG0003449	XP_015184578.1	XP_012166095.2
OG0003450	XP_015183101.1	XP_003394524.1
OG0003451	XP_015173807.1	XP_012175637.1
OG0003452	XP_015185229.1	XP_012167551.1, XP_003397866.1
OG0003453	XP_015191305.1	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1
OG0003454	XP_015185401.1	XP_003402092.1, XP_012173374.1
OG0003455	XP_015173242.1, XP_015173243.1	XP_012166419.1, XP_012166418.1, XP_012166420.1
OG0003456	XP_015187627.1	XP_003393586.1
OG0003457	XP_015180857.1	XP_003397544.1
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_020722383.1
OG0003459	XP_015179116.1	XP_003397938.1
OG0003460	XP_015190874.1	XP_003393593.2
OG0003461	XP_015191859.1, XP_015191861.1	XP_020722167.1, XP_020722164.1
OG0003462	XP_015189922.1, XP_015171443.1	XP_012169183.1
OG0003463	XP_015186383.1, XP_015171012.1	XP_003398065.1
OG0003464	XP_015189991.1	XP_003393068.1, XP_012163643.1
OG0003465	XP_015186514.1, XP_015186563.1	XP_012170130.1
OG0003466	XP_015189016.1, XP_015189015.1	XP_003403100.1
OG0003467	XP_015180807.1	XP_003397188.1
OG0003468	XP_015180528.1	XP_012170491.1
OG0003469	XP_015188387.1	XP_003395721.1, XP_020718604.1
OG0003470	XP_015176941.1, XP_015176942.1	XP_003401292.1
OG0003471	XP_015178289.1	XP_012166543.1, XP_003397209.1
OG0003472	XP_015180759.1	XP_020724289.1
OG0003473	XP_015174007.1	XP_003399117.1
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_003395173.1
OG0003475	XP_015187335.1, XP_015187334.1	XP_012167161.1
OG0003476	XP_015179493.1	XP_012172672.1
OG0003477	XP_015175105.1	XP_012168386.1, XP_012168385.1
OG0003478	XP_015189473.1	XP_012175129.1
OG0003479	XP_015176771.1	XP_003402562.1
OG0003480	XP_015176804.1	XP_020719042.1, XP_020719041.1
OG0003481	XP_015191112.1	XP_020720651.1
OG0003482	XP_015185984.1, XP_015175980.1	XP_012164772.1
OG0003483	XP_015178273.1	XP_003395520.1
OG0003484	XP_015182992.1	XP_012164591.1
OG0003485	XP_015184543.1	XP_012164420.1, XP_020718869.1
OG0003486	XP_015183580.1	XP_003393625.1
OG0003487	XP_015180045.1	XP_003401921.1
OG0003488	XP_015171174.1, XP_015171175.1	XP_003395652.1
OG0003489	XP_015190926.1	XP_003393033.1
OG0003490	XP_015172585.1	XP_003403029.1
OG0003491	XP_015174483.1	XP_020721001.1
OG0003492	XP_015178946.1	XP_003397234.1, XP_012166574.1
OG0003493	XP_015185682.1	XP_003399033.1
OG0003494	XP_015191496.1	XP_003396915.1
OG0003495	XP_015179271.1	XP_003401073.1
OG0003496	XP_015182877.1	XP_003396707.1
OG0003497	XP_015178395.1	XP_012163541.1
OG0003498	XP_015180366.1	XP_003392871.1
OG0003499	XP_015187045.1	XP_012171291.1
OG0003500	XP_015175688.1	XP_012168790.1, XP_012168789.1
OG0003501	XP_015187507.1	XP_003402365.1
OG0003502	XP_015182437.1	XP_003396994.1
OG0003503	XP_015178224.1	XP_003394479.1
OG0003504	XP_015181287.1	XP_003402180.1
OG0003506	XP_015187805.1	XP_012175765.1
OG0003507	XP_015183125.1	XP_020722171.1
OG0003508	XP_015182730.1	XP_003398733.1
OG0003509	XP_015188894.1, XP_015188815.1	XP_012174478.1
OG0003510	XP_015178538.1	XP_003393502.1
OG0003511	XP_015173707.1	XP_003398635.2, XP_020723871.1, XP_003403409.2
OG0003512	XP_015182308.1	XP_012164666.1
OG0003513	XP_015171042.1, XP_015171033.1	XP_012167836.1
OG0003515	XP_015179821.1	XP_020718715.1, XP_012164209.1
OG0003516	XP_015179947.1	XP_012169809.1
OG0003517	XP_015181891.1	XP_003399368.1
OG0003518	XP_015186872.1	XP_003399079.1
OG0003519	XP_015180953.1	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1
OG0003520	XP_015191223.1	XP_003402231.1
OG0003521	XP_015171947.1, XP_015171951.1	XP_012167293.1
OG0003522	XP_015172152.1	XP_012169456.1, XP_003399179.1
OG0003523	XP_015179610.1	XP_012166747.1
OG0003524	XP_015177277.1	XP_020722814.1
OG0003525	XP_015183377.1	XP_003395919.1
OG0003526	XP_015187151.1	XP_012171650.1
OG0003527	XP_015185808.1, XP_015185807.1	XP_020718438.1
OG0003528	XP_015188628.1	XP_003400760.2
OG0003529	XP_015191239.1	XP_020718265.1, XP_012175898.1
OG0003530	XP_015179818.1, XP_015179820.1	XP_020722430.1
OG0003532	XP_015172052.1	XP_003399690.1
OG0003533	XP_015182620.1	XP_003397508.1
OG0003534	XP_015177420.1	XP_012172617.1
OG0003535	XP_015186009.1, XP_015186007.1, XP_015186008.1	XP_003393281.1
OG0003536	XP_015179061.1	XP_003397936.1
OG0003537	XP_015187014.1	XP_020721781.1
OG0003538	XP_015188192.1	XP_003397552.1
OG0003539	XP_015175944.1, XP_015175943.1	XP_003393064.1
OG0003541	XP_015186859.1	XP_003399070.1
OG0003542	XP_015173150.1	XP_003402488.1
OG0003543	XP_015178806.1, XP_015178805.1, XP_015178807.1	XP_020723476.1
OG0003544	XP_015178624.1	XP_003399716.1
OG0003546	XP_015189535.1	XP_003393420.1
OG0003547	XP_015177190.1, XP_015177195.1	XP_012173687.1
OG0003549	XP_015183420.1	XP_003398377.1
OG0003550	XP_015188185.1	XP_020723417.1, XP_012174091.1
OG0003551	XP_015183277.1	XP_003400833.1, XP_012171880.1
OG0003552	XP_015182252.1	XP_012173753.1
OG0003553	XP_015174078.1	XP_003398337.1
OG0003554	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1	XP_003401774.2
OG0003555	XP_015187325.1, XP_015187326.1	XP_003394162.1
OG0003557	XP_015181228.1	XP_003395315.1
OG0003558	XP_015180452.1	XP_003398951.1
OG0003559	XP_015184593.1	XP_020720445.1
OG0003560	XP_015182654.1, XP_015182653.1	XP_020718562.1
OG0003561	XP_015172783.1	XP_020722374.1, XP_003400946.1
OG0003562	XP_015180449.1	XP_012170143.1
OG0003563	XP_015183895.1	XP_012176123.1
OG0003564	XP_015177807.1	XP_012170707.1
OG0003565	XP_015173219.1	XP_003396666.1
OG0003566	XP_015175894.1	XP_012171759.1, XP_003400894.1
OG0003567	XP_015171222.1	XP_020718824.1
OG0003568	XP_015186846.1	XP_012169593.1
OG0003569	XP_015188810.1	XP_012169599.2
OG0003570	XP_015184850.1	XP_020722373.1, XP_012171932.1
OG0003571	XP_015188842.1	XP_003401325.1
OG0003572	XP_015180359.1	XP_012172795.1
OG0003573	XP_015176395.1	XP_012163535.1
OG0003574	XP_015180199.1	XP_003397736.1
OG0003575	XP_015189242.1, XP_015189244.1	XP_012173751.1
OG0003576	XP_015191153.1	XP_012167998.2
OG0003577	XP_015188140.1, XP_015188138.1	XP_012167897.1
OG0003578	XP_015185296.1	XP_003402630.1
OG0003579	XP_015189667.1, XP_015189666.1	XP_012168001.1
OG0003580	XP_015176659.1	XP_003401655.1
OG0003581	XP_015178236.1	XP_003395903.1
OG0003582	XP_015171166.1	XP_003393784.1, XP_020721323.1
OG0003583	XP_015187963.1	XP_012176544.1
OG0003584	XP_015171417.1, XP_015171418.1	XP_003401911.1
OG0003585	XP_015182635.1	XP_003397704.1
OG0003586	XP_015179128.1	XP_003395092.1
OG0003587	XP_015188861.1	XP_012173353.1
OG0003588	XP_015190836.1	XP_020718806.1
OG0003589	XP_015183139.1	XP_003402285.1
OG0003591	XP_015186079.1	XP_012176698.1
OG0003592	XP_015184566.1, XP_015184564.1	XP_012164576.1
OG0003593	XP_015173292.1	XP_012164855.1
OG0003595	XP_015172110.1	XP_020720894.1, XP_003398697.1, XP_012168705.1
OG0003596	XP_015190501.1, XP_015190500.1	XP_003397233.1
OG0003597	XP_015178764.1, XP_015178759.1	XP_012175919.2
OG0003598	XP_015185114.1, XP_015185115.1	XP_012167375.1
OG0003599	XP_015189391.1	XP_012166821.1
OG0003600	XP_015183212.1, XP_015183210.1	XP_020723269.1, XP_020723268.1, XP_012173861.1
OG0003601	XP_015174424.1	XP_003395629.1
OG0003602	XP_015177763.1	XP_012170769.1, XP_003403387.2
OG0003603	XP_015174559.1	XP_003399042.1, XP_012169235.1
OG0003604	XP_015171376.1	XP_012169956.1
OG0003605	XP_015189917.1	XP_012166042.1
OG0003606	XP_015180047.1	XP_020718317.1
OG0003607	XP_015173581.1	XP_012165162.1
OG0003608	XP_015178046.1	XP_012163239.1
OG0003609	XP_015189110.1	XP_012166936.2
OG0003610	XP_015185969.1	XP_003394611.2
OG0003611	XP_015172531.1	XP_003398763.1
OG0003612	XP_015187487.1	XP_012172194.1
OG0003613	XP_015179196.1	XP_003394301.1
OG0003614	XP_015186250.1	XP_003394584.1
OG0003615	XP_015188101.1	XP_003395483.1
OG0003616	XP_015181795.1	XP_012169719.1
OG0003618	XP_015184949.1	XP_003400995.1
OG0003619	XP_015185689.1, XP_015185691.1	XP_003398224.1
OG0003620	XP_015184239.1	XP_020723368.1
OG0003621	XP_015191757.1	XP_012173204.1
OG0003622	XP_015182792.1	XP_020721534.1
OG0003623	XP_015190811.1	XP_020719351.1
OG0003624	XP_015186504.1	XP_012174115.1
OG0003625	XP_015172702.1	XP_012171227.1
OG0003626	XP_015171997.1	XP_012172164.1
OG0003627	XP_015175417.1	XP_012172938.2
OG0003628	XP_015175737.1, XP_015175739.1	XP_003397605.1
OG0003629	XP_015188174.1	XP_003401146.1
OG0003630	XP_015190004.1	XP_012168911.2
OG0003631	XP_015174755.1	XP_012176565.1, XP_012176564.1
OG0003632	XP_015173819.1	XP_020720474.1
OG0003633	XP_015180525.1	XP_003395122.1
OG0003634	XP_015187862.1	XP_003399197.1
OG0003635	XP_015187377.1	XP_012164787.1
OG0003636	XP_015177875.1	XP_020721799.1, XP_003400090.1
OG0003637	XP_015179482.1	XP_012174947.1
OG0003638	XP_015173027.1, XP_015173026.1	XP_012167857.1
OG0003639	XP_015174107.1	XP_003398728.1
OG0003640	XP_015178454.1	XP_020721121.1
OG0003641	XP_015190285.1	XP_020722906.1
OG0003642	XP_015174291.1	XP_012172877.1
OG0003643	XP_015185184.1	XP_020721960.1
OG0003644	XP_015191807.1	XP_012171534.1
OG0003645	XP_015183115.1, XP_015183114.1	XP_012176334.1
OG0003646	XP_015187736.1	XP_003398690.1
OG0003647	XP_015185852.1, XP_015185851.1	XP_012176133.2
OG0003648	XP_015176369.1	XP_020722335.1
OG0003649	XP_015186217.1	XP_012170372.1, XP_012170367.1
OG0003650	XP_015182693.1	XP_020724206.1
OG0003651	XP_015188397.1	XP_003395731.1
OG0003652	XP_015179532.1, XP_015179531.1	XP_003393892.1
OG0003653	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1	XP_003394393.1
OG0003656	XP_015179863.1	XP_012175963.1
OG0003657	XP_015186329.1	XP_012170011.1
OG0003658	XP_015189260.1	XP_012175099.1
OG0003661	XP_015177326.1	XP_012167107.1
OG0003662	XP_015184494.1, XP_015184520.1	XP_020723661.1
OG0003663	XP_015178350.1	XP_012166208.1, XP_012166209.1
OG0003664	XP_015182868.1	XP_012164618.1
OG0003665	XP_015184180.1	XP_012164802.1
OG0003666	XP_015186617.1	XP_003396069.1
OG0003667	XP_015177417.1	XP_012173324.1
OG0003668	XP_015191282.1	XP_012169584.1
OG0003669	XP_015187439.1	XP_003400215.1
OG0003670	XP_015191499.1	XP_003399292.1, XP_020721304.1, XP_020721303.1
OG0003671	XP_015173632.1, XP_015173630.1	XP_003394632.1
OG0003672	XP_015182168.1	XP_003395365.2
OG0003673	XP_015172847.1	XP_020721729.1, XP_012169850.1, XP_012169851.1
OG0003674	XP_015191449.1	XP_012169014.1, XP_012169013.1
OG0003675	XP_015173065.1, XP_015184637.1	XP_003393766.1
OG0003676	XP_015184460.1	XP_012174448.1
OG0003677	XP_015171868.1	XP_012163989.1
OG0003678	XP_015183770.1, XP_015183769.1	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1
OG0003679	XP_015177682.1	XP_012165818.1
OG0003680	XP_015184326.1, XP_015184324.1	XP_020720724.1, XP_020720727.1
OG0003681	XP_015188376.1	XP_003397161.1
OG0003682	XP_015184329.1	XP_012168180.1
OG0003683	XP_015171642.1, XP_015171643.1, XP_015189958.1	XP_020723372.1, XP_003393709.1
OG0003684	XP_015180499.1	XP_003400693.1
OG0003685	XP_015187113.1	XP_012171647.1
OG0003686	XP_015187265.1, XP_015187266.1	XP_020723680.1
OG0003687	XP_015187834.1	XP_012164237.1
OG0003688	XP_015175694.1	XP_020722732.1
OG0003689	XP_015172636.1	XP_020723900.1
OG0003690	XP_015185367.1	XP_003395748.1
OG0003691	XP_015187503.1	XP_012173978.1
OG0003692	XP_015184777.1, XP_015184775.1	XP_020723394.1
OG0003693	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1	XP_020720757.1
OG0003694	XP_015171267.1	XP_003400326.1
OG0003695	XP_015179486.1, XP_015179479.1, XP_015180835.1	XP_012175920.1, XP_003394378.2
OG0003696	XP_015186073.1	XP_020722944.1, XP_012170072.1
OG0003697	XP_015174536.1	XP_012173636.1
OG0003698	XP_015175020.1	XP_012170177.1, XP_003399652.1
OG0003699	XP_015179294.1	XP_012172220.1
OG0003700	XP_015189156.1	XP_012169250.1
OG0003701	XP_015190154.1	XP_020719851.1
OG0003702	XP_015181318.1, XP_015181319.1	XP_012176465.2
OG0003703	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1	XP_003395573.1
OG0003704	XP_015185650.1, XP_015185585.1, XP_015185584.1	XP_020720103.1
OG0003705	XP_015188935.1, XP_015188937.1, XP_015188936.1	XP_012175203.2
OG0003706	XP_015180051.1	XP_020722231.1
OG0003706	XP_015180053.1	XP_003400797.1
OG0003709	XP_015173532.1	XP_003394858.1
OG0003710	XP_015176218.1	XP_012176347.1
OG0003711	XP_015186331.1	XP_003399787.1
OG0003712	XP_015180180.1, XP_015180181.1	XP_003398378.1
OG0003713	XP_015179134.1	XP_012176145.1
OG0003714	XP_015183809.1	XP_003397274.1
OG0003715	XP_015190210.1	XP_012165426.1
OG0003716	XP_015188866.1	XP_012173401.1, XP_012173402.1
OG0003718	XP_015181987.1	XP_012174429.1
OG0003719	XP_015171019.1	XP_003398188.1
OG0003720	XP_015176245.1	XP_012170722.1
OG0003721	XP_015178907.1	XP_012175060.1
OG0003722	XP_015174348.1	XP_003392860.1
OG0003723	XP_015180112.1	XP_003402655.1
OG0003724	XP_015177003.1	XP_003403107.1
OG0003725	XP_015171328.1	XP_012170273.1
OG0003726	XP_015181489.1, XP_015181490.1	XP_012164471.1, XP_012164472.1, XP_003395340.1
OG0003727	XP_015177612.1	XP_003394476.1, XP_012176414.1
OG0003728	XP_015179876.1	XP_012164327.1
OG0003729	XP_015190645.1	XP_003398256.1
OG0003730	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1	XP_003403345.1
OG0003731	XP_015191213.1	XP_003394616.1
OG0003732	XP_015179754.1	XP_003402554.1
OG0003733	XP_015176936.1	XP_003398287.1
OG0003734	XP_015179650.1	XP_003400687.1
OG0003735	XP_015177433.1	XP_003401424.1
OG0003736	XP_015177526.1	XP_012175878.1
OG0003737	XP_015173696.1	XP_003396800.1
OG0003738	XP_015186822.1	XP_003395291.1
OG0003739	XP_015172957.1	XP_003401518.1
OG0003740	XP_015184823.1, XP_015184822.1	XP_003401553.1
OG0003741	XP_015177543.1	XP_003396719.1
OG0003742	XP_015172764.1, XP_015172765.1	XP_012163334.1
OG0003743	XP_015171467.1	XP_012165953.1
OG0003744	XP_015179632.1	XP_003400991.1
OG0003745	XP_015177298.1	XP_003394350.1
OG0003746	XP_015174963.1	XP_012163881.1
OG0003747	XP_015180916.1	XP_020718372.1
OG0003748	XP_015189373.1	XP_012168566.1
OG0003749	XP_015183750.1, XP_015183749.1	XP_003400317.1
OG0003750	XP_015176785.1	XP_012168130.1
OG0003752	XP_015187984.1	XP_012164661.1
OG0003753	XP_015182951.1	XP_012172907.1
OG0003754	XP_015183116.1	XP_012171814.1
OG0003755	XP_015189093.1, XP_015189091.1	XP_003398815.1
OG0003756	XP_015171541.1	XP_003395667.1
OG0003757	XP_015174113.1	XP_003401545.1
OG0003758	XP_015182777.1	XP_003394907.1
OG0003759	XP_015184466.1	XP_003398720.2
OG0003760	XP_015174719.1	XP_003394717.1
OG0003761	XP_015190519.1	XP_012166085.1
OG0003762	XP_015173510.1	XP_003394458.1
OG0003763	XP_015187181.1	XP_003401036.1
OG0003764	XP_015174657.1, XP_015174656.1	XP_020721411.1
OG0003765	XP_015183368.1	XP_003399812.1
OG0003766	XP_015185303.1	XP_003394009.1, XP_012174123.1
OG0003767	XP_015184820.1	XP_003395306.1
OG0003768	XP_015189277.1	XP_003402853.1
OG0003769	XP_015172851.1	XP_020720595.1, XP_003398359.1, XP_020720594.1
OG0003770	XP_015183795.1	XP_003402581.1
OG0003771	XP_015184216.1	XP_003401828.1
OG0003772	XP_015179985.1	XP_003395590.1
OG0003773	XP_015183792.1	XP_003395332.2
OG0003774	XP_015181167.1	XP_012170978.1
OG0003775	XP_015187323.1	XP_003394171.1
OG0003776	XP_015171436.1	XP_003399757.1
OG0003777	XP_015179040.1	XP_012167149.1
OG0003778	XP_015188502.1	XP_020718480.1
OG0003779	XP_015180110.1	XP_003402657.1
OG0003780	XP_015187159.1	XP_012171654.1
OG0003781	XP_015175988.1	XP_012166948.1
OG0003782	XP_015180130.1	XP_003397313.1
OG0003783	XP_015183435.1	XP_003401568.1
OG0003784	XP_015179669.1	XP_003400255.1
OG0003785	XP_015176815.1	XP_003399519.1
OG0003786	XP_015177933.1	XP_003401629.1
OG0003787	XP_015175131.1	XP_003397613.1
OG0003788	XP_015176660.1	XP_003402136.1
OG0003789	XP_015175517.1, XP_015175518.1	XP_003394456.1
OG0003790	XP_015190159.1, XP_015190160.1, XP_015190158.1	XP_003393097.1
OG0003791	XP_015185362.1	XP_012164696.1
OG0003792	XP_015174189.1	XP_003395898.2
OG0003793	XP_015183909.1	XP_003392951.1
OG0003794	XP_015176948.1	XP_020720539.1
OG0003795	XP_015187599.1	XP_012172248.1, XP_003401119.1
OG0003796	XP_015184118.1	XP_003402558.1, XP_020723441.1
OG0003797	XP_015171240.1	XP_020718925.1, XP_003395568.1
OG0003798	XP_015188416.1	XP_003394776.1
OG0003799	XP_015187960.1	XP_012176545.1
OG0003800	XP_015186243.1	XP_003400744.3
OG0003801	XP_015183039.1	XP_003399830.1
OG0003802	XP_015180931.1	XP_012172080.1
OG0003803	XP_015182552.1	XP_012174194.2
OG0003804	XP_015171066.1	XP_003396198.1
OG0003805	XP_015182666.1	XP_003397540.1
OG0003806	XP_015189254.1	XP_003401853.1
OG0003807	XP_015179639.1	XP_003400763.1
OG0003808	XP_015180008.1	XP_012170572.1
OG0003809	XP_015171756.1	XP_003394060.1
OG0003810	XP_015171996.1	XP_003394847.1
OG0003811	XP_015190894.1	XP_003397856.1
OG0003812	XP_015172466.1	XP_003400199.1, XP_012170948.1
OG0003813	XP_015179203.1	XP_003402879.1
OG0003814	XP_015172369.1	XP_003400441.2
OG0003815	XP_015172209.1, XP_015172210.1	XP_012169397.1
OG0003816	XP_015181644.1	XP_003399393.1
OG0003817	XP_015171672.1	XP_012169368.1
OG0003818	XP_015188004.1	XP_003402156.1, XP_012173716.1
OG0003819	XP_015179449.1, XP_015179450.1	XP_003401328.1
OG0003820	XP_015190192.1	XP_020721052.1
OG0003821	XP_015180689.1	XP_012171068.1
OG0003822	XP_015185443.1	XP_020719833.1
OG0003823	XP_015186419.1	XP_003402949.1
OG0003824	XP_015184433.1	XP_012164345.1
OG0003825	XP_015178745.1	XP_012166466.1, XP_012166465.1
OG0003827	XP_015189198.1, XP_015189197.1	XP_012174352.1
OG0003828	XP_015178908.1	XP_003396889.2
OG0003829	XP_015174901.1	XP_012166227.1
OG0003830	XP_015182262.1	XP_012175454.2, XP_012167728.1
OG0003831	XP_015179782.1	XP_003400677.1
OG0003832	XP_015185403.1	XP_012173887.1
OG0003833	XP_015186218.1	XP_003399790.1
OG0003834	XP_015184254.1	XP_012174670.1
OG0003835	XP_015182810.1	XP_012168709.1
OG0003837	XP_015179423.1	XP_003394757.1
OG0003838	XP_015182676.1	XP_003394285.1
OG0003839	XP_015180223.1	XP_012173008.1
OG0003840	XP_015183859.1, XP_015183860.1, XP_015183858.1	XP_003401798.1
OG0003841	XP_015189810.1	XP_003393847.1
OG0003842	XP_015189227.1	XP_012170605.1
OG0003843	XP_015180612.1	XP_003403087.1, XP_012174907.1
OG0003844	XP_015175735.1	XP_003397607.1
OG0003845	XP_015182750.1	XP_012176114.1
OG0003846	XP_015191205.1	XP_003394615.1
OG0003847	XP_015187712.1	XP_012174241.1
OG0003848	XP_015187951.1	XP_003395820.1, XP_012164354.1
OG0003849	XP_015188757.1	XP_003400188.1
OG0003850	XP_015179239.1	XP_003398559.1
OG0003852	XP_015182590.1, XP_015182589.1	XP_003402305.2
OG0003853	XP_015186918.1, XP_015186920.1, XP_015186919.1	XP_003400083.2
OG0003854	XP_015175346.1	XP_012170484.1
OG0003855	XP_015188067.1, XP_015188068.1	XP_003397557.1
OG0003856	XP_015174036.1	XP_003401541.1
OG0003857	XP_015180302.1	XP_003397343.1
OG0003858	XP_015186991.1	XP_003393762.1, XP_012171087.1, XP_012171074.1
OG0003859	XP_015185008.1	XP_003396156.1
OG0003860	XP_015173030.1	NP_001267862.1
OG0003861	XP_015182763.1, XP_015182764.1	XP_003397931.1
OG0003862	XP_015186271.1, XP_015186272.1	XP_003399549.1
OG0003863	XP_015171925.1, XP_015171915.1	XP_012168019.1
OG0003864	XP_015186663.1	XP_003402983.1, XP_012174747.1
OG0003865	XP_015179461.1	XP_003401265.1, XP_003401264.1
OG0003866	XP_015191594.1	XP_003397986.1
OG0003867	XP_015176696.1	XP_020723653.1
OG0003869	XP_015190256.1	XP_003399054.1
OG0003870	XP_015188129.1	XP_003393674.1
OG0003871	XP_015175350.1	XP_020720764.1, XP_012168535.1, XP_012168534.1
OG0003872	XP_015182385.1, XP_015182386.1	XP_012173307.1
OG0003873	XP_015189200.1	XP_012165920.1
OG0003874	XP_015173727.1	XP_012164064.1
OG0003875	XP_015190606.1	XP_003397230.1
OG0003876	XP_015174174.1	XP_012164640.1
OG0003877	XP_015177052.1	XP_003400115.1
OG0003878	XP_015172511.1	XP_012168580.1
OG0003879	XP_015190423.1	XP_012166836.1
OG0003880	XP_015184793.1	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1
OG0003881	XP_015176444.1	XP_020718897.1, XP_003395781.1
OG0003882	XP_015189010.1	XP_020724190.1
OG0003883	XP_015184816.1	XP_003401855.1
OG0003884	XP_015178038.1, XP_015178067.1	XP_012163849.1
OG0003885	XP_015183701.1, XP_015183702.1, XP_015183703.1	XP_003402476.1
OG0003886	XP_015187891.1	XP_012176406.1
OG0003887	XP_015174435.1	XP_020724324.1, XP_012176067.1, XP_020724323.1
