Orthogroup	Polistes_dominula	Tribolium_castaneum
OG0003665	XP_015184180.1	XP_973359.1
OG0003666	XP_015186617.1	XP_001814402.1
OG0003667	XP_015177417.1	XP_008192927.1
OG0003668	XP_015191282.1	XP_971091.2
OG0003669	XP_015187439.1	XP_967180.2
OG0003670	XP_015191499.1	XP_971706.1
OG0003671	XP_015173632.1, XP_015173630.1	XP_008200590.1
OG0003672	XP_015182168.1	XP_008195407.1
OG0003673	XP_015172847.1	XP_008192092.1, XP_015835049.1
OG0003674	XP_015191449.1	XP_008193661.1
OG0003675	XP_015173065.1, XP_015184637.1	XP_969225.3
OG0003676	XP_015184460.1	XP_968591.1
OG0003677	XP_015171868.1	XP_973912.1
OG0003678	XP_015183770.1, XP_015183769.1	XP_008198169.1
OG0003679	XP_015177682.1	XP_971751.1
OG0003680	XP_015184326.1, XP_015184324.1	XP_015833438.1
OG0003681	XP_015188376.1	XP_970085.1
OG0003682	XP_015184329.1	XP_970044.2
OG0003683	XP_015171642.1, XP_015171643.1, XP_015189958.1	XP_968322.2
OG0003684	XP_015180499.1	XP_001812551.2
OG0003685	XP_015187113.1	NP_001161783.1
OG0003686	XP_015187265.1, XP_015187266.1	XP_008201118.1
OG0003687	XP_015187834.1	XP_967964.1
OG0003688	XP_015175694.1	XP_008200815.1, XP_008200816.1
OG0003690	XP_015185367.1	XP_008196048.2
OG0003691	XP_015187503.1	XP_008191606.1
OG0003692	XP_015184777.1, XP_015184775.1	XP_973458.1, XP_008192597.1
OG0003694	XP_015171276.1, XP_015171267.1	NP_001104734.1
OG0003700	XP_015189156.1	XP_008193466.1
OG0003706	XP_015180051.1, XP_015180053.1	XP_008193015.1
OG0003709	XP_015173532.1	XP_973974.1
OG0003710	XP_015176218.1	XP_967704.1
OG0003711	XP_015186331.1	XP_974658.1
OG0003712	XP_015180180.1, XP_015180181.1	XP_975936.1
OG0003713	XP_015179134.1	XP_966313.1, XP_008190429.1
OG0003714	XP_015183809.1	XP_967826.1
OG0003715	XP_015190210.1	XP_008196247.1, XP_971390.1
OG0003716	XP_015188866.1	XP_015838480.1
OG0003717	XP_015190092.1, XP_015190091.1	XP_972883.1
OG0003718	XP_015181987.1	XP_008195096.1
OG0003719	XP_015171019.1	XP_971079.1
OG0003720	XP_015176245.1	XP_015837881.1, XP_015837882.1
OG0003721	XP_015178907.1	XP_966517.1
OG0003722	XP_015174348.1	XP_008199299.1
OG0003723	XP_015180112.1	XP_015836676.1
OG0003724	XP_015177003.1	NP_001034496.1
OG0003726	XP_015181489.1, XP_015181490.1	XP_971148.1
OG0003727	XP_015177612.1	XP_971046.2
OG0003728	XP_015179876.1	XP_971145.1
OG0003729	XP_015190645.1	XP_008195395.1, XP_008195396.1
OG0003730	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1	XP_015833603.1
OG0003731	XP_015191213.1	XP_971296.1
OG0003732	XP_015179754.1	XP_001814293.1
OG0003733	XP_015176936.1	XP_008192304.1
OG0003734	XP_015179650.1	XP_973073.2
OG0003735	XP_015177433.1	XP_969459.1
OG0003736	XP_015177526.1	XP_008196776.2
OG0003737	XP_015173696.1	XP_008199529.1, XP_966347.1
OG0003738	XP_015186822.1	XP_973035.1
OG0003739	XP_015172957.1	XP_967263.1
OG0003740	XP_015184823.1, XP_015184822.1	XP_971155.1
OG0003741	XP_015177543.1	XP_972645.1
OG0003742	XP_015172764.1, XP_015172765.1	XP_970923.1
OG0003743	XP_015171467.1	XP_971918.2
OG0003744	XP_015179632.1	NP_001164315.1
OG0003745	XP_015177298.1	XP_975087.1
OG0003746	XP_015174963.1	XP_970133.1
OG0003748	XP_015189373.1	NP_001107798.1, XP_015839662.1
OG0003749	XP_015183750.1, XP_015183749.1	XP_970254.1
OG0003750	XP_015176785.1	XP_967824.1
OG0003752	XP_015187984.1	NP_001164085.1, XP_008195258.1
OG0003753	XP_015182951.1	XP_970929.1
OG0003754	XP_015183116.1	XP_015836702.1
OG0003755	XP_015189093.1, XP_015189091.1	XP_967919.1
OG0003756	XP_015171541.1	XP_968405.1
OG0003757	XP_015174113.1	XP_968271.1
OG0003758	XP_015182777.1	XP_971436.1
OG0003759	XP_015184466.1	XP_008194469.1
OG0003760	XP_015174719.1	XP_015839092.1
OG0003761	XP_015190519.1	XP_966886.1, XP_015835099.1
OG0003762	XP_015173510.1	XP_974293.1
OG0003763	XP_015187181.1	XP_971695.1
OG0003764	XP_015174657.1, XP_015174656.1	XP_008197510.1, XP_975144.1
OG0003765	XP_015183368.1	XP_967519.1
OG0003766	XP_015185303.1	XP_001814264.2
OG0003767	XP_015184820.1	XP_967936.1, XP_972909.1
OG0003768	XP_015189277.1	XP_969121.2
OG0003769	XP_015172851.1	XP_015833490.1
OG0003770	XP_015183795.1	XP_974119.1
OG0003771	XP_015184216.1	XP_971558.1
OG0003772	XP_015179985.1	XP_008193987.2
OG0003773	XP_015183792.1	XP_008193663.1
OG0003774	XP_015181167.1	XP_008195033.1
OG0003776	XP_015171436.1	XP_008198197.1
OG0003777	XP_015179040.1	XP_008194045.1
OG0003778	XP_015188502.1	XP_975075.1
OG0003779	XP_015180110.1	NP_001193392.1
OG0003780	XP_015187159.1	XP_970884.1
OG0003781	XP_015175988.1	XP_967272.1
OG0003782	XP_015180130.1	XP_975169.1
OG0003783	XP_015183435.1	XP_008201233.2, NP_001280497.1
OG0003784	XP_015179669.1	XP_001812198.1
OG0003785	XP_015176815.1	XP_966504.1
OG0003786	XP_015177933.1	XP_966803.1
OG0003787	XP_015175131.1	XP_969863.1
OG0003788	XP_015176660.1	XP_008192173.1, XP_001813051.2
OG0003789	XP_015175517.1, XP_015175518.1	XP_972384.1
OG0003790	XP_015190159.1, XP_015190160.1, XP_015190158.1	XP_976168.1
OG0003791	XP_015185362.1	XP_008191487.1
OG0003792	XP_015174189.1	XP_974895.2
OG0003793	XP_015183909.1	XP_974264.1
OG0003794	XP_015176948.1	XP_975256.1
OG0003795	XP_015187599.1	XP_974439.3
OG0003796	XP_015184118.1	XP_008201695.1
OG0003797	XP_015171240.1	XP_015836878.1
OG0003798	XP_015188416.1	XP_974329.2
OG0003799	XP_015187960.1	XP_967465.1
OG0003800	XP_015186243.1	XP_973301.2
OG0003801	XP_015183039.1	XP_001812473.1
OG0003802	XP_015180931.1	XP_967719.1
OG0003803	XP_015182552.1	XP_969337.1
OG0003804	XP_015171066.1	XP_008199506.1
OG0003805	XP_015182666.1	XP_974201.1
OG0003806	XP_015189254.1	XP_975160.1
OG0003807	XP_015179639.1	XP_968297.1
OG0003808	XP_015184242.1, XP_015180008.1	XP_969424.1
OG0003809	XP_015171756.1	XP_975444.1
OG0003810	XP_015171996.1	XP_008192565.1
OG0003811	XP_015190894.1	XP_968343.1
OG0003812	XP_015172466.1	XP_973170.1
OG0003813	XP_015179203.1	XP_969981.1, XP_967800.1
OG0003814	XP_015172369.1	XP_008197466.1
OG0003815	XP_015172209.1, XP_015172210.1	XP_008191566.1
OG0003816	XP_015181644.1	XP_971339.2
OG0003817	XP_015171672.1	XP_971956.1
OG0003818	XP_015188004.1	XP_972419.2
OG0003819	XP_015179449.1, XP_015179450.1	XP_969571.1
OG0003820	XP_015190192.1	NP_001036067.1, XP_008198138.1
OG0003821	XP_015180689.1	XP_971279.1
OG0003822	XP_015185443.1	XP_015836273.1
OG0003823	XP_015186419.1	XP_015840852.1, XP_015840850.1, XP_015840851.1
OG0003824	XP_015184433.1	XP_008191077.1, XP_015833523.1
OG0003825	XP_015178745.1	XP_008198124.1
OG0003826	XP_015190792.1, XP_015190791.1	XP_015836462.1
OG0003828	XP_015178908.1	XP_974879.1
OG0003829	XP_015174901.1	XP_971218.1
OG0003830	XP_015182262.1	XP_008193710.1
OG0003831	XP_015179782.1	XP_008195757.1
OG0003832	XP_015185403.1	XP_008199507.1, XP_008200908.1
OG0003833	XP_015186218.1	XP_968641.2
OG0003834	XP_015184254.1	XP_015837872.1, XP_973241.1
OG0003835	XP_015182810.1	XP_008195804.1
OG0003837	XP_015179423.1	XP_969666.1
OG0003838	XP_015182676.1	XP_008200791.1
OG0003839	XP_015180223.1	XP_008198228.1
OG0003840	XP_015183859.1, XP_015183860.1, XP_015183858.1	XP_008194449.1
OG0003841	XP_015189810.1	XP_008199155.1
OG0003842	XP_015189227.1	XP_969499.1
OG0003843	XP_015180612.1	XP_971825.1
OG0003844	XP_015175735.1	XP_975229.1
OG0003845	XP_015182750.1	XP_973881.1
OG0003846	XP_015191205.1	XP_970539.1
OG0003847	XP_015187712.1	XP_015840700.1, XP_015840701.1
OG0003848	XP_015187951.1	XP_971496.1
OG0003849	XP_015188757.1	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1
OG0003850	XP_015179239.1	XP_971798.1
OG0003851	XP_015171678.1	XP_968440.1
OG0003852	XP_015182590.1, XP_015182589.1	XP_968688.1
OG0003853	XP_015186918.1, XP_015186920.1, XP_015186919.1	XP_971342.1
OG0003854	XP_015175346.1	XP_973443.1
OG0003855	XP_015188067.1, XP_015188068.1	XP_008191837.1
OG0003856	XP_015174036.1	XP_972279.1
OG0003857	XP_015180302.1	XP_008198708.1
OG0003859	XP_015185008.1	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	XP_015173030.1	XP_973280.1, XP_015840621.1
OG0003861	XP_015182763.1, XP_015182764.1	XP_973525.1
OG0003862	XP_015186271.1, XP_015186272.1	XP_008190999.1
OG0003863	XP_015171925.1, XP_015171915.1	XP_015834597.1
OG0003864	XP_015186663.1	XP_015833071.1
OG0003865	XP_015179461.1	XP_001812177.1
OG0003866	XP_015191594.1	XP_967025.1
OG0003867	XP_015176696.1	XP_970705.2
OG0003869	XP_015190256.1	XP_015832930.1
OG0003870	XP_015188129.1	XP_970066.1
OG0003871	XP_015175350.1	XP_015838454.1
OG0003872	XP_015182385.1, XP_015182386.1	XP_975022.2
OG0003873	XP_015189200.1	XP_015835685.1
OG0003874	XP_015173727.1	XP_015837379.1, XP_975417.1
OG0003875	XP_015190606.1	XP_975557.1, XP_015837369.1
OG0003876	XP_015174174.1	XP_008197992.1
OG0003877	XP_015177052.1	XP_974842.2
OG0003878	XP_015172511.1	XP_008195459.1
OG0003879	XP_015190423.1	XP_966633.1
OG0003880	XP_015184793.1	XP_970460.1
OG0003881	XP_015176444.1	XP_966933.2
OG0003883	XP_015184816.1	XP_008199828.1
OG0003884	XP_015178038.1, XP_015178067.1	XP_968624.3, XP_968774.1
OG0003885	XP_015183701.1, XP_015183702.1, XP_015183703.1	XP_008197340.1
OG0003886	XP_015187891.1	XP_972673.1
OG0003887	XP_015174435.1	XP_967126.1
OG0003888	XP_015187059.1	XP_972409.1
OG0003889	XP_015181006.1	XP_976189.2
OG0003890	XP_015171801.1	XP_973593.1
OG0003891	XP_015177431.1	XP_969757.1
OG0003892	XP_015177759.1	XP_008199505.1
OG0003893	XP_015187989.1	XP_015835782.1
OG0003894	XP_015174222.1	XP_970377.1
OG0003895	XP_015182152.1	XP_015839580.1
OG0003896	XP_015185567.1, XP_015185568.1	XP_008195445.1
OG0003897	XP_015182364.1	XP_008193928.1
OG0003898	XP_015183619.1	XP_967648.1
OG0003899	XP_015184667.1	XP_974860.1
OG0003900	XP_015178278.1	XP_971106.1
OG0003901	XP_015176385.1	XP_015833779.1
OG0003902	XP_015189056.1	XP_008190947.1
OG0003903	XP_015185771.1	XP_008190604.1
OG0003904	XP_015186503.1	XP_967597.1
OG0003906	XP_015186483.1	XP_970238.1
OG0003907	XP_015184805.1, XP_015176229.1	XP_975330.1
OG0003908	XP_015173361.1	XP_008198904.2
OG0003909	XP_015191271.1	XP_966529.2
OG0003910	XP_015184281.1	XP_008194700.1
OG0003911	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1	XP_008196593.1
OG0003912	XP_015182946.1	XP_008198089.1
OG0003913	XP_015184261.1	XP_015833341.1
OG0003914	XP_015186068.1	XP_973214.1
OG0003915	XP_015175075.1	XP_008190310.1
OG0003916	XP_015181429.1, XP_015181430.1	XP_015836759.1
OG0003918	XP_015184223.1	XP_008199603.1
OG0003919	XP_015176605.1	XP_008192242.1, XP_015834843.1
OG0003920	XP_015186478.1	XP_008193432.1
OG0003921	XP_015177797.1, XP_015177796.1	XP_008192860.1
OG0003922	XP_015190521.1	XP_969270.1
OG0003923	XP_015171117.1, XP_015171124.1	XP_008192619.1
OG0003924	XP_015182758.1	XP_008192100.1
OG0003925	XP_015182962.1	XP_975236.2
OG0003926	XP_015181798.1	XP_966598.1
OG0003927	XP_015186939.1	XP_970461.1
OG0003928	XP_015191812.1	XP_968656.1, XP_967956.1
OG0003929	XP_015186045.1	XP_971431.2
OG0003930	XP_015175314.1	NP_001157646.1, XP_008193597.1
OG0003931	XP_015179434.1	XP_975596.1
OG0003932	XP_015183051.1	XP_008192247.1
OG0003933	XP_015174139.1	XP_971638.1
OG0003934	XP_015185833.1	XP_975180.1
OG0003935	XP_015178777.1	XP_969262.1
OG0003936	XP_015181374.1	NP_001107771.1, NP_001155998.1
OG0003937	XP_015188003.1	XP_970913.2
OG0003938	XP_015185910.1	XP_008199062.1
OG0003939	XP_015182573.1	XP_008195211.1
OG0003940	XP_015176999.1	XP_970021.1
OG0003941	XP_015191702.1	XP_973213.1
OG0003942	XP_015190766.1	XP_968071.1
OG0003943	XP_015176455.1	XP_971663.1
OG0003944	XP_015177805.1	XP_967107.1
OG0003945	XP_015183165.1	XP_971994.1
OG0003946	XP_015187495.1	NP_001036035.1
OG0003947	XP_015185637.1	XP_971869.2
OG0003948	XP_015176916.1, XP_015176917.1	XP_975386.1
OG0003950	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1	XP_967363.1
OG0003951	XP_015183700.1	XP_001810409.1
OG0003952	XP_015171971.1	XP_970265.1
OG0003953	XP_015174381.1	XP_008200828.1
OG0003954	XP_015179401.1	XP_008196812.1
OG0003955	XP_015189075.1	XP_972946.1
OG0003956	XP_015191809.1	XP_969759.2
OG0003957	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1	XP_969043.1
OG0003958	XP_015174191.1	XP_970031.1
OG0003959	XP_015184862.1	XP_973143.1, XP_015833394.1
OG0003960	XP_015174780.1	XP_967119.1
OG0003961	XP_015176361.1	XP_969916.1
OG0003962	XP_015178536.1	XP_967654.1
OG0003963	XP_015182047.1	XP_015840458.1
OG0003964	XP_015176829.1	XP_967085.1
OG0003965	XP_015183672.1, XP_015183673.1	XP_966589.1
OG0003966	XP_015171981.1	XP_971870.2, XP_008195547.1
OG0003967	XP_015191446.1	XP_969882.2
OG0003968	XP_015180277.1	XP_974311.1
OG0003969	XP_015191535.1	XP_008195058.1, XP_015836574.1
OG0003970	XP_015177959.1	XP_008194286.1
OG0003971	XP_015187239.1	XP_001810967.2, XP_015840150.1
OG0003972	XP_015180298.1	XP_974179.1
OG0003973	XP_015180148.1	XP_008192553.1, XP_015834920.1
OG0003974	XP_015181752.1	XP_975249.1
OG0003975	XP_015175402.1	XP_008191775.1
OG0003976	XP_015183906.1	XP_967156.1
OG0003977	XP_015190572.1, XP_015190569.1, XP_015190570.1	XP_970551.1, XP_015836824.1
OG0003978	XP_015174165.1	XP_972024.2
OG0003979	XP_015181533.1, XP_015181535.1, XP_015181534.1	XP_974935.1
OG0003980	XP_015179105.1	XP_973315.1
OG0003981	XP_015179337.1	XP_008200886.1
OG0003982	XP_015171669.1	XP_967495.1
OG0003983	XP_015177993.1	XP_008199886.1
OG0003984	XP_015178448.1	XP_015838220.1
OG0003985	XP_015180923.1	XP_008191229.1
OG0003986	XP_015182657.1	XP_008196788.1, XP_008196789.1, XP_008196790.1
OG0003987	XP_015180174.1, XP_015180171.1	XP_008199167.1, XP_008191281.2
OG0003988	XP_015178187.1	XP_008195928.1
OG0003989	XP_015171575.1	XP_015834581.1
OG0003990	XP_015188978.1	XP_966698.2
OG0003991	XP_015177782.1	XP_008191408.1
OG0003992	XP_015176116.1	XP_008199002.1
OG0003993	XP_015181677.1	NP_001280539.1, XP_008201193.2
OG0003994	XP_015181594.1, XP_015181593.1	XP_008197496.1
OG0003995	XP_015172117.1	XP_973777.1
OG0003996	XP_015179812.1, XP_015179973.1	XP_967605.1
OG0003997	XP_015191115.1	XP_015833280.1
OG0003998	XP_015190272.1	XP_973175.1
OG0003999	XP_015173606.1	XP_008199328.1
OG0004000	XP_015183976.1	XP_974655.2
OG0004001	XP_015183525.1	XP_973078.1
OG0004002	XP_015180994.1	NP_001139385.1
OG0004003	XP_015174985.1	XP_974994.2
OG0004004	XP_015183989.1, XP_015183988.1	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004005	XP_015185905.1	XP_008199060.1
OG0004006	XP_015183941.1	XP_008195822.1
OG0004008	XP_015173879.1	XP_008200823.1, XP_001813540.1
OG0004009	XP_015173384.1	XP_972093.1, XP_972042.1
OG0004010	XP_015173285.1	XP_971563.1
OG0004012	XP_015188802.1	XP_015835401.1, XP_971438.1, XP_008200443.1
OG0004013	XP_015184622.1, XP_015184624.1	XP_008195231.1
OG0004014	XP_015183104.1	XP_971231.2
OG0004016	XP_015172081.1	XP_970625.1
OG0004017	XP_015178267.1	XP_015833203.1
OG0004018	XP_015188600.1	XP_972649.1
OG0004019	XP_015185252.1	XP_008193009.1
OG0004020	XP_015178646.1	XP_008199027.1
OG0004021	XP_015176151.1	XP_015838970.1
OG0004022	XP_015175677.1	XP_973740.1
OG0004023	XP_015180863.1	XP_969218.1
OG0004024	XP_015174925.1	XP_008195015.1
OG0004025	XP_015184499.1, XP_015184498.1	XP_973368.1
OG0004026	XP_015191774.1, XP_015191773.1	XP_008196413.1
OG0004027	XP_015189301.1	XP_008191799.1
OG0004028	XP_015178883.1	XP_008193539.1, XP_008193541.1
OG0004029	XP_015180303.1	XP_008191687.1
OG0004030	XP_015191045.1	XP_015838189.1, XP_001810411.2
OG0004031	XP_015173705.1	XP_971311.1
OG0004032	XP_015190132.1	XP_015833719.1, XP_015833722.1
OG0004033	XP_015182744.1	XP_008199088.1
OG0004034	XP_015175821.1	XP_008198714.2
OG0004035	XP_015174077.1	XP_008193230.1
OG0004036	XP_015184002.1	XP_008201142.1
OG0004037	XP_015180175.1	XP_015840646.1
OG0004038	XP_015180362.1	XP_015836539.1
OG0004040	XP_015179378.1, XP_015187288.1	XP_970388.3, XP_971501.1
OG0004041	XP_015187156.1, XP_015187157.1	XP_008191528.1
OG0004042	XP_015191293.1	XP_008195985.1
OG0004043	XP_015174731.1, XP_015174726.1	XP_973667.2
OG0004044	XP_015179422.1	XP_008198875.1
OG0004045	XP_015176323.1	XP_015839256.1
OG0004046	XP_015181696.1	XP_008192282.1
OG0004047	XP_015191263.1	XP_974227.1
OG0004048	XP_015176742.1, XP_015176733.1	XP_967372.1
OG0004049	XP_015174161.1, XP_015174159.1, XP_015174160.1	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	XP_015189950.1	XP_008195122.1, XP_970868.2
OG0004051	XP_015180376.1	XP_974020.1
OG0004052	XP_015177405.1, XP_015177406.1	XP_008199650.1
OG0004053	XP_015185708.1	XP_974680.2
OG0004054	XP_015177268.1	XP_008192914.1
OG0004055	XP_015191019.1	XP_015833846.1
OG0004056	XP_015185777.1	XP_008195938.1
OG0004058	XP_015186468.1, XP_015186467.1, XP_015186469.1	XP_974520.1
OG0004059	XP_015172701.1	XP_972737.1
OG0004060	XP_015185066.1	XP_008196217.1, NP_001034489.1
OG0004061	XP_015179001.1	XP_008196752.1
OG0004062	XP_015187758.1	XP_015834690.1
OG0004063	XP_015172856.1	XP_001812873.1
OG0004064	XP_015187710.1	XP_973062.1
OG0004065	XP_015173682.1, XP_015173694.1	XP_008192200.1
OG0004066	XP_015181124.1, XP_015181123.1, XP_015181122.1	XP_972292.1
OG0004067	XP_015188922.1	XP_015840433.1
OG0004068	XP_015185932.1	XP_008190826.2
OG0004069	XP_015178953.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_015183528.1	XP_008199140.1
OG0004071	XP_015178206.1	XP_008197437.1
OG0004072	XP_015191086.1	XP_967828.1
OG0004073	XP_015181041.1, XP_015181040.1	XP_008195023.1
OG0004074	XP_015188764.1	XP_971974.1
OG0004075	XP_015179558.1	XP_974480.1
OG0004076	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1	XP_008197602.1
OG0004077	XP_015184935.1	XP_008200432.1
OG0004078	XP_015171408.1	NP_001171929.1
OG0004079	XP_015173930.1, XP_015173935.1	XP_008193389.1
OG0004080	XP_015183962.1, XP_015183961.1	XP_970851.2
OG0004081	XP_015191525.1	XP_015839808.1, XP_008198788.1, XP_971940.1
OG0004082	XP_015179425.1	XP_008195644.1
OG0004083	XP_015178389.1	XP_970814.1
OG0004084	XP_015179514.1, XP_015179513.1	XP_015835436.1
OG0004085	XP_015182510.1	XP_008192975.1
OG0004086	XP_015179120.1	XP_008198047.1
OG0004087	XP_015191784.1	XP_008201212.1
OG0004088	XP_015178738.1, XP_015178730.1	XP_972897.1
OG0004089	XP_015191287.1	XP_015838276.1
OG0004090	XP_015174996.1	XP_974424.1
OG0004091	XP_015191851.1	XP_971395.1
OG0004092	XP_015179701.1	XP_972402.1
OG0004093	XP_015188778.1	XP_967425.2
OG0004094	XP_015188690.1	XP_967732.1
OG0004095	XP_015171602.1	XP_971366.1
OG0004096	XP_015189028.1	XP_015840766.1
OG0004097	XP_015188596.1	XP_015837446.1
OG0004098	XP_015172878.1	XP_967675.1
OG0004099	XP_015177377.1	XP_008201158.1
OG0004100	XP_015180349.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1	XP_974387.2
OG0004102	XP_015171873.1	XP_008193880.1
OG0004103	XP_015183632.1	XP_015835369.1
OG0004104	XP_015180090.1	XP_008192945.1
OG0004105	XP_015176038.1, XP_015176028.1, XP_015176047.1	XP_973164.1
OG0004106	XP_015181585.1	XP_008193513.1
OG0004107	XP_015186759.1	XP_008190693.1
OG0004108	XP_015182634.1	XP_008197806.1
OG0004109	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1	XP_008199057.1
OG0004110	XP_015171958.1	XP_015836786.1
OG0004111	XP_015185351.1	XP_970719.1
OG0004112	XP_015181462.1	XP_008198820.1
OG0004113	XP_015183299.1	XP_008199444.1
OG0004114	XP_015174226.1	XP_975196.1
OG0004116	XP_015175547.1	XP_008194085.1
OG0004117	XP_015191708.1	XP_008190520.2
OG0004119	XP_015174723.1, XP_015174724.1	XP_015836298.1
OG0004120	XP_015171783.1	XP_971225.1
OG0004121	XP_015173141.1, XP_015173142.1	XP_974527.1
OG0004123	XP_015188295.1	XP_015837500.1
OG0004124	XP_015174349.1	XP_001813052.2
OG0004125	XP_015186721.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_015173412.1	XP_015833114.1
OG0004127	XP_015183415.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_015190426.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_015180238.1	XP_968238.2
OG0004130	XP_015173906.1, XP_015173907.1	XP_015835407.1
OG0004131	XP_015182422.1	XP_015834593.1
OG0004132	XP_015175633.1	XP_008195790.1
OG0004133	XP_015191395.1	XP_008193571.1
OG0004134	XP_015173305.1, XP_015173304.1, XP_015173307.1, XP_015173306.1	XP_966548.1
OG0004135	XP_015177817.1	XP_969395.1
OG0004136	XP_015189170.1, XP_015189172.1, XP_015189171.1	XP_015838557.1, XP_967039.2
OG0004137	XP_015191737.1, XP_015191736.1	XP_972661.2
OG0004138	XP_015187075.1	XP_008199722.1
OG0004139	XP_015186306.1	XP_973779.1, XP_967521.1
OG0004140	XP_015190927.1	XP_971284.1
OG0004141	XP_015172017.1, XP_015172004.1	XP_008195546.1, XP_971815.1
OG0004142	XP_015183316.1	XP_015833163.1, XP_015833173.1
OG0004143	XP_015176247.1	XP_015835654.1
OG0004144	XP_015176391.1, XP_015176390.1	XP_974174.1
OG0004145	XP_015175270.1	XP_966571.1
OG0004146	XP_015178715.1	XP_008193932.1
OG0004147	XP_015184734.1, XP_015184744.1	XP_008199251.1
OG0004148	XP_015191454.1	XP_008191391.1
OG0004149	XP_015190364.1	XP_015833182.1, XP_969301.4
OG0004150	XP_015177212.1	XP_970273.1
OG0004151	XP_015178739.1	XP_008193562.1
OG0004152	XP_015177517.1	XP_015838551.1, XP_015840222.1
OG0004153	XP_015182610.1	XP_008199980.1
OG0004154	XP_015177125.1	XP_975348.1
OG0004155	XP_015185292.1, XP_015185293.1	XP_008199045.1
OG0004157	XP_015184857.1	XP_008200151.1
OG0004158	XP_015191195.1	XP_008194425.1
OG0004160	XP_015173210.1	XP_008199427.1
OG0004161	XP_015185242.1	XP_008195570.1
OG0004162	XP_015172799.1	XP_008196673.1
OG0004163	XP_015185340.1, XP_015185339.1	XP_015835252.1
OG0004164	XP_015188949.1	XP_008201024.2
