Orthogroup	Polistes_dominula	Anopheles_gambiae
OG0003769	XP_015172851.1	XP_317359.4
OG0003770	XP_015183795.1	XP_321441.4
OG0003771	XP_015184216.1	XP_312639.4
OG0003772	XP_015179985.1	XP_312862.4, XP_001237501.2
OG0003773	XP_015183792.1	XP_316963.4
OG0003774	XP_015181167.1	XP_321418.4, XP_003435898.1
OG0003775	XP_015187323.1	XP_309183.2, XP_309182.5
OG0003776	XP_015171436.1	XP_551809.3
OG0003777	XP_015179040.1	XP_317655.3
OG0003778	XP_015188502.1	XP_001688618.1
OG0003779	XP_015180110.1	XP_001237594.2
OG0003780	XP_015187159.1	XP_308583.2
OG0003781	XP_015175988.1	XP_320164.3, XP_320163.3
OG0003782	XP_015180130.1	XP_308132.2, XP_307312.2
OG0003783	XP_015183435.1	XP_318812.3
OG0003784	XP_015179669.1	XP_003436317.1
OG0003785	XP_015176815.1	XP_003435742.1
OG0003786	XP_015177933.1	XP_312629.4
OG0003787	XP_015175131.1	XP_312143.4
OG0003788	XP_015176660.1	XP_312787.5
OG0003789	XP_015175517.1, XP_015175518.1	XP_307016.3, XP_313929.4
OG0003791	XP_015185362.1	XP_314956.4
OG0003792	XP_015174189.1	XP_320758.4
OG0003793	XP_015183909.1	XP_311766.3
OG0003794	XP_015176948.1	XP_321364.3
OG0003795	XP_015187599.1	XP_001688460.2
OG0003796	XP_015184118.1	XP_001237280.3, XP_003437003.1
OG0003797	XP_015171240.1	XP_003436776.1
OG0003798	XP_015188416.1	XP_315523.4
OG0003799	XP_015187960.1	XP_314122.3
OG0003800	XP_015186243.1	XP_311236.5
OG0003801	XP_015183039.1	XP_003436856.1, XP_315241.1
OG0003802	XP_015180931.1	XP_312750.4
OG0003803	XP_015182552.1	XP_320799.3
OG0003804	XP_015171066.1	XP_314994.4
OG0003805	XP_015182666.1	XP_321167.4
OG0003806	XP_015189254.1	XP_001237070.2
OG0003807	XP_015179639.1	XP_315739.4
OG0003808	XP_015184242.1, XP_015180008.1	XP_311943.3
OG0003809	XP_015171756.1	XP_313997.4
OG0003810	XP_015171996.1	XP_317077.4
OG0003811	XP_015190894.1	XP_311588.3
OG0003812	XP_015172466.1	XP_311247.5
OG0003813	XP_015179203.1	XP_314555.3
OG0003814	XP_015172369.1	XP_311364.4, XP_307324.3
OG0003815	XP_015172209.1, XP_015172210.1	XP_321606.5
OG0003816	XP_015181644.1	XP_321794.3, XP_001689358.1
OG0003817	XP_015171672.1	XP_315953.3
OG0003818	XP_015188004.1	XP_321247.5
OG0003819	XP_015179449.1, XP_015179450.1	XP_313680.3
OG0003820	XP_015190192.1	XP_001238192.2
OG0003821	XP_015180689.1	XP_319843.4
OG0003822	XP_015185443.1	XP_003436068.1, XP_307935.5
OG0003824	XP_015184433.1	XP_316832.4
OG0003825	XP_015178745.1	XP_321926.5, XP_003435784.1
OG0003826	XP_015190792.1, XP_015190791.1	XP_003436489.1, XP_001688342.2
OG0003827	XP_015189198.1, XP_015189197.1	XP_319073.4
OG0003828	XP_015178908.1	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	XP_015174901.1	XP_320975.4
OG0003830	XP_015182262.1	XP_310148.4
OG0003831	XP_015179782.1	XP_555438.3
OG0003832	XP_015185403.1	XP_315724.3, XP_315726.4
OG0003833	XP_015186218.1	XP_322026.2
OG0003834	XP_015184254.1	XP_316920.3
OG0003835	XP_015182810.1	XP_319229.4
OG0003837	XP_015179423.1	XP_313978.1
OG0003838	XP_015182676.1	XP_001687956.1, XP_308499.3
OG0003839	XP_015180223.1	XP_320303.4
OG0003841	XP_015189810.1	XP_312835.4, XP_003436406.1
OG0003842	XP_015189227.1	XP_309233.5
OG0003843	XP_015180612.1	XP_316726.2
OG0003844	XP_015175735.1	XP_311543.2
OG0003845	XP_015182750.1	XP_320970.3
OG0003846	XP_015191205.1	XP_309350.4
OG0003847	XP_015187712.1	XP_321528.4
OG0003848	XP_015187951.1	XP_320558.3
OG0003849	XP_015188757.1	XP_310210.4
OG0003850	XP_015179239.1	XP_313188.3
OG0003851	XP_015171678.1	XP_309752.3
OG0003852	XP_015182590.1, XP_015182589.1	XP_312907.4
OG0003853	XP_015186918.1, XP_015186920.1, XP_015186919.1	XP_319601.4
OG0003854	XP_015175346.1	XP_319344.4
OG0003855	XP_015188067.1, XP_015188068.1	XP_001688251.1
OG0003856	XP_015174036.1	XP_320680.1
OG0003859	XP_015185008.1	XP_320575.3
OG0003860	XP_015173030.1	XP_321828.3
OG0003861	XP_015182763.1, XP_015182764.1	XP_320922.2
OG0003863	XP_015171925.1, XP_015171915.1	XP_003436354.1
OG0003864	XP_015186663.1	XP_317926.4
OG0003866	XP_015191594.1	XP_315722.4, XP_001688715.1, XP_315721.4
OG0003867	XP_015176696.1	XP_312224.5
OG0003869	XP_015190256.1	XP_311926.5
OG0003870	XP_015188129.1	XP_307911.3
OG0003871	XP_015175350.1	XP_315111.4
OG0003872	XP_015182385.1, XP_015182386.1	XP_308174.2
OG0003873	XP_015189200.1	XP_320953.4
OG0003874	XP_015173727.1	XP_319180.3
OG0003875	XP_015190606.1	XP_562161.4
OG0003876	XP_015174174.1	XP_319884.4
OG0003877	XP_015177052.1	XP_314810.4
OG0003878	XP_015172511.1	XP_003436746.1, XP_313144.3
OG0003879	XP_015190423.1	XP_316539.2
OG0003880	XP_015184793.1	XP_309242.4
OG0003881	XP_015176444.1	XP_001237692.2
OG0003882	XP_015189010.1	XP_311868.5
OG0003883	XP_015184816.1	XP_311386.4
OG0003884	XP_015178038.1, XP_015178067.1	XP_310455.4
OG0003885	XP_015183701.1, XP_015183702.1, XP_015183703.1	XP_318734.3
OG0003886	XP_015187891.1	XP_314842.3
OG0003887	XP_015174435.1	XP_317201.4
OG0003888	XP_015187059.1	XP_320221.4
OG0003889	XP_015181006.1	XP_315664.4
OG0003890	XP_015171801.1	XP_311717.4
OG0003891	XP_015177431.1	XP_309150.5
OG0003892	XP_015177759.1	XP_314996.4
OG0003893	XP_015187989.1	XP_551305.4, XP_003435860.1
OG0003894	XP_015174222.1	XP_557626.3
OG0003895	XP_015182152.1	XP_309808.4
OG0003897	XP_015182364.1	XP_312367.5
OG0003898	XP_015183619.1	XP_315835.4
OG0003899	XP_015184667.1	XP_317642.4
OG0003900	XP_015178278.1	XP_307645.4, XP_307644.2
OG0003901	XP_015176385.1	XP_310209.4
OG0003902	XP_015189056.1	XP_319789.4
OG0003903	XP_015185771.1	XP_315792.4, XP_001688728.1
OG0003904	XP_015186503.1	XP_313786.5
OG0003905	XP_015175617.1, XP_015175618.1, XP_015175616.1	XP_320268.3
OG0003906	XP_015186483.1	XP_562427.1
OG0003907	XP_015184805.1, XP_015176229.1	XP_553285.4
OG0003908	XP_015173361.1	XP_311405.3
OG0003909	XP_015191271.1	XP_307779.5
OG0003910	XP_015184281.1	XP_312278.5
OG0003912	XP_015182946.1	XP_314171.4
OG0003913	XP_015184261.1	XP_315962.4
OG0003914	XP_015186068.1	XP_003436135.1, XP_311548.3
OG0003915	XP_015175075.1	XP_308092.4
OG0003916	XP_015181429.1, XP_015181430.1	XP_307453.3, XP_319009.4
OG0003917	XP_015191779.1	XP_003436440.1
OG0003918	XP_015184223.1	XP_001689289.1
OG0003919	XP_015176605.1	XP_312450.4
OG0003920	XP_015186478.1	XP_001689084.1, XP_318039.3
OG0003921	XP_015177797.1, XP_015177796.1	XP_319681.2
OG0003922	XP_015190521.1	XP_317383.4
OG0003924	XP_015182758.1	XP_321093.4, XP_003435980.1
OG0003925	XP_015182962.1	XP_003437095.1, XP_311307.4
OG0003926	XP_015181798.1	XP_320129.3
OG0003927	XP_015186939.1	XP_320900.3
OG0003928	XP_015191812.1	XP_313769.4
OG0003929	XP_015186045.1	XP_003435903.1, XP_321406.5
OG0003930	XP_015175314.1	XP_001688107.1, XP_001688108.1, XP_308849.3
OG0003931	XP_015179434.1	XP_309977.3
OG0003932	XP_015183051.1	XP_003436142.1
OG0003933	XP_015174139.1	XP_311862.3
OG0003934	XP_015185833.1	XP_316307.1
OG0003935	XP_015178777.1	XP_308886.4
OG0003936	XP_015181374.1	XP_003436329.1, XP_311925.3
OG0003937	XP_015188003.1	XP_315625.4
OG0003938	XP_015185910.1	XP_003436735.1, XP_313067.5, XP_003436734.1
OG0003939	XP_015182573.1	XP_311333.5
OG0003940	XP_015176999.1	XP_307793.5, XP_306070.4
OG0003941	XP_015191702.1	XP_310602.3
OG0003943	XP_015176455.1	XP_312823.5
OG0003944	XP_015177805.1	XP_317195.1
OG0003945	XP_015183165.1	XP_313382.3
OG0003946	XP_015187495.1	XP_308858.4
OG0003947	XP_015185637.1	XP_310464.4, XP_003437045.1
OG0003948	XP_015176916.1, XP_015176917.1	XP_309825.4
OG0003950	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1	XP_310421.4
OG0003951	XP_015183700.1	XP_313109.5
OG0003952	XP_015171971.1	XP_309625.4
OG0003953	XP_015174381.1	XP_310948.4, XP_003436935.1
OG0003954	XP_015179401.1	XP_311994.4
OG0003956	XP_015191809.1	XP_315195.5
OG0003957	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1	XP_320392.4
OG0003958	XP_015174191.1	XP_321015.5
OG0003959	XP_015184862.1	XP_321653.5
OG0003960	XP_015174780.1	XP_003436461.1, XP_314272.5
OG0003961	XP_015176361.1	XP_318614.3
OG0003962	XP_015178536.1	XP_316867.5
OG0003963	XP_015182047.1	XP_317237.3
OG0003964	XP_015176829.1	XP_321179.4
OG0003965	XP_015183672.1, XP_015183673.1	XP_315113.4
OG0003966	XP_015171981.1	XP_311323.4
OG0003967	XP_015191446.1	XP_316857.3
OG0003968	XP_015180277.1	XP_317805.2
OG0003969	XP_015191535.1	XP_320573.1
OG0003970	XP_015177959.1	XP_554210.2
OG0003971	XP_015187239.1	XP_318755.4
OG0003972	XP_015180298.1	XP_001688794.1, XP_316203.2
OG0003973	XP_015180148.1	XP_320234.3
OG0003974	XP_015181752.1	XP_313497.2
OG0003975	XP_015175402.1	XP_554108.3
OG0003976	XP_015183906.1	XP_320294.3
OG0003977	XP_015190572.1, XP_015190569.1, XP_015190570.1	XP_001687837.2
OG0003978	XP_015174165.1	XP_312928.5, XP_003436420.1
OG0003979	XP_015181533.1, XP_015181535.1, XP_015181534.1	XP_320626.2
OG0003980	XP_015179105.1	XP_319759.4
OG0003981	XP_015179337.1	XP_318692.4
OG0003982	XP_015171669.1	XP_319753.4
OG0003983	XP_015177993.1	XP_315737.4
OG0003985	XP_015180923.1	XP_311326.5
OG0003986	XP_015182657.1	XP_316882.5
OG0003987	XP_015180174.1, XP_015180171.1	XP_309555.4, XP_001688197.1
OG0003988	XP_015178187.1	XP_313024.5
OG0003989	XP_015171575.1	XP_001689096.1, XP_318078.2
OG0003990	XP_015188978.1	XP_315228.5
OG0003991	XP_015177782.1	XP_001687756.2
OG0003992	XP_015176116.1	XP_308140.4
OG0003993	XP_015181677.1	XP_310762.5, XP_311031.1
OG0003994	XP_015181594.1, XP_015181593.1	XP_001689408.1
OG0003995	XP_015172117.1	XP_310142.4
OG0003996	XP_015179812.1, XP_015179973.1	XP_317395.4
OG0003997	XP_015191115.1	XP_001689015.1
OG0003998	XP_015190272.1	XP_001688449.2
OG0003999	XP_015173606.1	XP_001238227.1
OG0004000	XP_015183976.1	XP_315213.4
OG0004001	XP_015183525.1	XP_001237062.2
OG0004002	XP_015180994.1	XP_315904.5, XP_003435730.1
OG0004003	XP_015174985.1	XP_553421.2
OG0004004	XP_015183989.1, XP_015183988.1	XP_311855.4
OG0004005	XP_015185905.1	XP_003436736.1, XP_001230869.2
OG0004006	XP_015183941.1	XP_316519.4
OG0004008	XP_015173879.1	XP_318925.4
OG0004009	XP_015173384.1	XP_001230840.3, XP_001230839.3
OG0004010	XP_015173285.1	XP_316790.4
OG0004012	XP_015188802.1	XP_001688421.2
OG0004014	XP_015183104.1	XP_003437004.1, XP_310622.3, XP_320348.3
OG0004016	XP_015172081.1	XP_311166.5
OG0004017	XP_015178267.1	XP_001688637.1
OG0004018	XP_015188600.1	XP_315551.1
OG0004019	XP_015185252.1	XP_003435731.1
OG0004019	XP_015185169.1	XP_001689221.1
OG0004020	XP_015178646.1	XP_003437151.1
OG0004021	XP_015176151.1	XP_310900.5
OG0004022	XP_015175677.1	XP_316825.5
OG0004023	XP_015180863.1	XP_001689316.2
OG0004024	XP_015174925.1	XP_001688399.2
OG0004026	XP_015191774.1, XP_015191773.1	XP_003436438.1, XP_001231184.3
OG0004027	XP_015189301.1	XP_316189.4
OG0004029	XP_015180303.1	XP_317149.4, XP_317150.4
OG0004030	XP_015191045.1	XP_003436242.1, XP_003436243.1
OG0004031	XP_015173705.1	XP_554294.3
OG0004033	XP_015182744.1	XP_555381.3
OG0004034	XP_015175821.1	XP_314073.4
OG0004036	XP_015184002.1	XP_307136.4
OG0004037	XP_015180175.1	XP_311349.5
OG0004038	XP_015180362.1	XP_321810.4
OG0004040	XP_015179378.1, XP_015187288.1	XP_307401.4
OG0004041	XP_015187156.1, XP_015187157.1	XP_565006.2
OG0004042	XP_015191293.1	XP_312101.5
OG0004043	XP_015174731.1, XP_015174726.1	XP_314537.4
OG0004044	XP_015179422.1	XP_308352.4
OG0004045	XP_015176323.1	XP_312996.1
OG0004046	XP_015181696.1	XP_312561.3
OG0004047	XP_015191263.1	XP_321168.5
OG0004048	XP_015176742.1, XP_015176733.1	XP_311026.4
OG0004049	XP_015174161.1, XP_015174159.1, XP_015174160.1	XP_001688807.1
OG0004050	XP_015189950.1	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2
OG0004051	XP_015180376.1	XP_321377.4
OG0004052	XP_015177405.1, XP_015177406.1	XP_313802.5
OG0004053	XP_015185708.1	XP_564094.3
OG0004055	XP_015191019.1	XP_551859.3
OG0004056	XP_015185777.1	XP_316308.4
OG0004058	XP_015186468.1, XP_015186467.1, XP_015186469.1	XP_312771.1
OG0004059	XP_015172701.1	XP_317121.2
OG0004060	XP_015185066.1	XP_308010.5
OG0004061	XP_015179001.1	XP_317494.1
OG0004062	XP_015187758.1	XP_003435760.1, XP_551677.4
OG0004063	XP_015172856.1	XP_318961.4, XP_318960.4
OG0004064	XP_015187710.1	XP_001231048.2
OG0004065	XP_015173682.1, XP_015173694.1	XP_321583.5
OG0004066	XP_015181124.1, XP_015181123.1, XP_015181122.1	XP_310825.3
OG0004067	XP_015188922.1	XP_313977.4
OG0004068	XP_015185932.1	XP_320290.4
OG0004069	XP_015178953.1	XP_311616.1
OG0004070	XP_015183528.1	XP_310908.5, XP_310904.5
OG0004071	XP_015178206.1	XP_001688827.1, XP_316281.4
OG0004072	XP_015191086.1	XP_001689139.1
OG0004073	XP_015181041.1, XP_015181040.1	XP_308326.4
OG0004074	XP_015188764.1	XP_314000.3
OG0004075	XP_015179558.1	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4
OG0004076	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1	XP_308369.3
OG0004077	XP_015184935.1	XP_313328.4
OG0004078	XP_015171408.1	XP_312472.2
OG0004079	XP_015173930.1, XP_015173935.1	XP_320805.3
OG0004080	XP_015183962.1, XP_015183961.1	XP_315852.4
OG0004082	XP_015179425.1	XP_318628.4
OG0004083	XP_015178389.1	XP_318065.4
OG0004084	XP_015179514.1, XP_015179513.1	XP_310358.7
OG0004085	XP_015182510.1	XP_316356.3
OG0004086	XP_015179120.1	XP_310930.5
OG0004087	XP_015191784.1	XP_311835.5
OG0004088	XP_015178738.1, XP_015178730.1	XP_318883.4
OG0004089	XP_015191287.1	XP_555244.3
OG0004090	XP_015174996.1	XP_001237595.2
OG0004091	XP_015191851.1	XP_319154.4
OG0004092	XP_015179701.1	XP_317242.4
OG0004093	XP_015188778.1	XP_310688.5
OG0004094	XP_015188690.1	XP_311178.4
OG0004095	XP_015171602.1	XP_316020.4
OG0004096	XP_015189028.1	XP_559248.3
OG0004097	XP_015188596.1	XP_318918.2
OG0004098	XP_015172878.1	XP_309835.2
OG0004099	XP_015177377.1	XP_321090.4
OG0004100	XP_015180349.1	XP_313152.3
OG0004101	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1	XP_314837.3
OG0004102	XP_015171873.1	XP_003436465.1, XP_003436464.1
OG0004103	XP_015183632.1	XP_313432.5, XP_003436553.1, XP_003436554.1
OG0004104	XP_015180090.1	XP_312438.5
OG0004105	XP_015176038.1, XP_015176028.1, XP_015176047.1	XP_319178.4
OG0004106	XP_015181585.1	XP_311153.3
OG0004107	XP_015186759.1	XP_001688851.1
OG0004108	XP_015182634.1	XP_562582.3, XP_003436576.1
OG0004109	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1	XP_563317.4
OG0004110	XP_015171958.1	XP_316345.4
OG0004111	XP_015185351.1	XP_314309.4
OG0004112	XP_015181462.1	XP_321635.1, XP_003435850.1
OG0004113	XP_015183299.1	XP_320525.4
OG0004114	XP_015174226.1	XP_319407.2
OG0004116	XP_015175547.1	XP_001237507.3
OG0004117	XP_015191708.1	XP_001237803.2
OG0004119	XP_015174723.1, XP_015174724.1	XP_319556.5
OG0004120	XP_015171783.1	XP_321666.3
OG0004121	XP_015173141.1, XP_015173142.1	XP_321405.4
OG0004123	XP_015188295.1	XP_319749.3
OG0004124	XP_015174349.1	XP_316056.4, XP_556692.3
OG0004125	XP_015186721.1	XP_310876.4
OG0004126	XP_015173412.1	XP_319248.3, XP_001238114.1, XP_553994.2
OG0004127	XP_015183415.1	XP_003436623.1
OG0004128	XP_015190426.1	XP_319393.4
OG0004129	XP_015180238.1	XP_314716.4
OG0004130	XP_015173906.1, XP_015173907.1	XP_312574.4
OG0004131	XP_015182422.1	XP_309504.4
OG0004132	XP_015175633.1	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1
OG0004133	XP_015191395.1	XP_003436965.1
OG0004137	XP_015191737.1, XP_015191736.1	XP_312668.4
OG0004138	XP_015187075.1	XP_307877.2
OG0004139	XP_015186306.1	XP_315254.3
OG0004140	XP_015190927.1	XP_001689102.1
OG0004141	XP_015172017.1, XP_015172004.1	XP_316517.4
OG0004142	XP_015183316.1	XP_024667089.1, XP_001231059.2
OG0004143	XP_015176247.1	XP_001237118.2
OG0004144	XP_015176391.1, XP_015176390.1	XP_319864.4
OG0004145	XP_015175270.1	XP_309941.4
OG0004146	XP_015178715.1	XP_315438.3
OG0004147	XP_015184734.1, XP_015184744.1	XP_308817.4
OG0004148	XP_015191454.1	XP_001687765.2
OG0004149	XP_015190364.1	XP_001689259.1
OG0004150	XP_015177212.1	XP_318430.3
OG0004151	XP_015178739.1	XP_316047.4
OG0004152	XP_015177517.1	XP_555730.2
OG0004153	XP_015182610.1	XP_312247.5
OG0004154	XP_015177125.1	XP_563530.3
OG0004155	XP_015185292.1, XP_015185293.1	XP_003436256.1, XP_312076.2
OG0004158	XP_015191195.1	XP_316619.4
OG0004159	XP_015186772.1	XP_316144.4
OG0004160	XP_015173210.1	XP_316661.5
OG0004162	XP_015172799.1	XP_310156.4
OG0004163	XP_015185340.1, XP_015185339.1	XP_553259.2
OG0004164	XP_015188949.1	XP_003435882.1
OG0004166	XP_015186046.1	XP_316078.4
OG0004167	XP_015176929.1	XP_310420.5, XP_003436638.1, XP_003436637.1
OG0004168	XP_015172852.1	XP_315532.3
OG0004169	XP_015173250.1	XP_003436961.1, XP_310840.5
OG0004170	XP_015185212.1	XP_309924.4
OG0004171	XP_015176601.1	XP_310964.5
OG0004172	XP_015181004.1	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1
OG0004174	XP_015174798.1	XP_308670.4
OG0004175	XP_015171529.1	XP_315524.4, XP_001688674.1
OG0004177	XP_015181007.1	XP_319569.4
OG0004178	XP_015178742.1	XP_001688110.1, XP_001688111.1, XP_308855.4
OG0004180	XP_015179437.1	XP_311082.5
OG0004181	XP_015179853.1	XP_317116.4, XP_318879.3
OG0004182	XP_015174087.1	XP_001230685.2
OG0004183	XP_015188317.1	XP_001689011.1
OG0004184	XP_015174685.1	XP_320342.4
OG0004186	XP_015178532.1, XP_015178531.1	XP_317615.4
OG0004187	XP_015180907.1	XP_311316.3
OG0004188	XP_015181907.1	XP_319883.4
OG0004189	XP_015174946.1	XP_317522.4
OG0004190	XP_015177220.1	XP_321498.4
OG0004191	XP_015183716.1	XP_308181.4
OG0004192	XP_015176251.1	XP_313788.4
OG0004193	XP_015179438.1	XP_308604.4, XP_001688029.1
OG0004194	XP_015189097.1	XP_307775.3
OG0004195	XP_015179685.1	XP_315995.1
OG0004196	XP_015186774.1	XP_556213.2, XP_555772.2
OG0004197	XP_015189390.1	XP_315391.4, XP_001688652.1, XP_001688653.1
OG0004198	XP_015189182.1	XP_001238086.1, XP_319104.4
OG0004201	XP_015189575.1	XP_310532.5
OG0004202	XP_015185997.1	XP_320050.4
OG0004203	XP_015186546.1	XP_308842.4
OG0004204	XP_015182784.1	XP_001237405.2, XP_311914.3, XP_001237474.3
OG0004206	XP_015185182.1	XP_308698.4
OG0004207	XP_015176403.1	XP_312766.5
OG0004209	XP_015173281.1	XP_003436488.1, XP_311764.4
OG0004210	XP_015176832.1, XP_015176833.1	XP_316202.4
OG0004211	XP_015187178.1, XP_015187177.1, XP_015175712.1	XP_003436790.1
OG0004212	XP_015184253.1	XP_001689214.1
OG0004213	XP_015179817.1	XP_312547.4
OG0004214	XP_015177415.1	XP_003436169.1, XP_563560.4, XP_312069.3
OG0004215	XP_015188562.1	XP_319187.4
OG0004216	XP_015179144.1	XP_307795.3
OG0004217	XP_015182917.1	XP_001689380.1
OG0004218	XP_015188615.1	XP_001687842.2
OG0004219	XP_015173044.1	XP_314287.3
OG0004220	XP_015191390.1, XP_015191391.1	XP_318886.3
OG0004223	XP_015178157.1	XP_318483.1, XP_003436691.1
OG0004224	XP_015191264.1	XP_309683.5, XP_003436491.1
OG0004225	XP_015184795.1	XP_001687807.1, XP_001688425.2
OG0004227	XP_015186487.1	XP_308443.4
OG0004228	XP_015185509.1	XP_003437021.1
OG0004229	XP_015188447.1	XP_315442.4
OG0004230	XP_015183072.1	XP_315606.4
OG0004231	XP_015187341.1, XP_015179089.1	XP_310950.5
OG0004232	XP_015175867.1	XP_316514.4
OG0004233	XP_015190506.1	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1
OG0004234	XP_015171658.1	XP_001688546.1
OG0004235	XP_015177714.1, XP_015177717.1	XP_566098.3
OG0004236	XP_015178698.1	XP_315047.4
OG0004237	XP_015174804.1	XP_318914.4
OG0004238	XP_015191487.1	XP_552873.2, XP_319730.4
OG0004240	XP_015177896.1	XP_317196.4
OG0004242	XP_015176234.1, XP_015176232.1	XP_310918.5
OG0004243	XP_015187907.1	XP_552043.1
OG0004245	XP_015174920.1	XP_310404.4
OG0004246	XP_015182554.1	XP_309135.1
OG0004247	XP_015181293.1	XP_312497.5
OG0004248	XP_015187024.1	XP_311402.2
OG0004249	XP_015176571.1, XP_015176570.1, XP_015176573.1	XP_313558.5
OG0004250	XP_015187844.1, XP_015187845.1	XP_003436772.1
OG0004251	XP_015182207.1	XP_311062.5
OG0004252	XP_015172047.1, XP_015172048.1	XP_311836.5
OG0004253	XP_015190556.1	XP_317481.4
OG0004275	XP_015178640.1	XP_321541.4, XP_003435881.1
OG0004276	XP_015188500.1	XP_320252.4
OG0004277	XP_015189111.1	XP_316033.4
OG0004278	XP_015180166.1, XP_015180165.1	XP_313760.4
OG0004279	XP_015174956.1	XP_321619.3
OG0004280	XP_015172726.1	XP_321163.4
OG0004281	XP_015186404.1	XP_315590.3
OG0004282	XP_015180529.1	XP_552798.3
OG0004283	XP_015190724.1	XP_321155.3
OG0004284	XP_015184075.1	XP_313275.3
OG0004285	XP_015189334.1, XP_015189335.1, XP_015189336.1	XP_308285.3
OG0004286	XP_015177162.1	XP_320669.4
OG0004287	XP_015178914.1	XP_310452.5
OG0004288	XP_015176821.1	XP_321802.3
OG0004289	XP_015182833.1	XP_312991.3
OG0004290	XP_015172148.1	XP_308524.4
OG0004291	XP_015190916.1, XP_015190917.1	XP_310934.4
OG0004292	XP_015186257.1	XP_309527.3
OG0004293	XP_015177884.1	XP_309304.3
OG0004294	XP_015181814.1	XP_001689266.1, XP_001689265.1, XP_552180.1
OG0004297	XP_015172606.1	XP_319630.2
OG0004298	XP_015180601.1, XP_015180602.1	XP_563593.1
OG0004299	XP_015177839.1	XP_003437123.1, XP_316835.4
OG0004300	XP_015182548.1	XP_309200.2
OG0004301	XP_015176359.1	XP_307798.4
OG0004302	XP_015182963.1	XP_315417.4
OG0004303	XP_015176498.1	XP_319722.3
OG0004304	XP_015172976.1	XP_317299.3
OG0004305	XP_015189622.1	XP_317138.4
OG0004306	XP_015177363.1, XP_015177362.1	XP_311387.3
OG0004307	XP_015178868.1	XP_320804.4
OG0004308	XP_015174953.1	XP_001689366.2
OG0004309	XP_015187330.1	XP_314243.4
OG0004310	XP_015180868.1	XP_314752.3
OG0004311	XP_015181930.1	XP_317337.3
OG0004312	XP_015189490.1	XP_308769.2
OG0004313	XP_015172593.1	XP_311332.4
OG0004314	XP_015173967.1	XP_310190.3
OG0004315	XP_015174661.1	XP_316499.2
OG0004316	XP_015171146.1	XP_312474.4
OG0004317	XP_015186800.1, XP_015185843.1	XP_317881.2
OG0004318	XP_015190326.1	XP_558148.1, XP_314575.2
OG0004320	XP_015188330.1	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1
OG0004321	XP_015180147.1	XP_320235.4
OG0004322	XP_015183664.1	XP_315390.3
