Orthogroup	Habropoda_laboriosa	Megachile_rotundata
OG0004372	XP_017787551.1	XP_012145816.1
OG0004373	XP_017787884.1	XP_003705497.1
OG0004374	XP_017799010.1	XP_003705495.1
OG0004375	XP_017792907.1	XP_012153283.1
OG0004376	XP_017792941.1	XP_012153303.1
OG0004378	XP_017794456.1	XP_012150428.1
OG0004379	XP_017797603.1	XP_012146606.1
OG0004380	XP_017797415.1	XP_012149812.1
OG0004381	XP_017795866.1	XP_012149475.1
OG0004382	XP_017794968.1	XP_003705374.1
OG0004383	XP_017794914.1	XP_003705378.1
OG0004384	XP_017792786.1	XP_003700528.1
OG0004385	XP_017790408.1	XP_012137697.1
OG0004386	XP_017790930.1	XP_003704875.1, XP_012144132.1
OG0004387	XP_017790919.1	XP_003704862.2, XP_012144318.1
OG0004388	XP_017790942.1	XP_003704861.1
OG0004389	XP_017790959.1	XP_012144214.1
OG0004390	XP_017790973.1	XP_012144210.1
OG0004391	XP_017797375.1	XP_003704886.1, XP_012144198.1
OG0004392	XP_017797352.1	XP_003699581.1
OG0004393	XP_017794370.1	XP_012150645.1
OG0004394	XP_017794357.1	XP_003707587.1
OG0004396	XP_017787361.1	XP_012150130.1
OG0004397	XP_017799448.1	XP_012152450.1
OG0004398	XP_017799450.1	XP_012152461.1
OG0004399	XP_017798190.1	XP_012138946.1, XP_003702579.1
OG0004400	XP_017789697.1	XP_012146091.1
OG0004401	XP_017790949.1	XP_012136174.1
OG0004402	XP_017794683.1	XP_012149575.1
OG0004403	XP_017796053.1	XP_012150153.1
OG0004404	XP_017790733.1	XP_003700346.1
OG0004405	XP_017790815.1	XP_012150155.1
OG0004406	XP_017791939.1	XP_012137341.1
OG0004408	XP_017789789.1	XP_003701864.1
OG0004409	XP_017791497.1	XP_003704955.1
OG0004410	XP_017791418.1	XP_012134937.1
OG0004411	XP_017789957.1	XP_012148487.1
OG0004412	XP_017789649.1	XP_012143153.1
OG0004413	XP_017789695.1	XP_003708126.1
OG0004414	XP_017797836.1	XP_012148201.1, XP_012148200.1
OG0004415	XP_017793207.1	XP_003705787.1, XP_012146502.1
OG0004416	XP_017793255.1	XP_003705774.1
OG0004417	XP_017792463.1	XP_012149450.1
OG0004418	XP_017792587.1	XP_012148888.1
OG0004419	XP_017792542.1	XP_003707053.1
OG0004420	XP_017792284.1	XP_003706959.2, XP_012148822.1
OG0004421	XP_017793942.1	XP_003706955.1
OG0004422	XP_017795460.1	XP_012149147.1
OG0004423	XP_017798656.1	XP_012152674.1
OG0004424	XP_017798710.1	XP_003708359.2
OG0004425	XP_017787625.1	XP_012149715.1
OG0004426	XP_017792603.1	XP_012143771.1
OG0004427	XP_017798091.1	XP_003706459.1
OG0004428	XP_017798103.1	XP_003706461.1
OG0004429	XP_017798243.1	XP_003706493.1
OG0004431	XP_017793282.1	XP_012147475.1
OG0004432	XP_017793290.1	XP_012138742.1
OG0004433	XP_017791801.1	XP_012153347.1
OG0004434	XP_017791798.1	XP_012153365.1
OG0004435	XP_017791789.1	XP_012143969.1, XP_012143967.1
OG0004436	XP_017791846.1	XP_003704771.1
OG0004437	XP_017791858.1	XP_003704769.1
OG0004438	XP_017791855.1	XP_003704764.1, XP_012143934.1
OG0004439	XP_017796659.1	XP_003705957.1
OG0004440	XP_017796568.1	XP_003705971.1
OG0004441	XP_017796718.1, XP_017796717.1	XP_003705919.1
OG0004442	XP_017789553.1	XP_003706715.2
OG0004443	XP_017789657.1	XP_003706727.1
OG0004444	XP_017793989.1	XP_012138748.1
OG0004445	XP_017791209.1	XP_003705135.1, XP_012144880.1
OG0004446	XP_017791242.1	XP_012144874.1
OG0004448	XP_017789441.1	XP_012145802.1
OG0004449	XP_017789443.1	XP_003699884.1
OG0004450	XP_017788083.1	XP_012142349.1, XP_012142348.1
OG0004451	XP_017795209.1	XP_012146641.1
OG0004452	XP_017796055.1	XP_003705420.1
OG0004453	XP_017796064.1	XP_012145178.1
OG0004454	XP_017797304.1	XP_003699562.1
OG0004455	XP_017790302.1	XP_012138681.1, XP_003699377.1
OG0004456	XP_017794077.1	XP_012150505.1
OG0004457	XP_017794034.1	XP_012150481.1, XP_003707510.1
OG0004458	XP_017794092.1	XP_003701141.1
OG0004459	XP_017794046.1	XP_012135595.1, XP_003701159.1
OG0004460	XP_017793966.1	XP_012135635.1
OG0004461	XP_017794080.1	XP_003701174.1
OG0004462	XP_017794084.1	XP_012135946.1
OG0004463	XP_017794425.1	XP_003706762.1
OG0004464	XP_017791940.1	XP_012137322.1, XP_003701893.1
OG0004465	XP_017793708.1	XP_003705213.1
OG0004466	XP_017798754.1	XP_012139744.1
OG0004467	XP_017798492.1	XP_012139728.1
OG0004468	XP_017798631.1	XP_003702820.1
OG0004469	XP_017798638.1	XP_003702807.1
OG0004470	XP_017797681.1	XP_003708317.1
OG0004471	XP_017797812.1	XP_012152591.1
OG0004472	XP_017797790.1	XP_012152011.1
OG0004473	XP_017797732.1	XP_012152025.1
OG0004474	XP_017798281.1	XP_003705695.2
OG0004475	XP_017796204.1	XP_003703235.1
OG0004476	XP_017795775.1	XP_003704271.1
OG0004477	XP_017795769.1	XP_003704411.1
OG0004478	XP_017788504.1	XP_003704433.1, XP_012143235.1
OG0004479	XP_017788494.1	XP_012143240.1
OG0004480	XP_017787792.1	XP_012143663.1
OG0004481	XP_017792434.1	XP_003704971.2
OG0004482	XP_017787610.1	XP_003700695.2
OG0004483	XP_017787609.1	XP_012134575.1
OG0004484	XP_017787545.1	XP_003704939.2
OG0004485	XP_017787575.1	XP_012152439.1, XP_003708245.1
OG0004486	XP_017787574.1	XP_003708244.1
OG0004487	XP_017787582.1	XP_012134944.1
OG0004488	XP_017787571.1	XP_012134801.1
OG0004489	XP_017787696.1	XP_012153880.1, XP_012153881.1
OG0004490	XP_017789021.1	XP_003703384.2
OG0004491	XP_017797653.1	XP_012146645.1
OG0004492	XP_017795621.1	XP_012138167.1
OG0004493	XP_017791654.1	XP_012138537.1
OG0004494	XP_017791496.1	XP_003706853.1
OG0004495	XP_017790801.1	XP_012139204.1
OG0004496	XP_017790757.1	XP_012145243.1
OG0004497	XP_017798540.1	XP_012139871.1
OG0004498	XP_017798531.1	XP_012139507.1
OG0004499	XP_017794472.1	XP_003700960.1
OG0004500	XP_017794451.1	XP_012148705.1
OG0004501	XP_017795955.1	XP_012135217.1
OG0004502	XP_017797767.1	XP_012139819.1
OG0004503	XP_017797781.1	XP_012139825.1
OG0004504	XP_017789654.1	XP_012136606.1
OG0004505	XP_017789817.1	XP_003706932.1
OG0004506	XP_017795416.1	XP_012149363.1
OG0004507	XP_017790541.1	XP_012149354.1
OG0004508	XP_017792108.1	XP_012135434.1, XP_003701087.1
OG0004509	XP_017789826.1	XP_012135390.1
OG0004510	XP_017797690.1	XP_012139804.1
OG0004511	XP_017795580.1	XP_003707785.1
OG0004512	XP_017792839.1, XP_017792841.1	XP_012151204.1
OG0004513	XP_017792846.1	XP_003707815.1
OG0004514	XP_017789267.1	XP_012148373.1
OG0004515	XP_017793355.1	XP_012146471.1
OG0004516	XP_017793468.1	XP_012147646.1
OG0004517	XP_017793325.1	XP_012147991.1, XP_003699973.2
OG0004518	XP_017793436.1	XP_003699313.1
OG0004519	XP_017793059.1	XP_012154430.1, XP_012154434.1
OG0004520	XP_017793418.1, XP_017793417.1	XP_003699989.1
OG0004521	XP_017791429.1	XP_012134641.1
OG0004522	XP_017798191.1	XP_003706194.1
OG0004523	XP_017798066.1	XP_003706223.1
OG0004524	XP_017798215.1	XP_003706208.1
OG0004525	XP_017794510.1	XP_012150591.1
OG0004526	XP_017794514.1	XP_012151020.1
OG0004527	XP_017795741.1	XP_012151456.1
OG0004528	XP_017795734.1	XP_012151650.1
OG0004529	XP_017795742.1	XP_003700049.2
OG0004530	XP_017788649.1	XP_012139082.1
OG0004532	XP_017790656.1	XP_012150347.1
OG0004533	XP_017790759.1	XP_003707442.2
OG0004534	XP_017790707.1	XP_012150348.1
OG0004535	XP_017790805.1	XP_012150272.1
OG0004536	XP_017790650.1	XP_012139143.1
OG0004537	XP_017790780.1	XP_012150306.1, XP_003707460.2
OG0004538	XP_017791311.1	XP_003704420.2
OG0004539	XP_017791304.1	XP_003704283.1
OG0004540	XP_017787700.1	XP_012153897.1
OG0004542	XP_017790501.1	XP_003702346.1
OG0004543	XP_017794473.1	XP_012135161.1
OG0004544	XP_017789209.1	XP_012140829.1
OG0004545	XP_017794935.1	XP_003707699.1
OG0004546	XP_017792840.1	XP_012139329.1
OG0004547	XP_017791036.1	XP_012138165.1, XP_003702013.1
OG0004548	XP_017789001.1	XP_012141592.1
OG0004549	XP_017796153.1	XP_003704082.1
OG0004550	XP_017789319.1	XP_012152305.1
OG0004551	XP_017794226.1	XP_003706615.1
OG0004552	XP_017794151.1	XP_012140187.1
OG0004553	XP_017794177.1	XP_012140203.1, XP_012140202.1
OG0004554	XP_017792225.1	XP_003702159.2
OG0004555	XP_017796540.1	XP_003701535.1
OG0004556	XP_017796429.1	XP_003701619.1
OG0004557	XP_017796524.1	XP_003701493.1
OG0004558	XP_017788444.1	XP_012136562.1
OG0004559	XP_017788380.1	XP_012135109.1, XP_003700937.1, XP_012135110.1
OG0004560	XP_017788414.1, XP_017788415.1, XP_017788413.1, XP_017788412.1	XP_012135100.1
OG0004561	XP_017787701.1	XP_003702316.1
OG0004562	XP_017790417.1	XP_003700947.2
OG0004563	XP_017791611.1	XP_012138574.1
OG0004564	XP_017795395.1	XP_003699721.1
OG0004565	XP_017796358.1	XP_003701715.1
OG0004566	XP_017791464.1	XP_003705633.1
OG0004567	XP_017792405.1	XP_012140170.1
OG0004568	XP_017792351.1	XP_012148300.1, XP_003706595.1
OG0004569	XP_017792321.1	XP_003702057.1
OG0004570	XP_017791927.1	XP_012143532.1
OG0004571	XP_017791929.1	XP_012153293.1, XP_003700195.1
OG0004572	XP_017794837.1	XP_012142423.1
OG0004573	XP_017792380.1	XP_012140097.1
OG0004574	XP_017792349.1	XP_012140100.1
OG0004575	XP_017792229.1	XP_003706592.2
OG0004576	XP_017790051.1	XP_012137665.1
OG0004577	XP_017789937.1	XP_012137635.1
OG0004579	XP_017795219.1	XP_012147691.1
OG0004580	XP_017795218.1	XP_003706317.1
OG0004581	XP_017795232.1	XP_003704898.1
OG0004582	XP_017796741.1	XP_012147250.1, XP_012147249.1
OG0004583	XP_017794829.1	XP_003705369.1
OG0004584	XP_017794953.1	XP_003705367.1
OG0004585	XP_017794964.1	XP_003705362.1
OG0004586	XP_017788226.1	XP_003706597.1
OG0004587	XP_017788227.1	XP_003707667.1
OG0004588	XP_017788218.1	XP_003707668.1, XP_012150874.1
OG0004590	XP_017794826.1	XP_003704094.1
OG0004591	XP_017794928.1	XP_012142443.1
OG0004592	XP_017793029.1	XP_012151301.1, XP_003707784.1
OG0004593	XP_017793004.1	XP_003707783.1
OG0004594	XP_017793139.1	XP_012151307.1
OG0004595	XP_017793022.1	XP_012151240.1
OG0004596	XP_017793009.1	XP_012153886.1
OG0004597	XP_017792972.1	XP_003699325.1
OG0004598	XP_017789090.1, XP_017789089.1	XP_012140524.1
OG0004599	XP_017799408.1	XP_012151459.1, XP_012151453.1
OG0004600	XP_017799155.1	XP_012141707.1, XP_012141708.1
OG0004601	XP_017794553.1, XP_017794552.1	XP_003706411.1
OG0004602	XP_017794539.1	XP_012147916.1
OG0004603	XP_017790026.1	XP_003700646.1
OG0004604	XP_017788690.1, XP_017788689.1	XP_003700784.1
OG0004605	XP_017797502.1	XP_012146741.1
OG0004606	XP_017797500.1	XP_003701754.2
OG0004607	XP_017794563.1	XP_003706442.1
OG0004608	XP_017799138.1	XP_012144659.1
OG0004609	XP_017799018.1	XP_003705042.1
OG0004610	XP_017799136.1	XP_012151820.1
OG0004611	XP_017799219.1	XP_012151673.1
OG0004612	XP_017799205.1	XP_003707902.1
OG0004613	XP_017788306.1	XP_012147883.1, XP_012147879.1
OG0004614	XP_017788355.1	XP_012141878.1
OG0004615	XP_017788307.1	XP_003706685.1
OG0004616	XP_017794587.1	XP_003706370.1
OG0004617	XP_017794932.1	XP_012141809.1
OG0004618	XP_017788314.1	XP_003703836.1
OG0004619	XP_017797933.1	XP_012147148.1
OG0004620	XP_017792495.1	XP_003706387.1
OG0004621	XP_017792490.1	XP_012146243.1
OG0004622	XP_017792775.1	XP_012139250.1
OG0004623	XP_017793216.1	XP_012151872.1
OG0004624	XP_017793195.1	XP_012152395.1
OG0004625	XP_017794515.1	XP_012148613.1
OG0004626	XP_017790456.1	XP_003706906.1
OG0004627	XP_017789523.1	XP_012152240.1
OG0004628	XP_017795074.1, XP_017795073.1	XP_003701042.1
OG0004629	XP_017792712.1	XP_012145945.1
OG0004630	XP_017789353.1	XP_012152172.1, XP_012152171.1
OG0004631	XP_017795217.1	XP_012154047.1
OG0004632	XP_017788536.1	XP_012143312.1
OG0004633	XP_017788547.1	XP_012143310.1
OG0004634	XP_017791950.1	XP_012153858.1
OG0004635	XP_017795354.1	XP_012154008.1, XP_012154004.1
OG0004636	XP_017795164.1	XP_012154015.1
OG0004637	XP_017794890.1	XP_003708053.1
OG0004638	XP_017793884.1	XP_003706847.1
OG0004639	XP_017795138.1	XP_012135447.1
OG0004640	XP_017787830.1	XP_003702025.1
OG0004641	XP_017796862.1	XP_003701830.1
OG0004642	XP_017787831.1	XP_012137879.1
OG0004643	XP_017787796.1	XP_012137871.1
OG0004644	XP_017789591.1	XP_012142473.1
OG0004645	XP_017795461.1	XP_003706877.1
OG0004646	XP_017796121.1	XP_012135483.1
OG0004647	XP_017792688.1	XP_012143194.1
OG0004648	XP_017792704.1	XP_012143193.1
OG0004649	XP_017797433.1	XP_003701835.2
OG0004650	XP_017789470.1	XP_012152234.1
OG0004651	XP_017799035.1	XP_003707857.1
OG0004652	XP_017789678.1	XP_003700294.1
OG0004653	XP_017794956.1	XP_003705233.1
OG0004654	XP_017794967.1	XP_003705180.1
OG0004655	XP_017793631.1	XP_012145168.1
OG0004656	XP_017795747.1	XP_003700045.1
OG0004657	XP_017788418.1	XP_012136509.1
OG0004658	XP_017790557.1	XP_012138306.1, XP_012138304.1
OG0004659	XP_017795951.1	XP_012138431.1
OG0004660	XP_017788400.1	XP_003702304.1
OG0004661	XP_017795515.1	XP_012136844.1
OG0004662	XP_017787922.1	XP_003706312.2
OG0004663	XP_017792568.1	XP_003700971.1
OG0004664	XP_017795306.1	XP_003706751.1
OG0004665	XP_017789314.1	XP_012152269.1
OG0004666	XP_017796148.1	XP_003704026.1, XP_012142197.1
OG0004667	XP_017791736.1	XP_012142169.1
OG0004668	XP_017796138.1	XP_012142371.1
OG0004669	XP_017788067.1	XP_003704040.1
OG0004670	XP_017797948.1	XP_003704474.2
OG0004671	XP_017788364.1	XP_003705800.1
OG0004672	XP_017789345.1	XP_012145819.1
OG0004673	XP_017793744.1	XP_012137414.1
OG0004674	XP_017793746.1	XP_003699425.2
OG0004675	XP_017799260.1	XP_003703848.1
OG0004676	XP_017796408.1	XP_003706635.1
OG0004677	XP_017798082.1	XP_012152787.1, XP_003708405.1
OG0004679	XP_017796359.1	XP_012137816.1
OG0004680	XP_017788296.1	XP_012141900.1
OG0004681	XP_017796104.1	XP_012142084.1
OG0004682	XP_017796409.1	XP_003699217.2
OG0004683	XP_017798213.1	XP_012147431.1
OG0004685	XP_017793706.1	XP_012150097.1, XP_012150098.1
OG0004686	XP_017794839.1	XP_003705396.2
OG0004687	XP_017790784.1	XP_012145101.1
OG0004688	XP_017790645.1	XP_012139129.1
OG0004690	XP_017790731.1	XP_012139169.1, XP_012139167.1
OG0004691	XP_017790709.1	XP_012150183.1
OG0004692	XP_017795005.1	XP_012151411.1
OG0004693	XP_017796796.1	XP_012153626.1
OG0004694	XP_017795787.1	XP_012140480.1
OG0004695	XP_017797497.1	XP_003705864.1, XP_012146723.1
OG0004696	XP_017797557.1	XP_003705842.1
OG0004697	XP_017789144.1	XP_012146701.1
OG0004698	XP_017789919.1	XP_012138985.1
OG0004699	XP_017796919.1	XP_003702590.1
OG0004700	XP_017789177.1	XP_003703329.2
OG0004701	XP_017789026.1	XP_012140687.1, XP_012140685.1
OG0004702	XP_017797556.1	XP_003705843.1
OG0004703	XP_017791662.1	XP_003702404.1
OG0004704	XP_017790606.1, XP_017790605.1	XP_012150364.1
OG0004705	XP_017787801.1	XP_003702031.1
OG0004706	XP_017791664.1	XP_012138538.1
OG0004707	XP_017790027.1	XP_003703687.1
OG0004708	XP_017793210.1	XP_003702363.1
OG0004709	XP_017793788.1	XP_003703493.1
OG0004710	XP_017788531.1	XP_012143487.1
OG0004711	XP_017794024.1	XP_012135636.1
OG0004712	XP_017799468.1	XP_003702541.1
OG0004713	XP_017794114.1	XP_012141204.1
OG0004714	XP_017799462.1	XP_012138888.1
OG0004715	XP_017798865.1	XP_012140946.1, XP_003703576.1
OG0004716	XP_017787429.1	XP_012135908.1, XP_012135910.1
OG0004717	XP_017798858.1	XP_003703565.2
OG0004718	XP_017793166.1	XP_012135347.1
OG0004719	XP_017794091.1	XP_003702561.1
OG0004720	XP_017793968.1	XP_012135600.1, XP_012135601.1
OG0004721	XP_017795291.1	XP_012150441.1
OG0004722	XP_017789807.1	XP_012144204.1, XP_012144206.1
OG0004723	XP_017791765.1	XP_003700014.2
OG0004724	XP_017799425.1	XP_003700075.1
OG0004725	XP_017791991.1	XP_012140285.1
OG0004726	XP_017793188.1	XP_012146504.1
OG0004727	XP_017791090.1	XP_012150866.1
OG0004728	XP_017799355.1	XP_012141747.1, XP_012141759.1
OG0004729	XP_017787370.1	XP_012152424.1
OG0004730	XP_017795743.1	XP_012150598.1, XP_012150599.1, XP_003707572.1
OG0004731	XP_017789746.1	XP_012148900.1
OG0004732	XP_017790825.1	XP_012149367.1
OG0004733	XP_017789447.1	XP_012149232.1, XP_012149233.1
OG0004734	XP_017789531.1	XP_012149327.1
OG0004735	XP_017793870.1	XP_012143821.1
OG0004736	XP_017788304.1	XP_012141858.1
OG0004737	XP_017790257.1	XP_012149304.1
OG0004738	XP_017791804.1	XP_003706839.2
OG0004740	XP_017789940.1	XP_003702001.1
OG0004741	XP_017791561.1	XP_012149190.1
OG0004742	XP_017795432.1	XP_003699729.2
OG0004743	XP_017792976.1	XP_012153706.1
OG0004744	XP_017795589.1	XP_012151116.1
OG0004745	XP_017792827.1, XP_017792826.1	XP_012149123.1
OG0004746	XP_017793446.1	XP_012135112.1
OG0004747	XP_017793428.1	XP_003699284.2
OG0004749	XP_017792833.1	XP_012151174.1
OG0004751	XP_017797554.1	XP_012135289.1
OG0004752	XP_017789220.1	XP_012150971.1
OG0004753	XP_017787585.1	XP_003700675.1
OG0004754	XP_017792427.1	XP_012144375.1, XP_003704968.1
OG0004755	XP_017787577.1	XP_012153614.1
OG0004756	XP_017787530.1	XP_012134783.1
OG0004757	XP_017796285.1	XP_012148509.1
OG0004758	XP_017794812.1	XP_012151378.1
OG0004759	XP_017789709.1	XP_003701379.1
OG0004760	XP_017792337.1	XP_003702035.1
OG0004761	XP_017788980.1	XP_003704339.1
OG0004762	XP_017788814.1	XP_012142724.1, XP_012142727.1
OG0004763	XP_017788728.1	XP_012142748.1
OG0004764	XP_017788885.1	XP_012142849.1, XP_003704210.1
OG0004766	XP_017788871.1	XP_012142658.1
OG0004767	XP_017797541.1	XP_012147818.1
OG0004768	XP_017794600.1	XP_003705481.1
OG0004769	XP_017798571.1	XP_003702930.1
OG0004770	XP_017798530.1	XP_012139510.1
OG0004771	XP_017798600.1	XP_012139874.1
OG0004772	XP_017798649.1	XP_012139438.1
OG0004773	XP_017787973.1	XP_012145292.1, XP_012145300.1
OG0004774	XP_017798507.1	XP_012152687.1
OG0004775	XP_017798526.1	XP_012139880.1
OG0004776	XP_017795481.1	XP_012141794.1
OG0004777	XP_017791856.1	XP_012153325.1, XP_003708599.1
OG0004778	XP_017796710.1	XP_003701399.1
OG0004779	XP_017796589.1	XP_012153502.1
OG0004780	XP_017796566.1	XP_012146941.1
OG0004781	XP_017791806.1	XP_012143955.1, XP_012143956.1
OG0004782	XP_017791810.1	XP_012143952.1
OG0004783	XP_017794797.1	XP_012136308.1
OG0004784	XP_017799601.1	XP_012136297.1
OG0004785	XP_017789556.1	XP_003706711.1
OG0004786	XP_017798413.1	XP_012154155.1
OG0004787	XP_017794977.1, XP_017794847.1	XP_003700426.1
OG0004788	XP_017791537.1	XP_003700733.2
OG0004789	XP_017792608.1	XP_012143785.1
OG0004790	XP_017792385.1	XP_012148282.1
OG0004791	XP_017787799.1	XP_003702019.1
OG0004792	XP_017787832.1	XP_012137865.1
OG0004793	XP_017799079.1	XP_012151707.1
OG0004794	XP_017798817.1	XP_003699827.2
OG0004795	XP_017794243.1	XP_003708476.1
OG0004796	XP_017792017.1	XP_012153096.1
OG0004797	XP_017794187.1	XP_003708064.1
OG0004798	XP_017793206.1	XP_003705768.1
OG0004799	XP_017788241.1	XP_012148326.1
OG0004800	XP_017788217.1	XP_003705639.2
OG0004801	XP_017799265.1	XP_003703810.2
OG0004802	XP_017797895.1	XP_003700241.1
OG0004803	XP_017789318.1	XP_012152302.1
OG0004804	XP_017796398.1	XP_012136698.1
OG0004805	XP_017788259.1	XP_012136733.1
OG0004806	XP_017795960.1	XP_012135232.1
OG0004807	XP_017789637.1	XP_012138396.1
OG0004808	XP_017788396.1, XP_017788395.1	XP_012135120.1
OG0004810	XP_017796471.1	XP_003701494.1
OG0004811	XP_017792732.1	XP_003701824.1
OG0004812	XP_017787879.1	XP_012147631.1
OG0004813	XP_017788456.1	XP_012136553.1
OG0004814	XP_017796473.1	XP_003701463.1
OG0004815	XP_017794480.1	XP_012135162.1
OG0004816	XP_017787761.1	XP_003701607.1
OG0004817	XP_017787756.1	XP_012136771.1
OG0004818	XP_017792629.1	XP_003702368.1
OG0004819	XP_017796422.1	XP_012136787.1
OG0004820	XP_017790608.1	XP_012138288.1
OG0004821	XP_017790543.1	XP_012138317.1
OG0004822	XP_017795509.1	XP_012145337.1, XP_012145333.1
OG0004824	XP_017788713.1	XP_012147304.1
OG0004825	XP_017795310.1	XP_012145027.1
OG0004826	XP_017795045.1	XP_012141811.1, XP_012141812.1
OG0004827	XP_017791727.1	XP_003704016.1
OG0004828	XP_017789572.1	XP_012149295.1
OG0004829	XP_017788150.1	XP_012147189.1
OG0004830	XP_017789323.1	XP_012152342.1
OG0004831	XP_017796174.1	XP_012142353.1
OG0004832	XP_017788283.1	XP_012146577.1
OG0004833	XP_017797949.1	XP_012143407.1
OG0004834	XP_017789438.1	XP_012152166.1
OG0004835	XP_017789383.1	XP_012152255.1
OG0004836	XP_017789305.1	XP_012152188.1
OG0004837	XP_017796850.1	XP_012136888.1
OG0004838	XP_017795311.1	XP_012145022.1
OG0004839	XP_017789252.1	XP_012136922.1
OG0004840	XP_017796356.1	XP_012146553.1
OG0004841	XP_017789485.1	XP_012146208.1
OG0004842	XP_017793177.1	XP_012143749.1
OG0004843	XP_017788056.1	XP_012147225.1
OG0004844	XP_017791987.1	XP_012134978.1
OG0004845	XP_017797262.1	XP_012142075.1
OG0004846	XP_017797263.1	XP_003699434.1
OG0004847	XP_017796759.1	XP_012141978.1
OG0004848	XP_017796882.1	XP_012143166.1
OG0004849	XP_017797224.1	XP_012139916.1, XP_012139917.1
OG0004850	XP_017796088.1	XP_012152860.1
OG0004851	XP_017797230.1	XP_003703962.2, XP_012142134.1
OG0004852	XP_017798270.1	XP_012152943.1, XP_003708397.1
OG0004853	XP_017798075.1	XP_012152753.1
OG0004854	XP_017795489.1	XP_012143349.1
OG0004855	XP_017798176.1	XP_003706209.1
OG0004856	XP_017798171.1	XP_012136882.1
OG0004857	XP_017793749.1	XP_012137356.1
OG0004858	XP_017798055.1	XP_012135002.1
OG0004859	XP_017797107.1	XP_003703919.1
OG0004860	XP_017790995.1	XP_012151362.1, XP_012139793.1
OG0004861	XP_017795279.1	XP_012147620.1
OG0004862	XP_017799347.1	XP_012147839.1
OG0004863	XP_017788650.1	XP_012150068.1
OG0004864	XP_017790697.1	XP_012139117.1
OG0004865	XP_017792130.1	XP_012150007.1
OG0004866	XP_017794980.1	XP_012142418.1
OG0004867	XP_017795057.1	XP_003700369.1
OG0004868	XP_017796012.1	XP_003705200.1
OG0004869	XP_017796044.1	XP_003705199.1
OG0004870	XP_017794979.1	XP_012145146.1
OG0004871	XP_017794922.1	XP_012145511.1
OG0004873	XP_017790674.1	XP_003701877.1
OG0004874	XP_017798968.1	XP_012151813.1
OG0004875	XP_017790003.1, XP_017790004.1	XP_003701725.1
