Orthogroup	Habropoda_laboriosa	Apis_mellifera
OG0003897	XP_017794749.1	XP_624412.2
OG0003898	XP_017799133.1	XP_624419.3
OG0003899	XP_017796527.1	XP_624420.3
OG0003900	XP_017797780.1	XP_624469.3
OG0003901	XP_017790817.1	XP_624484.1
OG0003902	XP_017792938.1	XP_624497.2
OG0003903	XP_017789628.1, XP_017789630.1	XP_624536.2
OG0003904	XP_017788517.1	XP_624578.2
OG0003905	XP_017793976.1	XP_624595.2
OG0003906	XP_017796896.1	XP_624692.2
OG0003907	XP_017793271.1, XP_017793270.1	XP_624694.1
OG0003908	XP_017788647.1	XP_624702.2
OG0003909	XP_017789065.1	XP_624706.1
OG0003910	XP_017796639.1	XP_624787.1
OG0003911	XP_017792373.1	XP_624816.1
OG0003912	XP_017792977.1	XP_624822.4
OG0003913	XP_017794694.1	XP_624853.3
OG0003914	XP_017796960.1	XP_624906.2
OG0003915	XP_017788138.1	XP_624918.2
OG0003916	XP_017795740.1	XP_624940.3
OG0003917	XP_017798468.1	XP_624946.1
OG0003918	XP_017789513.1	XP_624976.2
OG0003919	XP_017787482.1	XP_625000.3
OG0003920	XP_017791271.1	XP_625017.1
OG0003921	XP_017789415.1, XP_017789416.1	XP_625027.1
OG0003922	XP_017798216.1	XP_625077.3
OG0003923	XP_017789986.1	XP_625147.3
OG0003924	XP_017797746.1	XP_625154.1
OG0003925	XP_017790737.1	XP_625183.2
OG0003926	XP_017794697.1	XP_625237.3
OG0003950	XP_017792935.1	XP_006562660.1, NP_001011562.1
OG0003951	XP_017789793.1	XP_026296304.1, NP_001011575.1
OG0003952	XP_017797232.1	NP_001011578.1
OG0003953	XP_017795518.1, XP_017795529.1	NP_001035311.1, XP_006567395.1, NP_001011589.1
OG0003954	XP_017788431.1	NP_001011590.1
OG0003955	XP_017796636.1	XP_006563384.1, NP_001011595.1
OG0003956	XP_017791381.1	NP_001011596.1, XP_026299915.1
OG0003957	XP_017788498.1	NP_001011598.1
OG0003958	XP_017795491.1	NP_001011605.1
OG0003959	XP_017798774.1, XP_017798773.1	NP_001011606.1
OG0003960	XP_017796112.1	NP_001011615.1
OG0003961	XP_017798489.1	XP_026300654.1, NP_001011619.1
OG0003962	XP_017789376.1	XP_006558434.1, NP_001011631.1
OG0003963	XP_017789080.1	NP_001011632.1, XP_006568297.1
OG0003964	XP_017787851.1	XP_006565138.1, NP_001011633.1
OG0003965	XP_017794272.1	NP_001011644.1
OG0003966	XP_017789121.1	NP_001011650.1
OG0003967	XP_017788914.1	NP_001011654.1
OG0003968	XP_017798636.1	NP_001012431.1, XP_006563266.1
OG0003969	XP_017788473.1	NP_001012980.1
OG0003970	XP_017787887.1	NP_001013379.1
OG0003971	XP_017793342.1	XP_006566311.1
OG0003972	XP_017799583.1	XP_006561567.2, NP_001014983.1
OG0003973	XP_017795129.1	XP_006567386.1, NP_001035057.1
OG0003974	XP_017791814.1	NP_001035315.1, XP_016771954.1
OG0003975	XP_017797443.1	NP_001035326.1
OG0003976	XP_017793130.1	NP_001035327.1, XP_026299349.1
OG0003978	XP_017792642.1	NP_001035771.1
OG0003979	XP_017798627.1	NP_001035925.1, XP_026300666.1
OG0003980	XP_017792882.1	XP_006566310.1, NP_001071276.1
OG0003981	XP_017793789.1	NP_001071282.1, XP_006557941.1
OG0003982	XP_017798748.1	XP_006564870.1, NP_001071283.1
OG0003983	XP_017793869.1	XP_006557324.1, NP_001071286.1
OG0003984	XP_017797621.1	XP_016768084.1, NP_001071287.1
OG0003985	XP_017788598.1	XP_026298420.1, NP_001071290.1
OG0003986	XP_017788112.1	NP_001071292.1, XP_026295144.1
OG0003987	XP_017796614.1	NP_001071293.1
OG0003988	XP_017794641.1	NP_001073028.1
OG0003989	XP_017787381.1	NP_001091685.2
OG0003990	XP_017794545.1	NP_001091689.1, XP_006571078.1
OG0003991	XP_017797980.1	NP_001091691.1, XP_006562616.1
OG0003992	XP_017796803.1	NP_001091694.1
OG0003993	XP_017795308.1	NP_001106140.1, XP_006568447.1
OG0003994	XP_017796494.1	XP_001120565.2, NP_001107670.1
OG0003995	XP_017788557.1	XP_016767546.1, NP_001116485.2
OG0003996	XP_017788776.1	NP_001124509.1, XP_016771173.1
OG0003997	XP_017793244.1	NP_001128414.1
OG0003998	XP_017793000.1	NP_001128420.1
OG0003999	XP_017797265.1	XP_016767017.2, NP_001128421.1
OG0004000	XP_017793201.1	NP_001139207.1, XP_026295237.1
OG0004001	XP_017788931.1	XP_016771167.1, NP_001152775.1
OG0004002	XP_017787846.1	NP_001153536.1
OG0004003	XP_017797147.1	NP_001155985.1
OG0004004	XP_017798841.1	NP_001157480.1
OG0004005	XP_017789498.1	NP_001159376.1, XP_006558004.1
OG0004006	XP_017797362.1	NP_001159377.1, XP_006561583.1
OG0004007	XP_017798893.1	NP_001161181.1
OG0004008	XP_017789274.1	NP_001161308.1
OG0004009	XP_017792793.1	XP_026301486.1, NP_001162171.1
OG0004010	XP_017795335.1	NP_001165860.1
OG0004011	XP_017794339.1	NP_001165877.1
OG0004012	XP_017791584.1	NP_001166189.1
OG0004013	XP_017799389.1	XP_006570759.1, NP_001171492.1, NP_001171493.1
OG0004014	XP_017788291.1	XP_026295502.1, NP_001171518.1
OG0004015	XP_017795566.1	NP_001171519.1
OG0004016	XP_017794813.1	NP_001172008.1
OG0004017	XP_017788959.1	NP_001172034.1, XP_006557863.1
OG0004018	XP_017795813.1	NP_001177850.1, XP_006570570.1
OG0004019	XP_017791019.1	NP_001191680.1
OG0004020	XP_017799282.1	XP_006571297.1, NP_001192152.1
OG0004021	XP_017791983.1	XP_026295678.1, NP_001193898.1
OG0004022	XP_017797850.1	XP_026296661.1, NP_001201833.1
OG0004023	XP_017790600.1	XP_026295731.1, NP_001229316.1
OG0004024	XP_017794190.1	NP_001229360.1
OG0004025	XP_017792163.1	NP_001229361.1, XP_026296317.1
OG0004026	XP_017790223.1	NP_001229394.1
OG0004027	XP_017796441.1	NP_001229442.1
OG0004028	XP_017794432.1	NP_001229443.1
OG0004029	XP_017795110.1	XP_026301036.1, NP_001229446.1
OG0004030	XP_017792715.1	NP_001229452.1
OG0004031	XP_017799161.1	NP_001229484.1, XP_026297751.1
OG0004032	XP_017799374.1	NP_001229507.1, XP_026296319.1
OG0004033	XP_017794974.1	XP_026296303.1, NP_001233180.1
OG0004034	XP_017791895.1	NP_001239359.1
OG0004035	XP_017798569.1	XP_006565648.2, NP_001242961.1
OG0004036	XP_017799002.1	NP_001242967.1
OG0004037	XP_017794399.1	XP_006561571.2
OG0004038	XP_017792709.1	NP_001257742.1
OG0004039	XP_017796667.1	NP_001257760.1
OG0004040	XP_017787867.1	XP_026297365.1, NP_001265260.1
OG0004041	XP_017787779.1	XP_026297361.1, NP_001265262.1
OG0004042	XP_017789287.1	NP_001265609.1, XP_006566320.1
OG0004043	XP_017799386.1	NP_001314876.1
OG0004044	XP_017789672.1	NP_001314884.1, XP_026301054.1
OG0004045	XP_017788865.1	NP_001314888.1, XP_006558586.2
OG0004046	XP_017787657.1	XP_016773377.1, NP_001314891.1
OG0004047	XP_017790028.1	XP_016770050.2, NP_001314893.1
OG0004048	XP_017797175.1	NP_001314894.1
OG0004049	XP_017794320.1, XP_017796771.1	NP_008089.1, XP_026301416.1
OG0004050	XP_017791501.1	XP_001119826.1
OG0004051	XP_017792942.1	XP_001119829.1
OG0004052	XP_017793606.1, XP_017793605.1	XP_001119836.2
OG0004053	XP_017792801.1	XP_001119916.1
OG0004054	XP_017793323.1	XP_001119928.2
OG0004055	XP_017798751.1	XP_001119944.1
OG0004056	XP_017798440.1	XP_001119960.1
OG0004057	XP_017794265.1	XP_001119963.2
OG0004058	XP_017792454.1	XP_001119973.4
OG0004059	XP_017788841.1	XP_006560145.1, XP_001119975.2
OG0004060	XP_017795485.1	XP_001119998.2
OG0004061	XP_017793807.1	XP_001120011.1
OG0004062	XP_017798962.1	XP_001120029.4
OG0004063	XP_017788881.1	XP_001120067.1
OG0004064	XP_017792541.1	XP_001120134.2
OG0004065	XP_017788662.1	XP_001120140.3
OG0004066	XP_017789112.1	XP_001120141.1
OG0004067	XP_017794137.1	XP_001120174.2
OG0004068	XP_017791764.1, XP_017791763.1	XP_001120178.3
OG0004069	XP_017794795.1	XP_016772373.1, XP_001120192.2
OG0004070	XP_017799284.1	XP_026301492.1, XP_001120208.2
OG0004071	XP_017788669.1	XP_001120222.1
OG0004072	XP_017791506.1	XP_001120274.3
OG0004073	XP_017790690.1, XP_017790681.1	XP_001120293.2
OG0004074	XP_017788605.1	XP_001120329.1
OG0004075	XP_017799357.1	XP_001120347.3
OG0004076	XP_017793590.1	XP_001120386.3
OG0004077	XP_017797868.1	XP_001120419.1
OG0004078	XP_017795313.1	XP_001120447.3
OG0004079	XP_017790414.1	XP_001120476.1
OG0004080	XP_017799198.1	XP_001120484.2
OG0004081	XP_017792682.1	XP_001120493.3
OG0004082	XP_017799240.1	XP_001120572.3
OG0004083	XP_017798084.1	XP_001120589.2
OG0004084	XP_017798897.1	XP_001120599.1
OG0004085	XP_017798551.1	XP_001120622.3
OG0004086	XP_017799337.1	XP_001120658.2
OG0004087	XP_017797952.1	XP_006562965.1, XP_001120664.2
OG0004088	XP_017796313.1	XP_001120689.2
OG0004089	XP_017793462.1	XP_001120746.2
OG0004090	XP_017789878.1	XP_001120814.2
OG0004091	XP_017799611.1	XP_001120832.2
OG0004092	XP_017789448.1	XP_001120885.2
OG0004093	XP_017790291.1	XP_001120899.3
OG0004094	XP_017795450.1	XP_001120914.2
OG0004095	XP_017791420.1	XP_026300268.1, XP_001120974.1
OG0004096	XP_017798984.1	XP_001120991.3
OG0004097	XP_017798201.1	XP_001121010.1
OG0004098	XP_017795814.1	XP_001121014.2
OG0004099	XP_017792325.1	XP_001121053.2
OG0004100	XP_017793929.1	XP_001121066.2
OG0004101	XP_017793575.1	XP_001121086.2
OG0004102	XP_017797473.1	XP_001121092.2
OG0004103	XP_017795575.1	XP_001121155.2
OG0004104	XP_017787982.1	XP_001121159.1
OG0004105	XP_017790943.1	XP_001121177.2
OG0004106	XP_017788485.1	XP_001121186.3
OG0004107	XP_017795794.1	XP_001121188.2
OG0004108	XP_017796489.1	XP_001121251.1
OG0004109	XP_017791675.1	XP_001121254.2
OG0004110	XP_017794288.1	XP_001121331.2
OG0004111	XP_017797929.1	XP_001121333.2
OG0004112	XP_017798728.1	XP_001121339.1
OG0004113	XP_017791107.1	XP_001121355.3
OG0004114	XP_017796642.1	XP_001121410.2
OG0004115	XP_017797630.1	XP_001121426.2
OG0004116	XP_017791854.1	XP_001121483.3
OG0004117	XP_017796397.1	XP_001121513.2
OG0004118	XP_017798236.1	XP_001121520.2
OG0004119	XP_017787793.1	XP_001121541.1
OG0004120	XP_017794155.1	XP_001121556.1
OG0004121	XP_017797271.1	XP_001121600.2
OG0004122	XP_017791930.1	XP_001121637.3, XP_016767860.1
OG0004123	XP_017787606.1	XP_001121654.1
OG0004124	XP_017796696.1	XP_001121657.1
OG0004125	XP_017791873.1	XP_001121680.2
OG0004126	XP_017794631.1	XP_001121690.3
OG0004127	XP_017788266.1	XP_001121718.2
OG0004128	XP_017791750.1	XP_001121746.2
OG0004129	XP_017795869.1	XP_001121762.2
OG0004130	XP_017793646.1, XP_017793723.1	XP_001121804.1
OG0004131	XP_017791731.1	XP_001121817.2
OG0004132	XP_017791712.1	XP_001121818.1
OG0004133	XP_017788161.1	XP_001121891.1
OG0004134	XP_017795594.1	XP_001121910.1
OG0004135	XP_017790683.1	XP_001121920.1
OG0004136	XP_017797655.1	XP_001121922.1
OG0004137	XP_017792073.1	XP_001121924.1
OG0004138	XP_017787816.1	XP_001121942.2
OG0004139	XP_017797918.1	XP_001121986.2
OG0004140	XP_017788162.1	XP_001121988.2
OG0004141	XP_017795012.1	XP_001122051.1
OG0004142	XP_017787411.1	XP_001122061.3
OG0004143	XP_017790121.1	XP_001122083.2
OG0004144	XP_017794020.1	XP_001122084.3
OG0004145	XP_017798480.1	XP_001122097.3
OG0004146	XP_017791207.1	XP_001122102.2
OG0004147	XP_017792929.1, XP_017792930.1	XP_001122154.3
OG0004148	XP_017791532.1	XP_001122155.2
OG0004149	XP_017789969.1	XP_001122164.3
OG0004150	XP_017796035.1	XP_001122174.1
OG0004151	XP_017798418.1	XP_001122192.2
OG0004152	XP_017796007.1	XP_001122212.1
OG0004153	XP_017790216.1	XP_001122213.5
OG0004154	XP_017787578.1	XP_001122241.2
OG0004155	XP_017794397.1	XP_001122247.5
OG0004156	XP_017793475.1	XP_006566673.1, XP_001122291.2, XP_026299511.1
OG0004157	XP_017795393.1	XP_001122336.3
OG0004158	XP_017794379.1	XP_001122344.1
OG0004159	XP_017794048.1	XP_001122360.3
OG0004160	XP_017790864.1	XP_001122389.1
OG0004161	XP_017788889.1	XP_001122391.1
OG0004162	XP_017792361.1	XP_001122415.1, XP_026299393.1
OG0004163	XP_017792276.1	XP_001122450.1
OG0004164	XP_017797186.1	XP_001122454.1
OG0004165	XP_017795050.1, XP_017795051.1	XP_001122504.1
OG0004166	XP_017797786.1	XP_001122512.3
OG0004167	XP_017792626.1	XP_001122533.3
OG0004168	XP_017788706.1	XP_001122556.2
OG0004169	XP_017790498.1	XP_001122669.2
OG0004170	XP_017795136.1	XP_001122738.2
OG0004171	XP_017791196.1	XP_016769142.1, XP_001122742.2
OG0004172	XP_017793917.1, XP_017793868.1	XP_001122971.2
OG0004173	XP_017792060.1	XP_001122976.1
OG0004174	XP_017793906.1	XP_001122985.1
OG0004175	XP_017798566.1	XP_001122996.1
OG0004176	XP_017796167.1	XP_001123179.2
OG0004177	XP_017788204.1	XP_001123230.2
OG0004178	XP_017797905.1	XP_001123248.2
OG0004179	XP_017788597.1	XP_001123307.2
OG0004180	XP_017793975.1	XP_016768827.1, XP_001123356.2
OG0004181	XP_017790423.1	XP_003249083.2
OG0004182	XP_017791644.1	XP_003249112.3
OG0004183	XP_017795210.1	XP_003249153.1
OG0004184	XP_017789437.1	XP_003249202.3
OG0004185	XP_017795900.1	XP_003249249.1
OG0004186	XP_017791993.1	XP_003249297.2
OG0004187	XP_017788715.1	XP_003249321.1
OG0004188	XP_017797203.1	XP_003249380.1
OG0004189	XP_017796206.1	XP_003249381.1
OG0004190	XP_017797258.1	XP_003249382.1
OG0004191	XP_017794715.1	XP_003249386.1
OG0004192	XP_017790199.1	XP_003249454.1
OG0004193	XP_017796318.1	XP_003249463.1
OG0004194	XP_017798905.1, XP_017793836.1	XP_003249525.1
OG0004195	XP_017799579.1	XP_003249529.1
OG0004196	XP_017796797.1	XP_003249561.2
OG0004197	XP_017790197.1	XP_003249566.1
OG0004199	XP_017797888.1	XP_003249581.1
OG0004200	XP_017794598.1	XP_003249661.2
OG0004201	XP_017788029.1	XP_003249666.1
OG0004202	XP_017788859.1	XP_003249677.2
OG0004203	XP_017789301.1	XP_003249738.1
OG0004204	XP_017794194.1	XP_003249755.1
OG0004205	XP_017794973.1	XP_003249852.1
OG0004206	XP_017798852.1	XP_003249875.4
OG0004207	XP_017791773.1	XP_003249906.1
OG0004208	XP_017799427.1	XP_003249946.2
OG0004209	XP_017790167.1	XP_003250006.1
OG0004210	XP_017796019.1	XP_016767664.1, XP_003250009.1
OG0004211	XP_017790841.1	XP_003250018.1
OG0004212	XP_017790665.1	XP_003250023.2
OG0004213	XP_017789167.1	XP_003250092.1
OG0004214	XP_017789115.1	XP_003250103.1
OG0004215	XP_017789125.1	XP_003250108.1
OG0004216	XP_017789185.1	XP_003250111.1
OG0004217	XP_017796237.1	XP_016767462.1, XP_003250145.2
OG0004218	XP_017796241.1	XP_003250150.2
OG0004219	XP_017792598.1	XP_003250223.1
OG0004220	XP_017798334.1	XP_003250243.1, XP_006563275.1
OG0004221	XP_017789632.1	XP_006563738.1, XP_003250307.1
OG0004222	XP_017789576.1	XP_003250308.1
OG0004223	XP_017791256.1, XP_017791257.1	XP_003250346.1
OG0004224	XP_017797548.1	XP_003250386.3
OG0004225	XP_017797472.1	XP_003250408.1
OG0004227	XP_017792023.1	XP_003250469.1, XP_006564512.1, XP_006564511.1
OG0004228	XP_017789538.1	XP_003250476.1
OG0004229	XP_017787490.1	XP_003250490.1, XP_026297879.1
OG0004230	XP_017793680.1	XP_003250517.1
OG0004231	XP_017796402.1	XP_003250590.3
OG0004232	XP_017792445.1	XP_003250614.1
OG0004233	XP_017791661.1	XP_003250660.1
OG0004234	XP_017790627.1	XP_003250682.1
OG0004235	XP_017798765.1	XP_003250715.2
OG0004236	XP_017794481.1	XP_003250777.1, XP_003250776.1
OG0004237	XP_017793437.1	XP_003250876.2
OG0004238	XP_017793478.1	XP_003250883.1
OG0004239	XP_017795563.1	XP_026299688.1, XP_003250904.3
OG0004240	XP_017791705.1	XP_003250933.1
OG0004241	XP_017791700.1	XP_003250934.2, XP_016766926.2
OG0004242	XP_017791318.1	XP_003250963.1, XP_006566938.1
OG0004243	XP_017796381.1	XP_003250992.1
OG0004244	XP_017798226.1	XP_003251012.1
OG0004245	XP_017795716.1	XP_003251027.3
OG0004246	XP_017790799.1	XP_003251098.2
OG0004247	XP_017788621.1	XP_003251116.1
OG0004248	XP_017791709.1	XP_003251150.1
OG0004249	XP_017791717.1	XP_003251153.1
OG0004250	XP_017787374.1	XP_003251162.2
OG0004251	XP_017790604.1	XP_003251195.1
OG0004252	XP_017790348.1	XP_003251204.1
OG0004253	XP_017789138.1	XP_003251208.1
OG0004254	XP_017787837.1	XP_003251214.1
OG0004255	XP_017795665.1	XP_003251223.2
OG0004256	XP_017788399.1	XP_003251287.2
OG0004257	XP_017788119.1	XP_003251298.1
OG0004258	XP_017790194.1	XP_003251325.2
OG0004259	XP_017796372.1	XP_003251347.2
OG0004260	XP_017796357.1	XP_003251354.2
OG0004261	XP_017791931.1	XP_003251400.1
OG0004262	XP_017796739.1	XP_003251471.2
OG0004264	XP_017798956.1	XP_003251713.4
OG0004265	XP_017788312.1	XP_003251754.1
OG0004266	XP_017788297.1	XP_003251758.1
OG0004267	XP_017796228.1	XP_003251769.2
OG0004268	XP_017797420.1	XP_003251770.2
OG0004269	XP_017792659.1	XP_003251814.1
OG0004270	XP_017795544.1	XP_003251833.2
OG0004271	XP_017795985.1	XP_003251860.1
OG0004272	XP_017788524.1	XP_392926.1, XP_006557271.1
OG0004273	XP_017788573.1	XP_006557279.1
OG0004274	XP_017789402.1	XP_006557320.2
OG0004275	XP_017793664.1	XP_006557328.1, XP_006557329.1
OG0004276	XP_017790582.1	XP_006557366.1
OG0004277	XP_017796536.1, XP_017796544.1	XP_006557404.1
OG0004278	XP_017791632.1	XP_006557437.1
OG0004279	XP_017787828.1	XP_006557486.2
OG0004280	XP_017790330.1	XP_006557511.1
OG0004281	XP_017795211.1	XP_006557561.1
OG0004282	XP_017796108.1	XP_006557572.1
OG0004283	XP_017796783.1	XP_006557582.1, XP_026297117.1
OG0004284	XP_017797751.1	XP_006557605.1
OG0004285	XP_017797765.1	XP_006557614.1
OG0004286	XP_017789599.1	XP_006557659.1
OG0004287	XP_017792680.1, XP_017792679.1, XP_017792681.1	XP_006557684.2
OG0004288	XP_017792733.1	XP_006557711.2, XP_006557712.2
OG0004289	XP_017798379.1	XP_006557761.1
OG0004290	XP_017798401.1	XP_006557764.1
OG0004291	XP_017788826.1	XP_006557879.1
OG0004292	XP_017788895.1	XP_006557880.1
OG0004293	XP_017789390.1	XP_006558043.1
OG0004294	XP_017790326.1	XP_006558111.1
OG0004295	XP_017791756.1, XP_017791759.1	XP_006558229.1
OG0004296	XP_017794182.1	XP_006558272.1
OG0004297	XP_017789445.1	XP_026295585.1, XP_006558457.2
OG0004298	XP_017789342.1	XP_006558467.1
OG0004299	XP_017788803.1	XP_006558542.1
OG0004300	XP_017788721.1	XP_006558600.1
OG0004301	XP_017791024.1, XP_017797079.1	XP_006558650.1
OG0004302	XP_017797901.1	XP_006558674.1
OG0004303	XP_017790157.1	XP_026298158.1, XP_026298159.1, XP_006558716.1
OG0004304	XP_017796179.1	XP_006558743.1
OG0004305	XP_017791903.1	XP_006558836.3
OG0004306	XP_017791197.1	XP_006558936.1, XP_026297918.1
OG0004307	XP_017798875.1	XP_006558946.1
OG0004308	XP_017798879.1	XP_006558963.1
OG0004309	XP_017795148.1	XP_006559044.1
OG0004310	XP_017794189.1	XP_006559075.1
OG0004311	XP_017793534.1	XP_006559092.2
OG0004312	XP_017793567.1, XP_017793568.1	XP_006559095.2
OG0004313	XP_017787888.1	XP_006559151.1
OG0004314	XP_017787930.1	XP_006559161.1
OG0004315	XP_017787913.1	XP_006559166.1
OG0004316	XP_017787927.1	XP_006559168.2
OG0004317	XP_017787882.1	XP_006559175.1
OG0004318	XP_017787907.1	XP_006559199.1
OG0004319	XP_017790050.1	XP_006559216.1
OG0004320	XP_017789901.1	XP_016768600.1, XP_006559231.1
OG0004321	XP_017796330.1, XP_017796331.1	XP_006559308.1
OG0004322	XP_017796316.1	XP_006559323.1
OG0004323	XP_017796329.1	XP_006559331.1
OG0004324	XP_017788819.1	XP_006559371.1
OG0004325	XP_017788874.1	XP_006559386.1
OG0004326	XP_017788923.1	XP_006559397.2, XP_006559396.2
OG0004327	XP_017792794.1	XP_006559411.2
OG0004328	XP_017798357.1	XP_006559436.1
OG0004329	XP_017798428.1	XP_006559448.1
OG0004331	XP_017799567.1	XP_006559576.1
OG0004332	XP_017799472.1	XP_006559586.3
OG0004333	XP_017799496.1, XP_017799495.1	XP_006559587.1
OG0004334	XP_017787494.1	XP_006559637.1
OG0004335	XP_017790376.1	XP_006559667.1, XP_006559666.1
OG0004336	XP_017790516.1	XP_006559668.1
OG0004337	XP_017790442.1	XP_006559680.1
OG0004338	XP_017790410.1	XP_006559706.2, XP_395711.5
OG0004339	XP_017798900.1	XP_006559721.1
OG0004340	XP_017798904.1	XP_006559727.1
OG0004341	XP_017790386.1	XP_006559738.2
OG0004342	XP_017788082.1	XP_006559746.1
OG0004343	XP_017788103.1	XP_006559790.2
OG0004344	XP_017789439.1	XP_016766797.2, XP_006559816.2
OG0004345	XP_017790116.1	XP_006559876.1
OG0004346	XP_017790232.1	XP_006559884.1
OG0004347	XP_017797885.1	XP_006559902.2
OG0004348	XP_017797856.1	XP_006559928.1
OG0004349	XP_017794753.1	XP_006560031.3
OG0004350	XP_017793644.1	XP_006560080.1
OG0004351	XP_017797398.1	XP_006560095.2
OG0004352	XP_017797580.1	XP_006560097.1
OG0004353	XP_017788876.1	XP_006560142.1
OG0004354	XP_017788747.1	XP_006560144.1
OG0004355	XP_017793970.1	XP_006560197.1
OG0004356	XP_017793934.1	XP_006560213.1
OG0004357	XP_017788017.1	XP_006560265.1
OG0004358	XP_017789868.1	XP_006560368.1, XP_393943.5
OG0004359	XP_017789853.1	XP_006560383.2
OG0004360	XP_017789879.1	XP_006560384.1
OG0004361	XP_017788930.1	XP_006560440.2
OG0004362	XP_017788752.1	XP_006560472.1
OG0004363	XP_017788935.1	XP_006560478.1
OG0004364	XP_017788108.1	XP_006560546.1
OG0004365	XP_017797146.1	XP_006560637.2
OG0004366	XP_017797182.1	XP_006560654.1
OG0004367	XP_017797272.1	XP_006560666.1
OG0004368	XP_017787529.1	XP_006560738.1
OG0004369	XP_017795117.1	XP_006560780.1
OG0004370	XP_017794006.1	XP_006560910.1
OG0004371	XP_017788765.1, XP_017788757.1	XP_006560985.1
OG0004372	XP_017787551.1	XP_006561049.3
OG0004373	XP_017787884.1	XP_006561058.1, XP_016772177.1
OG0004374	XP_017799010.1	XP_006561060.1, XP_016772176.1
OG0004375	XP_017792907.1	XP_006561085.2
OG0004376	XP_017792941.1	XP_006561098.2
OG0004377	XP_017794493.1	XP_026302292.1, XP_006561174.1
OG0004378	XP_017794456.1	XP_006561189.1
OG0004379	XP_017797603.1	XP_006561302.1
OG0004380	XP_017797415.1	XP_006561346.1
OG0004381	XP_017795866.1	XP_006561392.2
OG0004382	XP_017794968.1	XP_623549.2, XP_006561427.1
OG0004383	XP_017794914.1	XP_006561440.1
OG0004384	XP_017792786.1	XP_006561461.1
OG0004385	XP_017790408.1	XP_006561500.1
OG0004386	XP_017790930.1	XP_006561636.2
OG0004387	XP_017790919.1	XP_006561652.2
OG0004388	XP_017790942.1	XP_006561654.2
OG0004389	XP_017790959.1	XP_006561658.1
OG0004390	XP_017790973.1	XP_006561659.1
OG0004391	XP_017797375.1	XP_006561670.1
OG0004392	XP_017797352.1	XP_006561717.1
OG0004393	XP_017794370.1	XP_006561774.1
OG0004394	XP_017794357.1	XP_006561795.1
OG0004396	XP_017787361.1	XP_006561923.1
OG0004397	XP_017799448.1	XP_026298717.1, XP_006561940.2
OG0004398	XP_017799450.1	XP_006561943.2
OG0004399	XP_017798190.1	XP_006561976.1
OG0004400	XP_017789697.1	XP_006561980.2
