Orthogroup	Habropoda_laboriosa	Osmia_lignaria
OG0005224	XP_017794636.1	XP_034171495.1
OG0005225	XP_017791117.1	XP_034185181.1
OG0005226	XP_017789449.1	XP_034194275.1
OG0005227	XP_017793259.1	XP_034183441.1
OG0005229	XP_017794053.1	XP_034184653.1
OG0005230	XP_017798948.1	XP_034173162.1
OG0005231	XP_017788892.1	XP_034188283.1
OG0005232	XP_017787538.1	XP_034186540.1
OG0005233	XP_017790742.1	XP_034192650.1
OG0005234	XP_017795684.1	XP_034175844.1
OG0005235	XP_017795353.1	XP_034189582.1
OG0005236	XP_017792063.1	XP_034190241.1
OG0005237	XP_017798462.1	XP_034187013.1
OG0005238	XP_017790252.1, XP_017790253.1	XP_034181797.1
OG0005239	XP_017796127.1	XP_034183930.1
OG0005240	XP_017791981.1	XP_034174853.1
OG0005241	XP_017790635.1	XP_034182953.1
OG0005242	XP_017794057.1	XP_034185353.1
OG0005243	XP_017791188.1	XP_034190563.1, XP_034190564.1
OG0005244	XP_017790750.1	XP_034176945.1
OG0005245	XP_017789375.1	XP_034186091.1
OG0005246	XP_017787528.1	XP_034186543.1
OG0005247	XP_017789149.1	XP_034195482.1
OG0005248	XP_017798835.1	XP_034181056.1
OG0005249	XP_017795670.1	XP_034184709.1
OG0005250	XP_017795964.1	XP_034170992.1
OG0005251	XP_017787918.1	XP_034170874.1
OG0005252	XP_017789729.1	XP_034193111.1
OG0005253	XP_017788263.1	XP_034172051.1
OG0005254	XP_017798395.1	XP_034191115.1
OG0005255	XP_017792803.1	XP_034182833.1
OG0005256	XP_017797329.1	XP_034184361.1
OG0005257	XP_017799185.1	XP_034173360.1
OG0005258	XP_017793151.1	XP_034180946.1
OG0005259	XP_017788655.1	XP_034177346.1
OG0005260	XP_017795271.1	XP_034174014.1
OG0005261	XP_017796439.1	XP_034171090.1
OG0005262	XP_017791155.1	XP_034185154.1
OG0005263	XP_017789687.1	XP_034181748.1
OG0005264	XP_017789925.1	XP_034179892.1
OG0005265	XP_017791123.1	XP_034185138.1
OG0005266	XP_017796892.1	XP_034187548.1
OG0005267	XP_017793628.1	XP_034177072.1
OG0005268	XP_017790789.1	XP_034177661.1
OG0005269	XP_017788582.1	XP_034191914.1
OG0005270	XP_017792010.1	XP_034176612.1
OG0005271	XP_017789165.1	XP_034195266.1, XP_034195260.1
OG0005272	XP_017792914.1	XP_034179482.1
OG0005273	XP_017791626.1	XP_034185844.1, XP_034185843.1
OG0005274	XP_017789311.1	XP_034194421.1, XP_034194423.1
OG0005275	XP_017795965.1	XP_034173879.1
OG0005276	XP_017792214.1	XP_034185880.1
OG0005277	XP_017788581.1	XP_034180197.1
OG0005278	XP_017795661.1	XP_034174688.1
OG0005279	XP_017797354.1	XP_034186296.1
OG0005280	XP_017798898.1	XP_034188107.1
OG0005281	XP_017793304.1	XP_034176367.1
OG0005282	XP_017788136.1	XP_034181990.1
OG0005284	XP_017793303.1	XP_034174941.1
OG0005285	XP_017789103.1	XP_034193630.1
OG0005286	XP_017798199.1	XP_034187475.1
OG0005287	XP_017793310.1	XP_034176369.1
OG0005288	XP_017787720.1	XP_034195568.1, XP_034195569.1
OG0005289	XP_017789796.1	XP_034177839.1
OG0005290	XP_017793352.1, XP_017793351.1	XP_034175369.1
OG0005291	XP_017793853.1	XP_034181211.1
OG0005292	XP_017789169.1	XP_034195279.1
OG0005293	XP_017797353.1	XP_034186176.1
OG0005294	XP_017794450.1	XP_034196567.1
OG0005295	XP_017793722.1	XP_034193561.1
OG0005296	XP_017790956.1	XP_034188962.1
OG0005297	XP_017791952.1	XP_034195793.1
OG0005298	XP_017793897.1	XP_034186026.1, XP_034186027.1
OG0005299	XP_017793003.1	XP_034176610.1, XP_034176609.1
OG0005300	XP_017790793.1	XP_034177164.1
OG0005301	XP_017796254.1	XP_034187748.1
OG0005302	XP_017789330.1	XP_034182618.1
OG0005303	XP_017796289.1	XP_034179778.1
OG0005304	XP_017790796.1	XP_034176876.1
OG0005305	XP_017794638.1	XP_034180453.1
OG0005306	XP_017789435.1	XP_034182036.1
OG0005307	XP_017799207.1	XP_034173111.1
OG0005308	XP_017798390.1	XP_034186736.1, XP_034186740.1
OG0005309	XP_017795459.1	XP_034189825.1
OG0005310	XP_017787487.1	XP_034185411.1
OG0005311	XP_017791505.1	XP_034190923.1
OG0005312	XP_017797764.1	XP_034180054.1
OG0005313	XP_017788115.1	XP_034182103.1
OG0005314	XP_017790445.1	XP_034187939.1
OG0005315	XP_017787535.1	XP_034186541.1
OG0005316	XP_017792730.1	XP_034187266.1
OG0005317	XP_017793191.1	XP_034183381.1, XP_034183380.1
OG0005318	XP_017795365.1	XP_034192855.1
OG0005319	XP_017798175.1	XP_034185787.1
OG0005320	XP_017793426.1	XP_034193140.1
OG0005321	XP_017789174.1	XP_034193898.1
OG0005322	XP_017796793.1	XP_034192850.1
OG0005323	XP_017796653.1	XP_034193597.1, XP_034193598.1
OG0005324	XP_017789289.1	XP_034176693.1
OG0005325	XP_017793689.1	XP_034177376.1
OG0005326	XP_017790896.1	XP_034188801.1
OG0005327	XP_017795391.1	XP_034186295.1
OG0005328	XP_017798696.1	XP_034180177.1
OG0005329	XP_017796257.1	XP_034174510.1
OG0005330	XP_017798027.1	XP_034190458.1
OG0005331	XP_017789984.1	XP_034184036.1
OG0005332	XP_017789970.1	XP_034183704.1
OG0005333	XP_017787763.1	XP_034170818.1
OG0005334	XP_017796496.1	XP_034171070.1
OG0005335	XP_017795085.1	XP_034183925.1
OG0005336	XP_017791627.1	XP_034189961.1
OG0005337	XP_017789146.1	XP_034195473.1
OG0005338	XP_017790375.1	XP_034192457.1
OG0005339	XP_017797505.1	XP_034195940.1
OG0005340	XP_017792327.1	XP_034180206.1
OG0005341	XP_017789635.1	XP_034175128.1
OG0005342	XP_017788289.1	XP_034173448.1
OG0005343	XP_017796287.1	XP_034179090.1
OG0005344	XP_017794959.1	XP_034186690.1
OG0005345	XP_017791057.1	XP_034173000.1
OG0005346	XP_017794820.1	XP_034186672.1
OG0005347	XP_017797935.1	XP_034196263.1
OG0005348	XP_017792729.1	XP_034188797.1
OG0005349	XP_017796140.1	XP_034188653.1
OG0005350	XP_017797695.1	XP_034192063.1
OG0005351	XP_017792864.1	XP_034174966.1
OG0005352	XP_017788264.1	XP_034170807.1
OG0005353	XP_017796158.1	XP_034182144.1
OG0005354	XP_017794817.1	XP_034186945.1
OG0005355	XP_017793425.1	XP_034193304.1
OG0005356	XP_017795442.1	XP_034183887.1, XP_034183888.1
OG0005357	XP_017792388.1	XP_034179400.1
OG0005358	XP_017799518.1	XP_034184397.1
OG0005359	XP_017789486.1	XP_034194248.1
OG0005360	XP_017790181.1	XP_034181088.1
OG0005361	XP_017792585.1	XP_034171731.1
OG0005362	XP_017794748.1	XP_034193811.1
OG0005363	XP_017790075.1	XP_034181325.1
OG0005364	XP_017799405.1	XP_034179689.1
OG0005365	XP_017791023.1	XP_034182974.1, XP_034182975.1
OG0005366	XP_017795385.1	XP_034192659.1
OG0005367	XP_017791725.1	XP_034182079.1
OG0005368	XP_017797946.1	XP_034171184.1
OG0005369	XP_017792079.1	XP_034190699.1
OG0005370	XP_017788556.1	XP_034191771.1
OG0005371	XP_017788358.1	XP_034172721.1
OG0005372	XP_017798981.1	XP_034172382.1
OG0005373	XP_017797161.1	XP_034187820.1
OG0005374	XP_017792667.1	XP_034171157.1
OG0005375	XP_017794337.1	XP_034183919.1
OG0005376	XP_017798975.1	XP_034172733.1
OG0005377	XP_017787469.1	XP_034185492.1
OG0005378	XP_017792459.1	XP_034187136.1
OG0005379	XP_017792770.1	XP_034191210.1
OG0005380	XP_017792798.1	XP_034194022.1
OG0005381	XP_017788729.1	XP_034178644.1, XP_034178643.1
OG0005382	XP_017791689.1	XP_034181992.1
OG0005383	XP_017789518.1	XP_034194527.1
OG0005384	XP_017787460.1	XP_034190311.1
OG0005385	XP_017791554.1	XP_034189969.1
OG0005386	XP_017792367.1	XP_034177693.1
OG0005387	XP_017795470.1	XP_034183554.1
OG0005388	XP_017790073.1	XP_034196146.1
OG0005389	XP_017787499.1	XP_034184808.1, XP_034184809.1, XP_034184810.1
OG0005390	XP_017793559.1	XP_034193524.1
OG0005391	XP_017791720.1	XP_034183478.1
OG0005392	XP_017792902.1	XP_034179832.1
OG0005393	XP_017794558.1	XP_034172971.1
OG0005394	XP_017788109.1	XP_034188297.1
OG0005395	XP_017795258.1	XP_034194757.1
OG0005396	XP_017792917.1	XP_034179279.1
OG0005397	XP_017791922.1, XP_017791923.1	XP_034182873.1
OG0005398	XP_017798963.1	XP_034173364.1
OG0005399	XP_017791621.1, XP_017791545.1	XP_034189985.1
OG0005400	XP_017789388.1	XP_034186085.1
OG0005401	XP_017791116.1	XP_034182889.1
OG0005402	XP_017788578.1	XP_034191951.1
OG0005403	XP_017788322.1	XP_034173504.1
OG0005404	XP_017790159.1	XP_034186090.1
OG0005405	XP_017797883.1	XP_034171282.1
OG0005406	XP_017797871.1	XP_034175615.1
OG0005407	XP_017798291.1	XP_034190059.1
OG0005408	XP_017789322.1	XP_034181917.1
OG0005409	XP_017789272.1	XP_034175832.1
OG0005410	XP_017792302.1	XP_034176268.1, XP_034176277.1
OG0005411	XP_017793988.1	XP_034190198.1
OG0005412	XP_017794796.1	XP_034193544.1
OG0005413	XP_017790779.1	XP_034177556.1
OG0005414	XP_017789526.1	XP_034171368.1
OG0005415	XP_017795534.1, XP_017795449.1	XP_034192869.1
OG0005416	XP_017791758.1	XP_034175080.1, XP_034175081.1
OG0005417	XP_017789389.1	XP_034182672.1
OG0005418	XP_017787798.1	XP_034190557.1
OG0005419	XP_017797710.1	XP_034191886.1
OG0005420	XP_017790074.1	XP_034193792.1
OG0005421	XP_017791186.1	XP_034186557.1
OG0005422	XP_017798926.1	XP_034176137.1
OG0005423	XP_017795197.1	XP_034175077.1
OG0005424	XP_017792450.1	XP_034190859.1
OG0005425	XP_017799115.1	XP_034172991.1
OG0005426	XP_017789858.1	XP_034178525.1
OG0005427	XP_017791231.1	XP_034184133.1
OG0005428	XP_017794613.1	XP_034171939.1, XP_034171938.1
OG0005429	XP_017796929.1	XP_034195522.1
OG0005430	XP_017794712.1	XP_034180048.1
OG0005431	XP_017792878.1	XP_034176063.1
OG0005432	XP_017788692.1	XP_034184596.1
OG0005433	XP_017790183.1	XP_034189604.1
OG0005434	XP_017795079.1	XP_034184469.1
OG0005435	XP_017795715.1	XP_034195025.1
OG0005436	XP_017794090.1	XP_034185356.1
OG0005437	XP_017798376.1	XP_034187021.1
OG0005438	XP_017791794.1	XP_034189756.1
OG0005439	XP_017788075.1	XP_034188622.1
OG0005440	XP_017794854.1	XP_034191053.1
OG0005441	XP_017793126.1	XP_034193732.1, XP_034193733.1
OG0005442	XP_017796405.1	XP_034174852.1
OG0005443	XP_017795265.1	XP_034172305.1
OG0005444	XP_017794946.1	XP_034191412.1
OG0005445	XP_017795863.1	XP_034180444.1
OG0005446	XP_017794924.1	XP_034191410.1
OG0005447	XP_017798210.1	XP_034174817.1
OG0005448	XP_017797061.1, XP_017790978.1	XP_034186045.1
OG0005449	XP_017796038.1	XP_034177255.1
OG0005450	XP_017793107.1	XP_034175136.1
OG0005451	XP_017788398.1	XP_034189007.1
OG0005452	XP_017797361.1	XP_034186319.1
OG0005453	XP_017792211.1, XP_017792210.1	XP_034176798.1
OG0005454	XP_017792156.1	XP_034177627.1
OG0005455	XP_017791865.1	XP_034193950.1
OG0005456	XP_017788055.1	XP_034188602.1
OG0005457	XP_017787883.1	XP_034189231.1
OG0005458	XP_017790810.1	XP_034192958.1
OG0005459	XP_017796867.1	XP_034173642.1
OG0005461	XP_017790539.1	XP_034171827.1
OG0005462	XP_017790339.1	XP_034193426.1, XP_034193425.1
OG0005463	XP_017788243.1	XP_034176742.1
OG0005464	XP_017795476.1	XP_034183375.1
OG0005465	XP_017787712.1	XP_034187729.1
OG0005466	XP_017792989.1	XP_034175669.1
OG0005467	XP_017792594.1	XP_034190728.1
OG0005467	XP_017792593.1	XP_034194158.1
OG0005468	XP_017787557.1	XP_034191146.1
OG0005469	XP_017798367.1	XP_034191182.1
OG0005470	XP_017796463.1	XP_034188686.1, XP_034188687.1
OG0005471	XP_017793193.1	XP_034189892.1
OG0005472	XP_017793576.1	XP_034177854.1
OG0005474	XP_017797576.1	XP_034195454.1
OG0005475	XP_017798846.1	XP_034187927.1
OG0005478	XP_017789688.1	XP_034185727.1
OG0005479	XP_017790264.1	XP_034175583.1, XP_034175582.1
OG0005480	XP_017787723.1	XP_034196220.1
OG0005481	XP_017792116.1	XP_034180451.1, XP_034180450.1
OG0005482	XP_017795835.1	XP_034195933.1
OG0005484	XP_017789473.1	XP_034194407.1
OG0005485	XP_017796795.1	XP_034177592.1
OG0005486	XP_017799295.1	XP_034172951.1
OG0005487	XP_017789917.1	XP_034187883.1
OG0005488	XP_017791040.1	XP_034183529.1, XP_034183525.1
OG0005489	XP_017789963.1	XP_034190161.1
OG0005490	XP_017794991.1	XP_034186671.1
OG0005491	XP_017788723.1	XP_034178584.1
OG0005492	XP_017793553.1	XP_034179897.1, XP_034179898.1
OG0005495	XP_017799320.1	XP_034172555.1
OG0005496	XP_017798137.1	XP_034187738.1
OG0005498	XP_017797130.1	XP_034192309.1, XP_034192310.1
OG0005499	XP_017795187.1	XP_034188715.1
OG0005503	XP_017791641.1	XP_034177244.1
OG0005504	XP_017794781.1	XP_034179436.1
OG0005505	XP_017789024.1	XP_034195503.1
OG0005506	XP_017796706.1	XP_034179297.1
OG0005507	XP_017795771.1	XP_034178004.1
OG0005508	XP_017795524.1	XP_034184257.1
OG0005510	XP_017796690.1	XP_034179168.1
OG0005511	XP_017791391.1	XP_034190763.1
OG0005512	XP_017790969.1	XP_034188793.1
OG0005513	XP_017790136.1	XP_034181132.1
OG0005515	XP_017791361.1	XP_034183197.1
OG0005516	XP_017789227.1	XP_034175197.1
OG0005517	XP_017799606.1	XP_034190686.1
OG0005519	XP_017792958.1	XP_034175305.1
OG0005520	XP_017789629.1	XP_034185749.1
OG0005521	XP_017794096.1	XP_034190687.1
OG0005522	XP_017788432.1	XP_034171648.1, XP_034171647.1
OG0005523	XP_017796466.1	XP_034189111.1
OG0005524	XP_017787885.1	XP_034188739.1
OG0005525	XP_017797225.1	XP_034174049.1
OG0005526	XP_017798406.1	XP_034186787.1
OG0005527	XP_017789941.1	XP_034186696.1
OG0005528	XP_017797462.1	XP_034195546.1
OG0005529	XP_017789184.1	XP_034193045.1
OG0005531	XP_017796303.1	XP_034178944.1
OG0005532	XP_017799111.1	XP_034173018.1
OG0005533	XP_017799375.1	XP_034172326.1
OG0005534	XP_017791065.1	XP_034189945.1
OG0005535	XP_017788897.1	XP_034177988.1
OG0005536	XP_017791082.1	XP_034184767.1
OG0005537	XP_017792638.1	XP_034189357.1
OG0005538	XP_017793234.1	XP_034194015.1
OG0005539	XP_017789468.1	XP_034194263.1
OG0005541	XP_017792784.1	XP_034182841.1
OG0005542	XP_017795403.1	XP_034184250.1
OG0005543	XP_017796757.1	XP_034187346.1
OG0005544	XP_017794789.1	XP_034193734.1
OG0005545	XP_017793150.1	XP_034176238.1
OG0005546	XP_017795336.1	XP_034174923.1
OG0005547	XP_017795326.1	XP_034182778.1
OG0005548	XP_017787373.1	XP_034182575.1
OG0005549	XP_017799423.1	XP_034179458.1
OG0005550	XP_017792112.1	XP_034186244.1
OG0005551	XP_017797516.1	XP_034195656.1
OG0005552	XP_017788407.1	XP_034171582.1
OG0005553	XP_017791985.1	XP_034174482.1
OG0005554	XP_017792904.1	XP_034195145.1
OG0005555	XP_017796370.1	XP_034174440.1
OG0005556	XP_017790657.1	XP_034177674.1
OG0005557	XP_017795233.1	XP_034194714.1
OG0005558	XP_017790135.1	XP_034181067.1
OG0005559	XP_017799568.1	XP_034183935.1
OG0005560	XP_017794081.1	XP_034190638.1
OG0005561	XP_017790309.1	XP_034175196.1, XP_034175195.1
OG0005563	XP_017795933.1	XP_034171012.1
OG0005564	XP_017795941.1	XP_034171051.1
OG0005565	XP_017787364.1	XP_034195407.1
OG0005566	XP_017799424.1	XP_034195417.1
OG0005567	XP_017793021.1	XP_034174928.1
OG0005568	XP_017795639.1	XP_034193034.1
OG0005569	XP_017792708.1	XP_034188921.1
OG0005570	XP_017792624.1	XP_034188705.1
OG0005571	XP_017797389.1	XP_034176640.1
OG0005572	XP_017794760.1	XP_034179489.1
OG0005573	XP_017792625.1	XP_034188706.1, XP_034188707.1
OG0005574	XP_017797421.1	XP_034176647.1
OG0005575	XP_017787778.1	XP_034175759.1
OG0005576	XP_017795610.1	XP_034193067.1
OG0005577	XP_017792848.1	XP_034176305.1
OG0005578	XP_017798268.1	XP_034183893.1
OG0005579	XP_017791356.1	XP_034183198.1
OG0005580	XP_017797566.1	XP_034196165.1, XP_034196161.1
OG0005582	XP_017791962.1	XP_034173702.1
OG0005583	XP_017793505.1	XP_034175742.1
OG0005584	XP_017798359.1	XP_034190107.1
OG0005585	XP_017788130.1	XP_034188616.1
OG0005586	XP_017797498.1	XP_034196349.1
OG0005587	XP_017797474.1	XP_034195530.1
OG0005588	XP_017791051.1	XP_034183533.1
OG0005589	XP_017788911.1	XP_034178665.1
OG0005590	XP_017796378.1	XP_034182463.1
OG0005591	XP_017799543.1	XP_034183764.1
OG0005592	XP_017796252.1	XP_034187678.1
OG0005593	XP_017797881.1	XP_034175633.1
OG0005594	XP_017793112.1	XP_034176270.1
OG0005596	XP_017796305.1	XP_034179042.1
OG0005597	XP_017788009.1	XP_034192094.1
OG0005598	XP_017792796.1	XP_034183018.1
OG0005599	XP_017790588.1	XP_034192536.1
OG0005600	XP_017798635.1	XP_034192053.1
OG0005601	XP_017790821.1	XP_034193018.1
OG0005602	XP_017794258.1	XP_034178063.1
OG0005603	XP_017790890.1	XP_034188790.1
OG0005604	XP_017798381.1	XP_034185991.1
OG0005605	XP_017788253.1	XP_034177230.1
OG0005606	XP_017789118.1	XP_034195967.1
OG0005607	XP_017789886.1	XP_034189625.1
OG0005608	XP_017793219.1	XP_034189887.1
OG0005609	XP_017788832.1	XP_034178090.1
OG0005610	XP_017796058.1	XP_034177506.1
OG0005611	XP_017795213.1	XP_034195158.1
OG0005612	XP_017792001.1	XP_034171304.1
OG0005613	XP_017797506.1	XP_034194565.1
OG0005614	XP_017796865.1	XP_034185374.1
OG0005615	XP_017794907.1	XP_034177778.1
OG0005616	XP_017799199.1	XP_034173370.1
OG0005617	XP_017794138.1	XP_034187793.1
OG0005618	XP_017791898.1	XP_034185834.1
OG0005619	XP_017794642.1	XP_034180278.1
OG0005620	XP_017795902.1	XP_034179662.1
OG0005621	XP_017798241.1	XP_034187648.1
OG0005622	XP_017798032.1	XP_034184796.1
OG0005623	XP_017790234.1	XP_034192507.1
OG0005624	XP_017795425.1	XP_034189853.1
OG0005625	XP_017788496.1	XP_034178278.1
OG0005626	XP_017796946.1	XP_034188971.1
OG0005627	XP_017789206.1	XP_034192636.1
OG0005628	XP_017799563.1	XP_034190507.1
OG0005629	XP_017793256.1	XP_034183383.1
OG0005630	XP_017787656.1	XP_034190758.1
OG0005631	XP_017790117.1	XP_034179732.1
OG0005632	XP_017788499.1	XP_034178276.1
OG0005633	XP_017787978.1	XP_034191720.1
OG0005634	XP_017796364.1	XP_034182449.1
OG0005635	XP_017789099.1	XP_034193884.1
OG0005636	XP_017790536.1	XP_034196466.1, XP_034196467.1
OG0005637	XP_017788472.1	XP_034189638.1
OG0005638	XP_017794757.1	XP_034171776.1
OG0005639	XP_017790485.1	XP_034181415.1
OG0005640	XP_017788361.1	XP_034172098.1
OG0005641	XP_017789888.1	XP_034178404.1
OG0005642	XP_017792635.1	XP_034182730.1, XP_034182729.1
OG0005643	XP_017793886.1	XP_034186267.1
OG0005644	XP_017796661.1	XP_034179316.1
OG0005645	XP_017798203.1	XP_034174767.1
OG0005646	XP_017799279.1	XP_034172887.1
OG0005647	XP_017794550.1	XP_034172450.1
OG0005648	XP_017795180.1	XP_034188974.1
OG0005649	XP_017790266.1	XP_034176198.1
OG0005650	XP_017792436.1	XP_034186430.1
OG0005651	XP_017795768.1	XP_034178105.1
OG0005652	XP_017799263.1	XP_034172661.1
OG0005653	XP_017792431.1	XP_034186453.1
OG0005654	XP_017798871.1	XP_034181136.1
OG0005655	XP_017798404.1	XP_034191117.1
OG0005656	XP_017798674.1	XP_034180607.1
OG0005657	XP_017794447.1	XP_034171937.1
OG0005658	XP_017788584.1	XP_034182545.1
OG0005659	XP_017798556.1	XP_034192026.1
OG0005660	XP_017796227.1	XP_034174509.1
OG0005661	XP_017797654.1	XP_034195520.1
OG0005662	XP_017799254.1	XP_034172939.1
OG0005663	XP_017792669.1	XP_034194819.1
OG0005664	XP_017789463.1	XP_034182315.1
OG0005665	XP_017798078.1	XP_034174267.1
OG0005666	XP_017793715.1	XP_034181701.1
OG0005667	XP_017798009.1	XP_034190427.1
OG0005668	XP_017792488.1	XP_034179697.1
OG0005669	XP_017793314.1	XP_034176387.1
OG0005670	XP_017795760.1	XP_034178172.1
OG0005671	XP_017794701.1	XP_034180441.1
OG0005672	XP_017790474.1	XP_034171021.1
OG0005673	XP_017796511.1	XP_034189112.1
OG0005674	XP_017798205.1	XP_034173701.1
OG0005675	XP_017793780.1	XP_034192595.1
OG0005676	XP_017789974.1	XP_034183460.1
OG0005677	XP_017795959.1	XP_034171934.1
OG0005678	XP_017790184.1	XP_034181128.1
OG0005679	XP_017794769.1	XP_034193735.1
OG0005680	XP_017787644.1	XP_034190754.1
OG0005681	XP_017794501.1	XP_034185006.1
OG0005682	XP_017794331.1	XP_034174257.1
OG0005683	XP_017794183.1	XP_034174980.1
OG0005684	XP_017796761.1	XP_034187344.1
OG0005685	XP_017792147.1	XP_034176808.1
OG0005686	XP_017789291.1	XP_034176657.1
OG0005687	XP_017796258.1	XP_034187267.1
OG0005688	XP_017799551.1	XP_034192784.1
OG0005689	XP_017791310.1	XP_034178591.1
OG0005690	XP_017787757.1	XP_034170857.1
OG0005691	XP_017796170.1	XP_034188433.1
OG0005692	XP_017791617.1	XP_034193535.1
OG0005693	XP_017787755.1	XP_034170820.1
OG0005694	XP_017788118.1	XP_034188299.1
OG0005695	XP_017788480.1	XP_034182383.1
OG0005696	XP_017796037.1	XP_034177148.1
OG0005697	XP_017794560.1	XP_034173605.1
OG0005698	XP_017790532.1	XP_034171821.1
OG0005699	XP_017789561.1	XP_034186147.1
OG0005700	XP_017789451.1	XP_034182234.1
OG0005701	XP_017794342.1	XP_034184553.1
OG0005702	XP_017791240.1	XP_034184814.1
OG0005703	XP_017797904.1	XP_034175639.1
OG0005704	XP_017794143.1	XP_034175054.1
OG0005705	XP_017794771.1	XP_034179649.1
OG0005706	XP_017791338.1	XP_034183130.1
OG0005707	XP_017796743.1	XP_034186976.1
OG0005708	XP_017793250.1	XP_034189904.1
OG0005709	XP_017791926.1	XP_034182875.1
OG0005710	XP_017790192.1	XP_034181293.1
OG0005711	XP_017791125.1	XP_034184771.1
OG0005712	XP_017794810.1	XP_034178843.1
OG0005713	XP_017793248.1	XP_034189881.1
OG0005714	XP_017792223.1	XP_034195922.1
OG0005715	XP_017796431.1	XP_034188908.1
OG0005716	XP_017796406.1	XP_034174855.1
OG0005717	XP_017790846.1	XP_034177526.1
OG0005718	XP_017795120.1	XP_034179359.1
OG0005719	XP_017799451.1	XP_034182471.1
OG0005720	XP_017795859.1	XP_034181661.1
OG0005721	XP_017798451.1	XP_034186707.1
OG0005722	XP_017789960.1	XP_034189509.1
OG0005723	XP_017791870.1	XP_034193883.1
OG0005724	XP_017797292.1	XP_034173940.1
OG0005725	XP_017791457.1	XP_034171628.1
OG0005726	XP_017794689.1	XP_034191575.1
OG0005727	XP_017788576.1	XP_034184944.1
OG0005728	XP_017794713.1	XP_034179991.1
OG0005729	XP_017794170.1	XP_034181825.1
OG0005730	XP_017788904.1	XP_034182379.1
OG0005731	XP_017795465.1	XP_034180551.1
OG0005732	XP_017787414.1	XP_034185478.1
OG0005733	XP_017787861.1	XP_034179243.1
OG0005734	XP_017796361.1	XP_034182061.1
OG0005735	XP_017797339.1	XP_034184384.1
OG0005736	XP_017793488.1	XP_034175371.1
OG0005737	XP_017787737.1	XP_034179161.1
OG0005738	XP_017798484.1	XP_034179994.1
OG0005739	XP_017787713.1	XP_034179241.1
OG0005740	XP_017797351.1	XP_034184401.1
OG0005741	XP_017798945.1	XP_034172373.1
OG0005742	XP_017787724.1	XP_034179239.1
OG0005743	XP_017795976.1	XP_034174011.1
