Orthogroup	Habropoda_laboriosa	Dufourea_novaeangliae
OG0005532	XP_017799111.1	XP_015435420.1
OG0005533	XP_017799375.1	XP_015432993.1
OG0005534	XP_017791065.1	XP_015434479.1
OG0005535	XP_017788897.1	XP_015433603.1
OG0005536	XP_017791082.1	XP_015433738.1
OG0005537	XP_017792638.1	XP_015429744.1
OG0005538	XP_017793234.1	XP_015435173.1
OG0005539	XP_017789468.1	XP_015433680.1
OG0005541	XP_017792784.1	XP_015428481.1
OG0005542	XP_017795403.1	XP_015436289.1
OG0005543	XP_017796757.1	XP_015437582.1
OG0005544	XP_017794789.1	XP_015439399.1
OG0005545	XP_017793150.1	XP_015440449.1
OG0005546	XP_017795336.1	XP_015435914.1
OG0005547	XP_017795326.1	XP_015430874.1
OG0005548	XP_017787373.1	XP_015439547.1
OG0005549	XP_017799423.1	XP_015439495.1
OG0005550	XP_017792112.1	XP_015428840.1
OG0005551	XP_017797516.1	XP_015438858.1
OG0005552	XP_017788407.1	XP_015432983.1
OG0005553	XP_017791985.1	XP_015431601.1
OG0005554	XP_017792904.1	XP_015435172.1
OG0005555	XP_017796370.1	XP_015430740.1
OG0005556	XP_017790657.1	XP_015439910.1
OG0005557	XP_017795233.1	XP_015432585.1
OG0005558	XP_017790135.1	XP_015435986.1
OG0005559	XP_017799568.1	XP_015436250.1
OG0005560	XP_017794081.1	XP_015437497.1
OG0005561	XP_017790309.1	XP_015438323.1
OG0005563	XP_017795933.1	XP_015431105.1, XP_015431162.1
OG0005564	XP_017795941.1	XP_015431245.1
OG0005565	XP_017787364.1	XP_015439541.1
OG0005566	XP_017799424.1	XP_015439494.1
OG0005567	XP_017793021.1	XP_015437402.1
OG0005568	XP_017795639.1	XP_015440226.1
OG0005569	XP_017792708.1	XP_015429460.1
OG0005570	XP_017792624.1	XP_015429440.1
OG0005571	XP_017797389.1	XP_015438771.1
OG0005572	XP_017794760.1	XP_015433145.1
OG0005573	XP_017792625.1	XP_015429441.1
OG0005574	XP_017797421.1	XP_015438760.1
OG0005575	XP_017787778.1	XP_015434524.1
OG0005576	XP_017795610.1	XP_015436628.1
OG0005577	XP_017792848.1	XP_015440428.1
OG0005578	XP_017798268.1	XP_015433452.1
OG0005579	XP_017791356.1	XP_015434682.1
OG0005582	XP_017791962.1	XP_015431600.1
OG0005583	XP_017793505.1	XP_015437365.1
OG0005584	XP_017798359.1	XP_015435166.1
OG0005585	XP_017788130.1	XP_015435891.1
OG0005586	XP_017797498.1	XP_015430614.1
OG0005587	XP_017797474.1	XP_015429367.1
OG0005588	XP_017791051.1	XP_015428888.1
OG0005589	XP_017788911.1	XP_015432397.1
OG0005590	XP_017796378.1	XP_015428603.1
OG0005591	XP_017799543.1	XP_015436176.1
OG0005593	XP_017797881.1	XP_015428564.1
OG0005594	XP_017793112.1	XP_015437381.1
OG0005595	XP_017789238.1, XP_017789237.1	XP_015438848.1
OG0005596	XP_017796305.1	XP_015437940.1
OG0005597	XP_017788009.1	XP_015439107.1
OG0005598	XP_017792796.1	XP_015428471.1
OG0005599	XP_017790588.1	XP_015429227.1
OG0005600	XP_017798635.1	XP_015439035.1
OG0005601	XP_017790821.1	XP_015440269.1
OG0005602	XP_017794258.1	XP_015438162.1
OG0005603	XP_017790890.1	XP_015434532.1
OG0005604	XP_017798381.1	XP_015431174.1
OG0005605	XP_017788253.1	XP_015438186.1
OG0005606	XP_017789118.1	XP_015438508.1
OG0005607	XP_017789886.1	XP_015438510.1
OG0005608	XP_017793219.1	XP_015434563.1
OG0005609	XP_017788832.1	XP_015432361.1
OG0005610	XP_017796058.1	XP_015440089.1
OG0005611	XP_017795213.1	XP_015438840.1
OG0005612	XP_017792001.1	XP_015433747.1
OG0005613	XP_017797506.1	XP_015432033.1
OG0005614	XP_017796865.1	XP_015434736.1
OG0005615	XP_017794907.1	XP_015433387.1
OG0005616	XP_017799199.1	XP_015433013.1
OG0005617	XP_017794138.1	XP_015433890.1
OG0005618	XP_017791898.1	XP_015439566.1
OG0005619	XP_017794642.1	XP_015437452.1
OG0005620	XP_017795902.1	XP_015434830.1
OG0005621	XP_017798241.1	XP_015430666.1
OG0005622	XP_017798032.1	XP_015433836.1
OG0005623	XP_017790234.1	XP_015435995.1
OG0005624	XP_017795425.1	XP_015438418.1
OG0005625	XP_017788496.1	XP_015436965.1
OG0005626	XP_017796946.1	XP_015435788.1
OG0005627	XP_017789206.1	XP_015437217.1
OG0005628	XP_017799563.1	XP_015430409.1
OG0005629	XP_017793256.1	XP_015430610.1
OG0005630	XP_017787656.1	XP_015438678.1
OG0005631	XP_017790117.1	XP_015432503.1
OG0005632	XP_017788499.1	XP_015435219.1
OG0005633	XP_017787978.1	XP_015434051.1
OG0005634	XP_017796364.1	XP_015433407.1
OG0005635	XP_017789099.1	XP_015436764.1
OG0005636	XP_017790536.1	XP_015435030.1
OG0005637	XP_017788472.1	XP_015433792.1
OG0005638	XP_017794757.1	XP_015431835.1
OG0005639	XP_017790485.1	XP_015429545.1
OG0005640	XP_017788361.1	XP_015432889.1
OG0005641	XP_017789888.1	XP_015436866.1
OG0005642	XP_017792635.1	XP_015434579.1
OG0005643	XP_017793886.1	XP_015431333.1
OG0005644	XP_017796661.1	XP_015433196.1
OG0005645	XP_017798203.1	XP_015430624.1
OG0005646	XP_017799279.1	XP_015433011.1
OG0005647	XP_017794550.1	XP_015430089.1
OG0005648	XP_017795180.1	XP_015429977.1
OG0005649	XP_017790266.1	XP_015435539.1
OG0005650	XP_017792436.1	XP_015432101.1
OG0005651	XP_017795768.1	XP_015435234.1
OG0005652	XP_017799263.1	XP_015432995.1
OG0005653	XP_017792431.1	XP_015432102.1
OG0005654	XP_017798871.1	XP_015429579.1
OG0005655	XP_017798404.1	XP_015430359.1
OG0005656	XP_017798674.1	XP_015439161.1
OG0005657	XP_017794447.1	XP_015429131.1
OG0005658	XP_017788584.1	XP_015435831.1
OG0005659	XP_017798556.1	XP_015439151.1
OG0005660	XP_017796227.1	XP_015439301.1
OG0005661	XP_017797654.1	XP_015431013.1
OG0005662	XP_017799254.1	XP_015433004.1
OG0005663	XP_017792669.1	XP_015433755.1
OG0005664	XP_017789463.1	XP_015429348.1
OG0005665	XP_017798078.1	XP_015430839.1
OG0005666	XP_017793715.1	XP_015435093.1
OG0005667	XP_017798009.1	XP_015428779.1
OG0005668	XP_017792488.1	XP_015433574.1
OG0005669	XP_017793314.1	XP_015436517.1
OG0005670	XP_017795760.1	XP_015435163.1
OG0005671	XP_017794701.1	XP_015435232.1
OG0005672	XP_017790474.1	XP_015432313.1
OG0005673	XP_017796511.1	XP_015434004.1
OG0005674	XP_017798205.1	XP_015430749.1
OG0005675	XP_017793780.1	XP_015440257.1
OG0005676	XP_017789974.1	XP_015438368.1
OG0005677	XP_017795959.1	XP_015431045.1
OG0005678	XP_017790184.1	XP_015429553.1
OG0005679	XP_017794769.1	XP_015435635.1
OG0005680	XP_017787644.1	XP_015432110.1
OG0005681	XP_017794501.1	XP_015434713.1
OG0005682	XP_017794331.1	XP_015436394.1
OG0005683	XP_017794183.1	XP_015438234.1
OG0005684	XP_017796761.1	XP_015437584.1
OG0005685	XP_017792147.1	XP_015439907.1
OG0005687	XP_017796258.1	XP_015438927.1
OG0005688	XP_017799551.1	XP_015439537.1
OG0005689	XP_017791310.1	XP_015436674.1
OG0005690	XP_017787757.1	XP_015429086.1
OG0005691	XP_017796170.1	XP_015434321.1
OG0005692	XP_017791617.1	XP_015437895.1
OG0005693	XP_017787755.1	XP_015429080.1
OG0005694	XP_017788118.1	XP_015434315.1
OG0005695	XP_017788480.1	XP_015431496.1
OG0005696	XP_017796037.1	XP_015433339.1
OG0005697	XP_017794560.1	XP_015430101.1
OG0005698	XP_017790532.1	XP_015429108.1
OG0005699	XP_017789561.1	XP_015438349.1
OG0005700	XP_017789451.1	XP_015433668.1
OG0005701	XP_017794342.1	XP_015436452.1
OG0005702	XP_017791240.1	XP_015430432.1
OG0005703	XP_017797904.1	XP_015428594.1
OG0005704	XP_017794143.1	XP_015437835.1
OG0005705	XP_017794771.1	XP_015437133.1
OG0005706	XP_017791338.1	XP_015432249.1
OG0005707	XP_017796743.1	XP_015434658.1
OG0005708	XP_017793250.1	XP_015436996.1
OG0005709	XP_017791926.1	XP_015435741.1
OG0005710	XP_017790192.1	XP_015435087.1
OG0005711	XP_017791125.1	XP_015430570.1
OG0005712	XP_017794810.1	XP_015433140.1
OG0005713	XP_017793248.1	XP_015435176.1
OG0005714	XP_017792223.1	XP_015429800.1
OG0005715	XP_017796431.1	XP_015433958.1
OG0005716	XP_017796406.1	XP_015437890.1
OG0005717	XP_017790846.1	XP_015433296.1
OG0005718	XP_017795120.1	XP_015434900.1
OG0005719	XP_017799451.1	XP_015439471.1
OG0005720	XP_017795859.1	XP_015433086.1
OG0005721	XP_017798451.1	XP_015430380.1
OG0005722	XP_017789960.1	XP_015438381.1
OG0005723	XP_017791870.1	XP_015439408.1
OG0005724	XP_017797292.1	XP_015436668.1
OG0005725	XP_017791457.1	XP_015435703.1
OG0005726	XP_017794689.1	XP_015428515.1
OG0005727	XP_017788576.1	XP_015436806.1
OG0005728	XP_017794713.1	XP_015439198.1
OG0005729	XP_017794170.1	XP_015429616.1
OG0005730	XP_017788904.1	XP_015435902.1
OG0005731	XP_017795465.1	XP_015431879.1
OG0005732	XP_017787414.1	XP_015430898.1
OG0005733	XP_017787861.1	XP_015433123.1
OG0005734	XP_017796361.1	XP_015428528.1
OG0005735	XP_017797339.1	XP_015436143.1
OG0005736	XP_017793488.1	XP_015437288.1
OG0005737	XP_017787737.1	XP_015433207.1
OG0005738	XP_017798484.1	XP_015430228.1
OG0005739	XP_017787713.1	XP_015433192.1
OG0005740	XP_017797351.1	XP_015436299.1
OG0005741	XP_017798945.1	XP_015435399.1
OG0005742	XP_017787724.1	XP_015433203.1
OG0005743	XP_017795976.1	XP_015431652.1
OG0005744	XP_017791128.1	XP_015437096.1
OG0005745	XP_017796515.1	XP_015434005.1
OG0005747	XP_017794976.1	XP_015428474.1
OG0005748	XP_017797899.1	XP_015429464.1
OG0005749	XP_017798944.1	XP_015435272.1
OG0005750	XP_017787676.1	XP_015437533.1
OG0005751	XP_017787827.1	XP_015433117.1
OG0005752	XP_017797349.1	XP_015429742.1
OG0005753	XP_017796564.1	XP_015433172.1
OG0005754	XP_017793675.1	XP_015429297.1
OG0005755	XP_017792097.1	XP_015431049.1
OG0005756	XP_017788762.1	XP_015432315.1
OG0005757	XP_017790824.1	XP_015440128.1
OG0005758	XP_017787464.1	XP_015430970.1
OG0005759	XP_017789543.1	XP_015431298.1
OG0005760	XP_017788924.1	XP_015428582.1
OG0005761	XP_017796562.1	XP_015432448.1
OG0005762	XP_017792013.1	XP_015429807.1
OG0005763	XP_017788852.1	XP_015432308.1
OG0005764	XP_017798746.1	XP_015439054.1
OG0005765	XP_017792092.1	XP_015429832.1
OG0005766	XP_017792854.1	XP_015440523.1
OG0005767	XP_017788696.1	XP_015433600.1
OG0005768	XP_017788883.1	XP_015433601.1
OG0005769	XP_017794113.1	XP_015430533.1
OG0005770	XP_017790651.1	XP_015440050.1
OG0005771	XP_017790185.1	XP_015429598.1
OG0005772	XP_017798588.1	XP_015439025.1
OG0005773	XP_017790391.1	XP_015429537.1
OG0005774	XP_017795036.1	XP_015432148.1
OG0005775	XP_017795044.1	XP_015432251.1
OG0005776	XP_017798034.1	XP_015428671.1
OG0005777	XP_017795649.1	XP_015433804.1
OG0005778	XP_017790444.1	XP_015438458.1
OG0005779	XP_017788124.1	XP_015435866.1
OG0005780	XP_017795371.1	XP_015436123.1
OG0005781	XP_017794438.1	XP_015439616.1
OG0005782	XP_017788525.1	XP_015431046.1
OG0005783	XP_017798568.1	XP_015439265.1
OG0005784	XP_017797348.1	XP_015436039.1
OG0005785	XP_017797137.1	XP_015430748.1
OG0005786	XP_017792428.1	XP_015432228.1
OG0005787	XP_017798416.1	XP_015438770.1
OG0005788	XP_017789557.1	XP_015440397.1
OG0005789	XP_017798730.1	XP_015430227.1
OG0005790	XP_017798734.1	XP_015430208.1
OG0005791	XP_017793330.1	XP_015437767.1
OG0005792	XP_017795477.1	XP_015438529.1
OG0005793	XP_017794710.1	XP_015432623.1
OG0005794	XP_017789736.1	XP_015431803.1
OG0005795	XP_017788479.1	XP_015433719.1
OG0005796	XP_017792552.1	XP_015436509.1
OG0005797	XP_017792177.1	XP_015439964.1
OG0005798	XP_017790347.1	XP_015435071.1
OG0005799	XP_017796893.1	XP_015440334.1
OG0005800	XP_017797824.1	XP_015434177.1
OG0005801	XP_017789712.1	XP_015433843.1
OG0005802	XP_017796101.1	XP_015433713.1
OG0005803	XP_017788603.1	XP_015431203.1
OG0005804	XP_017797785.1	XP_015439011.1
OG0005805	XP_017791061.1	XP_015434516.1
OG0005806	XP_017790521.1	XP_015434515.1
OG0005807	XP_017792742.1	XP_015433090.1
OG0005808	XP_017788850.1	XP_015432320.1
OG0005809	XP_017789454.1	XP_015429778.1
OG0005810	XP_017789328.1	XP_015435783.1
OG0005811	XP_017792755.1	XP_015437847.1
OG0005812	XP_017789004.1	XP_015431122.1
OG0005813	XP_017795908.1	XP_015434862.1
OG0005814	XP_017790997.1	XP_015435351.1
OG0005815	XP_017791054.1	XP_015435441.1
OG0005816	XP_017790193.1	XP_015438062.1
OG0005817	XP_017794719.1	XP_015430584.1
OG0005818	XP_017798828.1	XP_015435096.1
OG0005819	XP_017791468.1	XP_015429991.1
OG0005820	XP_017787871.1	XP_015431846.1
OG0005821	XP_017790064.1	XP_015435989.1
OG0005822	XP_017790124.1	XP_015435978.1
OG0005823	XP_017788893.1	XP_015428553.1
OG0005824	XP_017792773.1	XP_015428427.1
OG0005825	XP_017787478.1	XP_015430446.1
OG0005826	XP_017790373.1	XP_015429284.1
OG0005827	XP_017799469.1	XP_015430433.1
OG0005828	XP_017799599.1	XP_015430497.1
OG0005830	XP_017788137.1	XP_015434266.1
OG0005831	XP_017788113.1	XP_015435818.1
OG0005832	XP_017790196.1	XP_015429555.1
OG0005833	XP_017790173.1	XP_015439416.1
OG0005834	XP_017794777.1	XP_015437134.1
OG0005835	XP_017794763.1	XP_015439403.1
OG0005836	XP_017794722.1	XP_015437854.1
OG0005837	XP_017793517.1	XP_015432606.1
OG0005838	XP_017793854.1	XP_015431415.1
OG0005839	XP_017788030.1	XP_015439196.1
OG0005840	XP_017794729.1	XP_015439248.1
OG0005841	XP_017788703.1	XP_015432289.1
OG0005842	XP_017788700.1	XP_015432290.1
OG0005843	XP_017794768.1	XP_015431871.1
OG0005844	XP_017788045.1	XP_015434292.1
OG0005845	XP_017796980.1	XP_015439462.1
OG0005846	XP_017796887.1	XP_015439888.1
OG0005847	XP_017787873.1	XP_015439304.1
OG0005848	XP_017788964.1	XP_015431454.1
OG0005849	XP_017788475.1	XP_015435787.1
OG0005850	XP_017787566.1	XP_015433227.1
OG0005851	XP_017789801.1	XP_015433247.1
OG0005853	XP_017794901.1	XP_015432128.1
OG0005854	XP_017794148.1	XP_015429524.1
OG0005855	XP_017798850.1	XP_015429535.1
OG0005856	XP_017797350.1	XP_015436034.1
OG0005857	XP_017791261.1	XP_015436116.1
OG0005858	XP_017799560.1	XP_015439507.1
OG0005859	XP_017799418.1	XP_015439514.1
OG0005860	XP_017794380.1	XP_015436074.1
OG0005861	XP_017799440.1	XP_015439485.1
OG0005862	XP_017799446.1	XP_015439477.1
OG0005863	XP_017799419.1	XP_015439515.1
OG0005864	XP_017799422.1	XP_015439496.1
OG0005865	XP_017790936.1	XP_015430152.1
OG0005866	XP_017790863.1	XP_015430134.1
OG0005867	XP_017795269.1	XP_015431730.1
OG0005868	XP_017789973.1	XP_015438370.1
OG0005869	XP_017790692.1	XP_015439787.1
OG0005870	XP_017791409.1	XP_015432232.1
OG0005871	XP_017791346.1	XP_015434606.1
OG0005872	XP_017791493.1	XP_015432087.1
OG0005873	XP_017790120.1	XP_015438488.1
OG0005874	XP_017789151.1	XP_015437206.1
OG0005875	XP_017797839.1	XP_015429741.1
OG0005876	XP_017796233.1	XP_015439358.1
OG0005877	XP_017793862.1	XP_015437664.1
OG0005878	XP_017787996.1	XP_015430240.1
OG0005879	XP_017795755.1	XP_015435603.1
OG0005880	XP_017791784.1	XP_015430182.1
OG0005881	XP_017791862.1	XP_015430187.1
OG0005882	XP_017791779.1	XP_015430173.1
OG0005883	XP_017796650.1	XP_015437949.1
OG0005884	XP_017796626.1	XP_015432436.1
OG0005886	XP_017791109.1	XP_015433475.1
OG0005887	XP_017788464.1	XP_015431450.1
OG0005888	XP_017788122.1	XP_015435187.1
OG0005889	XP_017797544.1	XP_015436599.1
OG0005890	XP_017797542.1	XP_015436591.1
OG0005891	XP_017789884.1	XP_015436854.1
OG0005892	XP_017796029.1	XP_015433314.1
OG0005893	XP_017796095.1	XP_015433378.1
OG0005894	XP_017797293.1	XP_015428642.1
OG0005895	XP_017794497.1	XP_015434737.1
OG0005896	XP_017795582.1	XP_015435481.1
OG0005897	XP_017791403.1	XP_015428916.1
OG0005898	XP_017789737.1	XP_015428874.1
OG0005899	XP_017787489.1	XP_015430542.1
OG0005900	XP_017794093.1	XP_015430537.1
OG0005901	XP_017796072.1	XP_015433273.1
OG0005902	XP_017793712.1	XP_015440237.1
OG0005903	XP_017798806.1	XP_015438975.1
OG0005904	XP_017792458.1	XP_015432210.1
OG0005905	XP_017792449.1	XP_015432165.1
OG0005906	XP_017792443.1	XP_015432172.1
OG0005907	XP_017789014.1	XP_015431946.1
OG0005908	XP_017791640.1	XP_015429838.1
OG0005909	XP_017791741.1	XP_015428959.1
OG0005910	XP_017798517.1	XP_015430233.1
OG0005911	XP_017798514.1	XP_015430206.1
OG0005912	XP_017798516.1	XP_015430232.1
OG0005914	XP_017794436.1	XP_015429013.1
OG0005915	XP_017789852.1	XP_015438537.1
OG0005916	XP_017789863.1	XP_015438556.1
OG0005917	XP_017797776.1	XP_015439129.1
OG0005918	XP_017789821.1	XP_015430598.1
OG0005919	XP_017789259.1	XP_015438802.1
OG0005920	XP_017793466.1	XP_015440509.1
OG0005921	XP_017793366.1	XP_015440457.1
OG0005922	XP_017793441.1	XP_015437391.1
OG0005923	XP_017791386.1	XP_015434620.1
OG0005924	XP_017791316.1	XP_015437550.1
OG0005925	XP_017798229.1	XP_015430642.1
OG0005926	XP_017798144.1	XP_015430719.1
OG0005927	XP_017791989.1	XP_015431632.1
OG0005929	XP_017798122.1	XP_015436931.1
OG0005930	XP_017796927.1	XP_015440341.1
OG0005931	XP_017795858.1	XP_015436284.1
OG0005932	XP_017799548.1	XP_015436269.1
OG0005933	XP_017795131.1	XP_015436061.1
OG0005934	XP_017795517.1	XP_015436096.1
OG0005935	XP_017790822.1	XP_015439673.1
OG0005936	XP_017790644.1	XP_015440246.1
OG0005937	XP_017790791.1	XP_015433299.1
OG0005938	XP_017787688.1	XP_015429735.1
OG0005939	XP_017790358.1	XP_015429158.1
OG0005940	XP_017793835.1	XP_015429396.1
OG0005941	XP_017795685.1	XP_015440402.1
OG0005942	XP_017795672.1	XP_015433913.1
OG0005943	XP_017794220.1	XP_015438069.1
OG0005944	XP_017796487.1	XP_015433997.1
OG0005945	XP_017796425.1	XP_015433986.1
OG0005946	XP_017796410.1	XP_015434012.1
OG0005948	XP_017788426.1	XP_015432453.1
OG0005949	XP_017790365.1	XP_015432359.1
OG0005950	XP_017791603.1	XP_015431307.1
OG0005951	XP_017791544.1	XP_015431369.1
OG0005952	XP_017791587.1	XP_015431319.1
OG0005953	XP_017795327.1	XP_015430875.1
OG0005954	XP_017796362.1	XP_015428532.1
OG0005955	XP_017796366.1	XP_015437827.1
OG0005956	XP_017792272.1	XP_015437355.1
OG0005957	XP_017792395.1	XP_015436402.1
OG0005958	XP_017792230.1	XP_015437254.1
OG0005959	XP_017797985.1	XP_015428828.1
OG0005960	XP_017793814.1	XP_015429662.1
OG0005961	XP_017794830.1	XP_015432695.1
OG0005963	XP_017792238.1	XP_015436898.1
OG0005964	XP_017792975.1	XP_015437350.1
OG0005965	XP_017793135.1	XP_015438868.1
OG0005966	XP_017793040.1	XP_015440472.1
OG0005967	XP_017789143.1	XP_015437182.1
OG0005969	XP_017795838.1	XP_015437219.1
OG0005970	XP_017799239.1	XP_015432974.1
OG0005971	XP_017799246.1	XP_015433018.1
OG0005972	XP_017799243.1	XP_015432984.1
OG0005973	XP_017790043.1	XP_015430147.1
OG0005974	XP_017789922.1	XP_015432273.1
OG0005975	XP_017799123.1	XP_015432900.1
OG0005976	XP_017799241.1	XP_015435256.1
OG0005977	XP_017799067.1	XP_015432956.1
OG0005978	XP_017799027.1	XP_015430884.1
OG0005979	XP_017799277.1	XP_015435400.1
OG0005980	XP_017787649.1	XP_015429830.1
OG0005981	XP_017788292.1	XP_015436831.1
OG0005982	XP_017793197.1	XP_015437920.1
OG0005983	XP_017793258.1	XP_015437814.1
OG0005984	XP_017792737.1	XP_015428773.1
OG0005985	XP_017795293.1	XP_015439972.1
OG0005986	XP_017796855.1	XP_015431808.1
OG0005987	XP_017792639.1	XP_015429679.1
OG0005988	XP_017797437.1	XP_015439625.1
OG0005989	XP_017798544.1	XP_015438948.1
OG0005990	XP_017788528.1	XP_015431185.1
OG0005991	XP_017793651.1	XP_015433261.1
OG0005992	XP_017793655.1	XP_015439814.1
OG0005993	XP_017790585.1	XP_015429229.1
OG0005994	XP_017790403.1	XP_015429219.1
OG0005995	XP_017790482.1	XP_015429547.1
OG0005996	XP_017797069.1	XP_015430343.1
OG0005997	XP_017798368.1	XP_015430319.1
OG0005999	XP_017796730.1	XP_015431775.1
OG0006000	XP_017797188.1	XP_015431752.1
OG0006001	XP_017797167.1	XP_015431795.1
OG0006002	XP_017797208.1	XP_015431654.1
OG0006003	XP_017797212.1	XP_015431710.1
OG0006004	XP_017791020.1	XP_015434369.1
OG0006005	XP_017792091.1	XP_015430010.1
OG0006007	XP_017787856.1	XP_015435186.1
OG0006008	XP_017795205.1	XP_015431118.1
OG0006009	XP_017796119.1	XP_015432066.1
OG0006010	XP_017796113.1	XP_015431972.1
OG0006011	XP_017797594.1, XP_017797652.1	XP_015436711.1
OG0006012	XP_017797769.1	XP_015439076.1
OG0006013	XP_017797717.1	XP_015439056.1
OG0006014	XP_017795123.1	XP_015434917.1
OG0006015	XP_017795104.1	XP_015434804.1
OG0006016	XP_017790394.1	XP_015434544.1
OG0006017	XP_017792699.1	XP_015430070.1
OG0006019	XP_017792633.1	XP_015429702.1
OG0006020	XP_017798467.1	XP_015430295.1
OG0006021	XP_017798378.1	XP_015430309.1
OG0006022	XP_017798397.1	XP_015430336.1
OG0006023	XP_017798372.1	XP_015430349.1
OG0006024	XP_017792811.1	XP_015430308.1
OG0006025	XP_017798362.1	XP_015430273.1
OG0006026	XP_017798363.1	XP_015430274.1
OG0006027	XP_017793874.1	XP_015431414.1
OG0006028	XP_017788951.1	XP_015428559.1
OG0006029	XP_017788872.1	XP_015432375.1
OG0006030	XP_017788898.1	XP_015432345.1
OG0006031	XP_017793778.1	XP_015439960.1
OG0006032	XP_017793786.1	XP_015439762.1
OG0006033	XP_017789505.1	XP_015429784.1
OG0006034	XP_017789410.1	XP_015433634.1
OG0006035	XP_017792521.1	XP_015430138.1
OG0006036	XP_017790436.1	XP_015429562.1
OG0006037	XP_017792648.1	XP_015437838.1
OG0006038	XP_017796292.1	XP_015439316.1
OG0006039	XP_017796005.1	XP_015431648.1
OG0006040	XP_017795414.1	XP_015431181.1
OG0006041	XP_017792258.1	XP_015431296.1
OG0006042	XP_017795896.1	XP_015432486.1
OG0006043	XP_017789636.1	XP_015430141.1
OG0006044	XP_017789570.1	XP_015435732.1
OG0006045	XP_017792003.1	XP_015431094.1
OG0006046	XP_017789366.1	XP_015429337.1
OG0006047	XP_017789367.1	XP_015433642.1
OG0006048	XP_017789481.1	XP_015433671.1
OG0006049	XP_017789337.1	XP_015433670.1
OG0006050	XP_017788822.1	XP_015428579.1
OG0006051	XP_017788856.1	XP_015428651.1
OG0006052	XP_017788954.1	XP_015428667.1
OG0006053	XP_017788797.1	XP_015428659.1
OG0006054	XP_017791047.1	XP_015434073.1
OG0006056	XP_017791002.1	XP_015434295.1
OG0006057	XP_017790201.1	XP_015436005.1
OG0006058	XP_017789985.1	XP_015438060.1
OG0006059	XP_017797233.1	XP_015436906.1
OG0006060	XP_017796272.1	XP_015436957.1
OG0006061	XP_017796229.1	XP_015437885.1
OG0006062	XP_017796401.1	XP_015430801.1
OG0006063	XP_017797283.1	XP_015430856.1
OG0006064	XP_017797210.1	XP_015431732.1
OG0006065	XP_017796572.1	XP_015431699.1
