Orthogroup	Habropoda_laboriosa	Ceratina_calcarata
OG0003811	XP_017792374.1	XP_017885969.1
OG0003812	XP_017790463.1	XP_017879658.1
OG0003813	XP_017788857.1	XP_017882495.1
OG0003814	XP_017799097.1	XP_017876085.1
OG0003815	XP_017798060.1	XP_017885351.1
OG0003816	XP_017789682.1	XP_026667604.1
OG0003817	XP_017798884.1	XP_017892217.1
OG0003818	XP_017799466.1	XP_017877131.1
OG0003819	XP_017790450.1	XP_017879602.1
OG0003820	XP_017798392.1	XP_026667072.1, XP_017875361.1
OG0003821	XP_017787921.1	XP_017884092.1, XP_026671393.1
OG0003822	XP_017792562.1	XP_017891091.1, XP_017891071.1, XP_017890702.1
OG0003823	XP_017791953.1	XP_017879425.1
OG0003824	XP_017797198.1	XP_017885506.1
OG0003825	XP_017793085.1	XP_017878961.1
OG0003826	XP_017792650.1	XP_017892450.1, XP_017892451.1, XP_017892449.1
OG0003827	XP_017787842.1	XP_017893571.1
OG0003828	XP_017796977.1	XP_017877925.1, XP_026668389.1
OG0003829	XP_017789457.1	XP_017887253.1
OG0003830	XP_017797431.1	XP_017889390.1
OG0003831	XP_017797322.1	XP_017892822.1
OG0003832	XP_017790168.1	XP_017876962.1
OG0003833	XP_017795816.1	XP_017891276.1
OG0003834	XP_017797738.1	XP_017885005.1
OG0003835	XP_017793339.1	XP_017879930.1
OG0003836	XP_017791190.1	XP_017893078.1
OG0003837	XP_017787920.1	XP_017883940.1
OG0003838	XP_017799080.1	XP_026667416.1, XP_026671168.1
OG0003839	XP_017793065.1	XP_017878388.1
OG0003840	XP_017791832.1	XP_017889754.1
OG0003841	XP_017798729.1	XP_017888132.1
OG0003842	XP_017795564.1	XP_017876289.1
OG0003843	XP_017797626.1	XP_017889841.1
OG0003844	XP_017788686.1	XP_017879421.1
OG0003845	XP_017788838.1	XP_017882668.1
OG0003846	XP_017796789.1	XP_017879858.1
OG0003847	XP_017793372.1	XP_017892903.1, XP_017887386.1
OG0003848	XP_017788125.1	XP_017887314.1
OG0003849	XP_017790524.1	XP_017883271.1
OG0003850	XP_017796057.1	XP_017891797.2
OG0003851	XP_017788011.1	XP_017888060.1
OG0003852	XP_017790761.1	XP_017879494.1
OG0003853	XP_017788570.1	XP_026667482.1, XP_017876212.1
OG0003854	XP_017789677.1	XP_017875723.1
OG0003855	XP_017793082.1	XP_017880000.1
OG0003856	XP_017789426.1	XP_017877465.1
OG0003857	XP_017789189.1	XP_017878455.1, XP_026668565.1, XP_026668564.1
OG0003858	XP_017792357.1	XP_017885254.1
OG0003859	XP_017799077.1	XP_017880305.1
OG0003860	XP_017797884.1	XP_017875800.1
OG0003861	XP_017789107.1	XP_017881598.1
OG0003862	XP_017789655.1	XP_017889896.1
OG0003863	XP_017794686.1	XP_017885105.1, XP_017885106.1, XP_017885104.1
OG0003864	XP_017797917.1	XP_017878083.2, XP_017883783.2, XP_026668430.1
OG0003865	XP_017793665.1	XP_017883145.1, XP_026670867.1
OG0003866	XP_017797222.1	XP_017878782.1
OG0003867	XP_017796277.1	XP_017882907.1
OG0003868	XP_017789733.1	XP_017884892.1
OG0003869	XP_017792333.1, XP_017792332.1	XP_017887666.1
OG0003870	XP_017793872.1	XP_017885693.1
OG0003871	XP_017792035.1	XP_017891924.1, XP_017891922.1
OG0003872	XP_017793460.1	XP_017878433.1
OG0003873	XP_017795075.1, XP_017788484.1	XP_017893544.1
OG0003874	XP_017790492.1, XP_017790493.1	XP_026670905.1
OG0003875	XP_017793699.1	XP_017877856.1
OG0003876	XP_017792455.1	XP_017888513.1
OG0003877	XP_017787531.1	XP_017886656.1
OG0003878	XP_017789048.1	XP_017891253.1
OG0003879	XP_017790164.1	XP_017888653.1, XP_017884286.2
OG0003880	XP_017798938.1	XP_026669887.1
OG0003881	XP_017793390.1	XP_017892288.1
OG0003882	XP_017792791.1	XP_017886924.1
OG0003883	XP_017788179.1	XP_017887531.1
OG0003884	XP_017791783.1	XP_017876523.1
OG0003885	XP_017797834.1	XP_017875459.1
OG0003886	XP_017789168.1	XP_017875201.1
OG0003887	XP_017798834.1	XP_017882720.1, XP_017891250.1
OG0003888	XP_017795243.1	XP_017883512.1
OG0003889	XP_017794461.1	XP_017879379.1
OG0003890	XP_017798023.1	XP_017888891.1
OG0003891	XP_017793611.1, XP_017793607.1	XP_017891305.1
OG0003892	XP_017790782.1	XP_017891576.1
OG0003893	XP_017790931.1	XP_017891145.1
OG0003894	XP_017789041.1	XP_017875919.1, XP_017885278.2
OG0003895	XP_017791762.1	XP_017883768.1, XP_026671182.1
OG0003896	XP_017796291.1	XP_026672491.1, XP_017886483.1
OG0003897	XP_017794749.1	XP_017889460.1
OG0003898	XP_017799133.1	XP_017875848.1, XP_026667236.1
OG0003899	XP_017796527.1	XP_026668962.1, XP_017879263.1
OG0003900	XP_017797780.1	XP_017884713.1, XP_026671704.1
OG0003901	XP_017790817.1	XP_017877855.1
OG0003902	XP_017792938.1	XP_017885512.1, XP_017885511.1
OG0003903	XP_017789628.1, XP_017789630.1	XP_017878631.1
OG0003904	XP_017788517.1	XP_017885663.1
OG0003905	XP_017793976.1	XP_017887391.1
OG0003906	XP_017796896.1	XP_017877162.1, XP_017877163.1, XP_017877016.1
OG0003907	XP_017793271.1, XP_017793270.1	XP_017877088.1
OG0003908	XP_017788647.1	XP_017890085.1
OG0003909	XP_017789065.1	XP_017875671.1
OG0003910	XP_017796639.1	XP_017889408.1
OG0003911	XP_017792373.1	XP_017887876.1
OG0003913	XP_017794694.1	XP_017888919.1
OG0003914	XP_017796960.1	XP_017878733.1
OG0003915	XP_017788138.1	XP_017880619.1
OG0003916	XP_017795740.1	XP_017878246.2
OG0003917	XP_017798468.1	XP_017893678.1, XP_026666881.1
OG0003918	XP_017789513.1	XP_017887305.1
OG0003919	XP_017787482.1	XP_017888899.1, XP_026673690.1
OG0003920	XP_017791271.1	XP_017891909.1
OG0003921	XP_017789415.1, XP_017789416.1	XP_017887283.1
OG0003922	XP_017798216.1	XP_017885341.1
OG0003923	XP_017789986.1	XP_026674800.1
OG0003924	XP_017797746.1	XP_026673364.1, XP_017888149.1, XP_017888148.1
OG0003925	XP_017790737.1	XP_026674366.1, XP_017890119.2, XP_026674364.1
OG0003926	XP_017794697.1	XP_017893325.1, XP_026666574.1
OG0003927	XP_017788327.1	XP_017875841.2
OG0003928	XP_017794805.1	XP_017876774.1
OG0003929	XP_017790427.1	XP_026675018.1
OG0003931	XP_017794127.1	XP_017881438.1
OG0003932	XP_017795553.1	XP_017886262.1
OG0003933	XP_017797715.1	XP_017884876.1
OG0003934	XP_017793619.1	XP_017883014.1
OG0003934	XP_017793618.1	XP_017882995.2
OG0003935	XP_017791106.1	XP_026669974.1
OG0003936	XP_017787620.1	XP_017891398.1, XP_017891397.1
OG0003937	XP_017790306.1	XP_026667216.1
OG0003937	XP_017790321.1	XP_026667211.1
OG0003938	XP_017793129.1	XP_017886241.1
OG0003939	XP_017795363.1	XP_026675002.1
OG0003941	XP_017796423.1	XP_017879258.2
OG0003943	XP_017796578.1	XP_017886496.1
OG0003950	XP_017792935.1	XP_017889413.1
OG0003951	XP_017789793.1	XP_017883494.1
OG0003952	XP_017797232.1	XP_017881745.1
OG0003953	XP_017795518.1, XP_017795529.1	XP_017884082.2
OG0003954	XP_017788431.1	XP_017879377.1
OG0003955	XP_017796636.1	XP_026675510.1
OG0003956	XP_017791381.1	XP_026667078.1
OG0003957	XP_017788498.1	XP_017880786.1
OG0003958	XP_017795491.1	XP_017881962.1
OG0003959	XP_017798774.1, XP_017798773.1	XP_017884555.1
OG0003960	XP_017796112.1	XP_017891186.1
OG0003961	XP_017798489.1	XP_026668165.1
OG0003962	XP_017789376.1	XP_026671945.1
OG0003963	XP_017789080.1	XP_017878580.1
OG0003964	XP_017787851.1	XP_017887768.1
OG0003965	XP_017794272.1	XP_017875100.1
OG0003966	XP_017789121.1	XP_017878622.1
OG0003967	XP_017788914.1	XP_017875311.1
OG0003968	XP_017798636.1	XP_017877098.1
OG0003969	XP_017788473.1	XP_017880719.1
OG0003970	XP_017787887.1	XP_017880512.1
OG0003971	XP_017793342.1	XP_017887500.1
OG0003972	XP_017799583.1	XP_017881752.1
OG0003974	XP_017791814.1	XP_017889630.1, XP_026674230.1
OG0003976	XP_017793130.1	XP_017878978.1
OG0003978	XP_017792642.1	XP_026670742.1
OG0003979	XP_017798627.1	XP_017884616.1
OG0003980	XP_017792882.1	XP_026670452.1
OG0003981	XP_017793789.1	XP_017877704.1
OG0003982	XP_017798748.1	XP_017875430.1
OG0003983	XP_017793869.1	XP_017876455.1
OG0003984	XP_017797621.1	XP_017886026.1
OG0003985	XP_017788598.1	XP_017891959.1
OG0003986	XP_017788112.1	XP_017887322.1
OG0003987	XP_017796614.1	XP_017889373.1
OG0003988	XP_017794641.1	XP_017876937.1
OG0003989	XP_017787381.1	XP_017878271.1, XP_017884283.1
OG0003990	XP_017794545.1	XP_017875366.1
OG0003991	XP_017797980.1	XP_017889429.1
OG0003992	XP_017796803.1	XP_026669888.1
OG0003993	XP_017795308.1	XP_017893490.1
OG0003994	XP_017796494.1	XP_017879388.1
OG0003995	XP_017788557.1	XP_017892073.1
OG0003996	XP_017788776.1	XP_026673564.1
OG0003997	XP_017793244.1	XP_017890974.1
OG0003998	XP_017793000.1	XP_017886234.1
OG0003999	XP_017797265.1	XP_017877711.1
OG0004000	XP_017793201.1	XP_026673468.1
OG0004001	XP_017788931.1	XP_017877613.1
OG0004002	XP_017787846.1	XP_017885233.1
OG0004003	XP_017797147.1	XP_017885324.1
OG0004005	XP_017789498.1	XP_026668094.1
OG0004006	XP_017797362.1	XP_026673472.1
OG0004007	XP_017798893.1	XP_017893167.1, XP_017893168.1
OG0004008	XP_017789274.1	XP_026673445.1
OG0004009	XP_017792793.1	XP_017890657.1
OG0004010	XP_017795335.1	XP_017893364.1
OG0004011	XP_017794339.1	XP_017885620.1
OG0004012	XP_017791584.1	XP_017878160.1
OG0004013	XP_017799389.1	XP_017888192.1
OG0004014	XP_017788291.1	XP_026675279.1
OG0004015	XP_017795566.1	XP_017892641.1
OG0004016	XP_017794813.1	XP_017877189.1, XP_017877188.1
OG0004017	XP_017788959.1	XP_026675206.1
OG0004018	XP_017795813.1	XP_026674820.1
OG0004019	XP_017791019.1	XP_017892643.1
OG0004020	XP_017799282.1	XP_026673814.1
OG0004021	XP_017791983.1	XP_017881862.1, XP_017878730.1
OG0004022	XP_017797850.1	XP_017883341.1
OG0004023	XP_017790600.1	XP_026669136.1, XP_017885697.1
OG0004024	XP_017794190.1	XP_026667497.1, XP_026667498.1
OG0004025	XP_017792163.1	XP_017876395.1
OG0004026	XP_017790223.1	XP_017891592.1
OG0004027	XP_017796441.1	XP_017879313.1
OG0004028	XP_017794432.1	XP_017880498.1
OG0004029	XP_017795110.1	XP_017886337.1
OG0004030	XP_017792715.1	XP_026673001.1
OG0004031	XP_017799161.1	XP_017877038.1
OG0004032	XP_017799374.1	XP_026667004.1
OG0004033	XP_017794974.1	XP_017880145.1
OG0004034	XP_017791895.1	XP_017888050.1
OG0004035	XP_017798569.1	XP_017884747.1
OG0004036	XP_017799002.1	XP_026669134.1
OG0004037	XP_017794399.1	XP_026670245.1
OG0004038	XP_017792709.1	XP_017892927.1
OG0004039	XP_017796667.1	XP_017889419.1
OG0004040	XP_017787867.1	XP_017885207.1
OG0004041	XP_017787779.1	XP_017885147.1
OG0004042	XP_017789287.1	XP_026668900.1
OG0004043	XP_017799386.1	XP_017879692.1
OG0004044	XP_017789672.1	XP_017882890.1
OG0004045	XP_017788865.1	XP_017879468.1
OG0004046	XP_017787657.1	XP_017891388.1
OG0004047	XP_017790028.1	XP_017881977.1
OG0004048	XP_017797175.1	XP_026670159.1
OG0004049	XP_017794320.1, XP_017796771.1	XP_026668672.1
OG0004050	XP_017791501.1	XP_017888462.1
OG0004051	XP_017792942.1	XP_017889434.2
OG0004052	XP_017793606.1, XP_017793605.1	XP_017879639.1
OG0004053	XP_017792801.1	XP_017890674.1
OG0004054	XP_017793323.1	XP_017885498.1
OG0004055	XP_017798751.1	XP_017884842.1
OG0004056	XP_017798440.1	XP_026672262.1
OG0004057	XP_017794265.1	XP_017892310.1
OG0004058	XP_017792454.1	XP_017882545.1
OG0004059	XP_017788841.1	XP_017883467.1
OG0004060	XP_017795485.1	XP_026667642.1
OG0004061	XP_017793807.1	XP_017883982.1
OG0004062	XP_017798962.1	XP_017888168.1
OG0004063	XP_017788881.1	XP_017893394.1
OG0004064	XP_017792541.1	XP_017889710.1
OG0004065	XP_017788662.1	XP_017883515.1
OG0004066	XP_017789112.1	XP_017879760.1
OG0004067	XP_017794137.1	XP_017875031.1
OG0004068	XP_017791764.1, XP_017791763.1	XP_017882764.1
OG0004069	XP_017794795.1	XP_017889489.1
OG0004070	XP_017799284.1	XP_026673395.1
OG0004071	XP_017788669.1	XP_026674283.1, XP_017890230.1
OG0004072	XP_017791506.1	XP_017880147.1
OG0004073	XP_017790690.1, XP_017790681.1	XP_026667220.1
OG0004074	XP_017788605.1	XP_017882275.1
OG0004075	XP_017799357.1	XP_017875223.1
OG0004076	XP_017793590.1	XP_017875400.1
OG0004077	XP_017797868.1	XP_017884441.1, XP_017888085.1
OG0004078	XP_017795313.1	XP_017887011.1
OG0004079	XP_017790414.1	XP_017884348.1
OG0004080	XP_017799198.1	XP_017881026.1
OG0004081	XP_017792682.1	XP_026670433.1, XP_026670434.1, XP_017881942.1
OG0004082	XP_017799240.1	XP_026667435.1
OG0004083	XP_017798084.1	XP_026668318.1
OG0004084	XP_017798897.1	XP_017891050.1
OG0004085	XP_017798551.1	XP_017884609.1
OG0004086	XP_017799337.1	XP_017876117.1
OG0004087	XP_017797952.1	XP_026674997.1
OG0004088	XP_017796313.1	XP_017882830.1
OG0004089	XP_017793462.1	XP_017878434.1, XP_017878370.1
OG0004090	XP_017789878.1	XP_017876928.1
OG0004091	XP_017799611.1	XP_026670678.1, XP_017882690.1
OG0004092	XP_017789448.1	XP_026669591.1
OG0004093	XP_017790291.1	XP_017892874.1
OG0004094	XP_017795450.1	XP_017881050.1
OG0004095	XP_017791420.1	XP_017876992.1
OG0004096	XP_017798984.1	XP_017881557.1
OG0004097	XP_017798201.1	XP_017891677.1, XP_017891676.1
OG0004098	XP_017795814.1	XP_017884997.1
OG0004099	XP_017792325.1	XP_017885860.1
OG0004100	XP_017793929.1	XP_026668881.1
OG0004101	XP_017793575.1	XP_017879883.1
OG0004102	XP_017797473.1	XP_017875380.1
OG0004103	XP_017795575.1	XP_017886273.1
OG0004104	XP_017787982.1	XP_017884992.1
OG0004105	XP_017790943.1	XP_017891288.1
OG0004106	XP_017788485.1	XP_026670529.1, XP_017875639.1
OG0004107	XP_017795794.1	XP_017890914.1
OG0004108	XP_017796489.1	XP_017876874.1
OG0004109	XP_017791675.1	XP_017880814.1
OG0004110	XP_017794288.1	XP_017887617.1
OG0004111	XP_017797929.1	XP_017887786.1
OG0004112	XP_017798728.1	XP_017875470.1
OG0004113	XP_017791107.1	XP_026669989.1
OG0004114	XP_017796642.1	XP_017886438.1, XP_026672467.1
OG0004115	XP_017797630.1	XP_017893014.1
OG0004116	XP_017791854.1	XP_017889541.1, XP_017889542.1
OG0004117	XP_017796397.1	XP_017889832.2
OG0004118	XP_017798236.1	XP_017893647.1
OG0004119	XP_017787793.1	XP_017891510.1
OG0004120	XP_017794155.1	XP_017882754.1
OG0004122	XP_017791930.1	XP_017880226.1
OG0004123	XP_017787606.1	XP_017885274.1, XP_017880195.1
OG0004124	XP_017796696.1	XP_017889579.1
OG0004125	XP_017791873.1	XP_017891936.1
OG0004126	XP_017794631.1	XP_017877285.1
OG0004127	XP_017788266.1	XP_017892777.1
OG0004128	XP_017791750.1	XP_026670536.1, XP_017882491.1
OG0004129	XP_017795869.1	XP_017875868.1
OG0004130	XP_017793646.1, XP_017793723.1	XP_017876271.1
OG0004131	XP_017791731.1	XP_017882420.1
OG0004132	XP_017791712.1	XP_017875269.1
OG0004133	XP_017788161.1	XP_026671336.1
OG0004134	XP_017795594.1	XP_017876272.1
OG0004135	XP_017790683.1	XP_017891635.1
OG0004136	XP_017797655.1	XP_017889437.1
OG0004137	XP_017792073.1	XP_017892388.1
OG0004138	XP_017787816.1	XP_017882733.1, XP_017891514.1
OG0004139	XP_017797918.1	XP_017883990.1
OG0004140	XP_017788162.1	XP_017884034.1
OG0004141	XP_017795012.1	XP_017889807.1
OG0004142	XP_017787411.1	XP_017888746.1
OG0004143	XP_017790121.1	XP_017890617.1, XP_026668157.1
OG0004144	XP_017794020.1	XP_017881459.1
OG0004145	XP_017798480.1	XP_017877223.1
OG0004146	XP_017791207.1	XP_026670217.1
OG0004147	XP_017792929.1, XP_017792930.1	XP_017891498.1
OG0004148	XP_017791532.1	XP_017888392.1, XP_026673478.1
OG0004149	XP_017789969.1	XP_026670294.1
OG0004150	XP_017796035.1	XP_017891801.1
OG0004151	XP_017798418.1	XP_017883738.1
OG0004152	XP_017796007.1	XP_017883057.1, XP_017892068.2
OG0004153	XP_017790216.1	XP_017885063.2, XP_026675474.1
OG0004154	XP_017787578.1	XP_017891553.1
OG0004155	XP_017794397.1	XP_017885404.1
OG0004156	XP_017793475.1	XP_017878413.1
OG0004157	XP_017795393.1	XP_017886572.1, XP_026672594.1
OG0004158	XP_017794379.1	XP_017887833.1
OG0004159	XP_017794048.1	XP_017880085.1
OG0004161	XP_017788889.1	XP_017891862.1, XP_017883979.1
OG0004162	XP_017792361.1	XP_017893142.1
OG0004163	XP_017792276.1	XP_017888160.1
OG0004164	XP_017797186.1	XP_017877888.1
OG0004165	XP_017795050.1, XP_017795051.1	XP_017879034.1
OG0004166	XP_017797786.1	XP_017888145.1
OG0004167	XP_017792626.1	XP_017886626.1, XP_026672620.1
OG0004168	XP_017788706.1	XP_017886028.1, XP_017886027.1
OG0004169	XP_017790498.1	XP_017877355.1
OG0004170	XP_017795136.1	XP_017875890.1
OG0004171	XP_017791196.1	XP_017883433.1
OG0004172	XP_017793917.1, XP_017793868.1	XP_017876659.1
OG0004173	XP_017792060.1	XP_017891927.1
OG0004174	XP_017793906.1	XP_017876691.1
OG0004175	XP_017798566.1	XP_017884793.1
OG0004177	XP_017788204.1	XP_026675214.1
OG0004178	XP_017797905.1	XP_017878183.1
OG0004179	XP_017788597.1	XP_017892202.1
OG0004180	XP_017793975.1	XP_017881876.1
OG0004181	XP_017790423.1	XP_017892203.1
OG0004182	XP_017791644.1	XP_017881861.1
OG0004183	XP_017795210.1	XP_017880015.1
OG0004184	XP_017789437.1	XP_017880673.1
OG0004185	XP_017795900.1	XP_017878190.1
OG0004186	XP_017791993.1	XP_017889241.1
OG0004187	XP_017788715.1	XP_026666698.1, XP_017893374.1
OG0004188	XP_017797203.1	XP_017877920.1
OG0004189	XP_017796206.1	XP_017877921.1
OG0004190	XP_017797258.1	XP_017891658.1
OG0004191	XP_017794715.1	XP_017893317.1
OG0004192	XP_017790199.1	XP_026669444.1, XP_017893243.1
OG0004193	XP_017796318.1	XP_017886494.1
OG0004194	XP_017798905.1, XP_017793836.1	XP_017880533.1
OG0004195	XP_017799579.1	XP_026671901.1
OG0004196	XP_017796797.1	XP_026669193.1
OG0004197	XP_017790197.1	XP_017893163.1
OG0004199	XP_017797888.1	XP_017884689.1
OG0004200	XP_017794598.1	XP_026670257.1, XP_026670255.1
OG0004201	XP_017788029.1	XP_017875539.1
OG0004202	XP_017788859.1	XP_017890293.1
OG0004203	XP_017789301.1	XP_017877423.1, XP_017877417.1
OG0004204	XP_017794194.1	XP_017891069.1
OG0004205	XP_017794973.1	XP_017877240.1
OG0004206	XP_017798852.1	XP_017893305.1
OG0004207	XP_017791773.1	XP_017879679.1, XP_026669112.1
OG0004208	XP_017799427.1	XP_017877319.1, XP_017890059.1
OG0004209	XP_017790167.1	XP_017882018.2
OG0004210	XP_017796019.1	XP_017891802.1
OG0004211	XP_017790841.1	XP_017885392.1
OG0004212	XP_017790665.1	XP_017879564.1
OG0004213	XP_017789167.1	XP_017888982.2
OG0004214	XP_017789115.1	XP_017880280.1
OG0004215	XP_017789125.1	XP_026674819.1
OG0004216	XP_017789185.1	XP_017893018.1
OG0004217	XP_017796237.1	XP_017881337.1
OG0004218	XP_017796241.1	XP_026669936.1, XP_017881161.1
OG0004219	XP_017792598.1	XP_017886886.1
OG0004220	XP_017798334.1	XP_017878177.1
OG0004221	XP_017789632.1	XP_017889567.1
OG0004222	XP_017789576.1	XP_017889562.1
OG0004223	XP_017791256.1, XP_017791257.1	XP_017881453.1
OG0004224	XP_017797548.1	XP_017883951.1, XP_026666974.1
OG0004225	XP_017797472.1	XP_017875381.1
OG0004227	XP_017792023.1	XP_017891921.1
OG0004228	XP_017789538.1	XP_017875738.1
OG0004229	XP_017787490.1	XP_017888792.1
OG0004230	XP_017793680.1	XP_026670851.1
OG0004231	XP_017796402.1	XP_017893503.1, XP_017893502.1
OG0004232	XP_017792445.1	XP_026670619.1, XP_017882593.1
OG0004233	XP_017791661.1	XP_026670685.1
OG0004234	XP_017790627.1	XP_017882378.1
OG0004235	XP_017798765.1	XP_017884681.1
OG0004236	XP_017794481.1	XP_026671425.1
OG0004237	XP_017793437.1	XP_026668638.1, XP_017878502.1
OG0004238	XP_017793478.1	XP_017878491.1
OG0004239	XP_017795563.1	XP_026667499.1
OG0004240	XP_017791705.1	XP_026668090.1, XP_017877474.1, XP_017877473.1
OG0004241	XP_017791700.1	XP_017880940.1
OG0004242	XP_017791318.1	XP_026669238.1
OG0004243	XP_017796381.1	XP_017877887.1
OG0004244	XP_017798226.1	XP_017877956.1
OG0004245	XP_017795716.1	XP_017888553.1
OG0004246	XP_017790799.1	XP_017890142.1
OG0004247	XP_017788621.1	XP_026671054.1
OG0004248	XP_017791709.1	XP_017880794.1, XP_017880793.1
OG0004249	XP_017791717.1	XP_017887340.1, XP_017880817.1
OG0004250	XP_017787374.1	XP_017880032.1, XP_026668460.1
OG0004251	XP_017790604.1	XP_017891306.1
OG0004252	XP_017790348.1	XP_017891232.1
OG0004253	XP_017789138.1	XP_017878638.1
OG0004254	XP_017787837.1	XP_017892364.1
OG0004255	XP_017795665.1	XP_017892523.1
OG0004256	XP_017788399.1	XP_017884173.1
OG0004257	XP_017788119.1	XP_017880486.1, XP_017880488.1
OG0004258	XP_017790194.1	XP_017881806.1
OG0004259	XP_017796372.1	XP_026675216.1
OG0004260	XP_017796357.1	XP_017890343.1
OG0004261	XP_017791931.1	XP_017880242.1
OG0004262	XP_017796739.1	XP_017880144.1, XP_026669379.1
OG0004264	XP_017798956.1	XP_026667184.1
OG0004265	XP_017788312.1	XP_017875965.1
OG0004266	XP_017788297.1	XP_017876168.1
OG0004267	XP_017796228.1	XP_017875987.1
OG0004268	XP_017797420.1	XP_017883776.1, XP_026671190.1
OG0004269	XP_017792659.1	XP_026668789.1
OG0004270	XP_017795544.1	XP_017890050.1
OG0004271	XP_017795985.1	XP_026667380.1, XP_017876940.2
OG0004272	XP_017788524.1	XP_017879653.1
OG0004273	XP_017788573.1	XP_017892021.1
OG0004274	XP_017789402.1	XP_017886683.1
OG0004275	XP_017793664.1	XP_017885548.1
OG0004276	XP_017790582.1	XP_017879056.2
OG0004277	XP_017796536.1, XP_017796544.1	XP_017878729.1
OG0004278	XP_017791632.1	XP_017887767.1
OG0004279	XP_017787828.1	XP_017876328.1
OG0004280	XP_017790330.1	XP_017891418.1
OG0004281	XP_017795211.1	XP_017880682.1
OG0004282	XP_017796108.1	XP_017891173.1
OG0004284	XP_017797751.1	XP_017884951.1
OG0004285	XP_017797765.1	XP_017884727.1
OG0004286	XP_017789599.1	XP_017882859.1
OG0004287	XP_017792680.1, XP_017792679.1, XP_017792681.1	XP_017892473.1
OG0004288	XP_017792733.1	XP_017879649.1
OG0004289	XP_017798379.1	XP_017886902.1, XP_026672675.1
OG0004290	XP_017798401.1	XP_017886903.1
OG0004291	XP_017788826.1	XP_026674419.1
OG0004292	XP_017788895.1	XP_026674424.1
OG0004293	XP_017789390.1	XP_017877543.1
OG0004294	XP_017790326.1	XP_017887625.1
OG0004295	XP_017791756.1, XP_017791759.1	XP_017889263.1
OG0004296	XP_017794182.1	XP_017885572.1
OG0004297	XP_017789445.1	XP_017885448.1
OG0004298	XP_017789342.1	XP_017880746.1
OG0004299	XP_017788803.1	XP_026666812.1
OG0004300	XP_017788721.1	XP_026666754.1, XP_026666755.1, XP_017893345.1
